wavelength,Back_GubCrim,Belly_GubCrim,Breast_GubCrim,Crissum_GubCrim,Crown_GubCrim,DorTail_GubCrim,Patch10_GubCrim,Patch11_GubCrim,Patch12_GubCrim,Rump_GubCrim,Throat_GubCrim,WingTip_GubCrim
390.27,14.8914166667,16.7983333333,10.5141666667,17.492,6.13383333332,5.25754166667,15.5281350575,14.374,26.1207916667,16.0254166667,5.06266666667,8.73645833333
390.63,14.82875,16.6311111111,10.39075,17.3285833333,6.06774999999,5.20120833333,15.4904310345,14.2113333333,26.0340416667,15.94,5.03983333333,8.71766666667
391.00,14.71875,16.4728888889,10.2790833333,17.1520833333,6.03016666667,5.15879166666,15.4463678161,14.05275,25.9317083333,15.891,4.95441666666,8.69679166667
391.36,14.7220833333,16.372,10.2846666667,17.0935,6.02075000001,5.24270833333,15.4419913793,13.9896666666,25.816375,15.8661666667,4.99083333333,8.75866666667
391.72,14.7461666667,16.2805555556,10.2609166667,17.0231666666,6.04341666668,5.32070833333,15.456045977,13.91975,25.6931666667,15.8285833333,5.068,8.85495833334
392.08,14.777,16.2016666667,10.275,16.97225,6.07083333333,5.38233333333,15.4664971264,13.8530833333,25.6722083333,15.84775,5.14241666667,8.91975
392.44,14.6831666667,16.0928888889,10.2069166667,16.8676666667,6.05916666666,5.38741666666,15.4895660919,13.7065,25.5080416667,15.7770833334,5.112,8.901375
392.80,14.652,15.968,10.1395,16.7553333333,6.06466666667,5.38641666667,15.4784166667,13.609,25.432875,15.7338333333,5.13608333333,8.92708333333
393.16,14.5824166666,15.8206666667,10.01975,16.5665833333,6.04758333333,5.35554166667,15.4474281609,13.43475,25.3065416666,15.6469166667,5.11675,8.90141666666
393.52,14.472,15.632,9.87075,16.3805,6.00566666666,5.29645833333,15.3574224138,13.27725,25.1411666667,15.5368333333,5.08166666667,8.83954166666
393.88,14.3410833333,15.4453333333,9.7725,16.1818333333,5.94283333334,5.24341666667,15.2417844828,13.09225,24.9105833333,15.4019166666,5.02283333333,8.79029166667
394.24,14.31825,15.3242222222,9.71941666667,16.0550833333,5.96091666666,5.24108333333,15.219158046,13.0418333333,24.819,15.3794166667,5.04516666667,8.820375
394.60,14.2928333333,15.244,9.62958333333,15.9661666667,5.94666666667,5.246125,15.1638793103,12.9154166666,24.6871666667,15.31525,5.05058333334,8.837125
394.96,14.3039166667,15.148,9.636,15.9324166667,6.00574999999,5.32375,15.1761235632,12.8361666666,24.58225,15.295,5.14558333333,8.89533333333
395.32,14.1895,14.994,9.5025,15.7391666667,5.97258333333,5.314,15.170658046,12.6780833333,24.469375,15.2233333333,5.15141666667,8.85958333333
395.68,14.1424166667,14.8881111111,9.43275,15.6440833333,6.00066666666,5.34195833334,15.1533362069,12.547,24.3890416667,15.1935833333,5.19025,8.82583333333
396.04,14.0380833333,14.6691111111,9.2925,15.497,5.95866666666,5.32629166667,15.0962068966,12.3770833333,24.1326666667,15.076,5.13983333333,8.740875
396.40,13.9780833333,14.516,9.191,15.34075,5.91958333334,5.29233333333,15.0023649426,12.2136666667,24.0429166667,14.9929166667,5.13675,8.68633333333
396.76,13.9906666667,14.408,9.14083333333,15.2580833333,5.96008333334,5.37166666667,14.988362069,12.12025,23.908125,14.9296666667,5.14875,8.71725
397.12,14.0071666667,14.3118888889,9.16366666667,15.1935,6.02233333334,5.45904166667,15.0215172414,12.084,23.78125,14.8993333333,5.23266666667,8.81033333333
397.48,13.9590833333,14.184,9.15725,15.08825,6.02466666667,5.499375,15.0222528736,12.0060833333,23.6800833333,14.8541666667,5.24391666667,8.87220833333
397.84,13.8193333333,13.9215555556,8.91475,14.86825,5.91366666666,5.379125,14.896112069,11.7374166667,23.4282916667,14.6686666667,5.09925,8.790375
398.20,13.8291666666,13.8927777778,8.93058333333,14.82425,5.94966666666,5.44229166667,14.9337241379,11.6340833333,23.3284166666,14.6308333333,5.17166666667,8.82595833334
398.56,13.7235,13.676,8.84516666667,14.6465,5.92975000001,5.40916666667,14.8742758621,11.4788333333,23.15075,14.5136666667,5.12191666667,8.77866666666
398.92,13.6941666667,13.534,8.76125,14.5351666667,5.88691666666,5.389375,14.8499396551,11.3843333333,23.0954583333,14.4520833333,5.08741666667,8.77933333333
399.28,13.63025,13.3966666666,8.70666666667,14.4425,5.90766666666,5.39504166667,14.759545977,11.2751666667,22.9134583334,14.351,5.05941666667,8.79654166667
399.64,13.5636666667,13.2168888889,8.67041666667,14.29925,5.88733333332,5.36725,14.7398994253,11.1675,22.78875,14.2600833333,5.01316666667,8.76170833334
400.00,13.4735,13.0887777778,8.56825,14.1426666667,5.87883333332,5.337,14.6928362069,11.0315,22.70625,14.1503333333,4.97691666666,8.77420833333
400.36,13.4548333333,12.964,8.53591666667,14.04675,5.90083333334,5.38833333333,14.6845,11.0034166667,22.5839583333,14.0963333333,5.01608333333,8.82691666666
400.72,13.325,12.7958888889,8.42483333333,13.9025,5.83474999999,5.29020833333,14.6397212644,10.8538333333,22.42925,14.0103333334,4.9585,8.767625
401.08,13.307,12.7102222222,8.368,13.8756666667,5.84183333332,5.30645833333,14.6330632184,10.77275,22.3727916666,14.0040833333,4.96808333333,8.81066666667
401.44,13.2465833333,12.5902222222,8.27341666667,13.8103333333,5.82766666668,5.304375,14.5700086207,10.6624166667,22.275,13.95,4.956,8.77233333334
401.80,13.3155833333,12.6168888889,8.3435,13.8590833333,5.92966666667,5.44966666667,14.6548936781,10.722,22.3218333333,14.04175,5.07666666666,8.84033333333
402.16,13.2221666667,12.4432222222,8.22875,13.7651666667,5.90258333334,5.400125,14.58875,10.6293333333,22.20125,13.9498333333,5.00291666667,8.8105
402.52,13.1431666667,12.3304444444,8.16425,13.67475,5.86441666668,5.35491666667,14.53475,10.5349166667,22.092125,13.8881666667,4.96025,8.78129166667
402.88,12.9883333333,12.1696666667,8.03741666666,13.5096666667,5.80283333333,5.281,14.4325977011,10.36075,21.9105416667,13.7704166667,4.88416666667,8.6935
403.24,12.9669166667,12.076,7.97341666667,13.4245833333,5.75708333334,5.232375,14.4223936781,10.27175,21.8791666667,13.7414166667,4.85483333333,8.66379166667
403.60,12.9451666667,12.0407777778,7.90675,13.3678333333,5.72674999999,5.219625,14.3927643678,10.2125,21.81725,13.73725,4.84816666666,8.676875
403.95,12.9446666667,12.012,7.90858333333,13.3285833333,5.72999999999,5.258375,14.4025517241,10.2084166667,21.7868333333,13.7454166667,4.88375,8.713875
404.31,12.8981666666,11.9723333333,7.84983333333,13.2654166666,5.72933333334,5.23191666666,14.3859856322,10.1273333333,21.714875,13.7080833334,4.8635,8.702875
404.67,12.9333333333,11.9902222222,7.85508333334,13.2770833333,5.75925000001,5.27595833333,14.4119454023,10.1346666667,21.7204583334,13.7370833333,4.914,8.74408333334
405.03,12.8570833333,11.8953333333,7.73525,13.1639166666,5.72049999999,5.235875,14.3693074712,10.0544166667,21.6260416666,13.6520833333,4.86566666667,8.66575
405.39,12.8328333333,11.836,7.69791666667,13.0963333333,5.70525,5.23633333333,14.3610086207,10.0395833333,21.5645,13.6104166667,4.856,8.70254166667
405.75,12.8120833333,11.782,7.71208333333,13.03875,5.71075,5.23475,14.3663591954,10.0053333333,21.554375,13.5810833333,4.856,8.71841666667
406.11,12.7719166667,11.7342222222,7.69175,12.9549166667,5.69641666667,5.24091666667,14.3389798851,9.94183333336,21.496,13.554,4.80616666666,8.6775
406.47,12.7870833334,11.7053333333,7.68241666667,12.903,5.69633333333,5.26779166667,14.3393132184,9.88783333333,21.4882083333,13.5578333333,4.80041666667,8.65758333333
406.83,12.80775,11.7173333334,7.68508333333,12.8900833334,5.73441666668,5.28058333333,14.3504511494,9.89149999999,21.4894166667,13.56325,4.8245,8.694125
407.19,12.8898333333,11.7964444445,7.74191666667,12.95,5.81866666666,5.37983333333,14.4278132184,9.95833333332,21.51975,13.638,4.92491666667,8.75666666667
407.55,12.8814166667,11.7744444444,7.73941666667,12.9553333333,5.83383333332,5.36504166667,14.4107758621,9.93458333333,21.5144583333,13.62625,4.94041666667,8.769375
407.90,12.87175,11.7361111111,7.75233333333,12.9159166667,5.81749999999,5.33229166667,14.3765143678,9.88866666667,21.4732916667,13.5959166667,4.93258333333,8.74070833333
408.26,12.8645,11.7031111111,7.74108333333,12.8886666667,5.81416666666,5.31829166667,14.3781724138,9.89433333332,21.4375833333,13.603,4.94416666666,8.75683333333
408.62,12.7665833334,11.5592222222,7.69716666667,12.7541666667,5.74183333333,5.23279166667,14.281816092,9.79966666667,21.3237916666,13.5041666667,4.86333333333,8.6605
408.98,12.7313333333,11.5496666667,7.71216666666,12.7105,5.73991666667,5.19079166666,14.2654252873,9.747,21.2525,13.472,4.8515,8.65604166667
409.34,12.7543333333,11.5666666666,7.7265,12.6898333333,5.74716666666,5.202125,14.2762241379,9.71266666667,21.2239583333,13.4730833334,4.85741666667,8.64329166667
409.70,12.6881666667,11.5276666667,7.60775,12.62675,5.67608333333,5.15145833333,14.1787672414,9.62600000001,21.109625,13.3958333333,4.79341666667,8.61358333333
410.06,12.6825,11.4682222222,7.53058333333,12.5553333333,5.66549999999,5.12095833334,14.1723735632,9.56783333332,21.078875,13.3905833333,4.80125,8.61641666667
410.42,12.7185833334,11.5042222222,7.56125,12.6208333333,5.72841666666,5.16470833333,14.2125229885,9.60925,21.0937916666,13.4278333333,4.86525,8.72591666667
410.77,12.7241666667,11.4854444445,7.55725,12.6290833333,5.70366666667,5.17804166667,14.1984885057,9.59175000002,21.066,13.4236666667,4.92158333333,8.735
411.13,12.6885,11.3892222222,7.50433333333,12.55775,5.66183333333,5.13966666667,14.1430689655,9.51816666665,20.9945416667,13.3598333333,4.9005,8.73183333333
411.49,12.6769166667,11.356,7.47908333333,12.5300833333,5.66541666668,5.14525,14.1313735632,9.49524999998,20.927875,13.3304166667,4.90708333333,8.75429166667
411.85,12.6676666667,11.3466666667,7.44758333334,12.5226666667,5.70050000001,5.18291666667,14.1430632184,9.50550000001,20.8765416667,13.32375,4.93608333333,8.814875
412.21,12.699,11.3041111111,7.45541666667,12.5064166667,5.72333333334,5.23475,14.169316092,9.50258333332,20.8824583333,13.3089166667,4.95258333334,8.85591666667
412.57,12.7489166667,11.3095555555,7.46908333333,12.5315,5.80175,5.33820833333,14.2210718391,9.52866666667,20.9179583334,13.3601666667,5.00183333333,8.94383333333
412.92,12.8020833333,11.2917777778,7.4895,12.5325,5.83658333333,5.42325,14.2656609195,9.56308333333,20.9388333333,13.39975,5.05891666667,9.01583333333
413.28,12.80675,11.2307777778,7.47216666667,12.5018333333,5.87958333334,5.465875,14.2835574712,9.54283333335,20.9201666667,13.41,5.08466666667,9.07516666667
413.64,12.8018333333,11.1643333334,7.48916666666,12.4695,5.91616666667,5.49158333333,14.3235086207,9.53475000001,20.886375,13.4054166667,5.15433333333,9.111875
414.00,12.7639166667,11.107,7.44958333333,12.4483333333,5.90200000001,5.49279166667,14.3150201149,9.48791666667,20.8314166667,13.3630833333,5.1725,9.13
414.36,12.6999166667,10.9686666667,7.38408333333,12.3221666667,5.8605,5.47425,14.2716666667,9.39475000001,20.7289166667,13.272,5.14858333333,9.09291666667
414.72,12.63275,10.795,7.33166666666,12.19025,5.81608333333,5.42754166667,14.2337241379,9.27099999999,20.6194583333,13.1815,5.09716666667,9.085
415.07,12.5654166667,10.7031111111,7.28575,12.0944166667,5.83191666667,5.42320833333,14.2384511494,9.21075,20.5160833334,13.1243333333,5.08633333333,9.12208333333
415.43,12.4338333333,10.5517777778,7.17058333333,11.8916666666,5.76241666668,5.377,14.1693017241,9.06041666667,20.3725,13.0218333333,5.02383333333,9.07854166667
415.79,12.3675,10.4195555556,7.07016666667,11.75525,5.72391666667,5.344,14.1252557471,8.93191666666,20.3025416667,12.9734166667,4.97858333334,9.03508333333
416.15,12.2955833333,10.3087777778,7.01791666667,11.64725,5.72516666667,5.33325,14.0719137931,8.82808333334,20.16425,12.899,4.97683333333,8.98508333333
416.51,12.2858333333,10.2593333333,7.00733333333,11.587,5.74541666666,5.357375,14.1010948276,8.77675,20.105,12.8769166667,5.06183333334,9.063125
416.86,12.23575,10.1482222222,6.94158333333,11.4710833333,5.70641666668,5.35066666667,14.0661752873,8.68299999999,20.0137083333,12.7790833333,5.04958333333,9.03854166667
417.22,12.1463333334,10.0292222222,6.86141666667,11.3565,5.65833333333,5.32925,14.0104224138,8.57125000001,19.893375,12.6935833334,5.04275,9.00070833333
417.58,12.1174166667,9.91433333334,6.78391666667,11.2119166667,5.64083333333,5.31875,13.9769626437,8.47683333333,19.798,12.62225,5.02975,9.01058333333
417.94,12.0951666667,9.81800000001,6.75033333333,11.11425,5.64283333334,5.33966666666,13.9610517241,8.41949999999,19.6885,12.54975,5.04041666667,9.03720833333
418.29,12.0679166667,9.74855555555,6.69466666667,11.03075,5.64458333333,5.35295833333,13.9649913793,8.36075,19.58825,12.5030833333,5.06875,9.05204166667
418.65,12.0354166667,9.69522222223,6.63375,10.9685,5.67849999999,5.38658333333,13.9438160919,8.31325,19.5094166667,12.4755833333,5.08216666666,9.0585
419.01,11.9199166667,9.53788888888,6.52191666666,10.7985,5.58216666667,5.34179166667,13.8447241379,8.17483333333,19.3471666667,12.3601666667,4.99725,8.97525
419.37,11.9103333333,9.45122222222,6.49008333333,10.74075,5.61975000001,5.38508333333,13.833591954,8.14325,19.2644583333,12.3195833333,5.04316666666,9.00720833334
419.73,11.8749166667,9.37122222222,6.47641666667,10.6709166667,5.63133333334,5.403125,13.8186896552,8.09058333333,19.1673333333,12.259,5.06441666667,9.03345833333
420.08,11.7915,9.259,6.41325,10.5570833333,5.59366666667,5.36341666667,13.7623505747,7.98416666667,19.0574166667,12.18575,5.02216666667,9.03904166666
420.44,11.7038333333,9.13699999999,6.32491666667,10.4359166667,5.55025,5.32908333333,13.6769913793,7.87633333333,18.9239166667,12.09725,4.95675,8.98920833333
420.80,11.6156666667,9.01066666667,6.2385,10.3024166667,5.51083333333,5.27225,13.5780804598,7.75108333333,18.7644166667,12.0025,4.90166666667,8.93341666667
421.16,11.5764166667,8.9128888889,6.1945,10.2040833333,5.51191666666,5.27025,13.5441954023,7.69575,18.6588333333,11.9384166667,4.89975,8.946375
421.51,11.5048333333,8.83611111112,6.15533333333,10.1369166667,5.50183333333,5.26166666667,13.5004741379,7.62916666667,18.5360416667,11.8675,4.89091666667,8.932625
421.87,11.467,8.76866666665,6.13191666667,10.0678333333,5.502,5.26995833333,13.4682241379,7.568,18.446,11.8190833333,4.89483333333,8.94220833333
422.23,11.4246666667,8.71766666668,6.11075,10.00975,5.50525,5.288125,13.4368045977,7.53533333334,18.3657916667,11.7781666667,4.9065,8.96641666667
422.58,11.38425,8.65199999999,6.086,9.91233333333,5.50833333333,5.29641666666,13.4201551724,7.49225,18.2579166667,11.7250833333,4.90975,9.001125
422.94,11.4151666667,8.64277777779,6.11333333333,9.89991666668,5.57741666667,5.344125,13.4417528736,7.49891666667,18.2401666667,11.73625,4.97666666667,9.07808333333
423.30,11.377,8.58355555556,6.08691666667,9.82508333333,5.55491666667,5.330875,13.4076149425,7.43725,18.1354166666,11.6870833333,4.966,9.08566666667
423.66,11.31925,8.51122222221,6.02275,9.74241666667,5.53141666667,5.31141666667,13.3597068965,7.37725,18.0097916666,11.6196666666,4.94283333333,9.05529166667
424.01,11.26775,8.43844444443,5.95575,9.655,5.49916666667,5.302625,13.3251293103,7.31466666666,17.9174583333,11.5615,4.93266666667,9.0295
424.37,11.2675,8.4028888889,5.952,9.60925000001,5.52525,5.329375,13.3288218391,7.29766666667,17.8822916667,11.541,4.95616666667,9.04820833333
424.73,11.24275,8.37944444444,5.9275,9.59016666666,5.53275,5.34483333333,13.3457528736,7.29516666667,17.8318333333,11.5199166667,4.98333333333,9.091875
425.08,11.2185,8.35322222222,5.90158333333,9.55208333334,5.52983333333,5.34229166667,13.3354856322,7.274,17.7940833333,11.4969166666,4.98658333333,9.07691666666
425.44,11.2265,8.334,5.89208333333,9.53016666666,5.541,5.35470833333,13.331637931,7.26783333333,17.770375,11.4985833333,4.99316666667,9.09454166667
425.80,11.1691666667,8.28744444444,5.8415,9.471,5.50783333333,5.34141666667,13.2913965517,7.22275,17.6877083333,11.4574166667,4.969,9.072
426.16,11.1364166666,8.219,5.8075,9.41833333333,5.49775,5.324125,13.2661724138,7.18125,17.6405416667,11.4265,4.93941666667,9.04445833333
426.51,11.1160833333,8.18844444444,5.78283333333,9.39341666667,5.48583333333,5.32525,13.2389022988,7.15316666667,17.627375,11.4155,4.93941666667,9.01429166667
426.87,11.0728333333,8.15644444444,5.73775,9.362,5.46358333334,5.31066666667,13.2108362069,7.10833333333,17.5552916666,11.3736666666,4.92508333334,8.995
427.23,11.0773333333,8.152,5.72558333333,9.35408333333,5.48583333334,5.33191666667,13.2231178161,7.103,17.5822083333,11.3759166667,4.92875,8.996375
427.58,11.1175,8.19655555555,5.76758333333,9.37450000001,5.53208333333,5.35995833333,13.2600028736,7.12791666667,17.641625,11.405,4.98075,9.066875
427.94,11.1631666667,8.23866666667,5.8105,9.43183333332,5.59125,5.41475,13.318295977,7.18408333333,17.6677916667,11.4304166667,5.03691666667,9.14095833333
428.30,11.11575,8.20533333333,5.76758333334,9.40883333334,5.5225,5.364375,13.2898017241,7.15741666667,17.5989166667,11.37225,5.00916666667,9.11391666667
428.65,11.1414166667,8.23,5.82041666667,9.43416666666,5.55491666667,5.426875,13.3187816092,7.18483333333,17.6233333334,11.3971666667,5.015,9.12983333333
429.01,11.1555,8.22811111111,5.8255,9.45216666667,5.549,5.43308333334,13.323908046,7.16916666667,17.6247083334,11.397,5.01083333333,9.14054166667
429.37,11.1231666667,8.20422222222,5.80983333333,9.41124999999,5.53116666666,5.41608333334,13.305137931,7.15341666667,17.6171666667,11.38225,4.99683333334,9.12733333334
429.72,11.1955833333,8.29122222222,5.8815,9.49291666666,5.61533333333,5.46604166666,13.3910028736,7.22125,17.71575,11.465,5.06891666667,9.19341666667
430.08,11.2315,8.32977777778,5.891,9.51733333334,5.61841666667,5.477875,13.4184885058,7.22791666667,17.7309583333,11.46725,5.07141666667,9.207625
430.44,11.26425,8.34466666667,5.92675,9.56416666666,5.63258333333,5.475,13.4655718391,7.261,17.7595833333,11.49725,5.07858333333,9.22966666667
430.79,11.2764166667,8.36455555555,5.95566666667,9.60283333334,5.65016666667,5.48083333333,13.4955402299,7.29133333334,17.797125,11.5190833333,5.076,9.22683333333
431.15,11.3020833333,8.37988888889,5.99116666667,9.63266666666,5.66291666667,5.49479166667,13.524591954,7.3325,17.8424583334,11.5524166667,5.09491666667,9.24795833333
431.50,11.297,8.34077777778,5.98916666667,9.6395,5.63908333333,5.48545833333,13.5192385058,7.33625,17.839375,11.5439166667,5.05641666667,9.2145
431.86,11.2671666667,8.34288888889,5.97333333333,9.62066666666,5.60116666666,5.45604166666,13.456704023,7.305,17.8019583333,11.52675,5.00583333333,9.15404166667
432.22,11.28625,8.38622222222,6.00891666666,9.66183333332,5.63775,5.4685,13.477704023,7.32758333333,17.8278333333,11.5569166667,5.02591666667,9.18391666667
432.57,11.3244166667,8.42066666668,6.04091666666,9.71266666667,5.6705,5.48608333333,13.5030545977,7.37641666667,17.8842083333,11.6141666667,5.05908333333,9.227875
432.93,11.32375,8.45055555555,6.059,9.73083333333,5.67041666666,5.46633333333,13.4947413793,7.38808333333,17.8647083333,11.618,5.0595,9.22766666666
433.29,11.3374166667,8.48766666668,6.09491666667,9.78108333335,5.69083333333,5.49820833334,13.5265373563,7.425,17.8689583334,11.636,5.08433333333,9.23804166666
433.64,11.3000833333,8.45277777779,6.05408333333,9.75091666667,5.63408333333,5.46195833333,13.4783448276,7.41391666667,17.8448333333,11.6006666667,5.02508333334,9.19366666667
434.00,11.2906666667,8.46655555556,6.07925,9.76658333333,5.63325,5.45216666667,13.4604683908,7.43,17.8468333333,11.6213333333,5.037,9.199875
434.35,11.2958333333,8.52488888888,6.10808333333,9.80749999999,5.64241666666,5.46466666667,13.4648505747,7.4585,17.8464166667,11.6221666667,5.0535,9.20858333333
434.71,11.3261666667,8.54944444443,6.12766666667,9.82883333332,5.64066666667,5.46383333333,13.4945545977,7.48266666667,17.8980833333,11.655,5.06791666666,9.20370833333
435.07,11.3455,8.5868888889,6.13733333333,9.86616666666,5.63241666666,5.462375,13.5069482759,7.482,17.9029583333,11.666,5.06833333334,9.21125
435.42,11.3521666666,8.62611111112,6.15416666667,9.88816666667,5.64658333333,5.47379166666,13.5204252874,7.49433333333,17.913875,11.6865833333,5.07975,9.21833333333
435.78,11.3919166666,8.64988888889,6.17958333333,9.92916666666,5.65491666666,5.483375,13.5756896552,7.531,17.9839583333,11.72475,5.08608333333,9.23895833333
436.13,11.442,8.697,6.21583333334,9.98008333333,5.69566666666,5.53029166667,13.6191005747,7.57875,18.0369583333,11.7836666666,5.11416666667,9.246
436.49,11.4313333333,8.70355555554,6.209,9.987,5.66366666667,5.490875,13.6039741379,7.55741666666,18.03325,11.7700833333,5.08591666667,9.22716666666
436.84,11.43875,8.71988888888,6.21583333333,9.98583333334,5.67083333333,5.504375,13.6257758621,7.57133333333,18.0768333333,11.7976666667,5.08775,9.23275
437.20,11.4764166666,8.75344444444,6.232,10.0060833333,5.67991666667,5.49841666667,13.6521321839,7.59058333334,18.1098333333,11.8291666667,5.08775,9.25029166667
437.56,11.5271666667,8.80299999999,6.27675,10.0663333333,5.71474999999,5.52820833333,13.7097729885,7.64383333333,18.1693333333,11.8868333333,5.13458333333,9.31466666667
437.91,11.54375,8.80388888888,6.27441666667,10.0708333333,5.73075,5.54529166667,13.7258764368,7.6535,18.185,11.8909166667,5.13258333333,9.33404166666
438.27,11.5426666666,8.76466666668,6.25275,10.02375,5.70675000001,5.52454166667,13.6967643678,7.63233333333,18.2041666667,11.8779166667,5.10366666667,9.32379166667
438.62,11.5084166666,8.73199999999,6.21433333334,9.98116666667,5.68233333333,5.50733333333,13.6488247127,7.60608333333,18.160875,11.8411666667,5.062,9.30495833333
438.98,11.4609166667,8.70233333334,6.19433333333,9.95516666666,5.67508333334,5.48641666666,13.6367298851,7.59316666667,18.1221666667,11.8118333334,5.04108333333,9.29016666667
439.33,11.4726666667,8.69877777778,6.17408333334,9.94783333332,5.67208333333,5.48704166667,13.627887931,7.58908333333,18.1010416667,11.809,5.05408333333,9.31962499999
439.69,11.4629166667,8.69066666667,6.15916666667,9.92483333333,5.67375,5.48545833333,13.6085431034,7.56866666666,18.0750833333,11.78725,5.05841666667,9.33916666668
440.04,11.46025,8.67277777778,6.14516666667,9.92583333334,5.66733333333,5.471125,13.5982557471,7.56233333333,18.0667083333,11.7855,5.05233333333,9.36491666666
440.40,11.4589166667,8.66788888889,6.13691666667,9.91250000002,5.68075000001,5.48658333334,13.629295977,7.56725,18.0726666667,11.7911666667,5.07591666666,9.37679166667
440.75,11.4830833333,8.66866666668,6.15075,9.93474999998,5.70849999999,5.52366666667,13.6638563218,7.58758333334,18.0780416667,11.7998333333,5.09691666667,9.42800000001
441.11,11.4414166667,8.61933333334,6.1265,9.90941666664,5.69183333334,5.50941666667,13.6265775862,7.54466666667,18.033,11.76725,5.09,9.42566666666
441.47,11.4245,8.58455555557,6.11525,9.86816666666,5.6945,5.51158333333,13.6096321839,7.5005,17.9921666667,11.72875,5.076,9.41679166667
441.82,11.3875,8.54522222223,6.09441666667,9.82233333334,5.6705,5.490375,13.5819310345,7.46225,17.93375,11.69025,5.07041666667,9.39845833332
442.18,11.3635833334,8.50155555556,6.06891666667,9.78249999998,5.67675,5.50725,13.581795977,7.42716666667,17.85725,11.6649166667,5.06391666667,9.41220833333
442.53,11.36775,8.50077777778,6.09716666667,9.76783333333,5.71916666667,5.55458333333,13.6003563219,7.42366666666,17.8266666666,11.67175,5.11733333333,9.4815
442.89,11.3931666667,8.47911111111,6.10566666666,9.73424999998,5.74041666667,5.58258333333,13.598387931,7.41,17.7957083333,11.6698333333,5.13841666666,9.51558333333
443.24,11.3466666667,8.41722222221,6.085,9.65399999999,5.74066666666,5.580375,13.5770143678,7.34616666667,17.7254166667,11.6260833333,5.12966666667,9.50362500001
443.60,11.31625,8.36533333332,6.0875,9.59791666666,5.7605,5.60004166667,13.5622327586,7.32525,17.6350833333,11.5973333334,5.14575,9.51604166667
443.95,11.2466666667,8.28533333334,6.04316666667,9.48075,5.74983333333,5.605375,13.5178850575,7.25525,17.5159583333,11.5191666666,5.15166666667,9.51420833332
444.31,11.16675,8.18555555555,5.98275,9.35966666668,5.72241666666,5.57925,13.4229310345,7.16316666667,17.3743333333,11.4191666667,5.12408333334,9.47945833333
444.66,11.0885,8.08544444445,5.93583333334,9.26516666667,5.69266666667,5.55020833333,13.3563505747,7.09308333333,17.2647083334,11.3388333334,5.10708333333,9.45841666667
445.02,11.0478333333,7.99455555555,5.88066666667,9.16691666666,5.6755,5.54,13.3269741379,7.01875,17.1705416667,11.2655833334,5.08741666667,9.454375
445.37,10.99325,7.92644444445,5.82658333333,9.08683333333,5.66466666667,5.52104166667,13.2905775862,6.963,17.064375,11.2033333333,5.09183333333,9.44329166667
445.72,10.9498333333,7.85666666667,5.781,9.01741666667,5.66083333333,5.53341666666,13.2809885057,6.91983333334,16.9875,11.15425,5.08958333333,9.46499999999
446.08,10.8989166667,7.78655555556,5.74458333333,8.95883333333,5.64525,5.51829166667,13.249091954,6.87041666667,16.90375,11.1100833333,5.09325,9.46604166668
446.43,10.8395,7.69855555556,5.67633333333,8.88275,5.61775,5.49341666667,13.1885862069,6.80275,16.8042916667,11.0385833333,5.06208333333,9.42812499999
446.79,10.75475,7.60833333333,5.60416666667,8.79116666667,5.59083333333,5.46254166667,13.1209942529,6.7255,16.6866666667,10.9455,5.03625,9.38358333334
447.14,10.7005,7.52355555556,5.54975,8.7085,5.55675,5.44141666667,13.0664310345,6.67341666667,16.5995833333,10.8845833334,5.01066666667,9.35983333334
447.50,10.6590833333,7.449,5.49783333333,8.63966666667,5.53466666667,5.41808333333,13.0199885057,6.61541666667,16.5392916667,10.8315833333,5.00541666667,9.34541666666
447.85,10.6113333333,7.382,5.45708333334,8.56958333333,5.51358333333,5.40004166667,12.9730201149,6.55466666667,16.4665,10.77025,4.9935,9.31604166667
448.21,10.5758333333,7.33033333333,5.44133333333,8.5165,5.50675,5.40816666667,12.9521063219,6.513,16.3885833333,10.7254166667,4.99041666667,9.32508333333
448.56,10.5501666667,7.30788888889,5.41566666667,8.47091666667,5.51383333333,5.42504166667,12.9252873563,6.48408333333,16.32575,10.68675,4.99333333334,9.33466666667
448.92,10.5111666667,7.27322222222,5.39583333333,8.41083333334,5.50483333333,5.43654166667,12.8866666667,6.45516666667,16.2669583334,10.6376666667,5.00491666667,9.32770833333
449.27,10.4558333333,7.19411111111,5.36233333333,8.34191666667,5.4715,5.43079166666,12.8171666667,6.39341666666,16.1690833334,10.5804166667,4.97291666667,9.31233333333
449.62,10.4206666667,7.15044444444,5.35708333333,8.30041666667,5.48175,5.41933333333,12.7736867816,6.35141666667,16.0899583333,10.5474166667,4.96516666667,9.29866666667
449.98,10.37025,7.096,5.30783333334,8.246,5.46533333333,5.41095833333,12.7231925287,6.29358333334,16.0329583333,10.4933333333,4.933,9.263
450.33,10.344,7.07811111111,5.31266666667,8.21541666666,5.48083333333,5.418,12.7055718391,6.27775,15.9884166667,10.473,4.94133333333,9.28604166667
450.69,10.3416666667,7.06655555556,5.34016666666,8.19958333333,5.49008333333,5.44208333333,12.7125172414,6.29833333333,15.9731666667,10.4715833333,4.96875,9.34016666667
451.04,10.3119166667,7.045,5.33641666667,8.20758333334,5.48366666667,5.44291666667,12.6910344828,6.28375,15.9215833334,10.433,4.98241666667,9.34525
451.40,10.29475,7.04788888889,5.342,8.20341666667,5.50416666667,5.45320833333,12.7034281609,6.29083333333,15.8815,10.4155833333,4.99591666667,9.37429166667
