wavelength,Back_SicLuom,Belly_SicLuom,Breast_SicLuom,Crissum_SicLuom,Crown_SicLuom,DorTail_SicLuom,Patch10_SicLuom,Rump_SicLuom,Throat_SicLuom,WingTip_SicLuom
572.49,17.62976667,50.8004,38.1536,54.043,13.90266667,10.1544,9.359133333,17.77093333,44.1252,9.416
572.83,17.60963333,50.79526667,38.131,54.02273333,13.89006667,10.1562,9.349266667,17.7556,44.11046667,9.411133333
573.17,17.6215,50.778,38.14886667,54.0062,13.90166667,10.1556,9.365933333,17.76926667,44.1102,9.438066667
573.51,17.6079,50.79333333,38.1528,54.00546667,13.91886667,10.13813333,9.365533333,17.7574,44.1312,9.435133333
573.85,17.64226667,50.8372,38.1952,54.0862,13.95673333,10.17633333,9.4034,17.80453333,44.18153333,9.4748
574.19,17.6588,50.85406667,38.178,54.11166667,13.97186667,10.18253333,9.399666667,17.7966,44.20426667,9.4924
574.53,17.63186667,50.83246667,38.16386667,54.0858,13.953,10.16766667,9.376266667,17.7758,44.1694,9.4555
574.87,17.57706667,50.79073333,38.07793333,53.99686667,13.92733333,10.12046667,9.351266667,17.73186667,44.15046667,9.417266667
575.21,17.5798,50.84853333,38.14346667,54.0704,13.9248,10.12433333,9.344666667,17.74993333,44.21953333,9.4216
575.55,17.63363333,50.93053333,38.2284,54.13486667,13.97073333,10.18053333,9.3776,17.8188,44.33706667,9.459
575.89,17.59293333,50.9202,38.22033333,54.11353333,13.95606667,10.13193333,9.360133333,17.77966667,44.3384,9.4342
576.22,17.58773333,50.91906667,38.23853333,54.14873333,13.94853333,10.1402,9.341466667,17.80646667,44.37386667,9.4284
576.56,17.61423333,50.929,38.26006667,54.14166667,13.95993333,10.164,9.3768,17.82706667,44.4154,9.4613
576.9,17.6156,50.92126667,38.2696,54.15313333,13.97073333,10.17873333,9.380933333,17.86186667,44.43753333,9.476966667
577.24,17.64403333,50.91333333,38.3152,54.17313333,13.99566667,10.2266,9.4132,17.90973333,44.44193333,9.509333333
577.58,17.6372,50.92113333,38.34986667,54.14546667,14.01493333,10.25126667,9.4226,17.95053333,44.49646667,9.531533333
577.92,17.62186667,50.91033333,38.3688,54.14046667,14.006,10.26053333,9.423933333,17.95533333,44.4842,9.539666667
578.26,17.6213,50.9398,38.404,54.14786667,14.0074,10.26026667,9.4176,17.96453333,44.564,9.584433333
578.6,17.6133,50.92513333,38.4454,54.15413333,13.9874,10.2686,9.393133333,17.9622,44.56533333,9.601066667
578.94,17.58923333,50.8854,38.42326667,54.10086667,13.98186667,10.24713333,9.390533333,17.923,44.5264,9.583566667
579.28,17.57303333,50.85666667,38.37386667,54.05293333,13.98,10.24406667,9.381,17.91213333,44.519,9.584133333
579.61,17.64073333,50.8928,38.40453333,54.0934,14.0456,10.33153333,9.438466667,17.97986667,44.58626667,9.658166667
579.95,17.69233333,50.98953333,38.4904,54.16893333,14.11393333,10.38833333,9.512733333,18.02953333,44.66453333,9.708633333
580.29,17.67873333,50.9706,38.46693333,54.10773333,14.12313333,10.38813333,9.527533333,18.02526667,44.65373333,9.7012
580.63,17.71103333,51.04073333,38.51993333,54.14646667,14.1508,10.4098,9.569066667,18.03773333,44.68813333,9.735966667
580.97,17.78903333,51.13593333,38.60166667,54.20546667,14.1918,10.45493333,9.617866667,18.07606667,44.8274,9.780133333
581.31,17.79006667,51.1418,38.5584,54.18506667,14.17,10.43313333,9.596933333,18.03686667,44.80966667,9.755
581.65,17.84076667,51.18213333,38.59053333,54.20953333,14.2216,10.46526667,9.662266667,18.06986667,44.876,9.784966667
581.98,17.92656667,51.2938,38.6758,54.35326667,14.32333333,10.54826667,9.757133333,18.16853333,44.9622,9.8691
582.32,18.03986667,51.43926667,38.78593333,54.4952,14.41193333,10.6246,9.8372,18.27,45.0758,9.928366667
582.66,18.11456667,51.52586667,38.87793333,54.59793333,14.4342,10.67846667,9.869666667,18.34266667,45.17566667,9.9545
583,18.14306667,51.56486667,38.92813333,54.6844,14.42333333,10.69793333,9.846,18.3388,45.21453333,9.9591
583.34,18.15556667,51.5806,38.93613333,54.69686667,14.393,10.6714,9.848133333,18.30346667,45.18066667,9.959866667
583.68,18.16013333,51.60926667,38.92106667,54.71153333,14.35186667,10.673,9.832866667,18.29586667,45.21306667,9.9576
584.01,18.1822,51.59873333,38.92906667,54.74193333,14.353,10.66213333,9.825133333,18.32113333,45.19893333,9.986933333
584.35,18.21313333,51.67353333,38.97266667,54.8076,14.36633333,10.66806667,9.810266667,18.33626667,45.30273333,9.9945
584.69,18.15016667,51.61973333,38.9424,54.78873333,14.32986667,10.63713333,9.744533333,18.314,45.21613333,9.977866667
585.03,18.08333333,51.54013333,38.8852,54.7344,14.28213333,10.59186667,9.713266667,18.24906667,45.15473333,9.931466667
585.37,18.03353333,51.50813333,38.82653333,54.71286667,14.22873333,10.55213333,9.627133333,18.20066667,45.12673333,9.865966667
585.7,17.99323333,51.4046,38.76093333,54.6268,14.15353333,10.49246667,9.564133333,18.13926667,45.02846667,9.793566667
586.04,17.9334,51.35833333,38.75226667,54.56946667,14.10093333,10.429,9.515666667,18.09433333,45.00146667,9.7563
586.38,17.8424,51.30013333,38.6948,54.51733333,14.02553333,10.3408,9.456666667,18.01473333,44.93133333,9.703333333
586.72,17.88786667,51.27613333,38.6796,54.48006667,14.10126667,10.36233333,9.541866667,18.0924,44.9216,9.739366667
587.06,17.80443333,51.26506667,38.66086667,54.451,14.02413333,10.29353333,9.470466667,18.0494,44.91733333,9.6558
587.39,17.80286667,51.2708,38.68,54.43526667,14.0628,10.2944,9.479,18.06646667,44.8792,9.6729
587.73,17.8504,51.33833333,38.77926667,54.5316,14.1154,10.3642,9.502666667,18.11393333,44.97453333,9.694933333
588.07,17.8583,51.29226667,38.75426667,54.48573333,14.13293333,10.37333333,9.522533333,18.11086667,44.89626667,9.716666667
588.41,17.90266667,51.32613333,38.81053333,54.52086667,14.20873333,10.44466667,9.597733333,18.16166667,44.98213333,9.780233333
588.74,17.9884,51.46413333,38.96673333,54.66753333,14.30493333,10.52793333,9.6612,18.27526667,45.09853333,9.8544
589.08,17.97056667,51.4834,38.99833333,54.66306667,14.30213333,10.52466667,9.684933333,18.32526667,45.07026667,9.8974
589.42,17.99583333,51.54013333,39.06013333,54.71053333,14.32286667,10.56933333,9.719,18.3356,45.12513333,9.913733333
589.76,18.03033333,51.59006667,39.07826667,54.7316,14.37953333,10.63833333,9.781,18.355,45.13866667,9.929166667
590.09,18.1315,51.7138,39.17413333,54.83886667,14.481,10.7696,9.901933333,18.4556,45.25433333,10.02556667
590.43,18.11313333,51.80333333,39.25533333,54.888,14.44986667,10.76333333,9.865266667,18.42973333,45.2962,10.0338
590.77,18.10446667,51.7736,39.23513333,54.87573333,14.47973333,10.7628,9.861333333,18.43393333,45.26973333,10.0356
591.11,18.04833333,51.7092,39.20393333,54.849,14.4464,10.7046,9.7996,18.37533333,45.23053333,9.986833333
591.44,17.97426667,51.70593333,39.1818,54.83666667,14.41726667,10.61853333,9.752666667,18.3248,45.19866667,9.9284
591.78,17.99203333,51.80793333,39.26806667,54.90266667,14.42553333,10.6206,9.736133333,18.3378,45.31166667,9.918333333
592.12,17.9676,51.84106667,39.2614,54.92633333,14.35186667,10.5408,9.675933333,18.2628,45.27553333,9.8539
592.46,17.99563333,51.824,39.24873333,54.90886667,14.3512,10.54793333,9.6816,18.26113333,45.31066667,9.8469
592.79,18.0438,51.85633333,39.2808,54.94486667,14.3628,10.56566667,9.700866667,18.2394,45.3718,9.850733333
593.13,18.09356667,51.83826667,39.28153333,54.91826667,14.4188,10.62126667,9.732066667,18.30026667,45.34826667,9.919433333
593.47,18.11986667,51.80786667,39.31693333,54.94833333,14.45573333,10.6324,9.755333333,18.33793333,45.38666667,9.980133333
593.8,18.09656667,51.74466667,39.2664,54.88613333,14.44193333,10.56953333,9.692533333,18.2926,45.34613333,9.962866667
594.14,18.03816667,51.7168,39.2092,54.89533333,14.4046,10.51393333,9.647733333,18.26866667,45.32766667,9.8981
594.48,18.1103,51.77713333,39.2478,54.96313333,14.463,10.5778,9.700266667,18.3234,45.35453333,9.931666667
594.81,18.22093333,51.91966667,39.35366667,55.09753333,14.54933333,10.68446667,9.7786,18.43506667,45.47,10.01833333
595.15,18.27573333,51.9456,39.38146667,55.0768,14.55553333,10.74873333,9.822733333,18.47366667,45.5102,10.0569
595.49,18.263,51.89546667,39.36366667,55.0638,14.53993333,10.76753333,9.811133333,18.45833333,45.44133333,10.06493333
595.82,18.26773333,51.93646667,39.4044,55.11546667,14.57033333,10.80366667,9.8436,18.48453333,45.4772,10.06496667
596.16,18.2844,51.977,39.4322,55.114,14.5992,10.826,9.891066667,18.5092,45.4354,10.0957
596.5,18.30186667,52.02826667,39.4918,55.15493333,14.6536,10.8708,9.917333333,18.56546667,45.4402,10.13056667
596.83,18.29836667,52.06306667,39.5028,55.1818,14.62953333,10.8642,9.907533333,18.54826667,45.4954,10.1107
597.17,18.29426667,52.1076,39.493,55.20526667,14.648,10.8902,9.932,18.57066667,45.51773333,10.14533333
597.51,18.32566667,52.16666667,39.5778,55.274,14.67966667,10.96493333,10.00013333,18.60866667,45.57966667,10.17546667
597.84,18.4122,52.18153333,39.67153333,55.31906667,14.74426667,11.06393333,10.0856,18.65886667,45.62026667,10.2692
598.18,18.44826667,52.19833333,39.7272,55.3106,14.77873333,11.12413333,10.14846667,18.712,45.662,10.3503
598.52,18.49346667,52.1524,39.7134,55.2536,14.81506667,11.15806667,10.22986667,18.733,45.68093333,10.40096667
598.85,18.51096667,52.18913333,39.73813333,55.30493333,14.82933333,11.16346667,10.21186667,18.74293333,45.69886667,10.40733333
599.19,18.49686667,52.15033333,39.69253333,55.24073333,14.85446667,11.1716,10.24673333,18.74873333,45.68926667,10.41093333
599.53,18.4879,52.08913333,39.66006667,55.19553333,14.85486667,11.17366667,10.2382,18.75026667,45.66606667,10.4331
599.86,18.4928,52.11913333,39.71926667,55.2498,14.8416,11.1644,10.21006667,18.74246667,45.7488,10.42373333
600.2,18.52733333,52.10933333,39.71506667,55.22913333,14.85146667,11.17426667,10.21866667,18.75226667,45.80613333,10.4431
600.53,18.60533333,52.199,39.83693333,55.3622,14.96,11.2022,10.26546667,18.81053333,45.8842,10.4921
600.87,18.66033333,52.19986667,39.89346667,55.38613333,14.95213333,11.2012,10.25793333,18.83453333,45.87326667,10.48516667
601.21,18.63236667,52.1676,39.84326667,55.36093333,14.94766667,11.14646667,10.1864,18.8116,45.8078,10.4479
601.54,18.56136667,52.1242,39.7506,55.2618,14.92306667,11.106,10.1758,18.76466667,45.71166667,10.3988
601.88,18.61603333,52.24586667,39.83393333,55.4262,14.96393333,11.1144,10.17906667,18.79426667,45.80786667,10.40223333
602.21,18.59246667,52.30873333,39.877,55.51506667,14.9216,11.03946667,10.0954,18.757,45.793,10.33273333
602.55,18.60013333,52.3284,39.899,55.554,14.94173333,11.06646667,10.14473333,18.74653333,45.80793333,10.34483333
602.88,18.6787,52.492,40.03746667,55.7386,15.00086667,11.1396,10.20906667,18.83566667,45.93006667,10.41596667
603.22,18.73683333,52.5524,40.07646667,55.79546667,15.03953333,11.17846667,10.26053333,18.87333333,45.977,10.45193333
603.56,18.7349,52.51793333,40.06466667,55.8066,15.03886667,11.1682,10.25173333,18.85786667,45.96513333,10.45423333
603.89,18.71086667,52.495,40.0702,55.80473333,15.0086,11.15133333,10.23566667,18.85053333,45.92633333,10.4262
604.23,18.65166667,52.46813333,40.02873333,55.7514,14.969,11.12546667,10.20393333,18.83806667,45.9022,10.39696667
604.56,18.60113333,52.48353333,39.9972,55.7256,14.9516,11.121,10.17926667,18.79933333,45.9078,10.37306667
604.9,18.5958,52.486,39.99606667,55.72406667,14.9256,11.1218,10.19726667,18.79786667,45.90433333,10.3837
605.23,18.61206667,52.48446667,40.00753333,55.7224,14.90693333,11.10933333,10.16806667,18.77846667,45.93966667,10.37323333
605.57,18.54976667,52.396,39.93733333,55.59913333,14.85826667,11.0904,10.14293333,18.72286667,45.90693333,10.3499
605.9,18.54726667,52.42406667,39.95533333,55.61426667,14.85526667,11.14893333,10.17913333,18.7492,45.9588,10.3982
606.24,18.55986667,52.35786667,39.9202,55.56546667,14.86093333,11.15233333,10.19513333,18.76366667,45.93973333,10.41713333
606.58,18.5234,52.2306,39.83333333,55.40793333,14.81286667,11.07686667,10.1492,18.69113333,45.83366667,10.36003333
606.91,18.51693333,52.20226667,39.831,55.36726667,14.80633333,11.09386667,10.14046667,18.7028,45.81986667,10.38383333
607.25,18.54513333,52.2502,39.84673333,55.37346667,14.8676,11.16093333,10.2044,18.7744,45.8536,10.45643333
607.58,18.5491,52.18286667,39.8058,55.3194,14.87686667,11.1684,10.22166667,18.77186667,45.82273333,10.4867
607.92,18.61286667,52.15533333,39.82913333,55.3128,14.93226667,11.21546667,10.28613333,18.82693333,45.8454,10.56393333
608.25,18.6925,52.11726667,39.8402,55.26926667,14.97026667,11.28206667,10.34506667,18.87933333,45.83353333,10.61283333
608.59,18.7653,52.1662,39.88886667,55.26306667,15.055,11.35966667,10.41173333,18.95933333,45.88426667,10.6839
608.92,18.79516667,52.15906667,39.90426667,55.21313333,15.10006667,11.41026667,10.44113333,19.02366667,45.87973333,10.75283333
609.26,18.86226667,52.19313333,39.96153333,55.25006667,15.16726667,11.47293333,10.49766667,19.09306667,45.89473333,10.8211
609.59,18.8941,52.16266667,39.94486667,55.18313333,15.22933333,11.51333333,10.5504,19.12173333,45.9078,10.85636667
609.93,18.93176667,52.19933333,39.97746667,55.18646667,15.26186667,11.57433333,10.6022,19.16386667,45.93653333,10.91523333
610.26,18.99126667,52.242,40.04053333,55.246,15.3184,11.69066667,10.67086667,19.24626667,46.02006667,11.0165
610.6,19.01756667,52.2254,40.0256,55.18706667,15.36533333,11.72793333,10.74753333,19.2798,46.03826667,11.0791
610.93,19.04096667,52.20433333,40.02066667,55.16273333,15.3412,11.74006667,10.74626667,19.24753333,46.04633333,11.08786667
611.27,19.06676667,52.26166667,40.05846667,55.17553333,15.3596,11.77833333,10.77846667,19.2858,46.0898,11.1273
611.6,19.07513333,52.31186667,40.05313333,55.19386667,15.34526667,11.78126667,10.78426667,19.282,46.1156,11.14476667
611.93,19.06956667,52.39273333,40.12386667,55.29686667,15.37093333,11.77453333,10.7906,19.2892,46.21453333,11.1586
612.27,19.0514,52.34686667,40.10953333,55.29013333,15.31173333,11.7318,10.73746667,19.25433333,46.2098,11.1454
612.6,19.05113333,52.38773333,40.11373333,55.36846667,15.30026667,11.71133333,10.7152,19.23126667,46.24526667,11.1371
612.94,19.00106667,52.3794,40.0562,55.39026667,15.18973333,11.6214,10.63826667,19.1546,46.20773333,11.05796667
613.27,18.98183333,52.41286667,40.10526667,55.45373333,15.16446667,11.60206667,10.59673333,19.12546667,46.19426667,11.04983333
613.61,19.01196667,52.52326667,40.24033333,55.58366667,15.21126667,11.61613333,10.60766667,19.16726667,46.3098,11.07693333
613.94,18.95676667,52.44573333,40.1554,55.50853333,15.16333333,11.55646667,10.55893333,19.11466667,46.20226667,11.02843333
614.28,18.9757,52.49306667,40.21546667,55.55233333,15.15746667,11.54186667,10.5352,19.118,46.20686667,10.9972
614.61,18.949,52.44873333,40.19646667,55.49753333,15.16366667,11.49786667,10.51746667,19.1296,46.15873333,10.97863333
614.94,19.0107,52.50693333,40.22626667,55.5974,15.20953333,11.499,10.5352,19.128,46.2002,10.98383333
615.28,19.02006667,52.4528,40.26066667,55.577,15.214,11.54146667,10.52533333,19.1184,46.1616,10.94273333
615.61,19.02723333,52.43326667,40.23793333,55.54746667,15.20466667,11.54926667,10.54233333,19.1482,46.13233333,10.9286
615.95,19.0485,52.52953333,40.31113333,55.60506667,15.24126667,11.58886667,10.59406667,19.1924,46.20046667,10.93883333
616.28,19.11786667,52.64593333,40.46026667,55.764,15.34113333,11.6514,10.66326667,19.27333333,46.34853333,10.9917
616.61,19.1593,52.68946667,40.55833333,55.81886667,15.41953333,11.72013333,10.72026667,19.32633333,46.49566667,11.04293333
616.95,19.1942,52.70806667,40.5938,55.83926667,15.43546667,11.76713333,10.74326667,19.38833333,46.50986667,11.07876667
617.28,19.14373333,52.63793333,40.50513333,55.7312,15.3814,11.73713333,10.69233333,19.38386667,46.41253333,11.05003333
617.62,19.1797,52.70986667,40.58153333,55.7844,15.4458,11.77726667,10.747,19.43453333,46.53346667,11.07936667
617.95,19.1628,52.75366667,40.61026667,55.85986667,15.46053333,11.7838,10.7504,19.45733333,46.56706667,11.09576667
618.28,19.20026667,52.82286667,40.67293333,55.96873333,15.49466667,11.83413333,10.78766667,19.503,46.64373333,11.12786667
618.62,19.20063333,52.8276,40.6836,55.96073333,15.50793333,11.84946667,10.7972,19.51953333,46.66746667,11.12123333
618.95,19.20556667,52.89433333,40.739,55.98633333,15.59326667,11.88193333,10.81046667,19.53426667,46.72153333,11.18663333
619.28,19.2088,52.8916,40.7248,56.03613333,15.59853333,11.87733333,10.78833333,19.52673333,46.74626667,11.20113333
619.62,19.2143,52.9264,40.751,56.08553333,15.6566,11.9052,10.81446667,19.54806667,46.77633333,11.22243333
619.95,19.1176,52.78253333,40.61153333,55.9606,15.55873333,11.8392,10.78106667,19.48186667,46.60713333,11.15363333
620.28,19.1101,52.711,40.58046667,55.87493333,15.5614,11.81646667,10.78506667,19.49253333,46.47753333,11.14433333
620.62,19.11816667,52.7438,40.59513333,55.88966667,15.5706,11.79453333,10.78373333,19.47113333,46.5552,11.11306667
620.95,19.16626667,52.88873333,40.65153333,56.00193333,15.6322,11.82526667,10.82193333,19.476,46.63206667,11.13583333
621.28,19.20173333,53.04493333,40.75253333,56.1726,15.66153333,11.84426667,10.8444,19.49813333,46.744,11.1352
621.62,19.1686,52.9778,40.7302,56.14626667,15.58666667,11.82053333,10.8028,19.4266,46.7192,11.07786667
621.95,19.18596667,53.04406667,40.80906667,56.19533333,15.61006667,11.79973333,10.817,19.45773333,46.71393333,11.1044
622.28,19.22986667,53.07733333,40.88493333,56.21766667,15.6516,11.85166667,10.8704,19.48073333,46.76753333,11.16706667
622.62,19.20223333,53.09713333,40.85906667,56.24013333,15.56666667,11.80886667,10.85686667,19.45366667,46.773,11.10786667
622.95,19.20596667,53.16646667,40.90673333,56.24846667,15.58273333,11.79306667,10.8746,19.4168,46.76066667,11.11303333
623.28,19.26023333,53.10413333,40.90693333,56.23926667,15.5732,11.79626667,10.89333333,19.42533333,46.74733333,11.11826667
623.62,19.31793333,53.21406667,40.9674,56.292,15.59073333,11.78013333,10.888,19.40313333,46.88653333,11.12186667
623.95,19.303,53.26873333,40.99966667,56.31406667,15.57786667,11.78206667,10.8796,19.39606667,46.91026667,11.10946667
624.28,19.3098,53.2364,41.00573333,56.31993333,15.6208,11.76113333,10.88086667,19.42926667,46.82013333,11.10253333
624.62,19.35413333,53.21986667,41.06673333,56.3724,15.60973333,11.74993333,10.88406667,19.4774,46.87273333,11.13453333
624.95,19.34106667,53.13146667,41.02246667,56.28786667,15.57846667,11.7368,10.87693333,19.48933333,46.78153333,11.15276667
625.28,19.38266667,53.2064,41.01446667,56.30106667,15.63213333,11.751,10.88253333,19.5238,46.78666667,11.15736667
625.61,19.38766667,53.18873333,40.98706667,56.27733333,15.62993333,11.80366667,10.906,19.51493333,46.79633333,11.12376667
625.95,19.4094,53.28673333,41.05306667,56.4032,15.65513333,11.82046667,10.9082,19.52666667,46.84826667,11.11536667
626.28,19.49106667,53.33133333,41.11653333,56.50206667,15.74493333,11.9002,10.98906667,19.62106667,46.88853333,11.20626667
626.61,19.50843333,53.30146667,41.14253333,56.505,15.77486667,11.94313333,11.03153333,19.67733333,46.87173333,11.23666667
626.94,19.46133333,53.3102,41.11886667,56.5198,15.7414,11.90246667,10.98813333,19.6408,46.85546667,11.2028
627.28,19.51853333,53.34406667,41.20553333,56.58993333,15.78233333,11.975,11.04686667,19.7172,46.86893333,11.2405
627.61,19.53263333,53.32913333,41.209,56.57593333,15.8362,11.9892,11.067,19.72826667,46.8764,11.2793
627.94,19.4643,53.26553333,41.15013333,56.48386667,15.77453333,11.97073333,11.04313333,19.67193333,46.87513333,11.23263333
628.27,19.40906667,53.17906667,41.09726667,56.38946667,15.77666667,11.97533333,11.04733333,19.6452,46.7958,11.20543333
628.61,19.3538,53.16493333,41.07733333,56.3808,15.74853333,11.90706667,11.00253333,19.5854,46.80066667,11.1393
628.94,19.3869,53.12886667,41.13686667,56.37946667,15.8238,11.96893333,11.06613333,19.65306667,46.84506667,11.22093333
629.27,19.39003333,53.12573333,41.13813333,56.3536,15.83226667,11.94853333,11.036,19.66446667,46.86706667,11.2374
629.6,19.3561,53.00993333,41.0618,56.21773333,15.81786667,11.91746667,11.04486667,19.65486667,46.79746667,11.23703333
629.94,19.33833333,52.99926667,41.02926667,56.1658,15.79613333,11.8876,11.0246,19.61653333,46.80286667,11.22056667
630.27,19.3464,53.06466667,41.09046667,56.2004,15.79466667,11.87746667,10.99146667,19.61173333,46.88926667,11.2095
630.6,19.37523333,53.16233333,41.1488,56.20266667,15.86086667,11.9202,11.01826667,19.6442,46.95586667,11.2235
630.93,19.3575,53.13106667,41.0848,56.13606667,15.90473333,11.90406667,11.024,19.6304,46.90626667,11.2266
631.26,19.3983,53.203,41.14673333,56.2504,15.91893333,11.95586667,11.06173333,19.67753333,46.9426,11.2394
631.6,19.4912,53.29393333,41.247,56.3158,15.9892,11.99513333,11.10826667,19.7438,47.00513333,11.3209
631.93,19.57456667,53.32426667,41.30773333,56.34653333,16.04773333,12.039,11.1416,19.78806667,47.08933333,11.37396667
632.26,19.6058,53.36573333,41.32546667,56.3596,16.0714,12.0632,11.15193333,19.7828,47.04093333,11.38143333
632.59,19.51616667,53.34926667,41.2678,56.35393333,15.9588,11.96766667,11.0478,19.68573333,46.9544,11.2478
632.92,19.53573333,53.504,41.33966667,56.5006,15.97986667,11.99153333,11.08406667,19.72473333,47.0584,11.2871
633.26,19.54126667,53.59053333,41.4156,56.60226667,16.01086667,12.02946667,11.08746667,19.7714,47.12406667,11.29613333
633.59,19.51333333,53.612,41.3802,56.63366667,15.97346667,11.9802,11.04486667,19.77,47.1078,11.21613333
633.92,19.50823333,53.55573333,41.31833333,56.55286667,15.9782,12.0104,11.07793333,19.7946,47.044,11.21373333
634.25,19.5734,53.577,41.3578,56.58533333,16.00446667,12.06426667,11.15646667,19.84866667,47.09726667,11.29816667
634.58,19.60383333,53.64913333,41.4792,56.69253333,16.01646667,12.11566667,11.20933333,19.8872,47.18386667,11.34483333
634.91,19.6189,53.66913333,41.52186667,56.70186667,16.02486667,12.1234,11.21266667,19.89753333,47.2306,11.3562
635.25,19.6665,53.81453333,41.60026667,56.85473333,16.05593333,12.19766667,11.26893333,19.9612,47.32946667,11.42776667
635.58,19.66616667,53.90986667,41.64093333,56.88953333,16.0638,12.224,11.3106,19.9806,47.35666667,11.462
635.91,19.73396667,53.97833333,41.7592,56.9496,16.1516,12.30086667,11.38286667,20.0774,47.44353333,11.5322
636.24,19.8506,54.02573333,41.8538,57.02426667,16.29786667,12.42653333,11.54586667,20.20766667,47.51273333,11.70643333
636.57,19.8304,53.8788,41.8384,56.89026667,16.33346667,12.45866667,11.58793333,20.2342,47.42566667,11.72633333
636.9,19.80086667,53.8174,41.7812,56.85766667,16.30106667,12.41526667,11.55986667,20.214,47.38573333,11.691
637.23,19.83243333,53.8378,41.90426667,56.8944,16.37926667,12.4812,11.5922,20.25306667,47.42533333,11.7807
637.56,19.8646,53.92353333,41.96846667,57.00773333,16.39866667,12.49073333,11.6098,20.28753333,47.52186667,11.80833333
637.9,19.85773333,53.80553333,41.91233333,56.93453333,16.44906667,12.52646667,11.6074,20.31326667,47.4204,11.80673333
638.23,19.88346667,53.7874,41.87053333,56.8552,16.46353333,12.5852,11.5796,20.3174,47.40733333,11.8076
638.56,19.93256667,53.80993333,41.84673333,56.80946667,16.55566667,12.6636,11.65226667,20.37153333,47.40426667,11.88796667
638.89,19.94343333,53.7376,41.815,56.76013333,16.56586667,12.6778,11.6508,20.37746667,47.39946667,11.8567
639.22,19.99943333,53.8388,41.8458,56.88026667,16.62253333,12.67953333,11.65653333,20.39426667,47.43946667,11.84383333
639.55,20.10653333,53.85573333,41.84766667,56.91,16.7092,12.79133333,11.7392,20.48493333,47.5242,11.9571
639.88,20.22073333,54.073,42.05533333,57.03746667,16.7922,12.8988,11.8296,20.57846667,47.73506667,12.0429
640.21,20.2437,54.05866667,41.98186667,57.00826667,16.73886667,12.87433333,11.79713333,20.49673333,47.69606667,12.0068
640.54,20.29943333,54.07766667,41.96486667,56.96646667,16.73633333,12.92833333,11.85366667,20.51633333,47.69353333,12.0656
640.87,20.36693333,54.07553333,41.97153333,56.92713333,16.72846667,12.972,11.9368,20.50566667,47.72166667,12.07603333
641.2,20.35506667,54.04706667,41.967,56.90526667,16.68713333,12.93693333,11.90326667,20.42626667,47.6918,12.0531
641.53,20.3566,54.11873333,42.0394,57.02826667,16.65226667,12.90546667,11.875,20.37793333,47.743,12.05913333
641.87,20.32866667,54.13553333,42.08606667,57.06613333,16.64193333,12.84286667,11.87986667,20.3746,47.75093333,12.088
642.2,20.36936667,54.1222,42.13706667,57.12813333,16.60153333,12.78546667,11.87033333,20.37973333,47.77193333,12.08306667
642.53,20.41133333,54.16486667,42.17073333,57.1966,16.65386667,12.77993333,11.93226667,20.39026667,47.7902,12.1621
642.86,20.2356,54.01686667,42.0406,57.07373333,16.49,12.6626,11.793,20.2508,47.70053333,12.02993333
643.19,20.1325,53.976,42.00813333,57.04166667,16.3652,12.5348,11.67526667,20.15873333,47.65273333,11.904
643.52,20.0106,53.82393333,41.83406667,56.93426667,16.23133333,12.37693333,11.507,20.0228,47.55666667,11.76586667
643.85,20.00026667,53.84346667,41.91866667,57.03426667,16.22726667,12.35393333,11.4704,20.06686667,47.6074,11.7574
644.18,20.02966667,53.90293333,42.0062,57.041,16.3054,12.38253333,11.44646667,20.11633333,47.6714,11.79446667
644.51,20.0131,53.94366667,42.00146667,57.0874,16.325,12.33833333,11.41526667,20.1736,47.71253333,11.7983
644.84,20.08693333,53.9908,42.05613333,57.10246667,16.42113333,12.41333333,11.44546667,20.25893333,47.77286667,11.88243333
645.17,20.03336667,53.919,42.0396,57.0174,16.4158,12.4322,11.44786667,20.26813333,47.7136,11.89143333
645.5,20.0518,53.89033333,42.01813333,57.00193333,16.4078,12.46706667,11.4766,20.29886667,47.67873333,11.8853
645.83,19.95763333,53.88333333,41.96533333,57.00346667,16.37633333,12.4046,11.40493333,20.222,47.68926667,11.7788
646.16,19.8964,53.76026667,41.87126667,56.85513333,16.2802,12.39146667,11.34573333,20.16686667,47.53906667,11.68573333
646.49,20.05413333,53.9416,42.06406667,56.97213333,16.40773333,12.49566667,11.46506667,20.2996,47.66453333,11.78486667
646.82,20.07656667,53.96493333,42.03853333,56.99673333,16.4124,12.51346667,11.4482,20.31653333,47.6594,11.7585
647.15,20.0991,54.01666667,42.0952,57.00806667,16.45213333,12.57466667,11.55393333,20.40166667,47.67413333,11.76626667
647.48,20.11813333,54.09406667,42.1096,57.01333333,16.53253333,12.61573333,11.60893333,20.41873333,47.70133333,11.79083333
647.81,20.06293333,53.9386,42.0288,56.93586667,16.46913333,12.58546667,11.6218,20.38266667,47.6162,11.7794
648.14,20.01066667,53.8702,41.95926667,56.7784,16.45513333,12.6558,11.6242,20.34533333,47.47613333,11.75576667
648.47,20.06133333,54.02193333,42.09886667,56.96053333,16.533,12.70593333,11.7314,20.43306667,47.6434,11.78896667
648.8,20.2135,54.30846667,42.26313333,57.14593333,16.61686667,12.73293333,11.82853333,20.49346667,47.90126667,11.8045
649.13,20.24086667,54.32846667,42.24313333,57.1676,16.67246667,12.7544,11.84413333,20.49373333,47.90506667,11.8026
