wavelength,Back_TriMelf,Belly_TriMelf,Breast_TriMelf,Crissum_TriMelf,Crown_TriMelf,DorTail_TriMelf,Patch10_TriMelf,Rump_TriMelf,Throat_TriMelf,WingTip_TriMelf
581.65,10.3156888889,40.4548,30.8266,28.2797,8.6986,7.57866666667,10.1356666667,10.7612666667,42.2566666667,10.2836
581.98,10.3547222222,40.5101333333,30.8922,28.3341,8.74486666667,7.597,10.197,10.8020666667,42.2852,10.3455333333
582.32,10.3414888889,40.523,30.9169333333,28.3603,8.73153333333,7.58373333333,10.1812666667,10.7841333333,42.2912,10.3106
582.66,10.3727666667,40.5664,31.0042,28.3828,8.79886666667,7.66446666667,10.2514,10.8441333333,42.3508,10.3761333333
583.00,10.3854555555,40.6139333333,31.0702,28.4503333333,8.82126666667,7.68773333333,10.2846666667,10.9114,42.4303333333,10.3976666667
583.34,10.3854,40.6202666667,31.0972666667,28.441,8.83133333333,7.69566666666,10.3244666667,10.9148666667,42.4215333333,10.4108666667
583.68,10.4320333333,40.6804666667,31.1899333334,28.5083333333,8.86006666667,7.7436,10.365,10.9283333333,42.4708666667,10.4502
584.01,10.3465888889,40.6929333333,31.1723333334,28.4499333333,8.7966,7.6376,10.3032,10.8656,42.4292,10.3726666667
584.35,10.3368777778,40.7614666667,31.1982666667,28.5194,8.80526666667,7.63626666667,10.3272,10.9066,42.4562,10.3899333333
584.69,10.301,40.7056666667,31.1803333333,28.5667,8.75233333333,7.60593333333,10.3150666667,10.8861333333,42.3710666667,10.3732666667
585.03,10.2351777778,40.6724,31.1676666667,28.5509333333,8.6986,7.53906666667,10.2508,10.8199333333,42.4319333333,10.2796
585.37,10.2752888889,40.6978666667,31.2019333333,28.5646333333,8.72053333333,7.57026666667,10.2632666667,10.8553333333,42.4390666667,10.3099333333
585.70,10.2911222222,40.7027333333,31.2338666667,28.627,8.6942,7.541,10.252,10.845,42.4995333333,10.3037333333
586.04,10.2401777778,40.7286,31.2545333333,28.6572666667,8.64506666667,7.485,10.1994,10.7902,42.5453333333,10.2334666667
586.38,10.2656555556,40.8373333333,31.3898,28.7353333333,8.68506666667,7.522,10.212,10.8294666667,42.6562666667,10.2732666667
586.72,10.1822111111,40.7988666667,31.3074,28.7087,8.62093333333,7.42846666667,10.1407333333,10.7641333333,42.6804,10.1961333333
587.06,10.3048555555,40.8352666667,31.3819333333,28.8331,8.68966666667,7.55493333333,10.2467333333,10.8721333333,42.7336,10.3092666667
587.39,10.2666888889,40.7193333333,31.3305333333,28.7309,8.66766666667,7.50493333333,10.2048,10.8180666667,42.702,10.2566
587.73,10.3051222222,40.8828666667,31.5145333333,28.8705666667,8.7486,7.58933333333,10.2614666667,10.9212666667,42.8936666667,10.3306666667
588.07,10.3772555556,40.9760666667,31.6168,28.9254666666,8.78166666667,7.67766666667,10.3233333333,10.9916666667,42.9222,10.4226666667
588.41,10.4001,41.0328666667,31.6979333333,28.9906,8.81273333333,7.71846666667,10.4024666667,11.0500666667,42.9724,10.4542666667
588.74,10.3862222222,41.0438666667,31.7177333333,28.9919,8.7924,7.71133333333,10.4024,11.0499333333,42.9968,10.4390666667
589.08,10.3635333333,41.0317333333,31.7028,28.9777333333,8.7846,7.712,10.4035333333,11.0300666667,42.9694,10.4521333333
589.42,10.3113333333,40.9242666667,31.6389333333,28.9842333333,8.73066666667,7.68986666667,10.386,11.0056,42.9344666667,10.4162
589.76,10.3185,40.9067333333,31.6829333333,28.9644,8.70926666667,7.6838,10.3828666667,11.0075333333,42.9303333333,10.4128666667
590.09,10.2185555555,40.8929333333,31.6380666667,28.8869666667,8.647,7.57506666667,10.2663333333,10.8896666667,42.9152666667,10.3463333333
590.43,10.2971888889,41.0704,31.8279333333,29.0436666667,8.70266666667,7.64253333333,10.347,10.9908,43.1178666667,10.434
590.77,10.2863111111,41.0877333333,31.779,29.0168,8.6656,7.59346666667,10.318,10.932,43.1347333333,10.3936
591.11,10.1838777778,41.0565333333,31.7787333333,29.0286333333,8.58686666667,7.522,10.2432666667,10.8728,43.1738666666,10.3052666667
591.44,10.2024333333,41.1632666667,31.8432666667,29.1071,8.61366666667,7.53453333333,10.2189333333,10.8779333333,43.3086,10.3236
591.78,10.2676555556,41.272,31.9471333333,29.1942333333,8.6806,7.5732,10.2506666667,10.933,43.4169333333,10.3788
592.12,10.3535888889,41.3178,32.0604,29.2879,8.7748,7.656,10.3294,11.0025333333,43.4702,10.4560666667
592.46,10.4281,41.4493333333,32.1757333333,29.3408333333,8.82926666667,7.66913333333,10.3706,11.0160666667,43.5765333333,10.4758
592.79,10.4738333334,41.5494666667,32.2686,29.4968333333,8.8884,7.7356,10.4348666667,11.0712,43.6478,10.5592
593.13,10.4972111111,41.5927333333,32.3529333333,29.6084,8.90786666667,7.7684,10.4923333333,11.1087333333,43.7338,10.5702
593.47,10.4651888889,41.4859333333,32.2824,29.5640333333,8.84886666667,7.73833333333,10.4212,11.0582666667,43.622,10.4963333333
593.80,10.5042555556,41.5034,32.3647333333,29.5787666667,8.8864,7.76666666667,10.4362666667,11.097,43.6377333333,10.5429333333
594.14,10.6040444445,41.5732666666,32.4562,29.6590333333,8.9752,7.8292,10.5195333333,11.1695333333,43.7152,10.6222
594.48,10.5262222222,41.5108,32.4174,29.6325333333,8.8908,7.74446666666,10.4302,11.0965333333,43.6550666667,10.5508666667
594.81,10.5102666667,41.4876666667,32.4381333333,29.6672,8.9068,7.75573333333,10.4474666667,11.0898,43.6542666667,10.5644
595.15,10.5405111111,41.4919333334,32.4598666667,29.6448333333,8.89933333333,7.74446666667,10.4223333333,11.1056666667,43.6774666667,10.5652
595.49,10.5270111111,41.5166,32.4795333333,29.6809,8.88766666667,7.7198,10.4270666667,11.1138,43.7182,10.5639333333
595.82,10.5584,41.5650666667,32.5370666667,29.6962666667,8.89106666667,7.71413333333,10.4552666667,11.1373333333,43.7883333333,10.5821333333
596.16,10.5693333333,41.5304666667,32.5231333333,29.6692,8.90253333333,7.7168,10.458,11.1396666667,43.7425333334,10.6012
596.50,10.5501,41.6072666667,32.5522666667,29.7191,8.916,7.69433333333,10.4931333333,11.1078666667,43.7844666667,10.615
596.83,10.5267222222,41.6068,32.567,29.7539333333,8.88766666667,7.66453333333,10.4954,11.0926666667,43.8296,10.6072666667
597.17,10.5112555556,41.5759333333,32.5277333333,29.699,8.86566666667,7.64026666667,10.4528,11.0703333333,43.782,10.5932
597.51,10.5529222222,41.6586666667,32.6049333333,29.7575333333,8.90646666667,7.6916,10.5354666667,11.1242666666,43.8936,10.6367333333
597.84,10.5232111111,41.6800666667,32.6006,29.7460666667,8.8584,7.64146666667,10.5004,11.0775333333,43.908,10.594
598.18,10.4788777778,41.6757333334,32.5808,29.7452333333,8.8236,7.6242,10.4910666667,11.0214,43.8801333334,10.546
598.52,10.4735666667,41.5874,32.5534,29.7010666667,8.81846666667,7.63993333333,10.4668666667,11.0008,43.8034,10.5340666667
598.85,10.5143777778,41.5993333333,32.5933333333,29.7444333333,8.90646666667,7.70106666667,10.5162666667,11.0419333333,43.8344,10.5853333333
599.19,10.5490444444,41.6969333333,32.6845333333,29.7969666667,8.95093333333,7.7182,10.5541333333,11.0960666667,43.9477333333,10.6015333333
599.53,10.6093333333,41.7479333333,32.7711333333,29.8876666667,9.0182,7.78966666667,10.5948666666,11.1531333333,44.0455333333,10.6870666667
599.86,10.6115555556,41.7472666667,32.8158,29.9084,8.98086666667,7.7686,10.5502,11.096,44.0143333333,10.6105333333
600.20,10.6034555556,41.8671333333,32.9180666667,30.0264666667,8.98553333333,7.783,10.6292666667,11.0782,44.1278666667,10.6412666667
600.53,10.6376111111,41.8558,32.9495333333,30.0821,9.02473333333,7.7786,10.6382666667,11.0863333333,44.0957333333,10.6773333333
600.87,10.6515333333,41.9201333333,33.0258666667,30.1425333333,9.00693333333,7.7914,10.6709333333,11.1176,44.1812,10.6818666667
601.21,10.6368333334,41.9812666667,33.1221333333,30.2148666667,9.02833333333,7.7798,10.6654,11.1335333333,44.3147333333,10.6822666667
601.54,10.5822888889,42.0176666666,33.1617333333,30.2328,8.93653333333,7.71926666667,10.6256666667,11.0828666667,44.3318666667,10.6320666667
601.88,10.5666111111,42.0423333333,33.2221333333,30.2775333333,8.92786666667,7.70286666667,10.6056666667,11.0804666667,44.3758,10.6224666667
602.21,10.5835,42.0787333333,33.2906666667,30.3167666667,8.9088,7.71693333333,10.6382,11.0774,44.3954666666,10.6159333333
602.55,10.5709666667,42.0390666667,33.2790666667,30.3105,8.86526666667,7.7042,10.6073333333,11.0702666667,44.3664666667,10.5556
602.88,10.6111777778,42.0893333333,33.3066,30.3496333333,8.932,7.7806,10.6957333333,11.1434666667,44.4603333333,10.6559333333
603.22,10.5850333334,42.0562666667,33.2711333333,30.3281,8.8938,7.7288,10.6304666667,11.1147333333,44.4352,10.6232666667
603.56,10.5202444444,42.036,33.2695333333,30.2708333333,8.81566666666,7.67426666667,10.5558666667,11.0377333333,44.4656666667,10.5605333333
603.89,10.5155555556,42.0364,33.2995333333,30.2474,8.85713333333,7.6818,10.5539333333,11.0422666667,44.4851333333,10.5738
604.23,10.5824222222,42.1216,33.3862666667,30.3307666667,8.89893333333,7.72186666667,10.6252666667,11.0886666667,44.5488666667,10.6344
604.56,10.6740777778,42.2367333333,33.4625333333,30.4344,9.0148,7.8126,10.7112666667,11.1794,44.6797333333,10.7198666667
604.90,10.6957444445,42.2938666667,33.5268,30.4625333333,9.01366666667,7.83426666667,10.7286,11.1850666667,44.7326,10.7528666667
605.23,10.7181111111,42.3295333333,33.5582,30.5017666667,9.07173333333,7.86153333333,10.7284666667,11.1990666667,44.7792,10.8006
605.57,10.7443,42.4282666667,33.659,30.5401666667,9.11013333333,7.87866666667,10.7741333333,11.2338666667,44.8976666667,10.8582
605.90,10.7946777778,42.5269333333,33.7743333333,30.6441333333,9.16106666666,7.91766666667,10.8102,11.3016666667,44.972,10.9342
606.24,10.8231333333,42.5069333333,33.7944,30.6686,9.19726666667,7.93386666667,10.8633333333,11.3004,44.9754,10.9421333333
606.58,10.9283,42.6716,33.9696,30.8691,9.33053333333,8.03873333333,11.0082666667,11.4152,45.1474,11.0524666667
606.91,11.0013444444,42.7735333333,34.0572666667,30.9881,9.39033333333,8.101,11.0911333333,11.4855333333,45.2464666667,11.1198
607.25,10.9395777778,42.6806,33.943,30.9367666667,9.28166666667,8.0494,11.0018,11.4432,45.1692666667,11.0965333333
607.58,10.9100444444,42.6662666667,33.9644666667,30.9326333333,9.19706666667,7.9696,10.9728,11.4062666667,45.1792666667,11.0474
607.92,10.8642111111,42.6164,33.8834,30.9073,9.12406666667,7.8928,10.9373333333,11.3468666667,45.1222666667,10.9691333333
608.25,10.8748444444,42.6356666667,33.8414666667,30.9254666667,9.0978,7.85433333334,10.958,11.3559333333,45.1484,10.9734666667
608.59,10.9403,42.6172666667,33.8356,30.9709333333,9.12100000001,7.88773333333,10.9864,11.3832666667,45.1506,11.0276666667
608.92,10.8989222222,42.6148666667,33.7781333333,30.9501333333,9.119,7.8572,10.9989333333,11.3336,45.1414,10.9735333333
609.26,10.9233444445,42.7475333333,33.8836666667,31.0430666667,9.15900000001,7.88993333333,11.0110666667,11.4016,45.2788666667,11.0084
609.59,10.8568222222,42.671,33.7303333333,30.9510666667,9.09533333333,7.85066666667,10.9424,11.3347333333,45.1536666667,10.9822
609.93,10.7910777778,42.5722,33.631,30.8993333333,9.0164,7.77666666667,10.8514,11.2450666667,45.0460666667,10.8943333333
610.26,10.7756777778,42.6667333333,33.6906666667,30.9533,9.049,7.74213333333,10.8688,11.2143333333,45.1531333333,10.8812666667
610.60,10.7550111111,42.6515333333,33.6575333333,30.9855,9.09406666667,7.78713333333,10.8710666667,11.2123333333,45.1489333333,10.9096
610.93,10.7886,42.736,33.7509333333,31.0937,9.19146666667,7.87026666667,10.9263333333,11.2834666667,45.2655333333,10.9542
611.27,10.7056888889,42.6952,33.7845333333,31.1141666667,9.1694,7.862,10.8609333333,11.2418666667,45.3008,10.936
611.60,10.6633444445,42.7690666667,33.8545333333,31.1884,9.18613333333,7.83326666667,10.8567333333,11.2398666667,45.3292666667,10.8901333333
611.93,10.6795888889,42.8217333333,33.918,31.2609,9.19613333333,7.83293333334,10.8488,11.2484,45.4135333333,10.8892
612.27,10.7269555556,42.8723333333,33.9599333333,31.3406666667,9.24286666666,7.87106666666,10.8884666667,11.2712666667,45.4645333333,10.9328
612.60,10.7532111111,42.9472,34.1092666666,31.4237333333,9.26173333333,7.86606666667,10.9079333333,11.3145333333,45.5962666667,10.9098666667
612.94,10.8378444445,43.1150666667,34.2554666667,31.5858333333,9.34186666666,7.98513333333,11.0169333333,11.4387333333,45.7782666667,11.0038666667
613.27,10.9006555555,43.1923333333,34.3446666667,31.6425666667,9.39239999999,8.06433333333,11.1011333334,11.5143333333,45.8316,11.0530666667
613.61,10.9172555556,43.2926666667,34.448,31.711,9.38906666667,8.0596,11.1394,11.5422666667,45.9156666667,11.0548666667
613.94,10.8946888889,43.3282,34.4876666667,31.7057333333,9.31886666667,8.00093333333,11.0939333333,11.5036,45.9336,11.0315333333
614.28,10.9395666667,43.4380666667,34.5948,31.7694666667,9.32713333334,8.0028,11.1196,11.5250666667,46.002,11.0274
614.61,10.9157222222,43.4017333333,34.6062666667,31.7229666667,9.26213333334,7.99926666667,11.086,11.4828666667,45.9858666667,11.0106666667
614.94,10.9295222222,43.3661333333,34.6178,31.7804666666,9.27106666667,7.9892,11.0931333333,11.5073333333,45.9520666667,11.0488666667
615.28,10.9100666667,43.2823333333,34.6093333333,31.726,9.19339999999,7.93706666667,11.0362,11.4866,45.9333333333,11.0198666667
615.61,11.0324888889,43.3476666666,34.7247333333,31.8328333334,9.2686,8.03946666667,11.131,11.5818,46.0026,11.1382
615.95,11.0054222222,43.2740666667,34.7438666667,31.7786,9.23326666667,7.9484,11.0911333333,11.5445333333,45.9725333333,11.1355333333
616.28,11.0579888889,43.2713333333,34.7994666667,31.8523333333,9.31273333334,8.0034,11.1716666667,11.6246666667,46.0078666667,11.2204666667
616.61,11.0967888889,43.3167333333,34.8617333333,31.8930666667,9.35873333333,8.05013333333,11.1943333333,11.6678666667,46.0346666667,11.2799333333
616.95,11.0953,43.315,34.8657333333,31.8997333333,9.33046666666,8.04246666667,11.1906,11.6554666667,46.0829333333,11.2796
617.28,11.0639444444,43.2931333333,34.8331333333,31.8930666667,9.29533333334,7.99773333333,11.2114666667,11.6378666667,46.0575333333,11.2628666667
617.62,11.0037222222,43.288,34.8378666667,31.9244333333,9.29313333333,7.96433333333,11.202,11.6024,46.1156666667,11.2320666666
617.95,11.0948,43.4072,34.9929333333,31.9688,9.3606,8.0816,11.2913333333,11.6995333333,46.2734,11.3040666667
618.28,11.1868444444,43.5030666667,35.1047333334,32.0415333333,9.46720000001,8.18606666667,11.3884,11.7937333334,46.336,11.3835333333
618.62,11.1262333333,43.4341333333,35.0448666667,31.9791,9.44293333333,8.14926666667,11.3631333333,11.7446,46.2992666667,11.3255333333
618.95,11.1682555555,43.5745333333,35.1646,32.1175666667,9.51759999999,8.2552,11.4258,11.7890666667,46.4096666667,11.4048666667
619.28,11.2019444444,43.5788666667,35.2184666667,32.1746,9.53993333333,8.31873333333,11.4125333333,11.8207333333,46.4088,11.3889333333
619.62,11.2932777778,43.6320666667,35.3244,32.3083,9.62693333333,8.43633333334,11.4992666667,11.9121333333,46.5456,11.4721333333
619.95,11.3732333333,43.7328,35.4627333333,32.4503333333,9.71939999999,8.52773333333,11.6087333333,12.0211333333,46.6661333333,11.5805333333
620.28,11.4819777778,43.7616,35.5332666667,32.5469333333,9.783,8.68233333334,11.6789333333,12.0854,46.7016,11.6558666667
620.62,11.6260333333,43.9258,35.666,32.6292,9.89259999999,8.77806666666,11.7908,12.2275333333,46.8176666667,11.7483333333
620.95,11.5064,43.8272666667,35.6018666667,32.5748666667,9.80913333334,8.64813333334,11.6486,12.0908666666,46.7065333333,11.6482
621.28,11.4317333333,43.912,35.6201333333,32.6082666667,9.76239999999,8.6218,11.6433333334,12.0312666667,46.7826666667,11.5712666667
621.62,11.4188888889,43.9636,35.6660666667,32.6500666667,9.76086666667,8.59633333333,11.6565333333,12.0154,46.8220666667,11.5880666667
621.95,11.3666888889,43.9478666666,35.6740666667,32.6117666667,9.7032,8.50086666667,11.579,11.9646666667,46.8262666667,11.4864666667
622.28,11.2797444444,43.9555333333,35.6909333333,32.5790333333,9.62826666666,8.38593333333,11.5188666667,11.8969333333,46.8579333333,11.4107333333
622.62,11.2169,43.9908666667,35.7002,32.5489333333,9.548,8.29406666668,11.4705333333,11.7751333333,46.8255333334,11.3508666667
622.95,11.2307555556,43.9827333333,35.6906666667,32.5471333333,9.55386666666,8.31093333333,11.4674666667,11.73,46.7878666667,11.3458
623.28,11.1501888889,43.9550666667,35.7272,32.5745,9.52593333333,8.21606666666,11.4126666667,11.6579333333,46.7865333333,11.2855333334
623.62,11.0595444445,43.8540666667,35.6418666667,32.4771333333,9.40386666667,8.10513333333,11.3218666667,11.5346666667,46.7072666667,11.1827333333
623.95,11.0820666667,43.8992,35.7142,32.5071666667,9.39493333333,8.14046666667,11.3959333333,11.5394,46.7302,11.2102
624.28,11.0510444444,43.8139333333,35.753,32.5222,9.35533333333,8.067,11.3034,11.5142666667,46.7168,11.2062666667
624.62,11.1205888889,43.8945333333,35.8201333333,32.6030666667,9.39800000001,8.13146666667,11.3494666667,11.5874666667,46.7888,11.2170666667
624.95,11.1568111111,43.8950666667,35.8406,32.6202666667,9.41766666667,8.16073333333,11.3922,11.5956666667,46.8224,11.3060666667
625.28,11.2802111111,43.9797333333,35.9775333333,32.7042666667,9.50273333333,8.27666666667,11.5136,11.6868666667,46.9079333333,11.4127333333
625.61,11.2867555556,43.939,35.9697333333,32.6729666667,9.54186666667,8.26533333333,11.5266,11.7582,46.9326666667,11.439
625.95,11.2748555556,43.9410666667,36.0061333333,32.6691333333,9.5338,8.2378,11.5080666667,11.7538,46.9345333333,11.4706
626.28,11.4141111111,44.0654,36.1430666667,32.731,9.63393333333,8.3528,11.6293333333,11.9079333333,47.0451333333,11.599
626.61,11.4810111111,44.069,36.1744666667,32.8072333333,9.74926666666,8.44753333334,11.6677333333,11.9775333333,47.0295333333,11.7154
626.94,11.4639666667,44.0572666667,36.1340666667,32.8012333333,9.76553333334,8.43466666667,11.6328,11.9935333333,47.0244666667,11.7025333333
627.28,11.4991333333,44.0213333334,36.1019333333,32.7887,9.79133333334,8.48106666667,11.6850666667,12.0231333333,47.0222,11.7706
627.61,11.4611111111,43.9479333333,36.0910666667,32.7413333333,9.75806666667,8.44986666667,11.6471333333,11.9936,46.9650666667,11.7814
627.94,11.4736222222,43.9676666667,36.0871333333,32.7802,9.76926666667,8.47806666667,11.6554,12.0012,46.9516666667,11.7692
628.27,11.4074555555,43.9594,36.0283333333,32.7964,9.74279999999,8.44039999999,11.6072666667,11.9473333333,46.9578,11.7637333333
628.61,11.4581888889,44.0959333333,36.1119333333,32.9324666667,9.77786666667,8.50026666666,11.6498,11.9959333333,47.0292666667,11.8464
628.94,11.4291888889,44.0589333333,36.0878666667,32.9218,9.78839999999,8.50426666667,11.642,12.03,47.0051333333,11.8008
629.27,11.3570777778,44.0246,36.0215333333,32.8904666667,9.76573333333,8.45593333334,11.5856666667,11.9798,47.0064,11.7662
629.60,11.3321333333,44.0943333333,36.1086666667,32.9744666667,9.72726666667,8.45026666667,11.6450666667,11.9848,47.131,11.7172
629.94,11.3915111111,44.2744666667,36.2504,33.0953666667,9.75166666667,8.47999999999,11.7093333333,12.0551333333,47.3492666667,11.7564
630.27,11.4405111111,44.4547333333,36.4164666667,33.2629333333,9.82666666667,8.5446,11.7826,12.1171333333,47.47,11.7622666666
630.60,11.4751,44.4627333333,36.4366,33.2833,9.87253333334,8.558,11.8242666667,12.1062,47.5105333333,11.7772
630.93,11.5537555556,44.4800666667,36.5352666667,33.3359333333,9.92899999999,8.63833333333,11.9337333333,12.2076666667,47.6218666667,11.8749333333
631.26,11.5733333333,44.4832,36.5882666667,33.3301666667,9.92606666667,8.61193333333,11.9369333333,12.2260666667,47.6353333333,11.8670666667
631.60,11.5368,44.4084,36.5651333334,33.2316,9.86460000001,8.55866666667,11.8697333333,12.1228,47.5949333333,11.7554
631.93,11.5434111111,44.4208666667,36.5840666667,33.2552666667,9.85059999999,8.52519999999,11.8702,12.0854666667,47.5913333333,11.7558
632.26,11.5528555556,44.3712,36.6463333333,33.275,9.84033333333,8.51966666666,11.8792666667,12.075,47.5521333333,11.7634666667
632.59,11.4901,44.3034,36.5694666666,33.2112666667,9.82693333333,8.45460000001,11.8006666667,12.0068,47.4665333333,11.7295333333
632.92,11.4689666667,44.1644666667,36.5300666667,33.2083666667,9.83413333334,8.51100000001,11.7728666667,11.9648,47.3688,11.7405333333
633.26,11.4637666667,44.1207333333,36.5213333333,33.1370333333,9.78726666668,8.53393333334,11.7480666667,11.9536666667,47.3561333333,11.7588666667
633.59,11.3977888889,44.2098666667,36.5452666667,33.1456666667,9.69546666666,8.49300000001,11.6786666667,11.9403333333,47.3788,11.6826666666
633.92,11.2558111111,44.147,36.4898666667,33.1305666667,9.5748,8.37193333333,11.5264,11.8375333333,47.3042666667,11.5550666667
634.25,11.2117666667,44.1998666667,36.4898,33.1545666667,9.50453333333,8.3012,11.4392,11.771,47.3535333333,11.4818
634.58,11.1312555555,44.25,36.4821333333,33.2104666667,9.44093333333,8.21953333333,11.3972666667,11.749,47.4086,11.4484
634.91,11.1287444444,44.3461333333,36.5722,33.2329,9.41873333333,8.26473333333,11.3944666667,11.7609333333,47.5018666667,11.4515333333
635.25,11.0310222222,44.4263333333,36.5027333333,33.1831333333,9.27879999999,8.16899999999,11.2824666667,11.6704666667,47.5201333333,11.3230666667
635.58,11.1812111111,44.6212,36.6626666667,33.3239,9.29906666666,8.23786666666,11.3301333333,11.7954666667,47.6875333333,11.4505333333
635.91,11.2744777778,44.7298,36.6965333333,33.3467666667,9.32453333334,8.22740000001,11.3321333333,11.8708666667,47.7216666667,11.5185333333
636.24,11.2647555556,44.8008,36.6804666667,33.3702,9.31046666666,8.14933333333,11.3160666667,11.8706666667,47.7442,11.5082
636.57,11.4199111111,44.9290666667,36.9187333333,33.5499,9.49046666667,8.25613333333,11.4201333333,11.9715333333,47.9068,11.6666666667
636.90,11.5304666667,45.1788666667,37.1318666667,33.7186,9.63340000001,8.36946666667,11.5950666667,12.1301333334,48.1519333333,11.8082
637.23,11.5026555556,45.1636666667,37.1294666667,33.6947333333,9.67553333333,8.48326666667,11.6392666667,12.1562,48.1092,11.8868666667
637.56,11.6368333333,45.2,37.2579333333,33.7842333333,9.78686666666,8.64166666666,11.7418666667,12.2752666667,48.1127333333,12.039
637.90,11.7184666667,45.1616,37.3052666667,33.9326333333,9.88393333333,8.68353333334,11.7721333333,12.3636666667,48.1776666667,12.1009333334
638.23,11.8489777778,45.2558666667,37.4988666667,34.1258666667,10.0108,8.80679999999,11.8777333333,12.4691333333,48.3528,12.2174666667
638.56,11.7771555556,45.2645333333,37.5335333333,34.1417,9.99100000001,8.77766666667,11.8438,12.419,48.4213333333,12.1619333333
638.89,11.6761666667,45.1834,37.5288,34.1587,9.95160000001,8.75306666667,11.8286,12.3654,48.4762,12.0811333333
639.22,11.6569333333,45.1404666667,37.5502,34.2162,9.95366666667,8.75786666668,11.8283333333,12.3362666667,48.5613333333,12.0632666667
639.55,11.6336444444,45.1992666667,37.5395333334,34.2895333333,9.94106666667,8.77053333334,11.8816,12.3517333333,48.5668666667,12.0622
639.88,11.7099111111,45.1206,37.537,34.255,9.98506666666,8.80733333333,11.8894,12.315,48.4635333333,12.0576666667
640.21,11.9374,45.2922666667,37.7928666667,34.4958333333,10.1130666667,8.87073333334,12.0815333333,12.4735333333,48.7029333333,12.1736
640.54,11.9595333333,45.2713333333,37.7948,34.5437,10.183,8.89106666667,12.1888,12.5205333333,48.8126666667,12.1231333333
640.87,12.0024222222,45.358,37.8066,34.5422,10.2104666667,8.95873333333,12.2834,12.5106,48.8906666667,12.1802666667
641.20,12.077,45.4669333333,37.8870666667,34.6664666667,10.3087333333,9.0514,12.4104,12.59,48.9654666667,12.3076666667
641.53,12.1638222222,45.5132666667,37.9619333333,34.7283333333,10.3592,9.13979999999,12.5273333333,12.624,49.0439333333,12.3312
641.87,12.2906333333,45.7896666667,38.1966666666,34.9313333333,10.4519333333,9.26853333334,12.6548666667,12.7202666667,49.2747333333,12.4464
642.20,12.3310777778,45.8268666667,38.2474666667,34.9517,10.4842,9.293,12.7044666667,12.7346666667,49.2273333333,12.4748
642.53,12.2518888889,45.7578,38.2110666667,34.8855666667,10.3618,9.25033333334,12.5916666667,12.6424666667,49.2800666667,12.3845333333
642.86,12.3018555555,45.9284666667,38.2834666667,35.0165333333,10.3801333333,9.30440000001,12.6616,12.6756666667,49.4582666667,12.4651333333
643.19,12.2665111111,45.7564666667,38.1238,34.8982,10.3876666667,9.31806666667,12.6015333333,12.6782666666,49.3132666666,12.42
643.52,12.2980333333,45.9056666667,38.2173333333,34.9709333334,10.4091333333,9.324,12.5857333333,12.7080666666,49.3447333333,12.4857333333
643.85,12.3134222222,45.9936,38.3382666667,35.0609666667,10.4063333333,9.30266666667,12.6106666667,12.7721333334,49.4018,12.4902
644.18,12.2240555555,45.879,38.2165333333,34.9409333333,10.3721333333,9.23926666667,12.4968666667,12.7188666667,49.3081333333,12.4224666667
644.51,12.1718666667,45.7048,38.1349333333,34.8947666667,10.3610666667,9.2214,12.4532,12.7692,49.0901333333,12.4484
644.84,12.2660888889,45.7788,38.2002,34.9276333333,10.4286,9.22833333333,12.4831333333,12.8436666667,49.1809333333,12.52
645.17,12.3849444445,45.9522,38.4689333333,35.0936333333,10.5507333333,9.36500000001,12.5786666667,12.9945333333,49.3464666667,12.6308666667
645.50,12.2965111111,45.7710666667,38.2922,34.9313333333,10.4604666667,9.23386666667,12.4818666667,12.9195333333,49.1072,12.514
645.83,12.0994888889,45.4704666667,38.1158,34.7419666667,10.3096666667,9.0426,12.2194666667,12.7343333333,48.8377333333,12.2971333333
646.16,12.0578777778,45.6816,38.3019333334,34.8482333333,10.2253333333,8.99253333334,12.1784666667,12.6838666667,48.9384666667,12.2886
646.49,12.0135888889,45.5102666667,38.2524666667,34.7471,10.1449333333,8.95720000001,12.1237333334,12.5672666667,48.8504,12.2114
646.82,11.9850777778,45.5539333333,38.1816666667,34.6715,10.0584,8.84266666667,11.9976,12.4382666667,48.8740666667,12.1547333333
647.15,12.1357,45.6778,38.3736,34.8295,10.1538666667,9.04500000001,12.1550666667,12.5893333333,49.0231333333,12.2792
647.48,12.1976444445,45.8449333334,38.5658666667,34.9060666667,10.1764,9.04826666666,12.1555333333,12.5416,49.2622,12.2838
647.81,12.0540555556,45.6619333333,38.4567333333,34.7627666667,10.0404666667,8.94653333333,12.0718666667,12.4200666667,49.0453333333,12.1513333333
648.14,11.9533,45.5202,38.295,34.6451333333,9.98346666667,8.87559999999,12.0208,12.3080666667,48.9784,12.0856666667
648.47,12.0226222222,45.6374,38.4270666666,34.8735,10.0692666667,8.98666666666,12.1592666667,12.3382,49.1604,12.2078
648.80,12.1033555556,45.7381333334,38.4847333333,34.9299333333,10.1042666667,9.08213333334,12.2755333333,12.4161333333,49.3073333333,12.2562
649.13,12.0262222222,45.6259333333,38.4578666667,34.8887333333,10.0565333333,9.07620000001,12.1711333333,12.3515333333,49.3558666667,12.2458
649.46,11.9411333333,45.57,38.4394,34.8772666667,10.0201333333,9.00240000001,12.0983333333,12.2865333333,49.3848666667,12.2174
649.79,11.9408,45.438,38.4244666667,34.8902333333,10.0952666667,9.11540000001,12.1788,12.3740666667,49.2276666667,12.292
