wavelength,Back_SicTacf,Belly_SicTacf,Breast_SicTacf,Crissum_SicTacf,Crown_SicTacf,DorTail_SicTacf,Patch10_SicTacf,Rump_SicTacf,Throat_SicTacf,WingTip_SicTacf
565.35,22.6128666667,61.4186,39.8722,45.7999,13.4147333333,15.5683017544,12.8413333333,20.1501333333,51.6505333333,13.0508833333
565.69,22.6272,61.4278666667,39.8702,45.7868333333,13.4138666667,15.5607894737,12.8276,20.1546666667,51.6503333333,13.0298666667
566.03,22.6711333333,61.4821333333,39.9082666667,45.8328666667,13.446,15.5881649123,12.8358666667,20.1948666667,51.695,13.0522166667
566.37,22.6741333333,61.4852,39.9126,45.8393666667,13.4306666667,15.5642280702,12.8207333333,20.1959333334,51.7105333333,13.0568166667
566.71,22.6722666667,61.4634666666,39.9071333333,45.8324666667,13.435,15.5658526316,12.8323333333,20.2115333333,51.6938666667,13.0901333333
567.05,22.7096,61.5059333333,39.9219333333,45.8601333333,13.4644666666,15.6034245614,12.8456666667,20.2352,51.7074666667,13.1121833333
567.39,22.7592666667,61.5708,39.9695333334,45.9100333333,13.4938,15.6519719298,12.8882,20.255,51.7356666667,13.1321333333
567.73,22.7136,61.4335333333,39.8882,45.8074666667,13.4953333333,15.6289438596,12.8589333333,20.2264666667,51.6224666667,13.1175
568.07,22.7574,61.5499333333,39.9447333333,45.8967666667,13.5212666667,15.6799649123,12.9086666667,20.2902,51.6917333333,13.1545
568.41,22.794,61.6036666667,39.9746,45.9405,13.5479333334,15.7063438596,12.9270666667,20.306,51.7121333333,13.1778666667
568.75,22.8150666667,61.5640666667,39.9781333333,45.9189666667,13.5923333333,15.7193368421,12.9542666667,20.3307333333,51.6849333333,13.19385
569.09,22.8720666667,61.5352,40.004,45.9416333333,13.6375333333,15.7721263158,13.0014666667,20.3956666667,51.6978,13.2499333333
569.43,22.8982,61.555,40.0452666667,45.9772,13.665,15.7984596491,13.0243333333,20.4368,51.7259333333,13.27765
569.77,22.9398666667,61.6067333333,40.1018,46.0111333333,13.6965333333,15.8383122807,13.0753333333,20.4701333333,51.7968666667,13.3195833333
570.11,22.9619333333,61.5917333333,40.1494666667,46.0488666667,13.7443333333,15.8913649123,13.1152666667,20.4916666667,51.8316666667,13.3343833333
570.45,23.0126,61.6324,40.2048666667,46.0961333333,13.7622,15.9244421053,13.1444,20.5220666667,51.9085333333,13.3560666667
570.79,23.0385333333,61.6361333333,40.2552666667,46.1075,13.7776,15.9522666667,13.1780666667,20.5531333333,51.946,13.38785
571.13,23.0708,61.6322,40.2831333333,46.1261,13.7943333333,15.9614666667,13.2040666667,20.5728,51.9560666667,13.4216833333
571.47,23.1526666667,61.7751333333,40.3921333333,46.2394333333,13.845,16.0381017544,13.2658,20.6377333333,52.0872666667,13.4894333333
571.81,23.174,61.7326,40.3871333333,46.2152333333,13.8520666667,16.0416070175,13.2744666667,20.6375333333,52.1056666667,13.4987666666
572.15,23.2043333333,61.7286,40.4085333333,46.2137666667,13.8568,16.0640315789,13.3053333333,20.6508,52.1348,13.5472833333
572.49,23.2094,61.7374,40.4139333333,46.2158,13.8638,16.065754386,13.3237333333,20.6614,52.1338666667,13.5680333333
572.83,23.2042666667,61.7771333333,40.4336,46.2214666667,13.8622666667,16.0654631579,13.3195333333,20.6661333333,52.1509333333,13.5524833333
573.17,23.2136666667,61.7893333333,40.4529333333,46.2349333333,13.8643333334,16.0530350877,13.3259333333,20.6637333333,52.1712666667,13.56115
573.51,23.2302,61.8494,40.4786,46.2723666667,13.8612666666,16.0491122807,13.3141333333,20.671,52.1883333333,13.56885
573.85,23.2286666666,61.8689333333,40.429,46.2328666667,13.8326666667,16.0223719298,13.2862666667,20.6631333333,52.1418666667,13.5623333333
574.19,23.2249333333,61.8956666667,40.4314,46.2406666667,13.82,16.0236842105,13.2840666667,20.6740666667,52.1363333333,13.56
574.53,23.2355333333,61.8982,40.43,46.2739666667,13.8126,16.0149368421,13.2742666667,20.6815333333,52.1218,13.5380666667
574.87,23.2481333333,61.9747333333,40.4504,46.3304,13.8238666667,16.038231579,13.2686666667,20.7026666667,52.1843333333,13.5416333333
575.21,23.2398,61.9801333333,40.4516,46.3407,13.7811333333,16.0083192983,13.2582,20.6957333333,52.1489333333,13.4913833333
575.55,23.2287333333,62.0339333333,40.4828,46.4154333333,13.7749333333,15.9871824561,13.2372,20.6727333333,52.1517333333,13.4753333334
575.89,23.1814666667,62.0335333333,40.4552666667,46.4185,13.7753333333,15.9804175439,13.2045333333,20.6536666667,52.1107333333,13.4237166666
576.22,23.2121333333,62.1511333333,40.5187333333,46.4959333333,13.7594,16.0023964912,13.1866666667,20.662,52.1817333333,13.4191833333
576.56,23.2504666667,62.1654666667,40.5466666667,46.5415666667,13.79,16.0119684211,13.2035333333,20.6778666667,52.1887333333,13.40845
576.90,23.3040666667,62.1891333333,40.563,46.592,13.8123333333,16.0593087719,13.2424,20.7085333333,52.2175333333,13.43915
577.24,23.3132666667,62.1238,40.5372,46.5598,13.8342666667,16.0781087719,13.2747333333,20.7398666667,52.1922,13.4612
577.58,23.3639333333,62.1754,40.6388,46.6339,13.8656,16.1363684211,13.3383333333,20.7916666667,52.2854,13.4893666667
577.92,23.3706,62.1282666667,40.6187333333,46.6298,13.8870666667,16.1554491228,13.3483333333,20.7836666667,52.2746666667,13.47435
578.26,23.4162666667,62.1598,40.6436666667,46.6703,13.9400666667,16.1981017544,13.3808666667,20.8126,52.3317333333,13.5082833333
578.60,23.4018,62.0936666667,40.6304666667,46.624,13.9469333333,16.1968666667,13.375,20.8114666667,52.2562666667,13.4866666667
578.94,23.4522,62.1116,40.6542666667,46.6629,13.9729333333,16.2265614035,13.3814666667,20.848,52.3385333334,13.5391166667
579.28,23.5080666667,62.0814666667,40.6645333333,46.6473666667,14.0191333333,16.2800175439,13.4331333333,20.8959333333,52.3479333333,13.6039
579.61,23.556,62.0657333333,40.7276,46.6617333333,14.0458,16.3220842105,13.4727333333,20.9241333333,52.394,13.6594666667
579.95,23.5852666667,62.0673333333,40.7785333333,46.6633,14.12,16.3671719298,13.5445333333,21.0037333333,52.4279333333,13.7297333333
580.29,23.5874,62.0878,40.7856666667,46.6602,14.1265333333,16.3889298246,13.5431333333,21.0279333333,52.4479333333,13.7664333333
580.63,23.5883333333,62.0890666667,40.7944,46.6437333333,14.1173333333,16.3955754386,13.5425333334,21.0165333333,52.4334,13.7849333334
580.97,23.6049333333,62.0659333333,40.8372,46.6715,14.0836666667,16.4172912281,13.5174666667,20.9840666667,52.4216,13.7414333333
581.31,23.5928666667,62.0654,40.8288666667,46.6879333333,14.0592666667,16.3993122807,13.4796,20.9686,52.4274,13.7304666667
581.65,23.667,62.1967333333,40.9562666667,46.7826333333,14.1224,16.444322807,13.5347333333,21.0193333333,52.5204666667,13.7928666667
581.98,23.6571333333,62.2474,40.9996,46.8176666666,14.0742666667,16.4335263158,13.5162,21.0368666667,52.5668,13.8019666667
582.32,23.6613333333,62.2510666667,40.9981333333,46.8327666667,14.0058,16.3634842106,13.4594666667,20.9998666666,52.6340666667,13.7872833333
582.66,23.6369333333,62.1926666667,40.9775333333,46.8053666667,13.9960666667,16.3513614035,13.4766666667,20.9971333333,52.5482,13.7801
583.00,23.6034666667,62.1183333334,40.9232666667,46.7544333333,13.9328,16.3293192982,13.4466,20.942,52.4808666667,13.72635
583.34,23.6223333333,62.1467333333,40.9064,46.7469,13.9192666666,16.2636947368,13.4514666667,20.9442,52.4680666667,13.6879
583.68,23.5689333333,61.989,40.8069333333,46.6932666667,13.8837333333,16.2490280702,13.3974666667,20.8734,52.4052666667,13.6427333333
584.01,23.6192666667,62.1026666666,40.9102666667,46.7986,13.9118666667,16.2865859649,13.4471333333,20.9042,52.4573333333,13.70415
584.35,23.6368666667,62.126,40.9666666667,46.8106333333,13.9138,16.3028807017,13.4670666667,20.9556666667,52.5144,13.7020333333
584.69,23.6190666667,62.1156,40.9256666667,46.7888666667,13.9438,16.2633859649,13.4766666666,20.9528,52.4854,13.7341666667
585.03,23.6514,62.1515333333,40.9292,46.8115333333,13.9755333333,16.2880245614,13.4928,20.9492666667,52.4583333333,13.7194666667
585.37,23.6488,62.0660666667,40.8662666667,46.7825333333,13.9433333333,16.2992491228,13.4953333334,20.9749333333,52.3992666667,13.7271666667
585.70,23.675,62.0550666667,40.8786666667,46.805,13.9902,16.3273157895,13.5171333333,21.0026666667,52.369,13.7452166667
586.04,23.7354666667,62.0538666667,40.9453333334,46.8259666667,14.0790666667,16.4286035088,13.6019333333,21.0596666667,52.3569333333,13.8392
586.38,23.7880666666,62.0540666667,40.9546666667,46.8365333333,14.1386,16.493077193,13.6358,21.1074666667,52.4022,13.8667333333
586.72,23.8637333333,62.0588,40.9868,46.8416333333,14.2126666667,16.5364701754,13.6996,21.1845333334,52.4272666667,13.9370833333
587.06,23.7698,62.0234666667,40.9448,46.8352,14.1155333333,16.4711157895,13.5895333334,21.1004,52.4125333333,13.8667666667
587.39,23.8421333333,62.1482666667,41.0228666667,46.8929,14.1158,16.453445614,13.6099333333,21.1257333334,52.4877333333,13.8547833333
587.73,23.8108666667,62.0732666667,40.9738,46.8324666667,14.1104,16.4264807018,13.5760666667,21.1203333333,52.4607333333,13.8114833333
588.07,23.8081333333,62.0764666667,40.9676,46.8745333333,14.133,16.4456105263,13.5681333333,21.1288,52.4431333333,13.81425
588.41,23.9096666667,62.1563333333,41.0688666667,46.9674666667,14.1993333333,16.5322807018,13.6393333333,21.2190666667,52.5484666666,13.8839666666
588.74,23.9819333333,62.1128666667,41.1106,46.9661666667,14.2596666667,16.5899964912,13.6979333333,21.2741333333,52.5616,13.9697166667
589.08,23.9832666667,62.1535333333,41.1369333333,46.9657666667,14.2836666666,16.5804526316,13.7004,21.2574,52.596,13.9813833333
589.42,23.9745333333,62.1155333333,41.1137333333,46.8684333333,14.2924,16.6020385965,13.7228,21.2487333333,52.5574666667,13.99665
589.76,23.9924666667,62.1488,41.1043333333,46.8452666667,14.3412,16.6670385965,13.7886,21.28,52.5245333333,14.0074166667
590.09,24.0348,62.234,41.2153333333,46.8975333333,14.3783333333,16.7007894737,13.8165333333,21.2976,52.6024666667,14.0715
590.43,24.0079333333,62.3119333333,41.3018666667,46.9784,14.3668,16.6685333333,13.7961333333,21.2804666667,52.6815333333,14.0385
590.77,24.1024,62.3312,41.3646666667,46.9812333333,14.4674666667,16.7735649123,13.8842666667,21.3556666667,52.7312666667,14.14025
591.11,24.0757333333,62.2593333333,41.3085333334,46.9349,14.4589333333,16.781954386,13.8738,21.3381333333,52.6462,14.1473666667
591.44,24.097,62.2860666667,41.3206,46.9262,14.4444,16.7810912281,13.8852666667,21.31,52.6322666667,14.16295
591.78,24.1156666667,62.3180666667,41.3088,46.8951333333,14.4298,16.7668140351,13.8848666667,21.2834,52.6416,14.1378833333
592.12,24.0188666667,62.22,41.2308,46.7848,14.3542,16.7273859649,13.8285333333,21.2133333333,52.5176666667,14.0792666667
592.46,24.0148666667,62.1983333333,41.2208,46.7354666667,14.3386666667,16.7116561404,13.8298666667,21.2146666667,52.5053333333,14.0724166667
592.79,24.0546,62.2309333334,41.2656,46.7557666667,14.3619333333,16.7408140351,13.8563333333,21.2693333333,52.5458666667,14.1068833333
593.13,24.1166666667,62.2558666667,41.3046,46.8174,14.4144,16.7847894737,13.9013333333,21.313,52.5598,14.1587833333
593.47,24.1510666667,62.2983333333,41.3368,46.9104333333,14.3805333333,16.7702877193,13.8793333333,21.3480666666,52.6836,14.13975
593.80,24.1151333333,62.2632,41.2779333333,46.8458666667,14.3149333333,16.7220912281,13.8552,21.3168666667,52.6457333333,14.0941833333
594.14,24.1769333333,62.3576,41.2594,46.9131666667,14.3266,16.7807157895,13.8496,21.3656,52.7014666667,14.1348333333
594.48,24.2385333333,62.3783333333,41.302,46.9485666667,14.3847333334,16.8005333333,13.9072,21.4223333333,52.6982,14.1547666667
594.81,24.3316666667,62.5106666667,41.4270666667,47.051,14.4438666667,16.8617824561,13.9859333333,21.5005333334,52.7996,14.2454166667
595.15,24.3544666667,62.4912,41.4304666666,47.0492333333,14.4608,16.9134245614,14.0074,21.5453333334,52.8043333333,14.2556666667
595.49,24.3422,62.4495333333,41.4303333333,47.0329,14.4346666667,16.9043298246,13.9915333333,21.5269333333,52.7872666667,14.2588666667
595.82,24.3916666666,62.4933333333,41.4634666666,47.1032666667,14.4704,16.9331473684,14.0140666667,21.5626,52.8312666667,14.3140333333
596.16,24.3683333334,62.5235333333,41.4537333333,47.1168333333,14.4321333333,16.9003263158,13.982,21.5468,52.8040666667,14.2955666667
596.50,24.3154666667,62.4846,41.4223333333,47.0905333333,14.3622666667,16.8527894737,13.9260666667,21.4848666667,52.7443333333,14.2313333333
596.83,24.3134666667,62.5572,41.4554666667,47.1128666667,14.3257333333,16.8571403509,13.9249333333,21.4508666667,52.8166,14.2165666667
597.17,24.2855333333,62.569,41.4552,47.1157333333,14.3244666667,16.8098631579,13.8860666667,21.4194,52.7670666667,14.2314666667
597.51,24.2729333333,62.5814,41.4456,47.1611666667,14.3248666667,16.8011333333,13.849,21.3968,52.7408666667,14.2215
597.84,24.2572,62.4942,41.4575333333,47.095,14.3295333333,16.8096385965,13.8502666667,21.3794666667,52.6841333333,14.2148666667
598.18,24.3167333333,62.6112666667,41.5112,47.1931,14.3408,16.8581754386,13.8749333333,21.4387333333,52.7850666667,14.2813166667
598.52,24.3251333333,62.5642666667,41.5040666667,47.2063,14.3824,16.8917894737,13.9114666667,21.4834,52.8134666667,14.3091666667
598.85,24.3324666667,62.6161333333,41.5663333333,47.3021333333,14.3824666667,16.8796526316,13.9172,21.4835333333,52.8984,14.3471333333
599.19,24.377,62.6929333333,41.6116666667,47.3827333334,14.4425333333,16.9133368421,13.9482,21.5295333333,52.9438,14.4015333333
599.53,24.3908,62.7483333333,41.6617333333,47.4132,14.4402,16.9396245614,13.9471333333,21.5355333333,53.0195333333,14.3708833333
599.86,24.449,62.8050666667,41.7328666667,47.5162333333,14.4826,17.0003403509,13.9942,21.6133333333,53.1584666667,14.41565
600.20,24.5091333333,62.8191333333,41.7558666667,47.5385666667,14.5558,17.0423438597,14.0300666667,21.6670666667,53.2032666667,14.49045
600.53,24.5252666667,62.7266,41.7743333333,47.5032,14.5474666667,17.0008736842,13.9932666667,21.7075333333,53.1898666667,14.4902333333
600.87,24.5562666667,62.7042666667,41.7900666667,47.4559666667,14.5240666667,17.0298035088,14.0156,21.7318,53.2054,14.4835666667
601.21,24.6135333333,62.6799333333,41.8144666667,47.4593333333,14.5497333333,17.0806982456,14.0738,21.7792,53.2343333333,14.52985
601.54,24.6286666667,62.7384,41.8167333333,47.4629,14.5298,17.0823017544,14.0892666667,21.8098666667,53.2658666667,14.5372166667
601.88,24.5851333334,62.7075333333,41.8066,47.4207666667,14.4812666666,17.0543333333,14.0702666667,21.7954666667,53.2306,14.5133
602.21,24.5714,62.698,41.8112,47.3765666667,14.4248,16.9893824561,14.0216,21.7365333333,53.1868,14.4503166667
602.55,24.612,62.6963333333,41.7912666667,47.3483333333,14.4392,17.0152982456,14.017,21.7528,53.1714666667,14.4334
602.88,24.6876,62.7942666667,41.8826666667,47.4269,14.4711333333,17.0848,14.0875333333,21.8182,53.2676666667,14.5044
603.22,24.7001333333,62.8072666667,41.8982,47.4085666667,14.486,17.0780175439,14.1162666667,21.8296,53.2745333333,14.5238
603.56,24.6965333333,62.8365333333,41.8894,47.3880333333,14.4848666667,17.0551859649,14.1128666667,21.8068,53.2702,14.52325
603.89,24.7280666667,62.9392,41.9466,47.4539,14.5024666667,17.0908526316,14.1534666667,21.8396,53.3309333333,14.52255
604.23,24.7394666667,63.0340666667,41.9572,47.5214333333,14.5215333333,17.1196175439,14.1735333333,21.8508,53.368,14.5428166667
604.56,24.7349333333,63.0116,41.9474666667,47.5141,14.522,17.1155368421,14.1664,21.8308666667,53.3673333333,14.5474833333
604.90,24.7839333333,63.0746666667,41.9882666667,47.5831,14.5640666667,17.1384385965,14.2004,21.8774,53.4185333333,14.5796833333
605.23,24.8102666667,63.1076666667,42.0518,47.6417,14.61,17.1769894737,14.2432,21.9004,53.4472666667,14.6314833334
605.57,24.8122,63.0461333333,42.0126,47.5925,14.6573333333,17.2146631579,14.2691333333,21.8879333333,53.3578,14.6568
605.90,24.8167333333,63.1228666667,42.0302666667,47.6569333333,14.667,17.2534210526,14.2591333333,21.9208,53.4008,14.67455
606.24,24.8033333333,63.0594,42.0068666667,47.6267333333,14.6933333333,17.2502982456,14.2812,21.9254666666,53.3507333333,14.6956666667
606.58,24.7453333333,62.9082666667,41.9201333333,47.5292,14.6398666667,17.178445614,14.2236,21.8622666667,53.2244,14.6275666667
606.91,24.7648666667,62.8895333333,41.9258,47.5631333333,14.6203333333,17.1686350877,14.2011333333,21.8735333333,53.1995333333,14.6283666667
607.25,24.8060666667,62.89,41.9465333333,47.5757666667,14.6765333333,17.2077859649,14.2256666667,21.9029333333,53.1905333333,14.6779666667
607.58,24.8276666667,62.8839333333,42.0022,47.5898666667,14.7026,17.2544736842,14.2484,21.9294,53.1972666666,14.7368666667
607.92,24.8756666667,62.8934666667,42.0662,47.6309,14.7612,17.3104736842,14.2961333333,21.9728,53.2486666667,14.7723166667
608.25,24.9427333333,63.0044,42.1518,47.7058666667,14.8264,17.3868666667,14.3854,22.0535333333,53.3256,14.8284333333
608.59,24.9423333333,62.9895333333,42.1727333333,47.6942666667,14.8446,17.4134561404,14.4024666667,22.0586,53.3198,14.8565833333
608.92,24.9323333334,62.8842,42.1328,47.6669333333,14.8320666667,17.3898421053,14.396,22.0366666667,53.2747333333,14.8374333333
609.26,24.9565333333,62.91,42.1598,47.7311333333,14.825,17.4200701754,14.4062666667,22.079,53.3360666667,14.8654
609.59,24.9906666667,62.8629333333,42.171,47.7472333333,14.8627333333,17.4589578947,14.4600666667,22.0974,53.3366,14.93045
609.93,25.0703333333,62.9640666667,42.2848666667,47.8756666667,14.9237333333,17.5357964912,14.5176666667,22.1788,53.4471333333,15.0207
610.26,25.0782,63.0024666667,42.337,47.9268,14.9836666667,17.6060315789,14.5628666667,22.2362,53.4872,15.0707833333
610.60,25.1087333333,63.0391333333,42.3506666667,47.9839666667,15.0322,17.6532526316,14.5988666667,22.2448666667,53.5627333333,15.1173666667
610.93,25.103,63.0430666667,42.3976666667,48.0362333333,15.0362,17.6703298245,14.6126,22.2618666667,53.5948666667,15.1134166667
611.27,25.1056666667,62.9465333333,42.3401333333,48.0222333333,15.0239333333,17.6683122807,14.6224666667,22.2415333333,53.515,15.10275
611.60,25.0794666667,62.9097333333,42.2887333333,48.0407666667,14.9568666667,17.616477193,14.5958666667,22.2037333333,53.5068,15.0738833333
611.93,25.0911333333,62.8586,42.2750666667,48.0860333333,14.944,17.5934807018,14.5458,22.2033333333,53.4778666667,15.0839
612.27,25.0613333333,62.8019333333,42.206,48.0313,14.8916666667,17.5339087719,14.5022,22.1612,53.4344666667,15.0000166667
612.60,25.0698,62.7763333333,42.1625333333,47.9998,14.8704,17.5327929824,14.4720666667,22.1548666667,53.3909333333,14.9657333333
612.94,25.0262,62.7825333333,42.1850666667,47.9631666667,14.8231333333,17.4601894737,14.4314666667,22.1039333333,53.3768,14.8945
613.27,25.0282,62.7593333333,42.1564,47.8969,14.8179333333,17.4440245614,14.4196666667,22.0958666667,53.327,14.8726333333
613.61,24.9850666667,62.7664666667,42.0987333333,47.8854,14.7555333333,17.3898561404,14.3653333333,22.0218,53.329,14.7967333333
613.94,25.0231333333,62.7824,42.1053333333,47.9121333333,14.7815333333,17.3988350877,14.3668,22.0691333333,53.3629333333,14.7793
614.28,24.9972,62.7164,42.1022666667,47.8487,14.7883333333,17.3675789474,14.38,22.1060666667,53.291,14.77355
614.61,25.083,62.7520666666,42.1229333333,47.8629333333,14.8153333333,17.445122807,14.4115333333,22.1643333333,53.3324,14.8216
614.94,25.0545333333,62.7298666667,42.0664,47.7869333333,14.7554,17.3782315789,14.3115333333,22.1286666667,53.3042,14.7429833333
615.28,25.0608,62.7684,42.1054,47.7860333333,14.8155333333,17.4273508772,14.3147333333,22.1471333333,53.2715333333,14.7799
615.61,25.0219333333,62.7639333333,42.0776,47.7754,14.8677333333,17.477245614,14.3525333333,22.1473333333,53.2732,14.7895666667
615.95,25.0407333333,62.8970666667,42.1346666667,47.8264,14.9016666667,17.5047298246,14.3358666667,22.1982666667,53.3446,14.8337166667
616.28,25.0566666667,63.0664666667,42.2578,47.9121,14.9434,17.5123192983,14.3736666667,22.2464666667,53.4504666667,14.9129166667
616.61,25.1170666667,63.1042666667,42.2687333333,47.9570333333,15.0020666667,17.5544,14.3924,22.2718666666,53.4770666666,14.94655
616.95,25.1218666667,63.0523333333,42.2598666667,47.9287,14.9822666667,17.5324421053,14.3749333333,22.2458,53.4346,14.9028333333
617.28,25.1142666667,62.9405333333,42.2454666666,47.8452,14.9846,17.5231614035,14.405,22.2470666667,53.2960666667,14.9241166667
617.62,25.1181333333,62.9810666667,42.2116666667,47.834,14.9610666667,17.476245614,14.3911333333,22.2024,53.2753333333,14.9160666667
617.95,25.1802666667,62.9850666667,42.2276666667,47.8463333333,14.9888666667,17.5675017544,14.41,22.2194666667,53.2902,14.9733166667
618.28,25.1602666667,62.9278666667,42.2007333333,47.7886,14.9860666667,17.5237403509,14.4051333333,22.1934,53.1716666667,14.9644166667
618.62,25.1507333333,62.9166,42.2412666667,47.8025333333,15.0281333333,17.5595929824,14.4549333333,22.2084,53.1934,14.9924
618.95,25.1164,62.8404666667,42.1828,47.7234666667,14.9417333333,17.5012947368,14.3594,22.1511333333,53.1157333333,14.9208333333
619.28,25.1628,62.8705333333,42.2548,47.7187333333,14.866,17.4464912281,14.3177333333,22.1325333333,53.1046666667,14.88185
619.62,25.1852666667,62.7418666667,42.2847333333,47.6862333334,14.8883333334,17.4842666667,14.3726,22.1330666667,53.0406666667,14.9134
619.95,25.2580666667,62.7613333333,42.3177333333,47.7081,14.9419333333,17.567154386,14.4376,22.1922,53.0972666667,14.95925
620.28,25.3374666667,62.8796666667,42.4601333333,47.8203333333,15.0009333333,17.6583824561,14.5186,22.2513333333,53.2338666667,15.0370333333
620.62,25.3845333333,63.005,42.5675333333,47.9166,15.0563333333,17.7444982456,14.5528666667,22.3054,53.3366,15.0895166667
620.95,25.4188666667,63.1207333334,42.6346666667,47.9951666667,15.0247333333,17.7543333333,14.5039333333,22.3154,53.4276,15.0655666667
621.28,25.5257333333,63.1351333333,42.7010666667,48.0496666667,15.0412666667,17.8294350877,14.5381333333,22.3453333333,53.4966666667,15.13415
621.62,25.4914666667,63.1282666667,42.6478666667,48.0076666667,14.9704,17.7635438596,14.4788666667,22.2810666667,53.4218,15.0767666667
621.95,25.4836,63.1404,42.6696,48.0536333333,14.9408666667,17.7683157895,14.4826666667,22.2746,53.4780666666,15.0625166667
622.28,25.5888666667,63.2464666667,42.7298666667,48.1375333333,15.033,17.8682491228,14.5808666667,22.3396,53.5848,15.1799833333
622.62,25.7096,63.3748666667,42.839,48.2858666667,15.1520666667,17.9750105263,14.7542,22.4835333333,53.7373333333,15.3127833333
622.95,25.7083333333,63.3682666667,42.8178666667,48.2661,15.2235333334,18.0335017544,14.7972666667,22.5294,53.7688666667,15.3881833333
623.28,25.7544,63.4376,42.8512,48.3417,15.2233333333,18.0645894737,14.8198,22.5592666667,53.8167333333,15.4048
623.62,25.7584666667,63.4170666667,42.8509333333,48.3116666667,15.2178,18.0725824561,14.8191333333,22.5801333333,53.7970666667,15.4172
623.95,25.7469333333,63.3437333333,42.7751333333,48.2806666667,15.1984666667,18.0165614035,14.7907333333,22.6,53.7558,15.40175
624.28,25.7461333334,63.3353333333,42.7689333334,48.2998333333,15.1724,17.9608070175,14.7722,22.5858,53.7564666667,15.3823
624.62,25.8149333333,63.2666666667,42.7640666667,48.2664666667,15.2324,18.0100842105,14.8612,22.6328,53.7531333333,15.47455
624.95,25.7754,63.2262666667,42.7624666667,48.2165333333,15.2412666667,17.9893719298,14.8458666667,22.6424,53.6912,15.50025
625.28,25.8637333333,63.2796666667,42.8499333333,48.2738666667,15.3042,18.0484701755,14.9063333333,22.7454,53.7600666667,15.5711333333
625.61,25.9031333333,63.3874,42.9239333333,48.3527,15.3790666667,18.1055017544,14.9816666667,22.7953333333,53.8418,15.6704833333
625.95,25.9347333333,63.4024,42.9668666667,48.3688666667,15.3843333333,18.1157719298,14.9800666667,22.8277333333,53.8724666667,15.7044333333
626.28,25.9488666667,63.4169333333,43.0096666667,48.3379666667,15.43,18.1427368421,14.9898666666,22.8396666666,53.8566,15.7362833333
626.61,26.0539333333,63.542,43.1026666667,48.4668,15.4758666666,18.1960666667,15.0512,22.9055333333,53.9449333333,15.8105166667
626.94,26.0974,63.5862,43.1608,48.4883,15.5226,18.2420280702,15.1052,22.9458,53.9714,15.8785166667
627.28,26.1159333333,63.6108666667,43.1864,48.5224666667,15.5465333333,18.2821859649,15.1230666667,22.9614,53.9625333333,15.87935
627.61,26.1438666667,63.6099333333,43.2158666667,48.5431333333,15.5838,18.3415438596,15.1591333333,22.9956666667,53.9345333333,15.9093333333
627.94,26.1300666667,63.5445333334,43.1791333333,48.4885,15.5687333333,18.3380736842,15.1497333334,22.9696666667,53.8927333334,15.9064666667
628.27,26.0982666667,63.6688666666,43.2264,48.5838,15.5769333333,18.3479789474,15.1004666667,22.9766666666,53.9509333333,15.8736166667
628.61,26.0283333333,63.6401333333,43.2185333333,48.5436,15.5382,18.3351789474,15.0896,22.9528666667,53.9109333333,15.8450166667
628.94,26.0053333333,63.6964666667,43.2437333333,48.6061666667,15.5357333333,18.3478105263,15.0821333333,22.9277333333,53.9652,15.8300666667
629.27,26.0266,63.7081333333,43.2786,48.5935333333,15.4913333333,18.3396491228,15.0162666667,22.9016,53.9798,15.7638666667
629.60,26.043,63.7489333333,43.3036666667,48.6221,15.4858,18.3527578947,15.0292,22.9439333334,53.9576666667,15.7563
629.94,26.0200666667,63.6792666667,43.2282,48.5657666667,15.4129333333,18.3528350877,14.9914,22.905,53.8915333333,15.7155166667
630.27,25.9232666667,63.551,43.1543333333,48.4771,15.3652666667,18.3052035088,14.9232,22.8497333333,53.7731333333,15.6151166667
630.60,25.8535333333,63.4459333333,43.1108,48.3795333333,15.329,18.2456807018,14.8906666667,22.8268,53.7366,15.5683666667
630.93,25.8606,63.3980666667,43.0563333333,48.411,15.2973333333,18.2034315789,14.8756666667,22.8165333333,53.7162,15.5727666667
631.26,25.8856,63.4554,43.1034666667,48.4083,15.287,18.1773052632,14.8711333333,22.7996666667,53.7503333333,15.5726166667
631.60,25.9931333333,63.6412,43.2399333333,48.5623,15.3826666667,18.2879578947,14.9436,22.9417333333,53.9269333333,15.6937166667
631.93,26.0334666667,63.6263333333,43.2776,48.5313666667,15.3702,18.2888701754,14.9918666667,22.9677333333,53.9521333333,15.7499833333
632.26,26.0977333333,63.704,43.3023333333,48.6112666667,15.4152666667,18.3272105263,15.0396,22.9870666667,54.0340666667,15.75425
632.59,26.1476666667,63.72,43.3586666667,48.6916333333,15.4896666667,18.3460596491,15.1234,23.0528,54.0758,15.8066166667
632.92,26.1273333333,63.6278,43.2883333333,48.6588333333,15.5058,18.3307087719,15.1326666667,23.0899333333,54.0352666667,15.8212833333
633.26,26.0994666667,63.6179333333,43.2740666667,48.6648666667,15.4616666667,18.3048912281,15.0994,23.0758666667,54.0567333333,15.8140333333
633.59,26.1399333333,63.6917333333,43.3268,48.6992666667,15.4865333333,18.309677193,15.1296666667,23.0865333333,54.1013333333,15.8192333333
633.92,26.1683333334,63.6608666666,43.2862666667,48.6566333333,15.4898666667,18.2957859649,15.1494666667,23.0886,54.0705333333,15.8211166667
