wavelength,Back_IriAnam,Belly_IriAnam,Breast_IriAnam,Crissum_IriAnam,Crown_IriAnam,DorTail_IriAnam,Patch10_IriAnam,Rump_IriAnam,Throat_IriAnam,WingTip_IriAnam
199.68,-1355.75753333,-1283.6362,-1275.15153333,-1092.1212,-1214.54546667,-1267.27266667,-1524.8484,-1396.36353333,-1164.8484,-1202.42433333
200.06,-763.508733333,-709.8246,-716.842133333,-631.578866667,-682.806933333,-708.421066667,-870.175333333,-790.526333333,-646.6668,-686.315933333
200.44,-2506.66666667,-2355.5556,-2346.66666667,-2133.33326667,-2299.99993333,-2374.4444,-2886.66666667,-2641.11113333,-2113.33326667,-2245.55566667
200.82,-15920.0,-15246.6666667,-14933.3333333,-13286.6666667,-14693.3333333,-15033.3333333,-18233.3333334,-16940.0,-13720.0,-14040.0
201.19,-880.0,-898.333333333,-853.333333333,-741.25,-822.083333333,-831.25,-1046.25,-939.166666667,-774.583333333,-776.666666666
201.57,-1186.66673333,-1263.03026667,-1176.36366667,-1017.5758,-1124.84853333,-1175.7576,-1446.0606,-1296.3636,-1033.3332,-1089.69693333
201.95,13506.6666667,14506.6666667,13706.6666667,11746.6666667,13100.0,13340.0,16093.3333333,14893.3333333,11900.0,12873.3333333
202.33,593.333333333,619.466666667,594.933333333,530.4,566.666666667,580.266666667,697.866666667,644.8,526.666666667,581.333333333
202.71,515.9524,541.4286,510.952333333,472.619,487.380866667,508.5714,610.9522,560.714333333,452.619066667,512.8572
203.09,612.727266667,646.969733333,599.697,570.606066667,554.848533333,593.9394,727.272733333,653.939333333,522.121266667,596.060666667
203.47,733.333266666,768.1482,706.296266667,680.3704,651.111133333,696.296133334,872.222133333,794.074066666,626.666733333,699.259133333
203.85,416.363733333,417.575866667,387.676733333,378.181866667,358.181733333,378.989866667,469.494933333,431.7172,347.4748,393.535333333
204.22,268.077,270.2564,251.0256,239.487266667,235.384666667,250.769133333,301.7948,276.1538,222.435933333,253.3334
204.60,301.304333333,310.289933333,283.0436,265.942066667,261.884066666,276.231866667,339.565333333,313.913,252.3188,287.536266667
204.98,288.840533333,292.753666666,270.434866667,259.420266666,247.536333333,258.550866667,333.043533333,303.478266667,234.637533333,280.724666667
205.36,263.077,253.974466667,244.230666667,238.846133334,223.8462,234.359,302.692333333,283.3332,212.4358,261.9232
205.74,293.333333333,273.888866667,277.083466667,264.3056,249.166666667,250.972266667,332.777733333,319.5834,238.194533333,285.694333333
206.12,295.111066666,269.037,278.814866667,264.7408,245.185266667,250.666666667,343.407333333,328.592466667,238.963066667,289.629666667
206.50,439.743666667,404.102666667,424.6154,385.897333333,354.8718,355.897533333,516.666666667,506.153866667,343.846266667,413.333466667
206.87,347.777866667,305.1852,330.555533333,296.481533333,281.6666,279.814866667,391.6666,380.740666667,270.370266667,326.296333333
207.25,267.755066667,237.551066667,256.870533333,225.5782,225.306,219.591866666,298.0952,299.999866667,216.0544,251.836666667
207.63,230.6432,204.9124,221.403466666,187.719266667,196.842133333,192.865466667,255.087666667,256.959,183.742666666,223.5088
208.01,211.0052,193.7566,203.915533333,173.650866667,185.502666667,180.0,241.798866667,241.4814,170.4762,204.761933334
208.39,194.0,171.1428,183.9048,159.714266667,169.238,161.7142,222.666733333,219.428666667,155.7142,187.809666667
208.77,159.437666667,138.232866667,156.0642,131.084266667,140.241,132.931733333,187.7912,179.5984,127.550266667,152.289133333
209.14,178.378466667,158.828733333,175.946,144.4144,155.855866667,150.09,207.747666667,200.5406,149.009,172.973
209.52,220.113,194.915133333,212.4292,174.463333333,194.350333333,181.130066667,252.5424,241.468933333,178.531133333,209.717533333
209.90,246.2746,223.7908,236.209133333,193.9868,223.268066667,205.3594,287.973866667,265.359466667,198.431333333,243.398733333
210.28,300.0,280.166666667,286.166666667,237.333333333,278.666666667,250.5,353.5,316.833333333,240.666666667,294.666666667
210.66,261.904866667,252.652933333,253.877533333,216.8708,252.652866667,226.394466667,315.102066667,280.272,219.864,270.748266667
211.03,294.386066667,297.368333333,302.4562,241.228066667,298.070133333,250.701733333,380.877266667,328.2456,246.1404,312.4562
211.41,308.596533333,314.385866667,322.2808,261.052733333,318.245733333,270.0,403.684266667,340.5262,261.578933333,337.192866667
211.79,248.8,254.133333333,264.933333333,221.866666667,263.2,217.066666667,323.2,276.266666667,212.8,269.466666667
212.17,310.476133333,321.714266667,336.380866667,276.1904,337.3334,273.904733333,405.1428,351.238133333,266.285733333,344.380933333
212.55,551.9298,580.7018,592.280666667,481.754333333,606.666733334,490.175333333,717.193,623.508733334,467.719266667,610.175533333
212.92,611.111133333,623.3334,627.037133333,534.814733333,658.888933333,538.8888,764.814933333,675.925933333,520.370266667,668.889066667
213.30,361.234666667,368.148266667,370.123466666,325.432133333,406.9136,315.0616,468.148133334,413.580266667,310.864133333,391.604866667
213.68,216.592466667,230.666666667,228.444333333,201.481533333,245.3334,194.2222,289.925933333,254.518533333,197.037,238.518333333
214.06,194.4,202.4,205.333333333,188.8,218.666666667,176.0,252.8,228.8,180.933333334,206.0
214.44,168.415466667,162.622933333,169.945266667,156.611866667,176.721266667,144.808933334,209.289666667,189.289533333,147.4318,170.382533333
214.81,161.128266667,147.3846,160.1026,140.512866667,163.281933333,132.820533333,197.743533333,174.461333333,133.435933333,154.871866667
215.19,166.161666667,148.99,156.060666667,141.919266667,162.3232,137.9798,197.0706,179.697,139.899,152.525266667
215.57,166.349266667,147.195866667,153.3332,137.460333333,160.529,131.745933333,192.2752,178.624333333,138.941866667,142.6456
215.95,197.163133333,170.6382,175.3192,162.9788,187.659533333,146.241133333,232.056666667,208.9362,165.390066667,165.390066667
216.32,190.2564,164.2308,167.8206,158.076933333,178.461466667,134.871866667,227.948733333,199.102533333,162.692266667,160.897466667
216.70,210.1588,187.142733333,193.9682,175.555466667,202.063533333,144.4444,259.523733334,226.507933333,185.7144,183.015866667
217.08,194.8718,169.0598,183.076933333,163.7608,190.2564,125.641066667,242.222266667,215.042733333,172.307666667,161.709333333
217.46,236.8628,213.137266667,238.0392,200.196133333,236.666733333,164.117533333,288.039266667,260.1962,202.7452,205.490066667
217.83,426.2962,357.407266667,413.703933333,333.7036,406.666733333,270.740666667,495.555466667,443.703733333,336.6668,347.777866666
218.21,1910.0,1603.33333333,1848.33333333,1455.0,1841.66666667,1178.33333333,2255.0,1986.66666667,1461.66666666,1603.33333333
218.59,-1803.33333333,-1623.33333333,-1793.33333333,-1468.33333333,-1840.0,-1190.0,-2211.66666667,-2001.66666667,-1511.66666667,-1595.0
218.97,-880.0,-800.0,-883.333333333,-751.666666667,-935.833333333,-614.166666667,-1061.66666667,-954.166666667,-733.333333333,-780.833333333
219.34,3450.0,3123.33333333,3553.33333333,3080.0,3850.0,2506.66666667,4256.66666667,3610.0,2876.66666667,3293.33333334
219.72,2166.66666667,1880.0,2235.5556,1848.88893333,2508.88886667,1626.6666,2726.6666,2235.5556,1711.11113333,2104.44453333
220.10,580.606066666,521.818133333,646.666733333,507.8788,692.121199999,493.9396,764.848466667,625.454533333,479.393866667,587.8788
220.47,365.833333333,323.333333333,430.416666667,309.166666667,441.666666667,345.416666667,494.583333333,407.916666667,294.166666667,372.916666667
220.85,255.466666667,226.933333333,292.266666667,223.2,291.2,233.6,335.2,276.266666667,197.6,245.6
221.23,1292.0,1260.0,1502.66666667,1129.33333333,1492.0,1262.66666667,1794.66666667,1434.66666667,1002.66666667,1378.66666667
221.61,-1922.22226667,-1851.11106667,-2228.88886667,-1648.889,-2246.6666,-1979.99993333,-2686.66653334,-2102.22226667,-1526.66666667,-2046.66666667
221.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222.36,657.5,678.333333333,844.999999999,600.833333333,815.833333333,732.499999999,936.666666668,791.666666667,559.166666667,770.833333333
222.74,575.555466667,567.407466667,751.111066667,525.925933333,720.0,621.481533333,786.666666667,651.111133333,428.148133333,657.778
223.11,535.555466667,540.740666667,722.962933333,475.555466667,672.592666667,586.6666,714.8148,628.888933333,385.185133333,638.5186
223.49,-810.666666667,-793.333333334,-1142.66666667,-693.333333333,-1004.0,-882.666666665,-1025.33333333,-979.999999999,-548.0,-953.333333334
223.87,-148.888866667,-147.555533333,-266.666533333,-144.0,-212.888933333,-198.222133333,-225.7778,-214.222133333,-69.3333333333,-216.888933333
224.24,-117.0,-107.0,-194.666666667,-89.9999999999,-140.666666667,-138.0,-157.666666667,-149.666666667,-43.3333333333,-147.666666666
224.62,-106.087,-96.2318666665,-159.1304,-86.9564666665,-131.883933333,-123.768133333,-136.811666667,-119.130333333,-44.0578666667,-129.275333333
225.00,-58.4314,-50.196,-89.0196,-38.2354,-76.4706000001,-73.9216666667,-77.4508666667,-64.1174666667,-28.2352666667,-77.2548666666
225.38,-29.3333333333,-15.6666666667,-47.0,-7.66666666666,-38.5,-40.1666666667,-35.0,-31.1666666667,-7.49999999999,-42.5
225.75,-23.0,0.33333333334,-38.0,-1.83333333334,-24.3333333333,-26.6666666667,-30.3333333333,-22.6666666667,3.16666666665,-37.5
226.13,-14.2484,-0.13086666666,-26.5359333333,-5.49020000001,-19.4772,-19.4769333333,-26.2744,-16.6012666667,6.79733333333,-32.6797333333
226.51,-10.9179333333,-2.89846666665,-21.7391333333,-5.31406666668,-16.8115333333,-14.1062666667,-22.6086,-12.0773333333,1.15939999999,-25.9904
226.88,-8.17453333334,-7.06359999999,-18.5714666667,-4.92066666666,-12.9365333333,-15.2381333333,-25.3174,-13.5715333333,-5.238,-23.1745333333
227.26,-7.02059999999,-6.37166666668,-14.4542666667,-6.78466666668,-10.9143333333,-13.2154,-23.4218666667,-12.0354666667,-9.43953333336,-16.4602
227.64,-7.4704,-11.0165333333,-14.6098,-10.6383333333,-12.2931333333,-12.435,-24.9646666667,-13.9954,-12.1512666667,-15.5082
228.01,-7.12653333333,-12.7970666667,-12.9886,-10.3065333333,-11.3793333333,-7.77773333333,-22.1074,-14.138,-12.337,-13.2183333333
228.39,0.881133333332,-4.4052,-4.17033333333,-3.11306666667,-3.11313333333,0.998599999999,-9.77973333333,-5.05133333333,-4.1116,-3.49473333333
228.76,1.85986666667,-1.3042,-2.3914,-0.869599999994,-0.7246,3.26086666667,-7.07713333334,-3.16426666667,-1.95653333333,-0.893600000001
229.14,4.16673333334,0.747866666666,0.320466666668,1.41033333333,1.859,5.29913333333,-4.40173333333,-1.17533333333,0.982866666668,1.77353333333
229.52,2.69473333333,-0.858266666659,-2.01593333333,-0.379199999997,-0.3992,3.69266666667,-6.64673333333,-2.43506666667,-0.498933333335,0.998
229.89,3.53986666667,0.107800000001,-0.934333333333,0.826466666669,0.449266666666,4.60026666667,-4.8338,-1.43746666667,0.9704,2.5336
230.27,3.71333333334,1.84793333333,-0.449133333335,1.76173333333,1.4508,6.07953333333,-3.62693333333,-0.967133333333,0.984466666666,3.38526666666
230.65,6.8932,5.72826666667,3.59213333333,5.35586666667,5.06466666667,9.23946666665,1.08413333333,3.46273333333,4.04526666667,7.92866666667
231.02,8.34866666666,8.30260000001,5.0612,7.04886666667,6.97239999999,11.0244,3.66986666667,5.15293333333,5.53513333333,9.87773333334
231.40,10.1689333333,10.7526666667,7.14286666667,8.83266666667,9.44713333335,12.9646,6.05226666667,6.8664,8.37179999999,11.9816666667
231.78,10.1788,11.5928666667,7.44366666667,9.60386666667,9.74366666667,13.1623333333,6.57340000001,6.7754,9.33953333333,11.9658666667
232.15,8.45300000001,10.8772,5.03986666667,7.81500000001,8.3732,10.8772666667,4.33793333333,5.62999999999,6.92173333333,10.3188
232.53,9.39246666667,11.8062,6.15780000001,8.5386,8.80126666665,11.6585333333,4.48266666667,6.19046666667,7.42193333334,10.3120666667
232.90,12.3174,13.5078666667,9.09526666667,11.1904666667,11.0317333333,14.8412,7.84126666667,8.76186666667,9.87286666668,12.1746
233.28,11.3105333333,12.3462666667,6.89333333334,8.81873333333,9.013,13.8996666667,6.24600000001,7.0874,8.54373333333,10.5016
233.66,10.654,12.1529333333,6.71453333334,7.36846666667,8.24573333334,12.6316666666,6.47533333333,6.39553333332,8.34133333333,9.92033333334
234.03,10.2812,11.3734,6.3294,6.74686666667,8.04813333335,12.0803333334,6.10446666667,6.04,7.4218,10.1204666667
234.41,10.3436666667,10.5355333333,6.65060000001,7.0344,7.64186666666,11.6707333333,6.17113333333,6.18713333334,6.77853333333,10.4716666667
234.78,9.56446666667,9.91293333333,5.68473333333,5.96993333333,6.52413333333,10.9104666667,4.54466666667,4.8932,6.8408,9.67533333333
235.16,8.00953333333,8.05753333334,4.46046666667,3.805,4.23666666667,9.68820000001,3.1974,4.1566,5.24393333334,7.84979999999
235.54,6.74346666666,6.35939999999,3.533,3.1182,2.53453333333,9.26273333333,2.21193333333,4.13193333333,3.42546666667,6.25193333332
235.91,7.30513333333,6.3846,3.65253333333,3.59306666667,2.64293333333,9.22046666667,2.5984,4.95906666667,3.97913333333,6.94873333333
236.29,8.16566666667,6.3098,4.31133333333,4.3396,2.5554,9.29339999999,3.58326666667,5.46746666667,5.12486666667,7.66606666666
236.66,6.35393333333,4.961,2.8002,3.18406666667,1.12293333333,7.80393333334,2.21746666667,4.09386666666,4.0228,6.76633333333
237.04,2.3798,1.1746,-1.28146666667,-1.57126666667,-2.68486666667,3.98166666667,-1.72393333333,0.533933333335,0.549266666667,3.79866666667
