wavelength,Back_IriAnam,Belly_IriAnam,Breast_IriAnam,Crissum_IriAnam,Crown_IriAnam,DorTail_IriAnam,Patch10_IriAnam,Rump_IriAnam,Throat_IriAnam,WingTip_IriAnam
354.74,6.46626666666,9.45593333333,8.14406666667,4.68426666667,6.7846,7.0884,4.13786666666,6.8742,17.6115333333,7.06246666667
355.11,6.44666666667,9.49539999999,8.2246,4.77493333333,6.77986666667,7.1672,4.20146666666,6.9354,17.6251333333,7.07886666667
355.47,6.50766666667,9.64,8.3468,4.809,6.85893333333,7.26713333333,4.23833333334,7.03113333333,17.6298666667,7.12
355.83,6.57626666667,9.71626666667,8.4268,4.88226666667,6.96866666666,7.37873333333,4.3466,7.10786666667,17.6644,7.1804
356.20,6.6054,9.79119999999,8.48926666667,4.90333333333,7.07373333333,7.44713333333,4.37306666667,7.1982,17.6850666667,7.1848
356.56,6.7208,9.9094,8.63493333333,4.9872,7.2178,7.568,4.47146666667,7.33066666667,17.7936666667,7.28766666666
356.93,6.6358,9.85979999999,8.59346666667,4.899,7.17746666667,7.4916,4.3904,7.29706666667,17.7274,7.26233333333
357.29,6.60646666667,9.84220000001,8.5416,4.83493333333,7.16553333333,7.46053333333,4.33706666667,7.2868,17.6380666667,7.23306666667
357.66,6.54086666667,9.81719999999,8.4524,4.75833333333,7.13706666667,7.40826666667,4.26273333333,7.19586666667,17.5734666667,7.16206666667
358.02,6.54426666667,9.80400000001,8.43693333333,4.75726666667,7.12773333333,7.40406666667,4.29373333333,7.17393333333,17.5040666667,7.09146666667
358.38,6.56846666666,9.82140000001,8.47326666667,4.77753333333,7.1488,7.4042,4.30573333333,7.17373333333,17.4704666667,7.0646
358.75,6.5532,9.82786666667,8.4734,4.76913333333,7.17333333333,7.3994,4.27873333333,7.14453333333,17.4666,7.0378
359.11,6.53866666667,9.81026666667,8.42366666667,4.7436,7.17446666667,7.3536,4.2346,7.12533333333,17.4281333333,7.02766666667
359.48,6.4988,9.74553333334,8.38473333333,4.71513333333,7.1622,7.28446666667,4.2148,7.08906666667,17.4666,7.02073333333
359.84,6.50006666667,9.77486666667,8.37533333333,4.69933333333,7.13246666667,7.22373333333,4.15513333333,7.0784,17.4444666667,6.97426666667
360.20,6.49753333333,9.73586666667,8.3588,4.66206666667,7.08966666667,7.14986666667,4.11926666667,7.04533333333,17.3722,6.90686666667
360.57,6.45986666667,9.67286666667,8.2808,4.61606666667,7.04093333333,7.09686666667,4.07793333333,6.9766,17.2980666667,6.83966666667
360.93,6.5362,9.74646666667,8.3594,4.7012,7.12686666667,7.1546,4.1594,7.04873333334,17.3402,6.87506666666
361.29,6.5574,9.7874,8.40213333333,4.76113333334,7.1314,7.18333333333,4.17626666667,7.05593333333,17.3702,6.85986666667
361.66,6.6102,9.85726666666,8.4752,4.81453333333,7.19913333333,7.23386666667,4.2498,7.13686666666,17.402,6.9444
362.02,6.7156,9.97233333333,8.5934,4.89773333333,7.31113333333,7.30513333333,4.3136,7.24933333333,17.4744666667,7.0734
362.39,6.709,9.95086666667,8.53793333333,4.85366666667,7.28033333333,7.26866666667,4.2844,7.1934,17.4195333333,7.05606666667
362.75,6.75373333333,9.98833333333,8.585,4.8916,7.33386666667,7.2876,4.32606666667,7.23086666667,17.3912,7.09973333333
363.11,6.7776,10.0567333333,8.60626666667,4.87466666667,7.34346666667,7.3204,4.32193333333,7.26233333333,17.3797333333,7.11633333333
363.48,6.7186,10.0378,8.5424,4.79446666667,7.29153333333,7.26973333333,4.27973333333,7.21886666667,17.2428666667,7.03933333333
363.84,6.76806666667,10.0982666667,8.60606666667,4.82966666667,7.33246666667,7.31786666667,4.35113333333,7.27593333333,17.271,7.10453333333
364.20,6.76593333333,10.1081333333,8.62013333333,4.8346,7.34106666667,7.3468,4.37786666667,7.2768,17.2431333333,7.1378
364.57,6.79033333333,10.2126,8.6956,4.89893333333,7.4022,7.3908,4.4356,7.34953333333,17.2636666667,7.20113333333
364.93,6.75606666667,10.1690666667,8.622,4.8502,7.32186666667,7.2996,4.36713333333,7.2614,17.1802,7.12773333333
365.29,6.6784,10.0968666667,8.57833333333,4.7404,7.30753333334,7.22926666667,4.296,7.18766666666,17.0664,7.091
365.66,6.64666666667,10.0452,8.52973333333,4.6888,7.2608,7.18026666667,4.2382,7.14606666667,16.9554666667,7.00626666667
366.02,6.5024,9.92426666667,8.4006,4.54786666667,7.13553333333,7.05106666667,4.1026,6.99066666667,16.7924666666,6.82966666667
366.38,6.53513333333,9.98926666668,8.4752,4.60686666667,7.2124,7.11806666667,4.14673333333,7.07386666667,16.836,6.881
366.75,6.46686666666,9.93753333333,8.37573333333,4.50553333333,7.10826666667,7.02113333333,4.0616,6.99853333333,16.6735333333,6.78866666667
367.11,6.40346666667,9.85366666667,8.315,4.48453333333,7.05646666667,6.93866666667,4.01173333333,6.93146666667,16.565,6.71013333333
367.47,6.4,9.85493333333,8.33926666667,4.49826666667,7.05993333333,6.94,3.97353333333,6.94113333333,16.5452,6.6986
367.84,6.30553333333,9.768,8.24853333333,4.42286666667,6.98333333333,6.8728,3.87813333333,6.858,16.3903333333,6.59966666667
368.20,6.2178,9.75306666667,8.20593333333,4.39893333333,6.95086666667,6.81786666667,3.76786666667,6.79646666667,16.3040666667,6.53486666667
368.56,6.24146666667,9.73160000001,8.1958,4.38226666667,6.94773333333,6.82313333333,3.7414,6.78833333333,16.2035333333,6.50013333333
368.93,6.22446666667,9.79213333333,8.21753333333,4.36873333333,6.98286666667,6.86933333333,3.755,6.804,16.1071333333,6.51093333333
369.29,6.2606,9.87120000001,8.22906666667,4.41906666667,6.98926666667,6.9036,3.79506666667,6.82973333333,16.0840666666,6.5228
369.65,6.2978,9.9246,8.2868,4.4698,7.05613333333,6.94253333333,3.81673333333,6.86446666667,16.0512,6.55013333333
370.01,6.38506666667,9.98673333333,8.3452,4.5628,7.146,7.02786666667,3.9116,6.955,16.0507333333,6.64453333333
370.38,6.40206666667,9.99546666667,8.3694,4.59926666667,7.15173333333,7.033,3.92073333333,6.96853333333,15.9716666667,6.63066666667
370.74,6.44833333333,10.0729333333,8.43013333333,4.63746666667,7.1838,7.10086666667,3.95946666667,7.02326666667,15.9808,6.68406666667
371.10,6.49913333333,10.1144,8.51506666667,4.6524,7.2314,7.166,3.97713333333,7.0452,15.956,6.71773333333
371.46,6.54373333333,10.148,8.54613333333,4.6962,7.2512,7.17686666667,4.01486666667,7.07313333333,15.9102,6.76293333333
371.83,6.59633333333,10.2344,8.6108,4.75053333333,7.34073333333,7.1998,4.06526666667,7.138,15.8788,6.80786666667
372.19,6.7096,10.2836,8.66313333333,4.81886666667,7.39586666667,7.23773333333,4.17566666667,7.22313333333,15.8564666667,6.88286666667
372.55,6.67493333333,10.2650666667,8.62373333333,4.79846666667,7.35213333333,7.16693333333,4.15606666667,7.1894,15.7390666667,6.84733333333
372.92,6.67186666666,10.2343333333,8.62046666667,4.7958,7.31033333333,7.12893333333,4.11953333333,7.15913333333,15.6715333333,6.79853333333
373.28,6.64633333333,10.2125333333,8.61293333333,4.76653333333,7.2934,7.09913333333,4.08113333333,7.14526666666,15.5404666667,6.77
373.64,6.67073333333,10.2577333333,8.63113333333,4.78146666667,7.30213333333,7.11166666667,4.11066666667,7.16133333333,15.5015333333,6.79086666667
374.00,6.6678,10.3312,8.6722,4.7594,7.30826666667,7.08846666667,4.09033333333,7.18253333333,15.4201333333,6.78826666666
374.37,6.61766666667,10.3390666667,8.6244,4.6962,7.25713333333,7.02506666667,4.03026666667,7.17986666667,15.3022666667,6.75793333333
374.73,6.59453333333,10.3212666667,8.6386,4.73506666667,7.2714,7.0012,4.0356,7.18973333334,15.2072666667,6.73673333333
375.09,6.538,10.2897333333,8.56733333333,4.69046666667,7.219,6.9088,3.9812,7.14786666667,15.0593333333,6.68193333333
375.45,6.60573333333,10.37,8.64493333333,4.73786666667,7.3014,6.97853333333,4.03066666667,7.18833333333,15.0272,6.7362
375.81,6.60393333333,10.3576666667,8.66293333333,4.75226666667,7.28646666667,7.00286666667,4.04813333333,7.1794,14.9870666667,6.7488
376.18,6.5376,10.3268666667,8.6112,4.66946666667,7.25726666667,6.97213333333,3.972,7.09366666667,14.8486666667,6.68773333333
376.54,6.5888,10.421,8.70006666666,4.7296,7.3542,7.04433333333,4.0232,7.15433333333,14.8473333333,6.77166666667
376.90,6.58593333333,10.4272666667,8.72573333333,4.72233333333,7.3932,7.037,4.02366666667,7.15773333333,14.7552666667,6.78373333333
377.26,6.68173333333,10.5077333333,8.82393333333,4.78493333333,7.48226666667,7.10653333333,4.0822,7.23706666667,14.782,6.8832
377.63,6.69813333333,10.5374,8.87919999999,4.80626666667,7.52506666667,7.12346666667,4.08413333333,7.25046666667,14.711,6.91726666667
377.99,6.74306666667,10.5579333333,8.90586666667,4.86026666667,7.55806666667,7.17146666667,4.12626666667,7.2772,14.6822666667,6.96093333334
378.35,6.77006666667,10.5700666667,8.91813333333,4.8644,7.5932,7.19053333333,4.16413333333,7.2382,14.5940666667,6.9374
378.71,6.78086666666,10.5849333333,8.92853333333,4.82926666667,7.5864,7.19126666667,4.1418,7.20746666667,14.4836,6.92313333333
379.07,6.7868,10.5902,8.9226,4.83286666667,7.58633333333,7.17646666667,4.15313333333,7.20253333333,14.3741333333,6.9208
379.44,6.70793333334,10.5092,8.83906666666,4.75213333333,7.52026666667,7.08373333333,4.08646666667,7.1376,14.177,6.81046666667
379.80,6.6484,10.4474666667,8.76666666666,4.66566666667,7.476,6.9984,3.9986,7.0618,13.9838666667,6.73386666667
380.16,6.69966666667,10.5293333333,8.82946666667,4.75153333333,7.5308,7.04913333333,4.06246666667,7.14446666667,13.9298,6.77673333334
380.52,6.65286666667,10.481,8.78180000001,4.7224,7.4656,6.9936,3.99433333333,7.06733333333,13.7504,6.68953333333
380.88,6.7594,10.6071333334,8.88480000001,4.82906666667,7.58706666667,7.1152,4.08733333333,7.19113333333,13.7806666667,6.80786666667
381.24,6.743,10.6118666666,8.88106666667,4.8586,7.5856,7.1346,4.10333333333,7.1954,13.6646,6.77426666667
381.61,6.7038,10.6068,8.83426666666,4.83166666667,7.5566,7.09846666667,4.0854,7.17073333333,13.531,6.7524
381.97,6.658,10.6097333333,8.80840000001,4.82153333334,7.5456,7.06073333333,4.0432,7.14253333333,13.3709333333,6.7252
382.33,6.62173333333,10.5872,8.78073333333,4.79226666667,7.5184,7.03046666667,3.99573333333,7.14806666667,13.2613333333,6.7242
382.69,6.63013333334,10.5982,8.77566666667,4.83166666666,7.54426666667,7.02606666666,4.02546666667,7.17333333333,13.1948,6.75946666667
383.05,6.65753333333,10.6518666667,8.8324,4.8546,7.59666666667,7.08953333333,4.0398,7.22493333333,13.1609333333,6.77866666667
383.41,6.70106666667,10.7268666667,8.89200000001,4.9098,7.64166666667,7.15986666667,4.073,7.30166666667,13.1349333333,6.8552
383.77,6.71693333333,10.7743333333,8.9172,4.94666666667,7.662,7.1934,4.09433333333,7.35033333333,13.0690666667,6.86906666667
384.14,6.68666666667,10.7372,8.91633333333,4.90506666667,7.64066666667,7.18126666667,4.06053333333,7.326,12.995,6.8416
384.50,6.69993333333,10.7485333333,8.93893333333,4.88226666667,7.65213333333,7.17873333333,4.06653333333,7.342,12.9445333333,6.87033333333
384.86,6.654,10.7039333333,8.89546666667,4.8178,7.605,7.11073333333,4.01293333334,7.27053333333,12.8023333333,6.80693333333
385.22,6.67106666667,10.7298,8.89119999999,4.80493333333,7.61793333333,7.08473333333,3.9944,7.26146666667,12.7313333333,6.8116
385.58,6.7068,10.7413333333,8.92313333334,4.82333333333,7.6356,7.09566666667,4.01333333333,7.2828,12.6989333333,6.81273333333
385.94,6.6944,10.7333333333,8.90086666667,4.76553333333,7.60626666667,7.0694,3.98333333333,7.25866666666,12.6434666667,6.77126666667
386.30,6.75753333333,10.8175333333,8.98266666667,4.8446,7.67913333333,7.1284,4.04046666667,7.2826,12.6404666667,6.83186666667
386.66,6.74593333333,10.8168,8.989,4.8368,7.69686666667,7.12926666666,4.01853333333,7.2608,12.5628,6.80486666667
387.03,6.74093333333,10.8266666667,8.99713333333,4.8526,7.71446666667,7.11153333333,4.0236,7.23893333333,12.4920666667,6.78066666667
387.39,6.7554,10.8574666667,9.04966666667,4.88266666667,7.74906666666,7.11806666667,4.03673333333,7.237,12.4662,6.7816
387.75,6.83866666667,10.9712666667,9.13613333334,4.96333333333,7.84686666667,7.1832,4.0952,7.29393333333,12.5025333333,6.8498
388.11,6.90833333333,11.0672666667,9.18273333335,5.0474,7.93579999999,7.23493333333,4.16253333333,7.34406666667,12.4810666667,6.9118
388.47,6.93346666667,11.1312,9.22353333332,5.1032,7.99980000001,7.29286666667,4.20093333333,7.39286666667,12.4681333333,6.95033333333
388.83,6.91033333333,11.1548,9.21346666667,5.11313333333,7.99326666667,7.28186666667,4.19233333333,7.37626666666,12.4000666667,6.95093333333
389.19,6.87326666667,11.1462,9.2134,5.08213333333,7.9974,7.26646666667,4.17606666667,7.34266666667,12.3303333333,6.91126666667
389.55,6.84686666667,11.1603333333,9.19693333333,5.05613333333,8.00293333333,7.2494,4.151,7.326,12.2520666667,6.9066
389.91,6.86206666667,11.1655333333,9.22966666665,5.07753333333,8.04706666667,7.26853333333,4.18513333333,7.356,12.2180666667,6.91666666667
390.27,6.8126,11.1230666667,9.18246666667,5.009,8.00806666667,7.2018,4.15266666667,7.3134,12.1075333333,6.8488
390.63,6.80466666667,11.1147333333,9.18566666668,4.98753333333,7.99606666666,7.1842,4.14413333333,7.31173333333,12.0414,6.834
391.00,6.80166666667,11.1441333333,9.20013333332,4.98453333333,7.99313333334,7.18826666667,4.1602,7.34306666667,11.9992666667,6.87153333333
391.36,6.80186666667,11.1368,9.17373333334,4.9656,8.00526666667,7.166,4.14906666667,7.33393333333,11.929,6.8798
391.72,6.7936,11.1096666667,9.14899999999,4.93686666667,7.99239999999,7.14433333334,4.13553333333,7.30246666667,11.8363333333,6.8528
392.08,6.7772,11.0884,9.15806666667,4.90133333333,7.97513333333,7.10993333333,4.1224,7.29566666667,11.7790666667,6.84706666667
392.44,6.7606,11.0735333333,9.14700000001,4.86966666667,7.94980000001,7.08513333333,4.0974,7.27773333333,11.7072666667,6.8194
392.80,6.7834,11.0797333333,9.18506666666,4.86433333333,7.97433333333,7.09386666667,4.09946666667,7.30386666667,11.6582,6.81426666667
393.16,6.78426666667,11.0855333333,9.18340000001,4.88626666667,7.9678,7.10166666667,4.0952,7.3304,11.6025333333,6.8384
393.52,6.78766666666,11.0797333333,9.18506666666,4.89313333334,7.97186666666,7.09673333333,4.08693333333,7.3372,11.5270666666,6.82913333333
393.88,6.81166666667,11.1066,9.20739999999,4.93106666667,7.99999999999,7.112,4.0918,7.3332,11.4667333333,6.8588
394.24,6.83606666667,11.1244666666,9.25226666667,4.96553333333,8.02593333333,7.12453333333,4.08393333333,7.35113333333,11.4178666667,6.90526666667
394.60,6.83553333333,11.1590666667,9.24200000001,4.9702,8.0274,7.11166666667,4.0644,7.33586666666,11.3552,6.90413333333
394.96,6.886,11.1979333334,9.28259999999,5.01493333333,8.07386666667,7.13753333333,4.0884,7.36173333333,11.3181333333,6.9276
395.32,6.86253333333,11.1925333333,9.28080000001,5.0064,8.0552,7.10926666667,4.0758,7.33586666667,11.2354,6.89526666667
395.68,6.7892,11.1351333333,9.24960000001,4.948,7.99153333333,7.04993333334,4.0044,7.28513333333,11.1097333333,6.83226666667
396.04,6.76566666667,11.1192,9.23046666667,4.91126666667,7.96440000001,7.02833333333,3.96626666667,7.23913333334,11.002,6.78646666667
396.40,6.7536,11.1151333333,9.23033333334,4.88193333333,7.96540000001,7.01346666667,3.9376,7.1994,10.8918,6.764
396.76,6.76286666667,11.1418666667,9.24733333335,4.9,7.99080000001,7.0348,3.94666666667,7.2236,10.8162666667,6.80126666667
397.12,6.79793333334,11.1862,9.28580000001,4.92686666667,8.03139999999,7.04126666667,3.98106666667,7.24726666667,10.7255333334,6.838
397.48,6.84806666667,11.2533333333,9.34406666668,4.9766,8.0866,7.09826666667,4.03006666666,7.29633333333,10.6942,6.88906666667
397.84,6.88233333333,11.2847333333,9.38433333334,4.995,8.11299999999,7.1234,4.05086666667,7.33853333334,10.6224666667,6.90293333333
398.20,6.89413333333,11.3403333333,9.38546666667,5.02053333333,8.14959999999,7.17133333333,4.08433333333,7.3802,10.5584666667,6.91453333333
398.56,6.88306666667,11.3481333333,9.41373333333,5.01386666667,8.16900000001,7.19946666666,4.10253333334,7.3918,10.4835333333,6.92213333333
398.92,6.86453333333,11.3543333333,9.41153333333,4.97986666667,8.15886666667,7.1902,4.07706666667,7.367,10.3632,6.90913333333
399.28,6.8974,11.4066,9.44200000001,4.99813333333,8.18793333333,7.21813333333,4.09553333334,7.39046666667,10.2927333333,6.93073333333
399.64,6.92866666667,11.4282,9.48353333333,5.03993333333,8.23986666667,7.2488,4.1532,7.4256,10.2345333333,6.99086666667
400.00,6.9062,11.4396666667,9.47566666668,5.04273333333,8.24886666666,7.24406666667,4.12053333333,7.4406,10.1396,6.98793333333
400.36,6.89893333333,11.4432666667,9.47853333333,5.06506666667,8.27033333334,7.2372,4.1372,7.45546666667,10.0570666667,6.99846666667
400.72,6.86273333333,11.4315333333,9.43386666666,5.0384,8.241,7.19053333333,4.1022,7.40173333333,9.94046666667,6.95573333333
401.08,6.836,11.3966666667,9.41866666666,5.00093333333,8.21853333333,7.17373333333,4.067,7.38166666667,9.82353333335,6.904
401.44,6.8126,11.3808666667,9.42099999999,4.98153333333,8.21106666666,7.16073333333,4.05206666667,7.35573333333,9.71499999999,6.88206666667
401.80,6.78986666667,11.4028666667,9.42233333333,4.98126666667,8.21433333333,7.14806666667,4.05193333333,7.33913333333,9.61466666667,6.88773333333
402.16,6.78513333334,11.3850666667,9.42733333333,4.96933333333,8.20520000001,7.11593333333,4.0446,7.3096,9.53373333333,6.8584
402.52,6.81626666667,11.4156666666,9.45266666668,4.99586666667,8.22353333333,7.1146,4.0466,7.33746666667,9.474,6.87046666667
402.88,6.785,11.3756,9.43633333333,4.97866666667,8.20666666666,7.08733333333,4.02326666667,7.30373333333,9.38173333333,6.8306
403.24,6.7698,11.3698666667,9.42493333333,4.9702,8.18046666667,7.0708,4.00626666667,7.28093333333,9.29073333333,6.79866666667
403.60,6.79666666667,11.4252,9.44593333333,4.9882,8.19766666667,7.08666666667,4.0216,7.29886666667,9.24473333333,6.81013333333
403.95,6.80713333333,11.4592666667,9.47053333334,4.9878,8.20933333333,7.09473333333,4.02833333333,7.27826666667,9.18533333333,6.80426666667
404.31,6.8436,11.4962666667,9.49459999999,5.012,8.22586666667,7.10886666667,4.04826666667,7.28346666667,9.15620000001,6.82126666667
404.67,6.84693333333,11.5101333333,9.50853333333,5.03366666667,8.23940000001,7.11986666667,4.06273333334,7.2848,9.09859999999,6.81373333333
405.03,6.86693333333,11.5609333333,9.53993333333,5.06493333333,8.26426666667,7.1348,4.08086666666,7.28573333333,9.08326666665,6.82813333333
405.39,6.90633333333,11.6159333333,9.5838,5.1036,8.29826666667,7.1528,4.11506666667,7.30146666667,9.06979999999,6.86406666667
405.75,6.92313333333,11.6517333333,9.59353333333,5.1134,8.31066666667,7.15793333334,4.1134,7.30506666667,9.04666666667,6.87133333333
406.11,6.9378,11.678,9.60606666667,5.11946666667,8.32346666666,7.17006666667,4.102,7.32093333333,9.00626666667,6.87846666667
406.47,6.93993333333,11.7066,9.62286666666,5.1126,8.33053333334,7.1692,4.09993333333,7.31446666667,8.96813333333,6.87786666667
406.83,6.95973333334,11.7468,9.63006666666,5.1266,8.33460000001,7.16953333333,4.10573333334,7.3228,8.92613333334,6.8802
407.19,6.97346666667,11.7798,9.66080000001,5.1472,8.38060000001,7.18786666667,4.1072,7.3432,8.90413333334,6.9
407.55,6.963,11.8044666667,9.68060000001,5.15973333333,8.40173333333,7.1946,4.0794,7.3462,8.87206666666,6.8978
407.90,7.0018,11.8476,9.71640000001,5.20166666667,8.4434,7.21153333334,4.10173333334,7.38093333333,8.86273333333,6.9368
408.26,7.0018,11.8775333334,9.7454,5.20533333333,8.46653333334,7.2252,4.09826666667,7.3952,8.83620000001,6.9386
408.62,7.02726666667,11.9133333333,9.75946666666,5.22113333333,8.46613333334,7.23346666667,4.0928,7.39946666667,8.81359999999,6.95786666667
408.98,7.02633333333,11.9263333333,9.77659999999,5.21606666667,8.47806666667,7.25046666667,4.08933333333,7.3896,8.78066666667,6.97893333333
409.34,7.0214,11.9404666667,9.75993333333,5.20653333333,8.47279999999,7.24933333333,4.0554,7.39406666667,8.74126666667,6.95386666667
409.70,7.04326666666,11.964,9.80946666667,5.2194,8.5036,7.28006666667,4.07326666667,7.41506666667,8.73793333334,6.97566666667
410.06,7.03866666667,12.0100666667,9.85946666667,5.2336,8.523,7.2912,4.08646666666,7.4408,8.71133333333,6.9968
410.42,7.04606666667,11.9984666667,9.86180000001,5.2428,8.54866666667,7.29826666666,4.08373333333,7.43713333333,8.67706666666,6.98186666667
410.77,7.06593333333,12.0554666667,9.91526666665,5.268,8.588,7.32646666667,4.10526666667,7.462,8.67926666666,7.01433333333
411.13,7.07113333333,12.0757333333,9.91153333333,5.26846666667,8.59626666666,7.34293333333,4.1214,7.4586,8.65553333333,7.03706666667
411.49,7.06613333333,12.084,9.9022,5.25446666667,8.59239999999,7.3158,4.124,7.44533333333,8.62446666667,7.01766666667
411.85,7.04133333333,12.0638,9.88499999999,5.23406666667,8.57126666667,7.29406666667,4.09773333333,7.42586666667,8.57453333334,6.97246666667
412.21,7.02306666667,12.0722666667,9.86859999999,5.2086,8.55593333334,7.26193333333,4.07506666667,7.39913333333,8.53159999999,6.94246666667
412.57,7.00466666667,12.0770666667,9.89893333333,5.19706666667,8.56146666667,7.25006666667,4.0696,7.38686666667,8.5146,6.92886666667
412.92,6.9984,12.0874,9.89220000001,5.1916,8.55353333333,7.21066666667,4.0376,7.3712,8.47953333333,6.89833333333
413.28,7.00673333333,12.0880666667,9.89646666667,5.19466666667,8.5632,7.20033333333,4.04386666667,7.36513333333,8.45113333333,6.9014
413.64,6.95813333333,12.0736,9.86193333332,5.1706,8.53246666667,7.16706666667,4.0076,7.3318,8.38980000001,6.85566666667
414.00,6.9326,12.0481333333,9.81006666666,5.14233333333,8.49840000001,7.12073333333,3.9678,7.27193333333,8.34586666667,6.80853333333
414.36,6.93093333333,12.0845333333,9.81893333332,5.12913333333,8.48593333333,7.109,3.96266666667,7.2656,8.32406666666,6.81033333333
414.72,6.94946666667,12.0937333333,9.83480000001,5.13133333333,8.5064,7.11846666667,3.96513333334,7.2682,8.33279999999,6.82233333333
415.07,7.0016,12.1564666667,9.91039999999,5.18766666667,8.55673333333,7.15346666667,3.99666666666,7.31293333333,8.3564,6.8532
415.43,7.03313333333,12.2024,9.95853333333,5.21753333333,8.56313333333,7.18893333333,4.02386666666,7.3424,8.35133333334,6.86913333333
415.79,7.05646666667,12.2446666667,9.9878,5.2294,8.58706666667,7.194,4.0382,7.35706666667,8.3512,6.90253333333
416.15,7.06966666667,12.2745333333,10.0075333333,5.25106666667,8.60753333334,7.21073333333,4.05493333333,7.38193333333,8.32553333333,6.921
416.51,7.11273333333,12.3176,10.0339333333,5.2714,8.64633333333,7.2452,4.07386666667,7.41473333333,8.31333333334,6.94413333333
416.86,7.123,12.3516,10.0610666667,5.2858,8.67039999999,7.2738,4.08713333333,7.4388,8.3014,6.953
417.22,7.11966666667,12.3746,10.0848,5.28473333333,8.67693333333,7.27593333333,4.086,7.43486666667,8.27573333332,6.95926666667
417.58,7.13326666666,12.4012666667,10.0918666667,5.28753333333,8.67360000001,7.2722,4.07446666667,7.4232,8.23693333334,6.9502
417.94,7.16526666667,12.4396666667,10.1252,5.30446666667,8.69080000001,7.2986,4.09473333333,7.44993333333,8.22266666667,6.97226666667
418.29,7.16393333334,12.4538666667,10.1367333333,5.30746666667,8.68766666666,7.28953333333,4.0902,7.4542,8.17893333333,6.9754
418.65,7.14806666666,12.4380666667,10.1182,5.29286666667,8.67006666666,7.26133333333,4.06193333333,7.43013333333,8.10613333333,6.95273333334
419.01,7.11633333333,12.4366,10.1006,5.26346666667,8.63966666666,7.2352,4.0288,7.39686666667,8.04366666667,6.92306666667
419.37,7.09666666666,12.4322,10.0877333333,5.2368,8.63193333333,7.21433333333,3.9922,7.37586666667,7.97886666667,6.90786666667
419.73,7.0946,12.4430666667,10.0837333333,5.23633333333,8.62319999999,7.2204,3.988,7.35673333333,7.92979999999,6.8924
420.08,7.0962,12.4509333333,10.0931333333,5.23693333334,8.61233333334,7.223,3.97366666667,7.34626666667,7.88813333334,6.8802
420.44,7.07386666667,12.4408,10.0795333333,5.21846666667,8.58986666667,7.19413333333,3.95546666667,7.32753333334,7.8228,6.8554
420.80,7.082,12.4512,10.0911333333,5.22306666667,8.58619999999,7.1868,3.95793333333,7.33166666667,7.78206666667,6.86246666667
421.16,7.07393333333,12.4514666667,10.0964666667,5.2102,8.56906666667,7.17206666667,3.93226666666,7.31533333333,7.72313333333,6.8436
421.51,7.08066666666,12.4681333333,10.113,5.21613333334,8.58026666667,7.17486666667,3.935,7.31986666667,7.68380000001,6.84773333333
421.87,7.05893333333,12.4689333333,10.1107333333,5.2008,8.56993333334,7.1596,3.91033333333,7.29606666667,7.62093333333,6.82506666667
422.23,7.06453333333,12.4936666667,10.1224666667,5.20946666667,8.57646666666,7.16393333333,3.904,7.29066666667,7.57446666667,6.82533333333
422.58,7.06713333333,12.5279333333,10.1414666667,5.22033333333,8.57846666666,7.16866666667,3.90386666667,7.2884,7.53146666666,6.8252
422.94,7.06986666667,12.5451333333,10.1510666667,5.22033333333,8.57366666667,7.15686666667,3.8962,7.28393333333,7.4732,6.81713333333
423.30,7.07846666667,12.5704,10.1685333333,5.22873333333,8.5792,7.15693333333,3.90046666667,7.2758,7.4328,6.81393333333
423.66,7.08506666667,12.5905333333,10.1878,5.22986666667,8.58560000001,7.148,3.88913333333,7.2866,7.38726666667,6.81626666667
424.01,7.09646666666,12.6158,10.2032666666,5.2282,8.5934,7.142,3.89373333333,7.28993333333,7.346,6.8234
424.37,7.115,12.647,10.2270666667,5.2468,8.60559999999,7.14966666667,3.89353333334,7.29393333333,7.32313333333,6.8358
424.73,7.12526666667,12.6702666667,10.2414,5.24826666667,8.61226666667,7.1456,3.89153333333,7.2904,7.288,6.8238
425.08,7.1262,12.695,10.2396666667,5.2484,8.61706666666,7.1468,3.89126666667,7.29666666667,7.249,6.81753333333
425.44,7.1268,12.7113333333,10.2522666667,5.244,8.60780000001,7.13286666667,3.88026666667,7.2978,7.2062,6.8224
425.80,7.1524,12.753,10.2773333333,5.26393333333,8.62266666667,7.1272,3.88673333333,7.30773333333,7.1788,6.8344
426.16,7.17146666667,12.7782666667,10.3004,5.27113333333,8.63213333334,7.12613333333,3.88593333333,7.31766666667,7.15146666667,6.8316
426.51,7.1702,12.7956666667,10.3103333333,5.2626,8.62946666667,7.10893333333,3.8716,7.3192,7.1078,6.82206666667
426.87,7.1762,12.8066,10.32,5.25413333333,8.62953333333,7.101,3.85653333334,7.32093333333,7.06833333333,6.81653333333
427.23,7.2002,12.8415333333,10.3390666667,5.264,8.63433333334,7.10066666667,3.8606,7.34086666667,7.04053333333,6.82966666667
427.58,7.22373333333,12.8861333333,10.3731333333,5.28273333334,8.64153333333,7.10753333333,3.87233333333,7.35313333333,7.01606666667,6.8348
427.94,7.2602,12.9412666667,10.4274,5.31993333333,8.68000000001,7.13893333333,3.8868,7.38706666667,7.007,6.85886666667
428.30,7.26646666667,12.9846,10.4470666667,5.3162,8.67940000001,7.13953333333,3.8954,7.40173333334,6.97206666667,6.85606666667
