wavelength,Back_OrcAbem,Belly_OrcAbem,Breast_OrcAbem,Crissum_OrcAbem,Crown_OrcAbem,DorTail_OrcAbem,Patch10_OrcAbem,Patch11_OrcAbem,Rump_OrcAbem,Throat_OrcAbem,WingTip_OrcAbem
308.17,7.12322222222,6.45826984127,4.96288888889,6.87833333333,5.88872222222,8.66155555555,6.77044444445,5.84477777778,6.60877777778,6.03566666667,8.26955555556
308.54,6.84222222222,6.1981031746,4.82166666667,6.58477777778,5.52483333333,8.31444444444,6.60388888889,5.80344444444,6.28922222222,5.74144444445,8.10944444444
308.90,6.358,6.01465873016,4.702,6.59033333333,5.21827777778,8.24622222222,6.31144444445,5.65555555556,5.99044444445,5.52533333333,7.81833333333
309.27,6.25522222222,6.1391031746,4.66777777778,6.61833333333,5.29333333334,8.49711111111,6.35366666667,5.81555555556,5.95455555556,5.726,7.86911111111
309.64,6.04722222222,5.84734126984,4.49644444445,6.47166666667,5.10716666667,8.29555555555,6.12955555555,5.76133333333,5.83077777778,5.46222222222,7.66722222222
310.01,6.21055555556,5.8906031746,4.49066666667,6.53277777778,5.31483333333,8.33222222222,6.25222222222,5.77511111111,5.92588888889,5.49888888889,7.96811111111
310.38,5.82855555556,5.52588888889,4.37144444444,6.06655555556,4.73661111111,8.01211111111,5.87366666667,5.44666666667,5.63155555555,5.17166666667,7.73711111111
310.75,5.57377777778,5.43405555556,4.11888888889,5.82344444444,4.65294444444,7.94733333333,5.77122222222,5.39222222222,5.75922222222,4.94488888889,7.68144444444
311.12,5.25322222222,5.26802380952,3.86177777778,5.62322222222,4.44822222222,7.81444444445,5.72633333333,5.35666666667,5.69877777778,4.52555555555,7.50822222222
311.49,5.22744444444,5.38912698413,3.75266666667,5.53188888889,4.42461111111,7.53266666667,5.68611111111,5.30644444445,5.70966666666,4.23877777778,7.35466666667
311.85,4.99444444444,4.99217460317,3.62955555556,5.30088888889,4.25227777778,7.16733333333,5.56355555556,5.01044444444,5.42822222222,4.03533333333,7.08377777778
312.22,4.95155555556,4.95888888889,3.65144444444,5.33822222222,4.32777777778,7.18211111111,5.34633333333,4.93544444444,5.44288888889,3.94922222222,6.94444444445
312.59,5.76366666667,5.64501587302,4.05722222222,6.05366666667,4.97388888889,7.74744444444,5.76366666667,5.45777777778,6.19233333333,4.51477777778,7.27411111111
312.96,6.08855555556,5.82677777778,4.17033333333,6.23666666667,5.15833333333,7.863,5.924,5.70155555555,6.44266666667,4.81666666667,7.52544444444
313.33,6.27111111111,5.8685952381,4.13477777778,6.31744444444,5.05194444445,7.78244444444,5.85988888889,5.52822222222,6.57766666666,4.91955555556,7.55988888889
313.70,6.832,6.46142063492,4.60188888889,6.75455555556,5.43072222222,8.35177777778,6.44444444444,5.82033333333,7.05577777778,5.28222222222,7.95988888889
314.07,6.94377777778,6.56619047619,4.672,6.87755555556,5.36955555556,8.525,6.47444444444,5.88544444444,7.27166666667,5.40722222222,7.80744444445
314.43,7.04211111111,6.51743650794,4.527,7.05111111111,5.5105,8.57355555555,6.51655555556,6.11688888889,7.343,5.43888888889,7.75622222222
314.80,7.17377777778,6.499,4.569,7.10455555556,5.62461111111,8.64933333333,6.55155555556,6.10888888889,7.15544444445,5.50033333333,7.63466666667
315.17,7.27411111111,6.46584126984,4.49144444444,7.23633333333,5.40011111111,8.63011111111,6.43133333333,6.031,7.12333333333,5.74388888889,7.759
315.54,7.32611111111,6.43156349206,4.36477777778,7.23966666667,5.26088888889,8.75377777778,6.35322222222,5.922,6.99055555556,5.97477777778,7.65177777778
315.91,7.87133333333,6.93988095238,4.742,7.55455555555,5.54605555556,9.25833333333,6.65233333333,6.49377777778,7.36755555555,6.64277777778,8.12577777778
316.28,8.22,7.3333968254,5.23244444444,7.81033333333,5.80855555556,9.54033333333,7.08288888889,6.96244444444,7.50211111111,7.15022222222,8.38888888889
316.64,7.78755555556,7.30724603175,5.13155555556,7.734,5.52388888889,9.52255555556,7.037,6.82755555556,7.21744444444,7.15422222222,8.36277777778
317.01,7.59433333333,7.2458968254,4.91355555556,7.46633333333,5.29738888889,9.46833333335,6.901,6.50733333333,6.96477777778,6.94011111111,8.26322222222
317.38,7.35611111111,7.179,4.69477777778,7.19288888889,5.04855555556,9.18666666667,6.76755555556,6.362,6.56966666667,6.53,7.92011111111
317.75,6.49855555556,6.41346031746,3.98711111111,6.38855555556,4.36988888889,8.35955555555,5.88322222222,5.57311111111,5.66311111111,5.91833333334,7.249
318.12,6.32555555556,6.37643650794,3.82222222222,6.35077777778,4.15605555555,8.20177777778,5.50288888889,5.40744444445,5.32233333333,5.75855555556,7.02277777778
318.49,6.65866666666,6.90127777778,3.82655555556,6.62822222222,4.59644444445,8.30411111111,5.83566666666,5.67422222222,5.50766666667,6.184,7.30977777778
318.85,6.23933333333,6.81665873016,3.60566666667,6.44188888889,4.254,7.885,5.51477777778,5.32755555555,5.25677777778,5.90488888889,7.10022222222
319.22,5.52211111111,6.34143650794,3.10188888889,5.74777777778,3.85327777778,7.43477777778,4.912,4.66077777778,4.83511111111,5.17888888889,6.34777777778
319.59,5.30266666666,6.44318253968,3.30955555556,5.81366666667,3.75888888889,7.29577777778,4.73955555556,4.66222222222,5.08566666667,5.17355555555,6.48488888889
319.96,5.06055555555,6.44361904762,2.924,5.67533333333,3.65844444445,7.08766666666,4.77388888889,4.58111111111,5.23255555555,5.04466666667,6.48311111111
320.32,4.55422222222,5.82299206349,2.34244444445,5.23411111111,2.99877777778,6.66666666667,4.30344444444,4.115,5.07733333333,4.58033333333,5.87711111111
320.69,4.46433333333,5.47333333333,2.25533333333,5.26444444444,2.88933333334,6.49611111111,4.10555555556,4.13155555556,5.04088888889,4.355,5.70111111111
321.06,4.389,5.18612698413,1.87355555556,5.04666666667,2.63033333333,6.14255555556,3.695,4.11244444444,4.86411111111,3.91411111111,5.15633333333
321.43,4.52933333333,5.36042857143,2.47688888889,5.18911111111,2.85644444444,6.48233333333,3.83822222222,4.60266666667,5.147,4.12622222222,5.41422222222
321.80,4.93133333334,6.07685714286,3.14633333333,6.15388888889,3.37616666667,6.87622222222,4.40022222222,5.37511111111,5.958,4.64755555556,6.128
322.16,5.127,6.42696825397,3.78033333333,6.586,3.86972222222,7.26444444444,4.89233333333,5.83611111111,6.31055555556,4.88222222222,6.586
322.53,4.74466666667,6.22287301587,3.86111111111,6.46688888889,3.379,7.15966666666,4.67955555555,5.47777777778,6.30633333333,4.48866666667,6.40666666667
322.90,5.06944444445,6.59974603175,4.254,6.95977777778,3.58466666667,7.51644444445,5.05977777778,5.76288888889,6.62266666667,4.73755555556,6.79344444444
323.27,5.68577777778,7.21050793651,4.63088888889,7.73377777778,4.14122222222,7.85211111111,5.54377777778,6.24855555556,7.00544444444,5.30722222222,7.16133333333
323.63,5.44355555556,6.91738095238,4.25533333333,7.41355555556,3.90772222222,7.71066666667,5.32933333333,6.06044444444,6.66844444444,4.96822222222,6.85611111111
324.00,4.81888888889,6.43464285714,4.08444444444,7.15655555556,3.341,7.12077777778,4.66211111111,5.56677777778,5.95633333333,4.32622222222,6.10388888889
324.37,4.44,5.98253174603,3.85833333333,6.89422222222,2.97233333333,6.706,4.24322222222,5.11811111111,5.55122222222,3.84522222222,5.94044444444
324.74,4.556,5.95592857143,3.86677777778,6.60633333333,2.88627777778,6.65744444444,4.17322222222,4.93011111111,5.57266666667,3.82844444444,5.91722222222
325.10,4.32744444444,5.81474603175,3.91933333333,6.57755555556,2.81083333333,6.48288888889,4.20366666667,4.66555555555,5.403,4.09655555555,5.92233333333
325.47,4.04188888889,5.47184126984,3.39755555556,6.42511111111,2.45166666667,6.17144444444,3.85666666667,4.38411111111,5.16888888889,3.94144444444,5.57555555556
325.84,3.68533333333,4.97003968254,2.95933333333,5.79633333333,1.94727777778,5.81611111111,3.46033333333,3.855,4.69555555556,3.634,5.031
326.21,3.12177777778,4.3195,2.19811111111,5.13266666667,1.26266666667,5.05077777778,2.84111111111,3.15688888889,3.94411111111,3.11777777778,4.474
326.57,2.74288888889,3.76653968254,1.94866666667,4.62577777778,1.04027777778,4.65677777778,2.491,2.88255555556,3.37822222222,2.75455555555,3.98277777778
326.94,2.40488888889,3.30934126984,1.70055555556,4.25622222222,0.702944444446,4.19033333333,2.12611111111,2.64911111111,3.009,2.42822222222,3.64055555556
327.31,2.29222222222,2.95530952381,1.72111111111,3.97033333333,0.526611111112,3.955,1.86477777778,2.64177777778,2.84788888889,2.26877777778,3.71011111111
327.67,2.37033333334,2.89979365079,1.94311111111,3.96477777778,0.60138888889,3.80433333333,1.91966666667,2.63277777778,2.76988888889,2.26444444445,3.85911111111
328.04,2.932,3.52434920635,2.41711111111,4.57311111111,1.16005555555,4.44066666667,2.58477777778,3.09166666667,3.42688888889,2.88111111111,4.58088888889
328.41,3.46477777778,4.23030952381,2.88411111111,5.26144444445,1.64461111111,5.03133333333,3.22311111111,3.64011111111,3.95977777778,3.531,5.06666666667
328.78,3.43688888889,4.63252380952,3.22411111111,5.61666666666,1.81316666667,5.21855555556,3.46077777778,3.86655555555,4.04011111111,3.82722222222,5.26988888889
329.14,3.47133333333,4.71787301587,3.19088888889,5.65966666667,1.916,5.259,3.43922222222,4.02844444444,4.16466666667,3.72377777778,5.43133333333
329.51,3.37733333333,4.51665873016,2.99533333333,5.66533333333,1.89988888889,5.08422222222,3.38133333333,3.77966666667,4.05188888889,3.56422222222,5.36044444444
329.88,3.56811111111,4.70612698413,3.29811111111,5.97711111111,2.15355555555,5.17977777778,3.55544444444,3.98744444444,4.24922222222,3.61355555556,5.60322222222
330.24,3.80944444444,4.93851587301,3.44611111111,6.21133333333,2.52922222222,5.46788888889,3.893,4.16455555555,4.69511111111,3.77622222222,5.65155555556
330.61,4.53255555556,5.55011904762,3.99277777778,7.06844444444,3.06927777778,6.05988888889,4.383,4.719,5.34166666667,4.50333333333,6.33788888889
330.98,4.27011111111,5.30701587302,3.553,6.80766666667,2.84827777778,5.80855555556,4.19966666667,4.23711111111,5.08277777778,4.35733333333,6.06133333333
331.34,4.15844444444,5.29979365079,3.65144444444,6.97322222222,2.86861111111,5.72866666667,4.12944444444,3.85333333333,4.92911111111,4.30666666667,5.84822222222
331.71,4.44355555556,5.6505,3.88488888889,7.352,3.19394444444,6.03966666667,4.28166666666,4.18844444445,5.21722222222,4.634,6.17322222222
332.08,4.25466666667,5.30175396826,3.73433333333,7.02855555556,3.09405555555,5.71566666667,3.92255555555,4.05866666667,4.93133333333,4.33077777778,5.82366666667
332.44,4.14344444444,5.16534920635,3.73266666667,6.82944444444,3.09488888889,5.52988888889,3.71688888889,3.98144444445,4.736,4.17111111111,5.62066666666
332.81,3.97255555556,4.74796825397,3.56366666667,6.58566666667,2.94433333333,5.31211111111,3.57133333333,3.65322222222,4.49433333333,3.81266666667,5.28477777778
333.18,3.53077777778,4.34525396825,3.32288888889,6.265,2.49033333333,4.88833333333,3.03455555556,3.042,3.96922222222,3.28433333333,4.68444444445
333.54,3.89333333333,4.78592063492,3.77655555555,6.49122222222,2.95572222222,5.12444444444,3.50922222222,3.40388888889,4.28855555555,3.65588888889,5.09044444444
333.91,3.94277777778,4.74963492063,3.58055555556,6.43233333333,2.86844444444,5.21688888889,3.41944444445,3.32777777778,4.05277777778,3.606,5.10366666667
334.28,3.98988888889,4.70493650794,3.70833333333,6.34922222222,2.72372222222,5.15144444444,3.265,3.26833333333,3.99344444445,3.50644444444,5.12622222222
334.64,3.76788888889,4.59948412698,3.57522222222,6.03377777778,2.61183333333,4.924,3.07577777778,3.00077777778,3.75344444444,3.21477777778,4.83833333334
335.01,4.20588888889,5.05594444444,4.12222222222,6.30866666667,2.97494444444,5.26611111111,3.51177777778,3.58533333333,4.12911111111,3.60266666667,5.23811111111
335.38,4.30455555555,5.09484126984,4.04055555556,6.25455555556,2.94572222222,5.23688888889,3.58477777778,3.81122222222,4.12988888889,3.61566666667,5.24022222222
335.74,4.08344444444,4.76020634921,3.85355555555,6.01711111111,2.69916666667,4.99955555556,3.54611111111,3.55955555555,4.00911111111,3.30911111111,4.92177777778
336.11,4.09866666666,4.66432539683,3.77844444444,5.95444444445,2.69177777778,4.86644444444,3.54466666667,3.45122222222,4.02177777778,3.28433333333,4.97977777778
336.47,4.11788888889,4.72212698413,3.814,5.96855555556,2.82577777778,4.92444444445,3.52622222222,3.42733333334,4.09488888889,3.28177777778,4.964
336.84,4.41444444444,4.9301031746,4.00933333333,6.30166666667,3.08722222222,5.13922222222,3.67311111111,3.79744444444,4.50922222222,3.78766666667,5.407
337.21,5.18988888889,5.62770634921,4.65688888889,6.90333333333,3.75194444445,5.78977777778,4.40988888889,4.54122222222,5.38544444445,4.551,6.16222222222
337.57,4.97922222222,5.46931746032,4.49655555555,6.80822222222,3.61388888889,5.77944444444,4.09322222222,4.31244444445,5.18566666667,4.33777777778,5.88422222222
337.94,4.817,5.30046825397,4.30466666667,6.58188888889,3.47283333333,5.50333333333,3.93133333333,4.14022222222,5.09211111111,4.17177777778,5.66755555556
338.31,4.74088888889,5.26145238095,4.23222222222,6.61522222222,3.41133333333,5.37188888889,3.87122222222,4.04077777778,5.02322222222,4.28555555556,5.54444444445
338.67,4.77322222222,5.3179047619,4.21566666667,6.67111111111,3.40238888889,5.45877777778,3.98833333333,4.13477777778,5.13177777778,4.409,5.68333333333
339.04,4.74888888889,5.40649206349,4.28277777778,6.85633333333,3.51683333333,5.54777777778,4.02177777778,4.171,5.206,4.36677777778,5.63166666667
339.40,4.994,5.7074047619,4.64811111111,7.21922222221,3.87344444444,5.93211111111,4.48144444444,4.48766666666,5.66055555556,4.70377777778,5.91966666667
339.77,5.08022222222,5.82447619048,4.65122222222,7.41966666666,4.08666666667,6.08022222222,4.66966666667,4.69755555556,5.73455555556,4.93833333333,6.037
340.14,5.03711111111,5.87532539683,4.73222222222,7.50800000001,4.02155555556,6.26488888889,4.73266666666,4.794,5.73877777778,5.04622222222,5.99711111111
340.50,5.32388888889,5.94798412698,4.80266666667,7.72355555557,4.19038888889,6.454,5.054,5.03588888889,5.98122222222,5.30855555556,6.263
340.87,5.01244444445,5.77606349206,4.56111111111,7.46455555556,3.96538888889,6.207,4.859,4.70577777778,5.64444444444,4.87411111111,5.97833333333
341.23,4.62433333333,5.51238095238,4.24033333333,7.16444444443,3.84294444444,5.94977777778,4.69644444445,4.39944444445,5.209,4.53144444444,5.686
341.60,4.73855555556,5.54219047619,4.28588888889,7.20422222223,3.82977777778,5.88688888889,4.80955555556,4.51077777778,5.31888888889,4.59066666667,5.76866666667
341.96,5.047,5.78095238095,4.78755555555,7.65500000001,4.17294444444,6.22744444444,5.13455555555,4.89844444445,5.60655555556,4.95655555556,6.03177777778
342.33,5.12844444445,5.75546825397,4.863,7.73455555555,4.19055555555,6.47911111111,5.26688888889,5.06488888889,5.62744444444,4.92355555555,6.22788888889
342.70,4.99066666667,5.72437301587,4.90522222222,7.728,4.13561111111,6.32811111111,5.08733333333,4.97055555555,5.59111111111,4.79444444444,6.12333333333
343.06,4.93888888889,5.50396825397,4.908,7.62122222223,4.11211111111,6.26755555555,5.02866666667,4.84633333333,5.60033333333,4.75411111111,6.12455555556
343.43,4.59711111111,5.17975396826,4.75133333333,7.26333333333,3.83955555556,5.89166666667,4.77333333333,4.51155555555,5.39288888889,4.51722222222,5.91633333333
343.79,4.58255555556,5.10747619048,4.77211111111,7.19455555554,3.71377777778,5.78422222222,4.60677777778,4.36322222222,5.29966666667,4.36322222222,5.79511111111
344.16,4.72111111111,5.18600793651,4.88388888889,7.28988888888,3.77577777778,5.84255555555,4.737,4.36588888889,5.52766666667,4.42988888889,5.95733333333
344.52,4.42011111111,4.98365079365,4.59988888889,7.03677777778,3.42988888889,5.52133333333,4.43855555555,4.06633333333,5.25188888889,4.26444444445,5.714
344.89,4.38966666667,4.90381746032,4.45722222222,6.83888888889,3.40366666667,5.42533333333,4.43922222222,4.04022222222,5.16944444444,4.23055555556,5.60511111111
345.25,4.20855555556,4.62573015873,4.22666666667,6.72233333334,3.19361111111,5.16155555556,4.15433333333,3.853,4.92188888889,4.05655555555,5.36233333333
345.62,4.09488888889,4.56200793651,4.26477777778,6.64577777778,3.15166666667,5.06011111111,4.09222222222,3.79644444445,4.84888888889,4.046,5.38444444444
345.99,4.08155555556,4.5326984127,4.05577777778,6.53933333333,3.11316666667,4.96944444445,4.05866666667,3.66344444445,4.81266666666,3.98411111111,5.23355555556
346.35,4.11177777778,4.60976190476,3.99933333333,6.50733333333,3.27016666667,4.84977777778,4.04522222222,3.71722222222,4.80611111111,4.04788888889,5.27011111111
346.72,4.08633333333,4.51292857143,3.85377777778,6.53444444444,3.30177777778,4.78655555556,4.14,3.657,4.74055555556,4.08122222222,5.198
347.08,4.07366666667,4.49784126984,3.55566666667,6.36044444445,3.17105555556,4.57366666667,4.01977777778,3.49688888889,4.59422222222,3.95844444445,5.09155555555
347.45,4.23911111111,4.75815873016,3.58944444444,6.49288888889,3.28655555555,4.73166666667,4.069,3.61277777778,4.60777777778,4.03033333333,5.15188888889
347.81,4.32244444444,4.91803968254,3.65655555556,6.55455555555,3.39538888889,4.78555555556,4.15277777778,3.74144444445,4.67988888889,4.18633333333,5.19933333333
348.18,4.15133333333,4.8641031746,3.36733333333,6.35255555555,3.28255555556,4.71233333333,3.99,3.654,4.47666666666,3.97688888889,4.88411111111
348.54,4.38455555555,5.17985714286,3.60011111111,6.62411111111,3.60033333333,5.05066666666,4.16666666667,3.80266666666,4.68933333333,4.16422222222,5.06611111111
348.91,4.34744444444,5.16931746032,3.514,6.73522222222,3.57672222222,5.01177777778,4.032,3.62422222222,4.61944444444,4.15755555555,5.00155555555
349.27,4.78922222222,5.65094444445,3.96577777778,7.02822222222,3.94755555555,5.45988888889,4.42711111111,4.01911111111,5.09266666667,4.53922222222,5.29422222222
349.64,4.85822222222,5.66950793651,4.03477777778,7.04111111111,3.9135,5.505,4.38066666667,4.01433333333,5.07555555556,4.58288888889,5.31066666667
350.00,4.72422222222,5.51943650794,3.895,6.828,3.74905555556,5.39688888889,4.21255555555,3.79433333333,5.072,4.54022222222,5.23055555556
350.37,4.79955555556,5.69114285714,3.98033333333,6.90922222222,3.76838888889,5.49211111111,4.33888888889,3.74355555556,5.20811111111,4.56555555556,5.18066666667
350.73,4.79688888889,5.66715079365,3.93933333333,6.72311111111,3.73477777778,5.53077777778,4.21188888889,3.778,5.21344444444,4.539,5.19366666667
351.10,4.79366666667,5.70946031746,4.066,6.73666666666,3.84416666666,5.62455555555,4.24866666667,3.933,5.19322222222,4.58166666666,5.16833333333
351.46,4.86922222222,5.73534126984,4.07066666667,6.80844444445,3.94022222222,5.67766666666,4.32477777778,4.03188888889,5.33577777778,4.67633333333,5.22088888889
351.83,4.77933333333,5.62647619048,3.89877777778,6.74544444444,3.89755555555,5.60877777778,4.26644444444,3.79488888889,5.19755555556,4.43344444444,5.08644444444
352.19,4.83833333333,5.65586507937,3.96655555556,6.853,4.01961111111,5.59644444445,4.23622222222,3.85844444444,5.23277777778,4.62411111111,5.26444444445
352.55,4.74722222222,5.59232539683,3.94477777778,6.68377777778,3.91261111111,5.39688888889,4.18133333333,3.88055555556,5.14633333333,4.499,5.29888888889
352.92,5.04722222222,5.91411904762,4.29044444445,6.98244444444,4.23166666667,5.73355555556,4.506,4.30422222222,5.54388888889,4.80811111111,5.66344444445
353.28,4.96211111111,5.91563492064,4.227,7.11833333333,4.23288888889,5.67833333333,4.52611111111,4.28266666667,5.54866666667,4.90866666667,5.69711111111
353.65,5.10933333333,6.00718253968,4.22844444444,7.22700000001,4.35344444445,5.77011111111,4.64355555556,4.37511111111,5.683,5.01755555555,5.70577777778
354.01,5.20111111111,6.29088888889,4.54444444444,7.37277777778,4.55094444444,5.955,4.84677777778,4.59833333333,5.75422222222,5.21922222222,5.83544444444
354.38,5.215,6.28157142857,4.712,7.36744444445,4.6585,5.96955555556,4.79655555556,4.71422222222,5.80922222222,5.29288888889,5.94277777778
354.74,5.50322222222,6.6561984127,5.07055555556,7.7511111111,4.94394444444,6.25244444445,5.147,4.95266666667,6.09533333333,5.59044444444,6.18455555556
355.11,5.66011111111,6.77755555556,5.18433333333,7.93355555554,5.01494444444,6.46,5.16322222222,5.05233333333,6.34677777778,5.71344444444,6.32533333333
355.47,5.68155555556,6.77696825397,5.20677777778,7.95922222222,5.02172222222,6.51644444445,5.13188888889,5.09011111111,6.27066666667,5.71888888889,6.36
355.83,5.75744444444,6.86620634921,5.374,8.03244444445,5.08622222222,6.53477777778,5.19244444444,5.221,6.41455555556,5.95133333334,6.52055555556
356.20,5.38155555555,6.44257142857,5.10433333333,7.65733333333,4.65488888889,6.10144444445,4.84477777778,4.77855555555,5.96666666667,5.53844444445,6.09933333333
356.56,5.47544444445,6.46008730159,5.16133333333,7.75199999999,4.77022222222,6.12733333333,4.89255555556,4.74822222222,5.99911111111,5.58811111111,6.13955555555
356.93,5.34833333334,6.29003968254,5.008,7.57766666667,4.62572222222,5.90944444444,4.74211111111,4.55633333333,5.85677777778,5.53188888889,6.00533333333
357.29,5.392,6.31284126984,5.08233333333,7.46644444446,4.55216666667,5.93466666667,4.76466666667,4.61466666667,5.83266666667,5.44011111111,6.071
357.66,5.31544444444,6.41219047619,5.10133333333,7.5008888889,4.63927777778,5.934,4.89055555556,4.642,5.90566666667,5.48055555555,6.13722222222
358.02,5.25144444444,6.37305555555,4.91288888889,7.50466666667,4.61611111111,5.83911111111,4.85266666667,4.57588888889,5.87088888889,5.403,6.15911111111
358.38,5.19233333334,6.3696031746,4.81788888889,7.52299999999,4.53122222222,5.81366666667,4.81077777778,4.46033333333,5.78055555555,5.39888888889,6.11244444444
358.75,4.92811111111,6.04885714286,4.53788888889,7.178,4.2345,5.50555555555,4.47055555556,4.20177777778,5.52922222222,5.12066666666,5.88133333333
359.11,4.71611111111,5.83753968254,4.46133333333,6.98277777778,4.09177777778,5.23477777778,4.33866666667,3.99822222222,5.22233333333,4.99088888889,5.74088888889
359.48,4.72633333333,5.748,4.42655555556,6.90211111111,3.98061111111,5.15311111111,4.28366666667,3.86211111111,5.09566666667,5.02577777778,5.65311111111
359.84,4.61688888889,5.68202380952,4.322,6.82122222222,3.94383333334,5.11222222222,4.21,3.82855555555,5.02577777778,4.95633333333,5.609
360.20,5.01222222222,6.1425952381,4.66044444444,7.16555555554,4.34138888889,5.50811111111,4.55088888889,4.27266666667,5.41144444444,5.33311111111,6.00055555555
360.57,4.85644444444,6.07013492064,4.63633333333,7.06433333333,4.22811111111,5.46844444444,4.48711111111,4.20511111111,5.389,5.30533333333,5.89488888889
360.93,4.96088888889,6.18944444444,4.86355555556,7.22511111112,4.29827777778,5.63822222222,4.59977777778,4.35911111111,5.48388888889,5.34488888889,5.95277777778
361.29,4.94722222222,6.11408730159,4.86755555556,7.27333333333,4.25983333333,5.56388888889,4.54944444444,4.284,5.46155555556,5.39033333333,5.88188888889
361.66,4.83533333333,6.03768253968,4.79244444444,7.29888888889,4.13272222222,5.48066666667,4.37766666667,4.19433333334,5.35188888889,5.38766666667,5.80644444444
362.02,4.79255555555,6.0183968254,4.85244444444,7.3331111111,4.06472222222,5.43,4.34555555556,4.205,5.30722222222,5.367,5.79377777778
362.39,4.84311111111,5.98180952381,4.914,7.44077777779,4.10211111111,5.49022222222,4.425,4.26244444444,5.36388888889,5.41022222222,5.85744444444
362.75,4.95622222222,6.1233015873,5.05611111111,7.684,4.26977777778,5.62988888889,4.60522222222,4.45477777778,5.48688888889,5.53455555556,5.98844444445
363.11,5.08244444445,6.31237301587,5.19566666667,7.85055555557,4.38211111111,5.79377777778,4.77388888889,4.625,5.68811111111,5.66922222222,6.12688888889
363.48,4.987,6.39576984127,5.18911111111,7.87644444444,4.41594444445,5.75677777778,4.81444444444,4.63755555555,5.72144444445,5.58988888889,6.18666666667
363.84,5.03166666667,6.41442857143,5.29166666667,7.96666666665,4.3875,5.78511111111,4.87988888889,4.71511111111,5.754,5.64555555556,6.23244444444
364.20,5.10177777778,6.48727777778,5.41055555556,8.15099999999,4.4795,5.86711111111,5.02922222222,4.76911111111,5.83677777778,5.70088888889,6.32833333333
364.57,5.24444444444,6.60405555556,5.43877777778,8.36688888889,4.59894444444,5.99688888889,5.14388888889,4.92111111111,5.94888888889,5.75722222222,6.42622222222
364.93,5.17877777778,6.61173015873,5.40766666667,8.33766666665,4.52622222222,5.90422222222,5.15211111111,4.89533333333,5.90733333333,5.76,6.39766666667
365.29,5.20344444444,6.76075396825,5.46266666667,8.37755555554,4.61544444444,5.99811111111,5.28611111111,5.035,5.99977777778,5.82011111111,6.51944444445
365.66,5.38255555556,6.83832539682,5.62933333333,8.42388888889,4.73472222222,6.09688888889,5.44188888889,5.11511111111,6.06322222222,5.82277777778,6.59188888889
366.02,5.58444444444,7.04876190476,5.89666666667,8.62355555557,5.01122222222,6.28266666667,5.66011111111,5.29344444445,6.33388888889,6.05888888889,6.79355555556
366.38,5.632,7.20837301587,5.96188888889,8.66844444446,5.12766666667,6.31911111111,5.70111111111,5.42422222222,6.427,6.13555555555,6.805
366.75,5.70388888889,7.33178571429,6.07855555555,8.68988888888,5.15933333333,6.32366666667,5.72177777778,5.47811111111,6.511,6.27855555555,6.83888888889
367.11,5.65611111111,7.35603174603,5.97322222222,8.7471111111,5.08522222222,6.26944444444,5.66722222222,5.46322222222,6.44122222222,6.354,6.81033333333
367.47,5.56144444444,7.24473015873,5.90277777778,8.6178888889,4.97905555556,6.19144444445,5.50933333333,5.33911111111,6.35,6.36311111111,6.67577777778
367.84,5.53433333333,7.22993650794,5.87766666667,8.58222222223,4.98044444444,6.13977777778,5.43522222222,5.22355555555,6.32033333333,6.42933333333,6.60511111111
368.20,5.41455555556,7.20551587302,5.75644444445,8.39877777779,4.87066666667,6.09555555555,5.37555555555,5.06444444445,6.25688888889,6.38888888889,6.545
368.56,5.42055555555,7.31384126984,5.85333333333,8.39188888889,4.866,6.13444444444,5.42533333333,5.08077777778,6.25811111111,6.51333333333,6.59644444444
368.93,5.52544444444,7.38913492063,5.917,8.438,4.99338888889,6.29077777778,5.44744444444,5.16633333333,6.37544444445,6.603,6.72966666667
369.29,5.43288888889,7.21631746032,5.88666666667,8.35755555555,4.87972222222,6.18066666667,5.26811111111,5.016,6.23055555556,6.576,6.60855555555
369.65,5.40511111111,7.20092063492,5.82822222222,8.35622222223,4.88172222222,6.16433333333,5.24611111111,5.019,6.33633333333,6.65311111111,6.67711111111
370.01,5.344,7.11838095238,5.743,8.23155555555,4.75694444444,6.10722222222,5.06433333333,4.96688888889,6.15522222222,6.53077777778,6.57544444445
370.38,5.419,7.16156349206,5.817,8.27999999999,4.81144444445,6.21677777778,5.18511111111,5.01455555556,6.22155555556,6.62433333333,6.62766666667
370.74,5.32166666667,7.00234126984,5.75533333333,8.1828888889,4.70422222222,6.12944444444,5.14855555556,4.85244444445,6.12311111111,6.46755555555,6.60488888889
371.10,5.40566666667,7.10431746032,5.956,8.25455555555,4.90755555556,6.26466666667,5.25122222222,4.90055555556,6.27244444444,6.52277777778,6.708
371.46,5.65122222222,7.33251587301,6.35277777778,8.54644444445,5.21166666667,6.57211111111,5.50111111111,5.207,6.57644444444,6.791,6.98255555555
371.83,5.70577777778,7.45779365079,6.42555555556,8.5891111111,5.221,6.65477777778,5.563,5.26577777778,6.66533333333,6.79466666667,7.08611111111
372.19,5.73411111111,7.41638888889,6.56255555556,8.66888888888,5.25494444444,6.57788888889,5.49611111111,5.362,6.68466666667,6.82033333333,7.02966666667
372.55,5.58255555555,7.24411904762,6.43544444444,8.59422222221,5.17116666667,6.40244444444,5.35766666666,5.26633333333,6.60933333333,6.67833333334,6.86877777778
