wavelength,Back_SicLuvm,Belly_SicLuvm,Breast_SicLuvm,Crissum_SicLuvm,Crown_SicLuvm,DorTail_SicLuvm,Patch10_SicLuvm,Rump_SicLuvm,Throat_SicLuvm,WingTip_SicLuvm
540.03,13.2500666667,55.8034,28.195,48.4548666666,12.7346,10.91,10.3944666667,16.1202,45.5946,10.6970333333
540.37,13.2502666666,55.8511333333,28.2232666667,48.4668666667,12.73,10.8848,10.3786666667,16.1074,45.6715333333,10.6774
540.72,13.2598,55.8775333333,28.2228,48.4518666667,12.7266,10.9017666667,10.3793333333,16.1053333334,45.7186666667,10.6895
541.06,13.2617333333,55.9155333333,28.2209333333,48.4807333333,12.7170666666,10.8849,10.3636,16.1018,45.7796666667,10.7116333333
541.40,13.2444666667,55.8847333333,28.2012,48.4430666667,12.6992,10.8602333333,10.3264666667,16.0760666667,45.8010666667,10.6998
541.75,13.2426,55.933,28.2019333333,48.4594,12.6855666667,10.8310666667,10.2991333333,16.0628,45.8450666667,10.6854333333
542.09,13.2454,55.9294,28.192,48.4468,12.6766666667,10.8219666667,10.2866666667,16.0603333333,45.8807333333,10.6854333333
542.43,13.2726666667,55.9562,28.1878,48.4663333333,12.6913666667,10.8352333333,10.3104666667,16.0875333333,45.9116666667,10.7026
542.78,13.2780666667,55.9367333334,28.2022,48.4794,12.7051666666,10.8494,10.319,16.0958666667,45.9552,10.7305666667
543.12,13.3042666667,55.9763333333,28.2026,48.5232,12.7219333333,10.8671666667,10.3106666667,16.0970666667,46.0527333333,10.7491
543.46,13.3068666667,55.9667333333,28.1983333333,48.4836,12.7048666667,10.8355666667,10.2762666667,16.0564666667,46.1054666667,10.7426333333
543.81,13.3038,56.0249333333,28.1858666667,48.5398,12.7249333333,10.8369666667,10.2649333333,16.0626,46.1915333333,10.7673
544.15,13.3294666667,56.0526,28.1834,48.5523333333,12.7355333333,10.8573666667,10.2714,16.0836,46.2562666667,10.7903333333
544.49,13.3414,56.1285333333,28.2224666667,48.5901333333,12.7329333333,10.8203333333,10.2748,16.0846,46.3649333334,10.8031333333
544.84,13.3713333333,56.1673333334,28.2617333333,48.5942,12.7556,10.8417333333,10.2986,16.0861333333,46.4228,10.8211333333
545.18,13.3989333333,56.2850666667,28.3014666667,48.6845333333,12.7742333333,10.85,10.3198,16.1075333333,46.5256666667,10.8152
545.52,13.4179333333,56.3284666667,28.3338,48.689,12.7870666667,10.8882333333,10.3547333333,16.1255333333,46.5965333333,10.8379333333
545.87,13.4151333333,56.4066666666,28.3818,48.7353333333,12.7674666667,10.8811333333,10.3534,16.1139333333,46.6457333333,10.8017333333
546.21,13.4511333333,56.5366,28.463,48.8042666667,12.7958,10.9094333333,10.3917333333,16.1587333333,46.7438666666,10.8162333333
546.55,13.5117333333,56.6824666666,28.5451333333,48.9076666666,12.8568333333,10.9587666667,10.4466,16.2246,46.8506,10.8453666667
546.90,13.5521333333,56.8048,28.6536666667,48.982,12.9054,10.9886,10.51,16.2976666667,46.9333333334,10.8510333333
547.24,13.6095333333,56.9813333333,28.7464,49.1142666667,12.9810333333,11.0685,10.5984666667,16.4012,47.0758,10.9252333333
547.58,13.6720666667,57.0645333333,28.8131333334,49.18,13.0225333333,11.1138333333,10.6600666667,16.4529333333,47.1572,10.9519333333
547.92,13.7000666667,57.2162,28.9132666667,49.2936,13.0603666667,11.1416333333,10.6929333333,16.4914666667,47.2567333333,10.9645333333
548.27,13.7690666667,57.2995333333,28.9963333333,49.3773333333,13.1442333333,11.2495666667,10.7392,16.5592666667,47.3116666667,11.0230333333
548.61,13.826,57.3096666667,29.0539333333,49.3821333333,13.2224333333,11.3339666667,10.8066,16.6458,47.3366,11.054
548.95,13.8998666667,57.3988,29.1419333333,49.4388,13.3125,11.4131666667,10.8928,16.7244,47.4213333334,11.1290666667
549.29,13.9516666667,57.5070666667,29.2352,49.5476666667,13.3621333333,11.4481333333,10.9476666667,16.79,47.4887333333,11.1705666667
549.64,14.0106,57.5716,29.2857333333,49.5731333333,13.4152333333,11.5069,10.9735333333,16.8454666667,47.5473333333,11.2358
549.98,14.0658666667,57.6780666667,29.3508666667,49.6508,13.4443666667,11.5368333333,11.0034,16.8616666667,47.6234,11.2662666667
550.32,14.0408,57.7522666667,29.3523333333,49.6494,13.4296333333,11.5329666667,10.9840666667,16.8435333333,47.6564,11.2453333333
550.66,14.0021333333,57.7825333333,29.3158666667,49.6489333333,13.3795,11.4900333333,10.9494,16.8046,47.6291333333,11.2291666667
551.01,14.0014,57.7807333333,29.3457333333,49.652,13.3773666666,11.4683333333,10.9086,16.7759333333,47.6268666667,11.1965666667
551.35,13.9719333333,57.7985333333,29.3362,49.5923333333,13.34,11.4381333333,10.8926,16.7462,47.6004666667,11.1469666667
551.69,13.9883333333,57.8682,29.3786666667,49.6004,13.3272,11.4193666667,10.892,16.7462666667,47.6558,11.1344333333
552.03,13.9463333334,57.8332,29.3492,49.5544666667,13.2937666667,11.3544666667,10.8845333333,16.7417333333,47.6185333333,11.0705666667
552.38,13.9757333334,58.0166666667,29.3930666667,49.661,13.2977333333,11.3492333333,10.9024,16.7610666666,47.7157333333,11.0693666667
552.72,14.0154,58.0084666667,29.4131333333,49.6104666667,13.2949,11.3806333333,10.9290666667,16.7585333333,47.716,11.0748666667
553.06,13.9683333333,58.0184666667,29.3844666667,49.6122,13.2709,11.3602,10.8783333333,16.7176666667,47.7262666667,11.0329333333
553.40,13.9022666667,58.0098666667,29.3652,49.5745333333,13.2341333333,11.2878666667,10.8578666667,16.6786666667,47.7420666667,10.9695
553.74,13.8953333333,58.0585333333,29.4324,49.6227333333,13.2509,11.3215666667,10.874,16.7096,47.8412666667,10.9900333333
554.09,13.8726666667,58.0456,29.4668666667,49.6021333333,13.2283333333,11.2787333333,10.8368,16.6974,47.8218666667,10.9351666667
554.43,13.9208,58.2125333333,29.5466,49.7358,13.2903666667,11.3341333333,10.9074,16.7658,47.9943333333,10.9568333333
554.77,13.9366666667,58.2628,29.6052,49.7444666667,13.3040666667,11.3887,10.963,16.8087333333,48.0406666667,10.9752333333
555.11,14.006,58.2803333333,29.6654,49.8273333333,13.3656,11.4402666667,10.981,16.8513333333,48.1202,11.0311
555.45,13.9787333334,58.2764666667,29.6679333333,49.8361333333,13.378,11.448,10.9537333333,16.8269333333,48.1072666666,11.0168333333
555.80,13.9558,58.3606666667,29.6781333333,49.8527333333,13.3595,11.4277666667,10.9289333333,16.8058666667,48.1509333333,10.9871
556.14,13.9015333333,58.3854,29.7579333333,49.8846666667,13.3310666667,11.3905666667,10.8712,16.7568666667,48.2043333333,10.9590333333
556.48,13.8271333333,58.4264,29.7561333333,49.9317333333,13.2843333333,11.2981333333,10.8262666667,16.7257333333,48.2375333333,10.9252
556.82,13.7978666667,58.4187333333,29.7686666667,49.9004666667,13.2484,11.2194666667,10.8014,16.7004,48.2842,10.8649333333
557.16,13.8285333333,58.5053333333,29.8656,49.9536,13.2600333333,11.2529666667,10.7956666667,16.7154666667,48.32,10.8594
557.50,13.8096,58.5034,29.8601333333,49.9335333333,13.2651666667,11.2304666667,10.7602,16.692,48.3050666667,10.8254333333
557.85,13.8509333333,58.544,29.8721333333,49.9743333333,13.3032666667,11.2417666667,10.7792666667,16.7049333333,48.3857333333,10.8417666667
558.19,13.874,58.3928,29.8824,49.8485333333,13.3405666667,11.2700333333,10.7990666667,16.7135333333,48.287,10.8732
558.53,13.9436666667,58.4478666667,29.8658666667,49.8909333333,13.4216666667,11.3020666667,10.8145333333,16.7462666666,48.3162,10.9139
558.87,13.9681333333,58.5964,29.9885333333,50.0158666667,13.4752,11.3787333333,10.8584666667,16.7859333333,48.4462666667,10.9486333333
559.21,13.9850666667,58.6034,29.9702,50.0358,13.4793,11.3844333333,10.8846,16.8212666667,48.4823333334,10.9653666667
559.55,14.0524666667,58.6435333333,30.0317333333,50.0897333334,13.5384666667,11.4315666667,10.9354,16.8527333333,48.5460666667,11.0230333333
559.89,14.0189333333,58.5888666667,29.9302666667,50.0043333333,13.5093666666,11.4148,10.8877333333,16.8284666667,48.5181333333,11.0028
560.23,14.0046,58.5366666667,29.9278,49.9912666667,13.4723666667,11.4124666667,10.849,16.7967333333,48.4653333333,10.9348333333
560.58,14.0678,58.6032,30.0002,50.0358,13.5184666667,11.4809,10.8947333333,16.8375333333,48.509,10.9942
560.92,14.1415333334,58.6658,30.0257333333,50.1041333333,13.6024,11.5819333333,10.9763333333,16.8935333333,48.592,11.077
561.26,14.1298,58.6187333333,29.9632666667,50.0082666667,13.5489333334,11.556,10.9455333333,16.8413333333,48.5435333333,11.0344333333
561.60,14.2044666667,58.6525333333,30.0245333333,50.043,13.6003,11.6578666667,11.0460666667,16.9282,48.5966666667,11.1609666667
561.94,14.2197333333,58.8143333333,30.0317333333,50.1602,13.5839666667,11.6255,11.0215333333,16.8964666667,48.7159333333,11.1387666667
562.28,14.1861333333,58.8496666667,30.0740666667,50.1782666666,13.5333666667,11.6052,11.0206666667,16.8837333333,48.768,11.1376333333
562.62,14.1578666667,58.8232666667,30.0326666667,50.0941333333,13.4973666666,11.5702666667,11.0128,16.8773333333,48.7080666667,11.1038333333
562.96,14.2590666667,58.8874666667,30.1656,50.1626666667,13.5966,11.6681,11.1224,16.9666,48.7696,11.1956666667
563.30,14.2732666667,58.9250666667,30.2082666667,50.1846,13.6049333333,11.7254,11.1272,17.0021333333,48.8526666667,11.2134666667
563.64,14.2771333333,58.9111333333,30.2326,50.1698,13.5986,11.6852,11.1617333333,17.0222666667,48.8531333333,11.2326
563.99,14.3514666667,59.0160666667,30.2893333333,50.1702666667,13.6860333333,11.7504,11.2518666667,17.0968,48.9506,11.3377333333
564.33,14.4071333333,59.0582,30.3275333333,50.1934,13.7534,11.8035333333,11.3074666667,17.1422,48.9866,11.3990333333
564.67,14.422,59.069,30.3633333333,50.2070666667,13.7762,11.7699,11.3106666667,17.1610666667,49.0422,11.3927
565.01,14.5008,59.1779333333,30.4738,50.3462666667,13.8645,11.8461333333,11.3796666667,17.2548,49.1852666666,11.4878666667
565.35,14.489,59.2338666667,30.5124,50.3519333333,13.8419666667,11.7981,11.3546,17.2436666667,49.2434666667,11.4758666667
565.69,14.4741333333,59.2496,30.547,50.3465333333,13.8432666667,11.8019666667,11.3442,17.2629333333,49.2386666667,11.5093333333
566.03,14.4865333333,59.1886666667,30.5633333333,50.3004666667,13.86,11.8205666667,11.3354,17.2529333333,49.2006666667,11.4968666667
566.37,14.4956666667,59.2201333333,30.5716,50.2955333333,13.8735,11.8036666667,11.3056666667,17.2352,49.2242666667,11.4755
566.71,14.4896666667,59.2759333333,30.5705333333,50.2982,13.8597,11.7875666667,11.2970666667,17.2082,49.2809333333,11.4504666667
567.05,14.4756666667,59.203,30.5446,50.2240666667,13.8531333333,11.7572333333,11.2952,17.1874,49.2219333333,11.4766666667
567.39,14.5572,59.3077333333,30.6059333333,50.3045333333,13.9169333333,11.8323,11.3287333333,17.2406666667,49.3198,11.5194666667
567.73,14.5831333333,59.2580666667,30.635,50.3138,13.9293333333,11.8682333333,11.3324666667,17.2528,49.2877333333,11.5141333333
568.07,14.5475333333,59.2326666667,30.6123333333,50.3159333333,13.8903666667,11.8491,11.298,17.2013333333,49.2911333333,11.4727333333
568.41,14.4986666667,59.2094666667,30.5808666667,50.2760666667,13.8314333333,11.8451,11.2628,17.1741333333,49.2528666667,11.4201
568.75,14.4145333333,59.094,30.4725333333,50.1519333333,13.7469666667,11.7526666667,11.192,17.098,49.1261333333,11.3317333333
569.09,14.3967333333,59.0760666667,30.4434666667,50.1537333333,13.7563,11.7649666667,11.1541333333,17.0688666667,49.0764666666,11.2946333333
569.43,14.4433333334,59.0391333333,30.4342,50.1333333333,13.7861,11.7872666667,11.1733333333,17.0798,49.0866,11.2872666667
569.77,14.4410666667,59.0390666667,30.396,50.1416,13.7691,11.7491,11.1503333333,17.0810666666,49.0927333333,11.2861
570.11,14.4934,59.083,30.4388,50.2116,13.8220666667,11.7932666667,11.2206,17.1487333333,49.1468666667,11.3825666667
570.45,14.4512,59.0285333333,30.3746666667,50.142,13.7981333333,11.7658,11.1804666667,17.1316666666,49.1102666667,11.3900666667
570.79,14.4846666667,59.0936,30.3822666667,50.1828666667,13.7914333333,11.7533333333,11.1803333333,17.1281333333,49.1166666667,11.3472
571.13,14.4395333333,59.0562666667,30.3715333333,50.1204,13.7500333333,11.6990333333,11.1312,17.083,49.0955333333,11.2881
571.47,14.4333333333,59.2106,30.3945333333,50.1697333333,13.7524,11.6659333333,11.129,17.0984,49.226,11.3149666667
571.81,14.4641333333,59.2830666667,30.4320666667,50.1762666667,13.7609333333,11.6707,11.1507333333,17.1534,49.2952,11.3595666667
572.15,14.5306,59.365,30.4806666667,50.2169333334,13.7963666667,11.7125666667,11.2199333333,17.2223333333,49.3401333333,11.4273
572.49,14.6489333333,59.4946666667,30.6388666667,50.304,13.8931333333,11.8184333333,11.3168,17.3290666667,49.4766,11.543
572.83,14.6212666667,59.4747333333,30.6371333333,50.2167333333,13.8486666667,11.7940333333,11.3095333333,17.3061333333,49.4794666667,11.5270333333
573.17,14.6317333333,59.4120666667,30.6485333333,50.1312,13.8485666667,11.8275,11.3413333333,17.3334,49.4286666667,11.5838333333
573.51,14.6799333333,59.4862666667,30.7291333333,50.1934666667,13.8937333333,11.8932333333,11.4198666667,17.3679333333,49.5133333333,11.6096333333
573.85,14.6084,59.3388666667,30.6441333333,50.0429333333,13.8252,11.8531666667,11.3540666667,17.2795333333,49.407,11.5305333333
574.19,14.6270666666,59.3740666667,30.7009333333,50.1001333333,13.8085,11.8480666667,11.3316,17.2578,49.4686666667,11.5182333333
574.53,14.6210666667,59.3711333333,30.7302,50.0735333333,13.8057,11.8766333333,11.3594,17.2702666667,49.5046,11.5419666667
574.87,14.6893333333,59.4305333333,30.8213333333,50.1248,13.8614333333,11.9686,11.4561333333,17.3404666667,49.5957333333,11.6267
575.21,14.681,59.3332,30.8283333333,50.1064666666,13.8403,11.9678333333,11.4490666667,17.3305333334,49.5544666667,11.6046666667
575.55,14.7196666667,59.3302666667,30.8738666667,50.1005333333,13.8821666667,12.0228333333,11.478,17.3581333333,49.5502666667,11.6000333333
575.89,14.7139333333,59.2996666667,30.9296666667,50.0988,13.9098333333,12.0068,11.4572666667,17.3309333333,49.5712,11.5860333333
576.22,14.697,59.3048,30.8918666667,50.1194,13.8877333333,11.9944333333,11.4233333333,17.2806,49.5797333333,11.5421666667
576.56,14.7246,59.2879333333,30.9008666667,50.1828,13.9439333333,12.0162,11.4450666667,17.2990666666,49.5959333334,11.5191666667
576.90,14.7576666667,59.3461333333,30.9582,50.2622666667,13.9936,12.0654666667,11.4596666667,17.3198,49.7171333333,11.5128666667
577.24,14.6997333333,59.4406,30.9771333333,50.31,13.9639,12.0211666667,11.3842666667,17.2979333333,49.7754666667,11.5119333333
577.58,14.7566666667,59.5811333333,31.0560666667,50.4835333333,14.0113,12.0738333333,11.4522666667,17.3718,49.9399333333,11.5353333333
577.92,14.7854666667,59.6626666667,31.1046,50.4874666667,14.0759666667,12.1039333333,11.5256,17.4389333333,49.9480666667,11.5405
578.26,14.8355333333,59.7823333333,31.1880666667,50.6146,14.1656666667,12.1575666667,11.5572,17.496,50.0879333333,11.5634333333
578.60,14.8404,59.8514,31.2148666667,50.6654,14.1877333333,12.1458333333,11.5078666667,17.4707333333,50.0921333333,11.5208333333
578.94,14.9005333333,59.9191333333,31.2960666667,50.7143333333,14.232,12.1873,11.5108,17.4948666667,50.177,11.5206666667
579.28,14.8104,59.8209333333,31.2012666667,50.6866,14.1427333333,12.0790333333,11.4215333333,17.3995333333,50.1266,11.4484
579.61,14.7996,59.8142,31.1528666666,50.7044,14.1142333333,12.0636666667,11.3883333333,17.3692666666,50.1653333333,11.4839
579.95,14.8139333333,59.7602666667,31.1858666667,50.6794,14.1592,12.0757333333,11.4227333333,17.3972,50.105,11.5102666667
580.29,14.8975333333,59.8534,31.2808,50.7108666667,14.2009666667,12.1465,11.4810666667,17.4562666666,50.1687333333,11.6358333333
580.63,14.9126,59.8936666667,31.3083333333,50.7220666667,14.2095,12.1479666667,11.4711333333,17.4388,50.1503333333,11.6701333333
580.97,14.9789333333,59.7658,31.3011333333,50.6002666667,14.2210333333,12.1819333333,11.5068666667,17.4664666667,50.0718,11.6978
581.31,15.0299333333,59.8009333333,31.3574,50.6152666667,14.2529666667,12.2029,11.5214,17.4892666667,50.1390666667,11.7484
581.65,15.0767333333,59.7086,31.4011333333,50.5902,14.2636333333,12.2368666667,11.5237333333,17.4914,50.121,11.8183666667
581.98,15.057,59.6462666667,31.3824666667,50.5478666667,14.2085,12.1908333333,11.4902666667,17.4692666667,50.1130666667,11.8202666667
582.32,15.089,59.6227333334,31.3816666667,50.5517333333,14.2454333333,12.2508,11.5760666667,17.5009333333,50.1272666667,11.9064333333
582.66,15.1288,59.6575333333,31.3692666667,50.5576666667,14.3043666667,12.3010666667,11.6447333333,17.5485333333,50.1226666667,11.9740333333
583.00,15.2209333333,59.7674,31.4721333333,50.5721333333,14.387,12.3825333333,11.7106,17.6050666667,50.2492,12.0382
583.34,15.3215333333,59.8449333333,31.5518,50.6021333333,14.4806,12.4467,11.8070666667,17.7252666667,50.3508666667,12.0668333333
583.68,15.3287333333,59.8946666667,31.5709333333,50.6271333333,14.4798,12.4324333333,11.8148666667,17.7432,50.5302,12.1017666667
584.01,15.2707333333,59.8444666667,31.5486666667,50.5774666667,14.4437333333,12.4023,11.751,17.6710666667,50.5425333333,12.0637666667
584.35,15.2213333333,59.8167333333,31.5415333333,50.558,14.4105333333,12.3452666667,11.7258,17.6828,50.5608,12.0071333333
584.69,15.298,59.8344,31.6196666667,50.6468666667,14.5419333333,12.4163,11.8494666666,17.7553333333,50.6828,12.0770333333
585.03,15.2491333333,59.8555333333,31.6114,50.5676,14.4649333334,12.3256666667,11.7734666667,17.6702666667,50.632,12.0265
585.37,15.2262,59.9438666667,31.5937333333,50.5844666667,14.4545333334,12.3345666667,11.7534,17.6663333333,50.7293333333,11.9707333333
585.70,15.2402,59.866,31.5612,50.5309333333,14.4777,12.3385,11.7326666667,17.6478666667,50.6383333333,12.0057
586.04,15.2248,59.8696666667,31.5556,50.5461333333,14.4506,12.3090666667,11.6817333333,17.6328,50.6684,11.9333666667
586.38,15.1716,59.7936,31.5315333333,50.4892,14.4116333333,12.2831666667,11.6188,17.5519333333,50.6552,11.8869333333
586.72,15.2906666667,59.8312666667,31.6284666667,50.6205333333,14.5380333333,12.3688333333,11.7211333333,17.6734666667,50.7231333333,12.0130666667
587.06,15.1871333333,59.8189333333,31.5966666666,50.6155333333,14.4450666667,12.3317333333,11.5940666667,17.5510666667,50.6823333333,11.9689333333
587.39,15.197,59.8571333333,31.6180666667,50.6239333333,14.4803333333,12.3905333333,11.6125333333,17.5585333333,50.6158666667,11.9673666667
587.73,15.2398,59.9280666667,31.6489333333,50.7354,14.5275333333,12.3956333333,11.6638,17.6133333333,50.6661333333,12.0041666667
588.07,15.2588,60.0250666666,31.689,50.8494666667,14.5105333333,12.4034333333,11.6684,17.6034666667,50.7411333333,12.0447
588.41,15.239,60.0938666667,31.6594666667,50.8370666667,14.4154,12.3802666667,11.5792666667,17.5409333333,50.6855333333,11.9801333333
588.74,15.3366666667,60.1188666667,31.7390666667,50.8875333333,14.4739666667,12.4701,11.6656666667,17.6117333333,50.6988,12.0621333333
589.08,15.3229333333,60.0202666667,31.676,50.887,14.4492,12.4277333333,11.6440666667,17.5904,50.6358,12.0701333333
589.42,15.3488666667,60.0948666667,31.7362,50.9187333333,14.4417333333,12.4474666667,11.6852,17.6344,50.6481333333,12.0586333333
589.76,15.4162666667,60.1577333333,31.8247333333,50.9988,14.5206333333,12.5525333333,11.7482,17.7065333333,50.732,12.1501666667
590.09,15.4508666667,60.1371333333,31.8181333333,50.9876666667,14.5093333333,12.5659666667,11.7696666667,17.765,50.7311333333,12.1778
590.43,15.3987333333,60.156,31.812,50.9088,14.4325666667,12.5242,11.7104666667,17.7179333333,50.7474,12.1000333333
590.77,15.4737333333,60.142,31.805,50.8888,14.5111333333,12.5549,11.8223333333,17.7912666667,50.7434,12.1333666667
591.11,15.4485333333,60.1782666667,31.8090666667,50.9032,14.5038666667,12.5226333333,11.8116666667,17.7724,50.7966666667,12.1156666667
591.44,15.4403333333,60.1975333333,31.7865333334,50.8801333333,14.448,12.5071333333,11.7775333333,17.7554666667,50.8332666667,12.0644
591.78,15.53,60.1942666667,31.8372,50.8054666667,14.4865666666,12.5146,11.8163333333,17.7876666667,50.8449333333,12.0409
592.12,15.4745333333,60.1881333333,31.8534666667,50.7901333333,14.4781666667,12.4835,11.8157333334,17.7846,50.9072666667,12.0003
592.46,15.461,60.1748,31.8361333333,50.7744666667,14.5081666667,12.4988666667,11.7798,17.7857333333,50.9563333333,12.0027333333
592.79,15.5137333333,60.2733333334,31.9399333333,50.7998,14.565,12.5724333333,11.8368,17.8572666667,51.041,12.0574666667
593.13,15.5154,60.3457333333,32.0174666667,50.8704,14.6121333333,12.597,11.8509333333,17.8522,51.2004,12.0451
593.47,15.5043333333,60.309,32.0062,50.8363333334,14.5626,12.5287666667,11.842,17.8454,51.1629333333,12.0429
593.80,15.5016666667,60.3778666667,32.0726,50.8608666667,14.5573666667,12.5110666667,11.8359333333,17.8209333333,51.1822,12.0680333333
594.14,15.471,60.3556666667,32.0148,50.8522,14.5184666667,12.4912,11.7632,17.7761333333,51.1040666667,12.0406
594.48,15.4772,60.3909333333,32.1006666667,50.8884,14.4869666667,12.5210333333,11.7936,17.7994,51.1184,12.0501
594.81,15.5009333333,60.4180666667,32.1482,50.9270666667,14.4808333333,12.5084333333,11.8164666667,17.8375333333,51.1011333333,12.0577666667
595.15,15.5267333333,60.4513333333,32.2219333333,50.9890666667,14.5125333334,12.5591,11.8358666667,17.8741333333,51.1148,12.1155666667
595.49,15.4067333333,60.458,32.1808,51.0083333333,14.4554,12.5467333333,11.7618,17.8188,51.1082,12.0390333333
595.82,15.452,60.4674,32.1796666667,50.9925333333,14.4585333333,12.5564,11.7662,17.8241333333,51.1076666667,12.0691666667
596.16,15.4137333333,60.431,32.1926,50.9620666667,14.4063666667,12.4936,11.7578666667,17.7799333333,51.0682666667,11.9965666667
596.50,15.3918,60.4629333333,32.199,50.9792666667,14.3543666666,12.4435666667,11.7088,17.7394,51.0374,11.9352666667
596.83,15.4526666667,60.5433333333,32.2555333333,51.0703333333,14.4151666666,12.5075333333,11.7479333333,17.8101333333,51.0874666667,12.0357666667
597.17,15.4548,60.5531333333,32.2621333333,51.0543333333,14.4082666667,12.5085666667,11.7236,17.7777333333,51.0872,12.0468
597.51,15.4934,60.5998,32.3008,51.0814666667,14.4563,12.5668,11.7662666667,17.8272666667,51.1602,12.0547
597.84,15.5027333333,60.662,32.3530666667,51.1282,14.4957666667,12.6232,11.8038666667,17.866,51.2438666666,12.0878666667
598.18,15.5332,60.6754,32.355,51.1184666667,14.557,12.6689333333,11.8046,17.8688666667,51.2905333333,12.1109666667
598.52,15.5970666667,60.7370666667,32.4090666666,51.2125333333,14.6214,12.7402333333,11.8688,17.9252,51.3922,12.2019
598.85,15.6794666667,60.7305333333,32.4436666667,51.2156666667,14.7147333333,12.7821666667,11.9584,17.9833333333,51.4039333333,12.2313666667
599.19,15.765,60.6951333334,32.4558,51.1974,14.7908666667,12.8215,12.0215333333,18.029,51.3515333333,12.3363
599.53,15.8334666667,60.8212,32.571,51.3169333333,14.9014666667,12.8749333333,12.1058,18.1272666667,51.4904,12.4369666667
599.86,15.8637333333,60.7833333333,32.6019333333,51.2908666667,14.9393333333,12.9428,12.0962,18.1616666667,51.4656,12.5084333333
600.20,15.8728666667,60.7436,32.5704,51.2521333333,14.9697666667,12.975,12.1014666667,18.1686,51.4802666667,12.5770333333
600.53,15.8354666667,60.595,32.4574666667,51.0839333333,14.8832666667,12.9202666667,12.0541333333,18.0903333333,51.3566666667,12.4768
600.87,15.8056666667,60.6302666667,32.4421333333,51.0546,14.8972,12.8772,12.0450666666,18.0976666666,51.3846,12.4142333333
601.21,15.823,60.6138666667,32.4462,51.064,14.8724666667,12.8966,12.0374,18.107,51.3896666667,12.4054666667
601.54,15.8730666667,60.6622666667,32.5121333333,51.1220666667,14.9314,12.8993,12.1238666667,18.1600666667,51.4228,12.4315666667
601.88,15.8195333333,60.5710666667,32.4507333333,51.0295333333,14.8593333333,12.7969333333,12.091,18.1218666667,51.3734,12.3606666667
602.21,15.7575333333,60.4513333334,32.4079333333,50.8519333333,14.7808666667,12.7355,11.998,18.0691333333,51.2925333333,12.2605333333
602.55,15.7299333333,60.4966,32.4618666667,50.8866,14.7535,12.7398,11.9847333333,18.0448,51.3686666667,12.2154
602.88,15.7901333333,60.5802666667,32.5553333333,50.9828666667,14.7952333333,12.7611,12.0702,18.1268,51.4822,12.2905333333
603.22,15.7532,60.5277333333,32.519,50.9346,14.7619666667,12.7266,12.0307333333,18.1016,51.3813333333,12.2422
603.56,15.7358666667,60.5670666667,32.5086666667,50.9910666667,14.7612666666,12.7221333333,12.0256,18.1017333333,51.4439333333,12.2356333333
603.89,15.8133333333,60.689,32.6112,51.0686,14.834,12.7653,12.1102,18.1686,51.4928,12.2768333333
604.23,15.8018666667,60.7859333333,32.6846,51.1469333333,14.8367666667,12.7280333333,12.1006666667,18.1725333334,51.5921333333,12.2669
604.56,15.7972666667,60.7672666667,32.6954,51.1584666667,14.8274666667,12.7735333333,12.1228,18.1797333333,51.5872,12.3274
604.90,15.736,60.7231333333,32.6614666667,51.1295333333,14.8021666667,12.7048666667,12.0906,18.1183333333,51.5604666667,12.2936333333
605.23,15.6832666667,60.6670666667,32.5769333333,51.0697333333,14.7265,12.6636333333,12.0379333333,18.0520666667,51.5106,12.2555
605.57,15.7426,60.7828,32.6810666667,51.1776666667,14.8169333333,12.7435666667,12.0772,18.1040666667,51.58,12.3386333333
605.90,15.7818,60.8654,32.7476,51.2496666667,14.8859,12.7958666667,12.1043333333,18.1303333333,51.6428,12.3922666667
606.24,15.7718666667,60.8834,32.6971333333,51.2096,14.8937,12.7786666667,12.0708,18.1490666667,51.6316,12.4321333333
606.58,15.6864,60.8716666667,32.6597333334,51.14,14.8298,12.7439333333,11.9846666667,18.1018,51.6596,12.3325666667
606.91,15.6568,60.8495333333,32.6534,51.115,14.8308333333,12.7529,11.9516,18.085,51.7112,12.3471666667
607.25,15.7366666667,60.917,32.719,51.1346,14.8957333333,12.8377333333,12.0124666667,18.1312,51.7823333333,12.4321666667
607.58,15.6795333333,60.8381333333,32.6834666667,51.0697333333,14.8759666667,12.8268,11.9420666667,18.0909333333,51.8211333333,12.4094333333
607.92,15.709,60.7034,32.6390666667,50.9949333333,14.9148666667,12.8976666667,11.985,18.1096666667,51.7598666667,12.4583666667
608.25,15.7701333333,60.6559333333,32.6576666667,50.9761333333,14.9540333333,12.9461333333,11.9969333333,18.1415333334,51.8098666667,12.4813333333
608.59,15.8866,60.6836,32.6902666667,51.0433333333,15.0225,13.0388,12.0674666667,18.2176666667,51.9161333333,12.577
608.92,15.8872,60.6224,32.6391333333,50.9939333333,15.0138666667,13.0299333333,12.0051333333,18.1582,51.9599333333,12.5590666667
609.26,15.9094666667,60.4889333333,32.5652666667,50.8690666667,14.9691,13.0352666667,11.9599333333,18.1111333333,51.9481333333,12.5828333333
609.59,15.8814,60.2904,32.4044666667,50.7195333333,14.8955,12.9942666667,11.9188,18.0272,51.8754666667,12.5428666667
609.93,15.8906,60.1448,32.3641333333,50.6596,14.9047,13.0055666667,11.8986666667,17.9838666667,51.8547333333,12.5531666667
610.26,15.9713333333,60.0109333333,32.3119333333,50.6262,14.9583333333,13.0688333333,11.9154666667,17.9493333333,51.8372,12.6287333333
