wavelength,Back_SteDiaf,Belly_SteDiaf,Breast_SteDiaf,Crissum_SteDiaf,Crown_SteDiaf,DorTail_SteDiaf,Patch10_SteDiaf,Patch11_SteDiaf,Patch12_SteDiaf,Rump_SteDiaf,Throat_SteDiaf,WingTip_SteDiaf
594.81,10.1120666667,11.0517333333,9.3664,9.29753333333,29.8283333333,8.2616,15.6189333333,15.8168,3.8724,11.9858,8.3082,10.6668
595.15,10.0963333333,11.0487333334,9.34406666666,9.29826666666,29.7833333333,8.30006666666,15.5964,15.8404,3.87386666667,11.9652,8.28046666667,10.6469333333
595.49,10.1641333333,11.1180666667,9.37786666667,9.36139999998,29.866,8.37313333333,15.6549333333,15.9966666667,3.9392,12.0140666667,8.3776,10.7544666667
595.82,10.1786,11.1224,9.38353333334,9.36359999999,29.9018666667,8.3816,15.6514666666,16.0451333333,3.95366666667,11.9942,8.37926666667,10.7825333333
596.16,10.3074666667,11.2549333333,9.48046666667,9.45040000001,30.0434,8.4994,15.7222,16.2016,4.07833333333,12.0945333333,8.48606666667,10.8901333333
596.50,10.2113333333,11.1649333333,9.4034,9.35993333335,29.9625333333,8.4252,15.6099333333,16.1563333333,3.99566666667,12.0027333333,8.4038,10.8312666667
596.83,10.1802,11.1392666667,9.38286666666,9.34813333334,29.9482,8.389,15.5788,16.1945333333,3.97666666667,11.9724666667,8.3924,10.8182666667
597.17,10.1806,11.1470666667,9.3888,9.35160000001,29.9522666667,8.3866,15.5714666667,16.2245333333,3.98373333333,11.9547333333,8.40033333333,10.8280666667
597.51,10.2059333333,11.1650666667,9.35673333333,9.34540000001,29.921,8.3712,15.5589333333,16.2482666667,3.9888,11.937,8.43333333333,10.8502
597.84,10.2268,11.1954666667,9.37886666667,9.35706666667,29.9580666667,8.39866666667,15.5678,16.2917333333,4.01353333333,11.926,8.47553333333,10.8694666667
598.18,10.1970666667,11.1824666667,9.3186,9.32120000001,29.9130666667,8.3602,15.5458,16.3060666667,3.98286666667,11.8846666667,8.465,10.8773333333
598.52,10.2021333333,11.1758,9.29673333333,9.29213333334,29.9562,8.3818,15.5806,16.3884666667,3.94746666667,11.863,8.4958,10.9202
598.85,10.2418,11.2206666667,9.37153333333,9.32013333333,30.0868,8.40933333333,15.6232666667,16.4990666667,3.99026666667,11.9184,8.54393333333,11.0204666667
599.19,10.2402,11.215,9.39273333333,9.29353333334,30.0497333333,8.42006666667,15.6084,16.5489333333,4.01273333333,11.9026666667,8.52426666667,11.0138
599.53,10.2890666667,11.2614,9.43073333333,9.34199999999,30.0872666667,8.44513333333,15.6224666667,16.6415333333,4.03773333333,11.9236666667,8.56300000001,11.0954666667
599.86,10.222,11.211,9.41099999999,9.2732,30.0018,8.4056,15.5624666667,16.6475333333,3.95953333333,11.8848,8.5284,11.0783333333
600.20,10.3057333333,11.2956666666,9.46893333333,9.38293333333,30.0159333333,8.4964,15.6592666667,16.7452666667,4.03773333333,11.9654,8.61593333333,11.1586666667
600.53,10.3276666667,11.3433333333,9.48373333333,9.39293333332,30.0208,8.52346666667,15.6437333334,16.8185333333,4.04473333333,11.9852666667,8.6232,11.2314
600.87,10.4078,11.4035333333,9.52326666667,9.45206666666,30.0364666667,8.62706666667,15.6667333333,16.9286,4.09473333333,12.0638666667,8.69366666667,11.3310666667
601.21,10.4622,11.4612,9.6246,9.5348,30.1276,8.73320000001,15.7536666667,17.0712666667,4.14786666667,12.1050666667,8.73486666667,11.4087333333
601.54,10.4681333333,11.451,9.61673333334,9.51846666669,30.0918666667,8.71833333333,15.7376666667,17.1175333333,4.11786666666,12.0976666667,8.7026,11.4143333333
601.88,10.524,11.4984666667,9.67919999999,9.58080000001,30.0942,8.75419999999,15.7712666667,17.2033333333,4.18893333333,12.1400666667,8.75813333334,11.3991333333
602.21,10.5342,11.509,9.71160000001,9.64226666665,30.097,8.76653333334,15.7374,17.2828666667,4.22913333333,12.1976,8.79986666667,11.4055333333
602.55,10.5295333333,11.5323333333,9.69106666667,9.61026666666,30.0082666667,8.78286666667,15.7168666667,17.3198666667,4.19726666667,12.1674,8.80126666667,11.3563333333
602.88,10.5082666667,11.5151333333,9.66113333333,9.56393333333,29.9802666666,8.77666666667,15.6607333333,17.3128666667,4.13193333333,12.1599333334,8.75533333333,11.3225333333
603.22,10.5093333333,11.5296,9.63159999999,9.53273333332,29.9496666667,8.79293333333,15.6659333333,17.3366666667,4.1126,12.1738,8.73633333333,11.2784
603.56,10.5342,11.536,9.62833333333,9.54033333334,29.9294666667,8.79366666666,15.6534666667,17.3769333333,4.13986666667,12.1545333333,8.75313333333,11.2484
603.89,10.4858,11.5114666667,9.58466666666,9.47866666667,29.9204666667,8.76653333333,15.6126,17.4070666667,4.1106,12.1076666667,8.6828,11.1870666667
604.23,10.5502666667,11.5503333333,9.64546666666,9.53013333332,30.0012666667,8.84593333334,15.692,17.4692,4.167,12.1472666667,8.7442,11.2079333333
604.56,10.507,11.5086666667,9.59999999999,9.46659999999,30.0047333333,8.78966666666,15.6558,17.4569333333,4.1374,12.1096,8.715,11.1464666667
604.90,10.5047333333,11.5049333333,9.59873333334,9.45126666669,29.9588666667,8.79100000001,15.6014,17.463,4.1452,12.1199333333,8.7182,11.1355333333
605.23,10.4907333333,11.4909333333,9.61486666667,9.45179999999,29.9747333333,8.78213333333,15.6016,17.5092,4.13286666667,12.1438666666,8.7098,11.1196666667
605.57,10.4874666667,11.4901333333,9.61606666667,9.43413333333,30.0110666667,8.79146666667,15.5956,17.5362666667,4.0938,12.1514,8.70826666667,11.1602
605.90,10.536,11.5524666667,9.64913333334,9.42339999999,30.0582,8.80786666667,15.6374,17.5714666667,4.113,12.1496,8.72413333333,11.2004
606.24,10.513,11.4885333333,9.60853333334,9.38239999999,30.032,8.7616,15.6004666667,17.5445333333,4.08546666667,12.1162,8.6656,11.1984666667
606.58,10.5645333333,11.5433333333,9.67033333334,9.47320000001,30.1074,8.8236,15.6402,17.64,4.18586666667,12.1587333333,8.75419999999,11.2616666666
606.91,10.625,11.5904666667,9.7526,9.53193333335,30.1108,8.86340000001,15.6371333334,17.7334,4.26153333334,12.2114666667,8.83273333333,11.3366
607.25,10.6099333333,11.5898,9.74273333332,9.52346666667,30.1070666667,8.85973333333,15.6035333333,17.7478,4.2544,12.2178,8.828,11.3263333333
607.58,10.6121333333,11.5715333333,9.70146666667,9.53279999999,30.1061333333,8.84833333333,15.5612666667,17.7771333333,4.21106666667,12.2197333333,8.8294,11.3224666667
607.92,10.5346666667,11.521,9.623,9.45313333335,30.0094666667,8.7464,15.4738666666,17.7646,4.14186666667,12.1646,8.76346666667,11.2682666667
608.25,10.5509333333,11.5198666667,9.62753333334,9.48199999999,30.0249333333,8.7676,15.4948,17.8235333333,4.15253333333,12.1964666666,8.74719999999,11.2804
608.59,10.5222666667,11.5297333333,9.61679999999,9.47239999999,30.0115333333,8.74593333333,15.4740666667,17.8409333333,4.13553333333,12.1758666667,8.717,11.2761333333
608.92,10.5934,11.6012666667,9.64839999999,9.51866666665,29.9912,8.8076,15.5028666667,17.8968666667,4.22273333333,12.204,8.7888,11.3494
609.26,10.6204666667,11.6330666666,9.65046666667,9.55080000001,29.9715333333,8.8392,15.4917333333,17.9313333333,4.2578,12.2164,8.81466666667,11.3816
609.59,10.6224,11.6302666667,9.67159999999,9.57093333334,29.9354,8.867,15.4679333333,17.9571333333,4.24953333333,12.2336666667,8.81766666667,11.3848
609.93,10.6277333333,11.6797333333,9.71526666666,9.59999999999,29.9934666667,8.91286666667,15.4691333334,18.0152666667,4.27973333334,12.2684666667,8.8438,11.4118
610.26,10.5388666667,11.6174666667,9.65260000001,9.53353333333,29.9242,8.84126666667,15.4114666667,17.9759333333,4.1946,12.2277333333,8.7806,11.3766666667
610.60,10.5080666667,11.5862,9.59706666667,9.511,29.9402,8.84073333333,15.3955333333,17.9628666667,4.15326666666,12.1966666667,8.76186666667,11.3513333333
610.93,10.6012,11.6615333333,9.66206666666,9.59786666668,30.008,8.89340000001,15.4829333333,18.0533333333,4.20893333333,12.2663333333,8.81146666667,11.4564666666
611.27,10.6305333333,11.6561333333,9.71313333334,9.61433333331,29.9964,8.92846666666,15.5104,18.082,4.26433333333,12.2993333333,8.86006666667,11.4808666667
611.60,10.6678,11.6788,9.74226666667,9.64380000001,30.0161333333,8.9792,15.5128,18.117,4.29673333333,12.3204,8.91213333333,11.4926666667
611.93,10.7524,11.7898666667,9.83966666666,9.73013333333,30.0197333333,9.08826666667,15.5596,18.2378666667,4.40146666667,12.4078,9.05860000001,11.6311333333
612.27,10.7960666667,11.7918,9.8414,9.73546666665,30.0382,9.13466666667,15.6015333333,18.2958666666,4.42226666667,12.4334,9.07560000001,11.6729333333
612.60,10.6673333333,11.659,9.68506666666,9.59953333332,29.9368,9.04493333333,15.4408,18.2006,4.305,12.314,8.94279999999,11.5261333333
612.94,10.6983333333,11.6956,9.74939999999,9.62166666669,29.9359333333,9.08300000001,15.4467333333,18.2601333334,4.34106666667,12.3530666667,8.9986,11.5366666667
613.27,10.7349333333,11.7403333333,9.78399999999,9.66426666667,29.9558666667,9.14293333332,15.4692,18.3164,4.394,12.3782666667,9.04053333333,11.5831333333
613.61,10.7464,11.7036666667,9.75666666666,9.63300000001,29.8906,9.10686666666,15.4382666667,18.3450666667,4.3928,12.3488666667,9.04933333333,11.5352666667
613.94,10.8988666666,11.8052,9.83266666667,9.72106666667,29.8954,9.2014,15.4912,18.4557333333,4.51873333333,12.4167333333,9.14946666666,11.6406
614.28,10.9803333333,11.8706,9.91359999999,9.81373333334,29.9839333333,9.26346666667,15.5694666667,18.5736666667,4.63013333333,12.4962,9.2488,11.743
614.61,10.857,11.7796,9.7912,9.69333333333,29.8693333333,9.18419999999,15.4381333333,18.4998666667,4.54113333333,12.4215333333,9.16639999999,11.6393333333
614.94,10.8938,11.8604666667,9.822,9.76346666668,29.858,9.207,15.4308666667,18.5846,4.604,12.4643333333,9.23326666666,11.6954
615.28,10.8142666667,11.7944,9.7646,9.71813333335,29.7781333333,9.14079999999,15.3571333333,18.5480666667,4.55573333333,12.3840666667,9.20179999999,11.6532
615.61,10.6766,11.6723333333,9.60740000001,9.60953333333,29.6444666667,8.97513333334,15.1909333333,18.4449333333,4.43053333333,12.2108666667,9.00960000001,11.4644
615.95,10.5612666667,11.5754666667,9.49993333334,9.57886666667,29.5694,8.84600000001,15.0736666666,18.3684,4.3128,12.0773333333,8.96573333334,11.3605333333
616.28,10.6124,11.6668666667,9.59233333334,9.69900000001,29.7071333333,8.88573333334,15.1853333334,18.4433333334,4.3502,12.1257333333,9.02979999999,11.4737333333
616.61,10.4481333333,11.5111333333,9.46246666667,9.609,29.6498,8.77926666667,15.0685333333,18.3767333334,4.2306,11.9972666667,8.88186666667,11.3662666667
616.95,10.5206666667,11.5428,9.46713333333,9.64993333331,29.6113333333,8.77259999999,15.0666,18.4164666667,4.32026666667,11.9986,8.95593333335,11.4054666667
617.28,10.4398,11.4914666667,9.37373333333,9.61626666668,29.5189333333,8.68926666667,15.0239333333,18.3496,4.2354,11.938,8.89553333333,11.3711333333
617.62,10.4146,11.5059333333,9.36826666667,9.62793333333,29.5745333333,8.7178,15.0384,18.3914666667,4.21426666667,11.9266,8.91520000001,11.3554666667
617.95,10.2432,11.3742666667,9.24333333333,9.48706666666,29.3756666666,8.6026,14.8433333333,18.2537333333,4.064,11.7908666667,8.75580000001,11.2124
618.28,10.2873333333,11.4059333333,9.26986666667,9.52046666666,29.4106,8.6322,14.8538,18.3331333333,4.11146666667,11.8206,8.79286666667,11.249
618.62,10.2907333333,11.4294,9.30239999999,9.50286666667,29.4797333333,8.66573333334,14.8895333333,18.3286666667,4.0636,11.7988,8.75386666666,11.2871333334
618.95,10.3786666666,11.5364666667,9.374,9.60193333334,29.5503333333,8.7498,14.9298666667,18.4276666667,4.13573333333,11.8893333333,8.82373333334,11.3755333333
619.28,10.3914,11.5565333333,9.44733333333,9.60533333332,29.6054,8.77966666667,14.9517333333,18.4388666667,4.1222,11.9302,8.86633333334,11.4404
619.62,10.4646666667,11.6381333334,9.537,9.68253333334,29.6998,8.87440000001,15.0076666667,18.5654666667,4.19733333333,12.0382,8.9262,11.5468
619.95,10.4559333333,11.6589333333,9.55019999999,9.67946666667,29.6431333333,8.89726666666,14.9714,18.5850666667,4.19626666667,12.0459333333,8.92693333334,11.5628666667
620.28,10.4319333333,11.6104666667,9.49119999999,9.59666666668,29.5692,8.8078,14.8860666667,18.5404,4.14106666667,12.0200666667,8.86379999999,11.4948
620.62,10.2539333333,11.4799333333,9.36200000001,9.46013333332,29.4872666667,8.71126666667,14.7624,18.4630666667,3.97566666667,11.9035333333,8.69146666667,11.3638
620.95,10.3736666667,11.5986666667,9.46686666667,9.5834,29.6127333333,8.87046666666,14.8546666667,18.641,4.08613333333,12.0076666667,8.79906666667,11.4781333333
621.28,10.312,11.4911333334,9.40820000001,9.51933333331,29.5040666667,8.77460000001,14.7792666667,18.5802,3.98086666667,11.9197333333,8.711,11.3712666667
621.62,10.2946,11.5023333333,9.39026666667,9.50480000001,29.4946,8.7422,14.7538,18.5936,3.9596,11.9208,8.72626666667,11.3461333333
621.95,10.2672666667,11.462,9.33733333334,9.50566666667,29.4845333333,8.7172,14.7184,18.5449333333,3.8802,11.8422,8.67206666667,11.3117333333
622.28,10.2029333333,11.3688,9.26586666666,9.45906666666,29.4156666667,8.641,14.6146666667,18.5347333333,3.82853333333,11.7815333333,8.6142,11.2384
622.62,10.1079333333,11.3,9.18173333333,9.35593333334,29.3576666667,8.55346666667,14.5344666667,18.505,3.7088,11.7214,8.5162,11.1757333333
622.95,10.1178666667,11.2932666667,9.13993333333,9.36719999998,29.3138666667,8.57,14.5334,18.5563333333,3.70146666667,11.7164,8.51286666667,11.1961333333
623.28,10.1151333333,11.2634,9.13366666666,9.3114,29.2217333333,8.5528,14.4895333333,18.5323333333,3.70426666667,11.7216,8.45986666667,11.1522
623.62,10.1718666667,11.3019333334,9.19533333334,9.3662,29.279,8.61753333333,14.5318666667,18.6772666667,3.79526666667,11.7931333333,8.56606666667,11.1767333333
623.95,10.2317333333,11.3958,9.25940000001,9.45586666667,29.3802666667,8.69046666667,14.6175333333,18.7858,3.84026666667,11.8415333333,8.66393333333,11.2523333333
624.28,10.2017333333,11.3449333333,9.23346666667,9.44213333331,29.3599333333,8.66693333333,14.5532666667,18.7816666667,3.79506666667,11.8085333333,8.63973333333,11.2392
624.62,10.1434666667,11.3008,9.18333333334,9.38846666667,29.3170666667,8.61106666667,14.4937333333,18.7216,3.79613333333,11.7998,8.6126,11.1802
624.95,10.2024666667,11.3642666667,9.22039999999,9.44446666667,29.3512666667,8.63733333333,14.5370666667,18.8285333333,3.81946666667,11.8663333333,8.65166666667,11.2350666667
625.28,10.2574,11.3951333333,9.25539999999,9.50146666665,29.3891333333,8.67273333333,14.598,18.9322666667,3.822,11.8980666666,8.63840000001,11.2654
625.61,10.1774666667,11.3008,9.21733333333,9.41186666668,29.3001333333,8.5916,14.5250666667,18.9368666667,3.752,11.8382666667,8.57153333333,11.1788666667
625.95,10.1913333333,11.3144666667,9.24466666667,9.42146666667,29.2729333333,8.59253333333,14.55,18.9706666667,3.77593333333,11.8604666667,8.59306666667,11.2124
626.28,10.2094,11.2780666667,9.253,9.4216,29.3074666667,8.5942,14.5456,19.0244666667,3.78806666667,11.8746666667,8.57726666667,11.2004666667
626.61,10.1969333333,11.2892,9.25866666667,9.43633333333,29.3844666667,8.58006666667,14.5318,19.0626,3.82873333333,11.8766,8.60233333333,11.1975333333
626.94,10.2600666667,11.3686,9.28166666667,9.50546666666,29.4423333333,8.6144,14.5709333333,19.1407333333,3.86273333333,11.9032666667,8.68773333334,11.2712
627.28,10.2332,11.3260666667,9.24579999999,9.50253333334,29.4062666666,8.5746,14.5061333333,19.1337333333,3.80053333334,11.8764,8.63066666667,11.2739333333
627.61,10.2342,11.3298666667,9.24686666667,9.50406666666,29.368,8.56786666667,14.4734,19.1460666667,3.8104,11.8692,8.60926666667,11.2652666667
627.94,10.2700666667,11.4048,9.29313333333,9.54280000002,29.4084,8.60526666667,14.5271333334,19.2466666667,3.87206666667,11.9176666667,8.68026666666,11.2906666667
628.27,10.2721333333,11.3894,9.31813333333,9.55520000002,29.4400666667,8.5852,14.4895333333,19.3035333334,3.87766666667,11.8679333333,8.6564,11.2951333333
628.61,10.259,11.3952,9.33886666666,9.57280000001,29.4572,8.60326666667,14.5046666667,19.3044666667,3.9272,11.856,8.65833333333,11.3422
628.94,10.1795333333,11.3555333333,9.28966666667,9.50786666667,29.4056666667,8.53426666667,14.4260666667,19.2566,3.87573333333,11.7905333333,8.63806666667,11.333
629.27,10.3544,11.5493333333,9.45133333333,9.69493333333,29.5828,8.70533333333,14.5903333333,19.4290666667,4.04686666667,11.9521333333,8.81160000001,11.521
629.60,10.3939333333,11.5846666667,9.49206666667,9.76713333335,29.6985333333,8.80726666667,14.6352,19.5119333333,4.07986666667,11.9854666667,8.86640000001,11.5739333333
629.94,10.395,11.6102666667,9.51446666667,9.84599999999,29.6843333333,8.8402,14.6795333333,19.5236,4.12613333333,11.9644666667,8.89599999999,11.6262666667
630.27,10.3892,11.5764666667,9.53879999999,9.80886666667,29.6179333333,8.85679999999,14.6741333333,19.5426,4.06766666667,11.9568,8.90313333334,11.6464
630.60,10.2842666666,11.4798666667,9.49940000001,9.73673333333,29.5589333333,8.75706666667,14.6825333333,19.5434,3.96526666667,11.9014,8.8176,11.566
630.93,10.2983333333,11.5073333333,9.52726666667,9.74573333333,29.5346666667,8.76486666666,14.736,19.5467333333,3.9896,11.8998666667,8.81973333333,11.6056
631.26,10.3613333333,11.5844666667,9.59566666667,9.811,29.5825333333,8.86446666666,14.8128,19.6370666667,4.0926,11.9469333333,8.90986666667,11.7058
631.60,10.3357333333,11.5106,9.56199999999,9.76599999999,29.5562,8.78019999999,14.765,19.5958666667,4.02513333333,11.8986666667,8.83560000001,11.7008666667
631.93,10.2260666667,11.4692666667,9.48466666667,9.70006666667,29.4810666667,8.72806666666,14.7026,19.5682,3.883,11.8185333333,8.7816,11.6652
632.26,10.0808,11.3317333333,9.34666666667,9.52193333333,29.4197333333,8.60693333334,14.5715333333,19.4998,3.7346,11.6745333333,8.65233333333,11.5592666666
632.59,10.2714666667,11.4716666667,9.53326666667,9.70166666665,29.5818,8.82413333333,14.7724666667,19.7136,3.92,11.8152666667,8.81779999999,11.7474666667
632.92,10.1990666667,11.4025333333,9.52086666666,9.65066666665,29.4584,8.77160000001,14.6993333333,19.703,3.90813333333,11.7358,8.76513333335,11.7147333333
633.26,10.2795333333,11.4738,9.58726666666,9.67006666666,29.4847333333,8.77086666667,14.7162666667,19.7859333334,3.96206666667,11.7759333333,8.82926666665,11.7672
633.59,10.2411333333,11.4123333333,9.51266666666,9.57246666665,29.4140666667,8.72266666666,14.6224,19.7700666667,3.87166666667,11.7388666667,8.81320000001,11.7498666667
633.92,10.2726,11.4544666667,9.49446666667,9.6128,29.4539333334,8.69186666667,14.6469333333,19.8,3.87693333333,11.7121333333,8.80773333333,11.7567333333
634.25,10.2690666667,11.4524666667,9.49553333333,9.56793333333,29.4599333333,8.71759999999,14.5708666667,19.8170666667,3.9112,11.6542,8.79066666667,11.7747333333
634.58,10.2420666667,11.3932,9.47213333334,9.50599999999,29.5387333333,8.642,14.5285333333,19.8477333333,3.8678,11.5736,8.79500000001,11.7367333333
634.91,10.341,11.4490666667,9.55019999999,9.60373333334,29.6132666667,8.72519999999,14.6244,19.9639333333,3.93073333333,11.6604666667,8.87339999999,11.8489333333
635.25,10.4704666667,11.5628666667,9.67306666667,9.71293333334,29.7110666667,8.88413333333,14.7406,20.0804666667,4.05633333334,11.756,9.01006666667,11.966
635.58,10.6274666667,11.6366,9.79926666667,9.83286666668,29.8194,8.99066666667,14.9014,20.2228,4.18533333333,11.8490666667,9.12466666665,12.048
635.91,10.7306,11.7789333333,9.93786666666,9.92813333333,29.877,9.07453333333,14.9809333333,20.3808666667,4.2874,11.9525333333,9.2282,12.1784666667
636.24,10.6265333334,11.6419333333,9.81386666668,9.78859999999,29.8182,8.93006666666,14.8498,20.3064666667,4.15006666667,11.8004666667,9.13026666667,12.0582666667
636.57,10.5230666667,11.5160666667,9.69693333334,9.68406666666,29.7507333333,8.81719999999,14.757,20.2500666667,4.03513333333,11.7064666667,9.05766666667,11.9589333334
636.90,10.5865333333,11.5692666667,9.73846666667,9.74573333335,29.7326666667,8.85626666667,14.8352,20.3003333334,4.11506666667,11.7102,9.08059999998,12.0098666667
637.23,10.647,11.6307333333,9.81506666667,9.81706666668,29.8005333333,8.86806666668,14.9193333333,20.3849333333,4.20273333333,11.7514,9.12539999999,12.0842666667
637.56,10.5793333333,11.6086666667,9.81400000001,9.74933333333,29.762,8.84333333333,14.9073333333,20.4,4.19466666667,11.7173333333,9.08733333335,12.0426666667
637.90,10.5222,11.5687333333,9.75466666667,9.72973333333,29.7499333333,8.79346666667,14.8671333333,20.3431333333,4.1034,11.6837333333,9.05333333333,12.0073333333
638.23,10.5974,11.6141333333,9.76486666667,9.75740000001,29.6979333333,8.83386666666,14.8866666667,20.3884,4.1192,11.7266666667,9.05386666667,12.0431333333
638.56,10.4790666667,11.4997333333,9.64586666667,9.62140000001,29.6486666667,8.73113333333,14.7758666667,20.3555333333,3.9622,11.5910666667,8.91726666666,11.9529333333
638.89,10.6312,11.6646,9.79926666666,9.77313333334,29.8232,8.84940000001,14.959,20.5682666667,4.098,11.7508,9.08753333334,12.1302
639.22,10.7646666667,11.7780666667,9.93946666667,9.90533333334,29.9761333333,9.01213333333,15.0783333333,20.7366666667,4.2554,11.9246666667,9.23526666667,12.3565333333
639.55,10.7925333333,11.8146666667,9.96406666666,9.93006666667,30.1048,9.06533333332,15.1367333333,20.7829333333,4.29133333333,11.9749333333,9.29726666666,12.3976
639.88,10.8828,11.956,10.0026,9.99966666667,30.2261333333,9.15666666667,15.2397333333,20.901,4.3584,12.1069333333,9.3788,12.5351333333
640.21,10.9628666667,12.0446666667,10.0994666667,10.0898,30.3333333333,9.18046666668,15.314,21.0238,4.36073333333,12.2288,9.44313333335,12.6593333333
640.54,10.8572666667,12.0160666667,10.0819333333,10.0128666667,30.3254,9.13973333333,15.2825333333,21.0476,4.2704,12.2083333333,9.42373333334,12.6871333333
640.87,10.9424,12.1539333333,10.1712,10.0732,30.4102666667,9.28920000001,15.3380666667,21.1726666666,4.3622,12.3298,9.53726666668,12.7724666667
641.20,11.0652666667,12.2077333333,10.2038,10.1976666666,30.4756,9.37506666669,15.3748,21.2191333333,4.43606666667,12.4068666667,9.6224,12.8762
641.53,11.3150666667,12.4005333333,10.4136666667,10.3843333333,30.6334,9.59786666667,15.5861333333,21.4872666667,4.66986666667,12.6064,9.857,13.0812666667
641.87,11.2367333333,12.4086666667,10.3749333333,10.3446,30.5982,9.56666666665,15.552,21.4735333333,4.61506666667,12.5678666667,9.8146,13.1064
642.20,11.2011333333,12.4158666667,10.3424,10.2968666667,30.5058,9.46926666666,15.4912,21.4382,4.58766666667,12.5066,9.78193333333,13.0816
642.53,11.1565333333,12.3726666667,10.2948666667,10.2051333333,30.4311333333,9.43420000001,15.4470666666,21.434,4.58826666667,12.4489333333,9.73273333331,13.0750666667
642.86,11.2098,12.5007333333,10.3074,10.2354,30.4324666667,9.41860000001,15.4294,21.4488666667,4.63093333333,12.4747333333,9.75453333333,13.1114666667
643.19,11.2712666667,12.4528666667,10.3250666667,10.2804,30.3003333333,9.38726666666,15.3969333334,21.4468,4.66166666667,12.4244,9.76799999999,13.0932666667
643.52,11.199,12.3532,10.3447333333,10.227,30.1551333333,9.32646666667,15.2933333333,21.3556666667,4.639,12.3375333333,9.67686666667,13.0037333333
643.85,11.3301333334,12.5129333333,10.4108,10.2726666667,30.2249333333,9.48486666666,15.3954666667,21.3764666667,4.8206,12.3652666667,9.77506666667,13.099
644.18,11.3917333333,12.6081333333,10.4042,10.3337333333,30.2424666667,9.51326666665,15.4097333333,21.4144,4.8548,12.4558666667,9.82640000001,13.1345333333
644.51,11.4612,12.6763333333,10.4896,10.4028666667,30.3128,9.60220000001,15.5274,21.5106666667,4.9006,12.4788666667,9.90626666667,13.1984
644.84,11.5271333333,12.747,10.5513333333,10.4076666667,30.3738666667,9.68480000001,15.603,21.6424,5.0042,12.5510666667,9.94900000001,13.3141333333
645.17,11.5264666667,12.7602666666,10.6044666667,10.3946,30.3705333333,9.7082,15.6369333333,21.6389333333,5.00526666667,12.5834,10.0096,13.3302666667
645.50,11.6672666667,12.8838,10.7378666666,10.4530666667,30.5384,9.8228,15.7724666667,21.8307333333,5.13926666667,12.6983333333,10.1514,13.4891333333
645.83,11.7986666667,13.0018666667,10.8743333333,10.5718666667,30.6435333333,9.98066666667,15.8771333333,21.9791333333,5.282,12.7995333333,10.292,13.6292666667
646.16,11.6785333334,12.9212,10.7796666667,10.4797333333,30.5823333333,9.90246666665,15.7366,21.9102666667,5.0936,12.6680666666,10.1676666667,13.5160666667
646.49,11.6964,12.8913333333,10.8197333333,10.4488,30.5533333333,9.84166666667,15.7862666666,21.9567333333,5.08873333333,12.6428,10.1738,13.5057333333
646.82,11.8876666667,13.1752666666,11.0290666667,10.6434,30.7828,10.1194,15.9696666667,22.2297333333,5.30193333333,12.8974666667,10.3624666667,13.7560666667
647.15,12.0501333333,13.3949333333,11.1676666667,10.7838666667,30.943,10.2955333333,16.1106666667,22.4488,5.4692,13.0851333333,10.5454,13.9197333333
647.48,12.0156,13.3830666667,11.1623333333,10.7873333333,30.9777333333,10.2978,16.0705333333,22.5215333333,5.41573333333,13.0989333333,10.5255333333,13.8954
647.81,11.9558666667,13.2260666667,11.0904666667,10.7131333333,30.8682666667,10.2804,15.9867333333,22.4537333333,5.35093333333,12.9980666667,10.4428,13.7879333333
648.14,11.9518666667,13.1646666667,11.0278,10.7066,30.7942666667,10.1710666667,15.8919333333,22.4029333333,5.3054,12.9463333333,10.3269333333,13.6951333333
648.47,11.8944,13.1200666667,10.9720666667,10.634,30.6850666666,10.1022666667,15.8073333333,22.3677333333,5.1856,12.8599333333,10.2547333333,13.5804666667
648.80,11.8950666667,13.0859333333,10.9243333333,10.6110666667,30.6663333333,10.0540666667,15.6849333333,22.3862,5.17253333333,12.8174666666,10.1438666667,13.5596
649.13,11.9253333333,13.1132666667,10.9792666666,10.6914,30.6270666667,10.1144,15.6746,22.3928,5.26513333333,12.8272666667,10.1774,13.5266666667
649.46,11.991,13.1494666667,11.0280666667,10.7420666667,30.7018666667,10.1723333333,15.699,22.4406666667,5.29773333333,12.9522,10.2101333333,13.5332666667
649.79,12.0082,13.1574666667,11.0360666667,10.7848666666,30.7184,10.1781333334,15.7244,22.4464666667,5.38246666667,13.0331333333,10.2192,13.5396666667
650.11,11.9296,13.1156,10.9675333333,10.6770666667,30.6098,10.1663333333,15.6414666667,22.4066,5.28446666667,12.9612,10.1216666667,13.4543333333
650.44,11.7807333333,12.9009333333,10.8277333333,10.5215333333,30.3946,9.98873333333,15.465,22.2448666667,5.1276,12.7926666667,9.97686666666,13.244
650.77,11.6084,12.6672666667,10.6335333334,10.3351333333,30.2082666667,9.75033333333,15.3070666667,22.1190666667,4.9306,12.5898,9.78680000001,13.0677333333
651.10,11.5763333333,12.6412666667,10.63,10.3064666667,30.1312666667,9.77239999999,15.2633333333,22.138,4.9312,12.5448666667,9.78113333333,13.0734
651.43,11.6382,12.783,10.7374,10.4094,30.2552,9.8102,15.3700666667,22.3301333333,5.0454,12.6502,9.86946666667,13.1917333333
651.76,11.5683333333,12.7399333333,10.6877333333,10.2565333333,30.2397333333,9.76920000001,15.2820666667,22.3508666667,5.00146666667,12.5882,9.8736,13.2047333333
