wavelength,Back_BanAurm,Belly_BanAurm,Breast_BanAurm,Crissum_BanAurm,Crown_BanAurm,DorTail_BanAurm,Patch10_BanAurm,Patch11_BanAurm,Patch12_BanAurm,Rump_BanAurm,Throat_BanAurm,WingTip_BanAurm
192.09,57.4666666667,70.4,51.0666666667,48.5333333333,44.6666666667,42.8,80.8,57.4666666667,74.8,51.8666666667,67.4666666667,49.8666666667
192.47,54.4356666667,66.398,44.086,43.9516666667,40.0536666667,35.7526666667,77.8223333333,56.8546666667,71.3713333333,46.1023333333,63.4406666667,41.9353333333
192.85,56.091,68.541,41.098,43.7753333333,39.4913333333,36.1443333333,76.5733333333,57.831,65.9973333333,46.0506666667,65.462,40.562
193.23,57.007,70.068,42.857,47.483,38.5036666667,34.966,76.4626666667,57.959,68.2993333333,49.3876666667,67.4826666667,35.646
193.61,56.5043333333,72.7643333333,42.141,50.0,37.5336666667,33.0623333333,76.694,55.8263333333,71.2736666667,50.6773333333,65.854,30.8943333333
193.99,54.1666666667,70.4166666667,42.222,49.028,36.6666666667,35.139,75.139,55.2776666667,72.7776666667,49.7223333333,63.4723333333,27.9163333333
194.37,55.6026666667,68.0853333333,37.1633333333,47.518,36.1703333333,34.1846666667,72.908,55.461,71.9146666667,49.22,62.837,25.3896666667
194.75,56.3216666667,66.5233333333,32.6153333333,46.1203333333,35.0573333333,31.322,68.5346666667,54.7413333333,67.5286666667,45.6896666667,58.477,21.5516666667
195.13,60.0303333333,67.119,37.104,48.567,36.6513333333,31.071,76.4706666667,59.8793333333,68.0243333333,47.9636666667,62.745,25.641
195.51,58.7156666667,58.8686666667,33.4863333333,46.0246666667,33.945,27.3703333333,72.4773333333,55.9633333333,67.5843333333,42.2016666667,59.1743333333,25.2296666667
195.89,58.9223333333,55.5553333333,30.8083333333,40.909,32.4916666667,27.2726666667,75.758,55.0506666667,67.003,36.532,61.9526666667,20.3703333333
196.27,60.0753333333,54.9906666667,34.0866666667,37.6646666667,35.97,24.8586666667,77.5896666667,54.4256666667,66.1016666667,36.3466666667,64.2183333333,19.3976666667
196.65,63.5296666667,52.745,38.4313333333,38.6273333333,32.549,24.1176666667,75.6863333333,48.0393333333,63.9216666667,35.686,64.1173333333,21.3723333333
197.03,65.4323333333,51.2346666667,43.004,44.6503333333,36.6256666667,25.7203333333,78.6006666667,50.0,72.222,37.2426666667,65.0206666667,20.3703333333
197.40,65.6116666667,51.055,41.1393333333,40.7173333333,37.3416666667,23.207,72.7846666667,46.6243333333,69.8313333333,31.2236666667,65.612,23.4173333333
197.78,64.2543333333,39.254,36.842,27.851,34.8683333333,18.2016666667,63.5966666667,38.5963333333,58.772,21.7106666667,63.1576666667,19.7366666667
198.16,59.74,35.4976666667,31.818,18.8313333333,32.0346666667,14.2853333333,58.658,33.1166666667,51.2986666667,11.6883333333,61.6883333333,15.1513333333
198.54,58.1653333333,31.32,31.3196666667,15.2123333333,32.886,14.3176666667,55.9283333333,27.964,48.7693333333,10.5143333333,58.3893333333,8.94866666667
198.92,60.0976666667,25.5476666667,35.523,12.6523333333,33.0903333333,14.842,55.718,28.224,53.0413333333,8.759,61.5573333333,1.21633333333
199.30,58.696,27.2946666667,34.541,12.802,29.9516666667,17.15,52.657,27.2946666667,55.5553333333,6.76333333333,59.179,-10.628
199.68,64.4926666667,31.401,38.4056666667,14.4926666667,29.71,21.256,56.2803333333,32.367,52.1736666667,14.976,60.8693333333,-14.493
200.06,59.91,26.3513333333,34.6846666667,11.036,22.072,17.7926666667,44.3696666667,30.856,46.3963333333,15.09,49.775,-17.793
200.44,57.2223333333,10.2776666667,23.0553333333,-8.611,7.222,5.55566666667,31.6666666667,17.2223333333,36.111,-3.889,40.5553333333,-40.833
200.82,61.4036666667,11.1113333333,27.193,-6.14033333333,11.696,6.72533333333,34.2103333333,23.6843333333,34.795,-3.50866666667,39.4736666667,-41.5203333333
201.19,54.717,-5.03166666667,18.8676666667,-22.956,4.088,-7.54733333333,21.3836666667,11.6353333333,21.6983333333,-18.5533333333,29.874,-52.201
201.57,55.682,-29.1666666667,10.2273333333,-52.2726666667,-9.84833333333,-20.833,14.0153333333,5.303,14.394,-34.8483333333,18.9396666667,-74.9996666667
201.95,62.025,-38.8186666667,1.26566666667,-60.7593333333,-23.2066666667,-31.2236666667,8.86066666667,0.421666666667,7.595,-42.194,8.439,-88.608
202.33,79.3943333333,-78.1816666667,-21.8183333333,-110.303333333,-43.0303333333,-86.061,-26.6666666667,-25.4546666667,-4.24233333333,-80.0,-17.5756666667,-146.666333333
202.71,113.978666667,-176.344,-58.0643333333,-221.505333333,-100.0,-210.753,-89.2473333333,-84.9463333333,-33.3333333333,-182.795333333,-54.8386666667,-258.064333333
203.09,144.444333333,-251.388666667,-108.333,-286.111,-141.666666667,-312.5,-155.555666667,-145.833,-74.9996666667,-236.111,-108.333333333,-329.166333333
203.47,2866.66666667,-7800.0,-4133.33333333,-7666.66666667,-3633.33333333,-8400.0,-5166.66666667,-4900.0,-3166.66666667,-6166.66666667,-3766.66666667,-7800.0
203.85,-11.111,356.79,271.605,370.37,193.827,397.530666667,285.185,283.950666667,197.530666667,312.346,196.296333333,360.493666667
204.22,-16.6666666667,345.555666667,251.111,337.778,147.777666667,374.444333333,261.111333333,275.555333333,165.555666667,296.666666667,160.0,321.111
204.60,-23.8096666667,487.301666667,360.317666667,460.317666667,184.126666667,530.158666667,376.190666667,377.777666667,192.063333333,433.333333333,212.698333333,446.031666667
204.98,20.238,394.047666667,320.238,410.714333333,160.714333333,423.809333333,346.428666667,301.190333333,155.952666667,341.666333333,163.095333333,385.714333333
205.36,-1.7763568394e-15,360.215,282.795666667,363.440666667,152.688333333,358.064333333,322.580666667,259.139666667,117.204333333,280.645,118.279666667,344.086
205.74,32.4786666667,311.965666667,251.282,280.342,150.427333333,284.615333333,273.504333333,208.546666667,123.932,244.444333333,115.384666667,294.017333333
206.12,33.3333333333,242.666666667,182.666666667,224.0,119.333333333,202.666666667,217.333333333,155.333333333,97.3333333333,190.0,91.3333333333,238.666666667
206.50,40.9356666667,229.239666667,156.140333333,200.0,129.24,173.684,184.210666667,145.029333333,91.813,173.684333333,87.7193333333,226.315666667
206.87,51.923,258.333333333,185.256333333,228.846,158.333666667,183.974333333,212.820333333,178.846,116.025333333,189.102666667,107.692333333,259.615333333
207.25,83.7606666667,354.701,226.495666667,299.145333333,208.547,229.914666667,271.794666667,253.846,138.461666667,245.299,144.444666667,341.880333333
207.63,123.809333333,403.809666667,228.571333333,356.190666667,254.286,273.333333333,316.190333333,285.714333333,165.714333333,298.095333333,179.047666667,399.047666667
208.01,148.0,572.0,270.666666667,456.0,332.0,338.666666667,429.333333333,353.333333333,230.666666667,382.666666667,240.0,529.333333333
208.39,101.234666667,284.568,143.21,226.543333333,188.889,158.025,229.629333333,180.864333333,148.765333333,202.469,144.444333333,270.988
208.77,119.607666667,301.961,153.594666667,243.137333333,193.464,154.248333333,243.790666667,195.425,181.699,208.496666667,166.666666667,283.006333333
209.14,126.666666667,253.846,138.461666667,203.589666667,161.538333333,138.461666667,212.307666667,177.436,176.410333333,185.641,163.076666667,225.641
209.52,129.777666667,226.222333333,124.888666667,179.111,136.889,127.111333333,191.111,154.222,160.0,173.777666667,151.111333333,195.999666667
209.90,133.75,217.5,130.416666667,182.083333333,127.916666667,137.5,199.166666667,159.166666667,157.916666667,175.833333333,157.5,190.833333333
210.28,128.052666667,190.099,126.072333333,155.445333333,109.901,131.353,178.878,137.954,137.953666667,150.495,142.574333333,154.785666667
210.66,127.358666667,182.704333333,128.931,145.283,100.0,132.704333333,178.930666667,124.528333333,138.365,141.823666667,140.880333333,143.081666667
211.03,134.545333333,179.394333333,129.091,142.121333333,93.9393333333,126.666666667,183.939333333,119.697,143.636666667,149.394,143.636666667,140.909
211.41,126.229333333,159.016333333,122.404333333,139.617666667,88.2516666667,118.032666667,174.863333333,107.103666667,135.519,146.721333333,128.688333333,134.972666667
211.79,118.783,151.587333333,120.370333333,133.333333333,82.275,108.730333333,172.486666667,98.942,130.158666667,140.740666667,123.280333333,129.100666667
212.17,119.012333333,141.234333333,117.037333333,130.123,78.7653333333,105.185333333,163.950666667,99.259,120.247,135.308666667,121.234666667,125.926
212.55,120.512666667,144.615333333,122.820666667,128.974666667,74.359,110.256333333,168.974333333,103.589666667,117.436333333,138.718,122.820666667,121.026
212.92,115.085,139.902666667,116.058666667,120.924333333,76.8856666667,110.948666667,162.773666667,101.216666667,108.516,130.17,116.301666667,117.274666667
213.30,108.838666667,136.869,113.131333333,116.666666667,75.0,105.303,156.818333333,94.697,95.9593333333,122.979666667,108.586,118.687
213.68,96.0416666667,120.0,105.0,107.5,72.5,96.25,136.458333333,88.5416666667,91.0416666667,110.625,101.041666667,110.208333333
214.06,91.25,113.75,97.5,101.25,68.9583333333,90.8333333333,131.25,90.2083333333,86.6666666667,103.541666667,93.9583333333,110.0
214.44,90.7656666667,110.810666667,93.6936666667,98.6483333333,70.2703333333,88.063,132.207333333,94.1443333333,85.5856666667,102.928,89.6396666667,121.396333333
214.81,95.0703333333,105.634,87.559,95.7746666667,67.3706666667,78.404,128.638333333,96.9483333333,84.9766666667,102.816666667,85.2113333333,123.709
215.19,89.202,99.7653333333,73.709,85.6806666667,62.2066666667,74.6476666667,114.788666667,89.202,73.4743333333,87.559,75.8216666667,116.901333333
215.57,81.3333333333,91.5556666667,66.8886666667,72.6666666667,57.111,70.2223333333,103.555333333,85.5553333333,70.4443333333,78.0,70.889,99.5553333333
215.95,81.0126666667,88.3963333333,67.0886666667,69.8313333333,56.329,68.9873333333,99.578,88.3966666667,67.5103333333,75.5273333333,70.2533333333,91.561
216.32,86.801,87.9193333333,66.8903333333,66.4426666667,58.1656666667,71.812,106.04,89.933,69.1273333333,79.4183333333,69.1273333333,92.6173333333
216.70,92.1986666667,88.6526666667,68.3213333333,65.4846666667,58.8653333333,70.4493333333,107.565,89.598,72.1036666667,76.3596666667,67.8486666667,96.4543333333
217.08,91.6086666667,86.48,66.6666666667,63.6363333333,55.2446666667,64.1023333333,104.662,85.781,74.359,77.3893333333,67.366,95.3383333333
217.46,98.039,88.7256666667,69.853,66.6666666667,60.049,67.157,108.088333333,91.1766666667,82.5983333333,85.049,76.4703333333,102.451333333
217.83,110.744,95.3166666667,73.829,73.2783333333,69.4216666667,72.176,120.936333333,100.275666667,91.1846666667,94.215,82.3693333333,110.193
218.21,118.75,97.9166666667,73.5116666667,81.2496666667,64.2856666667,77.381,122.619,96.4286666667,95.8333333333,94.6426666667,87.5,101.785666667
218.59,127.884666667,112.179666667,80.128,93.2693333333,64.423,87.8203333333,125.961666667,98.077,103.525666667,104.166666667,100.961333333,105.128
218.97,126.969666667,119.394,86.3636666667,101.515,70.606,92.4243333333,133.939666667,101.818333333,106.363333333,106.666666667,107.878666667,104.242
219.34,121.389,118.611,95.278,105.000333333,71.389,90.5553333333,133.611333333,98.611,105.0,105.833333333,105.277666667,102.500333333
219.72,125.866666667,120.0,99.7333333333,105.866666667,67.4666666667,90.9333333333,132.533333333,94.1333333333,99.7333333333,101.066666667,102.933333333,108.266666667
220.10,137.19,122.865,105.509666667,105.785,68.8706666667,100.275666667,139.118333333,95.0416666667,109.366333333,106.887,109.366666667,110.468666667
220.47,116.435333333,105.092666667,94.4446666667,94.9073333333,65.5093333333,86.3426666667,117.361,83.565,98.3796666667,98.611,102.778,93.9813333333
220.85,115.366333333,99.054,90.071,99.2906666667,65.012,91.4893333333,119.858,78.96,100.0,101.182333333,109.22,94.09
221.23,110.864,95.8023333333,91.358,100.987666667,62.2223333333,97.284,120.493666667,79.753,93.827,100.246666667,104.938666667,90.1236666667
221.61,97.0723333333,86.937,79.2793333333,88.9643333333,51.8016666667,86.7116666667,110.360333333,73.8736666667,84.9096666667,88.063,93.6936666667,79.9553333333
221.98,95.329,82.378,73.2483333333,83.0146666667,43.0996666667,84.0763333333,105.732333333,70.913,81.316,82.59,90.8706666667,78.7686666667
222.36,96.25,82.7083333333,68.75,79.1666666667,48.125,81.25,106.458333333,72.0833333333,80.2083333333,84.5833333333,90.2083333333,81.25
222.74,98.354,79.424,68.3126666667,74.074,47.531,78.3953333333,106.79,70.3706666667,82.099,85.391,83.951,79.63
223.11,95.5126666667,75.0,65.3843333333,74.7863333333,43.8036666667,78.8463333333,106.837333333,68.376,83.1196666667,85.043,79.9146666667,77.9916666667
223.49,96.154,66.2393333333,60.0426666667,73.077,38.248,78.205,104.487,64.1026666667,76.9233333333,83.9743333333,76.4956666667,75.6413333333
223.87,99.329,67.5613333333,60.6266666667,81.6556666667,42.7293333333,86.577,110.962,68.2326666667,82.3266666667,90.604,84.7876666667,82.103
224.24,98.792,68.3573333333,56.0386666667,86.715,40.8213333333,86.715,111.836,68.1163333333,78.0193333333,90.5796666667,85.024,87.681
224.62,107.536,74.4926666667,51.5943333333,95.6523333333,36.8116666667,95.942,120.869666667,71.5943333333,77.6813333333,89.855,87.536,97.3913333333
225.00,93.9393333333,65.84,48.485,78.5123333333,30.5783333333,83.471,101.102,68.5953333333,64.7386666667,75.2066666667,75.7576666667,95.0416666667
225.38,101.994333333,66.6663333333,51.282,80.342,37.607,80.912,107.122666667,73.2196666667,73.5043333333,74.929,85.755,99.7153333333
225.75,120.351,69.4736666667,55.7896666667,84.2106666667,37.8946666667,94.7366666667,124.912,79.2983333333,77.5436666667,83.158,98.5966666667,108.772
226.13,138.497666667,72.3006666667,65.7273333333,84.9766666667,44.601,108.92,141.314666667,93.8963333333,78.8733333333,90.61,115.023666667,114.084333333
226.51,128.019333333,62.3186666667,76.8113333333,80.6763333333,40.5796666667,104.347666667,135.265666667,79.227,67.1496666667,85.9906666667,118.840666667,109.179
226.88,128.395,45.0616666667,69.753,85.8026666667,39.506,119.753,156.79,93.8273333333,62.3456666667,88.889,152.469,102.469333333
227.26,176.344,36.559,86.0216666667,80.645,38.7093333333,150.537333333,218.279666667,115.053666667,51.613,121.505333333,232.258,117.204333333
227.64,351.515333333,30.303,160.606,127.273,103.030666667,339.393666667,548.485,254.545333333,75.7576666667,281.818,593.939333333,230.303
228.01,-84.3136666667,127.451,0.0,86.2746666667,17.6473333333,-52.941,-233.333333333,-45.0983333333,101.960666667,-41.1763333333,-241.176333333,-13.7256666667
228.39,13.7253333333,96.0786666667,33.3333333333,71.8956666667,37.2546666667,20.2613333333,-45.0983333333,32.68,61.438,39.8693333333,-37.9083333333,47.059
228.76,17.7776666667,81.6666666667,21.6666666667,63.3333333333,22.222,12.7776666667,-38.889,25.0,49.4446666667,38.3333333333,-21.1113333333,38.889
229.14,18.5713333333,65.7143333333,23.3333333333,40.0003333333,5.71433333333,3.80966666667,-42.381,24.2856666667,44.762,31.9046666667,-14.762,40.9526666667
229.52,20.8336666667,67.1296666667,23.611,42.5926666667,4.62966666667,2.77766666667,-38.8886666667,29.63,49.537,28.241,-10.6483333333,41.2033333333
229.89,-3.33333333333,55.0,6.11133333333,11.111,-28.889,-17.7776666667,-61.6666666667,11.6666666667,36.111,13.3333333333,-29.4443333333,21.6666666667
230.27,13.1453333333,60.5633333333,31.4556666667,15.9626666667,-14.0846666667,-1.40833333333,-47.418,29.5776666667,38.9673333333,18.7793333333,-5.16433333333,25.352
230.65,26.984,65.7143333333,39.6826666667,31.4286666667,11.111,12.6983333333,-10.4763333333,34.2856666667,43.4923333333,34.2856666667,22.8573333333,30.4763333333
231.02,16.987,51.923,28.846,19.872,1.60266666667,4.808,-18.9103333333,31.7306666667,37.1796666667,26.923,26.6026666667,10.8976666667
231.40,18.1546666667,53.5713333333,33.0353333333,19.643,0.297666666667,2.67833333333,-10.119,34.5236666667,38.393,31.25,33.9286666667,1.19066666667
231.78,22.865,54.5453333333,35.8126666667,26.7216666667,5.234,6.61166666667,-0.551,39.945,41.598,36.3636666667,39.394,4.683
232.15,18.7676666667,46.4986666667,29.692,19.0476666667,0.28,1.68066666667,-1.68066666667,36.4143333333,37.815,28.5716666667,29.9723333333,-1.12033333333
232.53,19.0033333333,38.6293333333,28.6603333333,10.28,-8.09966666667,-8.09966666667,-3.42666666667,25.545,39.2523333333,19.3143333333,25.545,-15.888
232.90,24.348,48.6953333333,37.9713333333,14.493,6.087,4.34766666667,6.95633333333,32.7536666667,45.797,26.9566666667,28.9856666667,-6.377
233.28,16.9313333333,46.5606666667,35.185,14.2856666667,12.434,4.233,10.3173333333,28.836,38.36,23.545,25.397,-7.40733333333
233.66,21.774,45.968,39.2473333333,10.7526666667,15.3223333333,-1.344,15.5913333333,36.0213333333,37.6343333333,26.344,28.2256666667,-8.06433333333
234.03,31.6786666667,49.4093333333,39.2433333333,21.513,22.695,7.80166666667,21.986,39.9526666667,37.8253333333,32.3873333333,34.752,1.891
234.41,29.955,45.7206666667,29.9546666667,16.6663333333,22.5226666667,6.081,22.072,37.838,34.0093333333,34.009,29.2793333333,-1.80166666667
234.78,32.1916666667,41.324,34.9313333333,13.0136666667,23.0593333333,4.10966666667,13.4703333333,37.2146666667,29.452,32.4203333333,26.0273333333,-1.142
235.16,32.176,39.8146666667,33.102,8.33333333333,22.685,-1.15733333333,9.72233333333,31.9443333333,24.7683333333,31.0186666667,19.213,-2.54633333333
235.54,26.2626666667,37.3736666667,26.01,-3.53533333333,16.414,-12.6266666667,-2.02,24.2423333333,20.707,23.2323333333,8.586,-9.091
235.91,18.018,34.234,16.5166666667,-22.5226666667,-1.201,-31.5316666667,-16.5163333333,9.30933333333,10.21,14.715,-7.50733333333,-24.9253333333
236.29,17.8163333333,37.6436666667,20.6896666667,-14.3676666667,1.14933333333,-30.4596666667,-16.3796666667,10.9196666667,14.368,20.977,-0.574666666667,-14.6553333333
236.66,6.14866666667,31.068,6.47266666667,-27.1846666667,-9.06133333333,-45.3073333333,-29.7733333333,2.265,3.23633333333,12.9446666667,-10.6796666667,-22.6536666667
237.04,-1.0,21.3333333333,-1.0,-35.3333333333,-19.3333333333,-56.3333333333,-44.3333333333,-8.66666666667,-4.0,2.0,-18.6666666667,-33.6666666667
237.41,-1.223,11.9263333333,-9.786,-37.309,-27.829,-55.6576666667,-48.318,-12.2323333333,-1.835,6.11633333333,-19.266,-29.9696666667
237.79,2.69633333333,18.1373333333,0.49,-19.1176666667,-17.402,-33.8233333333,-33.0883333333,-8.333,4.41166666667,15.686,-2.941,-14.9513333333
238.17,7.14266666667,14.0693333333,7.57566666667,-11.0386666667,-9.957,-28.788,-26.6233333333,-1.73166666667,7.143,17.9656666667,4.54566666667,-6.06066666667
238.54,10.9803333333,15.8823333333,11.1763333333,-1.76466666667,-9.01966666667,-22.549,-20.0003333333,1.17666666667,11.7646666667,19.8036666667,13.1373333333,-0.196333333333
238.92,4.44433333333,7.87866666667,-0.404,-7.273,-18.99,-29.697,-19.7976666667,-3.43433333333,8.08066666667,12.5253333333,8.687,-5.25233333333
239.29,11.111,10.6136666667,2.48766666667,3.64833333333,-12.7693333333,-16.4176666667,-5.63833333333,6.46766666667,16.7493333333,14.4276666667,13.9306666667,3.98
239.67,15.9893333333,8.67233333333,5.82633333333,11.5176666667,-7.724,-7.317,3.92933333333,9.75633333333,18.6993333333,17.3443333333,17.8863333333,10.2983333333
240.04,21.0816666667,11.479,12.4723333333,17.991,1.435,-0.662,9.27166666667,14.128,22.1853333333,20.861,21.8546666667,16.3353333333
240.42,20.2346666667,10.8503333333,12.9033333333,16.7156666667,2.63933333333,2.44366666667,11.535,14.0763333333,19.8436666667,19.7456666667,19.9413333333,16.4223333333
240.79,20.153,11.6496666667,13.1806666667,17.602,3.14666666667,4.42166666667,13.0953333333,14.711,19.1323333333,17.687,17.772,16.5816666667
241.17,21.131,12.7233333333,13.6906666667,20.0893333333,4.39,7.29166666667,15.8483333333,16.7406666667,19.494,17.7083333333,16.7413333333,18.3036666667
241.54,23.22,16.633,17.6313333333,22.954,9.78033333333,12.0423333333,19.2946666667,21.1576666667,21.8893333333,18.829,18.4963333333,22.1556666667
241.92,22.5613333333,16.577,17.1156666667,21.7833333333,10.293,13.106,18.9706666667,20.9456666667,21.903,16.3976666667,15.9783333333,21.3643333333
242.29,20.5783333333,17.517,17.4603333333,20.4646666667,10.544,12.9816666667,19.0476666667,20.3513333333,22.5056666667,16.2133333333,14.2856666667,20.465
242.67,20.2183333333,17.7593333333,17.6503333333,19.1256666667,10.492,12.0763333333,18.8523333333,19.4536666667,22.2406666667,16.2296666667,13.06,21.2023333333
243.05,20.4283333333,17.816,18.861,18.913,11.3896666667,13.584,18.5473333333,19.6443333333,22.7273333333,16.8233333333,13.2186666667,22.205
243.42,19.6593333333,18.266,19.7113333333,18.7823333333,11.5066666667,13.932,17.4403333333,19.2983333333,23.1683333333,17.1826666667,13.158,22.2913333333
243.80,18.798,19.5173333333,20.339,18.1303333333,11.6076666667,13.9186666667,16.0246666667,19.363,22.7013333333,17.822,12.789,21.9826666667
244.17,18.2466666667,19.3166666667,19.674,16.8193333333,11.0603333333,14.0163333333,15.6983333333,19.7756666667,21.56,17.3293333333,12.895,20.8966666667
244.55,16.9696666667,18.3333333333,19.091,14.9496666667,10.303,11.6666666667,13.0303333333,18.9396666667,19.596,15.7073333333,12.576,19.0403333333
244.92,17.0286666667,18.2343333333,20.3086666667,14.713,11.3843333333,12.494,12.253,20.3566666667,20.3086666667,17.4626666667,14.6166666667,20.212
245.30,15.507,16.5983333333,18.463,12.1873333333,10.232,10.8686666667,11.096,19.554,17.8716666667,16.0073333333,14.1883333333,20.2363333333
245.67,13.7783333333,14.591,16.688,10.9113333333,8.00166666667,9.542,9.67033333333,16.3883333333,15.4473333333,13.8636666667,13.265,19.341
246.05,12.8053333333,13.1206666667,15.3666666667,9.77166666667,7.99833333333,9.02266666667,8.66833333333,15.4846666667,14.2633333333,13.1993333333,12.9236666667,19.858
246.42,12.868,12.141,14.031,8.942,6.57933333333,8.833,8.397,15.6306666667,13.1586666667,11.8503333333,12.3226666667,19.811
246.79,11.8683333333,10.6476666667,11.7326666667,7.73133333333,4.71333333333,8.10466666667,7.494,14.3776666667,11.2916666667,9.56266666667,10.8173333333,18.176
247.17,10.0886666667,9.709,10.1833333333,7.084,2.878,7.21066666667,6.73666666667,12.4603333333,9.74066666667,8.254,9.646,16.0343333333
