wavelength,Back_BanAurm,Belly_BanAurm,Breast_BanAurm,Crissum_BanAurm,Crown_BanAurm,DorTail_BanAurm,Patch10_BanAurm,Patch11_BanAurm,Patch12_BanAurm,Rump_BanAurm,Throat_BanAurm,WingTip_BanAurm
560.23,10.2796666667,17.9096666667,40.5293333333,25.0383333333,4.70833333333,9.735,10.4,43.2686666667,43.8133333333,10.753,5.24,11.0366666667
560.58,10.341,17.9346666667,40.6623333333,25.1116666667,4.786,9.74466666667,10.3976666667,43.2546666667,43.8016666667,10.8213333333,5.24633333333,11.1123333333
560.92,10.3756666667,18.0886666667,40.7876666667,25.1096666667,4.783,9.821,10.4286666667,43.357,43.8673333333,10.86,5.30233333333,11.1906666667
561.26,10.444,18.1413333333,40.86,25.114,4.77966666667,9.846,10.3823333333,43.3413333333,43.874,10.8113333333,5.31433333333,11.1826666667
561.60,10.401,18.0956666667,40.868,25.0303333333,4.69266666667,9.85033333333,10.277,43.3626666667,43.81,10.7276666667,5.305,11.201
561.94,10.4573333333,18.106,40.9226666667,25.003,4.691,9.90033333333,10.2386666667,43.4106666667,43.77,10.7166666667,5.25666666667,11.206
562.28,10.406,18.0586666667,40.9943333333,24.9756666667,4.594,9.85833333333,10.1136666667,43.3493333333,43.8253333333,10.6266666667,5.149,11.133
562.62,10.4126666667,18.074,41.1343333333,25.0263333333,4.61466666667,9.93933333333,10.1626666667,43.364,43.8243333333,10.6746666667,5.14533333333,11.1723333333
562.96,10.459,18.1536666667,41.1896666667,24.9943333333,4.66166666667,10.089,10.1933333333,43.48,43.74,10.6983333333,5.193,11.1583333333
563.30,10.486,18.1646666667,41.3746666667,25.0396666667,4.71733333333,10.1613333333,10.2096666667,43.5203333333,43.7776666667,10.691,5.20933333333,11.1156666667
563.64,10.544,18.2146666667,41.5133333333,25.1093333333,4.81533333333,10.263,10.3106666667,43.5686666667,43.799,10.8233333333,5.359,11.1676666667
563.99,10.44,18.148,41.4623333333,25.0383333333,4.817,10.2373333333,10.2973333333,43.4313333333,43.7183333333,10.7666666667,5.27766666667,11.154
564.33,10.4423333333,18.2183333333,41.581,25.073,4.79233333333,10.2783333333,10.339,43.495,43.82,10.8086666667,5.31133333333,11.1586666667
564.67,10.3953333333,18.1386666667,41.6203333333,25.0526666667,4.75266666667,10.2156666667,10.3106666667,43.4236666667,43.7656666667,10.765,5.28466666667,11.091
565.01,10.295,18.1106666667,41.653,25.0263333333,4.71733333333,10.163,10.2916666667,43.388,43.7223333333,10.8093333333,5.26833333333,11.071
565.35,10.2906666667,18.1636666667,41.751,25.0973333333,4.73766666667,10.1486666667,10.3073333333,43.4116666667,43.7976666667,10.8163333333,5.28666666667,11.087
565.69,10.226,18.168,41.7973333333,25.092,4.71066666667,10.123,10.2913333333,43.381,43.7666666667,10.8026666667,5.31266666667,11.0613333333
566.03,10.213,18.1603333333,41.859,25.0466666667,4.712,10.146,10.3266666667,43.3383333333,43.745,10.8243333333,5.30366666667,11.0646666667
566.37,10.1793333333,18.169,41.9413333333,24.9893333333,4.67233333333,10.0993333333,10.3186666667,43.33,43.7303333333,10.79,5.305,11.0823333333
566.71,10.1663333333,18.2513333333,42.041,25.0683333333,4.67366666667,10.0293333333,10.28,43.305,43.7523333333,10.7693333333,5.28333333333,11.1263333333
567.05,10.1266666667,18.228,41.9346666667,25.0256666667,4.625,9.966,10.249,43.2506666667,43.6813333333,10.7383333333,5.247,11.1116666667
567.39,10.0946666667,18.2313333333,42.026,25.0156666667,4.59966666667,9.948,10.2463333333,43.3036666667,43.714,10.701,5.18366666667,11.0936666667
567.73,10.135,18.2106666667,42.148,25.008,4.60333333333,9.933,10.201,43.395,43.778,10.6793333333,5.213,11.0876666667
568.07,10.107,18.1986666667,42.2396666667,24.9876666667,4.60133333333,9.91333333333,10.1663333333,43.3666666667,43.736,10.6436666667,5.22266666667,11.11
568.41,10.0616666667,18.2053333333,42.24,24.975,4.59166666667,9.91433333333,10.1383333333,43.3243333333,43.7086666667,10.608,5.20433333333,11.1516666667
568.75,10.039,18.126,42.265,24.931,4.53833333333,9.92,10.073,43.298,43.6693333333,10.528,5.16333333333,11.136
569.09,10.0426666667,18.1616666667,42.303,24.869,4.529,9.93366666667,10.078,43.3183333333,43.5936666667,10.512,5.13866666667,11.1836666667
569.43,10.0713333333,18.1853333333,42.4156666667,24.858,4.56133333333,9.97066666667,10.039,43.3656666667,43.5693333333,10.5183333333,5.097,11.2283333333
569.77,10.0583333333,18.198,42.4456666667,24.9266666667,4.60066666667,9.955,10.0153333333,43.464,43.529,10.519,5.128,11.245
570.11,10.0273333333,18.1266666667,42.3983333333,24.8706666667,4.57433333333,9.93333333333,9.91666666667,43.4683333333,43.4063333333,10.4913333333,5.082,11.2063333333
570.45,10.0076666667,18.0343333333,42.4216666667,24.824,4.48033333333,9.90133333333,9.883,43.4756666667,43.4203333333,10.4736666667,5.064,11.2053333333
570.79,9.98833333333,18.0583333333,42.516,24.82,4.465,9.91,9.891,43.5106666667,43.4356666667,10.4596666667,5.06633333333,11.2266666667
571.13,9.991,18.0676666667,42.524,24.8026666667,4.477,9.918,9.86566666667,43.441,43.4276666667,10.4423333333,5.09966666667,11.3156666667
571.47,10.0306666667,18.125,42.5193333333,24.789,4.52133333333,9.93866666667,9.89966666667,43.4186666667,43.4473333333,10.473,5.14766666667,11.3233333333
571.81,10.015,18.1286666667,42.5483333333,24.8153333333,4.572,10.0066666667,9.91566666667,43.441,43.468,10.491,5.148,11.3213333333
572.15,10.0316666667,18.1813333333,42.7113333333,24.9083333333,4.59233333333,10.0866666667,9.906,43.5743333333,43.5486666667,10.526,5.15133333333,11.3193333333
572.49,10.058,18.2046666667,42.794,24.9293333333,4.65433333333,10.0916666667,9.92033333333,43.64,43.633,10.5656666667,5.17,11.3676666667
572.83,10.0866666667,18.1556666667,42.8676666667,24.991,4.666,10.1176666667,9.91533333333,43.6613333333,43.636,10.6026666667,5.235,11.3566666667
573.17,10.0813333333,18.1743333333,42.9126666667,25.05,4.66833333333,10.132,9.93266666667,43.663,43.6643333333,10.603,5.291,11.3423333333
573.51,10.0723333333,18.2183333333,43.0033333333,25.1046666667,4.66866666667,10.1526666667,9.95566666667,43.69,43.7183333333,10.616,5.30733333333,11.3866666667
573.85,10.0976666667,18.3383333333,43.1463333333,25.168,4.76966666667,10.21,9.99033333333,43.7276666667,43.7943333333,10.6593333333,5.34666666667,11.4176666667
574.19,10.1476666667,18.3806666667,43.286,25.215,4.86266666667,10.258,10.056,43.7933333333,43.859,10.722,5.411,11.474
574.53,10.162,18.421,43.3853333333,25.2383333333,4.89833333333,10.2896666667,10.0703333333,43.84,43.8823333333,10.7286666667,5.439,11.5266666667
574.87,10.1446666667,18.4736666667,43.4146666667,25.2206666667,4.894,10.3066666667,10.0553333333,43.8676666667,43.8866666667,10.7163333333,5.38633333333,11.4906666667
575.21,10.0826666667,18.4646666667,43.4633333333,25.2586666667,4.85466666667,10.263,10.0093333333,43.874,43.8393333333,10.6776666667,5.371,11.508
575.55,10.095,18.4876666667,43.56,25.2726666667,4.79166666667,10.1966666667,9.95233333333,43.9653333333,43.9156666667,10.6443333333,5.346,11.5066666667
575.89,10.154,18.466,43.5876666667,25.286,4.81133333333,10.1973333333,10.0156666667,43.8926666667,43.8726666667,10.672,5.40566666667,11.5636666667
576.22,10.149,18.5433333333,43.6943333333,25.2986666667,4.80933333333,10.2616666667,10.0076666667,43.911,43.8733333333,10.6923333333,5.434,11.6056666667
576.56,10.0696666667,18.5883333333,43.7833333333,25.2493333333,4.77466666667,10.1913333333,9.957,43.9293333333,43.9806666667,10.6603333333,5.388,11.5986666667
576.90,10.004,18.5493333333,43.748,25.1543333333,4.747,10.1143333333,9.94633333333,43.8626666667,43.9156666667,10.584,5.334,11.5926666667
577.24,10.0386666667,18.5823333333,43.8543333333,25.1336666667,4.753,10.1243333333,9.95933333333,43.9286666667,43.9323333333,10.582,5.36866666667,11.614
577.58,10.0623333333,18.5416666667,43.8953333333,25.1613333333,4.70533333333,10.1163333333,9.95466666667,43.942,44.003,10.5376666667,5.37633333333,11.6806666667
577.92,10.0126666667,18.5593333333,43.8766666667,25.1376666667,4.68766666667,10.1393333333,9.92033333333,43.9213333333,43.8786666667,10.5346666667,5.40333333333,11.688
578.26,10.04,18.586,44.006,25.243,4.72033333333,10.183,9.932,43.9766666667,43.955,10.5703333333,5.47166666667,11.7516666667
578.60,10.0443333333,18.5436666667,44.148,25.271,4.72266666667,10.179,9.975,44.0203333333,43.985,10.541,5.50866666667,11.835
578.94,10.062,18.6166666667,44.3323333333,25.299,4.76,10.281,9.991,44.117,44.0423333333,10.594,5.50133333333,11.9033333333
579.28,10.042,18.6053333333,44.2553333333,25.255,4.81066666667,10.2966666667,9.98133333333,44.003,43.833,10.5583333333,5.53233333333,11.937
579.61,9.92366666667,18.633,44.413,25.1953333333,4.76733333333,10.237,9.91966666667,44.1016666667,43.8856666667,10.4923333333,5.46633333333,11.931
579.95,9.98366666667,18.6143333333,44.4546666667,25.2183333333,4.78566666667,10.205,9.93133333333,44.1296666667,43.8596666667,10.516,5.458,11.9156666667
580.29,9.98933333333,18.5646666667,44.42,25.2646666667,4.81266666667,10.228,9.89833333333,44.0576666667,43.724,10.5306666667,5.48566666667,11.9513333333
580.63,10.0203333333,18.6396666667,44.521,25.3623333333,4.87333333333,10.3143333333,9.95333333333,44.1413333333,43.808,10.6083333333,5.60766666667,12.0466666667
580.97,9.92133333333,18.6026666667,44.5666666667,25.2373333333,4.83866666667,10.292,9.852,44.1053333333,43.7266666667,10.5256666667,5.57966666667,11.97
581.31,9.872,18.591,44.601,25.1326666667,4.83633333333,10.299,9.79566666667,44.121,43.605,10.4666666667,5.53733333333,11.9173333333
581.65,9.85833333333,18.5513333333,44.607,25.1286666667,4.866,10.267,9.71666666667,44.0313333333,43.5963333333,10.3913333333,5.50833333333,11.9206666667
581.98,9.81466666667,18.556,44.6013333333,25.045,4.83966666667,10.222,9.668,43.931,43.536,10.3646666667,5.46233333333,11.8693333333
582.32,9.813,18.6093333333,44.6643333333,25.043,4.83733333333,10.2276666667,9.654,43.9196666667,43.5156666667,10.3926666667,5.458,11.8396666667
582.66,9.802,18.594,44.7186666667,25.0443333333,4.84066666667,10.2306666667,9.65533333333,43.918,43.5356666667,10.375,5.54733333333,11.884
583.00,9.785,18.5423333333,44.8123333333,25.071,4.85833333333,10.2206666667,9.62433333333,43.9166666667,43.5736666667,10.375,5.56933333333,11.873
583.34,9.887,18.6273333333,44.7856666667,25.106,4.883,10.3383333333,9.66166666667,43.9546666667,43.645,10.4596666667,5.70066666667,11.921
583.68,9.797,18.7033333333,44.7626666667,25.0976666667,4.924,10.3766666667,9.62133333333,43.8786666667,43.5636666667,10.381,5.71466666667,11.929
584.01,9.74666666667,18.7033333333,44.832,25.006,4.946,10.4426666667,9.66166666667,43.9103333333,43.6,10.3693333333,5.66466666667,11.8693333333
584.35,9.74766666667,18.6886666667,44.9176666667,24.9746666667,4.978,10.5316666667,9.65566666667,43.975,43.5266666667,10.397,5.63633333333,11.8536666667
584.69,9.76933333333,18.729,44.92,25.1293333333,5.004,10.5923333333,9.68366666667,43.894,43.557,10.516,5.66466666667,11.9143333333
585.03,9.702,18.686,44.915,25.131,4.96533333333,10.4883333333,9.69566666667,43.8443333333,43.5686666667,10.509,5.67633333333,11.8463333333
585.37,9.607,18.7253333333,44.9956666667,25.2026666667,4.899,10.5403333333,9.727,43.9123333333,43.665,10.4993333333,5.64366666667,11.7826666667
585.70,9.55066666667,18.7123333333,45.171,25.2313333333,4.94766666667,10.5643333333,9.74666666667,44.0026666667,43.6086666667,10.5463333333,5.64666666667,11.8236666667
586.04,9.48766666667,18.636,45.187,25.2016666667,4.91366666667,10.5496666667,9.68366666667,44.0246666667,43.5753333333,10.5426666667,5.66133333333,11.8193333333
586.38,9.55233333333,18.7446666667,45.273,25.2526666667,4.97533333333,10.625,9.798,44.077,43.5576666667,10.6046666667,5.711,11.8463333333
586.72,9.71366666667,18.9046666667,45.498,25.3833333333,5.065,10.7776666667,9.975,44.1976666667,43.6973333333,10.68,5.77633333333,11.989
587.06,9.652,18.839,45.574,25.4123333333,5.151,10.7613333333,9.937,44.1493333333,43.5466666667,10.6506666667,5.73966666667,12.0073333333
587.39,9.675,18.7413333333,45.6693333333,25.4746666667,5.109,10.7386666667,9.95833333333,44.279,43.5736666667,10.6643333333,5.77133333333,12.0276666667
587.73,9.77233333333,18.8426666667,45.848,25.586,5.153,10.761,10.0233333333,44.332,43.642,10.6223333333,5.857,12.1606666667
588.07,9.73866666667,18.8476666667,45.918,25.6226666667,5.057,10.6413333333,9.96,44.3096666667,43.6886666667,10.5383333333,5.80533333333,12.1603333333
588.41,9.75833333333,18.791,46.007,25.5606666667,5.12566666667,10.6503333333,10.007,44.401,43.7286666667,10.473,5.827,12.2013333333
588.74,9.78166666667,18.8143333333,46.1513333333,25.5946666667,5.14333333333,10.718,9.94933333333,44.4666666667,43.7773333333,10.4883333333,5.879,12.315
589.08,9.76966666667,18.7376666667,46.1616666667,25.5036666667,5.12833333333,10.6516666667,9.884,44.4163333333,43.656,10.441,5.88266666667,12.3503333333
589.42,9.77933333333,18.7326666667,46.1766666667,25.4933333333,5.084,10.6476666667,9.81833333333,44.3553333333,43.6966666667,10.3523333333,5.85233333333,12.2916666667
589.76,9.891,18.8116666667,46.338,25.5513333333,5.18933333333,10.6923333333,9.86466666667,44.507,43.7716666667,10.322,5.89666666667,12.354
590.09,9.84433333333,18.7723333333,46.2996666667,25.5056666667,5.21533333333,10.608,9.78333333333,44.414,43.729,10.2363333333,5.86733333333,12.3733333333
590.43,9.64366666667,18.664,46.3006666667,25.376,5.10666666667,10.458,9.615,44.3373333333,43.6943333333,10.15,5.78733333333,12.2303333333
590.77,9.67266666667,18.726,46.3876666667,25.338,5.10066666667,10.4316666667,9.604,44.3296666667,43.7253333333,10.1726666667,5.81533333333,12.2706666667
591.11,9.63033333333,18.724,46.418,25.303,5.117,10.4426666667,9.606,44.201,43.674,10.0913333333,5.807,12.277
591.44,9.51,18.632,46.402,25.274,5.00033333333,10.3913333333,9.49233333333,44.245,43.6126666667,10.082,5.66866666667,12.2456666667
591.78,9.51066666667,18.609,46.4743333333,25.2886666667,5.013,10.3753333333,9.45,44.256,43.648,10.114,5.67066666667,12.2106666667
592.12,9.51433333333,18.709,46.5003333333,25.3143333333,5.00133333333,10.3623333333,9.41266666667,44.2636666667,43.6346666667,10.1363333333,5.68,12.204
592.46,9.51966666667,18.738,46.5063333333,25.3786666667,5.03066666667,10.4186666667,9.40866666667,44.273,43.616,10.179,5.66466666667,12.1646666667
592.79,9.50666666667,18.7453333333,46.5713333333,25.41,5.05866666667,10.4253333333,9.42266666667,44.2443333333,43.6566666667,10.171,5.62766666667,12.161
593.13,9.49433333333,18.7893333333,46.5163333333,25.469,5.097,10.4363333333,9.49666666667,44.363,43.7106666667,10.2413333333,5.71066666667,12.2253333333
593.47,9.44166666667,18.7703333333,46.4606666667,25.591,5.10166666667,10.4303333333,9.47933333333,44.2826666667,43.586,10.264,5.733,12.3316666667
593.80,9.37966666667,18.6976666667,46.496,25.547,4.99466666667,10.353,9.44266666667,44.3383333333,43.5366666667,10.2213333333,5.66633333333,12.2723333333
594.14,9.41366666667,18.7166666667,46.502,25.5216666667,5.00133333333,10.3823333333,9.46366666667,44.3746666667,43.4233333333,10.1846666667,5.625,12.3203333333
594.48,9.30766666667,18.6563333333,46.4586666667,25.4703333333,4.898,10.3303333333,9.43666666667,44.359,43.3773333333,10.0333333333,5.574,12.1773333333
594.81,9.32233333333,18.722,46.511,25.39,4.86233333333,10.3236666667,9.398,44.3623333333,43.4026666667,10.044,5.57566666667,12.1
595.15,9.22366666667,18.6926666667,46.4903333333,25.3336666667,4.838,10.2406666667,9.32766666667,44.1696666667,43.2813333333,9.93166666667,5.597,11.9536666667
595.49,9.25833333333,18.758,46.4663333333,25.334,4.90866666667,10.264,9.338,44.1933333333,43.296,9.857,5.61066666667,11.982
595.82,9.14966666667,18.7193333333,46.49,25.27,4.87666666667,10.1676666667,9.31766666667,44.1553333333,43.2756666667,9.73966666667,5.535,11.9493333333
596.16,9.18333333333,18.721,46.5696666667,25.298,4.908,10.172,9.373,44.0976666667,43.2583333333,9.745,5.58433333333,11.9833333333
596.50,9.273,18.8323333333,46.6643333333,25.3276666667,5.03133333333,10.258,9.46033333333,44.205,43.3,9.86933333333,5.685,12.0973333333
596.83,9.317,18.832,46.723,25.3216666667,5.06933333333,10.24,9.44333333333,44.148,43.2683333333,9.805,5.69666666667,12.041
597.17,9.28933333333,18.9236666667,46.7283333333,25.2493333333,5.07566666667,10.2623333333,9.41933333333,44.1483333333,43.326,9.76066666667,5.71133333333,11.939
597.51,9.26933333333,18.9223333333,46.714,25.2323333333,5.09966666667,10.2883333333,9.29966666667,44.0923333333,43.284,9.7,5.688,11.876
597.84,9.24233333333,18.957,46.6853333333,25.2843333333,5.12833333333,10.272,9.26166666667,44.059,43.3573333333,9.707,5.71633333333,11.8726666667
598.18,9.215,19.0106666667,46.7343333333,25.3363333333,5.15666666667,10.2763333333,9.23233333333,44.1313333333,43.38,9.72733333333,5.72566666667,11.9023333333
598.52,9.19366666667,19.0113333333,46.6693333333,25.4476666667,5.19133333333,10.2236666667,9.24966666667,44.167,43.31,9.73333333333,5.69533333333,11.9503333333
598.85,9.292,19.0986666667,46.778,25.5033333333,5.30566666667,10.298,9.315,44.378,43.482,9.77933333333,5.77633333333,12.0863333333
599.19,9.21566666667,19.091,46.8436666667,25.4446666667,5.265,10.3023333333,9.267,44.3443333333,43.4553333333,9.748,5.72633333333,12.0823333333
599.53,9.25933333333,19.1326666667,46.8576666667,25.455,5.29366666667,10.4033333333,9.23066666667,44.335,43.4416666667,9.73133333333,5.73933333333,12.0836666667
599.86,9.14233333333,19.0916666667,46.8336666667,25.383,5.248,10.3136666667,9.16966666667,44.3493333333,43.498,9.63866666667,5.59366666667,12.0913333333
600.20,9.10633333333,19.1036666667,46.89,25.344,5.24533333333,10.3523333333,9.10166666667,44.354,43.508,9.562,5.58866666667,11.9793333333
600.53,9.07466666667,19.1446666667,46.8943333333,25.266,5.206,10.3603333333,9.06066666667,44.3916666667,43.472,9.544,5.50566666667,11.9973333333
600.87,8.98466666667,18.9636666667,46.9356666667,25.1563333333,5.12433333333,10.2303333333,8.956,44.4183333333,43.4,9.468,5.37533333333,11.9376666667
601.21,9.033,19.0296666667,47.0026666667,25.1863333333,5.137,10.2716666667,9.02366666667,44.5,43.5366666667,9.482,5.43033333333,11.996
601.54,9.02966666667,19.0443333333,47.1393333333,25.192,5.12766666667,10.3153333333,9.09,44.581,43.5146666667,9.50366666667,5.46966666667,11.999
601.88,9.04766666667,19.0506666667,47.2326666667,25.1673333333,5.14266666667,10.3283333333,9.06766666667,44.527,43.5036666667,9.55933333333,5.44433333333,12.0166666667
602.21,8.99366666667,18.9976666667,47.399,25.1196666667,5.11166666667,10.3763333333,8.98933333333,44.5883333333,43.6376666667,9.54166666667,5.38766666667,12.0083333333
602.55,9.05933333333,19.0293333333,47.388,25.1383333333,5.101,10.3626666667,9.0,44.5163333333,43.648,9.56833333333,5.37166666667,11.95
602.88,9.04233333333,18.9766666667,47.4153333333,25.1423333333,5.13133333333,10.3786666667,8.969,44.5123333333,43.6403333333,9.59433333333,5.40433333333,12.0326666667
603.22,9.006,18.8583333333,47.4013333333,25.1286666667,5.064,10.2873333333,8.92933333333,44.5666666667,43.6483333333,9.618,5.30966666667,12.0286666667
603.56,8.946,18.8676666667,47.4346666667,25.0396666667,4.99666666667,10.251,8.845,44.531,43.5786666667,9.547,5.24666666667,11.9833333333
603.89,8.903,18.7663333333,47.3456666667,25.003,4.925,10.1346666667,8.80266666667,44.4076666667,43.5296666667,9.42766666667,5.13133333333,11.9023333333
604.23,8.79066666667,18.684,47.4186666667,24.945,4.83233333333,10.1013333333,8.78666666667,44.4096666667,43.5393333333,9.347,5.08566666667,11.8623333333
604.56,8.786,18.7166666667,47.3533333333,24.9403333333,4.806,10.1363333333,8.78033333333,44.2976666667,43.5843333333,9.32633333333,5.08466666667,11.8413333333
604.90,8.715,18.6676666667,47.3126666667,24.91,4.75533333333,10.12,8.78433333333,44.2366666667,43.495,9.28866666667,4.996,11.7906666667
605.23,8.62533333333,18.511,47.252,24.73,4.677,10.011,8.61633333333,44.1336666667,43.4193333333,9.10933333333,4.835,11.709
605.57,8.624,18.471,47.1623333333,24.681,4.7,10.0076666667,8.654,44.0233333333,43.438,8.944,4.816,11.6733333333
605.90,8.58633333333,18.4826666667,47.0883333333,24.6516666667,4.71766666667,9.957,8.64166666667,44.0046666667,43.3666666667,8.87666666667,4.79633333333,11.7043333333
606.24,8.525,18.4453333333,47.0653333333,24.632,4.73866666667,9.95333333333,8.666,43.9806666667,43.2516666667,8.80133333333,4.71733333333,11.725
606.58,8.50066666667,18.503,47.1373333333,24.62,4.74133333333,9.882,8.67533333333,43.9803333333,43.2196666667,8.78766666667,4.691,11.673
606.91,8.44933333333,18.548,47.1773333333,24.562,4.71166666667,9.85,8.62133333333,43.9566666667,43.132,8.714,4.70766666667,11.6636666667
607.25,8.448,18.495,47.1493333333,24.6563333333,4.74533333333,9.818,8.631,43.9926666667,43.1033333333,8.69566666667,4.78133333333,11.669
607.58,8.37966666667,18.445,47.1563333333,24.5943333333,4.674,9.74766666667,8.554,44.023,43.016,8.62966666667,4.73933333333,11.6663333333
607.92,8.50933333333,18.5046666667,47.1436666667,24.6876666667,4.80333333333,9.80033333333,8.53633333333,43.986,42.991,8.68766666667,4.80766666667,11.736
608.25,8.52533333333,18.519,47.2096666667,24.6846666667,4.80766666667,9.75566666667,8.532,44.056,42.8906666667,8.674,4.80366666667,11.7836666667
608.59,8.517,18.47,47.2216666667,24.6073333333,4.77,9.732,8.49433333333,44.0156666667,42.7966666667,8.69033333333,4.83366666667,11.7853333333
608.92,8.52433333333,18.5686666667,47.0973333333,24.6903333333,4.77566666667,9.81733333333,8.57733333333,44.0393333333,42.746,8.749,4.91266666667,11.8353333333
609.26,8.46233333333,18.48,47.0293333333,24.5916666667,4.677,9.72866666667,8.48266666667,43.98,42.5573333333,8.711,4.85133333333,11.8193333333
609.59,8.48066666667,18.4456666667,46.984,24.534,4.652,9.72733333333,8.44433333333,43.8436666667,42.4796666667,8.72866666667,4.85533333333,11.789
609.93,8.48033333333,18.3516666667,46.9746666667,24.4726666667,4.61966666667,9.74433333333,8.36766666667,43.6876666667,42.375,8.69333333333,4.86933333333,11.8156666667
610.26,8.44166666667,18.239,46.8896666667,24.3526666667,4.51033333333,9.763,8.30166666667,43.5563333333,42.1723333333,8.63433333333,4.81433333333,11.7403333333
610.60,8.47966666667,18.19,46.8896666667,24.3346666667,4.568,9.82466666667,8.34233333333,43.392,42.0446666667,8.69333333333,4.81833333333,11.7746666667
610.93,8.58766666667,18.2843333333,46.8883333333,24.2673333333,4.61866666667,9.92433333333,8.385,43.2953333333,42.0276666667,8.76133333333,4.884,11.8696666667
611.27,8.67466666667,18.3433333333,46.8913333333,24.3143333333,4.69566666667,10.0616666667,8.47166666667,43.2626666667,42.021,8.87166666667,4.99666666667,12.0043333333
611.60,8.58266666667,18.2583333333,46.7636666667,24.147,4.60166666667,9.97666666667,8.407,43.1916666667,41.8936666667,8.83933333333,4.929,11.9683333333
611.93,8.53966666667,18.245,46.7256666667,24.074,4.64,10.0226666667,8.41266666667,43.0436666667,41.8636666667,8.84066666667,4.916,11.968
612.27,8.547,18.2476666667,46.7493333333,24.1226666667,4.705,10.022,8.44366666667,43.0643333333,41.9553333333,8.812,4.85533333333,11.9453333333
612.60,8.52666666667,18.2116666667,46.8573333333,24.0713333333,4.637,9.96566666667,8.39366666667,43.0036666667,41.959,8.80233333333,4.82333333333,12.001
612.94,8.521,18.2386666667,46.9283333333,24.123,4.65866666667,10.0163333333,8.43166666667,43.1226666667,42.0686666667,8.94633333333,4.86733333333,12.0283333333
613.27,8.488,18.2053333333,47.08,24.1646666667,4.64433333333,10.0303333333,8.48566666667,43.2236666667,42.135,8.90866666667,4.874,12.0903333333
613.61,8.425,18.297,47.1336666667,24.1286666667,4.59333333333,9.98933333333,8.50633333333,43.487,42.1783333333,8.91033333333,4.83066666667,11.989
613.94,8.46766666667,18.4126666667,47.2483333333,24.3166666667,4.71233333333,10.049,8.65566666667,43.7326666667,42.4536666667,8.93433333333,4.90633333333,12.079
614.28,8.48,18.5253333333,47.3193333333,24.476,4.73833333333,10.0883333333,8.674,43.896,42.6993333333,8.92733333333,5.03466666667,12.0523333333
614.61,8.428,18.4623333333,47.3863333333,24.5453333333,4.69533333333,10.0393333333,8.69533333333,44.0273333333,42.6993333333,8.867,5.028,12.0926666667
614.94,8.305,18.4516666667,47.4723333333,24.5343333333,4.61933333333,9.873,8.62266666667,44.115,42.8006666667,8.78,4.94466666667,12.0243333333
615.28,8.28733333333,18.5843333333,47.614,24.678,4.57166666667,9.87366666667,8.67466666667,44.185,42.8696666667,8.76433333333,4.984,12.081
615.61,8.32766666667,18.584,47.811,24.7813333333,4.51,9.847,8.68933333333,44.3883333333,42.9253333333,8.67266666667,5.01733333333,12.0586666667
615.95,8.291,18.733,47.9813333333,24.8453333333,4.532,9.877,8.70433333333,44.4806666667,42.915,8.772,5.19566666667,12.1906666667
616.28,8.38033333333,18.771,48.1153333333,24.8656666667,4.65333333333,9.906,8.77466666667,44.647,42.9466666667,8.88733333333,5.253,12.22
616.61,8.41633333333,18.804,48.226,24.855,4.68,9.89466666667,8.73466666667,44.698,42.924,8.88666666667,5.23466666667,12.271
616.95,8.51033333333,18.8466666667,48.3303333333,24.8823333333,4.74266666667,9.89666666667,8.806,44.8643333333,43.0326666667,8.919,5.34,12.2803333333
617.28,8.513,18.838,48.4256666667,24.9356666667,4.87433333333,9.93666666667,8.86733333333,44.9106666667,43.1123333333,8.97966666667,5.38633333333,12.4163333333
617.62,8.538,18.854,48.5836666667,24.9216666667,4.95366666667,9.92766666667,8.88966666667,44.9153333333,43.14,9.061,5.42633333333,12.4903333333
617.95,8.50333333333,18.8396666667,48.665,24.8356666667,4.94733333333,9.94833333333,8.928,44.971,42.9806666667,9.03166666667,5.41133333333,12.56
618.28,8.54266666667,18.8893333333,48.7466666667,24.9033333333,5.005,9.99866666667,8.94733333333,44.9786666667,43.0166666667,9.07666666667,5.37,12.4486666667
618.62,8.74966666667,18.946,48.9006666667,24.9733333333,5.15266666667,10.1683333333,9.02166666667,45.055,43.0163333333,9.15633333333,5.49733333333,12.509
618.95,8.85366666667,18.8856666667,48.9646666667,24.9283333333,5.232,10.2706666667,9.07833333333,45.0373333333,43.0903333333,9.21,5.54366666667,12.5173333333
619.28,8.84,18.8733333333,49.0203333333,24.9973333333,5.25433333333,10.3453333333,9.12133333333,45.0553333333,43.15,9.363,5.60633333333,12.628
619.62,8.86366666667,18.8143333333,48.9423333333,24.915,5.27233333333,10.3363333333,9.12,44.9573333333,43.115,9.39033333333,5.60766666667,12.66
619.95,8.91933333333,18.857,48.9716666667,24.9726666667,5.42133333333,10.4253333333,9.18433333333,44.9293333333,43.1666666667,9.41333333333,5.695,12.685
620.28,8.962,18.879,49.1056666667,25.0036666667,5.44733333333,10.5006666667,9.23966666667,44.8743333333,43.2333333333,9.46066666667,5.711,12.7283333333
620.62,8.923,18.918,49.147,24.933,5.421,10.561,9.216,44.7583333333,43.1376666667,9.503,5.668,12.721
620.95,8.953,18.943,49.309,24.9516666667,5.315,10.635,9.13866666667,44.6136666667,43.123,9.55866666667,5.77433333333,12.7683333333
621.28,8.94433333333,18.891,49.2833333333,24.923,5.21733333333,10.753,9.05566666667,44.688,43.0856666667,9.57466666667,5.77633333333,12.788
