wavelength,Back_TanFlof,Belly_TanFlof,Breast_TanFlof,Crissum_TanFlof,Crown_TanFlof,DorTail_TanFlof,Patch10_TanFlof,Patch11_TanFlof,Patch12_TanFlof,Rump_TanFlof,Throat_TanFlof,WingTip_TanFlof
511.36,4.57977777778,31.3232222222,21.5245555556,15.1458888889,11.8834444444,4.95777777778,7.64544444444,9.48555555556,2.94577777778,18.5718888889,20.2761111111,6.66488888889
511.70,4.59133333333,31.4431111111,21.6408888889,15.1752222222,12.1056666667,4.94611111111,7.68133333333,9.52655555554,2.96366666667,18.8306666667,20.397,6.67355555556
512.05,4.61677777778,31.6035555555,21.7795555555,15.2748888889,12.3498888889,4.95488888889,7.75355555556,9.61377777777,2.97477777778,19.1061111111,20.546,6.69222222222
512.40,4.59366666667,31.7242222222,21.9024444445,15.286,12.5304444444,4.92277777778,7.74288888889,9.64766666668,2.94177777778,19.3427777778,20.6424444444,6.66011111111
512.75,4.61455555555,31.8634444444,22.0571111111,15.3583333333,12.743,4.91866666667,7.80511111111,9.71855555554,2.95711111111,19.6247777778,20.7727777778,6.66555555556
513.09,4.63511111111,32.0028888889,22.2023333333,15.4125555555,12.9691111111,4.92522222222,7.86177777778,9.79244444443,2.97577777778,19.9025555555,20.8987777778,6.68311111111
513.44,4.64344444444,32.1433333333,22.3285555555,15.4552222222,13.184,4.92555555555,7.90077777778,9.86077777778,2.97966666667,20.1585555556,21.0223333333,6.69033333333
513.79,4.63922222222,32.2721111111,22.4491111111,15.4861111111,13.3625555555,4.90933333333,7.93611111111,9.91466666668,2.98033333333,20.3992222222,21.1368888889,6.67455555555
514.13,4.61588888889,32.4085555556,22.5311111111,15.5257777778,13.5477777778,4.89144444445,7.96044444444,9.95499999999,2.95077777778,20.6284444444,21.2196666667,6.659
514.48,4.62177777778,32.514,22.642,15.573,13.7515555555,4.89644444444,7.99577777778,10.0418888889,2.94922222222,20.8791111111,21.3593333333,6.67288888889
514.83,4.64411111111,32.6245555556,22.743,15.6126666667,13.9493333333,4.89111111111,8.04211111111,10.0911111111,2.96466666667,21.0903333333,21.4623333333,6.66577777778
515.17,4.68911111111,32.7743333333,22.886,15.6752222222,14.1724444445,4.94444444444,8.093,10.1813333333,3.00833333333,21.368,21.6162222222,6.70211111111
515.52,4.68677777778,32.9134444445,22.998,15.7442222222,14.3615555556,4.95777777778,8.13577777778,10.2831111111,2.99466666666,21.607,21.7556666666,6.71
515.87,4.64277777778,32.9565555555,23.0912222222,15.7231111111,14.4761111111,4.92411111111,8.11322222222,10.2853333333,2.93466666667,21.7908888889,21.793,6.66244444445
516.21,4.61388888889,33.0332222222,23.1661111111,15.7765555556,14.6344444444,4.904,8.13355555555,10.3266666667,2.89055555556,21.9922222222,21.8933333333,6.63811111111
516.56,4.61866666667,33.1177777778,23.2721111111,15.8018888889,14.807,4.90366666667,8.16344444444,10.3865555555,2.88677777778,22.2055555555,21.9982222222,6.63511111111
516.91,4.64388888889,33.2198888889,23.3197777778,15.8618888889,14.9761111111,4.91155555555,8.20366666667,10.4307777778,2.89488888889,22.4187777778,22.1257777778,6.644
517.25,4.65711111111,33.3184444445,23.4297777778,15.922,15.1216666666,4.92711111111,8.25366666667,10.4911111111,2.91366666667,22.6203333333,22.2333333333,6.65455555555
517.60,4.68555555556,33.3978888889,23.527,15.9705555556,15.2855555555,4.94722222222,8.29433333333,10.5485555556,2.94,22.8171111111,22.3536666667,6.683
517.95,4.72088888889,33.4657777778,23.6425555556,16.0268888889,15.4378888889,4.98066666667,8.34422222222,10.6333333334,2.97977777778,23.0032222222,22.4683333333,6.71577777778
518.29,4.72122222222,33.544,23.7244444444,16.0655555555,15.5441111111,4.97522222222,8.36844444444,10.6652222222,2.96388888889,23.1487777778,22.5207777778,6.70333333334
518.64,4.69944444444,33.6368888889,23.8287777778,16.0956666666,15.6598888889,4.976,8.39222222222,10.7093333333,2.93888888889,23.3233333333,22.6101111111,6.69655555556
518.99,4.68511111111,33.6788888889,23.9173333333,16.1023333334,15.7585555556,4.93955555556,8.41677777778,10.7292222222,2.90744444444,23.47,22.6691111111,6.66866666667
519.33,4.71088888889,33.7653333333,23.9995555556,16.1632222222,15.9011111111,4.95977777778,8.44911111111,10.7742222222,2.911,23.6243333333,22.7574444444,6.67755555556
519.68,4.737,33.8894444445,24.0984444445,16.2227777778,16.045,4.97977777778,8.49277777778,10.8504444444,2.94544444445,23.8044444444,22.8505555556,6.70033333333
520.02,4.75988888889,33.9552222222,24.1625555556,16.2667777778,16.1715555555,4.99922222222,8.51711111111,10.9033333333,2.96933333333,23.9591111111,22.911,6.70833333333
520.37,4.76944444444,34.0767777778,24.2748888889,16.3473333333,16.3191111111,5.01466666667,8.55944444445,10.9555555555,2.97744444444,24.1491111111,23.0222222222,6.74088888889
520.72,4.77488888889,34.1482222222,24.3968888889,16.3925555556,16.4697777778,5.04088888889,8.577,11.0306666666,2.98588888889,24.3311111111,23.1103333333,6.74444444445
521.06,4.77877777778,34.2327777778,24.4963333333,16.4272222222,16.6105555556,5.03622222222,8.60244444444,11.0787777778,2.97888888889,24.5066666667,23.1962222222,6.75388888889
521.41,4.751,34.2931111111,24.5637777778,16.4594444444,16.728,5.01055555555,8.59822222222,11.1141111111,2.94955555556,24.6581111111,23.2471111111,6.71766666667
521.75,4.71444444444,34.3857777778,24.6374444445,16.4861111111,16.8401111111,4.97622222222,8.60388888889,11.1335555555,2.90222222222,24.8251111111,23.3141111111,6.68044444444
522.10,4.71022222222,34.4647777778,24.7268888889,16.4901111111,16.9622222222,4.95433333333,8.60366666667,11.1726666667,2.89122222222,24.9951111111,23.3837777778,6.66688888889
522.45,4.70177777778,34.5238888889,24.7805555556,16.5287777778,17.094,4.93855555555,8.60655555555,11.214,2.88866666667,25.1842222222,23.4654444444,6.65277777778
522.79,4.7,34.5537777778,24.8305555556,16.565,17.231,4.94711111111,8.61155555556,11.2786666667,2.87855555555,25.3233333333,23.5328888889,6.65866666667
523.14,4.69622222222,34.5864444445,24.9368888889,16.558,17.33,4.919,8.62644444444,11.3092222222,2.864,25.5306666667,23.5696666667,6.63844444445
523.48,4.67044444444,34.5785555556,24.9487777778,16.5578888889,17.4198888889,4.88966666667,8.63088888889,11.3312222222,2.82911111111,25.6545555556,23.5954444444,6.60544444445
523.83,4.684,34.6827777778,25.0556666667,16.6071111111,17.552,4.90266666667,8.68466666667,11.4032222222,2.84644444445,25.8507777778,23.7035555556,6.62633333334
524.17,4.69311111111,34.7056666667,25.1227777778,16.628,17.6563333334,4.90411111111,8.71055555556,11.4534444444,2.85322222222,25.9968888889,23.7583333333,6.61944444444
524.52,4.69266666667,34.7181111111,25.1762222222,16.627,17.7392222222,4.89133333333,8.746,11.4894444445,2.85544444444,26.11,23.802,6.62911111111
524.87,4.70711111111,34.7685555556,25.2446666667,16.6566666667,17.8494444444,4.88888888889,8.77344444444,11.5428888889,2.85477777778,26.2457777778,23.8638888889,6.61811111111
525.21,4.74177777778,34.851,25.3671111111,16.7076666667,17.9903333333,4.92477777778,8.82722222222,11.6176666667,2.87266666667,26.4284444444,23.9632222222,6.64755555556
525.56,4.73866666667,34.9114444444,25.4387777778,16.7333333333,18.0934444444,4.91922222222,8.82822222222,11.6592222222,2.873,26.5837777778,24.0438888889,6.631
525.90,4.71088888889,34.9455555556,25.4968888889,16.7495555555,18.1803333333,4.89066666666,8.82477777778,11.6778888889,2.84377777778,26.7326666667,24.1264444445,6.59733333334
526.25,4.72122222222,35.058,25.6098888889,16.7842222222,18.3175555556,4.88833333333,8.84977777778,11.7412222222,2.82855555555,26.9021111111,24.2062222222,6.60188888889
526.59,4.72744444444,35.1885555556,25.7101111111,16.825,18.4342222222,4.89266666667,8.88022222222,11.8028888889,2.843,27.0918888889,24.2891111111,6.61288888889
526.94,4.731,35.2942222222,25.771,16.8883333333,18.5501111111,4.89066666667,8.90755555556,11.8528888889,2.85144444444,27.2577777778,24.3986666667,6.62211111111
527.28,4.75222222222,35.4226666667,25.8825555556,16.953,18.6922222222,4.90777777778,8.94366666667,11.914,2.86288888889,27.4474444444,24.5177777778,6.63622222222
527.63,4.76166666667,35.4626666667,25.9477777778,16.9896666667,18.7838888889,4.91811111111,8.96733333333,11.9597777778,2.87266666667,27.5798888889,24.5854444444,6.64733333333
527.97,4.75655555556,35.5215555556,25.9967777778,17.0044444444,18.8576666667,4.90433333333,8.96466666667,11.9857777778,2.86344444444,27.6886666666,24.6534444445,6.63988888889
528.32,4.74611111111,35.5858888889,26.0452222222,17.0224444444,18.919,4.89311111111,8.96544444444,12.0115555555,2.84755555556,27.7936666667,24.7003333333,6.62055555556
528.66,4.74288888889,35.6133333333,26.0677777778,17.0388888889,18.9731111111,4.88766666667,8.96488888889,12.026,2.84166666667,27.8865555555,24.7345555556,6.62077777778
529.01,4.73777777778,35.6517777778,26.0868888889,17.0515555555,19.0297777778,4.88077777778,8.97355555556,12.0556666667,2.84644444445,27.9703333333,24.763,6.618
529.35,4.75177777778,35.6756666667,26.1187777778,17.0681111111,19.0978888889,4.88844444445,8.99255555556,12.0962222222,2.85122222222,28.0528888889,24.801,6.62744444444
529.70,4.77977777778,35.7285555556,26.166,17.1093333333,19.1903333333,4.91555555556,9.02788888889,12.1553333333,2.88433333334,28.1621111111,24.8461111111,6.65588888889
530.04,4.79866666667,35.761,26.2117777778,17.1466666666,19.262,4.93044444445,9.05488888889,12.1894444444,2.914,28.2714444445,24.9032222222,6.671
530.39,4.80633333333,35.7972222222,26.2663333333,17.1913333333,19.3543333333,4.94066666667,9.07577777778,12.2267777778,2.91344444444,28.3888888889,24.9786666667,6.67888888889
530.73,4.81166666666,35.8455555556,26.3453333333,17.1985555555,19.4551111111,4.948,9.09211111111,12.2728888889,2.91844444444,28.5102222222,25.043,6.67866666667
531.08,4.81933333333,35.8591111111,26.3856666667,17.21,19.534,4.94766666667,9.10877777778,12.3143333333,2.93122222222,28.6264444445,25.0902222222,6.68933333333
531.42,4.82366666667,35.9294444445,26.4668888889,17.2385555556,19.6491111111,4.93677777778,9.12822222222,12.3673333333,2.92755555555,28.7748888889,25.1597777778,6.68833333333
531.77,4.83011111111,35.9926666667,26.5217777778,17.2822222222,19.7546666667,4.94955555556,9.16044444445,12.4186666667,2.93322222222,28.9242222222,25.2171111111,6.69022222222
532.11,4.84244444445,36.081,26.5982222222,17.3374444444,19.875,4.96311111111,9.19622222222,12.4702222222,2.94233333333,29.0901111111,25.308,6.70044444444
532.46,4.85588888889,36.159,26.6881111111,17.389,19.9846666667,4.98366666667,9.23922222222,12.5324444445,2.968,29.25,25.3936666667,6.71244444445
532.80,4.86411111111,36.2485555556,26.7571111111,17.4468888889,20.0857777778,4.98522222222,9.26344444444,12.5813333333,2.965,29.3996666667,25.4783333333,6.71966666667
533.15,4.87188888889,36.3127777778,26.8441111111,17.4958888889,20.1916666667,4.97933333334,9.28533333332,12.6135555555,2.96922222222,29.5376666667,25.5517777778,6.72655555556
533.49,4.87588888889,36.3654444445,26.9225555556,17.521,20.2643333333,4.97822222222,9.30822222221,12.6534444444,2.96833333333,29.6436666667,25.631,6.73144444445
533.84,4.88888888889,36.4258888889,26.9811111111,17.5497777778,20.3565555556,4.98177777778,9.33955555555,12.7104444445,2.97477777778,29.7531111111,25.6856666667,6.74144444444
534.18,4.89522222222,36.4457777778,27.0053333333,17.5764444444,20.4201111111,4.98477777778,9.35811111112,12.7444444445,2.97944444444,29.8588888889,25.7233333333,6.73744444445
534.52,4.90666666666,36.5304444444,27.0586666667,17.6337777778,20.5211111111,5.00044444444,9.39199999999,12.7916666667,2.98422222222,29.9805555556,25.7816666667,6.75266666667
534.87,4.90888888889,36.58,27.125,17.6651111111,20.6078888889,4.99455555555,9.41644444446,12.8305555556,2.97288888889,30.0926666666,25.8351111111,6.75
535.21,4.92188888889,36.6383333333,27.1521111111,17.6992222222,20.6901111111,5.00833333333,9.43844444443,12.8684444444,2.98744444445,30.1865555556,25.8804444444,6.74766666667
535.56,4.93066666667,36.698,27.207,17.7362222222,20.7742222222,4.99866666667,9.46300000001,12.9025555556,2.98611111111,30.2874444444,25.9308888889,6.75377777778
535.90,4.95544444444,36.725,27.2542222222,17.7873333333,20.8723333333,5.00077777778,9.48744444445,12.9536666667,3.00688888889,30.3942222222,25.988,6.77711111111
536.25,4.98644444444,36.7792222222,27.3353333333,17.8384444444,20.9855555555,5.022,9.52844444446,13.0162222222,3.01033333333,30.4962222222,26.0731111111,6.80266666667
536.59,5.00188888889,36.8144444445,27.3951111111,17.8645555556,21.0827777778,5.026,9.54611111111,13.051,3.01955555556,30.6018888889,26.1423333334,6.81388888889
536.93,5.00888888889,36.8876666667,27.4358888889,17.898,21.1547777778,5.042,9.57955555554,13.0968888889,3.02911111111,30.7122222222,26.193,6.81233333333
537.28,5.01955555556,36.9561111111,27.4888888889,17.9664444444,21.2676666667,5.059,9.62300000001,13.1455555556,3.03633333333,30.8434444444,26.2545555555,6.813
537.62,5.01088888889,36.9724444444,27.5004444445,17.9837777778,21.3331111111,5.05544444444,9.61866666668,13.172,3.02266666667,30.9404444444,26.2988888889,6.79588888889
537.97,5.02466666667,37.0941111111,27.582,18.0386666667,21.4455555556,5.05244444445,9.66444444445,13.2373333333,3.04455555556,31.08,26.3763333333,6.80255555556
538.31,5.03388888889,37.0923333333,27.6147777778,18.0776666667,21.5232222222,5.07166666667,9.68966666666,13.2912222222,3.05944444445,31.1826666666,26.4251111111,6.81888888889
538.65,5.05333333333,37.1641111111,27.6806666667,18.1373333333,21.6224444445,5.09733333333,9.71244444444,13.3307777778,3.08088888889,31.3198888889,26.497,6.83222222222
539.00,5.06766666667,37.2348888889,27.7538888889,18.177,21.7035555556,5.09866666667,9.73955555556,13.3703333333,3.09144444444,31.4683333333,26.5828888889,6.83577777778
539.34,5.08288888889,37.2974444445,27.8555555556,18.218,21.8116666667,5.12777777778,9.76977777777,13.419,3.105,31.6364444445,26.6528888889,6.84111111111
539.69,5.08333333333,37.3774444444,27.9201111111,18.2498888889,21.8845555556,5.13544444444,9.794,13.4748888889,3.10122222222,31.7518888889,26.7134444444,6.84855555556
540.03,5.083,37.4413333333,27.9672222222,18.2636666666,21.9443333333,5.11677777778,9.79944444444,13.4987777778,3.10344444445,31.8664444445,26.7408888889,6.82988888889
540.37,5.09877777778,37.4738888889,27.9867777778,18.2947777778,21.9842222222,5.12511111111,9.81877777778,13.5318888889,3.12233333333,31.9472222222,26.7508888889,6.82855555556
540.72,5.12244444445,37.4932222222,28.0211111111,18.313,22.0241111111,5.134,9.83755555555,13.5678888889,3.14566666667,32.0238888889,26.7873333333,6.85255555556
541.06,5.128,37.5397777778,28.031,18.3311111111,22.0775555556,5.14022222222,9.8401111111,13.596,3.14477777778,32.112,26.8233333333,6.86188888889
541.40,5.145,37.5796666667,28.0994444445,18.3731111111,22.142,5.15466666667,9.86366666666,13.6304444444,3.17011111111,32.2102222222,26.8582222222,6.88666666667
541.75,5.16322222222,37.5724444444,28.123,18.3774444444,22.1716666667,5.17222222222,9.87688888888,13.652,3.18566666667,32.2634444444,26.8654444444,6.901
542.09,5.17255555556,37.6167777778,28.1616666667,18.3952222222,22.1987777778,5.16177777778,9.88766666666,13.6717777778,3.19177777778,32.3406666667,26.8834444445,6.89111111111
542.43,5.18888888889,37.6656666667,28.1971111111,18.4208888889,22.2528888889,5.16722222222,9.92155555557,13.712,3.21155555556,32.4267777778,26.9185555556,6.90522222222
542.78,5.20655555556,37.7118888889,28.2365555556,18.4614444444,22.3156666667,5.18555555556,9.95199999999,13.7492222222,3.23455555556,32.5266666667,26.9542222222,6.92222222222
543.12,5.23166666667,37.7388888889,28.2454444444,18.4808888889,22.3625555556,5.19333333333,9.98044444443,13.7954444444,3.26711111111,32.5944444444,26.9787777778,6.93477777778
543.46,5.24811111111,37.7672222222,28.2963333333,18.495,22.4183333333,5.20811111111,10.0133333333,13.8267777778,3.286,32.706,27.0087777778,6.94611111111
543.81,5.25988888889,37.7742222222,28.2975555556,18.5167777778,22.4738888889,5.22033333333,10.036,13.8644444444,3.30911111111,32.7874444444,27.0294444444,6.956
544.15,5.27144444444,37.7818888889,28.3552222222,18.5364444445,22.5517777778,5.23655555556,10.0773333333,13.9007777778,3.314,32.8898888889,27.0968888889,6.97144444444
544.49,5.27111111111,37.8357777778,28.3983333333,18.5922222222,22.6458888889,5.26811111111,10.1118888889,13.9446666667,3.31255555556,33.0195555556,27.15,6.98444444444
544.84,5.28455555556,37.8866666667,28.45,18.6248888889,22.6927777778,5.27022222222,10.1436666667,13.9807777778,3.32755555556,33.114,27.182,6.99911111111
545.18,5.32322222222,38.0092222222,28.4816666667,18.6936666667,22.7747777778,5.299,10.2066666667,14.046,3.34555555556,33.25,27.2627777778,7.03677777778
545.52,5.33788888889,38.1004444444,28.538,18.7736666667,22.8747777778,5.30688888889,10.2311111111,14.1027777778,3.33877777778,33.3935555556,27.3473333334,7.05188888889
545.87,5.34111111111,38.1204444445,28.5541111111,18.7952222222,22.9467777778,5.30355555556,10.2502222222,14.1253333333,3.32911111111,33.4912222222,27.3993333333,7.05877777778
546.21,5.33122222222,38.1274444445,28.5538888889,18.7897777778,22.9702222222,5.28055555555,10.2433333333,14.1332222222,3.30733333333,33.5512222222,27.4226666667,7.037
546.55,5.32788888889,38.1767777778,28.5858888889,18.7966666666,23.0291111111,5.27422222222,10.2444444445,14.1712222222,3.28833333333,33.6052222222,27.456,7.05677777778
546.90,5.32455555556,38.2515555555,28.6171111111,18.8377777778,23.081,5.27522222222,10.254,14.2067777778,3.26366666667,33.6867777778,27.5053333334,7.06444444444
547.24,5.33833333333,38.2591111111,28.6044444444,18.8688888889,23.1248888889,5.28833333333,10.2475555556,14.2277777778,3.28166666667,33.7282222222,27.5051111111,7.05255555555
547.58,5.35033333334,38.3211111111,28.6284444444,18.8901111111,23.1782222222,5.30766666666,10.2577777778,14.2513333333,3.28177777778,33.8245555556,27.5466666667,7.07744444444
547.92,5.33888888889,38.4075555556,28.6417777778,18.9325555555,23.2003333333,5.29677777778,10.2491111111,14.2692222222,3.26777777778,33.8761111111,27.5631111111,7.07155555556
548.27,5.34544444444,38.4734444444,28.6682222222,18.9618888889,23.2265555555,5.27555555555,10.2378888889,14.2842222222,3.27377777778,33.9177777778,27.5796666667,7.06377777778
548.61,5.34588888889,38.474,28.6904444444,19.0122222222,23.2834444445,5.273,10.2485555556,14.2881111111,3.27733333333,33.983,27.6248888889,7.05433333333
548.95,5.30933333333,38.4687777778,28.699,18.9891111111,23.3147777778,5.25677777778,10.2115555555,14.2827777778,3.24122222222,34.0068888889,27.6427777778,7.00911111111
549.29,5.28511111111,38.4806666667,28.6861111111,18.9565555556,23.3203333333,5.24177777778,10.2033333333,14.2698888889,3.22955555556,34.027,27.6236666667,6.99288888889
549.64,5.25011111111,38.5053333333,28.72,18.977,23.3552222222,5.21511111111,10.1711111111,14.2835555556,3.20944444444,34.0645555555,27.6326666667,6.96722222222
549.98,5.25588888889,38.6345555556,28.7924444444,19.088,23.4751111111,5.26888888889,10.2042222222,14.3496666667,3.23755555556,34.1927777778,27.7252222222,7.0
550.32,5.27833333333,38.6561111111,28.8262222222,19.1637777778,23.5406666667,5.29155555556,10.239,14.4012222222,3.249,34.2814444444,27.7712222222,7.00688888889
550.66,5.25266666667,38.6118888889,28.8388888889,19.1818888889,23.5424444444,5.25388888889,10.2234444444,14.3921111111,3.22533333333,34.328,27.7793333333,6.97055555556
551.01,5.24555555555,38.703,28.8405555556,19.244,23.5912222222,5.23711111111,10.2305555556,14.4172222222,3.21955555556,34.3773333333,27.8267777778,6.98611111111
551.35,5.23755555556,38.7756666667,28.9016666667,19.3098888889,23.6543333333,5.22855555555,10.2325555556,14.452,3.19655555556,34.4516666667,27.8755555556,6.99366666667
551.69,5.25888888889,38.8436666667,28.9401111111,19.3624444444,23.7457777778,5.23688888889,10.2553333333,14.4921111111,3.19577777778,34.5593333333,27.9165555556,7.02166666667
552.03,5.26166666667,38.8406666667,28.9025555556,19.3546666667,23.7732222222,5.23822222222,10.277,14.5123333333,3.19233333334,34.596,27.928,7.01622222222
552.38,5.313,38.9382222222,28.9321111111,19.3824444444,23.8427777778,5.27244444444,10.3183333333,14.598,3.21222222222,34.6793333333,27.9626666667,7.06188888889
552.72,5.32055555556,38.8976666667,28.8826666667,19.4135555556,23.8174444445,5.271,10.3256666667,14.5965555556,3.23522222222,34.6878888889,27.9338888889,7.06722222222
553.06,5.36066666667,39.0036666667,28.942,19.5008888889,23.9243333333,5.31377777778,10.3637777778,14.6321111111,3.258,34.7923333333,28.0185555555,7.10722222222
553.40,5.38566666666,39.1346666667,28.9512222222,19.569,24.0028888889,5.35122222222,10.4226666667,14.6802222222,3.28444444444,34.8591111111,28.0515555555,7.15188888889
553.74,5.38233333333,39.1472222222,28.9124444445,19.5695555556,24.0102222222,5.33666666667,10.4294444444,14.6713333333,3.27544444444,34.8775555555,28.017,7.15944444444
554.09,5.35111111111,39.1832222222,28.9112222222,19.567,24.0372222222,5.30088888889,10.4197777778,14.6462222222,3.24044444444,34.9154444445,28.0057777778,7.13788888889
554.43,5.36511111111,39.2132222222,28.8977777778,19.607,24.0736666667,5.34955555556,10.4568888889,14.69,3.26688888889,34.9392222222,28.0095555556,7.18033333334
554.77,5.38511111111,39.2482222222,28.9552222222,19.6243333333,24.141,5.36677777778,10.5181111111,14.7321111111,3.26322222222,35.0284444444,28.0574444445,7.21522222222
555.11,5.35722222222,39.2336666667,28.8983333333,19.6122222222,24.1546666667,5.34811111111,10.5144444444,14.7062222222,3.23611111111,35.0033333333,28.008,7.18633333333
555.45,5.33688888889,39.2658888889,28.874,19.5766666667,24.1655555556,5.34633333334,10.5185555556,14.7241111111,3.22755555555,35.0491111111,28.0141111111,7.16411111111
555.80,5.368,39.2747777778,28.9057777778,19.6372222222,24.2092222222,5.346,10.5478888889,14.7212222222,3.24455555555,35.1236666667,28.0154444444,7.17977777778
556.14,5.36533333333,39.2936666667,28.9526666667,19.6816666667,24.245,5.36811111111,10.5786666667,14.745,3.26477777778,35.181,28.0155555555,7.19822222222
556.48,5.32922222222,39.3803333333,28.9822222222,19.6966666667,24.3342222222,5.34511111111,10.5758888889,14.7734444445,3.21588888889,35.257,28.0496666667,7.20633333333
556.82,5.29766666667,39.3047777778,28.9144444445,19.6663333333,24.2718888889,5.31533333334,10.5488888889,14.7732222222,3.19677777778,35.2198888889,27.9616666667,7.16144444445
557.16,5.30177777778,39.2884444444,28.9067777778,19.6814444444,24.2325555556,5.30966666667,10.5557777778,14.7717777778,3.19288888889,35.2846666666,27.9864444445,7.14477777778
557.50,5.23477777778,39.1582222222,28.8762222222,19.6317777778,24.1815555555,5.231,10.4781111111,14.7398888889,3.12944444445,35.2672222222,27.9238888889,7.06366666667
557.85,5.22466666667,39.1206666667,28.8074444444,19.6447777778,24.1727777778,5.26622222222,10.4611111111,14.7598888889,3.13188888889,35.249,27.9161111111,7.07522222222
558.19,5.19488888889,39.1871111111,28.7477777778,19.6435555556,24.2004444444,5.23411111111,10.4213333333,14.7405555555,3.09311111111,35.2746666667,27.9075555556,7.04711111111
558.53,5.14066666666,39.1485555555,28.6803333333,19.6453333333,24.1764444444,5.20444444444,10.3593333333,14.6975555556,3.05955555556,35.2837777778,27.8652222222,6.98822222222
558.87,5.16577777778,39.1854444444,28.7098888889,19.7243333334,24.1906666667,5.22877777778,10.3703333333,14.7493333334,3.09244444444,35.3746666667,27.8938888889,7.017
559.21,5.18,39.126,28.6547777778,19.7382222222,24.2038888889,5.23988888889,10.3583333333,14.7493333333,3.10977777778,35.3548888889,27.8695555555,7.01333333333
559.55,5.10388888889,39.1554444444,28.5902222222,19.7213333333,24.1524444444,5.19766666667,10.2813333333,14.7345555556,3.04844444444,35.3438888889,27.8148888889,6.99666666667
559.89,5.06144444444,39.1848888889,28.5066666667,19.713,24.1312222222,5.15244444445,10.2355555556,14.6907777778,2.98722222222,35.3507777778,27.8057777778,6.96733333333
560.23,5.135,39.2324444445,28.5337777778,19.7838888889,24.1543333333,5.21933333333,10.2643333333,14.7305555555,3.06311111111,35.4253333333,27.8382222222,6.993
560.58,5.14477777778,39.2726666667,28.5242222222,19.8211111111,24.1976666667,5.21566666667,10.2663333333,14.7396666666,3.03477777778,35.4615555556,27.8792222222,7.00711111111
560.92,5.15288888889,39.2745555556,28.5193333333,19.8722222222,24.2548888889,5.23633333333,10.2751111111,14.7575555556,3.04633333333,35.46,27.8578888889,7.017
561.26,5.24711111111,39.4188888889,28.5536666667,19.991,24.3712222222,5.33666666666,10.3743333333,14.8478888889,3.11088888889,35.5645555556,27.9603333333,7.11677777778
561.60,5.29122222222,39.4582222222,28.5746666667,19.9841111111,24.3738888889,5.32688888889,10.3861111111,14.8481111111,3.12855555556,35.6214444445,27.9324444445,7.14566666667
561.94,5.32488888889,39.4634444445,28.6237777778,20.0063333334,24.4067777778,5.31577777778,10.4155555556,14.8552222222,3.14566666667,35.6902222222,27.9183333333,7.16688888889
562.28,5.39822222222,39.5724444444,28.6592222222,20.0783333333,24.4416666667,5.36288888889,10.4613333333,14.9038888889,3.19033333333,35.7418888889,27.9443333333,7.238
562.62,5.40255555556,39.5921111111,28.6112222222,20.0555555556,24.443,5.36311111111,10.4857777778,14.9005555556,3.18688888889,35.7392222222,27.9208888889,7.24611111111
562.96,5.41844444444,39.677,28.601,20.1208888889,24.4513333333,5.37755555555,10.5216666667,14.8951111111,3.21511111111,35.7793333333,27.9022222222,7.31322222222
563.30,5.45755555555,39.6713333333,28.5992222222,20.132,24.4703333333,5.432,10.5882222222,14.94,3.25533333333,35.7862222222,27.9208888889,7.33633333333
563.64,5.45766666667,39.6358888889,28.5967777778,20.1352222222,24.4991111111,5.41311111111,10.5564444444,14.9221111111,3.24,35.7795555556,27.8867777778,7.32933333334
563.99,5.43522222222,39.6443333333,28.5572222222,20.1212222222,24.476,5.36888888889,10.521,14.8992222222,3.19677777778,35.7554444444,27.8548888889,7.29688888889
564.33,5.43611111111,39.6717777778,28.4881111111,20.1233333333,24.4503333333,5.34111111111,10.5092222222,14.8791111111,3.20055555556,35.7537777778,27.7972222222,7.29533333333
564.67,5.456,39.6781111111,28.4392222222,20.1263333333,24.4128888889,5.34566666667,10.5014444444,14.8734444445,3.21366666667,35.7842222222,27.7582222222,7.30455555556
565.01,5.45411111111,39.6718888889,28.4194444445,20.1168888889,24.383,5.35944444444,10.4947777778,14.8811111111,3.21622222222,35.769,27.7023333333,7.29711111111
565.35,5.43444444445,39.7201111111,28.3771111111,20.1386666667,24.3904444444,5.36266666666,10.4983333333,14.8695555555,3.21155555555,35.7664444445,27.6663333333,7.26888888889
565.69,5.47588888889,39.7183333333,28.3578888889,20.1774444444,24.399,5.415,10.4964444445,14.9264444445,3.25377777778,35.7794444444,27.669,7.31544444444
566.03,5.46844444444,39.6947777778,28.3111111111,20.1736666667,24.379,5.41944444444,10.4947777778,14.913,3.25055555556,35.7505555556,27.6364444444,7.29833333333
566.37,5.52833333333,39.7306666667,28.3214444444,20.2164444444,24.4157777778,5.47322222222,10.5082222222,14.938,3.30622222222,35.7803333333,27.6745555555,7.35255555556
566.71,5.55766666667,39.726,28.3441111111,20.2242222222,24.4138888889,5.49222222222,10.4932222222,14.9546666667,3.31055555556,35.8271111111,27.6688888889,7.34855555555
567.05,5.57655555556,39.7511111111,28.3227777778,20.2536666667,24.4237777778,5.49744444444,10.4892222222,14.9586666667,3.334,35.8483333333,27.6226666667,7.34222222222
567.39,5.58055555556,39.7417777778,28.2741111111,20.252,24.3618888889,5.51322222222,10.4913333333,14.9402222222,3.35888888889,35.8543333333,27.554,7.33444444444
