wavelength,Back_ButWetm,Belly_ButWetm,Breast_ButWetm,Crissum_ButWetm,Crown_ButWetm,DorTail_ButWetm,Patch10_ButWetm,Patch11_ButWetm,Patch12_ButWetm,Rump_ButWetm,Throat_ButWetm,WingTip_ButWetm
298.93,1.68466666667,5.96233333333,7.92233333333,2.27666666667,2.777,7.48333333333,38.4483333333,3.767,0.776,2.144,1.25566666667,3.29733333333
299.30,0.981666666667,5.53066666667,7.494,1.62533333333,2.15333333333,6.75533333333,38.3573333333,3.441,0.232333333333,1.71,0.686333333333,2.50166666667
299.67,0.798333333333,5.29333333333,7.163,1.11533333333,1.97933333333,6.13533333333,38.4073333333,3.32466666667,-0.120333333333,1.247,0.459333333333,1.94633333333
300.04,0.467,5.29366666667,7.11533333333,0.853666666667,1.93533333333,6.07933333333,38.3313333333,2.95966666667,-0.0796666666667,1.434,0.546333333333,1.651
300.41,0.812333333333,5.78133333333,7.32366666667,0.718,2.284,6.04033333333,38.3963333333,3.26133333333,0.106,1.201,0.918,1.58966666667
300.78,0.571666666667,5.70566666667,7.27466666667,0.243333333333,1.983,5.87566666667,38.5523333333,3.34533333333,0.012,1.241,1.08266666667,1.703
301.15,0.633666666667,5.96566666667,7.38266666667,0.696,2.24966666667,6.11466666667,38.9883333333,3.89,-0.025,0.969,1.516,1.827
301.52,0.785666666667,6.78033333333,7.858,1.26733333333,2.535,6.43833333333,39.4043333333,4.05566666667,0.380666666667,0.951,1.58433333333,2.17966666667
301.89,1.22433333333,7.58733333333,8.59466666667,1.83633333333,3.00933333333,6.79666666667,39.7986666667,4.80733333333,1.26233333333,1.76,2.53766666667,2.80533333333
302.26,1.052,7.724,8.57066666667,1.578,2.964,6.38966666667,40.3256666667,4.696,1.09066666667,1.732,2.61733333333,2.54033333333
302.63,0.648666666667,7.608,8.066,1.196,2.69733333333,5.94133333333,39.822,4.64366666667,0.865,1.412,2.07366666667,2.099
303.00,0.776,7.707,8.025,1.386,2.81066666667,6.09166666667,39.6796666667,4.74366666667,1.259,1.946,2.59433333333,2.22566666667
303.37,1.264,8.34266666667,8.545,1.97166666667,3.413,6.34566666667,39.7926666667,4.993,1.65566666667,2.275,3.28666666667,2.642
303.74,1.325,8.71833333333,8.78133333333,2.09433333333,3.46966666667,6.68666666667,39.8056666667,5.60166666667,2.00633333333,2.65,3.54533333333,2.86366666667
304.10,1.15166666667,8.694,8.50433333333,1.99966666667,3.03733333333,6.51733333333,39.8253333333,5.45433333333,1.45533333333,2.126,3.29033333333,2.48033333333
304.47,0.975333333333,8.75466666667,8.48866666667,2.43266666667,2.74933333333,6.29666666667,39.8326666667,5.47333333333,1.03866666667,2.052,3.09133333333,2.50833333333
304.84,1.33433333333,9.37866666667,9.04833333333,2.834,3.037,6.35433333333,40.2593333333,5.93466666667,1.41033333333,2.592,3.41866666667,2.64366666667
305.21,1.32766666667,9.54566666667,9.252,2.62866666667,3.05,6.12566666667,40.4033333333,5.998,1.46766666667,2.871,3.42,2.66733333333
305.58,1.341,9.56333333333,8.99433333333,2.65666666667,3.23833333333,5.958,40.1646666667,6.57833333333,1.53066666667,2.922,3.70666666667,2.82133333333
305.95,1.57066666667,9.40966666667,9.08066666667,2.69766666667,3.331,5.927,40.1216666667,6.77566666667,1.38066666667,2.774,3.74866666667,2.824
306.32,1.46066666667,9.578,9.18433333333,2.88366666667,3.27766666667,5.88166666667,39.9643333333,7.26633333333,1.42266666667,2.706,3.506,2.78233333333
306.69,1.72,9.90066666667,9.65833333333,3.351,3.59366666667,6.48566666667,40.3796666667,7.68333333333,1.924,3.096,3.51666666667,3.211
307.06,1.703,9.904,9.60166666667,3.40633333333,3.17933333333,6.53533333333,40.3106666667,7.83466666667,2.044,3.066,2.902,2.87633333333
307.43,1.67333333333,10.2146666667,9.58233333333,3.21066666667,3.074,6.53266666667,40.3,8.355,2.07033333333,2.975,2.60333333333,2.95033333333
307.80,1.89566666667,10.6086666667,10.123,3.57266666667,3.24466666667,6.67133333333,40.3936666667,8.713,2.151,3.135,2.80733333333,3.18366666667
308.17,2.50166666667,11.0913333333,10.5603333333,4.12966666667,3.469,6.938,40.7433333333,9.42766666667,2.66666666667,3.434,3.19766666667,3.66966666667
308.54,3.019,11.0123333333,10.966,4.26533333333,3.991,7.19266666667,40.8123333333,9.99433333333,3.11033333333,3.808,3.64766666667,4.231
308.90,2.79333333333,10.7306666667,10.7193333333,4.068,3.858,6.984,40.6163333333,9.87666666667,2.705,3.326,3.536,4.37833333333
309.27,2.84466666667,10.908,10.598,4.128,3.839,6.83366666667,40.5516666667,9.96666666667,2.75933333333,3.401,3.51833333333,4.50233333333
309.64,2.72266666667,10.6123333333,10.623,3.93966666667,3.548,6.549,40.0473333333,9.48833333333,2.55766666667,3.063,3.16633333333,4.32133333333
310.01,3.03733333333,11.1406666667,10.8636666667,4.44266666667,3.86866666667,6.807,40.269,9.65666666667,2.76033333333,2.879,3.33433333333,4.61033333333
310.38,3.15266666667,11.2926666667,10.968,4.863,3.92666666667,6.92666666667,40.1356666667,9.783,3.00933333333,2.952,3.516,4.74833333333
310.75,3.268,11.3443333333,10.952,4.82733333333,3.92133333333,6.592,39.8693333333,9.89733333333,2.92233333333,2.969,3.60433333333,4.706
311.12,3.34166666667,11.833,11.0623333333,4.86533333333,4.223,6.60966666667,39.6036666667,10.08,2.88266666667,2.699,3.95666666667,5.22366666667
311.49,3.56533333333,11.9216666667,11.1353333333,5.22033333333,4.27866666667,6.50933333333,39.788,10.1116666667,3.07166666667,2.962,4.187,5.458
311.85,3.61433333333,11.9206666667,10.953,5.23,4.29,6.42566666667,39.668,10.186,3.231,2.957,4.18966666667,5.358
312.22,3.548,12.3213333333,11.3023333333,5.24366666667,4.456,6.50333333333,39.559,10.4686666667,3.37233333333,3.085,4.17833333333,5.43833333333
312.59,3.53366666667,12.5926666667,11.3616666667,5.23466666667,4.18166666667,6.52166666667,39.6203333333,10.4596666667,3.41133333333,3.129,4.00366666667,5.01866666667
312.96,4.092,12.9783333333,11.687,5.573,4.45266666667,6.693,39.6563333333,10.88,3.731,3.304,4.206,5.22166666667
313.33,4.542,13.4996666667,12.3766666667,5.859,4.61933333333,7.06933333333,39.667,11.3013333333,4.077,3.661,4.49333333333,5.53
313.70,5.239,14.5016666667,13.3056666667,6.57366666667,5.21,7.938,40.1836666667,12.2876666667,4.79433333333,4.537,5.21933333333,6.17833333333
314.07,5.178,14.763,13.4836666667,6.38633333333,4.914,7.554,39.872,12.4173333333,4.95466666667,5.117,5.158,6.11266666667
314.43,5.56433333333,15.039,13.926,6.63566666667,5.02333333333,7.93566666667,40.208,12.647,5.31466666667,5.71,5.304,6.51066666667
314.80,5.82466666667,15.455,14.3813333333,6.973,5.11266666667,8.259,40.2426666667,12.872,5.46366666667,6.059,5.54833333333,6.718
315.17,6.28,15.428,14.809,7.21433333333,5.00833333333,8.127,40.5473333333,13.1573333333,5.541,6.291,5.791,6.51866666667
