wavelength,Back_ButWetm,Belly_ButWetm,Breast_ButWetm,Crissum_ButWetm,Crown_ButWetm,DorTail_ButWetm,Patch10_ButWetm,Patch11_ButWetm,Patch12_ButWetm,Rump_ButWetm,Throat_ButWetm,WingTip_ButWetm
567.39,9.857,39.2353333333,43.88,8.29466666667,8.78366666667,6.32066666667,12.6566666667,35.0443333333,4.477,4.603,4.73266666667,6.199
567.73,9.86766666667,39.3026666667,43.9856666667,8.35933333333,8.80533333333,6.351,12.7133333333,35.0866666667,4.54666666667,4.675,4.74733333333,6.23
568.07,9.85233333333,39.333,44.0413333333,8.373,8.779,6.34066666667,12.693,35.097,4.52666666667,4.639,4.69233333333,6.207
568.41,9.858,39.3053333333,44.0103333333,8.41933333333,8.764,6.33133333333,12.6846666667,35.162,4.52933333333,4.618,4.657,6.19033333333
568.75,9.859,39.275,43.981,8.38166666667,8.732,6.33133333333,12.6936666667,35.1516666667,4.495,4.639,4.61233333333,6.173
569.09,9.78366666667,39.2306666667,43.9716666667,8.35566666667,8.654,6.33266666667,12.624,35.0766666667,4.41466666667,4.594,4.58666666667,6.14433333333
569.43,9.716,39.1536666667,43.9303333333,8.34366666667,8.65166666667,6.33933333333,12.635,35.103,4.438,4.671,4.55833333333,6.102
569.77,9.66,39.0223333333,43.8596666667,8.34733333333,8.58433333333,6.34766666667,12.5513333333,35.0443333333,4.423,4.648,4.532,6.08866666667
570.11,9.65,39.0126666667,43.8096666667,8.361,8.62033333333,6.386,12.5486666667,35.0143333333,4.41866666667,4.655,4.55466666667,6.11533333333
570.45,9.61066666667,38.969,43.7976666667,8.374,8.55633333333,6.40766666667,12.5256666667,35.1056666667,4.41033333333,4.627,4.56133333333,6.121
570.79,9.63933333333,39.0153333333,43.87,8.38366666667,8.54666666667,6.42466666667,12.542,35.1333333333,4.38433333333,4.601,4.59666666667,6.11733333333
571.13,9.591,38.944,43.85,8.39266666667,8.55,6.363,12.53,35.146,4.381,4.59,4.582,6.09833333333
571.47,9.59333333333,38.9223333333,43.824,8.36333333333,8.54333333333,6.365,12.5266666667,35.233,4.33166666667,4.517,4.581,6.08266666667
571.81,9.61533333333,38.943,43.9043333333,8.359,8.52666666667,6.39233333333,12.527,35.33,4.34933333333,4.516,4.57933333333,6.07533333333
572.15,9.57333333333,38.909,43.8896666667,8.338,8.541,6.352,12.52,35.3596666667,4.32933333333,4.516,4.58333333333,6.09666666667
572.49,9.53333333333,38.9273333333,43.8526666667,8.31833333333,8.464,6.30333333333,12.4726666667,35.374,4.31866666667,4.503,4.555,6.071
572.83,9.57666666667,38.9333333333,43.8696666667,8.379,8.577,6.32533333333,12.5656666667,35.4613333333,4.43833333333,4.623,4.63266666667,6.135
573.17,9.61966666667,38.989,43.931,8.37633333333,8.57866666667,6.31366666667,12.5523333333,35.44,4.44766666667,4.626,4.62766666667,6.21633333333
573.51,9.62966666667,39.0526666667,44.021,8.332,8.61166666667,6.27366666667,12.519,35.4776666667,4.43433333333,4.607,4.63233333333,6.2
573.85,9.57166666667,39.1023333333,44.0846666667,8.268,8.59466666667,6.21966666667,12.4896666667,35.5263333333,4.418,4.599,4.57766666667,6.15333333333
574.19,9.588,39.1243333333,44.1656666667,8.24433333333,8.61266666667,6.18366666667,12.4616666667,35.454,4.45033333333,4.599,4.532,6.12266666667
574.53,9.54166666667,39.0663333333,44.1763333333,8.24066666667,8.61266666667,6.15333333333,12.4176666667,35.477,4.454,4.628,4.50633333333,6.119
574.87,9.58633333333,39.184,44.261,8.244,8.64266666667,6.16633333333,12.4336666667,35.491,4.44633333333,4.614,4.56,6.17333333333
575.21,9.60033333333,39.2103333333,44.273,8.26066666667,8.64833333333,6.15033333333,12.4223333333,35.452,4.48766666667,4.703,4.57433333333,6.204
575.55,9.63933333333,39.2913333333,44.2736666667,8.317,8.72566666667,6.18133333333,12.4706666667,35.44,4.55633333333,4.849,4.69866666667,6.32966666667
575.89,9.681,39.3233333333,44.3453333333,8.34933333333,8.739,6.197,12.4643333333,35.449,4.60633333333,4.913,4.73166666667,6.34866666667
576.22,9.755,39.442,44.565,8.37066666667,8.82066666667,6.23666666667,12.4833333333,35.5193333333,4.642,4.945,4.79266666667,6.384
576.56,9.74166666667,39.4216666667,44.6646666667,8.35333333333,8.76933333333,6.23333333333,12.424,35.534,4.58266666667,4.878,4.74433333333,6.355
576.90,9.757,39.4373333333,44.6916666667,8.384,8.776,6.23533333333,12.4053333333,35.6253333333,4.59466666667,4.893,4.76066666667,6.34166666667
577.24,9.741,39.445,44.671,8.404,8.755,6.22333333333,12.42,35.6596666667,4.62166666667,4.944,4.77266666667,6.395
577.58,9.836,39.4776666667,44.7666666667,8.45466666667,8.80366666667,6.29766666667,12.5066666667,35.6796666667,4.70566666667,5.014,4.85866666667,6.41666666667
577.92,9.839,39.528,44.8023333333,8.48433333333,8.83766666667,6.32466666667,12.5173333333,35.7193333333,4.70633333333,5.109,4.90266666667,6.47333333333
578.26,9.83566666667,39.5546666667,44.8016666667,8.45833333333,8.84566666667,6.33933333333,12.4463333333,35.6553333333,4.76766666667,5.242,4.93966666667,6.48533333333
578.60,9.81366666667,39.5063333333,44.8006666667,8.39433333333,8.78566666667,6.331,12.4456666667,35.7306666667,4.784,5.362,4.905,6.44333333333
578.94,9.722,39.538,44.8166666667,8.352,8.81033333333,6.33566666667,12.4263333333,35.757,4.742,5.35,4.89466666667,6.37766666667
579.28,9.68966666667,39.499,44.839,8.335,8.81733333333,6.27,12.356,35.769,4.726,5.269,4.843,6.31066666667
579.61,9.68633333333,39.5826666667,44.9066666667,8.36966666667,8.867,6.28533333333,12.332,35.7533333333,4.72266666667,5.32,4.88566666667,6.31933333333
579.95,9.65733333333,39.5026666667,44.9383333333,8.376,8.90966666667,6.339,12.31,35.7516666667,4.77233333333,5.387,4.867,6.337
580.29,9.66066666667,39.556,44.8946666667,8.31533333333,8.92333333333,6.35933333333,12.295,35.7523333333,4.78166666667,5.433,4.89066666667,6.37133333333
580.63,9.716,39.641,45.0153333333,8.321,8.977,6.389,12.3473333333,35.8023333333,4.835,5.499,4.93633333333,6.36533333333
580.97,9.66666666667,39.5616666667,45.0006666667,8.30233333333,8.91366666667,6.41433333333,12.28,35.7506666667,4.81433333333,5.473,4.876,6.34633333333
581.31,9.66333333333,39.5283333333,45.0906666667,8.32766666667,8.903,6.391,12.222,35.783,4.81633333333,5.542,4.873,6.41133333333
581.65,9.783,39.5956666667,45.1653333333,8.374,8.92766666667,6.44166666667,12.2863333333,35.8423333333,4.87966666667,5.56,4.92,6.45366666667
581.98,9.74366666667,39.5586666667,45.1663333333,8.38866666667,8.906,6.406,12.3256666667,35.8743333333,4.81133333333,5.413,4.89133333333,6.38966666667
582.32,9.778,39.5836666667,45.203,8.462,8.967,6.424,12.2666666667,35.8886666667,4.821,5.363,4.916,6.39533333333
582.66,9.848,39.6756666667,45.3873333333,8.52733333333,9.006,6.44666666667,12.2986666667,35.999,4.89666666667,5.365,4.94266666667,6.46366666667
583.00,9.94233333333,39.654,45.4103333333,8.62133333333,9.03633333333,6.54533333333,12.3456666667,35.9526666667,4.99966666667,5.524,5.04966666667,6.543
583.34,9.956,39.7566666667,45.4623333333,8.60466666667,9.097,6.588,12.4246666667,36.0256666667,5.068,5.543,5.07166666667,6.59033333333
583.68,10.0506666667,39.872,45.4076666667,8.641,9.102,6.55166666667,12.4076666667,35.9883333333,5.085,5.574,5.102,6.62366666667
584.01,10.0483333333,39.816,45.363,8.60733333333,9.105,6.517,12.395,35.949,5.101,5.554,5.067,6.61066666667
584.35,10.0336666667,39.856,45.4126666667,8.596,9.169,6.55033333333,12.3793333333,35.941,5.07833333333,5.512,5.09066666667,6.66
584.69,10.0893333333,39.9526666667,45.478,8.58233333333,9.22766666667,6.514,12.3776666667,35.965,5.076,5.518,5.11266666667,6.64366666667
585.03,10.129,40.0233333333,45.4686666667,8.56133333333,9.22566666667,6.53133333333,12.3913333333,35.9996666667,5.10233333333,5.478,5.085,6.65933333333
585.37,10.04,40.0593333333,45.4733333333,8.54,9.16033333333,6.486,12.3103333333,35.977,5.01433333333,5.39,5.03666666667,6.606
585.70,10.0983333333,40.2146666667,45.5153333333,8.56066666667,9.22766666667,6.53366666667,12.3176666667,36.0623333333,5.12766666667,5.497,5.04466666667,6.73933333333
586.04,10.0563333333,40.128,45.5776666667,8.59766666667,9.21233333333,6.52766666667,12.3536666667,36.0786666667,5.15,5.533,4.99866666667,6.716
586.38,10.0836666667,40.0576666667,45.513,8.62233333333,9.19366666667,6.57866666667,12.3216666667,36.029,5.19766666667,5.621,5.06466666667,6.716
586.72,9.99233333333,40.0796666667,45.4723333333,8.53133333333,9.12,6.513,12.3353333333,36.0686666667,5.09866666667,5.513,4.92633333333,6.62
587.06,9.96933333333,39.9206666667,45.382,8.45633333333,9.03366666667,6.47266666667,12.218,36.0073333333,5.04433333333,5.489,4.87333333333,6.49866666667
587.39,9.93866666667,39.8683333333,45.3416666667,8.432,8.989,6.48766666667,12.2713333333,36.0243333333,5.02033333333,5.439,4.88166666667,6.451
587.73,10.0096666667,39.9633333333,45.445,8.57766666667,9.026,6.56766666667,12.3456666667,36.0963333333,5.12266666667,5.507,5.046,6.51233333333
588.07,9.90233333333,39.8616666667,45.3606666667,8.55033333333,8.95,6.48566666667,12.296,36.0943333333,5.08033333333,5.522,5.03133333333,6.443
588.41,9.93366666667,39.8683333333,45.4403333333,8.66133333333,9.041,6.60233333333,12.3933333333,36.1576666667,5.14166666667,5.585,5.127,6.47966666667
588.74,9.91833333333,39.8353333333,45.4166666667,8.72433333333,9.122,6.639,12.4266666667,36.137,5.16233333333,5.662,5.19366666667,6.48933333333
589.08,9.92533333333,39.747,45.4056666667,8.74966666667,9.14666666667,6.663,12.4113333333,36.1626666667,5.21866666667,5.744,5.21466666667,6.50366666667
589.42,9.94066666667,39.6866666667,45.3996666667,8.811,9.15733333333,6.652,12.423,36.1416666667,5.199,5.719,5.218,6.44733333333
589.76,9.98,39.745,45.261,8.83433333333,9.178,6.70133333333,12.4466666667,36.06,5.23266666667,5.824,5.28666666667,6.49466666667
590.09,9.97366666667,39.769,45.2166666667,8.81033333333,9.15233333333,6.62533333333,12.4733333333,36.0163333333,5.17233333333,5.76,5.21833333333,6.47933333333
590.43,10.0193333333,39.7736666667,45.2833333333,8.82766666667,9.18366666667,6.64766666667,12.413,36.0516666667,5.21666666667,5.78,5.27366666667,6.55533333333
590.77,10.062,39.8686666667,45.4106666667,8.91733333333,9.21833333333,6.706,12.4836666667,36.155,5.30433333333,5.858,5.36333333333,6.62366666667
591.11,9.98433333333,39.784,45.431,8.90766666667,9.18666666667,6.66633333333,12.4613333333,36.1873333333,5.25333333333,5.801,5.36133333333,6.60566666667
591.44,9.99266666667,39.7506666667,45.348,8.89166666667,9.17266666667,6.61733333333,12.4033333333,36.2433333333,5.204,5.765,5.329,6.596
591.78,10.0813333333,39.8766666667,45.327,8.92233333333,9.22066666667,6.72666666667,12.5073333333,36.2426666667,5.30933333333,5.838,5.41366666667,6.667
592.12,10.0976666667,40.0003333333,45.2426666667,8.91966666667,9.15533333333,6.69,12.528,36.2353333333,5.28966666667,5.872,5.39233333333,6.64733333333
592.46,10.0683333333,40.0283333333,45.1933333333,8.82833333333,9.008,6.596,12.4756666667,36.2043333333,5.294,5.807,5.30233333333,6.59633333333
592.79,10.0593333333,40.0466666667,45.184,8.76233333333,9.02866666667,6.55033333333,12.4926666667,36.1273333333,5.251,5.766,5.324,6.61033333333
593.13,10.045,39.9666666667,45.123,8.69466666667,8.95566666667,6.51766666667,12.464,36.022,5.17133333333,5.67,5.34033333333,6.55
593.47,9.94066666667,39.9273333333,45.197,8.61233333333,8.91133333333,6.453,12.388,36.0256666667,5.06533333333,5.43,5.29533333333,6.44233333333
593.80,9.85033333333,39.9136666667,45.136,8.575,8.854,6.43466666667,12.2806666667,36.0323333333,4.99366666667,5.349,5.21566666667,6.35166666667
594.14,9.82166666667,39.9286666667,45.056,8.576,8.85266666667,6.408,12.2846666667,36.0263333333,4.946,5.329,5.198,6.27033333333
594.48,9.847,39.875,44.9653333333,8.596,8.841,6.415,12.2703333333,35.9736666667,4.88266666667,5.246,5.166,6.30466666667
594.81,9.946,39.997,44.985,8.758,8.98033333333,6.54866666667,12.3443333333,36.0043333333,5.04366666667,5.434,5.28066666667,6.433
595.15,9.95133333333,40.1693333333,45.0973333333,8.763,9.01033333333,6.58333333333,12.3646666667,35.9936666667,5.01166666667,5.461,5.276,6.449
595.49,9.88833333333,40.0446666667,45.0976666667,8.69366666667,8.97666666667,6.47166666667,12.2426666667,35.9216666667,4.89966666667,5.287,5.16733333333,6.356
595.82,9.82966666667,40.0336666667,45.1216666667,8.66066666667,8.96366666667,6.494,12.145,35.9623333333,4.87966666667,5.218,5.147,6.33833333333
596.16,9.81766666667,40.05,45.1806666667,8.70666666667,9.00633333333,6.492,12.1196666667,35.9863333333,4.851,5.169,5.18033333333,6.29466666667
596.50,9.83633333333,40.1003333333,45.2183333333,8.73866666667,9.01133333333,6.55733333333,12.1673333333,36.035,4.87566666667,5.16,5.16666666667,6.297
596.83,9.88133333333,40.2213333333,45.2613333333,8.75966666667,9.066,6.62366666667,12.2103333333,36.1303333333,4.935,5.248,5.14433333333,6.36233333333
597.17,9.926,40.3383333333,45.2996666667,8.786,9.096,6.62366666667,12.2276666667,36.112,4.93766666667,5.305,5.16866666667,6.42566666667
597.51,9.98533333333,40.366,45.384,8.841,9.18533333333,6.63066666667,12.2446666667,36.1593333333,4.99633333333,5.344,5.246,6.48766666667
597.84,9.97766666667,40.3756666667,45.4303333333,8.82933333333,9.10633333333,6.61833333333,12.198,36.104,4.998,5.295,5.196,6.47666666667
598.18,9.971,40.4393333333,45.483,8.78833333333,9.12933333333,6.54866666667,12.193,36.1423333333,4.97433333333,5.311,5.195,6.496
598.52,9.954,40.4136666667,45.4866666667,8.72533333333,9.07466666667,6.455,12.088,36.1066666667,4.89633333333,5.269,5.08433333333,6.445
598.85,9.94733333333,40.2903333333,45.4933333333,8.73133333333,9.03733333333,6.46,12.0393333333,36.075,4.94,5.323,5.009,6.40433333333
599.19,9.95166666667,40.4213333333,45.5346666667,8.747,9.04066666667,6.491,12.0526666667,36.0743333333,4.94633333333,5.362,5.048,6.39533333333
599.53,9.91566666667,40.3313333333,45.5673333333,8.71766666667,8.999,6.428,12.0556666667,36.0156666667,4.88766666667,5.285,5.022,6.39033333333
599.86,9.96933333333,40.3813333333,45.5633333333,8.774,9.04766666667,6.558,12.1523333333,36.0903333333,4.94466666667,5.333,5.081,6.54133333333
600.20,9.97133333333,40.4253333333,45.5893333333,8.81033333333,9.037,6.48633333333,12.1416666667,36.1356666667,4.90666666667,5.288,5.098,6.50366666667
600.53,9.94966666667,40.3946666667,45.5576666667,8.896,9.018,6.43466666667,12.0796666667,36.0683333333,4.87366666667,5.263,5.12933333333,6.517
600.87,10.0846666667,40.4193333333,45.5493333333,8.95933333333,9.09466666667,6.534,12.138,36.2123333333,5.03933333333,5.393,5.18366666667,6.60333333333
601.21,10.0383333333,40.4116666667,45.4916666667,8.89966666667,8.997,6.477,12.1336666667,36.112,4.98733333333,5.339,5.135,6.58766666667
601.54,10.0196666667,40.4156666667,45.4436666667,8.85566666667,9.07733333333,6.40733333333,12.143,36.127,4.96933333333,5.268,5.135,6.584
601.88,9.883,40.397,45.349,8.831,9.01966666667,6.44366666667,12.0813333333,35.981,4.93733333333,5.137,5.05433333333,6.47366666667
602.21,9.86466666667,40.442,45.355,8.78133333333,8.99966666667,6.47633333333,12.116,36.0216666667,4.89866666667,5.012,5.10033333333,6.45366666667
602.55,9.87433333333,40.4886666667,45.247,8.73833333333,9.07666666667,6.43533333333,12.142,36.0266666667,4.88133333333,4.917,5.152,6.49666666667
602.88,9.91366666667,40.443,45.2823333333,8.87433333333,9.06866666667,6.48333333333,12.195,36.12,4.953,5.001,5.189,6.61566666667
603.22,9.99166666667,40.4776666667,45.276,8.90966666667,9.10466666667,6.52066666667,12.208,36.11,4.98966666667,5.051,5.19,6.647
603.56,9.94933333333,40.5226666667,45.28,8.89133333333,9.07333333333,6.51,12.1146666667,36.0286666667,4.89433333333,5.024,5.163,6.64133333333
603.89,9.957,40.555,45.2723333333,8.85933333333,9.107,6.53733333333,12.0623333333,35.991,4.90366666667,5.055,5.16033333333,6.75766666667
604.23,9.89766666667,40.582,45.2166666667,8.762,9.025,6.50966666667,11.9853333333,35.9993333333,4.89233333333,5.053,5.14166666667,6.72966666667
604.56,9.74866666667,40.5216666667,45.1403333333,8.68366666667,8.902,6.37766666667,11.8466666667,35.8733333333,4.75133333333,4.92,5.04033333333,6.62366666667
604.90,9.74666666667,40.57,45.1506666667,8.72933333333,8.93933333333,6.45033333333,11.8746666667,35.8843333333,4.79766666667,4.989,5.06966666667,6.68066666667
605.23,9.76566666667,40.6566666667,45.2306666667,8.76466666667,8.93666666667,6.529,11.8903333333,35.902,4.824,5.053,5.14133333333,6.76133333333
605.57,9.85433333333,40.7296666667,45.2713333333,8.83766666667,8.98966666667,6.53366666667,11.9413333333,35.9693333333,4.882,5.092,5.18566666667,6.85466666667
605.90,9.844,40.7606666667,45.2266666667,8.89733333333,9.05566666667,6.51733333333,11.9253333333,35.9566666667,4.923,5.166,5.19833333333,6.88733333333
606.24,9.80466666667,40.7886666667,45.315,8.91566666667,9.03733333333,6.51433333333,11.9376666667,35.989,4.93233333333,5.194,5.19633333333,6.89266666667
606.58,9.80233333333,40.847,45.2693333333,8.86366666667,9.097,6.50733333333,11.9023333333,35.9176666667,4.90466666667,5.18,5.18766666667,6.87466666667
606.91,9.89733333333,40.9326666667,45.355,8.952,9.26866666667,6.55466666667,11.9813333333,36.0476666667,5.012,5.233,5.31333333333,6.954
607.25,9.89766666667,40.8806666667,45.295,8.99366666667,9.29733333333,6.53466666667,11.9966666667,36.0233333333,5.12966666667,5.353,5.34133333333,6.97433333333
607.58,9.92766666667,40.937,45.366,9.09166666667,9.34833333333,6.55566666667,12.064,36.11,5.24,5.469,5.416,7.018
607.92,9.96966666667,40.939,45.4793333333,9.20066666667,9.483,6.67733333333,12.1753333333,36.1823333333,5.27233333333,5.374,5.47066666667,7.09566666667
608.25,10.0533333333,40.9436666667,45.5136666667,9.243,9.55666666667,6.767,12.233,36.2043333333,5.378,5.446,5.577,7.213
608.59,10.0996666667,40.9093333333,45.5836666667,9.24866666667,9.60766666667,6.779,12.212,36.233,5.41333333333,5.504,5.595,7.26366666667
608.92,10.081,40.9043333333,45.587,9.28,9.63233333333,6.77733333333,12.1253333333,36.2056666667,5.41666666667,5.501,5.59333333333,7.245
609.26,10.074,40.807,45.691,9.26666666667,9.661,6.83466666667,12.0783333333,36.171,5.44333333333,5.556,5.58966666667,7.27633333333
609.59,10.0873333333,40.788,45.8383333333,9.24533333333,9.70133333333,6.841,12.102,36.1406666667,5.493,5.543,5.59,7.34833333333
609.93,10.1613333333,40.8643333333,45.9916666667,9.29666666667,9.78033333333,6.93666666667,12.127,36.099,5.58466666667,5.68,5.66433333333,7.47
610.26,10.1213333333,40.809,46.1316666667,9.294,9.78166666667,6.888,12.08,36.0466666667,5.60733333333,5.686,5.67233333333,7.56366666667
610.60,10.036,40.7946666667,46.1426666667,9.24666666667,9.648,6.81,11.9713333333,35.9276666667,5.52733333333,5.625,5.592,7.52733333333
610.93,10.038,40.7533333333,46.298,9.228,9.71133333333,6.82866666667,11.9673333333,35.9453333333,5.52833333333,5.602,5.56833333333,7.56133333333
611.27,9.97966666667,40.6866666667,46.344,9.16666666667,9.69133333333,6.80766666667,11.9263333333,35.868,5.49633333333,5.509,5.51466666667,7.48366666667
611.60,10.047,40.7946666667,46.499,9.14033333333,9.761,6.74333333333,11.924,35.8353333333,5.52966666667,5.561,5.58,7.57466666667
611.93,10.0176666667,40.873,46.634,9.117,9.76533333333,6.73266666667,11.9973333333,35.9133333333,5.47333333333,5.482,5.593,7.57666666667
612.27,9.897,40.855,46.618,9.02,9.67,6.61333333333,11.9036666667,35.7896666667,5.33133333333,5.23,5.50633333333,7.479
612.60,9.93433333333,40.8563333333,46.7053333333,9.01666666667,9.72133333333,6.60266666667,12.022,35.8416666667,5.33566666667,5.167,5.54166666667,7.51633333333
612.94,9.99,40.941,46.715,8.98766666667,9.72433333333,6.582,12.078,35.9056666667,5.32033333333,5.18,5.59133333333,7.503
613.27,9.988,40.9436666667,46.7566666667,8.91833333333,9.62066666667,6.591,12.0423333333,35.9273333333,5.26866666667,5.208,5.563,7.452
613.61,9.931,40.8343333333,46.5936666667,8.87333333333,9.52466666667,6.50233333333,12.002,35.8896666667,5.20466666667,5.076,5.54633333333,7.449
613.94,10.007,40.96,46.514,8.89866666667,9.60933333333,6.652,12.032,35.953,5.259,5.093,5.58933333333,7.45566666667
614.28,9.95433333333,41.0616666667,46.605,8.87566666667,9.65,6.77266666667,12.0956666667,36.035,5.316,5.191,5.648,7.57233333333
614.61,9.959,41.2283333333,46.6106666667,8.87166666667,9.59166666667,6.768,12.065,36.066,5.346,5.284,5.722,7.58666666667
614.94,10.0153333333,41.339,46.482,8.91766666667,9.609,6.903,12.0616666667,36.125,5.404,5.42,5.81833333333,7.68733333333
615.28,10.0113333333,41.3886666667,46.4756666667,8.94433333333,9.50533333333,6.97733333333,12.1063333333,36.1626666667,5.436,5.546,5.78166666667,7.67533333333
615.61,10.042,41.3206666667,46.5693333333,9.02633333333,9.60266666667,7.05633333333,12.118,36.127,5.551,5.714,5.86166666667,7.77933333333
615.95,10.1633333333,41.3703333333,46.6856666667,9.13966666667,9.64633333333,7.23,12.2443333333,36.2743333333,5.70566666667,5.967,6.00066666667,7.9
616.28,10.1946666667,41.4963333333,46.801,9.221,9.63666666667,7.29233333333,12.227,36.3866666667,5.776,6.16,6.06733333333,8.00133333333
616.61,10.1586666667,41.5596666667,46.8226666667,9.32033333333,9.62733333333,7.317,12.26,36.315,5.84466666667,6.273,6.10366666667,8.08366666667
616.95,10.1356666667,41.5676666667,46.7043333333,9.38666666667,9.69233333333,7.33,12.2343333333,36.2783333333,5.885,6.344,6.183,8.063
617.28,10.1473333333,41.7653333333,46.7193333333,9.39666666667,9.66033333333,7.38333333333,12.1736666667,36.3953333333,5.892,6.356,6.074,8.01066666667
617.62,10.2266666667,41.9413333333,46.928,9.441,9.636,7.467,12.24,36.5303333333,5.967,6.46,6.149,8.065
617.95,10.1853333333,41.804,46.7456666667,9.45433333333,9.58833333333,7.33466666667,12.1553333333,36.4286666667,5.94866666667,6.43,6.088,8.01833333333
618.28,10.116,41.7326666667,46.687,9.36433333333,9.52966666667,7.31,12.178,36.4336666667,5.864,6.303,6.043,7.97033333333
618.62,10.135,41.6666666667,46.7,9.371,9.51833333333,7.285,12.1996666667,36.3856666667,5.821,6.195,6.063,7.99366666667
618.95,10.0986666667,41.5216666667,46.646,9.34966666667,9.521,7.212,12.154,36.3576666667,5.81866666667,6.278,6.02433333333,7.924
619.28,10.0963333333,41.6443333333,46.625,9.31766666667,9.51633333333,7.19266666667,12.11,36.462,5.77833333333,6.263,5.924,7.818
619.62,10.017,41.7983333333,46.6246666667,9.26366666667,9.578,7.19,12.101,36.578,5.79266666667,6.293,5.923,7.786
619.95,9.984,41.712,46.4503333333,9.225,9.57533333333,7.214,12.081,36.576,5.83066666667,6.29,5.884,7.74566666667
620.28,10.0166666667,41.626,46.2846666667,9.195,9.59666666667,7.22166666667,12.0546666667,36.6293333333,5.829,6.225,5.94966666667,7.75433333333
620.62,9.97733333333,41.6793333333,46.2546666667,9.14566666667,9.47933333333,7.21066666667,12.0413333333,36.773,5.76233333333,6.056,5.84033333333,7.81333333333
620.95,9.981,41.5713333333,46.162,9.173,9.57033333333,7.241,12.1693333333,36.7726666667,5.76833333333,6.079,5.993,7.83533333333
621.28,9.856,41.463,46.0286666667,9.10666666667,9.48433333333,7.09533333333,12.1416666667,36.77,5.67866666667,5.896,5.95,7.71733333333
621.62,9.841,41.3366666667,45.9713333333,9.079,9.441,7.14,12.1343333333,36.789,5.60966666667,5.792,5.98266666667,7.73333333333
621.95,9.96733333333,41.3766666667,46.044,9.206,9.501,7.129,12.1973333333,36.8733333333,5.66333333333,5.904,6.06733333333,7.765
622.28,9.91033333333,41.311,46.0726666667,9.12633333333,9.50466666667,7.03433333333,12.194,36.919,5.65566666667,6.004,6.009,7.67866666667
622.62,9.80066666667,41.3183333333,46.0896666667,9.06466666667,9.427,6.96333333333,12.1053333333,36.833,5.57366666667,5.843,6.002,7.61733333333
622.95,9.84966666667,41.1676666667,46.042,9.105,9.425,7.00433333333,12.1826666667,36.7536666667,5.586,5.865,6.06266666667,7.61533333333
623.28,9.85566666667,41.0413333333,45.9853333333,9.21866666667,9.423,7.008,12.1536666667,36.674,5.63866666667,5.881,6.05266666667,7.656
623.62,9.88433333333,41.1003333333,46.0596666667,9.227,9.42466666667,6.99333333333,12.2533333333,36.6406666667,5.58433333333,5.825,6.098,7.683
623.95,9.78233333333,41.163,46.238,9.10933333333,9.31066666667,6.92333333333,12.1803333333,36.7316666667,5.44533333333,5.746,5.99233333333,7.55366666667
624.28,9.887,41.1646666667,46.3646666667,9.13666666667,9.40866666667,6.97766666667,12.2516666667,36.6756666667,5.509,5.873,6.064,7.514
624.62,9.891,41.1436666667,46.4453333333,9.138,9.286,6.961,12.1536666667,36.6373333333,5.47,5.805,6.01833333333,7.43666666667
624.95,9.979,41.206,46.5406666667,9.244,9.36866666667,7.00033333333,12.243,36.6886666667,5.55566666667,5.968,6.003,7.48866666667
625.28,10.075,41.4123333333,46.6856666667,9.31766666667,9.42466666667,7.04733333333,12.3876666667,36.76,5.662,6.138,6.06033333333,7.47333333333
625.61,10.0196666667,41.3926666667,46.581,9.236,9.392,7.10233333333,12.327,36.7736666667,5.613,6.065,5.99133333333,7.41733333333
625.95,10.0296666667,41.3646666667,46.5766666667,9.271,9.28533333333,7.136,12.2883333333,36.777,5.626,6.009,5.983,7.37533333333
626.28,10.2006666667,41.37,46.5786666667,9.32466666667,9.36666666667,7.283,12.341,36.8703333333,5.73133333333,6.103,6.068,7.43166666667
626.61,10.1163333333,41.4166666667,46.5596666667,9.28033333333,9.255,7.27233333333,12.292,36.86,5.68833333333,6.01,6.04,7.42133333333
626.94,10.1836666667,41.3453333333,46.5656666667,9.209,9.19766666667,7.28266666667,12.325,36.8636666667,5.62766666667,5.945,6.033,7.373
627.28,10.1776666667,41.2753333333,46.6173333333,9.17633333333,9.144,7.26233333333,12.3246666667,36.8353333333,5.58866666667,5.97,5.93566666667,7.274
627.61,10.2103333333,41.2503333333,46.5793333333,9.27566666667,9.15766666667,7.25833333333,12.3856666667,36.828,5.62333333333,5.927,5.95733333333,7.26766666667
627.94,10.1886666667,41.265,46.6026666667,9.33966666667,9.148,7.223,12.406,36.8766666667,5.644,5.943,6.002,7.265
628.27,10.2296666667,41.307,46.6996666667,9.387,9.176,7.228,12.4406666667,36.9816666667,5.67233333333,6.072,6.02733333333,7.25833333333
628.61,10.1396666667,41.051,46.5173333333,9.265,9.037,7.16033333333,12.2633333333,36.798,5.54033333333,6.004,5.93466666667,7.182
628.94,10.101,40.9906666667,46.56,9.169,9.00166666667,7.098,12.142,36.7976666667,5.501,5.94,5.83933333333,7.16666666667
629.27,10.159,40.9583333333,46.6716666667,9.216,9.06533333333,7.11066666667,12.222,36.801,5.57533333333,5.992,5.87366666667,7.18866666667
629.60,10.141,40.9026666667,46.7133333333,9.122,9.04233333333,7.01733333333,12.1456666667,36.7883333333,5.49266666667,5.937,5.81866666667,7.166
629.94,10.1163333333,40.875,46.714,9.121,8.998,6.96033333333,12.1726666667,36.7463333333,5.42233333333,5.957,5.763,7.10933333333
