wavelength,Back_NeoFasm,Belly_NeoFasm,Breast_NeoFasm,Crissum_NeoFasm,Crown_NeoFasm,DorTail_NeoFasm,Patch10_NeoFasm,Rump_NeoFasm,Throat_NeoFasm,WingTip_NeoFasm
188.67,46.9565999999,105.410733333,81.9324666666,76.5217999999,60.2898666667,101.3526,40.6763333333,65.8936666667,95.6038666667,50.8213333333
189.05,51.2676,114.647933333,83.7558666666,80.0939333334,67.6995333333,101.783933333,46.5728666667,66.6668,101.455333333,53.2394
189.43,32.3162666667,120.226133333,76.7231333333,76.0452666667,57.853,93.7853333333,29.7174666667,52.2033333333,92.5989333333,35.3672
189.81,15.5554666667,142.8572,89.0476000001,81.111,49.365,93.9681333333,15.3968666666,44.1269333333,102.381033333,16.9840666667
190.19,26.8688666667,183.8382,126.262666667,106.666666667,61.0100666666,114.747466667,16.9696666667,58.5859333334,131.111033333,20.4039333333
190.57,34.6341999999,159.8374,120.487733333,110.569066667,61.1382666667,107.154466667,24.3902,58.5365333333,130.9757,36.0974
190.95,36.5854666666,149.9188,115.284533333,114.308933333,53.9838,104.715533333,19.3495333333,47.9673999999,130.5692,38.5364666667
191.33,73.3333333333,356.25,253.333333333,265.833333333,108.333333333,215.0,22.4999999999,96.2500000001,310.833333333,87.5
191.71,152.000000001,1086.66666667,712.000000001,782.666666667,305.333333333,609.333333334,-14.6666666668,276.0,958.666666666,264.0
192.09,-14.4444666667,-382.222333333,-238.3334,-264.4446,-85.0000666668,-198.3334,53.8889333332,-41.1112000001,-366.389,-64.4444666666
192.47,112.0,-758.666666667,-370.666666666,-479.999999999,-76.0000000001,-364.0,196.0,63.9999999993,-786.666666666,-9.33333333326
192.85,88.0000000001,-134.333333333,-15.0,-47.3333333335,33.6666666667,-16.9999999999,124.0,94.9999999999,-121.833333333,68.3333333334
193.23,119.682666667,-86.3490666667,19.3651333334,-8.88886666654,66.0316666667,16.1904000001,161.904733333,128.888933333,-76.3492333333,106.0318
193.61,68.1906000001,-51.8095333332,18.6667333333,-0.1905333334,41.5238,9.71426666668,88.9523333335,86.0952666667,-42.0950999999,62.2855333333
193.99,183.333333333,-360.833333333,-35.8333333332,-143.333333333,27.5000000001,-80.8333333333,239.166666667,282.500000001,-266.666666667,158.333333333
194.37,159.5238,-172.857066667,73.8095333335,-24.2857333334,59.0476666666,23.3332666667,177.619,232.857066667,-124.285666667,147.619066667
194.75,77.5759333333,-128.484866667,36.9698000002,-12.7273333334,34.8482666666,19.6969999999,90.0000000001,156.060533333,-77.1212333333,93.3332666667
195.13,68.6956000002,-128.9856,14.4926666667,-8.4057333334,35.6521333333,33.3332666665,61.7390666667,143.768066667,-65.6520666667,84.9275333331
195.51,104.0,-376.0,-54.0,-87.3333333334,25.3333333334,19.3333333334,62.6666666668,281.333333333,-188.333333333,162.666666667
195.89,44.0740666665,-215.555533333,-29.6296666668,-51.4814000001,0.74073333334,4.81479999994,40.0000666666,160.740733333,-99.8147999999,92.5925999999
196.27,18.8887333333,-235.185266667,-46.6665333335,-65.926,-18.5184,2.22226666679,23.3333333333,144.444466667,-100.3702,80.3703333334
196.65,17.971,-86.9563999999,-12.3188666666,-15.7972000001,7.39126666668,19.2753333333,24.058,69.8549999999,-26.1594,39.5652
197.03,5.96493333332,-120.1756,-32.1052666667,-35.7894666667,6.66665999979e-05,12.2805333333,12.2807333333,71.2280000001,-49.386,32.6316666666
197.40,-10.0776,-106.356666667,-32.2480666666,-37.5194666666,-5.8916,10.5426666667,-2.48059999998,52.2481333333,-56.2015333333,17.0541333333
197.78,-6.86260000008,-116.862666667,-32.9410000001,-43.3334666665,-3.1372666666,24.9020000001,6.86279999999,64.3136666666,-68.7254666667,24.9019333333
198.16,11.2221333333,-43.4444666667,2.99999999998,-1.77773333332,26.5556,39.5556,28.3333333333,60.0000000001,-12.0,34.8889333333
198.54,12.143,-44.8809333333,2.02393333332,-7.14279999998,32.1427999999,42.1428,25.4762,61.7858666667,-3.27386666667,39.2856666666
198.92,13.1818666667,-58.6364,-2.7274,-18.7878666667,35.4544666666,48.1818000001,25.4545333333,63.7878666666,-3.40896666666,49.2425333333
199.30,13.3333333334,-62.6316666666,-4.03513333332,-20.1754000001,32.2806,55.4386000001,28.9473333333,63.1579333334,-9.91233333334,60.5264000001
199.68,-1.50546666672,-84.9463333333,-21.7204,-34.6236000001,24.3011333335,55.6989333333,12.9032,58.0645333334,-40.8603,48.6020666666
200.06,10.3448666668,-75.8621333332,-27.5861333334,-24.5977333333,43.9081999999,71.9539333334,6.43693333334,76.0919333335,-44.5977,64.1379333334
200.44,44.2856666666,-43.8095333333,13.8094666666,10.7143333335,87.8570666667,108.3334,32.3809333334,109.761866667,-11.9045666667,98.0952666667
200.82,75.4386666666,-45.6140666667,35.4385333333,37.1929333333,133.684133333,180.0,58.2456666667,167.719266667,12.8068999999,168.070133333
201.19,58.2222000001,-14.2222666667,28.6665999999,32.4443999999,87.9999333335,124.222133334,42.0001333334,117.777733333,22.6666999999,116.222333334
201.57,59.2381999999,-4.57146666666,39.8095333334,30.0952666665,79.8096000001,119.428533333,50.4761999999,117.523866667,36.7617666667,113.1428
201.95,39.6824666666,-16.3493333333,24.4445333334,14.2857333333,55.0794000001,93.4920666667,29.6823333334,92.5396666666,25.8731333333,83.3333999999
202.33,43.6666666667,-16.1666666667,26.8333333333,20.6666666668,59.1666666667,100.333333333,30.5,94.1666666667,30.6666666665,84.0000000001
202.71,32.4787333334,-20.8547333333,23.5898,23.5897333335,54.3590666667,105.299,31.2819333333,89.9145333332,29.5725333333,76.7522666666
203.09,38.5896666667,1.53839999999,42.0512666667,39.7436000001,58.8462,100.769133333,45.0,91.7948,41.0897333333,74.2307333333
203.47,46.0185333333,18.4258666667,51.5742000001,48.5183333333,67.3147333332,94.8148,53.611,88.2406666666,55.1852666666,73.5186666667
203.85,59.4873333333,27.9998666667,65.641,61.3333333333,80.3076666667,115.282133333,70.8716,107.897333333,75.5898333333,91.6922666668
204.22,56.4284666667,21.7856666666,73.6905333333,57.9762666665,83.3334,130.952266667,72.5000666666,109.642866667,87.0833999999,104.880866667
204.60,45.3333333333,10.9333333333,66.4,54.0000000001,73.1999999999,131.6,65.0666666666,104.933333333,89.7999999999,106.8
204.98,27.3756666667,5.2482,58.1559999999,39.9999333333,66.5248666667,124.397066667,52.3404666666,97.4467999999,82.5532666667,96.3120000001
205.36,25.0666666667,0.93333333334,57.4666666667,37.7333333333,63.8666666666,116.4,45.6,85.6,81.5999999999,88.9333333333
205.74,41.6667333333,15.6944,72.5,59.7222666667,90.0000666668,138.333266667,61.3888,101.666666667,99.5138000001,107.2222
206.12,53.4921333333,22.8573333333,92.5397333334,85.0794,118.095333333,164.444333333,72.2224,124.444466666,114.2063,131.746
206.50,50.5000000001,20.1666666667,90.8333333333,80.4999999999,115.666666666,168.333333333,59.6666666667,123.666666667,103.0,138.166666667
206.87,67.2380666667,22.8572,105.5238,89.3333333334,132.0002,192.000066667,66.2858,141.523733333,119.047533333,158.666666667
207.25,78.5186,22.2223333333,133.8272,111.111,160.987533333,232.839533333,69.6296,170.617266667,144.567833333,193.5804
207.63,679.999999999,-116.666666667,1470.0,893.333333335,1620.0,2616.66666667,386.666666666,1886.66666667,1473.33333333,2063.33333333
208.01,479.999999999,-699.999999999,2593.33333333,1233.33333334,2760.0,4533.33333333,233.333333335,3293.33333333,2390.0,3533.33333333
208.39,85.7142666665,44.1269333333,191.111066667,115.872933333,186.984133333,273.968266667,78.4128,238.412733333,161.269866667,216.1904
208.77,72.3529999999,55.0979333333,140.392133333,80.5883999999,142.548933333,194.5098,71.5685999999,170.980466667,105.882533333,148.823533333
209.14,93.9393333333,71.7171333333,164.848533333,96.7676000001,171.717266667,221.212,85.8586666666,201.8182,124.141366667,175.3536
209.52,81.0256666667,72.8205333333,152.8204,93.1624000001,155.2136,202.3932,85.1282000001,179.829,108.1198,163.418733334
209.90,58.7999999999,57.8666666667,118.266666667,66.1333333333,116.133333333,150.933333333,56.4000000001,136.8,81.0666666667,120.133333334
210.28,48.1481333334,56.9312,100.635,56.5080000001,95.2380666667,130.052866667,48.9946000001,113.3334,72.2749666667,104.7618
210.66,48.7999333333,60.8000666667,98.6665333333,61.4221333334,90.4,123.111133333,54.6666666666,108.0888,72.1778333333,97.1555333335
211.03,42.0512666667,65.2136,90.7692666667,61.0256000001,85.8974666667,117.435933333,52.3930666667,107.093933333,67.5640666667,93.7608666667
211.41,39.6168,62.9118,80.3831333333,58.0842666666,82.2990666668,106.896466667,50.2681333333,98.6209333334,64.3677333333,86.8965333334
211.79,42.6544,62.4692,75.8641333333,60.9876666667,77.0988,97.4691333332,50.9877333333,87.8395333333,63.5802333333,83.3334
212.17,42.1022,64.9849333333,75.6156666667,63.1831333333,77.8377333333,97.1171333333,50.3302666667,85.9458666667,65.6456,85.1050666667
212.55,41.0995333333,67.9726,78.0068666667,70.3780666667,83.2989333333,104.742266667,51.0653333333,90.5843333332,71.4777,92.6459999999
212.92,41.1929333333,69.7544,78.4562,77.1228000001,84.6315333333,106.315733333,53.6842,93.9648666668,74.4561666667,95.5086666667
213.30,34.7252666667,65.8606666667,75.3846,78.6079999999,78.022,103.7362,53.4066,88.1317999999,67.8754666667,92.8936666667
213.68,42.0252,78.4809333333,82.4471333335,86.8353333334,89.6203333335,116.033866666,61.6876666668,99.4936000001,77.6793,101.6034
214.06,54.5206,89.4976666667,94.0638000001,101.9178,102.831,131.963533333,76.6210666667,114.520533333,89.9087,118.812666667
214.44,69.1803333333,107.978133334,109.398866667,124.043666667,126.557133333,154.9726,101.748533333,138.579333333,105.136566667,144.152933333
214.81,71.0303333333,117.575733333,115.394,128.484933333,142.666733333,168.969666667,110.666733333,144.3636,115.2121,158.0606
215.19,70.6878666666,108.253933333,113.227666667,117.4604,131.5344,156.507933333,103.7038,125.502666667,110.899633333,148.677266667
215.57,78.0247333334,123.0864,130.617266667,128.024733333,143.703666667,180.370466667,116.543133333,138.8888,120.185166667,168.888866667
215.95,74.2666666666,128.533333333,133.6,128.8,148.4,192.933333333,123.866666667,148.933333333,124.4,174.133333333
216.32,68.4656666667,107.195866667,107.1958,101.481466667,121.058333333,155.238133333,100.211733333,124.126933333,102.963,138.3068
216.70,66.7594000001,101.944466667,99.9075333334,88.0555333334,111.018533333,139.814666667,90.0925333334,111.759333333,93.1018333332,123.518466667
217.08,71.4286666667,110.581933333,115.026466667,93.8624666667,124.232733333,154.709066667,94.8148000001,124.550266666,102.1163,138.518333333
217.46,69.2537333333,108.756066667,109.253733334,82.8855999999,119.303533333,142.2886,87.1642666667,121.293666667,98.3583666667,128.7562
217.83,72.4102666666,113.948733333,117.8462,87.6922666667,122.974266667,149.230933333,91.7948,127.692333333,101.743633333,142.871666667
218.21,60.9231999999,115.487066667,106.359,80.4103333334,117.8462,141.948666667,79.5897333333,120.820466667,93.2820999999,138.769066667
218.59,63.7229333333,112.294333334,103.549666667,77.1428000001,109.004333333,133.419733333,77.3161333333,110.9092,96.7532,126.0606
218.97,70.6104666667,116.713733333,110.798133333,81.1266666667,108.9202,135.586866667,83.8497333333,115.399066667,99.9999000001,130.798066667
219.34,71.8278666667,119.139733333,114.946266667,80.9676666667,117.096733334,142.043,86.8817999999,130.5376,99.0860666665,140.430066667
219.72,80.8333333334,124.1666,121.3096,85.7141999999,128.571466667,157.261866667,96.6668000001,143.809466667,105.654966667,153.8096
220.10,70.8,112.933333333,119.466666667,76.9333333334,123.333333333,145.866666667,87.5999999999,138.266666667,89.2000000001,146.666666667
220.47,96.1240666666,136.589133333,150.542666667,103.100733333,158.914666667,184.186066667,116.5892,173.1782,104.263566667,181.240333334
220.85,114.141466667,151.9192,176.767733333,124.444333333,189.494866667,230.5052,139.393866666,212.525133333,125.454566667,219.394
221.23,127.9488,151.5384,191.2818,113.076933333,198.974333333,250.769133333,148.461533333,223.846133333,126.0256,239.2308
221.61,200.784333333,216.470533333,280.0,185.882266667,292.941266667,367.0588,229.804066667,310.9804,181.960866667,369.019666667
221.98,244.8484,259.393933333,351.515133333,201.818266667,392.121266667,488.485,267.8788,400.606133333,227.5759,475.757466667
222.36,-189.6296,-137.037133333,-325.925866667,-140.740866667,-315.555533333,-495.555533333,-231.851733333,-382.963,-169.2592,-446.6666
222.74,-18.8888666666,6.94446666672,-77.2222000001,-16.1111333333,-69.1666,-125.555533333,-47.7776666666,-98.6111333333,-8.47226666668,-125.0002
223.11,0.2152,13.5484666667,-40.6451999999,-1.72046666666,-40.2151333333,-82.3654666666,-30.7527333334,-75.0538666667,3.87090000006,-89.0322666666
223.49,-28.2758666667,-20.6897333333,-67.8160666667,-36.0919333333,-62.7586000001,-120.2298,-72.1838666667,-103.218333333,-27.3562000001,-120.459866667
223.87,-40.2298666667,-33.7931333333,-89.8851333334,-51.7241333333,-77.4712,-129.885133333,-83.2184000001,-118.1608,-47.9310333332,-131.4942
224.24,-58.2794,-53.5483999999,-102.365666667,-66.2364666666,-91.8280666665,-143.655866667,-103.871,-131.397733333,-69.6776000001,-144.086066667
224.62,-27.4286666667,-28.9523333333,-75.8096,-35.2381333333,-64.381,-108.381066667,-74.8570666667,-87.4286,-48.8572666666,-107.428533333
225.00,-19.9999333333,-30.2856,-78.8571333333,-26.2856666667,-64.0,-103.238066667,-77.7141333333,-75.2380666667,-32.8571333333,-93.7143999999
225.38,-41.3334666667,-63.7777333334,-102.222333333,-55.5556,-102.000133333,-148.666533333,-115.999933333,-113.111133333,-58.7777333333,-132.6666
225.75,-26.4052,-40.9150666666,-60.9150666667,-28.8889333333,-63.2680666667,-92.4182,-69.5425333333,-71.6339333333,-43.0717666667,-77.6471333333
226.13,-43.4013333334,-55.9185333333,-75.3741333333,-52.381,-81.9047999999,-107.755066667,-89.6598666667,-86.1224666666,-60.2721333333,-93.1973333333
226.51,-39.4770666667,-52.4182,-70.5881333333,-45.7516666667,-76.8626000001,-96.4706666666,-88.4968666666,-80.9148666666,-60.4575666667,-80.6536666666
226.88,-16.6666666667,-23.4921333333,-31.5872666667,-14.5238,-37.9364666667,-48.7300666667,-46.4285333333,-41.5873333333,-27.2618333333,-36.6666666667
227.26,-8.64,-10.9866666667,-19.1466666667,-7.62666666667,-22.4533333334,-30.6133333333,-25.28,-23.3066666666,-13.84,-21.8666666667
227.64,-1.38733333333,0.539399999993,-7.43726666667,2.31206666667,-10.7128,-13.7957333333,-10.9055333333,-9.51806666666,-2.77463333333,-9.5954
228.01,-4.30553333333,-3.29853333333,-8.71513333335,-0.972200000005,-12.743,-13.8541333333,-13.4026666667,-10.1735333333,-3.9235,-10.868
228.39,-0.649599999999,1.18633333335,-2.7684,2.79659999999,-6.32766666667,-7.62720000001,-7.40106666666,-4.15253333334,-0.508466666666,-5.36726666666
228.76,-1.21213333333,1.76773333334,-1.9192,2.47473333332,-5.12626666666,-5.303,-5.78273333334,-3.20699999999,0.138933333334,-4.72220000001
229.14,-3.4822,0.2518,-2.61173333333,0.664533333332,-6.41459999999,-4.307,-6.80413333334,-4.03186666667,-2.73773333333,-6.66680000001
229.52,0.772466666666,4.43093333334,1.13826666667,5.12193333332,-1.21966666667,0.589533333331,-2.1546,1.2806,2.21526666666,-1.11786666667
229.89,2.76473333333,7.50993333332,3.99993333333,7.47053333332,0.823533333332,2.8628,0.529466666658,3.39213333333,5.85296666667,1.37253333334
230.27,2.5468,6.44186666667,3.427,7.19106666667,1.06753333333,1.46066666667,0.0560666666734,1.66666666667,5.81463333333,1.44193333333
230.65,0.995666666667,5.11993333333,2.2934,5.92006666667,-0.142133333334,1.04893333333,-0.906666666667,1.1556,5.77783333333,0.248933333332
231.02,2.20486666667,6.07166666667,3.21966666667,6.2644,1.08486666667,2.607,1.31233333333,2.34466666667,7.49789999999,1.94233333333
231.40,3.98226666667,7.09346666667,4.6222,7.62666666666,1.58233333333,4.28453333333,2.13326666667,3.27113333333,8.63119999999,3.53766666667
231.78,7.17659999999,9.23499999999,7.17679999999,10.6922666667,4.15306666667,6.77593333333,5.0272,5.82866666667,11.1384666667,7.12193333333
232.15,9.09580000001,11.3424666667,9.09586666667,12.2374666667,6.15520000001,8.74886666666,7.47033333335,7.74426666667,12.7306333333,9.44286666667
232.53,7.50926666667,10.0561333333,7.809,11.7417333333,4.9812,8.31466666667,7.1348,6.74153333333,12.4626,9.08253333334
232.90,8.24620000001,10.4499333333,7.86026666666,12.1029333333,4.92193333333,8.5766,7.5114,6.48306666666,12.4152,9.09093333333
233.28,9.44293333333,10.5923333333,7.94000000001,12.1132,5.41113333334,8.82399999999,8.68266666668,6.38366666667,13.5633,9.7258
233.66,5.49553333333,5.80186666667,3.90986666667,6.86486666666,0.126066666668,4.86486666667,4.79273333333,1.1352,8.57649999999,6.18026666666
234.03,2.66673333333,2.7928,0.270133333333,3.31526666667,-2.5766,1.946,1.4954,-1.78373333333,5.19816666667,3.29713333333
234.41,3.27266666667,4.15593333333,0.848533333334,3.51506666667,-1.8182,2.961,2.5974,8.881784197e-17,5.29866666667,3.79233333334
234.78,3.35873333333,4.30866666667,1.01786666667,3.86773333333,-1.44193333333,3.1892,2.8328,0.305333333334,4.5378,4.34273333334
235.16,1.1624,2.701,-0.803333333335,2.44446666667,-3.28193333333,1.1112,-0.222133333334,-1.48713333334,1.52133333333,1.77766666666
235.54,-2.82320000001,-0.697266666669,-3.69053333333,-0.3402,-6.24139999999,-1.83673333333,-3.6056,-4.4728,-1.91336666667,-1.42853333333
235.91,-6.00500000001,-3.1266,-5.98846666667,-3.60626666667,-8.88339999999,-4.33413333334,-6.6832,-6.78246666667,-4.34243333333,-3.83793333333
236.29,-2.56646666667,1.1268,-1.58053333333,0.3914,-4.82006666667,-0.829266666666,-2.94206666667,-2.84833333333,-0.6182,-0.125133333333
236.66,-3.23666666667,0.482866666669,-2.512,-0.772866666667,-6.21586666666,-2.4798,-4.55726666667,-3.68766666667,-1.23176666667,-1.20766666667
237.04,-4.89426666667,-1.04066666667,-4.06486666667,-2.04879999999,-7.31699999999,-3.28446666667,-6.92679999999,-4.634,-2.23573333333,-1.18713333333
237.41,-6.18686666667,-1.25733333333,-4.74766666666,-2.87846666667,-7.90739999999,-4.53273333333,-8.2218,-5.64106666667,-3.15953333333,-1.42273333333
237.79,-2.96633333333,2.76346666667,-2.2794,0.546399999999,-4.01253333333,-1.93593333333,-5.15226666666,-1.96713333334,-0.468466666666,1.54560000001
238.17,-0.743999999999,4.7118,-0.262466666666,2.58206666667,-1.29846666667,-0.174933333334,-2.5528,0.642,1.43696666667,3.85119999999
238.54,1.93473333333,7.0842,2.36606666667,5.88726666667,0.946333333334,2.70006666666,0.0278,3.382,4.6556,6.26299999999
238.92,2.04726666667,7.25733333333,2.02093333333,6.08913333334,0.603533333333,2.08646666667,-0.301800000001,3.6614,5.07873333333,5.47253333334
239.29,2.55226666667,6.9886,2.02733333333,5.7602,0.608199999998,2.38513333333,0.488999999999,3.76853333333,5.4562,5.56953333333
239.67,5.19473333333,9.24246666667,4.12326666666,7.98693333334,2.7596,4.95666666667,2.83546666667,6.1582,7.64073333333,7.77060000001
240.04,6.04646666667,9.75766666669,4.56386666667,8.65313333332,3.624,5.86233333333,3.8856,6.7054,7.63083333333,8.55619999999
240.42,4.65973333333,7.35613333333,2.66153333333,6.78006666667,1.8324,4.58993333333,1.9808,4.72953333333,5.3928,6.8588
240.79,5.01113333333,7.34526666667,3.0724,6.9202,2.37893333333,5.16026666667,2.5876,5.1902,5.46986666667,7.17373333333
241.17,5.57066666667,7.81413333333,3.95513333333,7.4424,3.34613333333,5.673,3.66026666667,5.7372,5.8909,7.47426666667
241.54,5.23893333333,7.20693333333,3.86806666667,7.0364,3.14566666667,5.67686666667,3.4356,5.8362,5.5745,7.08186666667
241.92,5.4254,7.4838,4.53586666667,7.21486666667,3.61526666667,6.26846666667,3.9462,6.2426,6.3537,7.49926666667
242.29,4.95653333333,7.15326666667,4.44606666667,6.9364,3.27066666667,6.02613333333,3.48746666667,5.87666666667,6.25006666667,7.19166666667
242.67,4.31833333333,6.58926666667,3.90786666667,6.27006666667,2.69946666667,5.4446,2.70873333333,5.0936,5.62473333333,6.7762
243.05,3.9146,6.0898,3.69,5.5878,2.2766,5.24433333333,2.40413333333,4.64546666667,5.14976666667,6.72393333333
243.42,3.5486,5.96213333333,3.5312,5.37053333333,1.9222,4.97073333333,2.22666666667,4.24866666667,4.8402,6.5234
243.80,2.50806666667,5.14973333333,2.6072,4.32673333333,1.2368,4.0724,1.45673333333,3.27946666667,4.165,5.7746
244.17,2.27513333333,4.82946666667,2.3652,3.89353333333,1.09473333333,4.0224,1.29653333333,2.99633333333,4.05023333333,5.52046666667
244.55,2.87446666667,5.45686666667,2.83693333334,4.4014,1.7438,4.60173333333,1.96066666667,3.6086,4.69146666667,6.05753333333
244.92,2.8314,5.24686666667,2.6994,4.3592,1.69973333333,4.627,1.8076,3.3552,4.41703333333,5.9748
245.30,2.7198,4.76613333333,2.3644,3.8608,1.42166666667,4.35093333333,1.38426666667,3.14613333333,3.9638,5.73506666667
245.67,2.9744,4.61466666667,2.42993333333,3.77406666667,1.31366666667,4.0668,1.3478,3.00146666667,3.83363333333,5.7514
246.05,2.98746666667,4.08733333333,2.25226666667,3.50153333333,1.05293333333,3.80686666667,1.09353333333,2.8568,3.34256666667,5.43613333333
246.42,3.44906666667,4.34546666667,2.4726,3.84593333333,1.4704,4.21993333333,1.54446666667,3.22333333333,3.44616666667,5.8386
246.79,3.6734,4.4664,2.61633333334,3.84086666667,1.71113333334,4.50553333333,1.9362,3.46686666667,3.45103333333,6.08313333333
247.17,3.85666666667,4.74193333333,2.76126666667,4.15653333333,2.0222,4.66146666667,2.24426666667,3.75406666667,3.66623333333,6.303
247.54,4.34393333333,5.2164,3.16313333333,4.60406666667,2.55533333333,5.10366666666,2.6864,4.4544,4.32103333333,6.87153333333
247.92,5.03606666667,5.78933333333,3.8196,5.2952,3.07506666667,5.796,3.3034,5.15793333333,4.92293333333,7.54846666667
248.29,5.2174,5.93213333333,3.96133333333,5.54966666667,3.15086666666,5.88006666667,3.405,5.37366666667,5.0816,7.64466666667
248.67,5.05513333334,5.70273333333,3.85346666667,5.50873333334,2.92886666667,5.6612,3.23626666667,5.2492,4.98526666667,7.5086
249.04,5.5124,6.22333333333,4.30193333333,5.91286666667,3.25326666667,5.98706666667,3.618,5.7194,5.51123333333,7.91086666667
249.42,5.79933333333,6.574,4.56886666667,6.26993333333,3.42606666667,6.2152,3.86786666667,5.96586666667,5.93843333333,8.1206
249.79,6.16606666667,7.18266666667,4.91966666666,6.72286666667,3.92846666666,6.70506666667,4.2682,6.424,6.42913333333,8.45973333333
250.17,6.13113333333,7.48753333333,4.94513333333,7.02913333333,4.01426666667,6.80953333333,4.35473333333,6.51286666667,6.7025,8.542
250.54,6.24226666667,7.52393333333,4.99926666667,7.0762,3.9564,6.68133333333,4.43653333333,6.51933333333,6.83003333333,8.63453333333
250.92,6.56566666667,7.79453333333,5.30166666666,7.50406666667,4.20853333333,6.891,4.55613333333,6.84366666667,7.31593333333,8.771
251.29,7.20166666667,8.47133333333,5.97533333333,7.99933333333,4.71253333333,7.48413333333,5.14793333333,7.36786666667,7.88133333333,9.28553333333
251.66,7.08106666667,8.19913333333,5.77493333333,7.95526666667,4.528,7.24486666667,4.99133333333,7.1334,7.42946666667,9.06646666667
252.04,6.7198,7.80486666667,5.2978,7.6382,4.1738,6.4788,4.65266666667,6.70913333333,6.7963,8.53906666667
252.41,6.58686666667,7.84546666667,5.25213333333,7.77653333333,4.34893333333,6.43106666667,4.67906666667,6.7972,6.86256666667,8.62513333333
252.79,6.77326666667,8.17066666667,5.3356,7.95,4.62953333333,6.7328,4.9898,7.10426666667,6.97173333333,8.83993333334
253.16,6.52613333333,7.73526666667,5.0508,7.56513333333,4.41846666667,6.5704,4.81046666667,6.77386666667,6.6501,8.44866666667
253.54,6.187,7.55866666667,4.9054,7.31873333333,4.28346666667,6.3332,4.6132,6.6292,6.49796666667,8.21806666666
