wavelength,Back_NeoFasm,Belly_NeoFasm,Breast_NeoFasm,Crissum_NeoFasm,Crown_NeoFasm,DorTail_NeoFasm,Patch10_NeoFasm,Rump_NeoFasm,Throat_NeoFasm,WingTip_NeoFasm
582.32,13.7945333333,58.0816,34.8122,51.0331333333,12.0916666667,6.7802,4.67813333333,16.1428666667,57.8563,10.6987333333
582.66,13.7682,58.1225333333,34.8015333333,51.0641333333,12.0609333333,6.74166666667,4.62613333333,16.1202666667,57.8947666667,10.6853333333
583.00,13.7682666667,58.2063333333,34.8474,51.1394,12.0399333333,6.73126666667,4.60333333333,16.0921333333,58.0025666667,10.6651333333
583.34,13.7671333333,58.2578666666,34.8655333333,51.179,12.0224,6.7196,4.58586666667,16.0806,58.0176666667,10.6614
583.68,13.7606,58.2270666667,34.8422666667,51.1809333333,12.0138666667,6.7166,4.60366666667,16.0920666666,57.9897333333,10.6726
584.01,13.8292,58.3525333333,34.9104,51.2795333333,12.0655333333,6.7638,4.6714,16.1628,58.0962,10.7328666667
584.35,13.855,58.4003333333,34.9428,51.3594666667,12.0860666667,6.78913333333,4.6884,16.1832666667,58.1689333333,10.7705333333
584.69,13.8601333334,58.4865333333,34.9566,51.4349333333,12.0766,6.766,4.6516,16.1905333333,58.2171,10.7781333333
585.03,13.8738666667,58.3842,34.8967333333,51.335,12.0465333333,6.74713333333,4.64486666667,16.1625333333,58.1173333333,10.7486666667
585.37,13.9240666667,58.4184666667,34.9574666667,51.3644,12.0718666667,6.78633333333,4.686,16.1967333333,58.1470666667,10.8074666667
585.70,13.8762666667,58.3443333333,34.9026,51.2805333333,12.0530666667,6.75726666667,4.649,16.1673333333,58.0571,10.7804666667
586.04,13.8439333333,58.2704,34.8700666667,51.2124,12.0336,6.72666666667,4.60953333333,16.116,57.9714333333,10.7557333333
586.38,13.8216,58.1876,34.8286666667,51.1406666667,12.0228666667,6.70973333333,4.61013333333,16.0840666667,57.9071666667,10.761
586.72,13.884,58.1758666667,34.8452,51.1504666667,12.0892,6.7722,4.66153333333,16.1664,57.8713333333,10.8298666667
587.06,13.8751333333,58.103,34.8322,51.1198,12.0987333334,6.808,4.71366666667,16.1534666666,57.7696333333,10.838
587.39,13.9023333333,58.1340666667,34.8923333333,51.153,12.1304,6.8412,4.7446,16.154,57.8186666667,10.8679333333
587.73,13.8831333333,58.1254666666,34.9158666667,51.1376666666,12.1155333333,6.81786666667,4.71806666667,16.1321333333,57.8150333333,10.8534
588.07,13.8233333333,58.1504,34.9166666667,51.114,12.0586,6.7578,4.65913333333,16.0831333333,57.792,10.7954
588.41,13.7982666667,58.1265333333,34.8749333334,51.0896,12.0478,6.74346666667,4.66226666667,16.0494666666,57.7797,10.7726
588.74,13.7943333333,58.1086,34.8942,51.1083333334,12.0610666667,6.73586666667,4.6706,16.0329333333,57.7777,10.7879333333
589.08,13.7443333333,58.0955333333,34.8668,51.0870666667,12.0434,6.69766666667,4.632,16.0202666667,57.7260666667,10.7472666667
589.42,13.7642,58.1768666667,34.9157333333,51.1495333334,12.0213333333,6.67333333333,4.61153333333,16.0208666667,57.8287333333,10.7407333333
589.76,13.7736,58.2466,34.9244,51.1956,12.0279333333,6.66186666667,4.60673333333,16.0270666667,57.8703,10.7452666667
590.09,13.8319333333,58.3414666667,35.0079333334,51.2976666667,12.091,6.71806666667,4.65666666667,16.0766666667,57.9239,10.8169333333
590.43,13.7568,58.3282,35.0007333334,51.2901333333,12.015,6.65446666667,4.62133333333,15.9920666667,57.8947333333,10.7682666667
590.77,13.7726,58.3533333333,35.0160666667,51.327,11.9974666667,6.64866666666,4.58513333333,15.9804,57.9429333333,10.7610666667
591.11,13.7674666667,58.3276666666,34.9721333333,51.2952,11.9793333333,6.63013333333,4.55533333333,15.9547333333,57.8882666667,10.7489333333
591.44,13.7393333333,58.2337333333,34.8847333333,51.2140666667,11.957,6.6284,4.55326666667,15.9222666667,57.7689666667,10.7373333333
591.78,13.7897333333,58.2119333333,34.8776666667,51.2379333333,11.9874,6.66866666667,4.6056,15.9604666667,57.7585,10.7931333333
592.12,13.7792,58.2311333333,34.8931333333,51.2346,11.9715333333,6.6674,4.5922,15.9626666667,57.7416333333,10.7934666667
592.46,13.7490666667,58.2950666666,34.8781333333,51.2332666667,11.9561333333,6.64913333333,4.55713333333,15.9448666667,57.7460666667,10.7944666667
592.79,13.7425333333,58.3230666667,34.8992,51.2563333333,11.9506666667,6.644,4.5516,15.915,57.7913666667,10.8018
593.13,13.7479333333,58.3175333333,34.8895333333,51.2634,11.9890666667,6.69633333333,4.57526666667,15.9566666667,57.7507666667,10.8497333333
593.47,13.7543333334,58.3363333333,34.9139333333,51.3116,12.0152666667,6.73206666667,4.60746666667,15.9998,57.8017666667,10.8842
593.80,13.7716,58.4090666667,34.9658666667,51.3808,12.0271333333,6.73633333333,4.61133333333,16.0335333333,57.8976333333,10.8684
594.14,13.7827333333,58.4044666667,34.9504666667,51.3615333333,12.0608,6.77326666667,4.62933333334,16.0738,57.9143,10.8968
594.48,13.7974666667,58.461,34.9578,51.3852,12.0899333333,6.79466666667,4.6428,16.1184666667,57.9854,10.9358666666
594.81,13.8359333333,58.4967333333,35.0026,51.453,12.1207333333,6.8342,4.67066666667,16.1711333333,58.0285,10.9925333333
595.15,13.8342,58.6210666667,35.0588666667,51.5568666667,12.1232666667,6.8242,4.6402,16.1886666667,58.1534,11.0010666667
595.49,13.7903333333,58.5886666667,35.0396666667,51.5202,12.0908666666,6.7938,4.59773333333,16.1542,58.1056333333,10.9678
595.82,13.8212666667,58.5826,35.0436666667,51.5471333333,12.1168666667,6.82226666667,4.62206666667,16.1600666667,58.1069,10.9944666667
596.16,13.8698,58.6718,35.126,51.653,12.1562666667,6.86566666667,4.67733333333,16.2054666667,58.2073333333,11.0375333334
596.50,13.8927333333,58.6246666667,35.0903333333,51.6196,12.1708666667,6.9038,4.719,16.2346666667,58.1496666666,11.0624
596.83,13.9206666667,58.6274,35.1026666667,51.6321333333,12.2025333333,6.92426666667,4.7524,16.2438666667,58.1519333333,11.1024
597.17,13.9265333333,58.6216666667,35.1022666667,51.6321333334,12.1984,6.90433333333,4.74673333333,16.2156666667,58.1426,11.1111333334
597.51,13.9293333333,58.574,35.0658,51.6000666667,12.1975333333,6.9248,4.77493333333,16.2190666667,58.0931666667,11.1382
597.84,13.8834666667,58.541,35.0315333333,51.5788,12.1635333333,6.8594,4.73706666667,16.1762,58.0538,11.0803333333
598.18,13.8778666667,58.5454666667,35.0476,51.5892666667,12.1546,6.85333333333,4.7454,16.1638,58.0398,11.0911333333
598.52,13.8294,58.5254666667,35.0080666667,51.5352,12.134,6.81946666667,4.71166666667,16.1203333333,58.0300666667,11.0600666667
598.85,13.8221333333,58.4846,35.0065333333,51.5167333333,12.1183333333,6.8178,4.7194,16.0836666667,57.9835333333,11.0614666667
599.19,13.8305333333,58.5032,35.0004,51.54,12.1359333333,6.82426666667,4.7334,16.0886666667,57.9954333333,11.0769333333
599.53,13.8499333333,58.5589333333,35.0509333333,51.5852666667,12.1592666667,6.8302,4.7624,16.1182666667,58.0553666667,11.1089333333
599.86,13.8201333333,58.4891333333,34.9991333333,51.5468666667,12.1462666667,6.80393333333,4.73393333334,16.1008,57.9917666667,11.0933333333
600.20,13.7907333333,58.5026666667,35.0028,51.5582666667,12.1053333333,6.7584,4.6712,16.0692666667,58.0457333333,11.0652
600.53,13.7912666667,58.4995333333,35.0135333333,51.5814666667,12.0946666667,6.7172,4.64433333333,16.0563333333,58.0757666667,11.0479333333
600.87,13.7832666667,58.4896666667,35.0158666667,51.5802,12.0842,6.71666666667,4.63373333333,16.06,58.0416666667,11.0400666667
601.21,13.719,58.471,34.9733333333,51.5328,12.005,6.63966666667,4.55933333333,16.0038,58.0025666667,10.9954
601.54,13.7619333333,58.5450666667,35.0298666667,51.6145333333,12.0407333333,6.68406666667,4.5904,16.0364666667,58.0859333334,11.0476
601.88,13.7804,58.5843333333,35.0437333333,51.6478,12.0464666667,6.67413333333,4.5798,16.0449333333,58.0996666667,11.0645333333
602.21,13.7726,58.6153333334,35.0520666667,51.6868,12.0296666667,6.66133333333,4.57373333333,16.0385333333,58.0888666667,11.0608666667
602.55,13.8155333333,58.6701333333,35.0772666667,51.7307333333,12.0551333333,6.72306666667,4.61326666667,16.0956,58.1378666667,11.1055333333
602.88,13.8376,58.7362,35.1346,51.79,12.0737333333,6.74333333333,4.6192,16.1076666667,58.2332666667,11.1479333333
603.22,13.8278,58.7895333333,35.1663333333,51.8380666667,12.0583333333,6.75066666667,4.59866666667,16.1021333334,58.2467,11.1391333333
603.56,13.8501333333,58.8472666667,35.2094,51.8508,12.0606,6.7704,4.6198,16.1146,58.2897333333,11.1666
603.89,13.8526,58.8836,35.224,51.8778,12.0874666667,6.78626666667,4.64073333334,16.1168666667,58.2899333333,11.1985333333
604.23,13.8896666667,58.9046666667,35.2489333333,51.8875333333,12.1038,6.84626666667,4.69066666667,16.1478,58.2893666667,11.2318666667
604.56,13.916,58.9079333333,35.2562666667,51.8669333333,12.134,6.89953333333,4.73366666666,16.1772,58.2781333333,11.2653333333
604.90,13.9177333333,58.8862,35.2598,51.8531333333,12.1577333333,6.93746666667,4.75353333333,16.1651333333,58.2868,11.2818666667
605.23,13.9512,58.9046,35.2798666667,51.853,12.1714,6.96726666667,4.78546666667,16.1839333333,58.3048333333,11.3273333333
605.57,13.9578,58.8566666667,35.2762,51.836,12.1814,6.98073333333,4.81513333333,16.176,58.2825333333,11.3189333333
605.90,13.9674666667,58.8872666667,35.3082,51.8506666667,12.2052666666,6.99986666667,4.82653333334,16.1825333333,58.3272,11.3414666667
606.24,13.966,58.8814,35.3116,51.842,12.2265333333,6.98426666667,4.8292,16.1739333333,58.3525,11.3580666667
606.58,13.9767333333,58.8804666667,35.3196666667,51.818,12.2253333333,6.9966,4.82953333333,16.1914666667,58.3490666667,11.3434
606.91,13.9583333333,58.8362,35.29,51.7494666667,12.1943333333,6.97026666667,4.8102,16.1820666667,58.329,11.3368
607.25,13.958,58.8175333333,35.2611333333,51.709,12.1976,6.9952,4.824,16.1734666667,58.2919,11.3658
607.58,14.0040666667,58.8146666667,35.2977333333,51.7142,12.2103333333,7.0164,4.84993333333,16.1927333333,58.2926666667,11.3966666667
607.92,13.9686666667,58.7822,35.2730666667,51.6649333333,12.2089333333,6.99586666667,4.8404,16.1668666667,58.285,11.399
608.25,13.9204666667,58.7658,35.2637333333,51.6755333333,12.1668666667,6.96126666667,4.8048,16.1358666667,58.349,11.3936
608.59,13.9289333333,58.8017333333,35.2915333333,51.6692,12.1640666667,6.95893333333,4.8186,16.1587333333,58.4009666667,11.4155333333
608.92,13.9182,58.7482666667,35.2546666667,51.6346,12.1484,6.95573333333,4.80813333333,16.1406666667,58.4187,11.4212
609.26,13.9149333333,58.8176666667,35.2789333333,51.6584,12.1594666667,6.9534,4.7986,16.1634666667,58.5566666667,11.4545333333
609.59,13.9168,58.7834,35.2707333333,51.6123333333,12.1429333333,6.958,4.83053333333,16.1624,58.5564333333,11.4745333333
609.93,13.9209333333,58.7516,35.2611333333,51.5894,12.1318666667,6.94886666667,4.83273333333,16.1551333333,58.5544666667,11.4897333333
610.26,13.8842666667,58.6653333333,35.1936666667,51.544,12.1006,6.91013333333,4.83066666666,16.1053333333,58.5386,11.4811333333
610.60,13.8591333333,58.6025333333,35.1744,51.4960666667,12.0872,6.8988,4.8246,16.0717333333,58.5541,11.4913333333
610.93,13.8548,58.5990666667,35.1981333333,51.5480666667,12.0823333333,6.88833333333,4.80086666667,16.0624666667,58.624,11.4872666667
611.27,13.8238,58.5544,35.1542666667,51.5207333333,12.0604,6.87566666666,4.787,16.0452,58.6407333333,11.4789333333
611.60,13.8350666667,58.6138,35.1977333333,51.5963333333,12.0601333334,6.88926666667,4.79173333333,16.0469333333,58.7056666667,11.4814
611.93,13.8312666666,58.6136,35.1826,51.5791333333,12.0648666667,6.88293333333,4.7798,16.0466,58.7102333333,11.4631333333
612.27,13.8208666667,58.595,35.1394666667,51.5952,12.044,6.85126666667,4.75873333333,16.0039333333,58.6646,11.4408
612.60,13.8043333333,58.5658666667,35.1172666667,51.5547333333,12.0284,6.82873333333,4.73133333333,15.9832666667,58.5794,11.4052
612.94,13.7999333333,58.5351333333,35.1033333333,51.5597333333,11.9904666667,6.83446666667,4.71993333333,15.9552,58.5076666667,11.3903333333
613.27,13.832,58.6198666667,35.139,51.6677333333,12.0126,6.84826666667,4.69773333333,15.9921333333,58.5794,11.4027333333
613.61,13.793,58.5929333333,35.137,51.6830666667,11.9962666667,6.85186666667,4.67513333334,15.9636666667,58.5132666667,11.37
613.94,13.8256666667,58.7196666667,35.2236,51.7986,12.0358666667,6.88606666667,4.689,16.0012,58.5745666667,11.3979333333
614.28,13.9035333333,58.8225333333,35.2705333333,51.957,12.1368,6.97826666667,4.77713333333,16.1066,58.6413,11.4784
614.61,13.9322,58.7906666667,35.2742,51.9226666667,12.1757333333,7.0022,4.82146666667,16.1494,58.5982333333,11.5280666667
614.94,13.9260666666,58.862,35.3261333333,51.9704,12.1871333333,6.99953333333,4.83766666667,16.1556,58.6280666667,11.53
615.28,13.9297333333,58.9086666667,35.3513333333,52.0277333333,12.1723333333,6.99346666667,4.81433333333,16.1670666667,58.6673666667,11.5447333333
615.61,13.9253333333,58.9272,35.3440666667,52.034,12.1376,6.95113333334,4.78293333334,16.0978,58.6081,11.5301333333
615.95,13.9302,58.9492,35.3974666667,52.0750666667,12.1430666667,6.97413333334,4.78286666667,16.1390666667,58.6192333333,11.5364666667
616.28,13.9462666667,59.0698666667,35.4926666666,52.2042,12.1546,6.97913333333,4.783,16.168,58.7025,11.5598666667
616.61,13.982,59.1076666667,35.53,52.2172666667,12.1992,7.01406666667,4.8196,16.2106666667,58.6805,11.592
616.95,13.9730666667,59.0291333333,35.5011333333,52.1562,12.198,7.00806666667,4.8274,16.1734,58.5832,11.6072666667
617.28,14.0315333333,59.0237333333,35.5104,52.1242,12.2594,7.06593333333,4.91226666666,16.2158666667,58.5762,11.6756
617.62,14.0544666667,58.9506666667,35.4819333333,52.028,12.2698666667,7.12546666667,4.9728,16.2449333333,58.4763,11.7288
617.95,14.0569333333,58.9038666667,35.5008666667,51.9851333333,12.2616,7.1386,4.97473333333,16.1992666667,58.4081666667,11.7177333333
618.28,14.005,58.885,35.4362,51.9061333333,12.2110666667,7.0852,4.92006666667,16.124,58.3366666667,11.6548
618.62,14.0285333333,58.8177333334,35.4018,51.8456,12.2034666667,7.12133333333,4.9542,16.1428666667,58.2738,11.6991333333
618.95,14.0478666667,58.8104,35.4156666667,51.8250666666,12.2526,7.1516,4.97833333333,16.1902,58.2864333333,11.749
619.28,14.1314,58.907,35.5398666666,51.9322,12.3356,7.23346666667,5.08093333333,16.3016666667,58.3867,11.8686666666
619.62,14.1292,58.7994,35.4776666667,51.8634666667,12.3426666667,7.22866666666,5.07946666667,16.2770666667,58.2795,11.8891333333
619.95,14.1648666667,58.7930666667,35.4763333333,51.8668,12.3626,7.2592,5.12186666667,16.2864666667,58.2994,11.936
620.28,14.1289333333,58.8121333333,35.4899333333,51.9034,12.3524666667,7.228,5.0828,16.2506666667,58.3467666667,11.9424666667
620.62,14.1166666667,58.8122,35.4912,51.8892666667,12.3130666667,7.20706666667,5.05506666667,16.2286666667,58.3633,11.9389333333
620.95,14.0414666666,58.847,35.4750666667,51.8908666667,12.2261333333,7.11,4.9246,16.1766,58.3690333333,11.8634
621.28,14.0331333333,58.8612,35.5135333333,51.9374666667,12.2124,7.06453333333,4.8882,16.1505333334,58.3430333333,11.8615333333
621.62,14.0168,58.8712,35.4570666667,51.8974,12.1754666667,7.02346666667,4.8364,16.1366666666,58.3239666667,11.8454666667
621.95,14.0194,58.9028666667,35.528,51.9886,12.1938,7.0614,4.8828,16.1882,58.3733,11.8791333333
622.28,14.0286,58.9872666667,35.5668666667,52.063,12.1833333333,7.0416,4.857,16.2062,58.4759333333,11.8579333333
622.62,14.0775333333,59.0039333333,35.5742,52.0790666667,12.2186666667,7.09373333333,4.90933333333,16.2475333333,58.4589666667,11.8899333333
622.95,14.0903333333,58.9599333333,35.5796666667,52.0518,12.2527333333,7.13506666667,4.92046666666,16.2557333333,58.4180333333,11.9062666667
623.28,14.1232,59.1060666667,35.6652,52.1548666667,12.2793333333,7.1772,4.9556,16.3246,58.5439,11.9466
623.62,14.0996666667,59.0849333333,35.6502666667,52.1233333333,12.2801333333,7.18126666667,4.95626666667,16.3182666667,58.4575666667,11.9484
623.95,14.1299333333,59.1158666667,35.6691333333,52.1262,12.2972666667,7.22093333333,4.99946666667,16.3625333334,58.4224666667,11.9675333333
624.28,14.172,59.286,35.7518,52.2928,12.3852,7.2998,5.0782,16.4755333333,58.5281,12.0426
624.62,14.1988,59.2728,35.7476,52.3096,12.3986666667,7.33086666667,5.10686666667,16.4592666667,58.5386,12.0668666667
624.95,14.2376,59.346,35.7869333333,52.362,12.4693333333,7.38846666667,5.1556,16.5165333333,58.6299,12.1116
625.28,14.2344666667,59.3178,35.7786666667,52.3638,12.4893333333,7.39066666667,5.17266666667,16.5264666667,58.5856,12.13
625.61,14.2372666667,59.3348666667,35.7889333333,52.3861333333,12.4591333333,7.38313333333,5.13073333333,16.4882666667,58.5660333333,12.0973333333
625.95,14.2044,59.3248,35.7922,52.3979333333,12.4691333333,7.3776,5.10566666667,16.4601333333,58.5355666667,12.1023333333
626.28,14.1014,59.2447333333,35.731,52.3247333333,12.3730666667,7.2856,5.02726666667,16.3618,58.4591333333,12.0383333333
626.61,14.0263333333,59.1994666667,35.6354666667,52.2417333333,12.2726,7.19506666667,4.93986666667,16.281,58.4378333333,11.9578
626.94,14.0195333333,59.1658,35.6169333333,52.2036666667,12.268,7.1656,4.93953333334,16.2596,58.4035333333,11.9672
627.28,14.027,59.2589333333,35.6843333333,52.3049333333,12.2640666666,7.1652,4.91566666667,16.2903333333,58.5235333333,11.9866
627.61,14.0471333333,59.2080666666,35.6918,52.2866,12.2826666667,7.19446666667,4.92293333333,16.2874,58.5003333333,12.023
627.94,13.997,59.0710666667,35.6276,52.1511333333,12.228,7.1458,4.8808,16.2202666667,58.3989,11.9722
628.27,14.032,59.1364666667,35.6921333333,52.2110666667,12.2456666667,7.16253333333,4.90026666667,16.2728,58.4337,12.0029333333
628.61,13.9618666667,59.0986666666,35.6296,52.1908,12.1645333333,7.10966666667,4.83753333333,16.2012666667,58.4086,11.9518666667
628.94,13.9198666667,59.1125333333,35.6286666667,52.1916,12.1332,7.0662,4.7892,16.174,58.4290333333,11.9086666667
629.27,13.9234,59.1475333333,35.6256666667,52.2247333333,12.1205333333,7.0454,4.79446666667,16.1855333333,58.5096,11.9273333333
629.60,13.9268666667,59.1192,35.6190666667,52.1785333333,12.0966,7.03173333333,4.7886,16.1610666667,58.5009,11.9078666666
629.94,13.9599333333,59.1046,35.6548666667,52.1814666667,12.1413333333,7.048,4.81246666667,16.1829333333,58.5079333333,11.937
630.27,14.0368666667,59.2022,35.7844666667,52.3057333333,12.1891333333,7.13713333333,4.87353333333,16.2622,58.5971333333,11.9899333333
630.60,14.0434666667,59.2384,35.8160666667,52.3732666667,12.1872666667,7.1612,4.86393333333,16.2422,58.6191666667,12.0040666667
630.93,14.0156,59.0915333333,35.7289333334,52.2029333333,12.1689333333,7.14646666667,4.8624,16.1646,58.4662,11.9704666667
631.26,13.9801333334,59.1016,35.733,52.2328666667,12.138,7.13206666666,4.86253333333,16.1736666667,58.5049333333,11.9619333333
631.60,14.0241333333,59.1962666667,35.7946666667,52.3318666667,12.1640666667,7.1866,4.89873333333,16.1989333333,58.5811333333,12.0186
631.93,14.0502,59.1648666667,35.789,52.3205333333,12.1898,7.19826666667,4.91086666667,16.2108666667,58.5699666666,12.0214666667
632.26,14.0663333333,59.1856,35.8461333333,52.2918,12.1903333333,7.1874,4.9118,16.1998,58.5622333333,12.0367333333
632.59,14.1255333333,59.2084666667,35.9112,52.2869333333,12.2202666667,7.23513333333,4.9658,16.2307333333,58.5848666667,12.0852
632.92,14.111,59.1606666667,35.8709333333,52.2254666667,12.2544,7.2822,4.95986666667,16.2448,58.4803666667,12.1381333333
633.26,14.1364,59.1014,35.842,52.1896666667,12.2872,7.325,5.01853333334,16.2778,58.4145333333,12.179
633.59,14.1660666667,59.148,35.8554666667,52.2104666667,12.2956666667,7.36306666667,5.04833333333,16.2844666667,58.4524,12.1852666667
633.92,14.1705333333,59.0883333333,35.784,52.1694666667,12.3256,7.34773333333,5.08466666667,16.2787333333,58.4226666667,12.2332
634.25,14.1690666667,59.0707333333,35.7926,52.1322,12.3530666667,7.3548,5.09746666667,16.2982666667,58.4387333333,12.2258
634.58,14.1873333333,59.1552,35.8048666667,52.2095333333,12.3819333333,7.37193333333,5.12926666667,16.3372666667,58.5066333333,12.257
634.91,14.1972,59.1640666667,35.7843333333,52.1705333333,12.3862666667,7.37006666667,5.11833333333,16.3196,58.5460333333,12.2444666667
635.25,14.1761333333,59.1300666667,35.7853333333,52.1502,12.3754,7.32786666667,5.0968,16.2866,58.5197333333,12.2209333333
635.58,14.14,59.1925333333,35.7980666667,52.2055333333,12.3641333333,7.34033333333,5.1134,16.2632666667,58.5659666667,12.2596666667
635.91,14.2092666667,59.1583333333,35.7709333333,52.1914666667,12.4242,7.4252,5.18133333333,16.3401333334,58.5422666667,12.3034
636.24,14.1822666667,59.1138,35.7226666667,52.2045333333,12.3936666667,7.41386666667,5.1876,16.3060666666,58.5708,12.3124666667
636.57,14.2230666667,59.1526666667,35.778,52.2249333333,12.4291333333,7.4134,5.23873333333,16.3548666666,58.6412,12.3114
636.90,14.2088,59.1352666667,35.7436666667,52.2241333333,12.4255333333,7.3964,5.21686666667,16.3271333333,58.6170333333,12.3102
637.23,14.1675333334,59.1280666667,35.712,52.2316666667,12.4008,7.35053333333,5.16213333333,16.3055333333,58.5815,12.3114666667
637.56,14.1330666667,59.1510666667,35.7213333333,52.2553333333,12.3853333333,7.30993333333,5.1028,16.2863333334,58.5282333333,12.2681333333
637.90,14.1432,59.1706,35.7164,52.2661333333,12.3615333334,7.31613333333,5.09693333333,16.2735333333,58.5259,12.2635333333
638.23,14.1172666667,59.1416666667,35.7401333333,52.2562666667,12.3413333333,7.28146666667,5.07193333333,16.2855333333,58.4821666667,12.2586
638.56,14.1396666667,59.2166,35.7916666667,52.3318666667,12.3754666667,7.30653333333,5.09793333333,16.2929333333,58.4404333333,12.3276666667
638.89,14.1822,59.2596666667,35.8376666667,52.3691333333,12.422,7.37913333333,5.13466666667,16.3571333333,58.5067333333,12.3736666667
639.22,14.1586666667,59.2816666667,35.816,52.3526666667,12.369,7.30106666667,5.06833333334,16.3226666667,58.5324666667,12.286
639.55,14.1040666667,59.3140666667,35.8594666667,52.4062,12.3142666667,7.2504,5.02226666667,16.2554,58.6059,12.2732666667
639.88,14.1238666667,59.4017333333,35.9373333334,52.4570666667,12.3555333333,7.276,4.99366666667,16.3004666667,58.5861666667,12.2989333333
640.21,14.0854,59.3822,35.8894666667,52.4824,12.3109333333,7.23746666667,4.94833333333,16.218,58.608,12.2949333333
640.54,14.0986666667,59.464,35.9756,52.5414666667,12.3241333333,7.26,4.96806666667,16.2338,58.6281333333,12.3147333334
640.87,14.1752666667,59.5217333333,36.0506666667,52.5316,12.3668,7.2908,5.01613333333,16.2646666667,58.7188333333,12.3238
641.20,14.2046,59.5503333333,36.0930666667,52.5210666667,12.4038,7.35433333333,5.0798,16.3042666667,58.7941333333,12.3658
641.53,14.2475333333,59.5840666667,36.1534,52.5454,12.4834666667,7.43406666667,5.15273333333,16.3896666667,58.8275666667,12.4768666666
641.87,14.3464666667,59.5793333333,36.1771333333,52.5654,12.5489333333,7.53313333334,5.2414,16.4064666667,58.8275666667,12.5867333334
642.20,14.3316666667,59.5966666667,36.2310666667,52.6292666667,12.5199333333,7.509,5.2488,16.4517333333,58.8908666667,12.5874
642.53,14.2752666667,59.5826666666,36.1398,52.5934666666,12.4772,7.4508,5.214,16.4166666667,58.8647666667,12.5482
642.86,14.2628666666,59.5010666667,36.1192,52.5588,12.5232666667,7.512,5.26013333333,16.4378,58.7691,12.6294666667
643.19,14.3052666667,59.5581333333,36.1486666667,52.5968,12.5780666667,7.55173333333,5.29486666667,16.4996666667,58.7439666667,12.6814666667
643.52,14.3763333333,59.5492666667,36.1306,52.5998,12.5982666667,7.62226666667,5.41053333333,16.55,58.7133333333,12.7338
643.85,14.3860666667,59.4966,36.1379333333,52.5288,12.5989333333,7.66766666667,5.4332,16.5728,58.6105,12.7532
644.18,14.4204666667,59.6344666667,36.2054,52.6542,12.6044666667,7.67753333333,5.42066666667,16.5914,58.7704,12.8115333333
644.51,14.3437333333,59.7038,36.2028,52.7466666667,12.5012666667,7.639,5.37093333333,16.5207333333,58.7596333333,12.7963333333
644.84,14.2742,59.6476,36.1537333333,52.674,12.4286,7.57246666667,5.31506666667,16.4349333334,58.6489333333,12.7726
645.17,14.2407333333,59.6626,36.1208666667,52.7399333333,12.4094666666,7.53206666667,5.30153333333,16.3774666667,58.6961333333,12.7262
645.50,14.1723333333,59.6768,36.0918,52.7252,12.3342,7.4744,5.2642,16.3341333333,58.6778666667,12.611
645.83,14.1988666666,59.5594,36.0146666667,52.6068666667,12.3529333333,7.52393333333,5.30526666667,16.3020666667,58.6023,12.6069333333
646.16,14.1782,59.5670666667,35.9910666667,52.5664,12.3121333333,7.45806666667,5.24113333333,16.2696,58.5462666667,12.5992666667
646.49,14.1302666667,59.4832,35.9075333333,52.4605333333,12.24,7.37793333333,5.22273333333,16.2121333333,58.4709,12.5324666667
646.82,14.1653333333,59.4956,35.9006666667,52.4346666667,12.2616666667,7.39906666667,5.24273333333,16.2303333334,58.5054333333,12.5419333333
647.15,14.1256666667,59.5838666667,35.9351333333,52.4678,12.2406666667,7.3196,5.192,16.191,58.6324,12.5046666667
647.48,14.0874666667,59.6085333333,35.9626666667,52.4740666667,12.218,7.2484,5.14146666667,16.1547333333,58.6608,12.4676
647.81,14.0049333333,59.5254,35.8734666667,52.371,12.1830666667,7.1994,5.09953333333,16.1009333333,58.5504666667,12.4132666667
648.14,13.9831333333,59.4138,35.8248666667,52.3140666667,12.1878,7.21513333333,5.0908,16.1165333333,58.4911333333,12.407
648.47,13.9955333333,59.3699333333,35.8332666667,52.3520666667,12.1842,7.2314,5.06213333334,16.1179333333,58.5119666667,12.4154
648.80,13.9884666667,59.3337333333,35.8192,52.2894,12.0981333333,7.16653333333,4.97593333333,16.0534666667,58.3982666667,12.3675333333
649.13,14.0654,59.3936,35.8983333333,52.3718666667,12.1633333333,7.2392,4.99086666667,16.1365333333,58.5326,12.488
649.46,13.9994666667,59.3804666667,35.7836666667,52.32,12.0777333333,7.13,4.87793333333,16.0536,58.4572333333,12.4143333333
649.79,14.0208,59.3119333333,35.8011333333,52.2966,12.0643333333,7.16586666667,4.91866666667,16.0290666667,58.3849333333,12.4373333333
650.11,14.0440666667,59.4504,35.9098666667,52.3774666667,12.0729333333,7.1968,4.89313333334,16.0794666667,58.4997,12.4445333334
650.44,13.9734666667,59.4302666667,35.9173333333,52.3702,12.0298666667,7.1444,4.8608,16.0366666667,58.4710333333,12.4389333333
650.77,13.9796,59.331,35.8524666667,52.3214666667,12.0166,7.17866666667,4.8558,16.0324666667,58.3656,12.4704
651.10,14.0719333334,59.3799333333,35.8638,52.3758666667,12.0726666667,7.2866,4.94506666667,16.1025333333,58.4495,12.5416666667
651.43,14.1315333333,59.3413333333,35.8824,52.3616666667,12.0981333333,7.34746666667,5.0048,16.1464666667,58.4217,12.5608666667
651.76,14.176,59.3712,35.9044666667,52.3530666667,12.1276,7.40053333333,5.07693333333,16.2048666667,58.4356666667,12.6342666667
