wavelength,Back_EucPenf,Belly_EucPenf,Breast_EucPenf,Crissum_EucPenf,Crown_EucPenf,DorTail_EucPenf,Rump_EucPenf,Throat_EucPenf,WingTip_EucPenf
556.82,14.0032,45.6348666667,34.8085333333,37.083421978,16.1635333333,12.932,18.72718,47.4188333333,13.9641333333
557.16,13.9916,45.6858666667,34.8391333333,37.1026212454,16.1404,12.9240666667,18.7350466667,47.4126666667,13.9428
557.50,13.9466,45.6582666667,34.8287333333,37.0862490842,16.1039333333,12.8724666667,18.6854733333,47.3854666667,13.8902
557.85,13.9672,45.7084,34.9066,37.1716377289,16.1429333334,12.9267333333,18.7126866667,47.3906,13.9234666667
558.19,14.0296,45.8126,35.0062,37.2698234432,16.19,12.9634666667,18.76716,47.4552333333,13.9529333333
558.53,13.9658,45.8112666667,35.0154666667,37.2785296703,16.1532,12.8998666667,18.73518,47.4403,13.901
558.87,13.9921333333,45.8646666666,35.089,37.3517252747,16.1919333333,12.958,18.7823733333,47.4852,13.9652
559.21,13.9499333333,45.9452,35.1636,37.3880582417,16.1428666667,12.9459333333,18.7355733333,47.5130333333,13.9313333333
559.55,13.9955333334,45.994,35.2103333333,37.4566838828,16.1710666667,12.967,18.77386,47.5748,13.9486666667
559.89,14.0643333333,46.0946666667,35.3465333333,37.5607688645,16.2688,13.0792666667,18.8528066667,47.6282666667,14.0283333333
560.23,14.0966666667,46.0732,35.3472,37.569985348,16.2936666667,13.0992,18.86,47.5872666667,14.0562
560.58,14.1449333333,46.1888,35.4600666667,37.663232967,16.3604,13.1520666667,18.9067933333,47.6574666667,14.1058
560.92,14.1848666667,46.2788666667,35.5804666667,37.7919901099,16.4076,13.2031333333,18.9466866667,47.7780333333,14.1416
561.26,14.245,46.4081333333,35.702,37.9043479853,16.5036666667,13.2446666667,19.01278,47.9068333333,14.1991333333
561.60,14.2408,46.4286666667,35.7468,37.9357487179,16.4639333334,13.2236,19.02118,47.9623,14.1776666667
561.94,14.1994,46.4203333333,35.7622,37.9203659341,16.4462666667,13.2078,18.99682,47.9394666667,14.1850666667
562.28,14.2262666667,46.5067333333,35.8662666667,37.9800626374,16.4668,13.2372666667,19.0076733333,48.0046,14.2210666667
562.62,14.1726,46.5617333334,35.8924,38.0147230769,16.3983333333,13.1829333333,18.9758466667,48.0327333333,14.1584
562.96,14.1282,46.5453333334,35.8679333333,38.0012260073,16.3495333333,13.1032666667,18.9715866667,48.0468333334,14.1023333333
563.30,14.0986,46.5548666666,35.8860666667,38.0148150183,16.3268,13.0773333333,18.9763266667,48.0106666667,14.0909333333
563.64,14.0772,46.5447333333,35.8746,38.007121978,16.291,13.0211333333,18.9359533334,47.9951666667,14.0572
563.99,14.0978666667,46.6742,35.9634,38.1248776557,16.3233333333,13.0334666667,18.9652466667,48.1364333333,14.0895333333
564.33,14.0425333333,46.681,35.9662,38.1084479853,16.2924,12.9979333333,18.95388,48.1980333333,14.0766
564.67,14.0688,46.7206,36.0001333333,38.1181655678,16.3162666667,13.0138666667,18.97396,48.1946666667,14.1071333333
565.01,14.0646,46.7998666667,36.0609333333,38.1968835165,16.2954,13.039,18.9907,48.2094333333,14.1266666667
565.35,14.1091333334,46.8922,36.1594666666,38.2761373626,16.3442666666,13.0638,19.0310133333,48.2689333333,14.1784666667
565.69,14.1424,47.0111333333,36.2628666667,38.3970296703,16.3626,13.1079333333,19.0998666667,48.3801333333,14.2203333333
566.03,14.1201333333,47.0052666667,36.2527333333,38.419141392,16.3344666667,13.0813333333,19.0888933333,48.3702666667,14.2124666667
566.37,14.1608666667,47.0588,36.2944,38.4471549451,16.3864,13.1197333334,19.1068733333,48.4173333333,14.2502
566.71,14.1773333333,47.1038,36.3701333333,38.4847915751,16.3969333333,13.1556,19.1084866667,48.4513,14.2951333333
567.05,14.1996,47.1612,36.4442,38.5540168498,16.4226,13.1932666667,19.1099866667,48.5182,14.3048666666
567.39,14.189,47.2862666667,36.5570666667,38.6752615385,16.4472,13.2001333334,19.1649666666,48.6343,14.3436
567.73,14.118,47.281,36.5411333333,38.6806578755,16.3844666667,13.1334,19.1121466667,48.6118,14.2447333333
568.07,14.1314666667,47.3203333333,36.5926666667,38.7422516484,16.4009333333,13.1336666667,19.1015733333,48.5765666667,14.2195333333
568.41,14.0881333333,47.3424666667,36.6116,38.7683410256,16.3732666667,13.1074,19.06778,48.5817,14.1830666667
568.75,14.0922,47.3518666666,36.6614666667,38.7845626374,16.3838666667,13.1216666667,19.08392,48.6252,14.1917333333
569.09,14.0762,47.4164,36.6742,38.8443992674,16.373,13.1212,19.1002066667,48.6681,14.1802
569.43,14.0363333333,47.4261333333,36.6963333334,38.8826641026,16.3692666667,13.0876666666,19.0710733333,48.6874,14.1481333333
569.77,14.1126666666,47.5238666667,36.7944666667,38.955910989,16.4439333333,13.1523333333,19.1410733333,48.7397,14.1951333333
570.11,14.1229333333,47.5896666667,36.9023333333,39.029532967,16.4636,13.1384666667,19.1764333333,48.7799333333,14.2076666666
570.45,14.16,47.6672666667,36.979,39.0917102564,16.4938666667,13.1828666667,19.2131933333,48.8187333333,14.2312666667
570.79,14.173,47.7464666667,37.0484,39.1348234432,16.5084,13.1810666667,19.22958,48.8597666667,14.2458666667
571.13,14.1646,47.7003333333,37.0130666667,39.0794468864,16.4672666667,13.1714,19.18442,48.8121333333,14.2097333333
571.47,14.1921333334,47.7866666667,37.1082,39.15036337,16.4779333333,13.1955333333,19.2129866667,48.8901666667,14.2586666667
571.81,14.23,47.9192,37.2039333333,39.2653084249,16.5122666666,13.2309333333,19.2714533333,49.0121333333,14.3171333334
572.15,14.2713333333,47.9649333333,37.278,39.3037443223,16.5496,13.2417333333,19.31502,49.0178666667,14.3437333333
572.49,14.2720666667,47.9895333333,37.2990666667,39.3271688645,16.5474,13.2250666667,19.32006,49.0107666667,14.3240666667
572.83,14.2646666667,48.049,37.3846,39.3803260073,16.5760666667,13.2498666667,19.3316266666,49.0425333333,14.3414666667
573.17,14.2936666667,48.0507333333,37.4024666667,39.3835630036,16.5886,13.2835333333,19.3612333334,49.0115,14.3774
573.51,14.2379333333,48.087,37.4430666667,39.4210468864,16.5493333333,13.2688666667,19.3263333333,49.0286333333,14.3451333333
573.85,14.1820666667,48.0426666667,37.4106,39.392041392,16.4973333333,13.2702,19.27614,48.9778,14.3085333333
574.19,14.1593333333,48.0337333333,37.4340666667,39.4171677656,16.5018666666,13.2458,19.2732533333,48.9916666667,14.2864666667
574.53,14.1265333333,48.0812666667,37.4634,39.4835326007,16.4748,13.2374666667,19.2780933333,49.0508,14.2708
574.87,14.1322666667,48.1624,37.5267333333,39.584703663,16.4979333333,13.2202666667,19.2987666667,49.1385333333,14.2821333333
575.21,14.1560666667,48.1558666667,37.5414666667,39.6046684982,16.5282666667,13.2608,19.33014,49.0833,14.2985333333
575.55,14.0945333333,48.0752,37.5002,39.5303300366,16.4612666667,13.206,19.26858,48.9998,14.2271333333
575.89,14.0296,48.0581333333,37.5015333333,39.5248754579,16.4148,13.1766,19.2394933333,49.0326333333,14.1952666667
576.22,13.9836666667,48.072,37.5068666667,39.5218934066,16.3904666667,13.1514,19.1951333333,49.0161666667,14.1751333333
576.56,13.9824,48.05,37.5149333333,39.5363520147,16.3852666667,13.1319333333,19.1675133333,49.0015333333,14.1756666667
576.90,13.996,48.1343333333,37.6120666667,39.6106230769,16.4084666667,13.1512,19.17622,49.0714333333,14.1762666667
577.24,13.9990666667,48.1148666667,37.644,39.6110930403,16.4311333333,13.1450666667,19.17688,49.0932333333,14.1771333333
577.58,14.0422666667,48.2124666667,37.7502,39.6956802198,16.4663333333,13.1584666667,19.2120533333,49.1803666667,14.2022
577.92,14.0393333333,48.3238666667,37.8152,39.7890615385,16.4728,13.1536666667,19.23412,49.2274333333,14.1882
578.26,14.069,48.3184,37.8558,39.7873417582,16.5163333333,13.1681333333,19.2611,49.2234333333,14.2313333333
578.60,14.0713333334,48.3238,37.9081333333,39.7901230769,16.5484666667,13.2135333333,19.2680733333,49.2140333333,14.2347333333
578.94,13.989,48.3434,37.9344666666,39.773359707,16.4995333333,13.1599333333,19.2039933333,49.2716666667,14.1755333333
579.28,13.969,48.3706,37.9703333333,39.7972358974,16.4748666667,13.1600666667,19.1997,49.2538666667,14.162
579.61,13.9658666667,48.4446,38.0440666667,39.869265934,16.4552666667,13.1366666667,19.1664333333,49.2963,14.125
579.95,14.0078666667,48.4836,38.1195333333,39.9360714286,16.4753333333,13.1452666667,19.2019866667,49.3426666667,14.143
580.29,13.9904666667,48.4918,38.1244666667,39.9543967033,16.4593333333,13.1353333333,19.1759266667,49.3161333333,14.1161333333
580.63,13.9751333333,48.5395333333,38.1591333333,39.9949901099,16.4584,13.1066,19.16548,49.3603333333,14.0686666667
580.97,13.9604,48.6142666667,38.1926666667,40.0498076923,16.4596666667,13.0783333333,19.1590133333,49.4082666667,14.047
581.31,13.8819333333,48.5836,38.1395333333,40.0376289377,16.4406666667,13.0398666667,19.1195666667,49.3457333333,13.969
581.65,13.8833333333,48.6558,38.2171333333,40.0734747253,16.4592666667,13.0648666667,19.1226466667,49.4091,13.979
581.98,13.9146666667,48.6632666667,38.2554,40.1327395604,16.4828666667,13.0836,19.11162,49.4206666667,13.9627333333
582.32,13.9320666667,48.706,38.3222666666,40.1949216117,16.4712666667,13.1100666667,19.1591933333,49.4075666667,13.9789333333
582.66,13.984,48.8002,38.4255333333,40.2947289377,16.5196,13.1468666667,19.21306,49.4738,14.0184
583.00,14.0776,48.8718666667,38.5211333333,40.401585348,16.6246666667,13.2177333333,19.3151333333,49.6157,14.0869333333
583.34,14.0824666667,48.8823333333,38.5430666667,40.4687545788,16.6846666667,13.2506,19.38608,49.6108333333,14.1275333333
583.68,14.0237333333,48.8645333333,38.5570666666,40.4757175824,16.629,13.2242666667,19.3428066667,49.6372333333,14.0791333334
584.01,13.9870666667,48.8910666666,38.5846666667,40.4969553114,16.5855333333,13.1851333333,19.34316,49.7165666667,14.0031333333
584.35,13.9487333333,48.8422666667,38.5799333334,40.4882135531,16.5194,13.1621333333,19.3230933333,49.6800333333,13.9820666667
584.69,13.9951333333,48.8602666667,38.5948666667,40.5263787546,16.5318666667,13.1859333333,19.3802266667,49.6805333333,14.0332666667
585.03,14.0904,49.0074666667,38.739,40.6895252747,16.601,13.2395333333,19.48214,49.8552333333,14.1295333333
585.37,14.1101333333,49.0097333333,38.7808,40.7373652015,16.588,13.2572666667,19.5024733333,49.8828,14.1586
585.70,14.0848,49.0984666667,38.8502666667,40.7994952381,16.5879333333,13.2644666667,19.5618,49.9481333333,14.1611333333
586.04,14.0596666667,49.0897333333,38.8332,40.7984673993,16.5862666667,13.2400666667,19.5294,49.9661,14.1359333333
586.38,14.0583333334,49.1045333333,38.8563333333,40.8279399267,16.5616666667,13.2326,19.5246533333,49.9678333333,14.1380666667
586.72,14.0110666667,49.1866,38.924,40.8790699634,16.5450666667,13.2178666667,19.4973533333,49.9707666667,14.1502
587.06,14.0276,49.2728666667,39.0108,40.9195992674,16.5267333333,13.2264666667,19.4627733333,50.0157333333,14.1402
587.39,13.9890666667,49.257,39.0000666667,40.9028728938,16.5199333333,13.2081333333,19.4571866667,49.9687666667,14.1206666667
587.73,14.0257333333,49.2788,39.0527333333,40.9150216117,16.5512666667,13.2355333333,19.46932,49.9498,14.1898666667
588.07,14.0614,49.3902,39.1695333333,41.0126435898,16.6349333333,13.28,19.5021466667,50.0099,14.23
588.41,14.0625333333,49.4583333333,39.2839333333,41.0933985348,16.6614,13.3268666667,19.49386,50.0297,14.248
588.74,14.0572666666,49.3724666667,39.2556,41.0525117216,16.6536,13.3772,19.4760133333,49.9011,14.2536
589.08,14.0454,49.3560666667,39.2673333333,41.0617985348,16.6588666667,13.4026666667,19.4854866667,49.9084,14.2751333333
589.42,14.0340666667,49.3918,39.3042,41.1051571429,16.6392666666,13.3922,19.44318,49.9209,14.2986
589.76,14.1238,49.5184666667,39.4234,41.2370710623,16.6995333333,13.4715333333,19.5153133333,50.0027333333,14.4191333333
590.09,14.0916,49.5266666667,39.4348,41.2286509158,16.7070666667,13.4713333333,19.5181133333,50.0281333333,14.47
590.43,14.1241333333,49.5869333333,39.4799333334,41.287829304,16.7257333334,13.5306,19.5589,50.0763666667,14.5024
590.77,14.1548666667,49.5902666667,39.5174,41.3388586081,16.7604,13.5866666667,19.6241266667,50.0973333333,14.5869333333
591.11,14.2762666667,49.7966,39.6626,41.5157091575,16.8969333333,13.7174666667,19.7350333333,50.2645666667,14.7352666667
591.44,14.3203333333,49.9071333333,39.7399333333,41.6303472528,16.9687333333,13.7892666667,19.84796,50.3477666667,14.8294666667
591.78,14.3214666667,49.8496666667,39.6797333333,41.5905494506,16.9598666667,13.8008,19.86234,50.2747333333,14.8796666667
592.12,14.3394666667,49.8858,39.6752,41.6141197802,16.9465333333,13.8196,19.8862866667,50.3410666667,14.9076666667
592.46,14.2949333333,49.9370666667,39.695,41.5856062271,16.9173333333,13.7898,19.8686466667,50.3854,14.9014666667
592.79,14.3362,50.0357333333,39.8208666667,41.6517959707,16.9675333333,13.8282,19.9161266667,50.4498,14.9613333333
593.13,14.3666,50.1013333333,39.8825333333,41.7039058608,16.9843333333,13.8643333333,19.9508933333,50.4901666667,14.9827333333
593.47,14.3576666667,50.1270666666,39.9282,41.7176157509,17.0208,13.8606666667,19.94196,50.5486333333,14.9634
593.80,14.4435333333,50.2725333333,40.0851333333,41.9031267399,17.1084,13.9332,20.02102,50.6393666667,15.0213333333
594.14,14.4628666667,50.2464,40.1154666667,41.9143047619,17.0774,13.9328666667,20.00792,50.5922333333,15.0562666667
594.48,14.5186,50.3804,40.1816,41.9936369963,17.0967333333,13.9446666667,20.03582,50.6672666667,15.0757333333
594.81,14.5826,50.432,40.2473333333,42.0551271062,17.1228666667,13.9935333333,20.11482,50.7228666667,15.1397333333
595.15,14.5983333333,50.4482666667,40.2824666667,42.0480798535,17.1064666667,13.9899333333,20.0619933333,50.6866666667,15.1312
595.49,14.6629333333,50.6058,40.4102666667,42.1694388278,17.1524,14.0574666667,20.1203,50.7943,15.1765333333
595.82,14.658,50.6351333333,40.4712666667,42.1872468864,17.128,14.03,20.1080666667,50.7882333333,15.1549333333
596.16,14.7038,50.7046666667,40.5707333333,42.2682120879,17.1573333333,14.0639333333,20.1603533333,50.8127666667,15.2117333333
596.50,14.7116,50.7548666667,40.5550666667,42.3180311355,17.1404,14.0481333333,20.15172,50.8221666667,15.21
596.83,14.6998,50.7129333333,40.5525333334,42.2667289377,17.1534666667,14.0532666667,20.1453866667,50.7372666667,15.2223333333
597.17,14.6979333333,50.7308666667,40.5625333333,42.2529750916,17.114,14.0584,20.1692266667,50.7074333333,15.2306
597.51,14.7044666667,50.6879333333,40.5296,42.1773267399,17.0820666667,14.0836666667,20.1706533333,50.6423,15.2289333333
597.84,14.712,50.7867333333,40.5600666667,42.2217945055,17.1354666667,14.0990666667,20.20976,50.7197333333,15.2626
598.18,14.6924666667,50.7384666667,40.551,42.2081336996,17.1154666667,14.1119333333,20.20216,50.7059,15.2635333333
598.52,14.5936,50.6706,40.5160666667,42.1050391942,17.0216666667,14.0243333333,20.09708,50.5998666667,15.1644
598.85,14.5418,50.7210666667,40.5392666667,42.1385307692,16.9771333333,13.9734666667,20.0695133334,50.6388333333,15.1132
599.19,14.5291333333,50.6946666667,40.5307333333,42.0776197802,16.9854,13.9556,20.05172,50.597,15.1380666667
599.53,14.5336,50.7571333333,40.5918,42.1075813187,17.0386,14.0208666667,20.1014466667,50.6184666667,15.1870666667
599.86,14.5149333333,50.7629333333,40.5605333333,42.1257391941,16.9984,13.9902666667,20.0544533333,50.6305666667,15.1713333333
600.20,14.5058666667,50.7222666667,40.5676666667,42.0957739927,17.0278,14.0254,20.0526066667,50.5675666667,15.1984666666
600.53,14.4682666667,50.8090666667,40.6214666667,42.1791985348,16.9706,13.9865333333,20.0596866667,50.6828,15.1884
600.87,14.4087333333,50.7455333333,40.6120666667,42.1394820513,16.9375333333,13.9605333333,20.01702,50.6196,15.1448
601.21,14.3686,50.7625333333,40.6586,42.1670010989,16.913,13.8974,19.9733133333,50.6655333334,15.1083333333
601.54,14.4265333333,50.7396666666,40.7012666667,42.1928728938,16.9328,13.9703333333,20.0404466667,50.6573,15.1338666667
601.88,14.5148,50.8379333333,40.8100666667,42.3157380952,17.0161333333,14.0318,20.1195066667,50.737,15.2342
602.21,14.6218,50.9484666666,40.9355333333,42.4838131868,17.1014,14.145,20.2234933333,50.8586333333,15.3394666667
602.55,14.6664,50.9706666667,41.0024666667,42.5124534799,17.1469333333,14.2373333333,20.2816533333,50.906,15.4110666667
602.88,14.6955333333,51.0758,41.0994,42.6342989011,17.1993333333,14.289,20.3738533333,51.0338,15.4543333333
603.22,14.7061333333,51.0240666667,41.0519333333,42.6289505495,17.2018666667,14.2745333333,20.3799,51.0161333333,15.4348666667
603.56,14.7212666667,51.0595333333,41.1316666667,42.6624465201,17.2542666667,14.3109333333,20.4227466666,51.0348333333,15.4606666667
603.89,14.7383333333,51.1332,41.1951333333,42.7187659341,17.2593333334,14.3014,20.44408,51.1393333333,15.4489333333
604.23,14.8095333333,51.1864,41.2714666667,42.772167033,17.3260666667,14.3553333333,20.46918,51.1397333333,15.4916666667
604.56,14.8961333333,51.2793333333,41.3464666667,42.8827175824,17.3804,14.4246,20.5328266667,51.2046,15.5612666667
604.90,14.8982666667,51.3046666667,41.3741333333,42.9041040293,17.3759333333,14.4588666667,20.5562,51.2155666667,15.5776666667
605.23,14.8944666667,51.3410666667,41.4203333334,42.9191120879,17.3819333333,14.4234666667,20.50616,51.2378666667,15.5638
605.57,14.8336666667,51.3398666666,41.4298666667,42.8964142857,17.3696,14.4218,20.4991733334,51.2212333333,15.5222666667
605.90,14.7656666667,51.3096666667,41.3924,42.8245619047,17.3373333333,14.3822666667,20.43336,51.1589,15.465
606.24,14.8094,51.292,41.4075333333,42.8608307692,17.3571333333,14.4044,20.4399533333,51.1337,15.4882
606.58,14.7634,51.1932666667,41.3396666667,42.7945186813,17.2756,14.3642,20.3694266667,51.0459666667,15.4266
606.91,14.78,51.2214,41.3848666666,42.8230934066,17.2758,14.4011333333,20.39666,51.0381666667,15.4855333333
607.25,14.8119333333,51.3345333333,41.4434666667,42.8979512821,17.2966,14.4350666667,20.4382533333,51.0986,15.508
607.58,14.7634,51.2887333333,41.3982,42.8547131868,17.2615333333,14.4280666667,20.4136466667,51.0062666667,15.4799333333
607.92,14.7854666667,51.2964,41.394,42.8824835165,17.2716,14.4990666667,20.46076,51.0421333333,15.5163333333
608.25,14.7425333333,51.3524666667,41.4638666667,42.9222476191,17.2724,14.5029333333,20.4369666667,51.1180333333,15.5089333333
608.59,14.7717333333,51.3382,41.4756666667,42.9427454212,17.323,14.5742,20.43806,51.1186,15.5562
608.92,14.7777333334,51.3469333333,41.4942,42.9648296703,17.3264,14.6540666666,20.46536,51.1271,15.5698
609.26,14.8526666667,51.4302666667,41.5746,43.0458739927,17.3857333333,14.7455333333,20.49726,51.2198333333,15.6418666667
609.59,14.8908666667,51.4609333333,41.6319333333,43.1241945055,17.3920666666,14.8105333333,20.5376,51.2688666667,15.6698
609.93,14.8586,51.4632666667,41.622,43.1141007326,17.3869333334,14.8416666667,20.5726333333,51.2755,15.67
610.26,14.862,51.483,41.6640666667,43.1499406593,17.3953333333,14.8946666667,20.5793333333,51.3116333333,15.6668
610.60,14.8556,51.479,41.6922666667,43.1742428571,17.4096,14.9397333333,20.5493866667,51.3581,15.6511333333
610.93,14.7773333333,51.3509333333,41.6294666667,43.0753985348,17.3221333333,14.8948,20.4331733333,51.3131666667,15.5618
611.27,14.7766,51.3570666667,41.6712,43.1467043956,17.3167333333,14.9384,20.4135666667,51.3637,15.5736666667
611.60,14.6509333333,51.1957333333,41.5588666667,43.0253531136,17.2289333333,14.8457333333,20.2992066667,51.238,15.4558666667
611.93,14.5652,51.0828,41.4282,42.9180051282,17.1131333333,14.7774,20.2303533333,51.1424333333,15.3636
612.27,14.5345333333,51.1184666667,41.4438,42.9532985348,17.0876666667,14.7214666667,20.2127733333,51.1345666667,15.318
612.60,14.4863333333,51.0471333333,41.3866666667,42.9382047619,17.0403333333,14.6441333333,20.1530866667,51.0847666667,15.2652
612.94,14.3688,50.9876666667,41.332,42.8514952381,16.9437333333,14.5188,20.0388866667,51.0137666667,15.1532666667
613.27,14.2617333333,50.9601333333,41.3132,42.8099278388,16.8914,14.4164,19.9429266667,50.9924,15.0872
613.61,14.2012666667,51.0292666667,41.3296,42.8431018315,16.8672666667,14.3454666667,19.8765733333,51.0310333333,15.0213333333
613.94,14.1556,50.9946,41.3423333333,42.812332967,16.8362,14.2584666667,19.8252333333,50.9942333334,14.9781333333
614.28,14.1604,51.1136,41.4238,42.9405945055,16.8146,14.2006666667,19.8160933333,51.0469666667,14.9348
614.61,14.1886,51.2089333333,41.4996,43.0519344322,16.8906,14.2475333333,19.8787466667,51.1148666667,15.0092666667
614.94,14.2766666667,51.3173333333,41.6451333333,43.1716161172,16.9620666667,14.3141333333,19.97212,51.2310666667,15.1034
615.28,14.3881333333,51.5524666667,41.9091333333,43.3621655678,17.0700666667,14.3812666667,20.03354,51.4767666667,15.2072
615.61,14.4699333333,51.5986666667,42.0450666667,43.4777611722,17.187,14.4168666667,20.0491866667,51.5106,15.2632666667
615.95,14.4874666667,51.5692666666,42.0454666667,43.4595241758,17.2130666667,14.4521333333,20.0636466667,51.4865666666,15.35
616.28,14.5760666667,51.7481333333,42.2688666667,43.6161362637,17.2931333333,14.5348666667,20.16682,51.6670666667,15.4352666667
616.61,14.6324666667,51.7546666667,42.3244,43.6644923077,17.3718666667,14.6231333333,20.2467466667,51.6361333333,15.468
616.95,14.7632666667,51.944,42.52,43.8347010989,17.4974666667,14.7076666667,20.3832533333,51.7749666667,15.563
617.28,14.8362666667,52.0000666667,42.6319333333,43.8870018315,17.5272,14.7498666667,20.4114466667,51.7958333333,15.5978
617.62,14.9449333333,52.18,42.784,44.0511410256,17.6430666667,14.8732,20.4879333333,51.9195,15.7149333333
617.95,15.0028666667,52.2662666667,42.8464666667,44.0769542125,17.7618666667,14.9630666667,20.56554,51.9833333333,15.8202
618.28,15.0305333333,52.3077333333,42.9098666666,44.0863307692,17.7601333333,15.0043333333,20.6044,52.0234,15.8329333333
618.62,15.0872,52.3947333333,42.9338666667,44.1267472527,17.8102666667,15.0714666667,20.6346733333,52.0851,15.8616666667
618.95,15.1318666667,52.3587333333,42.8858,44.1074483517,17.8826666667,15.1721333334,20.70338,52.0157666667,15.9155333333
619.28,15.2373333333,52.4635333333,42.9374666667,44.2081750916,17.9088666667,15.2729333333,20.8236933333,52.1064,15.997
619.62,15.2807333333,52.5042666667,43.0154,44.2665798535,17.9199333333,15.3124,20.85836,52.1527666667,15.9434
619.95,15.1286666667,52.3145333333,42.8606,44.139152381,17.8204,15.2355333333,20.73622,51.9869666667,15.849
620.28,15.0933333333,52.2606666667,42.8037333333,44.1200194139,17.7385333333,15.1928,20.6946733334,51.9750666667,15.8097333333
620.62,15.0820666667,52.2071333333,42.7152,44.0979904762,17.6778666667,15.2066666667,20.6630133333,51.9468333333,15.8071333333
620.95,15.0736,52.1143333333,42.6946666667,44.0877179487,17.6422,15.2291333333,20.6668133333,51.8902,15.7734666667
621.28,15.0674666667,52.0645333333,42.6674,44.084481685,17.619,15.2411333333,20.6708066667,51.9221,15.7731333333
621.62,15.0962666667,52.0704666667,42.7793333333,44.1776043956,17.6293333333,15.319,20.7587533333,52.0032666667,15.8090666667
621.95,15.1415333333,52.1270666667,42.8362666667,44.2932549451,17.6894,15.3534,20.78848,52.0813333333,15.8526666667
622.28,15.0852,52.0357333333,42.7912,44.2480285714,17.6349333333,15.2501333333,20.73648,51.9834333333,15.7925333333
622.62,15.0777333333,52.1304,42.8584666667,44.3516879121,17.611,15.2708666667,20.7710733333,52.0630666666,15.8085333333
622.95,14.9021333333,51.9662,42.7684,44.2156666666,17.5032,15.1791333333,20.64826,51.9137666667,15.6922666667
623.28,14.91,52.0734,42.8594,44.3104681319,17.5195333333,15.1968666667,20.6630266666,52.0478333333,15.7004666667
623.62,15.0885333333,52.3097333333,43.0712666667,44.5297714286,17.6727333333,15.2896666667,20.81384,52.2815333333,15.8483333333
623.95,15.2366666667,52.4625333333,43.2622,44.6975761905,17.8321333333,15.4082666667,20.94786,52.4502,15.993
624.28,15.2698666667,52.4498666667,43.335,44.6760139194,17.8805333333,15.4384666667,21.0159266667,52.4239333333,16.0381333333
624.62,15.2414666667,52.5478666667,43.3944,44.71556337,17.8599333333,15.4073333333,21.0246733333,52.5054666667,16.0318666667
624.95,15.3166,52.7046666667,43.5394666666,44.8365886447,17.9000666667,15.4438,21.0924,52.6005666667,16.0632666667
625.28,15.2848666667,52.6663333333,43.4954,44.7802120879,17.8600666667,15.3761333333,21.01646,52.5144333333,16.0416666667
625.61,15.3224666667,52.7292666667,43.5826,44.8134326007,17.851,15.3895333333,21.0687133333,52.5548333333,16.057
625.95,15.3916666667,52.7475333333,43.6328,44.8228849817,17.8534666667,15.4318666667,21.0707733333,52.5691,16.0969333333
626.28,15.4005333333,52.7752,43.727,44.8700186813,17.8592,15.4092666667,21.04078,52.6307,16.0816666667
626.61,15.5004,52.9153333333,43.8809333333,45.0050783883,17.9290666666,15.4561333333,21.1040066667,52.8165333333,16.1487333333
626.94,15.4456,52.9478,43.8716,44.9953098901,17.8877333333,15.3960666667,21.0855733333,52.7869666667,16.1218666667
627.28,15.3832666667,52.9016666667,43.8526666666,44.9524483516,17.8512666667,15.3780666667,21.0486666667,52.7040666667,16.0812
627.61,15.3176666667,52.9566,43.8575333333,44.9457490843,17.7707333333,15.3357333333,20.9873666667,52.6785,15.9947333333
627.94,15.3237333333,53.022,43.9054666667,45.0410630036,17.7952,15.3552666667,20.9767933333,52.7540333333,16.0061333333
628.27,15.373,53.0530666667,43.9798,45.1508897436,17.9081333333,15.4407333333,21.0235866667,52.7965666667,16.1031333333
628.61,15.2162666667,52.8993333333,43.8290666667,45.0093300366,17.7944,15.3213333333,20.8885933333,52.6300333333,15.9571333334
628.94,15.2266666667,52.9624666667,43.9045333333,45.0792622711,17.7913333334,15.3495333333,20.9093466667,52.7240333333,15.9383333333
629.27,15.2577333333,52.9672,43.8814,45.1092095238,17.8429333333,15.4062666667,20.9076666667,52.6983333333,15.9644666667
629.60,15.2469333333,52.9945333333,43.9280666667,45.1319388278,17.8933333333,15.4645333333,20.9542133333,52.7108,15.9644
629.94,15.2689333334,52.9975333333,43.9160666667,45.1237915751,17.8929333333,15.4784,20.99714,52.6689666667,15.9778666667
630.27,15.248,53.1018,43.9734,45.1498989011,17.8848,15.4723333333,21.0159266667,52.6926,15.9543333333
630.60,15.3994,53.1473333334,44.0434666667,45.217685348,17.9928666667,15.6154,21.1443266667,52.6952,16.0714
630.93,15.3367333333,53.0557333333,43.9473333333,45.1069260073,17.8872666667,15.5722,21.0890733333,52.6180333333,16.0192666667
631.26,15.4134666667,53.0498,44.0342666667,45.1604087912,17.9274666667,15.635,21.2155933333,52.6637,16.1309333333
631.60,15.4758666667,53.0325333333,44.0908666667,45.1667835165,17.9463333333,15.6928,21.2702,52.6835,16.1626
631.93,15.5149333334,53.0928,44.1370666667,45.1682498168,17.9452666667,15.7064666667,21.2998266667,52.7230666667,16.1424666667
632.26,15.6364666667,53.2288,44.2620666667,45.2793846154,18.0156,15.7814,21.3846866667,52.8229333333,16.2842
632.59,15.6458,53.2898,44.2719333333,45.2689717949,18.0152666667,15.7498,21.39794,52.8046666667,16.2801333333
632.92,15.582,53.2481333333,44.288,45.2234285714,17.9285333333,15.6722,21.3671,52.8063333333,16.2686666667
