wavelength,Back_EucPenf,Belly_EucPenf,Breast_EucPenf,Crissum_EucPenf,Crown_EucPenf,DorTail_EucPenf,Rump_EucPenf,Throat_EucPenf,WingTip_EucPenf
212.55,373.504466667,399.487066667,449.0596,469.10386337,360.0,424.1024,448.34186,392.136866667,424.9572
212.92,285.2564,310.769266667,341.666666667,361.564502198,280.1282,324.4872,344.679533333,306.602533333,326.153733333
213.30,300.709,329.6454,364.680866667,382.675527473,290.212666667,339.1488,359.51778,322.4115,338.0142
213.68,326.016266667,356.9106,404.5528,417.84416337,319.5122,373.983666666,398.065006667,355.040633333,370.569066667
214.06,345.7896,380.526466667,440.175466667,451.338100366,336.4912,397.3684,433.298346667,380.8772,394.2104
214.44,293.758933333,314.042533333,368.652466667,378.402209524,277.730533334,328.652533334,361.219913333,315.1773,336.311933333
214.81,245.762866667,265.084666667,303.502866667,312.51382381,235.706133333,265.9888,301.3333,266.384166667,277.4012
215.19,272.0988,300.987666667,336.049333333,346.264390842,266.172866667,299.753,337.592573333,290.246933333,313.0864
215.57,268.6906,300.5952,330.238133333,341.297715751,264.523933333,295.357066667,329.47612,288.809666667,308.452333333
215.95,248.999933334,284.2222,307.111133333,318.1349,244.222266667,270.333333333,300.399946667,268.2778,288.0
216.32,275.5974,307.672866667,339.496866667,353.471533333,272.956,299.622666667,332.188706667,299.245333333,325.911933333
216.70,313.181866667,350.909133333,391.0606,405.370398901,313.484866667,342.4242,377.469706667,340.681766667,375.454466667
217.08,350.5,391.333333333,435.5,450.228021978,341.0,378.666666667,413.483333333,380.083333333,420.833333333
217.46,370.5,406.333333333,446.166666667,466.738095238,360.666666667,400.5,429.333333333,393.333333333,442.333333333
217.83,555.8024,613.0864,655.5556,700.758326007,533.0864,596.049466667,626.91364,575.3086,662.469133333
218.21,573.333333333,624.8718,671.025733333,717.816325641,545.128133334,606.410266667,629.666653333,577.564066667,677.1796
218.59,629.166533333,680.2778,748.3334,790.819651283,601.3888,671.111266667,697.222266667,646.666766667,745.555533333
218.97,377.166666667,406.0,451.0,477.314102564,354.166666667,409.0,416.6,391.166666667,446.5
219.34,299.333333334,317.066666667,350.8,375.310622711,268.8,314.4,322.253333333,311.066666667,346.933333333
219.72,360.325066667,376.260133334,416.422933333,452.087059341,318.048733333,373.6586,387.36574,373.7397,416.747866667
220.10,636.521733333,645.797066667,713.0434,793.729939194,539.130533333,646.3768,670.434806667,649.4204,722.608666667
220.47,1073.3334,1086.66666667,1190.0,1312.18733297,885.714266667,1079.52373333,1112.57136,1081.66666667,1163.3334
220.85,-724.2106,-740.701733333,-808.772,-903.6052011,-579.2982,-712.9826,-748.456046667,-728.771933333,-769.824533333
221.23,-422.580666667,-424.731266667,-466.4516,-526.11717326,-323.2258,-412.258,-435.247413334,-418.172133333,-430.967733333
221.61,-465.3846,-472.564133333,-519.230733333,-587.231732601,-344.8718,-454.871733333,-486.333313334,-471.923,-472.820533333
221.98,-676.666666667,-682.962999999,-740.7408,-841.603617217,-500.0,-650.3704,-705.407413333,-708.148066667,-674.074066667
222.36,-494.133333333,-493.6,-519.733333333,-596.586080586,-363.733333333,-474.666666667,-506.48,-514.666666667,-491.2
222.74,-435.641,-448.718133333,-455.128266667,-540.54526044,-316.153866667,-420.7692,-451.820346667,-458.3334,-432.307666667
223.11,-290.833333333,-304.0,-297.5,-357.06043956,-214.666666667,-277.833333334,-306.7,-302.916666666,-293.5
223.49,-240.533333333,-250.4,-246.533333333,-285.817582418,-175.866666667,-230.533333333,-246.893333333,-240.066666667,-241.2
223.87,-205.212133333,-211.515133333,-208.7274,-240.618692308,-147.7576,-198.7878,-209.951493333,-203.333366667,-201.697
224.24,-186.181666666,-194.545466667,-202.545533333,-223.560986813,-136.121066667,-182.424466666,-197.963633333,-183.999933333,-189.939466667
224.62,-170.833333333,-179.404733333,-188.095133333,-204.088141758,-121.3094,-164.761933334,-179.785686667,-172.321333333,-181.0714
225.00,-210.921933333,-210.496466667,-226.241133333,-243.728429304,-146.9504,-203.9716,-215.957486667,-207.872333333,-224.397066667
225.38,-205.532,-208.085133334,-223.546066667,-242.942991575,-154.751733333,-199.2908,-213.81548,-202.694966667,-226.099266667
225.75,-144.848466667,-148.989866667,-156.0606,-168.378727839,-110.202,-142.4244,-153.4647,-140.707033333,-160.909133333
226.13,-131.4554,-140.845133333,-147.887333333,-156.656367399,-101.971933333,-136.150266667,-144.544546667,-130.2817,-151.643266667
226.51,-98.7266,-108.689066667,-113.6328,-124.578802198,-77.9026000001,-103.295933333,-112.044873333,-100.412,-115.580533333
226.88,-87.1111333333,-95.4920000001,-96.6982666667,-106.294464835,-69.8411333333,-87.9365333334,-95.5618066667,-83.4920333333,-96.7617333333
227.26,-58.9294666667,-66.7152,-67.7372,-73.5095494505,-49.7811333333,-59.2701333333,-62.3211733334,-54.9392333333,-66.3261333333
227.64,-47.561,-56.4227333333,-56.0162,-63.2335959707,-43.6179333333,-48.0488,-52.57728,-45.2845666667,-52.5203333333
228.01,-36.7184,-45.8722666667,-46.2175333334,-53.7402490843,-34.7841333333,-36.9602666666,-42.0206933333,-36.2004,-41.0707333333
228.39,-35.8759333333,-44.0309333333,-40.2790666667,-49.4186487179,-32.155,-35.0076666667,-39.34254,-33.6122666667,-37.2403333333
228.76,-31.0666666667,-39.8133333333,-35.4133333333,-42.9594139194,-29.04,-31.0133333333,-35.2586666667,-27.0133333333,-30.9066666667
229.14,-29.3882,-39.5754666667,-34.2820666667,-40.2072860806,-29.6378666667,-30.462,-34.5667733333,-26.3046,-30.0126
229.52,-24.1951333333,-34.898,-28.9796,-33.7315531136,-24.4218666666,-25.5102,-29.39004,-21.6439666667,-23.7869333333
229.89,-23.2479333334,-32.9274666666,-28.2052,-32.4783494506,-23.0983333333,-23.6752,-27.4742666667,-19.8825333333,-21.4102
230.27,-22.0796,-30.7238,-27.4006,-31.8139893773,-22.9765333333,-22.5076666667,-26.6830466667,-19.1538333333,-20.5301333333
230.65,-20.2642,-28.6789333333,-25.508,-28.8600216117,-20.9348666666,-21.3210666667,-24.65846,-16.8090333333,-17.3780666667
231.02,-17.1682,-24.6804,-22.2614666667,-25.123496337,-17.1288,-18.8200666667,-21.0620066667,-13.6086,-14.5132666667
231.40,-16.4012,-22.7728,-20.3146666667,-23.1281989011,-14.3362,-17.9548,-20.1868333333,-12.2613666667,-12.7432666667
231.78,-12.6511333333,-18.9085333333,-16.8615333333,-18.7696934066,-10.3118666667,-15.1656666667,-17.00782,-9.41523333333,-10.4289333333
232.15,-11.4691333334,-17.9331333333,-16.0687333333,-16.2528912088,-8.4702,-13.6778666667,-15.49946,-8.146,-9.9696
232.53,-7.2872,-12.9329333333,-13.073,-12.2445747253,-5.34526666667,-10.3705333333,-11.3333733333,-5.10506666667,-6.8668
232.90,-11.6882666667,-17.3377333333,-16.775,-17.5468875458,-10.368,-14.8053333333,-16.3809266667,-10.4327666667,-11.9695333333
233.28,-9.61586666668,-14.0393333333,-13.7072666667,-15.310578022,-7.74653333333,-11.3602666667,-14.1080533333,-7.9026,-9.22119999999
233.66,-11.1876,-15.25,-14.9792,-17.0126556777,-8.56266666667,-13.3959333333,-15.7688533333,-9.95829999999,-10.3958666667
234.03,-7.98333333333,-12.0375333333,-11.6823333333,-14.4738142857,-5.26639999999,-10.0732,-12.0084333333,-7.87883333334,-7.87879999999
234.41,-6.82493333332,-9.37686666667,-9.15920000001,-11.7921076923,-2.0178,-7.75473333332,-8.03558000001,-5.19293333333,-4.25320000001
234.78,-9.00093333333,-12.9576666667,-12.7794666667,-15.4913611722,-5.73693333334,-11.0385333333,-11.7627,-8.86253333333,-7.47773333333
235.16,-12.7676666667,-17.3736,-17.0706666667,-19.8881468864,-10.1212,-14.505,-16.8121866667,-13.9797666667,-11.6363333333
235.54,-12.5634,-17.082,-17.9736,-19.8439692307,-9.78720000001,-13.7588,-17.2198933333,-14.8225,-10.5977333333
235.91,-12.5994,-16.0449333333,-17.4516666667,-19.5039772894,-9.13359999999,-12.8644,-17.1233333333,-14.9133,-9.21506666667
236.29,-14.7070666667,-17.2122,-18.1010666667,-21.1229728938,-11.7171333333,-14.5657333333,-19.5978933333,-15.5049333333,-9.37366666666
236.66,-13.5728666667,-16.6266666667,-15.8483333333,-19.9610406593,-11.2974,-12.7544666667,-18.33338,-14.2314666667,-7.84426666665
237.04,-12.1318666667,-14.9225333333,-15.0969333333,-18.5460238095,-9.51546666667,-11.686,-16.878,-12.5969,-7.07366666665
237.41,-12.2989333333,-16.1303333333,-15.364,-18.4294838828,-9.31033333332,-12.7202666666,-16.12634,-12.5383333333,-7.29900000001
237.79,-12.7554,-15.6262,-15.3757333333,-18.5239315018,-10.1544,-12.3892666667,-16.3235866667,-12.2255666667,-7.76486666666
238.17,-13.6772666667,-18.1853333333,-17.5358,-20.5282545788,-12.4546666667,-14.4984,-18.8043133333,-14.5559,-9.11180000001
238.54,-14.3909333333,-19.6034666667,-18.2435333333,-21.6284318681,-14.9197333333,-15.9018,-21.2332466667,-15.7507,-11.1804
238.92,-11.0204666667,-15.0,-13.8434,-17.174396337,-10.5612,-11.8027333333,-16.9404,-11.4370333333,-7.73826666667
239.29,-7.0892,-11.2989333333,-9.02973333333,-12.9012835165,-6.58839999999,-8.34106666667,-12.5665066667,-7.39429999999,-2.72306666666
239.67,-6.07633333333,-10.0649333333,-7.22826666667,-11.6119318681,-5.29873333333,-7.21393333333,-11.15044,-5.61556666666,-1.52626666667
240.04,-6.69206666667,-10.5979333333,-7.31553333335,-11.9984282051,-6.38679999999,-7.64633333334,-10.8855133333,-6.34870000001,-1.69213333333
240.42,-5.24593333333,-8.71039999999,-5.77046666666,-10.5571322344,-5.0928,-6.29506666667,-8.69169333333,-5.81416666666,-0.458933333334
240.79,-6.63753333333,-10.1505333333,-7.68566666667,-11.8930578754,-6.6278,-7.802,-9.86808666667,-7.89426666666,-1.68866666666
241.17,-4.20433333333,-7.0184,-4.8912,-8.85345164835,-4.12906666667,-4.6566,-6.82404666667,-5.47309999999,1.48246666667
241.54,-3.61286666667,-5.93346666667,-4.33859999999,-8.24967435897,-4.12693333333,-3.4846,-6.09439333333,-4.76183333333,2.62273333334
241.92,-2.3652,-4.77846666667,-2.84233333333,-6.75920293041,-2.96513333333,-2.0246,-4.37072666667,-3.65386666667,3.85133333333
242.29,-1.90933333333,-4.14633333333,-2.05426666667,-5.95422087912,-2.56453333333,-1.46186666667,-3.63454,-2.61173333333,4.2596
242.67,-1.3692,-4.04773333333,-1.85353333333,-5.4990065934,-2.36773333333,-0.860866666666,-3.30584666667,-2.3287,4.6278
243.05,-1.88026666667,-4.68013333333,-2.81753333333,-5.96591501831,-2.9944,-1.36753333333,-3.92034666667,-3.06513333333,4.2322
243.42,-2.29346666667,-4.8122,-4.00333333333,-6.30845091574,-3.64533333333,-1.80826666667,-4.34657333333,-3.8099,3.472
243.80,-1.87946666667,-4.38726666667,-3.86166666667,-6.11965641025,-3.86186666667,-1.57673333333,-4.15766,-3.85596666667,3.86766666667
244.17,-0.620999999999,-3.24026666667,-2.907,-4.84536959707,-3.22893333333,-0.395200000002,-3.32323333333,-2.59103333334,4.8942
244.55,-0.355333333334,-3.1918,-2.69226666667,-4.6434992674,-3.17513333333,-0.0443333333346,-3.19012666667,-2.12326666667,5.0236
244.92,0.329266666668,-2.22566666667,-1.80066666667,-3.86965860806,-2.29486666667,0.738400000002,-2.58691333333,-1.15533333333,5.64673333334
245.30,0.1856,-2.33246666667,-1.79586666667,-3.85311611721,-2.5282,0.652133333334,-2.73874666667,-1.26403333333,5.26713333333
245.67,0.809466666665,-1.90286666667,-1.28406666667,-3.44724065934,-1.95393333333,1.07473333333,-2.35772,-0.9724,5.54073333333
246.05,0.891999999999,-1.80533333333,-1.76266666667,-3.46757032967,-2.2536,0.977400000001,-2.54375333333,-0.928266666667,5.40746666666
246.42,0.853999999999,-1.763,-2.1054,-3.35862380953,-2.377,1.102,-2.59612,-0.974133333333,5.4034
246.79,1.4876,-0.825333333333,-1.3426,-2.43302087912,-1.5816,1.77346666667,-1.92620666667,-0.0777999999988,6.312
247.17,1.91006666667,-0.448133333334,-0.747733333333,-1.88887326007,-1.1454,2.4626,-1.39363333333,0.416000000001,6.80140000001
247.54,1.984,-0.190200000001,-0.225333333334,-1.65000732601,-0.847000000001,2.87266666667,-1.12965333333,0.858299999999,7.21093333333
247.92,1.7802,-0.370399999999,-0.255266666667,-1.71996263736,-0.942933333333,2.64233333333,-1.30570666667,0.902633333333,6.96853333333
248.29,1.17853333333,-0.984133333333,-0.919333333332,-2.4183967033,-1.36673333333,2.03926666667,-1.88801333333,0.313166666667,6.4538
248.67,1.18313333334,-1.19246666667,-1.02446666667,-2.46482893773,-1.49753333333,1.915,-1.98128666667,0.169766666668,6.38633333334
249.04,1.01526666667,-1.48753333333,-1.404,-2.65626410256,-1.83773333333,1.5968,-2.19998,-0.075466666666,6.11413333333
249.42,1.0194,-1.76006666667,-1.7226,-2.99612271062,-2.04233333333,1.32866666667,-2.35494666667,-0.319499999999,6.0924
249.79,0.422533333331,-2.41606666667,-2.40153333333,-3.57146776557,-2.7628,0.722266666667,-3.04809333334,-0.978700000001,5.61573333333
250.17,-0.540866666667,-3.6528,-3.3628,-4.57783956044,-3.8018,-0.058866666666,-4.07762,-1.97926666667,4.66393333333
250.54,-0.650733333333,-3.8538,-3.07733333333,-4.75080952381,-3.84546666667,-0.184666666666,-4.18767333333,-2.0717,4.58446666667
250.92,-1.12313333333,-4.52806666667,-3.56593333334,-5.46644358974,-4.19693333333,-0.5862,-4.52258666667,-2.77633333333,3.7896
251.29,-1.16546666667,-4.38673333333,-3.5862,-5.90096703297,-4.3258,-1.0204,-4.45970666667,-2.83466666667,3.41293333333
251.66,-1.0138,-4.48946666667,-3.73646666667,-6.01812161172,-4.68746666667,-1.3662,-4.53778666667,-2.81683333333,3.22473333333
252.04,-2.07146666667,-5.7114,-5.19353333333,-7.35038644688,-5.76673333333,-2.40826666666,-5.41778,-4.1805,2.23213333333
252.41,-2.52333333333,-6.14553333333,-5.81033333333,-7.82075091576,-6.0062,-2.9412,-5.81832,-4.67746666667,1.7028
252.79,-3.15033333333,-6.40146666667,-6.47560000001,-8.50938754579,-6.27413333333,-3.63306666667,-6.48271333333,-5.2056,1.082
253.16,-4.2262,-7.60293333334,-7.75966666667,-9.86700586081,-7.40799999999,-4.74026666667,-7.75869333333,-6.41230000001,-0.0163333333326
253.54,-4.3732,-7.52606666667,-7.81066666667,-9.68983553113,-7.31253333333,-4.77833333333,-7.98849333333,-6.39293333333,-0.2736
253.91,-4.9486,-7.92806666666,-8.59600000001,-10.4345824176,-7.68839999999,-5.6394,-8.64384666667,-6.99486666667,-1.10166666667
254.28,-5.02953333333,-7.62413333333,-8.55793333333,-10.294067033,-7.46453333335,-6.08153333333,-8.58808666667,-7.03906666666,-0.957533333332
254.66,-5.976,-7.96166666666,-9.85500000001,-11.2427893773,-8.10366666667,-6.78993333334,-9.49130666667,-7.96163333334,-1.85
255.03,-7.45533333333,-9.43000000001,-11.8621333333,-13.1089326007,-9.82766666667,-8.72760000001,-11.03518,-9.61563333335,-3.33993333333
255.41,-8.7008,-10.5886,-13.2148666667,-14.0795860806,-10.8324,-10.0522666667,-12.2095933334,-10.5017333333,-4.31213333334
255.78,-9.17900000001,-10.9978666667,-13.7086,-14.5302142857,-10.7430666667,-10.6724,-12.7558066667,-11.2279666667,-5.27966666667
256.15,-8.14106666667,-10.1398666667,-12.5576666667,-13.2944556777,-9.88819999999,-9.8042,-11.8398,-10.0769666667,-4.52813333333
256.53,-6.87146666667,-8.966,-10.9613333333,-11.6904677656,-8.88666666665,-8.7876,-10.4771133333,-8.55313333334,-3.4556
256.90,-6.36333333333,-8.57139999999,-10.2031333333,-10.9337340659,-8.82006666668,-7.91033333334,-9.67796666666,-7.66146666667,-3.00873333333
257.28,-5.8418,-7.98866666667,-9.28253333332,-10.2165978022,-8.28806666667,-6.95473333333,-8.91238666667,-6.7881,-2.29373333333
257.65,-5.24046666667,-6.93606666667,-8.44679999999,-9.08706556777,-7.5692,-5.74926666667,-7.86296,-5.72426666667,-1.41093333334
258.02,-3.872,-5.75053333333,-7.04413333333,-7.42468571428,-6.3698,-4.02453333333,-6.50854,-4.13273333333,-0.046733333334
258.40,-2.702,-4.59446666666,-5.66286666667,-6.12547838828,-5.1556,-2.43573333333,-5.28156666667,-2.93943333333,1.1764
258.77,-2.3264,-4.16006666667,-5.18406666667,-5.5360043956,-4.7574,-1.89673333333,-4.60535333333,-2.43716666667,1.71006666667
259.15,-1.57726666667,-3.16893333333,-4.167,-4.41361391941,-3.88306666667,-0.711466666667,-3.71151333333,-1.5436,2.72473333333
259.52,-1.14226666667,-2.66673333333,-3.65646666667,-3.90174468865,-3.51946666667,-0.124066666667,-3.21392666667,-1.252,3.0724
