wavelength,Back_IriPulf,Belly_IriPulf,Breast_IriPulf,Crissum_IriPulf,Crown_IriPulf,DorTail_IriPulf,Patch10_IriPulf,Patch11_IriPulf,Rump_IriPulf,Throat_IriPulf,WingTip_IriPulf
184.87,90.1236666666,135.802555556,171.913555556,38.5803333332,204.320888889,101.851888889,113.888777778,0.3086666667,144.197444444,155.555666667,94.7529999999
185.25,89.899,146.464555555,150.841777778,10.7746666667,203.030333333,108.080777778,103.030111111,-29.6297777777,139.191822222,144.107888889,93.6028888889
185.63,42.777777778,132.222222222,140.555555555,-107.222222222,227.222222222,82.2222222222,48.3333333334,-157.777777778,112.777777778,138.333333333,77.7777777777
186.01,-16.0493333333,74.6915555557,93.2097777778,-181.481444445,195.061666667,30.864111111,1.23455555567,-252.469333333,45.3086444444,69.1358888891,16.0493333334
186.39,-63.8888888888,20.0000000001,2.22222222233,-207.777777778,123.888888889,-26.1111111111,-39.4444444443,-283.888888889,-7.77777777767,11.111111111,-53.888888889
186.77,-44.4444444443,8.79622222223,-0.463,-159.259111111,106.481444445,-25.0,-23.6111111112,-242.592444444,-11.6666666664,13.4258888888,-47.2223333331
187.15,-51.5151111111,-3.53544444443,-17.1716666667,-133.838333333,110.101,-25.2525555556,-30.3031111111,-231.818222222,-0.202088888767,20.7071111113,-58.586111111
187.53,-37.963,22.6851111111,1.852,-93.0554444444,128.703777778,-6.48144444447,20.8334444444,-162.037111111,26.4815111112,49.0739999999,-24.537111111
187.91,-119.047444444,0.793666666567,-50.0001111111,-167.460222222,158.73,-73.0157777777,-5.55544444457,-326.984222222,23.0158888887,19.0474444447,-88.095222222
188.29,-1166.66666667,-527.777777777,-888.88888889,-1438.88888889,488.888888889,-1111.11111111,-505.555555555,-2561.11111111,-278.888888887,-311.11111111,-1077.77777778
188.67,191.503333333,118.300666667,150.980555556,237.254777778,-24.8365555554,175.163444444,98.0392222221,326.797222222,82.3529333333,88.2354444447,182.353111111
189.05,172.839555556,132.716,149.999888889,208.024555556,-37.6542222224,169.752888889,98.7653333331,314.814888889,88.0246666667,99.9997777777,178.395111111
189.43,135.390777778,122.633555556,124.279888889,172.839555555,0.411555555567,153.497888889,94.650111111,225.514555556,96.1316444447,79.8354444442,153.086555556
189.81,172.514666667,153.216555556,172.514555556,232.163666667,-4.09344444433,210.526333334,116.959111111,293.567222222,125.146111111,99.9999999999,235.087888889
190.19,147.979888889,139.898888889,156.565555556,222.727555555,16.1615555557,200.505222222,110.606111111,241.919111111,110.7072,94.4444444444,224.242444445
190.57,84.8766666666,72.2222222222,93.8270000001,131.79,10.8023333334,121.913555555,63.2716666667,144.752888889,67.0988444442,57.7161111113,132.098666666
190.95,80.6348888889,61.5872222222,85.7142222222,124.761666667,-6.349111111,108.888888889,55.873,135.872888889,53.333311111,42.8571111111,123.174777778
191.33,70.0617777777,50.3087777777,77.1604444446,123.148222222,-17.5926666667,100.000111111,50.925888889,136.419666667,62.9013333333,37.3456666667,117.284111111
191.71,78.3626666668,33.918111111,82.4561111111,161.988222222,-99.4152222223,115.204666667,54.3857777779,198.245555556,65.497,26.3157777778,164.327555556
192.09,44.4444444443,-76.5432222222,29.6296666666,212.345666667,-365.43211111,90.1235555554,-34.567888889,279.012333333,30.6172444447,-77.7777777778,227.160555556
192.47,92.5924444443,507.407333333,-48.1482222222,-429.629444444,1288.88877778,-99.9998888887,207.407444445,-607.407333332,121.481444447,455.555666668,-514.814666666
192.85,23.4566666667,78.6008888888,8.64199999997,-16.8725555556,148.559666667,-9.87644444447,38.2714444443,-39.9176666667,31.1110666668,63.7858888889,-52.2632222222
193.23,21.4286666667,81.3492222223,13.0951111111,-10.7143333333,127.777777778,-9.1272222222,34.9206666667,-33.3332222222,32.5398666668,75.3969999999,-56.7462222222
193.61,32.6388888889,77.4305555556,26.3888888889,5.55555555557,113.541666667,2.43055555553,49.3055555555,-27.7777777779,46.8055555557,64.2361111112,-47.5694444446
193.99,13.8888888889,84.027777778,-16.6666666668,-58.3333333333,165.277777778,-83.3333333333,11.8055555557,-120.833333333,22.0833333336,55.5555555558,-148.611111111
194.37,-137.037,325.926000001,-174.074222222,-270.370333333,662.963111111,-629.629777778,-103.703777778,-748.148222223,-77.0371333333,181.481555556,-877.777888888
194.75,-572.222222223,27.77777778,-377.777777779,-400.0,611.111111111,-1194.44444444,-488.888888888,-1444.44444444,-467.77777778,38.888888889,-1683.33333333
195.13,300.000111111,125.925888889,198.148222222,157.407444445,-70.3702222221,459.259222222,201.851777778,503.70388889,265.5556,70.3704444442,659.259555557
195.51,200.0,132.592444444,151.111222222,100.0,62.9627777777,238.518666667,132.592555556,249.629888889,153.481555556,103.703555556,357.777666667
195.89,179.111111111,145.777777778,164.888888889,133.777777778,120.888888889,221.777777778,140.888888889,208.888888889,166.933333333,130.222222222,302.666666667
196.27,203.703666666,209.876666667,222.839555555,164.814555556,179.012222222,291.975444444,182.716111111,272.839444444,218.765311111,171.604777778,412.963111111
196.65,298.290777778,317.093888889,280.341666666,222.222111111,299.999888889,396.581222222,253.846111111,399.145333333,309.914511111,305.983,599.145222222
197.03,164.444444444,191.555555556,169.333333333,127.111111111,191.555555556,213.777777778,160.444444444,239.555555556,167.288888889,198.666666667,340.888888889
197.40,138.888888889,175.347222222,139.930555555,101.388888889,159.375,179.513888889,132.291666667,194.097222222,136.527777778,178.125,284.375
197.78,173.611111111,210.416666667,170.833333333,107.291666667,180.902777778,214.236111111,180.902777778,211.805555555,166.597222222,195.833333333,307.291666667
198.16,177.441,210.101,176.094444444,101.346777778,181.818222222,206.397111111,176.094333333,201.346888889,166.060688889,195.622777778,306.060444444
198.54,338.518555556,436.296333333,385.925888889,192.592555555,380.740777778,434.074222222,386.666666667,418.518666667,339.111044444,435.555444444,657.777666667
198.92,537.037111111,683.950666667,618.518444446,324.691444444,604.938333333,682.716,624.691333333,644.444555555,539.753044444,700.0,1037.03688889
199.30,3.39049403765e+15,4.41403940751e+15,4.08707352547e+15,2.45224411528e+15,4.15815306504e+15,4.41403940751e+15,4.22212465066e+15,4.35006782189e+15,3.62221333666e+15,4.81919278308e+15,6.53931764075e+15
199.68,-330.158666667,-450.0,-423.809444445,-223.015888889,-428.571555556,-469.047555556,-434.920555556,-450.0,-378.4126,-512.698333333,-684.127111111
200.06,-337.962888889,-487.037,-466.666666667,-143.518555556,-456.481444444,-487.037,-475.926,-483.333333333,-407.962933333,-541.666666667,-759.259222222
200.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.82,357.777777778,408.888888889,441.111111111,192.222222222,399.444444445,439.444444445,416.111111111,427.222222222,377.111111111,427.222222222,580.555555555
201.19,285.897333333,302.991333334,329.914555555,139.316111111,289.743555556,342.307555556,305.128222222,315.384555556,284.017111111,299.572444445,425.641
201.57,305.158777778,292.460111111,330.952444444,152.777666667,299.999777778,341.269888889,310.714333333,314.285888889,284.047622222,296.825222222,405.555555556
201.95,359.401666667,316.666555555,372.222333333,170.512777778,355.128222222,369.658333334,322.222222222,347.008444444,322.735111111,343.162333333,454.273777778
202.33,2885.18533333,2422.22211111,2825.92577778,962.963000001,2751.85177778,2870.37033333,2429.62966666,2718.51844444,2347.40733333,2718.51855555,3540.74077778
202.71,1338.09533333,1103.17466667,1253.96833333,436.507999999,1217.46033333,1196.82544444,1077.77777778,1196.82533333,1024.127,1153.96833333,1563.492
203.09,859.596,714.141444445,795.959666667,287.878555556,779.798,772.727111111,681.818111111,751.515111112,626.262688889,746.464777779,1049.495
203.47,344.444444445,272.222222222,310.256444444,97.0085555557,301.282,310.683888889,265.812,290.170888889,237.264844444,290.170777778,442.735222222
203.85,208.942888889,169.918777778,192.682888889,59.0784444446,182.113888889,189.702,158.807555556,181.300777778,142.926933333,170.189555556,272.086666667
204.22,235.735555555,192.792777778,216.516555556,91.8920000001,216.816888889,229.129111111,182.582666667,206.906777778,152.252155555,196.997,306.006111111
204.60,263.703666666,222.962888889,244.814888889,103.333111111,238.888888889,267.777777778,209.259333334,216.666555556,167.851822222,215.926,359.629666666
204.98,273.662555555,240.741,231.687111111,95.0616666666,243.209777778,271.193333333,203.703555556,218.518555556,172.839511111,216.049444444,370.370333333
205.36,235.763888889,215.277777778,205.208333333,84.375,233.333333333,235.416666667,187.847222222,196.527777778,164.722222222,203.472222222,320.833333333
205.74,220.788444444,198.207888889,190.681111111,64.8743333333,209.677444445,222.222111111,177.419444444,161.290333333,159.426577778,195.698888889,311.469444444
206.12,140.740666667,130.303111111,117.845111111,12.457777778,128.282888889,148.148,127.946,85.1852222223,85.1851333332,119.528666667,236.027
206.50,94.9736666668,87.566111111,74.074,3.43922222233,94.1799999999,102.381,91.7987777778,52.3808888889,60.8466222222,77.7776666668,178.042333333
206.87,101.683444444,81.8182222221,49.1581111111,-18.5186666667,84.1751111111,111.447777778,80.4713333334,37.3736666664,52.053711111,77.1043333332,199.663333333
207.25,125.089555555,92.473,69.1756666667,-10.3941111113,103.225777778,127.957,96.0571111109,49.4622222223,71.5412222222,97.8494444445,208.244
207.63,140.613,111.877333333,99.6167777777,10.7281111113,122.605333333,146.743333333,116.091888889,65.134,86.1300666667,114.176222222,214.176333333
208.01,168.254,129.365222222,121.825444444,25.396888889,152.777777778,170.237888889,142.460555556,85.714222222,106.904733333,150.396888889,247.619111111
208.39,155.555555555,119.281,106.535777778,26.1436666667,140.196111111,136.274333333,126.470444445,76.4705555556,102.222333333,132.679777778,216.666666667
208.77,200.396666667,140.476222222,128.968222222,37.3013333333,188.492,155.158777778,146.428444444,78.1745555553,121.031777778,159.126777778,261.111222222
209.14,221.256222222,144.444444444,154.106222222,29.4686666667,221.739222222,160.869444444,165.700444444,67.1495555557,120.193333333,191.787333334,294.686
209.52,233.333222222,146.560888889,157.142777778,34.3916666667,233.862444444,153.968222222,168.783111111,47.09,110.687844444,223.280222222,317.460222222
209.90,333.333444444,166.666777778,188.888777778,34.126888889,320.635,169.841333333,217.460333333,64.2857777777,110.000022222,298.412555555,438.095222222
210.28,346.666666667,226.111111111,231.666666667,121.111111111,342.222222222,225.555555556,259.444444444,173.888888889,181.888888889,313.888888889,406.111111111
210.66,300.793666667,211.507888889,208.333333333,128.174666667,296.825444445,212.301444444,230.555555556,175.793777778,173.888888889,282.142777778,334.524
211.03,241.520444444,183.040888889,185.672444445,130.117222222,257.31,186.842111111,197.075888889,158.771888889,160.409355555,235.380222222,267.836222222
211.41,179.302777778,132.026,133.769111111,103.485777778,196.296333333,144.662333333,142.483777778,115.250666667,120.697088889,175.817,200.435666667
211.79,187.301666667,136.281222222,127.664222222,96.5985555556,205.668777778,153.061333333,148.299222222,114.512555555,118.231288889,184.580555556,205.215555556
212.17,204.106222222,155.555666666,129.468444444,105.314111111,230.918111111,165.217444444,167.632777778,118.840444444,129.710044445,197.101333333,219.565111111
212.55,220.512666667,168.376111111,135.897444445,109.401777778,257.549888889,174.644,176.068444444,134.473111111,145.242177778,215.954333333,235.897555555
212.92,224.182888889,156.862666667,133.333333334,98.3658888889,270.915,174.509666667,175.816888889,133.006555556,144.052177778,216.993555556,247.385777778
213.30,247.222111111,158.730111111,140.476333333,94.0474444444,288.492222222,195.634777778,199.603222222,123.412666667,156.746066667,230.952444444,286.111111111
213.68,259.829111111,170.085444445,151.709444444,86.7523333333,305.128111111,211.965777778,217.094111111,140.170888889,180.854733333,225.640888889,314.957333333
214.06,282.870444444,204.629666667,177.314777778,103.703666667,372.222222222,243.981444444,240.277777778,175.462777778,222.222244445,262.5,368.518666667
214.44,230.041333333,148.148222222,139.094555555,81.8929999999,305.761222222,189.711888889,181.893111111,134.568,173.168666667,233.744888889,323.456666667
214.81,217.129666667,125.926,137.037111111,56.9445555553,312.499888889,168.055555556,165.740555556,107.870444444,160.647977778,228.703555556,342.129777778
215.19,225.308666667,118.518444445,148.765444444,4.93844444433,362.345555556,161.111333334,172.839666667,88.8886666664,163.703755556,256.790111111,388.271444444
215.57,-197.979777778,-59.5960000003,-85.8586666666,182.828333333,-398.99,-91.919222222,-134.343444444,-9.091,-93.1311555554,-248.484555555,-424.242444445
215.95,-91.2280000002,-0.5848888889,-32.7486666668,127.485444444,-219.298222222,-15.2047777778,-43.8595555555,1.16966666657,-51.5788222222,-107.017666667,-229.239777778
216.32,-56.0185555555,25.9258888889,-2.3148888889,124.536888889,-138.889,21.7594444445,-5.09244444443,23.1482222223,-1.11124444443,-46.7593333332,-149.074
216.70,-114.583333333,29.861111111,-34.7222222223,176.388888889,-212.5,-1.3888888889,-44.4444444446,39.5833333334,19.7222222222,-93.7500000001,-225.694444444
217.08,-500.0,-137.777777778,-268.888888889,368.88888889,-788.888888889,-177.777777778,-320.0,-40.0,-63.9999999998,-506.666666667,-855.555555556
217.46,-713.888888888,-272.222222222,-450.0,288.88888889,-1152.77777778,-230.555555556,-377.777777778,-277.777777777,-160.0,-758.333333332,-1225.0
217.83,1081.48144445,466.666555554,640.740777778,-248.148444443,1566.66666667,429.629777779,559.259333334,562.963111112,225.185133332,1096.29633333,1681.48155556
218.21,308.080777778,135.353555555,206.060555556,-88.889,391.919222222,145.454333333,153.535333333,196.969777778,70.1009333332,289.899,460.606111111
218.59,3.25544291246e+15,1.22256808066e+15,1.77698848934e+15,-2.60151114839e+15,4.63438598019e+15,9.95113554029e+14,1.17992035692e+15,1.8480680289e+15,3.26965882037e+14,2.62994296421e+15,4.57752234853e+15
218.97,-655.555555555,-280.555555556,-297.222222222,361.111111111,-852.777777778,-291.666666667,-297.222222222,-461.111111112,-113.333333333,-488.888888888,-822.222222223
219.34,-315.277777778,-125.0,-97.2222222222,166.666666667,-402.777777778,-126.388888889,-162.5,-225.0,-64.9999999999,-256.944444444,-429.166666667
219.72,-222.222222222,-121.296333333,-90.7406666668,89.815,-275.925777778,-74.073888889,-138.889,-168.518444444,-73.8889999998,-201.851777778,-301.851777778
220.10,-266.666666667,-166.666666667,-102.222222222,121.111111111,-322.222222222,-87.7777777779,-175.555555556,-181.111111111,-88.2222222223,-266.666666666,-293.333333333
220.47,-229.629444444,-134.259333333,-104.629666667,68.5186666667,-282.407444444,-116.666777778,-151.851777778,-185.185111111,-95.7407555557,-267.592555556,-256.481555556
220.85,-168.055555556,-136.111111111,-87.5000000001,40.2777777777,-213.888888889,-105.555555556,-102.083333333,-171.527777778,-103.611111111,-183.333333333,-203.472222222
221.23,-77.7778888889,-69.1756666667,-37.2761111111,42.294,-98.2080000001,-47.3116666666,-37.6343333333,-94.9821111109,-47.2400222221,-88.5302222221,-89.9642222222
221.61,-70.1754444444,-62.5729999999,-34.5028888889,44.151888889,-78.655,-40.0584444444,-42.69,-76.3157777778,-38.8303555556,-72.8070000001,-58.771888889
221.98,-37.6543333334,-30.2468888889,-23.4567777778,46.2962222222,-50.8231111111,-16.461,-21.605,-40.5351111111,-19.0946444445,-43.8271111111,-30.8642222222
222.36,-40.042,-33.9623333333,-30.3984444444,29.3502222223,-65.4087777778,-22.4317777778,-30.3983333333,-32.9138888889,-20.2934888889,-45.2831111111,-32.2851111111
222.74,-64.3025555556,-46.5722222222,-50.8273333333,14.6571111112,-101.891222222,-43.2624444444,-48.6998888889,-42.5532222222,-34.7044888889,-68.3213333332,-50.8273333333
223.11,-44.033,-30.2467777778,-36.2141111111,27.1604444443,-77.9835555555,-9.465,-23.251,-20.3702222222,-20.0409555556,-37.0371111111,-28.395
223.49,-47.3683333333,-34.3078888889,-43.6647777778,23.197,-74.464,-9.74655555557,-20.078,-22.2223333333,-18.5184888889,-25.1462222222,-30.4092222222
223.87,-102.222333333,-68.8887777778,-96.507777778,19.6825555554,-141.904777778,-38.4127777778,-42.2223333335,-59.0475555556,-54.9206,-51.4286666667,-77.4603333334
224.24,-80.1587777779,-60.0528888889,-78.5713333333,15.0794444444,-111.375555555,-26.1904444444,-35.4497777778,-47.0898888889,-39.4709555556,-26.7196666666,-71.6931111111
224.62,-43.5555555556,-28.0,-43.7777777778,32.2222222222,-69.1111111111,-3.11111111113,-17.3333333333,-22.6666666667,-20.7111111111,2.44444444447,-35.7777777778
225.00,-30.8428888889,-9.19522222222,-27.203,33.5251111111,-50.3832222222,6.51355555557,-12.8351111111,-13.0267777778,-14.5594666667,3.25677777776,-18.0076666667
225.38,-17.1374444445,7.90966666667,-3.20144444445,46.8926666667,-37.8532222222,20.1507777778,-0.56499999999,4.51988888888,1.01693333332,19.5857777778,-0.753444444423
225.75,-11.6957777778,15.0096666667,9.94155555554,46.5888888889,-36.4521111111,24.7561111111,9.74644444446,6.62777777777,7.36839999999,28.46,6.43277777777
226.13,-12.6778888889,6.55277777779,9.97144444443,19.943,-31.3391111111,18.0911111111,7.12255555554,3.27633333333,2.45,21.6525555555,4.13088888889
226.51,0.74700000001,12.8852222222,15.4995555556,22.969,-9.05688888889,21.7552222222,13.4453333333,9.15022222224,7.84302222221,22.689,16.3396666667
226.88,9.02788888889,14.3517777778,15.9722222222,24.7685555556,2.3148888889,22.068,16.821,10.7255555555,9.12037777778,25.0001111111,20.139
227.26,11.1742222222,14.8356666667,16.3511111111,22.0328888889,5.17677777779,19.6337777778,14.8988888889,8.2071111111,7.80313333333,21.3383333333,18.4975555556
227.64,14.9648888889,18.1182222222,18.8187777778,22.6727777778,8.30855555554,21.7217777778,17.6676666667,11.1612222222,10.9108888889,20.7206666667,20.0198888889
228.01,12.5253333333,15.7173333333,16.8887777778,19.0706666667,5.89900000001,19.0302222222,15.0707777778,10.707,9.72111111112,16.7676666667,17.3737777778
228.39,7.61255555555,12.226,12.9564444445,15.2634444444,1.76866666667,15.6864444445,12.1876666667,5.767,5.56713333333,10.842,14.033
228.76,2.41233333333,6.25,8.18711111112,9.9781111111,-2.997,10.8551111111,7.27333333334,0.07288888889,0.548155555556,3.69155555555,8.66233333332
229.14,2.95622222222,6.388,8.18900000001,9.95577777778,-2.17466666667,11.3488888889,6.82966666667,2.10644444445,1.52911111111,3.60188888889,8.76644444443
229.52,3.24722222222,6.78122222222,8.05477777777,11.2068888889,-0.636666666667,11.8433333334,6.654,3.62944444445,2.48975555556,5.47622222222,10.1242222222
229.89,3.80122222222,7.04688888889,7.48533333333,10.7894444444,0.23388888889,11.345,6.02333333333,5.14622222222,2.87115555555,5.81877777778,9.38600000001
230.27,1.71611111111,6.13744444444,4.79944444444,10.3258888889,0.378111111109,9.51133333332,3.46144444444,2.76344444444,0.988977777778,3.49055555555,7.15533333333
230.65,-0.147222222223,5.12833333333,3.83144444445,8.72388888889,-1.88633333333,7.86911111112,1.94522222222,0.0295555555567,-0.359711111111,1.23777777778,4.09677777778
231.02,-2.24566666666,3.52866666667,3.14933333333,5.83266666668,-3.96611111111,6.91155555556,0.379333333331,-1.92466666667,-1.3124,-0.262666666667,2.21622222222
231.40,-4.81377777778,2.21011111111,1.72566666667,4.75333333334,-6.32777777777,4.60177777778,-2.02855555556,-3.48155555556,-2.07686666667,-1.78633333333,1.02933333333
231.78,-10.0465555555,-1.33066666667,-1.03111111111,2.06233333333,-10.9446666667,-0.232888888889,-6.75322222222,-7.485,-5.3692,-5.32277777778,-1.89611111111
232.15,-13.4736666667,-4.79877777778,-5.02033333333,-1.14444444446,-14.0273333333,-3.72844444443,-10.7418888889,-12.2554444444,-9.02186666666,-8.63788888888,-5.31566666667
232.53,-9.05855555556,-0.176888888889,-1.09711111111,1.4508888889,-9.44799999998,-0.99088888889,-7.82022222222,-7.57255555557,-5.1098,-4.21088888889,-2.05244444445
232.90,-5.19955555556,4.95022222222,1.46,4.52277777778,-5.34177777778,3.16955555556,-3.09822222222,-3.02699999999,-0.783355555557,1.53133333332,1.42444444445
233.28,-6.58944444444,5.643,0.140333333334,4.1008888889,-4.48655555557,3.3998888889,-2.24344444444,-3.18977777779,-0.518888888889,3.04933333334,0.350555555557
233.66,-9.67088888889,3.155,-4.08077777778,-0.789,-7.23577777778,1.09722222222,-4.32088888889,-5.76133333333,-4.10153333333,-1.37166666666,-4.45811111111
234.03,-9.94888888888,3.52144444444,-4.44444444445,-1.16244444444,-6.70077777779,0.0683333333367,-4.17088888889,-5.57266666665,-4.97762222222,-2.359,-4.58111111111
234.41,-4.26366666667,7.49355555556,0.0644444444443,2.58388888889,-2.55155555555,5.07122222222,1.55033333333,-0.419777777777,-0.12911111111,2.19633333333,1.67977777778
234.78,-2.04277777778,9.13033333333,1.39266666667,5.84955555557,0.835555555557,7.76855555554,3.745,1.51655555555,2.29635555555,5.29255555555,4.271
235.16,0.488,10.4508888889,3.47411111111,8.18255555557,3.96211111111,9.44577777778,5.62733333333,3.675,4.77173333333,7.35011111111,5.94322222222
235.54,2.10855555555,10.246,4.13622222222,8.40777777778,5.3528888889,10.0027777778,7.21811111111,5.51522222222,5.56908888889,7.67777777778,6.54222222222
235.91,2.33911111111,10.1275555555,3.16322222222,7.443,4.59877777778,10.367,7.496,5.34277777778,5.07175555555,7.07055555556,6.24655555556
236.29,2.66266666667,10.1126666666,3.63544444444,7.09155555556,4.27566666667,11.4183333333,7.60355555556,5.53011111111,4.65955555556,7.55255555556,7.399
236.66,0.387555555554,7.9071111111,0.0775555555567,5.68455555556,0.878666666667,9.01800000001,6.04644444444,2.29955555556,1.80866666667,4.75455555556,4.987
237.04,0.225666666666,6.87222222221,-0.100444444447,4.99133333333,0.100444444443,8.97933333332,5.24211111111,1.98133333333,1.65537777778,3.61177777778,4.79044444445
237.41,2.12344444444,7.28377777777,1.62966666667,5.45688888889,0.07411111111,10.2964444444,5.77777777778,1.87633333333,2.19242222222,3.506,6.17277777778
237.79,5.23566666667,9.8081111111,5.09366666667,8.88411111111,1.89522222222,12.2721111111,8.29177777778,3.57722222222,4.82344444445,6.56233333333,9.26300000001
238.17,4.21633333333,8.94466666667,4.519,7.96633333333,0.419444444445,12.3922222222,7.78011111111,1.25788888889,3.91786666666,6.10288888889,8.26922222223
238.54,1.758,6.91911111111,3.69622222222,5.56688888889,-1.37488888889,10.5926666667,5.79211111111,-0.337999999998,1.67237777778,4.485,6.51333333333
238.92,0.504888888889,5.26111111111,2.94622222222,3.66177777778,-2.399,8.33333333333,4.31388888889,-1.26244444444,-0.622888888889,3.21977777778,5.11366666667
239.29,1.14588888889,6.466,3.41711111111,4.13355555556,-1.80044444444,8.5328888889,4.60411111111,-0.695777777776,-0.425555555555,3.94922222222,5.87277777778
239.67,0.542444444443,5.63055555555,2.43166666667,3.31111111111,-2.56266666666,7.98722222222,2.99288888889,-1.59,-1.18602222222,2.95555555555,4.78844444444
240.04,1.28822222222,6.21566666667,3.25288888889,3.94522222222,-1.35266666667,8.85666666667,3.07577777778,-0.579777777778,-0.0224666666657,3.30122222222,5.41066666667
240.42,2.49344444445,6.96,4.87733333333,5.05522222222,0.767222222223,9.63144444444,4.12377777778,1.38377777778,2.6304,4.439,6.43911111111
240.79,4.01233333333,7.64477777778,6.244,5.57911111111,2.56422222222,11.2416666667,5.28255555556,3.52577777778,4.82677777778,5.57922222222,7.94144444444
241.17,2.94277777778,6.47188888889,5.15255555556,4.54488888889,1.80133333334,10.1582222222,4.57644444444,2.56588888889,3.51864444445,4.91155555556,7.16322222222
241.54,2.471,5.69122222222,4.65233333333,3.90344444444,1.51655555556,9.51055555556,4.29655555556,2.39633333333,3.0984,4.39955555555,6.57111111111
241.92,1.70666666667,4.54,3.388,2.66255555556,0.998333333332,8.76422222222,3.26855555556,1.758,2.17791111111,3.06377777778,5.61522222222
242.29,2.17088888889,4.684,3.797,3.26022222222,1.78966666667,9.16577777778,3.766,2.26433333333,2.54744444444,3.33788888889,5.86688888889
242.67,3.16211111111,5.51833333333,4.40722222222,4.16877777778,2.61011111111,10.1043333333,4.62344444445,2.87855555556,3.39004444444,4.079,6.60711111111
243.05,3.42722222222,5.79911111111,4.766,4.49666666667,2.71411111111,10.8202222222,4.83166666667,3.238,3.967,4.13311111111,7.26177777778
243.42,3.15111111111,5.69077777778,4.58822222222,4.50266666667,2.44688888889,10.7695555555,4.65922222222,2.90933333333,3.87677777778,3.96211111111,7.39088888889
243.80,3.137,6.04077777778,4.74477777778,4.63855555555,2.45022222222,10.8136666667,4.91466666667,3.04488888889,4.18097777778,4.10733333333,7.705
244.17,2.95411111111,5.52033333333,4.46266666667,4.34277777778,2.43233333333,10.4765555556,4.759,2.62966666667,4.00564444445,3.75066666667,7.31811111111
244.55,3.22344444444,5.681,4.17011111111,4.35811111111,2.42966666666,10.582,4.69922222222,2.42266666667,3.70355555556,3.55766666667,7.13577777778
244.92,2.74055555555,5.66366666667,3.98944444444,4.19877777778,2.356,10.3551111111,4.60355555555,2.03188888889,3.15635555556,3.41566666666,6.88533333333
245.30,2.60011111111,5.55555555556,3.89411111111,4.21744444444,2.41633333333,10.1662222222,4.46488888889,1.95977777778,3.19242222222,3.38011111111,6.67177777778
245.67,1.95311111111,4.90344444444,3.21566666667,3.91211111111,1.95911111111,9.60633333333,3.859,1.21555555555,2.58106666667,2.86188888889,6.119
