wavelength,Back_IriPulf,Belly_IriPulf,Breast_IriPulf,Crissum_IriPulf,Crown_IriPulf,DorTail_IriPulf,Patch10_IriPulf,Patch11_IriPulf,Rump_IriPulf,Throat_IriPulf,WingTip_IriPulf
329.88,4.44777777778,13.9101111111,6.31088888889,11.9211111111,5.00411111111,9.92188888888,9.58177777777,4.052,4.89133333334,8.644,7.41766666667
330.24,4.52188888889,13.991,6.30222222222,11.9857777778,5.02111111111,9.81955555557,9.5061111111,4.10322222222,4.84924444445,8.66244444444,7.42855555555
330.61,4.38444444444,13.934,6.13444444445,12.0203333333,4.93111111111,9.65933333333,9.43577777777,4.03855555556,4.75013333334,8.43122222222,7.29
330.98,4.156,13.7573333333,6.036,11.9602222222,4.77577777778,9.44422222222,9.37177777779,3.79455555555,4.54031111111,8.20488888889,7.16577777778
331.34,3.88011111111,13.6525555556,5.79533333333,11.8216666667,4.54533333333,9.16077777778,9.21855555554,3.55244444444,4.29108888889,8.00944444444,6.88922222222
331.71,3.78933333333,13.7012222222,5.69833333333,11.8492222222,4.39922222222,9.15311111111,9.18788888888,3.42222222222,4.21606666667,7.89055555556,6.81411111111
332.08,3.71511111111,13.6702222222,5.60766666667,11.8737777778,4.36322222222,9.05777777778,9.14233333333,3.40211111111,4.16124444445,7.87166666667,6.84811111111
332.44,3.66333333334,13.6471111111,5.56144444444,11.7453333333,4.29733333333,8.94744444445,9.11000000001,3.23544444444,4.09551111111,7.78866666667,6.86122222222
332.81,3.68755555555,13.6976666667,5.65622222222,11.7035555555,4.31888888889,9.03666666667,9.14800000001,3.16744444444,4.0798,7.89666666667,6.78433333333
333.18,3.53555555555,13.6793333333,5.55455555556,11.6717777778,4.26366666667,8.90522222222,9.10944444443,3.13288888889,3.97866666667,7.82811111111,6.73366666667
333.54,3.48566666667,13.8148888889,5.55077777778,11.8755555556,4.30366666667,8.90677777778,9.21777777777,3.12333333333,3.99573333333,7.84088888889,6.78266666667
333.91,3.55333333334,13.8451111111,5.62411111111,11.9246666667,4.41033333333,9.00466666666,9.34666666666,3.19277777778,4.00753333333,7.941,6.87377777778
334.28,3.37144444444,13.8606666667,5.51,11.9084444444,4.273,8.92633333333,9.36022222223,3.066,3.94097777778,7.87922222222,6.70755555556
334.64,3.38555555555,13.9077777778,5.56355555556,12.0157777778,4.33622222222,8.98977777778,9.40633333335,3.09,4.00397777778,7.96588888889,6.79311111111
335.01,3.53366666667,14.0446666667,5.66133333333,12.1975555556,4.46655555556,9.03411111111,9.44611111111,3.20111111111,4.14255555555,8.05077777778,6.87433333333
335.38,3.72266666666,14.2444444445,5.89477777778,12.3448888889,4.68955555555,9.222,9.62266666668,3.43966666667,4.3524,8.28211111111,7.08588888889
335.74,3.78977777778,14.3247777778,5.98333333334,12.5423333333,4.84344444444,9.28466666667,9.76944444445,3.54544444445,4.48444444444,8.39444444444,7.20188888889
336.11,3.812,14.3385555556,6.027,12.6647777778,4.89955555556,9.32066666667,9.83066666667,3.55633333333,4.59155555556,8.41422222222,7.21033333333
336.47,3.74711111111,14.325,5.85833333333,12.7136666667,4.80266666667,9.23,9.81666666665,3.503,4.52257777778,8.39222222222,7.134
336.84,3.59722222222,14.2786666666,5.68888888889,12.689,4.697,9.07455555556,9.75144444444,3.37022222222,4.42655555556,8.25144444444,7.07555555556
337.21,3.53622222222,14.2848888889,5.65233333333,12.6564444444,4.61966666667,9.01911111111,9.73522222221,3.285,4.39826666667,8.26022222222,6.98022222222
337.57,3.70666666667,14.3648888889,5.80644444445,12.7768888889,4.75233333333,9.16166666667,9.8221111111,3.43444444444,4.52862222222,8.40466666667,6.98377777778
337.94,3.59677777778,14.3032222222,5.71844444444,12.6703333333,4.57788888889,9.06322222222,9.68666666668,3.35666666666,4.47804444445,8.274,6.79866666666
338.31,3.84055555556,14.4345555555,5.91933333333,12.8727777778,4.74633333333,9.256,9.81977777779,3.57022222222,4.62431111111,8.445,6.94022222222
338.67,3.88322222222,14.5138888889,5.92455555556,12.933,4.74944444445,9.15966666667,9.86766666667,3.59577777778,4.66333333333,8.44633333333,6.88544444445
339.04,3.85777777778,14.6886666667,5.93444444445,13.0518888889,4.77011111111,9.139,9.97655555555,3.67711111111,4.69237777778,8.52211111111,6.92122222222
339.40,3.82244444444,14.7718888889,5.941,13.1818888889,4.79611111111,9.18022222222,9.97944444446,3.72177777778,4.70206666666,8.56244444444,6.95433333333
339.77,3.73044444444,14.7728888889,5.89033333333,13.0757777778,4.66277777778,9.12199999999,9.86211111112,3.65666666667,4.57911111111,8.54755555556,6.88988888889
340.14,3.61677777778,14.7558888889,5.72644444444,12.9588888889,4.54977777778,9.04066666666,9.75777777778,3.50077777778,4.37797777778,8.46311111111,6.76411111111
340.50,3.69555555555,14.8651111111,5.83388888889,13.0745555556,4.67166666667,9.1361111111,9.83244444444,3.59688888889,4.46055555556,8.52744444444,6.82288888889
340.87,3.69033333333,14.8334444444,5.88433333333,13.0524444444,4.69544444444,9.11411111112,9.89177777778,3.65511111111,4.42435555556,8.54588888889,6.72311111111
341.23,3.77544444444,14.931,5.94066666667,13.1685555556,4.766,9.1678888889,9.99833333334,3.78822222222,4.46495555556,8.61933333333,6.74122222222
341.60,3.77233333333,15.0717777778,5.97733333333,13.192,4.76155555555,9.17333333332,10.0305555555,3.81322222222,4.51108888889,8.66288888889,6.79877777778
341.96,3.75711111111,15.0917777778,5.94711111111,13.1658888889,4.78833333333,9.20555555554,9.9961111111,3.79911111111,4.48395555556,8.68366666666,6.77033333333
342.33,3.60944444445,15.0891111111,5.86022222222,13.1422222222,4.67666666667,9.14288888889,9.87066666667,3.62633333333,4.34148888889,8.66222222222,6.64477777778
342.70,3.57688888889,15.186,5.88444444445,13.1158888889,4.67855555555,9.2181111111,9.87644444444,3.59522222222,4.32613333333,8.65988888889,6.58511111111
343.06,3.38444444445,15.0257777778,5.683,12.9702222222,4.53288888889,9.08366666668,9.6601111111,3.30555555556,4.11162222222,8.48188888889,6.38311111111
343.43,3.30922222222,14.8944444445,5.52755555555,12.9496666667,4.41166666667,8.92066666667,9.59633333334,3.12966666667,3.99466666667,8.34222222222,6.23866666666
343.79,3.38122222222,14.9303333333,5.50044444445,13.0372222222,4.493,8.93122222222,9.66755555554,3.13777777778,4.03311111111,8.40066666667,6.26288888889
344.16,3.34822222222,14.9341111111,5.46111111111,13.0852222222,4.419,8.88811111111,9.693,3.06522222222,4.04195555556,8.34177777778,6.19455555555
344.52,3.28822222222,14.9418888889,5.43333333333,13.1107777778,4.37055555556,8.83022222222,9.66833333332,2.97455555556,3.98308888889,8.34288888889,6.113
344.89,3.26711111111,15.0311111111,5.40211111111,13.2154444444,4.33033333333,8.81777777778,9.65000000001,2.89877777778,3.97584444445,8.375,6.10822222222
345.25,3.32788888889,15.088,5.44711111111,13.3234444444,4.344,8.84177777778,9.68933333332,2.87366666667,4.02515555556,8.40566666667,6.15722222222
345.62,3.37533333333,15.1206666667,5.441,13.4254444445,4.406,8.89355555556,9.72533333332,2.91388888889,4.03377777778,8.49566666667,6.187
345.99,3.59466666667,15.3988888889,5.66844444444,13.7542222222,4.61922222222,9.1128888889,10.007,3.11877777778,4.24704444444,8.81177777778,6.415
346.35,3.792,15.6792222222,5.86733333333,13.9544444445,4.89066666667,9.25544444445,10.2953333333,3.34155555556,4.5324,9.018,6.58955555555
346.72,3.92366666667,15.7511111111,5.91433333333,14.0356666667,4.92666666667,9.30755555554,10.3505555556,3.40155555556,4.57004444445,9.16977777778,6.69855555556
347.08,4.08555555555,15.9071111111,6.06255555555,14.2114444445,5.01811111111,9.44022222222,10.5386666667,3.60533333333,4.75384444444,9.36544444445,6.81755555556
347.45,4.199,16.0758888889,6.18511111111,14.279,5.08355555556,9.58100000001,10.5982222222,3.75255555555,4.87144444444,9.50377777778,6.89266666667
347.81,4.18411111111,16.1066666667,6.25955555556,14.3383333333,5.06888888889,9.62833333332,10.632,3.77444444444,4.89264444444,9.56888888888,6.898
348.18,4.18522222222,16.196,6.33488888889,14.3858888889,5.11133333333,9.64133333332,10.664,3.85588888889,4.90468888889,9.58333333332,6.97977777778
348.54,4.269,16.3742222222,6.42077777778,14.5191111111,5.12011111111,9.68844444446,10.7367777778,3.99433333333,5.00286666666,9.68422222223,7.12355555555
348.91,4.38577777778,16.5122222222,6.48211111111,14.6173333333,5.23111111111,9.78688888888,10.8584444445,4.13855555556,5.12562222222,9.86544444443,7.26522222222
349.27,4.38577777778,16.602,6.49244444444,14.6233333333,5.32277777778,9.82833333333,10.8851111111,4.20933333333,5.14851111111,9.88611111112,7.31233333333
349.64,4.24966666666,16.5294444445,6.45688888889,14.5183333333,5.25377777778,9.71755555556,10.812,4.10833333333,5.04366666667,9.79144444446,7.25777777778
350.00,4.03077777778,16.3973333333,6.20722222222,14.3375555556,5.10944444444,9.44855555556,10.6092222222,3.87466666667,4.83484444444,9.53488888889,7.05566666667
350.37,3.87655555556,16.2252222222,6.07055555556,14.2478888889,4.95433333333,9.29766666667,10.4764444444,3.76322222222,4.65611111111,9.39166666666,6.94688888889
350.73,3.77677777778,16.237,6.06111111111,14.2996666667,4.96322222222,9.28777777779,10.4332222222,3.75944444445,4.63251111111,9.41511111111,6.92066666667
351.10,3.68033333333,16.2293333334,6.02655555555,14.2588888889,4.92766666667,9.23644444444,10.2933333333,3.69522222222,4.53455555556,9.34188888889,6.843
351.46,3.62233333333,16.2862222222,6.07388888889,14.2647777778,4.95544444445,9.20333333334,10.3341111111,3.70277777778,4.48762222222,9.27588888889,6.86577777778
351.83,3.75055555555,16.4434444444,6.20688888889,14.3792222222,5.06255555556,9.26000000001,10.4772222222,3.81444444444,4.61551111111,9.32611111111,6.95122222222
352.19,3.82522222222,16.5563333333,6.28244444444,14.507,5.11388888889,9.33655555554,10.5378888889,3.87666666667,4.68306666667,9.49633333333,6.96488888889
352.55,3.77944444445,16.5211111111,6.24177777778,14.4488888889,5.12833333333,9.39122222222,10.5545555555,3.84344444445,4.66804444445,9.492,6.90211111111
352.92,3.68944444444,16.4787777778,6.26655555556,14.4231111111,5.08933333333,9.31211111112,10.4931111111,3.78566666667,4.61482222222,9.40288888889,6.82455555555
353.28,3.73077777778,16.5746666667,6.36988888889,14.5321111111,5.11644444444,9.35755555554,10.516,3.79766666666,4.67346666667,9.51066666667,6.84566666667
353.65,3.82255555555,16.7488888889,6.42888888889,14.6713333333,5.17077777778,9.40155555555,10.6428888889,3.82744444445,4.77144444444,9.56922222222,6.86888888889
354.01,3.92266666667,16.9698888889,6.588,14.8656666667,5.241,9.51199999999,10.7226666667,3.92255555555,4.88728888889,9.68855555555,6.99044444445
354.38,4.03677777778,17.141,6.74422222222,14.9864444445,5.30188888889,9.58611111111,10.7576666667,3.94677777778,4.98531111111,9.78188888888,7.04733333333
354.74,4.09177777778,17.262,6.76866666667,15.0514444444,5.31877777778,9.56911111111,10.8846666667,3.93666666666,5.02122222222,9.80888888888,7.07133333333
355.11,4.178,17.377,6.82755555556,15.1694444445,5.414,9.62744444446,10.989,4.02755555555,5.0898,9.9001111111,7.13555555555
355.47,4.23211111111,17.3843333333,6.76866666667,15.2071111111,5.39277777778,9.61544444443,10.9808888889,3.98544444445,5.05668888889,9.9828888889,7.07088888889
355.83,4.14088888889,17.4364444444,6.68722222222,15.2587777778,5.32766666667,9.55333333333,10.8888888889,3.88311111111,4.94995555556,9.98511111109,6.97366666667
356.20,4.08411111111,17.3503333333,6.61688888889,15.2301111111,5.31011111111,9.44011111111,10.8141111111,3.81188888889,4.88804444444,9.87733333336,6.88488888889
356.56,4.04511111111,17.3584444445,6.61533333333,15.2322222222,5.24377777778,9.34533333333,10.7297777778,3.74322222222,4.82268888889,9.84200000001,6.79711111111
356.93,4.08077777778,17.4013333333,6.61511111111,15.3024444444,5.24022222222,9.35677777778,10.7187777778,3.74611111111,4.79555555555,9.84655555553,6.77255555556
357.29,4.01655555555,17.33,6.49711111111,15.2655555556,5.14811111111,9.23844444445,10.6506666667,3.67488888889,4.69562222222,9.77055555555,6.68344444445
357.66,3.90288888889,17.2302222222,6.38844444444,15.2028888889,5.05222222222,9.14855555555,10.5217777778,3.61766666667,4.58691111111,9.67033333333,6.58266666666
358.02,3.837,17.1857777778,6.29466666667,15.0953333333,5.00433333333,9.08255555557,10.5022222222,3.58133333334,4.49775555555,9.61911111111,6.45677777778
358.38,3.68277777778,17.0996666667,6.10288888889,15.0392222222,4.90311111111,8.93444444445,10.4172222222,3.50444444444,4.37655555555,9.5041111111,6.35111111111
358.75,3.62566666667,17.1394444445,6.09222222222,15.1258888889,4.88222222222,8.94244444444,10.3693333333,3.47655555556,4.37195555556,9.5,6.302
359.11,3.57322222222,17.1617777778,6.05655555556,15.1227777778,4.81922222222,8.90033333334,10.3602222222,3.41344444444,4.3268,9.473,6.24033333333
359.48,3.50233333333,17.2096666667,6.06077777778,15.2038888889,4.79277777778,8.89522222222,10.3571111111,3.395,4.36082222222,9.48088888888,6.21866666667
359.84,3.43822222222,17.1345555556,6.01755555556,15.1044444445,4.758,8.81711111111,10.2956666667,3.34033333333,4.32228888889,9.41177777777,6.15777777778
360.20,3.47222222222,17.298,6.09433333333,15.1778888889,4.80811111111,8.89766666666,10.3488888889,3.36233333333,4.3748,9.50955555556,6.25366666667
360.57,3.52177777778,17.3786666667,6.14566666666,15.3227777778,4.83988888889,8.95277777777,10.4426666667,3.42211111111,4.45342222222,9.60055555557,6.32544444444
360.93,3.62766666667,17.5281111111,6.23533333333,15.3817777778,4.92177777778,9.05344444445,10.5365555555,3.53611111111,4.56197777778,9.69411111112,6.44644444444
361.29,3.72922222222,17.6768888889,6.34644444444,15.523,5.02711111111,9.16444444443,10.6477777778,3.60188888889,4.69102222222,9.7858888889,6.51144444444
361.66,3.92088888889,17.8835555556,6.51588888889,15.7081111111,5.16911111111,9.293,10.7953333333,3.73477777778,4.8622,9.9832222222,6.66477777778
362.02,3.93888888889,17.9033333333,6.55811111111,15.7713333333,5.14422222222,9.30622222223,10.7912222222,3.72088888889,4.89744444444,9.9831111111,6.67688888889
362.39,4.06655555556,18.0524444444,6.69166666667,15.8762222222,5.24611111111,9.45666666667,10.894,3.82477777778,4.99424444444,10.1241111111,6.812
362.75,4.102,18.0358888889,6.70333333333,15.863,5.26966666667,9.41933333333,10.9238888889,3.84755555555,4.98082222222,10.148,6.80877777778
363.11,4.16477777778,18.0795555555,6.77466666667,15.9274444444,5.33811111111,9.41677777778,10.9816666667,3.87522222222,5.00546666667,10.2153333333,6.84055555556
363.48,4.21666666667,18.1495555555,6.819,15.9624444445,5.41177777778,9.454,11.0363333333,3.91588888889,5.03048888889,10.2681111111,6.90611111111
363.84,4.27033333334,18.2632222222,6.87466666667,16.079,5.46566666667,9.54444444443,11.1128888889,4.01788888889,5.12028888889,10.3594444445,7.003
364.20,4.30044444444,18.3142222222,6.91444444445,16.1558888889,5.48222222222,9.55322222223,11.1685555556,4.09077777778,5.1606,10.3902222222,7.002
364.57,4.36277777778,18.4453333333,6.98855555556,16.2247777778,5.55888888889,9.59511111111,11.2227777778,4.12244444444,5.20053333333,10.4403333333,7.04266666667
364.93,4.32966666667,18.5228888889,6.98577777778,16.3302222222,5.54922222222,9.5351111111,11.2486666667,4.09255555555,5.21386666666,10.4851111111,7.02811111111
365.29,4.29066666667,18.5358888889,6.96988888889,16.3667777778,5.48044444444,9.49866666668,11.2316666667,4.11633333333,5.14862222222,10.5327777778,7.00477777778
365.66,4.13666666667,18.4694444445,6.86177777778,16.2836666667,5.34588888889,9.36744444443,11.1118888889,3.993,4.98177777778,10.4485555556,6.82833333333
366.02,4.161,18.5517777778,6.89433333333,16.3623333333,5.39122222222,9.37866666667,11.1184444444,4.06144444445,4.961,10.5631111111,6.88711111111
366.38,4.16455555556,18.5836666667,6.94466666667,16.397,5.40477777778,9.32766666665,11.0854444444,4.07177777778,4.93435555555,10.5668888889,6.84122222222
366.75,4.16222222222,18.6976666667,6.96711111111,16.5092222222,5.39977777778,9.35188888889,11.0771111111,4.08777777778,4.94144444444,10.5858888889,6.88711111111
367.11,4.10688888889,18.7645555555,6.93633333333,16.5425555556,5.361,9.34144444444,11.0357777778,4.05855555556,4.93877777778,10.5861111111,6.87788888889
367.47,4.02366666667,18.7387777778,6.86277777778,16.5823333333,5.23788888889,9.25788888889,10.9591111111,4.00233333333,4.87577777778,10.5441111111,6.77877777778
367.84,4.03622222222,18.7894444444,6.89311111111,16.6408888889,5.26844444444,9.24766666665,10.9818888889,3.97055555556,4.86095555556,10.6155555556,6.74022222222
368.20,4.02177777778,18.7702222222,6.85966666667,16.6416666667,5.24466666667,9.215,10.9593333333,3.90833333333,4.83553333333,10.6405555556,6.71255555556
368.56,3.93377777778,18.7717777778,6.81811111111,16.6032222222,5.19577777778,9.12022222221,10.876,3.85844444445,4.7712,10.6231111111,6.62822222222
368.93,3.79844444444,18.6227777778,6.703,16.4933333333,5.04977777778,8.99844444443,10.6903333333,3.699,4.61033333333,10.4912222222,6.42777777778
369.29,3.76144444444,18.6433333333,6.66655555556,16.5432222222,5.06611111111,8.97266666665,10.6618888889,3.63777777778,4.59517777778,10.4775555555,6.40988888889
369.65,3.85044444444,18.7758888889,6.73622222222,16.6803333333,5.14155555555,9.07677777778,10.7217777778,3.70711111111,4.69006666667,10.5624444444,6.47522222222
370.01,3.88066666667,18.8251111111,6.74855555556,16.7284444444,5.18088888889,9.11911111111,10.7571111111,3.70588888889,4.73975555556,10.572,6.43777777778
370.38,3.84066666667,18.8645555556,6.69722222222,16.8007777778,5.13588888889,9.13733333333,10.7465555556,3.62311111111,4.71988888889,10.5838888889,6.40877777778
370.74,3.87,18.9247777778,6.73477777778,16.7832222222,5.18488888889,9.15833333332,10.7364444444,3.65766666666,4.77815555555,10.6427777778,6.37544444444
371.10,3.81955555555,18.946,6.72866666667,16.8234444444,5.12866666667,9.11655555554,10.6847777778,3.64133333333,4.76028888889,10.6398888889,6.31044444444
371.46,3.86255555556,19.0637777778,6.84255555556,16.893,5.21155555556,9.17566666668,10.7076666667,3.68322222222,4.8354,10.7695555555,6.36688888889
371.83,3.842,19.0655555556,6.84844444444,16.9084444444,5.15011111111,9.15588888888,10.6346666667,3.66133333333,4.82506666667,10.7478888889,6.31788888889
372.19,3.88444444444,19.1624444444,6.91788888889,16.992,5.173,9.20800000001,10.6432222222,3.759,4.88811111111,10.8067777778,6.353
372.55,3.88788888889,19.1752222222,6.90955555555,17.0473333333,5.17822222222,9.22055555557,10.6205555555,3.77844444444,4.88871111111,10.8193333333,6.33666666667
372.92,3.959,19.3453333333,7.01011111111,17.2023333333,5.30022222222,9.35722222222,10.7491111111,3.87588888889,4.988,10.9483333333,6.47233333333
373.28,3.95988888889,19.419,7.04077777778,17.1771111111,5.27211111111,9.31344444446,10.7164444445,3.856,4.98546666667,10.9518888889,6.44111111111
373.64,3.95655555556,19.4358888889,7.02611111111,17.1695555556,5.25522222222,9.2608888889,10.6741111111,3.82266666667,4.962,10.9686666667,6.42911111111
374.00,3.98966666667,19.5218888889,7.08744444444,17.2734444444,5.24066666667,9.26011111111,10.6587777778,3.81733333334,4.97313333333,10.9872222222,6.43277777778
374.37,3.98155555555,19.5293333333,7.09055555556,17.219,5.26733333333,9.20377777778,10.6516666667,3.84011111111,4.98008888889,10.9896666667,6.35433333333
374.73,3.94855555556,19.5582222222,7.098,17.2594444444,5.265,9.1678888889,10.6186666667,3.81855555556,4.93997777778,10.9577777778,6.28433333333
375.09,4.01788888889,19.6708888889,7.18466666667,17.3545555555,5.36411111111,9.24733333334,10.6875555556,3.91888888889,5.03151111111,11.045,6.34433333333
375.45,4.05255555556,19.7051111111,7.18788888889,17.3866666667,5.363,9.24288888888,10.6665555556,3.92422222222,5.02995555555,11.0227777778,6.31377777778
375.81,4.12744444444,19.8414444444,7.26411111111,17.4711111111,5.48144444444,9.26455555557,10.7486666667,4.01788888889,5.08844444444,11.1602222222,6.39122222222
376.18,4.15733333333,19.9747777778,7.30644444445,17.5087777778,5.52344444444,9.27266666668,10.7694444445,4.04322222222,5.11486666667,11.2252222222,6.43055555555
376.54,4.14,19.9696666667,7.26744444444,17.5351111111,5.491,9.21955555554,10.755,3.98866666667,5.06944444444,11.2608888889,6.43588888889
376.90,4.10944444445,19.9572222222,7.22977777778,17.4682222222,5.44311111111,9.11677777778,10.6846666667,3.95411111111,5.02675555555,11.2454444445,6.334
377.26,4.16844444444,20.0245555556,7.26033333333,17.5661111111,5.49755555555,9.18011111111,10.709,4.02288888889,5.08733333334,11.3456666667,6.366
377.63,4.12533333333,20.0303333333,7.26922222222,17.5853333333,5.49644444444,9.14522222221,10.6813333333,4.02977777778,5.09591111111,11.3545555556,6.36133333334
377.99,4.07866666667,20.0102222222,7.22544444444,17.5837777778,5.49366666667,9.1011111111,10.636,4.01566666667,5.07775555555,11.3597777778,6.36333333333
378.35,4.06088888889,20.0504444445,7.21511111111,17.6077777778,5.45322222222,9.11288888889,10.5934444444,3.97977777778,5.02895555556,11.3736666666,6.39388888889
378.71,4.08922222222,20.0665555555,7.21866666666,17.6263333333,5.451,9.12011111111,10.5721111111,3.95577777778,5.02755555556,11.4161111111,6.43955555555
379.07,4.155,20.1453333333,7.25766666667,17.673,5.47266666667,9.17155555554,10.5837777778,3.974,5.05446666667,11.4732222222,6.48355555556
379.44,4.14633333333,20.1733333333,7.23644444444,17.6553333333,5.45577777778,9.14733333334,10.5504444445,3.92988888889,4.99948888889,11.4721111111,6.47388888889
379.80,4.09211111111,20.1685555556,7.18266666667,17.6675555556,5.38033333333,9.12199999999,10.4546666667,3.86244444445,4.95357777778,11.4093333333,6.41322222222
380.16,4.082,20.1451111111,7.20622222222,17.6538888889,5.37833333333,9.13733333335,10.4186666667,3.83122222222,4.95,11.4168888889,6.39088888889
380.52,4.12577777778,20.3373333333,7.32233333333,17.6996666667,5.464,9.19366666668,10.4654444445,3.9,5.0202,11.4616666667,6.42044444444
380.88,4.23655555556,20.4624444444,7.42288888889,17.8155555556,5.55277777778,9.3118888889,10.5362222222,3.978,5.1234,11.5512222222,6.53222222222
381.24,4.24988888889,20.5314444444,7.478,17.8661111111,5.599,9.31777777778,10.5251111111,4.00466666667,5.13806666667,11.5598888889,6.54522222222
381.61,4.308,20.6316666667,7.56677777778,17.9628888889,5.62222222222,9.36455555557,10.56,4.04188888889,5.16748888889,11.6093333334,6.54788888889
381.97,4.31366666667,20.7256666666,7.61288888889,18.02,5.621,9.38333333333,10.5723333333,4.03066666666,5.15624444445,11.6604444444,6.543
382.33,4.31311111111,20.7962222222,7.64288888889,18.1291111111,5.61288888889,9.37722222221,10.5547777778,4.046,5.19493333333,11.684,6.52033333333
382.69,4.32177777778,20.9064444445,7.65177777778,18.2033333333,5.62222222222,9.35577777777,10.5493333333,4.05188888889,5.21131111111,11.7593333333,6.51677777778
383.05,4.27344444444,20.9051111111,7.63888888889,18.2422222222,5.62188888889,9.3001111111,10.4912222222,4.03166666667,5.17566666666,11.7856666667,6.47077777778
383.41,4.305,21.028,7.70211111111,18.3214444444,5.68322222222,9.33011111112,10.5077777778,4.11155555555,5.25504444444,11.8641111111,6.50044444444
383.77,4.29922222222,21.1073333333,7.72644444445,18.3523333333,5.70233333333,9.29977777777,10.5103333333,4.14511111111,5.25904444445,11.8858888889,6.49155555556
384.14,4.25122222222,21.1597777778,7.704,18.4813333333,5.68766666666,9.25944444443,10.4818888889,4.118,5.21662222222,11.8693333333,6.435
384.50,4.29611111111,21.2367777778,7.72644444444,18.5954444445,5.73011111111,9.28400000001,10.4485555555,4.14322222222,5.26615555556,11.9724444445,6.45488888889
384.86,4.30844444444,21.3918888889,7.77555555556,18.7688888889,5.76755555556,9.28055555554,10.446,4.16777777778,5.27922222222,12.0602222222,6.472
385.22,4.29822222222,21.4758888889,7.77922222222,18.7727777778,5.76522222222,9.28555555556,10.4317777778,4.16,5.27742222222,12.0788888889,6.47511111111
385.58,4.23311111111,21.5104444444,7.69888888889,18.811,5.72622222222,9.24677777777,10.3498888889,4.10544444444,5.23184444444,12.0666666667,6.44811111111
385.94,4.251,21.5933333333,7.74588888889,18.88,5.77522222222,9.25344444446,10.351,4.16422222222,5.29975555555,12.1456666667,6.49455555556
386.30,4.30133333333,21.6981111111,7.81766666667,18.9821111111,5.83188888889,9.30255555554,10.3733333333,4.18155555556,5.32635555556,12.2425555555,6.55155555556
386.66,4.32622222222,21.7618888889,7.88344444444,19.048,5.84777777778,9.34588888888,10.3983333333,4.24588888889,5.37737777778,12.2551111111,6.57144444444
387.03,4.34766666667,21.8774444444,7.911,19.099,5.84333333333,9.36377777779,10.3948888889,4.257,5.39408888889,12.2816666667,6.60466666667
387.39,4.34611111111,21.9292222222,7.93488888889,19.2271111111,5.83211111111,9.34411111112,10.3875555556,4.22233333333,5.37575555556,12.3164444444,6.61288888889
387.75,4.35566666667,21.9883333333,7.98533333333,19.3268888889,5.81088888889,9.36666666666,10.3992222222,4.19033333334,5.38646666667,12.3627777778,6.64655555555
388.11,4.36733333333,22.0335555556,7.99288888889,19.301,5.80066666667,9.32800000001,10.3497777778,4.17811111111,5.3826,12.3816666667,6.63955555555
388.47,4.37288888889,22.0631111111,8.03144444444,19.3222222222,5.78388888889,9.35488888889,10.3421111111,4.19288888889,5.40293333333,12.3934444444,6.65566666667
388.83,4.31755555555,22.0044444444,7.98,19.2637777778,5.72022222222,9.2851111111,10.2493333333,4.13877777778,5.3442,12.2971111111,6.61044444444
389.19,4.284,22.036,7.95555555556,19.3378888889,5.67688888889,9.24377777779,10.1831111111,4.095,5.31804444444,12.284,6.55933333333
389.55,4.30333333333,22.1212222222,8.03166666667,19.4126666667,5.70866666666,9.24844444446,10.1985555556,4.11433333333,5.33395555556,12.3378888889,6.58544444445
389.91,4.29433333333,22.1705555556,8.05077777778,19.4413333333,5.68944444445,9.22466666668,10.1278888889,4.09866666667,5.28733333333,12.3496666667,6.55222222222
390.27,4.28144444444,22.2001111111,8.03744444445,19.4382222222,5.68711111111,9.16933333333,10.0895555556,4.09155555556,5.28026666666,12.3387777778,6.563
390.63,4.29722222222,22.3038888889,8.108,19.555,5.73677777778,9.19088888889,10.0757777778,4.10422222222,5.29886666667,12.4051111111,6.60766666667
391.00,4.32277777778,22.3634444445,8.15533333333,19.5901111111,5.75466666667,9.19844444446,10.0317777778,4.11033333333,5.30522222222,12.4461111111,6.61488888889
391.36,4.37144444445,22.4391111111,8.197,19.6394444444,5.80788888889,9.264,10.0376666667,4.18844444445,5.34668888889,12.4894444444,6.64855555555
391.72,4.39911111111,22.5054444444,8.21344444444,19.6791111111,5.815,9.25977777777,9.96933333333,4.20644444445,5.3532,12.5134444445,6.639
392.08,4.409,22.5574444444,8.22166666667,19.7407777778,5.79911111111,9.25500000001,9.92733333332,4.20622222222,5.33875555556,12.5457777778,6.62711111111
392.44,4.40788888889,22.5594444444,8.19811111111,19.7726666667,5.78244444445,9.208,9.87044444446,4.18877777778,5.3118,12.5401111111,6.59755555556
392.80,4.41688888889,22.6017777778,8.24366666666,19.8195555556,5.78822222222,9.21133333333,9.84322222223,4.19177777778,5.33097777778,12.5994444444,6.58011111111
393.16,4.46333333333,22.6577777778,8.333,19.8843333333,5.82155555556,9.23577777779,9.85355555555,4.22511111111,5.36733333333,12.632,6.64166666667
393.52,4.471,22.6871111111,8.36711111111,19.8802222222,5.83811111111,9.2311111111,9.82522222222,4.24377777778,5.39344444445,12.6533333333,6.64611111111
393.88,4.46811111111,22.7258888889,8.34566666667,19.8992222222,5.83755555556,9.22166666668,9.78577777777,4.213,5.40637777778,12.6438888889,6.62166666667
394.24,4.46511111111,22.798,8.39322222222,19.9896666667,5.829,9.22755555557,9.74288888888,4.22088888889,5.41166666667,12.6837777778,6.57255555556
