wavelength,Back_SpoInam,Belly_SpoInam,Breast_SpoInam,Crissum_SpoInam,Crown_SpoInam,DorTail_SpoInam,Patch10_SpoInam,Rump_SpoInam,Throat_SpoInam,WingTip_SpoInam
360.20,10.7807777778,16.3750909091,4.9755,22.409,9.43,13.5393333333,15.843,15.662,5.07166666667,7.85633333333
360.57,10.7294444444,16.3439393939,4.9975,22.633,9.48333333333,13.734,16.025,15.7993333333,5.022,7.82
360.93,11.0178888889,16.6983333333,5.1365,22.7863333333,9.75133333333,13.7346666667,16.014,15.788,5.24133333333,8.09
361.29,11.0460555556,17.0685757576,5.411,23.2163333333,10.07,13.6663333333,15.98,15.7066666667,5.411,8.14533333333
361.66,10.9697777778,16.9735454545,5.431,23.252,10.0403333333,13.6606666667,16.052,15.6696666667,5.36633333333,8.06733333333
362.02,10.8471666667,17.0178181818,5.4425,23.2293333333,9.961,13.6353333333,16.044,15.6816666667,5.287,7.96066666667
362.39,10.8145555556,17.0313939394,5.3655,23.391,9.87666666667,13.398,15.823,15.424,5.26433333333,7.84566666667
362.75,10.7528333333,17.0349090909,5.388,23.4446666667,9.798,13.415,15.862,15.4583333333,5.17133333333,7.74933333333
363.11,10.8653333333,17.1903939394,5.4485,23.6683333333,9.87666666667,13.6003333333,15.99,15.53,5.416,7.876
363.48,10.7450555556,17.0544848485,5.167,23.7373333333,9.64233333333,13.378,15.722,15.287,5.28666666667,7.74333333333
363.84,10.7684444444,17.2031212121,5.1355,23.9206666667,9.616,13.4716666667,15.86,15.371,5.13066666667,7.73733333333
364.20,10.8875555556,17.3717272727,5.3275,24.1673333333,9.63733333333,13.7986666667,16.269,15.6116666667,5.26433333333,7.766
364.57,10.9474444444,17.5070606061,5.3255,24.0693333333,9.72833333333,13.629,16.138,15.4473333333,5.24433333333,7.73166666667
364.93,10.8672222222,17.3774848485,5.2885,24.1203333333,9.62933333333,13.9323333333,16.489,15.717,5.288,7.55433333333
365.29,10.5944444444,17.048969697,4.9235,23.88,9.23166666667,13.7836666667,16.334,15.6133333333,5.06233333333,7.21333333333
365.66,10.6733333333,17.3263333333,4.98,24.0433333333,9.39633333333,13.7763333333,16.304,15.651,5.167,7.332
366.02,10.9956666667,17.5620606061,5.146,24.377,9.599,14.0963333333,16.644,15.9513333333,5.46433333333,7.50366666667
366.38,11.1551111111,17.5521515152,5.1325,24.2663333333,9.711,14.5216666667,17.154,16.3756666667,5.54433333333,7.68966666667
366.75,11.0052222222,17.4040909091,4.8955,24.323,9.74633333333,14.448,17.004,16.24,5.48833333333,7.561
367.11,10.9506666667,17.3820606061,4.9255,24.3476666667,9.784,14.4566666667,16.97,16.194,5.426,7.54033333333
367.47,11.0062222222,17.411969697,5.079,24.4276666667,9.96733333333,14.544,17.099,16.24,5.57066666667,7.60333333333
367.84,11.2524444444,17.6442424242,5.236,24.2653333333,10.0503333333,14.6916666667,17.273,16.4423333333,5.881,7.84533333333
368.20,11.2195,17.7232727273,5.2675,24.2623333333,10.0866666667,14.4506666667,17.048,16.2683333333,5.907,7.92666666667
368.56,11.0887777778,17.6725151515,5.263,24.3236666667,10.054,14.4716666667,17.093,16.3016666667,6.00633333333,7.949
368.93,11.0503333333,17.8877272727,5.153,24.529,10.048,14.369,17.014,16.2126666667,5.96266666667,7.99166666667
369.29,11.0942777778,18.1032121212,5.324,24.572,10.0746666667,14.3526666667,16.973,16.2163333333,5.97466666667,8.12166666667
369.65,11.1553333333,18.2046969697,5.3235,24.8156666667,10.0593333333,14.54,17.202,16.4033333333,5.884,8.14066666667
370.01,11.011,18.1533030303,5.2535,24.6323333333,10.0226666667,14.3893333333,17.016,16.223,5.79333333333,8.21066666667
370.38,11.0341666667,18.3900909091,5.6195,24.9686666667,9.98433333333,14.221,16.833,16.064,5.88933333333,8.21233333333
370.74,11.2197222222,18.7984242424,5.8665,25.22,10.0553333333,14.1823333333,16.831,16.0866666667,6.20366666667,8.37766666667
371.10,11.3501666667,18.9917575758,5.772,25.5193333333,10.121,14.221,16.924,16.1906666667,6.25666666667,8.51533333333
371.46,11.4036111111,19.1366363636,5.681,25.461,10.093,14.3003333333,17.1,16.2713333333,6.183,8.56866666667
371.83,11.318,19.2077272727,5.695,25.6343333333,10.2423333333,14.3133333333,17.084,16.143,6.12833333333,8.48133333333
372.19,11.3743888889,19.2155757576,5.723,25.7653333333,10.2936666667,14.4883333333,17.288,16.2723333333,6.09433333333,8.515
372.55,11.5742222222,19.4303939394,5.876,25.896,10.4043333333,14.7083333333,17.534,16.432,6.09533333333,8.597
372.92,11.5306666667,19.3193030303,5.871,25.8756666667,10.3713333333,14.619,17.402,16.3023333333,5.978,8.51566666667
373.28,11.6720555556,19.3542727273,5.8775,26.1996666667,10.479,14.7513333333,17.586,16.3773333333,5.92433333333,8.54033333333
373.64,11.6176111111,19.3269393939,5.9995,26.175,10.4096666667,14.8926666667,17.812,16.534,5.88533333333,8.462
374.00,11.6990555556,19.6607878788,6.0795,26.626,10.4443333333,15.0106666667,17.991,16.7106666667,5.95033333333,8.44833333333
374.37,11.6352222222,19.7048787879,5.919,26.4796666667,10.6133333333,15.1586666667,18.175,16.8683333333,5.92366666667,8.32566666667
374.73,11.393,19.5327272727,5.9825,26.2513333333,10.416,15.1506666667,18.147,16.8023333333,5.599,8.02766666667
375.09,11.3465,19.4819090909,6.1685,26.229,10.4246666667,15.2083333333,18.226,16.8786666667,5.591,7.84633333333
375.45,11.3753888889,19.4778787879,6.359,26.2523333333,10.4013333333,15.2883333333,18.263,16.993,5.66733333333,7.86633333333
375.81,11.1823333333,19.32,6.0865,26.4023333333,10.2163333333,15.036,18.011,16.8946666667,5.40666666667,7.712
376.18,11.1604444444,19.2437878788,6.1435,26.52,10.218,15.072,18.095,17.065,5.45,7.57633333333
376.54,11.0269444444,19.1033636364,6.1205,26.5143333333,10.1,14.97,17.989,17.0403333333,5.36566666667,7.42666666667
376.90,11.0233333333,19.078,6.1505,26.562,10.1203333333,15.0956666667,18.156,17.226,5.44733333333,7.39433333333
377.26,11.1583888889,19.3141818182,6.3155,26.709,10.263,15.2573333333,18.36,17.4413333333,5.683,7.68266666667
377.63,11.2338888889,19.5416060606,6.345,26.8753333333,10.333,15.273,18.389,17.488,5.89,7.816
377.99,11.0181111111,19.3292727273,6.0995,26.518,10.196,15.0746666667,18.166,17.3143333333,5.76533333333,7.667
378.35,11.0182222222,19.2957575758,6.032,26.5306666667,10.0533333333,14.9976666667,18.031,17.165,5.649,7.72066666667
378.71,11.1297222222,19.2661515152,6.1375,26.8013333333,10.1536666667,15.2203333333,18.329,17.3976666667,5.84233333333,7.86
379.07,10.9600555556,19.1653939394,5.9325,26.7586666667,9.96333333333,15.1596666667,18.359,17.367,5.59966666667,7.717
379.44,10.9995555556,19.2727272727,6.028,26.864,10.0513333333,15.2696666667,18.573,17.4846666667,5.647,7.76333333333
379.80,10.9890555556,19.3911515152,6.176,26.7823333333,9.999,15.4626666667,18.885,17.696,5.788,7.71433333333
380.16,10.9371111111,19.5442424242,5.9795,26.6736666667,9.85766666667,15.3493333333,18.752,17.5283333333,5.67466666667,7.619
380.52,10.9224444444,19.5632424242,5.9635,26.829,9.78166666667,15.345,18.759,17.5286666667,5.71666666667,7.60233333333
380.88,10.9573333333,19.7162424242,5.943,27.0673333333,9.82866666667,15.3256666667,18.786,17.4893333333,5.66666666667,7.648
381.24,10.9192777778,19.7793333333,5.9705,27.0636666667,9.786,15.3256666667,18.745,17.4463333333,5.70833333333,7.55566666667
381.61,10.9428888889,19.8569090909,6.016,27.1223333333,9.958,15.2653333333,18.657,17.3523333333,5.76333333333,7.553
381.97,11.0507222222,19.9976969697,6.1985,27.193,10.0706666667,15.3616666667,18.793,17.4113333333,5.786,7.58
382.33,11.0922777778,20.1012727273,6.334,27.4703333333,10.256,15.481,18.94,17.6166666667,5.92,7.678
382.69,11.0852222222,20.3149393939,6.236,27.3793333333,10.239,15.3186666667,18.773,17.4233333333,5.818,7.68733333333
383.05,11.2313888889,20.5004545455,6.433,27.4676666667,10.3623333333,15.3403333333,18.69,17.3946666667,5.97566666667,7.83466666667
383.41,11.3622777778,20.5948181818,6.427,27.4226666667,10.3956666667,15.3586666667,18.611,17.3393333333,6.03033333333,7.96833333333
383.77,11.5853888889,20.7497272727,6.5025,27.6506666667,10.6023333333,15.4573333333,18.699,17.4313333333,6.07,8.169
384.14,11.6428888889,20.8785757576,6.6465,27.687,10.6946666667,15.587,18.825,17.5573333333,6.16666666667,8.26366666667
384.50,11.7916666667,21.1089090909,6.6035,27.841,10.8353333333,15.7793333333,19.058,17.726,6.378,8.413
384.86,11.7676111111,21.2256969697,6.632,27.7133333333,10.7593333333,15.866,19.175,17.8256666667,6.40266666667,8.427
385.22,11.7306111111,21.1820909091,6.545,27.6543333333,10.6663333333,15.7953333333,19.112,17.7606666667,6.22533333333,8.27566666667
385.58,11.6974444444,21.174969697,6.5255,27.6476666667,10.568,15.803,19.146,17.7963333333,6.12,8.22833333333
385.94,11.635,21.1265151515,6.4015,27.8116666667,10.5096666667,15.7123333333,19.069,17.7006666667,6.124,8.22366666667
386.30,11.6043333333,21.1768484848,6.3905,27.759,10.4983333333,15.707,19.095,17.6713333333,6.08066666667,8.17133333333
386.66,11.5778333333,21.1094848485,6.321,27.835,10.5146666667,15.6846666667,19.055,17.7233333333,6.10933333333,8.09333333333
387.03,11.4846666667,20.9991818182,6.197,27.834,10.4166666667,15.6303333333,19.081,17.7573333333,6.095,8.09233333333
387.39,11.3497222222,20.9865454545,6.1855,28.0126666667,10.3536666667,15.5053333333,18.985,17.6826666667,5.989,7.919
387.75,11.2495555556,20.9835454545,6.211,28.1916666667,10.3203333333,15.492,18.913,17.659,6.02366666667,7.84233333333
388.11,11.2131666667,20.8865151515,6.212,28.2896666667,10.2726666667,15.4576666667,18.919,17.6396666667,6.00666666667,7.80133333333
388.47,11.1564444444,20.8609090909,6.2485,28.2116666667,10.22,15.355,18.786,17.545,5.79233333333,7.738
388.83,11.1841666667,20.8705151515,6.1845,28.337,10.2863333333,15.3223333333,18.73,17.5093333333,5.79533333333,7.758
389.19,11.1968888889,20.8587878788,6.111,28.465,10.3816666667,15.343,18.765,17.5703333333,5.92066666667,7.797
389.55,11.2459444444,20.8952121212,6.187,28.5623333333,10.5466666667,15.49,18.864,17.6503333333,6.024,7.87066666667
389.91,11.2960555556,21.051969697,6.3085,28.709,10.5736666667,15.6226666667,19.008,17.7883333333,6.04,7.906
390.27,11.3096111111,21.1422424242,6.356,28.8703333333,10.621,15.631,19.009,17.791,6.152,7.959
390.63,11.3992777778,21.3063636364,6.507,28.986,10.6806666667,15.8023333333,19.215,17.885,6.176,8.099
391.00,11.4652777778,21.6650606061,6.6195,29.1213333333,10.8153333333,15.9236666667,19.292,17.954,6.28233333333,8.11766666667
391.36,11.4329444444,21.7207272727,6.5995,29.2023333333,10.7956666667,15.9063333333,19.234,17.9243333333,6.29566666667,8.08133333333
391.72,11.4778333333,21.7603333333,6.598,29.1173333333,10.761,15.9126666667,19.187,17.9096666667,6.34166666667,8.14366666667
392.08,11.4691111111,21.8446060606,6.566,29.243,10.7516666667,15.9073333333,19.151,17.8516666667,6.339,8.15066666667
392.44,11.4166666667,21.8836363636,6.5865,29.37,10.7216666667,15.944,19.166,17.8893333333,6.35966666667,8.10466666667
392.80,11.3921111111,21.9545757576,6.676,29.4433333333,10.7053333333,15.9216666667,19.101,17.8406666667,6.32666666667,8.096
393.16,11.3702777778,21.9673939394,6.671,29.4353333333,10.6346666667,15.9823333333,19.177,17.8726666667,6.25,8.06366666667
393.52,11.2881111111,22.0133636364,6.4585,29.4583333333,10.4563333333,15.857,19.025,17.7673333333,6.10233333333,7.98133333333
393.88,11.3268333333,22.0608484848,6.37,29.4486666667,10.4053333333,15.8116666667,18.981,17.7583333333,6.022,7.94566666667
394.24,11.3478888889,22.0936363636,6.3015,29.4753333333,10.281,15.824,19.028,17.7543333333,5.906,7.93633333333
394.60,11.3608888889,22.1065151515,6.1965,29.638,10.2966666667,15.8403333333,19.055,17.803,5.92166666667,7.90733333333
394.96,11.3585,22.0252424242,6.127,29.673,10.1683333333,15.83,19.126,17.78,5.786,7.85166666667
395.32,11.3067222222,22.0956060606,6.041,29.7656666667,10.2183333333,15.8626666667,19.227,17.875,5.75166666667,7.79566666667
395.68,11.3669444444,22.2321212121,6.1315,29.7666666667,10.2793333333,15.8646666667,19.285,17.8483333333,5.82566666667,7.84766666667
396.04,11.4358333333,22.3091818182,6.2095,29.7943333333,10.3646666667,15.969,19.417,17.9636666667,5.79866666667,7.87833333333
396.40,11.5265,22.5045151515,6.1635,29.8726666667,10.46,16.0973333333,19.606,18.054,5.813,7.99233333333
396.76,11.5240555556,22.5149090909,6.11,29.797,10.448,16.1436666667,19.698,18.1263333333,5.87133333333,7.94933333333
397.12,11.475,22.5749393939,6.121,29.9153333333,10.3866666667,16.0086666667,19.547,17.9756666667,5.817,7.895
397.48,11.5966111111,22.6687878788,6.254,30.093,10.4696666667,16.1733333333,19.827,18.1726666667,5.99166666667,8.00266666667
397.84,11.6522222222,22.7945151515,6.407,30.195,10.5846666667,16.28,19.928,18.2403333333,6.13,8.08766666667
398.20,11.76,22.947030303,6.5335,30.33,10.718,16.3513333333,19.937,18.286,6.30833333333,8.14766666667
398.56,11.7774444444,22.9873030303,6.6745,30.375,10.6933333333,16.3696666667,19.925,18.2766666667,6.35966666667,8.17733333333
398.92,11.8588333333,23.0954242424,6.8895,30.5173333333,10.8916666667,16.4406666667,19.906,18.3386666667,6.50866666667,8.27666666667
399.28,12.0065555556,23.1968787879,7.0025,30.4826666667,11.0086666667,16.5096666667,19.97,18.41,6.62133333333,8.41933333333
399.64,11.9297222222,23.2155454545,6.96,30.5333333333,10.9343333333,16.6013333333,20.107,18.491,6.50966666667,8.315
400.00,11.8312777778,23.2299090909,6.9395,30.7113333333,10.8723333333,16.5183333333,19.997,18.4586666667,6.56933333333,8.26766666667
400.36,11.8855,23.2991515152,7.082,30.773,10.8933333333,16.4963333333,19.981,18.4986666667,6.666,8.287
400.72,12.0625555556,23.4922424242,7.255,31.0113333333,11.0146666667,16.625,20.147,18.642,6.71,8.40433333333
401.08,12.1986666667,23.7003636364,7.3895,31.123,11.2166666667,16.9353333333,20.518,18.9683333333,6.88233333333,8.532
401.44,12.0468888889,23.7146363636,7.3675,31.026,11.1753333333,16.8196666667,20.377,18.8216666667,6.75833333333,8.39866666667
401.80,12.0383888889,23.6992727273,7.3755,31.0113333333,11.2113333333,16.8406666667,20.434,18.8763333333,6.79166666667,8.38
402.16,12.0356111111,23.7772727273,7.335,31.0126666667,11.156,16.897,20.55,18.9446666667,6.689,8.409
402.52,11.9928888889,23.8366666667,7.2505,31.0546666667,11.1343333333,16.9453333333,20.654,19.0286666667,6.68633333333,8.35466666667
402.88,11.8876111111,23.8343333333,7.0535,31.086,11.0173333333,16.8766666667,20.614,18.9773333333,6.59066666667,8.26133333333
403.24,11.7961666667,23.8023636364,7.063,31.112,11.003,16.8556666667,20.553,18.8956666667,6.60866666667,8.20166666667
403.60,11.7554444444,23.8421515152,7.0805,31.32,10.9706666667,16.8083333333,20.502,18.8766666667,6.56633333333,8.191
403.95,11.818,23.9274545455,7.0795,31.2686666667,11.094,16.9193333333,20.697,18.996,6.523,8.20433333333
404.31,11.6293888889,23.8597272727,6.9835,31.249,11.0273333333,16.7826666667,20.523,18.829,6.43166666667,8.10866666667
404.67,11.563,23.9292727273,6.9215,31.335,10.991,16.729,20.457,18.7576666667,6.38633333333,8.07433333333
405.03,11.5032222222,23.9456969697,6.9,31.4223333333,10.953,16.54,20.216,18.5906666667,6.281,8.039
405.39,11.5938888889,24.0619393939,6.9055,31.5353333333,10.964,16.624,20.301,18.674,6.28833333333,8.07033333333
405.75,11.5813333333,24.1795454545,6.9065,31.646,10.947,16.6163333333,20.273,18.645,6.25266666667,8.10833333333
406.11,11.5098888889,24.1793333333,6.9095,31.6663333333,10.9573333333,16.5063333333,20.181,18.565,6.23366666667,8.02966666667
406.47,11.5276111111,24.2830909091,6.969,31.7833333333,11.0106666667,16.521,20.183,18.589,6.22166666667,8.07466666667
406.83,11.5780555556,24.3200606061,6.979,31.799,11.0506666667,16.5393333333,20.219,18.6216666667,6.25433333333,8.086
407.19,11.5621111111,24.388030303,6.903,31.8163333333,10.8983333333,16.4513333333,20.158,18.576,6.15133333333,8.05166666667
407.55,11.6260555556,24.4033333333,6.847,31.8376666667,10.9066666667,16.474,20.245,18.6413333333,6.13533333333,8.01633333333
407.90,11.5632222222,24.3773333333,6.7515,31.8203333333,10.8016666667,16.3493333333,20.102,18.5066666667,6.06566666667,7.99933333333
408.26,11.6665555556,24.4253636364,6.718,31.9093333333,10.7286666667,16.401,20.217,18.5556666667,6.05966666667,8.00566666667
408.62,11.6153888889,24.3816363636,6.7475,31.847,10.7543333333,16.386,20.222,18.5486666667,6.05033333333,7.96466666667
408.98,11.627,24.4036363636,6.699,31.7783333333,10.7386666667,16.4543333333,20.351,18.6393333333,6.05833333333,7.98
409.34,11.6266111111,24.4069393939,6.733,31.8086666667,10.791,16.5293333333,20.466,18.7333333333,6.08966666667,7.984
409.70,11.5881666667,24.3402121212,6.6745,31.856,10.7616666667,16.5253333333,20.484,18.7273333333,6.02333333333,7.92933333333
410.06,11.5944444444,24.3109393939,6.6535,31.8996666667,10.7313333333,16.571,20.521,18.759,6.03366666667,7.93466666667
410.42,11.5483333333,24.3247575758,6.591,31.7846666667,10.665,16.4713333333,20.439,18.673,5.94466666667,7.89666666667
410.77,11.609,24.393969697,6.6435,31.8936666667,10.753,16.5156666667,20.492,18.728,5.95633333333,7.94566666667
411.13,11.6737777778,24.4762727273,6.6645,31.893,10.9183333333,16.624,20.601,18.8453333333,6.01833333333,7.99466666667
411.49,11.715,24.5644242424,6.7625,32.0013333333,11.0106666667,16.6193333333,20.532,18.8296666667,6.132,8.08833333333
411.85,11.7778888889,24.7006666667,6.8655,32.0753333333,11.0196666667,16.6726666667,20.55,18.86,6.23533333333,8.101
412.21,11.8459444444,24.8723030303,6.9545,32.238,11.1403333333,16.723,20.569,18.9293333333,6.32333333333,8.19133333333
412.57,11.9266666667,24.9692727273,6.927,32.4083333333,11.1426666667,16.838,20.717,19.0506666667,6.368,8.30233333333
412.92,11.8756111111,25.0647575758,6.9945,32.442,11.127,16.84,20.691,18.965,6.32533333333,8.251
413.28,11.9272222222,25.176969697,7.0685,32.5476666667,11.1776666667,16.848,20.7,18.981,6.39966666667,8.31066666667
413.64,11.9195,25.3177575758,7.139,32.5863333333,11.1703333333,16.831,20.633,18.931,6.47,8.31233333333
414.00,11.9031666667,25.4434242424,7.147,32.6913333333,11.144,16.902,20.739,18.976,6.438,8.298
414.36,11.9383888889,25.5405757576,7.198,32.7653333333,11.2046666667,17.005,20.895,19.1093333333,6.47066666667,8.312
414.72,11.8497777778,25.5651212121,7.1805,32.6576666667,11.088,16.9826666667,20.89,19.0316666667,6.37733333333,8.22466666667
415.07,11.8163888889,25.6648181818,7.2035,32.924,11.0213333333,17.064,21.022,19.0976666667,6.31733333333,8.19
415.43,11.8122777778,25.7225757576,7.1555,32.9006666667,11.0473333333,17.1416666667,21.126,19.164,6.30833333333,8.24766666667
415.79,11.8037222222,25.7444848485,7.13,32.933,11.0533333333,17.1743333333,21.18,19.1973333333,6.26166666667,8.25033333333
416.15,11.7554444444,25.7975454545,7.0995,32.8543333333,11.064,17.2003333333,21.226,19.2393333333,6.27733333333,8.21933333333
416.51,11.7076111111,25.8058484848,7.129,32.922,11.0753333333,17.1366666667,21.146,19.189,6.20333333333,8.12366666667
416.86,11.7920555556,25.8396363636,7.126,33.064,11.0713333333,17.1123333333,21.122,19.208,6.24566666667,8.227
417.22,11.7421666667,25.8487878788,7.113,33.0793333333,11.0413333333,17.0596666667,21.049,19.1356666667,6.22466666667,8.18566666667
417.58,11.7472222222,25.8872727273,7.033,33.169,11.0486666667,17.0693333333,21.109,19.1926666667,6.22733333333,8.18766666667
417.94,11.7616111111,25.9659393939,7.061,33.218,11.0776666667,17.062,21.045,19.188,6.27966666667,8.17933333333
418.29,11.821,26.0724242424,7.0905,33.311,11.1313333333,17.1103333333,21.063,19.189,6.36333333333,8.22133333333
418.65,11.9138333333,26.2173030303,7.1545,33.503,11.2066666667,17.2416666667,21.198,19.3336666667,6.47766666667,8.313
419.01,11.972,26.2175151515,7.217,33.5803333333,11.246,17.2813333333,21.231,19.362,6.552,8.38033333333
419.37,11.9565,26.2343333333,7.2155,33.5876666667,11.2076666667,17.236,21.208,19.3393333333,6.54933333333,8.31666666667
419.73,11.9986111111,26.2787575758,7.2545,33.689,11.247,17.3033333333,21.287,19.393,6.61033333333,8.316
420.08,12.0201666667,26.2807575758,7.2745,33.7156666667,11.2653333333,17.336,21.328,19.4073333333,6.592,8.31733333333
420.44,12.0291111111,26.3263636364,7.277,33.7336666667,11.259,17.3563333333,21.346,19.402,6.66433333333,8.347
420.80,12.0224444444,26.3764848485,7.269,33.7396666667,11.2953333333,17.444,21.459,19.4746666667,6.65266666667,8.30566666667
421.16,12.0237777778,26.4002121212,7.2745,33.749,11.296,17.4306666667,21.448,19.4833333333,6.64833333333,8.319
421.51,12.0722222222,26.4808787879,7.322,33.8186666667,11.3306666667,17.5146666667,21.531,19.5566666667,6.70966666667,8.36966666667
421.87,12.0636111111,26.5242424242,7.324,33.8323333333,11.34,17.518,21.566,19.5643333333,6.73133333333,8.376
422.23,12.039,26.5333636364,7.2905,33.8636666667,11.3056666667,17.4993333333,21.534,19.545,6.70666666667,8.358
422.58,12.0266111111,26.5851515152,7.274,33.904,11.328,17.488,21.527,19.513,6.70666666667,8.345
422.94,12.0210555556,26.7010909091,7.2545,33.924,11.338,17.4783333333,21.546,19.525,6.711,8.33466666667
423.30,12.0421111111,26.8326666667,7.2865,34.035,11.3986666667,17.5376666667,21.592,19.5586666667,6.725,8.36333333333
423.66,12.0418888889,26.9207878788,7.2565,34.0646666667,11.4,17.5326666667,21.62,19.5673333333,6.71,8.41033333333
424.01,12.0261666667,26.9844848485,7.256,34.1363333333,11.4013333333,17.528,21.624,19.562,6.69433333333,8.40566666667
424.37,12.0476111111,27.0796363636,7.272,34.1636666667,11.4116666667,17.5533333333,21.654,19.5856666667,6.694,8.424
424.73,12.1095,27.1594545455,7.3315,34.2733333333,11.4363333333,17.5556666667,21.645,19.5873333333,6.77033333333,8.481
425.08,12.1547777778,27.2634545455,7.321,34.372,11.472,17.6073333333,21.707,19.623,6.78866666667,8.525
425.44,12.1736666667,27.3074242424,7.355,34.412,11.4793333333,17.6056666667,21.708,19.6036666667,6.75933333333,8.519
425.80,12.2311111111,27.357,7.3605,34.527,11.4856666667,17.6676666667,21.791,19.6626666667,6.756,8.57233333333
426.16,12.2239444444,27.3938484848,7.3925,34.5766666667,11.521,17.6983333333,21.843,19.669,6.77733333333,8.56566666667
426.51,12.2177222222,27.4442727273,7.4025,34.626,11.4726666667,17.6776666667,21.845,19.683,6.77266666667,8.58166666667
426.87,12.239,27.4988787879,7.4085,34.644,11.4606666667,17.72,21.863,19.6953333333,6.76666666667,8.59833333333
427.23,12.2628888889,27.5267878788,7.4025,34.623,11.4316666667,17.7093333333,21.85,19.6806666667,6.769,8.63133333333
427.58,12.1897777778,27.559969697,7.417,34.6293333333,11.4003333333,17.6686666667,21.792,19.635,6.74566666667,8.55333333333
427.94,12.2186666667,27.6238787879,7.4305,34.708,11.3723333333,17.6873333333,21.798,19.6596666667,6.76866666667,8.54633333333
428.30,12.1876111111,27.6165757576,7.392,34.8036666667,11.3636666667,17.7026666667,21.861,19.68,6.742,8.49333333333
428.65,12.0683333333,27.6473030303,7.353,34.796,11.3126666667,17.6856666667,21.844,19.664,6.67066666667,8.39033333333
429.01,12.0395,27.7108787879,7.4325,34.9106666667,11.2953333333,17.705,21.884,19.7046666667,6.66366666667,8.32233333333
429.37,11.9968888889,27.7533636364,7.433,34.9446666667,11.3016666667,17.698,21.886,19.7293333333,6.687,8.26533333333
429.72,11.9703333333,27.8354545455,7.47,34.952,11.338,17.716,21.908,19.745,6.682,8.22933333333
430.08,11.9987777778,27.8748484848,7.45,34.985,11.28,17.738,21.986,19.8523333333,6.68166666667,8.27833333333
430.44,12.0416111111,27.9034242424,7.486,35.023,11.317,17.7466666667,21.98,19.844,6.67633333333,8.268
430.79,12.0048333333,27.9417575758,7.513,35.086,11.316,17.7143333333,21.957,19.8126666667,6.663,8.26066666667
431.15,11.9721666667,27.9854848485,7.5335,35.2206666667,11.3263333333,17.7256666667,22.007,19.845,6.67966666667,8.23066666667
431.50,12.0787222222,28.095030303,7.6155,35.3946666667,11.384,17.8586666667,22.171,19.9893333333,6.73433333333,8.30766666667
431.86,12.1189444444,28.1935454545,7.623,35.529,11.4543333333,17.9016666667,22.237,20.0376666667,6.748,8.35066666667
432.22,12.1144444444,28.2596666667,7.652,35.519,11.4483333333,17.8723333333,22.168,19.998,6.75566666667,8.37
432.57,12.183,28.2942424242,7.663,35.5633333333,11.501,17.87,22.151,19.99,6.797,8.46733333333
432.93,12.2242222222,28.3214848485,7.662,35.56,11.517,17.9346666667,22.199,20.0103333333,6.84466666667,8.54
433.29,12.2016666667,28.3085757576,7.6365,35.486,11.466,17.928,22.185,19.9493333333,6.78766666667,8.54866666667
433.64,12.2557777778,28.3883636364,7.7065,35.5646666667,11.512,17.965,22.209,19.9753333333,6.87333333333,8.614
434.00,12.2341111111,28.4515151515,7.7475,35.5786666667,11.504,17.9066666667,22.093,19.8643333333,6.876,8.57733333333
434.35,12.21,28.4549393939,7.7445,35.564,11.4883333333,17.9446666667,22.153,19.887,6.88333333333,8.58166666667
434.71,12.2473333333,28.4867575758,7.782,35.5803333333,11.492,17.9533333333,22.159,19.8853333333,6.91866666667,8.60933333333
435.07,12.3477222222,28.6052121212,7.847,35.6606666667,11.5393333333,18.057,22.283,19.9793333333,6.97733333333,8.697
435.42,12.3746666667,28.689,7.8895,35.669,11.5636666667,18.0663333333,22.252,19.9686666667,7.044,8.754
435.78,12.3782222222,28.7135151515,7.9125,35.6263333333,11.558,18.106,22.292,19.9876666667,7.08766666667,8.75933333333
436.13,12.4382222222,28.8615454545,7.9825,35.744,11.6193333333,18.1963333333,22.399,20.074,7.12266666667,8.80633333333
436.49,12.4337777778,28.9076060606,7.991,35.7933333333,11.624,18.2323333333,22.477,20.1296666667,7.153,8.759
436.84,12.4190555556,28.9666969697,7.966,35.7993333333,11.5823333333,18.2253333333,22.507,20.1396666667,7.10333333333,8.74533333333
437.20,12.4860555556,29.1314242424,8.0325,36.0126666667,11.6233333333,18.244,22.567,20.2233333333,7.14666666667,8.78966666667
437.56,12.4487222222,29.1941818182,7.966,36.057,11.62,18.224,22.555,20.2173333333,7.08033333333,8.74666666667
437.91,12.5266666667,29.3085757576,7.995,36.1513333333,11.719,18.3303333333,22.683,20.3316666667,7.14033333333,8.799
438.27,12.5523333333,29.3887272727,8.013,36.3,11.7586666667,18.359,22.675,20.364,7.16333333333,8.83233333333
438.62,12.5171666667,29.4229393939,7.986,36.3776666667,11.7816666667,18.3853333333,22.715,20.401,7.14266666667,8.778
438.98,12.4600555556,29.3931212121,7.965,36.369,11.7926666667,18.333,22.62,20.3403333333,7.12733333333,8.731
439.33,12.4448888889,29.4244848485,7.908,36.4806666667,11.7643333333,18.3106666667,22.587,20.2963333333,7.095,8.71733333333
439.69,12.4568333333,29.4824848485,7.927,36.601,11.7413333333,18.3063333333,22.573,20.2956666667,7.08766666667,8.70666666667
440.04,12.4647777778,29.4427272727,7.9315,36.602,11.7613333333,18.3173333333,22.589,20.3166666667,7.12866666667,8.732
440.40,12.4587222222,29.4554848485,7.9645,36.6226666667,11.749,18.311,22.56,20.2876666667,7.13766666667,8.763
