wavelength,Back_TanNivm,Belly_TanNivm,Breast_TanNivm,Crissum_TanNivm,Crown_TanNivm,DorTail_TanNivm,Patch10_TanNivm,Patch11_TanNivm,Patch12_TanNivm,Rump_TanNivm,Throat_TanNivm,WingTip_TanNivm
377.26,4.76046666667,26.2585333333,11.3853333333,14.2204666667,7.96413333333,5.06932063492,7.51693333333,8.8008,5.32526666667,13.9344666667,8.99779999999,6.22523666667
377.63,4.81473333333,26.3739333333,11.4781333333,14.3376666667,8.03046666667,5.11496825397,7.56913333333,8.89499999999,5.41253333333,14.0050666667,9.0556,6.242715
377.99,4.80633333333,26.4648,11.525,14.3986666667,8.0524,5.10864126984,7.54866666667,8.93986666668,5.42066666667,14.05,9.10026666669,6.25038333333
378.35,4.8808,26.6131333333,11.5668,14.476,8.1352,5.18790793651,7.622,9.04806666667,5.48193333333,14.1654666667,9.16333333333,6.32670333333
378.71,4.9436,26.8024666667,11.6742,14.5653333334,8.24933333333,5.25725714286,7.6724,9.13746666667,5.52846666667,14.2469333333,9.26900000001,6.39275666667
379.07,4.955,26.941,11.7456,14.6600666667,8.34526666667,5.28534920635,7.7076,9.21853333333,5.55566666667,14.3272,9.30986666666,6.40381833333
379.44,4.9008,26.9339333333,11.7122666667,14.6582666667,8.35973333333,5.28170793651,7.66013333333,9.19673333333,5.49426666667,14.2912,9.26706666666,6.33747833333
379.80,4.9734,27.0928,11.8449333334,14.8084666667,8.46026666667,5.39723174603,7.7712,9.33900000001,5.56366666667,14.4166666667,9.35839999999,6.411535
380.16,5.0334,27.2732666667,11.9988666667,14.9489333333,8.61813333333,5.48711428571,7.82086666667,9.44540000001,5.63713333333,14.5395333333,9.48146666667,6.490205
380.52,4.99206666667,27.3735333333,12.0609333333,14.99,8.69013333334,5.45759047619,7.77466666667,9.5018,5.61006666667,14.5518,9.50066666667,6.50627166667
380.88,5.02633333333,27.509,12.1423333333,15.0954,8.78126666666,5.49445714286,7.79886666667,9.58186666667,5.65553333333,14.6372666667,9.56606666667,6.52842833333
381.24,4.98746666667,27.5755333333,12.1702,15.1124666667,8.82580000001,5.52616825397,7.75146666666,9.58766666667,5.61993333334,14.6515333333,9.5464,6.53916166667
381.61,5.01933333333,27.7242,12.2387333333,15.2032666667,8.95860000001,5.59287619047,7.7966,9.64686666666,5.6478,14.7641333333,9.60366666666,6.65057
381.97,4.97286666666,27.8721333333,12.2800666667,15.2426666667,8.99659999999,5.55558095238,7.7724,9.65400000001,5.61233333333,14.8197333333,9.59820000001,6.62309666667
382.33,4.893,27.9228,12.278,15.2324666667,8.9594,5.49211428571,7.68426666667,9.60139999999,5.5278,14.798,9.53460000001,6.51813333333
382.69,4.82826666667,27.9084666667,12.2442666667,15.2229333333,8.93553333333,5.44495238095,7.63286666667,9.5708,5.49246666667,14.8063333333,9.46859999998,6.43131833333
383.05,4.80733333333,27.9206,12.232,15.2302,8.93173333334,5.40202857143,7.5856,9.55366666667,5.4624,14.8339333333,9.43006666667,6.39351166667
383.41,4.8434,28.0318,12.3368666667,15.2884666667,8.99166666667,5.41066349207,7.629,9.63293333333,5.50806666667,14.9260666666,9.47506666665,6.438445
383.77,4.7766,28.0128666667,12.327,15.2335333334,8.94393333334,5.31126666667,7.53453333333,9.54399999999,5.41633333333,14.9074666667,9.41286666667,6.37253333333
384.14,4.76386666667,28.0773333333,12.3078666667,15.2191333333,8.92806666666,5.29397142858,7.49393333333,9.53573333333,5.39666666667,14.9337333333,9.40506666667,6.32451
384.50,4.7664,28.1174666667,12.3240666667,15.2556,8.94726666667,5.28887301587,7.5132,9.5448,5.38113333333,15.0218666667,9.3942,6.289065
384.86,4.82793333333,28.1276666666,12.3904,15.2873333333,8.98293333334,5.31247936508,7.53706666667,9.59253333335,5.4304,15.0903333333,9.44666666665,6.32263666667
385.22,4.93886666666,28.3271333333,12.5333333333,15.4224666667,9.12153333333,5.38444444445,7.63053333333,9.72686666666,5.52946666667,15.2596,9.60760000001,6.39864166667
385.58,4.96573333333,28.4488666667,12.652,15.4687333333,9.17146666667,5.39365079365,7.64293333333,9.81219999999,5.54093333333,15.3288666667,9.69680000001,6.41137
385.94,5.02346666667,28.5282,12.7339333333,15.5436,9.24826666667,5.4473015873,7.68866666667,9.86086666668,5.59106666666,15.4006,9.74239999999,6.491595
386.30,5.09566666667,28.7066,12.8539333333,15.677,9.3802,5.51209523809,7.75706666667,9.96580000001,5.66433333333,15.5139333333,9.86059999999,6.60775166667
386.66,5.09966666667,28.7845333333,12.9306666667,15.7349333333,9.43179999999,5.5165015873,7.74426666667,9.98520000001,5.6488,15.5684666667,9.881,6.63611
387.03,5.1108,28.9326,12.9957333333,15.7907333333,9.50586666668,5.54952698413,7.73973333333,10.0027333333,5.6422,15.6235333333,9.95446666667,6.65461833333
387.39,5.122,29.0683333333,13.0386666667,15.8543333333,9.5596,5.56606984127,7.7,10.0183333333,5.63493333333,15.6753333334,9.98873333333,6.670465
387.75,5.17726666667,29.2352,13.1414,15.9742,9.69606666667,5.63573968254,7.7466,10.1128,5.69593333333,15.7797333333,10.083,6.697755
388.11,5.16726666667,29.2879333333,13.1854,15.9868666667,9.74453333334,5.61011746032,7.76206666667,10.1096,5.6762,15.8258666666,10.0624,6.68147666667
388.47,5.2066,29.444,13.3007333333,16.0792666667,9.83633333335,5.64821904762,7.7922,10.1644666667,5.73713333333,15.9437333334,10.1298666667,6.73661333333
388.83,5.1448,29.5717333333,13.3114,16.0981333333,9.85473333335,5.62750476191,7.75106666667,10.1563333333,5.6772,15.9634666667,10.1218666667,6.713605
389.19,5.10746666667,29.6334,13.352,16.1291333333,9.87806666667,5.6101968254,7.72513333333,10.1618,5.6446,15.9804,10.1048,6.71293
389.55,5.07686666667,29.6959333333,13.3237333333,16.152,9.8894,5.57603174603,7.68906666667,10.1129333333,5.61893333333,16.025,10.0598,6.64901666666
389.91,5.02706666667,29.817,13.3698,16.196,9.91693333335,5.55506984127,7.67106666667,10.1191333333,5.57213333333,16.1059333333,10.0534,6.59023166667
390.27,5.0066,29.8818,13.456,16.222,9.9598,5.53732698413,7.6582,10.1405333333,5.559,16.1796,10.0736666667,6.54095
390.63,5.08773333333,30.1076,13.603,16.3454,10.125,5.60193015873,7.75053333333,10.2573333333,5.6602,16.3466,10.1902666667,6.60215833333
391.00,5.114,30.1827333333,13.7064666667,16.4215333333,10.2248666667,5.61836190476,7.78753333333,10.3238666667,5.69646666667,16.4581333333,10.2290666667,6.64595666667
391.36,5.11266666667,30.2296,13.7734,16.4426,10.286,5.61137142857,7.79113333333,10.3502,5.70093333333,16.5174,10.2629333334,6.625095
391.72,5.07626666667,30.2769333333,13.858,16.4586,10.3286,5.57118095238,7.78493333333,10.3702,5.6764,16.5760666667,10.2787333333,6.62123
392.08,5.10713333333,30.4575333333,13.9841333333,16.5596666667,10.442,5.61526031746,7.83813333333,10.4650666667,5.72513333333,16.7026666667,10.3878,6.66992833333
392.44,5.1186,30.5978,14.0864666667,16.6029333333,10.5216,5.61635873016,7.83933333333,10.549,5.73326666667,16.7737333333,10.4288666666,6.67041
392.80,5.133,30.6864,14.2008666667,16.6890666667,10.6202666666,5.61371428571,7.8578,10.5986666667,5.726,16.8947333333,10.4631333333,6.67268666667
393.16,5.098,30.7759333333,14.2452666666,16.681,10.6503333333,5.58072380953,7.81273333333,10.5947333333,5.69386666667,16.9477333333,10.4698666667,6.59762833333
393.52,5.10453333333,30.7948666667,14.3221333333,16.6782666667,10.7187333333,5.57055238095,7.80833333333,10.6414,5.69253333333,16.9901333333,10.5066,6.59854333333
393.88,5.16886666667,30.8617333333,14.4035333333,16.7129333333,10.8331333334,5.60197777778,7.83046666667,10.7147333333,5.7416,17.0557333333,10.5818666667,6.643745
394.24,5.19386666667,30.9284666667,14.4465333333,16.7148,10.9016666667,5.60887301587,7.82426666667,10.7391333333,5.74206666667,17.1086666667,10.6018,6.65761333333
394.60,5.12606666667,30.9381333333,14.4614,16.7187333333,10.9133333333,5.54982222222,7.76646666667,10.7117333333,5.65933333333,17.1153333333,10.5989333333,6.613325
394.96,5.1202,31.0029333333,14.5418666667,16.7053333333,10.9543333333,5.53948888889,7.75553333333,10.7196,5.64953333333,17.1742666667,10.6105333333,6.59377666667
395.32,5.1308,31.1193333333,14.6755333333,16.7832666667,11.0319333333,5.56152380953,7.79253333333,10.7718,5.6552,17.3006666667,10.6355333333,6.60300166667
395.68,5.14446666667,31.1857333333,14.7212666667,16.8072,11.0962666667,5.58046984127,7.79813333333,10.8035333333,5.66766666667,17.3666666667,10.6668,6.617605
396.04,5.10826666667,31.1581333333,14.7507333333,16.7986,11.1240666667,5.51645079366,7.7164,10.7724666667,5.61686666667,17.3965333333,10.6382,6.56365833333
396.40,5.1188,31.1879333333,14.82,16.8176,11.1941333333,5.53916825397,7.725,10.7842666667,5.62393333333,17.4562,10.6922666667,6.584815
396.76,5.13566666667,31.2966666667,14.9174,16.8454,11.2726,5.53664761905,7.7098,10.8291333333,5.641,17.5363333333,10.7418,6.58849666667
397.12,5.17273333333,31.4116,15.0596666667,16.9574,11.4295333333,5.57528571429,7.78953333333,10.9318,5.67706666667,17.7023333333,10.8528,6.67286833333
397.48,5.21386666667,31.6358666667,15.2362666667,17.1000666667,11.5656666667,5.62464761905,7.85546666667,11.0400666667,5.72626666667,17.8816666667,10.9676666667,6.73785
397.84,5.1878,31.7632,15.3864,17.1642,11.6614,5.61786666667,7.85726666667,11.0938666667,5.72133333333,17.9939333333,11.0158666667,6.74089166667
398.20,5.1418,31.8558666667,15.4786,17.237,11.7341333333,5.60155873016,7.85946666667,11.1070666667,5.71433333333,18.0679333333,11.044,6.71735333333
398.56,5.18106666667,31.9929333333,15.628,17.3001333333,11.8450666667,5.65318095238,7.91466666667,11.2196,5.77166666667,18.211,11.1207333333,6.74940333333
398.92,5.18033333333,32.1234666667,15.7778,17.3798666667,11.9597333334,5.66626349207,7.93193333333,11.2928,5.78466666667,18.3198666667,11.1847333333,6.72668166667
399.28,5.19613333333,32.1855333333,15.8158,17.3612,12.0296,5.66760634921,7.92693333333,11.3153333333,5.79966666667,18.3769333333,11.2344666667,6.726245
399.64,5.19573333333,32.2706666667,15.9262,17.3973333333,12.1225333333,5.66375873016,7.905,11.355,5.785,18.491,11.2654,6.70407666667
