wavelength,Back_IriPulm,Belly_IriPulm,Breast_IriPulm,Crissum_IriPulm,Crown_IriPulm,DorTail_IriPulm,Patch10_IriPulm,Patch11_IriPulm,Rump_IriPulm,Throat_IriPulm,WingTip_IriPulm
552.72,4.87653333333,50.2408666667,33.3664666667,44.8759333333,4.13633333333,6.2419,17.5835333333,27.6577333333,35.7201333334,6.88946666667,6.8996
553.06,4.92346666667,50.3064,33.4624,44.9408666667,4.18913333333,6.2839,17.5470666667,27.7451333333,35.7927333333,6.94686666667,6.94666666666
553.40,4.95993333333,50.4090666667,33.5457333333,45.021,4.22413333333,6.31856666667,17.5445333333,27.8490666667,35.8754666667,6.97606666667,6.97933333334
553.74,4.95913333333,50.4224,33.5746666667,45.0376666667,4.2338,6.33133333333,17.4966666667,27.8704,35.8936666667,6.9816,7.00100000001
554.09,4.9718,50.3874666667,33.583,45.0297333333,4.25606666667,6.34316666667,17.4308666667,27.8958666667,35.8794666667,6.99553333333,7.01526666667
554.43,4.98346666667,50.4181333333,33.6244,45.0590666667,4.2616,6.3447,17.3868,27.9544666667,35.88,7.00173333333,7.01646666666
554.77,4.96446666667,50.4142,33.6032,45.0588666667,4.2506,6.32443333333,17.2892666667,27.9752666667,35.875,6.98193333333,7.00913333333
555.11,4.947,50.3729333333,33.5953333333,45.0544,4.2408,6.30393333333,17.2070666667,28.0097333333,35.8640666666,6.96066666667,7.0004
555.45,4.9822,50.4784,33.679,45.179,4.27113333333,6.3316,17.1925333333,28.1224,35.9497333333,6.99493333333,7.05566666667
555.80,5.00713333333,50.5361333333,33.7131333333,45.2488666667,4.2922,6.35216666667,17.1567333333,28.1900666667,35.9792666667,7.02073333333,7.08893333333
556.14,5.02833333333,50.5343333333,33.7283333333,45.2648666667,4.30286666667,6.37416666667,17.1146666667,28.2347333333,35.9821333333,7.05633333333,7.10759999999
556.48,5.0558,50.5792,33.7538666667,45.3182666667,4.3404,6.4308,17.0816666667,28.3058666666,36.0099333333,7.08686666667,7.13313333333
556.82,5.02346666667,50.5487333333,33.7285333333,45.3322666667,4.30133333333,6.40336666667,16.986,28.2963333333,35.9700666667,7.05246666667,7.10193333333
557.16,5.02413333333,50.4924666667,33.7078,45.3152,4.29513333334,6.40583333333,16.914,28.3007333333,35.9363333333,7.0452,7.10006666666
557.50,5.01873333333,50.5062666667,33.7215333334,45.3300666667,4.27946666667,6.38386666667,16.8272,28.3459333333,35.9296,7.03066666667,7.07413333333
557.85,5.05986666667,50.5551333333,33.7544,45.3781333333,4.30653333333,6.40513333333,16.8166,28.4110666666,35.9762,7.06313333333,7.11740000001
558.19,5.05293333333,50.5250666666,33.7608,45.367,4.31886666667,6.40496666667,16.7466666667,28.4287333333,35.9752666667,7.0516,7.12753333333
558.53,5.06866666667,50.6057333333,33.8272666667,45.4147333333,4.3508,6.44073333333,16.7427333333,28.5001333334,36.0522,7.08766666667,7.17133333334
558.87,5.09686666667,50.7181333333,33.9207333333,45.4994666667,4.38866666666,6.49513333333,16.7333333333,28.574,36.1370666667,7.11713333333,7.19686666666
559.21,5.0984,50.7156666667,33.9429333333,45.517,4.39313333333,6.5179,16.6844,28.6203333333,36.16,7.12666666667,7.20393333333
559.55,5.0996,50.7086666667,33.9718,45.4930666667,4.40133333333,6.5156,16.645,28.6871333333,36.1756666667,7.12286666667,7.20986666667
559.89,5.09286666667,50.7026666667,34.0105333333,45.5008,4.41213333333,6.51813333333,16.5835333333,28.7172,36.1750666667,7.1086,7.21339999999
560.23,5.0428,50.6379333333,33.9922,45.4439333333,4.36293333333,6.4674,16.4862,28.7022666666,36.1388666667,7.071,7.17160000001
560.58,5.0226,50.6459333333,33.9938,45.4182,4.34233333333,6.4532,16.4352666667,28.7307333333,36.1272,7.052,7.16713333334
560.92,4.9958,50.7020666667,34.0163333333,45.4710666667,4.33246666667,6.4521,16.3758666667,28.7675333333,36.1505333333,7.0538,7.16713333334
561.26,5.03666666667,50.7193333333,34.0654,45.5122666667,4.377,6.50273333333,16.3611333333,28.8238666667,36.1898,7.1028,7.21100000001
561.60,5.00066666667,50.7013333333,34.0704666667,45.5046,4.34646666667,6.49013333333,16.2686,28.8418,36.1773333333,7.07306666667,7.18466666666
561.94,5.0214,50.7655333333,34.0815333333,45.534,4.3474,6.51413333333,16.2272,28.9208,36.1972666667,7.0804,7.20166666667
562.28,5.0048,50.6846,34.0341333333,45.5085333333,4.33086666667,6.49126666667,16.1284,28.9166666667,36.1198666667,7.05786666666,7.17473333334
562.62,4.97753333333,50.639,33.9752,45.4564666667,4.28426666667,6.4449,16.0315333333,28.8858,36.0368666667,7.0236,7.14006666666
562.96,4.92006666667,50.5140666667,33.8905333333,45.3374666667,4.22713333333,6.3798,15.9034,28.7960666667,35.9188666667,6.96033333334,7.07206666667
563.30,4.88833333333,50.5170666667,33.8994666667,45.3836,4.2048,6.3662,15.8306,28.7776666667,35.9014666667,6.95186666667,7.06546666667
563.64,4.86966666667,50.5032666667,33.8838666667,45.3580666667,4.1728,6.33116666667,15.7666,28.7871333333,35.8967333333,6.92926666666,7.04379999999
563.99,4.86133333333,50.5026666667,33.8843333333,45.3466666667,4.1544,6.3131,15.6939333333,28.8202,35.847,6.9064,7.0454
564.33,4.88866666667,50.4664,33.8884666667,45.3178,4.1638,6.32603333333,15.6496666667,28.8394666667,35.8233333333,6.92593333333,7.06560000001
564.67,4.9022,50.4218666667,33.8908666667,45.2708666667,4.1694,6.3246,15.6087333333,28.8432666667,35.7894,6.9224,7.07526666667
565.01,4.838,50.3704,33.8602,45.2166666667,4.1034,6.2676,15.5024,28.8143333333,35.7237333333,6.862,7.04013333333
565.35,4.8156,50.3394,33.8618666667,45.1926666667,4.07566666667,6.2522,15.4478666667,28.8118,35.6776666667,6.84913333333,7.01080000001
565.69,4.76133333333,50.2699333333,33.851,45.1625333333,4.0356,6.21133333333,15.364,28.7771333333,35.6168666667,6.82433333333,6.95706666666
566.03,4.7718,50.2775333333,33.8702666666,45.1778,4.03633333333,6.22953333333,15.3429333333,28.8321333333,35.6315333334,6.83733333333,6.96513333333
566.37,4.7908,50.2850666667,33.9114666667,45.2276,4.06673333333,6.25203333333,15.3234666667,28.8963333333,35.6826,6.85766666667,6.9904
566.71,4.82706666667,50.2839333333,33.9309333333,45.222,4.0976,6.27813333333,15.3082,28.9644,35.6856,6.88486666666,7.03106666667
567.05,4.84666666667,50.2806,33.9404666667,45.1898666667,4.10746666667,6.29676666667,15.2803333333,29.0042666667,35.6780666667,6.88793333333,7.03806666667
567.39,4.83073333333,50.3056666667,33.9523333333,45.2258,4.1056,6.29833333333,15.2297333333,29.0351333333,35.6618,6.88446666667,7.03773333333
567.73,4.83646666667,50.3028666667,33.9550666667,45.2438666667,4.1268,6.31453333333,15.2153333333,29.0612,35.6756,6.9074,7.04493333333
568.07,4.84386666667,50.306,33.9544666667,45.2654666667,4.14666666667,6.3385,15.1856,29.1121333333,35.6837333333,6.92686666667,7.05273333334
568.41,4.86786666667,50.3094666667,33.9671333333,45.2753333333,4.1554,6.34693333333,15.1442,29.1705333333,35.6875333333,6.94566666667,7.06393333333
568.75,4.86906666667,50.3166,33.9532,45.2762666667,4.15926666667,6.34966666667,15.1112666667,29.1947333333,35.678,6.9498,7.06946666666
569.09,4.8874,50.2884666666,33.9421333333,45.2581333334,4.18506666667,6.37346666667,15.0760666667,29.2352666667,35.6592666667,6.96393333333,7.10233333333
569.43,4.9342,50.3136,33.9571333333,45.2668,4.233,6.42216666666,15.0765333333,29.2974,35.677,6.99546666667,7.15653333333
569.77,4.93453333333,50.3149333333,33.9608,45.2612,4.23106666667,6.4055,15.0274666667,29.3023333333,35.6358,6.98246666667,7.15466666666
570.11,4.90533333333,50.2658,33.9112,45.1824666667,4.195,6.38026666667,14.9376666667,29.2928666667,35.5388,6.96653333333,7.13819999999
570.45,4.91286666667,50.2946,33.9448,45.2352,4.19533333333,6.40976666667,14.9054,29.3248666667,35.5602,6.97893333333,7.14199999999
570.79,4.91886666666,50.2416,33.9086666667,45.2088666667,4.194,6.41283333333,14.8595333333,29.3478,35.5059333333,6.987,7.14133333333
571.13,4.942,50.2444666667,33.9112666667,45.2223333333,4.2008,6.4372,14.8232666667,29.3870666666,35.4924,7.012,7.15193333334
571.47,4.95366666666,50.2066666667,33.8771333333,45.1926666666,4.1906,6.43293333333,14.7672666667,29.3973333333,35.4444666667,7.00633333333,7.16866666667
571.81,4.95313333333,50.2348,33.8996,45.1942,4.17853333333,6.41673333333,14.7243333333,29.4282,35.4197333333,6.99806666667,7.16273333333
572.15,4.9188,50.1968,33.8646666667,45.1826666667,4.16006666667,6.3998,14.6607333333,29.4193333333,35.3722666667,6.98113333333,7.1518
572.49,4.92253333333,50.2092666667,33.8861333333,45.2257333333,4.15826666667,6.40926666667,14.6220666667,29.4732,35.3641333333,6.9846,7.1464
572.83,4.9276,50.2167333333,33.8974666667,45.2313333333,4.14673333333,6.3983,14.5736,29.5062,35.3274666667,6.97766666667,7.14606666667
573.17,4.91333333333,50.1604,33.8724666667,45.2141333333,4.11913333333,6.36676666667,14.4988,29.502,35.2677333333,6.96066666667,7.12933333333
573.51,4.9174,50.1094,33.8457333333,45.1591333333,4.11626666667,6.38306666667,14.4500666667,29.5188666667,35.2392,6.96753333333,7.13806666667
573.85,4.9422,50.1357333333,33.8894,45.2175333333,4.13793333333,6.40736666667,14.4535333334,29.5858,35.2828,6.97993333333,7.1714
574.19,4.95026666667,50.1371333333,33.8844,45.2267333333,4.14326666666,6.40493333333,14.4320666667,29.6259333333,35.2782,6.9902,7.17493333333
574.53,4.96946666667,50.1602,33.8986,45.2453333333,4.15506666667,6.42443333333,14.3973333333,29.6670666667,35.2884,6.99026666667,7.20093333333
574.87,4.99106666667,50.1282666667,33.9014,45.2183333333,4.17286666667,6.4401,14.3764666667,29.6978666667,35.269,6.9968,7.22666666666
575.21,4.98446666667,50.1228666667,33.9054666667,45.2072,4.19033333333,6.45026666667,14.3414666667,29.7258666667,35.2653333333,7.00446666667,7.22813333333
575.55,4.97333333333,50.0720666667,33.8747333333,45.204,4.1892,6.4542,14.3045333333,29.7337333333,35.2305333333,6.99393333333,7.23113333333
575.89,4.98293333333,50.0996666667,33.8908,45.217,4.18913333333,6.4593,14.2796,29.7842,35.2407333333,6.998,7.24146666667
576.22,5.02726666667,50.0731333333,33.8820666667,45.1872,4.2466,6.49453333333,14.2822666666,29.818,35.2372666667,7.04313333333,7.28473333334
576.56,5.03686666667,50.0928666667,33.8771333333,45.2227333333,4.27426666667,6.5223,14.2696666667,29.8484666667,35.2440666667,7.06773333333,7.30919999999
576.90,5.05013333333,50.1104666667,33.8727333333,45.2235333333,4.29353333333,6.5374,14.2414,29.8854666667,35.2451333333,7.08046666667,7.32886666667
577.24,5.0716,50.1537333333,33.9018666667,45.2974,4.32673333333,6.56016666667,14.2227333333,29.9463333333,35.2642666667,7.10873333333,7.35280000001
577.58,5.03206666667,50.1173333333,33.8501333333,45.2660666666,4.28586666666,6.53456666667,14.1657333334,29.9318,35.1896666667,7.08826666667,7.3114
577.92,5.0132,50.0990666667,33.8284666667,45.2515333333,4.27153333333,6.50956666667,14.1035333333,29.9635333333,35.1259333333,7.07146666667,7.2988
578.26,5.00813333333,50.1036666667,33.8435333333,45.2821333333,4.26046666667,6.5003,14.0877333333,29.9813333333,35.0904666667,7.078,7.29120000001
578.60,4.95846666667,50.1092,33.8334666667,45.3128,4.21333333333,6.45883333333,14.0283333333,29.9883333333,35.0537333333,7.0526,7.2466
578.94,4.96986666667,50.1163333333,33.8652666667,45.366,4.19533333333,6.45856666667,13.9928666667,30.0382666667,35.0288666667,7.05406666667,7.23326666667
579.28,4.94746666667,50.1163333334,33.8496666667,45.3753333333,4.17866666667,6.4293,13.9239333333,30.0482,34.9944,7.0256,7.20793333333
579.61,4.9252,50.1158,33.8218666667,45.3978666667,4.1486,6.40563333333,13.8481333333,30.0726,34.9371333333,6.99973333334,7.16420000001
579.95,4.89353333333,50.0974,33.7901333333,45.3941333333,4.08306666667,6.3864,13.7655333333,30.0672,34.8828,6.96433333333,7.13179999999
580.29,4.88493333334,50.0514,33.7903333333,45.4050666667,4.05913333333,6.3743,13.7396,30.103,34.8526666667,6.94993333333,7.11373333334
580.63,4.8872,50.1048666667,33.8136,45.4728666667,4.0512,6.39373333333,13.7297333333,30.1659333333,34.8632666667,6.97,7.1056
580.97,4.8514,50.0615333333,33.7655333333,45.4130666667,4.00713333333,6.3602,13.6558666667,30.1484,34.7788,6.93253333333,7.05620000001
581.31,4.91573333333,50.1196,33.8316666667,45.4809333333,4.0778,6.42796666667,13.6618,30.2254,34.8187333333,6.98193333333,7.104
581.65,4.93806666667,50.1472,33.8665333333,45.5216666667,4.10946666667,6.4626,13.6568666667,30.2801333333,34.8297333333,7.00393333333,7.13946666667
581.98,4.9006,50.0886,33.8258666666,45.4684666667,4.12,6.4366,13.57,30.2956666666,34.7682,6.98213333333,7.12173333333
582.32,4.9016,50.074,33.8239333333,45.4300666667,4.138,6.44946666667,13.5304666667,30.3138666667,34.754,6.98086666667,7.15326666666
582.66,4.89306666667,50.0742,33.827,45.4232666666,4.13766666667,6.44596666667,13.4964666667,30.3484666667,34.74,6.96993333334,7.17393333333
583.00,4.92873333333,50.0876666667,33.8680666667,45.4705333333,4.15266666667,6.49753333333,13.5112666667,30.425,34.7634,7.00126666667,7.21833333333
583.34,4.97346666667,50.0685333333,33.8904666667,45.4594,4.21713333333,6.5774,13.541,30.4563333333,34.7518666667,7.04733333333,7.29713333334
583.68,4.97766666667,50.0585333333,33.879,45.4783333333,4.24433333334,6.57543333333,13.5119333333,30.4922,34.7197333333,7.05486666667,7.30019999999
584.01,4.98726666667,50.08,33.891,45.4980666667,4.25086666667,6.57366666667,13.4707333333,30.5134666667,34.7162,7.05446666667,7.31433333333
584.35,4.93953333333,49.9656,33.8285333333,45.4267333333,4.21533333333,6.53566666667,13.3822,30.4816,34.6078666667,7.00226666667,7.28106666667
584.69,4.9514,49.9685333333,33.8588,45.4686,4.21213333333,6.5357,13.3692,30.5318,34.6169333333,7.0188,7.31266666667
585.03,4.93533333333,49.9126666667,33.8023333333,45.4333333333,4.18773333333,6.51853333333,13.3298,30.5628,34.5504,7.0058,7.30920000001
585.37,4.93153333333,49.885,33.7710666667,45.4194666667,4.19113333333,6.5308,13.2945333333,30.5472666667,34.5096666667,7.0048,7.3038
585.70,4.98166666666,49.8622666667,33.7445333333,45.4266666667,4.20886666667,6.57743333333,13.3081333333,30.5421333333,34.4927333333,7.04246666667,7.32946666667
586.04,4.9916,49.8531333333,33.7332,45.4766666667,4.1996,6.56376666667,13.3022,30.5766,34.4576,7.04573333333,7.34086666666
586.38,4.96033333333,49.8169333333,33.6713333333,45.4303333333,4.1672,6.53216666667,13.2494,30.5642,34.3855333333,7.01966666667,7.29926666667
586.72,4.9512,49.8066,33.6495333334,45.4089333333,4.16386666667,6.53386666667,13.2066,30.5471333333,34.3374666667,7.0298,7.29506666667
587.06,4.87126666667,49.7051333333,33.5623333333,45.302,4.086,6.42756666667,13.0824,30.4950666667,34.2313333333,6.9484,7.19139999999
587.39,4.8574,49.6962666667,33.5597333333,45.2932666667,4.0674,6.4206,13.0540666667,30.5248,34.2009333333,6.93746666667,7.19640000001
587.73,4.84073333334,49.7456,33.5424,45.2990666667,4.0778,6.4249,13.0271333333,30.5575333333,34.1704666667,6.923,7.19653333333
588.07,4.8904,49.8174,33.5808,45.3501333334,4.1276,6.46763333333,13.0630666667,30.6232,34.1844666667,6.961,7.23213333334
588.41,4.91426666667,49.8534666667,33.6014,45.3957333333,4.16393333333,6.50166666667,13.0974666667,30.6721333333,34.1971333333,6.99506666666,7.25826666667
588.74,4.90633333333,49.8226,33.5607333333,45.3690666667,4.17146666667,6.4795,13.0528666667,30.6168666667,34.1474,6.991,7.24600000001
589.08,4.918,49.818,33.5691333333,45.3743333333,4.16966666667,6.4808,13.0458666667,30.6618666667,34.1105333333,6.99806666667,7.2536
589.42,4.88306666667,49.8898666667,33.597,45.4064,4.12113333333,6.43243333333,13.0016,30.7204666667,34.1124,6.95813333333,7.22266666667
589.76,4.92813333333,49.8684666667,33.6072,45.3955333333,4.1598,6.4722,12.9848,30.7556,34.0925333334,6.98153333333,7.22399999999
590.09,4.96306666667,49.8895333333,33.6262,45.4220666667,4.1896,6.51886666667,12.9905333333,30.7982666667,34.1068666667,7.01713333333,7.25733333334
590.43,4.95746666666,49.8644,33.6041333333,45.3674,4.18713333333,6.498,12.9210666667,30.8238666667,34.0583333333,7.00133333333,7.24240000001
590.77,5.01086666667,49.9137333333,33.6526,45.4285333333,4.23906666667,6.58693333333,12.9884,30.8947333333,34.0992666667,7.06633333333,7.3082
591.11,5.0228,49.9338,33.6624666667,45.4598666667,4.248,6.60013333333,12.9824666667,30.9422,34.0818,7.06726666667,7.31040000001
591.44,5.0184,49.8686,33.6278666667,45.4216666666,4.23573333333,6.5966,12.9476,30.9379333333,34.0399333333,7.083,7.30880000001
591.78,5.05766666667,49.8741333333,33.6681333333,45.4407333333,4.2692,6.64076666667,12.9619333333,30.9768,34.0534,7.15226666667,7.38279999999
592.12,5.046,49.8482,33.6416666667,45.4334,4.26393333333,6.67066666667,12.9132666667,30.9849333334,34.0019333333,7.14966666667,7.3986
592.46,5.04106666667,49.8494,33.6444666667,45.4250666667,4.2586,6.68626666667,12.9018666667,31.0477333333,33.9863333333,7.1478,7.42093333334
592.79,4.9916,49.7886666667,33.5512,45.3661333333,4.22766666667,6.65603333333,12.8266666667,31.0025333333,33.9107333333,7.10533333333,7.40666666666
593.13,4.97726666667,49.7186,33.4858,45.3336666667,4.23506666667,6.67573333333,12.7915333333,30.9832666667,33.8268,7.11453333333,7.41920000001
593.47,4.95733333333,49.7128,33.4652666667,45.3216,4.2148,6.6693,12.7622666667,31.0006,33.7865333333,7.10953333333,7.42413333334
593.80,4.9802,49.692,33.4509333333,45.2959333333,4.23386666667,6.68073333333,12.7539333333,30.9995333334,33.7213333333,7.1134,7.43793333333
594.14,4.974,49.6548666667,33.4118666667,45.2674666667,4.21506666667,6.66696666667,12.7294,30.9864,33.6426,7.09993333333,7.42166666666
594.48,4.96606666667,49.6564666667,33.394,45.2797333333,4.20266666667,6.6309,12.6848666667,30.9883333333,33.5912,7.08706666667,7.42133333334
594.81,4.98066666667,49.6480666667,33.3922666667,45.2930666666,4.2034,6.64893333333,12.6846666667,30.9998666667,33.5558666667,7.0986,7.44146666667
595.15,5.018,49.6553333333,33.4119333333,45.3211333333,4.23146666666,6.66553333333,12.7116,31.0428666667,33.5416666667,7.11646666667,7.47546666667
595.49,4.9682,49.5579333333,33.3151333333,45.2467333333,4.185,6.62346666667,12.6368666667,30.9926666667,33.4032666667,7.04566666667,7.39986666666
595.82,4.97573333333,49.5381333333,33.2962666667,45.2046,4.17406666667,6.60496666667,12.6026666667,30.975,33.3356,7.02833333333,7.37693333333
596.16,4.97433333333,49.5301333333,33.3148666667,45.2309333333,4.16293333333,6.60616666667,12.5800666667,30.9876,33.3188666667,7.0212,7.36859999999
596.50,5.0368,49.5407333333,33.3835333333,45.2662,4.22606666667,6.6618,12.6087333333,31.0793333333,33.3756666667,7.0904,7.42986666667
596.83,5.05946666666,49.5626666667,33.4255333333,45.3108,4.25153333333,6.6871,12.6202,31.1337333333,33.4063333333,7.11746666667,7.44513333333
597.17,5.05433333333,49.5477333333,33.4071333333,45.3281333333,4.24713333333,6.68966666667,12.6080666666,31.1328666667,33.3737333333,7.10753333333,7.44486666666
597.51,5.04193333333,49.5565333333,33.4119333333,45.3673333333,4.23846666666,6.673,12.5818,31.1458,33.3593333333,7.10793333333,7.44013333334
597.84,5.0144,49.5715333333,33.4043333333,45.3972,4.22553333333,6.65443333333,12.5814,31.1564666667,33.369,7.08926666667,7.41886666667
598.18,5.01893333333,49.5859333333,33.4222,45.4271333333,4.22073333333,6.6676,12.562,31.2038666667,33.3632666667,7.09393333333,7.41246666667
598.52,4.9908,49.5516,33.3872,45.4063333333,4.1876,6.6376,12.5154666667,31.1866,33.33,7.09013333333,7.38966666666
598.85,4.955,49.5831333333,33.4089333333,45.4211333333,4.1572,6.62933333333,12.4492,31.2110666666,33.3123333333,7.0708,7.34559999999
599.19,4.9712,49.6222666667,33.438,45.4671333333,4.15466666667,6.6507,12.4323333333,31.263,33.351,7.08673333333,7.37779999999
599.53,4.9432,49.6088666667,33.4306666667,45.4801333333,4.13893333333,6.61626666667,12.4026666667,31.3132,33.3335333334,7.073,7.3706
599.86,4.94006666667,49.5865333333,33.4029333333,45.4784,4.13093333334,6.5954,12.3566,31.3434,33.2820666667,7.06666666667,7.35306666667
600.20,4.94026666667,49.5468,33.3606,45.4290666667,4.0998,6.5727,12.3298,31.3192666666,33.1815333333,7.0374,7.33319999999
600.53,4.9504,49.5808,33.3889333333,45.4534,4.1008,6.58826666667,12.3042,31.3604666667,33.1640666667,7.04433333334,7.36086666667
600.87,4.9196,49.5384666667,33.3087333333,45.3483333333,4.06666666667,6.54583333333,12.2172666667,31.3193333333,33.1049333333,7.01566666667,7.31786666667
601.21,4.85186666667,49.5170666667,33.2433333333,45.3233333333,4.0246,6.50356666667,12.162,31.3246666667,33.0626,6.98486666667,7.28926666666
601.54,4.89773333333,49.4611333333,33.2285333333,45.3089333333,4.04826666667,6.5487,12.1378666667,31.3404,33.0277333333,7.02433333333,7.34073333333
601.88,4.86993333333,49.4528,33.2164666667,45.3143333333,4.01993333333,6.52723333333,12.1130666667,31.3211333333,32.9883333333,7.0072,7.34826666667
602.21,4.8678,49.4659333333,33.2168666667,45.3125333333,4.0308,6.51316666667,12.0737333334,31.3274,32.9392,6.99373333333,7.34526666667
602.55,4.898,49.5261333333,33.2233333333,45.3994,4.05726666667,6.53413333333,12.0834,31.3884666667,32.9504666667,7.0176,7.37779999999
602.88,4.89826666667,49.5242,33.2030666667,45.3587333333,4.0668,6.54283333333,12.0757333333,31.3780666667,32.9122666666,7.00846666667,7.3942
603.22,4.91273333333,49.4356666667,33.1574,45.2446666667,4.0616,6.5609,12.0556,31.3179333333,32.8334666667,7.01373333333,7.4142
603.56,4.92193333334,49.4200666667,33.1082,45.2041333333,4.05853333333,6.57843333333,12.0348,31.294,32.8056666667,7.00793333333,7.42826666666
603.89,4.91286666667,49.4852666667,33.1101333333,45.2438,4.05246666667,6.58146666667,12.0074666667,31.3046,32.7970666667,7.0108,7.41806666666
604.23,4.90906666667,49.4664666667,33.0814,45.2143333334,4.04566666667,6.57513333333,11.9956,31.3126,32.7516666667,7.01466666667,7.41313333333
604.56,4.91173333333,49.5083333333,33.1217333333,45.2598666667,4.0592,6.60333333333,12.0078,31.3658666667,32.7422,7.02713333333,7.4326
604.90,4.95706666667,49.5159333333,33.1368666667,45.2664666667,4.09433333333,6.64113333333,12.0216,31.3955333334,32.7062,7.05646666667,7.46280000001
605.23,4.96986666667,49.5231333333,33.1465333333,45.2775333333,4.11986666667,6.65756666667,12.0303333333,31.4166666667,32.6784666667,7.07766666667,7.47453333334
605.57,5.01813333333,49.4812666666,33.1342,45.2332666667,4.16346666667,6.6861,12.0262666667,31.4386,32.6618666667,7.11406666667,7.49793333334
605.90,5.03866666667,49.4184,33.0918,45.1897333333,4.18686666667,6.7105,12.0077333333,31.4308666667,32.6214666667,7.12066666667,7.50139999999
606.24,5.02966666667,49.2935333333,33.0251333333,45.0874,4.1836,6.70596666667,11.9717333333,31.3842,32.5312666667,7.12173333333,7.50319999999
606.58,5.02106666667,49.2530666667,32.9992666667,45.0774666667,4.1768,6.67203333333,11.9248,31.3985333333,32.4826,7.119,7.4674
606.91,5.0234,49.2902,33.0153333333,45.1458666667,4.1894,6.6746,11.9074,31.4539333334,32.5092666667,7.13326666667,7.46973333334
607.25,5.02426666667,49.3028666667,33.0408,45.1574,4.20326666667,6.67386666667,11.9218,31.4655333333,32.4604,7.15186666667,7.48966666666
607.58,5.06173333333,49.2553333333,33.0256666667,45.1598,4.2148,6.70336666667,11.9315333333,31.4788,32.4219333333,7.17186666667,7.51700000001
607.92,5.03853333333,49.1519333333,32.9258666667,45.0632,4.17646666667,6.67063333333,11.8538666667,31.4088666667,32.3068666667,7.12946666667,7.46573333333
608.25,5.02706666667,49.0912,32.8684666666,45.0372,4.14786666667,6.62103333333,11.7988666667,31.3760666667,32.2274666666,7.11833333333,7.44706666667
608.59,5.0288,49.0674666666,32.8689333333,45.0468666667,4.138,6.62356666667,11.778,31.3704666667,32.2336666667,7.10873333333,7.45340000001
608.92,5.04186666667,49.0658,32.8648666667,45.0479333333,4.14073333333,6.63956666667,11.7506666667,31.3814666667,32.2022666667,7.11106666667,7.45893333333
609.26,5.07553333333,49.0886,32.8738666667,45.1031333333,4.1818,6.69503333333,11.7846,31.4220666667,32.1869333333,7.1428,7.50566666666
609.59,5.0822,49.0528666667,32.8884,45.0880666667,4.18706666667,6.7066,11.7802,31.4508,32.1574666667,7.16146666667,7.533
609.93,5.07973333334,49.0472,32.8788,45.053,4.17833333334,6.70946666667,11.7610666667,31.4647333333,32.1421333333,7.16473333333,7.5308
610.26,5.08013333333,49.0571333333,32.887,45.0604,4.17526666667,6.72203333333,11.7568,31.4745333333,32.1177333334,7.166,7.53913333334
610.60,5.125,49.1204666667,32.928,45.1400666667,4.2066,6.7629,11.7835333333,31.5414,32.1342666667,7.21613333333,7.56346666666
610.93,5.09593333333,49.0228666667,32.8760666667,45.0859333333,4.17546666667,6.75523333333,11.7216,31.5330666667,32.0820666667,7.1926,7.51593333334
611.27,5.02673333333,48.9616,32.833,45.0324,4.1376,6.70333333333,11.6478,31.5111333333,31.9970666667,7.14726666667,7.47759999999
611.60,5.04053333333,49.0049333333,32.8770666667,45.1184666667,4.16973333333,6.7268,11.6531333333,31.5446666667,32.0434666667,7.17006666667,7.52106666667
611.93,5.0794,49.0510666667,32.9303333334,45.1514,4.22293333333,6.7678,11.6694,31.59,32.0836666667,7.19666666667,7.55573333333
612.27,5.0678,49.022,32.9171333333,45.1146666667,4.22533333333,6.76206666667,11.6320666667,31.587,32.0444666667,7.18586666667,7.5492
612.60,5.03113333333,48.9489333333,32.8601333333,45.0864666667,4.1808,6.71946666667,11.6218666667,31.5964,31.9986,7.15653333333,7.52606666667
612.94,4.9942,48.9272,32.8144666667,45.0336,4.13533333333,6.67506666667,11.5434,31.5854666667,31.9221333333,7.12126666667,7.46933333333
613.27,5.00613333333,48.9546666667,32.7815333333,45.0412,4.148,6.68536666667,11.5462666667,31.5794,31.8998666667,7.12973333333,7.47526666667
613.61,5.0066,48.9436,32.7674666667,45.0642,4.12813333333,6.6841,11.5264666667,31.5664,31.8716666667,7.12413333333,7.46540000001
613.94,5.04046666667,48.9620666667,32.7932,45.1114,4.14406666667,6.702,11.5358,31.6201333333,31.8969333333,7.15273333333,7.50926666666
614.28,5.0058,48.8854666667,32.7363333333,45.0762666667,4.12606666667,6.6679,11.4948,31.5905333333,31.8210666667,7.09973333333,7.49913333334
614.61,5.10986666667,49.0422,32.8628,45.1906666667,4.2306,6.75756666667,11.5962,31.7430666667,31.9008666667,7.19993333334,7.63686666667
614.94,5.149,49.0718,32.8874666667,45.2342666667,4.262,6.80513333333,11.6010666667,31.7900666667,31.9419333333,7.2242,7.66186666667
615.28,5.14793333333,49.0428,32.8784666667,45.1906666667,4.25773333333,6.79296666667,11.6241333333,31.8239333333,31.8881333333,7.21966666667,7.65673333333
615.61,5.1702,49.0208666667,32.8750666667,45.1780666667,4.27893333333,6.8402,11.6439333333,31.8249333333,31.8409333334,7.24353333333,7.68680000001
615.95,5.2546,49.1256,32.9389333334,45.2506666667,4.3558,6.90703333333,11.7120666667,31.9280666667,31.875,7.3378,7.75206666667
