wavelength,Back_TanRufm,Belly_TanRufm,Breast_TanRufm,Crissum_TanRufm,Crown_TanRufm,DorTail_TanRufm,Patch10_TanRufm,Patch11_TanRufm,Patch12_TanRufm,Patch13_TanRufm,Patch14_TanRufm,Rump_TanRufm,Throat_TanRufm,WingTip_TanRufm
185.25,74.0436666666,84.0163188406,74.1803333332,71.37975,74.1804166666,85.3141666667,68.78425,53.6201666667,78.3469166666,61.7485833333,68.3060833334,59.0846666667,62.3634166667,73.2099558824
185.63,72.773,79.8695326087,70.4740833334,67.02575,69.0373333334,85.2728333332,66.3075833333,47.773,76.7240833333,58.11775,64.4397499999,53.66375,57.9740833333,71.507370098
186.01,64.3700833333,72.7119528985,62.992,59.64575,62.0079166667,77.0995833332,60.1048333334,43.5695,71.4566666667,54.4620833333,59.5800833333,46.916,52.29675,64.0013676471
186.39,58.9694166667,64.3185543478,55.4071666666,52.09925,51.972,66.2214166667,54.38925,34.7963333333,61.7048333333,47.1373333333,50.827,39.1220833333,44.4656666667,54.3182549019
186.77,58.0865833333,65.2978478261,54.6296666667,52.34575,51.111,66.4196666667,55.3086666667,36.4195833334,60.8025833333,48.4566666667,48.8889166667,40.1234166667,46.6049166667,54.0776985294
187.15,51.0563333334,59.0605543478,47.47675,44.8943333333,44.7183333334,58.9201666667,50.6455,29.5774166667,53.2865,43.7205833333,44.6010833333,35.5634166667,40.9624166667,47.4023382353
187.53,46.34425,52.3726304348,44.24725,39.7849166667,37.3656666667,51.8816666667,46.66675,27.3655833333,45.7526666667,40.1075,42.4194166667,30.1075,35.6988333333,43.3143872549
187.91,50.14775,56.2880507246,48.76725,42.7019166667,43.8855833333,57.4950833333,51.8738333333,33.2345833333,50.0494166667,46.0058333333,46.499,34.36875,40.9270833333,49.6866985294
188.29,52.4481666666,60.0159057971,49.2465,48.0695833333,47.3164166667,58.5686666667,52.73075,38.7475833333,53.8606666667,51.1299166667,50.51775,36.7701666667,43.5026666667,53.3996960784
188.67,53.98,60.9994782609,49.75125,48.2171666667,50.4974166666,58.9138333333,54.9338333333,41.0033333333,53.8973333333,55.5555,54.5605,41.5423333333,46.766,56.0175710784
189.05,55.8333333333,62.0778985507,52.0,49.5,51.2083333333,60.9166666667,57.4583333333,41.4166666667,54.5833333333,60.5416666667,56.25,42.9166666667,48.1666666667,58.5735294118
189.43,58.1028333333,64.7849094203,56.9123333333,51.1903333333,54.18575,64.20875,60.48375,46.1596666667,57.75725,64.324,60.9446666667,48.1565833333,51.65125,62.430120098
189.81,58.8063333333,67.3311376811,60.0800833333,52.984,57.8603333333,65.8660833334,59.8253333334,50.0363333333,58.479,68.0130833333,64.9565,51.4920833333,55.2038333334,63.3412843137
190.19,61.6379166666,70.2727282609,64.5474166667,57.0761666667,61.2428333333,68.4625,63.5058333333,54.059,60.4885,70.36625,67.457,55.2800833333,58.6925833333,65.3324215687
190.57,60.6993333333,69.7510253623,65.43075,57.4505,62.8531666666,68.1496666667,62.4294166666,55.6850833334,60.452,67.76125,68.1496666667,56.25,58.8981666667,65.3696151961
190.95,62.1333333334,68.9797101449,65.6666666667,58.5666666667,64.2666666667,67.6,62.6,57.0666666667,61.0333333334,67.8,69.3333333333,58.2,59.6666666667,65.3823529412
191.33,63.6728333333,69.0834673913,67.1913333334,61.2961666667,67.037,68.3949166667,63.5800833333,59.7220833333,63.0863333333,69.3828333333,69.321,60.8641666667,61.3888333334,66.7501004902
191.71,64.7799166667,69.1262608695,66.4465,62.2954166666,68.742,68.4275833333,64.5598333333,60.6918333333,64.9685,70.40875,69.8741666667,63.4590833334,63.4905,66.3383259804
192.09,62.9963333333,65.8820434783,62.72575,59.9878333333,64.0793333333,64.5305833333,62.064,58.99525,61.5523333333,68.4115,68.29125,63.207,60.1081666667,62.6858406863
192.47,64.5993333333,65.6281775363,61.64125,60.4644166667,63.9630833333,63.7085833333,63.3588333333,57.95175,61.1959166667,69.243,70.26075,63.4224166667,59.3828333333,61.9685906863
192.85,61.0343333333,60.8696086957,56.71925,56.5216666667,60.1778333333,57.9381666666,60.145,54.4136666667,59.1238333333,64.5255833333,65.9748333333,57.1805,55.13825,57.4392279412
193.23,56.34,56.2547065217,52.6470833333,50.8824166667,56.3399166667,52.7450833333,56.2090833333,51.9280833334,54.86925,59.83675,60.84975,52.0588333333,51.6993333333,52.7065784314
193.61,52.2965,51.3336884058,47.113,46.1615,52.2965,45.9646666667,52.5590833333,48.7860833333,50.886,54.1665833333,55.2164166667,47.5721666667,48.4580833333,48.3576176471
193.99,51.1175833333,48.6367355072,43.80575,43.86975,49.7445833333,42.1776666667,52.2989166667,46.2644166667,50.8620833334,49.2656666667,51.756,45.59375,46.3601666667,46.8343848039
194.37,50.92975,48.0122753623,41.03575,42.09825,49.6016666667,41.4343333333,51.7263333333,46.0824166667,52.0585833333,49.1368333333,53.5191666667,45.3520833333,47.7091666666,48.7335710784
194.75,54.5618333333,51.4132536232,42.8879166667,43.6064166666,53.5560833334,44.9713333333,55.9268333333,50.1436666667,56.789,55.2084166667,59.44675,51.1854166667,52.33475,52.8143995098
195.13,51.2483333333,49.0934057971,41.7401666667,43.3918333333,50.6241666666,43.2451666667,54.0748333333,47.5769166667,54.4786666667,54.5154166667,57.1219166667,48.3846666667,50.6608333333,51.3442009804
195.51,52.5700833333,49.3144528986,44.0030833333,45.0154166666,50.6230833333,44.0809166667,55.6463333334,49.88325,57.2819166666,55.3738333333,60.3971666666,49.0265833334,52.9985833333,52.8014387255
195.89,49.0650833334,46.6843297102,42.1950833333,41.5448333333,46.7885833333,41.7073333333,51.2195,47.7640833334,55.4471666667,53.2113333333,58.2115,43.6179166667,48.8616666667,51.748
196.27,48.61875,46.4029275362,42.6795,40.88425,48.4345,41.8049166667,50.6446666667,47.42175,58.5175833333,54.4658333333,57.7349166667,40.10125,50.0000833333,54.5025759804
196.65,47.1774166667,46.3476702899,45.7885833333,37.6345,48.3870833333,43.638,49.0143333333,47.2220833333,58.5125833333,54.5698333333,55.1524166667,39.516,48.4319166667,56.522877451
197.03,48.8161666667,49.4133985507,49.28975,37.4051666666,50.5208333333,45.6913333334,51.1365,50.7101666666,58.2385833334,56.9603333333,58.4753333333,43.75,49.28975,59.3151691177
197.40,51.55375,54.1614275363,51.9303333333,39.9244166667,53.7194166667,50.6120833333,54.5198333333,53.6250833333,61.3465,58.6628333333,62.9471666667,47.7401666667,52.2599166667,62.6454607843
197.78,58.43025,59.8688478261,58.2364166667,43.3138333334,58.1880833333,58.4786666667,59.8351666667,56.783,65.8915,63.0328333333,66.6181666666,51.74425,57.655,67.3251004902
198.16,56.5175833333,58.6935072464,58.75225,42.5976666666,57.961,58.2868333333,57.9143333333,56.7503333333,63.501,63.78025,64.3855,50.4654166667,57.4021666666,64.4457965686
198.54,55.2029166667,55.9716449275,58.4215,41.1818333333,54.18875,55.0265,54.9824166667,53.4390833333,60.0968333333,60.6701666666,59.9648333333,49.16225,53.3510833333,60.456245098
198.92,47.3745,47.9534891304,53.3486666667,36.5296666667,45.6240833333,47.9453333333,47.4886666666,45.96675,49.77175,53.9573333333,50.2281666667,41.40025,46.57525,51.1693848039
199.30,46.1691666666,46.4145543478,51.8956666667,32.899,44.23375,44.66825,45.18175,43.99675,47.9858333334,52.3696666667,48.73625,40.008,44.3128333333,49.3320539215
199.68,43.0485833334,42.7336485507,48.032,26.9681666666,41.3318333333,39.9915,41.45725,38.6098333333,43.0904166667,49.3718333333,44.1791666667,35.0083333333,41.2478333333,44.4242720588
200.06,41.2898333333,39.3615507247,45.0585833333,23.5343333333,39.1540833334,38.5678333333,39.4889166667,34.3383333334,38.06525,46.4405833333,42.67175,33.20775,39.5729166667,41.6026789216
200.44,39.2798333333,38.1526304348,44.4304166667,20.7705833333,37.9816666667,36.809,40.5778333334,33.20775,36.0134166667,44.5560833334,43.67675,35.0920833333,39.23775,40.2243602941
200.82,39.1376666667,38.7087355072,44.859,23.0515,38.6401666667,37.1476666666,40.9618333333,34.6185833333,35.1158333333,44.3200833333,46.6833333333,37.2305833333,43.2006666667,39.0279044118
201.19,33.8156666667,35.1182391305,39.3860833333,18.5525833333,33.64025,35.1314166667,34.4736666667,29.4299166667,29.9123333333,40.21925,42.5439166667,32.1053333333,41.1403333334,33.6804264706
201.57,38.10125,37.3505072463,43.6855,25.4725833333,37.3710833333,39.13225,38.70275,35.00875,34.3213333333,44.7595,45.2748333333,36.9415,46.95025,36.651254902
201.95,33.4179166667,32.3751413044,38.9170833333,21.0659166667,33.1640833333,32.91025,34.4755,31.8104166667,30.8375833334,41.03225,40.3555,32.31825,44.4163333333,32.3840245098
202.33,35.4748333333,31.7869275363,38.59425,18.4823333333,30.1676666667,31.7970833333,33.566,32.2625833333,28.6776666667,40.78225,42.365,31.6108333333,46.2755833333,33.0923921568
202.71,33.956,29.3518804348,36.4944166667,15.13425,28.0650833333,29.1665,32.2796666667,30.3160833333,25.1436666667,38.5535833333,40.3734166667,27.34675,45.6418333334,31.4428553922
203.09,34.5319166667,30.2511521739,35.2168333333,12.1005,29.2809166667,27.8539166666,31.0501666667,29.4519166667,25.6278333333,38.5844166667,43.3790833333,27.0546666667,49.3720833333,31.0552058824
203.47,31.41025,27.1097391304,33.1410833333,8.71791666668,26.47425,25.51275,31.923,27.8204166667,23.077,34.9359166667,42.5,23.9101666666,50.5128333334,29.3589509804
203.85,25.0,25.5870869565,29.1665833333,5.10058333335,21.911,23.8505,30.45975,23.2759166667,19.97125,32.47125,40.6609166666,21.0488333333,49.9280833334,28.528627451
204.22,24.5294166667,27.0365688406,28.36,8.73666666665,22.5806666667,22.2445833333,32.1235,25.7393333333,24.12625,33.4678333334,40.7259166667,26.20975,52.8225833333,29.1231691177
204.60,21.1773333333,19.9807644928,20.79525,2.21699999999,14.4495833333,15.4434166667,22.78275,18.1193333333,16.8960833333,27.0643333333,31.3455,16.28425,51.75825,19.5470514706
204.98,9.13475,3.10059057972,3.045,-15.78525,-2.48400000002,1.12183333333,9.69558333333,2.56416666666,0.400749999993,11.05775,12.1794166667,-0.160249999975,36.218,4.87613480393
205.36,14.58325,1.24108333335,7.40733333333,-11.188,0.07725,0.462999999975,10.72525,1.23449999999,3.78091666668,10.8024166667,12.11425,2.77775,33.7190833333,6.04796078432
205.74,-5.61791666667,-21.1325724638,-14.794,-43.44575,-21.442,-22.9400833333,-13.1085833333,-23.7828333334,-20.69275,-12.3595,-6.08608333333,-21.2548333333,16.2919166667,-14.3615563726
206.12,-6.50408333334,-25.9411014493,-17.1745833334,-47.3576666667,-24.8984166667,-23.3740833333,-19.8169166667,-25.0,-21.64625,-13.4145833334,-3.45541666667,-19.3089166667,15.6504166666,-17.757629902
206.50,-6.92758333332,-22.6689456522,-14.0561666667,-39.8594166667,-20.68275,-19.8795833333,-14.9598333333,-23.29325,-11.7470833333,-9.53825,-3.41366666667,-12.4495833333,15.0601666667,-14.0090833333
206.87,-8.52958333334,-21.671076087,-16.4706666667,-39.0196666667,-25.2941666667,-20.6861666667,-17.15675,-20.8823333334,-14.3136666667,-10.098,-6.86291666665,-9.60783333333,11.2743333334,-17.2001666667
207.25,-1.41666666667,-11.6086956522,-8.24999999997,-26.75,-18.0,-10.75,-5.08333333333,-12.3333333333,-3.91666666666,-4.25000000001,-2.83333333332,-2.08333333334,12.5,-5.13235294119
207.63,-2.06483333333,-9.84373188406,-10.4719166667,-31.6370833334,-19.764,-11.5781666667,-9.51308333332,-15.19175,-6.93233333333,-4.12966666667,-6.34216666665,-1.17999999998,7.00583333335,-9.52421568627
208.01,2.80058333333,-7.64714492753,-7.44524999999,-30.73775,-17.8960833333,-11.88525,-12.9780833333,-10.8605833334,-5.53274999999,-2.66391666666,-3.00541666667,2.11758333334,6.21591666667,-7.71652450979
208.39,3.44833333333,-7.05275362321,-10.0574166667,-34.6265,-22.41375,-15.0144166667,-18.4625833334,-15.8045833333,-9.84216666666,-7.97416666666,-7.75866666667,-3.95100000002,-4.16683333333,-14.6509730392
208.77,8.84216666667,2.51949999998,1.01783333335,-24.7455833333,-14.1221666667,-7.69716666665,-8.96941666667,-8.58791666666,1.145,-1.39949999999,0.31783333335,4.19858333332,1.27241666667,-5.44834313726
209.14,20.2465,15.4878369565,14.43675,-9.80041666667,-0.528166666658,3.05175,4.92966666667,5.28166666666,15.0235,10.6219166667,13.6738333333,16.9599166667,14.2605833334,8.39030147061
209.52,17.08625,18.290615942,12.23025,-13.4291666667,-4.79608333335,0.179833333326,3.59716666667,1.73874999999,13.48925,8.81283333335,10.7314166667,14.50825,12.5899166667,7.78328921569
209.90,21.4765833333,25.2943804348,15.4363333333,-5.03350000001,-0.503333333357,3.85891666666,10.73825,5.03349999999,19.5749166667,14.14975,15.0449166667,20.6375,14.14975,13.7584632353
210.28,21.3964166667,27.8005181159,13.401,-4.16683333333,0.337916666657,1.52033333333,12.331,3.82883333332,18.7500833333,13.7951666667,16.4976666667,21.1713333333,11.2048333333,14.3216887255
210.66,19.4845,27.5466231884,9.89216666668,-7.97358333333,-0.659416666683,-0.599666666657,9.47249999999,1.13908333332,16.4868333333,10.5515,15.7675,19.3044166667,5.99508333332,12.210754902
211.03,21.1941666667,29.3336847826,11.3516666667,-8.13641666666,4.59316666666,0.853083333325,11.8765833334,1.64041666667,22.3098333333,9.44875000002,18.7665,21.391,5.51183333333,16.4813921568
211.41,23.0826666667,28.2321231884,11.7256666667,-9.1446666667,3.90858333335,-2.94975000002,11.0619166667,-2.13866666667,23.5251666667,10.25075,21.3125833333,23.3775833333,5.16233333333,14.9250465686
211.79,31.7423333333,31.4163731884,19.5455,-1.591,10.606,3.93941666666,20.9091666667,5.68183333334,31.591,12.8788333333,29.77275,29.2424166667,12.7273333334,23.1863455882
212.17,31.4904166667,31.863076087,19.5513333333,0.480666666668,11.7789166667,7.69233333332,25.7211666667,3.3655,29.7275833333,11.5385,30.0480833333,26.2018333333,12.9005833333,21.8302107843
212.55,29.6568333333,32.2996123188,20.915,2.77783333333,13.39875,12.2549166667,28.7581666667,7.108,29.6568333333,10.7841666667,31.8625833333,29.902,18.5458333333,25.8026397059
212.92,30.64525,32.4100181159,16.5771666667,0.358333333342,12.0071666667,12.6343333333,25.8063333333,5.91400000001,23.208,8.87108333332,31.8995833333,28.4050833333,20.6093333334,25.998745098
213.30,17.1875,21.7210144928,1.66666666666,-12.6041666667,-0.208333333342,3.43749999999,11.7708333333,-10.4166666667,5.93749999999,-6.24999999998,21.0416666667,14.375,11.3541666667,11.243872549
213.68,28.876,27.5150434783,14.7285833333,-0.096916666675,14.4380833334,13.3721666667,26.4535,8.04266666666,13.7595833333,9.20549999998,36.0465,24.031,25.67825,19.9869730392
214.06,23.94525,22.6060398551,10.5485833333,-10.4430833333,7.7005,7.27833333334,18.6708333334,0.421999999993,6.64549999997,1.05475000001,32.0675833334,16.03375,24.789,11.7678014706
214.44,21.9178333333,22.3643949275,8.78983333333,-14.7259166667,5.25108333335,9.70308333334,18.379,-2.51141666668,2.05483333333,-4.68041666668,30.5935833333,15.63925,31.0500833333,10.666872549
214.81,25.1041666667,22.5996376812,9.89583333334,-11.7708333333,8.02083333333,8.4375,18.75,0.208333333318,3.02083333332,-2.49999999998,29.6875,17.5,38.0208333333,10.78125
215.19,29.6875,27.2010869565,12.1875,-3.95833333335,11.5625,13.75,17.6041666667,4.47916666667,2.5,6.45833333334,36.0416666667,22.6041666666,50.4166666667,12.5857843137
215.57,23.8235833333,24.0196449275,9.31358333333,-11.5685833333,9.99983333333,9.41183333333,12.94125,6.47058333333,-0.392166666675,1.47058333333,28.5293333333,16.5685,45.78425,10.7008651961
215.95,23.1149166667,34.4072753623,16.0715833333,-4.96041666668,15.0793333333,12.3015,17.6586666666,8.92841666666,2.1825,8.63100000001,32.73825,20.3374166667,50.2975833333,14.8635220588
216.32,22.49,34.9396376812,12.0480833333,-7.22883333332,15.261,9.33733333332,19.9798333333,12.7511666667,-0.301000000008,8.03199999999,29.2168333333,21.285,47.4898333333,12.8956936274
216.70,10.5635,25.1326521739,-4.69491666668,-24.9999166667,2.69958333334,-13.1455,5.98591666668,-3.52116666665,-17.8403333333,0.23475,22.3004166667,7.86391666665,42.723,0.286585784325
217.08,3.57141666668,19.1616521739,-7.381,-34.40475,-3.69041666667,-20.7143333334,5.23808333332,-7.14283333336,-18.3331666667,-0.595166666665,23.5715,9.40475,35.8333333333,-2.51383088235
217.46,8.08825,24.5842572464,1.59308333334,-34.9264166667,-1.47058333333,-21.93625,9.31375000002,-7.96575,-17.27925,4.90191666667,29.65675,14.0931666667,35.4165833333,3.6260612745
217.83,7.52708333332,23.4806702898,-6.04841666673,-41.9353333334,-7.52691666668,-26.4786666667,5.24200000001,-14.5161666667,-17.0698333334,-0.672,24.1935833333,14.113,33.871,5.74391666667
218.21,5.82033333335,11.7092173913,-11.5079166667,-42.5925833333,-8.59791666668,-29.4974166667,-2.51324999998,-12.5660833333,-26.9841666667,-3.57141666666,13.6245,9.92066666665,25.926,0.5368897059
218.59,-2.968,-1.23074637682,-17.8083333333,-44.9773333333,-15.525,-40.18275,-12.8995833333,-20.5479166666,-32.4201666667,-11.98625,-3.4245,7.49636464015e-13,10.84475,-12.65775
218.97,-15.4411666667,-11.0880434783,-27.3285,-59.6814166667,-27.2059166666,-48.7745,-17.6469166667,-36.76475,-48.6519166667,-21.8136666667,-18.6274166667,-9.68141666666,-0.612833333333,-22.430132353
219.34,-26.7155833333,-24.4457826087,-42.1568333333,-80.1469166667,-39.21575,-61.397,-22.3038333333,-52.8186666667,-63.2353333333,-37.8675833333,-34.6814166667,-25.0,-19.7305,-30.6301715686
219.72,-39.2473333333,-39.1479021739,-60.4838333332,-101.478666667,-54.1668333333,-76.0752500001,-38.5753333334,-71.3709166667,-85.887,-57.6613333333,-54.1665833333,-39.1128333333,-44.48925,-50.1858578432
220.10,-42.9596666667,-47.8325724637,-71.8389999999,-111.206833333,-63.50575,-84.1954999999,-46.6954166666,-73.4195833334,-97.5574166666,-61.638,-59.6264999999,-49.7125833333,-53.3045833333,-58.2530980391
220.47,-36.9046666667,-42.494826087,-62.5661666666,-100.661333333,-58.0688333333,-73.2803333334,-43.3863333334,-66.4020833334,-85.0529166666,-52.6455833333,-50.2645,-40.3440833333,-44.5766666666,-49.4710686274
220.85,-25.6126666667,-33.344076087,-43.1373333333,-82.3529166667,-43.8725,-56.7401666667,-31.3726666667,-50.7354166667,-64.7058333333,-45.0980833333,-45.58825,-26.1028333333,-36.1519166667,-39.4643946079
221.23,-26.9840833333,-43.9613804348,-48.5449166667,-87.0370833332,-46.5609166667,-64.4181666666,-41.6668333333,-61.1110833333,-75.6614166667,-51.9840833334,-56.8784166666,-33.9946666667,-49.7355833334,-49.6344117647
221.61,-40.9259166667,-70.2657644927,-77.0370833333,-123.518583333,-77.22225,-97.9628333334,-65.5557500001,-88.3333333333,-109.62975,-77.0371666666,-90.9258333332,-51.6665833333,-77.4075833334,-77.2004877452
221.98,-54.4715,-81.9724492754,-91.87,-140.244,-84.9594166666,-112.601666667,-72.7643333333,-94.9186666666,-123.374166667,-86.5855,-103.252166667,-61.3821666667,-85.9756666666,-98.409894608
222.36,-37.5001666666,-80.2018514492,-91.0714166667,-172.321416667,-83.6308333333,-129.166666667,-58.9285833333,-103.5715,-121.130833333,-91.66675,-100.59525,-47.6189166667,-82.1429166667,-107.099071078
222.74,5.24691666667,-34.6349963768,-39.1975,-117.901166667,-42.9010833334,-73.4568333334,-1.23458333334,-50.9259166667,-76.5431666666,-33.0247500001,-39.8149166665,-9.25925,-35.4939166667,-54.3482941174
223.11,18.2869166667,-15.0160797101,-12.7315833333,-65.97225,-25.2314166666,-39.8149166666,14.8149166667,-18.9815,-41.20375,-10.1851666667,-5.09266666666,4.16666666668,-7.17591666667,-24.4348676471
223.49,4.798,-26.9324601449,-12.3736666667,-73.7373333333,-39.3940000001,-47.2223333334,3.78791666667,-31.0606666667,-39.8990833333,-16.4140833333,-16.6666666667,-1.26250000003,-4.29291666666,-45.67
223.87,22.2221666667,-2.29459420288,17.4604166667,-28.5715833333,-12.8969166667,-21.6270833333,27.77775,-0.198499999992,-12.1033333334,14.48425,16.0713333333,14.6825,32.3414166667,-9.3663995098
224.24,8.77183333333,-18.6213442029,6.57891666665,-42.5438333333,-24.78075,-30.04375,6.79825000001,-13.3773333333,-19.5174166667,-10.7456666667,3.72808333334,18.4211666666,33.7719166667,-19.5755269608
224.62,16.4414166667,-13.0826630435,26.1260833334,-28.3783333333,-17.3424166666,-27.70275,7.43241666668,-10.8109166667,-10.58575,-6.98191666668,15.3153333333,36.937,49.0990833333,-8.65789460785
225.00,18.69375,-14.0518586957,23.1980833333,-28.6036666667,-18.4685,-33.3333333333,9.00883333333,-19.1441666667,-16.2160833333,-3.15325000001,17.79275,38.063,48.6486666667,-3.53732352943
225.38,15.27775,-0.214728260867,23.1481666666,-15.1235,-3.39491666665,-14.8148333333,16.8209166667,-4.16666666668,-2.00616666666,2.00616666668,21.9136666667,34.7220833333,48.1481666667,6.19569852942
225.75,6.57283333332,-3.55176449275,11.61975,-14.906,-0.586916666667,-14.2018333333,6.33791666667,-7.15974999999,-0.70425,-0.352166666658,14.7888333333,27.6995833333,33.9201666666,0.555897058825
226.13,4.99991666667,-10.683326087,5.95233333332,-22.6190833333,-8.69058333334,-17.9761666667,-2.14283333334,-16.0714166667,-8.92841666666,-8.69049999999,3.09516666667,23.80975,28.9285833333,-6.64920588235
226.51,-13.4535833333,-19.7879492754,-9.33733333333,-28.4136666667,-24.0965,-26.5059166667,-15.6625833333,-25.3013333333,-21.68675,-21.8875833333,-12.4498333333,8.23291666667,11.3453333333,-18.0457328431
226.88,-28.5879166667,-35.0492971014,-28.4721666667,-50.1156666667,-40.8564166667,-45.6018333333,-33.5649166667,-42.0139166667,-39.9305833333,-43.7498333333,-30.2085,1.85191666666,0.347416666668,-35.1750857843
227.26,-43.6343333333,-49.9999855073,-45.7175,-61.9215,-60.7638333334,-63.1943333333,-52.3149166667,-54.514,-59.2593333333,-58.2175833333,-48.8426666667,-10.8795,-19.3286666667,-53.2374142157
227.64,-29.56975,-36.5748152174,-35.1254166666,-44.80275,-47.8495,-48.4768333333,-40.4121666667,-40.1434166667,-47.67025,-46.147,-39.1576666667,-8.15400000001,-19.1756666667,-43.047622549
228.01,-24.5283333333,-31.6482681159,-32.70425,-36.71375,-42.4528333333,-40.2515833333,-35.0629166667,-39.4655,-43.003,-43.1603333333,-36.7925,-4.32383333333,-17.6886666667,-41.9394852941
228.39,-22.063,-28.5845507247,-30.7376666667,-37.2270833333,-38.5246666666,-37.1585833333,-29.1668333333,-35.1774166667,-41.5984166667,-38.45625,-34.4945,-7.78683333333,-19.0574166666,-40.3669019608
228.76,-24.7021666667,-28.1599456522,-31.5475833334,-37.6786666667,-37.2620833333,-34.5833333333,-26.8450833334,-31.131,-40.0,-37.2615833333,-34.1666666667,-13.869,-22.97625,-38.8269681372
229.14,-18.6868333334,-19.685807971,-22.5758333334,-29.4444166667,-29.14125,-24.7474166667,-15.7070833333,-19.394,-30.8080833333,-28.13125,-24.49475,-9.39383333333,-15.3030833333,-28.7535661765
229.52,-9.70749999998,-9.87518115942,-12.94325,-20.3456666667,-21.4539166667,-16.0461666667,-6.91500000001,-9.5745,-20.0355833333,-18.1294166667,-14.1398333333,-2.39366666666,-6.20574999999,-18.0341985294
229.89,-4.02025,-2.89130434783,-6.03033333333,-14.9496666666,-15.7035,-10.3851666667,0.586250000008,-3.64324999999,-14.1959166667,-12.9815833334,-11.3904166667,1.13066666667,-3.51758333333,-13.4716764706
230.27,-3.82441666666,1.21321376811,-1.20766666667,-10.2253333333,-12.8019166667,-7.93075000001,2.69741666666,-1.6505,-11.67475,-9.94358333333,-8.57499999999,2.57658333332,-1.77141666667,-9.28544117646
230.65,-0.456666666665,3.25744927535,1.8265,-8.90391666668,-9.39883333334,-5.51741666666,4.64224999999,1.06533333333,-9.43691666667,-6.84941666666,-6.16441666666,4.29991666667,0.114,-6.61659068626
231.02,-3.72025,0.06309057971,0.706749999998,-11.8303333333,-11.5328333333,-6.58491666666,2.79,-0.446499999999,-10.60275,-8.74266666667,-8.10999999999,0.148750000008,-3.27375,-8.85195833334
