wavelength,Back_TanRufm,Belly_TanRufm,Breast_TanRufm,Crissum_TanRufm,Crown_TanRufm,DorTail_TanRufm,Patch10_TanRufm,Patch11_TanRufm,Patch12_TanRufm,Patch13_TanRufm,Patch14_TanRufm,Rump_TanRufm,Throat_TanRufm,WingTip_TanRufm
376.90,19.03775,27.8302644927,37.2646666667,9.17641666667,3.40141666667,9.29841666667,23.3549166667,35.5425,4.15541666667,25.47975,15.1743333333,53.4281666667,36.043,9.32257107841
377.26,18.9063333333,27.7783659421,37.14675,9.08224999999,3.33916666667,9.18366666668,23.258,35.3021666667,4.08083333333,25.3689166667,15.1138333333,53.221,35.9398333334,9.26869117648
377.63,18.8623333333,27.7785833333,37.1084166667,9.12891666666,3.30125,9.13983333333,23.2088333333,35.1671666667,4.07616666667,25.349,15.0730833333,53.1336666667,35.8614166667,9.24278186273
377.99,18.8034166667,27.7886376812,36.978,9.17841666668,3.30608333333,9.14691666666,23.132,35.0346666666,4.10766666666,25.2648333334,15.0989166667,52.9100833333,35.7330833333,9.27869362743
378.35,18.75,27.8163913044,36.9035833333,9.18308333332,3.23125,9.08274999999,23.0225,34.8979166667,4.00925,25.2213333333,15.0621666667,52.7498333333,35.5753333333,9.22231617647
378.71,18.7383333333,27.9216811594,36.86775,9.32916666666,3.25508333333,9.11858333333,23.0203333333,34.815,4.06691666667,25.2405833333,15.128,52.6240833334,35.547,9.26652205883
379.07,18.7488333333,28.0219166667,36.9375833333,9.41891666666,3.25166666666,9.12608333332,23.0015,34.76425,4.0885,25.2864166666,15.1975,52.56575,35.5453333333,9.32474264707
379.44,18.74,28.0801557971,36.8571666667,9.44283333333,3.26241666667,9.13125,22.9485833333,34.6949166667,4.09125,25.2911666667,15.2110833333,52.4831666666,35.4325,9.27740441177
379.80,18.8064166667,28.2692608696,36.8345,9.60099999998,3.39183333334,9.22983333334,23.0015833333,34.649,4.20358333333,25.3741666667,15.3155,52.4173333334,35.3946666667,9.38123039216
380.16,18.7849166667,28.3288514493,36.79125,9.61083333333,3.43675,9.23066666666,22.9061666667,34.5299166667,4.19916666667,25.3603333333,15.3608333333,52.2555833334,35.2864166667,9.39242401961
380.52,18.7495,28.3724094203,36.7265833333,9.62691666666,3.42075,9.20324999999,22.8408333334,34.355,4.18683333333,25.3263333333,15.3120833333,52.1501666667,35.15075,9.35478921568
380.88,18.7173333333,28.4464782609,36.6504166667,9.60275,3.39708333333,9.17524999999,22.74775,34.22875,4.13591666667,25.2949166667,15.2994166667,51.943,35.0433333333,9.33408823528
381.24,18.7399166667,28.5858478261,36.6175,9.68933333335,3.45316666667,9.24816666667,22.73825,34.16775,4.21608333333,25.3614166667,15.298,51.8401666667,34.961,9.38651470588
381.61,18.7276666667,28.7209601449,36.6349166667,9.67408333333,3.45708333333,9.23491666667,22.75325,34.0788333333,4.193,25.40275,15.3228333333,51.7680833333,34.918,9.37566911765
381.97,18.7446666667,28.8344202899,36.6159166667,9.69083333334,3.4895,9.25758333334,22.7765833333,34.0204166667,4.222,25.486,15.385,51.72275,34.87525,9.4117647059
382.33,18.6879166667,28.813615942,36.4881666667,9.67183333333,3.47416666667,9.21733333332,22.6514166667,33.8969166667,4.196,25.4574166667,15.3135833333,51.5741666667,34.8015,9.35582598038
382.69,18.6083333333,28.7872717391,36.3433333334,9.61649999998,3.39266666667,9.12283333332,22.5128333334,33.7726666667,4.09333333333,25.3970833334,15.2433333333,51.3935833333,34.6341666667,9.27287254901
383.05,18.4948333334,28.7489021739,36.10925,9.54424999998,3.32683333333,9.01941666666,22.3225833333,33.5464166667,3.99566666667,25.2605,15.1109166667,51.14125,34.3744166667,9.12864215686
383.41,18.3869166666,28.7455036232,35.98425,9.52775000001,3.30441666666,8.98683333334,22.1974166667,33.3514166667,3.98233333334,25.21825,15.074,50.8985833333,34.2798333333,9.14340686275
383.77,18.2791666667,28.7451195652,35.8805,9.52483333333,3.25891666667,8.95550000001,22.076,33.1908333333,3.97291666667,25.18625,15.05475,50.5996666667,34.1631666667,9.11073039217
384.14,18.2478333333,28.842673913,35.83825,9.50891666668,3.18891666667,8.93791666667,22.0631666666,33.1549166667,3.95091666667,25.18975,15.0461666667,50.5165833333,34.1076666667,9.08847303921
384.50,18.2276666667,28.8723804348,35.71325,9.47149999998,3.18941666667,8.92375000001,22.00875,33.0831666667,3.95391666667,25.1981666667,15.067,50.411,34.0571666667,9.09119607844
384.86,18.1290833333,28.8908224638,35.66125,9.49166666666,3.23016666667,8.91433333333,21.9488333333,33.0028333333,3.97983333333,25.19275,15.0645833333,50.31675,33.9573333333,9.09763725489
385.22,18.1485833333,28.9263623188,35.642,9.49200000001,3.20916666667,8.88158333334,21.9303333333,33.01025,3.92891666667,25.2048333333,15.0920833333,50.2774166666,33.8974166667,9.07592647058
385.58,18.196,29.0075072464,35.5903333334,9.57616666666,3.32266666666,8.95958333334,21.9074166667,33.0015833333,4.03225,25.22125,15.1629166667,50.1510833333,33.8735833333,9.17516421568
385.94,18.1205833333,29.0347101449,35.5215,9.58958333333,3.28325,8.91825000001,21.8135833333,32.904,3.98941666667,25.1755,15.1181666667,50.0463333333,33.7695833333,9.15899019606
386.30,18.0396666667,29.0696376811,35.4128333333,9.52916666667,3.25358333333,8.92141666668,21.7510833333,32.76275,3.97925,25.1465,15.1129166667,49.8846666667,33.6156666667,9.1487254902
386.66,18.072,29.2249275362,35.4545833333,9.59966666668,3.35258333333,8.99783333334,21.7935833333,32.7390833334,4.09233333333,25.2113333333,15.2229166667,49.855,33.646,9.21351470588
387.03,18.1326666666,29.3927826087,35.5023333333,9.70491666666,3.45525,9.08558333332,21.9100833333,32.827,4.20058333333,25.3075,15.3498333334,49.868,33.7255833333,9.3688382353
387.39,18.15,29.4829057971,35.47525,9.77975,3.507,9.13091666667,21.9278333333,32.8435833333,4.21833333333,25.3490833333,15.37725,49.8040833334,33.6515833333,9.39190931372
387.75,18.131,29.5574094203,35.4214166667,9.76558333335,3.50358333333,9.13941666668,21.9325833333,32.8515833333,4.17966666667,25.37375,15.3705,49.8208333333,33.58975,9.39330637255
388.11,18.0199166667,29.5098369565,35.25125,9.77375000002,3.50775,9.09808333334,21.8003333334,32.66925,4.1735,25.2929166667,15.3175,49.5899166667,33.4183333333,9.34257107843
388.47,17.9175833333,29.5292826087,35.1110833333,9.80358333334,3.48083333333,9.06975,21.7145833333,32.55225,4.1735,25.2229166667,15.2505833334,49.3334166667,33.238,9.3089632353
388.83,17.9236666667,29.5899166667,35.0408333333,9.80683333333,3.43025,9.07783333332,21.6861666666,32.5218333333,4.16825,25.22825,15.2691666667,49.2586666667,33.1631666666,9.2981495098
389.19,17.9068333334,29.7029202899,34.9558333333,9.87483333333,3.48341666666,9.11374999999,21.6538333334,32.437,4.25758333333,25.2165833333,15.3228333333,49.0980833333,33.0933333334,9.32391666668
389.55,17.8345833333,29.7299492754,34.85675,9.86108333332,3.45191666667,9.08449999999,21.6,32.3911666667,4.22,25.1779166667,15.31675,48.99,32.9869166667,9.31018137255
389.91,17.84875,29.8157826087,34.766,9.93108333333,3.54083333333,9.15516666668,21.6146666667,32.3435,4.3055,25.1789166667,15.3628333334,48.844,32.9385,9.35617892157
390.27,17.8143333333,29.880307971,34.6983333333,9.97116666666,3.55358333333,9.14233333333,21.611,32.3236666667,4.322,25.1360833334,15.36425,48.6990833333,32.8426666667,9.3606519608
390.63,17.7635,29.8983188406,34.5618333333,9.97749999998,3.53125,9.12583333333,21.5200833333,32.24375,4.28241666667,25.09275,15.33775,48.545,32.6736666666,9.36593137255
391.00,17.6328333333,29.82975,34.39625,9.91533333333,3.43033333333,9.04774999999,21.3713333333,32.0733333333,4.17341666667,24.9663333333,15.2401666666,48.3411666667,32.4695,9.24225
391.36,17.5425,29.8408876812,34.2588333333,9.908,3.41783333333,8.99550000001,21.26675,31.9809166667,4.18683333333,24.8903333334,15.24575,48.193,32.3295,9.19583578431
391.72,17.51675,29.8587101449,34.1893333333,9.95716666668,3.45383333333,9.01583333333,21.2080833333,31.925,4.24925,24.8681666667,15.2878333334,48.0349166667,32.2490833334,9.21369607845
392.08,17.5371666667,30.001134058,34.1586666667,10.0575833333,3.50916666667,9.05241666666,21.2148333333,31.9823333333,4.29241666667,24.9151666667,15.3514166666,47.96725,32.2265833333,9.27873774509
392.44,17.56175,30.0873188406,34.1523333334,10.0805833333,3.531,9.06883333334,21.2045833333,31.9785833333,4.316,24.9311666667,15.42425,47.9415833334,32.1776666666,9.30147794117
392.80,17.571,30.188442029,34.0845833333,10.1449166667,3.59625,9.09124999999,21.1650833333,31.935,4.37641666667,24.9456666667,15.4501666667,47.8201666666,32.1170833333,9.34891176472
393.16,17.49325,30.1868876812,33.9995,10.139,3.56441666667,9.06358333333,21.0589166667,31.86075,4.3265,24.9246666667,15.434,47.70275,31.9918333334,9.33736764704
393.52,17.4179166667,30.1992101449,33.855,10.1504166667,3.54375,9.04350000001,20.9655833333,31.7169166667,4.31125,24.8529166667,15.3834166667,47.5328333333,31.8355833334,9.29003921569
393.88,17.34225,30.2058550725,33.7319166667,10.1323333333,3.48691666666,8.97666666667,20.82675,31.6541666667,4.24241666667,24.81075,15.3436666667,47.4246666666,31.7119166666,9.20860539214
394.24,17.2676666667,30.1892644927,33.6105,10.1588333333,3.49708333333,8.96316666668,20.7269166667,31.5428333333,4.2435,24.75125,15.3144166667,47.3019166667,31.61375,9.18822303922
394.60,17.1655833333,30.1420217391,33.46925,10.168,3.46633333333,8.91783333333,20.6245,31.419,4.213,24.6834166667,15.2568333334,47.10575,31.472,9.13928676471
394.96,17.12175,30.1960942029,33.3608333334,10.1879166667,3.4995,8.92449999999,20.5640833333,31.3819166666,4.25166666666,24.68625,15.2705833333,46.9731666667,31.386,9.15619117647
395.32,17.1441666667,30.2800181159,33.3373333333,10.2150833333,3.52616666667,8.94400000001,20.5734166667,31.37225,4.265,24.6825,15.3034166667,46.8826666667,31.3484166667,9.19143872549
395.68,17.12675,30.3421449275,33.1966666667,10.2604166667,3.57991666667,8.95874999999,20.5089166667,31.2969166667,4.29416666667,24.61925,15.30125,46.69975,31.2176666667,9.21076470588
396.04,17.1050833333,30.3834492754,33.0955833333,10.2355833333,3.60025,8.96225,20.4606666666,31.2148333333,4.30258333333,24.5625,15.2856666667,46.6006666667,31.1083333333,9.21672058822
396.40,17.0293333333,30.4111775362,32.9684166667,10.2995,3.65558333334,8.98433333334,20.4144166667,31.15775,4.31591666667,24.5364166667,15.2945833333,46.4085,30.999,9.22742892158
396.76,16.9829166667,30.415942029,32.8636666667,10.3421666667,3.683,8.95458333332,20.3608333334,31.0875833333,4.3095,24.4630833333,15.2995,46.23675,30.9000833334,9.21938725488
397.12,16.9465,30.4290253623,32.7511666667,10.3565,3.70225,8.91650000001,20.3224166667,31.03675,4.30791666667,24.4103333333,15.2888333333,46.1013333333,30.8070833333,9.20631617647
397.48,16.91225,30.477807971,32.68075,10.3726666667,3.72166666667,8.90291666666,20.2523333333,30.9768333333,4.30333333333,24.4148333333,15.309,45.9733333333,30.7276666666,9.21901715688
397.84,16.8681666667,30.5109094203,32.6273333334,10.4096666667,3.74025,8.89608333333,20.1765833333,30.9055833333,4.31466666667,24.3520833333,15.3051666666,45.8263333334,30.6335,9.24575490197
398.20,16.8218333333,30.537942029,32.532,10.4176666667,3.74008333333,8.88483333334,20.0785,30.8653333334,4.27083333334,24.3136666667,15.3034166666,45.6999166666,30.5091666667,9.22609558823
398.56,16.82275,30.5665869565,32.42175,10.45375,3.77441666667,8.90183333332,20.0414166667,30.82125,4.29133333333,24.247,15.3191666667,45.55,30.3918333333,9.24072794118
398.92,16.8008333333,30.5752282609,32.30975,10.4509166667,3.7625,8.87916666666,19.9563333333,30.7543333333,4.25741666667,24.2049166667,15.3194166667,45.4504166667,30.2793333333,9.20734558823
399.28,16.6935,30.5622173913,32.1688333334,10.4228333333,3.70891666667,8.84891666666,19.83575,30.6543333333,4.216,24.1436666667,15.2508333333,45.34025,30.1635833333,9.16222058823
399.64,16.5735833333,30.5025072464,32.0635,10.375,3.62641666667,8.739,19.6951666667,30.54475,4.1185,24.06875,15.1799166667,45.2113333333,30.03725,9.07856862745
400.00,16.5315833333,30.4772789855,31.997,10.4139166667,3.659,8.75716666667,19.641,30.47975,4.1205,24.0203333333,15.2040833333,45.0356666667,29.9374166667,9.06782107843
400.36,16.4701666667,30.4710724638,31.8949166667,10.42025,3.61308333333,8.71941666667,19.5406666667,30.38875,4.09875,23.9350833333,15.1621666667,44.909,29.8063333333,9.04398284313
400.72,16.4271666666,30.5101014493,31.8153333333,10.42575,3.58433333334,8.72033333334,19.4711666667,30.3634166667,4.06083333333,23.8770833333,15.1455,44.8131666667,29.6896666667,9.03396813725
401.08,16.3329166667,30.5619021739,31.7258333333,10.4210833333,3.5605,8.71324999999,19.3808333333,30.3135,4.04266666667,23.7991666667,15.1205833333,44.6946666667,29.5915,9.01699019609
401.44,16.2953333334,30.6014384058,31.6461666667,10.4418333333,3.56166666667,8.70399999999,19.3390833334,30.3183333333,4.01733333334,23.7511666667,15.1175,44.5963333334,29.5086666667,9.00051715686
401.80,16.2875,30.6482934783,31.5814166667,10.481,3.61625,8.75949999999,19.3614166667,30.3231666666,4.07216666667,23.7661666667,15.1665,44.4953333333,29.4225833333,9.0338137255
402.16,16.2885833333,30.7028768116,31.51625,10.4809166667,3.61525,8.76566666666,19.3400833333,30.3269166666,4.09641666667,23.7334166667,15.2159166667,44.39825,29.3530833333,9.06893872549
402.52,16.2008333334,30.7084710145,31.41675,10.4318333333,3.60541666667,8.77116666668,19.3081666666,30.2834166667,4.09483333333,23.67575,15.2341666667,44.2995,29.288,9.06648284312
402.88,16.20525,30.7720326087,31.40525,10.4908333333,3.66116666667,8.83024999999,19.3224166667,30.30725,4.13766666667,23.6558333333,15.2756666667,44.2126666667,29.2574166667,9.1403357843
403.24,16.1953333333,30.815692029,31.3695,10.5484166667,3.69616666667,8.8585,19.28625,30.3286666667,4.13516666667,23.6393333333,15.2996666666,44.1508333333,29.20975,9.15873039216
403.60,16.17575,30.8843731884,31.3071666666,10.57375,3.71416666667,8.90458333334,19.27625,30.3495833333,4.15883333333,23.6054166667,15.3465833333,44.1074166667,29.167,9.20230882352
403.95,16.14625,30.9098115942,31.2394166667,10.5975833333,3.68575,8.86625000001,19.2155833333,30.3418333333,4.157,23.6005833333,15.3355833334,44.0403333333,29.1126666667,9.1966372549
404.31,16.0829166667,30.9281630435,31.165,10.568,3.67875,8.83724999999,19.1554166667,30.34075,4.11108333334,23.54,15.33325,43.9966666667,29.0879166666,9.17013235295
404.67,15.9670833334,30.8546014493,31.0078333333,10.5285,3.64408333333,8.78716666668,19.0585833334,30.2585,4.06266666666,23.4471666666,15.291,43.8485,28.9679166667,9.11792892158
405.03,15.9564166667,30.8205181159,30.8834166666,10.5128333333,3.67016666667,8.79224999999,18.9965,30.1916666667,4.05175,23.39225,15.2856666667,43.7261666667,28.8686666667,9.0939877451
405.39,15.9565833333,30.8513224638,30.8573333333,10.5640833333,3.71283333333,8.82674999999,18.97175,30.193,4.10433333333,23.3685,15.3365,43.6914166667,28.8339166667,9.11514705882
405.75,15.8995833333,30.8320217391,30.7265,10.5583333333,3.70566666667,8.78791666666,18.8936666667,30.1383333333,4.08333333334,23.2786666667,15.3440833333,43.5678333333,28.7630833333,9.09374509802
406.11,15.8915833333,30.8896666667,30.7028333334,10.6120833333,3.75641666666,8.81099999999,18.88225,30.1331666667,4.10975,23.2559166667,15.36125,43.5144166667,28.74975,9.10797303921
406.47,15.87475,30.9604673913,30.69825,10.6619166667,3.77308333333,8.79733333334,18.8098333333,30.16375,4.11641666666,23.2353333333,15.3748333333,43.4773333333,28.7335833333,9.10261519607
406.83,15.7923333333,30.958731884,30.6086666667,10.64575,3.73658333334,8.7295,18.7386666667,30.1280833334,4.09991666667,23.15625,15.3691666667,43.3921666667,28.642,9.03587009804
407.19,15.7676666666,30.9853876812,30.5579166667,10.66775,3.75041666667,8.701,18.6905,30.11375,4.11883333334,23.0853333334,15.389,43.2773333333,28.5916666666,9.02899019608
407.55,15.74725,31.0117898551,30.5105,10.67125,3.75033333333,8.70366666667,18.6653333333,30.102,4.1195,23.0445833333,15.4088333333,43.2168333333,28.5403333333,9.01616176468
407.90,15.65975,30.9881340579,30.4016666667,10.6323333333,3.7285,8.67966666667,18.6111666666,30.0375,4.06258333333,22.9085,15.40075,43.11275,28.4631666667,8.98729656862
408.26,15.6490833333,31.0194601449,30.36825,10.666,3.74925,8.70025000001,18.59475,30.03625,4.10258333333,22.8714166667,15.4460833333,43.0438333333,28.4003333333,9.00077205883
408.62,15.6760833333,31.1112826087,30.3635833334,10.7086666667,3.78441666666,8.73758333333,18.5783333333,30.0308333333,4.15533333334,22.83725,15.49675,43.0025833333,28.39925,9.04010539216
408.98,15.6605,31.2163731884,30.3798333333,10.7759166667,3.81366666667,8.77208333332,18.6139166666,30.10275,4.19633333333,22.8329166667,15.5838333334,43.0091666667,28.44375,9.08939705882
409.34,15.555,31.1802862319,30.2271666667,10.7111666666,3.75933333334,8.70158333333,18.5225,30.0435,4.12741666666,22.7004166666,15.5178333333,42.8438333334,28.317,9.04415686276
409.70,15.4818333334,31.1783949275,30.1661666667,10.68125,3.72141666667,8.65775,18.4335833333,29.9924166667,4.07275,22.6053333333,15.4904166667,42.7839166667,28.2324166667,9.01441421569
410.06,15.42925,31.2003623189,30.0898333333,10.6879166667,3.73358333333,8.64691666666,18.3908333334,29.9578333333,4.06325,22.55225,15.5143333333,42.6963333333,28.1595833333,9.01543872548
410.42,15.42575,31.2766702899,30.0604166667,10.6865,3.744,8.65983333333,18.4048333333,29.9599166667,4.07691666667,22.5263333333,15.5605,42.665,28.1465833333,9.0342769608
410.77,15.4354166667,31.3459492754,30.07425,10.7705833333,3.80158333333,8.72849999999,18.4025833334,30.01,4.122,22.5279166667,15.62275,42.6575,28.1651666667,9.10627450981
411.13,15.3703333334,31.3437898551,29.9766666667,10.7555,3.79508333334,8.71583333332,18.3525833334,29.9506666667,4.11341666666,22.4515833333,15.6345833333,42.54925,28.0586666667,9.09411029413
411.49,15.3635833333,31.3963949275,29.9479166667,10.8200833334,3.84891666667,8.71591666666,18.3465,29.9474166667,4.15633333333,22.4314166667,15.6700833334,42.4904166667,28.016,9.12152941178
411.85,15.3355,31.4034528986,29.8941666667,10.86575,3.86825,8.71075000001,18.2865833333,29.9351666667,4.16375,22.3853333334,15.6859166667,42.39275,27.9141666667,9.12289215687
412.21,15.3205833333,31.4122137681,29.8359166667,10.8929166667,3.9145,8.70875000001,18.2568333333,29.9399166666,4.19741666667,22.35725,15.71625,42.3240833333,27.8606666667,9.13878676472
412.57,15.3120833333,31.4760942029,29.8133333334,10.9529166667,3.95866666667,8.73650000001,18.2729166667,29.9879166667,4.24208333334,22.34475,15.7851666667,42.3219166667,27.8329166667,9.1644754902
412.92,15.286,31.4925362319,29.7536666667,10.9655833333,3.97008333333,8.72133333333,18.2219166666,29.9625833333,4.21825,22.3043333334,15.7956666667,42.2748333334,27.7535833333,9.14697058824
413.28,15.3215833333,31.5759202898,29.7879166667,11.0275,4.01191666667,8.76766666666,18.2454166667,29.9918333333,4.27058333333,22.3190833333,15.88975,42.3008333333,27.7855833333,9.18152696078
413.64,15.3349166667,31.6327898551,29.77225,11.0836666667,4.03075,8.82450000001,18.2699166667,30.04025,4.31041666666,22.29675,15.9398333333,42.2781666667,27.7679166667,9.19217647059
414.00,15.34425,31.6920072464,29.7759166666,11.1211666667,4.03408333333,8.8285,18.2550833334,30.1150833333,4.33666666666,22.2708333333,15.9930833333,42.2811666667,27.7533333333,9.19977450981
414.36,15.3285833334,31.6785,29.7008333333,11.1438333333,4.04183333334,8.82608333333,18.20525,30.099,4.32591666666,22.1931666667,16.0106666667,42.1933333333,27.6741666667,9.20802941175
414.72,15.322,31.7175760869,29.6315833333,11.1595,4.06516666667,8.831,18.17875,30.0596666667,4.32658333333,22.1274166667,16.036,42.12575,27.6025,9.21526715685
415.07,15.3248333333,31.7483007247,29.6071666667,11.1963333333,4.09233333334,8.86541666668,18.19425,30.0623333333,4.327,22.1059166667,16.0799166667,42.13275,27.6083333334,9.24677941177
415.43,15.28225,31.7157934782,29.5260833333,11.20675,4.09908333333,8.87391666668,18.13775,30.04025,4.30508333334,22.0168333333,16.10425,42.0425833333,27.56775,9.23930392158
415.79,15.2553333333,31.8005507246,29.4896666667,11.2175833333,4.11825,8.89333333334,18.10975,30.0538333333,4.33091666667,21.9825,16.1605,42.05675,27.5610833333,9.25900490198
416.15,15.2473333333,31.8368695652,29.43575,11.251,4.12275,8.90675000001,18.0885833334,30.0734166667,4.32133333333,21.9185,16.1639166667,41.9949166667,27.5104166667,9.27800245099
416.51,15.20375,31.8142282609,29.3624166666,11.2221666667,4.13708333333,8.90658333334,18.0275833333,30.01075,4.29891666667,21.8194166666,16.1596666667,41.8885,27.43775,9.27062009803
416.86,15.1593333333,31.8072282609,29.294,11.2379166667,4.14241666666,8.90158333333,17.9745,29.9794166666,4.30791666667,21.70875,16.1585,41.79825,27.3755833334,9.26598529411
417.22,15.1200833333,31.8357862319,29.2530833333,11.25525,4.15391666667,8.89158333333,17.9440833333,29.9940833333,4.3115,21.6265,16.1913333333,41.7856666667,27.34125,9.27159068628
417.58,15.0525833333,31.8149855073,29.1654166666,11.2244166667,4.15183333334,8.85650000001,17.8690833333,29.9465,4.26941666667,21.5273333334,16.1803333333,41.7035833333,27.25225,9.24078431373
417.94,14.9955833333,31.8034927536,29.0529166666,11.2116666667,4.14033333333,8.83525000001,17.8144166667,29.88175,4.2385,21.419,16.1605833333,41.6048333333,27.1865,9.21622794118
418.29,14.9503333333,31.8456630435,29.008,11.2433333333,4.1595,8.85049999999,17.7774166667,29.8945833333,4.23883333334,21.3705833333,16.1886666667,41.5734166667,27.152,9.20797794118
418.65,14.9055,31.8616268116,28.97525,11.2330833333,4.15,8.82641666667,17.7465,29.8955,4.21816666666,21.3175,16.18775,41.549,27.14625,9.1919852941
419.01,14.8599166667,31.881442029,28.9161666667,11.2295,4.159,8.80708333333,17.676,29.89625,4.21741666666,21.2324166667,16.1941666667,41.4745,27.09,9.18642892159
419.37,14.83475,31.9528007247,28.8988333333,11.2345,4.16575,8.8065,17.6631666667,29.9230833333,4.22108333333,21.1640833333,16.2206666667,41.4625,27.0706666667,9.19003186276
419.73,14.8324166666,31.9877101449,28.8733333333,11.25975,4.17258333333,8.8075,17.6590833334,29.9503333333,4.22541666666,21.1158333333,16.2368333333,41.4426666667,27.0628333333,9.20208088235
420.08,14.7781666666,31.9983840579,28.83,11.2504166667,4.17041666666,8.79766666667,17.6276666667,29.9254166667,4.21558333333,21.047,16.26725,41.4053333333,27.0426666667,9.19273039214
420.44,14.7426666667,32.0004927536,28.7883333333,11.2585,4.16175,8.78725,17.59625,29.9354166667,4.2015,20.9735833333,16.2755833333,41.352,27.00975,9.18056862745
420.80,14.7228333333,32.0277210145,28.7600833333,11.2563333333,4.1485,8.77325,17.5665833333,29.9474166667,4.18933333334,20.91375,16.29575,41.31425,26.9793333333,9.17056127451
421.16,14.70575,32.0436449275,28.7010833333,11.27225,4.15908333333,8.77091666667,17.5335,29.9396666666,4.19575,20.8596666667,16.3098333333,41.249,26.94325,9.17467647061
421.51,14.7284166667,32.1315398551,28.7165833334,11.34825,4.206,8.81316666666,17.5569166667,29.9815833333,4.23775,20.8529166666,16.3758333334,41.2335833333,26.9665833333,9.22480637256
421.87,14.6928333334,32.1484275362,28.68275,11.3735833333,4.21425,8.80816666667,17.5254166667,30.0075833333,4.24616666667,20.7871666667,16.3969166667,41.2158333333,26.9435833333,9.22767156863
422.23,14.65,32.1364275362,28.6303333333,11.3719166667,4.19383333334,8.78158333333,17.4896666667,30.0080833334,4.23075,20.6946666667,16.3744166667,41.168,26.8935833334,9.2095269608
422.58,14.6324166667,32.1610615942,28.5790833333,11.383,4.20116666667,8.7815,17.4604166667,30.0224166666,4.22325,20.6130833333,16.4074166667,41.12175,26.83525,9.21289215684
422.94,14.619,32.1873297102,28.5488333334,11.4031666667,4.20358333334,8.77958333333,17.4630833333,30.0265833334,4.21833333333,20.5484166666,16.4398333333,41.09875,26.81725,9.2062377451
423.30,14.5750833333,32.1587246377,28.4809166667,11.4085833333,4.19058333333,8.75733333333,17.4148333333,29.99575,4.18916666667,20.4623333333,16.4284166667,41.0244166666,26.7549166667,9.18107598039
423.66,14.5539166667,32.1506268116,28.4388333333,11.4169166667,4.20325,8.75741666667,17.3903333334,29.9849166667,4.17416666667,20.4005833333,16.4563333333,40.9771666667,26.7156666667,9.17244362747
424.01,14.5376666667,32.1697898551,28.3998333333,11.4408333333,4.21158333333,8.747,17.3555833333,29.9845,4.16983333333,20.3300833333,16.4650833334,40.9239166667,26.6551666667,9.16023529412
424.37,14.5415833334,32.227884058,28.3954166667,11.4741666667,4.2355,8.75516666667,17.3416666667,30.0155,4.17725,20.2986666667,16.5055,40.9284166667,26.6435,9.16783333333
424.73,14.52525,32.260076087,28.3880833333,11.51425,4.25608333333,8.75941666667,17.3331666667,30.0464166667,4.18025,20.2569166666,16.5295833333,40.9319166667,26.6349166667,9.17424754901
425.08,14.5085833333,32.2802427536,28.3765833333,11.5238333333,4.272,8.76258333333,17.32575,30.0515,4.16733333333,20.2074166667,16.56,40.9045,26.586,9.18081127451
425.44,14.4598333333,32.2574746377,28.3070833333,11.486,4.25291666667,8.71583333333,17.2695833333,30.0319166667,4.14433333333,20.1091666667,16.5624166667,40.8694166667,26.52875,9.14831372547
425.80,14.47125,32.2982065217,28.3206666667,11.51375,4.28258333334,8.73183333333,17.27075,30.0640833333,4.15308333334,20.0878333334,16.618,40.85225,26.5213333334,9.17162009803
426.16,14.4970833333,32.3593586957,28.3305,11.5445,4.32841666667,8.76016666667,17.2908333334,30.09475,4.17483333333,20.0535833333,16.69925,40.8571666667,26.5250833334,9.20622303921
426.51,14.4784166667,32.3600036232,28.3011666667,11.5775,4.34866666667,8.76041666667,17.2756666667,30.0856666666,4.18366666667,19.993,16.7333333334,40.8135833333,26.5038333333,9.20377450978
426.87,14.4688333333,32.3793007247,28.295,11.615,4.36825,8.77816666667,17.25025,30.11125,4.182,19.952,16.77275,40.7975833333,26.48825,9.22013235294
427.23,14.48,32.416442029,28.28575,11.6520833333,4.4085,8.79483333333,17.2429166667,30.1485833333,4.20133333333,19.9094166667,16.83475,40.7873333333,26.4876666667,9.2363872549
427.58,14.4770833333,32.452634058,28.2705833333,11.6803333333,4.43183333333,8.80025,17.2370833333,30.1889166667,4.21666666667,19.8289166667,16.88475,40.7765833334,26.46475,9.23414950979
427.94,14.53425,32.5219565217,28.3029166666,11.7285,4.48033333333,8.85541666667,17.28125,30.2660833334,4.25458333333,19.8051666667,16.9845833333,40.8179166667,26.5165,9.28290196079
428.30,14.4991666667,32.5208695652,28.2321666666,11.75425,4.47883333334,8.84566666668,17.26475,30.2413333333,4.25825,19.70025,17.0189166667,40.7518333333,26.4569166667,9.2767254902
428.65,14.4961666667,32.5428913044,28.19375,11.769,4.50891666667,8.84825,17.26575,30.2416666666,4.26108333333,19.6299166667,17.0840833333,40.71625,26.4245,9.28563970588
429.01,14.4805,32.5498007246,28.1726666666,11.8021666667,4.50008333333,8.85275,17.2375833333,30.26475,4.25366666667,19.5404166667,17.1283333333,40.6980833333,26.4329166667,9.26466421567
429.37,14.493,32.6158333333,28.18475,11.8483333333,4.50316666667,8.86141666667,17.2346666667,30.34425,4.23875,19.5096666667,17.1900833333,40.73,26.456,9.26377205882
429.72,14.4778333334,32.6265326087,28.1425833333,11.86675,4.49516666666,8.85941666667,17.2261666667,30.3233333333,4.229,19.4106666667,17.225,40.7015833333,26.4318333333,9.24902450979
