wavelength,Back_TiaObsf,Belly_TiaObsf,Breast_TiaObsf,Crissum_TiaObsf,Crown_TiaObsf,DorTail_TiaObsf,Rump_TiaObsf,Throat_TiaObsf,WingTip_TiaObsf
184.11,-57.6870666666,-27.347,12.9251333333,-15.2381333333,-26.6666,-55.607452381,30.3402,-8.36743333332,28.5714666667
184.49,-84.1025999999,-41.7092666667,21.7093333333,-25.4700666667,-35.0426,-85.4945714286,24.7863333333,-14.1026,33.3334
184.87,-79.3798666668,-40.7752,19.0697333333,-28.3722,-32.7132,-85.348704762,8.52706666667,-13.7209666667,31.938
185.25,-65.9864,-33.7414666667,20.6803333333,-21.2245333333,-23.6734,-73.6443428572,9.11559999999,-17.415,32.5170666667
185.63,-85.0370000001,-44.5926666666,16.7408666667,-28.5925333333,-33.0370666667,-89.4073238096,-8.4444,-31.7036333333,24.0
186.01,-74.7826000001,-35.3622666667,21.8840666667,-31.0146,-20.5797333333,-81.5114142858,-7.10153333333,-25.5797666667,26.8116
186.39,-102.280666667,-48.9474000001,7.54393333326,-50.1755333332,-34.3858,-109.511171428,-17.8947333333,-39.6491333333,19.2982
186.77,-150.512933333,-82.0512,-9.7437333332,-92.3076666669,-61.5384666666,-165.549476191,-35.1281333333,-70.3847000001,27.4360666666
187.15,-71.3333333334,-24.1666666667,15.5,-31.5,-20.8333333333,-88.9761904761,3.33333333333,-24.5,38.5000000001
187.53,-38.1481333333,-4.69133333333,22.7160666667,-10.3702666667,-6.4198,-57.2133095237,15.3086,-15.2469333333,32.7162
187.91,-2.99139999999,21.7094,36.5812,16.5812,11.624,-19.9208238095,27.9488,5.1709,39.3163333333
188.29,-11.717,12.4242,27.0709333333,10.0001333333,-2.62626666668,-34.5454523809,18.1818666666,-10.8585666667,29.293
188.67,-31.5647333333,-1.49666666665,12.5169333333,-6.66673333334,-26.9388,-61.8172999999,4.0818,-29.864,18.3672
189.05,-19.6362666667,5.81813333334,17.3333333333,-2.66673333332,-11.2727333333,-46.7619000001,16.4848666667,-23.5757333333,22.7878
189.43,-25.1572,-0.62900000002,16.4780666667,-2.01253333334,-14.0878666667,-52.9200428572,18.4904666667,-30.1258333333,15.3459333333
189.81,-33.7256,-7.45100000001,11.7646,-7.97373333332,-12.549,-54.5564285715,9.54246666669,-33.2680666667,15.0326
190.19,-41.1346666666,-8.22706666666,21.2767333333,-10.2128,-9.36166666666,-59.4123476191,5.95753333332,-32.7658666667,12.7659333333
190.57,-27.5641333333,5.25646666669,26.4102666667,-7.3076,5.38453333333,-46.7032761905,6.79479999999,-23.9743,16.5385333333
190.95,-36.7376666667,1.27660000001,23.2625333333,-10.0708666667,9.92906666666,-56.6464714286,1.70213333332,-27.3759000001,13.759
191.33,-74.6296666667,-26.1110666667,-3.14813333334,-43.3334,-9.81480000002,-105.568614286,-23.1481333333,-58.5184666667,-12.4074
191.71,-118.333333333,-46.0416666667,-19.375,-67.0833333333,-35.4166666667,-144.508928572,-49.5833333334,-81.7708333333,-43.3333333333
192.09,-79.5238666668,-11.1112,0.79373333332,-21.746,-8.5714,-89.172447619,-22.6984666667,-52.1428333333,-17.1428
192.47,-65.1389333333,-0.833266666654,-1.80566666666,-13.8888666667,-6.38886666666,-73.5615047618,-17.5001333333,-40.1388666667,-10.139
192.85,-77.7777333334,-11.8054666667,-20.8332666667,-31.2500666667,-21.3888666667,-86.716204762,-32.7777333333,-54.0278333333,-22.4998666667
193.23,-67.9487333332,-4.7436,-13.4616,-22.1794666667,-25.5128,-74.7985904761,-28.4615333333,-49.4230666666,-17.5641333333
193.61,-60.2150666666,-8.7096,-17.9569333333,-17.527,-25.1612666667,-65.952252381,-29.4624,-50.6451666666,-23.1184
193.99,-89.2857333335,-28.2143333333,-33.9287333333,-35.8332666667,-45.7141999999,-91.2501000001,-53.9285333333,-80.1784000001,-50.8333333333
194.37,-95.5975999999,-32.956,-45.6604,-48.3019333333,-56.7294666666,-102.228204762,-66.1634,-93.9622000001,-59.7484
194.75,-110.3846,-46.0256,-62.6922666667,-64.8717999999,-63.8461333332,-106.492638095,-74.1025999999,-105.2564,-76.7947999999
195.13,-80.565,-30.1694666667,-46.3276,-46.6667333333,-36.0452666667,-74.2938190476,-50.5084666667,-79.7741666666,-56.7231333334
195.51,-90.0000666667,-48.2222,-59.889,-69.1111333334,-46.6666666667,-88.4999857144,-61.2222,-86.5556333334,-76.0001333334
195.89,-95.4444,-59.2223333333,-62.3335333333,-75.7778,-54.5555999999,-95.8570761905,-69.6667333333,-93.0554,-88.2222000001
196.27,-130.2126,-86.8085333332,-88.6524666667,-104.2552,-74.3262000001,-134.022238095,-99.2908000001,-127.730566667,-122.553266667
196.65,-123.333266667,-84.7826666667,-82.7536666667,-103.6232,-63.9131333335,-134.575585714,-94.4928000001,-132.753666667,-129.710333333
197.03,-111.7038,-69.7778666667,-78.3702,-102.963,-58.0741333333,-132.317314286,-87.2592666667,-119.185266667,-121.3334
197.40,-116.666666667,-76.0000000001,-100.0,-120.166666667,-66.8333333332,-154.19047619,-96.9999999999,-121.75,-128.166666667
197.78,-168.888933333,-113.535533333,-149.899066667,-166.8688,-109.293,-211.269757143,-146.464666667,-170.202066667,-174.1414
198.16,-477.222266667,-349.444333333,-423.333466667,-481.666666667,-369.444466666,-643.452538095,-470.555533333,-532.222233333,-499.444333333
198.54,541.111133334,417.222133333,506.111066667,583.888866667,467.7778,731.428619047,590.555533333,646.388866667,587.777866667
198.92,226.4,162.133333333,219.2,258.933333333,198.133333333,323.580952381,275.733333333,295.066666667,249.6
199.30,120.4254,82.2695333334,127.517866667,142.553266667,101.560333333,174.954452381,157.730666667,157.6594,136.312133333
199.68,164.086066667,103.225866667,167.526933333,207.7418,142.795733333,238.847795238,236.129066667,224.3011,188.387133333
200.06,193.580266666,124.1974,205.679133333,245.432133333,168.642,281.252180953,283.209866667,253.209866667,211.8518
200.44,156.410266667,107.521333333,156.068466667,185.299133333,129.572533333,207.692414285,208.718066667,197.4359,171.281933334
200.82,144.027733333,103.4722,136.250066667,152.222133333,118.3334,171.825314286,183.3334,179.513933333,154.8612
201.19,137.1428,91.1564666667,128.843533333,150.4762,105.714333333,161.399466667,174.5578,166.0545,152.244933333
201.57,134.060666667,96.7273333334,136.8484,149.211933333,99.1515333333,157.082180952,176.484933333,155.454566667,152.9698
201.95,140.0,110.133333333,157.333333333,154.266666667,103.733333333,174.047619048,191.466666667,165.133333333,167.866666667
202.33,163.333333333,131.066666667,181.866666667,165.066666666,123.466666667,197.438095238,217.733333333,173.666666667,191.066666667
202.71,223.063,174.234133333,245.4054,212.973066667,171.891933333,260.489238095,287.207333333,228.9189,257.117133333
203.09,154.207733333,123.4972,172.240666667,141.420866667,117.158533333,175.105423809,185.901666667,151.311433333,176.721333333
203.47,144.512733333,114.666866667,164.1026,130.461533333,108.717933333,165.186861905,179.076933333,144.974433333,170.8718
203.85,158.777866667,129.555533333,192.333333333,147.111133333,124.7778,188.071495238,207.888933333,161.6111,187.666666667
204.22,149.425333333,120.9196,186.4368,142.069,112.758533333,182.3317,203.793133333,141.3794,181.264466667
204.60,143.6782,119.770066667,177.931,130.115,110.689533333,181.190428572,195.977066667,136.666666667,177.586266667
204.98,152.133333333,116.4,185.466666667,133.466666667,120.133333333,194.723809524,201.466666667,143.4,184.0
205.36,161.1538,117.435866667,181.0256,138.974333333,124.999866667,189.624428571,197.051266667,143.397466667,186.666666667
205.74,160.2614,119.084933333,175.425,142.222133334,126.143733333,190.224057143,190.718933333,153.5293,184.444333333
206.12,141.058133334,113.015866667,150.1586,130.687933333,115.449733333,167.520857143,169.312266667,141.3227,160.4234
206.50,164.057933333,133.188466667,177.101533333,153.333266667,139.565266667,198.581728572,206.956533333,178.115933333,198.695733333
206.87,247.291666667,197.083333333,259.375,233.958333334,209.375,288.348214286,285.0,255.9375,284.791666667
207.25,232.525266667,181.818266667,239.393866667,217.9798,192.3232,264.776338095,257.3738,235.555333333,266.464666667
207.63,244.666666667,188.0,253.111066667,228.222133334,206.666733333,281.730161905,266.444333333,263.000066667,280.444466667
208.01,265.7778,203.1112,270.222133333,249.333466667,220.888933333,291.158709524,281.777866667,269.888866667,291.7778
208.39,507.142866667,373.809466667,520.0,483.3334,399.523933333,567.108947619,544.285666667,509.047733333,570.476066667
208.77,-1122.66666667,-739.999999999,-1114.66666667,-1061.33333333,-861.333333333,-1342.47619048,-1270.66666667,-1144.0,-1270.66666667
209.14,-341.904733333,-205.7144,-332.857266667,-351.904666667,-263.8096,-422.925180953,-409.047666667,-343.333266667,-405.7144
209.52,-226.0,-118.333333333,-202.666666667,-227.666666667,-165.0,-278.023809524,-243.666666667,-210.333333333,-259.333333333
209.90,-328.888933333,-189.7778,-300.889066667,-350.666733334,-233.3334,-423.714247619,-325.333466667,-279.3334,-344.888866666
210.28,4686.66666667,2760.0,4446.66666667,5106.66666667,3420.0,6128.0952381,5026.66666667,3910.0,4800.0
210.66,2200.0,1443.33333333,2290.0,2533.33333333,1770.0,2971.19047619,2443.33333334,1986.66666667,2493.33333333
211.03,-1083.33333333,-759.999999999,-1153.33333333,-1355.0,-913.333333335,-1532.14285714,-1303.33333333,-1038.33333333,-1286.66666667
211.41,-115.942066667,-79.4202666667,-132.7536,-165.2174,-102.608666667,-193.768119048,-173.043466667,-131.449366667,-152.463933333
211.79,-157.255,-113.725533333,-185.490066667,-219.215666667,-146.666666667,-242.661019048,-241.176333333,-187.843033333,-210.1962
212.17,-408.333333333,-319.166666666,-500.0,-547.5,-372.5,-586.25,-569.166666667,-456.666666667,-492.5
212.55,-1164.4446,-806.666666667,-1440.0,-1260.0,-928.888933332,-1529.20611905,-1397.7778,-1183.3334,-1253.33333334
212.92,-253.8462,-197.435866667,-356.4102,-286.153933333,-218.9744,-333.77282381,-353.333266667,-277.4359,-310.256466667
213.30,3846.66666667,2766.66666666,4780.0,3666.66666667,3173.33333333,4434.28571429,5420.0,3746.66666667,4480.0
213.68,-1357.77773333,-1024.4444,-1635.55546667,-1300.0,-1197.7778,-1609.04757143,-1873.33353333,-1298.8889,-1657.7778
214.06,-384.0,-224.0,-389.333333333,-324.0,-277.333333333,-399.238095238,-488.0,-330.0,-423.333333333
214.44,-461.666666667,-245.833333333,-442.5,-369.166666667,-320.0,-407.023809524,-532.5,-386.666666667,-487.5
214.81,635.5556,374.4444,664.444466667,560.000066667,478.888933333,593.412880952,772.222266667,528.888966667,709.999933333
215.19,291.25,189.583333333,302.916666667,251.25,227.083333333,290.803571428,359.166666667,254.166666667,331.25
215.57,235.0,136.666666667,254.583333333,210.416666667,187.5,229.970238095,311.666666667,207.916666667,300.416666667
215.95,145.238066667,105.0,159.285666667,155.714266667,131.4286,149.795933333,199.285733333,146.0714,202.857
216.32,105.057466667,56.7816,124.3678,119.310266667,88.9654666665,106.190390476,155.632133333,105.632266667,150.804666667
216.70,110.0,26.6666666666,145.333333333,138.666666667,98.6666666665,116.928571429,184.0,143.333333333,179.333333333
217.08,79.0476666667,1.90473333327,125.0792,100.9524,65.3967333334,85.3741666667,148.889,123.809533333,145.714266667
217.46,66.8816666668,20.4300666667,101.505333333,75.9139999999,67.0966666667,77.7111857144,115.268666667,90.8601333334,105.161333333
217.83,63.4286,15.9999333333,93.5239333334,72.7618666666,63.6191333333,80.2993999998,102.095133333,72.3809333333,92.1905333333
218.21,64.9383333333,-3.45673333332,109.1358,73.0865333333,70.1234000001,84.1798428571,94.321,73.9508000001,87.6543333334
218.59,110.555533333,-49.9999999998,171.666666667,118.888933333,132.777733333,107.460276191,134.444466667,89.4443333334,84.4446000001
218.97,340.0,-38.6666666668,382.666666667,298.666666667,350.666666667,289.142857143,304.0,232.666666667,181.333333333
219.34,1013.33333333,-780.0,1193.33333333,766.666666667,1106.66666667,630.952380951,753.333333333,383.333333333,-93.3333333332
219.72,-52.2221999998,183.333333333,-72.2222,-34.4444000001,-79.9999333333,-32.9364952381,-8.8887333334,69.4445333333,116.666733333
220.10,21.5386666667,69.2308666667,18.7178,32.3076,15.1282666666,21.9414,35.8974,57.8204666667,56.4102
220.47,-2.0,52.3333333333,4.33333333334,3.33333333333,-16.0000000001,-2.71428571428,15.3333333334,32.0,28.3333333333
220.85,-3.7680666666,27.5363333333,-12.1739333333,-16.2318666667,-26.3767333333,-19.4411047619,0.57966666674,9.1304,7.5362
221.23,-39.9999333334,-33.7254666666,-67.4509333333,-72.549,-80.7843333334,-74.4538142857,-70.5883333333,-61.1764333332,-63.1372666667
221.61,-135.0,-161.666666667,-197.5,-220.0,-194.166666667,-212.023809524,-240.0,-196.25,-237.5
221.98,-173.333333333,-256.0,-374.666666667,-361.333333333,-232.0,-408.190476191,-378.666666667,-320.666666667,-492.0
222.36,-1100.0,-939.999999997,-2586.66666667,-1820.0,-1106.66666667,-2097.61904762,-2166.66666667,-1766.66666667,-2606.66666667
222.74,-78.7878666667,-46.0606666669,-212.121133333,-90.9090666667,-49.697,-159.913504762,-169.696933333,-125.4544,-211.515133333
223.11,1466.66666667,940.0,2520.0,1253.33333333,900.0,1824.28571429,2340.0,1746.66666667,2966.66666667
223.49,197.777733333,171.111,296.111333333,186.666733333,152.222266667,240.793609524,284.4444,209.166833333,316.111133333
223.87,176.0,146.666666667,285.333333333,147.333333333,105.333333333,216.523809524,292.0,166.0,279.333333333
224.24,335.555533333,217.777733333,640.0,275.5556,8.88886666666,369.682561905,775.555533333,322.222266666,653.333266666
224.62,30.6666666667,89.0000000001,4.33333333333,68.6666666666,105.0,45.6666666667,-8.0,67.0,27.9999999999
225.00,28.6868666667,73.1313333333,15.5554666667,62.4243333334,77.9796666667,42.9581619048,10.1010666667,57.6767666666,33.1312
225.38,33.8271333333,84.4445333333,20.7407333333,84.9382666667,91.1109999999,56.4902952381,13.3334,69.6296333333,44.1974666667
225.75,31.9607333333,58.4314,25.098,68.2352666668,70.3921333334,38.9776380952,8.62746666667,53.8236,29.2157333333
226.13,10.303,28.7879333333,1.66653333334,23.7878666667,33.9394,15.8441333333,-9.84859999999,25.0001,5.60613333331
226.51,-12.0,9.06666666666,-27.8666666667,-1.99996463834e-11,1.59999999998,-15.9142857143,-28.8,-4.73333333334,-14.4
226.88,-5.22219999999,13.6666,-22.3333333333,-0.888800000007,0.888933333334,-8.76190476191,-23.3333333333,-0.777533333334,-9.44433333333
227.26,2.00799999999,16.7068,-13.0120666667,2.65066666667,1.84746666668,-2.58173333334,-9.15666666666,4.25690000001,-3.93573333333
227.64,5.34800000001,22.0512666667,-7.61920000001,5.12806666667,3.51653333333,0.853019047606,-4.32239999999,10.4761333333,-1.83140000001
228.01,-2.12453333332,9.81686666667,-17.2894666667,-6.00726666666,-11.1356,-8.76508571429,-18.9743333333,-3.00363333333,-15.0914666667
228.39,-6.28579999998,5.33333333332,-16.3174666667,-9.20646666667,-16.1269333333,-10.8117380952,-20.5715333333,-7.7144,-17.0794
228.76,-5.66413333334,3.95999999999,-12.732,-10.6766666667,-14.9374,-8.4102904762,-15.8396666667,-8.17046666665,-14.4360666667
229.14,-1.3686,8.03526666667,-7.06393333333,-5.298,-11.5673333333,-1.04702380952,-9.44819999999,-3.64250000001,-7.8588
229.52,2.1936,12.5161333333,-3.87086666667,1.1612,-9.93546666667,5.06596666667,-6.1506,-1.72049999999,-3.01066666667
229.89,9.84306666667,19.8039333333,6.47046666666,9.1764,-6.66666680001e-05,14.8011666667,2.15673333333,5.6472,5.49026666666
230.27,10.1714,19.4667333333,9.25713333335,11.2762,2.20939999999,16.691247619,4.68573333334,6.19053333333,7.77146666667
230.65,6.78573333333,17.0238666667,7.2618,9.60313333333,0.158799999993,15.9692904762,0.595333333334,2.9365,5.11913333333
231.02,5.04493333334,14.2702666667,5.946,10.6667333333,0.144200000001,14.3423571429,0.504533333333,1.9639,4.54066666667
231.40,12.2278,21.1390666667,13.3334,17.9564666667,8.57626666667,21.1270571429,10.0167333333,11.1389666667,11.5577333333
231.78,13.946,21.5134666667,13.6216,17.5856,10.8469333333,22.4710857143,11.0269333333,11.5856333333,11.5314666667
232.15,16.6668,24.4943333333,17.9400666667,21.5729333333,15.1311333333,27.9079714286,14.1948,15.9175333333,16.8539333333
232.53,16.7225333333,23.6126,18.1006,21.1545333333,16.2382666667,26.384652381,15.0838666667,17.039,18.6964
232.90,14.6586666667,19.7188,17.3895333333,18.5542,16.3856,22.1140809524,12.4498,16.5061666667,15.9840666667
233.28,10.7172666667,11.0548,11.6034666667,11.4346,12.152,16.6665047619,7.67939999999,14.1349666667,12.5738
233.66,5.20833333333,4.29166666666,6.5,4.41666666666,5.54166666665,10.0386904762,3.20833333333,9.87499999999,7.75
234.03,3.0,2.54166666666,4.375,2.83333333334,4.625,7.15773809524,0.916666666666,10.4166666667,8.95833333335
234.41,1.7002,1.70020000001,3.13206666667,1.70013333333,2.37133333334,6.3533952381,-0.581666666665,8.83676666667,11.8120666667
234.78,-4.33333333333,-5.52379999999,-5.66653333333,-3.99993333333,-5.381,0.299328571422,-7.76193333333,1.04763333333,6.61886666666
235.16,1.10366666667,2.73746666667,1.67753333333,4.67999999999,-0.75053333334,5.37057619048,-0.883066666664,6.6446,11.9648666667
235.54,7.11646666666,8.13893333335,5.93033333333,10.4702,2.29046666667,6.8857952381,3.31273333333,10.0407,12.7198
235.91,8.92999999999,10.0822666667,9.83533333333,14.5678,4.4444,9.32389523808,5.0206,11.9755666667,13.8683333333
236.29,13.4040666667,16.508,13.404,17.8836,9.80593333333,13.4064285714,11.2168666667,15.873,17.3191333333
236.66,15.6551333333,20.4644,14.9586,21.9900666667,10.9120666667,14.449247619,13.0016666667,16.7163333333,17.7446
237.04,16.1551333333,21.1640666667,14.7089333333,23.2451333333,11.746,15.1954666667,13.2628666667,14.9205333333,16.2611333333
237.41,18.8617333333,22.6666,18.1138,25.6259333333,14.6666,18.0371380952,16.8130666667,16.4715,16.8782
237.79,17.4647333333,21.5962666667,15.9312,22.5351333333,13.1767333333,17.2681428571,16.0876666667,15.7276333333,14.4601333333
238.17,17.711,20.7726,16.7097333333,22.4320666667,15.0214666667,18.2096571429,16.9670666667,16.1373333333,15.5366
238.54,20.4479333334,20.5005333333,18.577,22.6878,16.838,19.4596761905,17.8129333333,17.7602666667,18.3399333333
238.92,18.9542666667,17.4641333333,16.9673333333,20.4706,14.5359333333,18.1008,16.183,15.2286666667,16.6274
239.29,14.1755333333,12.3509333333,12.4679333333,14.6901333333,9.21639999999,13.2179952381,11.1344,10.1871,11.5789333333
239.67,11.3466,10.0220666667,12.34,13.1346666667,7.01993333333,12.8809190476,9.80133333334,9.11703333333,10.905
240.04,9.06086666668,8.48293333334,12.4251333333,10.8152,5.82046666667,12.1214619048,9.28793333333,8.32823333333,10.7533333333
240.42,13.157,12.2926666667,16.0494,14.4268,9.59426666667,15.7671047619,12.9982666667,13.0511333333,15.1499333333
240.79,13.8666,13.5059333333,17.3490666667,14.6980666667,9.70993333333,17.0140190476,13.9294,14.3686,16.1726
241.17,14.1767333333,13.2797333333,18.1258666667,14.7522666667,9.94640000001,16.9869714286,14.0294666667,14.3575,16.2247333333
241.54,12.2542,11.7986,16.4749333333,12.578,7.99760000001,14.7594238095,11.8465333333,12.6019,14.4364
241.92,9.168,9.89666666667,14.0186666667,10.1359333333,6.0794,12.6226380952,9.73360000001,10.1195333333,12.3545333333
242.29,8.51733333334,10.5136,13.2849333333,9.64153333333,6.686,12.7498619048,9.75766666667,9.95159999999,12.6452666667
242.67,9.57946666665,11.9946,13.7495333333,10.8911333333,7.86966666666,14.2515571429,11.4428666667,10.9904,13.9122666667
243.05,9.81913333335,12.0412,13.2300666667,10.9905333333,7.87259999999,14.1559095238,11.0767333333,10.7233333333,13.5056
243.42,9.5622,11.4140666667,12.4158666667,10.564,7.298,13.4199476191,9.99986666668,9.75160000001,12.6850666667
243.80,8.26973333334,10.4242,11.0178,9.51653333334,6.16626666667,11.8150857143,8.4394,8.20189999999,11.7133333333
244.17,8.52653333334,10.1740666667,10.5476666667,9.3842,6.49693333333,11.3351333333,8.28873333333,7.93206666667,11.6603333333
244.55,8.16359999999,9.85213333335,10.2698,9.21666666667,6.4578,10.4446380952,7.77193333333,7.711,11.0184
244.92,8.61139999999,10.3023333333,10.9594,9.84660000001,7.04326666667,11.4443047619,8.27846666667,8.32673333333,11.6952
245.30,9.13460000001,10.4928,11.2961333333,10.6004666667,7.2298,12.0557476191,8.26506666667,8.86536666667,11.8178666667
245.67,9.30806666667,9.96633333333,10.8266666667,10.4228666667,6.77893333334,11.6443809524,7.57206666667,9.00486666666,11.5749333334
246.05,9.35613333334,9.87246666666,10.7175333333,10.2079333333,7.069,11.4047285714,7.12953333333,9.02416666666,11.5963333333
246.42,8.51993333334,9.37833333333,9.82826666667,9.39006666667,6.44766666667,10.6156857143,6.47126666666,8.41633333334,11.2137333333
246.79,8.44453333333,9.62079999999,9.59993333333,9.24959999999,6.38953333333,10.6137095238,6.75546666667,8.61966666667,11.0118666667
247.17,8.24566666667,10.0304,9.80106666666,9.07006666667,6.25906666667,10.9464761905,6.84473333333,8.85673333334,10.8035333333
247.54,7.17226666667,9.34539999999,9.04726666667,8.3776,5.24526666667,10.0861333333,5.98813333333,7.85263333334,9.78180000001
247.92,7.48773333333,9.97946666666,9.48260000001,8.81359999999,5.624,10.5710714286,6.5148,8.14243333333,10.3366
248.29,6.78713333333,9.51633333334,8.6976,8.14373333333,5.03706666667,9.77344285714,5.95226666667,7.41106666667,9.57660000001
248.67,6.67486666667,9.79966666668,8.54873333333,8.217,5.10826666667,9.77553333333,6.28213333333,7.44796666667,9.52026666667
249.04,6.787,10.2342666667,9.04786666667,8.66106666667,5.15793333333,9.88086190475,6.7012,7.48756666667,9.70553333332
249.42,6.22653333333,9.97466666666,8.84879999999,8.37166666666,4.49406666667,9.50830476191,6.39326666667,6.83819999999,9.20546666665
249.79,6.15526666666,10.0919333333,8.99286666666,8.41006666667,4.20753333333,9.33058095239,6.40086666667,6.71276666667,9.02353333333
250.17,6.81766666666,10.6265333333,9.76513333334,8.87026666667,4.69233333333,9.89459523808,6.9854,7.2707,9.75946666667
250.54,7.68386666667,10.9658,10.0454666667,9.64586666665,5.5344,10.2283238095,7.75046666667,7.69906666667,10.3118666667
250.92,8.1666,11.7037333333,10.4622,10.1970666667,6.00066666667,10.5651428572,8.47053333334,8.25729999999,10.8114
251.29,8.53466666667,12.0394,10.7194666667,10.2046666667,6.30366666667,10.9796285714,8.713,8.8087,11.0297333333
251.66,9.25353333335,12.6457333333,11.5391333333,10.6417333333,6.9678,11.5258047619,9.25333333333,9.60696666667,11.8206
252.04,7.85759999999,11.0845333333,9.98660000001,8.91553333333,5.12306666667,9.61074761905,7.39193333333,8.27663333333,10.3591333333
252.41,7.06926666667,10.3365333333,9.29373333333,7.9802,4.5148,8.80754761905,6.7196,7.34003333333,9.66999999999
252.79,8.54333333333,11.5412,10.3746666667,8.86919999999,5.98246666667,9.87424285714,7.8592,8.84323333333,10.9482666667
253.16,10.0454666667,12.7938666667,11.5075333333,10.0844666667,7.51793333333,11.3557619048,8.95373333333,10.1820333333,12.5794666667
253.54,9.76713333335,12.8143333333,11.4836,10.306,7.3386,11.5229904762,8.82893333333,9.95346666667,12.5483333334
253.91,9.23653333335,12.4698,11.4886,9.89286666666,6.8186,11.5238619048,8.5526,9.68576666666,12.1176
254.28,10.2014666667,13.211,12.7142,10.6694,7.89773333333,12.7913428571,9.5894,10.8026,13.0598
254.66,10.2605333333,12.8122,12.4215333333,10.9348,8.01546666667,12.8462714286,9.37160000001,10.9769666667,12.9424
255.03,10.1961333333,12.6143333333,12.1405333333,11.3970666667,8.12086666666,13.0888,9.33006666666,11.3072333333,12.9329333333
255.41,12.4411333333,14.6886,14.3434,13.5184666667,10.8587333333,15.6980238095,11.8266,13.5563,15.0506
255.78,11.5916,13.8395333333,13.136,12.4668,10.6821333333,15.2595476191,10.8108666667,13.4489666667,14.1227333333
256.15,9.45906666665,11.8585333333,11.2218,10.4274666667,8.56013333333,13.3021571429,8.46433333333,11.3874333333,12.0680666667
256.53,7.06973333333,9.58020000001,9.63893333334,8.2788,6.6248,10.9638238095,6.5072,9.13933333333,9.6222
256.90,6.84226666667,9.13373333333,9.43720000001,7.82433333333,6.41113333333,10.3821333333,6.16353333333,8.77046666667,8.99000000001
257.28,6.53913333333,8.95653333333,8.70853333333,7.43993333333,5.89333333333,9.56408571429,5.67566666667,8.19813333333,8.7912
257.65,5.92826666667,8.2384,7.35773333333,6.4634,4.85766666667,8.5844952381,4.6072,7.2052,8.00126666666
258.02,6.3176,8.78439999999,7.61906666666,7.00386666667,5.18793333333,8.90451428572,5.2174,7.2583,8.35253333334
258.40,6.6262,9.07113333333,7.94733333334,7.27913333334,5.16326666667,9.15398095239,5.82626666667,7.36773333333,8.63586666666
258.77,6.5946,9.00160000001,8.00346666667,7.43226666667,5.11853333333,8.91632380952,5.89266666667,7.31393333333,8.72686666666
259.15,6.93493333333,9.51326666666,8.69779999999,7.97066666666,5.4988,9.42065714286,6.55273333333,7.71526666667,9.32239999999
259.52,7.00593333333,9.68359999999,8.692,7.98766666666,5.711,9.51405238095,6.77426666667,7.85546666667,9.41933333333
259.89,7.0198,9.80693333335,8.51373333333,7.96593333333,5.595,9.41128095239,6.91526666667,7.81469999999,9.40593333334
260.27,6.9224,9.84819999999,8.3138,7.968,5.53113333333,9.30132857142,6.94773333334,7.74040000001,9.59240000001
260.64,7.12153333333,10.0694,8.61733333333,8.1978,5.83566666667,9.64077619046,7.20613333333,7.85979999999,9.99866666668
261.01,7.4318,10.5200666667,9.03853333334,8.56486666667,6.2036,10.0349714286,7.5326,8.20666666667,10.4356666667
