wavelength,Back_XenConf,Belly_XenConf,Breast_XenConf,Crissum_XenConf,Crown_XenConf,DorTail_XenConf,Rump_XenConf,Throat_XenConf,WingTip_XenConf
198.92,-17.65875,57.9365,74.3056249999,-15.8730833333,13.0954166667,-19.246,20.2379583334,61.0118333333,62.6986666668
199.30,8.20891666675,57.5870833334,58.4576250001,13.8059166667,27.4874166666,7.46275000001,33.5199166666,57.4005416668,65.0496666666
199.68,13.2850000001,58.8164999999,58.4540833334,23.3091666667,24.0338333332,13.5265,38.2849583333,58.8162916667,74.0339166667
200.06,17.4898333333,52.0574999999,57.8704583332,19.3415,27.1605833333,16.4608333333,36.985625,48.919875,65.0206666668
200.44,23.2510833333,53.1892499999,59.0022083334,27.3663333333,31.4815,21.0905,42.6440833333,51.594375,68.827
200.82,24.578,53.6920833333,57.9115416667,29.95775,34.5992499999,22.6793333333,44.5674583333,48.2068333333,74.578
201.19,27.9823333334,45.9648333333,47.6316666667,29.91225,30.6140833334,21.2280833333,37.9825833334,37.1053333333,62.2805833333
201.57,18.1910833333,39.7359166667,34.8070416667,22.45925,25.7114166667,11.07725,35.010125,32.4695,61.4836666667
201.95,15.0569166667,29.8295833333,31.7232916667,17.7083333333,19.8863333333,0.947083333342,30.824,22.632625,53.3143333334
202.33,6.09458333332,19.9005,22.9475833333,7.83574999998,10.3233333333,-20.52225,22.8233333333,8.33341666675,53.8558333334
202.71,9.86833333332,21.0526666667,23.081,14.035,23.2456666666,-8.22366666668,26.75425,13.1029583333,51.3155833333
203.09,4.26825,14.32925,21.2905833333,10.6705833333,22.6625833333,-13.3129166667,24.3392916667,10.8232083333,44.0039999999
203.47,6.79808333332,11.7325,26.2610833333,11.2938333334,25.7675,-15.2411666667,26.7544166667,2.96066666668,44.40775
203.85,11.111,14.537,24.5370416667,14.8149166667,31.0186666666,-11.5741666667,26.7129583333,0.833458333325,42.1296666667
204.22,10.74075,14.537,19.8148333333,17.7778333333,32.2221666667,-14.8149166667,25.1851666667,-0.50925,40.9256666667
204.60,4.2105,7.54383333335,12.8070416667,6.57891666665,23.3335,-22.4560833333,15.70175,-12.3244583333,31.66675
204.98,4.25166666668,4.84683333335,14.6257083333,5.9525,23.1293333333,-23.21425,12.2023333333,-13.9454166667,28.8265833333
205.36,-1.51508333334,-3.97741666667,13.7309583333,2.36733333332,23.4848333334,-35.6061666666,8.19125000001,-15.909125,26.2310833333
205.74,6.66666666665,4.16666666668,23.90175,10.8335,28.8636666667,-22.65175,11.4015,-10.2271666667,31.8938333333
206.12,-1.93608333334,-6.73383333333,13.6785,0.252416666667,22.3065,-32.2390833333,2.02016666665,-23.2324583333,24.15825
206.50,-6.89099999999,-14.5031666666,9.09466666667,-4.24675,16.4263333333,-32.5320833333,0.28045833335,-34.6552916667,19.7918333333
206.87,-9.48841666667,-21.6996666667,4.24916666665,-10.06575,10.5610833333,-41.91425,-0.70133333335,-36.7987083333,16.99675
207.25,-4.51383333333,-20.05225,3.81966666668,-15.8855,13.97575,-42.2744166667,3.125,-42.1875833333,19.8784166667
207.63,-10.69025,-24.91575,-5.51358333333,-24.15825,5.97658333335,-47.8115,-4.75595833333,-42.67675,10.9430833333
208.01,-18.3673333333,-31.0374166667,-10.8418333333,-32.143,-2.97608333333,-53.4014166667,-11.3095416667,-44.7278333333,5.10224999998
208.39,-14.1156666667,-31.1225,-3.69904166667,-26.7006666667,-3.06116666666,-52.3810833333,-6.20750000003,-47.7040416667,12.3300833334
208.77,-7.68616666668,-25.08075,-0.687666666675,-25.9708333333,-0.72825,-46.521,-0.687625,-43.0422916667,17.314
209.14,-4.42941666667,-19.0690833333,-0.90075,-25.3754166667,-2.027,-43.6186666667,2.55254166667,-36.5238333333,19.2943333333
209.52,-2.31874999999,-20.0724166667,-5.00008333333,-26.9565,-6.23191666667,-42.3188333333,2.24633333335,-38.586875,15.7970833333
209.90,-1.76558333333,-24.0113333333,-11.264125,-29.7315833334,-9.25133333333,-41.8785833334,-0.494541666675,-37.2880833333,13.3474166667
210.28,9.18475,-8.09008333333,0.851375000018,-13.3211666667,6.14349999997,-25.12175,10.9794166667,-21.6544583333,26.2163333333
210.66,8.51174999997,-10.0596666666,-3.15479166666,-17.2618333333,5.119,-29.4045833334,5.50583333333,-20.4760833333,20.9523333333
211.03,7.89799999998,-12.189,-6.68529166667,-17.97275,4.04233333335,-32.276,2.39425,-24.2537083333,20.39825
211.41,13.3449166667,-6.00241666665,-0.349458333332,-9.49891666667,10.7809166667,-24.70875,4.807625,-18.0653333333,24.65025
211.79,17.3938333334,-2.79641666667,4.08279166667,-3.18808333333,14.8769166667,-19.3513333333,7.494375,-12.7515833333,24.217
212.17,19.5025,-2.54633333332,4.195625,-1.79399999999,15.4514166666,-17.8241666667,7.66774999997,-14.0333333333,21.2964166667
212.55,13.4839166667,-6.07633333333,-2.69108333333,-10.3588333333,13.0786666667,-21.4120833333,2.54641666667,-16.2614583333,12.6155
212.92,6.71308333333,-10.2430833333,-9.57758333333,-11.9213333333,8.15966666667,-22.9166666667,-1.01279166668,-20.949125,9.49083333333
213.30,-3.14100000002,-23.7179166667,-21.6985,-20.641,-0.320416666657,-30.7693333333,-11.02575,-33.3655833333,3.52566666668
213.68,0.919083333325,-13.1129166667,-15.1042916667,-13.358,7.90433333335,-22.4265,-3.67658333333,-22.0895,10.0490833333
214.06,5.06183333335,-8.14816666665,-13.333375,-11.6668333333,10.7408333333,-20.3703333333,-1.88262500002,-21.790125,13.45675
214.44,4.85066666668,-9.01741666666,-12.6553333333,-12.9353333333,8.27124999999,-19.2163333333,-3.60695833333,-23.78725,7.15183333333
214.81,6.24991666668,-5.42925000002,-6.40779166667,-9.154,10.7956666667,-14.2046666667,-0.031583333325,-23.1377083333,11.9949166667
215.19,4.03016666664,-6.83058333335,-5.77179166667,-9.22133333334,9.83600000001,-15.1641666667,-1.26354166667,-24.8975833333,9.76783333333
215.57,-2.49308333334,-11.4674166667,-12.8204583333,-13.3190833333,3.56108333333,-22.86325,-6.26779166667,-29.62975,1.21075
215.95,-7.619,-17.6191666667,-22.3807916667,-16.1110833334,-1.82541666667,-30.0,-7.26191666668,-38.5714166667,2.77783333333
216.32,-7.11008333333,-16.66675,-21.712625,-15.2141666667,-0.68791666666,-27.14075,-6.57495833333,-37.7674583333,8.40991666668
216.70,-5.33333333332,-15.75,-23.7916666666,-13.5,-3.08333333333,-28.0833333333,-9.45833333332,-40.4166666667,14.9166666667
217.08,1.44925000001,-14.5833333333,-14.900375,-8.42400000001,1.99275,-26.9021666667,-6.5216666667,-34.828125,17.0289166667
217.46,12.9365,1.34916666667,1.07133333335,4.28566666666,15.5555,-13.8095,3.92858333332,-21.3095833333,25.0
217.83,5.19808333333,-7.67333333335,-4.04287500001,-0.57741666665,8.74591666665,-20.0495833333,-5.52808333333,-35.5197083333,21.1221666666
218.21,3.04674999999,-8.42291666665,-2.19524999999,5.82449999999,9.05016666667,-19.1756666667,-1.97129166667,-38.3065416667,22.043
218.59,-4.96258333333,-17.1345833334,-9.26974999998,5.61808333332,1.59158333333,-31.0861666667,-8.42691666668,-42.8838333333,19.5691666666
218.97,3.87208333332,-5.72391666665,-3.91412499999,13.4679166667,9.00683333332,-15.9933333333,1.43108333333,-29.1665,26.09425
219.34,6.14025,-3.655,-3.69162499999,14.4006666667,8.99125000001,-11.8421666667,2.66808333333,-25.4021666667,27.33925
219.72,5.819,-8.76425,-2.94537499999,12.6436666667,8.046,-9.77,1.97570833333,-19.8635416667,32.3996666667
220.10,3.54149999998,-7.36108333333,-1.84016666667,8.95841666668,9.86124999999,-9.93058333335,-1.59725000002,-17.5347083333,34.0974166666
220.47,9.85425,-2.447,5.65479166668,14.8149166667,14.4178333333,-4.69575000002,7.57291666667,-7.70491666667,36.5739166667
220.85,8.712,-4.04033333335,5.58725,13.7624166667,14.7726666667,-7.07058333334,9.15404166668,-7.95441666667,30.9343333334
221.23,10.15975,-0.627833333333,7.36308333332,15.6963333333,17.1804166667,-5.19399999999,11.358375,-3.96670833333,31.1645
221.61,10.8391666666,1.16541666665,9.528,19.58025,17.7739166667,-3.72958333335,14.04425,-0.786458333332,31.52675
221.98,6.95491666665,-2.63166666665,6.98641666666,17.6690833333,15.47625,-6.95483333332,14.1604166667,-0.783291666668,28.3205833333
222.36,10.38725,0.469416666658,9.94733333333,17.2535,16.5491666667,-4.34275,14.9941666667,6.54358333333,27.9340833333
222.74,10.21525,-2.01608333331,8.70291666667,15.05375,19.0860833333,-4.09941666667,13.3399166667,6.88825,27.8895833333
223.11,2.63158333335,-13.5964166667,-1.42545833333,8.18691666667,11.1841666667,-15.4971666667,3.65512500001,-4.13004166667,22.36825
223.49,7.39341666664,-6.20308333331,5.95245833333,13.4085,17.0425833333,-9.33583333334,10.6202916667,2.03658333333,24.93725
223.87,-2.93333333335,-14.1333333333,-3.63333333333,9.00000000001,8.53333333333,-19.6666666667,3.69999999999,-10.5,11.4
224.24,-10.53725,-21.3498333333,-9.29745833333,3.65025000001,1.99725,-29.13225,-3.75341666666,-18.73275,-2.89258333332
224.62,-26.3366666667,-36.3205833333,-25.3932083333,-9.74858333333,-10.9278333333,-47.87725,-20.3616666667,-36.6745,-22.5630833334
225.00,-18.6955833333,-28.9129166667,-18.7679583333,-1.59416666666,-4.05791666668,-34.5650833334,-14.5652083333,-24.71025,-19.9276666667
225.38,-28.6195,-35.94275,-30.681875,-7.82825000001,-8.9225,-43.0976666667,-23.6110833333,-35.1430833333,-32.82825
225.75,-31.5603333333,-44.7694166667,-37.18975,-15.1595,-10.727,-48.1381666667,-29.8759166667,-36.613375,-39.6276666667
226.13,-34.2198333333,-47.8725,-39.7605833333,-22.1631666666,-14.0070833333,-53.1028333333,-37.5443333333,-40.4257083333,-44.4149166667
226.51,-62.7315,-83.1018333334,-63.7732083333,-50.463,-35.7638333333,-82.9860833334,-63.8310833332,-70.6598333333,-74.7684166666
226.88,-72.7169166666,-83.21925,-66.8949166667,-64.2693333334,-45.3196666667,-88.6986666668,-64.4975833332,-76.7695,-76.8265833334
227.26,-58.4324166667,-60.615,-43.7003333333,-50.79375,-27.0833333333,-67.16275,-47.6685833333,-52.033625,-55.6546666667
227.64,-96.2119999999,-98.6111666666,-79.8610833333,-92.5505,-53.28275,-101.767666667,-88.447,-84.5957916667,-91.7928333333
228.01,-82.9711666667,-82.7295833333,-65.217625,-88.16425,-42.5120833333,-84.058,-82.5482916667,-73.9735833333,-70.8939166667
228.39,-75.5630833333,-71.73425,-62.4437916667,-81.5315833333,-40.991,-69.1440833333,-74.6058333334,-62.8378333333,-58.67125
228.76,-61.94775,-60.8433333333,-51.4557916667,-66.6665833333,-34.0360833333,-55.6223333333,-61.9979166667,-46.7370416667,-37.0483333334
229.14,-68.15475,-69.3451666667,-57.0435833333,-80.2579166667,-46.5276666667,-67.8570833333,-68.8492916667,-57.142875,-35.01975
229.52,-36.6816666667,-41.59225,-30.431625,-47.5445,-25.372,-39.2111666667,-39.1369583333,-32.4777083333,-11.9049166667
229.89,-26.50375,-27.75675,-21.1466666667,-35.2129166666,-17.9825,-27.9449166667,-28.007375,-24.0913333333,-2.56883333334
230.27,-17.7293333333,-18.0088333333,-14.7093333333,-23.60175,-10.962,-18.1766666667,-18.875875,-17.5335833333,3.35583333334
230.65,-15.1600833333,-10.35775,-14.1008333333,-15.2540833333,-5.69666666668,-13.0413333333,-14.4066666667,-13.9360833333,4.61391666667
231.02,-8.37741666666,-6.34924999999,-9.36929166666,-6.87841666667,-0.0439999999925,-6.83416666666,-9.98674999998,-9.41366666667,9.12691666667
231.40,-7.62783333333,-7.58375000001,-11.1330416666,-5.33516666665,-2.99841666667,-7.71591666667,-10.0309583333,-10.009,5.42325
231.78,-6.07733333333,-6.85991666667,-9.41525,-2.99258333333,-4.46600000001,-5.66308333332,-9.76058333334,-11.1417083333,3.591
232.15,-5.75174999999,-8.33324999999,-9.48816666666,-0.0453333333425,-3.442,-6.34050000001,-8.83154166667,-11.0732916667,0.407583333334
232.53,-0.891333333342,-6.10525,-1.98320833333,3.03033333334,2.04991666668,-3.07491666666,-4.21120833334,-6.64004166667,4.45633333332
232.90,-1.21525,-4.90458333333,-1.21516666667,1.95325,2.30024999999,-0.694499999983,-3.68925,-5.316875,1.51908333334
233.28,3.77674999999,1.27266666666,1.55983333333,7.51233333333,7.10183333332,5.41866666666,0.964625,0.821125,5.87025
233.66,-0.36233333334,-1.90199999999,-2.08337500001,3.94016666667,4.80066666667,0.588833333325,-2.42283333334,0.452625,2.49099999999
234.03,-3.52383333333,-4.42849999999,-4.78562499999,3.95241666666,3.66683333333,-1.80958333333,-2.19049999999,-2.14275,-2.66666666668
234.41,-5.32708333333,-8.0695,-6.64558333333,-0.105500000003,0.580333333335,-7.173,-2.82174999999,-3.61270833333,-5.0105
234.78,-3.54716666667,-9.34683333332,-5.74333333332,-3.26574999999,-0.957250000001,-7.82666666667,-2.78720833333,-0.422166666668,-6.19375
235.16,-2.37341666668,-8.75525000001,-5.43249999999,-3.27,1.00208333333,-5.11591666667,-3.79729166667,0.580125,-4.69416666667
235.54,-4.67083333334,-8.12116666666,-7.37795833334,-5.14866666666,3.07858333333,-5.99775,-4.06062500001,-0.212416666668,-4.777
235.91,3.26091666668,1.49458333334,1.04158333333,2.35524999999,9.82783333333,2.35508333333,5.45733333334,9.963875,5.34433333333
236.29,8.89183333334,6.52924999999,4.91845833333,4.89683333333,11.9416666667,7.34533333334,9.12799999999,14.7336666667,10.8675833333
236.66,11.4735,11.0306666667,4.71008333333,7.20616666667,13.6875833333,10.3863333333,13.8285833333,15.2375416667,13.08375
237.04,13.3711666667,12.9545833333,7.36733333334,9.01524999999,16.4014166667,11.0985,15.2461666667,13.617375,17.3105833333
237.41,13.5225833333,13.9015,9.56445833334,11.0985833333,18.3713333334,11.7804166667,15.947,14.071875,16.6668333333
237.79,14.8109166667,14.1105833333,11.362,14.1806666667,19.818,15.9313333334,16.8592916667,13.760625,18.5223333333
238.17,14.45875,12.25075,11.538625,12.0725833333,18.94575,16.9515833333,14.031375,12.2507916667,19.9430833333
238.54,12.6025833333,10.6216666667,10.3482916667,10.34825,17.4864166667,17.8619166666,11.6290833333,12.1414166667,19.4330833333
238.92,15.3086666666,13.1170833333,13.3640833333,15.1850833334,20.4321666667,20.6170833333,15.1541666667,14.614125,23.0246666667
239.29,12.8226666667,11.2089166666,11.663875,12.9695833333,16.2559166667,17.4588333333,13.086875,12.5292916667,18.5445833333
239.67,14.0859166667,11.3978333333,13.4137916667,13.3603333334,15.7795833333,17.8495833334,13.172125,13.723,18.1183333334
240.04,12.2170833333,7.89625,9.42654166666,10.4938333333,13.9145,15.4064166666,10.9052916667,10.802375,16.8723333333
240.42,12.1913333333,8.04658333335,9.89866666666,10.6039166667,13.1393333333,14.9471666667,11.298375,10.75825,15.8949166667
240.79,11.9490833333,7.03808333333,10.9530833333,10.5375,12.9156666667,15.1393333333,10.6632083333,10.6631666667,16.2604166666
241.17,10.849,4.75208333333,8.70029166667,7.96641666666,10.5345,12.9978333333,8.66525000001,9.66991666668,14.2383333333
241.54,9.28525,3.41766666667,6.92108333333,6.13308333333,8.58300000001,11.7666666667,7.50633333333,7.99779166667,13.7328333333
241.92,9.33125,3.72383333333,7.188125,5.48058333333,7.77133333333,11.7620833333,7.36341666666,8.087625,13.0831666667
242.29,9.937,5.42908333333,7.99233333333,6.31308333334,7.76516666667,11.93175,8.23225000001,9.69066666667,13.4471666667
242.67,10.69075,7.07200000001,9.16433333333,7.39033333333,8.67525000001,12.5413333333,9.44729166667,9.989375,14.1326666666
243.05,9.84658333334,6.65975,8.952375,6.75141666666,8.12708333333,11.85225,8.51675000001,9.15866666667,13.7663333333
243.42,10.4526666667,7.8895,9.58187500001,7.77858333333,9.42083333334,12.2391666667,9.40970833334,9.953625,15.4906666667
243.80,9.54574999999,7.69991666666,8.92837500001,7.07741666667,8.77033333333,11.5990833333,8.65549999999,9.35979166668,15.0501666667
244.17,9.03933333333,8.96433333332,9.39770833333,7.40266666667,8.97516666666,11.57475,9.16220833333,9.90054166668,14.83725
244.55,7.59016666667,8.23783333332,8.21654166666,6.4225,8.07858333333,10.6050833333,8.32800000001,8.89058333332,14.0235
244.92,6.69541666667,7.7805,6.76700000001,5.4875,7.06391666667,9.55141666667,7.39658333334,7.98525,13.2268333333
245.30,6.85716666667,9.07608333333,7.752375,6.77141666667,7.91433333332,10.5238333333,8.47149999999,9.11429166667,13.6381666666
245.67,7.25249999999,9.33575,7.79725000001,6.63383333333,7.61866666667,9.87624999998,8.40308333334,8.934875,13.1451666666
246.05,6.85941666668,8.88299999999,7.41712500001,5.8635,6.71599999999,9.18558333334,7.79158333334,7.409125,12.986
246.42,6.71766666667,8.90841666666,7.19804166668,5.72066666667,6.71041666666,9.11941666668,7.51433333333,6.96870833332,12.6930833333
246.79,6.96991666667,8.43933333333,6.73162499999,5.78516666667,6.844,9.26658333333,7.27091666667,7.16170833333,12.7613333333
247.17,6.84083333333,8.23458333333,6.30695833333,5.28616666667,6.45808333333,9.10441666668,6.720375,6.55670833333,12.7436666667
247.54,7.27558333333,8.41566666667,6.435,5.1775,6.52325,9.63808333332,6.770125,6.86120833333,12.82925
247.92,7.25083333333,8.17008333333,6.36558333333,5.283,6.29791666667,9.57383333333,6.58541666667,6.56008333333,12.844
248.29,7.04366666666,7.58466666667,6.19683333333,4.97825,5.86883333333,9.34425000001,5.82779166667,6.04908333333,12.42075
248.67,7.1195,7.50408333333,6.369625,4.81783333333,5.85041666667,9.54183333333,5.87508333333,5.990375,12.7445833333
249.04,6.99983333333,7.28683333333,6.42320833333,4.88408333333,5.73375,9.36883333334,5.80979166667,5.941875,12.7954166667
249.42,6.73525,6.77675,6.034,4.53958333333,5.08391666667,8.70041666666,5.42141666667,5.403625,12.3816666667
249.79,6.34625,6.52925,5.84804166666,4.46633333333,5.0595,8.69925000001,4.8575,4.94875,12.2888333333
250.17,6.23991666667,6.54483333333,5.6165,4.47816666667,5.35225,8.57049999999,4.6545,5.52854166667,11.9989166667
250.54,5.155,4.7855,4.242625,3.40291666667,4.29325,7.40666666667,3.47875,4.405625,10.918
250.92,4.75108333333,4.75108333333,4.331,3.21575,4.16291666667,7.32508333333,3.46379166667,4.147375,10.67825
251.29,5.1865,5.03641666667,4.55408333333,3.5025,4.3485,8.00141666666,4.15879166667,5.37604166667,10.4679166667
251.66,4.1625,4.13808333333,3.64329166667,2.97683333333,3.29566666667,7.0985,3.60641666667,5.143875,9.66625
252.04,4.29275,4.343,3.53658333333,3.20058333333,3.62908333333,7.59408333334,4.34725,5.93516666667,10.0470833333
252.41,3.79825,3.89475,3.33783333333,2.84208333334,3.21058333334,7.24550000001,4.31129166667,5.7235,9.737
252.79,4.80833333333,4.93141666667,4.06120833333,3.8325,4.09633333334,7.92891666666,5.17320833333,6.57083333333,10.1353333333
253.16,4.69141666667,4.90691666667,4.40433333333,3.24716666667,3.7765,7.57075,4.633125,6.678125,9.28425000001
253.54,5.14075,5.60066666667,4.965,3.68883333333,4.44625,8.30625000001,4.807125,7.37741666667,9.76733333334
253.91,5.28391666667,5.63183333333,5.393625,3.85525,4.36825,9.09341666667,5.361625,8.01741666667,10.1374166667
254.28,4.10091666666,4.21366666667,4.41541666667,2.59941666667,2.66508333333,7.75150000001,4.43895833333,6.18429166667,9.08400000001
254.66,4.19141666667,4.53925,4.424875,2.076,2.72141666667,7.936,4.69320833333,6.24266666667,8.95908333333
255.03,4.33583333333,4.73766666667,4.65291666667,2.14675,2.33716666667,7.80450000001,4.616125,6.2235,8.47075000001
255.41,4.28158333333,5.04833333333,4.92775,2.56233333333,2.19008333333,7.304,4.76908333333,5.885875,8.24583333333
255.78,4.17233333334,5.37066666667,5.53495833333,2.53291666667,2.23883333333,7.10083333334,5.41616666667,5.35391666667,7.3835
256.15,4.80983333333,6.141,6.437375,3.02016666667,2.55025,7.39383333334,5.22925,4.910625,8.04258333333
256.53,7.35858333333,8.61625000001,8.44841666667,4.95791666667,5.05241666667,9.60166666667,7.38483333333,7.59966666667,10.0945833333
256.90,6.89466666667,8.06300000001,7.42070833333,4.65441666666,4.63491666667,9.27983333332,6.580625,7.38683333333,10.0810833333
257.28,7.49575,8.20383333333,7.32291666667,5.09491666667,5.05183333333,9.87033333334,7.145875,7.5,10.8550833333
257.65,7.90800000001,8.8575,8.30674999999,5.40875,5.81141666667,10.1868333334,7.797625,7.20895833333,11.6228333333
258.02,7.55166666667,8.83008333332,7.992375,4.67691666667,5.8095,9.89008333332,7.56491666666,7.02516666667,11.2346666667
258.40,7.57733333333,9.04391666666,7.87570833333,5.025,6.38908333333,10.2318333333,7.67404166667,7.78191666667,11.5165833333
