wavelength,Back_EmbYpif,Belly_EmbYpif,Breast_EmbYpif,Crissum_EmbYpif,Crown_EmbYpif,DorTail_EmbYpif,Patch10_EmbYpif,Patch11_EmbYpif,Rump_EmbYpif,Throat_EmbYpif,WingTip_EmbYpif
543.81,14.9378888889,40.2796666667,36.2298333333,20.3236666666,11.3745833333,10.1359649123,20.5913333334,9.08483333333,11.8966666666,37.2835,12.8048333334
544.15,14.9604074074,40.265,36.2293333333,20.368,11.38775,10.1485087719,20.5853333333,9.097,11.9178333333,37.2928333333,12.8175
544.49,14.9725925926,40.2786666667,36.2616666667,20.3955,11.393,10.1460087719,20.6145,9.07616666666,11.9515,37.3278333334,12.8478333333
544.84,15.0037222222,40.3231666667,36.3345,20.4673333333,11.4391666666,10.1757631579,20.666,9.12183333334,12.0086666667,37.3691666667,12.8683333333
545.18,15.0887777777,40.4296666667,36.4166666667,20.5461666666,11.5109166667,10.2435614035,20.753,9.18233333333,12.0868333333,37.4575,12.9663333334
545.52,15.1026111111,40.4405,36.4471666667,20.5895,11.5385,10.2864912281,20.7876666667,9.22583333334,12.1241666666,37.4875,12.985
545.87,15.1409444444,40.478,36.4751666667,20.6131666667,11.5661666667,10.2963245614,20.845,9.22233333333,12.1418333334,37.5141666666,13.019
546.21,15.1047407407,40.5026666667,36.5093333333,20.5803333333,11.545,10.279008772,20.8585,9.1875,12.1443333333,37.5268333333,12.9868333333
546.55,15.1538333334,40.543,36.6111666666,20.6038333333,11.5625,10.2984473684,20.882,9.19766666667,12.1713333333,37.569,13.0008333334
546.90,15.1595,40.5993333334,36.6825,20.651,11.5865,10.3384561403,20.9251666667,9.23,12.1938333333,37.5883333334,13.0071666667
547.24,15.1831296297,40.6506666667,36.7893333333,20.6898333334,11.625,10.3515175439,20.987,9.2755,12.2461666666,37.6213333334,13.0368333333
547.58,15.2127037037,40.7346666666,36.8343333334,20.7363333334,11.6351666667,10.3661666667,21.015,9.27983333333,12.2713333334,37.69,13.0518333334
547.92,15.217462963,40.8073333333,36.9521666667,20.786,11.6679166667,10.362,21.049,9.28883333333,12.322,37.7161666666,13.0556666667
548.27,15.2191296296,40.873,36.9521666667,20.776,11.6783333334,10.3586052632,21.0378333334,9.3005,12.3241666667,37.7136666666,13.034
548.61,15.2355,40.9305,36.969,20.7815,11.658,10.359122807,21.037,9.28516666667,12.3253333333,37.7565,13.0508333333
548.95,15.2087222222,40.9716666666,36.9891666667,20.785,11.6603333333,10.3187368421,21.0033333333,9.25883333334,12.3295,37.7523333334,13.0043333333
549.29,15.2364814815,41.0313333333,37.0436666667,20.832,11.6529166667,10.3058333333,21.0126666666,9.24933333333,12.3696666667,37.7618333333,13.0251666666
549.64,15.2834074074,41.1276666667,37.0636666667,20.9276666667,11.6975833333,10.3486403509,21.0761666666,9.33683333334,12.4176666667,37.8276666667,13.0258333334
549.98,15.3240370371,41.1816666667,37.0928333333,20.9846666666,11.7195833333,10.3691929824,21.06,9.36116666666,12.4116666666,37.8663333333,13.0776666667
550.32,15.3083888889,41.2238333334,37.1128333333,21.0011666667,11.7236666667,10.3441754386,21.0558333334,9.35483333333,12.44,37.8516666667,13.0553333333
550.66,15.3807962963,41.224,37.1226666667,21.046,11.7991666666,10.3945789474,21.0818333333,9.38,12.4881666666,37.889,13.1068333334
551.01,15.4084814814,41.1941666667,37.0826666666,21.07,11.79625,10.4112017544,21.1375,9.3815,12.4908333334,37.9396666666,13.1441666666
551.35,15.4383148148,41.2176666667,37.094,21.1226666667,11.8619166667,10.3941491228,21.2166666666,9.44416666666,12.5025,37.9806666666,13.141
551.69,15.449,41.2248333334,37.0528333334,21.1491666667,11.8875,10.3805,21.2555,9.45166666667,12.4788333333,37.9686666667,13.166
552.03,15.5092407407,41.2386666667,37.1148333334,21.2476666667,11.9513333333,10.4605438596,21.3308333333,9.51216666666,12.5295,38.013,13.1895
552.38,15.518462963,41.284,37.117,21.2431666667,11.9624166667,10.4813245614,21.3358333334,9.52283333334,12.5443333334,37.997,13.1721666667
552.72,15.5211666667,41.2753333334,37.1073333333,21.2625,11.9753333333,10.5188333333,21.3363333333,9.569,12.5658333333,37.9595,13.1695
553.06,15.5017037037,41.3161666667,37.1308333333,21.2215,11.96125,10.5045087719,21.3411666667,9.5485,12.546,37.9745,13.1306666667
553.40,15.4935370371,41.3018333334,37.1988333333,21.2113333333,11.9535833333,10.5079210526,21.3286666667,9.53083333333,12.5448333333,37.9471666666,13.151
553.74,15.5068703704,41.339,37.2228333333,21.2115,12.01,10.5384035087,21.4091666667,9.5925,12.6188333334,37.9425,13.1586666666
554.09,15.5366666666,41.3631666667,37.3025,21.2546666666,12.0539166667,10.5991754386,21.4803333333,9.60566666667,12.6526666666,38.0315,13.2143333333
554.43,15.5888148148,41.485,37.3558333334,21.2928333333,12.1168333333,10.671254386,21.5368333334,9.7275,12.739,38.0965,13.2758333334
554.77,15.6222407407,41.583,37.4205,21.2966666666,12.1555833334,10.7063596491,21.5608333333,9.76866666667,12.8026666667,38.0973333333,13.2705
555.11,15.6375370371,41.5911666667,37.462,21.3145,12.113,10.7299912281,21.5545,9.7565,12.819,38.0296666667,13.2558333334
555.45,15.6451481481,41.6055,37.4843333333,21.31,12.079,10.7517280702,21.5918333334,9.722,12.8288333333,38.0088333333,13.2296666667
555.80,15.6578703704,41.5998333333,37.4435,21.3301666667,12.0393333334,10.720508772,21.5675,9.71983333333,12.8333333333,37.9735,13.244
556.14,15.6720555555,41.645,37.4923333334,21.4306666666,12.0650833333,10.7392280702,21.6503333333,9.75833333333,12.8671666667,37.9756666667,13.3178333334
556.48,15.7221851851,41.684,37.4998333333,21.4233333334,12.0835,10.7476666667,21.69,9.73683333333,12.8768333333,37.9906666667,13.343
556.82,15.8182962963,41.754,37.5731666667,21.4835,12.1555,10.83,21.7868333333,9.82516666666,12.9633333334,38.0926666667,13.4441666667
557.16,15.7932407407,41.8011666667,37.5105,21.526,12.1206666666,10.7969210526,21.7883333333,9.784,12.9571666667,38.039,13.435
557.50,15.8253333333,41.7968333333,37.5475,21.5916666667,12.08675,10.7761140351,21.7893333334,9.76116666666,12.9616666667,38.1165,13.4441666667
557.85,15.9357407407,41.8808333333,37.5736666666,21.7023333333,12.14725,10.820491228,21.8615,9.86816666667,13.0295,38.1183333334,13.541
558.19,15.9573703704,41.9316666667,37.6458333333,21.7436666667,12.1003333334,10.7806491228,21.8855,9.81849999999,12.9881666667,38.0985,13.5436666667
558.53,15.8911851852,41.7998333333,37.5946666666,21.6758333333,12.05,10.6960438597,21.8131666667,9.75516666667,12.9081666667,37.9778333333,13.4536666667
558.87,15.813037037,41.7413333333,37.5528333334,21.6263333333,12.0090833333,10.645631579,21.758,9.70516666667,12.869,37.9725,13.4061666666
559.21,15.8068888888,41.737,37.5341666667,21.6225,12.0171666666,10.6407192983,21.7525,9.73183333334,12.8666666666,37.9948333334,13.4203333333
559.55,15.8675740741,41.7855,37.6626666666,21.691,12.0775,10.6981754386,21.856,9.77383333333,12.9183333333,38.084,13.4693333334
559.89,15.8547962963,41.7391666667,37.6235,21.6416666667,12.0646666667,10.6914122807,21.8403333333,9.7255,12.9108333333,38.093,13.4073333333
560.23,15.8366666667,41.7048333333,37.6058333333,21.6806666667,12.0210833333,10.6936403509,21.8095,9.71483333333,12.9146666666,38.114,13.4088333333
560.58,15.8716481482,41.7126666666,37.6528333334,21.7675,12.0913333334,10.7149649123,21.7811666667,9.731,12.9425,38.0905,13.4666666666
560.92,15.9288148148,41.7271666666,37.7065,21.7371666666,12.1128333334,10.7249385965,21.8118333333,9.8005,12.9953333334,38.1646666667,13.4645
561.26,15.9307222222,41.7771666667,37.7408333333,21.802,12.177,10.7675964912,21.8156666667,9.83566666667,13.0058333334,38.146,13.4923333333
561.60,15.8815555555,41.7108333333,37.6006666666,21.7201666667,12.1013333334,10.7075701754,21.7173333333,9.75283333333,12.9261666667,38.0526666666,13.3735
561.94,15.8620185185,41.6796666667,37.5568333333,21.71,12.1156666667,10.6760614035,21.7011666666,9.72166666666,12.9493333334,38.0941666666,13.3558333333
562.28,15.9337777777,41.8055,37.6713333333,21.8055,12.17675,10.7310175439,21.7613333333,9.79133333333,13.0286666667,38.2146666667,13.4555
562.62,16.0553333333,41.8821666667,37.8041666666,21.9051666667,12.2889166667,10.8363245614,21.8536666667,9.87216666667,13.146,38.2993333333,13.5678333333
562.96,16.0363703703,41.8588333333,37.8456666667,21.9141666667,12.3025833334,10.8635350877,21.8443333334,9.8695,13.1625,38.2836666666,13.572
563.30,15.9827037037,41.8266666667,37.7978333333,21.8725,12.2900833334,10.7972192982,21.7943333334,9.8065,13.1195,38.2431666666,13.5541666666
563.64,16.0270925926,41.789,37.83,21.9396666666,12.316,10.7774649123,21.826,9.843,13.1618333333,38.197,13.5821666667
563.99,16.0469259259,41.7965,37.815,21.9475,12.3285833334,10.7588157895,21.8733333334,9.82833333333,13.1446666667,38.1668333333,13.5786666667
564.33,16.0163888889,41.7318333333,37.7201666667,21.8946666667,12.2825833334,10.7111929825,21.9091666667,9.79716666666,13.1215,38.069,13.5163333334
564.67,16.025962963,41.7031666666,37.7526666667,21.9528333334,12.3015,10.7530789474,21.943,9.794,13.1525,38.0613333333,13.592
565.01,16.0718518518,41.7286666666,37.6955,21.9243333333,12.2955833333,10.7615263158,21.999,9.80466666666,13.1871666667,38.0001666667,13.5838333334
565.35,16.0585740741,41.788,37.7845,21.9581666667,12.26625,10.7403157895,22.0431666666,9.785,13.1928333333,38.0355,13.5958333334
565.69,16.0619444444,41.7481666667,37.8065,21.9645,12.2333333334,10.7680263158,22.0513333333,9.765,13.1815,37.9823333333,13.5895
566.03,16.0586851852,41.7661666666,37.7616666667,22.01,12.2539166667,10.798745614,22.0805,9.75483333333,13.2321666666,38.0126666666,13.5895
566.37,15.9946481482,41.7775,37.6868333333,21.977,12.2158333333,10.7850877193,22.074,9.70933333333,13.174,37.9683333334,13.5486666666
566.71,16.0235555555,41.8173333333,37.6803333333,22.0446666667,12.2245,10.7842894737,22.1013333333,9.72516666667,13.2113333333,38.0338333333,13.569
567.05,16.0273148149,41.8435,37.6266666666,22.0361666666,12.1943333334,10.8017894737,22.0776666667,9.74133333333,13.2538333334,37.9765,13.5688333333
567.39,15.9867962963,41.8698333334,37.6051666667,22.0216666666,12.15025,10.7935087719,22.0345,9.70416666666,13.2113333333,37.9736666667,13.5798333333
567.73,16.0249814815,41.9145,37.7078333333,22.1208333333,12.18175,10.866,22.0693333333,9.76116666666,13.2745,38.0873333333,13.646
568.07,16.0119259259,41.9415,37.7635,22.1755,12.16825,10.8888508772,22.0793333334,9.7435,13.3156666666,38.1881666667,13.6705
568.41,16.0541666667,41.9748333334,37.7483333334,22.2413333333,12.1816666666,10.8965526316,22.0593333334,9.75433333334,13.3486666667,38.2308333333,13.6318333333
568.75,16.0256111111,41.9136666667,37.7706666667,22.2463333334,12.13525,10.8576929824,21.9965,9.70683333334,13.3235,38.2715,13.624
569.09,16.0402407408,41.9111666667,37.7645,22.2741666667,12.1793333333,10.9316842105,22.0293333333,9.7525,13.4143333333,38.2666666666,13.667
569.43,16.0355555556,41.8976666667,37.7365,22.27,12.1878333333,10.9312017544,22.029,9.7655,13.4473333334,38.247,13.7015
569.77,16.0397037037,41.8961666667,37.7216666667,22.2778333333,12.1365833333,10.898622807,22.0011666667,9.73083333333,13.4156666667,38.1935,13.6906666667
570.11,16.1081851851,41.9466666667,37.764,22.3578333334,12.1605833333,10.9190526316,22.0156666666,9.77166666667,13.4798333333,38.1765,13.731
570.45,16.1501296296,41.9516666667,37.7631666667,22.3361666667,12.1906666666,10.9620964912,22.0368333333,9.80866666667,13.523,38.1751666667,13.7603333334
570.79,16.1958888889,41.9951666667,37.8678333333,22.437,12.288,11.0308333333,22.1385,9.8685,13.5995,38.2603333333,13.8623333333
571.13,16.2373888889,42.0376666667,37.9128333334,22.511,12.35025,11.0867280702,22.1855,9.89866666666,13.6468333333,38.301,13.8816666666
571.47,16.2406851852,42.0393333334,37.8696666666,22.4615,12.3444166667,11.037868421,22.1668333333,9.89416666667,13.6675,38.1905,13.8706666666
571.81,16.2735740741,42.0378333333,37.8825,22.4676666667,12.36575,11.0251842105,22.1761666667,9.94383333335,13.6745,38.1591666666,13.871
572.15,16.2641666666,42.0303333334,37.874,22.485,12.4028333333,11.0564035088,22.2201666667,9.94183333335,13.7033333333,38.1166666667,13.9416666667
572.49,16.3052222222,42.1065,37.924,22.5768333333,12.4349166667,11.1231052631,22.3016666667,9.99066666668,13.7533333333,38.1775,14.0341666667
572.83,16.2972407407,42.103,37.9068333334,22.5896666667,12.43575,11.1181842105,22.3141666667,9.97233333334,13.7416666667,38.146,14.0405
573.17,16.2637037037,42.0858333333,37.8695,22.5948333334,12.4359166667,11.0844385965,22.2911666666,9.966,13.7415,38.1321666667,14.0221666667
573.51,16.2795925926,42.0975,37.9253333333,22.6581666667,12.4826666667,11.1034736842,22.3328333333,9.99666666668,13.7416666667,38.1473333334,14.048
573.85,16.291,42.0878333333,37.8846666667,22.6816666667,12.5165833333,11.0994561404,22.3588333333,10.0233333333,13.7546666667,38.1835,14.0958333334
574.19,16.3061851852,42.1008333333,37.9321666667,22.7091666666,12.5019166667,11.1088245614,22.3685,10.0045,13.7358333334,38.1571666666,14.1265
574.53,16.2874074074,42.029,37.8276666667,22.6805,12.4399166666,11.0251052631,22.318,9.95083333331,13.678,38.0961666667,14.0446666667
574.87,16.3246481481,41.9981666667,37.8516666667,22.685,12.4380833334,11.0059298245,22.3681666666,9.97299999998,13.7241666667,38.1193333333,14.0735
575.21,16.3272777777,41.9766666667,37.87,22.7321666667,12.47925,11.043622807,22.41,10.0206666667,13.7118333333,38.1193333333,14.0658333333
575.55,16.3541851852,42.0016666667,37.8446666666,22.8115,12.49625,11.0775701754,22.4335,10.0158333333,13.717,38.1375,14.0843333333
575.89,16.3573703704,42.0781666666,37.9238333333,22.8025,12.47975,11.0710350877,22.4695,10.0158333334,13.703,38.1598333333,14.0798333333
576.22,16.3736296296,42.0855,37.944,22.8031666667,12.4968333333,11.0914385965,22.5058333333,10.0271666667,13.7361666666,38.1511666666,14.0308333333
576.56,16.4051111111,42.135,37.9976666667,22.8601666667,12.53675,11.1149210527,22.5103333333,10.088,13.7548333333,38.2533333333,14.0683333333
576.90,16.4200925926,42.1761666667,38.0363333334,22.8945,12.5641666667,11.1299561403,22.5505,10.1118333333,13.766,38.2608333333,14.0756666666
577.24,16.4564259259,42.1991666667,38.0716666667,22.8623333334,12.6009166667,11.1527982456,22.6053333333,10.1618333333,13.8455,38.2616666667,14.1523333333
577.58,16.4415555555,42.2185,38.1215,22.8663333333,12.5976666666,11.1565877193,22.6098333334,10.1115,13.8255,38.2931666667,14.0985
577.92,16.4759074074,42.2876666666,38.14,22.9698333333,12.6315833333,11.1808596491,22.6298333333,10.1506666667,13.9123333333,38.3395,14.1
578.26,16.5018703704,42.4018333333,38.2698333334,23.023,12.6855,11.2585087719,22.7018333333,10.1921666666,13.9563333333,38.4103333333,14.1753333334
578.60,16.5204444444,42.4266666667,38.2661666667,23.0268333333,12.6988333333,11.297868421,22.6971666666,10.2158333333,13.9753333333,38.4203333333,14.1878333333
578.94,16.5151481481,42.4473333333,38.2355,23.0525,12.6883333334,11.2936929825,22.733,10.1688333333,13.989,38.4858333334,14.2491666666
579.28,16.4920925926,42.4358333334,38.2238333334,23.016,12.70775,11.3298596491,22.7301666667,10.1783333334,14.0296666666,38.4643333333,14.3088333333
579.61,16.5106111111,42.5086666667,38.1843333333,23.1001666666,12.7226666666,11.3559473684,22.7133333334,10.2261666667,14.0546666667,38.4993333333,14.3328333333
579.95,16.514462963,42.5258333333,38.1716666667,23.0955,12.7375,11.3336754386,22.6943333333,10.2108333333,14.0481666667,38.5113333333,14.3541666666
580.29,16.5719444445,42.5386666667,38.1405,23.145,12.7600833333,11.329868421,22.742,10.1885,14.0805,38.4755,14.3381666667
580.63,16.6566111111,42.6633333333,38.217,23.2271666666,12.82325,11.4366929824,22.8585,10.234,14.1778333333,38.6453333333,14.4061666667
580.97,16.6060925926,42.53,38.1128333333,23.2266666667,12.81975,11.4354122807,22.7871666667,10.1655,14.1321666667,38.5578333333,14.3596666666
581.31,16.698,42.5213333334,38.2116666667,23.3421666667,12.8325833333,11.4886052632,22.8341666666,10.2655,14.2576666666,38.6315,14.4341666667
581.65,16.7143703704,42.4626666667,38.1966666667,23.352,12.8880833334,11.5273859649,22.8933333334,10.3085,14.2745,38.6455,14.5606666667
581.98,16.8021851852,42.4656666667,38.2153333333,23.3976666667,12.9491666667,11.5967368421,22.8933333333,10.3506666666,14.3245,38.6696666667,14.5676666667
582.32,16.7845555555,42.5403333333,38.286,23.482,12.9840833333,11.6232017544,22.9378333333,10.3416666666,14.363,38.7763333333,14.5751666667
582.66,16.7807592592,42.582,38.343,23.4938333333,12.93775,11.6128157895,22.8833333334,10.3068333333,14.3495,38.8015,14.5193333333
583.00,16.7837222222,42.6455,38.3465,23.4878333333,12.9211666666,11.5812894737,22.9143333334,10.3005,14.3266666666,38.8231666666,14.5031666667
583.34,16.8310185185,42.5823333334,38.3903333334,23.5266666667,13.0251666666,11.6307631579,22.9611666667,10.3461666666,14.3878333334,38.8936666667,14.5645
583.68,16.7851666666,42.5545,38.364,23.5548333334,12.9954166666,11.5869649123,22.9076666667,10.3371666666,14.386,38.856,14.549
584.01,16.8001666667,42.5605,38.4786666666,23.5265,13.0588333333,11.6162719298,22.9481666666,10.4066666667,14.4418333333,38.9803333334,14.613
584.35,16.8263148148,42.5396666667,38.5461666667,23.559,13.064,11.5651666667,22.9223333334,10.4018333333,14.4306666667,38.9363333333,14.635
584.69,16.8815740741,42.6923333333,38.6336666667,23.5741666667,13.0179166667,11.5711754386,22.9758333333,10.4131666666,14.4591666666,39.1033333334,14.6303333333
585.03,16.7552592592,42.6491666667,38.541,23.4836666667,12.955,11.5058596491,22.8926666667,10.2978333333,14.3561666667,38.974,14.6218333333
585.37,16.7122407407,42.629,38.5488333333,23.4083333334,12.8865,11.4540438597,22.8641666667,10.2238333333,14.2845,38.9468333333,14.5156666667
585.70,16.6557592593,42.6683333333,38.528,23.4321666667,12.8354166667,11.3631140351,22.8951666666,10.2271666666,14.2855,38.9615,14.5565
586.04,16.6040925926,42.5251666666,38.3671666667,23.4211666667,12.7571666667,11.2938333333,22.845,10.2025,14.2468333334,38.8158333333,14.4965
586.38,16.5684814815,42.4845,38.357,23.4381666666,12.78975,11.2955175439,22.8326666666,10.248,14.2893333334,38.8126666667,14.5513333334
586.72,16.6694444445,42.5476666667,38.4678333334,23.5771666667,12.8965833333,11.3441052631,22.8946666667,10.3183333334,14.4211666666,38.9258333333,14.6395
587.06,16.5968333333,42.505,38.4275,23.5153333334,12.80875,11.2325701754,22.8265,10.2798333333,14.3681666666,38.7461666666,14.5895
587.39,16.6364444444,42.5665,38.4066666667,23.557,12.8124166666,11.2892719298,22.851,10.2803333333,14.3805,38.7455,14.6291666667
587.73,16.626462963,42.5575,38.3516666667,23.6316666666,12.8195833333,11.2953421053,22.8708333333,10.2466666667,14.3813333333,38.7141666667,14.644
588.07,16.6075,42.5885,38.3118333333,23.6401666666,12.78075,11.3188333333,22.8998333334,10.2418333333,14.3851666667,38.7473333333,14.6201666667
588.41,16.5725185185,42.5713333333,38.281,23.6358333333,12.7746666667,11.3031578947,22.8881666667,10.22,14.37,38.6983333333,14.6131666667
588.74,16.5867777778,42.6176666666,38.2375,23.6531666667,12.79175,11.3364912281,22.9026666667,10.194,14.3901666667,38.7141666667,14.5843333333
589.08,16.5829444444,42.6298333333,38.2403333333,23.7356666667,12.85725,11.345122807,22.9003333333,10.2425,14.4526666666,38.7216666666,14.613
589.42,16.6311296296,42.6413333334,38.2553333334,23.6873333333,12.8885833334,11.3757105263,22.9231666666,10.2408333333,14.454,38.7026666667,14.6291666667
589.76,16.6863148148,42.7943333333,38.3563333333,23.7181666667,12.994,11.4529210526,22.9456666666,10.2926666666,14.4963333333,38.8008333333,14.7161666667
590.09,16.7672037037,42.8361666667,38.3861666666,23.6773333333,13.0550833333,11.5104736842,22.969,10.3113333333,14.53,38.8101666666,14.7495
590.43,16.6854074074,42.835,38.3588333333,23.6078333334,13.00675,11.4911754386,22.9583333333,10.2825,14.445,38.776,14.6801666667
590.77,16.7536296296,42.8653333333,38.3951666666,23.6938333333,13.0413333333,11.5858947369,23.0416666667,10.3596666666,14.5121666666,38.9205,14.7531666666
591.11,16.7696111111,42.7898333334,38.448,23.6938333333,13.0371666667,11.5630789474,23.0443333333,10.3743333334,14.4918333334,38.8983333333,14.7453333334
591.44,16.7401666666,42.8211666667,38.4608333334,23.7126666667,12.981,11.5675877193,23.0081666666,10.3753333333,14.4891666667,38.8675,14.74
591.78,16.713074074,42.7445,38.3868333333,23.6373333333,12.9340833333,11.5576491228,22.9101666666,10.351,14.473,38.774,14.7186666666
592.12,16.7390740741,42.7741666667,38.4273333333,23.7366666667,12.91525,11.5540175439,22.882,10.3993333334,14.4875,38.7818333334,14.7738333333
592.46,16.7655925926,42.7391666667,38.4983333333,23.7015,12.9233333333,11.5214561404,22.9101666666,10.4068333333,14.4971666667,38.7648333333,14.7943333334
592.79,16.7306666667,42.789,38.4693333334,23.6748333334,12.8219166667,11.4400263158,22.8886666666,10.3333333333,14.4673333334,38.6891666666,14.7328333333
593.13,16.7435185185,42.7283333334,38.5191666667,23.6985,12.78525,11.4278333334,22.8825,10.3768333333,14.5181666666,38.602,14.6811666667
593.47,16.6968703703,42.6755,38.5308333334,23.6941666666,12.70325,11.3503333333,22.8476666666,10.3348333333,14.4668333333,38.5226666666,14.6295
593.80,16.6597222223,42.5868333334,38.4691666666,23.683,12.562,11.2758508772,22.8026666666,10.2696666667,14.4111666667,38.4051666667,14.5616666666
594.14,16.6920185185,42.5433333333,38.4805,23.731,12.5626666666,11.2969385965,22.7898333333,10.2745,14.4548333333,38.3203333333,14.5973333334
594.48,16.7260555555,42.5671666666,38.5316666667,23.6876666667,12.56775,11.2859122807,22.8386666667,10.2221666667,14.4936666667,38.336,14.5626666667
594.81,16.7954814815,42.644,38.5851666666,23.6988333333,12.6541666666,11.3710701754,22.9115,10.2973333334,14.62,38.4275,14.6521666667
595.15,16.7357222223,42.5458333333,38.4343333333,23.5388333333,12.6131666666,11.2942368421,22.8291666666,10.2001666666,14.5356666667,38.348,14.5635
595.49,16.714462963,42.534,38.4396666666,23.56,12.6340833333,11.2382631579,22.8265,10.2115,14.4931666667,38.3308333334,14.5581666666
595.82,16.7712222222,42.5746666667,38.4438333333,23.5323333333,12.71725,11.2946052631,22.8991666667,10.266,14.5721666666,38.4088333334,14.5723333333
596.16,16.7857962963,42.6443333334,38.538,23.6286666667,12.74475,11.3388684211,22.9461666667,10.3538333333,14.6105,38.4763333333,14.5656666666
596.50,16.8825925926,42.6778333333,38.5868333334,23.679,12.837,11.412368421,22.9778333333,10.4251666667,14.6153333334,38.5515,14.6268333333
596.83,16.8341111111,42.7375,38.5416666667,23.7138333334,12.8329166667,11.4149824561,22.9801666666,10.3985,14.5933333333,38.6658333334,14.676
597.17,16.8350925926,42.7626666666,38.515,23.7123333333,12.8550833334,11.4420614035,22.9691666667,10.4096666667,14.6641666667,38.7143333333,14.6918333334
597.51,16.806,42.7835,38.5286666667,23.6805,12.8975,11.4012105263,23.0301666666,10.4041666667,14.6851666667,38.7775,14.7161666667
597.84,16.854962963,42.8385,38.5888333333,23.7366666666,12.9074166667,11.4158947368,23.0721666667,10.4391666666,14.7076666666,38.8758333333,14.735
598.18,16.8166851852,42.7593333333,38.5573333334,23.7116666667,12.9005833333,11.372622807,22.9896666666,10.4236666667,14.679,38.819,14.696
598.52,16.797537037,42.786,38.5928333334,23.745,12.90425,11.3609385965,22.9861666666,10.4385,14.6595,38.8471666667,14.6935
598.85,16.828462963,42.8513333333,38.7305,23.8238333333,12.8585833334,11.3735,22.9825,10.4655,14.6675,38.9056666667,14.7448333333
599.19,16.91,42.9183333333,38.8218333333,23.922,12.8684166667,11.4226754386,23.0561666667,10.4653333333,14.7243333333,39.0043333333,14.8101666667
599.53,16.9130555556,42.8636666667,38.8271666667,23.954,12.8795,11.410131579,23.038,10.5096666667,14.7266666667,38.9068333333,14.83
599.86,16.9586481481,42.87,38.8055,23.9775,12.9015,11.4067280702,23.041,10.4878333334,14.7705,38.8883333334,14.8745
600.20,16.8902592593,42.7515,38.7496666667,23.9021666667,12.8544166667,11.3876140351,23.0406666666,10.4605,14.8215,38.8116666667,14.8143333333
600.53,16.9793518518,42.7826666667,38.8035,23.979,12.97825,11.4876052631,23.084,10.548,14.9396666667,38.7758333334,14.8473333333
600.87,17.0294814814,42.8311666666,38.7576666666,24.0238333333,13.0055,11.5460175439,23.1291666667,10.5855,14.9373333334,38.7395,14.8916666666
601.21,17.0687037037,42.8103333334,38.7266666667,24.082,13.0450833334,11.6587807018,23.153,10.6283333333,14.9688333333,38.6863333334,14.9273333334
601.54,17.0908703704,42.8771666666,38.743,24.1171666667,13.083,11.6899649123,23.2098333333,10.6495,15.0068333333,38.69,14.9475
601.88,17.0532777778,42.9138333333,38.6836666667,24.1301666667,13.1120833333,11.7385701755,23.2593333333,10.6015,15.0128333333,38.6563333333,14.9808333333
602.21,17.0414444445,42.8363333333,38.5501666667,24.0708333333,13.1106666666,11.7173947369,23.2513333333,10.5241666667,14.9856666667,38.5736666667,14.9471666666
602.55,17.0858148148,42.8063333333,38.55,24.1038333333,13.2359166667,11.7968421053,23.3336666667,10.5946666667,15.0655,38.5415,14.9731666667
602.88,17.1812592592,42.9526666667,38.6463333333,24.2261666667,13.3303333334,11.9244035088,23.4583333333,10.712,15.1743333333,38.6175,15.0768333333
603.22,17.1742222222,42.9785,38.6431666667,24.2523333334,13.276,11.9351929824,23.4431666667,10.6673333334,15.1515,38.6511666667,15.067
603.56,17.164537037,42.9471666666,38.6196666667,24.1621666667,13.2539166666,11.9346052631,23.417,10.7015,15.1146666667,38.6466666667,15.0691666666
603.89,17.262074074,43.0581666666,38.7198333333,24.3051666667,13.32725,12.0003684211,23.4911666666,10.7738333334,15.1771666667,38.7688333333,15.2136666666
604.23,17.244037037,43.0801666667,38.7151666667,24.3431666666,13.3114166667,11.974377193,23.4553333333,10.7608333333,15.1638333333,38.7723333334,15.2146666667
604.56,17.2516481482,43.0045,38.7006666666,24.2848333334,13.3071666666,11.9285701754,23.4853333333,10.731,15.1715,38.763,15.1666666667
604.90,17.3208148148,43.0815,38.803,24.347,13.36425,11.952131579,23.5186666666,10.7601666667,15.1923333333,38.8326666666,15.162
605.23,17.2563888889,43.0273333334,38.8045,24.3025,13.2875833333,11.9254649123,23.4786666666,10.698,15.1466666666,38.7986666666,15.1235
605.57,17.3123333333,43.1015,38.8855,24.3613333333,13.2870833333,11.9265877193,23.4875,10.7651666666,15.1388333334,38.8663333333,15.134
605.90,17.2834444445,43.1623333333,38.9666666667,24.4166666667,13.2728333333,11.9040087719,23.5438333334,10.8216666666,15.1741666667,38.866,15.152
606.24,17.3570555555,43.2616666667,39.071,24.5305,13.2961666667,11.925,23.5866666666,10.8643333333,15.2213333333,38.9648333333,15.2236666666
606.58,17.2636111111,43.1428333333,38.9431666667,24.4506666667,13.212,11.8211842105,23.4708333333,10.773,15.1383333333,38.8678333334,15.173
606.91,17.2652962963,43.1545,38.9896666666,24.4938333334,13.2619166667,11.8273421053,23.5125,10.795,15.2185,38.8136666667,15.2286666666
607.25,17.2767407408,43.1536666666,39.0378333333,24.5906666667,13.2970833333,11.8224824561,23.5256666667,10.7696666667,15.2608333333,38.838,15.2796666666
607.58,17.2408333334,43.166,38.9915,24.5875,13.3004166666,11.7930614035,23.5516666667,10.7711666667,15.2436666667,38.8335,15.2478333334
