wavelength,Back_IncOrtm,Belly_IncOrtm,Breast_IncOrtm,Crissum_IncOrtm,Crown_IncOrtm,DorTail_IncOrtm,Patch10_IncOrtm,Patch11_IncOrtm,Rump_IncOrtm,Throat_IncOrtm,WingTip_IncOrtm
533.84,9.60441666668,51.637,24.3161666667,20.4693333334,11.62975,5.75941666666,3.84508333333,38.1420833334,11.1290833333,23.3936666666,7.87041666667
534.18,9.60933333333,51.6344166666,24.3173333333,20.4755,11.6380833333,5.75866666667,3.84291666666,38.1326666667,11.1439166667,23.3926666667,7.87500000001
534.52,9.60658333333,51.5999166667,24.3008333333,20.4743333333,11.6309166667,5.74533333334,3.83383333333,38.09575,11.1496666667,23.3794166667,7.86558333333
534.87,9.6155,51.5935833333,24.3096666666,20.4839166667,11.6418333333,5.74366666666,3.826,38.0674166666,11.1595,23.3756666666,7.8675
535.21,9.61308333332,51.5509166667,24.2988333333,20.4911666666,11.6370833334,5.71858333333,3.81383333333,38.0363333333,11.1563333333,23.3653333333,7.86116666666
535.56,9.60533333333,51.51325,24.2781666667,20.50025,11.62875,5.71075,3.81325,38.0085,11.157,23.3574166666,7.85158333332
535.90,9.59933333334,51.4676666667,24.2575,20.4991666667,11.6243333334,5.69333333333,3.79183333334,37.9856666667,11.1460833333,23.3345,7.84341666667
536.25,9.601,51.4655,24.2579166667,20.52075,11.6265833333,5.68316666667,3.78133333334,37.97375,11.15875,23.3411666667,7.84216666668
536.59,9.57274999999,51.4100833333,24.2321666667,20.50325,11.6136666667,5.66608333333,3.76225,37.9414166666,11.14775,23.312,7.82141666666
536.93,9.57833333333,51.4381666667,24.23225,20.5213333334,11.6204166666,5.66558333333,3.76,37.9499166666,11.1551666667,23.3224166666,7.82116666667
537.28,9.59016666667,51.4326666667,24.226,20.5214166667,11.6180833334,5.66183333334,3.7585,37.9489166667,11.1485833334,23.3176666666,7.82108333332
537.62,9.61266666666,51.481,24.2700833333,20.56175,11.6533333333,5.67816666667,3.77608333333,37.966,11.1783333333,23.3314166667,7.84083333334
537.97,9.62166666666,51.4643333333,24.2613333334,20.5845833333,11.657,5.66916666667,3.774,37.9496666667,11.1878333333,23.3278333334,7.83975
538.31,9.65608333334,51.4554166667,24.28,20.61825,11.6815,5.68875,3.7925,37.9505833333,11.2114166667,23.3365,7.86083333334
538.65,9.66700000001,51.5009166667,24.284,20.6669166667,11.6848333333,5.69383333334,3.78025,37.9993333334,11.2239166667,23.35575,7.87425
539.00,9.69275000001,51.586,24.3111666667,20.7235,11.69275,5.70608333334,3.79,38.057,11.2494166667,23.3750833333,7.88441666666
539.34,9.72116666666,51.6694166667,24.34725,20.7658333333,11.7245833333,5.72808333333,3.79758333333,38.107,11.27475,23.4006666667,7.90166666667
539.69,9.75641666667,51.776,24.3875833333,20.8060833333,11.74075,5.76066666667,3.82166666667,38.1846666667,11.3081666666,23.4370833333,7.92008333334
540.03,9.77908333335,51.8228333333,24.4119166667,20.8276666666,11.7475833334,5.77975,3.83683333333,38.2309166667,11.32675,23.45825,7.94183333333
540.37,9.81841666668,51.90725,24.44025,20.87025,11.7719166667,5.79608333333,3.85033333334,38.2736666667,11.35825,23.4980833333,7.96666666667
540.72,9.82791666667,51.91525,24.4598333333,20.88725,11.7738333333,5.79925,3.8495,38.2956666667,11.3661666667,23.5199166667,7.97825000001
541.06,9.82183333333,51.9421666666,24.4561666667,20.8945833333,11.7635833333,5.79258333333,3.834,38.3204166667,11.3629166667,23.52325,7.96566666668
541.40,9.82091666667,51.932,24.4461666667,20.89925,11.7601666667,5.775,3.82166666667,38.3378333333,11.3516666667,23.5128333333,7.96083333334
541.75,9.82924999999,51.9665833333,24.4521666667,20.9271666667,11.7673333333,5.78608333333,3.83308333334,38.3700833333,11.3659166666,23.522,7.96775000001
542.09,9.82799999999,51.9909166667,24.4503333333,20.9419166667,11.7675,5.78133333333,3.83,38.38775,11.3670833333,23.51875,7.96249999999
542.43,9.84308333332,51.9775,24.4459166666,20.9523333333,11.7703333333,5.78891666667,3.84425,38.37675,11.3761666667,23.50925,7.97125000001
542.78,9.85758333333,51.9406666666,24.4345833333,20.9654166667,11.7969166667,5.79658333334,3.864,38.35275,11.3940833333,23.4965833333,7.99366666666
543.12,9.85941666665,51.9219166667,24.4231666667,20.9785833333,11.7875833333,5.78733333333,3.85691666667,38.34375,11.39625,23.48775,7.98425
543.46,9.85191666665,51.8905833334,24.4160833333,20.9989166667,11.7889166667,5.77058333333,3.85133333333,38.31775,11.4015,23.4780833333,7.98066666668
543.81,9.85750000001,51.8628333333,24.3953333333,21.0065833333,11.8,5.76633333333,3.84366666667,38.2869166667,11.4053333333,23.45325,7.97324999999
544.15,9.85466666667,51.76,24.3614166667,21.0029166667,11.7874166667,5.76891666666,3.85575,38.2266666667,11.4095833333,23.40975,7.97491666666
544.49,9.88383333333,51.8143333333,24.3789166667,21.052,11.8225833333,5.78616666667,3.87958333333,38.2383333333,11.4475833333,23.40675,8.00391666667
544.84,9.90558333332,51.8428333334,24.3994166667,21.098,11.8515833333,5.80325,3.9075,38.2498333333,11.4840833333,23.4106666667,8.03958333332
545.18,9.92016666667,51.8865,24.4098333333,21.1270833333,11.858,5.80233333333,3.90675,38.2509166666,11.4979166667,23.427,8.03599999999
545.52,9.93475,51.9120833333,24.4251666667,21.14525,11.8720833333,5.79858333333,3.9025,38.254,11.5205,23.43975,8.04174999999
545.87,9.95149999998,51.9370833333,24.44325,21.19025,11.89225,5.80225,3.91616666667,38.2515,11.5331666667,23.4491666667,8.06275000001
546.21,9.97291666667,51.99225,24.4646666667,21.212,11.9068333333,5.79641666667,3.92033333333,38.2755833333,11.5543333333,23.47575,8.06916666666
546.55,9.96733333332,52.0093333333,24.4664166667,21.2135833333,11.8880833333,5.77558333333,3.88533333333,38.25825,11.53175,23.469,8.03608333334
546.90,9.98725,52.03575,24.4758333333,21.2365,11.915,5.79025,3.90091666667,38.25325,11.5464166667,23.4633333333,8.05658333333
547.24,9.99633333333,52.0425833333,24.4716666667,21.2485,11.9235833333,5.78275,3.89708333333,38.2471666667,11.5444166667,23.4595833334,8.05316666666
547.58,10.01325,52.1170833333,24.5009166666,21.30575,11.935,5.7855,3.89775,38.2935,11.5480833334,23.499,8.06175
547.92,10.049,52.2278333333,24.5606666667,21.3478333333,11.9750833333,5.78683333333,3.89316666667,38.3566666666,11.5649166666,23.5444166667,8.07041666667
548.27,10.04525,52.2750833333,24.58375,21.3669166666,11.9724166667,5.75675,3.86733333333,38.3635,11.5594166666,23.5696666667,8.05133333334
548.61,10.0651666667,52.3219166666,24.6108333333,21.40425,11.9776666667,5.76083333333,3.8595,38.3770833333,11.5745833333,23.5910833333,8.04066666666
548.95,10.0846666667,52.32225,24.6143333333,21.432,12.0075833334,5.78091666667,3.88758333333,38.36825,11.609,23.60675,8.06275000001
549.29,10.1165833333,52.3563333333,24.6316666666,21.46875,12.02525,5.80291666667,3.90916666667,38.3755,11.6218333333,23.6126666667,8.07316666666
549.64,10.1684166667,52.43575,24.6758333333,21.5090833333,12.0731666667,5.84033333333,3.92216666667,38.47375,11.6670833333,23.6615,8.09358333333
549.98,10.18325,52.4920833333,24.6980833333,21.5670833333,12.10225,5.83833333334,3.92716666667,38.5001666667,11.6924166667,23.6641666667,8.09966666667
550.32,10.224,52.541,24.7331666666,21.6026666666,12.1420833333,5.86458333333,3.96933333333,38.5405,11.724,23.6839166667,8.14891666666
550.66,10.26625,52.5871666667,24.7704166667,21.6464166667,12.1794166667,5.86883333333,4.00633333333,38.5934166667,11.7666666667,23.7463333334,8.18299999999
551.01,10.2940833333,52.6125,24.7760833333,21.6665,12.1960833333,5.89666666667,4.00658333333,38.5745833333,11.7810833333,23.7436666667,8.21341666667
551.35,10.3080833333,52.64675,24.7895,21.682,12.21525,5.91266666667,4.01683333333,38.5823333333,11.8171666667,23.7570833333,8.23658333332
551.69,10.3114166667,52.69725,24.78475,21.7148333333,12.2216666667,5.91791666666,4.009,38.57625,11.8134166667,23.7821666667,8.24249999999
552.03,10.3315833333,52.6800833333,24.7884166667,21.7491666667,12.2318333333,5.94991666667,4.02083333333,38.5931666667,11.8335833333,23.7786666667,8.26091666666
552.38,10.3805,52.7183333334,24.8209166667,21.7931666666,12.2724166667,5.9565,4.03108333333,38.6141666667,11.8695833333,23.8115833334,8.29091666666
552.72,10.4081666667,52.792,24.8743333333,21.8520833333,12.2985,5.98058333333,4.03841666667,38.6343333333,11.9004166666,23.84825,8.31916666666
553.06,10.4275833333,52.8126666667,24.91575,21.89375,12.331,5.99916666666,4.05791666667,38.64925,11.9150833333,23.8824166667,8.34466666667
553.40,10.4305833333,52.802,24.90625,21.9004166666,12.32075,5.99491666667,4.06525,38.6014166666,11.9240833333,23.8899166667,8.35816666667
553.74,10.4595833333,52.8255833333,24.9483333333,21.9416666667,12.3471666667,6.034,4.08016666666,38.6148333333,11.97075,23.9514166666,8.38166666666
554.09,10.46925,52.9066666666,24.9935,21.9898333333,12.3606666667,6.0385,4.07858333333,38.655,12.0024166667,23.9915833334,8.38891666667
554.43,10.48075,52.9765,25.0345,22.04225,12.3805833333,6.05325,4.065,38.679,12.0211666667,24.0035,8.39074999999
554.77,10.50775,53.02825,25.0838333333,22.09225,12.41975,6.08833333333,4.09866666667,38.735,12.0488333333,24.0609166667,8.421
555.11,10.51575,53.0370833333,25.0796666667,22.1146666667,12.4265833333,6.09125,4.10008333334,38.7119166667,12.0606666667,24.0565833333,8.40741666666
555.45,10.5186666667,53.0060833333,25.0600833334,22.0949166667,12.4160833333,6.07108333333,4.0815,38.6983333333,12.0514166667,24.03225,8.40666666667
555.80,10.5148333333,53.0380833334,25.0441666666,22.0910833333,12.3930833333,6.05591666667,4.05658333334,38.6971666667,12.0395,24.0371666667,8.39358333333
556.14,10.494,53.0235833333,25.028,22.0831666667,12.3840833333,6.0415,4.04833333334,38.6821666667,12.027,24.02075,8.37533333334
556.48,10.48075,53.0298333333,25.00725,22.079,12.3721666667,6.01183333333,4.0215,38.7154166667,12.0349166667,24.0065833334,8.3605
556.82,10.5094166667,53.05575,24.98825,22.1039166667,12.37175,6.00716666667,4.02333333333,38.7404166666,12.0585,23.992,8.36833333333
557.16,10.4783333333,53.0785833334,24.9890833334,22.1181666667,12.34025,5.95216666666,3.9805,38.75625,12.0350833333,23.9516666667,8.33525000001
557.50,10.4419166667,53.0611666666,24.945,22.0825,12.3159166667,5.90525,3.93425,38.7285,11.9770833333,23.88825,8.2995
557.85,10.4665833333,53.066,24.93825,22.1040833333,12.3044166667,5.92816666666,3.92541666667,38.73225,11.9908333333,23.8990833333,8.28274999999
558.19,10.428,53.0344166667,24.879,22.0696666667,12.25325,5.90658333333,3.88241666666,38.704,11.9683333333,23.8813333333,8.25916666666
558.53,10.4228333333,53.0129166666,24.862,22.075,12.2289166667,5.86758333333,3.85233333334,38.6695,11.9669166667,23.8579166666,8.23108333334
558.87,10.45875,52.9930833334,24.878,22.0925,12.24575,5.86341666667,3.864,38.68125,11.98325,23.883,8.25291666666
559.21,10.4589166667,53.0446666667,24.9175,22.1521666667,12.2575833333,5.88191666667,3.87908333334,38.7233333333,12.0186666667,23.9076666667,8.24391666668
559.55,10.5070833333,53.045,24.9305,22.1629166667,12.31125,5.9,3.90758333333,38.6996666667,12.0555833333,23.9200833333,8.27833333333
559.89,10.52875,53.0549166667,24.9538333333,22.18275,12.3103333333,5.90816666667,3.92025,38.7178333333,12.0591666667,23.9275,8.30241666668
560.23,10.505,53.0225833333,24.9116666667,22.1546666667,12.265,5.8815,3.87175,38.6648333333,12.0125,23.88525,8.26266666668
560.58,10.45375,52.9825,24.9055,22.1228333333,12.22925,5.8575,3.8125,38.6350833333,11.9720833333,23.8594166667,8.231
560.92,10.4858333333,52.9860833333,24.921,22.124,12.2389166667,5.891,3.81075,38.6185833334,11.9911666667,23.8963333333,8.26191666667
561.26,10.5405,53.03775,24.98925,22.1810833333,12.2728333333,5.91375,3.84558333333,38.6681666667,12.0395,23.956,8.30275000001
561.60,10.5425833333,53.0438333333,24.9936666667,22.20425,12.28775,5.90858333333,3.86175,38.6639166667,12.0809166666,23.974,8.32916666667
561.94,10.5976666667,53.0539166667,25.0416666667,22.2344166666,12.3305,5.92491666667,3.88575,38.67275,12.12225,23.9845833333,8.34091666667
562.28,10.6396666667,53.1410833333,25.0776666667,22.26675,12.36275,5.9615,3.9085,38.7419166667,12.1641666667,24.01025,8.37983333334
562.62,10.63425,53.1295833333,25.0673333333,22.25725,12.3598333333,5.966,3.90066666666,38.726,12.1615833334,23.983,8.37716666667
562.96,10.6565,53.1684166667,25.0638333333,22.2774166667,12.3683333333,5.97258333333,3.89658333333,38.74375,12.176,23.9728333333,8.39708333333
563.30,10.6426666667,53.24725,25.1110833333,22.3023333333,12.3703333333,5.96541666667,3.87533333333,38.7869166667,12.17225,23.9983333333,8.39008333333
563.64,10.63925,53.2939166667,25.0920833333,22.3125,12.3966666667,5.96825,3.85833333333,38.76875,12.19025,24.0030833333,8.38141666667
563.99,10.70875,53.368,25.1560833334,22.37275,12.4604166667,6.011,3.90983333333,38.8561666666,12.2476666666,24.0715833333,8.42575000001
564.33,10.7419166667,53.4009166667,25.17675,22.38875,12.50625,6.0265,3.93258333333,38.8805,12.2751666666,24.0975,8.44091666666
564.67,10.73525,53.3788333333,25.14625,22.3938333333,12.5120833333,6.00833333333,3.93858333333,38.86325,12.2720833333,24.0680833333,8.41783333332
565.01,10.717,53.36275,25.13325,22.3816666666,12.51125,5.98391666667,3.91316666667,38.8541666667,12.2598333333,24.0428333333,8.41816666666
565.35,10.7135,53.3154166667,25.1196666666,22.371,12.5030833334,5.98066666667,3.90725,38.8598333333,12.2465833333,24.0215833334,8.39983333333
565.69,10.6816666666,53.2953333333,25.0946666666,22.3559166666,12.4849166667,5.96916666667,3.89366666667,38.82125,12.2183333333,24.01075,8.39866666666
566.03,10.6635,53.2439166667,25.07075,22.342,12.4870833334,5.95716666666,3.88483333334,38.779,12.21225,23.9895833333,8.38191666666
566.37,10.6873333334,53.2573333333,25.1088333333,22.3763333333,12.5015833334,5.97408333333,3.91058333334,38.8000833334,12.2565,24.01625,8.41400000001
566.71,10.6956666667,53.2505833333,25.1228333333,22.3859166667,12.5069166667,5.96816666667,3.91,38.7963333333,12.2698333333,24.02375,8.43300000001
567.05,10.7054166667,53.22975,25.1030833333,22.4123333333,12.5009166667,5.97141666667,3.90683333333,38.7940833333,12.2754166667,24.0206666667,8.43691666666
567.39,10.73725,53.23925,25.12775,22.4465,12.5205833334,5.997,3.92716666667,38.8204166667,12.3054166667,24.0491666667,8.47008333333
567.73,10.7383333333,53.2325,25.14375,22.46,12.5233333333,6.01216666667,3.92808333333,38.8021666667,12.3174166667,24.0496666667,8.47608333333
568.07,10.7513333333,53.2635,25.1568333333,22.4873333334,12.5289166666,6.013,3.93783333333,38.7949166667,12.33125,24.063,8.49241666667
568.41,10.7830833333,53.26775,25.1985833333,22.5103333333,12.5660833333,6.04966666667,3.9615,38.8138333333,12.3704166667,24.0929166667,8.53366666666
568.75,10.8080833333,53.2871666667,25.1959166667,22.54425,12.581,6.087,3.9925,38.8149166667,12.4069166667,24.0999166667,8.54991666666
569.09,10.8130833333,53.3280833333,25.19975,22.5593333333,12.5950833334,6.05975,3.95625,38.8003333333,12.4003333333,24.0894166666,8.56566666666
569.43,10.83175,53.33025,25.2001666666,22.5788333333,12.5975,6.0425,3.94316666667,38.8349166667,12.4025,24.1045,8.56083333334
569.77,10.8620833333,53.3895833333,25.2484166667,22.6210833334,12.60175,6.06908333333,3.94333333334,38.8691666667,12.436,24.1358333333,8.57508333333
570.11,10.8559166667,53.4215833333,25.2538333333,22.61275,12.613,6.06458333333,3.91733333333,38.8799166667,12.4154166667,24.1371666666,8.55216666667
570.45,10.87925,53.3960833333,25.2645833333,22.62375,12.6230833333,6.08891666666,3.93683333333,38.8595833333,12.4243333333,24.1558333333,8.56758333333
570.79,10.88575,53.40975,25.27575,22.6310833333,12.6398333334,6.11166666667,3.93925,38.8720833333,12.45475,24.1750833333,8.58583333334
571.13,10.86275,53.38775,25.2704166667,22.6065,12.61825,6.08541666667,3.91033333333,38.8601666667,12.4231666666,24.12975,8.55299999999
571.47,10.884,53.3805,25.2661666667,22.6174166667,12.6353333333,6.09925,3.934,38.8565,12.4528333333,24.15,8.58308333334
571.81,10.92975,53.3995,25.3061666667,22.66,12.67675,6.13075,3.96008333333,38.8743333334,12.4924166667,24.1793333333,8.61558333333
572.15,10.9570833333,53.43125,25.3195,22.7015833333,12.69775,6.15841666666,3.97425,38.8864166667,12.5136666667,24.1868333334,8.6355
572.49,10.9409166667,53.4019166666,25.3036666667,22.6775,12.6885833333,6.13641666667,3.952,38.8683333333,12.4839166667,24.1679166667,8.61391666667
572.83,10.9595,53.37575,25.3096666666,22.6766666667,12.6885833333,6.14266666667,3.97525,38.85875,12.4854166667,24.1726666667,8.60758333332
573.17,11.0054166667,53.4095,25.3544166667,22.70275,12.7231666667,6.17858333333,4.009,38.8629166667,12.5336666667,24.1816666667,8.64225
573.51,10.99875,53.3740833333,25.33175,22.7085,12.7050833333,6.15916666667,3.9975,38.8398333334,12.519,24.18125,8.64225000001
573.85,10.98775,53.3643333334,25.2895833334,22.72925,12.678,6.14533333333,3.9815,38.8191666667,12.521,24.1735833333,8.64225
574.19,10.9938333333,53.3895,25.28075,22.7465,12.6856666667,6.142,3.9775,38.8240833333,12.5355833333,24.1721666666,8.64308333333
574.53,10.9928333333,53.3489166666,25.2523333334,22.7365833334,12.66775,6.12208333334,3.97925,38.7851666667,12.5151666667,24.134,8.63733333334
574.87,11.0148333333,53.3533333333,25.2608333333,22.7700833334,12.6704166667,6.13466666666,3.99341666666,38.7848333334,12.5368333333,24.1786666667,8.67300000001
575.21,10.994,53.3449166667,25.245,22.7784166667,12.668,6.1135,3.96633333334,38.7515,12.5050833333,24.1561666667,8.66508333333
575.55,10.9616666667,53.333,25.2020833334,22.7691666667,12.6256666667,6.07841666667,3.93483333333,38.7274166667,12.47825,24.13625,8.64574999999
575.89,10.964,53.36625,25.19425,22.7898333333,12.6105833333,6.05366666667,3.9345,38.73125,12.47775,24.1653333333,8.65233333333
576.22,10.96275,53.3673333333,25.1589166667,22.8153333334,12.5840833333,6.03808333333,3.91916666667,38.6953333333,12.47425,24.1438333334,8.63666666666
576.56,10.9794166667,53.40225,25.17125,22.8548333334,12.5935,6.05908333333,3.91741666667,38.6901666667,12.4943333333,24.1466666666,8.66516666666
576.90,10.9385,53.4014166667,25.1309166667,22.8828333333,12.5513333333,6.03033333334,3.88425,38.6515,12.4474166667,24.1255833334,8.6405
577.24,10.9463333333,53.4508333333,25.1489166667,22.9355833334,12.585,6.04041666667,3.88891666667,38.6929166667,12.4654166667,24.1289166667,8.66091666667
577.58,10.9806666667,53.4673333333,25.1968333333,22.9634166667,12.6091666667,6.06641666667,3.9235,38.6900833334,12.477,24.13375,8.679
577.92,11.0223333334,53.5056666667,25.25175,23.0183333333,12.65225,6.09516666666,3.95925,38.728,12.5056666667,24.1728333333,8.71849999999
578.26,11.0399166667,53.54525,25.2873333333,23.0821666667,12.6843333333,6.12675,3.97625,38.7566666667,12.5295833333,24.1948333333,8.72833333333
578.60,11.0489166667,53.5410833333,25.2918333333,23.1121666666,12.7035833334,6.1235,3.97083333333,38.75975,12.555,24.1765,8.72883333334
578.94,11.09125,53.6033333333,25.3239166667,23.166,12.7005833334,6.13808333333,3.98958333334,38.8091666667,12.595,24.1834166667,8.74483333333
579.28,11.0874166667,53.63575,25.34675,23.1858333333,12.6725833333,6.11016666667,3.938,38.8338333333,12.601,24.18525,8.71991666668
579.61,11.0483333333,53.6605,25.358,23.1949166667,12.6531666666,6.07408333333,3.88375,38.8614166667,12.5786666667,24.1639166666,8.68591666667
579.95,11.1476666667,53.7555833333,25.4765,23.27825,12.7426666667,6.14833333334,3.95175,38.962,12.6796666667,24.26,8.76783333334
580.29,11.1720833333,53.7926666667,25.52925,23.33775,12.7894166667,6.17675,3.98825,39.0319166667,12.70075,24.3201666667,8.79783333334
580.63,11.25725,53.8456666667,25.5791666667,23.4015833333,12.8601666667,6.23866666667,4.05016666667,39.1034166667,12.7993333333,24.3875,8.87350000001
580.97,11.291,53.85525,25.6115,23.4309166667,12.8999166667,6.25166666667,4.08516666667,39.0811666666,12.8265833334,24.4174166667,8.91708333332
581.31,11.31,53.8818333333,25.621,23.4941666667,12.9279166667,6.256,4.0855,39.1160833333,12.871,24.4438333333,8.94716666667
581.65,11.3170833333,53.8795833333,25.62475,23.5249166667,12.9255,6.24558333334,4.06766666667,39.122,12.857,24.4446666667,8.93158333332
581.98,11.3764166666,53.8775833334,25.6385,23.54375,12.9474166667,6.25158333333,4.09675,39.1376666667,12.8939166667,24.4619166667,8.94858333333
582.32,11.3991666667,53.9735833333,25.6665,23.617,12.9615833333,6.26016666667,4.11891666667,39.2109166667,12.9100833334,24.5223333333,8.96158333333
582.66,11.4083333334,53.9875833333,25.70325,23.6380833333,12.99925,6.279,4.145,39.2621666667,12.9128333333,24.5521666666,8.98291666667
583.00,11.4583333333,54.0121666667,25.7170833333,23.66125,13.0395,6.30916666666,4.2,39.2786666666,12.93125,24.54725,9.01383333332
583.34,11.5354166667,53.9904166667,25.7570833333,23.71525,13.1049166667,6.38783333333,4.26625,39.2955833333,13.0121666667,24.59075,9.05725000001
583.68,11.4885833334,54.0045,25.7463333333,23.7424166667,13.08075,6.35308333334,4.23175,39.2890833333,12.98375,24.5811666667,9.03408333333
584.01,11.5155833333,54.02175,25.749,23.7649166667,13.0623333333,6.35033333333,4.222,39.3038333333,12.9935833333,24.5715,9.00716666667
584.35,11.4655,53.9961666667,25.7210833333,23.738,13.0270833333,6.31825,4.19541666667,39.2674166667,12.9563333333,24.5418333333,8.96483333333
584.69,11.485,54.0455833333,25.74075,23.7659166667,13.0155833333,6.33191666667,4.18958333333,39.30925,12.95,24.59025,8.94416666668
585.03,11.5209166667,54.0776666667,25.7789166666,23.7731666667,13.0253333333,6.32525,4.19308333333,39.373,12.9458333333,24.6343333333,8.94183333334
585.37,11.5149166667,54.0756666667,25.7523333333,23.7590833333,12.9956666667,6.31666666667,4.17033333333,39.3561666667,12.9774166667,24.6076666666,8.92008333334
585.70,11.4659166667,54.0575,25.72925,23.7444166667,12.966,6.26883333334,4.11916666667,39.3201666667,12.94575,24.5739166667,8.88333333333
586.04,11.4428333334,54.0256666667,25.706,23.6975,12.92425,6.25366666666,4.07658333333,39.239,12.9260833334,24.5668333333,8.85533333333
586.38,11.4843333333,54.0683333333,25.72525,23.7580833333,12.9605833333,6.28691666667,4.096,39.2436666667,12.9775,24.5865833333,8.87783333333
586.72,11.5265,54.11625,25.77875,23.8525,13.0665,6.35633333333,4.13658333333,39.28225,13.056,24.66875,8.94916666667
587.06,11.4421666667,54.106,25.6958333334,23.7985,12.9735833333,6.2555,4.037,39.2161666667,12.9553333333,24.5821666667,8.86475
587.39,11.4200833334,54.0415833333,25.6485,23.7403333334,12.9273333333,6.2275,4.01525,39.1736666666,12.9173333333,24.5355,8.86383333334
587.73,11.3994166667,54.0320833333,25.6266666667,23.71775,12.9226666667,6.20275,3.981,39.16825,12.9359166666,24.5228333334,8.88533333334
588.07,11.4358333334,54.02,25.6411666667,23.7243333333,12.93375,6.21241666667,3.984,39.1725,12.94625,24.5054166667,8.87750000001
588.41,11.4293333333,53.9841666667,25.6094166666,23.6930833333,12.9141666667,6.19341666666,3.98125,39.1138333334,12.94625,24.4575,8.8595
588.74,11.4085,54.0126666667,25.5905833333,23.6945833333,12.8876666667,6.16941666666,3.9525,39.0843333333,12.93725,24.4305,8.85358333333
589.08,11.4324166667,54.0641666666,25.6211666667,23.71575,12.931,6.19883333333,3.98,39.09625,12.9633333333,24.4678333334,8.90124999999
589.42,11.4996666667,54.1886666667,25.7040833333,23.79375,12.9935833333,6.23758333333,4.01125,39.2095,13.036,24.554,8.98116666667
589.76,11.5611666666,54.1681666667,25.7309166667,23.8024166667,13.0544166666,6.28333333333,4.06525,39.2116666666,13.0845833333,24.5364166667,9.03883333332
590.09,11.5536666667,54.1775833333,25.7226666667,23.7850833334,13.0375833333,6.24966666667,4.01191666667,39.2135833334,13.0765833333,24.5543333334,9.03608333333
590.43,11.474,54.0389166667,25.6375833334,23.6910833333,12.9245833333,6.167,3.9425,39.1195,13.02325,24.4346666667,8.95258333334
590.77,11.538,54.0503333333,25.6828333334,23.7214166667,12.9749166666,6.2165,3.99125,39.13275,13.0949166667,24.4659166667,9.00299999999
591.11,11.63375,54.1228333333,25.75425,23.8055833334,13.0608333333,6.28925,4.05575,39.1861666667,13.1906666667,24.5498333333,9.06566666666
591.44,11.65575,54.1511666667,25.7903333333,23.8500833333,13.0956666667,6.32083333333,4.09666666667,39.1564166667,13.2145,24.5480833333,9.09349999999
591.78,11.6645,54.1531666667,25.8059166666,23.8848333333,13.1343333333,6.33158333333,4.09241666667,39.163,13.2380833333,24.5759166667,9.11125
592.12,11.70575,54.2098333333,25.8550833333,23.94975,13.2004166666,6.37491666667,4.10383333333,39.2145,13.2891666667,24.6138333333,9.15666666666
592.46,11.77175,54.1806666666,25.9061666667,23.9693333334,13.2714166666,6.45008333333,4.17066666667,39.2280833333,13.3568333334,24.663,9.22749999999
592.79,11.774,54.1704166667,25.90475,23.9944166667,13.26775,6.43975,4.16608333333,39.2340833333,13.3405833334,24.6473333333,9.21058333332
593.13,11.7525,54.074,25.8438333333,23.96,13.2320833333,6.43558333333,4.1555,39.1545833333,13.2966666666,24.6263333334,9.17149999999
593.47,11.7775,54.0905,25.8699166667,24.0281666667,13.2745,6.47125,4.17866666667,39.2084166667,13.3251666667,24.6254166667,9.19366666667
593.80,11.79725,54.1013333333,25.9094166667,24.0523333333,13.3063333333,6.50183333333,4.20825,39.2330833333,13.34825,24.6354166667,9.19108333333
594.14,11.8373333333,54.15975,25.94275,24.0881666667,13.3459166667,6.53241666667,4.23633333333,39.2481666667,13.3465833333,24.6891666666,9.22883333334
594.48,11.8310833333,54.2131666667,25.9743333333,24.10525,13.3546666667,6.52325,4.19091666667,39.2908333333,13.3258333333,24.7050833334,9.22633333332
594.81,11.7963333333,54.2128333334,25.96825,24.0859166667,13.3159166667,6.50925,4.14141666667,39.2683333334,13.29975,24.6793333333,9.20175000001
595.15,11.7894166667,54.2156666667,25.9699166667,24.0873333333,13.3143333333,6.49416666667,4.11133333333,39.2871666667,13.30075,24.7113333333,9.20441666667
595.49,11.7859166667,54.27,25.97425,24.0649166667,13.309,6.49316666667,4.09725,39.3209166666,13.2944166667,24.7066666667,9.20633333333
595.82,11.7185,54.1778333333,25.901,23.9685833334,13.2245,6.41408333334,4.03608333333,39.2554166667,13.2195833333,24.633,9.14491666666
596.16,11.6233333334,54.1385833333,25.8253333334,23.9319166667,13.1503333333,6.32825,3.9305,39.1914166667,13.1371666666,24.5680833333,9.04499999999
596.50,11.6190833333,54.1618333333,25.8258333333,23.9386666667,13.146,6.33083333333,3.9285,39.21025,13.1593333333,24.5746666667,9.04650000001
596.83,11.6633333333,54.21075,25.8744166666,23.9911666667,13.1961666667,6.3705,3.95658333333,39.2421666667,13.2181666667,24.5815,9.09591666667
597.17,11.6784166667,54.23325,25.8705833333,23.99325,13.1865,6.3525,3.95991666667,39.23475,13.21475,24.602,9.09725
597.51,11.7159166667,54.2628333333,25.89,24.0344166667,13.207,6.3665,4.00358333333,39.23675,13.25175,24.62475,9.12941666667
597.84,11.7515,54.3035,25.92175,24.07575,13.2125,6.38983333333,4.02358333333,39.2835,13.28775,24.66925,9.14366666667
598.18,11.7835833333,54.3278333333,25.94875,24.1209166667,13.2355,6.42758333333,4.072,39.3199166667,13.3260833333,24.7185833333,9.19933333334
