wavelength,Back_LoxPorf,Belly_LoxPorf,Breast_LoxPorf,Crissum_LoxPorf,Crown_LoxPorf,DorTail_LoxPorf,Rump_LoxPorf,Throat_LoxPorf,WingTip_LoxPorf
376.90,4.32155555556,3.29888888889,3.13288888889,2.94566666667,2.37944444444,5.43288888889,4.11522222222,4.31033333334,7.52577777778
377.26,4.32055555556,3.29688888889,3.14922222222,2.96966666667,2.37188888889,5.48166666667,4.12388888889,4.32744444444,7.50966666667
377.63,4.28222222222,3.25544444444,3.081,2.94733333333,2.30111111111,5.452,4.07733333334,4.27222222222,7.456
377.99,4.27988888889,3.27255555555,3.06144444444,2.95855555556,2.31822222222,5.46133333334,4.05822222222,4.27222222222,7.47077777778
378.35,4.32944444445,3.30888888889,3.06811111111,2.985,2.32277777778,5.49222222222,4.10655555555,4.30077777778,7.49188888889
378.71,4.42544444444,3.42933333333,3.13622222222,3.10255555555,2.44066666666,5.59755555556,4.18611111111,4.39955555555,7.59577777778
379.07,4.47744444444,3.50288888889,3.19411111111,3.18288888889,2.52322222222,5.65177777778,4.25511111111,4.43844444444,7.67733333333
379.44,4.47844444444,3.48677777778,3.22411111111,3.18711111111,2.50211111111,5.63977777778,4.26311111111,4.42544444444,7.668
379.80,4.48988888889,3.51322222222,3.27622222222,3.22833333333,2.54766666667,5.65277777778,4.30033333333,4.42611111111,7.69311111111
380.16,4.51333333333,3.53811111111,3.29366666667,3.279,2.55155555556,5.67555555556,4.30333333333,4.45311111111,7.72277777778
380.52,4.50933333333,3.54888888889,3.265,3.27644444444,2.55455555556,5.67255555555,4.32788888889,4.43422222222,7.73355555556
380.88,4.49688888889,3.52144444444,3.22844444444,3.29833333333,2.56777777778,5.64577777778,4.34088888889,4.44555555555,7.729
381.24,4.50455555556,3.53422222222,3.19577777778,3.28333333334,2.56022222222,5.62411111111,4.36311111111,4.458,7.72777777778
381.61,4.57577777778,3.58655555556,3.28488888889,3.35377777778,2.65155555556,5.69177777778,4.42666666667,4.53077777778,7.82622222222
381.97,4.59955555556,3.57655555555,3.28322222222,3.35833333333,2.64511111111,5.68133333334,4.44,4.53433333333,7.83877777778
382.33,4.58488888889,3.53833333333,3.26422222222,3.30311111111,2.61944444444,5.65533333333,4.40422222222,4.53122222222,7.797
382.69,4.56511111111,3.509,3.23855555556,3.23522222222,2.59422222222,5.60677777778,4.37266666667,4.49011111111,7.71844444444
383.05,4.50244444444,3.44177777778,3.16022222222,3.15611111111,2.54766666667,5.55222222222,4.31622222222,4.46288888889,7.649
383.41,4.51611111111,3.43955555555,3.14822222222,3.17833333333,2.58177777778,5.57566666667,4.29233333333,4.46244444444,7.63
383.77,4.45244444445,3.37122222222,3.07177777778,3.09177777778,2.49644444444,5.51244444444,4.212,4.37077777778,7.55533333333
384.14,4.41966666667,3.34544444445,3.04322222222,3.03677777778,2.48288888889,5.47722222222,4.22277777778,4.355,7.51977777778
384.50,4.379,3.29566666667,3.01988888889,2.99666666666,2.47044444444,5.42777777778,4.16222222222,4.35977777778,7.47122222222
384.86,4.37166666667,3.28411111111,3.03088888889,2.96866666667,2.44955555556,5.41555555555,4.11955555555,4.33522222222,7.44822222222
385.22,4.35166666667,3.25766666667,3.03588888889,2.95555555555,2.41433333333,5.37988888889,4.07333333333,4.30688888889,7.43711111111
385.58,4.30177777778,3.22833333333,3.00833333333,2.90277777778,2.34866666667,5.33033333334,4.02477777778,4.28622222222,7.36055555556
385.94,4.275,3.20233333333,3.017,2.88422222222,2.314,5.31744444445,4.01533333333,4.26877777778,7.316
386.30,4.247,3.18255555556,3.04477777778,2.90944444444,2.30488888889,5.30522222222,4.02066666667,4.24944444444,7.34944444444
386.66,4.18122222222,3.11922222222,2.99355555556,2.85266666667,2.24777777778,5.24377777778,3.96233333333,4.17811111111,7.33566666667
387.03,4.20311111111,3.16044444445,3.04033333333,2.87688888889,2.26155555556,5.27111111111,3.99555555556,4.18311111111,7.35866666667
387.39,4.163,3.12233333333,3.00866666667,2.83366666667,2.22066666666,5.23911111111,3.97755555555,4.166,7.34611111111
387.75,4.17755555556,3.12411111111,3.026,2.84911111111,2.23355555555,5.24666666667,3.97766666667,4.19844444444,7.399
388.11,4.19722222222,3.12233333333,3.04966666666,2.88144444444,2.26022222222,5.24788888889,3.97,4.22455555556,7.41455555555
388.47,4.28422222222,3.19588888889,3.12322222222,2.95911111111,2.29933333333,5.31577777778,4.06244444444,4.28355555555,7.47911111111
388.83,4.32666666667,3.244,3.18744444444,2.99788888889,2.34811111111,5.367,4.12466666667,4.34688888889,7.53888888889
389.19,4.369,3.28211111111,3.229,3.01577777778,2.40311111111,5.43088888889,4.17566666667,4.39288888889,7.59088888889
389.55,4.40411111111,3.302,3.22922222222,3.06466666667,2.44322222222,5.47477777778,4.19788888889,4.41833333333,7.64
389.91,4.39455555556,3.31055555556,3.20922222222,3.06933333334,2.46222222222,5.491,4.20622222222,4.41955555555,7.64466666667
390.27,4.40777777778,3.33444444444,3.19233333333,3.07144444444,2.45888888889,5.49988888889,4.19877777778,4.44233333333,7.637
390.63,4.44177777778,3.363,3.22322222222,3.11166666667,2.46955555556,5.51622222222,4.22533333333,4.48555555556,7.63455555556
391.00,4.464,3.34155555555,3.22988888889,3.12311111111,2.47955555556,5.522,4.22877777778,4.49622222222,7.65377777778
391.36,4.51733333333,3.38533333333,3.28877777778,3.18688888889,2.52711111111,5.55822222222,4.29677777778,4.53166666667,7.69488888889
391.72,4.52266666666,3.39855555555,3.29322222222,3.20866666667,2.541,5.57977777778,4.33766666667,4.55988888889,7.66311111111
392.08,4.49566666667,3.38377777778,3.27655555555,3.19177777778,2.51422222222,5.55477777778,4.32788888889,4.51455555555,7.63388888889
392.44,4.44333333333,3.34122222222,3.22244444445,3.15022222222,2.48333333333,5.51166666667,4.27877777778,4.47966666667,7.58877777778
392.80,4.40966666667,3.30566666667,3.14588888889,3.12022222222,2.43922222222,5.44877777778,4.21755555556,4.42677777778,7.52855555556
393.16,4.37133333333,3.27677777778,3.11966666666,3.11766666667,2.41844444445,5.42144444444,4.17811111111,4.40488888889,7.48666666666
393.52,4.319,3.23344444444,3.07255555555,3.07433333334,2.37822222222,5.35333333333,4.13033333333,4.37044444445,7.42033333333
393.88,4.30922222222,3.21955555556,3.06544444445,3.07544444445,2.36411111111,5.32677777778,4.11477777778,4.37822222222,7.416
394.24,4.32144444444,3.23233333334,3.08166666667,3.10366666667,2.39266666667,5.32233333334,4.13966666667,4.41377777778,7.43466666667
394.60,4.31255555556,3.23122222222,3.07811111111,3.12366666667,2.41077777778,5.33744444445,4.16177777778,4.42822222222,7.44244444444
394.96,4.27677777778,3.22411111111,3.05811111111,3.10666666667,2.39777777778,5.30322222222,4.13822222222,4.44366666667,7.41722222222
395.32,4.22866666667,3.19866666666,3.04255555556,3.07155555556,2.36622222222,5.27477777778,4.08966666667,4.45144444444,7.38577777778
395.68,4.25411111111,3.21344444445,3.075,3.08755555555,2.39488888889,5.299,4.09833333334,4.46811111111,7.41277777778
396.04,4.29933333333,3.25677777778,3.08822222222,3.132,2.43455555555,5.332,4.13033333333,4.533,7.47611111111
396.40,4.27188888889,3.21866666667,3.076,3.097,2.42655555556,5.29911111111,4.07533333333,4.50266666667,7.46344444444
396.76,4.26966666667,3.19977777778,3.08711111111,3.11377777778,2.432,5.31888888889,4.10288888889,4.51644444444,7.47155555556
397.12,4.25522222222,3.17577777778,3.07633333333,3.08233333333,2.40811111111,5.28477777778,4.06011111111,4.49844444444,7.454
397.48,4.244,3.169,3.07044444444,3.05766666667,2.40533333333,5.28977777778,4.05288888889,4.49744444444,7.44477777778
397.84,4.22566666667,3.17611111111,3.06277777778,3.02766666667,2.39177777778,5.28188888889,4.03611111111,4.48988888889,7.42366666667
398.20,4.25155555556,3.20288888889,3.09233333333,3.04377777778,2.42855555556,5.31577777778,4.07588888889,4.50588888889,7.42411111111
398.56,4.26211111111,3.19533333333,3.10166666667,3.04288888889,2.41077777778,5.30833333333,4.06388888889,4.505,7.43011111111
398.92,4.25111111111,3.19311111111,3.09655555556,3.045,2.39266666667,5.32355555555,4.06311111111,4.47044444445,7.42455555556
399.28,4.27988888889,3.22044444444,3.10366666667,3.07722222222,2.43944444445,5.34166666667,4.09911111111,4.48188888889,7.43933333333
399.64,4.25266666667,3.19355555556,3.06788888889,3.06433333333,2.41377777778,5.30166666667,4.08188888889,4.47533333333,7.40555555556
400.00,4.23077777778,3.18522222222,3.05244444445,3.07622222222,2.39544444445,5.31788888889,4.10133333333,4.45455555556,7.37022222222
400.36,4.23611111111,3.20822222222,3.06777777778,3.114,2.38933333333,5.34777777778,4.148,4.47722222222,7.36311111111
400.72,4.226,3.20111111111,3.07377777778,3.09044444444,2.35844444444,5.31177777778,4.13744444444,4.474,7.331
401.08,4.23122222222,3.21311111111,3.07644444444,3.10822222222,2.36211111111,5.30922222222,4.181,4.50677777778,7.33855555555
401.44,4.273,3.26644444445,3.11777777778,3.17911111111,2.41433333333,5.34333333333,4.24011111111,4.56588888889,7.40955555555
401.80,4.28933333333,3.25077777778,3.142,3.18111111111,2.43844444444,5.32744444444,4.246,4.57588888889,7.40733333333
402.16,4.27911111111,3.24566666667,3.15444444444,3.19233333333,2.43511111111,5.31777777778,4.23077777778,4.58966666667,7.40388888889
402.52,4.31133333333,3.28022222222,3.19922222222,3.22455555555,2.48533333333,5.34022222222,4.28188888889,4.63444444444,7.427
402.88,4.34844444444,3.30666666667,3.23177777778,3.25888888889,2.52244444444,5.37588888889,4.31488888889,4.693,7.458
403.24,4.33188888889,3.31811111111,3.24311111111,3.25733333333,2.49955555556,5.36644444444,4.30466666667,4.68344444445,7.46066666667
403.60,4.33677777778,3.32288888889,3.26355555556,3.267,2.50622222222,5.35511111111,4.28911111111,4.66388888889,7.44922222222
403.95,4.37588888889,3.32877777778,3.296,3.26511111111,2.522,5.36088888889,4.29655555555,4.691,7.48411111111
404.31,4.393,3.34244444444,3.30955555555,3.28711111111,2.56622222222,5.35611111111,4.30755555555,4.71688888889,7.50177777778
404.67,4.38133333333,3.32666666666,3.29611111111,3.26866666667,2.57588888889,5.34688888889,4.29744444445,4.69777777778,7.50355555556
405.03,4.38033333333,3.30255555556,3.284,3.26922222222,2.57811111111,5.32677777778,4.29366666667,4.67422222222,7.49911111111
405.39,4.38022222222,3.29788888889,3.286,3.25288888889,2.56833333333,5.32,4.28488888889,4.66455555555,7.49711111111
405.75,4.39044444444,3.31733333333,3.30011111111,3.28722222222,2.60066666667,5.37111111111,4.312,4.70111111111,7.52222222222
406.11,4.40233333333,3.303,3.26488888889,3.26888888889,2.606,5.35455555556,4.29377777778,4.70066666667,7.52633333333
406.47,4.34844444445,3.253,3.18822222222,3.21566666667,2.551,5.31444444444,4.23744444444,4.64833333333,7.49944444444
406.83,4.31133333334,3.21911111111,3.15355555556,3.19,2.52144444444,5.26355555556,4.17788888889,4.61244444444,7.45644444444
407.19,4.31544444444,3.22344444444,3.14166666667,3.19022222222,2.52544444445,5.266,4.17411111111,4.61711111111,7.46611111111
407.55,4.34355555556,3.25877777778,3.17188888889,3.21488888889,2.57388888889,5.30033333333,4.22111111111,4.671,7.49455555556
407.90,4.351,3.29622222222,3.19988888889,3.23833333334,2.626,5.32677777778,4.24355555556,4.70555555555,7.51533333333
