wavelength,Back_LoxPorf,Belly_LoxPorf,Breast_LoxPorf,Crissum_LoxPorf,Crown_LoxPorf,DorTail_LoxPorf,Rump_LoxPorf,Throat_LoxPorf,WingTip_LoxPorf
200.06,32.4698888889,39.8387777778,35.4634444444,41.6236666667,46.6896666667,43.1778888889,28.4397777778,38.0541111111,51.9286666667
200.44,30.9562222222,38.9717777778,32.062,39.7455555555,43.7811111111,42.565,26.3128888889,36.1525555555,49.6406666667
200.82,29.7052222222,40.1361111111,30.8956666667,39.3991111111,41.2132222222,41.5531111111,25.3398888889,35.3743333333,48.8661111111
201.19,31.7632222222,39.7946666667,31.5216666667,39.9153333333,41.5458888889,45.471,25.0603333333,37.3187777778,48.6111111111
201.57,37.5458888889,41.392,35.0426666667,42.2465555555,45.8484444445,50.061,30.0366666667,41.0256666666,51.7702222222
201.95,34.5475555556,35.3371111111,34.7906666667,38.6156666667,41.0443333333,45.7195555556,25.5615555555,36.1262222222,48.5123333333
202.33,32.4786666667,33.1502222222,34.0047777778,35.8364444445,39.3163333333,44.0172222222,25.0306666667,32.8448888889,48.9008888889
202.71,30.247,28.3334444445,32.5307777778,33.0863333333,36.5431111111,43.7654444444,20.8025555555,27.2221111111,45.6172222222
203.09,28.1268888889,26.2223333333,32.635,30.6031111111,33.0158888889,44.3808888889,18.6032222222,24.9524444444,44.7618888889
203.47,22.3568888889,20.1347777778,29.8988888889,24.3771111111,29.8316666667,42.8954444445,11.3132222222,23.5691111111,39.9998888889
203.85,16.8435555556,16.9144444444,25.1946666667,15.6406666667,24.7701111111,37.6504444445,3.89244444446,18.8961111111,34.8193333333
204.22,14.0646666667,17.2291111111,25.5274444444,12.5176666667,23.5584444444,32.8411111111,1.82833333333,16.8775555555,30.3094444444
204.60,12.7744444444,19.6941111111,28.3435555556,12.3754444444,24.684,29.6738888889,3.72577777777,16.3673333334,30.4058888889
204.98,16.9163333333,24.9062222222,33.2083333333,17.603,31.6478888889,32.1473333333,6.67900000001,20.0374444444,33.7704444445
205.36,16.4422222222,24.6351111111,33.2211111111,19.4726666666,31.8181111111,28.6755555555,9.31544444446,20.2581111111,33.4455555556
205.74,10.1705555556,23.398,33.8037777778,17.4603333334,31.2756666666,23.4565555556,5.8201111111,16.3433333333,33.2157777778
206.12,9.71433333333,25.9681111111,36.3808888889,19.6191111111,34.984,23.3017777778,6.47611111112,17.9683333333,34.6032222222
206.50,6.96922222222,25.1807777778,35.2398888889,19.0664444445,33.5962222222,20.0526666667,4.14211111111,16.5023333333,32.5443333333
206.87,3.70377777778,27.6767777778,35.6901111111,21.1447777778,34.8822222222,20.9426666667,4.10755555557,18.1143333333,34.5453333333
207.25,0.0663333333333,26.8796666667,34.3976666667,22.7545555556,34.1315555556,20.2261111111,2.52811111112,15.7684444444,33.4663333333
207.63,0.731888888887,28.8755555555,33.7991111111,24.6174444445,34.6638888889,21.4237777778,5.45577777777,14.9036666667,35.3293333333
208.01,0.131333333333,24.9177777778,30.9664444445,24.5891111111,33.3333333333,18.08,5.06255555555,13.2807777778,32.6758888889
208.39,-7.8761111111,15.7524444444,25.668,20.1828888889,27.4964444444,10.0565555556,-4.28977777779,5.97766666666,27.0042222222
208.77,-21.2043333333,1.8661111111,16.5394444445,11.62,18.9992222222,-2.45955555556,-14.6733333333,-2.62944444444,18.9992222222
209.14,-20.67,-0.408666666656,14.5424444445,10.2942222222,12.2548888889,-2.36944444442,-10.866,-1.22544444444,18.4638888889
209.52,-32.5864444444,-6.81611111113,10.0841111111,4.10844444445,2.98800000002,-10.1773333333,-15.2192222222,-8.59,13.9124444445
209.90,-34.283,-11.5858888889,6.36288888887,0.66488888888,-2.46922222223,-10.1613333333,-15.0996666667,-7.78722222222,6.64744444444
210.28,-33.9761111111,-16.7125555556,1.65277777777,-1.37733333335,-8.54000000001,-10.5603333333,-13.6822222222,-12.5803333333,2.663
210.66,-35.7074444445,-21.8424444444,-1.80422222223,-6.2678888889,-12.2506666667,-13.7702222222,-14.7198888889,-16.9992222222,0.664777777777
211.03,-32.6743333333,-26.4595555556,-4.9907777778,-12.3352222222,-15.9133333333,-18.7382222222,-15.3484444444,-19.68,-3.484
211.41,-30.1852222222,-28.7963333333,-5.3702222222,-15.0924444444,-16.2038888889,-22.5925555556,-13.1482222222,-20.8332222222,-2.40744444444
211.79,-30.0087777778,-29.7464444445,-4.11188888887,-14.6106666667,-16.7978888889,-20.735,-12.6858888889,-22.3972222222,-0.87499999999
212.17,-36.1823333333,-30.3892222222,-1.13955555557,-17.1888888889,-22.2223333333,-22.8868888889,-12.7255555556,-29.8196666667,1.42455555555
212.55,-21.7247777778,-15.8374444444,8.29177777777,-7.46277777778,-9.5358888889,-8.126,3.06811111111,-15.5887777778,14.5108888889
212.92,-18.6938888889,-11.5615555556,9.90977777778,-5.40555555555,-6.90677777777,-2.32733333333,2.62766666668,-14.6397777778,17.5674444445
213.30,-27.1795555555,-16.8375555556,7.265,-11.6237777778,-10.6837777778,-10.171,-2.22233333333,-24.1881111111,16.1538888889
213.68,-28.5575555556,-18.4211111111,8.577,-13.9375555555,-10.1364444445,-11.2085555555,-2.7291111111,-29.2397777778,22.7095555556
214.06,-26.121,-16.5691111111,12.4755555556,-13.1581111111,-9.45422222221,-11.501,-6.04288888887,-30.1168888889,26.7054444445
214.44,-33.0245555556,-17.2841111111,13.6831111111,-18.2098888889,-9.25922222224,-15.3291111111,-11.4198888889,-32.922,26.2345555556
214.81,-42.4561111111,-24.6783333333,14.386,-25.9647777778,-14.8538888889,-19.4152222222,-19.0642222222,-37.1931111111,26.3158888889
215.19,-56.3397777778,-31.2416666667,14.1176666667,-33.7256666667,-22.8756666667,-23.3985555555,-24.9674444444,-43.3986666667,23.7908888889
215.57,-86.2354444444,-55.058,0.165777777667,-64.345,-48.5903333333,-51.5754444445,-53.2336666668,-71.1443333334,3.64844444443
215.95,-99.3588888889,-63.4616666667,2.564111111,-82.0513333333,-62.3931111111,-64.5297777778,-62.1795555557,-80.7692222221,4.27355555557
216.32,-99.9998888888,-68.5183333334,3.24055555543,-89.351888889,-62.7313333333,-69.9072222222,-62.7314444446,-72.6853333333,-2.31466666667
216.70,-386.805555556,-275.694444444,-70.138888889,-329.166666667,-288.888888889,-273.611111111,-258.333333333,-272.916666666,-94.4444444445
217.08,-415.079222222,-292.857111111,-65.8730000001,-320.634888889,-303.968111111,-302.380888889,-250.000111111,-278.571222222,-88.0952222223
217.46,-223.111111111,-164.0,-27.1111111111,-159.111111111,-150.222222222,-153.777777778,-116.444444444,-128.0,-41.3333333334
217.83,-131.978444444,-99.187,-12.4661111111,-95.935111111,-93.4957777778,-90.2438888891,-58.8075555557,-66.3955555556,-33.6042222222
218.21,-155.847888889,-117.543888889,-21.6374444446,-107.31,-112.573,-102.046888889,-50.5847777778,-78.3624444443,-48.2457777778
218.59,-184.761777778,-147.301777778,-40.0,-119.682444445,-135.555777778,-126.031777778,-53.0159999999,-89.8414444445,-71.4284444444
218.97,-182.336222222,-131.909,-38.7464444445,-107.692222222,-132.193777778,-123.646777778,-58.9745555555,-88.3189999999,-74.0741111112
219.34,-155.291,-109.788555555,-28.0422222221,-90.476111111,-115.873,-102.645777778,-47.3543333334,-69.3121111111,-54.2326666668
219.72,-131.590333333,-90.8496666667,-21.3507777777,-71.0238888889,-91.5032222222,-76.6884444444,-34.2047777778,-46.8408888889,-34.6405555556
220.10,-191.989666667,-130.490777778,-47.545111111,-111.111222222,-124.806222222,-120.413333333,-66.1498888888,-77.7776666666,-61.7569999999
220.47,-226.455,-159.259111111,-67.195888889,-137.566222222,-143.915333333,-144.444555555,-86.7724444443,-102.116222222,-72.2221111113
220.85,-134.201222222,-90.9720000001,-26.0416666667,-76.0414444446,-81.9442222221,-86.4583333333,-47.743,-56.0763333333,-37.8468888889
221.23,-99.1111111111,-64.4443333333,-7.40744444443,-54.3705555556,-57.1852222222,-61.0371111111,-29.4816666667,-28.8891111111,-20.0
221.61,-110.613777778,-75.7877777778,-8.95533333333,-67.1643333333,-75.1242222222,-73.7976666668,-42.6204444444,-32.504,-26.5341111111
221.98,-113.725444444,-76.1437777778,-16.83,-69.6078888889,-73.8562222222,-76.3072222223,-51.634,-33.6602222222,-27.4508888889
222.36,-122.058888889,-85.621,-28.1044444444,-84.6404444444,-82.1894444443,-88.7256666664,-61.6012222222,-34.8038888889,-32.1894444445
222.74,-111.272,-75.6844444444,-18.3574444444,-80.3543333333,-74.074,-78.2607777778,-55.3944444445,-27.5364444444,-16.9082222222
