wavelength,Back_IdiBraf,Belly_IdiBraf,Breast_IdiBraf,Crissum_IdiBraf,Crown_IdiBraf,DorTail_IdiBraf,Rump_IdiBraf,Throat_IdiBraf,WingTip_IdiBraf
359.48,5.91841666667,14.0973333334,13.4959166667,12.52425,5.49108333333,6.14408333333,7.32866666667,14.2744166667,5.37966666666
359.84,5.80533333333,14.0375833333,13.4335833334,12.4613333333,5.414,6.02575,7.25458333333,14.1873333333,5.31841666667
360.20,5.76833333333,13.9863333333,13.3958333333,12.43275,5.39541666666,5.96325,7.21858333333,14.1149166667,5.2655
360.57,5.76616666666,14.0033333333,13.405,12.44525,5.34875,5.94783333333,7.18333333333,14.1200833333,5.27283333333
360.93,5.73958333333,13.9999166667,13.3671666667,12.4420833333,5.29233333333,5.87208333334,7.13058333333,14.0930833333,5.23975
361.29,5.83283333334,14.0763333334,13.4334166667,12.573,5.35566666666,5.91975,7.18708333333,14.1469166667,5.30041666667
361.66,5.84991666666,14.1178333333,13.4515833333,12.60575,5.342,5.95725,7.19925,14.2288333333,5.30225
362.02,5.89491666667,14.1553333334,13.5270833333,12.6479166666,5.38875,5.98708333333,7.23316666667,14.2590833333,5.3225
362.39,5.95566666667,14.2458333333,13.6238333333,12.714,5.45041666667,6.045,7.29241666666,14.3495833333,5.3655
362.75,5.95991666667,14.2536666667,13.5953333333,12.72625,5.44175,6.029,7.27258333333,14.32575,5.33441666667
363.11,5.9925,14.3054166667,13.6245833333,12.7523333333,5.4285,6.042,7.29983333333,14.3489166667,5.33283333333
363.48,5.99741666667,14.33725,13.63375,12.7910833333,5.4225,6.081,7.355,14.3441666667,5.331
363.84,6.04883333333,14.4226666667,13.69625,12.83575,5.43866666667,6.11541666667,7.38458333333,14.4008333333,5.30266666667
364.20,6.1145,14.5319166667,13.7465833333,12.93625,5.47808333334,6.13541666667,7.40475,14.4799166667,5.33666666667
364.57,6.06416666667,14.5281666667,13.7233333333,12.9289166667,5.45066666667,6.05908333333,7.37933333333,14.4751666667,5.28333333333
364.93,6.11691666667,14.5935,13.8168333333,13.0210833333,5.53008333333,6.12275,7.44883333333,14.6041666667,5.33566666667
365.29,6.09441666667,14.5985833333,13.842,13.0059166667,5.54441666667,6.13558333334,7.49891666667,14.6230833333,5.34983333333
365.66,6.16116666667,14.6883333334,13.9039166666,13.0933333333,5.66141666667,6.19316666667,7.58975,14.7271666667,5.42008333333
366.02,6.233,14.77775,14.0076666667,13.1823333333,5.747,6.25583333333,7.65891666667,14.82425,5.51933333333
366.38,6.1755,14.7195833334,13.9563333333,13.1608333333,5.71491666667,6.19575,7.61075,14.7938333333,5.49816666667
366.75,6.16775,14.719,13.96975,13.11,5.71933333334,6.15233333333,7.58883333333,14.79225,5.4885
367.11,6.09441666666,14.6384166667,13.89725,13.02325,5.66558333333,6.04266666667,7.50916666667,14.753,5.42683333333
367.47,6.08916666667,14.6750833333,13.9545833333,13.0480833334,5.672,5.99283333333,7.45425,14.8084166667,5.435
367.84,6.08525,14.6689166667,13.929,13.0078333333,5.66075,5.99866666667,7.41633333333,14.793,5.43633333333
368.20,5.97475,14.6050833333,13.9241666667,12.9245,5.58541666667,5.93533333333,7.36241666667,14.7565833333,5.33591666666
368.56,5.99508333333,14.62525,13.9535,12.9638333333,5.61533333333,5.9805,7.39266666667,14.7658333333,5.3485
368.93,5.99741666666,14.6735833333,13.9685833333,13.0053333334,5.63041666667,5.987,7.3715,14.73975,5.3495
369.29,5.96608333333,14.6964166667,13.9575,13.0211666667,5.59866666667,5.9825,7.28808333333,14.7073333334,5.30941666667
369.65,5.93725,14.6825,13.9241666667,12.9901666666,5.54233333333,5.91733333333,7.20141666666,14.6279166667,5.22616666667
370.01,5.8485,14.61975,13.8314166667,12.899,5.46408333334,5.83233333333,7.11908333333,14.5783333333,5.09741666667
370.38,5.91891666666,14.69625,13.9104166667,12.9821666667,5.53141666667,5.88066666667,7.15875,14.6424166666,5.14058333333
370.74,5.97691666666,14.744,13.9655833334,13.0815833333,5.56375,5.92558333333,7.20741666666,14.7138333333,5.2025
371.10,6.00291666667,14.79625,13.9941666667,13.1209166667,5.60008333333,5.97408333333,7.22291666667,14.7195,5.24008333333
371.46,5.95325,14.75875,13.9728333333,13.08075,5.56783333333,5.9435,7.18441666667,14.67075,5.16958333333
371.83,5.92783333334,14.7400833333,14.0084166666,13.0968333333,5.57208333333,5.8665,7.15991666666,14.66325,5.12983333333
372.19,5.99775,14.76125,14.0326666666,13.1321666667,5.60166666667,5.89291666667,7.179,14.6959166666,5.16425
372.55,6.05591666667,14.8034166667,14.106,13.15125,5.64891666667,5.9005,7.2095,14.7511666667,5.13491666667
372.92,6.10975,14.8220833334,14.1895,13.1808333333,5.68125,5.93025,7.25366666666,14.8168333334,5.15741666667
373.28,6.16483333333,14.8515833333,14.2581666667,13.2149166667,5.71283333334,5.92166666667,7.29775,14.8908333333,5.17941666667
373.64,6.08341666667,14.8395,14.2619166667,13.197,5.67983333333,5.8655,7.27033333333,14.8858333333,5.1535
374.00,6.16958333333,14.9140833333,14.3426666667,13.2768333333,5.73633333333,5.94341666666,7.32958333333,14.9569166667,5.23983333333
374.37,6.15466666666,14.91575,14.3360833333,13.2840833334,5.74441666666,5.91833333334,7.3325,14.975,5.18525
374.73,6.14608333333,14.9925,14.34075,13.29475,5.78666666666,5.93116666667,7.37891666666,14.98175,5.17341666667
375.09,6.19783333333,15.0934166667,14.462,13.3418333333,5.8625,5.96191666667,7.44075,15.0275,5.198
375.45,6.31758333334,15.2175,14.5641666666,13.4321666666,5.97066666667,6.07633333334,7.54616666667,15.1435,5.30333333333
375.81,6.38741666667,15.2764166667,14.6290833333,13.4776666667,6.045,6.15933333333,7.65391666667,15.24175,5.37975
376.18,6.41216666667,15.3236666667,14.6373333333,13.5319166666,6.07433333333,6.21483333333,7.71291666667,15.2679166666,5.41875
376.54,6.3405,15.2855,14.6174166667,13.5208333333,6.03066666667,6.20291666666,7.68366666667,15.2515833333,5.41733333333
376.90,6.25433333333,15.24625,14.5403333334,13.4595833333,5.97066666667,6.15775,7.63875,15.1896666667,5.35975
377.26,6.15633333333,15.2184166667,14.4724166667,13.3859166667,5.91491666667,6.09316666667,7.57758333333,15.1535,5.28233333333
377.63,6.264,15.29175,14.5533333333,13.4724166667,6.00141666667,6.17458333333,7.65441666666,15.2574166667,5.32941666666
377.99,6.32825,15.3574166667,14.6666666667,13.56925,6.0975,6.26158333333,7.7345,15.3486666667,5.41433333333
378.35,6.40216666666,15.434,14.7441666667,13.6711666667,6.13941666667,6.33358333333,7.79033333333,15.4311666667,5.49508333333
378.71,6.4065,15.44475,14.8036666667,13.688,6.12016666666,6.31766666667,7.76541666666,15.46575,5.50075
379.07,6.3735,15.4324166667,14.76425,13.6874166667,6.086,6.31675,7.73325,15.4831666666,5.49841666666
379.44,6.38466666667,15.4615,14.819,13.7199166667,6.123,6.32541666667,7.74591666666,15.5139166667,5.49775
379.80,6.41883333333,15.5030833333,14.8474166667,13.7770833333,6.12933333334,6.33941666667,7.73475,15.5316666667,5.54033333333
380.16,6.40741666667,15.5028333334,14.8724166667,13.7891666667,6.11875,6.31175,7.69441666667,15.531,5.51175
380.52,6.4795,15.5769166666,14.92975,13.88,6.14833333333,6.34233333334,7.74883333333,15.5951666667,5.52608333333
380.88,6.6015,15.68875,15.0548333333,14.0083333334,6.24008333333,6.415,7.85575,15.69175,5.58391666667
381.24,6.692,15.7391666667,15.1226666666,14.0800833333,6.296,6.47633333333,7.91141666666,15.7481666667,5.64725
381.61,6.70491666667,15.7625833333,15.1389166667,14.1038333333,6.3015,6.48416666667,7.92133333333,15.7136666667,5.67491666667
381.97,6.65233333333,15.7078333333,15.0901666667,14.0655,6.206,6.38933333333,7.8325,15.6743333333,5.58941666667
382.33,6.57633333333,15.6535,15.0324166667,13.935,6.13916666666,6.29441666667,7.73808333333,15.5939166667,5.48866666667
382.69,6.615,15.68275,15.0644166667,13.9849166667,6.18416666667,6.35975,7.77583333333,15.6315833333,5.51983333333
383.05,6.70841666667,15.742,15.15725,14.07625,6.27025,6.41708333334,7.84108333333,15.7040833333,5.58175
383.41,6.67166666667,15.6939166667,15.10625,14.05375,6.21258333334,6.36408333333,7.7955,15.6676666666,5.554
383.77,6.7255,15.74125,15.1548333333,14.0904166667,6.28375,6.41341666667,7.83291666666,15.7354166667,5.573
384.14,6.73858333333,15.7543333333,15.1578333333,14.0906666667,6.28175,6.38808333334,7.834,15.7580833333,5.57316666667
384.50,6.67833333333,15.76175,15.1140833333,14.02825,6.25383333333,6.33216666666,7.75916666667,15.6929166667,5.54691666667
384.86,6.60741666666,15.7339166666,15.0751666667,13.9850833333,6.22425,6.26516666667,7.69758333333,15.6755,5.50766666667
385.22,6.68208333334,15.8438333334,15.1613333333,14.06775,6.29558333334,6.35083333333,7.7775,15.7474166667,5.58525
385.58,6.66266666667,15.8220833333,15.17325,14.0684166666,6.26983333333,6.33558333334,7.75733333333,15.785,5.57458333333
385.94,6.64491666667,15.8544166667,15.1948333334,14.0818333333,6.31641666666,6.35816666667,7.81308333333,15.8131666666,5.59108333333
386.30,6.70258333333,15.9105833333,15.2610833334,14.1581666667,6.37875,6.42533333333,7.88425,15.8961666667,5.69208333333
386.66,6.73108333334,15.9294166666,15.29375,14.189,6.37983333333,6.41425,7.90133333333,15.9325,5.71433333333
387.03,6.692,15.9195833333,15.3089166667,14.2188333334,6.36116666666,6.39066666667,7.87808333333,15.9400833333,5.692
387.39,6.69608333333,15.929,15.3326666667,14.221,6.35516666667,6.39916666667,7.88025,15.9755833334,5.679
387.75,6.647,15.9466666667,15.3575833334,14.2523333333,6.31633333333,6.35691666667,7.86791666667,15.97825,5.6325
388.11,6.67041666667,15.9836666667,15.40575,14.2754166667,6.36066666666,6.36675,7.88425,16.0205,5.63991666667
388.47,6.7385,16.0265,15.4993333333,14.3659166667,6.44141666666,6.43875,7.95475,16.1101666666,5.70691666667
388.83,6.79375,16.0728333333,15.5530833333,14.4023333333,6.46558333334,6.48541666667,7.971,16.1496666667,5.75683333333
389.19,6.7775,16.0596666666,15.5636666667,14.4039166666,6.45675,6.45066666667,7.96741666667,16.188,5.73116666667
389.55,6.78258333333,16.0974166667,15.5705,14.4086666667,6.46583333333,6.41766666667,7.97166666667,16.17275,5.7125
389.91,6.81166666666,16.15125,15.6204166667,14.4399166666,6.45533333334,6.42525,7.94575,16.2210833334,5.7005
390.27,6.79058333333,16.15975,15.61625,14.4725,6.43075,6.39758333333,7.918,16.199,5.64866666667
390.63,6.78266666667,16.1640833333,15.6064166667,14.4694166667,6.45,6.4015,7.92241666667,16.2008333333,5.62833333334
391.00,6.785,16.1486666667,15.5586666667,14.4546666667,6.42066666667,6.37316666666,7.892,16.194,5.59458333333
391.36,6.77758333333,16.1689166667,15.5559166667,14.4981666667,6.44541666667,6.339,7.87783333333,16.1940833334,5.59033333333
391.72,6.77066666666,16.1494166667,15.5149166667,14.4776666667,6.40908333333,6.29766666667,7.838,16.17075,5.58166666666
392.08,6.7685,16.14675,15.5339166667,14.5105833333,6.39866666667,6.29675,7.85183333333,16.173,5.57725
392.44,6.76775,16.1314166667,15.50175,14.511,6.35691666667,6.24841666667,7.82083333333,16.1919166667,5.52725
392.80,6.81066666666,16.1723333334,15.5118333333,14.5496666667,6.38925,6.26933333334,7.85558333333,16.2568333333,5.53541666667
393.16,6.7725,16.1413333334,15.4740833333,14.51975,6.34291666667,6.23441666667,7.80366666667,16.2161666667,5.47991666667
393.52,6.77091666667,16.1244166667,15.48275,14.551,6.352,6.25316666666,7.80225,16.2498333333,5.48058333333
393.88,6.79116666667,16.1525833333,15.4906666667,14.59875,6.3865,6.25333333334,7.82775,16.25575,5.50333333334
394.24,6.82441666667,16.1746666666,15.52375,14.6175833333,6.407,6.26108333333,7.83266666667,16.3070833334,5.52091666667
394.60,6.79525,16.1719166666,15.5079166667,14.62725,6.357,6.21308333333,7.78258333333,16.30025,5.45825
394.96,6.79916666667,16.2299166667,15.548,14.64125,6.37583333333,6.22175,7.80691666666,16.32575,5.46916666667
395.32,6.8375,16.283,15.609,14.6848333333,6.37891666667,6.25383333333,7.82883333333,16.3675833334,5.481
395.68,6.85,16.2868333333,15.63125,14.7068333333,6.41416666667,6.28425,7.86708333333,16.3951666666,5.49883333333
396.04,6.90416666667,16.3544166666,15.6889166666,14.7538333333,6.47183333333,6.35416666667,7.93291666667,16.465,5.55766666667
396.40,6.924,16.4104166667,15.7638333334,14.7905,6.51725,6.40758333333,7.98091666667,16.4869166667,5.59141666667
396.76,6.90466666667,16.4341666667,15.768,14.8175833333,6.5315,6.414,7.987,16.506,5.58116666667
397.12,6.92341666667,16.4586666667,15.8218333333,14.8651666666,6.57616666667,6.42375,8.01475,16.5563333334,5.61291666667
397.48,6.90441666667,16.4593333333,15.7903333334,14.8546666667,6.54833333333,6.38908333333,7.98858333333,16.5495,5.58725
397.84,6.86258333333,16.41625,15.7783333333,14.802,6.50475,6.33733333333,7.95558333333,16.5366666667,5.51916666667
398.20,6.80725,16.3946666667,15.74525,14.7963333333,6.4875,6.31416666666,7.93108333333,16.5073333333,5.4795
398.56,6.82066666666,16.40525,15.7725,14.8008333333,6.50766666667,6.32266666667,7.95,16.5068333333,5.52016666667
398.92,6.878,16.4770833333,15.8585833333,14.895,6.57808333333,6.39158333333,8.0075,16.5980833333,5.58041666667
399.28,6.95791666667,16.5650833333,15.9138333333,14.9569166667,6.65425,6.47258333333,8.09458333333,16.6666666666,5.6655
399.64,6.96625,16.5923333333,15.94375,14.9705833333,6.67,6.496,8.0965,16.67625,5.67316666666
400.00,6.93825,16.5880833333,15.9558333333,14.9556666667,6.663,6.45191666666,8.04633333333,16.69025,5.65258333333
400.36,6.95816666666,16.5883333333,15.9385,14.9429166667,6.67783333333,6.44058333333,8.04816666667,16.71375,5.666
400.72,6.9565,16.5758333333,15.9490833333,14.9663333333,6.68208333334,6.42508333333,8.01933333334,16.692,5.67275
401.08,6.97275,16.62275,15.95275,14.9770833333,6.68208333334,6.43183333333,8.02091666667,16.702,5.67908333333
401.44,7.03608333333,16.70925,16.0565,15.029,6.74016666666,6.49316666667,8.07608333333,16.7828333333,5.72608333333
401.80,7.10325,16.8013333333,16.1218333334,15.1165833334,6.81066666666,6.5775,8.1255,16.8474166667,5.83175
402.16,7.15433333333,16.8693333333,16.18775,15.135,6.85791666666,6.61991666666,8.15891666667,16.9135833334,5.89075
402.52,7.173,16.9276666667,16.2171666666,15.1645833333,6.893,6.65391666667,8.16725,16.9581666667,5.90483333334
402.88,7.10008333333,16.8360833334,16.1535,15.0619166667,6.80483333333,6.5705,8.07291666666,16.8631666666,5.79566666667
403.24,7.05608333333,16.8163333333,16.1499166667,15.0514166667,6.78033333333,6.53316666667,8.04175,16.84275,5.7735
403.60,7.06833333333,16.8255833333,16.1538333333,15.0791666666,6.77475,6.5125,8.04508333333,16.8595,5.76766666666
403.95,7.10866666667,16.8920833333,16.18925,15.1585833333,6.81666666667,6.53925,8.08716666667,16.9069166667,5.79416666667
404.31,7.07275,16.8798333333,16.1676666667,15.15975,6.78525,6.51,8.04575,16.8923333333,5.75991666667
404.67,7.04883333334,16.8794166667,16.1861666666,15.1425,6.75008333334,6.48641666667,8.04775,16.8855,5.74691666667
405.03,7.04808333334,16.8901666667,16.191,15.1700833333,6.73508333333,6.484,8.03858333333,16.8793333334,5.74433333333
405.39,7.04575,16.8796666666,16.17725,15.184,6.74816666667,6.48233333333,8.04966666667,16.8708333333,5.75458333333
405.75,7.02158333333,16.8425833333,16.12925,15.1341666667,6.70466666667,6.4355,8.02558333333,16.8503333333,5.70416666667
406.11,7.03683333333,16.84925,16.1445,15.1565833333,6.69866666667,6.41508333333,8.04483333333,16.8564166666,5.6905
406.47,7.06808333334,16.87975,16.199,15.2073333333,6.73433333333,6.42533333333,8.08133333333,16.9004166667,5.717
406.83,7.09441666667,16.906,16.2184166667,15.2355833333,6.75916666667,6.43108333333,8.10366666666,16.9360833333,5.75491666667
407.19,7.0965,16.896,16.22025,15.2490833333,6.77066666667,6.41291666666,8.09383333333,16.96,5.73325
407.55,7.13733333333,16.944,16.27775,15.2895,6.81258333333,6.44633333333,8.12675,17.0238333333,5.78058333334
407.90,7.13225,16.9336666667,16.2648333333,15.2355833334,6.77483333333,6.45183333333,8.11525,17.0083333333,5.77633333333
408.26,7.1515,16.9665,16.2784166667,15.2511666667,6.7865,6.45391666667,8.12008333333,17.0225833333,5.789
408.62,7.13725,16.95825,16.242,15.2203333334,6.75866666667,6.43583333333,8.094,16.996,5.74758333334
408.98,7.17558333333,17.0045833333,16.303,15.2558333333,6.82525,6.47241666667,8.14291666667,17.0520833333,5.78375
409.34,7.17508333333,17.0308333333,16.327,15.2370833333,6.79408333333,6.46716666667,8.11558333333,17.0636666667,5.78008333333
409.70,7.17308333334,17.02925,16.3444166667,15.2696666667,6.80766666667,6.468,8.1155,17.0771666667,5.79883333333
410.06,7.194,17.0518333333,16.3650833334,15.2836666666,6.838,6.48891666667,8.11283333334,17.0945,5.82391666667
410.42,7.17858333334,17.0235833333,16.3306666667,15.26375,6.8155,6.47883333334,8.0955,17.07175,5.81558333333
410.77,7.1445,16.9925,16.3089166667,15.2419166667,6.7955,6.47608333333,8.08116666667,17.0625,5.79216666667
411.13,7.12225,16.9874166666,16.2923333333,15.2090833333,6.75466666667,6.4645,8.0565,17.045,5.78166666667
411.49,7.06791666667,16.9551666667,16.2565,15.1836666667,6.70583333333,6.41666666666,8.00608333333,16.9864166667,5.72108333333
411.85,7.04608333333,16.9480833333,16.2480833333,15.1908333333,6.68966666666,6.379,7.98275,16.9750833333,5.69816666667
412.21,7.0615,16.9593333333,16.2798333333,15.2305,6.70733333333,6.40425,7.98475,16.9898333333,5.71725
412.57,7.09391666667,17.0080833333,16.3299166667,15.2835,6.74533333334,6.423,7.99458333333,17.0446666667,5.75566666667
412.92,7.07675,16.9831666666,16.3173333333,15.27875,6.72175,6.40566666667,7.96825,17.0238333333,5.746
413.28,7.094,17.0083333333,16.3314166667,15.3244166667,6.75166666667,6.41583333333,7.99441666667,17.0410833334,5.74408333333
413.64,7.11566666667,17.06725,16.3725,15.3615,6.7735,6.43183333333,8.00891666667,17.0690833333,5.74566666667
414.00,7.07591666666,17.0691666667,16.3938333333,15.3821666667,6.74725,6.41325,7.98916666666,17.0865833333,5.70733333333
414.36,7.06766666667,17.0749166667,16.406,15.3821666667,6.71716666667,6.39025,7.97008333334,17.0895833333,5.67358333333
414.72,7.13175,17.1594166666,16.4735,15.44975,6.779,6.43391666667,8.01783333333,17.147,5.72425
415.07,7.15341666667,17.1629166666,16.49325,15.4740833334,6.7945,6.44558333333,8.04533333333,17.1574166667,5.738
415.43,7.16141666666,17.1748333333,16.4981666667,15.484,6.817,6.46016666666,8.061,17.1615833333,5.76183333333
415.79,7.14675,17.1683333333,16.4920833333,15.48925,6.81683333334,6.45683333334,8.04308333333,17.1469166667,5.75658333333
416.15,7.09325,17.1363333333,16.4696666667,15.4360833333,6.78375,6.4285,8.03091666667,17.1126666667,5.70991666667
416.51,7.0895,17.1236666666,16.4849166667,15.4314166667,6.7715,6.42983333333,8.03191666667,17.1075,5.69458333333
416.86,7.10533333333,17.1374166667,16.49275,15.43525,6.76675,6.43775,8.04258333333,17.1426666667,5.7085
417.22,7.10541666667,17.11825,16.48675,15.42025,6.77525,6.44616666667,8.051,17.1373333333,5.72066666667
417.58,7.11858333333,17.1129166667,16.496,15.4205,6.76633333333,6.45108333334,8.06875,17.1460833333,5.72216666667
417.94,7.14841666666,17.1194166667,16.48525,15.4215833334,6.774,6.45733333333,8.08383333334,17.1475833333,5.73591666667
418.29,7.17125,17.1265,16.5008333333,15.4364166667,6.78991666667,6.47666666667,8.10708333333,17.1673333334,5.76208333333
418.65,7.175,17.1105,16.5034166667,15.4429166666,6.79508333333,6.47425,8.11216666667,17.18025,5.76908333333
419.01,7.18675,17.1250833333,16.5184166667,15.4529166667,6.80966666666,6.49741666667,8.11425,17.2010833333,5.76475
419.37,7.20133333333,17.13325,16.5188333333,15.4453333333,6.80533333333,6.50775,8.11725,17.2231666667,5.76683333333
419.73,7.21316666666,17.14025,16.51975,15.45675,6.81075,6.51458333334,8.12391666667,17.2468333333,5.77375
420.08,7.26033333333,17.1848333333,16.5605833333,15.4946666667,6.83758333334,6.54308333333,8.15191666667,17.3046666667,5.80216666667
420.44,7.27925,17.2028333334,16.57925,15.5261666667,6.86416666666,6.55708333334,8.178,17.3366666667,5.82466666667
420.80,7.26875,17.1904166667,16.5660833334,15.5273333333,6.85691666667,6.5315,8.16366666667,17.3304166667,5.80166666667
421.16,7.28541666667,17.2055833333,16.58975,15.54925,6.86725,6.53233333333,8.16166666667,17.3518333334,5.80783333333
421.51,7.27991666667,17.2080833334,16.5768333333,15.5528333333,6.8765,6.53183333333,8.15383333333,17.3470833333,5.79941666667
421.87,7.27358333333,17.2026666666,16.5790833333,15.5609166667,6.87433333333,6.53158333333,8.14775,17.3564166667,5.79416666667
422.23,7.25591666667,17.1971666667,16.5769166667,15.5444166667,6.869,6.516,8.12808333333,17.3484166666,5.77891666667
422.58,7.24433333333,17.204,16.5638333334,15.5416666667,6.859,6.50258333334,8.11191666667,17.3351666667,5.76608333333
422.94,7.26091666667,17.2229166667,16.569,15.5635,6.86641666667,6.506,8.12125,17.3445,5.78808333333
423.30,7.26933333334,17.2465,16.5996666667,15.58675,6.876,6.51291666667,8.12808333334,17.3641666667,5.79108333334
423.66,7.27508333334,17.2575833333,16.61475,15.5959166666,6.87891666667,6.51383333333,8.13133333334,17.3796666667,5.79591666667
424.01,7.26941666667,17.2381666667,16.6025,15.6011666667,6.87291666666,6.50341666667,8.11975,17.3666666667,5.79575
424.37,7.25425,17.23225,16.5945833333,15.6008333333,6.85825,6.4905,8.10141666667,17.3683333334,5.77725
424.73,7.26191666667,17.2563333333,16.6140833333,15.6121666667,6.85925,6.50141666666,8.11591666667,17.37625,5.78383333334
425.08,7.23716666667,17.2558333333,16.5960833333,15.598,6.84666666667,6.48658333334,8.09991666666,17.3598333333,5.75925
425.44,7.24966666667,17.268,16.6270833333,15.6200833333,6.84475,6.48925,8.09966666666,17.3845833334,5.757
425.80,7.25941666667,17.2944166667,16.6515833333,15.63775,6.85833333333,6.49958333333,8.10708333333,17.4004166667,5.76983333333
426.16,7.28491666666,17.3274166667,16.6706666667,15.6805,6.8755,6.51483333333,8.12091666666,17.4365833333,5.77025
426.51,7.315,17.3564166666,16.7114166667,15.7094166667,6.89583333333,6.536,8.1305,17.4765833333,5.78108333333
426.87,7.31133333333,17.3533333333,16.7245833333,15.7264166667,6.898,6.523,8.11916666667,17.4868333333,5.76208333334
427.23,7.3205,17.3605833333,16.7414166667,15.7471666667,6.91075,6.52675,8.12983333333,17.5075,5.76933333334
427.58,7.35016666667,17.39275,16.78325,15.7826666666,6.944,6.54708333334,8.15941666667,17.539,5.78466666667
427.94,7.35083333333,17.41625,16.8020833333,15.7944166666,6.94466666667,6.536,8.16458333333,17.546,5.77316666667
428.30,7.36775,17.44275,16.8073333334,15.7960833333,6.95583333333,6.54216666667,8.16775,17.546,5.78466666667
428.65,7.38025,17.4546666666,16.8175,15.8175833333,6.98483333333,6.54983333333,8.15858333333,17.569,5.79775
429.01,7.414,17.48975,16.8623333333,15.8663333333,7.00308333333,6.5685,8.18225,17.6175833333,5.82125
429.37,7.40091666667,17.4989166667,16.859,15.866,7.00541666666,6.563,8.18516666666,17.6138333333,5.83283333333
429.72,7.39958333333,17.5058333334,16.8515,15.885,7.00816666667,6.56008333334,8.18375,17.6048333333,5.83958333333
430.08,7.38233333333,17.5173333333,16.8625,15.8906666667,6.99666666667,6.546,8.17433333333,17.608,5.8365
430.44,7.354,17.4909166667,16.8265833333,15.872,6.96675,6.52291666667,8.16858333333,17.58175,5.82041666667
430.79,7.32825,17.4838333333,16.8045833333,15.8436666667,6.9385,6.51,8.14866666667,17.5770833333,5.81166666667
431.15,7.31633333333,17.47875,16.8045,15.8605,6.92583333333,6.49291666666,8.12916666667,17.56975,5.78533333334
431.50,7.2795,17.46775,16.79325,15.85925,6.89125,6.46033333333,8.09841666666,17.5576666667,5.75458333333
431.86,7.29533333333,17.4684166667,16.80925,15.8701666667,6.90908333333,6.47883333333,8.099,17.5766666666,5.764
432.22,7.31208333333,17.483,16.838,15.891,6.93291666667,6.47766666667,8.10783333333,17.61375,5.77266666666
432.57,7.31191666667,17.4896666667,16.8506666667,15.8968333333,6.93341666667,6.48683333333,8.10025,17.6205,5.76716666667
432.93,7.27733333334,17.4678333334,16.8259166667,15.8705833333,6.89666666667,6.45258333333,8.06033333333,17.596,5.734
433.29,7.27391666667,17.4608333334,16.8166666667,15.8553333333,6.89083333333,6.436,8.04291666667,17.5904166667,5.71458333333
433.64,7.26433333333,17.4564166667,16.8236666667,15.8183333333,6.86783333333,6.40925,8.029,17.5919166667,5.68041666666
434.00,7.25116666667,17.4405833333,16.8051666667,15.8063333334,6.87166666666,6.40025,8.01591666667,17.56725,5.66975
434.35,7.26291666667,17.477,16.84575,15.842,6.8825,6.40458333334,8.01866666667,17.5821666667,5.66966666666
434.71,7.28941666667,17.5081666667,16.8713333333,15.8689166666,6.904,6.40983333333,8.03358333334,17.5984166667,5.67233333334
435.07,7.31691666667,17.53975,16.8949166667,15.8841666667,6.92791666667,6.42583333333,8.05258333333,17.6285833333,5.69316666667
435.42,7.32991666666,17.5435,16.8933333333,15.8948333333,6.94858333333,6.43525,8.04933333333,17.6448333333,5.69116666666
435.78,7.31983333333,17.56275,16.9051666667,15.9058333333,6.95133333333,6.42125,8.05416666667,17.65825,5.6845
436.13,7.33441666667,17.58075,16.9205,15.9193333333,6.95258333334,6.43433333333,8.06116666667,17.66125,5.6915
436.49,7.3235,17.5820833333,16.9355,15.9229166666,6.93175,6.40508333333,8.06758333333,17.67325,5.67175
436.84,7.37416666667,17.6193333333,16.9764166666,15.9684166667,6.9785,6.44866666666,8.12491666667,17.7326666666,5.717
437.20,7.40266666667,17.6550833333,17.0213333333,16.00675,7.01066666667,6.46908333333,8.15208333333,17.7804166666,5.74991666667
437.56,7.43258333333,17.6763333333,17.0425,16.0634166667,7.05141666667,6.49516666667,8.19041666667,17.8179166666,5.78791666667
437.91,7.48075,17.721,17.0823333333,16.1139166667,7.08383333333,6.53316666667,8.23541666666,17.8635,5.83458333333
438.27,7.5015,17.75,17.107,16.1488333333,7.10833333333,6.56675,8.26516666667,17.91025,5.85991666667
438.62,7.51775,17.7746666667,17.1225833334,16.181,7.12975,6.58266666667,8.28241666667,17.9315833333,5.869
438.98,7.48233333333,17.7641666667,17.0945,16.1624166667,7.09475,6.55908333333,8.25083333333,17.9068333333,5.84233333333
439.33,7.48966666667,17.7931666667,17.1248333333,16.18025,7.11216666667,6.56991666667,8.27175,17.92175,5.86
439.69,7.489,17.80375,17.1320833333,16.1905833333,7.10466666666,6.56691666667,8.25416666667,17.9179166667,5.86
440.04,7.45458333334,17.7746666666,17.1070833333,16.17225,7.07758333333,6.54,8.2265,17.9041666667,5.8265
440.40,7.468,17.7825833333,17.1084166667,16.1901666667,7.105,6.55933333333,8.23591666667,17.90925,5.84975
440.75,7.46425,17.797,17.1293333333,16.1995833333,7.10866666667,6.55866666667,8.2235,17.9060833333,5.84691666666
441.11,7.44608333333,17.7840833333,17.11125,16.189,7.0905,6.54975,8.20133333333,17.8830833334,5.81825
441.47,7.43866666667,17.782,17.105,16.1831666667,7.074,6.53916666667,8.18216666666,17.8675833333,5.80283333333
441.82,7.42625,17.7796666667,17.10975,16.1830833333,7.05975,6.52425,8.16416666667,17.877,5.78291666667
442.18,7.43191666666,17.78375,17.1109166667,16.1835,7.06275,6.50766666667,8.16216666667,17.8759166667,5.77908333333
