wavelength,Back_ThlOrnf,Belly_ThlOrnf,Breast_ThlOrnf,Crissum_ThlOrnf,Crown_ThlOrnf,DorTail_ThlOrnf,Rump_ThlOrnf,Throat_ThlOrnf,WingTip_ThlOrnf
565.01,12.9662666667,55.7542666667,30.2509333333,28.4304666667,15.7138,14.7703333333,14.2344,35.6083333334,13.6703333333
565.35,12.9936,55.7995333333,30.3682666667,28.5162,15.7894,14.826,14.2929333334,35.7062666667,13.7108666667
565.69,12.9760666667,55.7604,30.3874,28.5328666667,15.8184,14.8091333333,14.2836,35.7008,13.6926666667
566.03,13.0111333333,55.8024,30.4764666667,28.6100666667,15.9068666667,14.8385333333,14.3274666667,35.7849333333,13.7322666667
566.37,13.0232666667,55.8090666667,30.552,28.6571333333,15.9372666667,14.8533333333,14.3389333333,35.8218,13.7447333333
566.71,13.0872,55.8334666667,30.6172666667,28.7531333333,16.0076666667,14.8920666667,14.3664,35.8870666667,13.769
567.05,13.0534666667,55.7959333333,30.6242666667,28.7669333333,16.0123333333,14.8599333334,14.3418,35.8920666667,13.7565333333
567.39,13.0466666667,55.7405333333,30.6444666667,28.7653333333,16.0406,14.8274666667,14.3328,35.8946,13.7420666667
567.73,13.0690666667,55.7997333333,30.7247333333,28.841,16.1064666667,14.8628,14.3222666667,35.9691333333,13.762
568.07,13.0872666667,55.8834,30.8252,28.9648666667,16.1676,14.8804666667,14.3361333333,36.0632,13.7726
568.41,13.1052,55.8958666667,30.892,29.0209333333,16.2262,14.8952,14.3653333333,36.145,13.768
568.75,13.1456,55.9716666667,31.0286666667,29.1463333333,16.3192666667,14.9532666667,14.4077333333,36.2651333333,13.8315333333
569.09,13.1635333333,56.0014,31.0826666667,29.2388,16.3649333334,14.9604666667,14.3998666667,36.337,13.8376666666
569.43,13.185,55.9952666667,31.1515333333,29.3201333334,16.4092666667,14.9753333333,14.4062666667,36.4077333333,13.8459333333
569.77,13.1376666667,56.0006666667,31.1662666667,29.3450666667,16.3906666666,14.9437333333,14.372,36.4326666667,13.8189333333
570.11,13.0985333333,55.9212666666,31.1547333333,29.3557333333,16.3979333333,14.9194,14.3307333333,36.418,13.7822666667
570.45,13.0766666667,55.9652666667,31.2279333333,29.4218666667,16.4304666667,14.9156,14.325,36.4767333333,13.7848666667
570.79,13.0787333334,55.9201333333,31.2754,29.4520666667,16.4697333333,14.9242,14.3460666667,36.5060666667,13.7942666667
571.13,13.034,55.9142666667,31.2977333333,29.4757333333,16.4674666667,14.9059333333,14.3051333333,36.5381333333,13.7582
571.47,13.0149333334,55.8605333333,31.3287333333,29.4768666667,16.4741333333,14.8992666667,14.2958,36.5340666667,13.73
571.81,13.0118,55.8812666667,31.3915333333,29.4876666667,16.4907333333,14.8764,14.2898666667,36.6022666667,13.7229333333
572.15,13.0330666667,55.8739333333,31.4578,29.5791333333,16.5415333333,14.8696,14.3008,36.6366,13.7578666667
572.49,13.0316666667,55.8684666667,31.494,29.6256,16.5745333333,14.8514666666,14.297,36.6495333333,13.7469333333
572.83,13.0560666667,55.9168666667,31.5709333334,29.6877333333,16.6254,14.8738666667,14.3281333333,36.7178666667,13.7692666666
573.17,13.0572,55.8897333333,31.6055333333,29.7086,16.6602,14.8772666667,14.3349333334,36.7462,13.7771333333
573.51,13.0781333333,55.8385333333,31.6511333333,29.7600666666,16.695,14.8894,14.3458666667,36.7662666667,13.7814666667
573.85,13.0868,55.8588,31.7106666667,29.8235333333,16.7418666667,14.8890666667,14.3578,36.8464,13.7939333333
574.19,13.1187333333,55.8555333333,31.7791333333,29.8665333333,16.7956,14.9265333333,14.3846666667,36.9206666667,13.8290666667
574.53,13.1545333333,55.9309333333,31.8933333333,29.9659333333,16.8535333333,14.9635333333,14.4035333333,37.0148,13.8442
574.87,13.2274666667,55.9567333333,32.0004,30.084,16.9304666666,15.0149333333,14.4522,37.0877333334,13.9139333333
575.21,13.2611333333,55.9758,32.0718666667,30.1680666667,16.9888666667,15.0140666667,14.4876,37.1636666667,13.9603333333
575.55,13.2358666667,55.9445333333,32.0794,30.1918666667,17.0073333333,15.0041333333,14.4803333333,37.1572666667,13.9344
575.89,13.2458666667,55.923,32.1448666667,30.2293333333,17.0582666667,15.0334,14.4875333333,37.1956,13.9525333333
576.22,13.2394,55.9452,32.221,30.2706,17.095,15.068,14.4868,37.2397333333,13.9639333333
576.56,13.2444666667,55.9496,32.2954,30.3273333333,17.156,15.0962666667,14.4973333333,37.2606,13.9746
576.90,13.2406666667,55.9552666667,32.3442666667,30.3907333333,17.1812,15.1092,14.4782,37.3069333333,13.9633333333
577.24,13.2613333333,55.9924,32.4154,30.4520666667,17.2456,15.1264666667,14.506,37.381,13.9992
577.58,13.2800666667,56.0452,32.4811333333,30.5041333333,17.2845333333,15.1458,14.5202,37.4278,14.0188666667
577.92,13.2467333333,56.0090666667,32.4942,30.5544,17.3092,15.1084,14.5052,37.4284,14.0036
578.26,13.2583333333,56.0608666667,32.5321333333,30.6426666667,17.3815333334,15.1211333333,14.5146666667,37.4990666667,14.0288666667
578.60,13.2526666667,56.1484666666,32.6051333333,30.6914666667,17.4367333333,15.1208,14.5228,37.5761333333,14.0218
578.94,13.2415333333,56.1031333333,32.6275333333,30.7114666667,17.474,15.1426666667,14.5222666667,37.5713333333,14.0386
579.28,13.2876666667,56.0960666667,32.6876,30.8086,17.5544666667,15.1977333333,14.5590666667,37.6559333333,14.0822666667
579.61,13.2684,56.0670666667,32.7105333333,30.8202,17.5490666667,15.1570666666,14.5132,37.6514666667,14.0727333333
579.95,13.3056666666,56.0659333333,32.7719333333,30.8964666667,17.6319333333,15.181,14.5214666667,37.7289333333,14.0784
580.29,13.2848666667,56.0394,32.7986,30.9009333333,17.6320666667,15.1781333333,14.5144,37.7981333333,14.0952666667
580.63,13.3128,56.1345333333,32.9234666667,31.0037333333,17.7111333333,15.1945333333,14.5556666667,37.8934666667,14.1262666667
580.97,13.3172666667,56.1791333333,33.0064,31.0784666667,17.7488,15.2095333333,14.5396,37.9298666667,14.1018
581.31,13.3503333333,56.3275333333,33.1779333333,31.2471333333,17.8782,15.3034,14.6104666667,38.0776666667,14.1748666667
581.65,13.3907333333,56.3475333333,33.2722666667,31.3341333333,17.9550666667,15.3408,14.6498666667,38.1888666667,14.1960666667
581.98,13.4140666667,56.2935333333,33.3062,31.3736666667,17.9840666667,15.3441333334,14.6642666667,38.1877333333,14.2037333333
582.32,13.4178,56.2532666667,33.3454666666,31.4124666667,18.0106666667,15.3222666667,14.6830666667,38.1986,14.1932666667
582.66,13.3629333333,56.3136,33.4182666667,31.472,18.0356666667,15.2716,14.6294666667,38.2498666667,14.1240666667
583.00,13.3917333333,56.263,33.4645333333,31.4873333333,18.0833333333,15.2737333333,14.638,38.2462666667,14.1363333333
583.34,13.3868,56.2998,33.5145333333,31.5365333333,18.1544,15.2939333333,14.6662666667,38.3310666667,14.1153333333
583.68,13.3732666667,56.3924666667,33.5681333333,31.5923333333,18.1493333334,15.2631333333,14.6661333333,38.3959333334,14.1071333333
584.01,13.3577333333,56.3253333333,33.5718666667,31.6311333333,18.1482666667,15.2118666667,14.6041333334,38.3411333333,14.0857333333
584.35,13.3752666667,56.3258666667,33.6037333333,31.6562,18.2114666667,15.2445333333,14.6152666666,38.3878666667,14.1101333333
584.69,13.4187333333,56.3400666666,33.6748,31.7243333333,18.2863333333,15.2844666667,14.6467333333,38.4822666667,14.1484666667
585.03,13.4377333334,56.3114,33.6987333333,31.7661333333,18.314,15.248,14.6365333333,38.5304666667,14.1267333333
585.37,13.4444666667,56.3212666667,33.7290666667,31.7769333333,18.3381333333,15.2523333334,14.6187333333,38.5132,14.1146666667
585.70,13.4309333333,56.3714666666,33.8153333334,31.8266,18.3809333333,15.2418666667,14.6142666667,38.5528666667,14.1161333333
586.04,13.4388,56.3438666667,33.8775333333,31.8599333333,18.4362,15.3026666666,14.6153333333,38.5962666667,14.1551333333
586.38,13.5542,56.3481333333,33.983,31.9711333333,18.5325333333,15.4013333333,14.691,38.7087333333,14.2612
586.72,13.6207333333,56.4624,34.1086,32.1178666667,18.647,15.4716,14.7758,38.8380666667,14.3322666667
587.06,13.6048,56.5013333333,34.1758666667,32.1712666667,18.6442666667,15.4864,14.7508666667,38.8668,14.3198666667
587.39,13.6076,56.4328,34.217,32.2179333333,18.6923333333,15.4988,14.7722666667,38.8888,14.3748666667
587.73,13.6797333333,56.5736666667,34.3706666667,32.3474,18.7936,15.582,14.8476,39.0204666667,14.4200666667
588.07,13.6478666667,56.5164666667,34.4175333333,32.3739333333,18.7764,15.5503333334,14.8031333333,39.0360666667,14.3636666667
588.41,13.6004,56.5244,34.4818666667,32.3984,18.7962666667,15.5212,14.7964,39.0637333333,14.3512
588.74,13.5554,56.4890666667,34.5076666667,32.3966666667,18.8016666667,15.5101333333,14.7734,39.0548,14.3212
589.08,13.5628,56.5353333333,34.6194666667,32.4983333333,18.8426,15.5420666667,14.7957333333,39.1422666667,14.3729333333
589.42,13.566,56.5969333333,34.7211333333,32.5621333333,18.9304,15.6022,14.8119333334,39.2623333333,14.4174666667
589.76,13.5732,56.6965333333,34.8076666667,32.6657333333,18.9867333333,15.6113333333,14.8351333333,39.3592,14.4334
590.09,13.5348666667,56.7659333333,34.8628666667,32.7128666667,19.0172,15.6056,14.8244,39.4004,14.382
590.43,13.4166666667,56.7092,34.8446666667,32.6754666667,18.9351333333,15.5118,14.6962,39.3656,14.2679333334
590.77,13.4399333333,56.6454666667,34.8684666667,32.7062666667,18.9840666667,15.5239333333,14.7285333333,39.3967333333,14.3159333333
591.11,13.4293333333,56.6303333333,34.8716666667,32.7036666667,19.0148,15.521,14.6856666667,39.3857333333,14.2684
591.44,13.4408,56.612,34.9246,32.7380666667,19.1050666667,15.5352,14.7366666667,39.4630666667,14.3003333333
591.78,13.4904,56.7052,35.0229333333,32.8326666667,19.1977333333,15.605,14.8209333333,39.5216,14.4117333333
592.12,13.5404,56.6842666667,35.0669333333,32.8883333333,19.2458666667,15.6037333333,14.8208,39.5604,14.4224666667
592.46,13.5768666667,56.667,35.1128666667,32.9168,19.2884,15.6129333333,14.8217333333,39.5853333333,14.4425333333
592.79,13.5686,56.6731333333,35.1396666667,32.9472666667,19.3284666667,15.6415333334,14.8336666667,39.6352666667,14.4308666667
593.13,13.5791333333,56.6437333333,35.1468666667,32.9776666667,19.3211333333,15.6342,14.8367333333,39.6129333333,14.4064
593.47,13.5823333333,56.6212666667,35.1878,33.0194666667,19.3532666667,15.6143333333,14.8192,39.6352666667,14.3914
593.80,13.5932666667,56.6033333333,35.2028666667,33.0605333333,19.3810666667,15.6028,14.8172666667,39.6869333333,14.4287333333
594.14,13.6218666666,56.5884,35.2660666667,33.1215333333,19.4671333333,15.6264,14.8545333333,39.7228,14.4718
594.48,13.6981333333,56.7304,35.3974666667,33.2992,19.5860666667,15.6918,14.8943333333,39.8532,14.5286
594.81,13.7278,56.772,35.4895333333,33.3908,19.6446666667,15.7571333333,14.9401333333,39.9246666667,14.5826666667
595.15,13.6208,56.6582666667,35.4166666667,33.3434666667,19.5770666667,15.6570666667,14.8172,39.8666666667,14.481
595.49,13.5956,56.6450666667,35.4101333333,33.3781333333,19.61,15.6214666667,14.7917333333,39.8998666667,14.4486
595.82,13.5584666667,56.6294,35.4208666667,33.3942666667,19.6224666667,15.6199333333,14.7741333333,39.8989333333,14.4537333333
596.16,13.6104666667,56.6845333333,35.5064,33.4982,19.6971333333,15.6744666667,14.8042666667,39.9877333334,14.4946666666
596.50,13.6222,56.6869333333,35.5810666667,33.5362666667,19.7628666667,15.6512,14.8066,40.0192666667,14.5026666667
596.83,13.6692666667,56.7166666667,35.6677333333,33.6185333333,19.8593333333,15.7106,14.8511333333,40.1066666667,14.5581333333
597.17,13.7224666667,56.7925333333,35.7513333334,33.7006,19.9424,15.7972666666,14.917,40.203,14.6255333333
597.51,13.7154666667,56.7968666667,35.8247333333,33.734,19.9833333333,15.8148666667,14.9397333333,40.2222666667,14.6353333333
597.84,13.6987333333,56.8301333333,35.8440666667,33.7737333333,19.9774,15.8334666667,14.9267333333,40.2647333333,14.6356
598.18,13.6882666667,56.8138,35.8574666667,33.7582,19.9780666667,15.8114666667,14.9374666667,40.2825333333,14.6086666667
598.52,13.7086,56.8126666667,35.9278,33.8279333333,20.0512666667,15.8072,14.9682,40.3488666667,14.6173333333
598.85,13.7491333333,56.8686666667,36.0008666666,33.8932,20.1051333333,15.8784666667,15.0115333333,40.3903333333,14.6708666667
599.19,13.7520666667,56.9038,36.0968,33.9526666667,20.1761333333,15.9008666667,15.0221333333,40.4504,14.6663333333
599.53,13.772,56.901,36.1575333333,34.0076666667,20.2684,15.9472666667,15.0725333333,40.4874666667,14.7058
599.86,13.7605333333,56.9062666667,36.2021333333,34.0763333333,20.3098666667,15.9378666667,15.0905333333,40.5257333333,14.7287333333
600.20,13.7862666667,56.9221333333,36.2307333333,34.1327333333,20.3695333333,15.9656,15.0971333333,40.5742,14.7461333334
600.53,13.7374666667,56.8398666667,36.2012,34.1212666667,20.3488,15.9072,15.0465333333,40.5263333333,14.7202666667
600.87,13.7162,56.7328666667,36.1717333333,34.094,20.3383333333,15.8600666667,14.9926,40.4675333333,14.6847333333
601.21,13.7868,56.7776666667,36.2455333333,34.1966,20.4314666667,15.9193333333,15.0408,40.543,14.7307333333
601.54,13.8798,56.8255333333,36.3904666667,34.3517333333,20.5858666667,15.9844666667,15.1420666667,40.6462,14.8203333333
601.88,13.8714,56.8755333334,36.4795333333,34.4336,20.6598666667,16.0258666667,15.1612666667,40.6912666667,14.8452
602.21,13.8074666667,56.8544666667,36.4641333333,34.4090666667,20.617,15.9884666667,15.1200666667,40.6155333333,14.8059333333
602.55,13.8832666667,56.9154666667,36.5989333333,34.5206666667,20.7296666667,16.0597333334,15.1959333333,40.6984,14.8641333333
602.88,13.8867333333,56.9046,36.6326,34.5618,20.7452,16.1026,15.2064,40.7166666666,14.8776
603.22,13.9337333333,57.0042666667,36.7251333333,34.6489333333,20.8028666667,16.1507333333,15.2603333333,40.8343333333,14.9224666667
603.56,13.9400666667,56.9596666667,36.7665333333,34.6560666667,20.839,16.1732666667,15.2740666667,40.8314666667,14.9297333333
603.89,13.9373333333,57.0033333333,36.81,34.7017333333,20.8388,16.1572666667,15.2446,40.8592,14.9372666667
604.23,13.9463333333,57.0866,36.8728666667,34.7574666667,20.8666666667,16.1644666667,15.2444666667,40.9194666667,14.945
604.56,13.9378666667,57.1332666667,36.9377333333,34.8519333333,20.9188666667,16.1739333333,15.2671333333,40.9898,14.9563333333
604.90,13.9035333333,57.1214666667,36.9421333333,34.8651333333,20.9154,16.1185333333,15.211,40.982,14.915
605.23,13.8390666667,57.0644666667,36.9102666667,34.7896,20.8688666667,16.0410666667,15.1113333333,40.9240666667,14.8374666667
605.57,13.8329333333,57.0608,36.9587333333,34.822,20.8952666667,16.0244666667,15.1006666667,40.9812,14.8143333333
605.90,13.8752666667,57.091,37.0235333333,34.9091333333,20.9805333333,16.0804,15.1380666667,41.0726,14.863
606.24,13.8998666667,57.1028,37.0952,34.9836666667,21.0260666667,16.0918,15.1573333333,41.1131333333,14.898
606.58,13.9700666667,57.1605333334,37.1608,35.0769333333,21.1207333333,16.1344666667,15.2138,41.1888,14.9654666667
606.91,13.9790666667,57.1455333333,37.1936,35.1196666667,21.1570666667,16.146,15.2017333333,41.1947333333,14.9846
607.25,14.0156666667,57.1919333333,37.2689333333,35.2242666667,21.2175333334,16.1868,15.2225333333,41.2777333333,15.0156666667
607.58,14.0188666667,57.1027333333,37.2676666667,35.2582666667,21.2710666667,16.222,15.2670666667,41.301,15.0136
607.92,14.0495333333,57.0885333333,37.3144,35.3087333334,21.3278,16.2578666667,15.2900666667,41.3622,15.0339333333
608.25,14.0524,57.0645333333,37.344,35.3148,21.3696,16.2492,15.2714,41.4069333333,15.0247333334
608.59,14.0625333334,57.0276,37.3866,35.3406,21.4156,16.3009333333,15.291,41.45,15.0474666667
608.92,14.0810666667,57.0508,37.4542666667,35.4366666667,21.4717333333,16.3693333333,15.3408666667,41.5462,15.0781333333
609.26,14.0278,56.9162666667,37.3703333333,35.3776666667,21.4336666667,16.3433333333,15.2742,41.4536,15.0350666667
609.59,14.0309333333,56.9012666667,37.3822666667,35.3976666667,21.4667333333,16.3452666667,15.2546666667,41.4848,15.0147333333
609.93,14.0072,56.8668,37.3442666667,35.3812666667,21.5061333333,16.3375333333,15.2208666667,41.5122666667,14.9874666667
610.26,13.9146,56.7338,37.3142666666,35.3123333333,21.455,16.2585333333,15.1360666667,41.4750666667,14.9072666667
610.60,13.8921333333,56.7108666667,37.3461333334,35.3264,21.4669333333,16.2499333334,15.0824666667,41.4896,14.8454
610.93,13.8462666667,56.7161333333,37.3367333334,35.3093333333,21.4749333334,16.184,15.0468,41.5014666667,14.7962
611.27,13.8588666667,56.7279333333,37.4082666667,35.3598,21.5226,16.2122666667,15.0573333333,41.5388,14.8444666667
611.60,13.8680666667,56.6495333333,37.4300666667,35.3606666667,21.5635333333,16.2092,15.0634666667,41.5300666666,14.8309333333
611.93,13.8892,56.5991333333,37.4553333333,35.3822666667,21.5796666667,16.2326,15.0847333333,41.5084,14.8780666667
612.27,13.9312666667,56.6222,37.5160666667,35.4511333333,21.6324,16.2557333334,15.1161333333,41.5444,14.8973333333
612.60,13.9488666667,56.5552666667,37.5218666667,35.4509333333,21.6927333333,16.2780666667,15.1341333333,41.5212,14.9200666667
612.94,14.0088,56.6477333333,37.6402,35.5462,21.7771333333,16.3163333333,15.1710666667,41.6209333333,14.976
613.27,14.0816,56.7446666667,37.7882,35.6554666667,21.8852666667,16.3695333333,15.2514666667,41.759,15.0286666667
613.61,14.1155333333,56.7328666667,37.8824,35.7347333334,21.9327333333,16.3676666667,15.2776666667,41.8134,15.052
613.94,14.2292666667,56.8747333333,38.0453333333,35.9330666667,22.0901333334,16.514,15.4124,41.9757333333,15.1821333333
614.28,14.2581333333,56.8146,38.0660666667,35.9812666667,22.126,16.4690666667,15.4265333333,41.9835333334,15.2022666667
614.61,14.2724666667,56.8176666666,38.12,36.0317333333,22.198,16.5751333334,15.4656666667,42.0512,15.2369333333
614.94,14.2459333333,56.9572,38.2107333333,36.11,22.2436666667,16.5561333333,15.4602666667,42.1373333333,15.2007333333
615.28,14.2181333333,57.1192,38.3348,36.2102666667,22.3094666667,16.5969333333,15.4746666667,42.2246666667,15.2360666667
615.61,14.2058666667,57.2554,38.4233333333,36.261,22.3757333333,16.6121333333,15.4874,42.2993333333,15.203
615.95,14.1676,57.258,38.4312666667,36.2731333333,22.3966666667,16.5916666667,15.4738,42.3186666667,15.2038
616.28,14.1745333333,57.3100666667,38.5178666667,36.3731333333,22.4391333333,16.5893333333,15.4926666667,42.4016,15.2476666667
616.61,14.2829333333,57.4596,38.6691333333,36.5416666667,22.5986666667,16.6924666667,15.6146666667,42.5444,15.3588666667
616.95,14.3114666667,57.4938666667,38.7336666667,36.5906666667,22.6398,16.7075333333,15.6032,42.5673333333,15.3867333333
617.28,14.3284666667,57.5768,38.8102666667,36.6752,22.7074666667,16.7476,15.6505333333,42.6018666667,15.4128
617.62,14.2886666667,57.5920666667,38.7902666667,36.6600666667,22.6910666667,16.6942666666,15.5874666667,42.6328,15.3763333333
617.95,14.2860666667,57.6664666667,38.8780666667,36.7335333333,22.7542666667,16.7407333333,15.6248666667,42.7088666666,15.3806666667
618.28,14.2726,57.5990666666,38.8799333333,36.7502,22.7575333333,16.6656,15.5761333333,42.646,15.353
618.62,14.3442,57.5854666667,38.9037333333,36.8022666667,22.8071333333,16.7361333333,15.5939333333,42.6412666666,15.4089333333
618.95,14.3596666667,57.5401333333,38.9455333333,36.8967333333,22.8546,16.7406666667,15.6112666667,42.6892,15.4274
619.28,14.4268,57.5270666667,39.0537333333,36.9952666667,22.9553333333,16.807,15.6533333333,42.7693333333,15.5319333333
619.62,14.4604,57.5697333333,39.1590666667,37.0499333333,23.0573333333,16.8683333333,15.7086666666,42.8334,15.5650666667
619.95,14.4921333333,57.7168,39.2842666667,37.1089333334,23.1337333333,16.8879333333,15.6946666667,42.917,15.5707333333
620.28,14.4674,57.649,39.2706,37.0869333333,23.1287333334,16.8585333333,15.6740666667,42.8821333333,15.5441333333
620.62,14.4096,57.6126,39.2693333333,37.1199333333,23.1459333334,16.8462,15.6898,42.8600666667,15.527
620.95,14.4113333333,57.6608,39.3110666667,37.1842,23.1640666667,16.8728,15.6592666667,42.8959333334,15.5334666666
621.28,14.4606666667,57.6918,39.3804,37.2463333333,23.2125333333,16.8936,15.6862,42.8797333334,15.5214666667
621.62,14.4452,57.6556666667,39.4076666667,37.2741333333,23.2792666667,16.918,15.6694666667,42.8655333333,15.5450666667
621.95,14.4889333333,57.7174,39.5146666667,37.3263333333,23.3348,16.9919333333,15.7176666667,42.9446666667,15.6148666667
622.28,14.4633333333,57.7512,39.6002,37.3774,23.3846666667,16.9492666667,15.7376,43.0189333333,15.5954
622.62,14.435,57.7777333333,39.6118666667,37.3648666667,23.4028,16.9288666667,15.7496666667,42.9949333333,15.5567333333
622.95,14.3237333334,57.6660666667,39.5125333333,37.2985333333,23.3276,16.8169333333,15.6638,42.8677333333,15.4216666667
623.28,14.3430666667,57.6964,39.587,37.3867333333,23.3638,16.8526,15.703,42.9292,15.4908666667
623.62,14.3750666667,57.6846666667,39.6310666666,37.5036666667,23.4376666666,16.8786,15.7454666667,42.9793333333,15.5163333333
623.95,14.3221333333,57.7137333333,39.6967333333,37.5376,23.4892,16.8287333333,15.7124666667,43.0254666667,15.515
624.28,14.3028,57.7222666666,39.7662,37.58,23.5077333333,16.7974666667,15.6757333333,43.0619333333,15.4917333333
624.62,14.2423333333,57.6612,39.7700666667,37.5848666667,23.5026,16.7732666667,15.6765333333,43.0826666666,15.4360666667
624.95,14.2208,57.564,39.7907333333,37.6007333333,23.5476666667,16.7502,15.6648666667,43.0764,15.4646
625.28,14.1171333333,57.4972,39.7244,37.5767333333,23.4333333333,16.6305333333,15.5683333333,43.0444,15.3664
625.61,14.0829333333,57.4554666666,39.7322,37.6130666667,23.4318666667,16.5716,15.523,43.0369333333,15.3217333333
625.95,14.0927333333,57.3318,39.6919333333,37.5910666667,23.4727333333,16.6140666667,15.5304666667,42.9739333333,15.3559333333
626.28,14.1012666667,57.2174,39.6543333333,37.574,23.4721333333,16.5851333333,15.491,42.9477333334,15.3406
626.61,14.1515333333,57.3229333334,39.7434,37.6610666667,23.553,16.6656666667,15.5294,43.0524666667,15.402
626.94,14.0444,57.2294,39.6548666667,37.5756666667,23.4872666667,16.5259333333,15.4100666667,42.9434666667,15.2792666666
627.28,13.9747333333,57.1749333333,39.6218,37.5128,23.4364666667,16.5016,15.3526666667,42.8778666667,15.2013333333
627.61,13.9771333333,57.1304,39.6026666667,37.5427333334,23.4145333333,16.4952666667,15.3348666667,42.8547333334,15.18
627.94,13.9878,57.107,39.5874,37.5464,23.4544666667,16.5068666667,15.3348,42.8684,15.1946666667
628.27,14.0172666667,57.0944666667,39.6054,37.5758,23.5129333333,16.5194666667,15.3242666667,42.8782666667,15.2531333333
628.61,13.9668,57.0675333333,39.5714,37.5726666667,23.4944,16.4950666667,15.2940666667,42.8605333333,15.193
628.94,14.0824,57.2286666667,39.7408,37.7237333333,23.6810666667,16.6326666666,15.4126,43.0031333333,15.3034666667
629.27,14.1244666667,57.3418666667,39.8352666667,37.8337333333,23.7916,16.6970666667,15.4599333333,43.0705333333,15.3463333333
629.60,14.086,57.3393333334,39.8233333333,37.8492666667,23.7616,16.6192,15.4104,43.0805333333,15.2873333333
629.94,14.0866666667,57.3829333333,39.8730666667,37.9234,23.8064666667,16.6332,15.4213333333,43.1342,15.2752
630.27,14.1267333333,57.3352,39.9277333333,38.0013333333,23.8914,16.6506666667,15.4715333333,43.1434666667,15.3163333333
630.60,14.225,57.5051333333,40.1078666667,38.2288,24.0447333333,16.7968666667,15.556,43.33,15.4314666667
630.93,14.3102666667,57.6151333333,40.1911333333,38.3304666667,24.1589333334,16.8556,15.6242666667,43.4837333333,15.5219333333
631.26,14.3010666667,57.6019333333,40.226,38.3818666667,24.2093333333,16.897,15.6032,43.5186666667,15.4935333333
631.60,14.3877333333,57.6495333333,40.3478,38.4764666667,24.3107333333,16.9760666667,15.6516666667,43.6090666667,15.5555333333
631.93,14.4264,57.763,40.4934,38.5628,24.3932,17.0132,15.6908,43.7308666667,15.566
632.26,14.481,57.8422666667,40.6181333333,38.6317333333,24.4888,17.0529333333,15.7365333333,43.8020666666,15.6166666667
632.59,14.5470666667,57.7868,40.6522666667,38.6575333333,24.5468666667,17.0760666667,15.7707333333,43.7940666667,15.6868
632.92,14.5979333333,57.789,40.6837333333,38.7279333333,24.616,17.135,15.8365333333,43.905,15.7336
633.26,14.6471333333,57.9022666667,40.8221333333,38.8366666667,24.6887333333,17.171,15.8717333333,44.0322666667,15.7816666667
633.59,14.6326666667,57.9068666667,40.8556,38.8591333334,24.7272,17.1922666667,15.8675333333,44.0392,15.8162666667
633.92,14.6179333333,57.9542,40.8745333333,38.8713333333,24.6986,17.1573333333,15.8244666667,44.0754,15.8028
634.25,14.5824666666,57.8654666667,40.7998,38.8185333333,24.6893333333,17.1392,15.8025333333,43.9962,15.7191333333
634.58,14.5544,57.8727333334,40.8592,38.9031333333,24.7518666667,17.1383333333,15.8219333333,44.0130666667,15.7495333333
634.91,14.6602,58.0013333333,41.0296666667,39.0452666667,24.8991333333,17.2176666667,15.9594666667,44.1266,15.8748
635.25,14.5881333333,57.9632666667,40.9719333333,39.0499333333,24.8588666667,17.1734,15.9114,44.0780666667,15.8439333333
635.58,14.5562,57.9727333333,41.0218,39.0778666667,24.8705333333,17.1586,15.8825333333,44.0844,15.8242666667
635.91,14.5898666667,58.0370666667,41.064,39.1745333333,24.8882,17.1738,15.8976,44.1513333333,15.8859333333
636.24,14.5288,58.0026666666,41.0158,39.1414666667,24.8256,17.1365333334,15.8428,44.1245333333,15.8058666667
636.57,14.5697333333,57.9903333333,41.1052666667,39.2138666667,24.8912666667,17.1678,15.8758,44.1399333334,15.8396
636.90,14.6109333333,58.0207333333,41.1708,39.2618666667,25.0294,17.2671333333,15.9518666667,44.1701333333,15.9368666666
637.23,14.6651333334,58.0850666667,41.2381333333,39.3244,25.1013333333,17.3204,16.0017333333,44.2221333333,15.9958666667
637.56,14.6848,58.1588,41.3756,39.4651333333,25.2280666667,17.4408666667,16.0648,44.3712666667,16.0440666666
637.90,14.8578666667,58.2842666667,41.5651333333,39.6340666666,25.4074,17.5756666667,16.2222666667,44.5515333333,16.2492666667
638.23,14.8512666667,58.1627333333,41.577,39.5892666667,25.3814,17.5384666667,16.1924666667,44.4772666667,16.2022666667
638.56,14.7636666667,58.0765333333,41.5324666667,39.539,25.3112666667,17.449,16.0791333333,44.4362,16.1489333333
638.89,14.9150666667,58.3158,41.7680666667,39.7623333333,25.5174666667,17.6018666667,16.2011333333,44.6286,16.2884
639.22,14.9162666667,58.1572,41.65,39.7316666667,25.517,17.5664666667,16.2051333333,44.5140666667,16.307
639.55,14.8884666667,58.1940666667,41.743,39.8058,25.6278,17.6024,16.2206666667,44.5353333333,16.3037333334
639.88,14.9085333333,58.3735333333,41.8934666666,39.9368,25.7721333333,17.6298,16.2914666667,44.6696,16.3570666667
640.21,14.8539333333,58.4550666666,41.9338,39.9028,25.7606666667,17.5912666667,16.2406666666,44.7037333333,16.3475333333
640.54,14.8614666667,58.5631333333,42.0383333333,39.9789333333,25.7644666667,17.587,16.2499333333,44.7465333333,16.281
640.87,14.8697333333,58.6609333333,42.217,40.1385333333,25.8434,17.6098,16.2878666667,44.9088666667,16.3116
641.20,14.8854666667,58.579,42.1768,40.0844,25.8399333333,17.5838666667,16.2509333333,44.8140666667,16.2702666667
