wavelength,Back_ThlOrnf,Belly_ThlOrnf,Breast_ThlOrnf,Crissum_ThlOrnf,Crown_ThlOrnf,DorTail_ThlOrnf,Rump_ThlOrnf,Throat_ThlOrnf,WingTip_ThlOrnf
254.28,6.1848,9.57973333334,6.9398,6.25966666666,5.26906666667,12.5836666667,6.3506,5.901,12.2678666667
254.66,6.24686666667,9.96966666665,6.93726666667,6.41259999999,5.50126666667,12.8583333333,6.3408,6.33526666667,12.0904666667
255.03,7.0452,10.5312,7.42946666667,6.96613333333,6.1356,13.2712,6.98866666667,7.11293333333,12.6440666667
255.41,7.69946666667,11.436,8.25653333333,7.76326666667,6.8698,14.192,7.82713333333,7.7806,13.3390666667
255.78,7.8594,11.9221333333,9.12906666667,8.55620000001,7.4284,14.9217333334,8.23733333333,8.34966666667,13.7054
256.15,8.52986666667,12.7685333334,10.0146,9.40326666668,8.47166666667,15.8836,9.35086666667,8.85006666667,14.3058
256.53,7.3008,11.6195333333,9.15166666666,8.2262,7.37506666667,14.6130666667,8.34053333334,7.85493333333,13.0876666667
256.90,7.27526666667,11.3571333333,9.26759999999,8.18519999999,7.5766,14.8464666666,8.30360000001,8.1476,13.258
257.28,6.98613333333,10.6666,8.62933333333,7.70046666667,7.28093333333,14.4268666667,7.77033333333,7.8602,12.7090666667
257.65,6.3702,10.0508666667,7.64873333334,7.14,6.724,13.8996,7.41873333333,7.193,12.3158
258.02,5.797,9.37159999999,7.05353333333,6.49413333333,6.16093333333,13.3142666667,6.88513333334,6.7356,11.7701333333
258.40,5.28433333333,8.6096,6.21133333333,5.81566666666,5.60126666667,12.7101333333,6.36313333333,6.20806666667,11.2353333333
258.77,4.55213333333,7.50266666667,5.3182,5.01533333333,4.6308,11.7314,5.6386,5.31533333333,10.4178666667
259.15,3.95753333333,6.8262,4.693,4.55953333333,4.02293333333,11.2079333333,5.13806666667,4.6984,9.81293333334
