wavelength,Back_OryAngf,Belly_OryAngf,Breast_OryAngf,Crissum_OryAngf,Crown_OryAngf,DorTail_OryAngf,Rump_OryAngf,Throat_OryAngf,WingTip_OryAngf
360.20,3.42353333334,5.35173333333,4.09266666667,3.42756666667,3.29533333333,5.24406666667,3.96726666667,4.24006666667,5.73353333333
360.57,3.42986666667,5.38863333333,4.14826666667,3.40196666667,3.30166666667,5.26246666667,4.00746666667,4.2684,5.7237
360.93,3.46553333333,5.44483333333,4.19086666667,3.45213333333,3.33,5.27106666667,4.07993333333,4.309,5.77446666667
361.29,3.42706666667,5.4896,4.1712,3.4432,3.3024,5.2538,4.075,4.291,5.7561
361.66,3.41166666666,5.48853333333,4.12906666667,3.40486666667,3.2722,5.24086666667,4.05093333333,4.25473333333,5.75393333333
362.02,3.44986666667,5.53796666667,4.14613333333,3.37413333333,3.3244,5.26593333334,4.07413333333,4.28086666667,5.77806666667
362.39,3.53993333333,5.62763333333,4.23133333333,3.4264,3.4148,5.3502,4.16606666667,4.361,5.86486666667
362.75,3.51106666666,5.59183333333,4.20453333333,3.39173333333,3.391,5.30126666667,4.1194,4.3154,5.8126
363.11,3.45706666667,5.554,4.16513333333,3.33446666667,3.31746666667,5.2692,4.0552,4.29893333333,5.7474
363.48,3.36913333334,5.44293333333,4.0696,3.22036666667,3.20273333333,5.1644,3.9592,4.19973333333,5.63443333333
363.84,3.3214,5.4001,4.03186666667,3.16663333333,3.1428,5.12226666667,3.9074,4.14213333333,5.59
364.20,3.3808,5.47176666667,4.0652,3.19476666667,3.19866666667,5.17533333333,3.99126666667,4.20266666667,5.6436
364.57,3.41053333333,5.53106666667,4.07926666667,3.26,3.21713333333,5.20946666667,4.0402,4.26366666667,5.69066666667
364.93,3.41866666667,5.5398,4.04973333333,3.24826666667,3.21573333333,5.22826666667,4.017,4.27693333333,5.6825
365.29,3.4358,5.51566666667,4.00513333333,3.23533333333,3.19626666667,5.25866666667,4.029,4.26706666667,5.6822
365.66,3.43913333333,5.47733333333,3.95226666667,3.21863333333,3.1798,5.221,3.97586666667,4.24486666667,5.61393333333
366.02,3.41566666667,5.45593333333,3.9456,3.2167,3.14626666667,5.1794,3.9198,4.19013333333,5.60466666667
366.38,3.3328,5.42063333333,3.88153333334,3.19886666667,3.07766666667,5.08446666667,3.82553333333,4.09986666667,5.5195
366.75,3.24446666667,5.3554,3.82293333334,3.14113333333,2.99566666667,5.03366666667,3.73993333333,4.03253333333,5.47913333333
367.11,3.17886666667,5.3178,3.7598,3.12076666667,2.92726666667,4.93353333333,3.66546666667,3.96226666667,5.42403333333
367.47,3.159,5.30673333333,3.7464,3.1065,2.92346666667,4.89466666667,3.63873333333,3.96633333333,5.39483333333
367.84,3.1908,5.32456666667,3.7664,3.117,2.94086666667,4.9074,3.66026666667,4.00926666667,5.39363333333
368.20,3.13526666667,5.28263333333,3.7204,3.06103333333,2.854,4.8458,3.5856,3.99426666667,5.3425
368.56,3.12386666667,5.25793333333,3.69566666667,3.02196666667,2.86386666667,4.81326666667,3.5364,3.976,5.3339
368.93,3.18466666667,5.3167,3.75473333333,3.07856666667,2.92833333333,4.8696,3.5946,4.04913333333,5.43376666667
369.29,3.18046666667,5.31746666667,3.74153333333,3.07686666667,2.93046666667,4.80393333333,3.5756,4.05213333333,5.41313333333
369.65,3.1848,5.37216666667,3.78133333333,3.0798,2.9432,4.8394,3.59546666666,4.08633333333,5.455
370.01,3.22433333333,5.42143333333,3.799,3.1052,2.96506666666,4.89773333333,3.6608,4.11866666667,5.4941
370.38,3.33906666667,5.50833333333,3.91726666667,3.20313333333,3.0692,5.02373333333,3.77346666667,4.24786666667,5.6462
370.74,3.4366,5.6309,3.9862,3.2971,3.16933333334,5.10246666667,3.8756,4.32506666667,5.7251
371.10,3.54846666667,5.6954,4.0768,3.3646,3.30093333334,5.20433333333,3.9844,4.4128,5.84183333334
371.46,3.58093333333,5.72276666667,4.0952,3.37263333333,3.31206666667,5.25306666667,4.0066,4.4166,5.87026666667
371.83,3.61566666667,5.77086666667,4.11093333333,3.38623333333,3.34653333333,5.28286666667,4.008,4.4062,5.9159
372.19,3.63806666667,5.78173333333,4.12946666667,3.4193,3.39866666667,5.30153333333,4.0542,4.41206666666,5.94606666667
372.55,3.69826666667,5.87336666667,4.21173333333,3.4924,3.4594,5.3842,4.14846666667,4.4778,6.012
372.92,3.67706666667,5.88796666667,4.19766666667,3.48383333333,3.44786666667,5.36026666667,4.15646666667,4.4324,5.95943333333
373.28,3.7148,5.922,4.24386666667,3.52006666667,3.4928,5.4066,4.1788,4.44146666667,6.00456666667
373.64,3.72433333333,5.93303333333,4.27506666667,3.53453333333,3.51793333333,5.402,4.1892,4.43313333333,6.01686666667
374.00,3.67273333333,5.91086666667,4.2644,3.51536666667,3.50733333333,5.39206666667,4.1516,4.45466666667,6.00036666667
374.37,3.55286666667,5.83693333333,4.16353333333,3.38266666667,3.4236,5.28913333333,4.0544,4.3514,5.84926666667
374.73,3.57946666666,5.832,4.17126666667,3.38703333333,3.4136,5.28406666667,4.07446666667,4.38913333333,5.84706666667
375.09,3.54253333333,5.82706666667,4.13873333333,3.3424,3.35693333333,5.25413333333,4.03126666667,4.32593333333,5.78283333333
375.45,3.58,5.89523333333,4.1908,3.3846,3.41466666667,5.29413333333,4.07,4.38053333333,5.83673333333
375.81,3.49653333333,5.84203333333,4.13,3.31063333333,3.3448,5.20646666667,4.02386666667,4.356,5.768
376.18,3.55886666667,5.9294,4.22286666667,3.37546666667,3.40966666667,5.2434,4.058,4.42566666667,5.81956666667
376.54,3.632,5.9736,4.29113333333,3.44946666667,3.47606666667,5.2782,4.09133333333,4.53093333333,5.8604
376.90,3.64773333333,5.99906666667,4.31053333333,3.48056666667,3.48686666667,5.29426666667,4.0754,4.57606666667,5.89643333333
377.26,3.6302,6.00653333333,4.29926666667,3.46783333333,3.46833333333,5.28473333333,4.05793333333,4.5884,5.88483333333
377.63,3.58046666667,5.9677,4.22373333333,3.42736666667,3.381,5.22273333333,4.02166666667,4.5356,5.84926666667
377.99,3.51173333333,5.90746666667,4.1686,3.3419,3.2874,5.1458,3.9526,4.4308,5.7625
378.35,3.5846,5.97223333333,4.22433333333,3.4049,3.32273333333,5.20226666667,4.00206666667,4.4816,5.84633333333
378.71,3.59453333333,5.98636666667,4.21333333333,3.41476666667,3.35306666667,5.23153333333,3.99953333333,4.48473333333,5.86956666667
379.07,3.57513333333,5.94786666667,4.19653333333,3.4064,3.35473333333,5.22186666667,3.99086666667,4.51106666667,5.8461
379.44,3.527,5.90703333333,4.16213333333,3.38966666667,3.30153333333,5.15846666667,3.94546666666,4.46266666667,5.79346666667
379.80,3.5724,5.97283333333,4.2224,3.46716666667,3.3608,5.1996,3.98493333333,4.52246666667,5.8624
380.16,3.50793333333,5.90343333333,4.14366666667,3.4126,3.30293333333,5.15386666667,3.9116,4.4426,5.81333333333
380.52,3.39413333333,5.82103333333,4.0308,3.32146666667,3.2064,5.0506,3.82873333333,4.2948,5.71993333333
380.88,3.39506666667,5.82443333333,4.05733333333,3.29176666667,3.2176,5.0346,3.83353333333,4.30526666667,5.72176666667
381.24,3.3756,5.79953333333,4.04973333333,3.2521,3.21273333333,5.00893333333,3.82166666667,4.2972,5.6889
381.61,3.4226,5.83866666667,4.13053333333,3.2692,3.29466666667,5.068,3.8542,4.37453333333,5.71233333333
381.97,3.54106666667,5.94183333333,4.238,3.3875,3.4106,5.1338,3.95773333333,4.50226666667,5.7888
382.33,3.52126666667,5.93503333333,4.24433333333,3.39246666667,3.4206,5.12093333333,3.95446666667,4.51453333333,5.76553333333
382.69,3.54046666667,5.9748,4.3124,3.41346666667,3.45713333333,5.13306666667,3.98853333333,4.54913333333,5.78456666667
383.05,3.56866666667,6.02283333333,4.32386666667,3.44443333333,3.47526666667,5.14846666667,4.00286666667,4.57613333333,5.80353333333
383.41,3.59433333333,6.03933333333,4.36053333333,3.4522,3.51153333333,5.16313333333,4.034,4.58106666667,5.82473333333
383.77,3.56533333333,6.00683333333,4.3392,3.38176666667,3.47573333333,5.1254,4.00486666667,4.54893333333,5.7697
384.14,3.59233333333,6.02896666667,4.3646,3.38856666667,3.50146666667,5.147,4.04193333333,4.5832,5.7795
384.50,3.58853333333,6.0255,4.37293333333,3.3582,3.49713333333,5.14546666667,4.0128,4.60133333333,5.78153333333
384.86,3.52793333333,5.95346666667,4.31146666667,3.3307,3.43246666667,5.09446666667,3.96413333333,4.5396,5.70926666667
385.22,3.52513333333,5.9676,4.31993333333,3.35086666667,3.433,5.08593333334,3.9538,4.5438,5.721
385.58,3.50006666667,5.9815,4.3074,3.35826666667,3.42606666667,5.06286666667,3.9484,4.53526666667,5.70103333333
385.94,3.4634,5.9604,4.27933333333,3.3322,3.40186666667,5.0452,3.92133333333,4.52193333333,5.7002
386.30,3.46626666667,5.9837,4.28326666667,3.35256666667,3.4078,5.05533333333,3.91753333334,4.53786666667,5.7221
386.66,3.45093333333,5.9865,4.27353333333,3.3602,3.403,5.0466,3.89013333333,4.5472,5.7395
387.03,3.478,6.04233333333,4.33213333333,3.39516666667,3.4416,5.06793333333,3.91853333333,4.59833333333,5.79256666667
387.39,3.52006666667,6.0866,4.36346666667,3.45586666667,3.48153333333,5.1162,3.96346666667,4.67686666667,5.8307
387.75,3.5574,6.1248,4.4006,3.52246666667,3.52246666667,5.1602,3.99713333334,4.70686666667,5.86813333333
388.11,3.49666666667,6.0765,4.34253333333,3.4881,3.45813333333,5.08606666667,3.93326666667,4.6604,5.79846666667
388.47,3.4826,6.08073333333,4.34846666667,3.50116666667,3.44926666667,5.05506666667,3.93013333333,4.63673333333,5.78553333333
388.83,3.47053333333,6.0921,4.34546666667,3.47896666667,3.4356,5.0424,3.90366666667,4.6398,5.7662
389.19,3.52606666667,6.1453,4.3898,3.53413333333,3.49473333333,5.09933333333,3.95153333333,4.71053333333,5.81313333333
389.55,3.47386666667,6.08596666667,4.32853333333,3.50793333333,3.44713333334,5.05346666667,3.8962,4.6586,5.77486666667
389.91,3.47026666667,6.07536666667,4.31033333333,3.51253333333,3.43966666667,5.03166666667,3.87186666667,4.6462,5.76876666666
390.27,3.44406666667,6.03743333333,4.25893333333,3.46383333333,3.39826666667,4.9698,3.83693333333,4.61146666667,5.7244
390.63,3.41653333333,5.99663333333,4.2356,3.41163333333,3.35533333333,4.92033333333,3.8038,4.57233333333,5.6768
391.00,3.36053333333,5.92996666667,4.17926666667,3.3446,3.2944,4.87266666667,3.7568,4.52293333333,5.63536666667
391.36,3.35686666667,5.94533333333,4.20266666667,3.3396,3.30706666667,4.8714,3.75946666667,4.5474,5.65796666667
391.72,3.40793333333,6.00103333333,4.2728,3.3738,3.3528,4.93186666667,3.80306666667,4.6024,5.71716666667
392.08,3.44226666667,6.0555,4.32833333333,3.42216666667,3.41686666667,4.9808,3.8532,4.6726,5.75576666667
392.44,3.51773333333,6.12186666667,4.3952,3.49326666667,3.47446666667,5.05973333333,3.9378,4.77166666667,5.80723333333
392.80,3.58546666667,6.17763333333,4.4668,3.5814,3.55126666667,5.11226666667,4.01486666667,4.84093333333,5.87416666667
393.16,3.5762,6.18683333333,4.4782,3.57533333333,3.53606666666,5.08526666667,4.01346666667,4.8384,5.8557
393.52,3.66826666667,6.2645,4.57433333333,3.6357,3.61326666667,5.15086666667,4.09393333333,4.92313333333,5.9161
393.88,3.68773333333,6.30106666667,4.6212,3.6591,3.64633333333,5.17246666667,4.13706666667,4.95593333333,5.93946666667
394.24,3.71346666667,6.33836666667,4.6838,3.67966666667,3.67866666667,5.20266666667,4.168,4.99246666667,5.97256666667
394.60,3.71006666667,6.32483333333,4.6702,3.68363333333,3.66766666667,5.19666666667,4.16506666667,4.99693333333,5.96136666667
394.96,3.76713333333,6.39153333333,4.72453333333,3.74296666667,3.728,5.24793333333,4.2036,5.0424,6.00676666667
395.32,3.76146666667,6.3867,4.71993333333,3.73073333333,3.70666666667,5.23306666667,4.18406666667,5.02233333333,5.98943333333
395.68,3.7406,6.36123333333,4.6738,3.7259,3.68733333333,5.18393333333,4.1642,5.0204,5.96963333333
396.04,3.7342,6.3418,4.65306666667,3.69186666667,3.6544,5.15886666667,4.15946666667,5.0002,5.97416666667
396.40,3.68766666667,6.31486666667,4.62113333333,3.64946666667,3.6208,5.11106666667,4.1078,4.96786666667,5.96153333333
396.76,3.67946666667,6.33616666667,4.6298,3.6236,3.6194,5.12686666667,4.10426666667,4.99653333333,5.9666
397.12,3.6396,6.2792,4.58893333333,3.59723333333,3.57306666667,5.09726666667,4.07853333333,4.9598,5.941
397.48,3.61653333333,6.28743333333,4.57493333333,3.6049,3.55306666667,5.1038,4.06193333333,4.9674,5.95006666667
397.84,3.5738,6.25496666667,4.52486666667,3.5719,3.50926666667,5.06293333333,3.9982,4.94406666666,5.9086
398.20,3.56486666667,6.25483333333,4.51566666667,3.581,3.49726666667,5.05513333333,4.007,4.95913333333,5.89293333333
398.56,3.58086666667,6.30553333333,4.57033333333,3.62926666667,3.54173333333,5.0988,4.04793333333,5.01293333333,5.91336666667
398.92,3.60113333333,6.32483333333,4.5872,3.64323333333,3.55413333333,5.09773333333,4.07146666667,5.05133333334,5.91253333333
399.28,3.62106666667,6.36423333333,4.61973333333,3.70823333333,3.60733333333,5.13166666667,4.11346666667,5.10253333333,5.9265
399.64,3.62333333333,6.3913,4.65913333333,3.707,3.6352,5.15833333333,4.13773333333,5.10713333333,5.91423333333
400.00,3.6722,6.46376666667,4.7254,3.77473333333,3.7042,5.20613333333,4.1764,5.15606666667,5.95226666667
400.36,3.71526666667,6.4958,4.76606666667,3.82306666667,3.74273333333,5.25653333333,4.22773333333,5.1812,5.97076666667
400.72,3.75233333333,6.52416666667,4.79746666667,3.86583333333,3.7618,5.2746,4.249,5.18233333333,5.99616666667
401.08,3.8138,6.60913333333,4.87173333333,3.92696666667,3.82913333333,5.33753333333,4.31133333333,5.24026666667,6.06396666667
401.44,3.79973333333,6.593,4.85886666667,3.91276666667,3.81613333334,5.31286666667,4.313,5.2158,6.0486
401.80,3.78513333333,6.5939,4.838,3.89043333333,3.79206666667,5.29653333333,4.30906666667,5.1886,6.0316
402.16,3.80013333334,6.60506666667,4.85893333333,3.92203333333,3.80893333333,5.30746666667,4.32353333333,5.18713333333,6.04836666667
402.52,3.8334,6.6068,4.85173333333,3.91526666667,3.81446666667,5.29846666667,4.3378,5.18053333333,6.0576
402.88,3.79766666666,6.57236666667,4.82213333333,3.87843333333,3.77306666667,5.24986666667,4.3036,5.1348,6.0152
403.24,3.73966666666,6.5011,4.7286,3.77916666667,3.68333333333,5.15506666667,4.2298,5.06746666667,5.93583333334
403.60,3.7302,6.49443333333,4.69926666667,3.78256666667,3.64893333333,5.1292,4.20386666667,5.0554,5.91796666667
403.95,3.72253333333,6.49393333333,4.68353333333,3.77503333333,3.6266,5.12726666666,4.19346666667,5.04853333333,5.9186
404.31,3.72946666667,6.50066666667,4.67846666667,3.7819,3.63933333333,5.11733333333,4.19646666667,5.0596,5.9293
404.67,3.69233333333,6.47346666667,4.62486666666,3.73686666667,3.60126666667,5.07153333333,4.16286666667,5.02906666667,5.89283333333
405.03,3.67913333333,6.4619,4.60433333333,3.7039,3.58886666667,5.039,4.14326666666,5.00866666667,5.86873333333
405.39,3.7046,6.50316666667,4.62766666667,3.72673333333,3.613,5.0624,4.1786,5.04246666667,5.89366666667
405.75,3.77586666667,6.55926666667,4.69766666667,3.7977,3.6956,5.1344,4.2572,5.1326,5.95213333333
406.11,3.80053333333,6.5935,4.72346666667,3.82386666667,3.7148,5.16266666667,4.28053333333,5.16753333333,5.9827
406.47,3.79066666667,6.62573333333,4.74333333333,3.8536,3.73146666666,5.16806666667,4.30493333333,5.19813333333,6.02533333333
406.83,3.78386666667,6.62806666667,4.73486666667,3.857,3.73166666667,5.16746666667,4.30826666667,5.2044,6.03486666667
407.19,3.81273333333,6.65226666667,4.774,3.8925,3.7572,5.21053333333,4.34213333333,5.23386666667,6.07863333333
407.55,3.7894,6.62623333333,4.76126666667,3.87506666667,3.7386,5.19573333333,4.32186666667,5.2322,6.06723333333
407.90,3.77673333333,6.6074,4.73773333333,3.87746666667,3.71813333334,5.1622,4.312,5.2168,6.05076666667
408.26,3.77973333333,6.61086666667,4.73893333333,3.88323333333,3.71,5.16033333333,4.3108,5.21393333333,6.05203333333
408.62,3.7996,6.6293,4.77573333333,3.9243,3.73253333333,5.17046666667,4.3246,5.2284,6.07366666667
408.98,3.8222,6.64233333333,4.79446666667,3.97366666667,3.75533333333,5.20173333333,4.34313333333,5.26966666667,6.09623333333
409.34,3.8646,6.6568,4.82086666667,3.99953333333,3.77113333333,5.21553333333,4.341,5.2968,6.12083333333
409.70,3.83673333333,6.62736666667,4.7878,3.9573,3.72006666667,5.17066666667,4.29333333333,5.24766666666,6.08833333333
410.06,3.818,6.61046666667,4.769,3.9284,3.70633333333,5.15046666667,4.26353333334,5.2202,6.05466666666
410.42,3.79753333334,6.56576666667,4.73333333334,3.89386666667,3.6526,5.12093333333,4.2116,5.1666,6.00116666667
410.77,3.81146666667,6.58116666666,4.75726666667,3.92026666667,3.66273333333,5.1448,4.2204,5.18113333333,6.0058
411.13,3.84213333334,6.63203333333,4.78253333333,3.9458,3.68133333334,5.17093333333,4.25013333333,5.20486666667,6.02243333333
411.49,3.90753333333,6.70786666667,4.83573333333,3.99636666667,3.74206666667,5.22493333333,4.315,5.2494,6.0877
411.85,3.91453333333,6.7234,4.8604,3.98266666667,3.7496,5.237,4.3206,5.26473333333,6.09646666667
412.21,3.89466666667,6.7112,4.82573333333,3.93426666667,3.7142,5.21713333333,4.2952,5.23753333333,6.0498
412.57,3.89786666667,6.71316666667,4.81806666667,3.919,3.706,5.21766666667,4.30113333333,5.23006666667,6.03126666667
412.92,3.88013333333,6.7112,4.79873333333,3.88516666667,3.68533333333,5.18713333334,4.28526666667,5.19373333333,6.00246666667
413.28,3.81626666667,6.67196666667,4.75926666667,3.8422,3.64526666667,5.14326666667,4.25846666667,5.14273333333,5.9441
413.64,3.8008,6.68083333333,4.76266666667,3.85006666667,3.63933333333,5.1358,4.25393333333,5.136,5.9307
414.00,3.81686666667,6.70453333333,4.77313333333,3.8727,3.6482,5.13653333333,4.27673333333,5.161,5.94643333333
414.36,3.83793333333,6.75543333333,4.80746666666,3.89586666667,3.67586666667,5.16446666667,4.31353333333,5.1892,5.96466666667
414.72,3.85053333333,6.77146666667,4.8068,3.89313333333,3.6706,5.1514,4.32053333333,5.16813333333,5.9634
415.07,3.84746666667,6.77123333333,4.80826666667,3.90863333333,3.67446666667,5.1462,4.3026,5.15133333333,5.95736666667
415.43,3.80953333333,6.75856666667,4.78753333333,3.8824,3.6448,5.11746666667,4.275,5.12433333333,5.92603333333
415.79,3.831,6.7813,4.8062,3.90523333333,3.65733333333,5.1378,4.294,5.13686666667,5.93103333333
416.15,3.81893333333,6.7803,4.80726666667,3.91813333333,3.6522,5.12046666667,4.27393333333,5.1332,5.93023333333
416.51,3.7908,6.77826666667,4.79206666667,3.89496666667,3.62726666667,5.08233333333,4.2522,5.1164,5.91406666667
416.86,3.77693333334,6.77,4.78346666667,3.88013333333,3.60486666667,5.07913333333,4.24066666667,5.11706666667,5.90723333333
417.22,3.77293333333,6.78,4.78186666667,3.88753333333,3.6074,5.06506666667,4.2342,5.12046666667,5.9069
417.58,3.77866666667,6.80083333333,4.79373333333,3.9068,3.61086666667,5.07666666667,4.2406,5.13646666667,5.92016666667
417.94,3.7586,6.79573333333,4.78113333333,3.88836666667,3.58746666667,5.0652,4.22866666667,5.12353333333,5.9005
418.29,3.7444,6.78736666667,4.7546,3.87393333333,3.57206666667,5.05313333333,4.21593333333,5.11713333333,5.87903333333
418.65,3.70946666667,6.7645,4.73506666666,3.85923333333,3.54453333333,5.02786666667,4.19146666667,5.1242,5.8585
419.01,3.68633333333,6.76336666667,4.72506666667,3.84226666667,3.53313333333,5.0046,4.17833333333,5.11866666667,5.84166666667
419.37,3.6774,6.7533,4.7182,3.82846666667,3.52206666667,4.99346666667,4.157,5.1116,5.82446666667
419.73,3.66886666667,6.75746666667,4.70753333333,3.8244,3.5212,4.9814,4.14986666667,5.10166666667,5.82346666667
420.08,3.68293333333,6.78413333333,4.7238,3.8322,3.53253333333,4.989,4.173,5.12866666667,5.83846666667
420.44,3.6836,6.7998,4.7288,3.83553333333,3.53713333333,5.00113333333,4.17646666667,5.14053333333,5.84336666667
420.80,3.6708,6.80316666667,4.72373333333,3.82673333333,3.52733333333,4.9852,4.16593333333,5.12706666667,5.82776666667
421.16,3.6752,6.8082,4.72413333334,3.81943333333,3.51846666666,4.98593333334,4.16226666667,5.125,5.8246
421.51,3.69186666666,6.82876666667,4.7462,3.82086666667,3.52986666667,4.9906,4.1748,5.13566666667,5.8315
421.87,3.68293333333,6.82556666667,4.7358,3.7971,3.52453333333,4.97293333333,4.1622,5.1252,5.817
422.23,3.68813333333,6.84436666667,4.75166666667,3.8044,3.52733333333,4.97,4.1608,5.131,5.82306666667
422.58,3.7024,6.87096666667,4.77166666667,3.80866666667,3.54513333333,4.98433333334,4.1758,5.1398,5.83203333333
422.94,3.69733333333,6.86913333333,4.7716,3.8,3.53326666667,4.9718,4.16733333334,5.13153333333,5.82143333333
423.30,3.70506666667,6.89283333333,4.78086666667,3.80936666667,3.53906666667,4.9668,4.18173333333,5.1446,5.8338
423.66,3.70106666667,6.90356666667,4.78666666667,3.8072,3.5308,4.9632,4.1796,5.15273333333,5.83233333333
424.01,3.70746666667,6.91943333333,4.79833333333,3.8218,3.53726666667,4.9678,4.18273333333,5.15146666667,5.83456666667
424.37,3.7114,6.9283,4.80866666667,3.83053333333,3.5358,4.96653333333,4.1846,5.1546,5.8313
424.73,3.73726666667,6.95903333333,4.83246666667,3.8593,3.5592,4.97966666667,4.2108,5.17793333333,5.85873333333
425.08,3.7608,7.00046666667,4.86666666667,3.8912,3.58686666667,5.00473333333,4.23806666667,5.22053333333,5.89083333333
425.44,3.75526666667,7.00543333333,4.85233333333,3.89186666667,3.577,4.99186666667,4.23406666667,5.22226666667,5.88173333333
425.80,3.77126666667,7.0355,4.87433333333,3.92353333333,3.5928,5.0064,4.2532,5.24166666667,5.90633333333
426.16,3.77793333333,7.05566666667,4.88173333333,3.9313,3.60953333333,5.0084,4.26913333333,5.26346666667,5.91353333333
426.51,3.78873333333,7.07636666667,4.89346666667,3.9505,3.619,5.00353333333,4.27846666667,5.28333333333,5.9199
426.87,3.80773333333,7.11656666667,4.91286666667,3.9761,3.64113333333,5.0282,4.30646666667,5.31833333333,5.94873333333
427.23,3.82306666667,7.1405,4.93553333333,4.00096666667,3.65393333333,5.04606666667,4.3284,5.34626666667,5.962
427.58,3.85473333333,7.17133333333,4.9676,4.0349,3.684,5.0666,4.365,5.37953333333,5.98416666667
427.94,3.86393333333,7.1886,4.97446666667,4.03486666667,3.6844,5.07033333333,4.37386666667,5.39333333333,5.9849
428.30,3.89693333333,7.237,5.0016,4.0752,3.72066666667,5.09986666667,4.41586666667,5.4392,6.02386666667
428.65,3.8968,7.24716666667,5.00713333333,4.08033333333,3.7232,5.1062,4.42566666667,5.453,6.02623333333
429.01,3.86106666667,7.21866666667,4.97313333333,4.03756666667,3.68466666667,5.061,4.39906666667,5.4134,5.9824
429.37,3.8628,7.24153333333,4.98486666667,4.0355,3.69566666667,5.06333333333,4.41173333333,5.42853333333,5.99386666667
429.72,3.84566666667,7.25353333333,4.9836,4.0207,3.68293333333,5.05326666667,4.40366666667,5.439,5.978
430.08,3.84686666666,7.2568,4.99266666667,4.01663333333,3.67373333333,5.04706666667,4.3996,5.4358,5.9761
430.44,3.8556,7.29733333334,4.99846666667,4.0207,3.67926666667,5.0646,4.4098,5.444,5.99276666667
430.79,3.854,7.31206666667,5.00733333333,4.02026666667,3.67666666667,5.05346666667,4.4102,5.44893333333,5.9881
431.15,3.83546666667,7.30729999999,4.995,4.0038,3.66913333333,5.02633333333,4.38833333333,5.43953333333,5.96833333333
431.50,3.81773333333,7.31556666667,4.99193333333,3.9906,3.6492,5.0144,4.37046666667,5.43806666667,5.96626666667
431.86,3.8078,7.33426666666,4.9982,3.99346666667,3.6628,5.00933333333,4.37313333333,5.4528,5.9703
432.22,3.81033333333,7.3417,5.0092,3.98303333333,3.66093333333,4.99966666667,4.3564,5.457,5.96233333333
432.57,3.80913333334,7.3583,5.02426666667,3.98866666667,3.6664,4.99346666667,4.3484,5.46786666667,5.95406666667
432.93,3.82946666667,7.38203333334,5.0348,4.00466666667,3.67986666667,5.00646666667,4.36266666667,5.48886666667,5.962
433.29,3.83946666667,7.40950000001,5.06193333333,4.0319,3.69746666667,5.02833333333,4.3728,5.51473333333,5.96743333333
433.64,3.84893333333,7.42416666666,5.06713333333,4.04973333333,3.70213333333,5.03273333333,4.38073333333,5.52646666667,5.98456666667
434.00,3.841,7.43583333334,5.0684,4.04843333333,3.69973333333,5.02826666667,4.37873333333,5.53353333333,5.98543333333
434.35,3.841,7.43749999999,5.07786666667,4.04276666667,3.69826666667,5.02286666667,4.37626666667,5.54066666667,5.98796666667
434.71,3.83833333333,7.45063333333,5.07973333333,4.03946666667,3.7012,5.02066666667,4.3768,5.56386666667,5.98836666667
435.07,3.87046666667,7.49483333334,5.1124,4.0612,3.7208,5.04626666667,4.40073333333,5.59346666667,6.01343333333
435.42,3.86726666667,7.50223333333,5.10913333333,4.06533333333,3.73153333333,5.03106666667,4.40213333333,5.6024,5.9952
435.78,3.865,7.51109999999,5.1106,4.0639,3.71866666667,5.02333333333,4.38993333333,5.6128,5.99713333333
436.13,3.86573333333,7.52526666666,5.1132,4.06506666667,3.71573333333,5.0212,4.3992,5.625,5.9954
436.49,3.85786666667,7.54043333334,5.10746666667,4.05693333333,3.70533333333,5.0218,4.3968,5.6344,5.99953333333
436.84,3.84746666667,7.56603333333,5.1198,4.0656,3.7118,5.0216,4.39566666667,5.63706666666,6.00963333333
437.20,3.8306,7.57163333333,5.0978,4.0474,3.6944,4.9986,4.3844,5.62813333333,5.99116666667
437.56,3.83,7.58443333334,5.11486666667,4.0532,3.69446666667,4.99293333333,4.38366666667,5.6364,5.98373333333
437.91,3.8388,7.61383333333,5.13206666667,4.06786666667,3.6976,4.9982,4.3902,5.65166666667,5.98626666666
438.27,3.83073333333,7.62653333334,5.13173333333,4.08773333333,3.6986,4.99373333334,4.38853333333,5.66046666667,5.973
438.62,3.8172,7.62266666667,5.12846666667,4.0766,3.68686666667,4.98366666667,4.37306666667,5.63226666667,5.9617
438.98,3.78293333334,7.60666666666,5.10613333333,4.06146666667,3.65366666667,4.95573333334,4.34886666667,5.6134,5.92996666667
439.33,3.79206666667,7.62063333333,5.10986666667,4.0543,3.65426666667,4.9564,4.3534,5.61653333333,5.93463333333
439.69,3.7942,7.63296666667,5.1152,4.05203333333,3.6514,4.95826666667,4.3614,5.625,5.927
440.04,3.79533333333,7.64186666667,5.11106666667,4.0607,3.6492,4.95533333333,4.35833333333,5.62313333333,5.9228
440.40,3.78633333333,7.63593333333,5.1002,4.05356666667,3.63533333333,4.93933333333,4.34233333333,5.61586666667,5.90473333334
440.75,3.80006666667,7.66353333334,5.11653333333,4.0705,3.64406666667,4.9492,4.34706666667,5.64493333333,5.91083333333
441.11,3.80693333333,7.67386666666,5.1226,4.07953333333,3.6492,4.95213333333,4.34726666667,5.66293333334,5.9206
441.47,3.8076,7.68763333333,5.12853333333,4.07793333333,3.65046666667,4.95193333333,4.34633333333,5.6698,5.9187
441.82,3.80393333333,7.70126666666,5.12426666667,4.0806,3.65346666667,4.95033333333,4.344,5.6836,5.91413333333
442.18,3.81186666667,7.72373333334,5.13806666667,4.07663333333,3.6604,4.95066666667,4.3472,5.70053333333,5.92296666667
