wavelength,Back_SpoLeuf,Belly_SpoLeuf,Breast_SpoLeuf,Crissum_SpoLeuf,Crown_SpoLeuf,DorTail_SpoLeuf,Patch10_SpoLeuf,Rump_SpoLeuf,Throat_SpoLeuf,WingTip_SpoLeuf
355.83,7.84577777779,14.5084444444,7.19022222222,8.36533333332,5.44122222222,6.321,10.11,6.23544444444,15.1263333333,7.52944444445
356.20,7.82922222222,14.3991111111,7.22822222222,8.34199999999,5.38833333333,6.328,9.99733333333,6.07755555555,15.078,7.46644444445
356.56,7.68455555554,14.2,6.97444444444,8.12944444443,5.33222222222,6.32933333333,9.89344444446,5.91855555556,15.0331111111,7.32444444445
356.93,7.52866666667,14.0668888889,6.83855555555,8.03211111112,5.21922222222,6.24166666667,9.73477777779,5.75044444445,14.9321111111,7.141
357.29,7.60233333335,14.19,7.06277777778,8.15922222223,5.405,6.38433333333,9.91477777779,5.88388888889,14.9896666666,7.29733333333
357.66,7.72577777778,14.458,7.19444444444,8.38599999999,5.69522222222,6.592,10.1507777778,6.11677777778,15.174,7.56
358.02,7.98544444445,14.712,7.40977777778,8.63100000001,5.901,6.86466666667,10.4237777778,6.30822222222,15.4995555555,7.79233333333
358.38,7.99144444444,14.7634444444,7.50144444444,8.64277777778,5.88322222222,6.83144444445,10.3594444444,6.29511111111,15.4556666667,7.73711111111
358.75,8.01377777777,14.8431111111,7.65922222222,8.73711111112,5.97411111111,7.03177777778,10.5434444444,6.40811111111,15.5827777778,7.81466666667
359.11,8.01255555557,14.866,7.69488888889,8.71611111112,5.923,7.01733333333,10.5016666667,6.38377777778,15.6533333333,7.71944444444
359.48,7.92044444446,14.8277777778,7.69133333333,8.61799999999,5.86511111111,6.94811111111,10.5204444444,6.26922222222,15.6511111111,7.72544444444
359.84,7.80722222223,14.7751111111,7.56277777778,8.496,5.72077777778,6.84766666667,10.47,6.19988888889,15.5514444445,7.619
360.20,7.82677777778,14.7943333333,7.41655555556,8.42077777779,5.68511111111,6.73433333333,10.4756666667,6.15511111111,15.6278888889,7.58866666667
360.57,7.69666666666,14.7557777778,7.30977777778,8.25477777779,5.39566666667,6.48822222222,10.3132222222,5.97411111111,15.4437777778,7.38966666667
360.93,7.75333333333,14.877,7.35766666667,8.30677777778,5.44388888889,6.575,10.408,6.07666666667,15.4944444445,7.46144444444
361.29,7.57922222223,14.7227777778,7.21711111111,8.19355555557,5.27011111111,6.38477777778,10.2306666667,5.86344444444,15.3597777778,7.25922222222
361.66,7.52077777777,14.6586666667,7.12455555556,8.03544444444,5.12766666667,6.261,10.0903333333,5.69577777778,15.307,7.10944444444
362.02,7.57177777778,14.762,7.22266666667,8.05444444443,5.19022222222,6.304,10.1325555555,5.76244444444,15.3681111111,7.15355555555
362.39,7.5008888889,14.6412222222,7.19277777778,8.00288888889,5.22433333333,6.29977777778,10.1508888889,5.72766666667,15.3736666667,7.17822222222
362.75,7.42699999999,14.577,7.08266666667,7.9161111111,5.11966666667,6.091,10.0211111111,5.65877777778,15.3271111111,7.13244444444
363.11,7.20222222221,14.3095555556,6.898,7.772,4.88811111111,5.89244444444,9.81444444445,5.40566666667,15.0422222222,6.98555555555
363.48,6.94688888889,14.1556666667,6.65644444444,7.61055555556,4.688,5.62722222222,9.52955555554,5.25688888889,14.8538888889,6.74655555556
363.84,6.88033333334,14.1302222222,6.66633333333,7.49166666667,4.64188888889,5.54188888889,9.37244444445,5.16588888889,14.8224444444,6.67255555556
364.20,6.76055555555,14.0922222222,6.74333333333,7.52588888889,4.58822222222,5.56344444445,9.34877777778,5.158,14.7753333333,6.627
364.57,6.54977777778,13.8927777778,6.61611111111,7.42955555555,4.47611111111,5.44077777778,9.16655555554,5.07577777778,14.7142222222,6.58144444445
364.93,6.48877777779,13.8465555555,6.60666666667,7.36266666667,4.36066666667,5.32088888889,9.14922222221,5.04355555556,14.7654444445,6.51088888889
365.29,6.66944444443,14.0037777778,6.73533333333,7.461,4.45922222222,5.43833333333,9.33411111112,5.302,14.9957777778,6.70811111111
365.66,6.4161111111,13.7891111111,6.61511111111,7.29366666667,4.21655555556,5.17333333333,9.20555555557,5.136,14.9205555556,6.49044444445
366.02,6.30433333334,13.6663333333,6.49422222222,7.28088888889,4.09311111111,5.00311111111,9.11244444446,5.05677777778,14.8408888889,6.387
366.38,6.36944444445,13.8481111111,6.55388888889,7.36288888889,4.10377777778,4.98455555556,9.14066666668,5.063,14.9246666667,6.407
366.75,6.50366666667,14.0085555555,6.63911111111,7.48522222222,4.27322222222,5.16022222222,9.23777777779,5.16177777778,15.0143333333,6.46288888889
367.11,6.67222222223,14.2565555556,6.79177777778,7.62011111111,4.46166666666,5.33622222222,9.45900000001,5.441,15.3647777778,6.65422222222
367.47,6.91366666667,14.4787777778,7.03488888889,7.755,4.69811111111,5.58977777778,9.71044444444,5.60288888889,15.6585555556,6.93988888889
367.84,6.8268888889,14.4361111111,6.94177777778,7.79277777778,4.60722222222,5.56788888889,9.75355555554,5.55155555556,15.6444444444,6.91555555556
368.20,6.88255555555,14.5407777778,6.943,7.82544444444,4.64766666667,5.60888888889,9.76366666668,5.58744444445,15.6952222222,6.98877777778
368.56,7.05911111112,14.7022222222,7.00844444445,7.89144444444,4.75666666667,5.73788888889,9.91900000001,5.64477777778,15.8956666666,6.99033333333
368.93,7.17866666667,14.9227777778,7.15255555555,8.106,4.98666666667,5.896,10.0778888889,5.76566666667,16.08,7.23733333333
369.29,7.09566666665,14.8795555555,7.08444444444,8.03733333333,4.978,5.80344444444,9.98355555555,5.66944444444,15.9293333333,7.191
369.65,7.32344444444,15.109,7.31377777778,8.20388888888,5.11377777778,6.00855555556,10.1554444444,5.82411111111,16.1108888889,7.39255555556
370.01,7.34511111111,15.1057777778,7.29577777778,8.11644444446,5.11666666667,6.06744444445,10.1507777778,5.77544444445,16.1088888889,7.43544444445
370.38,7.31533333332,15.017,7.221,7.99866666665,5.00711111111,5.99388888889,10.148,5.72211111111,16.0853333333,7.38744444444
370.74,7.28011111111,14.933,7.13633333333,7.87477777779,4.83977777778,5.84511111111,10.0525555556,5.55633333333,16.0181111111,7.30944444444
371.10,7.41577777779,15.0525555555,7.16966666667,7.91655555555,5.02822222222,5.922,10.1416666667,5.54633333333,16.0526666667,7.37555555555
371.46,7.46466666666,15.1428888889,7.18822222222,8.08211111111,5.04677777778,5.97244444444,10.1776666667,5.54388888889,16.101,7.35566666667
371.83,7.65100000001,15.3078888889,7.27344444445,8.2348888889,5.19644444444,6.13177777778,10.2903333333,5.69911111111,16.3364444444,7.492
372.19,7.54066666667,15.298,7.27133333334,8.20177777777,5.09277777778,6.07944444444,10.2737777778,5.61511111111,16.3346666667,7.41611111111
372.55,7.525,15.3662222222,7.27111111111,8.27333333332,5.08866666667,6.08155555555,10.331,5.615,16.37,7.46722222222
372.92,7.41255555556,15.1484444445,7.11944444444,8.03788888889,4.80988888889,5.864,10.1226666667,5.33555555556,16.1671111111,7.25011111111
373.28,7.4038888889,15.1546666666,7.13255555555,8.10411111112,4.78188888889,5.90044444444,10.1318888889,5.25155555556,16.2338888889,7.14633333333
373.64,7.31733333334,15.1816666667,6.98888888889,8.08233333332,4.74822222222,5.90177777778,10.0783333333,5.21222222222,16.1871111111,7.04355555555
374.00,7.17733333335,15.2352222222,6.89633333333,8.08966666666,4.58944444444,5.78733333333,10.1082222222,5.09411111111,16.1658888889,6.89644444444
374.37,7.17488888889,15.2431111111,6.95244444444,8.14466666666,4.60555555555,5.87088888889,10.1608888889,5.07155555556,16.1838888889,6.93588888889
374.73,7.15177777779,15.3367777778,7.00011111111,8.21733333333,4.663,5.93022222222,10.2192222222,5.09566666667,16.2701111111,6.96333333333
375.09,7.09555555556,15.3625555556,7.04655555555,8.2731111111,4.54811111111,5.93966666667,10.2344444445,5.037,16.3145555556,6.92033333334
375.45,7.12133333332,15.4692222222,7.10833333333,8.26566666668,4.55488888889,5.95844444444,10.3038888889,5.06477777778,16.2368888889,7.00088888889
375.81,7.07077777778,15.5343333333,7.17555555556,8.20933333333,4.58755555555,5.93211111111,10.3054444444,5.01333333333,16.1561111111,7.03755555556
376.18,7.22266666666,15.6988888889,7.182,8.32866666667,4.72744444444,5.99055555556,10.3981111111,5.11122222222,16.294,7.11555555555
376.54,7.3688888889,15.7898888889,7.31188888889,8.405,4.86311111111,6.06222222222,10.453,5.23177777778,16.3617777778,7.215
376.90,7.49311111112,15.9798888889,7.41588888889,8.58222222221,4.97977777778,6.22255555555,10.592,5.41666666667,16.5316666666,7.31577777778
377.26,7.55377777778,16.1667777778,7.50733333333,8.61555555555,5.01055555556,6.36955555556,10.7313333333,5.50855555556,16.6028888889,7.41333333333
377.63,7.59899999999,16.2644444444,7.55833333333,8.71255555555,5.07955555556,6.38622222222,10.8326666667,5.54344444445,16.6444444444,7.51633333333
377.99,7.80744444443,16.4297777778,7.742,8.89677777779,5.28366666667,6.56477777778,10.9305555556,5.69744444445,16.7743333333,7.717
378.35,7.833,16.5396666667,7.75088888889,8.93322222223,5.28766666667,6.56966666667,10.9468888889,5.71244444444,16.8112222222,7.67622222222
378.71,7.85122222221,16.5265555556,7.77555555556,8.952,5.27044444444,6.54711111111,10.9376666667,5.72033333333,16.7993333333,7.64155555556
379.07,7.93833333332,16.6047777778,7.79255555555,8.97888888888,5.30877777778,6.52477777778,10.9937777778,5.80255555556,16.8172222222,7.722
379.44,8.09677777778,16.7176666666,7.97844444444,9.15655555557,5.438,6.69455555556,11.164,5.971,17.0613333333,7.84333333333
379.80,8.13333333335,16.7315555556,7.954,9.22177777779,5.41322222222,6.66644444444,11.1701111111,5.97522222222,17.0963333333,7.776
380.16,8.16255555557,16.7714444445,8.01222222222,9.26999999999,5.43477777778,6.71988888889,11.2373333333,6.01055555556,17.069,7.85522222222
380.52,8.04955555557,16.7666666667,7.90122222222,9.26455555557,5.33833333334,6.66666666667,11.2331111111,5.89344444444,16.9898888889,7.75688888889
380.88,7.97966666667,16.7755555556,7.78544444444,9.1888888889,5.26844444445,6.54933333333,11.1366666667,5.77955555556,16.8724444444,7.63744444444
381.24,8.10333333333,16.8227777778,7.83533333333,9.29844444446,5.37277777778,6.58866666667,11.1362222222,5.905,16.9921111111,7.72733333333
381.61,8.16033333332,16.8787777778,7.87588888889,9.3748888889,5.41688888889,6.64477777778,11.1204444445,5.98577777778,16.9902222222,7.72655555556
381.97,8.14277777779,16.8252222222,7.85133333333,9.36222222221,5.35733333333,6.626,11.0747777778,5.95877777778,16.9726666667,7.68177777778
382.33,8.1548888889,16.8111111111,7.81677777778,9.39766666667,5.36877777778,6.54844444444,11.0363333333,5.96544444445,16.9974444444,7.67544444444
382.69,8.19111111111,16.9092222222,7.79622222222,9.48211111111,5.39788888889,6.63455555556,11.0838888889,5.96855555555,17.0738888889,7.72688888889
383.05,8.15144444445,16.9733333333,7.82633333333,9.46088888888,5.41855555555,6.69022222222,11.0476666667,5.96288888889,17.0181111111,7.72133333333
383.41,7.96322222221,16.8144444444,7.64855555555,9.25200000001,5.24888888889,6.48233333334,10.8616666667,5.78833333333,16.7836666667,7.544
383.77,8.00166666667,16.8944444445,7.71655555556,9.27022222222,5.31922222222,6.55511111111,10.8955555556,5.84611111111,16.8266666667,7.58377777778
384.14,8.11222222221,17.0337777778,7.79344444444,9.30233333334,5.38311111111,6.63966666667,10.9836666667,5.91077777778,16.9074444444,7.65333333333
384.50,8.2911111111,17.2336666667,7.96288888889,9.4598888889,5.57544444445,6.77911111111,11.1436666667,6.11088888889,17.0753333333,7.82433333333
384.86,8.41977777778,17.3805555556,8.16555555556,9.62244444445,5.77688888889,6.94722222222,11.2833333333,6.287,17.2561111111,7.96966666667
385.22,8.342,17.348,8.11966666667,9.60055555553,5.75322222222,6.87466666667,11.2154444444,6.17044444445,17.1995555556,7.93
385.58,8.324,17.3826666667,8.12322222222,9.56855555557,5.79033333333,6.89811111111,11.2316666667,6.143,17.2671111111,7.94288888889
385.94,8.29477777777,17.4097777778,8.09177777778,9.58144444444,5.76244444444,6.83833333333,11.2236666667,6.124,17.2441111111,7.915
386.30,8.40511111112,17.5687777778,8.19966666667,9.6672222222,5.86766666667,7.00144444444,11.3264444444,6.18955555555,17.2767777778,7.97944444444
386.66,8.43799999999,17.5918888889,8.31622222222,9.69244444443,5.957,7.00444444444,11.313,6.29088888889,17.2472222222,8.00744444444
387.03,8.4528888889,17.619,8.28133333333,9.72988888889,5.961,6.96511111111,11.2992222222,6.28922222222,17.3025555556,7.95611111111
387.39,8.528,17.7854444445,8.29288888889,9.77844444444,5.98777777778,6.98766666667,11.3,6.35311111111,17.3841111111,7.99422222222
387.75,8.54633333334,17.8665555556,8.30555555555,9.79022222221,5.99444444445,6.968,11.3255555556,6.338,17.4091111111,8.00122222222
388.11,8.41844444443,17.7551111111,8.244,9.72544444444,5.91944444445,6.85844444444,11.2041111111,6.274,17.3563333334,7.84955555556
388.47,8.32577777777,17.6765555556,8.17,9.63622222221,5.82177777778,6.77688888889,11.1187777778,6.161,17.2815555556,7.70211111111
