wavelength,Back_SpoLeuf,Belly_SpoLeuf,Breast_SpoLeuf,Crissum_SpoLeuf,Crown_SpoLeuf,DorTail_SpoLeuf,Patch10_SpoLeuf,Rump_SpoLeuf,Throat_SpoLeuf,WingTip_SpoLeuf
534.87,11.1547777778,38.2747777778,19.091,22.4116666667,9.45955555557,8.55222222222,17.5726666667,10.4594444444,29.4643333334,9.97622222223
535.21,11.1672222222,38.3075555555,19.1222222222,22.4565555556,9.48177777778,8.55444444445,17.5801111111,10.4727777778,29.4801111111,9.99666666668
535.56,11.2134444444,38.3777777778,19.216,22.539,9.53733333333,8.597,17.6577777778,10.5471111111,29.5491111111,10.0458888889
535.90,11.2724444444,38.5035555556,19.3141111111,22.6523333334,9.58566666668,8.64588888888,17.7388888889,10.6105555555,29.6468888889,10.1261111111
536.25,11.2327777778,38.5325555555,19.3267777778,22.6426666667,9.54000000001,8.59066666668,17.7102222222,10.5788888889,29.6447777778,10.0862222222
536.59,11.2415555555,38.6003333333,19.4032222222,22.6868888889,9.55444444445,8.58544444445,17.7497777778,10.5997777778,29.7052222222,10.0968888889
536.93,11.2437777778,38.6333333333,19.4474444444,22.7082222222,9.5661111111,8.57944444445,17.7717777778,10.6096666667,29.7241111111,10.1108888889
537.28,11.2763333333,38.6871111111,19.5085555555,22.7523333333,9.60744444444,8.59555555554,17.8123333333,10.6208888889,29.7391111111,10.1507777778
537.62,11.3212222222,38.7707777778,19.554,22.7873333333,9.62922222221,8.61566666666,17.8851111111,10.6431111111,29.7971111111,10.1778888889
537.97,11.3082222222,38.7915555556,19.5768888889,22.7921111111,9.63844444443,8.62066666667,17.8974444444,10.633,29.8044444445,10.1597777778
538.31,11.2637777778,38.7916666667,19.5725555556,22.7782222222,9.61877777778,8.57333333333,17.8683333333,10.6117777778,29.7695555556,10.0884444445
538.65,11.3202222222,38.8274444444,19.6421111111,22.8707777778,9.66355555557,8.63466666668,17.9264444444,10.6486666667,29.8273333333,10.1323333333
539.00,11.3558888889,38.9236666667,19.6964444445,22.9096666667,9.69922222223,8.67044444443,17.9794444444,10.6756666667,29.8835555556,10.1528888889
539.34,11.3293333333,38.9304444444,19.6563333334,22.9044444445,9.6738888889,8.64466666668,17.9435555555,10.6474444444,29.8667777778,10.1166666667
539.69,11.2912222222,38.9123333333,19.6147777778,22.8685555556,9.62755555557,8.59300000001,17.8991111111,10.5961111111,29.8367777778,10.0554444444
540.03,11.3116666667,38.942,19.6297777778,22.9125555555,9.6351111111,8.61022222221,17.9181111111,10.6116666667,29.8571111111,10.0504444444
540.37,11.281,38.8887777778,19.5932222222,22.9058888889,9.60333333333,8.59766666668,17.8867777778,10.5855555556,29.7992222222,10.0161111111
540.72,11.2585555555,38.8917777778,19.5851111111,22.8998888889,9.58788888889,8.57622222221,17.8601111111,10.5674444444,29.7842222222,9.98755555554
541.06,11.2403333333,38.8898888889,19.5953333333,22.904,9.56788888889,8.56777777778,17.8545555556,10.5571111111,29.8016666667,9.96055555556
541.40,11.2336666667,38.9013333333,19.621,22.9307777778,9.57144444446,8.58111111112,17.8508888889,10.5582222222,29.8247777778,9.961
541.75,11.2456666667,38.9354444444,19.6704444445,22.9457777778,9.60111111112,8.58422222223,17.8573333333,10.5752222222,29.8186666667,9.98044444444
542.09,11.296,39.0034444444,19.7595555556,23.0366666667,9.63844444443,8.62655555554,17.9152222222,10.6131111111,29.8724444444,10.0263333333
542.43,11.2756666666,39.049,19.8007777778,23.0527777778,9.63744444446,8.59888888889,17.924,10.6176666667,29.8863333333,10.0278888889
542.78,11.262,39.0628888889,19.8364444444,23.0831111111,9.62355555557,8.57922222221,17.9301111111,10.6334444445,29.9014444444,10.0154444444
543.12,11.289,39.1125555555,19.9412222222,23.1608888889,9.66133333334,8.60388888889,17.9706666667,10.6771111111,29.9478888889,10.0604444444
543.46,11.349,39.1974444445,20.0796666667,23.2724444444,9.75088888888,8.67944444443,18.0621111111,10.7734444444,30.0285555556,10.1211111111
543.81,11.3802222222,39.2765555556,20.1753333333,23.3611111111,9.80855555554,8.72722222221,18.125,10.8268888889,30.1278888889,10.2002222222
544.15,11.4677777778,39.4314444444,20.3281111111,23.4747777778,9.89600000001,8.80522222221,18.2198888889,10.9271111111,30.2904444444,10.283
544.49,11.5436666667,39.5488888889,20.4455555556,23.5975555556,9.96588888889,8.86144444446,18.3155555556,11.0007777778,30.3864444445,10.3425555556
544.84,11.6104444444,39.6821111111,20.5714444444,23.7063333334,10.0342222222,8.9188888889,18.4016666667,11.0896666667,30.4852222222,10.4111111111
545.18,11.6658888889,39.7723333333,20.6602222222,23.7732222222,10.0755555555,8.95733333332,18.4714444444,11.1462222222,30.5307777778,10.4563333333
545.52,11.7224444445,39.8392222222,20.733,23.8705555556,10.1263333333,9.02077777777,18.5413333333,11.2133333333,30.6362222222,10.4918888889
545.87,11.7388888889,39.9038888889,20.7751111111,23.8884444444,10.1517777778,9.03011111112,18.5585555556,11.2232222222,30.6734444444,10.5123333333
546.21,11.7443333334,39.958,20.833,23.9304444444,10.1387777778,9.01133333333,18.5756666667,11.2307777778,30.708,10.4988888889
546.55,11.7605555555,40.0161111111,20.8867777778,23.9878888889,10.16,9.03055555554,18.6274444445,11.2504444444,30.7487777778,10.5341111111
546.90,11.7827777778,40.0955555556,20.9373333333,24.0318888889,10.1965555556,9.05588888889,18.6857777778,11.2654444445,30.793,10.5474444444
547.24,11.7922222222,40.1293333333,21.0044444445,24.0733333333,10.2055555555,9.09177777777,18.7164444444,11.2488888889,30.8418888889,10.5814444445
547.58,11.8228888889,40.1741111111,21.0667777778,24.1192222222,10.217,9.10022222221,18.7607777778,11.2795555556,30.8462222222,10.5616666667
547.92,11.8083333334,40.1968888889,21.083,24.1324444444,10.2034444444,9.05655555557,18.7695555556,11.2716666667,30.8418888889,10.5267777778
548.27,11.7968888889,40.219,21.1125555555,24.1661111111,10.184,9.05377777779,18.7868888889,11.2941111111,30.8753333333,10.5243333333
548.61,11.8056666667,40.2793333333,21.1577777778,24.2248888889,10.2042222222,9.04133333335,18.8255555556,11.3243333333,30.9165555555,10.537
548.95,11.7987777778,40.293,21.2108888889,24.2328888889,10.1873333333,9.00133333333,18.8315555556,11.294,30.956,10.5221111111
549.29,11.8285555555,40.3551111111,21.3062222222,24.3086666667,10.1917777778,8.97166666667,18.8891111111,11.324,31.0258888889,10.5472222222
549.64,11.8292222222,40.3097777778,21.3594444445,24.3085555556,10.1771111111,8.96966666667,18.9257777778,11.357,31.0105555556,10.5281111111
549.98,11.8495555556,40.4022222222,21.4117777778,24.346,10.1873333333,8.99555555554,19.0006666666,11.3756666667,31.0812222222,10.5537777778
550.32,11.8951111111,40.4144444444,21.482,24.4024444444,10.2147777778,8.99955555557,18.9943333333,11.386,31.1113333333,10.5451111111
550.66,11.8933333333,40.3904444444,21.4872222222,24.3928888889,10.1976666667,8.99033333334,18.9513333333,11.3593333333,31.1072222222,10.5281111111
551.01,11.9778888889,40.5131111111,21.5195555556,24.4657777778,10.2297777778,8.99966666666,18.9886666667,11.4053333333,31.1416666667,10.5302222222
551.35,11.8964444444,40.4382222222,21.4981111111,24.4523333333,10.1956666667,8.95944444444,18.9257777778,11.3571111111,31.1336666667,10.4862222222
551.69,11.8803333333,40.4683333334,21.5226666667,24.475,10.1633333333,8.97966666668,18.93,11.328,31.1775555556,10.4723333333
552.03,11.8875555555,40.5422222222,21.5532222222,24.4873333333,10.1608888889,8.98888888888,18.949,11.2892222222,31.2151111111,10.4917777778
552.38,11.8672222222,40.5167777778,21.5681111111,24.4792222222,10.1278888889,8.95922222222,18.9398888889,11.2193333333,31.216,10.4667777778
552.72,11.9112222222,40.6311111111,21.6451111111,24.5525555555,10.1791111111,9.00977777777,19.0165555556,11.2846666667,31.2773333333,10.4925555556
553.06,11.8514444444,40.7108888889,21.645,24.5884444445,10.128,9.00333333332,18.952,11.2128888889,31.2557777778,10.4711111111
553.40,11.8415555555,40.7562222222,21.6898888889,24.6375555556,10.1272222222,8.99233333333,18.9366666667,11.1907777778,31.2984444444,10.4914444444
553.74,11.8623333333,40.6965555556,21.7212222222,24.6891111111,10.1653333334,9.03844444443,18.9388888889,11.2498888889,31.3048888889,10.4962222222
554.09,11.8181111111,40.6994444444,21.6847777778,24.6505555556,10.1254444444,9.02166666665,18.9261111111,11.2176666667,31.2818888889,10.4826666667
554.43,11.8644444444,40.8596666667,21.7753333333,24.7624444444,10.1433333333,9.06744444444,19.0235555555,11.2821111111,31.4094444444,10.5202222222
554.77,11.7984444444,40.8213333334,21.7773333333,24.7794444444,10.1196666667,9.01755555554,19.0246666667,11.2417777778,31.4092222222,10.4811111111
555.11,11.8572222222,40.9721111111,21.8558888889,24.8158888889,10.1156666667,9.01966666667,19.1016666667,11.2621111111,31.5087777778,10.5104444444
555.45,11.9123333333,41.086,21.9561111111,24.9195555556,10.1308888889,9.04322222223,19.1484444444,11.3228888889,31.5646666667,10.569
555.80,11.9973333333,41.2283333333,22.0615555556,25.0746666667,10.191,9.09788888888,19.2528888889,11.4081111111,31.6866666667,10.657
556.14,11.9764444444,41.2281111111,22.0686666667,25.0726666666,10.1625555555,9.1111111111,19.2437777778,11.3888888889,31.6555555556,10.6258888889
556.48,11.9931111111,41.2666666667,22.0866666666,25.1282222222,10.1653333333,9.1438888889,19.2478888889,11.3982222222,31.7061111111,10.6397777778
556.82,12.074,41.315,22.1387777778,25.1923333334,10.2054444444,9.14955555556,19.3261111111,11.48,31.8062222222,10.6865555556
557.16,12.1303333333,41.432,22.2065555556,25.3082222222,10.2675555556,9.21788888889,19.4106666667,11.5721111111,31.9305555555,10.7182222222
557.50,12.2062222222,41.5866666667,22.2766666667,25.3941111111,10.3002222222,9.25744444446,19.4712222222,11.5928888889,32.0345555555,10.7887777778
557.85,12.2383333333,41.7053333333,22.356,25.4693333333,10.3378888889,9.28522222222,19.5483333333,11.6388888889,32.1304444444,10.797
558.19,12.2493333333,41.7053333333,22.3868888889,25.4786666667,10.3437777778,9.31255555554,19.5252222222,11.6343333333,32.1065555555,10.7808888889
558.53,12.2372222222,41.7378888889,22.4243333333,25.4817777778,10.34,9.32644444444,19.5265555556,11.6701111111,32.1093333334,10.795
558.87,12.2446666667,41.7598888889,22.4295555556,25.5287777778,10.358,9.36277777777,19.5241111111,11.6891111111,32.1006666667,10.8047777778
559.21,12.2175555556,41.7736666667,22.4091111111,25.5072222222,10.3483333333,9.33233333332,19.5325555556,11.6817777778,32.0656666667,10.7813333333
559.55,12.1643333333,41.7063333333,22.3971111111,25.4394444444,10.319,9.29255555554,19.4828888889,11.653,32.0111111111,10.7011111111
559.89,12.1793333333,41.7841111111,22.4387777778,25.527,10.33,9.28577777779,19.4924444445,11.6783333333,32.0837777778,10.726
560.23,12.1673333333,41.7788888889,22.4495555555,25.5771111111,10.303,9.24777777779,19.4881111111,11.69,32.063,10.7042222222
560.58,12.1805555555,41.779,22.4888888889,25.5827777778,10.3356666667,9.30333333334,19.5302222222,11.7212222222,32.0721111111,10.7062222222
560.92,12.1737777778,41.8398888889,22.5361111111,25.6094444444,10.3217777778,9.32866666668,19.5862222222,11.7336666667,32.1002222222,10.7163333333
561.26,12.1336666667,41.8014444444,22.5611111111,25.618,10.3077777778,9.30311111111,19.5906666667,11.7158888889,32.0452222222,10.6802222222
561.60,12.1702222222,41.8462222222,22.6196666667,25.6754444445,10.333,9.35766666667,19.6034444444,11.7846666667,32.0991111111,10.7483333333
561.94,12.1833333334,41.9501111111,22.6882222222,25.7541111111,10.3667777778,9.36722222222,19.6606666666,11.8158888889,32.2035555555,10.7745555556
562.28,12.2688888889,42.0767777778,22.7858888889,25.8653333333,10.4152222222,9.44400000001,19.7315555556,11.8933333333,32.31,10.8608888889
562.62,12.3998888889,42.2487777778,22.9346666667,26.0303333333,10.5425555556,9.54622222222,19.8655555555,12.0152222222,32.4378888889,10.9804444444
562.96,12.4852222222,42.3176666667,23.0764444444,26.1536666666,10.6458888889,9.63333333334,19.9331111111,12.072,32.5407777778,11.0585555555
563.30,12.4788888889,42.3884444444,23.0747777778,26.1995555556,10.6298888889,9.629,19.9408888889,12.0647777778,32.5582222222,11.053
563.64,12.5457777778,42.4743333333,23.1291111111,26.283,10.7062222222,9.70211111112,20.017,12.149,32.594,11.0951111111
563.99,12.5451111111,42.4991111111,23.1562222222,26.2904444444,10.7184444444,9.73277777779,20.0176666667,12.1386666667,32.6047777778,11.0918888889
564.33,12.524,42.5346666667,23.1556666667,26.3152222222,10.6806666667,9.70133333334,19.997,12.1003333333,32.6045555555,11.05
564.67,12.5363333334,42.6043333333,23.143,26.3653333333,10.6993333333,9.69200000001,19.9482222222,12.0945555555,32.6056666667,11.0517777778
565.01,12.5666666667,42.6957777778,23.1802222222,26.4355555556,10.719,9.74355555557,19.9701111111,12.1472222222,32.6441111111,11.0938888889
565.35,12.5794444445,42.753,23.229,26.5004444445,10.7162222222,9.74600000001,20.0291111111,12.1431111111,32.6623333334,11.0672222222
565.69,12.6093333333,42.7887777778,23.2783333333,26.5657777778,10.7822222222,9.77255555557,20.0805555556,12.2223333333,32.658,11.1144444444
566.03,12.5747777778,42.7695555556,23.266,26.5505555556,10.7682222222,9.74922222223,20.0558888889,12.1918888889,32.5977777778,11.0761111111
566.37,12.5326666667,42.7071111111,23.2401111111,26.5316666667,10.738,9.71644444445,20.0394444444,12.1743333333,32.5407777778,11.0025555556
566.71,12.5012222222,42.7363333333,23.2397777778,26.5482222222,10.7352222222,9.72566666667,20.0341111111,12.2018888889,32.5617777778,11.0038888889
567.05,12.5664444444,42.7504444444,23.3263333333,26.6227777778,10.7908888889,9.80566666668,20.0838888889,12.287,32.6115555555,11.0618888889
567.39,12.557,42.7882222222,23.3593333333,26.657,10.7808888889,9.80588888889,20.1022222222,12.3153333333,32.6235555556,11.0748888889
567.73,12.5833333333,42.8707777778,23.4192222222,26.7265555556,10.8038888889,9.80044444443,20.1384444444,12.3462222222,32.676,11.09
568.07,12.6261111111,42.8911111111,23.4631111111,26.7738888889,10.8526666667,9.84533333332,20.1636666667,12.4117777778,32.6834444445,11.1776666667
568.41,12.6592222222,42.8812222222,23.5311111111,26.8313333334,10.8734444444,9.86911111112,20.1915555555,12.4453333333,32.7063333333,11.2205555556
568.75,12.6982222222,42.927,23.5834444444,26.8968888889,10.9345555556,9.88911111111,20.2408888889,12.4843333333,32.7454444444,11.2811111111
569.09,12.7008888889,42.9464444444,23.6078888889,26.9403333333,10.9775555556,9.87911111111,20.2301111111,12.5012222222,32.7283333333,11.3037777778
569.43,12.7182222222,42.9528888889,23.5873333333,26.972,10.9538888889,9.8838888889,20.2197777778,12.4756666666,32.7434444445,11.279
569.77,12.7241111111,43.0195555555,23.6026666667,27.0271111111,10.9512222222,9.87388888888,20.2416666667,12.5118888889,32.8146666667,11.2864444444
570.11,12.7018888889,43.0655555555,23.622,27.0476666667,10.9498888889,9.87877777777,20.2195555555,12.4938888889,32.8172222222,11.3181111111
570.45,12.7723333333,43.1243333333,23.6381111111,27.1174444445,10.9584444444,9.9031111111,20.2688888889,12.5126666667,32.8392222222,11.3338888889
570.79,12.7583333333,43.1356666667,23.6162222222,27.1321111111,10.9688888889,9.88555555556,20.2397777778,12.4967777778,32.825,11.3348888889
571.13,12.8064444445,43.1477777778,23.646,27.2007777778,11.0291111111,9.93277777779,20.2684444445,12.518,32.8623333334,11.3662222222
571.47,12.819,43.2054444445,23.6718888889,27.2392222222,11.0614444444,9.96066666667,20.2691111111,12.5481111111,32.8742222222,11.3952222222
571.81,12.8197777778,43.2542222222,23.7194444445,27.2767777778,11.0817777778,9.97500000001,20.2994444444,12.5567777778,32.9056666667,11.3716666667
572.15,12.8612222222,43.3432222222,23.758,27.3131111111,11.1314444444,10.0275555556,20.3563333333,12.6096666667,32.9488888889,11.3832222222
572.49,12.7966666667,43.353,23.6858888889,27.2728888889,11.061,9.97766666667,20.2894444444,12.5863333333,32.9328888889,11.295
572.83,12.8335555556,43.4457777778,23.7375555556,27.3116666667,11.0576666667,10.0112222222,20.3268888889,12.6204444444,32.9981111111,11.3181111111
573.17,12.8331111111,43.5213333333,23.8074444445,27.3524444444,11.0788888889,10.0346666667,20.3527777778,12.633,33.046,11.3635555556
573.51,12.9037777778,43.5632222222,23.8964444445,27.4475555556,11.1642222222,10.1098888889,20.4004444444,12.6982222222,33.078,11.4328888889
573.85,12.9533333333,43.668,23.9865555556,27.5206666667,11.2085555556,10.1475555556,20.4921111111,12.759,33.1686666667,11.4776666667
574.19,12.9252222222,43.7211111111,24.0295555556,27.5636666667,11.2142222222,10.1038888889,20.4955555556,12.76,33.174,11.4428888889
574.53,12.9331111111,43.8168888889,24.1288888889,27.6586666667,11.2621111111,10.1445555556,20.5635555556,12.827,33.2284444444,11.4885555555
574.87,12.8711111111,43.8506666667,24.1302222222,27.6162222222,11.1835555556,10.0788888889,20.511,12.7932222222,33.1764444444,11.4388888889
575.21,12.8362222222,43.8398888889,24.1224444444,27.5975555556,11.1571111111,10.0493333333,20.5021111111,12.7861111111,33.144,11.3947777778
575.55,12.8543333334,43.8994444444,24.1686666667,27.6697777778,11.1644444444,10.0473333333,20.5278888889,12.8244444445,33.1762222222,11.4364444445
575.89,12.8134444444,43.8736666667,24.1623333333,27.7097777778,11.1482222222,10.0091111111,20.5261111111,12.8043333333,33.1478888889,11.4183333333
576.22,12.8596666667,43.9063333333,24.3068888889,27.7938888889,11.2262222222,10.064,20.604,12.8226666667,33.2173333333,11.493
576.56,12.8612222222,43.8846666667,24.3253333333,27.8613333333,11.2841111111,10.1098888889,20.6134444444,12.8534444445,33.1995555556,11.535
576.90,12.85,43.8558888889,24.2907777778,27.8561111111,11.2318888889,10.0697777778,20.6176666667,12.845,33.1367777778,11.4914444445
577.24,12.8162222222,43.8807777778,24.311,27.8587777778,11.2035555555,10.0128888889,20.6142222222,12.8333333334,33.146,11.4624444445
577.58,12.8647777778,43.9048888889,24.3514444445,27.9324444444,11.2395555555,10.0366666667,20.6302222222,12.9007777778,33.1805555556,11.4843333333
577.92,12.888,43.8794444445,24.36,27.9145555556,11.267,10.1114444444,20.6523333333,12.9438888889,33.1775555555,11.5167777778
578.26,12.8666666667,43.8345555555,24.3641111111,27.8925555556,11.2157777778,10.0355555556,20.6287777778,12.8732222222,33.1384444445,11.459
578.60,12.959,43.9242222222,24.548,28.0146666667,11.3586666667,10.1221111111,20.7662222222,12.9872222222,33.3271111111,11.5592222222
578.94,13.079,44.0573333333,24.7214444444,28.169,11.4671111111,10.2091111111,20.8962222222,13.0993333333,33.4623333333,11.6792222222
579.28,13.11,44.1641111111,24.8397777778,28.2567777778,11.5315555555,10.2575555556,20.9696666667,13.1594444444,33.5325555556,11.7438888889
579.61,13.1586666667,44.195,24.9321111111,28.2505555556,11.5752222222,10.2825555556,21.0303333333,13.1871111111,33.5755555555,11.7873333333
579.95,13.1792222222,44.1935555556,24.9748888889,28.3088888889,11.5857777778,10.2838888889,21.0532222222,13.2254444444,33.5698888889,11.746
580.29,13.1977777778,44.3435555555,25.1132222222,28.3773333333,11.6002222222,10.2985555555,21.1457777778,13.2572222222,33.6872222222,11.7591111111
580.63,13.2074444444,44.3518888889,25.2417777778,28.4573333333,11.6828888889,10.3215555556,21.1882222222,13.3205555556,33.7491111111,11.7803333333
580.97,13.1958888889,44.3867777778,25.253,28.5038888889,11.6997777778,10.3344444444,21.2554444444,13.3506666667,33.7354444444,11.7747777778
581.31,13.1541111111,44.3503333333,25.2324444444,28.4595555556,11.6481111111,10.2807777778,21.2043333333,13.2912222222,33.6706666667,11.7197777778
581.65,13.1461111111,44.365,25.3008888889,28.49,11.6655555555,10.2615555556,21.1972222222,13.2625555555,33.7058888889,11.7528888889
581.98,13.2038888889,44.4946666666,25.4081111111,28.5905555556,11.7072222222,10.3307777778,21.306,13.3435555556,33.8068888889,11.8138888889
582.32,13.2247777778,44.5773333333,25.4232222222,28.6548888889,11.6881111111,10.3471111111,21.3236666667,13.3657777778,33.7973333333,11.8202222222
582.66,13.1035555556,44.4954444444,25.3466666667,28.5773333333,11.5753333334,10.272,21.2447777778,13.2747777778,33.6805555556,11.7596666667
583.00,13.0826666667,44.424,25.3273333333,28.5811111111,11.5572222222,10.2916666667,21.2437777778,13.2502222222,33.6346666667,11.7083333333
583.34,13.0392222222,44.4726666667,25.3592222222,28.5957777778,11.5073333333,10.271,21.2478888889,13.2588888889,33.6526666667,11.693
583.68,13.0352222222,44.5691111111,25.4032222222,28.6584444445,11.5235555556,10.2626666667,21.3144444444,13.2906666667,33.7062222222,11.7367777778
584.01,13.015,44.4863333333,25.3637777778,28.6436666667,11.4823333334,10.2156666667,21.3052222222,13.2624444445,33.6777777778,11.697
584.35,13.0331111111,44.5177777778,25.3578888889,28.6158888889,11.4707777778,10.2217777778,21.3284444445,13.2395555556,33.6855555556,11.7346666667
584.69,13.0646666667,44.4426666667,25.3752222222,28.6087777778,11.4598888889,10.2378888889,21.3114444445,13.1966666667,33.686,11.7458888889
585.03,13.0877777778,44.4663333333,25.4592222222,28.6735555555,11.4732222222,10.2737777778,21.3907777778,13.2147777778,33.7352222222,11.7851111111
585.37,13.0683333333,44.4798888889,25.4648888889,28.6865555555,11.4831111111,10.2321111111,21.4037777778,13.2396666667,33.743,11.7493333334
585.70,13.0527777778,44.4957777778,25.4441111111,28.6714444445,11.4893333333,10.228,21.4121111111,13.2397777778,33.7305555556,11.7357777778
586.04,13.0127777778,44.4301111111,25.4271111111,28.6533333333,11.4723333333,10.1761111111,21.4361111111,13.2051111111,33.6646666667,11.7341111111
586.38,13.0606666667,44.496,25.486,28.7556666667,11.5567777778,10.244,21.4938888889,13.2404444444,33.7562222222,11.7613333333
586.72,13.0862222222,44.6172222222,25.5714444444,28.7638888889,11.5957777778,10.2185555555,21.5302222222,13.2582222222,33.8497777778,11.8127777778
587.06,13.1316666667,44.7124444444,25.6074444444,28.8512222222,11.6371111111,10.2242222222,21.5517777778,13.2497777778,33.9301111111,11.8301111111
587.39,13.176,44.6834444445,25.611,28.8261111111,11.6575555556,10.2806666667,21.5231111111,13.2513333333,33.9402222222,11.8567777778
587.73,13.2398888889,44.6515555556,25.5852222222,28.7982222222,11.7092222222,10.2964444444,21.4754444444,13.256,33.9036666667,11.9001111111
588.07,13.2885555555,44.6938888889,25.6356666667,28.8661111111,11.8063333333,10.3235555556,21.4943333333,13.3452222222,33.9392222222,11.945
588.41,13.3368888889,44.8567777778,25.7142222222,28.9348888889,11.8491111111,10.3316666667,21.5168888889,13.3791111111,34.0575555556,11.9965555555
588.74,13.2892222222,44.8567777778,25.7034444445,28.8693333333,11.8341111111,10.2983333333,21.4913333333,13.3585555556,34.0597777778,12.0033333333
589.08,13.3307777778,44.8822222222,25.7323333333,28.9507777778,11.8423333333,10.3172222222,21.5271111111,13.3838888889,34.084,12.0472222222
589.42,13.3758888889,44.9004444445,25.7764444445,28.9997777778,11.889,10.3433333333,21.5223333333,13.3775555555,34.1414444444,12.0916666667
589.76,13.3438888889,44.9143333333,25.7275555556,28.9855555556,11.8673333333,10.3346666667,21.4526666667,13.3424444445,34.1612222222,12.0575555555
590.09,13.3527777778,44.8668888889,25.7154444444,28.9165555556,11.8641111111,10.3333333333,21.4278888889,13.3497777778,34.1676666667,12.0396666666
590.43,13.284,44.7901111111,25.5983333333,28.8587777778,11.7773333333,10.2832222222,21.3295555556,13.2527777778,34.0526666667,11.9206666667
590.77,13.3212222222,44.8348888889,25.6784444444,28.892,11.823,10.3196666667,21.3891111111,13.3458888889,34.1133333333,11.9814444445
591.11,13.324,44.8738888889,25.7426666667,28.9312222222,11.8123333333,10.2991111111,21.4051111111,13.3321111111,34.1107777778,11.9686666666
591.44,13.2906666667,44.9436666667,25.8038888889,28.9963333333,11.7861111111,10.3213333333,21.4514444444,13.3548888889,34.1653333333,11.9807777778
591.78,13.2773333333,45.0324444444,25.8747777778,29.0461111111,11.7256666667,10.3228888889,21.5131111111,13.2824444444,34.2227777778,11.9462222222
592.12,13.2486666667,44.9854444444,25.8886666666,29.0091111111,11.7065555556,10.3213333333,21.5143333333,13.2463333333,34.1964444444,11.894
592.46,13.3026666667,45.1035555555,25.9705555556,29.147,11.7474444445,10.362,21.5585555556,13.2885555555,34.2724444444,11.9075555556
592.79,13.4047777778,45.2917777778,26.1312222222,29.262,11.834,10.4876666667,21.6817777778,13.401,34.3777777778,12.0155555555
593.13,13.4746666667,45.3477777778,26.199,29.3183333333,11.8774444445,10.5517777778,21.7336666667,13.4893333333,34.4354444444,12.0488888889
593.47,13.5758888889,45.4136666667,26.2663333333,29.3935555556,11.9382222222,10.5966666667,21.8155555556,13.5328888889,34.481,12.0795555556
593.80,13.6442222222,45.4827777778,26.3292222222,29.487,11.9541111111,10.5892222222,21.877,13.5883333333,34.5258888889,12.1047777778
594.14,13.7303333333,45.6257777778,26.4273333333,29.6081111111,12.0163333333,10.6757777778,21.9826666667,13.6811111111,34.6761111111,12.1671111111
594.48,13.6652222222,45.5034444445,26.324,29.529,11.9223333334,10.5882222222,21.8767777778,13.558,34.52,12.0296666667
594.81,13.6538888889,45.5165555555,26.2683333333,29.478,11.9146666667,10.574,21.9024444445,13.5434444444,34.5053333333,12.0522222222
595.15,13.7447777778,45.5971111111,26.3185555555,29.547,11.9934444445,10.5875555555,21.9446666666,13.5922222222,34.5728888889,12.0953333333
595.49,13.8047777778,45.6344444444,26.3365555555,29.5605555555,11.9998888889,10.6225555556,21.9071111111,13.63,34.6178888889,12.1134444445
595.82,13.8154444444,45.6625555556,26.2958888889,29.6081111111,11.9751111111,10.5963333333,21.9051111111,13.6184444445,34.6022222222,12.0957777778
596.16,13.7721111111,45.5803333333,26.2054444444,29.5243333333,11.9013333333,10.5527777778,21.8412222222,13.5597777778,34.531,12.0323333333
596.50,13.7354444444,45.4478888889,26.0862222222,29.4552222222,11.8308888889,10.4781111111,21.7606666667,13.4467777778,34.4734444444,11.9468888889
596.83,13.6856666667,45.424,26.0738888889,29.4547777778,11.7971111111,10.429,21.7301111111,13.382,34.4171111111,11.8633333333
597.17,13.6796666667,45.4378888889,26.1343333333,29.4806666667,11.7535555555,10.4125555556,21.7387777778,13.3664444445,34.471,11.8402222222
597.51,13.6605555556,45.5387777778,26.1935555555,29.5496666667,11.7757777778,10.4007777778,21.7841111111,13.3222222222,34.5487777778,11.8574444444
597.84,13.5955555555,45.4301111111,26.1531111111,29.4895555556,11.6844444444,10.2917777778,21.7286666667,13.2394444444,34.4912222222,11.7935555556
598.18,13.5756666666,45.4631111111,26.1887777778,29.5111111111,11.6557777778,10.2776666667,21.7407777778,13.2242222222,34.5494444444,11.7666666667
598.52,13.6192222222,45.5924444445,26.3196666667,29.6378888889,11.692,10.3292222222,21.7537777778,13.2732222222,34.7105555555,11.757
598.85,13.5824444444,45.6252222222,26.3833333333,29.67,11.6758888889,10.357,21.7935555556,13.2263333333,34.7667777778,11.7335555555
599.19,13.5498888889,45.5484444444,26.3791111111,29.6764444445,11.6418888889,10.328,21.8063333333,13.2072222222,34.7441111111,11.7041111111
599.53,13.5543333333,45.5991111111,26.5201111111,29.7078888889,11.6462222222,10.3628888889,21.8542222222,13.2715555555,34.8275555555,11.7686666667
599.86,13.6286666667,45.6883333333,26.6487777778,29.828,11.7312222222,10.4407777778,21.956,13.3593333333,34.9037777778,11.818
600.20,13.6855555555,45.8392222222,26.8144444445,29.9348888889,11.8023333333,10.5228888889,22.0613333333,13.4532222222,35.0347777778,11.9266666666
600.53,13.711,45.9025555556,26.8277777778,29.9654444444,11.7937777778,10.5652222222,22.0986666667,13.4803333333,35.1004444444,11.9614444444
600.87,13.7736666667,45.9212222222,26.7976666667,29.9662222222,11.8627777778,10.6636666667,22.132,13.5506666667,35.0627777778,12.02
