wavelength,Back_DolFrim,Belly_DolFrim,Breast_DolFrim,Crissum_DolFrim,Crown_DolFrim,DorTail_DolFrim,Patch10_DolFrim,Rump_DolFrim,Throat_DolFrim,WingTip_DolFrim
376.54,3.84266666667,24.8815833334,21.586,21.2776666666,11.393,5.69166666667,18.591,3.30733333333,22.6388333334,4.63883333334
376.90,3.86566666666,24.9338333334,21.5466666667,21.1743333333,11.3925,5.59,18.6306666667,3.2905,22.5746666667,4.61483333333
377.26,3.8115,24.9960833334,21.4648333334,21.2573333334,11.455,5.57733333333,18.658,3.1995,22.573,4.59016666667
377.63,3.931,25.109,21.5323333334,21.4388333334,11.5598333333,5.73516666667,18.8316666667,3.259,22.7513333334,4.687
377.99,3.83866666667,25.0449166667,21.3831666666,21.3376666667,11.503,5.52833333333,18.7673333333,3.05716666667,22.6793333334,4.594
378.35,3.792,25.1361666666,21.4666666666,21.4141666666,11.4896666667,5.49983333334,18.8461666666,3.06783333333,22.7951666667,4.52716666667
378.71,3.852,25.1389166667,21.6366666667,21.4533333333,11.5766666667,5.50983333334,19.007,3.0695,22.8186666666,4.49783333334
379.07,3.70983333334,25.0570833334,21.5271666667,21.4053333334,11.4456666667,5.39966666667,18.885,2.88116666667,22.7216666667,4.30783333333
379.44,3.65066666666,25.1010833334,21.4511666666,21.3868333333,11.2256666667,5.34166666667,18.7585,2.77733333334,22.6795,4.22983333333
379.80,3.6465,25.1799166667,21.6406666666,21.3363333333,11.1723333333,5.3515,18.7971666666,2.68216666667,22.627,4.2295
380.16,3.47883333333,25.02675,21.5348333334,21.3708333333,10.9933333333,5.152,18.5941666666,2.50416666667,22.508,4.08683333333
380.52,3.3605,24.9579166667,21.5385,21.1413333333,10.8848333333,5.1145,18.518,2.401,22.4391666667,3.99283333333
380.88,3.41033333334,24.9889166666,21.639,21.2821666666,10.9853333333,5.23416666667,18.61,2.42666666667,22.5166666666,4.022
381.24,3.357,24.9570833333,21.6591666667,21.1633333334,10.9543333333,5.151,18.5461666667,2.3845,22.5335,3.92233333333
381.61,3.19233333334,24.876,21.6476666667,21.0268333333,10.7808333333,4.97716666667,18.3671666667,2.22783333333,22.36,3.76083333333
381.97,3.345,25.0356666667,21.894,21.169,10.8631666667,5.1705,18.4473333334,2.4545,22.612,3.88183333333
382.33,3.4245,25.2271666666,22.0763333334,21.2443333333,11.0071666667,5.30633333334,18.5675,2.58233333333,22.7206666666,3.99766666667
382.69,3.56383333334,25.449,22.3511666667,21.4763333333,11.2538333333,5.46983333333,18.703,2.77516666667,22.8548333334,4.174
383.05,3.84516666667,25.6461666667,22.6508333334,21.5676666666,11.4723333333,5.63483333333,18.8431666666,2.97266666666,23.0186666667,4.442
383.41,3.90433333333,25.7315,22.7695,21.6435,11.6733333333,5.68866666667,19.0046666667,2.99983333333,23.1118333333,4.48816666667
383.77,3.92233333333,25.7328333334,22.742,21.7615,11.636,5.659,18.956,2.99266666667,23.157,4.50266666667
384.14,3.96666666667,25.8510833333,22.8945,21.7375,11.8163333333,5.66666666666,19.1098333333,3.02316666667,23.1965,4.468
384.50,3.96066666667,25.9235833334,22.9436666666,21.8336666667,11.8221666667,5.63533333333,19.1396666667,3.04066666666,23.2631666667,4.50766666667
384.86,3.85783333333,25.9041666666,22.8973333333,21.841,11.6978333333,5.4325,19.018,2.949,23.2571666667,4.4895
385.22,3.944,26.03175,23.0515,22.072,11.7605,5.5155,19.1581666667,3.00883333333,23.4271666667,4.6515
385.58,3.9275,26.04625,23.0821666667,22.0673333333,11.8206666667,5.4615,19.227,3.031,23.4618333334,4.65833333334
385.94,3.82616666667,26.005,22.967,22.103,11.7131666667,5.39616666666,19.24,2.95016666666,23.395,4.54383333333
386.30,3.75666666667,25.9425833334,22.7795,22.1106666666,11.625,5.287,19.1826666667,2.85416666666,23.2625,4.4615
386.66,3.64566666667,25.9150833333,22.7176666667,22.0958333334,11.5315,5.17216666666,19.1703333334,2.777,23.3571666667,4.41466666667
387.03,3.57816666667,25.9845,22.7833333334,22.1835,11.4986666667,5.10083333334,19.1701666667,2.738,23.3996666667,4.3175
387.39,3.6125,26.0755,22.8585,22.2603333333,11.535,5.11016666667,19.2545,2.764,23.4621666667,4.29483333334
387.75,3.67283333333,26.1475833333,22.9625,22.3335,11.5976666667,5.1515,19.3415,2.80983333333,23.4995,4.31016666666
388.11,3.8065,26.3441666667,23.0405,22.481,11.6471666667,5.276,19.4546666666,2.91783333334,23.6493333333,4.43083333334
388.47,3.9065,26.5350833334,23.2856666667,22.6565,11.8001666667,5.40816666667,19.6538333334,3.01283333334,23.7703333333,4.5215
388.83,4.00216666667,26.7163333334,23.5273333334,22.7975,11.9633333333,5.58416666667,19.7963333333,3.15116666667,23.8501666666,4.59033333333
389.19,3.99366666667,26.7936666666,23.5398333333,22.785,11.9406666667,5.6,19.8251666666,3.13266666667,23.9021666667,4.5745
389.55,4.05833333333,26.9788333333,23.5903333333,22.9343333333,11.9608333333,5.64283333334,19.8468333333,3.13266666667,23.9848333334,4.5995
389.91,3.98933333333,27.1161666667,23.7431666666,22.9323333334,11.9855,5.6025,19.8381666667,3.0265,23.9833333334,4.5665
390.27,4.05483333333,27.2589166667,23.901,23.0556666666,12.0245,5.71733333333,19.9226666667,3.08,24.1838333333,4.61383333333
390.63,4.16716666667,27.4825833334,23.9708333334,23.1313333333,12.0611666667,5.90433333333,19.9685,3.167,24.2685,4.66216666666
391.00,4.1355,27.5096666666,23.9728333333,23.1558333334,12.0626666667,5.9055,20.0153333333,3.1775,24.3248333333,4.64766666666
391.36,4.01383333334,27.4920833333,24.0281666667,23.0943333334,11.9631666667,5.82833333334,19.8925,3.079,24.265,4.61333333333
391.72,3.917,27.514,24.0835,23.1418333334,11.9255,5.80466666666,19.8821666667,3.01016666666,24.281,4.576
392.08,3.8825,27.55575,24.1146666667,23.1381666667,11.8873333333,5.7825,19.837,2.9575,24.2595,4.55283333333
392.44,3.9315,27.6394166666,24.152,23.2381666667,11.869,5.853,19.8256666667,3.01866666667,24.3613333334,4.54933333334
392.80,3.86133333333,27.6520833333,24.0785,23.1741666667,11.789,5.75116666667,19.7811666667,2.93066666667,24.3596666666,4.44883333334
393.16,3.83616666667,27.7308333333,24.1395,23.235,11.851,5.70183333334,19.8243333334,2.96233333333,24.3423333333,4.442
393.52,3.795,27.7488333333,24.2005,23.234,11.8745,5.66916666667,19.8446666666,2.97333333333,24.4418333333,4.43533333334
393.88,3.91466666667,27.7971666666,24.2711666667,23.3328333333,12.0028333333,5.72716666667,19.9818333333,3.1115,24.6113333334,4.515
394.24,3.84533333334,27.80325,24.3291666666,23.3205,12.0475,5.66233333333,19.946,3.116,24.6256666666,4.49116666667
394.60,3.77016666667,27.7369166666,24.352,23.3163333333,12.1036666667,5.576,19.9496666666,3.085,24.5918333334,4.469
394.96,3.67466666666,27.6990833333,24.2631666667,23.2503333333,11.9913333333,5.48433333333,19.892,2.983,24.5136666666,4.40733333333
395.32,3.8225,27.8125833333,24.2506666666,23.3925,12.1555,5.621,20.0216666666,3.11666666667,24.6231666667,4.49233333333
395.68,3.86216666667,27.9409166666,24.291,23.4038333334,12.1838333333,5.6045,20.0806666667,3.14033333333,24.744,4.551
396.04,3.88266666667,28.0109166667,24.2963333333,23.453,12.1886666667,5.60166666667,20.0758333333,3.2085,24.8316666667,4.62033333333
396.40,3.82016666667,28.0063333333,24.2938333334,23.4325,12.1931666667,5.4795,20.1176666667,3.1255,24.8705,4.62483333333
396.76,3.86083333333,28.0545833334,24.3821666667,23.5673333333,12.2861666667,5.5475,20.1885,3.20533333333,24.9895,4.693
397.12,3.86666666667,28.0720833334,24.3885,23.5793333334,12.2531666667,5.56816666667,20.1761666666,3.15383333333,25.0136666667,4.64016666666
397.48,3.97,28.1783333334,24.4716666667,23.743,12.373,5.67583333333,20.3238333334,3.286,25.0218333333,4.74566666667
397.84,3.977,28.31675,24.5863333333,23.8176666666,12.4031666667,5.708,20.3713333334,3.35133333333,25.013,4.80083333333
398.20,4.02283333333,28.45975,24.671,23.8683333334,12.3975,5.71966666667,20.4506666667,3.35116666666,25.1285,4.823
398.56,4.03433333333,28.4588333334,24.7185,23.9166666667,12.3576666667,5.6865,20.4568333334,3.347,25.1398333333,4.78766666667
398.92,4.04233333333,28.5280833333,24.7856666667,23.9293333334,12.3843333333,5.61783333333,20.4566666667,3.341,25.1673333334,4.74633333334
399.28,3.912,28.49075,24.8453333333,23.8603333333,12.2763333333,5.536,20.3941666667,3.2945,25.1611666666,4.65566666667
399.64,3.96816666666,28.5160833334,24.9571666667,23.9781666666,12.3816666667,5.57516666666,20.4588333334,3.38633333333,25.2113333333,4.65683333333
400.00,3.94683333333,28.514,24.9933333334,24.0243333334,12.4358333333,5.537,20.5131666667,3.36316666667,25.2121666666,4.604
400.36,3.9425,28.6336666667,25.028,24.0595,12.4373333333,5.58916666666,20.5008333334,3.38283333333,25.2348333333,4.6195
400.72,3.93533333333,28.7876666667,25.1146666667,24.0771666667,12.403,5.57783333333,20.5698333333,3.35716666666,25.2846666666,4.633
401.08,3.9725,28.8246666666,25.2748333333,24.1621666667,12.4715,5.61216666667,20.6438333334,3.41166666666,25.4441666666,4.69016666667
401.44,3.96183333333,28.8146666666,25.2931666667,24.1616666666,12.429,5.58566666667,20.6213333333,3.36533333333,25.5573333334,4.64783333333
401.80,3.9275,28.7905,25.2736666667,24.1533333333,12.3798333333,5.49566666667,20.5603333333,3.27566666667,25.5765,4.56683333333
402.16,3.97733333334,28.7785,25.285,24.224,12.3845,5.50316666667,20.5773333333,3.30033333333,25.5566666666,4.57233333334
402.52,4.05433333334,28.9486666666,25.357,24.326,12.4635,5.5425,20.634,3.36716666667,25.6983333333,4.67083333333
402.88,4.19816666667,29.0888333334,25.5858333334,24.4885,12.6305,5.70033333333,20.7696666667,3.5155,25.8781666666,4.82166666667
403.24,4.26533333333,29.2601666667,25.601,24.6183333334,12.7063333333,5.74466666667,20.859,3.552,25.9335,4.86366666666
403.60,4.3185,29.4074166667,25.6271666666,24.6713333333,12.734,5.80866666667,20.9293333334,3.59,25.9946666667,4.922
403.95,4.33966666667,29.5319166666,25.7795,24.7395,12.7335,5.82216666667,21.0115,3.61766666666,26.0538333333,4.956
404.31,4.39833333333,29.61625,25.8836666667,24.8128333333,12.8135,5.81183333334,21.0706666666,3.67233333333,26.115,4.978
404.67,4.40533333334,29.5855833334,25.8561666667,24.8153333334,12.8603333333,5.79766666667,21.0505,3.66483333333,26.0993333333,4.94183333333
405.03,4.42866666667,29.6684166666,25.8853333334,24.839,12.8565,5.77483333333,21.0915,3.72,26.0761666666,4.96466666666
405.39,4.39566666666,29.7723333334,25.996,24.9028333334,12.8478333333,5.77283333333,21.1301666667,3.71133333334,26.1125,4.9545
405.75,4.41616666666,29.9018333333,26.02,24.9731666667,12.9293333333,5.88,21.225,3.7745,26.2425,5.05466666667
406.11,4.43116666667,30.0195,26.1416666666,25.054,13.0548333333,5.916,21.3646666667,3.806,26.2975,5.0975
406.47,4.3375,30.0075833333,26.0848333333,25.0286666667,12.9803333333,5.82566666667,21.3325,3.67733333333,26.2425,4.98033333334
406.83,4.27183333333,30.0495,26.0111666666,25.0583333333,12.8956666667,5.75883333333,21.34,3.6055,26.1916666667,4.90733333333
407.19,4.26083333334,30.0941666667,26.1125,25.1101666667,12.932,5.69283333333,21.3591666667,3.547,26.3093333334,4.89316666666
407.55,4.1595,30.063,26.0721666666,25.078,12.8633333333,5.60766666667,21.2645,3.41016666666,26.2908333334,4.789
407.90,4.12266666667,30.1563333333,26.0811666666,25.1238333333,12.9453333333,5.64866666667,21.3036666667,3.4025,26.3425,4.76616666667
408.26,4.04666666666,30.1641666666,26.1063333334,25.196,12.8978333333,5.60516666667,21.3168333333,3.32566666667,26.3445,4.6875
408.62,4.03533333334,30.2185833334,26.2033333334,25.2685,12.8986666667,5.62466666667,21.3453333333,3.31116666666,26.4001666667,4.68683333333
408.98,3.95983333334,30.2609166667,26.1701666667,25.2928333333,12.9048333333,5.5965,21.326,3.25666666667,26.4163333333,4.63133333333
409.34,3.98,30.316,26.1628333334,25.3186666667,12.9315,5.633,21.3435,3.26916666666,26.4348333333,4.67816666666
409.70,4.01566666667,30.3700833334,26.2953333334,25.3968333333,12.9363333333,5.63133333334,21.3753333333,3.2665,26.44,4.65033333333
410.06,4.009,30.4525833333,26.3288333333,25.4285,12.861,5.63583333334,21.3363333333,3.247,26.5126666666,4.65416666666
410.42,4.123,30.5900833334,26.4986666666,25.5836666667,12.9675,5.765,21.4745,3.3775,26.6953333333,4.78916666667
410.77,4.22466666666,30.7450833333,26.6253333333,25.7373333334,13.1171666667,5.90216666667,21.5903333334,3.49,26.868,4.92
411.13,4.22483333334,30.7029166667,26.5883333334,25.6768333334,13.0908333333,5.93283333333,21.5935,3.5475,26.8346666667,4.955
411.49,4.22,30.7770833333,26.6505,25.7415,13.076,5.93083333333,21.6165,3.59183333333,26.8843333333,4.94016666667
411.85,4.19583333333,30.7016666666,26.701,25.749,12.9931666667,5.83966666666,21.5683333333,3.52883333334,26.8866666667,4.88133333333
412.21,4.20533333334,30.6816666667,26.7046666666,25.7105,13.0201666667,5.86783333333,21.5648333333,3.52866666666,26.9188333334,4.9255
412.57,4.27016666667,30.72475,26.8043333334,25.7555,13.0583333333,5.89483333333,21.5988333334,3.60083333333,26.9801666666,4.99533333334
412.92,4.3255,30.7571666667,26.847,25.8011666666,13.0986666667,5.96733333333,21.642,3.613,26.9936666667,5.00283333334
413.28,4.41933333334,30.7928333333,26.9695,25.8788333334,13.2158333333,6.00866666667,21.7696666667,3.6885,27.0865,5.06716666666
413.64,4.40583333333,30.8205833334,26.9616666666,25.9318333333,13.1935,5.982,21.7673333333,3.69016666667,27.1051666666,5.03133333333
414.00,4.4365,30.919,27.0825,26.0016666666,13.2671666667,6.00466666667,21.8906666666,3.75716666666,27.2236666667,5.05183333333
414.36,4.416,31.0211666667,27.2003333334,26.0718333333,13.2483333333,5.97366666667,21.8921666666,3.772,27.2311666666,5.00833333333
414.72,4.36533333334,30.95425,27.2121666666,26.0428333333,13.2436666667,5.90633333333,21.8958333334,3.718,27.1973333333,4.956
415.07,4.36666666667,31.0984166666,27.3415,26.1223333333,13.2553333333,5.9045,21.936,3.69216666666,27.1998333333,4.92166666667
415.43,4.39183333334,31.196,27.3971666667,26.1611666666,13.3046666667,5.89533333333,21.9893333334,3.70683333334,27.2168333334,4.9615
415.79,4.412,31.3130833334,27.4313333334,26.2325,13.3758333333,5.94366666666,22.0808333334,3.7755,27.3153333333,4.996
416.15,4.435,31.3785,27.4866666667,26.2826666667,13.3921666667,5.9095,22.1371666666,3.80416666667,27.3773333334,5.006
416.51,4.4035,31.48375,27.4625,26.3646666667,13.4511666667,5.88533333333,22.1958333334,3.74766666667,27.4528333334,4.96066666667
416.86,4.3805,31.5360833333,27.5108333333,26.4298333333,13.4548333333,5.85783333333,22.1858333334,3.76333333333,27.4806666667,4.97283333334
417.22,4.3185,31.6005833333,27.5193333333,26.4211666667,13.3866666667,5.80316666667,22.1098333334,3.715,27.4706666667,4.89183333333
417.58,4.301,31.6169166666,27.5308333333,26.3861666666,13.3481666667,5.77316666667,22.069,3.673,27.4516666667,4.88366666667
417.94,4.291,31.5983333333,27.5535,26.356,13.3613333333,5.73233333334,22.0545,3.63566666667,27.4356666667,4.86933333333
418.29,4.26833333333,31.6253333333,27.5446666667,26.3671666667,13.3686666667,5.70233333333,22.0706666667,3.6035,27.4513333333,4.87233333333
418.65,4.24583333333,31.65825,27.5703333333,26.3496666667,13.3408333333,5.659,22.0388333333,3.56166666667,27.46,4.835
419.01,4.2265,31.7418333333,27.6403333334,26.442,13.3655,5.65083333334,22.0706666666,3.541,27.5201666667,4.83616666667
419.37,4.21266666667,31.7695833333,27.7221666666,26.4588333334,13.3931666667,5.64933333333,22.1313333333,3.55116666667,27.5741666667,4.851
419.73,4.21533333333,31.8294166667,27.772,26.4908333333,13.4216666667,5.655,22.1391666666,3.542,27.5938333333,4.86866666667
420.08,4.2175,31.8805,27.7743333334,26.5033333333,13.4398333333,5.67966666666,22.1326666667,3.548,27.5888333334,4.8575
420.44,4.2195,31.9230833334,27.8783333333,26.5771666667,13.4363333333,5.69316666667,22.169,3.57566666667,27.6063333333,4.893
420.80,4.213,31.9795833333,27.9431666667,26.6166666666,13.4365,5.676,22.1955,3.54383333333,27.6713333333,4.892
421.16,4.21516666667,32.02,27.9551666667,26.6388333334,13.4368333333,5.67383333334,22.2076666666,3.552,27.7218333333,4.90416666667
421.51,4.23466666666,32.076,28.0475,26.6916666667,13.5043333333,5.692,22.271,3.57633333334,27.801,4.91916666667
421.87,4.22966666667,32.1064166666,28.0401666667,26.7498333333,13.4841666667,5.69233333334,22.2606666667,3.57316666667,27.8311666667,4.9135
422.23,4.1705,32.0724166666,28.0553333333,26.6898333333,13.4471666667,5.66133333333,22.2141666667,3.52283333333,27.8066666667,4.85333333333
422.58,4.20133333334,32.187,28.12,26.7366666667,13.4528333333,5.707,22.239,3.56916666666,27.8635,4.874
422.94,4.229,32.2243333334,28.1401666666,26.7593333333,13.4703333333,5.73016666666,22.2576666667,3.591,27.9025,4.91533333333
423.30,4.251,32.2675,28.1561666667,26.8038333333,13.4891666667,5.74766666667,22.2588333333,3.59233333334,27.921,4.91566666667
423.66,4.25683333333,32.3034166667,28.1556666666,26.8433333333,13.4521666667,5.75383333334,22.2576666667,3.6035,27.9455,4.90883333334
424.01,4.24966666667,32.3481666667,28.229,26.9093333333,13.4408333333,5.75566666667,22.2668333334,3.596,27.9906666667,4.91516666666
424.37,4.26883333333,32.42225,28.253,26.9116666666,13.4511666667,5.7615,22.2851666667,3.614,28.0111666666,4.90566666666
424.73,4.31916666667,32.5074166667,28.3138333333,27.0026666667,13.5108333333,5.83166666666,22.3396666667,3.67716666666,28.0631666666,4.95633333333
425.08,4.3145,32.5900833334,28.398,27.0881666667,13.553,5.86716666667,22.3948333333,3.6975,28.0753333334,4.98916666666
425.44,4.3145,32.683,28.4373333334,27.1263333334,13.584,5.86233333334,22.4343333334,3.71416666667,28.1275,4.99933333334
425.80,4.324,32.7445833334,28.4868333333,27.1583333334,13.599,5.86316666667,22.4396666667,3.7175,28.1431666666,5.00466666666
426.16,4.38283333333,32.8248333333,28.5686666667,27.2935,13.6826666667,5.90116666667,22.5188333334,3.793,28.2285,5.07683333333
426.51,4.38483333334,32.8739166667,28.6266666666,27.3893333334,13.746,5.89533333333,22.5953333333,3.78666666666,28.2686666666,5.10016666667
426.87,4.36533333333,32.882,28.6376666666,27.3963333334,13.7351666667,5.87416666666,22.6,3.78683333334,28.2813333333,5.07466666666
427.23,4.33,32.90575,28.6651666667,27.4278333334,13.6881666667,5.853,22.5833333334,3.76133333333,28.2785,5.05866666666
427.58,4.32366666666,32.9623333334,28.7496666667,27.4683333333,13.7215,5.8315,22.618,3.74433333333,28.3171666667,5.05116666666
427.94,4.358,33.0840833334,28.8703333334,27.5671666667,13.8491666667,5.83016666667,22.7628333333,3.7675,28.4256666667,5.0595
428.30,4.33883333333,33.1256666666,28.8715,27.5696666667,13.8743333333,5.8225,22.7861666666,3.74616666667,28.428,5.04216666667
428.65,4.32616666667,33.1435,28.872,27.526,13.848,5.75583333333,22.7885,3.7095,28.4338333334,4.99233333333
429.01,4.35583333334,33.1525,28.931,27.5176666667,13.8836666667,5.71983333333,22.848,3.6715,28.4775,4.9655
429.37,4.363,33.1843333333,29.0138333334,27.6558333334,13.9356666667,5.756,22.9171666667,3.67916666667,28.5095,4.97916666666
429.72,4.347,33.22775,29.0838333334,27.7575,13.9626666667,5.76483333333,22.9621666666,3.693,28.5201666666,4.97633333333
430.08,4.3765,33.3064166667,29.1046666666,27.7648333333,13.9675,5.77766666667,22.9913333333,3.66933333334,28.5266666667,4.98366666667
430.44,4.32933333333,33.297,29.1161666666,27.741,13.9045,5.72716666667,22.9201666666,3.61416666667,28.5403333333,4.92916666667
430.79,4.332,33.35925,29.1621666666,27.777,13.9185,5.72016666666,22.9278333333,3.60916666667,28.588,4.93166666667
431.15,4.3545,33.4341666667,29.2601666667,27.8385,13.9568333333,5.73583333334,22.9783333334,3.62433333334,28.6791666666,4.91566666667
431.50,4.3275,33.4841666666,29.2876666666,27.8335,13.9468333333,5.72833333333,22.9743333333,3.60916666666,28.653,4.93
431.86,4.32566666667,33.5015833333,29.2913333333,27.8313333333,13.8731666667,5.74283333333,22.9043333333,3.60566666666,28.6316666667,4.97416666667
432.22,4.361,33.5485,29.3758333334,27.9271666666,13.913,5.782,22.9308333334,3.642,28.7386666667,5.031
432.57,4.3435,33.5926666667,29.412,27.9156666666,13.9268333333,5.77533333333,22.932,3.60583333333,28.7606666667,5.025
432.93,4.35866666667,33.6258333334,29.4001666667,27.9911666666,13.9455,5.80316666666,22.9116666666,3.66383333333,28.813,5.06233333333
433.29,4.37733333333,33.664,29.4111666667,27.9953333334,13.9098333333,5.79183333334,22.8843333333,3.66433333333,28.8738333333,5.07833333334
433.64,4.37966666666,33.6914166666,29.3963333334,27.9668333334,13.9061666667,5.81316666667,22.8935,3.66466666667,28.8955,5.07533333334
434.00,4.3565,33.7188333334,29.3788333334,27.9766666666,13.9108333333,5.7745,22.893,3.66966666667,28.9156666667,5.055
434.35,4.38483333334,33.7500833333,29.4186666666,28.0575,13.9501666667,5.80833333333,22.9341666667,3.71483333334,28.9736666667,5.102
434.71,4.422,33.7851666666,29.4541666667,28.0993333334,13.9975,5.83,22.981,3.7575,28.9856666667,5.10933333333
435.07,4.45316666667,33.8235,29.4821666667,28.1458333333,14.0461666667,5.84166666667,23.0096666666,3.80883333333,29.0365,5.1865
435.42,4.5025,33.8886666666,29.554,28.2403333334,14.1026666667,5.8715,23.0668333333,3.848,29.1166666667,5.2115
435.78,4.4855,33.9154166667,29.5738333334,28.2598333334,14.1201666667,5.86933333333,23.0925,3.86333333333,29.127,5.17816666667
436.13,4.47416666667,33.9570833333,29.6363333334,28.266,14.1261666667,5.85466666667,23.1193333333,3.839,29.157,5.15933333333
436.49,4.49233333333,34.0181666667,29.7041666666,28.345,14.1493333333,5.87116666667,23.1761666667,3.88516666666,29.2438333333,5.17866666667
436.84,4.45083333333,34.0501666667,29.7203333333,28.3303333334,14.1313333333,5.845,23.1603333333,3.83833333334,29.1968333333,5.12916666667
437.20,4.4235,34.0779166666,29.7291666666,28.2985,14.1173333333,5.82,23.1405,3.81216666667,29.1451666666,5.09383333334
437.56,4.43216666667,34.1579166666,29.8381666666,28.3433333333,14.1298333333,5.7865,23.1671666666,3.8105,29.215,5.12566666666
437.91,4.4195,34.1918333334,29.892,28.3338333334,14.086,5.78916666667,23.1538333334,3.787,29.2428333333,5.09783333334
438.27,4.4045,34.2173333333,29.922,28.3276666666,14.1028333333,5.76583333333,23.1616666666,3.7735,29.2356666667,5.0605
438.62,4.36383333334,34.2515833333,29.9978333333,28.3618333333,14.062,5.75066666666,23.1566666667,3.7415,29.2538333334,5.06333333334
438.98,4.33666666666,34.3306666667,30.0248333334,28.377,14.0971666667,5.74016666666,23.2061666666,3.71666666666,29.2586666667,5.0265
439.33,4.34,34.3756666667,30.07,28.3905,14.1408333333,5.76266666667,23.2451666667,3.714,29.2996666667,5.05
439.69,4.34666666666,34.4374166667,30.1713333333,28.4111666667,14.1686666667,5.772,23.2848333334,3.7285,29.3721666667,5.05633333333
440.04,4.35766666666,34.4511666666,30.2048333334,28.4466666666,14.1568333333,5.763,23.2876666667,3.74816666666,29.3758333334,5.0675
440.40,4.335,34.4536666667,30.2343333334,28.4576666666,14.1635,5.73433333333,23.2841666667,3.7365,29.3565,5.0645
440.75,4.35466666667,34.475,30.293,28.4718333333,14.1718333333,5.732,23.3116666666,3.74833333334,29.4233333334,5.07133333333
441.11,4.35216666667,34.4895,30.3301666667,28.5303333334,14.1818333333,5.74083333333,23.35,3.73333333334,29.4828333334,5.0695
441.47,4.3475,34.4546666666,30.3321666667,28.5051666666,14.1973333333,5.74416666667,23.3416666666,3.7315,29.4785,5.0465
441.82,4.36683333334,34.5048333333,30.3746666667,28.5483333334,14.2381666667,5.75083333334,23.4015,3.735,29.5153333334,5.05733333334
442.18,4.36383333334,34.57725,30.4376666667,28.5876666667,14.2436666667,5.77133333333,23.4236666667,3.75283333333,29.548,5.07216666666
442.53,4.37733333333,34.61325,30.4528333334,28.6571666666,14.3163333333,5.78,23.4656666667,3.7795,29.6028333333,5.06933333333
442.89,4.38283333334,34.6288333334,30.516,28.6883333333,14.3173333333,5.79166666666,23.46,3.794,29.6606666667,5.08333333333
443.24,4.3935,34.6648333334,30.5276666666,28.7046666666,14.289,5.777,23.4371666667,3.801,29.7006666667,5.06866666666
443.60,4.399,34.7624166666,30.5558333334,28.749,14.3018333333,5.776,23.4508333334,3.7755,29.7446666666,5.09083333333
443.95,4.34233333334,34.8115,30.5576666667,28.7288333333,14.2438333333,5.72016666666,23.4068333334,3.73666666667,29.775,5.05033333333
444.31,4.353,34.8500833333,30.5856666666,28.766,14.266,5.74833333333,23.4225,3.73583333334,29.8268333333,5.05483333333
444.66,4.35116666666,34.9219166666,30.6196666667,28.8068333333,14.301,5.74766666666,23.4541666667,3.71966666667,29.8798333333,5.049
445.02,4.37083333333,34.9844166666,30.6623333333,28.8433333333,14.2968333333,5.76183333333,23.4406666666,3.73533333334,29.8683333333,5.08483333333
445.37,4.38116666666,35.1113333334,30.707,28.9395,14.3033333333,5.7695,23.4706666667,3.71983333333,29.9715,5.076
445.72,4.37583333333,35.1613333334,30.7968333334,29.0468333334,14.3276666667,5.78333333333,23.4835,3.7465,30.013,5.0975
446.08,4.38916666666,35.1753333333,30.8371666666,29.0541666667,14.3476666667,5.77633333333,23.5018333333,3.74266666666,30.0363333333,5.08633333333
446.43,4.39366666667,35.2173333333,30.8551666666,29.0611666667,14.3465,5.7755,23.502,3.74516666666,30.0798333334,5.098
446.79,4.40233333334,35.21375,30.8773333334,29.0813333334,14.3266666667,5.79033333333,23.492,3.74783333334,30.058,5.10533333334
447.14,4.41983333334,35.2276666667,30.9325,29.1381666667,14.3645,5.8075,23.5306666666,3.77383333334,30.1116666666,5.12566666666
447.50,4.433,35.201,30.9341666667,29.16,14.3483333333,5.79683333333,23.5128333334,3.8035,30.0741666667,5.12216666667
447.85,4.45366666667,35.2340833334,30.9713333333,29.1985,14.4186666667,5.833,23.5628333333,3.8125,30.0715,5.13183333333
448.21,4.462,35.3045,31.02,29.2276666667,14.4273333333,5.8415,23.5758333333,3.81316666666,30.0795,5.141
448.56,4.48166666667,35.3616666666,31.0871666666,29.3005,14.4338333333,5.86133333333,23.5915,3.82616666667,30.0971666667,5.16516666667
448.92,4.47383333333,35.427,31.1251666667,29.3126666667,14.4663333333,5.86,23.631,3.844,30.1371666666,5.16383333333
449.27,4.48216666666,35.4746666667,31.2033333334,29.346,14.5036666667,5.85916666666,23.6756666667,3.87133333333,30.1396666667,5.18733333333
449.62,4.50716666667,35.5060833333,31.2243333333,29.3031666667,14.5003333333,5.86216666667,23.6955,3.87066666667,30.1325,5.18466666667
449.98,4.5065,35.5921666667,31.2911666666,29.3758333334,14.4973333333,5.87066666667,23.7203333333,3.867,30.1775,5.20316666667
450.33,4.51483333333,35.6441666667,31.3425,29.414,14.4821666667,5.87216666667,23.7335,3.84916666666,30.1668333333,5.21533333333
450.69,4.54833333334,35.7495,31.4103333333,29.4916666667,14.5496666667,5.87433333333,23.7955,3.8675,30.2451666667,5.22066666667
451.04,4.48783333333,35.82725,31.4346666667,29.492,14.4988333333,5.82283333333,23.776,3.82366666667,30.1978333333,5.18033333333
451.40,4.46683333333,35.889,31.4541666666,29.5228333334,14.5273333333,5.8275,23.8055,3.78066666666,30.256,5.17
