wavelength,Back_PhrPlef,Belly_PhrPlef,Breast_PhrPlef,Crissum_PhrPlef,Crown_PhrPlef,DorTail_PhrPlef,Rump_PhrPlef,Throat_PhrPlef,WingTip_PhrPlef
370.01,7.41941666666,19.3910833334,16.7456666666,23.2658333333,6.83308333333,6.506,9.74733333333,21.52325,7.64033333333
370.38,7.48775,19.48825,16.82975,23.3858333333,6.86533333333,6.5665,9.82008333332,21.6024166667,7.7075
370.74,7.50975,19.5671666666,16.8988333333,23.46225,6.90725,6.61425,9.87033333334,21.6824166666,7.76833333333
371.10,7.5785,19.6809166666,17.01225,23.59925,6.95841666667,6.70616666667,9.93583333334,21.7964166666,7.88
371.46,7.61175,19.8224166667,17.09325,23.6786666666,7.0195,6.75033333333,9.99541666668,21.9286666666,7.94908333333
371.83,7.60358333333,19.8590833333,17.17525,23.7115833333,7.05791666667,6.77641666667,9.99216666668,21.9805833333,7.97291666667
372.19,7.62008333333,19.9788333333,17.2399166667,23.7634166667,7.12158333333,6.81141666667,10.0145833333,22.078,8.00891666666
372.55,7.59458333333,20.0584166667,17.30525,23.832,7.11625,6.73875,9.99933333332,22.1835,8.00891666667
372.92,7.48425,20.0283333333,17.2563333333,23.8336666667,7.03933333333,6.624,9.94466666668,22.1256666667,7.948
373.28,7.502,20.0451666666,17.3130833334,23.8848333334,7.0485,6.63641666667,9.91491666666,22.1476666667,7.97258333333
373.64,7.45783333333,20.069,17.31025,23.87725,7.03966666667,6.61908333333,9.86125,22.1328333333,7.9405
374.00,7.39566666667,20.0534166667,17.2315833333,23.8053333333,6.92908333333,6.47058333334,9.79474999999,22.0498333334,7.79025
374.37,7.39225,20.13575,17.2549166667,23.8473333334,6.944,6.42525,9.81175000001,22.13675,7.77158333333
374.73,7.39691666666,20.2104166667,17.3006666666,23.9041666667,6.89066666667,6.3855,9.77533333334,22.1904166667,7.72566666667
375.09,7.40775,20.2108333333,17.2925,23.9925,6.90633333333,6.353,9.7705,22.2325833334,7.70616666667
375.45,7.40175,20.253,17.34425,24.0653333334,6.90933333333,6.34716666667,9.79258333333,22.3061666667,7.70033333334
375.81,7.38433333333,20.28175,17.2928333333,24.1141666667,6.84141666667,6.28975,9.762,22.317,7.61558333333
376.18,7.32041666667,20.24325,17.2661666667,24.132,6.7755,6.24641666667,9.71366666667,22.28775,7.55566666667
376.54,7.3635,20.2804166667,17.29275,24.1769166667,6.81991666667,6.28958333333,9.75666666667,22.31275,7.54275
376.90,7.4505,20.3620833333,17.358,24.2110833334,6.88408333333,6.36383333333,9.78116666666,22.37575,7.61383333334
377.26,7.49416666667,20.4671666667,17.3838333334,24.3211666667,6.91633333334,6.39708333333,9.85000000001,22.4875,7.66041666667
377.63,7.47,20.4751666667,17.3528333333,24.33575,6.91133333333,6.36325,9.83341666666,22.4846666666,7.62475
377.99,7.57425,20.584,17.455,24.427,7.04766666667,6.5145,9.91466666667,22.5799166666,7.75758333333
378.35,7.55316666667,20.5611666667,17.50575,24.4465,7.04158333333,6.51125,9.86791666668,22.5731666666,7.73333333333
378.71,7.52266666667,20.5775,17.4956666666,24.4763333333,7.01566666667,6.47258333333,9.83591666667,22.56,7.7175
379.07,7.44641666667,20.60275,17.4685,24.3955,6.93983333333,6.41591666667,9.75233333332,22.5113333334,7.62675
379.44,7.40016666667,20.6089166666,17.4355833333,24.4303333333,6.899,6.34358333334,9.68683333334,22.5075,7.55008333333
379.80,7.39833333333,20.6618333333,17.5098333334,24.4915833334,6.92533333333,6.33166666667,9.67041666667,22.5225,7.5625
380.16,7.37183333333,20.728,17.4975833333,24.5110833333,6.90375,6.29741666667,9.64150000001,22.5219166667,7.51066666667
380.52,7.36391666667,20.7116666667,17.4921666667,24.5181666667,6.86083333334,6.27916666667,9.59275,22.5163333333,7.49683333333
380.88,7.385,20.7975833333,17.5459166667,24.5928333333,6.85241666666,6.28916666667,9.61933333333,22.5996666667,7.45583333333
381.24,7.378,20.7675,17.5574166667,24.5980833333,6.83433333333,6.28458333333,9.60391666667,22.59725,7.42841666667
381.61,7.41508333333,20.876,17.6444166667,24.7189166667,6.838,6.30083333333,9.64858333334,22.7051666667,7.454
381.97,7.33441666667,20.9109166667,17.6463333333,24.7416666667,6.72541666667,6.19116666667,9.57758333333,22.691,7.381
382.33,7.306,20.95775,17.6356666667,24.78975,6.69025,6.15675,9.53775000001,22.71475,7.37025
382.69,7.28575,20.9988333333,17.6445833333,24.8140833333,6.67216666667,6.11566666666,9.53191666666,22.736,7.3205
383.05,7.34558333334,21.0840833334,17.7326666667,24.9501666667,6.72258333333,6.15025,9.59416666668,22.8506666667,7.3525
383.41,7.40075,21.1791666666,17.8423333333,25.05075,6.77175,6.19233333333,9.65991666667,22.944,7.42616666667
383.77,7.42758333333,21.2264166667,17.8593333333,25.1045,6.79675,6.19483333333,9.69199999999,23.0130833334,7.45058333334
384.14,7.46525,21.3116666667,17.94925,25.2176666667,6.83358333333,6.20433333334,9.72791666668,23.1084166667,7.47883333333
384.50,7.43691666667,21.3753333333,17.9924166667,25.2959166667,6.85325,6.17925,9.73033333332,23.1485,7.46358333333
384.86,7.40608333333,21.398,18.03725,25.3845,6.86825,6.1625,9.714,23.1946666667,7.47575
385.22,7.40633333333,21.4990833333,18.0988333333,25.4618333334,6.88041666667,6.15175,9.70749999999,23.2273333333,7.47391666667
385.58,7.4005,21.556,18.1475,25.51625,6.89841666667,6.14908333333,9.71483333333,23.2798333333,7.47325
385.94,7.40216666666,21.56725,18.1539166667,25.563,6.92608333334,6.1725,9.71558333334,23.3218333333,7.46558333333
386.30,7.46383333333,21.6474166667,18.21175,25.6518333333,6.994,6.21433333333,9.79408333334,23.3934166666,7.50983333333
386.66,7.51983333333,21.7006666667,18.2619166667,25.726,7.05066666667,6.27208333333,9.84291666666,23.44725,7.57425
387.03,7.522,21.7579166667,18.2788333334,25.7774166667,7.07058333333,6.30025,9.85058333332,23.4836666667,7.59775
387.39,7.53141666667,21.77225,18.2806666667,25.8055833333,7.0945,6.33258333333,9.85041666668,23.4765,7.61041666666
387.75,7.59066666667,21.9159166666,18.3828333333,25.9191666667,7.16283333333,6.42641666667,9.92183333333,23.5606666667,7.6825
388.11,7.58175,21.90175,18.36475,25.9226666667,7.14275,6.42025,9.88999999999,23.5450833333,7.6615
388.47,7.61416666667,21.9628333333,18.4075833334,25.9805,7.16875,6.47233333334,9.9375,23.6046666667,7.71316666667
388.83,7.627,22.0218333333,18.4215,26.0270833333,7.17175,6.49083333333,9.94625,23.6151666667,7.70725
389.19,7.66741666667,22.0721666667,18.48825,26.0921666667,7.19216666667,6.52733333333,10.0003333333,23.6974166667,7.72183333333
389.55,7.63683333333,22.0944166667,18.5075833333,26.1375833334,7.16516666666,6.50616666666,9.96825,23.70575,7.70033333333
389.91,7.63666666667,22.1466666666,18.5518333333,26.2194166667,7.16291666666,6.50758333333,10.0005,23.7838333333,7.71908333333
390.27,7.61183333333,22.1793333333,18.5701666667,26.2250833333,7.12216666667,6.48383333333,9.96233333333,23.8,7.68841666667
390.63,7.54083333333,22.187,18.5579166667,26.2415,7.07866666666,6.43341666666,9.87033333333,23.76975,7.60925
391.00,7.49441666667,22.2186666667,18.5944166666,26.2654166667,7.06508333333,6.3885,9.83191666667,23.7794166667,7.57066666667
391.36,7.51641666667,22.30725,18.6531666667,26.3228333334,7.07766666667,6.38816666667,9.84708333333,23.8295833333,7.56
391.72,7.48508333333,22.307,18.6498333333,26.3476666667,7.04333333333,6.3345,9.81783333333,23.87175,7.524
392.08,7.49866666667,22.3721666666,18.7216666667,26.4370833333,7.07733333333,6.35141666667,9.84783333334,23.9528333333,7.53291666667
392.44,7.48008333334,22.4465,18.7519166667,26.5185,7.05633333333,6.32716666667,9.83908333333,24.028,7.47666666667
392.80,7.45591666667,22.4451666666,18.74325,26.5399166667,7.03483333333,6.2855,9.80950000001,24.0515833333,7.441
393.16,7.41291666667,22.4445,18.7283333333,26.5380833333,7.03,6.23108333333,9.73908333332,24.0165,7.37766666667
393.52,7.40525,22.4284166667,18.7444166667,26.57375,7.05041666667,6.22533333333,9.71908333332,24.0270833333,7.35641666666
393.88,7.41408333333,22.5021666667,18.8008333333,26.6255,7.08408333334,6.23283333333,9.72458333333,24.0689166667,7.34091666667
394.24,7.43641666667,22.50125,18.79075,26.6791666667,7.09641666667,6.22741666667,9.717,24.0835833333,7.325
394.60,7.48791666667,22.56025,18.866,26.7824166667,7.14191666666,6.2785,9.78733333334,24.1784166667,7.38558333333
394.96,7.56,22.6096666667,18.9280833333,26.8698333333,7.18366666667,6.31325,9.83858333333,24.2416666667,7.43091666666
395.32,7.54791666667,22.6163333333,18.9378333333,26.9349166667,7.1695,6.30033333333,9.82249999999,24.2685,7.42041666666
395.68,7.58341666667,22.685,18.9901666667,27.0124166667,7.19725,6.32333333334,9.82983333333,24.3066666667,7.423
396.04,7.63275,22.76775,19.0335833333,27.063,7.22558333333,6.36425,9.84083333332,24.3566666666,7.45625
396.40,7.65458333333,22.7713333333,19.0731666666,27.0786666667,7.237,6.3605,9.84716666668,24.3336666667,7.47791666667
396.76,7.69033333333,22.8231666666,19.1215,27.12125,7.27491666666,6.37808333333,9.88016666666,24.3720833333,7.51383333333
397.12,7.71883333333,22.9264166667,19.1913333334,27.2278333334,7.318,6.43008333333,9.95058333334,24.4641666667,7.57325
397.48,7.80058333334,23.0475833333,19.2853333333,27.3239166667,7.379,6.48325,10.0241666667,24.5483333333,7.62575
397.84,7.79683333333,23.0481666667,19.282,27.326,7.3745,6.45666666667,9.98966666667,24.54475,7.58891666667
398.20,7.803,23.1610833333,19.3854166667,27.3808333333,7.40066666666,6.46116666667,10.00575,24.6119166667,7.58425
398.56,7.83575,23.2274166667,19.4210833333,27.3978333333,7.39841666666,6.45825,10.0168333333,24.6641666667,7.58433333333
398.92,7.828,23.3043333333,19.4633333333,27.4690833333,7.39641666666,6.455,10.0143333333,24.7053333333,7.56358333333
399.28,7.80816666667,23.35875,19.4628333333,27.4999166667,7.394,6.44541666667,9.98733333333,24.7113333333,7.51983333333
399.64,7.81208333333,23.3769166667,19.4918333333,27.5360833333,7.40575,6.45858333333,9.99258333333,24.7274166667,7.532
400.00,7.77133333333,23.3843333333,19.4941666666,27.5705,7.36041666667,6.39766666667,9.95533333334,24.7355,7.4865
400.36,7.7315,23.3821666667,19.501,27.5828333333,7.32891666667,6.34991666667,9.89291666666,24.728,7.41858333333
400.72,7.7395,23.4505833334,19.5536666666,27.6714166666,7.33925,6.3505,9.90066666666,24.7769166667,7.41325
401.08,7.766,23.4751666667,19.588,27.7278333333,7.34725,6.34633333333,9.89841666668,24.8255,7.40341666667
401.44,7.77808333334,23.5600833334,19.6311666667,27.7745833333,7.34225,6.35525,9.91449999999,24.8943333333,7.42908333333
401.80,7.83125,23.667,19.7155,27.9089166667,7.36766666667,6.39325,9.9765,25.0023333333,7.4905
402.16,7.79466666667,23.6404166667,19.6948333333,27.9500833333,7.34358333333,6.38941666667,9.96175,24.9948333333,7.47483333333
402.52,7.7605,23.6614166667,19.6983333333,27.9761666667,7.32975,6.34875,9.94566666666,25.0284166667,7.44183333333
402.88,7.7445,23.6525,19.6826666667,27.9713333333,7.32183333334,6.3215,9.92308333334,25.04225,7.41658333333
403.24,7.72391666667,23.65675,19.6918333333,27.9709166667,7.31116666667,6.29075,9.91383333333,25.0681666667,7.423
403.60,7.70033333333,23.6989166666,19.7246666667,28.0060833333,7.29833333333,6.26916666667,9.9165,25.126,7.40616666667
403.95,7.75883333333,23.7685833334,19.78675,28.0809166667,7.359,6.3205,9.98658333333,25.195,7.45308333333
404.31,7.78691666667,23.8694166667,19.836,28.1845,7.40783333333,6.36825,10.0349166667,25.2896666667,7.49475
404.67,7.7925,23.9065833333,19.8624166666,28.21025,7.41666666667,6.39391666667,10.0306666667,25.3166666667,7.51083333333
405.03,7.8025,23.9715833333,19.9115,28.2375833334,7.43683333333,6.40125,10.03675,25.3699166667,7.53791666667
405.39,7.77741666667,23.9803333333,19.9079166666,28.2455833333,7.42925,6.38175,10.0218333333,25.3618333333,7.51191666667
405.75,7.76241666666,24.0339166667,19.9313333333,28.2830833333,7.42541666667,6.38408333333,10.0195833333,25.4020833333,7.50683333333
406.11,7.77725,24.11725,19.9940833333,28.3499166667,7.46491666667,6.39875,10.0404166667,25.477,7.53941666666
406.47,7.788,24.17325,20.048,28.4294166666,7.49658333333,6.40583333333,10.0338333333,25.5181666667,7.536
406.83,7.80425,24.2233333333,20.0406666667,28.4750833333,7.4935,6.40725,10.0311666667,25.5356666667,7.53491666667
407.19,7.86841666667,24.3065833333,20.1270833334,28.5945,7.54633333333,6.46,10.0896666667,25.6210833333,7.57466666667
407.55,7.90991666667,24.3504166667,20.1456666667,28.65875,7.59808333333,6.50233333333,10.13175,25.6485833333,7.61266666667
407.90,7.8795,24.37775,20.1545833334,28.6575833334,7.59866666667,6.48041666667,10.11025,25.641,7.60575
408.26,7.92966666667,24.4544166667,20.2303333333,28.7401666667,7.64183333333,6.49908333334,10.15075,25.7158333333,7.65125
408.62,7.9255,24.5206666667,20.2769166667,28.84225,7.671,6.50491666667,10.1851666667,25.781,7.66191666667
408.98,7.87775,24.4805,20.2078333333,28.86575,7.61425,6.45808333333,10.1454166667,25.7355,7.59883333334
409.34,7.85375,24.5020833334,20.2098333333,28.91175,7.58908333333,6.44341666667,10.1196666667,25.7555833333,7.556
409.70,7.84708333334,24.4931666666,20.2206666667,28.9243333333,7.598,6.42733333333,10.11475,25.7485,7.54641666667
410.06,7.83416666667,24.4486666667,20.18725,28.9170833333,7.55775,6.399,10.08125,25.71425,7.50691666667
410.42,7.86283333333,24.4820833333,20.1933333333,28.94575,7.57091666667,6.42458333333,10.1218333333,25.7291666667,7.5365
410.77,7.88625,24.52775,20.253,29.0144166666,7.58283333333,6.45016666667,10.135,25.7693333333,7.56083333334
411.13,7.89033333333,24.564,20.2795833333,29.0395833333,7.58466666667,6.44966666666,10.1379166667,25.80175,7.55391666666
411.49,7.88933333333,24.6103333333,20.34475,29.0825,7.56733333333,6.44133333333,10.1096666667,25.8308333333,7.53008333333
411.85,7.87966666667,24.6495833334,20.3738333333,29.15475,7.55933333333,6.43841666667,10.1095833333,25.8809166667,7.519
412.21,7.86408333333,24.6663333333,20.36725,29.1646666666,7.54841666667,6.43558333333,10.0925833333,25.8816666667,7.48758333333
412.57,7.84858333334,24.6461666667,20.3246666667,29.127,7.49016666667,6.38975,10.0396666666,25.8424166667,7.43283333333
412.92,7.85116666666,24.7398333333,20.4185833333,29.1958333333,7.50675,6.415,10.0523333333,25.9043333333,7.44141666667
413.28,7.86425,24.76125,20.42775,29.2275833333,7.523,6.40616666667,10.0550833333,25.9255,7.44375
413.64,7.88483333333,24.8038333333,20.4506666667,29.2428333333,7.53875,6.42408333333,10.0585833333,25.9173333333,7.465
414.00,7.92658333333,24.9149166667,20.5169166667,29.3226666667,7.57891666667,6.43683333333,10.0946666667,25.99275,7.50366666667
414.36,7.91383333333,24.978,20.549,29.3996666666,7.5855,6.45066666667,10.1018333333,26.04325,7.51233333334
414.72,7.92458333334,25.009,20.5815833333,29.4268333333,7.606,6.4555,10.1388333334,26.0906666667,7.5285
415.07,7.9235,25.0280833333,20.5944166666,29.4255,7.61125,6.45525,10.1475833333,26.0633333333,7.52125
415.43,7.89233333333,24.9984166667,20.56,29.4148333333,7.56733333334,6.41283333333,10.10425,26.0391666667,7.49741666667
415.79,7.93641666667,25.0539166667,20.5979166667,29.4655833333,7.57908333333,6.421,10.1180833333,26.0894166667,7.50991666667
416.15,7.93958333333,25.0821666667,20.6186666667,29.5319166667,7.598,6.41283333333,10.1333333333,26.1259166667,7.52191666667
416.51,8.00658333333,25.1613333334,20.6975,29.6050833333,7.6645,6.451,10.1870833333,26.21525,7.571
416.86,8.09233333334,25.24775,20.7575,29.7081666667,7.7695,6.50908333333,10.2810833333,26.3103333333,7.673
417.22,8.08141666667,25.2339166667,20.7586666667,29.7328333333,7.75941666667,6.49875,10.2545833333,26.2938333333,7.66066666667
417.58,8.06675,25.25,20.7585833333,29.8075,7.747,6.47108333333,10.2474166667,26.3371666666,7.62783333333
417.94,8.04708333333,25.2486666666,20.74175,29.8343333333,7.74241666667,6.4605,10.24725,26.3513333333,7.61266666666
418.29,8.046,25.2378333334,20.73925,29.8289166667,7.72241666667,6.441,10.2253333333,26.3420833333,7.59616666667
418.65,8.03308333333,25.25775,20.7476666667,29.8655833334,7.70816666667,6.437,10.2073333333,26.3403333334,7.57233333334
419.01,8.00641666667,25.2529166667,20.7231666667,29.887,7.67925,6.40616666666,10.1771666667,26.3760833333,7.53866666667
419.37,7.99333333333,25.2910833333,20.7533333333,29.9511666666,7.6985,6.40766666666,10.18525,26.4014166667,7.53091666667
419.73,7.96925,25.2835,20.7448333333,29.9558333333,7.69333333333,6.39541666667,10.1521666667,26.3810833333,7.5105
420.08,7.96241666666,25.2923333334,20.7473333333,29.9524166667,7.68066666667,6.3995,10.1308333333,26.3823333333,7.5055
420.44,7.94116666667,25.2949166667,20.7466666667,29.9819166667,7.65983333333,6.3875,10.1133333333,26.38875,7.49166666667
420.80,7.90766666667,25.26675,20.7195833333,29.9629166667,7.61058333334,6.353,10.0571666667,26.33775,7.43583333333
421.16,7.922,25.3129166667,20.7460833334,29.9983333333,7.63033333333,6.37025,10.0833333333,26.3865,7.45025
421.51,7.9315,25.3336666667,20.7748333333,30.0295,7.63391666666,6.388,10.0828333333,26.4035,7.46216666667
421.87,7.94591666667,25.3568333334,20.8134166666,30.06175,7.63375,6.39825,10.0803333333,26.427,7.46008333333
422.23,7.9455,25.4065833333,20.84075,30.111,7.657,6.40408333333,10.0831666667,26.4695,7.4645
422.58,7.93066666667,25.42425,20.8465833333,30.1139166667,7.66225,6.39716666667,10.07,26.4825,7.45841666667
422.94,7.93916666666,25.45375,20.8738333333,30.15525,7.67358333333,6.41375,10.07025,26.49725,7.47391666667
423.30,7.96783333333,25.5125833333,20.8906666667,30.189,7.68441666666,6.42116666667,10.0871666667,26.5408333334,7.49033333333
423.66,7.97516666667,25.5449166667,20.9025,30.2345833333,7.67658333333,6.415,10.0884166667,26.5563333333,7.48416666667
424.01,7.98116666667,25.5639166667,20.91175,30.26375,7.67691666667,6.40433333333,10.08375,26.566,7.47641666667
424.37,7.98816666667,25.5973333333,20.9185,30.287,7.69358333333,6.41241666666,10.0879166667,26.5883333333,7.47616666666
424.73,8.007,25.6344166667,20.9470833333,30.3135833333,7.70241666667,6.43016666667,10.1029166667,26.642,7.48425
425.08,8.03058333333,25.6875,20.9814166667,30.3735833333,7.72566666667,6.44575,10.1201666667,26.6694166667,7.50208333333
425.44,8.03433333334,25.7313333333,20.9924166667,30.40475,7.74791666667,6.45191666667,10.12875,26.7058333333,7.50691666667
425.80,8.05916666667,25.8168333334,21.053,30.475,7.79175,6.48266666667,10.1595833333,26.7704166667,7.54075
426.16,8.07333333334,25.8316666667,21.07025,30.4983333333,7.78666666666,6.47741666667,10.1629166667,26.7755,7.5335
426.51,8.09775,25.8901666667,21.1151666667,30.5723333333,7.809,6.48525,10.1884166667,26.8230833333,7.54941666667
426.87,8.12225,25.9529166667,21.1569166666,30.6465,7.84116666667,6.498,10.2083333333,26.8640833333,7.56641666666
427.23,8.12075,25.9548333333,21.1581666667,30.65875,7.84625,6.49366666667,10.1915,26.8729166667,7.55275
427.58,8.14375,26.0190833334,21.2225833333,30.72725,7.89508333333,6.52525,10.2225833333,26.9461666667,7.57925
427.94,8.17175,26.1188333333,21.2985,30.827,7.9375,6.55975,10.2729166667,27.02875,7.61058333334
428.30,8.18416666667,26.1575833333,21.3508333333,30.8829166667,7.94266666667,6.57,10.2935833333,27.0531666667,7.62108333333
428.65,8.17325,26.19825,21.3718333333,30.94575,7.96241666667,6.55225,10.2878333333,27.0845,7.63441666666
429.01,8.15925,26.2265,21.39025,30.9951666667,7.94733333333,6.53616666667,10.2754166667,27.1156666667,7.619
429.37,8.18475,26.2935833333,21.4215833334,31.0485833333,7.95291666667,6.53116666667,10.293,27.1381666667,7.61941666666
429.72,8.16058333333,26.2838333333,21.3998333333,31.07825,7.92758333333,6.49816666667,10.27025,27.1245,7.57508333333
430.08,8.18216666666,26.353,21.4478333333,31.15675,7.9535,6.51675,10.2901666667,27.1884166667,7.59475
430.44,8.19075,26.3600833333,21.4459166667,31.1853333333,7.95433333334,6.52508333333,10.2873333333,27.1978333333,7.592
430.79,8.19716666667,26.42025,21.4775833333,31.2185,7.95858333333,6.51891666666,10.2958333333,27.2435833333,7.583
431.15,8.21166666667,26.4576666666,21.5058333333,31.27875,7.98725,6.5435,10.3188333333,27.28625,7.60941666667
431.50,8.224,26.5021666667,21.5215833333,31.31325,7.98316666667,6.54575,10.3336666667,27.317,7.62141666667
431.86,8.2295,26.5065833333,21.5325833333,31.3386666667,7.977,6.54666666666,10.3085,27.3301666667,7.6125
432.22,8.22091666667,26.5271666667,21.5295833334,31.35525,7.9755,6.53675,10.2880833333,27.3376666667,7.59975
432.57,8.226,26.5609166667,21.5746666667,31.4109166666,7.97566666667,6.54091666667,10.30875,27.3638333334,7.59158333333
432.93,8.23008333333,26.5775833333,21.6000833333,31.4259166667,7.98683333334,6.54658333334,10.3014166667,27.3863333333,7.59158333333
433.29,8.21033333333,26.5708333333,21.5905,31.4131666667,7.97516666667,6.53633333333,10.26925,27.3775,7.57116666667
433.64,8.22866666667,26.5970833333,21.60425,31.4274166667,7.99008333333,6.55441666667,10.2829166667,27.3764166667,7.58241666667
434.00,8.21516666667,26.5981666667,21.595,31.4259166667,7.98433333333,6.54858333333,10.2610833333,27.36575,7.56625
434.35,8.20433333334,26.62175,21.6141666667,31.4616666667,7.981,6.54883333333,10.2451666667,27.3875,7.55883333333
434.71,8.19433333333,26.5960833333,21.6176666666,31.4688333333,7.96816666667,6.54233333333,10.2313333333,27.3630833333,7.55841666667
435.07,8.19675,26.6394166666,21.6424166667,31.5270833333,7.96525,6.52925,10.2253333333,27.3858333333,7.54541666667
435.42,8.17566666667,26.6226666667,21.6336666667,31.5341666667,7.95633333333,6.512,10.2075833333,27.3874166667,7.52575
435.78,8.18866666667,26.65525,21.659,31.5681666667,7.97041666667,6.51683333333,10.2423333333,27.4000833333,7.54633333333
436.13,8.22016666666,26.7153333333,21.7131666667,31.6501666667,8.00116666667,6.5355,10.2798333333,27.4495833333,7.57675
436.49,8.24991666667,26.7916666667,21.7595,31.7248333333,8.02691666667,6.56675,10.2931666667,27.5106666666,7.59833333333
436.84,8.25183333334,26.8363333333,21.769,31.7606666667,8.03325,6.56383333333,10.3091666667,27.5314166667,7.6085
437.20,8.2595,26.88975,21.8328333333,31.8441666667,8.05216666667,6.55266666666,10.33275,27.5888333333,7.617
437.56,8.26333333333,26.9346666666,21.8670833333,31.8985833334,8.05633333333,6.549,10.3316666667,27.6458333333,7.63258333333
437.91,8.2775,26.98125,21.9260833334,31.9624166667,8.0725,6.55875,10.3505,27.6955833333,7.64941666667
438.27,8.30416666667,27.0344166666,21.9503333334,32.013,8.09641666667,6.56433333334,10.3755,27.74875,7.6625
438.62,8.30683333333,27.1113333333,21.9855,32.0753333334,8.10283333333,6.56141666667,10.3815,27.8055,7.65925
438.98,8.31408333334,27.1333333334,22.0178333334,32.0800833333,8.10641666667,6.57483333333,10.3863333333,27.8326666666,7.67058333333
439.33,8.33991666667,27.1715833334,22.0486666666,32.1318333333,8.12575,6.60558333333,10.4094166667,27.8473333334,7.687
439.69,8.3175,27.1751666667,22.03525,32.1361666667,8.12191666667,6.58525,10.382,27.8488333333,7.66591666667
440.04,8.29966666667,27.1673333333,22.0294166667,32.1300833333,8.10891666666,6.56841666667,10.3601666667,27.8429166667,7.63908333333
440.40,8.27725,27.15025,22.0021666667,32.1133333333,8.08966666667,6.53183333334,10.333,27.8155,7.60991666666
440.75,8.28225,27.1784166667,22.0248333333,32.1580833333,8.09158333333,6.53516666667,10.3300833334,27.85,7.60083333334
441.11,8.30358333333,27.1890833333,22.0235,32.1654166667,8.09358333333,6.55908333333,10.3264166667,27.8460833333,7.61266666667
441.47,8.30158333333,27.2156666667,22.0389166666,32.2054166667,8.09008333333,6.54958333333,10.3170833333,27.8621666667,7.59375
441.82,8.29383333333,27.2426666666,22.031,32.22575,8.08416666667,6.54541666667,10.318,27.87125,7.58166666667
442.18,8.28825,27.2455833333,22.0555,32.2235,8.067,6.54066666667,10.3015,27.86725,7.57483333333
442.53,8.29908333333,27.242,22.0496666667,32.23775,8.07725,6.55125,10.3005833333,27.871,7.58225
442.89,8.32216666667,27.3025,22.08925,32.318,8.08708333333,6.56033333333,10.32125,27.9138333334,7.59025
443.24,8.33525,27.3513333333,22.12675,32.3723333333,8.104,6.56091666667,10.34225,27.9621666666,7.60591666667
443.60,8.35825,27.3903333333,22.1695,32.4256666667,8.12066666667,6.577,10.3560833333,28.0148333333,7.62366666666
443.95,8.38266666667,27.4731666667,22.2155833333,32.5215833333,8.14308333333,6.59325,10.37975,28.0858333333,7.65983333334
444.31,8.39666666667,27.5018333333,22.2360833334,32.5518333333,8.15391666667,6.61375,10.3834166667,28.1155,7.66925
444.66,8.42475,27.528,22.2633333333,32.5874166667,8.17391666668,6.62466666667,10.3994166667,28.1344166666,7.68133333333
445.02,8.41033333334,27.5600833334,22.3025,32.62975,8.16766666666,6.61333333333,10.3926666667,28.175,7.67208333333
445.37,8.42008333333,27.58425,22.3264166667,32.658,8.18083333333,6.62691666667,10.4120833333,28.2090833334,7.689
445.72,8.43008333334,27.61825,22.3538333333,32.7119166667,8.18508333334,6.62241666666,10.4125,28.2420833333,7.69825
446.08,8.43508333333,27.6614166667,22.3689166667,32.76225,8.20166666666,6.623,10.4265,28.2705833334,7.71566666667
446.43,8.44316666667,27.6949166667,22.4008333334,32.7863333333,8.22050000001,6.625,10.43825,28.2868333333,7.72908333333
446.79,8.44691666667,27.7056666666,22.4055,32.8,8.23649999999,6.62991666667,10.4391666667,28.284,7.73425
447.14,8.44341666667,27.71775,22.4115,32.8145,8.23258333334,6.62141666667,10.4225833333,28.2856666667,7.724
447.50,8.45375,27.7491666667,22.4259166667,32.8531666666,8.24000000001,6.62491666666,10.4235833333,28.2994166666,7.72116666666
447.85,8.43816666666,27.7136666666,22.3995,32.8188333333,8.22991666666,6.60883333334,10.3949166667,28.2608333333,7.69491666667
448.21,8.44491666666,27.7411666667,22.4216666667,32.8686666667,8.24266666667,6.60308333333,10.4096666667,28.2786666667,7.70475
448.56,8.45141666667,27.7590833333,22.4281666667,32.89675,8.25399999999,6.60991666666,10.4094166667,28.286,7.71158333333
448.92,8.47541666666,27.7778333333,22.4455833333,32.9488333334,8.2845,6.62183333334,10.43725,28.2961666667,7.73033333333
449.27,8.45516666667,27.77825,22.4284166667,32.9500833333,8.27575,6.59841666666,10.41525,28.2805833333,7.71258333333
449.62,8.45475,27.77675,22.4194166667,32.9533333333,8.29033333332,6.59916666667,10.4143333333,28.2665833333,7.70725
449.98,8.4785,27.812,22.4481666667,33.0016666667,8.32383333334,6.62583333333,10.4311666667,28.2885833333,7.72291666667
450.33,8.50666666666,27.8669166667,22.4889166666,33.0720833333,8.34316666667,6.6485,10.4585833333,28.3413333333,7.72516666667
450.69,8.50066666667,27.9015833333,22.5151666666,33.1195833333,8.34033333334,6.647,10.4651666667,28.3703333334,7.72683333333
451.04,8.51641666667,27.9614166667,22.5550833333,33.18175,8.37533333333,6.6665,10.4870833334,28.43425,7.74533333334
451.40,8.52491666666,28.00225,22.5854166667,33.2206666667,8.37983333334,6.67541666666,10.4960833333,28.4595833333,7.75608333333
451.75,8.56508333334,28.0848333333,22.6653333333,33.3189166667,8.40991666667,6.70741666666,10.5364166667,28.539,7.78366666667
