wavelength,Back_DacVenm,Belly_DacVenm,Breast_DacVenm,Crissum_DacVenm,Crown_DacVenm,DorTail_DacVenm,Patch10_DacVenm,Patch11_DacVenm,Rump_DacVenm,Throat_DacVenm,WingTip_DacVenm
370.38,41.9242,6.27826666667,6.25967692308,6.17246666667,49.0456,6.7149,46.2831333333,8.12866666667,73.3907333333,5.31606666667,6.5031
370.74,42.0300666667,6.37006666667,6.34463076923,6.2946,49.1834666667,6.82026666667,46.4148,8.17213333334,73.5494,5.44953333333,6.61663333333
371.10,41.9245333333,6.3476,6.29407692308,6.2422,49.1500666667,6.73266666667,46.4806666667,8.07246666667,73.5564,5.37133333333,6.54696666667
371.46,41.8128666667,6.26926666667,6.18722564103,6.21,49.1941333333,6.62296666667,46.4448,7.92753333333,73.6826666667,5.2432,6.4867
371.83,41.6616666667,6.02733333333,6.00024615385,5.98353333333,49.0386666666,6.4459,46.3792666667,7.69219999999,73.7171333333,4.9564,6.23366666667
372.19,41.6418,6.1222,6.13918974359,6.093,49.1010666667,6.55336666667,46.4226,7.77686666666,73.7580666667,5.0722,6.26983333333
372.55,41.7632666667,6.2458,6.28445641026,6.27413333334,49.2454,6.68173333333,46.5442666666,7.87633333333,73.9286666667,5.1894,6.41516666667
372.92,41.8259333333,6.3914,6.44753333334,6.49606666667,49.3214,6.76743333333,46.6500666667,8.00813333334,74.0174666667,5.3628,6.50786666667
373.28,41.8371333333,6.5304,6.58637948718,6.64393333333,49.432,6.88723333333,46.6158,8.09240000001,73.9937333333,5.5056,6.60673333333
373.64,41.7311333333,6.51646666667,6.6143025641,6.64866666667,49.4284,6.87146666667,46.6659333333,8.10746666667,73.9138,5.54353333333,6.55876666667
374.00,41.6715333333,6.58326666667,6.64148205128,6.63613333334,49.4804,6.91386666667,46.694,8.05119999999,73.8604,5.59226666667,6.54323333333
374.37,41.555,6.61853333333,6.69497435898,6.66906666667,49.3256,6.97096666667,46.6116666667,8.09540000001,73.6714666667,5.628,6.55456666667
374.73,41.5200666667,6.712,6.76973846154,6.70293333333,49.3178,7.01193333333,46.6451333333,8.13360000001,73.6316666667,5.65786666667,6.56403333333
375.09,41.5784666667,6.95653333333,7.02358974359,6.964,49.321,7.31753333333,46.6554,8.36139999999,73.4685333334,5.91106666667,6.80696666667
375.45,41.4760666667,6.9172,7.00294871794,6.9018,49.2187333333,7.27793333333,46.5747333333,8.2784,73.2378,5.8782,6.7546
375.81,41.4626666667,7.01353333333,7.04913846154,6.99166666667,49.2558666667,7.3479,46.5621333333,8.34839999999,73.1708666667,6.02686666667,6.83643333333
376.18,41.3756666667,7.1742,7.15324615385,7.13446666666,49.0882,7.47066666667,46.4763333333,8.4442,72.9427333333,6.1274,6.93886666667
376.54,41.2594666667,7.11593333333,7.07033333333,7.06546666667,49.0078666667,7.4236,46.3962,8.38513333334,72.7581333333,6.07306666667,6.88273333333
376.90,41.0918,7.01206666667,6.97745128205,6.94,48.9260666667,7.40936666667,46.2900666667,8.28100000001,72.5494,6.00106666667,6.8255
377.26,40.9750666667,6.96546666667,6.93760512821,6.90313333333,48.8278,7.42593333333,46.2200666667,8.22506666666,72.3768666666,5.9708,6.82103333333
377.63,40.9293333333,6.95633333333,6.92784615384,6.89293333333,48.7495333333,7.43126666667,46.0999333333,8.13120000001,72.2909333333,5.90673333334,6.811
377.99,40.8031333333,6.84026666667,6.86929230769,6.83373333333,48.6544666667,7.34176666667,45.9630666667,8.01493333334,72.1526666667,5.83653333333,6.75876666667
378.35,40.7114666667,6.75726666667,6.75831794872,6.7572,48.6344666667,7.25936666667,45.8544,7.8942,72.0986,5.7508,6.64556666667
378.71,40.5582666666,6.64793333333,6.69912307692,6.74166666667,48.5266,7.1831,45.7061333333,7.8276,71.8844,5.67173333333,6.5777
379.07,40.4134666667,6.53213333333,6.51651794872,6.579,48.3813333333,6.9939,45.4920666667,7.66539999999,71.6944666667,5.521,6.43136666667
379.44,40.3336666667,6.5696,6.52642564103,6.61086666667,48.3498,7.00186666667,45.3886,7.70526666667,71.5335333333,5.5696,6.44706666667
379.80,40.1720666667,6.5044,6.47594871795,6.53453333333,48.1770666667,6.9183,45.1992,7.62393333334,71.2239333333,5.50293333333,6.391
380.16,40.1167333333,6.3938,6.37085641025,6.42986666667,48.1812666667,6.8289,45.0936666667,7.49133333333,71.1578,5.4292,6.30646666667
380.52,40.1098,6.37273333333,6.39407179487,6.39586666667,48.1999333333,6.84113333333,45.0660666667,7.49586666667,71.0904666667,5.4192,6.34086666667
380.88,40.0031333333,6.4074,6.38815384615,6.3914,48.1002,6.79846666667,44.8933333333,7.48513333333,70.8482,5.40066666667,6.3334
381.24,39.8668,6.4946,6.45163589743,6.43686666666,48.0324666666,6.8018,44.7015333333,7.48726666666,70.5307333333,5.4456,6.40013333333
381.61,39.7740666667,6.5176,6.4250974359,6.41813333333,48.0202666667,6.75953333333,44.6022,7.4702,70.3860666667,5.4408,6.38456666667
381.97,39.632,6.541,6.36276410257,6.41866666667,47.8893333333,6.74216666667,44.44,7.44373333333,70.1065333333,5.42346666667,6.35063333333
382.33,39.4880666667,6.58846666667,6.37443589743,6.41493333333,47.7508,6.76726666667,44.2986666667,7.42279999999,69.8195333333,5.44753333333,6.41173333333
382.69,39.3692,6.6678,6.40896410257,6.45706666667,47.6241333333,6.85216666667,44.1024,7.42646666667,69.4918666667,5.51986666667,6.51283333333
383.05,39.3345333333,6.74526666667,6.50918974359,6.55546666667,47.6334666667,6.9531,44.09,7.48606666666,69.3346,5.62826666667,6.60133333333
383.41,39.2152666667,6.8424,6.61847692308,6.6398,47.4740666667,7.03166666667,43.9122666667,7.53173333333,68.9941333333,5.6866,6.6754
383.77,39.1280666667,6.91253333333,6.67917948718,6.69473333333,47.4829333333,7.04473333333,43.8558,7.59960000001,68.8450666667,5.71986666667,6.75626666667
384.14,38.996,6.9454,6.69891282051,6.6814,47.3823333334,7.0228,43.7473333333,7.62213333334,68.5827333333,5.71633333333,6.7691
384.50,38.9261333333,6.95326666667,6.69471282051,6.67666666666,47.2970666667,7.01393333333,43.6098666667,7.59980000001,68.406,5.7102,6.74263333333
384.86,38.839,6.96093333333,6.72498461539,6.69726666667,47.2319333334,7.00226666667,43.4548666667,7.60073333333,68.2524,5.72006666667,6.7433
385.22,38.7915333333,6.96266666667,6.72672307692,6.70293333333,47.1348666667,7.00196666667,43.386,7.597,68.1307333333,5.72573333333,6.72136666667
385.58,38.6651333333,6.931,6.68305128205,6.6714,46.9740666667,6.9542,43.2479333333,7.57199999999,67.7750666667,5.6734,6.68486666667
385.94,38.5972,6.94413333333,6.72544102564,6.68466666667,46.9272666667,7.0026,43.1186,7.57466666666,67.5661333333,5.6806,6.7195
386.30,38.4706,6.93333333333,6.71351794872,6.67126666667,46.7968666667,6.92756666667,42.9492,7.53539999999,67.2474,5.64066666667,6.71273333333
386.66,38.4287333333,7.01473333333,6.80148205128,6.7244,46.7957333333,6.9893,42.869,7.62893333333,67.0704,5.68073333333,6.73253333333
387.03,38.2456666667,6.96126666667,6.75827692308,6.66253333333,46.6480666667,6.938,42.6632,7.56640000001,66.8002,5.6034,6.67103333333
387.39,38.1188,6.91093333333,6.69286153846,6.58413333333,46.5367333333,6.8962,42.5154666667,7.52113333333,66.5878666667,5.54,6.61056666667
387.75,38.0896,6.9566,6.72862051282,6.62206666667,46.4848,6.98723333333,42.4088666667,7.5528,66.3959333333,5.58013333333,6.61023333333
388.11,37.9976,7.03706666667,6.78350769231,6.68446666667,46.401,7.0254,42.2865333333,7.59733333333,66.1428666667,5.63733333333,6.68003333333
388.47,37.7547333333,7.02453333334,6.70236410257,6.63666666667,46.1376666667,6.94436666667,41.9845333333,7.53380000001,65.6778666667,5.56946666667,6.6041
388.83,37.6013333334,6.95213333333,6.62114871795,6.53866666666,45.9791333333,6.8929,41.8227333333,7.4558,65.3670666667,5.51333333333,6.53443333333
389.19,37.4496,6.91426666667,6.5461025641,6.50493333333,45.8636666667,6.87926666667,41.6572666667,7.44,65.074,5.45466666667,6.49916666667
389.55,37.2753333334,6.84126666667,6.55067692308,6.47126666666,45.7433333333,6.8691,41.4169333333,7.41493333333,64.7855333333,5.4334,6.46696666667
389.91,37.1056666667,6.8226,6.5458,6.45653333333,45.523,6.82316666667,41.2071333334,7.41166666666,64.4236666667,5.39766666667,6.4419
390.27,36.9812666667,6.78273333333,6.52173846154,6.43606666667,45.3843333334,6.793,41.0282666667,7.40219999999,64.1756,5.3622,6.4186
390.63,36.8107333333,6.7198,6.43348205128,6.38926666667,45.237,6.69196666667,40.8423333333,7.33593333334,63.8628666667,5.2898,6.37636666667
391.00,36.7320666666,6.7918,6.46253333334,6.44713333333,45.1681333333,6.73586666667,40.7571333333,7.38273333333,63.6146666667,5.34386666667,6.4306
391.36,36.6950666667,6.80613333333,6.50316410257,6.47813333333,45.1162666667,6.76286666667,40.6936666667,7.4264,63.4236666667,5.3906,6.47663333333
391.72,36.5446666667,6.803,6.48909230769,6.501,44.9582,6.72083333333,40.4818,7.39420000001,63.1124,5.41306666667,6.4979
392.08,36.3596666666,6.72453333333,6.42674358974,6.43526666667,44.7698,6.65156666667,40.3011333333,7.32846666666,62.7989333333,5.34713333333,6.4282
392.44,36.3637333334,6.75433333333,6.48737948718,6.52073333333,44.8354666667,6.69723333333,40.2857333333,7.36606666667,62.7141333333,5.38913333333,6.49826666667
392.80,36.2546,6.805,6.51163076923,6.58926666667,44.7711333333,6.71133333333,40.2114,7.37733333333,62.5408,5.41053333334,6.5061
393.16,36.1992,6.8728,6.61693333333,6.66813333333,44.7036,6.7887,40.0936,7.46586666667,62.3025333333,5.51573333333,6.5793
393.52,36.2372666667,6.99426666667,6.67942051282,6.7592,44.7200666667,6.87306666666,40.0994,7.52733333333,62.2068666667,5.643,6.69943333333
393.88,36.2440666667,7.03986666667,6.69982051282,6.80513333334,44.7343333333,6.9112,40.0416,7.55346666667,62.0973333333,5.6784,6.745
394.24,36.1678,7.03773333333,6.6814,6.81126666667,44.6589333333,6.8968,39.915,7.52739999999,61.8949333333,5.69633333333,6.71983333333
394.60,36.1452666667,7.06673333333,6.71026666667,6.84613333333,44.6259333333,6.94243333333,39.8556,7.53439999999,61.7736,5.74193333333,6.76213333333
394.96,36.1044,7.07533333333,6.751,6.85926666667,44.5609333333,6.97486666667,39.7366,7.55473333333,61.5938666667,5.78826666666,6.77193333333
395.32,36.0318,7.09866666667,6.76169230769,6.88246666667,44.4902666667,6.97863333333,39.6120666667,7.52493333333,61.4060666667,5.8108,6.7764
395.68,35.9584666667,7.05213333333,6.7302,6.8522,44.3998666667,6.9665,39.5118666667,7.47426666667,61.2044,5.74906666667,6.71073333333
396.04,35.8533333333,7.0394,6.69426153846,6.8252,44.3048666667,6.9397,39.3038666667,7.40579999999,60.9112666667,5.71913333333,6.67903333333
396.40,35.6554666667,6.95186666667,6.60632820513,6.74246666667,44.0950666667,6.862,39.0796666667,7.29999999999,60.5866666667,5.65813333333,6.56366666667
396.76,35.5854666667,6.9356,6.58911282051,6.668,43.9972,6.86256666667,38.9199333333,7.28173333334,60.3512,5.6696,6.5962
397.12,35.4274666666,6.85153333334,6.4916974359,6.56073333333,43.8043333333,6.73283333333,38.7300666667,7.13566666667,60.0981333333,5.56753333333,6.48333333333
397.48,35.1988,6.7238,6.40186153846,6.44633333333,43.5602666667,6.64773333333,38.4604,7.02413333333,59.7843333334,5.44693333333,6.3495
397.84,35.0247333333,6.68186666667,6.39048205128,6.39393333333,43.4008666667,6.6114,38.2663333333,6.95646666667,59.4614666667,5.41473333333,6.31013333333
398.20,34.9853333333,6.7258,6.44495384615,6.41126666667,43.3002666667,6.68956666667,38.1263333333,6.97880000001,59.2184,5.43013333334,6.38656666667
398.56,34.8354666667,6.66393333333,6.40997948718,6.34206666666,43.0840666666,6.62386666667,37.9121333333,6.87759999999,58.9177333333,5.369,6.3393
398.92,34.6936666667,6.53846666667,6.2761025641,6.20533333333,42.9244666667,6.48563333333,37.7347333333,6.73806666666,58.6524,5.234,6.22716666667
399.28,34.6218666667,6.56186666667,6.26652307692,6.23453333334,42.825,6.51256666667,37.5825333333,6.75053333333,58.4350666667,5.25026666667,6.2614
399.64,34.5304,6.5706,6.27560512821,6.2288,42.7121333333,6.49773333333,37.4401333333,6.72826666667,58.1996,5.2388,6.30993333333
400.00,34.5095333333,6.57893333333,6.28242564103,6.24553333333,42.6576666667,6.55246666667,37.3750666667,6.74393333333,58.1300666667,5.2686,6.3428
400.36,34.4766666667,6.63753333333,6.30351282051,6.26,42.5719333333,6.6144,37.2742,6.79519999999,57.9016,5.3234,6.40913333333
400.72,34.3573333333,6.6596,6.30416923077,6.3302,42.39,6.62366666667,37.1188,6.77333333333,57.5832666667,5.30666666667,6.4149
401.08,34.3966666667,6.7332,6.39645641026,6.43433333333,42.4542,6.74553333334,37.0925333333,6.84206666666,57.4498,5.418,6.54296666667
401.44,34.3935333333,6.82493333333,6.48133846154,6.55506666667,42.4104,6.8364,37.0376,6.92706666667,57.2319333333,5.531,6.6723
401.80,34.3121333333,6.82613333333,6.46936923077,6.57733333333,42.3115333333,6.82373333333,36.9062666667,6.94513333333,57.0499333333,5.5606,6.7068
402.16,34.1692,6.7804,6.45882564103,6.57286666667,42.1686,6.80486666667,36.7865333333,6.91666666666,56.8103333333,5.57746666667,6.6721
402.52,34.1070666667,6.75486666667,6.42404615385,6.58593333333,42.1000666667,6.81736666667,36.6757333333,6.90593333333,56.6508666667,5.5856,6.65596666667
402.88,34.0958666667,6.82186666667,6.49741025641,6.67773333333,42.0632,6.89666666667,36.6159333333,6.971,56.52,5.64573333333,6.73803333333
403.24,34.0306,6.82473333333,6.50761025641,6.69066666667,41.9742666667,6.91313333333,36.5525333333,6.95893333333,56.3786666667,5.66013333333,6.76333333333
403.60,33.9954666667,6.83006666667,6.50178974359,6.70713333333,41.889,6.9439,36.4518666667,6.93346666667,56.2323333334,5.67273333333,6.7718
403.95,33.9058,6.82826666667,6.49717435898,6.71166666667,41.7876,6.96336666667,36.3374666667,6.89426666667,56.0176,5.6726,6.78033333333
404.31,33.8603333333,6.85173333333,6.5374974359,6.74253333333,41.7535333333,6.9856,36.2748666667,6.88506666667,55.9328666667,5.6706,6.81046666667
404.67,33.8328666666,6.849,6.53805128205,6.7122,41.7035333333,6.9888,36.2131333333,6.8716,55.8396666667,5.6736,6.81863333333
405.03,33.7621333333,6.82326666667,6.5076051282,6.67406666667,41.6216,6.94156666667,36.1212666667,6.81926666667,55.7108,5.61566666667,6.78533333333
405.39,33.7020666667,6.83286666667,6.50458461538,6.66346666667,41.5560666667,6.96253333333,36.0380666667,6.78393333333,55.5798666667,5.57753333333,6.78753333333
405.75,33.6514666667,6.827,6.50493846154,6.6208,41.5036,6.9847,35.9644666667,6.73933333333,55.4674,5.55333333333,6.77263333333
406.11,33.6053333333,6.85333333333,6.51020512821,6.6248,41.4888666667,6.9911,35.8888666667,6.70253333333,55.3462,5.5584,6.81286666667
406.47,33.5951333333,6.87473333333,6.51172307692,6.62046666667,41.4916666667,7.0128,35.8358666667,6.68133333333,55.2611333333,5.55413333333,6.82436666667
406.83,33.5428,6.89053333333,6.52564102564,6.6416,41.4356666667,7.03806666667,35.7383333333,6.63666666667,55.1483333333,5.54866666667,6.84893333333
407.19,33.4220666667,6.8232,6.48382051282,6.57433333333,41.3388,6.97286666667,35.5796666667,6.581,54.9120666667,5.47446666667,6.7763
407.55,33.3084666667,6.78526666667,6.47301538462,6.53566666667,41.2493333334,6.9471,35.4817333333,6.54993333333,54.6771333333,5.46726666667,6.73616666667
407.90,33.2644,6.73973333334,6.45418461539,6.47653333333,41.1705333333,6.89246666667,35.3788,6.5158,54.5662666667,5.41913333333,6.72476666667
408.26,33.2192666667,6.74453333333,6.48187179487,6.488,41.0744,6.91763333333,35.2470666667,6.50233333333,54.3344,5.46533333333,6.74126666667
408.62,33.1042,6.70626666667,6.46078461538,6.46226666667,40.9555333334,6.92466666667,35.0773333334,6.46593333333,54.089,5.45333333333,6.7208
408.98,32.9461333333,6.6638,6.40901538461,6.4236,40.725,6.90496666667,34.8729333334,6.41933333333,53.8226666667,5.42353333333,6.68506666667
409.34,32.8497333333,6.61413333334,6.38193846154,6.38813333333,40.5679333333,6.86026666667,34.7282666666,6.3754,53.6614,5.40686666667,6.65263333333
409.70,32.8472666667,6.60513333333,6.39366153846,6.4034,40.5532,6.87256666667,34.6743333334,6.37726666667,53.5670666667,5.4026,6.68653333333
410.06,32.7979333333,6.57833333333,6.36983076923,6.38373333333,40.4411333333,6.88433333333,34.5702666667,6.37,53.4216666667,5.35713333333,6.6382
410.42,32.6870666667,6.55106666667,6.36369230769,6.36946666666,40.2774666667,6.84896666667,34.4432,6.36246666667,53.2286666667,5.36006666667,6.63456666667
410.77,32.6044,6.50793333333,6.31728205128,6.32833333334,40.1750666667,6.80683333333,34.3312,6.34173333333,53.031,5.33633333333,6.60523333333
411.13,32.5676,6.47033333333,6.27871282051,6.28046666667,40.1012666667,6.77756666667,34.2644,6.27293333333,52.9280666667,5.30193333333,6.61586666667
411.49,32.5805333333,6.533,6.30021538461,6.30233333333,40.0866666667,6.81256666667,34.24,6.29193333333,52.916,5.32973333333,6.694
411.85,32.5773333333,6.598,6.37927692308,6.38006666667,40.0828666667,6.8942,34.2362666667,6.3554,52.8041333333,5.4136,6.74713333333
412.21,32.4586666667,6.5064,6.26512820513,6.29073333333,39.9864,6.82096666667,34.1450666667,6.26533333334,52.7042,5.30853333333,6.68923333333
412.57,32.4796666667,6.49526666667,6.25682564102,6.2782,40.0218,6.8077,34.1606666667,6.25746666667,52.7421333333,5.293,6.68556666667
412.92,32.5338,6.5018,6.23625641026,6.30286666667,40.0794,6.8264,34.1854666667,6.268,52.7644666667,5.29786666667,6.7068
413.28,32.5504,6.5196,6.25242564103,6.3158,40.1360666667,6.8342,34.1941333333,6.27173333333,52.7083333333,5.3078,6.7505
413.64,32.5426666667,6.55493333334,6.24461025641,6.33653333333,40.0696,6.8534,34.1425333333,6.26653333333,52.6522,5.3512,6.76616666667
414.00,32.4793333333,6.51446666667,6.20012820513,6.27853333334,40.0032,6.81746666667,34.0542,6.21966666667,52.5659333333,5.34486666667,6.76726666667
414.36,32.5582,6.56413333333,6.24201538461,6.32506666667,40.0606,6.88503333333,34.1096,6.25393333333,52.5855333333,5.36073333333,6.82273333333
414.72,32.6032,6.58493333333,6.27436923077,6.341,40.0426,6.9257,34.0959333333,6.26246666667,52.5952,5.38673333333,6.8478
415.07,32.6238666667,6.65773333333,6.31246666666,6.4186,40.0149333333,6.9933,34.0581333333,6.3268,52.5475333334,5.43686666666,6.88923333333
415.43,32.56,6.58793333333,6.25017948718,6.34993333333,39.9152666667,6.96073333333,33.9341333333,6.25746666667,52.4250666667,5.36166666667,6.82393333333
415.79,32.4878,6.5346,6.16828205128,6.294,39.7894,6.9051,33.8174666667,6.17746666667,52.2951333333,5.28673333333,6.74696666667
416.15,32.5290666667,6.58726666667,6.2398974359,6.35426666667,39.7689333333,6.9431,33.8317333333,6.22766666667,52.3000666667,5.33566666667,6.77646666667
416.51,32.4794,6.564,6.22955897436,6.34826666667,39.6777333333,6.9304,33.7351333333,6.19266666667,52.1576,5.32453333333,6.76413333333
416.86,32.426,6.55613333333,6.24488205128,6.33186666667,39.614,6.9356,33.7043333333,6.16646666667,52.0938666667,5.32333333333,6.76783333333
417.22,32.3704,6.53766666667,6.18858974359,6.29106666667,39.5140666667,6.9049,33.6120666667,6.12353333333,52.0197333333,5.286,6.72866666667
417.58,32.3461333333,6.5178,6.18841025641,6.29906666667,39.4737333333,6.9164,33.5905333333,6.12646666667,51.9370666667,5.28153333333,6.70726666667
417.94,32.3038666667,6.52306666667,6.19092307692,6.32153333333,39.4164666667,6.9234,33.554,6.1202,51.8576666667,5.26093333333,6.7079
418.29,32.2202,6.4738,6.13987179487,6.27126666667,39.3288,6.8939,33.4534666667,6.06753333333,51.7470666667,5.23186666667,6.6756
418.65,32.1474,6.45146666667,6.1104,6.2578,39.2566,6.86513333333,33.3865333333,6.0318,51.62,5.2154,6.65106666667
419.01,32.0736,6.40946666667,6.10233846154,6.232,39.1958666667,6.8428,33.3196,5.99426666667,51.5430666667,5.18866666667,6.62843333333
419.37,32.0302666667,6.4022,6.11228205128,6.24873333333,39.1326666667,6.8409,33.2678666667,6.00386666667,51.4566,5.19993333333,6.63296666667
419.73,31.9814,6.40186666667,6.12267692308,6.2668,39.0909333334,6.8376,33.2096,5.9974,51.4109333334,5.19253333333,6.6606
420.08,31.9533333333,6.37473333333,6.08705128205,6.2362,39.0402,6.83296666667,33.1604,5.9592,51.3303333333,5.1702,6.65373333333
420.44,31.9411333333,6.41113333333,6.11157948718,6.27086666666,39.0228,6.8551,33.1492666667,5.988,51.2928,5.19006666667,6.70353333333
420.80,31.9074666667,6.37513333333,6.06964102564,6.23106666667,38.9877333333,6.817,33.0872666667,5.94133333333,51.2317333333,5.15213333333,6.67396666667
421.16,31.896,6.3592,6.08001025641,6.2412,38.9876,6.831,33.0748,5.94446666666,51.1872,5.1576,6.67456666667
421.51,31.8208,6.354,6.0686974359,6.2258,38.9150666667,6.8213,32.9850666667,5.9136,51.0856666667,5.1458,6.68836666667
421.87,31.8112,6.3424,6.06559487179,6.21446666667,38.9020666667,6.8155,32.9611333333,5.89853333333,51.0438666667,5.15006666667,6.6956
422.23,31.8118,6.36606666667,6.09034871795,6.23213333333,38.8836666667,6.82413333334,32.9502,5.91626666667,51.0249333333,5.16053333333,6.71123333333
422.58,31.787,6.36806666667,6.09186153846,6.2328,38.8748,6.83776666667,32.9272666667,5.91806666667,50.9945333333,5.16046666667,6.72946666667
422.94,31.7763333333,6.3764,6.08333846154,6.22666666667,38.8573333334,6.8495,32.919,5.91733333333,50.9550666667,5.17553333333,6.746
423.30,31.7832,6.37593333333,6.08797948718,6.22866666667,38.8919333333,6.85353333333,32.9336,5.91433333333,50.9647333333,5.17093333333,6.76466666667
423.66,31.8190666667,6.39993333333,6.10477948718,6.2352,38.9338666667,6.89603333333,32.9669333333,5.93366666667,50.9944666667,5.2034,6.7901
424.01,31.8109333333,6.406,6.11466153846,6.24486666667,38.9505333333,6.8951,32.9469333333,5.9306,50.9868666667,5.21133333333,6.80383333333
424.37,31.7804666667,6.35086666666,6.07142051282,6.1938,38.919,6.87206666667,32.9064666667,5.87506666667,50.9491333333,5.17506666667,6.77113333333
424.73,31.7572,6.32933333333,6.05482051282,6.1884,38.9001333333,6.8533,32.8778666667,5.85666666667,50.9062,5.1486,6.7644
425.08,31.7624666667,6.36573333333,6.09282051282,6.21253333333,38.8896666667,6.88876666667,32.8778666667,5.88146666667,50.8713333333,5.18066666667,6.8065
425.44,31.8004666667,6.395,6.12829230769,6.2402,38.9246666667,6.9113,32.9126,5.90826666667,50.8940666667,5.1984,6.83826666667
425.80,31.8025333333,6.40306666667,6.13290769231,6.245,38.9168,6.91746666667,32.8924666667,5.91626666667,50.8582666667,5.19446666667,6.84416666667
426.16,31.7931333333,6.3886,6.12063589744,6.2382,38.9272666667,6.91933333333,32.8755333334,5.90786666667,50.812,5.18133333333,6.83843333333
426.51,31.7665333333,6.37026666667,6.1189948718,6.22693333333,38.8858,6.9121,32.8458,5.89266666667,50.7671333333,5.16893333333,6.83293333333
426.87,31.7682,6.36573333333,6.11263589744,6.21946666667,38.8985333333,6.88996666667,32.8182,5.87606666667,50.7507333333,5.14246666667,6.82816666667
427.23,31.7676,6.37733333333,6.12198461538,6.23893333333,38.8589333333,6.91183333333,32.7802666667,5.87766666667,50.7092666667,5.1614,6.83243333333
427.58,31.7326,6.34313333333,6.09666153846,6.21573333333,38.8249333333,6.8752,32.7157333333,5.84633333333,50.6172,5.1256,6.81776666667
427.94,31.7502,6.3548,6.12611794872,6.23993333333,38.8442,6.90943333333,32.719,5.87573333334,50.6014,5.15766666667,6.84203333333
428.30,31.7874666667,6.41706666667,6.19344615385,6.30233333333,38.8875333333,6.9679,32.7612666667,5.93946666667,50.6392666667,5.20526666667,6.89753333333
428.65,31.7963333333,6.44866666667,6.24905128205,6.3272,38.8718,7.01386666667,32.7386,5.98,50.6100666667,5.26926666667,6.9387
429.01,31.7836666667,6.42773333333,6.22722051282,6.3208,38.8558,7.00096666667,32.7104,5.96533333333,50.6133333333,5.2598,6.92863333333
429.37,31.7919333333,6.3966,6.20489230769,6.31206666667,38.8658,6.98433333333,32.7038,5.94613333333,50.5971333333,5.24893333333,6.9063
429.72,31.7856,6.3936,6.1915025641,6.30493333333,38.8660666667,6.98426666667,32.6893333333,5.9378,50.5986,5.25406666667,6.90766666667
430.08,31.7328666667,6.37106666667,6.16066666667,6.26686666667,38.8268666667,6.9492,32.6513333333,5.89246666667,50.576,5.23193333333,6.8903
430.44,31.7298666667,6.33573333333,6.11802051282,6.22866666667,38.8310666667,6.9343,32.6082,5.86926666667,50.5762666667,5.20033333333,6.87553333333
430.79,31.7246,6.2766,6.08122051282,6.19453333334,38.8064,6.92276666667,32.567,5.82446666667,50.5414666667,5.1726,6.8291
431.15,31.6949333333,6.27186666667,6.06471282051,6.16426666667,38.8125333333,6.91826666667,32.5446,5.808,50.4997333333,5.1612,6.8299
431.50,31.6849333333,6.26333333333,6.0536974359,6.15933333333,38.7914,6.92236666667,32.5412,5.79566666667,50.4782666667,5.16513333333,6.82686666667
431.86,31.6526,6.25453333333,6.0218974359,6.1298,38.7383333333,6.8996,32.4920666667,5.7754,50.3903333333,5.1216,6.8045
432.22,31.7007333333,6.24346666667,5.99671794872,6.1206,38.7694,6.89233333333,32.483,5.75826666667,50.4292666667,5.11386666667,6.80063333333
432.57,31.7259333334,6.28313333333,6.01074871795,6.15353333333,38.7686,6.93846666667,32.5096,5.78153333333,50.4084666667,5.14406666666,6.84763333333
432.93,31.7006,6.24353333333,5.96181538462,6.09966666667,38.7176,6.9046,32.4462666667,5.73253333333,50.32,5.09653333333,6.8199
433.29,31.698,6.20226666667,5.92592307692,6.06506666667,38.6882666667,6.8791,32.4442666667,5.70466666667,50.2956666667,5.07073333333,6.8044
433.64,31.7372,6.19553333333,5.93602564103,6.06366666667,38.7231333334,6.88733333333,32.4795333333,5.6976,50.3188,5.07006666667,6.8061
434.00,31.7857333334,6.2082,5.9609025641,6.0952,38.7617333333,6.92093333333,32.5144666667,5.7128,50.3054,5.09673333333,6.83826666667
434.35,31.8348666667,6.24853333333,5.99757435898,6.13266666667,38.7916666667,6.94863333333,32.5792,5.73573333333,50.3028,5.14233333333,6.8662
434.71,31.8831333333,6.28493333333,6.03325128205,6.18313333333,38.8165333333,6.97986666667,32.6442666667,5.76873333333,50.3258,5.1774,6.91986666667
435.07,31.9174666667,6.25606666667,6.02121538461,6.174,38.8391333334,6.95803333333,32.6789333333,5.76213333333,50.3528,5.17886666667,6.91863333333
435.42,31.9595333333,6.2636,6.03823589743,6.17893333333,38.8493333333,6.9631,32.6848,5.7714,50.3353333333,5.20286666667,6.944
435.78,31.9667333334,6.26306666667,6.03718974359,6.18493333333,38.8581333333,6.97126666667,32.7052666667,5.77453333333,50.3449333334,5.2192,6.95803333333
436.13,31.9078,6.25566666667,6.03669230769,6.1772,38.8014,6.95773333333,32.6686,5.76026666667,50.2379333333,5.22146666667,6.95143333333
436.49,31.9278,6.2272,6.02268205128,6.14353333333,38.8381333333,6.9274,32.6637333333,5.736,50.2551333333,5.18573333333,6.895
436.84,31.9649333333,6.2474,6.04687179487,6.1768,38.9022666667,6.95383333333,32.7182666667,5.75853333333,50.3388666667,5.21533333333,6.9266
437.20,31.9876,6.28826666667,6.08143076923,6.19913333333,38.945,6.98396666667,32.6998,5.77966666666,50.3502666667,5.24973333333,6.95733333333
