wavelength,Back_GeoDiff,Belly_GeoDiff,Breast_GeoDiff,Crissum_GeoDiff,Crown_GeoDiff,DorTail_GeoDiff,Patch10_GeoDiff,Rump_GeoDiff,Throat_GeoDiff,WingTip_GeoDiff
185.25,317.777866667,295.7408,332.4074,340.0,365.555733333,325.000066667,374.2592,351.296266667,375.185266666,289.259466667
185.63,263.129333333,232.516933333,258.9116,264.761866667,285.033933333,263.877533333,295.646266667,265.9864,294.4218,227.210933333
186.01,246.133333333,216.133333333,247.6,250.533333333,270.0,251.4,283.466666667,251.733333333,284.666666667,214.266666667
186.39,274.761933333,238.8888,281.746,281.587333333,307.460333333,279.2062,319.841333333,277.619133333,319.365066667,247.619
186.77,265.1064,222.269533333,270.7802,264.1134,288.368733333,263.6879,284.8226,253.4752,298.5816,234.184533333
187.15,222.499933333,196.428533333,229.642866667,233.5714,243.333266667,223.214433333,240.238133333,209.404666667,256.190466667,200.4762
187.53,183.904866667,165.142933333,191.428533333,195.0476,202.761933333,179.142766667,193.238133334,170.8572,214.2858,167.4286
187.91,154.6988,136.465933333,161.767133333,164.5782,170.602533333,142.811133333,163.132533333,145.1406,181.927733333,146.264933333
188.29,122.803666667,103.800533333,132.087266667,128.348866666,133.769466667,108.348866667,127.538933333,115.576333333,143.925266667,118.130866667
188.67,111.5942,94.0289333335,120.985466666,121.623333333,123.652133333,98.6957,112.579666667,104.347866667,127.767933333,108.637666667
189.05,105.44,91.9466666667,113.76,115.733333333,115.733333333,94.8266666667,107.893333333,96.6400000001,118.08,102.72
189.43,109.785,97.8494666665,114.516066667,117.365733333,117.473066667,96.9355000001,112.043066667,100.3764,120.806466667,101.935466667
189.81,109.333333333,103.306666667,116.426666667,121.173333334,118.773333333,99.4666666666,117.066666666,102.826666667,120.373333333,103.68
190.19,109.072733333,100.5512,112.882133333,121.202933333,116.5414,95.9398999999,113.3834,100.451133333,113.4336,99.5487333335
190.57,100.919533333,91.9540000001,103.4482,111.402266667,104.229866667,86.5516666668,101.747,93.1033333333,103.126466667,90.9884
190.95,89.7664666667,82.6751333333,91.9746666667,102.505266667,91.1676000001,77.8768,91.8046666667,81.9107333333,90.6156666666,80.2972666666
191.33,89.6894666668,79.793,93.1676666667,102.8158,88.6542,79.3374333333,94.7826,84.2651333333,90.9316666667,80.8282
191.71,85.8333333333,75.6350666667,88.3730666666,98.3333333333,83.9285333333,75.6546333333,93.3728000001,81.5078666667,87.103,75.7540666667
192.09,85.5926666667,76.8518666667,85.3702666666,97.2592666667,82.8518666667,77.9816,92.1481333333,80.5927333334,86.8517333333,76.9998666667
192.47,82.6160000001,76.2026,82.6581333334,99.1138666667,81.3923333333,76.5189666667,94.0506666669,78.5654666667,86.4134666667,75.7804
192.85,83.0998666667,78.3864666667,81.4014,98.1317333333,81.1465333333,74.6921333333,93.2909333335,76.8151999999,87.8980666667,77.0276666667
193.23,86.1904666666,79.8700666667,84.6320666667,96.7531999999,78.9178,78.1385666667,91.6450666666,77.3160000001,90.5194666667,78.8745333333
193.61,81.5251999999,75.512,78.7799333333,94.9890666667,71.7209333333,73.8997666667,84.1830000001,72.3748000001,84.3573333333,75.5990666667
193.99,83.6287333332,74.7679333333,78.8606666666,96.3289999999,73.8818666667,74.6413666667,83.2911333333,74.8524,87.9324,78.692
194.37,90.823,83.2098666667,84.8148666666,103.1276,79.465,82.5927,89.3827333334,84.2798666667,93.5802000001,88.3127333333
194.75,103.6364,94.1127333333,94.9783999999,117.4892,92.4676,96.8396,103.376533333,95.4976666667,105.1082,98.9178666667
195.13,107.354866667,99.4410000001,96.3868666667,120.3872,98.7528666667,98.1075666666,109.8924,100.172,110.580666667,104.344066667
195.51,113.057466667,103.677933333,97.6552,123.264266667,101.517133333,99.885,110.390866667,102.5286,112.643733333,108.6436
195.89,120.152666667,107.226533333,101.628466667,130.738,103.9694,106.463233333,112.4682,106.3614,116.844866667,115.827066667
196.27,121.960666667,104.033533333,99.2157333332,131.876866666,102.913133333,102.689133333,111.148466667,104.201733333,114.0056,113.3894
196.65,115.8638,100.681266667,96.3016,123.552266666,96.8369333333,96.7396999999,103.990333333,96.5938,106.374733333,105.596
197.03,121.2366,103.602066667,98.1719333333,125.699,96.6666666667,99.5162000002,109.731133333,99.8386666667,110.0538,107.688266667
197.40,127.798733333,110.126,102.201133333,141.132133333,107.9246,101.886766667,115.786133333,108.364733333,116.352066667,116.603933333
197.78,135.064066667,116.602466667,111.6666,146.602666667,119.871666667,110.512933333,126.794933333,115.384533333,125.3846,126.858866667
198.16,126.217866667,111.025666666,106.153733333,140.961533333,115.000133333,104.134533333,119.6794,107.692266667,117.564133333,118.782133333
198.54,122.133333333,107.8,106.466666667,138.8,114.133333333,98.0666666668,120.866666667,102.933333333,119.066666667,114.4
198.92,116.567533333,106.5348,103.564266667,132.475266667,110.297066667,89.8348999999,114.719266667,98.8778666666,118.6798,110.891066667
199.30,109.533333333,99.3333333333,95.8666666666,122.666666667,100.933333333,83.4333333334,105.933333333,93.6,109.733333333,100.8
199.68,104.843266667,96.6382666667,96.9800666667,119.031333333,101.139533333,84.0455666667,106.153866667,93.7321333332,108.718066667,96.4672666667
200.06,102.118333333,98.0061999999,94.8285999999,120.311533333,103.800666667,79.0031666667,109.034133333,96.0126,108.785066667,96.5731333335
200.44,101.414133333,97.9125333335,93.4006666666,120.269333333,103.0302,77.5757333333,113.8046,97.9797999999,110.504933333,93.6026666666
200.82,103.913066667,96.9565333333,93.6232,120.7246,106.884066667,82.2101666667,121.0144,106.8116,112.608666667,99.7101999999
201.19,87.0626666666,80.8582666667,79.3399333333,103.8284,88.5146666667,69.7690333333,101.848066667,86.9306666666,93.8613333333,84.6864666666
201.57,85.5932,76.8926,74.5763333334,93.7853333334,80.6778666667,70.1412666667,97.2315333333,79.0395333333,87.8532000001,80.2825333334
201.95,81.3559333334,71.9773333333,68.9829333333,87.1751333334,74.5763333334,65.7062333333,90.5083333333,75.3106666667,82.4858,76.949
202.33,74.3631999999,66.3956666667,63.7940666667,77.3984,65.8538,58.5094333333,82.2764,69.4851333333,74.58,71.9242666667
202.71,66.91,59.1240666667,52.2141333333,65.1582,54.7445333333,54.0633,70.4135999999,60.0000666667,61.8979333333,63.6496
203.09,60.3836666667,50.7913333333,42.1102666667,57.8416,44.3644666667,46.1869333333,60.9592666667,52.8538666667,50.5995333333,58.7530666667
203.47,67.7193333333,55.9900666667,49.3735333333,65.1629333333,50.1754,52.9072,64.1604,58.6465333333,54.9874666667,67.9698666666
203.85,63.0854,49.5318,41.4325333333,56.5288666667,39.8898,44.6005666667,56.8596,50.7438666667,43.9118666667,65.3995333333
204.22,64.3609333333,49.8747333333,42.5564,53.183,38.7468666667,45.4636333333,55.0878,46.2657333333,43.609,60.8520666667
204.60,66.1654666667,55.138,49.0726666667,55.6392,41.3532,49.6240666667,57.4437333333,48.1203333333,44.01,67.2683333333
204.98,70.2524666667,64.0909333334,51.4645333333,61.1616,44.7474,50.9595666667,57.0706666667,53.0808,48.6868666667,70.5050666667
205.36,83.8933333333,75.4133333333,57.9733333333,71.2533333333,55.9466666667,61.92,66.7733333333,64.16,59.04,80.32
205.74,89.2064,79.3016,61.0158,72.6348666667,56.8888666667,65.5555333333,68.6985333333,67.4286666667,61.5872666667,82.0316666667
206.12,86.4780000001,75.5345999999,58.8049333333,69.2452666667,54.6541333333,60.9748333333,66.4151333334,61.6353333333,58.7420666667,75.5347333333
206.50,84.4445333334,68.3659333333,50.2614666667,64.0522,47.9738666667,54.7711666667,59.804,55.2288666666,48.4313333333,68.366
206.87,95.9524666667,77.3016,58.0158666667,77.6190666666,56.9047333335,57.1826333333,64.9999333333,64.1270666666,58.0158666667,74.2857333334
207.25,96.5041333334,83.6586,60.2438,80.4877333334,63.7399333333,56.1382666667,66.6666666667,67.7235333333,61.6260666666,76.4226666667
207.63,81.1940666667,71.1443999999,43.5821333333,63.6814666666,44.3782000001,36.7661,51.3431333333,56.2188666667,46.1691333333,63.2835333333
208.01,95.0,85.5,43.8333333333,80.1666666666,40.8333333334,35.1666666667,41.1666666667,62.1666666666,42.1666666667,69.0000000001
208.39,115.402266667,106.896533333,49.8850666667,99.7700666668,48.5056666665,37.9311,38.8505999999,81.8391333332,54.9425999999,90.8047333333
208.77,102.564133333,80.5128,6.66666666666,88.7180000001,42.5641333333,16.1538666667,9.2307333334,76.6666666667,32.8206,72.8205333333
209.14,66.6667333333,25.5556,-52.9628,46.2963333333,-19.6296,-41.8517333333,-58.1480666666,10.0,-38.5185333332,4.44433333332
209.52,-94.2857333333,-102.857066667,-290.476133333,-7.61920000014,-241.9048,-277.619166667,-311.428466667,-144.761933333,-295.238133333,-181.904666667
209.90,-20.7692,-12.0511333333,-68.4614,9.48726666668,-55.6409333333,-87.1794333333,-88.9743333333,-27.1794000001,-74.6151999999,-26.9231333334
210.28,-142.0514,-94.3589333333,-223.076866667,-72.8204666666,-231.794866667,-279.487166667,-287.179466667,-131.282066667,-249.743666667,-118.974333334
210.66,-1.28369648469e+15,-4.5633064406e+14,-1.74429190113e+15,-7.164817589e+14,-2.08973846346e+15,-2.1835634557e+15,-2.47783274953e+15,-8.27365840634e+14,-1.92341234086e+15,-9.80897646112e+14
211.03,738.333333333,434.999999999,810.0,606.666666667,1140.0,968.333333334,1153.33333333,581.666666666,1001.66666667,488.333333334
211.41,575.833333333,431.666666667,563.333333333,472.5,788.333333335,608.333333333,745.0,451.666666667,709.166666667,435.0
211.79,-5026.66666667,-4060.0,-5260.0,-4213.33333333,-7220.0,-5546.66666667,-6553.33333333,-4466.66666667,-6373.33333333,-4513.33333333
212.17,-724.761799999,-579.999933334,-785.714399999,-613.333266667,-1040.0,-785.2381,-922.857133334,-654.285733334,-931.428533334,-667.619133334
212.55,-976.0,-770.666666666,-1004.0,-841.333333333,-1394.66666666,-1025.33333333,-1258.66666667,-814.666666667,-1289.33333333,-886.666666667
212.92,-676.666533333,-402.222066666,-586.666666666,-550.0,-1106.66666667,-712.7779,-932.222199999,-498.888800001,-880.000133335,-579.999933334
213.30,-384.166666667,-236.666666667,-325.833333333,-307.5,-725.000000001,-434.166666667,-578.333333333,-238.333333333,-585.0,-266.666666667
213.68,-310.909133333,-247.878866667,-264.848533333,-298.181866667,-591.515133333,-388.484933333,-473.333266667,-190.302933333,-452.1212,-242.424133333
214.06,354.444466667,304.444466667,347.222266667,333.333266667,626.666666667,401.9443,495.000066667,229.444533333,483.333533333,300.555333333
214.44,248.0952,194.761933333,239.523866667,240.0,456.666533333,253.809533333,352.857,117.142733333,363.809466667,204.761933333
214.81,129.892333333,112.903333333,133.5484,127.742,233.118133333,128.171966667,189.6774,80.2149333333,183.440933333,119.139933333
215.19,95.7824,75.7822666666,103.673533333,91.2925333333,157.0068,95.5102666667,140.952533333,58.6393333333,129.523933333,89.5237333334
215.57,85.2777333332,56.2500000001,89.0278666667,85.8333333334,146.805666666,88.1944,133.750066667,55.1389333333,116.944333333,89.1667333335
215.95,63.6,33.3333333334,71.3333333333,59.7333333333,117.466666667,64.4,108.4,31.3333333333,90.7999999999,70.5333333333
216.32,72.5714666666,26.6668000001,101.904666667,79.0475333333,150.6666,76.2857,141.142733333,32.9524,108.762,83.9999333333
216.70,91.5941333333,59.2753333333,121.304266667,97.5362000001,150.869533333,93.9131333333,141.304266667,65.6521999999,121.304266667,106.086933333
217.08,80.3126000001,62.7082666667,101.4582,86.1459333334,123.749866667,78.3855,117.8124,61.8749999999,109.687533333,92.1872666667
217.46,83.158,65.2632666667,102.105133333,87.4561333333,120.8772,81.7106666667,115.964933333,72.3684,104.035066667,93.9473333333
217.83,77.4798000001,57.8862,93.3333999999,76.6666666667,108.2114,71.5448666667,107.1544,66.7479333333,98.1300666666,83.4145999999
218.21,79.6666666666,63.0000000001,92.5000000001,76.25,108.416666667,73.125,108.583333333,69.6666666666,99.7500000001,85.8333333333
218.59,84.1151999999,72.3456,98.6009333333,76.8724666666,116.460866667,82.5103666667,117.7778,81.5637999999,105.679,96.7077999999
218.97,102.723066666,86.2911333332,113.521133333,88.8262000001,130.798066667,100.6103,132.018866667,95.493,120.094066667,109.483533333
219.34,125.1852,105.608466667,133.8624,103.068733333,158.095266667,125.819966667,150.476266667,119.682466667,141.6932,126.455
219.72,113.688866667,99.7333333332,124.177866667,98.4002,140.1778,109.3334,130.844466667,105.688933333,125.511133333,114.133333333
220.10,99.1759999998,79.3257333333,100.449466667,85.4682000001,118.127466667,93.3333000001,110.037466667,89.2883333333,104.1948,93.2585333334
220.47,89.5792000001,73.6569333333,86.2137333333,75.6634666667,103.8834,87.4757666666,94.6925333332,76.0518,92.3624666667,82.7831333333
220.85,83.2027333333,60.8497333333,77.2549333335,66.5359333333,98.6928666667,81.2744333333,88.0392,64.7057999999,83.3332666667,72.2874666666
221.23,96.7017333333,75.4385333333,95.2982666667,87.2982666667,114.596466667,98.6316666667,103.228066667,82.1054000001,96.1402666667,94.2456666665
221.61,107.539666667,79.4444666667,104.365,98.5714,126.825466667,111.825466667,115.238066667,91.1111999999,102.857066667,107.0636
221.98,108.711066667,78.9333333333,106.0444,105.9554,132.888933334,114.044433333,120.0,91.7334,104.888866667,116.355466667
222.36,122.365666667,80.5377333334,118.064533333,126.774133333,152.9032,129.8388,143.4408,101.182733333,120.967666667,136.7742
222.74,136.969666667,77.2726666667,128.030466667,150.303066667,173.333133333,140.681833333,161.3636,96.3636666666,120.9092,151.515133333
223.11,142.291666667,73.3333333333,139.375,165.416666667,200.208333333,152.395833333,179.791666667,95.4166666666,132.916666666,166.875
223.49,111.828,52.2580000001,119.139933333,155.913866667,165.376266667,122.580633333,156.129066667,67.9570000001,101.720533333,148.602266667
223.87,92.1211333333,41.8181999999,101.4144,130.9092,151.313,110.403933333,135.353466667,53.1312666667,80.2021333333,126.4646
224.24,109.195466667,85.0574666665,130.344933333,162.069066667,186.206933333,133.678133333,165.747,80.6896666669,111.494266667,154.942466667
224.62,95.1724000001,65.2873333334,105.057466667,164.8276,187.356333333,119.425266667,163.907933333,76.3218666667,97.0113999999,137.0114
225.00,87.5757333335,54.8485333333,99.6969333332,193.6364,208.788,113.939366667,168.181733333,82.7273333333,104.848466667,132.121
225.38,56.5656,33.3334000001,55.9596666665,108.282666667,136.161666667,73.3334999999,106.4646,53.5354,70.3029999999,67.4747333334
225.75,32.8887999999,19.9998666667,22.2222666666,80.6667333333,112.666666667,32.2222333334,75.5554000001,14.4444,53.3334,35.9999999999
226.13,24.5238,13.5715333333,27.3810000001,65.9523333333,120.9524,37.8571666666,74.5238666667,7.38099999998,50.4762666667,24.9999333333
226.51,-4.13786666667,-1.83919999994,8.5057333334,40.4597333334,105.747066667,23.9081333333,26.2068666667,-13.1034666667,19.5402,-3.4482
226.88,22.3187333333,20.5797333334,40.5798000001,66.3768,179.130466667,61.3043666667,57.1013333332,15.6522,57.9709999999,23.4783333334
227.26,46.6667999999,37.7776666667,75.1850666665,120.000066667,234.814933333,97.9629999999,91.8518,50.7407333334,87.4074666667,65.9260000001
227.64,197.777733333,120.000066667,422.2222,644.4444,1551.11106667,576.666633335,560.000133334,255.555533333,640.000066667,495.555600001
228.01,35.4666666667,34.4,5.06666666667,-21.8666666667,-130.4,-21.8666666666,-14.6666666667,10.6666666667,-48.0,-4.26666666666
228.39,24.8757333333,29.5524,10.9452,2.48740000001,-34.2288,-0.4477,3.58206666667,11.3432666667,-4.07953333333,7.06480000001
228.76,16.3492,23.0158,4.52380000001,4.12706666667,-27.8572,-1.82533333333,1.66666666666,6.58733333333,-3.73013333335,1.98413333335
229.14,4.65866666669,8.59426666668,-2.4096,-0.24093333334,-35.261,-10.1606,-6.02413333333,-4.01606666667,-7.22873333335,-4.89953333332
229.52,9.72980000001,19.0391333333,7.6276,10.2702666667,-17.2974,4.89483333333,4.925,6.84686666666,7.50753333334,4.5046
229.89,7.55553333333,19.0554666667,5.88893333333,2.44446666669,-18.8333333333,-0.38876666668,0.61126666666,2.94446666667,5.111,3.11113333333
230.27,-0.777799999988,13.7222,2.72226666667,-9.44453333332,-24.4445333333,-8.91663333334,-6.55546666667,-3.38886666666,-4.55546666666,-1.44446666667
230.65,-2.99506666667,10.4348666667,-0.0966,-9.46859999999,-21.3525333333,-9.58943333333,-6.28006666669,-4.34793333335,-7.77786666666,-3.67153333333
231.02,-4.13620000001,9.24566666667,0.584000000012,-12.3116,-19.6108,-9.73236666666,-5.74213333335,-4.57413333332,-10.3651333333,-3.30913333336
231.40,-7.24419999999,5.87939999999,-2.04726666666,-16.2729333333,-24.9344,-12.2833,-6.35173333333,-6.35166666667,-15.0654666667,-3.98960000002
231.78,-5.6716,7.61186666667,2.68653333335,-11.7910666667,-18.8059333333,-5.42289999999,0.1492,-1.84080000001,-9.35313333334,1.1444
232.15,-12.2858666667,2.85700000001,-1.47613333332,-18.3332666667,-22.7618666667,-9.47616666667,-4.19039999999,-4.95226666666,-13.4762,-4.14266666667
232.53,0.321999999994,15.9999333333,11.1724,-6.48266666666,-11.3562,3.70106666667,11.6322666667,11.3104,-2.71280000001,10.2069333333
232.90,0.750666666666,13.2890666667,9.31573333334,-7.54966666668,-11.8763333333,1.05963333332,9.66906666666,9.62466666665,-6.35760000001,8.43273333336
233.28,7.25486666666,17.5686,12.3529333333,-2.58819999999,-5.29406666666,3.66673333332,13.5686,17.0196,-2.157,12.2743333333
233.66,12.2472,18.577,15.7302666667,1.27346666666,-0.07493333334,5.61813333333,17.0037333333,21.8352,1.68546666667,18.1273333333
234.03,15.0930666667,18.3418666667,16.0406,7.71586666667,4.70386666665,11.0152666667,21.692,24.0270666667,4.60233333333,21.8952666667
234.41,20.171,21.6810666667,20.5698,17.0085333333,11.8234666667,18.9744666667,25.7548666667,27.7777333334,12.7634666667,26.2108
234.78,20.9439333333,21.2978666667,22.1534,17.4040666667,12.6254,20.9143666667,26.0470666667,29.1151333333,12.6255333333,28.3481333333
235.16,20.4406,20.8517333333,20.9692,17.4155333333,12.2760666667,20.5873,27.6945333333,28.1644,12.9808666667,28.3407333333
235.54,19.0868,19.4825333333,20.2436,17.169,10.9285333333,18.5692333333,27.3668666667,27.3667333333,11.2937333333,27.6408666667
235.91,21.1659333333,20.7473333333,22.8398666667,19.8505333333,15.2165333333,19.5814,29.7159333333,29.8954,13.4829333333,30.4334666667
236.29,24.6222666667,22.9036666666,24.6815333333,22.6074666667,17.8668,22.7852,32.0,31.5850666667,16.7406,34.0147333333
236.66,18.2796666667,15.9755333333,18.9554666667,16.7742,12.5653333333,16.2211,25.8063333333,25.6527333333,11.1828,28.2949333333
237.04,15.703,14.0601333333,16.7456,15.1659333333,10.8057333333,15.4185666667,26.1296,24.1074,10.0473333333,27.2354666667
237.41,17.4590666667,15.3662666667,18.7743333333,16.1436,12.7354,19.4468333333,26.7264,22.1226666667,12.2869333333,27.3541333333
237.79,16.1947333333,13.5694,16.6076666667,14.7786666667,11.7995333333,18.2595666667,25.2212666667,20.0294666667,11.6224666667,25.4276666667
238.17,11.6190666667,8.09526666667,12.9842,9.14293333332,5.2064,13.3651333333,22.0316666667,16.1268,6.22219999999,20.8253333333
238.54,9.91866666668,5.91873333335,11.5772666667,5.88626666667,4.13006666666,11.1056666667,22.4064,13.3007333333,3.73986666667,18.504
238.92,11.1894,7.63593333332,12.9222666667,8.07633333334,4.02353333333,12.1879,22.467,13.2158666667,6.07940000001,21.1453333333
239.29,14.0230666667,12.235,17.4967333333,12.2350666667,8.65906666667,15.7855333333,22.0688666667,16.4240666667,9.09326666667,22.8862666667
239.67,18.8988,16.7768666667,21.4415333333,16.977,14.4344,20.3904333333,24.0841333333,21.3813333333,14.6747333333,27.8678
240.04,19.7326666667,16.1737333333,20.568,16.1737333333,14.0685333333,19.7075333333,22.3224,20.1002666667,15.4385333333,27.0175333333
240.42,17.6394666667,13.405,18.3834666667,14.7925333333,12.5894,17.9901,19.4563333333,18.5837333333,13.5051333333,24.3204
240.79,17.3583333334,12.9347333333,17.6324666667,14.2553333333,12.0622,17.7569,18.1308,17.2709333333,12.7976,23.5017333333
241.17,17.7218666667,13.4802666667,17.9212666667,14.6981333333,13.4698,18.8136333333,18.0366666667,17.8268,13.1969333333,23.1286666667
241.54,16.9687333333,12.6825333333,16.6992,14.0491333333,13.1659333333,17.4942666667,16.9315333333,17.2756666667,11.985,22.0828666667
241.92,16.4598666667,12.5724,16.6584,13.4408666667,12.8288,17.1173666667,16.2862,17.014,11.5302666667,21.2571333333
242.29,16.9272,13.2578666667,16.7308666666,14.0658666667,13.6202666667,17.6444333333,16.5649333333,17.3424666667,12.1858,21.8196
242.67,16.638,13.1319333333,16.3937333333,13.9223333333,13.0892,17.6472333333,16.0776,17.2844666667,12.1481333333,21.5373333333
243.05,15.6524,12.5508666667,15.4586,13.0494666667,12.5994,16.8432,15.3826,16.5248,11.4779333333,20.1108666667
243.42,14.0936666667,10.1085333333,13.4758666667,11.4868,10.7604,14.8845666667,14.0188666666,14.6570666667,9.77593333333,18.3097333333
243.80,14.2885333333,10.7366,13.8445333333,11.7322666667,10.9453333333,15.3481666667,14.0127333333,14.4903333333,9.88226666667,18.1702666667
244.17,13.1664,10.2768666667,12.8529333333,11.2045333333,10.0700666667,14.9216,13.1265333333,13.9274,8.90886666667,17.5109333333
244.55,13.5632666667,10.8479333333,13.3136,11.3806666667,10.7891333333,14.8948333333,13.3861333333,14.2209333333,9.27666666666,18.0276666667
244.92,12.2829333333,9.53446666668,11.7735333333,10.0315333333,9.75479999999,13.8553333333,11.8616,13.2579333333,8.26426666667,17.0502666667
245.30,11.7521333333,9.1208,11.3334666667,9.48066666665,9.40406666666,13.0915666667,11.003,12.7196666667,7.95873333333,17.1446
245.67,10.9474,8.69786666667,10.718,8.98180000001,8.67606666667,12.7791,10.4723333333,12.2577333333,7.61673333334,16.724
246.05,10.7516666667,8.51426666667,10.3365333333,8.75206666667,8.58506666666,12.8423666667,10.2201333333,11.8450666667,7.27933333334,16.7451333333
246.42,10.1663333333,7.96573333333,9.82893333333,8.07206666667,7.99813333333,12.3417,9.32506666665,11.3824,7.12906666667,16.1024666667
246.79,10.0852666667,7.68673333334,9.66706666666,7.84893333334,7.87446666667,11.9909333333,8.96706666667,11.2079333334,6.92700000001,16.1374
247.17,10.2817333333,7.94453333334,9.82946666666,7.92853333334,8.27773333333,12.3036,8.86913333333,11.3214,7.20646666666,16.4722666667
247.54,10.6232666667,8.67353333334,10.0684,8.16033333333,8.72666666666,12.6566333333,8.97753333333,11.6494666667,7.52179999999,17.062
247.92,10.3308,8.28,9.80160000001,7.98593333333,8.574,12.2014333333,8.68066666667,11.3451333333,7.29153333334,16.6666
248.29,9.52326666667,7.54679999999,9.22993333333,7.2424,7.92453333333,11.4154,7.97586666667,10.638,6.7988,15.992
248.67,8.70006666666,6.66673333333,8.42226666667,6.5852,7.1518,10.8241333333,7.34813333333,9.77033333333,6.10373333333,15.3593333333
249.04,8.93846666667,6.89153333334,8.90413333333,6.98293333333,7.66546666667,11.111,7.8788,10.0857333333,6.4876,15.6929333333
249.42,9.22893333334,7.11659999999,9.20066666666,7.32533333333,7.91966666667,11.2550333333,8.19673333333,10.3092,6.87153333333,15.8795333333
249.79,9.22486666667,6.88613333334,9.09560000001,7.14473333333,7.75633333333,11.0358,8.0148,10.1464,6.77426666667,15.8699333333
250.17,8.67726666666,6.3952,8.54366666667,6.6436,7.1682,10.2691666667,7.78466666667,9.54213333333,6.3172,15.4406666667
250.54,8.463,6.60299999999,8.55113333334,6.90646666667,7.44986666667,10.1811666667,8.10566666667,9.40273333332,6.1428,15.6826666667
250.92,8.00100000001,6.646,8.244,6.6098,7.40106666667,9.58643333333,8.08379999999,9.22673333334,6.02533333333,15.6658
251.29,6.80346666667,5.52266666667,7.16473333333,5.66506666667,6.07553333333,8.02140000001,7.00053333333,8.19933333334,4.5976,14.5210666667
251.66,6.74433333333,5.12613333333,7.09333333333,5.514,5.85206666667,8.01046666667,7.18746666665,8.09653333334,4.6606,14.5026666667
252.04,5.66933333333,4.33906666667,5.90026666666,4.06313333333,4.8014,7.1909,6.21026666667,7.02733333333,3.65733333333,13.5643333333
252.41,7.0608,5.625,6.9988,5.1802,6.0416,8.46293333333,7.4832,8.08553333333,4.48186666667,14.7184666667
252.79,6.4822,5.26646666667,6.55726666666,4.26393333334,5.18586666667,8.13596666666,6.82226666668,7.53086666666,3.85473333333,13.9729333333
253.16,6.85386666667,5.36133333333,6.53779999999,4.14413333333,4.7994,8.06549999999,7.0352,7.62639999999,3.6406,13.9772
253.54,6.93926666667,5.19693333333,6.53626666667,4.35553333333,4.56306666667,8.24903333333,7.08146666665,7.87546666668,3.597,14.1925333333
253.91,7.07526666666,5.1722,6.8252,4.4708,4.3246,8.22823333334,6.97773333334,7.9536,3.51326666667,14.1445333333
254.28,7.8902,6.21726666667,7.66533333333,5.4182,5.01253333333,9.0605,7.25966666666,8.97,4.31326666667,14.7065333333
254.66,7.78213333333,5.69546666667,7.28986666667,4.93446666667,4.4424,8.47116666667,6.19426666667,8.62206666667,3.74013333333,13.8778666667
