wavelength,Back_DigLafm,Belly_DigLafm,Breast_DigLafm,Crissum_DigLafm,Crown_DigLafm,DorTail_DigLafm,Patch10_DigLafm,Rump_DigLafm,Throat_DigLafm,WingTip_DigLafm
193.61,318.148133333,288.148066667,293.8272,326.419666667,397.107580952,326.666718518,326.666733333,332.839466667,389.876533333,336.543133333
193.99,368.182,346.5152,345.757533333,396.0606,474.588771429,378.047240741,394.848533333,393.3334,458.787733333,389.0908
194.37,518.333333333,530.0,527.083333333,607.916666667,711.666666667,566.342592593,559.583333333,584.583333333,675.416666667,576.666666666
194.75,707.878766667,738.484866666,748.484733333,838.181866666,999.826714284,763.299681481,748.484866667,780.606133333,917.575733335,792.727333333
195.13,-1283.33333333,-1436.66666667,-1444.0,-1601.33333333,-1958.47619048,-1386.74074074,-1324.0,-1517.33333333,-1733.33333333,-1556.0
195.51,-477.692233333,-524.615266667,-516.923133333,-568.205133333,-686.080485713,-505.555581481,-463.589666667,-558.974266666,-595.384666667,-569.743533334
195.89,-6866.66666667,-7183.33333334,-6860.00000001,-7573.33333334,-9093.33333333,-6570.37037037,-5893.33333333,-7506.66666667,-7460.0,-7519.99999999
196.27,-889.047799999,-906.666766667,-817.142866667,-979.999933334,-1211.02052381,-806.825462962,-780.9524,-979.047666667,-914.285799999,-971.428666667
196.65,-1772.2222,-1783.33333333,-1568.889,-1911.111,-2561.26978095,-1422.71613333,-1502.22233333,-1882.22233333,-1748.88886667,-1891.1112
197.03,1630.0,1587.77773333,1482.2222,1668.8888,2400.00006666,1326.04944445,1355.55553333,1715.5556,1473.33333333,1657.778
197.40,-572.8571,-537.142733334,-544.762,-529.523866667,-880.13595238,-404.391581481,-403.809666667,-558.0952,-503.8094,-523.809400001
197.78,-232.380966667,-214.047466667,-226.190533333,-224.761866667,-424.421742857,-156.269722222,-164.2856,-244.2858,-220.9524,-204.285733333
198.16,564.583333333,502.916666667,586.666666667,560.0,914.285714286,475.462962964,494.166666667,594.166666667,572.500000001,537.5
198.54,570.416666667,455.416666667,533.333333333,488.333333334,858.928571429,423.101851852,518.333333333,613.333333333,542.499999999,484.999999999
198.92,270.3923,217.647066667,227.0588,226.274666667,393.78147619,188.344203704,238.823533333,300.000066667,251.7646,223.1374
199.30,151.794933333,119.829066667,128.8888,126.837533333,203.565371429,113.057903704,144.615333333,159.145266667,147.863266666,124.615333333
199.68,135.602966667,101.4185,116.028333333,117.8724,181.418485714,100.748562963,130.496533333,134.184466667,133.9006,106.950266667
200.06,133.821133333,97.8049999999,115.935066667,125.528533333,193.077819048,105.573648148,148.455133333,141.626,136.747933333,111.056933333
200.44,102.666633333,89.7575999999,97.5756666667,104.363733333,153.160219047,85.9191925927,126.545533333,121.4546,108.121266667,87.2726666667
200.82,137.666666667,127.0,129.0,149.5,201.666666667,118.657407407,177.833333333,166.333333333,138.333333333,107.0
201.19,122.708333333,116.944466667,113.3334,136.8056,171.924466667,95.3009851851,154.583333333,142.361,111.944466667,93.4722666667
201.57,107.719366667,101.578833333,99.9999333333,122.2222,142.823733333,82.8458777777,144.795133333,126.1988,90.7603333333,81.4035999999
201.95,101.895566667,101.111033333,99.2157333333,110.849733334,132.717057143,79.1139962963,139.477133333,122.875733333,80.3920666666,72.2874666667
202.33,124.298366667,133.508866667,112.9824,133.6842,160.676666667,92.0955666667,167.017533333,144.0352,85.4385333334,70.8772000001
202.71,146.266666667,160.666666667,124.266666667,174.933333333,179.504761905,101.274074074,207.466666667,160.0,73.6000000001,73.6000000001
203.09,187.192966667,202.807033333,159.2982,215.438666667,211.62912381,123.840081482,270.175466667,184.912266667,88.0701333333,102.105133333
203.47,352.5,383.333333334,250.0,391.666666667,352.857142857,143.101851852,507.5,275.833333333,67.5000000001,194.166666667
203.85,115.733333333,134.666666667,98.1333333334,134.933333333,106.323809524,50.7999999999,169.066666667,100.533333333,23.4666666667,87.4666666667
204.22,102.564133333,131.538633333,91.2821333333,109.487266667,87.0329714286,40.0997444445,152.051333333,89.4871333333,18.7179333334,75.6412666667
204.60,146.6666,181.2121,102.424133333,150.303,72.8137428572,-13.905737037,204.848533333,58.7879333332,-64.8485333333,90.9092000001
204.98,102.807066667,118.947466667,67.3685333333,97.5437999999,69.9749238095,-1.9104481482,129.473533333,51.9296000001,-6.6666666668,100.3508
205.36,84.2666666667,91.7333333332,54.6666666666,78.1333333333,66.2476190476,11.2592592593,105.066666667,45.3333333334,21.3333333333,98.3999999999
205.74,46.1458333334,62.2916666667,21.25,43.9583333335,45.4166666667,-9.43287037038,55.4166666667,20.8333333332,0.83333333332,67.0833333335
206.12,45.4387666667,50.5263666668,30.2924,48.3040666667,49.9916190476,9.28532592592,55.4387333333,27.8363333334,18.5964,53.4504666667
206.50,40.8219333333,39.1324666667,28.1278666667,42.7398666667,43.7182,5.81429259259,50.7762000001,26.8493333334,16.895,48.9497333333
206.87,36.2766,36.6310999999,27.8722,37.6596666666,44.8025047619,9.90157777779,47.6594666667,26.0282666667,17.5886666667,43.7586666667
207.25,36.9827666667,35.4884333333,30.4023333333,42.1838,48.8999047619,16.4814222222,51.1494,29.4253333333,21.3217333333,43.5632666667
207.63,37.2223333333,34.5893666667,31.8839333333,43.3816666667,49.5030476191,20.0778740741,50.0,29.9034,22.802,39.6619333333
208.01,35.7246666667,34.5171,28.2608666667,42.9951333333,50.1311047619,18.526537037,49.372,25.9903333333,19.9999333333,35.6039333333
208.39,34.4670666667,32.1088333333,27.8911333333,44.7166666667,47.3533714286,18.548737037,47.0293333333,23.6280666667,18.9568666667,36.2358666667
208.77,42.6624,39.5807666667,36.8554,50.6498666667,53.5010952381,27.2723518519,56.4779333334,31.9077333333,27.8825333333,45.7022
209.14,40.6339666667,37.3621333333,35.4192,49.6932,50.8325714286,26.4962037037,56.6053333333,30.1021333333,26.7893333333,43.4765333333
209.52,36.7695666667,32.4692333333,31.1934666667,46.1727333333,46.2904190476,22.0006851852,52.7160666667,27.3662666667,22.3457333333,39.2593333333
209.90,39.9400666667,34.6906,35.8482666667,48.7026,47.0772285714,26.2097703704,56.4072666667,31.8163333333,27.3852666667,43.1936
210.28,43.4783333333,39.8136,40.7453333334,55.2794,51.6119809524,29.0498592593,61.3666,36.0248666667,32.4638,49.6894666667
210.66,41.9631333333,38.9776333333,40.859,53.4969333333,51.1364095238,29.4047333333,59.0182666667,35.8282666667,32.8834666666,50.7158
211.03,43.8240333333,41.3498,44.9898,56.9324,52.7956761905,31.3587074074,59.1411333333,37.8323333333,37.2187333333,52.0654666667
211.41,40.2888333333,39.3778,43.5999333333,53.6000666667,49.581,27.5605481482,55.9111333333,34.2666666667,35.4666666667,49.111
211.79,34.2564666667,36.1795666667,41.7948,51.0256666667,46.4981333333,21.649562963,56.0511333333,33.2306,31.8462666667,48.2564
212.17,32.9096666667,35.2258,42.9943333333,47.7967333333,45.9725523809,18.9076962963,59.3784666667,35.7627333333,34.5197333333,51.1863999999
212.55,29.8443333333,33.4578666667,37.1962666667,40.3737333333,44.7976,13.3644629629,61.6822,33.7696,33.2710666667,51.3395333333
212.92,24.391,31.6025999999,33.9102,39.6154,40.9432285714,7.82046296294,56.8590666667,28.6538666667,27.6922666667,49.2947999999
213.30,30.9064333333,42.2516333333,41.7544,44.9706,46.9757619048,15.2761481481,59.883,34.6198,33.7426666667,54.2103333333
213.68,37.4300666667,51.7813666667,49.8726666667,49.0077333333,51.8865047619,24.2889259259,62.0865333333,39.1858666667,40.2034,59.2875333333
214.06,39.1539,54.0255666667,50.9230666667,51.0770666667,53.7655428571,24.9400555556,64.1027333333,36.5129333333,40.7180666667,62.2564
214.44,41.7164,52.7362,47.7114666667,48.3084,52.1250761905,27.0481333333,63.6319333333,35.3731333333,40.0498666667,60.8954666667
214.81,40.0,55.5285,48.1302,48.2384666667,48.3778095238,23.5651962963,64.8780666667,32.4662,38.8617333333,59.2412
215.19,33.1945666667,49.8888666666,41.8889333333,40.4444666667,41.7937238095,15.6019333333,62.3333333333,25.0000666667,32.2777333333,53.6110666667
215.57,38.6914,54.3210666667,42.9630666667,41.4320666667,40.2963809524,20.6555777778,60.9877333333,25.7778,34.1233333333,56.5431333333
215.95,36.5057,52.3446666667,39.2643333333,38.3908666667,38.2529523809,19.0523740741,56.9195333333,23.954,32.1378666667,54.5746
216.32,27.2183,44.8045333333,28.5057333333,32.7816,30.8767142857,11.6372481482,49.0114,16.1839333333,24.092,47.5862
216.70,26.6877333333,44.7048,30.7174,36.0338,32.6643142857,14.2006814815,46.6665333333,19.2405333333,27.1729333333,43.7552
217.08,24.0562666667,40.7028333333,27.9920666667,31.5260666667,31.1473904762,13.5049703704,44.257,19.478,27.8314,38.1926666667
217.46,18.7935666667,33.1493666667,21.2678666667,25.5214666667,26.2458,8.00968518521,40.0818,13.906,24.5808,31.411
217.83,16.2151666667,29.3117666667,17.6774666667,26.0645333333,24.0431047619,5.07295555555,40.8172666667,10.2795333333,20.9033333333,30.4946666667
218.21,16.2222666667,28.4889,16.2222,25.7778,24.4000095238,4.60491851852,42.2667333333,10.089,18.9334,31.5555333333
218.59,14.0396666667,26.9094333333,16.5562666667,24.0176666667,22.8698857143,4.0028074074,41.7217333333,8.25613333334,16.8654666667,31.6997333333
218.97,19.2337,29.3294,18.3140666667,26.9732666667,27.4329904762,9.50624074073,42.4521333333,14.0230666667,19.8850666667,36.7432666667
219.34,21.0564666667,30.6738333333,19.3441333333,27.6139333333,29.7789142857,11.6900074074,41.8943333333,17.1585333333,20.7286666667,38.652
219.72,13.8371666667,22.5775666667,14.2635333333,21.6668,26.3344761905,4.22910370371,38.9923333333,14.1859333333,14.69,32.8682
220.10,14.2556666667,19.8112333333,14.6331333333,21.9706666667,23.456247619,1.82855555555,38.5744666667,11.74,11.6561333333,32.4527333333
220.47,26.5476,28.6705666667,28.611,31.8652,31.9955238095,13.1635777778,44.7618666667,22.1032,21.0317333334,40.2777333333
220.85,26.8816,26.8387333333,26.7958,28.3441333333,26.6483238095,8.68581481481,43.1397333333,17.8924,16.1718666667,39.3549333333
221.23,24.5833333333,20.6127666667,22.353,23.8725333333,21.7646285714,2.49457407409,38.6765333333,9.70586666668,7.84306666667,37.4510666667
221.61,25.5943666667,22.5641666667,26.6198666667,24.3823333333,23.3632666667,6.94640740741,36.8763333333,12.4476666667,7.13293333334,37.8090666667
221.98,29.1979333333,25.7393666667,31.1278666666,23.7093333334,28.7362380952,7.88355925924,40.2006666667,15.8896666667,10.376,39.4486666667
222.36,29.0576,25.5862333333,32.0460666667,22.7125333334,28.9786380952,9.90553703703,38.1609333333,19.5402,13.9769333333,37.7472
222.74,31.7333,28.6888,35.689,28.5334,32.4698952381,13.9653333333,40.7110666667,24.7998666667,16.8001333333,40.6667333333
223.11,34.3897,28.4977666667,38.9670666667,28.8732,31.8175333333,16.1867629629,42.676,26.0094666667,17.8872666667,39.4366
223.49,43.9007666667,36.1702333333,47.4704,36.0757333333,36.2783047619,24.8174148148,50.4492,31.773,23.4987333333,49.5981333333
223.87,51.5494333333,44.2487333333,53.6619333333,45.8684666667,43.6351238095,33.2106259259,56.6668,37.7934666667,31.0328666667,57.5118
224.24,56.0000333333,53.0805333333,57.1034,50.7126666667,51.4090285714,41.7648222222,63.9079333333,44.0918666667,39.4482666667,62.4826666667
224.62,52.6951,52.577,55.2718666667,47.1868666667,49.4967238095,39.1122037037,64.4917333333,40.2836666667,37.0212,63.8298666667
225.00,55.1748333333,56.387,57.3892666667,49.9766666667,54.0326857143,46.0113444445,68.6246666667,43.5432,40.7926,68.718
225.38,55.8084333333,58.7625333333,58.4431333333,52.2556,55.1470190476,47.3940851852,69.3813333333,48.0639333333,46.0678,69.4610666667
225.75,54.2766333333,57.2117666667,56.6037333333,50.2725333333,51.6681428571,44.0274851852,66.7925333333,46.9602666666,43.8154666667,71.2367333333
226.13,46.9355333333,50.5735666667,49.3189333333,46.9174666667,42.5140952381,42.0570296296,58.3154,42.3298,39.4623333333,63.3691333333
226.51,45.6738666667,49.2906666667,46.5958,48.014,41.0437714286,41.2274407408,55.851,41.3828666667,37.2695333333,61.4184666667
226.88,36.2564333334,42.4275,38.0511333333,38.5983333333,33.7289238095,32.2828851852,46.906,33.8461333333,29.5042666667,50.9744
227.26,29.5419333333,35.94,32.7645333333,32.7328666667,28.4631619048,26.4384888889,40.4738666667,28.1832666667,24.1074666667,45.7504
227.64,23.8986333333,29.3044,26.7826,26.7536,23.1594571429,21.0788222222,32.6378666667,23.6522,20.4928,36.5218666667
228.01,21.0190666667,26.9664333333,24.5084,23.8368666667,20.452247619,20.4556444444,28.5850666667,21.9665333333,20.2398666666,32.8296666667
228.39,20.3530333333,26.3447333333,23.136,22.6791333333,19.9643904762,19.4992444445,27.4143333333,21.7861333333,20.0622,31.2774
228.76,19.8906333333,24.7268666667,21.1658,21.8943333333,19.7684095238,19.9049222222,26.102,21.7304666667,20.1638666667,28.8706666667
229.14,20.0423,24.1517666667,20.7764666667,22.346,18.9415809524,19.3099888889,24.4049333333,21.7383333333,20.152,27.882
229.52,17.9648333333,22.0518666667,17.7387333333,19.6482,16.0733714286,17.8346,21.7252,19.6816666667,16.9683333333,25.6448666667
229.89,17.4976666667,21.3610333333,16.6909333333,19.0055333333,15.5895047619,17.4489296296,21.8090666667,18.6957333334,16.6257333333,24.9060666667
230.27,15.6987,19.0235,13.2154,15.808,14.1222761905,14.2967,19.6464666667,17.0200666667,14.2088666667,21.8856666667
230.65,15.0247,18.9408,13.3168666667,15.3530666667,13.4927333333,13.6553111111,19.5565333333,16.1576,14.1708,21.1167333333
231.02,16.6174,20.4196333333,14.4856,16.9216666667,15.0946571429,15.5811518518,21.8272666667,17.5474,16.2140666667,22.6173333333
231.40,16.1326333333,20.6459333333,13.6261333333,16.5546666667,14.6992190476,15.0856148148,22.0327333333,17.3126,16.2961333333,22.0326666667
231.78,17.908,23.3681333333,15.9374,18.3332,16.8031714286,18.3032925926,24.9478666667,19.6526666667,19.2013333333,24.7222666667
232.15,17.791,23.1657,15.3058,18.008,16.3257047619,18.2532740741,25.286,19.6252,19.1124666667,24.9704666667
232.53,18.2010333333,22.6031666667,16.8042666667,18.074,17.3665047619,18.6102148148,25.3968,20.4021333333,19.3228,25.4392
232.90,17.6275333333,22.3131333333,16.5836666667,16.7498,15.7362952381,17.5181518519,23.9858666667,19.7391333333,18.2442666667,26.2159333333
233.28,15.1102333333,20.8209333333,16.5932,15.3922,14.4642190476,15.6467037037,22.8922666667,17.3039333334,17.5980666667,24.9263333333
233.66,16.2670666666,21.5182666667,18.1279333333,17.8082666667,16.2882285714,15.9777962963,23.1506,18.6302,19.3608,24.863
234.03,16.3879666667,21.9175333333,18.4168666667,18.6175333333,16.346447619,16.9428666667,22.9431333333,18.9298,19.5316666667,24.7714
234.41,18.0873666667,24.3175666667,21.0514666667,21.7226666667,17.8460761905,19.9591074074,24.4741333333,21.0290666667,22.2371333333,27.2707333333
234.78,17.5322333333,23.38,20.4210666667,20.1637333333,17.3768380952,19.5750666667,23.3451333333,20.4445333333,21.3800666667,26.8538666667
235.16,19.7635666667,23.7098333333,22.1288666667,20.8386666667,18.3657047619,21.579262963,23.2689333334,22.1076,22.9892,29.0109333333
235.54,21.2085,25.5891,23.8468666667,22.6786666667,21.110552381,24.1916148148,24.854,23.7059333333,24.5316,30.836
235.91,19.2011333333,23.1163666667,21.361,21.3412666667,20.4452095238,22.0523222222,22.8796,21.8342666667,22.0316,28.8758666667
236.29,18.3882333333,21.0441,19.1026,19.4871333333,18.9822190476,19.8156851852,21.4102,20.5677333333,19.5238,26.7764666667
236.66,16.1643666667,17.6895666667,14.5387333333,16.9132,15.5069047619,17.3151333333,18.2832666667,17.0046666667,16.694,23.9268666667
237.04,15.6914333333,17.7394,14.2908,18.7412,15.8966571429,17.833837037,19.1134,17.5531333333,17.2872666667,23.1204666667
237.41,16.4952,18.9632,15.0644,19.9998666667,17.4122190476,20.3971592593,20.6855333334,18.629,18.4919333333,24.2673333333
237.79,16.0071,18.6899,14.1889333333,19.5366,16.5444190476,20.970537037,19.9285333333,18.0212666666,18.0749333333,23.173
238.17,14.4295,17.5312,12.8520666667,18.0214,14.868847619,19.7178481482,18.4492,16.239,16.6666,20.7842
238.54,10.1920333333,13.0890333333,9.38926666667,13.2634666667,10.2817047619,15.2065814815,13.979,10.8027333333,11.5532,16.9808
238.92,9.71009999999,11.4089333333,9.06586666668,12.2865333333,9.16941904762,14.5848703704,12.8019333333,9.93560000001,10.3059333333,15.9903333333
239.29,10.0753666667,11.9909,9.17046666667,13.4088,9.30179047618,14.6571481481,13.6350666667,10.1509333333,10.0754,15.3242
239.67,6.48793333333,7.22463333333,4.1344,8.66939999999,4.52897142858,9.62237777778,9.05566666667,5.77966666666,5.16466666666,10.5436666667
240.04,5.72173333333,5.60513333333,2.70553333333,7.33986666667,2.97558095238,7.93517407407,7.8706,4.34953333333,3.9482,9.59233333333
240.42,5.91003333333,6.21726666667,3.60646666667,7.99773333332,3.85331428572,8.53689999999,9.11273333334,4.76686666666,4.36859999999,9.56766666667
240.79,6.71106666667,6.80466666666,5.0886,8.294,4.68301904762,9.17321851852,10.0690666667,5.96646666667,5.34526666667,10.1873333333
241.17,6.53026666666,6.01153333333,4.30086666667,6.62246666667,4.30202857143,8.85505925925,9.52506666667,5.10993333333,4.59973333334,9.78886666667
241.54,6.29276666667,5.29206666667,3.67606666667,5.58406666667,3.93080952381,7.80032962964,9.1044,4.9924,3.63706666667,8.87840000001
241.92,6.20626666667,5.237,3.62626666667,5.31373333333,3.79452380952,7.70173333334,9.26080000001,4.66526666667,3.54253333333,8.66793333333
242.29,7.45959999999,5.6926,4.23286666667,6.17466666667,4.68977142857,8.69257777778,10.0582666667,5.5664,4.44666666667,9.88333333334
242.67,8.31813333333,6.33033333333,4.74553333333,7.0182,5.58519047619,9.48925555556,11.0848666667,6.50306666667,5.52726666667,10.5152
243.05,8.43473333334,6.55776666667,4.41706666667,7.24233333333,5.72921904762,9.36854814815,11.3069333333,6.66673333333,5.80913333333,10.6902
243.42,7.07306666667,4.80696666667,2.81873333333,5.5204,4.14184761905,7.80563333334,9.50873333332,5.2164,4.3978,9.41533333334
243.80,7.91963333333,5.79866666667,3.98273333333,6.6896,5.12391428571,9.09382962964,10.4598,6.24713333333,5.62646666667,10.5289333333
244.17,8.00796666668,5.9023,4.04666666667,6.66666666667,5.03401904762,9.22677407408,10.4176666667,6.55313333333,5.6096,10.1848
244.55,8.30963333333,6.04363333333,4.05706666667,6.5158,5.0062,9.63116296296,10.1986,6.65546666667,5.72793333333,10.2879333333
244.92,7.52613333334,5.39873333333,3.3522,5.74746666667,4.18486666667,9.09375555555,9.48893333333,5.90973333333,5.05,9.38620000001
245.30,7.85663333334,6.33213333333,4.20633333333,6.23906666667,4.65919047619,9.48402222223,10.1133333333,6.49566666667,5.77606666666,9.59993333333
245.67,7.46123333333,5.7852,3.91933333333,5.83686666666,4.31048571428,9.01074814814,9.70453333332,6.18853333333,5.56966666667,9.27786666666
246.05,8.18269999999,6.30356666667,4.7176,6.3566,5.19749523809,9.58074814815,10.5562666667,6.85353333333,6.17826666667,10.1696666666
246.42,8.36596666667,7.0544,5.44926666667,6.76646666667,5.71032380952,9.93411481481,11.129,7.4348,6.75493333333,10.3800666667
246.79,8.51970000001,7.42956666667,5.77713333333,6.76153333333,5.88556190476,10.1589555556,11.4098666667,7.80593333334,6.9374,10.5872666667
247.17,8.34823333334,7.404,5.7984,6.5308,5.66833333333,10.1421740741,11.5242,7.63426666666,6.80253333333,10.3810666667
247.54,8.43533333333,7.67123333333,6.02753333333,6.58453333333,5.95164761905,10.3972481481,11.8209333333,7.68553333333,6.86913333333,10.4792666667
247.92,8.5464,7.7635,6.06626666667,6.6972,6.06531428572,10.6263666667,12.0038666667,7.91966666667,6.9056,10.5209333333
248.29,8.64926666667,7.9618,6.37493333333,6.8502,6.25123809524,10.8486703704,12.1390666667,8.0626,7.06373333333,10.716
248.67,8.6102,8.0941,6.43126666667,6.88106666667,6.29409523809,10.8944259259,12.4158666667,8.23013333333,7.3064,10.8165333333
249.04,9.20346666667,8.8418,7.00506666667,7.69746666666,7.00074285714,11.6279888889,13.4077333333,9.04826666666,7.88406666667,11.4951333333
249.42,9.34306666667,8.83326666667,7.04573333333,8.07193333333,7.2629047619,11.9054185185,13.6340666667,9.20913333333,7.80053333333,11.7482666667
249.79,9.6962,9.23573333333,7.37533333333,8.49906666667,7.63681904762,12.5379851852,14.3245333333,9.63346666667,8.02453333333,12.2267333333
250.17,9.27006666668,9.07293333333,7.00413333333,8.36933333334,7.26459047619,12.3578851852,14.1220666666,9.62080000001,7.8006,12.0098
250.54,8.55789999999,8.1334,6.15386666667,7.68839999999,6.60801904762,11.7502481482,13.6369333333,8.97653333333,7.10566666667,11.4584
250.92,7.431,6.96293333333,4.89306666667,6.93413333333,5.59596190476,10.7469111111,12.7674,7.8966,6.17653333333,10.3296666667
251.29,7.0655,6.69473333333,4.432,6.7972,5.53174285714,10.6056703704,12.3675333333,7.72106666667,5.9202,9.88566666667
251.66,7.07283333333,6.75686666667,4.42866666667,7.08953333333,5.57186666667,10.5165111111,12.4922666667,7.80706666667,6.02046666667,10.0546
252.04,6.94166666666,6.4737,4.37533333333,6.7536,5.45926666667,10.1184333333,12.4168,7.4338,5.86586666667,10.0626666667
252.41,7.47623333334,6.76976666667,4.71926666667,7.04933333333,5.95540952381,10.3741111111,13.0634666667,7.67233333333,6.28393333333,10.6107333333
252.79,7.47936666667,6.63906666667,4.88626666667,7.1818,6.27151428571,10.2144592593,13.0232666667,7.5918,6.03153333333,10.4276
253.16,7.02426666666,5.91313333333,4.71333333333,6.4636,5.58165714286,9.3200962963,12.1106,6.93053333333,5.40853333333,9.75133333333
253.54,7.26073333333,6.06996666667,4.85073333333,6.25506666666,5.49978095238,9.29704444444,12.1656666667,7.22226666667,5.57093333333,9.78913333333
