wavelength,Back_DigVenf,Belly_DigVenf,Breast_DigVenf,Crissum_DigVenf,Crown_DigVenf,DorTail_DigVenf,Patch10_DigVenf,Rump_DigVenf,Throat_DigVenf,WingTip_DigVenf
560.58,16.9178333333,18.5032575757,17.6075,12.615,17.2675833333,8.08125,29.0675,10.4243333333,15.1091666667,12.297
560.92,16.9215,18.5214545454,17.5838333334,12.6065,17.256,8.11166666667,29.0973333333,10.4115,15.1563333334,12.3
561.26,17.0343333333,18.5594090909,17.655,12.72,17.327,8.17583333333,29.1928333334,10.4775,15.1925,12.3676666667
561.60,17.1428333333,18.6640757576,17.8083333333,12.8218333333,17.45275,8.30475,29.3486666666,10.6313333333,15.3025,12.5276666666
561.94,17.218,18.7625151515,17.914,12.8638333333,17.5158333333,8.38791666666,29.4111666666,10.704,15.3605,12.6021666667
562.28,17.1731666667,18.7607424243,17.956,12.8505,17.4706666667,8.29275,29.4093333333,10.6508333333,15.3366666667,12.5698333333
562.62,17.2781666667,18.8481060606,18.04,12.9048333334,17.5955,8.37125,29.4968333333,10.7326666667,15.3431666666,12.6378333333
562.96,17.2736666667,18.8439545454,17.961,12.9233333333,17.5965,8.3325,29.5456666666,10.7771666667,15.4083333333,12.6625
563.30,17.2713333333,18.8552121212,17.9623333334,12.8725,17.5763333334,8.3135,29.5321666666,10.734,15.426,12.6723333333
563.64,17.2345,18.8321212121,17.9206666666,12.8521666666,17.5165833333,8.25975,29.4311666667,10.679,15.4008333334,12.6166666667
563.99,17.2495,18.9461969697,17.9058333334,12.9101666667,17.5470833333,8.286,29.4546666666,10.6873333333,15.3798333333,12.6538333333
564.33,17.357,19.0204090909,18.0081666666,13.0345,17.60375,8.35266666666,29.5068333333,10.7505,15.4433333334,12.746
564.67,17.4123333333,19.0498636364,18.0908333333,13.0906666667,17.622,8.36391666667,29.5015,10.8001666667,15.4723333334,12.7758333334
565.01,17.3816666666,19.0546363636,18.0715,13.0355,17.6034166666,8.32,29.4678333334,10.7683333333,15.4088333333,12.7305
565.35,17.3163333334,19.0322575758,17.9838333333,12.9945,17.5465,8.25041666667,29.3585,10.6866666667,15.4136666667,12.654
565.69,17.2778333334,18.943939394,17.9786666666,12.9505,17.5176666667,8.18308333333,29.3356666666,10.6476666667,15.3831666666,12.6218333334
566.03,17.2085,18.9183181818,17.9136666667,12.8645,17.5,8.16083333333,29.257,10.6036666666,15.325,12.5558333333
566.37,17.1981666667,18.914,17.9245,12.8641666667,17.4476666667,8.1105,29.2488333333,10.6136666666,15.3061666667,12.5751666667
566.71,17.2126666667,18.9302878788,18.0003333333,12.8816666667,17.4459166667,8.14541666666,29.194,10.6376666666,15.296,12.5961666666
567.05,17.2588333334,18.993590909,18.0846666667,12.9771666666,17.499,8.22091666666,29.2306666667,10.6951666666,15.341,12.6463333333
567.39,17.2726666667,19.0315757576,18.1,12.9985,17.5289166667,8.20866666666,29.2593333333,10.6925,15.3068333333,12.6623333333
567.73,17.314,19.0138939394,18.189,13.0366666666,17.5743333333,8.26941666667,29.2865,10.7511666667,15.3896666666,12.707
568.07,17.2445,19.0171363637,18.1983333333,12.9466666666,17.5325833334,8.18741666666,29.2505,10.6886666667,15.374,12.6396666667
568.41,17.1338333334,18.9306818182,18.0843333334,12.8945,17.46875,8.13766666666,29.1668333333,10.6158333333,15.2776666667,12.5911666667
568.75,17.1868333334,18.9704696969,18.1565,12.978,17.5245833334,8.16258333334,29.2388333333,10.6891666666,15.3993333334,12.6493333333
569.09,17.142,18.9666818182,18.2181666666,12.9601666667,17.5325,8.159,29.2633333333,10.6771666666,15.3683333333,12.6321666667
569.43,17.0885,18.9420151516,18.1845,12.9741666667,17.4901666667,8.12633333333,29.2275,10.6568333334,15.3843333333,12.5923333333
569.77,17.1338333333,18.9541666666,18.1991666667,13.0268333333,17.4950833333,8.15575,29.2616666667,10.7198333333,15.427,12.6466666667
570.11,17.1126666667,18.8926515151,18.1788333333,12.9858333333,17.5021666667,8.19166666667,29.194,10.6758333333,15.441,12.6226666667
570.45,17.126,18.9168181819,18.1776666667,12.9721666667,17.5193333333,8.19933333333,29.2108333333,10.7031666667,15.4443333334,12.6358333333
570.79,17.1296666667,18.888060606,18.1756666666,12.9945,17.521,8.20575,29.1983333333,10.6898333333,15.4203333334,12.6426666667
571.13,17.143,18.8993636363,18.2211666666,13.0175,17.5200833334,8.27316666667,29.2215,10.7185,15.4355,12.6765
571.47,17.1393333334,18.8778939394,18.2173333333,12.992,17.5038333334,8.275,29.2125,10.6838333333,15.451,12.6686666667
571.81,17.1253333333,18.841,18.1705,13.0018333333,17.46275,8.28183333334,29.1766666667,10.6543333333,15.4143333333,12.6466666667
572.15,17.1796666667,18.8733484848,18.248,13.031,17.50025,8.30841666666,29.2176666667,10.6803333333,15.4686666666,12.685
572.49,17.1615,18.8813484849,18.2718333334,13.0515,17.4773333333,8.361,29.1855,10.6696666667,15.4821666666,12.7126666667
572.83,17.2001666667,18.8436363636,18.2516666667,13.077,17.4703333333,8.38233333333,29.1626666666,10.6496666667,15.4808333334,12.7436666667
573.17,17.286,18.9144090909,18.2795,13.1065,17.5454166667,8.46975,29.2061666666,10.7165,15.5538333334,12.8281666667
573.51,17.3255,18.9491363636,18.3421666667,13.1471666666,17.5885,8.48733333334,29.2733333333,10.7466666667,15.6226666666,12.8636666667
573.85,17.3823333333,19.0597272727,18.452,13.242,17.6330833334,8.52108333333,29.3665,10.8171666667,15.6936666666,12.9275
574.19,17.3956666667,19.1174848485,18.4991666666,13.2971666667,17.6690833334,8.57433333333,29.4075,10.8483333333,15.7288333333,12.9721666667
574.53,17.4148333333,19.147060606,18.4815,13.2748333333,17.6783333333,8.5925,29.421,10.8861666667,15.7568333333,12.998
574.87,17.4648333334,19.1698030303,18.5333333334,13.2596666666,17.74575,8.58541666667,29.481,10.925,15.8495,13.0266666667
575.21,17.4026666666,19.1401363637,18.4488333334,13.2361666666,17.6833333333,8.525,29.402,10.8913333334,15.7493333334,12.938
575.55,17.4246666667,19.1426212121,18.4975,13.2678333333,17.7395,8.5575,29.4273333333,10.9403333333,15.7775,12.9821666666
575.89,17.3968333333,19.1571212122,18.4808333333,13.2553333333,17.7305,8.59008333334,29.4513333334,10.9761666666,15.7961666666,12.9218333333
576.22,17.3733333334,19.116969697,18.465,13.2036666667,17.7221666667,8.54916666667,29.4275,10.9505,15.7441666666,12.8791666666
576.56,17.3681666666,19.1722575758,18.5106666666,13.2453333334,17.7455,8.535,29.479,10.9951666667,15.7498333334,12.9021666667
576.90,17.3325,19.1905606061,18.5761666666,13.286,17.7245,8.53341666667,29.4661666667,10.9916666667,15.7018333334,12.8928333333
577.24,17.3566666667,19.1630454546,18.5883333334,13.2763333333,17.7496666667,8.60716666666,29.4268333333,10.988,15.6645,12.9288333333
577.58,17.3263333333,19.1023181819,18.4915,13.2135,17.7415,8.61016666667,29.4158333334,10.9465,15.682,12.8835
577.92,17.3018333333,19.0261969697,18.43,13.1826666667,17.7185,8.53525,29.4018333333,10.8445,15.657,12.8108333333
578.26,17.2555,19.0161212121,18.4483333333,13.163,17.699,8.52775,29.3968333333,10.8188333333,15.6556666666,12.772
578.60,17.2263333333,19.0180151516,18.427,13.1641666667,17.7200833334,8.55941666667,29.4011666667,10.7983333333,15.598,12.7908333333
578.94,17.305,19.1175606061,18.4976666666,13.2391666667,17.83675,8.64416666667,29.5641666667,10.8731666667,15.7883333333,12.918
579.28,17.263,19.0790757576,18.4246666666,13.1881666667,17.752,8.64258333334,29.495,10.8318333333,15.7503333333,12.8981666666
579.61,17.281,19.0941515151,18.4081666667,13.2326666667,17.7708333333,8.62858333334,29.4655,10.8251666666,15.7581666666,12.9445
579.95,17.2608333333,19.1732121212,18.4,13.2296666667,17.75175,8.63708333333,29.4958333333,10.8498333333,15.8003333334,12.985
580.29,17.2921666667,19.1481515152,18.4816666666,13.2225,17.7544166667,8.665,29.5041666667,10.8551666666,15.8553333333,13.0013333333
580.63,17.345,19.147469697,18.5371666667,13.2366666666,17.7975833333,8.66933333334,29.515,10.8388333333,15.8575,13.0215
580.97,17.3406666667,19.2217121213,18.5623333334,13.2756666667,17.7993333333,8.63133333334,29.6015,10.8711666666,15.9253333334,12.9946666666
581.31,17.3316666667,19.215030303,18.6283333333,13.2681666666,17.7894166666,8.60383333334,29.5848333334,10.8498333334,15.9033333333,13.0131666667
581.65,17.3158333333,19.1562727273,18.6853333334,13.2543333334,17.7726666667,8.641,29.4966666667,10.8695,15.8971666666,13.0516666667
581.98,17.3058333334,19.1872424243,18.61,13.2595,17.748,8.63316666666,29.4558333334,10.8268333333,15.8938333334,13.0805
582.32,17.3233333333,19.1762424242,18.5686666666,13.2818333334,17.7115833333,8.6325,29.4685,10.8015,15.9006666667,13.0551666666
582.66,17.3323333333,19.1138636364,18.6013333333,13.2723333333,17.6720833334,8.61233333334,29.4155,10.7715,15.8628333334,13.0773333333
583.00,17.4593333333,19.2411818182,18.7511666667,13.379,17.8115,8.73808333334,29.5443333334,10.8615,15.9503333334,13.1713333333
583.34,17.5316666667,19.321969697,18.8138333333,13.4085,17.8505,8.80091666666,29.5853333333,10.9023333333,15.9946666667,13.2706666666
583.68,17.5486666666,19.2578787879,18.8025,13.4445,17.8865,8.81416666666,29.5873333333,10.8788333333,15.9525,13.2605
584.01,17.4821666667,19.2307878788,18.6255,13.3773333334,17.8098333333,8.77241666667,29.5313333333,10.8145,15.8601666666,13.2106666667
584.35,17.454,19.1626818181,18.562,13.3025,17.7726666667,8.73983333333,29.5331666666,10.7636666666,15.8726666666,13.1628333333
584.69,17.441,19.1221666666,18.5303333334,13.2971666666,17.7436666667,8.721,29.5085,10.7156666667,15.9013333333,13.1485
585.03,17.3958333333,19.1121666667,18.5658333333,13.3658333333,17.75675,8.71125,29.469,10.7178333334,15.8856666666,13.1475
585.37,17.4563333334,19.2219090909,18.6225,13.4206666666,17.81075,8.74775,29.6086666666,10.766,15.9448333334,13.1656666667
585.70,17.4676666667,19.1696060606,18.671,13.4255,17.8499166667,8.69191666666,29.676,10.7936666667,15.941,13.1418333333
586.04,17.4506666667,19.2155909091,18.7101666667,13.4661666667,17.858,8.73466666666,29.6043333333,10.8455,15.9151666667,13.1188333333
586.38,17.4133333333,19.174969697,18.6325,13.403,17.80225,8.68508333334,29.5656666667,10.8681666667,15.9251666667,13.0566666667
586.72,17.3386666666,19.1010757575,18.6415,13.3365,17.73125,8.59233333334,29.4695,10.8303333334,15.8961666667,12.9478333333
587.06,17.2126666667,18.9703939394,18.593,13.2053333333,17.602,8.42658333333,29.3576666667,10.6858333333,15.7776666666,12.7918333333
587.39,17.3038333333,19.0884545454,18.6818333333,13.2633333334,17.6899166666,8.53041666666,29.4161666667,10.7721666666,15.7925,12.8576666667
587.73,17.3938333333,19.1426060606,18.758,13.3201666666,17.7815833333,8.59916666666,29.4711666667,10.8435,15.8813333333,12.9085
588.07,17.407,19.1947272728,18.7783333333,13.3551666666,17.7613333333,8.63225,29.4221666666,10.8823333333,15.8418333333,12.9201666667
588.41,17.5076666666,19.3119848485,18.814,13.4493333333,17.8666666666,8.773,29.4795,10.9523333333,15.8755,13.0325
588.74,17.5898333333,19.4326969697,18.8115,13.4853333333,17.9191666666,8.86566666666,29.5733333333,10.9895,15.9643333334,13.0983333333
589.08,17.6325,19.5232272727,18.8325,13.5353333333,17.9808333333,8.95483333333,29.5701666667,11.0433333333,15.9823333334,13.168
589.42,17.6398333333,19.5293181818,18.855,13.552,17.9614166666,9.00183333334,29.5195,11.038,16.027,13.1636666667
589.76,17.6701666667,19.4786363636,18.8873333333,13.5435,17.951,8.92925,29.5573333333,10.976,16.0493333333,13.1858333333
590.09,17.6578333333,19.6168636363,18.9501666666,13.6543333333,17.9981666667,9.01991666667,29.5676666667,10.9746666667,16.0493333333,13.2155
590.43,17.6828333334,19.6188636363,18.8803333334,13.6531666666,18.0315833333,9.02766666666,29.5761666667,10.9961666666,16.044,13.2915
590.77,17.6885,19.6398333333,18.8701666667,13.6471666667,18.0430833333,9.08616666666,29.5968333333,10.9866666667,16.0248333333,13.3173333333
591.11,17.6045,19.4746666667,18.8071666666,13.5686666666,17.9290833334,8.94575,29.495,10.8775,15.9903333334,13.2201666667
591.44,17.6278333333,19.5078030303,18.8875,13.6205,17.9508333333,8.992,29.4903333334,10.9216666666,15.9811666667,13.2891666667
591.78,17.673,19.5472424243,18.9193333334,13.6693333333,18.0371666667,9.03066666666,29.5196666667,10.9515,16.0356666667,13.3985
592.12,17.4908333333,19.3920454546,18.8126666666,13.5368333333,17.8436666667,8.86433333334,29.3725,10.8001666667,15.8551666666,13.247
592.46,17.4815,19.3238030303,18.7396666666,13.4951666667,17.7744166667,8.81391666666,29.3608333334,10.791,15.8146666666,13.2085
592.79,17.4235,19.1510454546,18.6173333333,13.4241666666,17.66225,8.65975,29.3423333333,10.6836666666,15.7415,13.1163333333
593.13,17.4408333333,19.1133333333,18.6853333334,13.4421666666,17.6885833333,8.67433333333,29.3781666667,10.6708333334,15.7415,13.1593333333
593.47,17.4043333333,19.1453030303,18.6958333334,13.491,17.6973333333,8.72916666666,29.326,10.7363333334,15.9025,13.1728333333
593.80,17.4511666666,19.0937272728,18.7498333334,13.4413333334,17.7175,8.688,29.3635,10.7508333334,15.8501666666,13.1723333334
594.14,17.4175,19.0877272728,18.7648333333,13.4631666667,17.6586666666,8.66508333334,29.389,10.7171666666,15.7925,13.094
594.48,17.494,19.1253333333,18.8326666666,13.5866666667,17.7623333333,8.7315,29.513,10.8075,15.8821666667,13.1771666667
594.81,17.5423333334,19.2260757576,18.9606666666,13.6578333334,17.8100833333,8.82008333333,29.5396666666,10.9325,16.0215,13.2221666667
595.15,17.4523333333,19.2086515152,18.9433333334,13.5968333334,17.7275,8.72558333333,29.5198333334,10.859,16.0373333333,13.1368333334
595.49,17.4188333333,19.1950151515,18.9661666667,13.5815,17.6838333334,8.67266666667,29.557,10.8251666666,16.0705,13.0646666667
595.82,17.46,19.2631060606,19.0513333334,13.6771666667,17.7375833333,8.727,29.6165,10.9025,16.1183333334,13.1288333333
596.16,17.5015,19.3041363637,19.14,13.7498333333,17.7909166666,8.78533333334,29.6383333333,10.9373333334,16.1856666667,13.1515
596.50,17.5443333334,19.4411818181,19.2253333334,13.8028333334,17.8420833333,8.87383333333,29.6731666667,11.006,16.2821666666,13.2055
596.83,17.6136666667,19.5398333333,19.2185,13.8583333334,17.9396666667,8.91625,29.751,11.0958333333,16.374,13.2845
597.17,17.6916666667,19.6155757576,19.2733333334,13.9223333334,17.9965,8.94991666667,29.8518333334,11.1388333334,16.3646666667,13.3603333333
597.51,17.7028333333,19.5961969697,19.2913333334,13.989,18.01075,9.0275,29.8765,11.1606666667,16.424,13.4051666667
597.84,17.7745,19.6794545454,19.41,14.0695,18.1060833333,9.11975,29.9783333333,11.2155,16.5275,13.5138333334
598.18,17.7356666667,19.6801363636,19.3961666667,14.061,18.0623333333,9.113,29.941,11.1863333333,16.5195,13.49
598.52,17.699,19.6808030303,19.3166666667,14.0551666666,18.0428333333,9.09558333334,29.9963333334,11.1068333334,16.462,13.5116666666
598.85,17.7968333334,19.7666212121,19.3046666667,14.153,18.1405833333,9.2135,30.0598333333,11.1776666667,16.5376666667,13.611
599.19,17.7928333333,19.8302121212,19.343,14.2543333333,18.1906666667,9.31008333334,30.0285,11.2621666667,16.5655,13.681
599.53,17.9016666667,19.9059848485,19.3708333333,14.2946666667,18.2948333333,9.38466666666,30.0858333333,11.3155,16.7186666667,13.7878333334
599.86,17.8708333333,19.9103636364,19.3198333333,14.3638333334,18.27875,9.42225,30.043,11.3258333333,16.728,13.826
600.20,17.8375,19.8626818182,19.2393333333,14.3558333334,18.2871666667,9.42325,29.9826666667,11.3223333333,16.6735,13.792
600.53,17.7893333334,19.8652727273,19.3511666667,14.3656666667,18.2106666666,9.4095,29.923,11.2393333334,16.6411666667,13.6943333334
600.87,17.7148333333,19.7877424242,19.3121666667,14.243,18.1029166666,9.3245,29.8351666666,11.1715,16.6008333333,13.5905
601.21,17.7298333334,19.8218030303,19.4026666666,14.2071666667,18.1121666667,9.26116666666,29.8216666666,11.1755,16.5891666667,13.5611666666
601.54,17.7415,19.813469697,19.3561666667,14.216,18.109,9.22433333334,29.7901666666,11.1753333334,16.6583333334,13.5585
601.88,17.8015,19.8649393939,19.4916666666,14.2806666666,18.1974166666,9.24058333333,29.8228333334,11.2286666666,16.704,13.6065
602.21,17.9005,19.9429545455,19.649,14.3663333333,18.2630833333,9.30733333334,29.8365,11.3301666667,16.746,13.6996666666
602.55,17.8731666667,19.9571212121,19.7786666666,14.27,18.26575,9.26891666666,29.8336666667,11.3916666666,16.8116666666,13.6966666666
602.88,17.8598333334,19.9230606061,19.7448333334,14.2543333333,18.2228333333,9.23408333334,29.8938333333,11.3566666666,16.8358333333,13.6891666667
603.22,17.8043333334,19.8837272727,19.7206666667,14.2125,18.1841666667,9.17633333334,29.8468333333,11.3561666667,16.7798333334,13.6393333333
603.56,17.7458333333,19.7607121212,19.7341666667,14.0673333333,18.1284166666,9.01291666666,29.8026666666,11.249,16.602,13.5423333333
603.89,17.718,19.7568181819,19.8108333333,14.0465,18.0740833333,8.99991666666,29.8115,11.2361666667,16.611,13.5538333333
604.23,17.685,19.7207575757,19.7946666667,14.034,18.0601666666,8.99166666667,29.8215,11.2815,16.5833333333,13.5713333334
604.56,17.7008333333,19.6851666667,19.7691666667,14.0571666667,18.0505,8.96716666667,29.8111666666,11.264,16.5705,13.535
604.90,17.6921666666,19.7476666666,19.7513333333,14.0806666666,18.0865,8.96858333334,29.8483333333,11.2818333334,16.5898333334,13.5681666667
605.23,17.6928333334,19.7978787879,19.7926666666,14.101,18.0844166667,9.00425,29.8486666667,11.3185,16.5968333334,13.5881666667
605.57,17.7328333334,19.8108939394,19.7901666667,14.0981666667,18.0728333333,9.01341666666,29.8645,11.3321666667,16.6601666666,13.6113333334
605.90,17.7145,19.8111363636,19.7603333334,14.0718333333,18.0749166667,9.01058333333,29.8921666666,11.2961666666,16.6985,13.6275
606.24,17.7081666667,19.7319090909,19.6823333334,14.0971666667,18.0190833333,8.98516666667,29.8663333333,11.2015,16.595,13.5651666667
606.58,17.7415,19.8172424243,19.7758333334,14.075,18.0511666666,9.00841666666,29.829,11.2135,16.6288333333,13.5856666666
606.91,17.7966666667,19.867,19.8613333334,14.1193333333,18.08725,9.07541666666,29.8113333333,11.255,16.6663333333,13.6283333333
607.25,17.8511666667,19.8864848484,19.9006666667,14.1693333334,18.1289166666,9.17941666667,29.7748333333,11.3211666667,16.8086666667,13.7215
607.58,17.8445,19.9413333333,19.9398333334,14.2143333333,18.152,9.18166666666,29.7696666667,11.3441666667,16.8806666667,13.7686666666
607.92,17.8568333334,19.9523636364,19.8646666667,14.1773333333,18.1505833333,9.18583333333,29.712,11.2711666667,16.8643333334,13.804
608.25,17.8333333333,19.949969697,19.8848333334,14.1793333333,18.1933333333,9.28925,29.7268333333,11.3388333333,16.8346666667,13.921
608.59,17.8775,20.0169545454,19.9201666667,14.1993333334,18.19375,9.36733333334,29.6838333333,11.3595,16.9548333333,13.9865
608.92,17.7865,19.9286666667,19.7963333333,14.1251666667,18.1471666667,9.31566666666,29.598,11.2798333333,16.8863333334,13.9691666666
609.26,17.7803333334,19.9825151516,19.824,14.0983333333,18.1565833333,9.33516666666,29.6225,11.301,16.8743333334,14.028
609.59,17.7263333333,19.9406212121,19.7558333333,14.0458333333,18.1205,9.32491666667,29.5423333333,11.2831666667,16.8131666666,13.9768333333
609.93,17.7805,20.0723636363,19.8973333333,14.1306666667,18.2268333333,9.44483333333,29.6005,11.364,16.924,14.1426666667
610.26,17.6805,19.9746666667,19.746,14.0445,18.1534166666,9.39216666667,29.5116666667,11.2996666667,16.8333333334,14.115
610.60,17.6131666666,19.8956969697,19.6448333334,13.9406666667,18.1264166667,9.33341666667,29.525,11.202,16.8055,14.0883333334
610.93,17.6075,20.0378030303,19.6358333333,13.9273333333,18.1649166667,9.36533333334,29.5935,11.208,16.8095,14.1016666667
611.27,17.6345,20.0460606061,19.612,13.876,18.1550833333,9.37725,29.588,11.203,16.7431666667,14.1196666667
611.60,17.5743333333,20.0448636364,19.6451666666,13.8603333333,18.12,9.35475,29.5361666667,11.2046666667,16.7088333334,14.0776666667
611.93,17.5955,20.1642878788,19.7156666667,13.8726666667,18.1815,9.3495,29.551,11.1548333333,16.803,14.125
612.27,17.5145,20.0560757575,19.6371666666,13.8201666667,18.1281666667,9.29116666666,29.5275,11.1056666667,16.6453333333,14.1005
612.60,17.5181666667,20.0978333333,19.6975,13.8295,18.1665,9.31183333333,29.525,11.1015,16.6288333333,14.0733333333
612.94,17.4531666667,20.0353030303,19.5836666667,13.7315,18.1345833334,9.27308333334,29.4371666667,11.0116666667,16.5963333333,13.9681666666
613.27,17.4915,20.0608030303,19.6463333334,13.7893333333,18.1681666667,9.24258333334,29.4525,11.023,16.5703333333,14.0041666667
613.61,17.4515,19.9445757576,19.5375,13.7141666666,18.11525,9.10166666667,29.4005,10.9288333333,16.471,13.8888333334
613.94,17.5581666667,20.0296212121,19.6518333333,13.8635,18.1898333334,9.14116666667,29.5116666667,10.9603333334,16.5918333333,13.9213333333
614.28,17.6753333333,20.1668787879,19.7758333334,14.0035,18.2496666667,9.19975,29.535,11.0726666667,16.6043333333,14.0088333334
614.61,17.753,20.1790454545,19.8816666666,14.09,18.2725833333,9.25066666667,29.6498333334,11.1263333334,16.6183333334,14.0446666667
614.94,17.7708333333,20.1289393939,19.9525,14.177,18.2895,9.24108333334,29.6631666666,11.0191666667,16.6025,13.999
615.28,17.806,20.1078484848,19.9166666666,14.1943333334,18.29525,9.25491666667,29.7186666667,11.034,16.5826666666,13.9993333333
615.61,17.7988333334,20.0743181818,19.8991666667,14.2393333334,18.2165,9.23708333334,29.7203333333,11.0531666667,16.6103333333,13.9318333334
615.95,17.753,20.0068484848,19.8543333333,14.2036666667,18.1655833333,9.15158333334,29.6523333334,10.9608333333,16.5333333334,13.8123333334
616.28,17.8065,20.0502272727,20.0153333334,14.2275,18.1755,9.18975,29.7355,11.057,16.5743333333,13.874
616.61,17.8336666667,20.1928030303,20.1925,14.4215,18.20575,9.33,29.8116666666,11.1926666667,16.6111666666,13.9146666666
616.95,17.7985,20.1921818182,20.191,14.395,18.1633333333,9.32633333334,29.8233333333,11.2046666666,16.6866666666,13.9053333334
617.28,17.7031666666,20.0573333334,20.0675,14.2655,18.0175,9.23975,29.7105,11.0658333333,16.5611666667,13.7905
617.62,17.6525,20.0452424242,20.0275,14.2023333333,17.9684166667,9.20241666667,29.65,11.0471666667,16.4183333333,13.7475
617.95,17.5933333333,20.0107121212,19.9991666666,14.2111666667,17.9399166666,9.228,29.6383333333,11.0278333333,16.3611666666,13.7461666666
618.28,17.552,20.0555454545,19.9553333333,14.1923333333,17.9436666667,9.11791666666,29.6381666667,11.0186666667,16.3285,13.7715
618.62,17.5758333334,20.0976515151,19.9231666667,14.1586666667,17.9804166667,9.14208333334,29.6691666666,11.112,16.4323333334,13.8618333333
618.95,17.6103333333,20.1803333333,19.9138333333,14.2166666666,18.0445,9.18016666666,29.7233333333,11.2018333333,16.527,13.935
619.28,17.6146666667,20.194469697,19.9213333333,14.2216666667,18.05475,9.19658333333,29.7341666666,11.154,16.408,13.9515
619.62,17.6851666667,20.2137727273,20.0663333334,14.3555,18.14625,9.29783333333,29.8278333334,11.2175,16.4735,14.0136666667
619.95,17.7228333333,20.1998181818,20.0495,14.4593333333,18.1728333333,9.29033333333,29.8213333334,11.16,16.4685,13.993
620.28,17.7225,20.1113333333,19.937,14.429,18.1651666667,9.22191666666,29.7526666667,11.1585,16.4023333334,14.0193333333
620.62,17.734,20.1074545454,19.8951666666,14.426,18.1858333333,9.28241666667,29.7328333334,11.1746666667,16.3885,14.0306666667
620.95,17.8865,20.261,20.089,14.5716666667,18.3414166666,9.4055,29.9066666667,11.356,16.5021666667,14.2355
621.28,18.042,20.3811515152,20.1761666666,14.6993333333,18.4705833333,9.56591666667,30.058,11.5136666666,16.664,14.3961666667
621.62,18.1356666667,20.4381060606,20.1746666666,14.7458333333,18.5251666667,9.6235,30.1315,11.5601666666,16.7918333333,14.4408333333
621.95,18.153,20.4541060606,20.2308333333,14.8055,18.55775,9.70333333333,30.0668333333,11.5996666667,16.9453333333,14.4221666667
622.28,18.1451666667,20.4477424243,20.1996666666,14.9203333333,18.6261666667,9.76,30.0611666666,11.6436666666,16.933,14.4318333333
622.62,18.1758333333,20.4245606061,20.3146666666,14.9205,18.6173333333,9.75966666666,30.0691666666,11.6265,16.8891666666,14.4583333333
622.95,18.1938333333,20.4433787879,20.3376666667,14.9415,18.6365,9.75058333334,30.0528333333,11.7821666667,17.017,14.4876666667
623.28,18.2625,20.5374393939,20.3225,14.882,18.649,9.79658333334,30.0678333333,11.8435,17.1366666667,14.563
623.62,18.323,20.6329242424,20.372,14.885,18.68875,9.88033333333,30.1345,11.9505,17.1936666666,14.6368333334
623.95,18.368,20.6605303031,20.4185,14.942,18.7335,9.90925,30.2203333333,11.9676666667,17.2595,14.6955
624.28,18.319,20.6297424243,20.459,14.8808333333,18.6901666667,9.82083333333,30.1876666667,11.9153333334,17.1753333334,14.6233333333
624.62,18.2753333333,20.6415909091,20.395,14.843,18.6840833333,9.80541666666,30.148,11.976,17.1605,14.554
624.95,18.2016666667,20.4959848485,20.3445,14.7998333333,18.6155833333,9.766,30.1238333333,11.8678333333,17.0475,14.4803333333
625.28,18.1335,20.4517878788,20.3998333333,14.7421666667,18.5513333334,9.67808333333,30.0553333333,11.8283333333,16.9045,14.3763333333
625.61,18.1863333333,20.4593181818,20.4271666667,14.7341666667,18.5813333333,9.75166666667,30.1335,11.8833333334,16.9096666667,14.4153333333
625.95,18.1995,20.4846666666,20.4715,14.6391666667,18.54025,9.73933333334,30.1078333334,11.8773333333,16.9086666666,14.374
626.28,18.1613333334,20.4800454546,20.4221666666,14.6388333334,18.5174166666,9.73425,30.0741666667,11.8508333333,16.9211666667,14.3501666667
626.61,18.1843333334,20.4351666666,20.4478333334,14.6251666666,18.5385833334,9.73208333333,30.0983333333,11.7903333333,16.8688333334,14.3445
626.94,18.1096666666,20.383939394,20.4195,14.6015,18.4331666667,9.677,30.0261666667,11.7318333334,16.7198333333,14.2588333334
627.28,18.0201666666,20.3064242424,20.3306666666,14.4775,18.3659166667,9.5705,29.9438333333,11.642,16.6853333333,14.2293333333
627.61,17.9713333333,20.3144242425,20.3431666666,14.43,18.328,9.51658333333,29.8751666666,11.6055,16.6568333334,14.1906666666
627.94,17.9803333333,20.3030151515,20.3151666667,14.4798333334,18.3440833333,9.59016666666,29.8603333333,11.5833333333,16.7346666666,14.2098333333
628.27,18.072,20.4158030303,20.4065,14.627,18.4139166667,9.71716666667,29.981,11.6575,16.8978333334,14.2966666667
628.61,18.1268333333,20.5566666667,20.4205,14.654,18.5209166667,9.75891666667,30.053,11.7371666667,16.9923333334,14.3901666666
628.94,18.0886666666,20.529090909,20.3703333334,14.644,18.5178333333,9.78175,30.0165,11.7391666667,17.0391666667,14.4258333333
629.27,18.015,20.4703030303,20.3183333334,14.537,18.4385833334,9.71191666667,29.8855,11.6516666667,16.9323333334,14.4158333333
629.60,18.0591666667,20.4676363637,20.2773333334,14.5786666667,18.4739166667,9.72666666667,29.9368333334,11.6761666667,16.8796666666,14.4723333333
629.94,18.0653333334,20.5291969697,20.3915,14.5845,18.48825,9.77566666666,29.9375,11.7053333333,16.9588333334,14.4325
630.27,18.0203333333,20.5448636364,20.3838333334,14.471,18.4399166666,9.80391666666,29.9078333333,11.7065,16.9366666666,14.3833333334
630.60,18.0676666667,20.5910454545,20.361,14.519,18.5226666667,9.86466666667,29.9141666666,11.7778333333,16.9825,14.4385
