wavelength,Back_TanVitm,Belly_TanVitm,Breast_TanVitm,Crissum_TanVitm,Crown_TanVitm,DorTail_TanVitm,Patch10_TanVitm,Patch11_TanVitm,Rump_TanVitm,Throat_TanVitm,WingTip_TanVitm
360.20,5.3736,10.4342666667,6.80386666667,6.79686666667,2.24406666667,4.44726666667,5.52653333333,2.93986666667,6.19953333333,7.86906666667,5.53773333333
360.57,5.1686,10.2652666667,6.59093333333,6.63553333333,1.98973333333,4.24366666667,5.33073333333,2.82326666667,5.97893333333,7.68193333333,5.36193333333
360.93,5.199,10.3846,6.66386666667,6.715,2.0304,4.3422,5.43046666667,2.88026666667,6.08606666667,7.74073333333,5.48733333333
361.29,5.36333333333,10.6168,6.88846666667,6.96666666667,2.25086666667,4.55286666667,5.6418,3.08173333333,6.30053333333,7.95233333333,5.69593333333
361.66,5.16633333333,10.5319333333,6.69813333333,6.87513333333,1.99046666667,4.39266666667,5.48233333333,2.90613333333,6.19133333333,7.7684,5.55093333334
362.02,5.09446666667,10.5413333333,6.69806666667,6.84693333333,1.908,4.31633333333,5.44326666667,2.84353333333,6.15246666667,7.8184,5.45686666667
362.39,5.123,10.5903333333,6.67853333333,6.91286666667,1.84306666666,4.31866666667,5.39773333333,2.87973333333,6.15806666667,7.831,5.45093333333
362.75,4.9974,10.5054666667,6.5668,6.83953333333,1.7422,4.20413333333,5.24153333334,2.8012,6.08213333333,7.72273333333,5.34326666667
363.11,5.186,10.5634,6.69746666667,6.91126666667,1.7766,4.25526666667,5.38386666667,2.91,6.1794,7.85966666667,5.3812
363.48,5.1176,10.5910666667,6.7544,6.89226666667,1.73513333333,4.26693333333,5.4556,2.96146666667,6.1776,7.8534,5.37226666667
363.84,4.83486666667,10.3502666667,6.4858,6.64466666667,1.41546666667,3.93806666667,5.192,2.70846666667,5.94893333333,7.62073333333,5.1602
364.20,5.03093333333,10.6052666667,6.67913333333,6.8246,1.5476,4.05473333333,5.337,2.8956,6.1368,7.796,5.34086666667
364.57,5.1084,10.6666,6.73506666667,6.78886666667,1.652,4.07333333333,5.39493333333,2.9316,6.24833333333,7.86513333333,5.3842
364.93,5.0554,10.5990666667,6.74986666667,6.7806,1.5944,4.01366666667,5.30586666667,2.8788,6.19226666667,7.82826666667,5.30806666667
365.29,5.0954,10.4979333333,6.6856,6.70766666667,1.51533333333,3.89393333333,5.21313333333,2.85346666667,6.1588,7.82153333333,5.26573333333
365.66,5.14866666667,10.5502666667,6.79313333333,6.7614,1.6396,3.98713333334,5.28526666667,2.98913333333,6.20553333333,7.9248,5.35086666667
366.02,5.2028,10.6182,6.87013333333,6.8502,1.71733333333,4.10326666667,5.40446666667,3.1024,6.31633333333,7.9648,5.539
366.38,4.94186666667,10.4442,6.68073333333,6.62453333333,1.5062,3.87073333333,5.23666666667,2.82486666667,6.1522,7.71273333333,5.363
366.75,5.09546666667,10.5878,6.76406666667,6.73806666667,1.6194,3.98426666667,5.3688,2.9184,6.29193333334,7.78293333333,5.40673333333
367.11,4.8118,10.3824666667,6.55533333333,6.606,1.3722,3.76233333333,5.12546666666,2.75746666667,6.12626666667,7.57126666667,5.20333333333
367.47,5.0446,10.5658,6.7964,6.77106666667,1.62913333333,3.905,5.27273333333,2.8852,6.30673333333,7.8052,5.3914
367.84,5.145,10.6241333333,6.8048,6.84546666667,1.68006666667,3.94026666667,5.29326666667,2.9236,6.367,7.8318,5.4416
368.20,4.97873333333,10.5316666667,6.7256,6.77946666667,1.65346666667,3.92173333333,5.1676,2.78653333333,6.29873333333,7.8252,5.33733333333
368.56,5.1114,10.6971333333,6.8856,6.96573333333,1.7996,4.0386,5.3354,2.88566666667,6.463,7.9676,5.45593333333
368.93,5.32026666667,10.8926,7.02826666667,7.1588,2.00993333333,4.30133333333,5.5202,3.07126666667,6.64353333334,8.15653333333,5.5824
369.29,5.14546666667,10.9464,7.00926666667,7.14066666667,1.87186666667,4.2948,5.4512,2.93706666667,6.51526666667,8.12253333333,5.46333333333
369.65,5.20033333333,11.0318666667,7.04186666667,7.22506666667,1.85553333333,4.27346666667,5.49613333333,2.96153333333,6.5632,8.151,5.4402
370.01,5.31426666667,11.1604,7.13486666667,7.2686,1.9414,4.30753333333,5.52533333334,2.977,6.58353333333,8.16553333333,5.42626666666
370.38,5.70033333333,11.5307333333,7.46766666667,7.57740000001,2.363,4.63013333333,5.90366666667,3.33426666667,6.92886666667,8.57866666667,5.73946666667
370.74,5.7016,11.6485333333,7.55226666667,7.64053333333,2.4346,4.77526666667,6.03433333333,3.40773333333,6.94013333333,8.74913333333,5.814
371.10,5.96313333333,11.934,7.75939999999,7.8238,2.68613333333,5.0406,6.28026666667,3.64133333333,7.13086666667,8.97006666666,6.04093333333
371.46,5.93146666667,11.9422,7.7354,7.80106666667,2.64353333333,5.0804,6.24833333333,3.66186666667,7.12806666667,8.96500000001,5.9992
371.83,6.0712,12.1757333333,7.94313333333,8.03279999999,2.8464,5.26553333333,6.4356,3.8382,7.28186666667,9.22633333334,6.20626666667
372.19,6.3998,12.4654666667,8.21746666667,8.30513333334,3.12853333333,5.5208,6.74873333333,4.2128,7.5306,9.5068,6.45586666667
372.55,6.38033333333,12.4903333333,8.2258,8.30046666667,3.12113333333,5.54486666667,6.76553333333,4.1842,7.53846666667,9.51933333334,6.42513333333
372.92,6.43133333333,12.5974,8.33,8.39513333333,3.1826,5.608,6.903,4.24406666667,7.60913333333,9.68373333334,6.61833333333
373.28,6.38653333334,12.5074666667,8.26653333333,8.29506666667,3.2016,5.5126,6.87193333333,4.18566666667,7.5934,9.58426666667,6.5724
373.64,6.65186666667,12.7716,8.50433333333,8.54013333334,3.4906,5.77033333333,7.1502,4.45666666667,7.83326666667,9.88686666667,6.8744
374.00,6.52113333333,12.6991333333,8.38673333334,8.52413333334,3.39106666667,5.6916,7.14693333333,4.4044,7.87286666667,9.88666666665,6.81406666667
374.37,6.5138,12.6949333333,8.36166666667,8.54873333333,3.40433333333,5.72706666667,7.18733333333,4.39806666667,7.89773333334,9.90560000001,6.8168
374.73,6.48313333333,12.6837333333,8.33146666667,8.54766666667,3.36266666667,5.645,7.14506666667,4.393,7.85306666667,9.84059999999,6.82266666667
375.09,6.47446666667,12.7046,8.34786666667,8.62179999999,3.43293333333,5.66646666667,7.198,4.33046666667,7.87393333333,9.90486666668,6.76226666667
375.45,6.5288,12.8384,8.44166666667,8.75160000001,3.46773333333,5.72813333333,7.33633333333,4.34806666667,7.90813333333,9.95619999999,6.80973333333
375.81,6.55586666667,12.9387333333,8.53366666666,8.76953333333,3.5028,5.81053333333,7.41626666667,4.41366666667,7.96353333333,10.0001333333,6.77166666667
376.18,6.3978,12.8030666667,8.35493333333,8.63873333334,3.35506666667,5.65373333333,7.33153333333,4.19973333333,7.8198,9.82966666668,6.6106
376.54,6.36386666667,12.7874666667,8.33433333334,8.63653333333,3.36206666667,5.588,7.3308,4.16726666667,7.74466666667,9.80686666667,6.563
376.90,6.15813333333,12.6101333333,8.09626666667,8.40306666667,3.1546,5.36833333333,7.09266666667,3.9892,7.497,9.58280000001,6.28686666667
377.26,6.32533333333,12.7525333333,8.24146666667,8.60886666666,3.29866666667,5.54026666667,7.27506666667,4.20506666667,7.62833333333,9.75333333334,6.40893333333
377.63,6.14706666667,12.5767333333,8.0436,8.4148,3.0884,5.36073333333,7.06446666667,3.94186666667,7.427,9.53860000001,6.15646666667
377.99,6.06106666667,12.479,7.93493333333,8.28480000001,3.00313333333,5.27873333333,6.93086666667,3.8736,7.2444,9.46593333334,6.02013333333
378.35,5.9978,12.4842,7.89793333333,8.24840000001,2.90266666667,5.23373333333,6.8676,3.83926666667,7.1668,9.41360000001,5.9372
378.71,6.03833333333,12.5354666667,7.865,8.29133333333,2.96353333333,5.26546666667,6.86113333333,3.84213333333,7.23133333333,9.43660000001,5.88553333333
379.07,6.068,12.5873333333,7.913,8.35133333333,2.9786,5.31373333333,6.91386666667,3.93766666667,7.25853333333,9.48506666667,5.97433333333
379.44,5.9738,12.4226,7.7128,8.19826666667,2.87013333333,5.2102,6.79966666667,3.7974,7.13633333333,9.37373333334,5.78733333333
379.80,5.82173333333,12.2773333333,7.51613333333,7.99300000001,2.70993333333,5.02253333333,6.6436,3.62886666667,6.94653333333,9.20146666667,5.62726666666
380.16,5.8188,12.3442666667,7.54133333334,7.96379999999,2.67126666667,5.0392,6.6084,3.6402,6.99633333333,9.25193333333,5.57953333333
380.52,5.97773333333,12.574,7.6744,8.08959999999,2.81786666667,5.21466666667,6.70826666667,3.86293333333,7.13026666667,9.45866666668,5.71833333333
380.88,6.12533333333,12.7906,7.8204,8.27226666666,2.95013333333,5.36466666667,6.86026666667,4.02626666667,7.3122,9.60433333333,5.86486666667
381.24,6.00666666666,12.7271333334,7.7048,8.1548,2.77606666667,5.24193333333,6.7496,3.89133333333,7.2046,9.5322,5.77473333333
381.61,6.04766666667,12.8774,7.84186666667,8.25413333333,2.85133333333,5.3556,6.8614,4.02,7.26566666667,9.65026666667,5.84793333333
381.97,6.22633333333,13.1178666667,8.0374,8.44993333333,3.01713333333,5.51273333333,7.06506666667,4.1122,7.43426666667,9.81566666667,5.95646666667
382.33,6.26946666667,13.1650666667,8.13233333333,8.526,3.11293333334,5.5654,7.13886666667,4.17653333333,7.47486666667,9.89706666668,6.00033333333
382.69,6.32493333333,13.2219333333,8.2206,8.56166666666,3.14693333333,5.6242,7.23126666666,4.24573333333,7.50826666667,9.97940000001,6.11306666667
383.05,6.37426666667,13.2987333333,8.24113333333,8.60273333334,3.20846666667,5.63426666667,7.3124,4.21566666667,7.56766666667,10.0193333333,6.0946
383.41,6.4654,13.4262666667,8.3616,8.74139999999,3.29546666667,5.6778,7.37866666667,4.33126666667,7.65286666667,10.1347333333,6.18126666667
383.77,6.61266666667,13.5742666667,8.49393333333,8.93753333333,3.38313333333,5.80526666667,7.49306666667,4.44533333333,7.7658,10.3013333333,6.28053333333
384.14,6.60826666667,13.5936666667,8.48373333333,8.96133333333,3.37953333333,5.8046,7.5256,4.4318,7.72033333333,10.2648,6.29426666667
384.50,6.51386666667,13.4927333333,8.36346666667,8.89580000001,3.24893333333,5.7018,7.45033333333,4.2828,7.62,10.1547333333,6.1688
384.86,6.46533333333,13.4786,8.35433333333,8.83380000001,3.2106,5.63053333333,7.42593333333,4.1958,7.56946666666,10.1032,6.11873333333
385.22,6.61453333333,13.6742666667,8.5158,8.98813333334,3.3812,5.7818,7.57966666667,4.31913333333,7.71793333333,10.2732,6.2746
385.58,6.7146,13.7934666667,8.59986666667,9.06480000001,3.47426666667,5.84053333333,7.68886666667,4.38226666667,7.82086666667,10.351,6.3878
385.94,6.64106666667,13.7537333333,8.5292,9.0166,3.39546666666,5.78326666667,7.62146666667,4.35386666667,7.77186666667,10.2864666667,6.342
386.30,6.5944,13.7902,8.47193333333,8.97906666666,3.32806666667,5.753,7.55853333333,4.27966666667,7.74606666667,10.2278666667,6.27533333333
386.66,6.55006666667,13.8002,8.4564,8.96193333333,3.29493333333,5.7146,7.51113333333,4.21973333333,7.6996,10.2056666667,6.179
387.03,6.4914,13.7829333333,8.44646666667,8.90299999999,3.1774,5.64633333333,7.43366666667,4.17513333333,7.618,10.0957333333,6.1348
387.39,6.46933333333,13.8576,8.47333333333,8.8968,3.16306666667,5.66606666667,7.44226666667,4.1518,7.61853333333,10.0744,6.152
387.75,6.4462,13.8648,8.4776,8.86353333333,3.14606666667,5.6912,7.41573333333,4.1594,7.59893333333,10.0421333333,6.16226666667
388.11,6.4814,13.9148,8.5192,8.89413333333,3.20093333333,5.73733333333,7.44026666667,4.2246,7.6478,10.1306,6.21146666666
388.47,6.63513333333,14.1005333333,8.66206666666,9.04073333334,3.3684,5.89993333333,7.56186666667,4.3988,7.81213333333,10.2928666667,6.35686666667
388.83,6.6662,14.1800666667,8.69373333333,9.11973333333,3.39406666667,5.97293333334,7.60533333333,4.4572,7.87213333333,10.3552666667,6.37213333333
389.19,6.56553333333,14.1400666667,8.5652,9.03300000001,3.289,5.8954,7.51553333333,4.373,7.78786666667,10.2375333333,6.22586666667
389.55,6.58466666667,14.1778,8.56299999999,9.02073333334,3.2822,5.898,7.49193333333,4.37093333333,7.7916,10.2854666667,6.19153333333
389.91,6.66286666667,14.2654666667,8.61513333334,9.07820000001,3.34586666667,5.94973333333,7.5314,4.4178,7.83206666667,10.3393333333,6.2658
390.27,6.77926666667,14.3748666667,8.7004,9.20873333333,3.44246666667,6.0182,7.6204,4.51973333333,7.92873333333,10.4471333333,6.3912
390.63,6.8028,14.4291333333,8.72173333333,9.24439999999,3.4024,6.01706666667,7.64813333333,4.53126666667,7.9354,10.4932,6.40093333333
391.00,6.9254,14.5848,8.81986666667,9.35620000001,3.516,6.11406666667,7.72346666667,4.67453333333,8.04913333333,10.6574666667,6.50846666667
391.36,6.9178,14.5756666667,8.82053333333,9.36873333333,3.47546666667,6.0518,7.72513333333,4.6348,8.0454,10.6518666667,6.46146666667
391.72,6.88433333333,14.5517333333,8.76866666667,9.36686666667,3.44453333333,5.95806666667,7.6862,4.57613333333,8.04266666667,10.6342,6.40793333333
392.08,6.89553333333,14.5850666666,8.77053333333,9.36466666667,3.41313333333,5.93426666667,7.6628,4.52646666667,8.03133333333,10.5972666667,6.346
392.44,6.7914,14.4921333333,8.72126666667,9.27646666667,3.27706666666,5.82993333333,7.58506666667,4.39753333333,7.92933333333,10.4898,6.27133333333
392.80,6.878,14.5394666667,8.78933333333,9.33253333333,3.31473333333,5.87566666667,7.63186666667,4.45526666667,8.01073333333,10.5569333333,6.31406666667
393.16,6.97133333333,14.608,8.89920000001,9.37666666667,3.37373333333,5.89226666667,7.6574,4.50473333333,8.0658,10.6191333333,6.35346666667
393.52,6.90793333333,14.5496,8.85240000001,9.34646666667,3.25406666667,5.82173333333,7.60133333333,4.4376,8.0122,10.5062,6.28313333333
393.88,6.98046666667,14.6365333333,8.96539999999,9.44393333333,3.28826666667,5.87166666667,7.67893333333,4.4738,8.12066666667,10.5958666667,6.30693333333
394.24,7.00633333333,14.6609333333,9.02573333334,9.45999999999,3.28453333333,5.8718,7.70526666667,4.4806,8.15393333333,10.6077333333,6.28353333333
394.60,7.1164,14.7674666667,9.08386666667,9.52379999999,3.3568,5.9328,7.80713333333,4.52573333333,8.23986666667,10.6610666667,6.3392
394.96,7.06953333334,14.7362,9.03966666665,9.45273333332,3.2876,5.85386666667,7.75353333333,4.41306666667,8.19273333333,10.6134666667,6.24746666667
395.32,7.1494,14.8228666667,9.04273333334,9.46500000001,3.30673333333,5.9034,7.75306666667,4.46733333333,8.2588,10.656,6.2896
395.68,7.20173333333,14.9269333333,9.10400000001,9.47766666667,3.2936,5.93973333333,7.77813333334,4.49706666666,8.27586666667,10.6644666667,6.27066666666
396.04,7.3244,15.0918666667,9.22693333334,9.61380000001,3.37613333333,5.99226666667,7.9022,4.62053333333,8.39853333333,10.7797333333,6.37233333333
396.40,7.42753333334,15.2517333333,9.26140000001,9.66879999999,3.41886666667,6.04193333333,7.94546666667,4.7008,8.4988,10.8622666667,6.40046666667
396.76,7.35686666667,15.2534666667,9.20786666667,9.56000000001,3.31486666667,5.9098,7.85826666667,4.6406,8.43113333333,10.7821333333,6.285
397.12,7.333,15.3156666667,9.15126666667,9.5512,3.25246666667,5.86806666667,7.84513333333,4.60513333333,8.4132,10.7432,6.2568
397.48,7.3804,15.4705333333,9.22366666667,9.61706666666,3.32906666666,5.91933333333,7.88866666667,4.6852,8.4988,10.8242666667,6.3106
397.84,7.41813333333,15.5306666667,9.23913333333,9.57799999999,3.30866666667,5.9106,7.85693333333,4.7504,8.51366666667,10.8071333333,6.29626666667
398.20,7.3266,15.529,9.13693333333,9.5018,3.15933333333,5.77793333333,7.71466666667,4.67526666667,8.40186666667,10.7281333333,6.14846666667
398.56,7.31733333333,15.5944666667,9.18713333333,9.50946666667,3.16853333333,5.76253333333,7.653,4.74713333333,8.42966666667,10.7497333334,6.1496
398.92,7.4034,15.7443333333,9.2742,9.59146666666,3.21846666667,5.83626666667,7.72373333333,4.8802,8.53626666667,10.7903333333,6.20586666667
399.28,7.47873333333,15.8976666667,9.40986666667,9.70133333333,3.2798,5.9558,7.7886,5.00146666667,8.6302,10.8749333333,6.2562
399.64,7.6096,16.0398666667,9.5244,9.787,3.364,6.04373333333,7.90426666667,5.1188,8.798,11.0154666667,6.33953333333
400.00,7.60326666667,16.0622,9.53813333333,9.75053333333,3.3088,6.00686666667,7.83433333334,5.13006666667,8.8052,10.9933333333,6.2904
400.36,7.65413333333,16.1258,9.60960000001,9.80626666666,3.3302,6.01506666667,7.87993333333,5.1754,8.8426,11.0151333333,6.26866666667
400.72,7.805,16.3062,9.74579999999,9.94180000001,3.42686666667,6.12273333333,7.99886666667,5.3094,8.98186666667,11.1512,6.35453333333
401.08,7.88966666666,16.4143333334,9.89726666666,10.0194666667,3.4556,6.1796,8.0566,5.44673333333,9.08106666667,11.2694,6.37753333333
401.44,8.04479999999,16.5496666667,10.0135333333,10.1279333333,3.51286666667,6.2646,8.142,5.5526,9.2004,11.42,6.43693333333
401.80,8.07246666667,16.6835333333,10.0752,10.1982666667,3.5236,6.28866666667,8.2148,5.57546666667,9.25933333333,11.5245333333,6.44806666667
402.16,8.21066666667,16.7533333333,10.1990666667,10.2522666667,3.6084,6.38333333333,8.31486666667,5.66653333333,9.3998,11.6293333333,6.55693333333
402.52,8.21353333333,16.785,10.2012,10.2505333333,3.51933333333,6.37893333333,8.31133333333,5.62546666667,9.40439999999,11.6002666667,6.53373333333
402.88,8.22753333334,16.8266,10.2408,10.2754,3.52553333333,6.37753333333,8.34093333333,5.6118,9.4368,11.6666666667,6.53786666666
403.24,8.2866,16.8756,10.3046666667,10.3037333333,3.53926666667,6.3458,8.395,5.62713333333,9.49873333333,11.7068,6.56906666667
403.60,8.27246666667,16.8892,10.3226,10.3118666667,3.51406666667,6.31986666667,8.37226666667,5.622,9.50133333333,11.7262,6.541
403.95,8.36733333333,16.9952,10.3835333333,10.4061333333,3.56446666667,6.3982,8.44466666667,5.6884,9.59166666665,11.8149333333,6.59566666667
404.31,8.41346666666,17.0956666667,10.4424,10.441,3.57993333333,6.415,8.4996,5.7158,9.68426666667,11.9003333333,6.6324
404.67,8.44480000001,17.1359333333,10.4958666667,10.4592666667,3.58933333333,6.41593333333,8.50706666666,5.71433333333,9.71333333331,11.9122,6.6518
405.03,8.45739999999,17.1572,10.4941333333,10.4672666667,3.58573333333,6.3878,8.5058,5.66713333333,9.74379999999,11.9167333333,6.62633333333
405.39,8.49333333333,17.2180666667,10.577,10.4824,3.5866,6.392,8.54320000001,5.70206666667,9.80726666667,11.9316,6.62713333333
405.75,8.55286666667,17.2869333333,10.6273333333,10.517,3.6014,6.43026666667,8.58746666667,5.7458,9.87586666667,11.9634666667,6.66866666667
406.11,8.57020000001,17.415,10.6655333333,10.5454,3.58413333333,6.45046666667,8.59153333333,5.77146666667,9.92333333334,12.0066,6.64006666667
406.47,8.62326666667,17.517,10.7520666666,10.5684666667,3.62293333333,6.4566,8.65059999999,5.83426666666,10.0252,12.0827333333,6.6228
406.83,8.7906,17.7027333333,10.9094666667,10.684,3.69966666667,6.5812,8.74866666667,5.98846666667,10.2179333333,12.2060666667,6.6868
407.19,8.81546666667,17.8054,10.9444,10.7009333333,3.70653333333,6.59666666667,8.74113333333,6.011,10.2902,12.2856,6.6902
407.55,8.94313333333,17.9506666667,11.0594,10.7879333333,3.75913333333,6.66906666667,8.82286666667,6.11826666667,10.4136666667,12.3766666667,6.76053333333
407.90,8.95020000001,18.0246666667,11.0877333333,10.7708666667,3.7152,6.63153333333,8.8196,6.09793333333,10.4340666667,12.42,6.72326666667
408.26,9.01380000001,18.1222,11.1952,10.8346666667,3.70033333333,6.64233333333,8.83840000001,6.14246666667,10.503,12.4623333334,6.71813333333
408.62,9.04453333333,18.2332,11.2419333333,10.8775333333,3.66886666667,6.6262,8.86566666667,6.1446,10.5680666667,12.5304,6.704
408.98,9.1338,18.3998,11.3666,10.9685333333,3.7068,6.6812,8.959,6.26046666667,10.7014666667,12.6288666667,6.77333333333
409.34,9.1678,18.4704666667,11.3678,10.9952666666,3.69566666667,6.64966666667,8.98026666667,6.25106666667,10.7599333333,12.6687333334,6.76946666667
409.70,9.22946666666,18.5894666667,11.4540666667,11.0678,3.7096,6.67173333333,9.01173333333,6.29306666667,10.864,12.7452666667,6.77426666667
410.06,9.255,18.6362666667,11.5038,11.0696,3.6798,6.6392,9.03886666666,6.27566666666,10.9220666667,12.7599333333,6.7498
410.42,9.33726666666,18.7285333333,11.5552,11.129,3.67486666667,6.64133333333,9.07266666666,6.27446666667,10.9734666667,12.8327333333,6.76553333333
410.77,9.29653333333,18.7499333333,11.5425333333,11.0904666667,3.62033333333,6.58433333333,9.00306666666,6.20946666667,10.9636666667,12.8277333333,6.71686666667
411.13,9.37013333334,18.8457333333,11.6242,11.1196,3.6062,6.601,9.05793333334,6.2468,11.0395333333,12.8827333333,6.692
411.49,9.40233333333,18.9874,11.701,11.1494666667,3.60746666667,6.59966666667,9.11506666667,6.21646666667,11.1288666667,12.9316666667,6.69206666666
411.85,9.40693333334,19.0369333333,11.7770666667,11.1815333333,3.5698,6.58453333333,9.13466666667,6.1934,11.188,12.934,6.65026666667
412.21,9.48979999999,19.1257333333,11.8499333333,11.2165333333,3.57373333334,6.63026666667,9.17546666666,6.25913333333,11.2966,13.0280666667,6.68353333333
412.57,9.63293333333,19.2695333333,12.0186,11.3018,3.64333333333,6.74646666667,9.27026666666,6.3636,11.458,13.1672666667,6.7722
412.92,9.74493333333,19.3634,12.1035333333,11.3679333333,3.6914,6.83426666667,9.35433333333,6.40166666667,11.5822,13.2583333333,6.7948
413.28,9.79373333333,19.4450666666,12.2015333333,11.4054666667,3.70786666667,6.86093333334,9.38700000001,6.40606666667,11.6558666667,13.3123333333,6.7904
413.64,9.90486666668,19.5460666667,12.3571333333,11.4892666667,3.76513333333,6.92253333334,9.49213333334,6.46646666667,11.7374666667,13.4322666667,6.84473333333
414.00,10.0558,19.6979333333,12.5102,11.6104666667,3.82486666667,7.03733333333,9.61906666668,6.5314,11.9095333333,13.6018666667,6.927
414.36,10.1,19.7274,12.5892,11.6301333333,3.83546666667,7.05446666667,9.67039999999,6.51286666667,11.9948,13.6244,6.92133333333
414.72,10.1530666667,19.7082666667,12.6343333333,11.6253333333,3.7876,7.03946666667,9.73126666667,6.44293333333,12.0202,13.6253333333,6.88366666667
415.07,10.1426666667,19.6488,12.6446666667,11.6189333333,3.77433333333,7.00813333333,9.74353333335,6.36813333333,12.0225333333,13.6132666666,6.8426
415.43,10.1663333333,19.6092666667,12.6488,11.6120666666,3.71566666667,6.9816,9.72786666667,6.31066666667,12.0340666666,13.6441333333,6.79866666667
415.79,10.2974,19.6934666667,12.7403333333,11.6795333333,3.775,7.04746666667,9.81246666666,6.31733333333,12.1699333333,13.7353333333,6.86226666667
416.15,10.3173333333,19.6761333333,12.7672,11.6834,3.74713333333,7.01833333333,9.86433333334,6.1964,12.1957333333,13.7405333333,6.83233333333
416.51,10.3538666667,19.6519333333,12.8002666667,11.7082,3.74433333333,7.01406666667,9.91173333333,6.13693333333,12.2374,13.7678,6.8058
416.86,10.4494,19.6970666667,12.9032666667,11.767,3.77966666667,7.06973333333,9.97660000001,6.116,12.3179333333,13.8545333333,6.8812
417.22,10.5392,19.7249333333,12.9858666666,11.8318666667,3.81313333333,7.13986666667,10.0671333333,6.11886666667,12.4068666667,13.9368,6.92633333333
417.58,10.5976,19.7039333333,13.0255333333,11.8242666667,3.80386666667,7.1402,10.0794666667,6.03573333333,12.47,13.9582666667,6.9202
417.94,10.5789333333,19.6383333333,13.0104,11.7896,3.7894,7.09646666667,10.0772,5.95613333333,12.4604666667,13.9314,6.85506666667
418.29,10.6337333333,19.6338666667,13.0750666667,11.8142666667,3.81106666667,7.11866666667,10.1090666667,5.934,12.5086,13.9809333333,6.86233333333
418.65,10.6890666667,19.6785333333,13.1520666667,11.8623333333,3.82553333333,7.13106666667,10.1766666667,5.9118,12.6064666667,14.0515333333,6.89846666667
419.01,10.7976,19.7632666666,13.2585333333,11.9388,3.86993333333,7.1792,10.2714,5.9194,12.7142666667,14.1548,6.96346666667
419.37,10.8530666667,19.7770666667,13.3302,11.9708666667,3.89513333333,7.19426666667,10.3228666667,5.88286666667,12.7674,14.1844,6.96793333333
419.73,10.9268666667,19.8286666667,13.4258,12.0351333333,3.92973333333,7.23633333333,10.4084666667,5.9038,12.8579333333,14.2784666667,6.99186666667
420.08,10.9734666667,19.8566666667,13.4832,12.0654666667,3.95166666667,7.2592,10.4366666667,5.912,12.9278,14.3173333333,7.0
420.44,11.0226,19.9051333333,13.5365333333,12.0830666667,3.9526,7.27586666667,10.4726666667,5.8944,12.9942666667,14.3588666667,7.0044
420.80,11.0429333333,19.9284,13.5914,12.0956666667,3.93226666667,7.2594,10.5068,5.85993333333,13.0382666667,14.3804666667,6.982
421.16,11.0600666667,19.9475333333,13.6170666667,12.0865333333,3.8936,7.23153333333,10.505,5.78506666667,13.0669333333,14.3789333333,6.94593333333
421.51,11.0843333333,19.9936,13.6466,12.0842666667,3.87593333333,7.21026666667,10.5321333333,5.75753333333,13.1249333333,14.3838666667,6.91326666667
421.87,11.2088666667,20.1000666667,13.7736,12.1772,3.92306666667,7.26326666667,10.6299333333,5.7892,13.2553333333,14.4744,6.98446666667
422.23,11.277,20.1711333333,13.8413333333,12.2196666667,3.93906666667,7.27926666667,10.7008,5.7844,13.3441333333,14.5360666666,7.007
422.58,11.3423333333,20.2148666667,13.8988666667,12.2442,3.94866666667,7.29713333333,10.7424,5.77466666667,13.4038,14.5707333333,6.99846666667
422.94,11.3798,20.2468,13.9369333333,12.2448,3.91553333333,7.28373333333,10.752,5.73873333333,13.4523333333,14.5878,6.96626666667
423.30,11.4499333333,20.3357333333,14.0217333333,12.2833333333,3.91733333333,7.31006666667,10.8017333333,5.75533333333,13.5461333333,14.6618,6.97633333333
423.66,11.4678,20.3586666667,14.0385333333,12.2675333333,3.8994,7.28906666667,10.7954,5.71293333333,13.5838,14.6669333333,6.95466666667
424.01,11.5402666667,20.4282,14.1114666667,12.3004666667,3.9042,7.3086,10.8346666667,5.70893333333,13.6481333333,14.7348,6.9584
424.37,11.6222666667,20.5233333333,14.1925333333,12.3590666667,3.91393333333,7.327,10.8933333333,5.73073333334,13.7404666667,14.8081333334,6.9846
424.73,11.6982,20.5904,14.2438,12.3802,3.91753333333,7.34353333333,10.9234,5.73993333333,13.8168,14.8713333334,6.98193333333
425.08,11.7905333333,20.6834,14.3256,12.4241333333,3.944,7.3716,10.9739333333,5.7926,13.9207333334,14.9627333333,7.01106666667
425.44,11.8756666667,20.7675333333,14.4175333333,12.4776666667,3.957,7.40326666667,11.0224666667,5.823,14.0117333333,15.0356666667,7.02413333334
425.80,11.9208666667,20.8466666667,14.4896,12.5056666667,3.95166666667,7.43173333333,11.0480666667,5.8464,14.087,15.0818,7.01173333333
426.16,12.0293333333,20.9844,14.5976,12.5842,3.97633333333,7.49186666667,11.1034666667,5.90033333333,14.2052666667,15.1654666667,7.02953333333
426.51,12.144,21.1282666667,14.7192,12.6804,4.0206,7.542,11.1642,5.98413333333,14.3114,15.2753333333,7.0662
426.87,12.2199333333,21.2333333334,14.8102666667,12.7185333333,4.03633333333,7.5652,11.1936666667,6.0138,14.4012666667,15.3417333334,7.06793333334
427.23,12.3175333334,21.3434,14.9016666667,12.7883333333,4.0604,7.59826666667,11.2324,6.05906666667,14.5140666667,15.4104666667,7.09773333333
427.58,12.4366666667,21.4692666667,15.0196666667,12.8497333333,4.06746666667,7.62753333334,11.3094,6.10626666667,14.6167333333,15.4854666667,7.10906666667
