wavelength,Back_TanVitm,Belly_TanVitm,Breast_TanVitm,Crissum_TanVitm,Crown_TanVitm,DorTail_TanVitm,Patch10_TanVitm,Patch11_TanVitm,Rump_TanVitm,Throat_TanVitm,WingTip_TanVitm
188.29,23.0222,30.5333333333,30.3554666667,29.5999333334,18.3111333333,20.0444666667,42.6223333333,44.5776666667,38.2666,23.2888666667,25.1112666667
188.67,14.5932,21.4698666667,21.5223333333,17.6902666667,5.77420000001,7.76886666666,36.168,36.4303333333,31.7586,12.1784666667,13.8057333333
189.05,21.1356666667,27.7037333334,26.6173333333,22.3209333333,15.7036,15.3086,41.5801333333,42.2716666666,39.1111333333,20.3456,21.9754
189.43,27.4126666667,34.3123333333,33.0535333333,25.6876666667,22.7971333333,22.8438,43.9627333333,48.9976666667,43.4499333333,26.2471333333,25.5478666666
189.81,25.2494,36.8504666667,36.6404,22.7821333333,24.5144666667,24.9868,46.0892666667,53.1233333333,45.3542,28.0840666667,26.1416666667
190.19,30.2645333333,42.1693333333,40.9525333333,25.6613333333,25.3438666667,28.254,51.0052666667,55.7142666667,46.8782666667,35.7142666667,29.7354
190.57,25.2959333333,34.6418,36.5732,19.1901333333,19.9377333333,21.62,48.2867333333,54.2056,40.9346,32.1496,23.9251333333
190.95,29.3616666667,39.7163333333,48.6525333333,25.2481333333,25.1063333333,33.0496666667,53.617,59.9290666667,45.5319333333,42.6241333333,30.4254666667
191.33,36.0784,46.1174666667,53.5686666667,25.4118,24.4707333333,35.4509333333,59.7648000001,66.9804666667,50.9804,48.0000666667,32.7844
191.71,40.9063333333,50.2914,59.2234666667,35.9223333333,33.2038666667,39.4174,64.0129333334,66.2783333333,55.0161333333,52.5567333333,39.1585333333
192.09,32.5114,49.2236666667,62.1004,26.8494,29.1324,36.347,64.6576000001,71.5983333333,55.2511333333,51.1416666667,30.1369333333
192.47,15.9624666667,41.9719333333,47.0421333333,12.9577333333,15.4931333333,23.1926,58.3099333333,58.4976666667,41.6900666667,40.4695333333,11.5492666667
192.85,30.0454666667,56.9862666667,59.5434666667,31.9634,33.4246666667,46.4839333334,73.242,72.5114666666,53.1506666667,54.0640666666,29.4978
193.23,24.1024,52.2050666667,55.5896666667,29.4359333334,23.7948666667,35.8974,71.5895999999,70.3588666667,44.9230666667,46.5640666667,21.8462
193.61,22.5454666667,48.8485333333,55.2727333333,32.0001333333,20.0000666667,27.0304,81.8180666667,76.8484666667,44.4848,46.1818,18.4242666667
193.99,26.1787333334,43.0894,57.2357333333,32.1952,1.7886666667,17.7236666666,97.3983333333,88.2926666665,50.2438666666,38.5366,12.0324666667
194.37,40.3603999999,58.7388666667,68.8288000001,50.4504666667,29.91,44.3242666667,125.045133333,104.504533333,65.7657333333,45.7656,28.8289333333
194.75,42.4242666667,64.3434666667,66.0606,52.2221333333,52.8281333333,46.3635333333,92.9294,83.6363333333,59.5959999999,50.404,43.4343333333
195.13,35.4098666667,58.2514,42.7322666667,39.8906666667,45.2458666666,37.2676666666,90.7103333333,83.6066,53.3333333333,40.1092666667,33.6611333333
195.51,38.4615333333,60.0,53.7437333333,50.6667333333,57.9487333333,38.8717333334,92.7179333333,79.6922666667,58.3590666667,42.6667333333,42.2565333333
195.89,26.7974,49.8039333334,49.6732666667,42.6142666667,50.3267333333,39.9999333333,95.6863333333,84.1830666665,55.2942666666,37.3856666667,33.464
196.27,30.7936666667,42.2220666667,50.1588666667,45.1852666667,44.9734666667,34.4973333333,79.5767333333,75.1324666667,50.2644666667,37.5660666667,33.0159333333
196.65,37.0541333333,40.6202,58.2945333334,52.8682666667,59.2248666667,43.2558000001,97.6744666665,93.1783333334,68.6822000001,42.4805333333,45.1162666667
197.03,28.9309333333,41.2578666667,48.176,35.9748666667,48.0504,31.1950666666,81.7609333333,77.9874,60.0001333335,38.8679333333,36.4780666666
197.40,15.4074,46.2222666666,43.7037333334,26.2222666667,44.8889333333,28.2962666667,77.4815333333,82.0740666666,58.6666666668,32.4443333333,27.2591333333
197.78,-3.9998,44.1906000001,43.0476,20.5714,39.4285333333,34.8571333333,78.8570666668,83.4284,75.2381333334,24.0,13.1429333333
198.16,9.3616,47.3756666666,37.4468666667,32.9078,51.3475333333,41.1346666666,66.0993333333,71.0637333335,71.9149333333,33.3332666667,18.4396666667
198.54,27.8364,64.2105999999,49.1228,52.7485333334,60.9355333333,52.3976,61.5206666667,78.0116666665,83.6258000001,52.3975999999,30.9939999999
198.92,4.49266666666,50.4347333333,23.9129333333,31.1594666667,40.1449333333,35.5072000001,40.1449333333,60.4347333334,81.5942000001,36.6667333333,6.95653333334
199.30,0.83333333332,52.5000000001,34.0,30.3333333333,38.5,30.1666666667,34.0,55.1666666666,82.3333333334,32.6666666667,-3.66666666666
199.68,-34.3333333333,26.6666666667,-1.99999999999,4.66666666666,3.33333333335,8.33333333332,-1.00000000002,25.0,49.1666666667,5.33333333339,-31.6666666667
200.06,-16.8254000001,47.3016000001,3.8096,-0.00013333334,22.0635333333,14.127,0.476200000054,30.4761999999,47.3015999999,10.1587333333,-25.2380666667
200.44,-0.000133333320001,77.9797999999,4.24233333334,17.5759333334,40.0,50.5050666666,22.6262666667,48.4848666667,79.1918000001,40.8082,1.8181333334
200.82,21.8518666666,97.0370666667,23.1481333333,33.3332666666,59.2592,66.2962,34.6296,62.037,76.8518000001,48.8888666666,24.6295999999
201.19,42.4638,95.2174000001,39.7102,58.9854666667,74.2027999999,72.0290666667,50.1448,70.2900000001,77.8261999999,58.9854666667,43.9130666667
201.57,71.3887999999,156.9444,54.4444666667,104.7222,131.111133333,118.611333333,83.3333999999,102.7778,126.666733333,102.222333333,65.2778
201.95,45.3333333333,123.2,33.0666666667,74.4000000001,117.066666667,71.4666666667,40.5333333334,71.2,65.8666666667,77.3333333333,38.4
202.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202.71,218.666666667,-53.3333333333,240.666666667,103.333333333,50.6666666665,117.333333333,167.333333333,174.666666667,193.333333334,76.0000000001,195.333333333
203.09,100.833333333,-169.166666667,160.833333333,-51.6666666665,-68.3333333335,-13.3333333331,65.8333333332,39.1666666667,131.666666667,22.4999999999,130.0
203.47,9.80897646126e+13,-1.2495783057e+15,3.1985792808e+14,-9.59573784242e+14,-9.2119083287e+14,-7.03687441777e+14,-6.8236357991e+13,-2.68680659587e+14,1.91914756848e+14,-5.501556363e+14,-1.79120439725e+14
203.85,6.1904666668,-125.714333333,52.3808666667,-66.6666666668,-129.523866667,-93.8095333333,6.1904000002,-36.1905333335,33.8095333335,-45.7142000001,-10.9524666666
204.22,35.2382000001,-28.0952666667,64.5237333333,-15.9522666667,-34.7619333333,-22.1429333333,30.4762,12.3810000001,56.4286666667,1.42859999994,21.9048666667
204.60,85.3846000001,11.5386000001,99.2307333333,32.8204666667,-12.0514666667,34.8717999999,69.4871333333,37.4359333333,109.487133333,56.6665999999,84.8717333333
204.98,128.965533333,58.6206666667,146.4368,70.8046000001,42.9885333334,81.8392000001,113.3334,79.9999333332,143.218333333,102.2988,129.6552
205.36,95.6099333333,44.7154,107.9674,49.2683333333,39.8374,51.3820666666,87.8048666666,69.1057333332,99.5121999999,74.3089333333,93.1706666665
205.74,132.353,63.9216666667,151.764666667,76.8627333335,60.9805333334,68.4313333333,117.254933333,98.4312666667,136.4706,103.1372,128.039266667
206.12,105.1852,50.2222000001,136.000133333,75.7036666667,56.1482666665,50.6668666667,93.6296666668,86.2222000001,109.037066667,86.2222000001,107.1112
206.50,99.9999999999,51.3333333334,134.0,80.9999999999,48.3333333334,44.5,90.3333333333,69.6666666668,116.333333333,88.0,99.8333333332
206.87,71.7333333334,46.9333333333,91.9999999999,61.8666666666,30.8,23.8666666667,65.5999999999,49.8666666666,87.7333333333,64.6666666667,72.2666666667
207.25,86.0514,57.8461333333,99.3846666667,79.4872,48.4103333333,45.5385333333,81.4359333334,70.8718,96.1026666667,72.6153333334,78.2564000001
207.63,87.6922,64.2052,110.769266667,90.1538,59.2820666667,55.0769333334,93.0256666667,77.6410000001,104.205066667,78.0513999999,92.7181333333
208.01,91.8518000001,70.9877333335,123.209866667,87.6543333333,66.0493999999,57.9012666666,103.333333333,88.6420000001,117.777733333,74.6913333333,106.296333333
208.39,91.0714666666,68.6904666667,118.809466667,80.119,71.5475333334,57.8570666667,99.1667333334,83.4524,108.5714,66.6667999999,98.3333333332
208.77,77.0115333333,59.885,115.862,66.3218666667,67.5862000001,44.9426666666,93.6780666665,81.6092000001,98.1608000001,60.2299999999,93.2184666666
209.14,56.0416666667,44.4790666667,89.8957333331,51.354,48.5416666667,28.0206666667,76.3542666667,58.3333333333,81.1457333334,38.6457333333,76.8749333333
209.52,57.0047333333,48.2125333333,84.9275333335,55.4590000001,46.6666,28.1160666667,73.8164666667,53.8164666667,85.7969333332,36.8115999999,80.3863333334
209.90,51.5846666667,41.9672666667,76.0655999999,45.9016,35.9563333333,15.5192,70.2732666667,41.9672666667,77.8143333334,28.7431333334,76.3934
210.28,50.918,45.8936,70.5313333334,40.5795999999,37.5846,16.3286,63.0918,42.4155333333,71.3044000001,26.4735333333,73.8164666667
210.66,45.5555333333,38.5554666667,69.5555333334,33.9999333333,36.9999333333,2.44439999999,62.6667333333,44.8889333333,64.7777333333,18.3334666667,79.1109999999
211.03,46.25,33.8889333333,78.3334000001,36.9444666667,28.1944666667,-2.77773333333,64.8610666667,42.6390666667,72.7776666666,19.5833333333,95.0000666668
211.41,25.0666666667,12.5333333333,92.7999999999,14.1333333333,8.79999999994,-54.4,49.8666666667,21.3333333331,79.7333333334,-22.6666666667,133.866666667
211.79,39.6296666667,24.074,78.1480666666,22.7777333333,18.1480666667,-15.1851999999,44.074,43.5184000001,66.4814666667,9.62966666659,111.481466667
212.17,67.2109333333,41.4964666667,89.5238666666,52.2448,51.4285333334,24.3536666667,64.898,64.2177333333,80.4079999999,45.0339999999,111.1564
212.55,64.6512666667,38.7596,93.6434,50.2325333334,45.5813333334,20.6202666667,68.0620000001,67.7517999999,82.4805999999,43.1008666667,132.403
212.92,50.5556,20.1851333333,81.4816,34.2592666667,30.5555333333,-2.22220000005,50.0000000001,57.4073999999,66.1110666666,28.1479333334,123.888866667
213.30,81.0752666667,50.3226000001,121.9354,46.8818000001,55.6989333334,17.2043333334,67.3119333333,99.5698666667,85.3764000001,48.3870666667,155.4838
213.68,78.3703333334,61.6295333334,118.370333333,59.7037999999,70.8148000001,45.3332666667,75.1110666667,103.4074,86.8147999999,63.5554666665,139.2594
214.06,59.3939333333,55.8787999999,95.5150000001,50.9090666667,54.9092,44.7272,60.6059999999,90.7878666667,75.3939333335,53.5757333334,118.787866667
214.44,97.2043999999,98.9247333333,163.010733333,74.8388000001,95.6989333333,83.0107333333,117.634466667,144.086,136.128933333,102.5806,196.559266667
214.81,91.3449333333,85.6139999999,120.234066667,67.8362666666,85.6139333331,81.7543333333,100.0,107.719266667,105.380066667,88.4211333334,136.7252
215.19,102.020133333,96.1616666667,130.202,70.8080666667,93.5353333334,89.9999999999,108.989933333,120.9092,111.212066667,96.9696,138.99
215.57,82.0875333333,80.1346666667,96.7677333332,56.7003333334,71.6498,70.7743999999,88.0133999999,93.3333333334,86.1279333334,77.8451333333,103.501666667
215.95,77.4692000001,79.6913999999,97.0369333334,56.9752666667,70.6171333333,69.3210666667,87.1606000001,89.7530666665,85.0617333335,75.0000666666,99.6913333333
216.32,65.6408666667,74.7008666667,86.7236666668,48.0341333333,56.9800666667,60.114,78.8605333333,78.4046666667,72.1366666667,66.0968666667,87.8633333333
216.70,63.904,73.5736,81.9818666667,43.1831333333,52.1322,55.7356666667,75.6756666667,73.8138666667,70.1501333333,65.7657333334,81.9818666667
217.08,74.0229333333,82.1837999999,87.6437333332,54.0229333333,61.0919333333,66.4369333333,84.885,81.5517333333,81.5517333333,73.6780666666,90.115
217.46,76.9541999999,87.5286666667,89.8276000001,62.2988666666,65.2875333333,71.9539333333,90.3447333333,84.6552666667,86.5516666666,77.8735333333,97.4137333333
217.83,77.8974666667,86.8206000001,91.0768666667,64.4102,68.8717333333,72.4103333333,91.5898,83.8974,81.5384000001,79.1794666667,94.9230000001
218.21,82.8498666666,89.2619999999,95.5215999999,71.3994000001,73.9949333333,71.9592666667,96.6412,88.1933999999,85.8016,83.7658666667,97.4045333332
218.59,74.3433333333,77.3737333333,84.5454666667,63.8383333333,63.4343333333,59.8484666667,87.4748666666,80.6059333333,74.3434666667,74.1919333333,86.5658000001
218.97,69.7970666667,75.7101999999,83.3043999999,62.0870666667,59.3624,55.884,84.5796,80.4058000001,74.9566,72.4059333333,86.3189333333
219.34,71.4379999999,75.8824000001,80.7842666666,59.9345333333,59.5424,54.2484666667,88.3662000001,79.9999333333,76.1436666666,70.6535999999,86.3398666667
219.72,71.4632666667,75.5284666666,86.1789333334,63.0082666666,63.7399333333,53.8212666667,97.8048,87.0731999999,82.8455333333,72.2763333334,95.3658666666
220.10,70.6665999999,72.7112666666,74.4888666667,52.9778,62.311,42.6666,96.9777333333,77.6888666666,79.911,66.9332666667,93.6889333333
220.47,81.3332666668,79.2222666667,81.3332666667,60.8888666667,75.2221999999,45.0000666667,103.0,87.7777333333,91.7777333334,72.0,109.2222
220.85,93.1250666666,93.4376666667,100.312666667,78.8544000001,90.6250666665,58.7500666667,119.896,106.354533333,99.0626666666,86.4586000001,122.7086
221.23,72.6850000001,67.4999333334,83.8888666667,60.6481333334,73.0554666667,40.8334,97.0370666668,89.0741333332,74.4444666666,64.1666666667,102.870533333
221.61,53.1112666666,43.2222666667,64.8887999999,29.9999333333,52.2222666667,9.55546666666,84.8889333333,72.4445333333,52.4444666667,45.2222666667,83.4443999999
221.98,33.6110666666,27.0833333333,36.8055333334,7.36113333334,30.5554666667,-21.3889333333,71.6665333333,58.7499333333,39.7222,23.0555333333,66.9444
222.36,26.4150666667,21.7608,26.9182666667,-6.03766666667,31.3207333333,-14.0880666667,52.956,47.1698000001,22.3896666667,17.61,58.9936666667
222.74,32.0904666667,28.3615333333,25.3107999999,-3.16386666666,34.3501333333,-0.338866666673,50.5084666667,51.4124666666,30.6216,18.0789333333,62.3729333333
223.11,30.7345333334,33.1074,31.1864666667,-0.791000000014,40.9039333333,2.93786666665,49.3786,52.7684,26.2146666667,25.3108,62.486
223.49,24.1314666667,33.7088,29.6713999999,6.57266666667,34.554,4.50713333334,39.9999333333,43.8496666667,17.6526666667,21.2206,52.8638
223.87,25.0216666667,34.4588666666,27.0130666667,3.54973333334,36.1904,4.67526666665,33.1600666667,40.0,12.0345333333,22.5108,50.909
224.24,35.3424666666,42.3744,43.3791333334,16.0730666667,45.0228666667,15.6164666667,44.8402666667,53.3334666667,15.3426,31.7807333333,65.5708
224.62,29.5110666667,35.6443333333,33.5111333333,4.08893333334,37.4222666667,6.48893333332,35.6445333333,44.2666,7.91099999998,27.2889333334,59.7334
225.00,27.0042,32.3206,32.827,2.61593333335,31.9830666667,8.69193333334,26.2447333333,39.4092666667,4.30373333332,22.5315333333,54.3459333333
225.38,26.1904,42.8569333333,30.7143333333,-10.5952,30.8332666667,-1.78559999999,21.6666,39.0476666667,-4.04766666666,26.9048,60.9523333333
225.75,47.0115999999,53.678,41.6092666667,14.2528666666,50.5747333333,21.0344666667,38.9656,56.092,14.9426,37.816,77.5862
226.13,60.1754,55.9649333333,47.0174666666,2.63153333335,51.7544666666,21.2280666666,34.2104,63.5086666667,4.56146666666,33.1578666666,97.7193333332
226.51,42.5641333333,40.5129333333,27.9487333333,-38.7178666667,27.6922,-18.2050666666,17.6924000001,53.5897333334,-30.0000666667,3.33326666668,93.0768666665
226.88,41.5872666666,46.9841333333,50.6349333333,4.12693333334,56.508,15.0793333333,32.6984,49.2064000001,-2.38100000008,34.2857333334,77.1428666667
227.26,84.6153333333,73.5896666666,72.3076666667,5.64099999999,87.1794666668,20.5127999999,57.1793999999,80.7692666667,-3.07693333324,48.2051333334,129.743733333
227.64,195.714266667,175.7142,186.1904,43.8095333334,236.666533333,96.1905333333,150.4762,195.7144,32.3809333333,132.857133333,306.6666
228.01,425.555666667,390.0,455.5556,75.5554666665,550.0,201.111066667,339.999933333,396.6668,64.4444666668,286.666666667,648.8888
228.39,262.857066667,249.523866667,285.7142,44.7619333333,410.476266667,125.714333333,186.666666667,282.857133333,1.9048000002,219.047666667,503.809333333
228.76,-89.0196,-100.7844,-104.705733333,-27.4508666667,-171.372533333,-52.1568000001,-67.4509333334,-111.372533333,14.5098666667,-70.5881999999,-181.176533333
229.14,-14.4827333333,-18.161,-15.6322666667,26.2069333333,-74.4827333334,14.2528666667,-8.50573333334,-32.6436666666,33.5632000001,-14.9425333333,-76.5517333332
229.52,-13.0157999999,-14.9207333333,-24.1268666667,40.0001333333,-94.6032,6.98413333346,-0.31733333346,-38.4126000001,69.8412666666,-7.3017333332,-99.0476666669
229.89,30.1234000001,1.23453333332,-3.70373333332,66.9135333334,-46.4197333332,41.9752666665,50.3704666666,-10.8642000001,84.9382666667,19.2592000001,-41.9752666667
230.27,6.66666666674,-31.3888,-35.0000666666,51.9443999999,-88.0555333334,8.88886666668,22.7777333333,-55.0001333334,61.6666666666,-14.4444,-81.6665333334
230.65,-1.88039999994,-23.4188666667,-17.4357333333,28.3760666667,-50.5983333333,2.56413333334,19.3162,-41.8804,35.3845999999,-4.78633333334,-47.5213333334
231.02,30.2732,20.765,21.5301333333,52.0218,10.4918,31.2566666667,56.2841333333,1.96726666666,57.5956666668,31.1474666666,-1.96726666666
231.40,53.6072666667,48.4019333334,45.7534,73.6985333333,37.4429333333,52.3286666667,78.1735333333,30.2282666667,74.1551333333,56.1644666667,27.2146666667
231.78,64.3678666666,61.4558666667,59.3104666667,80.7664,51.724,67.5860666667,87.9692666666,45.9003333333,84.5210666666,69.1954,44.8275333333
232.15,66.4366,60.3065333334,57.7011333333,76.0919999999,53.4865333333,63.525,86.6665333333,43.0652,87.1263999999,68.2758666667,43.0651333333
232.53,59.375,54.6526666667,55.0694,73.75,52.8471333333,57.3612,85.0693333333,45.4168,81.8055333333,69.3054666667,48.5417333333
232.90,57.4532666667,56.3297333333,50.1874,73.4831333333,52.6592666667,54.3072,87.4157333333,42.1723333333,83.2210666666,71.6854666667,44.9438666667
233.28,50.8812,45.6705333333,41.6858666667,67.7394666667,38.8505333334,43.6781333333,83.5247999999,35.479,77.2413333335,69.6552,39.6169333333
233.66,44.0150666667,41.2878666667,36.9697333333,62.8030000001,30.303,39.0150666667,74.9998666667,29.4697333333,71.8939333334,62.6513999999,32.7272
234.03,25.1341333333,30.1916,20.9194666667,45.2872,20.23,25.0573333333,54.4060666667,15.8621333333,61.5325333333,44.8276666667,13.1800666667
234.41,20.3746,20.9738,13.2584,33.4082,6.66653333334,17.1535333333,52.5094,11.0112,58.0524666667,36.5544,4.49433333334
234.78,22.0876666667,19.9999333333,11.5152,28.4848,5.58913333332,15.5554666667,45.7238666667,12.7272666667,58.8550666667,34.4107333333,3.29973333334
235.16,24.6783333333,18.7134,16.4329333333,26.0818,6.08193333334,19.9416,40.3508666667,19.0058,56.1989333333,36.9006,9.4152
235.54,9.22553333333,-1.21213333332,-3.16499999999,6.53193333334,-12.5926,1.14460000001,23.2997333333,-2.15486666667,45.5892,21.0101333333,-11.6498666667
235.91,-7.70366666665,-22.2222666667,-20.8888666667,-12.4444666667,-27.9999333333,-20.4445333333,8.07413333332,-22.1481333333,30.6665333333,3.25933333333,-29.6296
236.29,-6.58993333333,-19.6167333333,-12.7203333333,-10.9578666667,-29.4252666667,-16.7049333333,15.0958666667,-21.8390666667,31.9541333333,11.1112,-29.1188
236.66,-6.08060000001,-18.3882666667,-12.9671333333,-14.725,-30.4028666667,-16.8497333333,13.1136666667,-23.8096,30.0366,7.326,-33.8461333334
237.04,-10.5264,-27.9824666667,-25.7017333333,-26.5789333333,-40.2633333333,-28.5966,2.28059999999,-35.4386666667,27.3684,-3.33333333333,-48.1578
237.41,-0.722866666646,-13.3332666667,-13.5742666667,-22.8916,-24.0160666667,-16.1446,7.06826666666,-23.8554,36.0643333333,0.080266666666,-31.8875333333
237.79,-11.8987333333,-26.8353333333,-28.1012666667,-42.0254,-40.9281333333,-29.7892,-1.51893333333,-39.3248,22.9536,-8.18566666665,-42.2784
238.17,4.56933333333,-16.779,-12.3594666667,-21.648,-27.191,-20.2248,18.8014666667,-18.8014666667,31.161,4.04486666667,-20.1499333333
238.54,16.2344666667,6.66666739992e-05,0.617266666666,-6.54326666667,-4.38280000001,-2.53073333333,26.4814666667,-1.85186666667,38.4568666667,17.9628666667,-1.85186666667
238.92,0.73333333334,-15.3333333333,-18.5333333333,-22.6666666667,-24.8,-19.2666666667,14.2666666667,-18.2,16.8,1.73333333331,-21.5333333334
239.29,-10.7692666667,-25.064,-31.2821333333,-32.6922666667,-32.5640666667,-31.282,4.61533333335,-32.7564,2.88453333333,-9.23093333331,-30.0000666667
239.67,6.00486666666,-3.87706666666,-9.3618,-11.7258,-11.9621333333,-10.4492666667,21.3710666667,-9.3144,19.1489333333,6.71393333334,-3.82986666669
240.04,9.01466666667,-0.587000000012,-7.25373333332,-9.5178,-11.9916,-7.42133333333,23.5219333333,-4.98939999999,18.281,7.46333333333,0.377466666687
240.42,8.05279999999,0.033133333326,-7.72273333334,-7.52473333334,-8.54786666667,-7.88780000001,19.9340666667,-3.66326666668,16.2708,4.75240000001,1.45206666667
240.79,6.521,-2.12519999999,-8.90840000001,-8.00593333334,-8.85006666667,-8.44246666667,17.147,-6.17166666667,13.3624,3.60993333334,1.28086666667
241.17,10.3782666667,3.94793333335,-0.969133333334,0.118,-2.506,-0.425400000001,21.7730666666,0.094533333334,16.6194,10.0236666667,7.89620000001
241.54,10.8306666667,4.24806666666,0.757133333333,2.71300000001,0.063200000008,2.22926666667,22.7339333333,1.32486666667,16.2356,10.5784,9.02199999999
241.92,13.8562,8.45946666667,5.86373333333,6.76000000001,4.35106666667,6.42386666666,24.5938,4.79926666667,19.1222666667,13.4266,12.8104666667
242.29,10.84,7.1002,4.96833333333,3.59526666667,2.07766666667,4.67926666666,20.9392666666,2.8726,15.6096,11.5988,10.9303333333
242.67,10.4122,6.90719999999,5.79039999999,5.06866666666,2.28526666667,4.87973333333,20.2405333333,3.48793333334,15.2576,11.0996,11.0138
243.05,14.5843333333,10.8476666667,10.1236,8.74073333332,7.53906666667,8.77373333333,23.1112,7.81893333335,19.7860666667,15.0617333333,15.7036
243.42,12.8784,9.89793333334,8.62746666665,8.15686666667,5.83540000001,8.04713333334,21.302,7.10593333333,19.0430666667,13.8195333333,14.4472
243.80,9.95333333333,6.57326666668,4.34593333333,5.1714,2.52333333333,4.67293333333,17.6479333333,3.38000000001,14.408,11.3706666667,10.2181333333
244.17,10.6580666667,8.25733333333,5.9726,7.54886666667,4.38173333333,6.68126666666,17.7006666667,4.74326666666,15.647,12.7548666667,11.1207333333
244.55,9.09213333334,6.99193333333,5.05413333333,6.66666666667,3.59073333333,6.6666,15.7995333333,3.9296,12.8049333333,11.7209333334,10.9485333334
244.92,10.0738,9.17593333334,6.82673333333,8.41346666666,4.957,8.21653333333,17.0234666667,5.68273333333,13.4195333333,12.2263333333,12.9397333333
245.30,11.5892666667,10.3532666667,9.09499999999,9.8344,6.83226666667,9.50333333334,17.362,6.92053333333,14.7792,12.7041333333,14.3046666667
245.67,11.1112666667,10.2765333333,8.7984,9.69333333333,6.81753333333,9.09000000001,16.9331333333,7.06906666667,14.7512,12.5994,13.7556
246.05,11.0344666667,9.94959999999,8.9012,10.1700666667,7.24593333333,9.33326666668,16.3678666667,7.43920000001,14.9978,12.4321333333,13.6644
246.42,12.0296666667,11.2376,9.37286666667,11.2954,8.00333333333,10.5857333333,17.2441333333,7.99506666667,16.0973333333,13.193,14.7688666667
