wavelength,Back_SalMalf,Belly_SalMalf,Breast_SalMalf,Crissum_SalMalf,Crown_SalMalf,DorTail_SalMalf,Patch10_SalMalf,Patch11_SalMalf,Rump_SalMalf,Throat_SalMalf,WingTip_SalMalf
336.47,6.645,9.61033333333,6.59083333334,8.14383333333,5.2865,9.38866666666,14.4806666667,6.09816666666,5.5195,10.2435,9.63199999999
336.84,6.38016666666,9.485,6.68483333333,8.05283333333,5.26866666667,9.26566666667,14.449,5.94716666666,5.429,10.0941666667,9.45833333335
337.21,6.72316666667,9.5975,6.888,7.96883333333,5.55166666666,9.41391666666,14.6916666667,6.11083333333,5.69566666667,10.4383333333,9.62433333332
337.57,6.9695,9.56016666667,6.94833333333,7.972,5.70866666666,9.64708333334,14.931,6.28366666666,5.81933333333,10.6203333333,9.75
337.94,6.99083333333,9.37566666667,6.66466666667,7.97533333333,5.70116666666,9.65966666667,14.9505,6.29066666667,5.82766666666,10.597,9.75983333332
338.31,7.11816666667,9.38533333333,6.65383333334,7.87733333334,5.55233333333,9.591,15.1216666667,6.17966666667,5.71583333334,10.6136666667,9.80183333331
338.67,7.02166666667,9.01816666666,6.36316666667,7.56966666667,5.3465,9.61333333333,15.0388333333,5.7945,5.50466666667,10.3138333333,9.49216666668
339.04,7.36966666667,9.32866666667,6.776,7.72666666667,5.468,10.114,15.364,6.0195,5.75683333333,10.7363333333,9.92766666665
339.40,7.52666666667,9.35766666667,6.90933333333,7.70816666667,5.77316666667,10.3045833333,15.4113333333,6.261,5.986,10.831,10.1046666667
339.77,7.515,9.37183333333,6.95216666667,7.7605,5.70883333334,10.4129166667,15.4186666667,6.28183333333,5.98516666667,10.6456666667,10.18
340.14,7.93716666667,9.64783333334,7.25066666667,8.139,5.823,10.64425,15.6928333334,6.3275,6.14083333334,10.899,10.5006666667
340.50,8.04983333334,9.8005,7.2425,8.21533333333,5.99366666666,10.8134166666,15.9695,6.2795,6.22433333333,11.004,10.8135
340.87,8.13166666666,9.60083333333,6.89683333333,8.261,5.92583333333,10.72575,16.0788333333,6.22466666666,6.125,11.0098333333,10.701
341.23,7.78733333333,9.2975,6.7295,8.26933333334,5.85416666666,10.5421666667,15.8748333333,6.11983333334,5.913,10.7486666667,10.3601666666
341.60,7.71683333333,9.35616666667,6.65483333334,8.24033333334,5.75466666667,10.5575833333,15.9913333333,6.02366666667,5.74483333334,10.6918333334,10.2516666667
341.96,7.57133333333,9.48716666667,6.478,8.16633333334,5.54416666666,10.3121666667,15.8685,5.825,5.51516666667,10.4888333333,9.92749999999
342.33,7.25433333333,9.355,6.34933333334,8.04033333333,5.23483333334,10.1933333334,15.657,5.616,5.19183333333,10.1935,9.70283333335
342.70,7.13166666666,9.65233333333,6.47533333333,8.06866666667,5.27583333334,10.1726666667,15.8468333334,5.707,5.25733333333,10.2098333333,9.72266666666
343.06,7.09366666666,9.87133333333,6.48766666666,8.30116666667,5.45933333333,10.0963333333,16.0148333333,5.808,5.4225,10.2936666667,9.798
343.43,7.02133333333,9.96816666666,6.54833333334,8.27183333333,5.29333333334,10.0865833333,16.2756666667,5.748,5.316,10.3911666667,9.93183333335
343.79,7.012,10.009,6.58133333333,8.28183333333,5.38366666667,9.91683333333,16.5051666666,5.85916666667,5.41066666666,10.359,9.99550000001
344.16,6.8195,10.0901666667,6.57216666666,8.02616666667,5.59066666667,9.63916666666,16.552,6.10333333333,5.42283333333,10.2801666667,9.94866666665
344.52,6.48666666667,9.91033333334,6.391,7.6525,5.447,9.40775,16.1793333333,6.06033333333,5.251,9.92783333332,9.5625
344.89,6.48633333333,10.1201666667,6.5725,7.70916666667,5.7575,9.54733333334,16.2331666667,6.25483333334,5.4655,10.0043333333,9.717
345.25,6.65666666667,10.2521666666,6.63533333333,7.7175,5.79066666667,9.75966666666,16.501,6.39333333334,5.55716666667,10.1333333333,9.86566666666
345.62,6.62316666666,10.1065,6.707,7.67533333334,5.747,9.67475,16.3648333333,6.334,5.613,10.0605,9.88833333333
345.99,6.71166666667,10.126,7.0415,7.843,5.91883333333,9.81716666666,16.6416666667,6.53233333333,5.81016666667,10.1886666667,9.95483333335
346.35,6.86466666667,10.156,7.1355,7.9855,6.12783333333,9.85991666667,16.7163333334,6.68166666667,6.04033333333,10.3768333333,10.0931666667
346.72,6.7715,9.89083333332,7.02733333334,8.01283333333,6.063,9.70016666666,16.7128333334,6.499,5.97916666666,10.306,10.105
347.08,6.599,9.51,6.77666666667,7.782,5.8345,9.41483333334,16.3923333333,6.24016666667,5.6275,9.99599999998,9.83516666665
347.45,6.875,9.81283333335,6.993,8.1185,6.14966666667,9.78116666666,16.755,6.4995,5.90533333333,10.2933333333,9.93516666668
347.81,6.89466666666,9.8695,6.937,7.95383333333,5.92466666667,9.78683333335,16.5945,6.29316666667,5.76766666667,10.2933333333,9.81433333335
348.18,6.749,9.7815,6.80466666666,7.82933333333,5.68183333333,9.48775,16.4028333333,5.95833333334,5.55416666667,10.1341666667,9.52199999998
348.54,6.91133333333,9.90933333332,6.937,7.972,5.78666666666,9.52225,16.7095,5.95766666667,5.59833333333,10.3368333333,9.62716666667
348.91,6.72466666666,9.73783333333,6.94183333333,7.74166666667,5.3925,9.29958333334,16.6878333333,5.65633333334,5.32866666666,10.1078333333,9.32933333335
349.27,6.52566666666,9.56016666667,6.748,7.56283333333,5.16883333333,8.94775,16.4958333333,5.348,5.1345,9.96583333332,9.189
349.64,6.4255,9.46766666667,6.5455,7.45966666667,4.86616666667,8.69875,16.5511666666,5.12266666666,5.03283333333,10.1126666667,9.08733333333
350.00,6.17233333334,9.3075,6.48733333334,7.3465,4.624,8.693,16.6498333333,4.9345,4.96,10.1115,9.0565
350.37,6.37366666666,9.55416666667,6.65233333333,7.5775,4.8065,8.89533333333,16.8145,5.1615,5.094,10.3101666666,9.28366666666
350.73,6.50166666667,9.73366666667,6.669,7.61933333333,4.9235,9.00533333333,16.9095,5.34216666666,5.13266666667,10.5833333333,9.50316666669
351.10,6.37683333334,9.563,6.4805,7.382,4.7275,8.83816666666,16.9368333333,5.1305,4.92266666667,10.514,9.4465
351.46,6.115,9.36,6.3705,7.15816666667,4.58516666666,8.55383333333,16.6706666666,4.948,4.77066666666,10.3166666667,9.49199999998
351.83,6.08016666667,9.428,6.4515,7.30366666667,4.64883333334,8.61708333333,16.8298333333,4.9915,4.83233333334,10.505,9.48933333334
352.19,6.46733333333,9.88966666665,6.89366666667,7.81833333333,4.97116666666,9.204,17.3341666667,5.44983333334,5.32116666667,10.9153333333,10.1151666666
352.55,6.35383333333,9.85916666667,7.01033333333,7.88583333334,5.14433333334,9.16883333333,17.367,5.61783333333,5.41483333334,10.8856666667,10.2291666667
352.92,6.42683333333,9.93016666667,6.83566666667,7.96633333334,5.26866666667,9.10916666667,17.3295,5.721,5.48283333333,11.0091666666,10.3348333333
353.28,6.4555,10.007,6.86783333333,7.88933333333,5.27633333333,9.21933333334,17.433,5.803,5.43366666666,10.891,10.2191666667
353.65,6.55116666666,10.2628333334,7.09816666667,7.97466666666,5.60466666667,9.32841666666,17.64,6.03533333334,5.53483333334,10.8796666667,10.2435
354.01,6.80733333333,10.369,7.10816666667,8.11616666667,5.79166666666,9.51283333333,17.6368333334,6.15683333333,5.54783333333,10.9588333334,10.3653333333
354.38,6.66966666667,10.4208333334,7.02966666666,7.90383333333,5.848,9.32558333334,17.7281666666,6.13683333333,5.49916666666,10.9498333333,10.1735
354.74,6.97966666667,10.5833333333,7.28816666667,8.17733333333,6.11283333333,9.50316666666,18.0221666667,6.38466666666,5.80783333334,11.1823333333,10.1316666667
355.11,7.01216666666,10.6715,7.38983333333,8.292,6.14633333333,9.55716666667,18.0218333333,6.45533333334,5.927,11.3471666667,10.0245
355.47,7.166,10.6856666667,7.46133333333,8.4175,6.238,9.56916666666,18.0906666667,6.551,6.00583333333,11.3711666667,9.9615
355.83,7.2675,10.7838333333,7.56016666667,8.38316666666,6.31333333334,9.67,18.2303333333,6.61283333333,6.15466666667,11.4451666667,10.0055
356.20,7.09683333333,10.4216666667,7.34516666667,8.0675,6.13266666667,9.48325,18.0945,6.36433333334,5.836,11.2631666667,9.66883333333
356.56,7.46283333334,10.6618333333,7.556,8.31983333333,6.255,9.69108333333,18.348,6.55183333333,6.11483333333,11.4458333333,9.82099999998
356.93,7.54583333334,10.791,7.75616666667,8.32533333333,6.18783333333,9.78816666665,18.5736666666,6.4935,6.17816666666,11.3928333333,9.9265
357.29,7.64033333333,10.8595,7.86033333333,8.50816666667,6.26033333333,9.76808333333,18.7008333333,6.552,6.33816666666,11.608,10.0626666667
357.66,7.7145,10.8893333333,7.83216666666,8.52283333334,6.25433333333,10.01125,18.7153333333,6.66783333334,6.423,11.6435,10.2406666667
358.02,7.6595,10.956,7.84216666667,8.41833333334,6.24283333333,9.86358333335,18.6973333333,6.652,6.40033333334,11.6453333333,10.2786666667
358.38,7.704,10.818,7.83133333333,8.41883333333,6.1995,9.87658333335,18.674,6.54766666667,6.33966666666,11.6475,10.2988333333
358.75,7.48116666667,10.7116666667,7.67433333333,8.12183333333,5.85083333334,9.65908333333,18.4811666667,6.28916666667,6.099,11.4778333334,10.1783333333
359.11,7.675,10.819,7.786,8.332,5.977,9.742,18.803,6.433,6.211,11.545,10.426
359.48,7.51383333333,10.7738333334,7.56983333333,8.20283333333,5.7195,9.60991666667,18.7188333334,6.27083333334,6.03933333333,11.5215,10.2316666666
359.84,7.35483333333,10.5885,7.48916666666,8.13783333333,5.6955,9.44575,18.7233333333,6.261,5.904,11.4278333333,10.0945
360.20,7.39283333334,10.6158333334,7.47033333333,8.13683333333,5.69083333334,9.5145,18.7583333333,6.272,5.94833333333,11.407,10.068
360.57,7.08633333333,10.5003333333,7.253,7.99566666667,5.46133333334,9.45258333333,18.5553333333,6.03433333333,5.71133333333,11.3746666667,9.86266666666
360.93,7.002,10.3891666666,7.15633333333,8.022,5.59466666666,9.479,18.5708333333,6.131,5.72033333333,11.4773333333,9.83999999999
361.29,6.78933333333,10.276,6.95783333333,7.82483333334,5.4015,9.343,18.3563333334,5.96633333334,5.5395,11.2575,9.64716666667
361.66,6.60516666667,10.0641666666,6.8495,7.691,5.303,9.14983333333,18.2386666667,5.80166666667,5.36833333333,11.1016666667,9.42666666666
362.02,6.59533333333,10.1158333333,6.83683333333,7.70933333333,5.25333333334,9.21316666666,18.3,5.85466666667,5.4145,11.0606666667,9.38483333332
362.39,6.53766666667,10.0448333333,6.8415,7.669,5.1005,9.188,18.383,5.76483333333,5.362,11.0723333333,9.36316666669
362.75,6.432,9.98133333335,6.72933333334,7.6375,5.04483333334,9.10441666666,18.354,5.645,5.26616666667,11.0955,9.34666666665
363.11,6.34,9.97433333335,6.7145,7.49316666667,5.09533333334,9.10825,18.2165,5.64483333333,5.33216666666,11.0513333333,9.2375
363.48,6.15816666667,9.90133333331,6.72766666666,7.44166666667,5.13433333334,8.96241666666,18.1901666667,5.65633333334,5.25916666667,10.8903333333,9.15233333333
363.84,6.14266666666,9.90716666665,6.74916666666,7.42966666667,5.13983333333,8.95766666666,18.083,5.62733333334,5.196,10.854,9.156
364.20,6.05466666667,9.93833333335,6.6745,7.53166666667,5.2465,8.74508333333,18.0843333333,5.62083333333,5.18466666667,10.87,9.1815
364.57,5.88516666667,9.73416666667,6.46033333334,7.33083333333,5.08083333333,8.45975,18.0435,5.37633333333,4.912,10.5571666667,8.96366666667
364.93,6.075,9.92033333335,6.6415,7.50533333333,5.1495,8.53475,18.1641666667,5.45,4.9965,10.6558333333,8.98416666667
365.29,6.2685,10.031,6.815,7.6715,5.44783333333,8.6595,18.469,5.649,5.187,10.9525,9.11766666667
365.66,6.29016666666,10.0773333334,6.82533333333,7.77766666667,5.41716666667,8.37841666667,18.4505,5.56266666667,5.1265,11.0298333333,9.08666666666
366.02,6.22066666667,10.0236666667,6.7395,7.72483333334,5.48633333334,8.22308333333,18.4053333334,5.46983333333,5.078,11.0725,8.975
366.38,6.169,10.0863333333,6.7295,7.73433333333,5.562,8.17758333334,18.3476666666,5.53716666666,5.162,10.9558333333,8.913
366.75,6.349,10.3646666666,7.011,7.93416666667,5.846,8.34716666667,18.5856666667,5.807,5.3425,11.0046666666,9.07716666667
367.11,6.39,10.4555,7.13166666666,8.002,5.797,8.32925,18.6753333334,5.83066666666,5.2655,11.057,9.079
367.47,6.6175,10.4105,7.22766666666,8.084,5.803,8.41875,18.8303333334,5.84766666667,5.33533333333,11.1605,9.20116666666
367.84,6.74983333333,10.444,7.271,8.2075,5.65916666666,8.51291666666,19.1248333334,5.7575,5.3595,11.1898333333,9.22483333334
368.20,6.76283333334,10.452,7.4265,8.16866666667,5.47483333333,8.57775,19.1131666666,5.67716666667,5.3905,11.231,9.17266666669
368.56,6.85316666667,10.4868333333,7.65316666667,8.20216666667,5.529,8.7475,19.2243333333,5.77683333334,5.563,11.4755,9.30916666665
368.93,6.66166666666,10.3288333333,7.532,8.02466666666,5.332,8.56441666667,19.199,5.64166666666,5.39683333333,11.36,9.26450000001
369.29,6.56683333333,10.3243333333,7.52933333333,8.02616666667,5.22266666666,8.618,19.2233333333,5.5985,5.3825,11.2925,9.24116666665
369.65,6.60416666666,10.4688333334,7.5675,8.0325,5.29,8.86391666666,19.3925,5.70483333333,5.45983333334,11.3516666667,9.22416666665
370.01,6.548,10.2958333333,7.60333333333,8.01583333333,5.119,8.80833333333,19.4088333333,5.61483333333,5.32666666666,11.2626666667,9.19633333335
370.38,6.66333333334,10.3771666667,7.62,8.13966666667,5.12666666666,8.8995,19.4896666667,5.62966666666,5.333,11.4876666667,9.24733333333
370.74,6.62783333334,10.2968333334,7.52866666667,8.05516666667,5.09433333333,8.88308333333,19.5136666667,5.58016666667,5.32233333333,11.5861666666,9.18149999999
371.10,6.58866666667,10.1803333333,7.43616666667,8.02,5.09,8.94533333334,19.5158333333,5.4855,5.25416666667,11.5036666667,9.16583333334
371.46,6.51566666667,10.226,7.46366666667,7.982,5.16133333333,9.01058333333,19.493,5.52983333333,5.308,11.6178333333,9.26133333331
371.83,6.603,10.4136666667,7.6505,8.13333333334,5.4735,9.0465,19.549,5.81016666667,5.561,11.7981666667,9.40866666667
372.19,6.54066666667,10.3363333333,7.52116666666,8.0705,5.48633333334,8.93658333333,19.5611666666,5.77016666667,5.4575,11.7271666667,9.35833333334
372.55,6.72983333333,10.6181666666,7.58366666667,8.21866666666,5.62266666666,8.9875,19.6963333334,5.92816666666,5.57816666667,11.8538333333,9.44583333335
372.92,6.785,10.7121666666,7.636,8.36966666667,5.70983333334,9.01775,19.7715,5.97783333333,5.723,11.9718333333,9.47833333335
373.28,6.68566666666,10.6371666666,7.55416666667,8.29316666667,5.6715,8.79466666666,19.6828333333,5.94116666667,5.656,11.8923333333,9.42383333334
373.64,6.6025,10.5621666667,7.5385,8.24383333333,5.69216666666,8.6845,19.6798333334,5.91516666666,5.6765,11.8745,9.416
374.00,6.78666666666,10.8148333333,7.66,8.3115,5.93683333334,8.74016666667,19.8806666667,6.14283333334,5.94166666667,12.0201666666,9.48333333331
374.37,6.78183333333,10.779,7.7275,8.25766666666,5.97483333334,8.7265,19.946,6.18983333334,5.94666666667,11.9675,9.4465
374.73,6.64583333334,10.666,7.64133333333,8.154,5.85333333333,8.61016666667,19.8563333334,6.0945,5.87616666667,11.773,9.27166666665
375.09,6.74466666667,10.8111666667,7.81616666667,8.27366666667,5.99766666667,8.59708333334,20.064,6.25,6.06766666667,11.878,9.43016666666
375.45,6.884,11.004,7.83566666667,8.37766666667,6.12866666666,8.65475,20.1908333333,6.33233333334,6.16066666666,11.9015,9.43683333334
375.81,6.77416666666,10.9681666666,7.63083333333,8.18166666666,6.02316666667,8.60783333333,20.2041666666,6.21333333334,6.03766666667,11.8995,9.29816666669
376.18,6.83833333334,10.9955,7.666,8.192,6.0955,8.62933333333,20.2365,6.29366666667,6.05083333333,11.9293333333,9.286
376.54,6.87783333333,10.9433333334,7.71566666667,8.1545,6.1525,8.58041666667,20.2821666666,6.39266666666,6.07183333334,11.9475,9.33183333332
376.90,6.857,10.9643333333,7.70066666666,8.003,6.12416666667,8.59266666667,20.2936666667,6.37683333333,6.0045,11.8936666666,9.30216666669
377.26,6.77383333333,10.9096666667,7.69016666667,7.91966666666,5.991,8.55075,20.225,6.24083333334,5.95766666667,11.8463333333,9.23966666665
377.63,6.823,10.9725,7.69266666666,7.98983333333,5.9275,8.62933333333,20.3558333333,6.21383333333,5.99133333333,11.8548333334,9.29966666667
377.99,6.83283333333,11.0391666667,7.7915,8.0815,5.84966666666,8.635,20.3501666667,6.1375,5.9305,11.9525,9.38933333335
378.35,6.872,11.1098333334,7.75783333334,8.10466666667,5.77033333333,8.51558333333,20.4151666667,6.06783333333,5.917,11.9438333333,9.40033333332
378.71,6.91783333334,11.082,7.687,8.14616666666,5.81766666666,8.56616666667,20.4718333333,6.10416666666,5.901,12.005,9.37683333334
379.07,6.98383333333,11.2371666667,7.631,8.15616666667,5.77333333333,8.67183333333,20.5953333333,6.11066666666,5.89283333334,12.187,9.36683333334
379.44,7.01066666666,11.272,7.67633333334,8.15483333333,5.7325,8.6905,20.6366666667,6.111,5.91983333333,12.2843333333,9.337
379.80,7.1315,11.282,7.731,8.305,5.66033333334,8.72408333333,20.5671666666,6.05,5.94166666667,12.3281666667,9.41416666667
380.16,7.18616666666,11.4846666666,7.78483333333,8.4255,5.74666666666,8.8755,20.7616666667,6.11383333334,6.016,12.4061666666,9.49766666665
380.52,7.248,11.6426666667,7.85,8.67266666667,5.85533333334,9.10316666667,20.9615,6.135,6.135,12.5308333333,9.63100000001
380.88,7.288,11.6198333333,7.8635,8.7395,5.881,9.14083333333,21.0175,6.13916666666,6.16033333334,12.589,9.6345
381.24,7.65,11.9473333333,8.12033333334,9.025,6.18166666667,9.43958333333,21.25,6.4555,6.40733333333,12.8105,9.827
381.61,7.8305,12.101,8.262,9.09216666666,6.39916666666,9.61558333335,21.4758333333,6.6655,6.55633333334,12.9661666667,9.92616666665
381.97,7.85083333333,12.0626666666,8.23433333333,9.024,6.41,9.62741666665,21.589,6.69783333333,6.54666666666,12.9383333334,9.93033333331
382.33,7.87916666667,12.1185,8.3525,9.0265,6.67,9.71216666665,21.652,6.8805,6.65983333333,13.039,10.045
382.69,7.96483333333,12.2356666666,8.48066666666,9.01033333333,6.6665,9.712,21.819,6.87983333334,6.69016666667,13.0578333334,10.1526666667
383.05,7.807,12.0573333333,8.409,8.8635,6.592,9.49925,21.7106666666,6.76866666667,6.58783333334,12.8356666667,10.0361666667
383.41,7.7815,12.0728333334,8.45566666667,8.85066666667,6.5535,9.50375,21.7451666667,6.7105,6.57266666667,12.7835,10.0958333333
383.77,7.74233333333,12.0995,8.50916666667,8.79583333333,6.6655,9.48333333335,21.8476666667,6.77133333333,6.61083333334,12.7586666667,10.107
384.14,7.5845,11.9361666666,8.46616666666,8.61633333333,6.46916666667,9.28258333334,21.7533333333,6.62316666666,6.50066666666,12.649,9.97299999998
384.50,7.41316666667,11.7673333333,8.3515,8.3735,6.31533333333,9.05441666667,21.6631666666,6.4965,6.36133333334,12.576,9.84816666666
384.86,7.40283333333,11.779,8.31083333333,8.33066666667,6.30183333333,9.02958333334,21.7165,6.48566666666,6.33416666667,12.5338333333,9.77383333334
385.22,7.18033333333,11.5678333333,8.166,8.15533333333,6.12916666667,8.82083333333,21.7051666667,6.29483333333,6.16116666667,12.4181666667,9.65166666668
385.58,7.09516666666,11.5311666667,8.15666666667,8.05633333334,6.00383333333,8.77791666666,21.6543333333,6.21466666666,6.08816666667,12.3818333334,9.56983333333
385.94,7.08566666667,11.5866666667,8.18183333333,8.13,6.00383333334,8.85441666666,21.6651666666,6.2145,6.15166666667,12.448,9.59466666666
386.30,7.03716666666,11.5563333333,8.08783333334,8.06183333334,5.862,8.92508333333,21.668,6.15066666666,6.17316666667,12.4393333333,9.56716666666
386.66,6.98066666666,11.5201666667,8.14283333333,8.08433333333,5.86516666666,8.88016666666,21.6345,6.13833333333,6.19516666667,12.4933333334,9.53666666665
387.03,6.86433333334,11.4666666666,8.05233333333,8.01483333333,5.7735,8.82041666667,21.5465,6.06283333333,6.11766666667,12.4115,9.49433333333
387.39,6.71183333333,11.3683333333,7.893,7.9355,5.71,8.66975,21.605,6.03416666667,6.05983333333,12.4043333333,9.34216666667
387.75,6.83366666666,11.4945,8.0285,8.088,5.7565,8.73858333334,21.7725,6.15916666666,6.17783333333,12.5478333333,9.41116666665
388.11,7.016,11.6393333334,8.12716666666,8.21816666666,5.87283333334,8.89541666666,21.9306666666,6.30066666667,6.34966666666,12.7015,9.53066666665
388.47,7.1605,11.8145,8.24683333334,8.40633333333,5.98216666666,8.99575,22.1183333333,6.42,6.50566666667,12.7773333334,9.6695
388.83,7.1995,11.8545,8.26233333334,8.4345,5.93966666666,8.99175,22.0938333334,6.3775,6.52783333333,12.842,9.74949999998
389.19,7.35633333333,12.0131666667,8.369,8.55333333333,5.99466666667,9.14775,22.2613333334,6.433,6.59916666667,13.0091666666,9.8965
389.55,7.28133333334,11.918,8.33083333333,8.5345,5.90466666667,9.00991666666,22.1805,6.3235,6.51416666667,13.009,9.84033333331
389.91,7.31083333333,11.9165,8.3625,8.57466666667,5.9265,8.99916666667,22.2821666666,6.31866666666,6.48416666667,13.0413333333,9.82450000002
390.27,7.36933333333,11.965,8.499,8.73283333333,5.9545,9.02158333334,22.3603333333,6.329,6.47616666666,13.1173333333,9.86883333331
390.63,7.40816666667,12.0743333333,8.5355,8.83233333334,5.98033333334,9.15208333333,22.4655,6.37483333333,6.5645,13.2335,9.98049999998
391.00,7.5505,12.1823333333,8.65166666666,8.93766666667,6.08583333333,9.29866666666,22.6701666667,6.49583333333,6.7025,13.4501666667,10.0745
391.36,7.74716666667,12.3358333333,8.88466666667,9.09533333333,6.26733333334,9.48075,22.8088333334,6.64616666666,6.8155,13.6445,10.262
391.72,7.57283333333,12.2183333333,8.68733333334,8.94783333334,6.09883333334,9.40675,22.672,6.45833333333,6.62833333333,13.5118333333,10.1346666667
392.08,7.53083333333,12.1891666666,8.65833333333,8.93416666665,6.04,9.31391666667,22.6871666667,6.3945,6.54866666667,13.514,10.1211666667
392.44,7.42016666667,12.018,8.51866666666,8.7765,5.893,9.18891666666,22.5203333333,6.233,6.40216666667,13.4035,9.92749999998
392.80,7.44233333333,12.0391666667,8.58683333334,8.82116666667,5.94816666667,9.26216666666,22.5685,6.298,6.44666666667,13.4771666667,9.95250000002
393.16,7.44816666666,12.0586666666,8.55766666666,8.84466666667,5.96433333334,9.22733333334,22.5323333333,6.2955,6.47116666667,13.4623333333,9.8825
393.52,7.48216666666,12.112,8.5295,8.89483333334,6.037,9.22225,22.6168333333,6.371,6.53133333334,13.4706666667,9.97916666665
393.88,7.51133333333,12.1558333333,8.55333333334,8.85716666666,6.10966666666,9.2735,22.6345,6.43616666667,6.6335,13.496,9.99883333333
394.24,7.46683333333,12.2305,8.53383333334,8.81583333334,6.1135,9.20066666667,22.654,6.411,6.63733333334,13.4811666667,9.91983333333
394.60,7.48133333333,12.2253333333,8.48833333333,8.74683333334,6.05283333334,9.13258333334,22.6693333333,6.3555,6.59133333334,13.4226666667,9.84533333334
394.96,7.58166666667,12.3076666667,8.59866666667,8.7945,6.19083333334,9.12516666666,22.7493333334,6.45833333333,6.65516666667,13.4628333333,9.91216666666
395.32,7.51316666667,12.2348333334,8.5295,8.69283333333,6.081,9.03416666667,22.6695,6.349,6.61683333334,13.3193333334,9.86749999999
395.68,7.44783333333,12.2265,8.557,8.62383333333,6.05483333333,8.95941666666,22.7231666667,6.31583333333,6.61166666667,13.2933333334,9.87016666668
396.04,7.4275,12.2403333334,8.545,8.598,6.10583333334,8.99283333333,22.7221666667,6.37616666667,6.65983333333,13.2625,9.86133333335
396.40,7.427,12.3545,8.62233333333,8.664,6.14616666666,9.09466666666,22.8395,6.45616666667,6.69316666667,13.3318333333,9.87266666668
396.76,7.374,12.3996666666,8.64283333334,8.67716666667,6.12483333333,9.05783333334,22.9418333334,6.4455,6.68533333334,13.3241666667,9.85033333335
397.12,7.34216666667,12.4221666666,8.675,8.60566666666,6.16316666667,9.08283333333,23.067,6.48733333334,6.70916666667,13.3433333333,9.88983333333
397.48,7.39433333333,12.512,8.77483333333,8.595,6.15,9.14183333334,23.1443333333,6.47616666666,6.7435,13.3923333334,9.8495
397.84,7.24283333333,12.4611666666,8.65166666667,8.471,6.03283333334,8.97291666667,23.1283333333,6.3805,6.60316666667,13.2681666667,9.73550000002
398.20,7.23216666667,12.3826666667,8.63266666667,8.4535,6.03466666667,9.00933333334,23.2085,6.37166666666,6.54933333334,13.2401666667,9.73366666665
398.56,7.27016666667,12.4046666667,8.73366666667,8.54516666667,6.17633333334,9.07475,23.3126666667,6.51733333333,6.64766666666,13.3383333334,9.79616666669
398.92,7.287,12.4501666667,8.73833333333,8.60716666667,6.135,9.14291666666,23.3285,6.48166666666,6.67066666667,13.4203333334,9.79650000001
399.28,7.277,12.505,8.724,8.65283333333,6.148,9.19508333333,23.3675,6.50083333333,6.68166666667,13.4993333333,9.72716666666
399.64,7.51183333333,12.7225,8.88,8.89483333334,6.38433333334,9.45616666667,23.5986666667,6.7475,6.889,13.728,9.92383333334
400.00,7.431,12.732,8.91966666666,8.90333333333,6.307,9.39883333333,23.6296666667,6.6275,6.816,13.7956666666,9.90783333332
400.36,7.465,12.7263333334,8.90933333333,8.91833333333,6.25266666667,9.33808333333,23.6878333333,6.57616666667,6.79583333334,13.8405,9.96033333335
400.72,7.509,12.7178333334,8.9515,8.94133333333,6.258,9.3135,23.662,6.59166666667,6.82683333334,13.8875,9.96300000002
401.08,7.53116666666,12.73,9.03616666667,9.05616666667,6.293,9.32416666667,23.6753333334,6.64366666667,6.902,13.9483333333,9.95533333334
401.44,7.56233333333,12.7388333333,9.03566666666,9.12283333333,6.2945,9.38275,23.7245,6.6575,6.93633333333,13.9838333333,10.0206666667
401.80,7.594,12.6838333333,9.029,9.15950000002,6.24866666667,9.36683333334,23.6476666667,6.61466666667,6.91783333334,14.0321666667,10.0435
402.16,7.55933333333,12.6578333333,8.9875,9.18183333335,6.1665,9.3195,23.6823333333,6.5645,6.92333333333,14.096,10.024
402.52,7.53966666667,12.6705,8.93566666666,9.14166666666,6.0295,9.32241666666,23.693,6.45633333333,6.82433333333,14.0688333333,9.977
402.88,7.46066666667,12.6975,8.90583333333,9.17049999999,5.93383333334,9.26633333333,23.7336666666,6.35683333333,6.73083333333,14.091,9.89483333334
403.24,7.40183333333,12.6621666667,8.90966666667,9.0935,5.88766666666,9.19583333333,23.742,6.3405,6.64033333334,14.0206666667,9.81249999999
403.60,7.31883333334,12.5896666667,8.8775,9.03583333334,5.803,9.0685,23.6721666666,6.2445,6.61183333333,14.0211666667,9.72266666665
403.95,7.45216666667,12.6866666666,8.96116666667,9.18783333335,5.898,9.19975,23.7383333333,6.352,6.74866666667,14.1333333333,9.82916666666
404.31,7.48383333333,12.7466666667,9.02816666667,9.23449999999,6.02283333333,9.23791666667,23.7791666666,6.4505,6.85216666667,14.2306666666,9.85633333333
404.67,7.41266666667,12.726,8.98916666667,9.18949999998,6.01066666666,9.162,23.771,6.39333333333,6.80983333333,14.2166666666,9.84733333335
405.03,7.34816666666,12.7096666667,8.915,9.12366666666,5.9125,9.09641666667,23.7131666667,6.29733333333,6.69616666667,14.1536666667,9.79049999999
405.39,7.309,12.6906666667,8.9075,9.1015,5.94016666667,9.0965,23.6561666667,6.33666666666,6.71583333334,14.1648333333,9.74866666669
405.75,7.39466666666,12.8353333334,9.0705,9.27983333332,6.09516666666,9.24483333334,23.8085,6.48216666666,6.852,14.2993333333,9.87083333333
