wavelength,Back_NepOnem,Belly_NepOnem,Breast_NepOnem,Crissum_NepOnem,Crown_NepOnem,DorTail_NepOnem,Rump_NepOnem,Throat_NepOnem,WingTip_NepOnem
524.52,6.88553333333,17.7733333333,14.8617333333,11.7020666667,6.75286666667,7.3708,7.19836666667,21.4054666667,7.95546666667
524.87,6.87546666667,17.7612,14.8552,11.6810666667,6.7384,7.36733333333,7.1883,21.4106666667,7.9414
525.21,6.88866666667,17.7897333334,14.8847333333,11.6884666667,6.74273333333,7.3832,7.1989,21.4273333333,7.95393333333
525.56,6.89166666667,17.8058,14.9108666667,11.7077333333,6.7528,7.3898,7.20473333333,21.4614666667,7.95053333333
525.90,6.89586666667,17.8351333333,14.9199333333,11.7261333333,6.74026666667,7.39393333333,7.20816666667,21.4864,7.94493333333
526.25,6.9008,17.884,14.9527333333,11.7429333333,6.7444,7.39646666667,7.213,21.5232666667,7.94086666667
526.59,6.88586666667,17.9122666667,14.9754666667,11.7492666667,6.7348,7.39313333333,7.2007,21.5560666666,7.94033333333
526.94,6.90026666667,17.9602666666,15.0142,11.7806666667,6.74066666667,7.4132,7.219,21.6075333333,7.95486666667
527.28,6.9138,18.0222,15.0546666667,11.8072,6.75253333333,7.4304,7.23406666667,21.6687333333,7.964
527.63,6.92213333333,18.0576,15.0918666667,11.8352666667,6.76366666667,7.4444,7.24543333333,21.7089333333,7.97726666666
527.97,6.9224,18.0779333333,15.1076666667,11.8398,6.75366666667,7.4408,7.2424,21.7321333333,7.97166666667
528.32,6.92346666667,18.0982,15.1304666667,11.8560666667,6.75993333333,7.44993333333,7.2487,21.7504,7.9738
528.66,6.94,18.1177333333,15.1498,11.8772,6.7704,7.46566666666,7.26126666667,21.7582,7.98426666667
529.01,6.93973333333,18.1256666667,15.1635333333,11.8938,6.77653333333,7.46366666667,7.2646,21.7786,7.98233333333
529.35,6.93266666667,18.1414666667,15.1666,11.896,6.76753333334,7.46053333333,7.2611,21.7800666667,7.9824
529.70,6.9392,18.1614666667,15.1938,11.9108,6.7784,7.4704,7.27123333333,21.8032666667,8.00126666667
530.04,6.94386666667,18.1642,15.2065333333,11.9164,6.7834,7.4744,7.2744,21.8079333333,8.00733333333
530.39,6.9528,18.1753333333,15.2246,11.9202666667,6.79,7.4776,7.28193333333,21.8218,8.0062
530.73,6.95193333333,18.1630666667,15.2252666667,11.9176666667,6.79133333333,7.46946666667,7.27923333333,21.8078666666,7.99833333333
531.08,6.9684,18.1558,15.2472,11.9460666667,6.80873333333,7.48173333333,7.29563333333,21.8015333333,8.01453333333
531.42,6.96966666667,18.1553333333,15.2483333333,11.9421333333,6.80106666667,7.4746,7.2952,21.7983333333,8.00846666667
531.77,6.98713333333,18.1796,15.2849333333,11.9669333333,6.82373333333,7.49366666667,7.3117,21.8268666667,8.02953333333
532.11,7.00413333333,18.2037333333,15.3166666667,11.99,6.8366,7.5068,7.32583333333,21.8588,8.03926666667
532.46,7.01573333333,18.2480666667,15.3535333333,12.0178666667,6.85366666667,7.51066666667,7.3324,21.9096666667,8.05073333333
532.80,7.03313333333,18.2798666667,15.3788,12.0402666667,6.86713333333,7.52626666667,7.3511,21.9339333333,8.0692
533.15,7.05133333333,18.2949333333,15.4047333333,12.0546,6.88513333333,7.53906666666,7.37016666667,21.9586666667,8.08146666667
533.49,7.05473333333,18.3022666667,15.4217333333,12.0665333333,6.8928,7.54173333333,7.37593333333,21.9636,8.08153333334
533.84,7.06766666667,18.3282,15.4487333333,12.0866,6.90866666667,7.555,7.39046666667,21.9986666667,8.0912
534.18,7.078,18.3438,15.4623333333,12.1030666667,6.91386666667,7.55806666667,7.40273333333,22.0084,8.09666666667
534.52,7.0918,18.3765333333,15.4993333333,12.1292,6.93233333333,7.57873333333,7.4182,22.0483333333,8.11453333333
534.87,7.09233333333,18.3914666667,15.5080666667,12.1308666667,6.9294,7.57573333333,7.415,22.0604666667,8.1036
535.21,7.09873333333,18.4099333333,15.5304666667,12.1554666667,6.94826666667,7.58106666667,7.42236666667,22.0768666667,8.10633333333
535.56,7.10026666667,18.4319333333,15.5466666667,12.1670666667,6.9464,7.58106666667,7.42446666667,22.0893333333,8.10386666667
535.90,7.11393333333,18.4599333333,15.5671333333,12.1812666667,6.9622,7.5898,7.43746666666,22.1071333333,8.1218
536.25,7.1352,18.4955333333,15.6148,12.2165333334,6.98326666667,7.6102,7.47133333333,22.1404666667,8.1442
536.59,7.16553333333,18.5524,15.6712666667,12.2615333333,7.01213333333,7.64346666667,7.50036666667,22.1976666667,8.1724
536.93,7.19693333333,18.5939333333,15.7227333333,12.3015333333,7.031,7.66873333333,7.52273333333,22.2590666667,8.19486666667
537.28,7.2144,18.6271333333,15.7519333333,12.3104,7.0406,7.6782,7.53176666667,22.2991333333,8.2038
537.62,7.20926666667,18.6396,15.7630666667,12.3244666667,7.031,7.67073333333,7.53313333333,22.3095333333,8.19833333333
537.97,7.23686666667,18.6871333333,15.8289333333,12.3670666667,7.06806666667,7.70293333333,7.5568,22.3676,8.231
538.31,7.26066666667,18.7349333333,15.867,12.4058,7.09346666667,7.71746666666,7.58316666667,22.3969333334,8.2492
538.65,7.26393333334,18.7625333334,15.9032,12.4121333333,7.10133333333,7.73213333333,7.59323333333,22.4404666667,8.25873333333
539.00,7.28606666667,18.814,15.9479333333,12.4400666667,7.10613333333,7.75526666667,7.6202,22.4844666667,8.28333333333
539.34,7.30326666667,18.8518666667,15.9920666667,12.4751333333,7.1314,7.773,7.64563333333,22.5084,8.31026666666
539.69,7.30013333333,18.8890666667,16.0234666666,12.4974,7.13253333333,7.7808,7.66116666666,22.5547333333,8.31313333333
540.03,7.29993333333,18.9065333333,16.0243333333,12.4986,7.12153333333,7.78326666667,7.6504,22.5639333333,8.3198
540.37,7.289,18.9049333333,16.0228,12.4884666667,7.11006666667,7.76733333333,7.6343,22.57,8.3114
540.72,7.27213333333,18.9051333333,16.026,12.489,7.10013333333,7.75646666667,7.61773333333,22.5686666667,8.30173333333
541.06,7.2708,18.9194,16.0448666667,12.5070666667,7.10733333333,7.76193333333,7.6184,22.5756666667,8.3018
541.40,7.272,18.9319333333,16.0618,12.5143333333,7.0996,7.75886666667,7.60973333333,22.596,8.30393333333
541.75,7.26346666667,18.9296,16.0525333333,12.5089333333,7.08873333333,7.75366666667,7.60513333333,22.5872,8.2958
542.09,7.24866666667,18.9317333333,16.0514666667,12.4972666667,7.0696,7.74573333333,7.58756666667,22.592,8.28533333333
542.43,7.2542,18.9566,16.0566,12.5116,7.07806666667,7.74493333333,7.58366666667,22.5986666667,8.28733333333
542.78,7.24986666667,18.9554666667,16.0654,12.5200666667,7.07933333333,7.73746666667,7.57626666667,22.61,8.281
543.12,7.25926666667,18.9811333333,16.091,12.5302666667,7.08233333333,7.74933333333,7.57553333333,22.6446666667,8.2848
543.46,7.27693333333,18.9867333334,16.1076,12.5394,7.09353333333,7.7564,7.57753333333,22.6428,8.29033333333
543.81,7.28193333333,18.9839333333,16.1324666667,12.5487333333,7.09866666667,7.7582,7.58196666667,22.6601333333,8.293
544.15,7.28766666667,18.9953333333,16.1560666667,12.5685333334,7.1012,7.77006666667,7.59683333333,22.673,8.2958
544.49,7.29286666667,19.0225333333,16.177,12.5838,7.1108,7.77833333333,7.60663333333,22.6876666667,8.3046
544.84,7.2952,19.0249333333,16.1754666667,12.5872666667,7.1034,7.77726666667,7.60826666667,22.6948666667,8.30986666667
545.18,7.3148,19.0661333333,16.2196,12.6171333333,7.122,7.8004,7.6347,22.7167333333,8.32106666667
545.52,7.3368,19.1156666667,16.2728,12.6591333333,7.1564,7.8266,7.6585,22.7646666667,8.3476
545.87,7.37506666667,19.1599333333,16.3416,12.7071333334,7.18906666667,7.852,7.6941,22.8212,8.37893333333
546.21,7.37926666667,19.1718,16.3796,12.7272,7.182,7.8638,7.70853333333,22.8444,8.39393333333
546.55,7.40033333333,19.2149333333,16.4220666667,12.7472666667,7.19266666667,7.87706666667,7.7198,22.8839333333,8.40666666667
546.90,7.39473333333,19.2325333333,16.427,12.7628666667,7.18426666667,7.87513333333,7.72003333333,22.892,8.3994
547.24,7.4084,19.2509333333,16.4485333333,12.7805333333,7.18,7.87246666667,7.72063333333,22.9336666667,8.4032
547.58,7.411,19.2862666667,16.4737333333,12.8078666667,7.19173333333,7.87873333333,7.7297,22.9516,8.39753333333
547.92,7.44586666667,19.3262666667,16.5186666667,12.8515333333,7.219,7.89006666667,7.7416,22.989,8.42273333333
548.27,7.46153333333,19.3471333333,16.5444,12.8770666667,7.23246666667,7.8954,7.75176666667,23.0139333333,8.43226666667
548.61,7.5038,19.4163333333,16.613,12.9336666667,7.27,7.91953333333,7.7918,23.0892,8.46626666667
548.95,7.533,19.4545333333,16.6430666667,12.9565333333,7.30286666667,7.938,7.81433333333,23.1408,8.5162
549.29,7.5724,19.5142666667,16.6951333333,13.0036,7.30946666667,7.94733333334,7.84086666667,23.1786,8.5392
549.64,7.57906666667,19.5534,16.7088,13.0402,7.33273333333,7.95206666666,7.85456666667,23.2066666667,8.5552
549.98,7.6192,19.6184,16.7828,13.0968,7.385,7.986,7.89536666667,23.2774666667,8.58233333333
550.32,7.64146666667,19.6685333333,16.8264666667,13.14,7.41573333333,8.01926666667,7.91556666667,23.3315333333,8.63
550.66,7.69473333333,19.7074,16.8938666667,13.1788,7.465,8.05306666667,7.9695,23.3616,8.6652
551.01,7.69933333333,19.7723333333,16.9664,13.2152666666,7.4806,8.0906,7.98806666667,23.3995333333,8.70013333333
551.35,7.70453333333,19.7918,16.9914666667,13.2248666667,7.46906666667,8.08633333333,7.9936,23.4324,8.7
551.69,7.6852,19.8152666667,17.0078666667,13.2197333333,7.47253333333,8.0736,7.99533333333,23.4659333334,8.6902
552.03,7.68933333333,19.8455333333,17.0323333333,13.2224666667,7.47926666667,8.0874,8.00206666667,23.5009333333,8.6908
552.38,7.69213333333,19.9030666667,17.0794,13.2536,7.50126666667,8.10466666667,8.0072,23.55,8.6974
552.72,7.6904,19.9406,17.1038,13.2622,7.49313333333,8.1036,8.0056,23.5773333333,8.68453333333
553.06,7.6644,19.9416666667,17.0865333333,13.2460666667,7.47206666667,8.09686666667,8.0031,23.6000666666,8.6822
553.40,7.68653333333,19.9757333333,17.1354666667,13.2642,7.46873333334,8.12006666667,8.01373333333,23.6450666667,8.6918
553.74,7.68986666667,19.9855333333,17.1341333334,13.2598,7.4666,8.1174,8.01543333333,23.643,8.69773333333
554.09,7.70993333333,20.007,17.1678666667,13.2856666667,7.47293333333,8.13373333333,8.03783333333,23.6605333333,8.6938
554.43,7.69433333333,20.0388666667,17.1730666667,13.3135333333,7.48533333333,8.12553333333,8.0398,23.7031333333,8.7122
554.77,7.66186666667,20.0028666667,17.1336666667,13.2718,7.45046666667,8.074,8.00903333333,23.6707333333,8.66073333333
555.11,7.64873333333,20.0274666667,17.1460666666,13.2736666667,7.46673333333,8.05646666667,7.9997,23.6792,8.66606666667
555.45,7.69366666667,20.0984,17.2032666667,13.3307333333,7.49246666667,8.112,8.04856666667,23.7157333333,8.71806666667
555.80,7.6864,20.1240666666,17.2278666667,13.3638,7.4908,8.10713333333,8.041,23.7401333333,8.72313333333
556.14,7.6728,20.1068666667,17.2240666667,13.3306666667,7.4604,8.07453333333,8.01706666667,23.7188666667,8.6854
556.48,7.66813333333,20.1126666667,17.2334,13.3635333333,7.46626666667,8.08406666667,8.01656666666,23.7403333333,8.68813333333
556.82,7.67546666666,20.1198,17.2694,13.3819333333,7.46946666667,8.0812,8.00463333334,23.7649333333,8.66826666667
557.16,7.6906,20.1774,17.3,13.4105333333,7.4936,8.10366666667,8.03093333333,23.8036666667,8.67653333333
557.50,7.71733333333,20.2191333333,17.3395333333,13.4578,7.49546666667,8.12006666667,8.05786666667,23.8656666667,8.68733333333
557.85,7.7738,20.3026666667,17.4412,13.5212,7.56526666667,8.1768,8.11653333333,23.9462,8.754
558.19,7.8078,20.3527333333,17.5138666667,13.5586666667,7.56866666667,8.2028,8.12776666667,24.0138666667,8.76066666666
558.53,7.86873333334,20.4640666667,17.6141333333,13.6547333333,7.64186666667,8.27753333333,8.18753333333,24.1118,8.82706666667
558.87,7.91946666667,20.5314,17.6856,13.7085333333,7.666,8.3428,8.23180000001,24.1667333333,8.85946666667
559.21,7.9078,20.5113333333,17.6852666667,13.6798666667,7.64193333333,8.32233333333,8.20706666667,24.1690666667,8.833
559.55,7.96346666667,20.5546,17.7457333333,13.7118666667,7.6802,8.359,8.24093333333,24.1870666667,8.8614
559.89,7.95253333333,20.5732,17.7648,13.7322,7.6818,8.37486666667,8.24170000001,24.2076666667,8.86726666667
560.23,8.0142,20.6260666667,17.8215333333,13.7606,7.74726666667,8.40526666667,8.29203333334,24.2434666667,8.91126666666
560.58,8.02453333333,20.6520666667,17.8488,13.764,7.7792,8.4336,8.31429999999,24.2359333334,8.93046666666
560.92,8.0192,20.6426666667,17.838,13.7444,7.77333333333,8.39866666667,8.29956666666,24.2278666667,8.916
561.26,7.99573333333,20.6279333334,17.8335333333,13.7452666667,7.75546666667,8.37826666667,8.26949999999,24.1965333333,8.89666666666
561.60,7.93633333333,20.5612,17.7358666667,13.6882666667,7.68266666667,8.32,8.20516666666,24.1357333333,8.8212
561.94,7.92293333333,20.5492666667,17.7334,13.6753333333,7.67773333333,8.3126,8.20103333333,24.1089333333,8.83106666666
562.28,7.9492,20.5662666667,17.7700666667,13.7002,7.6924,8.33213333333,8.23323333334,24.1384666667,8.87
562.62,7.93453333333,20.5585333334,17.7631333333,13.6898,7.6854,8.29193333333,8.2056,24.1388,8.84306666667
562.96,7.95193333333,20.5998,17.7886666667,13.7186666667,7.71006666667,8.30293333333,8.2046,24.1680666667,8.85926666667
563.30,7.97066666667,20.6536666667,17.8288,13.7565333333,7.7316,8.34766666667,8.24909999999,24.222,8.89513333334
563.64,8.02826666667,20.7070666667,17.8865333333,13.8075333333,7.77426666667,8.39706666667,8.28880000001,24.2778,8.94400000001
563.99,8.00633333333,20.6908,17.8844,13.8078,7.75573333333,8.40913333333,8.27296666667,24.2559333333,8.93359999999
564.33,8.0534,20.7549333333,17.9564,13.8608,7.79206666666,8.44193333333,8.30526666667,24.3342,8.97019999999
564.67,8.06793333333,20.7757333333,17.9927333333,13.8950666667,7.8074,8.48406666667,8.33106666666,24.3712666667,8.98853333334
565.01,8.0718,20.8072666667,18.0195333333,13.8952666667,7.8164,8.4976,8.33063333333,24.3872,9.00326666667
565.35,8.08326666667,20.8450666667,18.0701333334,13.9216666667,7.83993333334,8.51246666667,8.36046666667,24.4140666667,9.03219999999
565.69,8.11526666666,20.8814666667,18.1050666667,13.9469333333,7.8644,8.53746666667,8.38946666666,24.4292,9.04693333333
566.03,8.08886666667,20.8737333333,18.0794,13.9398,7.8416,8.52553333333,8.36696666667,24.4040666667,9.01413333333
566.37,8.09073333333,20.8892,18.0968,13.9454666667,7.84073333333,8.54033333333,8.37533333333,24.4132,9.03119999999
566.71,8.0946,20.8947333333,18.1106666667,13.9561333333,7.8506,8.55153333333,8.39226666667,24.4132666667,9.03133333333
567.05,8.0792,20.8917333333,18.1208666666,13.9517333333,7.8214,8.5258,8.36893333333,24.4193333333,9.00593333334
567.39,8.08546666667,20.8975333333,18.1276666667,13.9610666667,7.82986666667,8.52333333333,8.37970000001,24.4113333333,9.01066666667
567.73,8.09766666667,20.9484666667,18.1694,13.9939333333,7.82506666667,8.52173333333,8.38953333334,24.4600666667,8.99346666667
568.07,8.0668,20.9382,18.1426,13.9740666667,7.78666666667,8.4884,8.35936666667,24.4418666667,8.96640000001
568.41,8.07533333333,20.9442,18.1656,13.976,7.7838,8.48766666667,8.34860000001,24.4525333333,8.98553333333
568.75,8.11666666667,21.0176,18.2250666667,14.0266,7.82633333333,8.52273333333,8.39943333334,24.5278,9.0312
569.09,8.14993333333,21.0631333333,18.2746,14.0611333333,7.85813333333,8.56113333333,8.43003333334,24.5644,9.06473333333
569.43,8.1388,21.0662,18.2673333333,14.0660666667,7.83533333333,8.56233333333,8.42606666667,24.57,9.06246666666
569.77,8.1476,21.0763333333,18.2998666667,14.0784,7.84606666667,8.5714,8.43116666667,24.6046,9.08633333333
570.11,8.1568,21.0934,18.3138,14.1002,7.8522,8.59013333333,8.44593333333,24.6293333333,9.1004
570.45,8.18133333333,21.1150666667,18.3577333333,14.1375333333,7.87213333333,8.6254,8.471,24.6718,9.13153333333
570.79,8.2072,21.1488,18.374,14.149,7.89873333333,8.64086666667,8.49443333333,24.6952,9.159
571.13,8.2076,21.1880666667,18.4099333333,14.1717333333,7.89073333333,8.65313333333,8.50453333333,24.7411333333,9.17080000001
571.47,8.18966666667,21.1784,18.4073333333,14.1538,7.876,8.6316,8.50846666666,24.7368,9.18780000001
571.81,8.22466666667,21.225,18.4488,14.194,7.90493333333,8.66806666667,8.54856666667,24.7738,9.22459999999
572.15,8.24893333333,21.2934666667,18.5054,14.2436,7.93493333333,8.69686666667,8.58833333334,24.8194666667,9.24913333333
572.49,8.24106666667,21.2748,18.4670666667,14.2202666667,7.91493333334,8.69306666667,8.55979999999,24.7785333333,9.22293333333
572.83,8.22946666667,21.283,18.473,14.2122666667,7.903,8.6808,8.55333333333,24.7817333333,9.20786666667
573.17,8.2664,21.3395333333,18.5262,14.2559333333,7.95493333333,8.7036,8.57300000001,24.8451333333,9.23519999999
573.51,8.2866,21.3828,18.5626,14.286,7.9716,8.71326666667,8.59973333334,24.8901333333,9.24193333333
573.85,8.32773333333,21.4499333334,18.6316,14.3305333333,8.00666666667,8.7386,8.63663333334,24.9485333333,9.2782
574.19,8.3426,21.4978666667,18.6686666667,14.3397333333,8.01466666667,8.7442,8.66306666667,24.9742,9.2846
574.53,8.3528,21.5184,18.6908,14.3646666667,8.01273333333,8.75446666667,8.66573333333,25.0162666667,9.28759999999
574.87,8.36673333333,21.5204666667,18.7000666667,14.3515333333,8.01226666667,8.7518,8.66749999999,25.0066666666,9.2812
575.21,8.38046666667,21.545,18.7186666667,14.3710666667,8.03433333333,8.78393333333,8.67850000001,25.0362666667,9.28613333334
575.55,8.41826666667,21.5927333333,18.7700666667,14.4140666667,8.06926666667,8.82113333333,8.69956666666,25.0970666667,9.31586666667
575.89,8.42113333333,21.5804666667,18.7575333333,14.4060666667,8.0736,8.8244,8.70273333333,25.0896666666,9.30893333333
576.22,8.45026666667,21.6120666667,18.8359333333,14.4562666667,8.10253333333,8.84173333333,8.74233333333,25.1523333333,9.34606666667
576.56,8.49473333333,21.6678666667,18.8975333333,14.5024666667,8.14253333333,8.87573333333,8.7679,25.2307333333,9.39286666667
576.90,8.48826666667,21.6914666667,18.9137333333,14.5045333333,8.12386666667,8.871,8.77303333333,25.2584666667,9.38340000001
577.24,8.495,21.7100666667,18.9380666667,14.4986666666,8.12846666667,8.87373333333,8.77050000001,25.2700666666,9.39566666666
577.58,8.48493333333,21.7047333333,18.9440666667,14.5122666667,8.13426666667,8.8796,8.76506666667,25.2688,9.39580000001
577.92,8.47793333333,21.6964666667,18.9371333334,14.5221333333,8.1398,8.88233333333,8.75123333333,25.2788666667,9.39279999999
578.26,8.47606666667,21.7089333333,18.9666666667,14.5298,8.15606666667,8.88946666667,8.7597,25.2885333333,9.38566666667
578.60,8.4888,21.759,19.0058,14.5746666667,8.18766666667,8.92946666667,8.76853333333,25.3610666667,9.41366666667
578.94,8.49953333333,21.7797333333,19.0343333333,14.5922,8.18,8.9314,8.77693333334,25.3737333333,9.41860000001
579.28,8.49433333334,21.8040666667,19.0701333333,14.6178,8.16366666667,8.92806666667,8.77400000001,25.3776,9.40166666666
579.61,8.47253333333,21.7984666667,19.0806,14.6217333333,8.13233333333,8.9104,8.74933333334,25.3776,9.39233333333
579.95,8.43986666667,21.8092666667,19.0910666667,14.6062666667,8.12553333334,8.89466666667,8.72906666667,25.3744666667,9.3876
580.29,8.4288,21.8089333333,19.0730666667,14.6073333333,8.1076,8.8784,8.7341,25.3614666667,9.38146666666
580.63,8.42446666667,21.7843333333,19.0637333333,14.6033333333,8.1026,8.87006666667,8.72010000001,25.3528,9.3772
580.97,8.40506666667,21.8092,19.0626666667,14.6029333333,8.09406666667,8.8596,8.7133,25.3484,9.35413333334
581.31,8.4174,21.828,19.0807333333,14.6026,8.0938,8.8648,8.70663333334,25.3791333333,9.36573333334
581.65,8.40633333333,21.8951333333,19.1163333333,14.6262666667,8.0794,8.84913333333,8.68650000001,25.4157333333,9.38066666666
581.98,8.46046666667,21.9891333333,19.1716,14.6945333333,8.1258,8.90386666666,8.74516666666,25.4798666667,9.456
582.32,8.45373333333,22.0002666667,19.1846,14.7086666667,8.13046666667,8.8822,8.75606666667,25.4853333333,9.45246666665
582.66,8.47086666667,22.0268666667,19.2146666667,14.7304666667,8.1484,8.87726666667,8.75316666667,25.4996666667,9.45526666665
583.00,8.46086666667,22.0156666667,19.2077333333,14.6962666667,8.15533333333,8.85773333333,8.74423333334,25.5062666667,9.45873333333
583.34,8.48666666667,22.0834666667,19.2547333333,14.7269333333,8.1986,8.88666666667,8.78286666667,25.5650666667,9.46439999999
583.68,8.50113333333,22.0844,19.2320666667,14.7305333333,8.17233333333,8.88813333333,8.79560000001,25.5792,9.46746666667
584.01,8.4614,22.0690666667,19.2379333333,14.7250666666,8.1434,8.8698,8.75650000001,25.5598,9.43233333332
584.35,8.47533333333,22.1122666667,19.2818666667,14.7408,8.15146666667,8.87826666667,8.76003333333,25.5884,9.44539999999
584.69,8.5604,22.1739333333,19.3722666667,14.8154,8.22786666667,8.95786666667,8.84326666666,25.6694666667,9.53906666667
585.03,8.5334,22.163,19.3703333333,14.8116666667,8.22493333333,8.94813333333,8.83303333334,25.6414666667,9.52600000001
585.37,8.5516,22.1493333333,19.3909333333,14.8254,8.22513333333,8.9542,8.84393333333,25.6709333333,9.5046
585.70,8.50653333333,22.0958,19.3594,14.8029333333,8.19606666667,8.90753333334,8.79919999999,25.6382,9.47259999999
586.04,8.54286666667,22.1306,19.3886,14.8368666667,8.2118,8.94186666667,8.83126666667,25.6788,9.5058
586.38,8.54446666667,22.1755333333,19.4279333333,14.8674666667,8.2528,8.99186666667,8.8524,25.7147333333,9.54386666666
586.72,8.53553333333,22.1902,19.4517333333,14.9109333333,8.2492,9.01273333333,8.85710000001,25.7258666667,9.54679999999
587.06,8.49653333333,22.1330666667,19.4336,14.8718,8.21146666667,8.97386666667,8.81019999999,25.6738666667,9.52213333333
587.39,8.50653333333,22.1532666667,19.4935333334,14.8956666667,8.23726666667,9.00166666667,8.81953333333,25.6645333333,9.5332
587.73,8.57706666667,22.2196,19.5497333333,14.9447333333,8.29,9.0804,8.86836666667,25.7222,9.59013333334
588.07,8.58333333333,22.2328666667,19.5798,14.9776,8.295,9.09366666667,8.88413333334,25.7504666667,9.61886666668
588.41,8.55866666667,22.2162666667,19.5624666667,14.9492666667,8.26413333333,9.073,8.83690000001,25.7498666667,9.58213333334
588.74,8.61033333333,22.2934666667,19.6251333333,14.9858666667,8.28813333334,9.11546666667,8.88563333333,25.8304,9.6056
589.08,8.62553333333,22.3448,19.6880666667,15.0012,8.31586666667,9.13593333333,8.90593333333,25.8374666667,9.64033333334
589.42,8.66646666667,22.3738666667,19.7297333333,15.0296666666,8.34126666667,9.1716,8.92543333333,25.8650666667,9.64746666665
589.76,8.65839999999,22.3748,19.7446,15.0312666667,8.34753333333,9.1494,8.90666666667,25.8411333333,9.64786666668
590.09,8.70820000001,22.3932,19.7848666667,15.0477333333,8.36266666667,9.1668,8.9394,25.8782,9.67899999999
590.43,8.72626666667,22.4164,19.8072,15.0532666666,8.3766,9.16806666667,8.95486666666,25.9069333333,9.68660000001
590.77,8.78386666667,22.5134666667,19.8902,15.1354666667,8.41373333333,9.21846666667,8.9989,25.9904,9.72906666668
591.11,8.82799999999,22.5470666667,19.9201333333,15.1716666667,8.44673333333,9.23693333333,9.04066666667,26.0535333333,9.75599999998
591.44,8.84913333334,22.5730666667,19.9516666667,15.2028,8.45866666667,9.24073333333,9.05486666667,26.1022666667,9.77073333335
591.78,8.84193333333,22.5863333333,19.9579333333,15.2206,8.46106666667,9.2538,9.06066666667,26.0871333333,9.75993333333
592.12,8.8744,22.6300666667,19.9804666667,15.2788666667,8.49213333333,9.2652,9.08789999999,26.1026666667,9.7654
592.46,8.89273333333,22.6268,19.9975333333,15.3283333333,8.5214,9.2856,9.1189,26.1261333333,9.78233333333
592.79,8.92239999999,22.6730666667,20.0324,15.3537333333,8.55,9.32673333333,9.15293333334,26.1571333333,9.81386666667
593.13,8.90533333334,22.6827333334,20.0451333333,15.3475333333,8.5506,9.31353333333,9.14863333333,26.1772666666,9.8122
593.47,8.91266666667,22.7183333333,20.0832666667,15.3784,8.5598,9.3514,9.16643333332,26.2128666667,9.81693333333
593.80,8.96553333334,22.7965333333,20.1498,15.4602666667,8.6074,9.41126666667,9.21679999999,26.287,9.86613333333
594.14,8.94646666667,22.786,20.1158,15.4401333333,8.58086666667,9.41193333333,9.20206666666,26.2308,9.84486666667
594.48,8.96006666667,22.8034666666,20.1221333333,15.456,8.615,9.43173333333,9.2077,26.2565333333,9.86420000001
594.81,8.92726666666,22.8526666667,20.1350666667,15.4712,8.61346666667,9.42666666667,9.18743333333,26.284,9.83906666668
595.15,8.86753333333,22.8632,20.1169333333,15.4326666667,8.58773333333,9.38206666667,9.1671,26.2374666667,9.78899999999
595.49,8.94253333333,22.9445333333,20.1717333333,15.4942,8.65713333333,9.4674,9.22739999999,26.3078,9.85453333335
595.82,8.95226666667,22.9572,20.2074666667,15.5024,8.65413333333,9.47493333333,9.22113333333,26.3270666667,9.87893333335
596.16,8.91213333334,22.9398,20.17,15.4516666667,8.6098,9.44526666667,9.18159999999,26.2726,9.85093333335
596.50,8.90993333334,22.9297333333,20.1469333333,15.474,8.5982,9.43839999999,9.17836666667,26.2675333333,9.83206666667
596.83,8.91980000001,22.9382666667,20.1504,15.4900666667,8.5916,9.46306666667,9.19019999999,26.2598,9.83673333333
597.17,8.95213333333,22.9711333333,20.2001333333,15.5252666667,8.63193333333,9.49720000001,9.23073333334,26.3018666667,9.87366666669
597.51,8.91393333333,22.9479333333,20.1891333333,15.5036,8.59626666667,9.45773333333,9.19306666666,26.2821333334,9.84653333334
597.84,8.95893333333,22.9935333333,20.235,15.5384,8.63066666667,9.47826666667,9.23056666666,26.3634,9.89366666667
598.18,8.96180000001,23.0205333333,20.2572,15.571,8.6634,9.51600000001,9.26673333333,26.3760666667,9.91740000002
598.52,9.01093333333,23.069,20.3109333333,15.6062,8.69786666667,9.56200000001,9.31326666667,26.4147333333,9.96059999999
598.85,9.05606666667,23.0815333333,20.3648666667,15.6354666667,8.7374,9.60846666666,9.35206666667,26.4704,10.0024
599.19,9.04766666666,23.0784666667,20.3745333333,15.6170666666,8.73126666667,9.58300000001,9.36403333334,26.4741333333,10.0022666667
599.53,9.06153333333,23.1314,20.4008666667,15.6558,8.74826666667,9.61286666667,9.39983333334,26.4850666667,9.99933333333
599.86,9.12426666667,23.2254666667,20.5002666667,15.7228,8.79306666667,9.64959999999,9.43620000001,26.573,10.0278
600.20,9.11073333334,23.2373333333,20.4984,15.7131333333,8.7756,9.64273333333,9.42243333332,26.5853333333,10.0389333333
600.53,9.12673333334,23.3087333333,20.5736,15.7532666667,8.81326666667,9.65993333333,9.44226666667,26.6196666667,10.0642
600.87,9.05693333334,23.2632666667,20.5049333333,15.6904,8.7084,9.57786666666,9.35399999999,26.5546666666,9.99279999999
601.21,8.99553333333,23.2427333333,20.4674666667,15.6350666667,8.67273333333,9.54306666666,9.30443333333,26.5044666667,9.94573333332
601.54,8.9344,23.1764,20.4256,15.5764,8.62573333333,9.48026666667,9.22209999999,26.4024666667,9.88546666666
