wavelength,Back_NepOnem,Belly_NepOnem,Breast_NepOnem,Crissum_NepOnem,Crown_NepOnem,DorTail_NepOnem,Rump_NepOnem,Throat_NepOnem,WingTip_NepOnem
355.47,3.94986666667,7.77433333333,5.93733333333,5.36573333333,3.6158,5.37506666666,4.4219,9.2102,5.78813333333
355.83,4.05873333333,7.8672,6.02246666667,5.4208,3.7012,5.48046666667,4.47376666667,9.2926,5.87413333333
356.20,4.15826666667,7.97133333333,6.14813333333,5.51193333333,3.78853333333,5.64486666667,4.58136666666,9.3974,5.99766666667
356.56,4.13713333333,7.99366666667,6.19246666667,5.53693333333,3.77733333333,5.6712,4.5937,9.45766666665,6.0186
356.93,4.10933333333,7.9654,6.17886666667,5.5352,3.76106666667,5.67806666667,4.5629,9.4648,6.0498
357.29,4.08546666667,7.9946,6.17373333333,5.53093333333,3.75546666667,5.6598,4.51563333333,9.48586666667,6.05493333333
357.66,4.16166666667,8.0574,6.19,5.52873333333,3.80073333333,5.70766666667,4.57596666667,9.54286666667,6.08726666667
358.02,4.09726666667,7.99,6.096,5.45766666667,3.71886666667,5.65726666667,4.49363333333,9.48673333334,5.96206666667
358.38,4.1032,8.01386666667,6.11906666667,5.5046,3.74573333333,5.63873333333,4.5116,9.50666666667,5.93553333333
358.75,4.0418,7.9944,6.0444,5.4432,3.6964,5.55946666667,4.49776666667,9.42553333334,5.88473333333
359.11,3.9474,7.9864,5.97026666667,5.37226666667,3.623,5.48406666667,4.40083333333,9.39846666667,5.81273333333
359.48,4.03566666667,8.07826666667,6.07153333333,5.45233333333,3.70186666667,5.5274,4.467,9.54600000001,5.87846666667
359.84,4.038,8.04186666667,6.06413333333,5.45753333333,3.7114,5.5088,4.47306666667,9.57340000001,5.86666666667
360.20,4.00486666667,8.00613333333,6.0436,5.4358,3.6754,5.4226,4.42976666667,9.56380000001,5.81653333333
360.57,4.03006666667,8.01213333333,6.0538,5.4322,3.7188,5.41706666667,4.4625,9.54993333335,5.84906666667
360.93,4.1274,8.142,6.19033333334,5.5144,3.801,5.49346666667,4.55833333333,9.65146666667,5.93793333333
361.29,4.14093333333,8.14046666666,6.21833333333,5.5124,3.81406666667,5.47813333333,4.537,9.65133333332,5.93493333333
361.66,4.17053333333,8.1824,6.26466666667,5.57053333333,3.846,5.5166,4.5824,9.69873333335,5.9728
362.02,4.24026666667,8.30746666667,6.399,5.67006666667,3.96093333333,5.57773333333,4.68593333333,9.80413333333,6.06746666666
362.39,4.24993333333,8.29846666667,6.39126666667,5.68393333333,3.966,5.56506666667,4.67293333333,9.81846666667,6.06533333333
362.75,4.30673333333,8.3754,6.48053333333,5.78746666667,4.03693333333,5.63373333333,4.7375,9.93553333333,6.1408
363.11,4.3304,8.39906666667,6.50766666667,5.78313333333,4.0532,5.6494,4.76313333333,9.95406666667,6.1722
363.48,4.367,8.4292,6.52373333333,5.7942,4.08786666666,5.70413333333,4.79576666667,9.97426666668,6.2088
363.84,4.33986666667,8.45486666667,6.5064,5.79633333333,4.06653333333,5.71366666667,4.78786666667,9.96773333334,6.185
364.20,4.38426666667,8.5348,6.57313333333,5.853,4.13326666667,5.77053333333,4.828,10.0398,6.21526666667
364.57,4.40973333333,8.5886,6.60453333334,5.87906666667,4.16566666667,5.78346666667,4.8336,10.1006666667,6.23606666667
364.93,4.39866666667,8.5414,6.54273333333,5.8284,4.1258,5.7478,4.7691,10.0896,6.1786
365.29,4.4902,8.63146666667,6.5936,5.928,4.22873333333,5.84986666667,4.8867,10.2104666667,6.25813333333
365.66,4.57813333333,8.7728,6.69773333333,5.99886666667,4.33053333333,5.93346666667,4.9916,10.3249333333,6.36293333333
366.02,4.55246666667,8.71793333333,6.632,5.949,4.28346666667,5.87153333333,4.9005,10.2715333333,6.32693333333
366.38,4.5638,8.75553333334,6.65553333333,5.9596,4.301,5.9114,4.91226666667,10.3568666667,6.36666666667
366.75,4.55113333333,8.73466666667,6.61733333333,5.933,4.24453333333,5.878,4.87583333333,10.3303333333,6.32766666667
367.11,4.63133333333,8.76406666667,6.697,6.02446666667,4.3102,5.91753333333,4.92153333333,10.3639333333,6.39513333333
367.47,4.61726666667,8.76453333333,6.71066666667,6.041,4.27586666667,5.90773333333,4.9039,10.3768,6.41226666667
367.84,4.63993333333,8.78653333334,6.7198,6.03006666667,4.26893333333,5.87373333333,4.8871,10.3663333333,6.3828
368.20,4.56846666667,8.72566666667,6.64466666667,5.98433333333,4.18866666666,5.81406666667,4.8309,10.3312,6.33106666666
368.56,4.6322,8.8074,6.73653333333,6.0568,4.20026666667,5.89286666667,4.84883333333,10.3904666667,6.34493333333
368.93,4.63166666666,8.84473333334,6.7938,6.12213333333,4.22413333333,5.92346666667,4.88753333334,10.415,6.35886666667
369.29,4.56446666667,8.78646666667,6.78086666667,6.04906666666,4.15266666667,5.85866666667,4.83163333333,10.3768,6.28986666667
369.65,4.449,8.61540000001,6.66946666667,5.98293333333,4.0106,5.71253333333,4.68846666667,10.3111333333,6.14773333333
370.01,4.35966666667,8.5596,6.61286666667,5.93746666667,3.943,5.67633333334,4.63646666667,10.2852666667,6.06793333333
370.38,4.35553333333,8.53593333333,6.60126666667,5.89233333333,3.95266666667,5.64146666667,4.62636666667,10.2630666667,6.02473333333
370.74,4.39793333333,8.58293333333,6.64573333333,5.90706666667,4.01353333333,5.67453333333,4.68346666667,10.3219333333,6.065
371.10,4.34953333333,8.56346666667,6.59553333333,5.82066666667,3.98186666667,5.63833333333,4.64406666667,10.3468666667,6.0204
371.46,4.322,8.57726666667,6.58726666667,5.8008,3.98893333333,5.5878,4.65783333334,10.3466666667,5.9806
371.83,4.2934,8.53733333333,6.5966,5.79493333333,3.9716,5.56553333333,4.65046666667,10.358,5.98706666666
372.19,4.3488,8.58753333333,6.65286666667,5.82466666667,4.017,5.6136,4.68716666667,10.3888666667,6.03806666667
372.55,4.28153333333,8.54053333333,6.5678,5.7624,3.9836,5.5394,4.65126666667,10.3668666667,6.0174
372.92,4.28693333333,8.55993333333,6.59853333333,5.7736,4.01066666667,5.51206666667,4.67963333333,10.4218,6.04806666667
373.28,4.30166666667,8.58206666667,6.6134,5.8182,4.03526666667,5.50046666667,4.6992,10.4797333333,6.083
373.64,4.2832,8.61233333333,6.62813333333,5.8104,4.0688,5.51513333333,4.72543333333,10.4822,6.10713333333
374.00,4.35153333333,8.66566666667,6.69546666667,5.87493333333,4.13626666667,5.53693333333,4.77306666667,10.5552666667,6.1742
374.37,4.33986666667,8.6824,6.70173333333,5.90233333333,4.12893333333,5.53793333333,4.76176666667,10.5406,6.17113333333
374.73,4.3722,8.7472,6.758,5.97573333333,4.1578,5.56726666667,4.7877,10.5891333333,6.19413333333
375.09,4.37593333333,8.78353333334,6.78606666667,6.03053333334,4.1582,5.57133333333,4.7938,10.5860666667,6.18793333333
375.45,4.37333333333,8.80253333332,6.78306666667,6.03606666667,4.1362,5.5828,4.75693333334,10.5805333333,6.17326666667
375.81,4.44353333333,8.88959999999,6.85813333333,6.10833333333,4.21293333333,5.6498,4.83073333333,10.6523333333,6.24066666667
376.18,4.3654,8.84873333335,6.79006666667,6.04253333333,4.1604,5.5732,4.7886,10.6178666667,6.17306666667
376.54,4.31026666667,8.79220000001,6.746,5.99073333333,4.10506666667,5.52766666666,4.74186666667,10.5649333333,6.1008
376.90,4.26166666667,8.74999999999,6.66946666667,5.92306666667,4.0462,5.48813333333,4.6555,10.5041333333,6.0266
377.26,4.2388,8.74126666667,6.65093333333,5.897,4.031,5.51026666666,4.59416666667,10.4602,5.99286666667
377.63,4.21186666667,8.71293333333,6.60493333333,5.84666666667,3.9732,5.4624,4.53226666667,10.4199333333,5.9494
377.99,4.16433333333,8.68346666667,6.55093333333,5.78153333333,3.9048,5.4252,4.50173333333,10.401,5.91033333333
378.35,4.10413333333,8.6596,6.5132,5.74533333333,3.84753333333,5.3604,4.43236666667,10.377,5.8632
378.71,4.00453333334,8.55033333333,6.39193333333,5.63486666667,3.77386666667,5.27526666666,4.31406666667,10.2716,5.7492
379.07,4.0262,8.56646666667,6.40293333333,5.65006666667,3.78733333333,5.28366666667,4.32873333333,10.3384,5.75786666667
379.44,3.98026666667,8.51093333333,6.3668,5.63073333333,3.77806666667,5.23853333333,4.2875,10.3577333333,5.72653333333
379.80,3.90366666667,8.48566666667,6.31086666667,5.59853333333,3.73326666667,5.18073333334,4.22153333334,10.3509333333,5.65893333333
380.16,3.93033333333,8.50973333333,6.33653333333,5.6288,3.75766666667,5.1906,4.2361,10.3614666667,5.68226666667
380.52,4.0248,8.62646666667,6.43826666667,5.74546666667,3.8568,5.27086666667,4.3331,10.4887333333,5.77766666666
380.88,4.07086666667,8.67539999999,6.50913333333,5.8054,3.9032,5.32266666667,4.3849,10.5572,5.80713333333
381.24,4.10493333333,8.68813333333,6.51906666667,5.81646666667,3.9,5.29,4.41526666667,10.561,5.80946666667
381.61,4.1638,8.76853333334,6.6032,5.89786666666,3.9676,5.35093333333,4.4918,10.6762666667,5.87386666667
381.97,4.17086666667,8.76726666667,6.6312,5.93553333333,3.9676,5.33893333333,4.50243333333,10.6787333333,5.86093333334
382.33,4.2198,8.78973333332,6.69106666667,5.9724,4.008,5.39573333333,4.5658,10.736,5.89566666667
382.69,4.28986666667,8.85513333335,6.78126666667,6.0388,4.0434,5.46126666667,4.6409,10.8310666667,5.97513333333
383.05,4.2956,8.87206666668,6.81073333333,6.05046666667,4.04806666667,5.47553333333,4.65756666667,10.8465333333,5.98493333333
383.41,4.3162,8.88993333334,6.8392,6.0806,4.06326666667,5.48906666667,4.68113333334,10.8466666667,5.99066666667
383.77,4.337,8.88520000001,6.85426666667,6.07406666667,4.08146666667,5.50233333333,4.6846,10.8620666667,6.0132
384.14,4.3438,8.90746666666,6.88226666667,6.10073333333,4.08713333333,5.52166666667,4.70226666667,10.9206,6.01353333333
384.50,4.2678,8.83493333333,6.80566666667,6.025,4.0094,5.4428,4.63326666667,10.8708666667,5.9386
384.86,4.25493333333,8.84046666667,6.81206666667,6.015,3.9994,5.42026666667,4.6412,10.8912666667,5.94446666667
385.22,4.25166666667,8.8796,6.84093333333,6.0374,4.04533333333,5.45653333333,4.66,10.9601333333,5.971
385.58,4.2392,8.87300000001,6.81813333333,6.00346666667,4.0218,5.43406666666,4.6397,10.9525333334,5.94486666667
385.94,4.28473333333,8.91973333334,6.83046666667,6.00726666667,4.0548,5.47633333333,4.67516666667,10.9975333333,5.97826666667
386.30,4.33693333333,8.98953333333,6.8694,6.0462,4.1004,5.504,4.7278,11.0574,6.03753333333
386.66,4.32306666667,8.99746666667,6.85093333333,6.02866666667,4.0994,5.4662,4.72433333333,11.0560666667,6.0264
387.03,4.32053333333,8.9932,6.84766666667,6.0166,4.0938,5.4444,4.72143333333,11.0666666667,6.0272
387.39,4.3296,9.01539999999,6.86926666667,6.01753333333,4.09226666667,5.45793333333,4.73886666667,11.0716,6.0394
387.75,4.30986666667,9.03086666666,6.8644,6.00053333333,4.07046666667,5.42526666667,4.72133333333,11.0748666667,6.0352
388.11,4.292,9.02106666668,6.84846666667,5.9758,4.0474,5.3876,4.6822,11.0477333333,6.0094
388.47,4.3082,9.0478,6.8748,5.98666666667,4.062,5.4152,4.70393333333,11.0831333333,6.02626666667
388.83,4.26553333333,9.00873333334,6.80086666667,5.94406666667,4.002,5.3656,4.6406,11.0388,5.97366666667
389.19,4.2466,8.98753333333,6.7892,5.9228,3.95866666667,5.32453333333,4.61043333333,11.0196,5.9414
389.55,4.24806666667,8.99946666666,6.80426666667,5.9516,3.96226666667,5.32246666667,4.6343,11.0236666667,5.95786666667
389.91,4.2626,9.02106666667,6.824,5.98966666667,3.9666,5.33406666667,4.62033333333,11.0469333333,5.9556
390.27,4.17066666667,8.93820000001,6.74393333333,5.9234,3.87166666667,5.2562,4.52663333333,10.9584,5.86866666667
390.63,4.1458,8.94193333334,6.75973333333,5.94133333333,3.85733333333,5.27626666667,4.51203333333,10.9682666667,5.86373333333
391.00,4.1172,8.9426,6.74266666667,5.92806666667,3.82046666667,5.2622,4.4756,10.9576666667,5.83173333333
391.36,4.12306666667,8.94493333334,6.76146666667,5.93326666667,3.8306,5.24986666667,4.47006666667,10.9954666667,5.83653333333
391.72,4.15573333333,8.97046666667,6.78993333333,5.97866666667,3.85053333333,5.2908,4.49576666667,11.0510666667,5.8516
392.08,4.17333333333,8.9954,6.81093333333,5.99913333333,3.87646666666,5.32713333333,4.51823333333,11.086,5.89206666667
392.44,4.1696,9.01106666665,6.838,6.02393333333,3.89293333333,5.32506666667,4.51766666667,11.1079333333,5.90726666667
392.80,4.24093333333,9.08499999999,6.91886666667,6.10393333333,3.98753333333,5.38993333333,4.59493333333,11.1890666666,5.98233333333
393.16,4.2592,9.11426666668,6.93026666667,6.112,4.0038,5.4114,4.61246666667,11.2282,6.01166666667
393.52,4.27406666667,9.14300000001,6.95486666667,6.12213333333,4.0232,5.44553333333,4.60033333333,11.2528,6.00766666667
393.88,4.2134,9.10180000001,6.93713333333,6.0716,3.99146666667,5.3996,4.57653333333,11.2214,5.9696
394.24,4.222,9.12413333333,6.95366666667,6.07413333333,4.0064,5.4104,4.58356666667,11.254,5.97646666667
394.60,4.22426666667,9.11473333333,6.94593333333,6.06993333333,4.00913333333,5.40433333333,4.5897,11.2715333333,5.9716
394.96,4.2312,9.10526666666,6.96093333333,6.07946666667,4.02126666666,5.39773333333,4.60236666667,11.2714666667,5.987
395.32,4.17246666667,9.06426666666,6.90646666667,6.03153333333,3.97766666667,5.34146666667,4.5452,11.2368666667,5.91586666667
395.68,4.21473333333,9.10686666667,6.9656,6.0594,4.0272,5.35646666667,4.59836666667,11.2649333334,5.95133333333
396.04,4.2538,9.15893333334,7.02146666666,6.1028,4.06326666667,5.3718,4.64856666667,11.3283333333,5.97693333333
396.40,4.21393333333,9.09446666666,6.965,6.05233333333,4.01906666667,5.33006666667,4.59826666667,11.2946666667,5.92793333333
396.76,4.15133333333,9.03406666668,6.90926666667,5.9834,3.93806666667,5.28326666667,4.5424,11.2518666667,5.86353333333
397.12,4.179,9.04186666666,6.949,6.0132,3.964,5.30426666667,4.57376666667,11.2839333333,5.87706666667
397.48,4.1332,8.98586666666,6.90426666667,5.9706,3.92866666667,5.2378,4.55,11.2698666667,5.83466666667
397.84,4.16026666666,9.02713333333,6.9154,6.00353333333,3.9638,5.2692,4.58056666667,11.3029333333,5.8742
398.20,4.22113333333,9.0758,6.98233333333,6.07053333333,4.0246,5.31973333333,4.651,11.3784666667,5.9298
398.56,4.2574,9.0984,6.9974,6.08433333333,4.0546,5.3172,4.66503333333,11.4014666667,5.94773333333
398.92,4.2906,9.14413333333,7.01633333333,6.10233333333,4.10046666667,5.3684,4.6998,11.4664,5.9666
399.28,4.34586666666,9.19853333333,7.0544,6.1504,4.133,5.42546666667,4.7556,11.4942,6.0366
399.64,4.31293333333,9.14913333333,6.99926666667,6.11133333333,4.0944,5.38613333333,4.69166666667,11.4722,5.99426666667
400.00,4.286,9.11533333333,6.96566666667,6.0934,4.06433333333,5.35993333333,4.64566666667,11.4386666667,5.95513333333
400.36,4.35066666667,9.1972,7.0354,6.16506666667,4.1126,5.3994,4.6955,11.4983333333,5.99893333333
400.72,4.401,9.26106666666,7.09993333333,6.22613333333,4.1642,5.43693333334,4.73273333333,11.5618666667,6.05653333333
401.08,4.39526666666,9.27619999999,7.1128,6.23933333333,4.1504,5.43146666667,4.7173,11.5718,6.05413333333
401.44,4.4104,9.30666666667,7.15013333333,6.26573333333,4.1654,5.4766,4.7193,11.6029333333,6.08866666667
401.80,4.39473333333,9.28146666667,7.13313333333,6.26226666667,4.12813333334,5.45153333333,4.69103333333,11.6145333333,6.05293333333
402.16,4.35786666667,9.2818,7.111,6.2272,4.0972,5.43486666667,4.64856666667,11.6254666667,6.02673333333
402.52,4.3332,9.28526666665,7.1172,6.21133333333,4.07466666667,5.4218,4.62296666667,11.6332,6.01
402.88,4.318,9.28773333333,7.13426666666,6.2246,4.06953333333,5.40626666667,4.60956666667,11.6438,6.00346666667
403.24,4.30213333333,9.3076,7.16,6.2374,4.0898,5.41973333333,4.6378,11.6996666667,6.00433333333
403.60,4.30906666667,9.33986666667,7.1982,6.24733333333,4.1044,5.45126666667,4.6639,11.7442,6.0072
403.95,4.3482,9.38166666667,7.2554,6.28306666667,4.15606666667,5.49406666667,4.70606666667,11.8024666667,6.05006666667
404.31,4.3614,9.39286666665,7.27006666667,6.29886666667,4.1802,5.52153333333,4.7273,11.827,6.0776
404.67,4.36506666667,9.39126666665,7.281,6.29886666667,4.18233333333,5.52386666666,4.718,11.8245333333,6.0626
405.03,4.35006666667,9.39200000001,7.27033333333,6.29193333333,4.19506666667,5.5118,4.71343333333,11.8270666667,6.04686666667
405.39,4.37486666666,9.39173333335,7.28146666667,6.31386666667,4.20293333333,5.51466666667,4.7243,11.8384,6.0614
405.75,4.4268,9.4634,7.35806666667,6.36686666666,4.27986666667,5.571,4.7799,11.9242,6.12986666667
406.11,4.4398,9.46853333333,7.38993333333,6.4002,4.3078,5.57733333333,4.8042,11.9416666666,6.147
406.47,4.48226666667,9.51119999999,7.43066666667,6.43733333333,4.364,5.61673333333,4.84066666667,11.9888666666,6.16626666667
406.83,4.47693333333,9.49946666668,7.42013333333,6.43533333333,4.34573333333,5.60886666667,4.8295,11.9636,6.16266666667
407.19,4.51826666667,9.52713333333,7.45273333333,6.44586666667,4.37346666667,5.62453333333,4.83586666667,12.0098666666,6.1864
407.55,4.5002,9.50846666665,7.4338,6.43026666667,4.3528,5.59873333333,4.81043333333,11.9836,6.17153333333
407.90,4.46266666667,9.49899999999,7.40526666667,6.4046,4.32106666667,5.57866666666,4.7986,11.9864666667,6.14206666667
408.26,4.44433333333,9.50739999999,7.42113333333,6.3904,4.31846666667,5.57706666667,4.79616666667,11.9904666667,6.12186666667
408.62,4.42413333333,9.50573333334,7.398,6.3964,4.3038,5.55526666667,4.8023,11.9924,6.11766666667
408.98,4.4272,9.52526666668,7.4132,6.40913333333,4.3082,5.55546666667,4.81693333333,12.0091333333,6.1258
409.34,4.40993333333,9.56086666667,7.43333333334,6.40806666667,4.31553333333,5.54993333333,4.81766666666,12.0372,6.107
409.70,4.3874,9.54259999999,7.41333333333,6.38153333333,4.28306666667,5.5114,4.77256666667,11.9918666667,6.07406666667
410.06,4.40026666667,9.56773333332,7.401,6.378,4.29346666667,5.49846666667,4.76206666667,11.9998,6.06546666666
410.42,4.37706666667,9.56653333333,7.40526666667,6.3902,4.27526666667,5.48906666667,4.76803333333,12.0078666667,6.07193333334
410.77,4.39513333333,9.59853333335,7.44773333333,6.41133333333,4.30886666667,5.5102,4.8067,12.0554,6.09946666667
411.13,4.38546666666,9.60246666666,7.44213333333,6.41313333333,4.29613333333,5.49893333333,4.79283333333,12.0441333334,6.09306666667
411.49,4.4002,9.62459999999,7.4558,6.4526,4.3132,5.51033333333,4.81306666667,12.0834,6.1092
411.85,4.43286666667,9.66619999999,7.48986666667,6.48953333333,4.34633333333,5.52926666667,4.81856666667,12.1058,6.1166
412.21,4.47433333333,9.69806666666,7.53433333333,6.54526666667,4.37353333333,5.54593333333,4.8433,12.1499333333,6.1654
412.57,4.49753333333,9.72713333333,7.58466666667,6.56306666666,4.39893333333,5.5642,4.87043333333,12.209,6.1754
412.92,4.5276,9.74213333333,7.62486666667,6.58380000001,4.41453333333,5.60246666667,4.8949,12.2644666667,6.2028
413.28,4.5504,9.75413333333,7.63566666667,6.59866666667,4.43666666667,5.60793333333,4.91403333334,12.2860666667,6.21806666667
413.64,4.55273333334,9.7688,7.65946666667,6.60973333333,4.46706666667,5.61993333333,4.93113333333,12.3479333333,6.22613333333
414.00,4.58173333333,9.79793333334,7.7118,6.63806666667,4.47833333333,5.65106666667,4.96733333333,12.4105333333,6.2562
414.36,4.57966666667,9.7794,7.69893333333,6.64053333333,4.46146666667,5.639,4.9555,12.4239333333,6.23993333333
414.72,4.6062,9.82353333334,7.72053333333,6.65846666666,4.4872,5.65873333333,4.98156666667,12.4852666666,6.24066666667
415.07,4.59006666667,9.81093333334,7.70686666667,6.65333333334,4.47213333333,5.64406666667,4.96686666667,12.4590666667,6.21673333333
415.43,4.57393333333,9.80980000001,7.7158,6.62560000001,4.45153333333,5.6252,4.96243333333,12.4532,6.20873333333
415.79,4.55906666667,9.76566666667,7.6806,6.58859999999,4.40753333333,5.59373333333,4.9347,12.4428666667,6.1768
416.15,4.53313333333,9.74826666668,7.63566666667,6.55546666666,4.38253333333,5.56626666667,4.91556666667,12.4338666667,6.14646666667
416.51,4.48866666667,9.73099999999,7.5904,6.50659999999,4.34006666667,5.53313333333,4.8634,12.3995333333,6.12546666667
416.86,4.4568,9.71526666666,7.55553333333,6.49146666666,4.3068,5.49486666667,4.82736666667,12.3728666667,6.09933333333
417.22,4.4728,9.71966666668,7.5694,6.50686666666,4.31273333333,5.50146666667,4.84566666667,12.3800666667,6.11913333333
417.58,4.48846666667,9.72626666666,7.5812,6.52240000001,4.311,5.50766666667,4.863,12.3844666667,6.12826666667
417.94,4.46633333333,9.70013333334,7.57366666667,6.50319999999,4.29546666667,5.497,4.847,12.3691333333,6.1018
418.29,4.4708,9.71606666667,7.59446666667,6.50966666666,4.30653333333,5.51533333333,4.85493333333,12.3855333333,6.12006666667
418.65,4.44286666666,9.68179999999,7.57733333333,6.49353333334,4.2768,5.49033333333,4.8221,12.3602,6.10553333333
419.01,4.43473333333,9.66853333332,7.5682,6.49106666667,4.26746666667,5.48446666667,4.8139,12.3674,6.09893333333
419.37,4.44173333333,9.67246666668,7.56553333333,6.50519999999,4.2616,5.49793333333,4.8151,12.3713333333,6.10113333333
419.73,4.4564,9.68740000001,7.5956,6.52366666667,4.28653333333,5.51873333333,4.8346,12.3877333333,6.13206666667
420.08,4.44993333333,9.67859999999,7.60586666667,6.51413333333,4.27633333333,5.51753333333,4.82983333333,12.3851333333,6.1148
420.44,4.4682,9.67353333333,7.6242,6.52646666666,4.29026666667,5.52306666667,4.8404,12.3922666666,6.12046666667
420.80,4.47733333333,9.67606666666,7.63733333333,6.53333333333,4.30233333333,5.5264,4.85983333334,12.4004,6.13006666667
421.16,4.47106666667,9.67386666666,7.63473333333,6.52886666668,4.2984,5.533,4.8521,12.4134,6.1208
421.51,4.4568,9.65500000001,7.62466666667,6.50699999999,4.28793333333,5.51893333333,4.83083333333,12.4054666667,6.10713333333
421.87,4.4534,9.66133333333,7.61786666667,6.51380000001,4.291,5.5094,4.82056666667,12.4018666666,6.11066666667
422.23,4.46013333333,9.66186666668,7.61906666667,6.50799999999,4.29273333334,5.49886666667,4.82076666667,12.4036,6.10786666667
422.58,4.45893333334,9.66193333333,7.6206,6.50719999999,4.29886666667,5.49866666667,4.82163333333,12.3963333333,6.09873333333
422.94,4.46313333333,9.67,7.6322,6.5096,4.30986666667,5.504,4.83236666667,12.4112,6.10193333333
423.30,4.46106666667,9.68093333333,7.64813333333,6.51566666667,4.32686666667,5.50706666666,4.8363,12.4316666667,6.1126
423.66,4.43926666667,9.67226666667,7.64006666667,6.5,4.31346666667,5.47913333333,4.8264,12.421,6.096
424.01,4.45813333333,9.69686666667,7.65973333333,6.52713333333,4.3382,5.50046666667,4.84246666667,12.4488666667,6.11973333333
424.37,4.46113333333,9.7078,7.665,6.53326666666,4.35253333333,5.508,4.8488,12.4622,6.12626666667
424.73,4.4706,9.73393333333,7.68326666667,6.54919999999,4.3716,5.51833333333,4.84943333333,12.4865333333,6.1362
425.08,4.46166666667,9.73240000001,7.68733333333,6.5464,4.36786666666,5.50686666667,4.842,12.4939333333,6.12873333333
425.44,4.4474,9.74013333334,7.67626666667,6.5496,4.35353333333,5.49293333333,4.8321,12.4938666667,6.11393333333
425.80,4.43746666667,9.73166666667,7.66966666667,6.53546666667,4.33686666667,5.47766666667,4.8229,12.4979333333,6.0942
426.16,4.4166,9.71606666667,7.6584,6.52086666667,4.3222,5.465,4.80506666667,12.4973333333,6.0748
426.51,4.44493333333,9.74453333333,7.68446666667,6.54473333334,4.34886666667,5.485,4.83373333333,12.5435333333,6.1018
426.87,4.4622,9.76926666667,7.71493333334,6.56593333333,4.3634,5.4982,4.84873333333,12.5784,6.13346666666
427.23,4.463,9.77893333334,7.71833333333,6.57186666667,4.36526666667,5.49413333333,4.84886666667,12.5864666666,6.13546666667
427.58,4.49553333333,9.82486666667,7.74953333333,6.61473333334,4.39853333334,5.53406666667,4.8765,12.6505333333,6.16073333333
427.94,4.50326666667,9.85346666666,7.76653333333,6.63679999999,4.41593333333,5.54013333333,4.8872,12.6907333333,6.1704
428.30,4.50893333333,9.88,7.79326666666,6.66193333334,4.4254,5.5596,4.8969,12.7294,6.17606666667
428.65,4.4998,9.87820000001,7.78966666667,6.65040000001,4.40493333334,5.55646666667,4.89003333333,12.7555333333,6.15373333333
429.01,4.52193333333,9.91426666667,7.81,6.66560000001,4.41526666666,5.5642,4.9076,12.7936666667,6.17026666667
429.37,4.54253333333,9.9468,7.84926666667,6.68606666667,4.4404,5.5952,4.93476666667,12.8377333333,6.2006
429.72,4.58006666666,9.98813333333,7.902,6.72806666667,4.4848,5.63753333333,4.9763,12.8833333333,6.2466
430.08,4.62373333333,10.0552666667,7.96086666667,6.77759999999,4.5314,5.6708,5.015,12.9378666667,6.2864
430.44,4.60693333333,10.0604,7.9654,6.77479999999,4.5066,5.65133333333,4.98806666667,12.9468,6.2708
430.79,4.62093333333,10.1046666667,7.9836,6.80246666666,4.51913333333,5.661,4.99923333333,12.9764,6.27846666667
431.15,4.6572,10.1401333333,8.03286666666,6.82999999999,4.54826666667,5.68366666667,5.0272,13.0364666667,6.29633333333
431.50,4.63366666667,10.1381333333,8.03266666667,6.81606666667,4.5344,5.661,5.00503333333,13.0368666667,6.282
431.86,4.6222,10.1336666667,8.02253333333,6.79766666666,4.5132,5.63746666667,4.98093333333,13.0260666667,6.26566666667
432.22,4.6148,10.1456,8.0184,6.80299999999,4.5048,5.6268,4.97973333333,13.0395333333,6.2646
432.57,4.61273333333,10.1566666667,8.0314,6.81199999999,4.51366666667,5.62126666667,4.98083333333,13.0534,6.26933333333
432.93,4.61346666667,10.1722,8.053,6.83173333333,4.5356,5.6282,4.98693333333,13.0727333333,6.26666666667
433.29,4.6326,10.2076666667,8.08346666667,6.85373333334,4.5486,5.63926666667,5.00166666667,13.1080666667,6.26373333333
433.64,4.60953333333,10.2024666667,8.07266666667,6.83626666666,4.5276,5.61766666667,4.9797,13.1297333333,6.2394
434.00,4.59493333333,10.1969333333,8.05946666667,6.82846666667,4.51246666667,5.61106666667,4.97323333334,13.1350666667,6.22653333333
434.35,4.60526666667,10.2212,8.08326666667,6.84353333333,4.53173333334,5.62466666667,4.98296666667,13.1678,6.23026666667
434.71,4.61013333333,10.2170666667,8.09993333333,6.84006666667,4.538,5.6284,4.98073333333,13.1842666667,6.2202
435.07,4.5976,10.2192666667,8.0952,6.85066666667,4.52,5.6098,4.96626666667,13.1948,6.1948
435.42,4.61093333333,10.2374,8.11246666667,6.87213333334,4.52993333333,5.62073333333,4.97756666667,13.2233333333,6.1938
435.78,4.61486666667,10.2512666667,8.1334,6.87533333333,4.53833333333,5.6242,4.98713333333,13.2521333333,6.1954
436.13,4.62846666667,10.2837333333,8.1764,6.90066666667,4.56006666667,5.63106666667,5.0096,13.2980666667,6.21
436.49,4.65186666667,10.3147333333,8.2062,6.93726666667,4.58853333333,5.65853333333,5.03673333333,13.3269333334,6.23006666667
436.84,4.6622,10.3482666667,8.23446666667,6.95613333333,4.5982,5.6828,5.05163333333,13.3593333334,6.25133333333
437.20,4.66626666667,10.3689333333,8.249,6.98160000001,4.6156,5.69133333333,5.0595,13.3956666666,6.26606666667
