wavelength,Back_LoxPorm,Belly_LoxPorm,Breast_LoxPorm,Crissum_LoxPorm,Crown_LoxPorm,DorTail_LoxPorm,Rump_LoxPorm,Throat_LoxPorm,WingTip_LoxPorm
201.57,45.5312,39.5604666667,46.9231333333,36.2270666667,35.3113333333,61.9412666667,62.0512666667,37.3992666666,52.0512666667
201.95,44.8088,35.7376666667,43.5337333333,34.3533333333,30.7104,58.0693333333,58.2148666667,34.0983333333,49.7996
202.33,44.1026,35.9705333333,41.9414,34.652,30.6959333333,56.1905333334,56.5200666667,34.3958,47.2160666667
202.71,41.0740666667,33.1480666667,40.1852,30.4074666667,27.074,51.8888666667,53.3333333333,31.5184666667,43.5185333333
203.09,39.2380666667,32.8000666667,39.4666,27.0476666667,26.5903333333,51.5809333333,51.3142666667,30.6667333333,40.4191333333
203.47,32.2829333333,26.6666,35.3534666667,22.7071333333,21.0504666667,45.9393333333,46.2222,26.3031333333,35.8384
203.85,25.0954666667,19.363,30.1061333333,18.0467333333,13.8854666667,37.7918666667,39.2356666666,21.4012666667,29.3418666667
204.22,23.3333333333,14.3038666667,27.4682666667,16.0338,9.87353333333,32.6582666667,35.8226,21.6878,27.384
204.60,22.2754666667,14.2914666667,24.7504,14.93,8.82233333334,30.4192666666,33.8123333334,22.5149333333,25.7086
204.98,25.9175333333,19.4006666667,25.8426666667,19.0636666667,13.4457333333,33.3708,36.779,27.7152666667,28.6891333334
205.36,25.7910666667,18.8888,24.4444666667,20.7070666667,16.2626666667,31.8516666667,34.2760666667,26.5994,28.6530666666
205.74,22.0105333333,14.9207333333,22.1517333333,17.4602,13.0864,28.6066666667,30.2998,21.2698666667,26.702
206.12,21.3334,14.743,23.0096,18.819,12.6476,29.2572666667,31.0858,22.5524,27.7716
206.50,18.3037333333,12.5838666667,19.8816666667,15.8974666667,9.3886,25.8382,28.205,19.8026666667,25.4042
206.87,17.1717333333,14.6667333333,19.5960666667,19.1514666667,9.57573333335,25.8181333333,28.9697333333,20.3231333333,28.0808666667
207.25,15.1696666667,13.5729333333,17.4052,19.1217333333,9.02206666665,23.8722666667,29.1417333333,18.3234,28.7823333333
207.63,18.4032,16.2873333333,17.6846666667,20.479,10.02,24.1118,32.1357333333,19.5209333333,32.0558666667
208.01,17.1598,15.424,16.1341333333,17.6726,8.99413333334,21.4595333333,30.572,16.5286666667,31.7948
208.39,9.36699999999,9.99999999999,8.01686666666,12.3206,4.81020000001,14.8524,23.5865333333,8.39666666667,25.5696
208.77,-1.47580000002,-0.96700000002,-2.79886666666,4.47840000001,-3.71513333332,4.93639999999,15.6234,-4.12226666667,17.9644
209.14,-2.84333333334,-1.37253333333,-0.53919999998,4.21560000001,-3.67653333334,2.35299999999,14.7058,-3.87266666666,17.3039333333
209.52,-12.6610666667,-5.65833333333,-5.82639999999,-3.80939999999,-15.014,-6.83473333332,9.74793333332,-10.3641333333,12.2688666667
209.90,-15.6694666667,-5.24213333335,-7.7494,-5.41306666665,-16.1254666667,-10.8832,9.74373333334,-9.97153333332,9.28766666666
210.28,-18.5676666667,-9.53159999999,-11.3498666667,-7.60333333332,-15.0965333333,-12.617,6.61166666667,-12.6721333333,5.06893333333
210.66,-21.7094666667,-15.3275333333,-12.5356,-7.74920000002,-18.8604,-15.0997333333,2.67806666665,-14.4729333333,0.79773333334
211.03,-24.4067333333,-19.6610666667,-15.0847333333,-12.4859333333,-21.9773333333,-19.0396666667,-0.960599999992,-16.9492666667,-2.88126666669
211.41,-23.9444,-18.8332,-12.1666,-13.8333333333,-20.6666666667,-18.3889333333,-5.05553333333,-14.7222,-3.33333333334
211.79,-24.6194,-17.9528,-8.92386666666,-12.5984,-18.4250666667,-16.8502666667,-5.8268,-13.8582666667,-5.72173333332
212.17,-25.2991333333,-17.8348,-7.80626666666,-12.4218,-20.2278666667,-18.1766,-6.66666666667,-12.3645333333,-4.67233333332
212.55,-11.393,-5.12433333331,5.67166666666,-0.895533333313,-9.55239999999,-6.21886666667,4.92540000001,-0.049733333346,7.76119999999
212.92,-9.68473333333,-2.83773333333,8.1982,-0.3154,-9.54960000001,-3.78373333334,6.30633333333,4.41446666665,11.6666666667
213.30,-15.2308666667,-8.82046666666,3.48726666666,-6.15393333333,-18.6153333333,-9.28199999999,0.46153333334,-1.1282,6.25646666667
213.68,-18.0116,-11.8714,2.5732,-7.30986666667,-19.3568,-11.1111333333,-0.877066666674,-3.15793333335,6.37446666666
214.06,-15.3214666666,-10.7603333333,3.3918,-6.14033333334,-22.5731333333,-9.06440000001,-3.74273333333,-3.04086666667,6.60820000002
214.44,-18.8272,-12.1604666667,2.53086666668,-11.4198666667,-31.3579333333,-14.5061333333,-7.96286666669,-7.09873333333,5.61713333335
214.81,-25.6841333333,-14.8772,-1.33333333334,-19.5089333333,-38.5264666667,-23.0175333333,-12.4211333333,-14.3158666667,3.29826666667
215.19,-31.8430666667,-17.255,-4.94113333335,-23.9216,-45.7255333333,-30.2746,-20.1568,-20.549,-1.80400000001
215.57,-62.8856666667,-39.801,-31.6419333333,-53.7313333333,-80.7959333333,-65.9702666667,-45.8706666666,-45.8704666667,-25.771
215.95,-80.7693999999,-44.6152666667,-45.3846666667,-71.1539333333,-107.9488,-86.7948666666,-66.4102,-56.4102,-27.9486666667
216.32,-93.7500666668,-47.9166666667,-53.7501333333,-85.6943999999,-119.722266667,-95.2778000001,-78.1943333334,-63.4722666667,-31.9446
216.70,-359.166666667,-223.75,-250.0,-357.083333333,-437.916666667,-378.333333333,-326.666666667,-290.833333333,-200.833333333
217.08,-403.333266667,-210.952533333,-283.809466667,-395.7142,-481.428733334,-419.0476,-367.142933333,-338.5714,-245.714266667
217.46,-212.8,-91.9999999999,-137.6,-214.4,-237.6,-215.2,-188.266666667,-180.0,-120.0
217.83,-118.0488,-54.7966666665,-76.2600666666,-126.991866667,-133.495866667,-124.552933333,-113.495866667,-96.2601999999,-66.8291333334
218.21,-143.157866667,-65.6139333333,-92.6315333332,-145.9648,-137.368533333,-144.3858,-131.052533333,-111.93,-82.1053333333
218.59,-170.666733333,-79.8095999999,-109.7142,-159.809666667,-150.666666667,-173.1428,-146.0952,-122.6666,-99.6190666666
218.97,-161.025666667,-73.1622666667,-103.247933333,-148.034133333,-136.239266667,-158.803333333,-139.1452,-110.769266667,-92.1367999999
219.34,-139.523866667,-62.8570666667,-88.4127333333,-129.206266667,-118.730133333,-138.5714,-114.9206,-92.3808666667,-78.8889333334
219.72,-105.359333333,-54.5097333333,-63.9214666667,-96.3400666667,-93.7254666667,-107.189533333,-85.3594666666,-75.5556666665,-55.0327333333
220.10,-138.759733333,-90.6976666666,-92.8681333334,-134.418533333,-126.8218,-145.426333333,-108.992266667,-114.8836,-86.0465999999
220.47,-162.380933333,-118.2538,-114.285666667,-155.079333333,-152.222133333,-172.698333333,-126.031666667,-137.301466667,-112.857266667
220.85,-95.5207333334,-65.3125333333,-63.2290666667,-84.6874000001,-83.4373333334,-94.9998666666,-67.7081333333,-70.0000666667,-55.7290000001
221.23,-67.8221333333,-42.6667333333,-39.2889333333,-55.5554666667,-52.9776666667,-69.1555333334,-42.4000666667,-42.1332666666,-32.9778666667
221.61,-78.1094666666,-54.4278,-52.3383333333,-64.2785333333,-65.2736,-81.8905999999,-48.1592666667,-46.5672000001,-38.0098666667
221.98,-84.7057999999,-56.7646666666,-58.1372666667,-68.3333333334,-70.7843333333,-85.2941999999,-51.0784666667,-52.1567333334,-40.2941333333
222.36,-93.4313333333,-68.3333999999,-63.0393333333,-82.5490000001,-83.4313999999,-95.3921333332,-59.8039333333,-61.4704666666,-49.4117333334
222.74,-83.8647333333,-58.1643333333,-54.4926666667,-78.3574,-75.4589333333,-82.2221333334,-53.7198666667,-53.8164,-43.285
223.11,-67.5555333334,-50.5778666667,-43.0222,-65.1555333333,-64.5332666666,-66.8444666667,-39.2,-41.0665999999,-34.0446
223.49,-51.5502666667,-37.0543333333,-30.6202,-48.2170666667,-48.8372,-50.7752,-24.9612666667,-27.3642666667,-22.2480666667
223.87,-26.0543333333,-9.45573333332,-8.43533333333,-21.0203333333,-20.9522666666,-22.3810666667,-3.74153333334,-0.408200000014,-5.44226666667
224.24,-10.6232666667,2.3848,0.3252,-6.6124,-5.14906666666,-8.18426666666,5.7452,10.0814,4.55273333334
224.62,-1.57759999999,8.65146666667,5.08913333333,1.32299999999,3.35873333335,-0.35626666668,9.10946666667,13.2824,10.0254666667
225.00,0.531466666667,7.6328,6.03879999999,1.40086666668,1.93226666667,-1.73913333332,8.35733333334,12.3187333333,10.1933333333
225.38,-13.7853333333,-9.99993333333,-9.49153333331,-15.9322,-15.5368,-20.1130666667,-9.20900000001,-3.44640000001,-4.01126666667
225.75,-16.9090666667,-13.4546666666,-10.6059333333,-20.7272666667,-20.7879333333,-25.7574666667,-13.8788,-9.75740000001,-9.5152
226.13,-11.7404666667,-9.97053333334,-6.19466666666,-18.525,-19.5870666666,-24.8966666667,-13.0972666667,-7.19759999999,-11.1505333333
226.51,3.60493333334,4.88899999999,5.67906666667,0.246866666672,-3.55560000001,-8.3952,-0.345733333326,6.46920000001,1.43206666665
226.88,7.39786666667,6.32253333333,3.99993333334,2.62366666667,-1.20426666667,-4.47306666666,1.76346666666,6.32266666668,3.13973333333
227.26,9.96333333332,8.24159999999,4.50553333333,6.62999999999,3.15013333334,-0.146533333334,4.6154,6.63013333332,5.78766666667
227.64,6.53399999998,5.04139999999,0.43113333332,3.88066666667,0.630199999999,-1.99006666667,1.19393333333,1.79099999999,3.91386666667
228.01,6.13813333334,3.49486666667,-0.499333333326,2.67266666667,-1.35086666667,-2.11453333333,0.616666666659,-1.02793333335,5.08066666666
228.39,1.87233333333,0.283733333332,-2.78013333333,-0.5958,-5.30506666667,-3.234,-2.97866666666,-4.42553333333,2.89373333333
228.76,0.389133333332,-0.31133333333,-2.54220000001,-1.58246666667,-5.29173333333,-3.50199999999,-1.03759999999,-3.68346666665,2.85333333334
229.14,1.8628,1.8628,-0.906933333333,-0.122533333331,-3.79900000001,-1.4706,1.27453333334,-3.50479999999,3.48046666667
229.52,7.63446666668,7.13973333333,4.73113333333,6.3872,2.23660000001,5.03226666666,7.97840000001,2.6882,9.07533333332
229.89,7.06340000001,6.44846666667,4.52373333333,6.54759999999,2.5,5.55566666667,7.83726666667,2.69826666666,9.94053333332
230.27,5.26906666665,4.83473333334,2.5118,5.09913333333,1.18986666667,4.8348,6.61000000001,0.906666666674,9.19733333335
230.65,3.39833333333,2.26553333333,0.724200000001,2.58113333333,-0.0928,3.10126666667,5.57106666667,-1.07699999999,7.52093333334
231.02,5.01366666666,3.9782,3.79666666667,4.48673333333,1.61673333333,4.45046666667,8.02900000001,1.07179999999,9.08266666667
231.40,2.0056,1.9866,2.67433333333,0.802266666667,-1.22253333333,1.7956,6.22733333332,-0.897866666672,6.78133333334
231.78,1.08753333333,0.483399999999,2.417,-0.805733333341,-1.81273333333,1.38973333333,5.13593333333,-1.6918,5.29693333333
232.15,-0.468933333332,0.407799999999,2.16106666667,-1.56993333333,-1.79406666667,1.30473333333,4.91326666667,-1.34553333333,4.68920000001
232.53,0.061733333334,1.13173333333,3.2922,-0.987600000001,-0.884800000002,2.0988,6.2346,-0.2674,4.54733333333
232.90,0.245400000003,0.367999999998,3.06746666667,-1.30873333333,-1.4314,3.57873333333,5.0102,-1.22686666667,3.96713333334
233.28,-0.471933333335,-0.550399999999,1.7898,-2.26166666667,-1.96673333333,3.77593333333,3.2842,-2.14366666667,3.7954
233.66,-3.96339999999,-2.47973333333,-0.6504,-5.79260000001,-4.79686666667,2.0934,0.406533333334,-5.95533333333,0.325199999998
234.03,-5.14053333333,-3.55413333333,-1.96786666667,-6.94786666666,-6.30526666667,1.7068,-0.622466666666,-6.08419999999,-2.249
234.41,-3.73479999999,-2.42960000001,-0.943866666668,-5.26113333334,-4.21686666667,3.99593333333,1.68673333333,-3.45386666667,-0.783133333334
234.78,-3.16413333334,-1.15413333333,-1.47253333333,-4.77613333334,-4.55733333333,5.21386666667,2.46766666667,-2.84573333333,0.278666666668
235.16,-5.28526666667,-2.90293333333,-3.50346666667,-6.10613333333,-5.56553333333,5.06506666667,0.780666666668,-4.7248,-0.3004
235.54,-2.5406,-1.08879999999,-2.0248,-3.8014,-3.89693333333,6.78140000001,1.872,-3.6102,2.3498
235.91,-0.957533333333,0.198733333333,-1.10206666667,-2.0596,-3.39653333333,8.00353333334,3.48686666667,-2.36673333333,4.5528
236.29,-3.1846,-3.06200000001,-4.00693333333,-4.14706666667,-5.6692,5.52926666667,0.839866666666,-5.65179999999,1.83733333333
236.66,-4.03773333333,-5.15446666666,-5.94486666666,-5.92800000001,-7.26806666667,3.55680000001,-1.0138,-7.2852,0.360866666665
237.04,-2.37853333333,-3.24953333334,-4.1374,-3.85253333333,-5.4942,3.88613333334,0.988266666666,-5.27646666667,2.26133333333
237.41,-1.29753333333,-2.1412,-2.5466,-3.01713333333,-4.86613333334,4.493,2.3032,-3.92546666666,2.725
237.79,-0.0146666666666,-1.295,-1.72186666667,-2.04573333333,-4.3562,4.85653333334,2.73733333333,-2.7962,3.73813333333
238.17,1.2614,0.498933333334,-0.277066666666,-0.277199999999,-2.36993333333,5.6966,3.06313333333,-1.55226666667,5.2946
238.54,1.14226666667,1.06226666667,0.4516,-0.464799999999,-2.36386666667,5.5644,2.53653333333,-2.15146666667,5.76366666667
238.92,2.04473333333,1.7666,1.97213333333,1.1616,-0.943600000001,6.54559999999,3.3152,-0.992200000001,6.82393333334
239.29,2.44806666667,2.10946666667,2.55746666667,1.5192,-0.754066666667,6.2732,3.34426666667,-0.196733333333,6.8962
239.67,3.30353333333,2.91793333333,3.5114,2.70026666667,0.168133333335,6.78533333334,4.01586666667,0.979200000001,7.44806666666
240.04,2.5336,2.40793333333,2.99186666667,1.65326666667,-0.206466666667,5.84013333333,3.32433333333,0.215466666667,6.76533333333
240.42,1.92213333334,2.14926666667,2.70886666667,0.762399999999,-0.681400000002,5.22306666667,2.97653333333,-0.583999999999,6.7478
240.79,2.01213333333,2.4372,2.84086666667,0.892799999999,-0.375466666667,5.526,3.2802,-0.609399999998,7.15540000001
241.17,2.09166666667,2.40753333333,2.6414,1.07426666666,-0.347466666667,5.9968,3.49433333333,-0.505466666667,7.16586666667
241.54,1.5626,1.68813333333,1.91606666667,0.855400000001,-0.627333333333,5.5432,2.94833333333,-0.775733333334,6.76933333333
241.92,1.4662,1.40293333333,1.66666666667,0.849133333334,-0.569666666667,5.51173333333,2.96406666666,-0.548533333332,6.8934
242.29,1.37373333333,1.07833333333,1.5706,0.635066666666,-0.945266666665,5.3718,2.9738,-0.782933333333,6.7208
242.67,1.72606666667,1.07006666667,1.7538,0.972399999999,-0.8282,5.64326666667,3.33086666667,-0.469866666667,6.783
243.05,1.0434,0.261866666667,0.925933333334,0.194266666667,-1.69373333333,4.842,2.67386666667,-1.1744,6.2602
243.42,0.500800000001,-0.119600000001,0.301333333333,-0.208333333333,-2.1986,4.55666666667,2.24306666667,-1.6976,5.72686666667
243.80,-0.671933333333,-1.13746666667,-0.852133333333,-1.33066666667,-2.99946666667,3.891,1.3088,-2.7536,4.82653333333
244.17,-0.861333333333,-1.5116,-1.03353333333,-1.5074,-3.1784,3.73826666667,0.826733333333,-2.80366666667,4.5264
244.55,-0.526266666667,-1.39406666667,-0.943466666666,-1.2424,-3.05746666667,4.02186666667,0.968666666667,-2.27406666667,4.5104
244.92,0.0885333333334,-0.9128,-0.4062,-0.470400000001,-2.4608,4.65626666667,1.39926666667,-1.57626666667,4.98586666667
245.30,0.356066666667,-0.719466666667,-0.0638,-0.442,-2.23726666667,4.823,1.3416,-1.3266,5.05146666667
245.67,0.709466666667,-0.440799999999,0.230599999999,-0.2926,-2.07293333333,5.21693333333,1.6288,-1.05713333333,5.3616
246.05,0.594533333334,-0.492800000001,0.184333333333,-0.457800000001,-2.30806666667,5.13753333333,1.51653333333,-1.26206666667,5.23606666667
246.42,0.9764,0.0694000000012,0.519866666667,-0.181999999999,-1.83713333333,5.51706666666,1.90646666667,-0.745333333333,5.774
246.79,1.263,0.397066666667,0.720133333333,-0.0131333333333,-1.62573333333,5.76653333333,2.11006666667,-0.516266666667,6.08426666667
247.17,1.5108,0.719599999999,1.008,0.0886000000008,-1.40986666667,6.07013333333,2.36093333334,-0.263799999999,6.30426666667
247.54,1.52086666667,0.611666666665,0.909066666666,-0.151133333333,-1.52786666667,5.9676,2.2624,-0.326000000001,6.3904
247.92,1.73226666667,0.755866666665,1.11646666667,-0.00906666666674,-1.52993333333,6.13833333333,2.44653333333,-0.137866666667,6.66673333333
248.29,2.0586,1.1764,1.5406,0.380066666666,-1.15146666667,6.48126666667,2.93406666667,0.217066666667,7.05573333333
248.67,2.12606666667,1.307,1.6996,0.474199999999,-1.0596,6.55313333333,3.0224,0.2382,7.22033333333
249.04,2.181,1.49206666667,1.92633333333,0.586133333333,-1.09046666667,6.61766666667,3.2224,0.401533333333,7.3602
249.42,2.16253333333,1.69866666667,2.0496,0.702,-1.13406666667,6.62253333333,3.3972,0.544866666667,7.55753333333
249.79,1.84826666667,1.60353333333,1.87466666667,0.487133333333,-1.40066666667,6.28493333333,3.22793333333,0.2658,7.3696
250.17,1.79646666667,1.63,1.86693333333,0.389133333334,-1.33386666667,6.32553333333,3.2826,0.363866666666,7.48173333333
250.54,1.4186,1.15966666666,1.51293333333,0.1706,-1.6834,5.95126666667,2.92846666667,-0.0274666666668,7.19333333333
250.92,1.06826666667,1.0584,1.37113333333,-0.0130666666662,-1.8662,5.543,2.73566666667,-0.231266666667,6.90766666667
251.29,1.0484,1.13126666667,1.55546666667,0.162133333333,-1.86253333333,5.49073333333,2.71433333333,-0.148266666667,6.7702
251.66,1.19726666667,1.3504,1.89553333333,0.527333333333,-1.4752,5.79373333333,2.96806666667,0.121133333334,6.81273333333
252.04,1.03733333333,1.42546666667,1.95873333333,0.689200000001,-1.32373333333,5.6004,2.95973333334,0.0723999999993,6.65213333333
252.41,0.785666666668,1.22286666667,1.61566666667,0.459466666666,-1.62313333333,5.3178,2.61266666667,-0.163133333333,6.3924
252.79,0.532933333334,0.971199999999,1.3114,0.4384,-1.814,5.06433333333,2.38093333333,-0.253200000001,6.09973333333
253.16,-0.0345999999987,0.297066666668,0.605666666667,-0.239133333333,-2.3186,4.4714,1.70533333333,-0.883466666666,5.4862
253.54,-0.0702666666668,0.261466666666,0.440866666667,-0.456400000001,-2.26246666667,4.32626666667,1.60706666667,-1.16253333333,5.16093333333
253.91,0.205466666667,0.774600000001,0.992,-0.2054,-1.8296,4.8054,1.98786666667,-0.616466666666,5.34666666667
254.28,0.121866666667,0.836933333333,1.09286666667,-0.365666666667,-1.87693333333,4.56233333333,1.84433333333,-0.743400000001,5.07813333334
254.66,-0.463066666667,0.5142,0.662866666665,-1.092,-2.48993333333,4.21486666667,1.58893333333,-1.40646666667,4.52093333333
255.03,-1.31353333333,-0.219600000001,-0.112066666666,-1.78426666667,-3.322,3.6582,0.990733333335,-2.08473333333,3.7794
255.41,-1.2794,-0.111666666668,-0.237266666666,-1.726,-3.19606666667,3.652,1.10246666667,-2.1772,3.8008
255.78,-1.31166666667,-0.216266666669,-0.409200000001,-1.73953333333,-3.43186666667,3.3616,1.14246666667,-2.4776,3.47913333333
256.15,-1.24026666667,-0.526066666665,-0.699999999999,-2.12353333333,-3.7866,3.19,0.930466666667,-2.71553333333,2.99733333333
256.53,-1.19313333333,-0.664799999998,-0.637400000001,-2.24493333334,-3.86153333333,3.26053333334,0.878933333334,-2.70493333333,2.951
256.90,-0.917133333335,-0.217533333334,-0.119466666667,-1.98333333333,-3.40793333333,3.58706666667,1.31806666667,-2.13686666667,3.57853333333
257.28,-0.973866666667,-0.178933333331,-0.0914666666673,-1.8286,-3.33133333333,3.62146666667,1.34373333333,-2.07913333333,3.56593333333
257.65,-1.05153333334,-0.497733333334,-0.413,-1.7292,-3.25033333333,3.4902,1.07993333333,-1.96573333333,3.8116
258.02,-0.4572,-0.283533333333,-0.164600000001,-1.2438,-2.7496,3.74626666667,1.33506666667,-1.58206666667,4.353
