wavelength,Back_ButMonm,Belly_ButMonm,Breast_ButMonm,Crissum_ButMonm,Crown_ButMonm,DorTail_ButMonm,Patch10_ButMonm,Patch11_ButMonm,Patch12_ButMonm,Patch13_ButMonm,Rump_ButMonm,Throat_ButMonm,WingTip_ButMonm
182.59,6.43666666667,-18.6207333333,20.2299333333,-9.9999,-39.0804666667,37.9311666666,24.138,1.14953333334,10.5747333333,17.9310000001,1.14939999999,-0.2298,5.74720000001
182.97,12.4999333333,-21.1111333333,26.3888666667,-11.5277,-40.8334,44.7916666668,27.7778000001,5.00006666667,14.1667333333,22.2222666668,8.61113333333,-3.0556,12.7777333333
183.35,13.6232,-19.71,26.9566,-10.2898333333,-34.7826,48.1885,35.0724666666,16.5217333333,21.4493333333,27.2464,23.4782,2.31879999992,9.56513333332
183.73,18.5714666666,-32.381,38.5714666667,-18.8095666666,-48.5714666667,85.1189166665,62.3809333333,29.0475999999,42.8570666667,50.4762000001,46.1906,-3.33326666674,16.1905333333
184.11,35.7894666667,1.05266666659,46.6667333333,6.14046666666,-14.386,74.9998333334,69.8247333333,44.9122666666,55.7895333333,52.6316000001,60.7016666667,15.7895333333,29.8246666667
184.49,49.9999333334,29.7435333334,58.7178666667,24.4872,15.6410666667,83.9744166668,80.2563999999,56.1538666667,66.6666666667,65.8973999999,74.8718666666,37.9488,44.1025333333
184.87,49.3939333333,25.4546,65.1515333334,25.3030333333,10.6061333333,92.4244166667,90.606,56.0605999999,62.4242000001,67.5758000001,76.9696666667,35.7575333334,46.3636
185.25,80.7691333334,60.0000666666,90.7692666665,56.4102666666,52.0512,112.179583333,109.2308,82.5641333334,85.8974,88.2051333333,99.2307333332,60.5128666666,80.2563999999
185.63,103.333466667,75.7576666667,113.939333333,64.3940333333,63.3334666666,129.545583333,133.636266667,99.3938666667,103.636266667,106.9696,119.090733333,72.7272666666,94.5454666667
186.01,133.703733333,85.5556000001,144.074,72.9629666667,74.4443999999,156.944416667,154.444533334,122.592666667,121.851733333,121.4816,144.074133333,78.5186000001,107.4074
186.39,138.9474,94.3860000002,160.350866667,84.035,85.6140666667,175.87725,160.7018,130.175466667,133.333333333,126.6666,147.017466667,88.4211333334,117.8948
186.77,147.777733333,101.111133333,175.555466667,94.9999,95.9259333332,185.64825,171.851866667,149.999933333,147.037133333,139.999933333,161.111066667,97.7777999999,128.888866667
187.15,155.0,95.4166666667,186.25,91.6666666666,97.0833333334,202.083333333,181.666666667,152.5,164.166666667,152.5,175.416666667,99.5833333333,136.25
187.53,116.666733333,70.3030666665,135.151466667,67.2727666667,70.3030666667,137.121166667,130.908933333,105.454533333,118.484866667,108.787933333,114.8486,71.5151333333,107.575733333
187.91,110.0,60.2777333333,125.277666667,54.9998999999,58.889,120.833333333,116.388866667,100.8334,106.666666667,95.8333333334,98.0554,64.4444666666,94.9999999999
188.29,110.833466667,59.4444000001,129.999933333,57.0834000001,61.1111333333,120.13875,119.444533333,99.7221999999,108.333333333,97.7778000001,96.9444666665,64.7222000001,102.222133333
188.67,140.8888,49.7777333333,171.5556,49.7779333333,67.1111333333,146.111083333,145.777733333,122.666733333,142.222133333,106.2222,111.555666667,61.3334,122.222133333
189.05,152.4444,72.0000666667,183.111,49.3332666667,78.6667333333,160.555666667,156.0,138.666733333,170.222066667,127.111133333,132.888933333,64.0000666666,131.999933333
189.43,137.037,78.5185333335,168.518466667,57.7777333335,68.8889333333,147.685166667,147.407466667,129.629533333,150.7408,120.740733333,127.036933333,67.0369333333,124.814733333
189.81,105.396933333,68.2539999999,137.143066667,53.4919666666,61.5874000001,121.03175,118.4126,112.063466667,126.984066667,106.349266667,112.380933333,60.3173999999,108.254
190.19,93.8666666668,74.4,125.333333333,64.5333333333,67.4666666667,114.0,117.066666667,105.6,123.733333333,105.866666667,110.933333333,65.0666666667,106.133333333
190.57,80.6061333332,65.8585333333,98.5857999999,59.3938666666,58.3838666666,92.6766666667,96.9697333333,84.4443333333,101.0102,89.8989999999,89.2928,55.5556666667,86.8686
190.95,80.0,69.9999333333,94.3860666667,62.8947333333,62.9823333333,93.8595833333,95.6140666667,80.5262666665,98.5964666667,89.8246,89.2981999999,59.4736666667,89.4737333333
191.33,87.6470666667,82.9413333334,102.549066667,75.0980666666,72.3530000001,102.941166667,108.8236,94.9019333333,107.843133333,98.0391333333,95.8823999999,69.8040000001,98.4312666667
191.71,115.454533333,111.818266667,141.212133333,101.060633333,100.909,149.242333333,150.606,134.242333333,151.2122,136.363733333,133.6362,100.606066667,136.060733333
192.09,118.787933333,122.1212,141.515133333,113.030333333,115.757666667,152.651416667,159.091066667,138.181733333,159.696933333,143.3334,140.303066667,110.000066667,142.727333333
192.47,136.363733333,131.5152,147.272866667,129.242433333,127.575733333,162.878833333,162.727266667,155.757466667,164.848533333,148.484933333,153.3334,124.242466667,148.181866667
192.85,124.137866667,122.069,125.977,119.885,114.4828,142.241333333,141.839,139.540133333,140.9196,133.333266667,140.0,116.321933333,137.241333333
193.23,129.1358,123.9506,127.9012,134.814666667,124.197466667,148.148083333,151.851733333,148.148066666,146.913466666,140.493866667,152.345733334,128.148066667,144.197666667
193.61,142.4242,135.757666667,137.5758,152.878866667,145.1516,166.666666667,172.121266667,168.181866667,170.606066667,162.424133333,170.909133333,146.363666667,157.575733333
193.99,144.848466667,138.787866667,138.181866667,157.272833333,146.666533334,174.621333333,179.696933333,174.2426,173.6364,159.090866667,173.939333333,147.5756,159.090866667
194.37,152.549,139.215666667,140.7844,165.098033333,155.294133333,184.31375,188.6274,198.039133333,181.176533333,167.0588,186.2746,161.1764,167.843133333
194.75,266.0,250.666666667,244.0,284.666666667,292.666666667,308.333333333,321.333333333,345.333333333,309.333333333,269.333333333,334.0,286.666666667,300.0
195.13,233.939466666,223.0304,210.9092,252.424166667,261.212133333,271.212083333,272.727333333,296.3638,265.454666667,229.090933333,285.4546,239.393933333,252.1212
195.51,156.1404,147.719266667,143.8596,177.192966667,180.0,182.456083334,175.438533333,190.175533333,170.877066667,150.175466667,190.175466667,159.649066667,173.333266667
195.89,139.2982,131.228,123.157866667,160.1754,161.0526,155.263083333,157.192866666,170.8772,155.087666667,127.368333334,170.526333333,136.842066667,155.0876
196.27,144.814866667,143.703733333,134.4444,177.0369,172.222266667,175.0,157.777866667,185.185133333,160.370266667,131.852,184.8148,134.814866667,174.074133333
196.65,159.999866667,191.666666667,158.333466667,216.110933333,236.111066667,220.138916667,207.777733333,237.7778,211.111133333,166.111133333,241.111133333,150.555666667,225.555466667
197.03,230.476333333,291.428733333,238.095266667,369.0477,402.857133333,346.42875,321.904733333,391.428533333,325.714266667,261.9048,367.619,214.2858,358.0954
197.40,126.666666667,162.564,145.128133333,200.512833333,235.3846,191.025583333,167.6924,212.820466667,172.307666667,123.589733333,190.256333333,110.256466667,206.666666667
197.78,140.555666667,170.0,149.4444,223.611166667,258.888866667,200.000083334,162.7778,223.3334,167.7778,123.888866667,203.888933333,108.889,221.111066667
198.16,320.0,357.333333333,350.666666667,544.666666667,617.333333333,396.666666667,333.333333333,500.0,357.333333333,268.0,437.333333333,230.666666667,509.333333334
198.54,799.999999999,836.666666666,836.666666667,1303.33333333,1546.66666667,945.833333334,783.333333335,1153.33333333,950.000000001,666.666666667,1026.66666667,513.333333334,1210.0
198.92,284.0,276.0,313.333333333,474.666666667,541.333333333,336.666666667,289.333333333,441.333333333,372.0,293.333333333,382.666666667,172.0,458.666666666
199.30,-846.666666665,-886.666666666,-1253.33333333,-1870.0,-2260.0,-1025.0,-1033.33333333,-1793.33333333,-1400.0,-1046.66666667,-1326.66666667,-466.666666667,-1746.66666667
199.68,-402.222133333,-375.555533333,-513.3334,-664.444333333,-777.777733334,-366.666583333,-417.777733333,-655.555533333,-522.222333333,-426.666733332,-491.111266668,-211.111066667,-646.666666667
200.06,-170.0,-155.833333333,-219.166666667,-258.75,-300.833333333,-136.458333333,-155.0,-256.666666667,-191.666666667,-183.333333333,-193.333333333,-105.0,-260.833333333
200.44,-226.6668,-195.238133333,-270.476133333,-318.571333333,-388.5714,-155.952416667,-202.857066667,-312.381133333,-235.238,-258.095333333,-260.952333333,-170.476066667,-331.4286
200.82,-188.0,-157.333333333,-196.666666667,-248.666666667,-291.333333333,-129.166666667,-154.666666667,-235.333333333,-164.0,-206.0,-186.0,-150.0,-242.0
201.19,-259.259133333,-212.592666667,-267.407466667,-301.8519,-353.3334,-177.777833333,-200.740666667,-283.703733333,-225.925933333,-263.703666667,-237.037133333,-212.5926,-292.5926
201.57,-206.153933333,-163.589733333,-185.128333333,-230.512933333,-246.666666667,-134.6155,-153.846066667,-206.6668,-173.333333333,-208.718066667,-183.076933333,-177.435933333,-216.410133333
201.95,-349.629733333,-292.592466667,-325.1852,-390.740833333,-416.2962,-245.370416667,-271.851933333,-348.148133333,-307.407333333,-349.629733333,-322.222333333,-319.259133333,-368.888933333
202.33,-941.666666667,-820.0,-828.333333333,-954.166666667,-1080.0,-737.500000001,-796.666666667,-913.333333333,-840.000000001,-911.666666665,-871.666666665,-845.000000001,-981.666666668
202.71,1588.88893333,1477.7778,1415.55566667,1603.33346667,1768.88886667,1375.0,1437.77773333,1531.11113334,1491.1112,1562.22213333,1495.55546666,1522.22213333,1702.2222
203.09,1704.44446666,1620.00006667,1471.11113333,1767.7778,1935.55566667,1502.77775,1520.0,1617.77773333,1531.11106667,1553.33326667,1582.22213333,1615.55553333,1786.66673333
203.47,955.555599999,904.4444,786.6666,989.444433335,1046.66666667,847.222250001,848.888933333,880.000066667,866.666600001,864.444466666,881.111133333,921.111066667,1002.22226667
203.85,449.7436,433.333333333,360.512866667,474.102466667,492.820466667,403.205083333,399.487266667,418.974333333,407.692333333,408.717933333,416.923133333,441.538533333,468.205133333
204.22,284.127,281.587266667,229.841266667,310.317566667,319.6826,269.4445,262.539733333,274.920533333,272.6984,273.968266667,276.1904,289.206333333,295.8732
204.60,250.8334,250.833266667,201.944466667,271.666466667,279.166666666,238.541583334,229.722133333,238.333333333,244.4446,243.8888,232.500066667,256.111133333,256.3888
204.98,210.238133333,207.618933333,176.190466667,232.023766667,233.809533333,203.27375,191.190466667,200.238066667,208.571466667,206.666733333,199.523866667,216.190466667,217.857133333
205.36,211.111133333,207.407533333,170.123466667,234.1976,236.790066667,198.14825,190.6174,197.7778,202.963066667,203.9506,201.7284,220.000066667,222.222133333
205.74,232.533333333,224.533333333,190.4,254.0,264.533333333,211.0,210.4,222.933333334,218.933333333,228.533333333,219.2,242.133333333,240.8
206.12,245.757533333,230.303,197.272733334,258.939433333,275.1516,220.83325,215.151533333,232.424266667,230.303,242.424333333,223.9394,260.303066667,247.272733333
206.50,247.666666667,237.666666667,206.333333333,271.166666667,286.0,219.583333333,204.333333333,239.0,226.333333333,255.333333333,225.333333333,279.333333334,250.333333333
206.87,275.0,252.083333333,219.166666667,304.791666667,326.25,236.458333333,214.166666667,267.5,231.666666667,278.333333333,252.916666667,311.666666667,276.25
207.25,309.7436,279.999866667,258.461666667,338.717866667,387.179533333,257.69225,237.948733333,310.256533334,269.7436,330.769266667,290.769133333,360.5128,310.7692
207.63,329.444333333,299.444533333,293.3334,368.333266667,432.222133333,281.944416667,250.555533333,349.444533333,285.000066667,356.666666666,325.000066667,388.333333333,344.444333334
208.01,440.000066667,395.5556,402.2222,491.111266667,591.8518,374.99975,340.0,465.925933333,385.1852,477.777733333,434.074066667,519.2592,464.444333333
208.39,359.444466666,316.6666,328.888933333,381.944533333,468.333333333,300.000083333,268.888933333,356.6666,301.6666,362.222066667,337.222133333,391.111133333,369.444333334
208.77,637.142733333,526.666666667,568.571466667,656.6666,791.428533333,504.761916666,470.476266667,595.237999999,504.761866667,598.095133333,596.190533333,655.2382,620.952466667
209.14,2080.0,1713.33333333,1800.0,2188.33333333,2630.0,1554.16666667,1533.33333333,1960.0,1750.0,1936.66666667,2026.66666667,2226.66666667,2060.0
209.52,495.5556,432.5926,452.5926,535.185233333,625.185066667,404.629666667,374.8148,474.074066667,440.7408,479.2592,497.037066667,541.481533333,482.222133333
209.90,281.777666667,259.111133333,259.555533333,307.999966667,364.0,231.666666667,204.888866667,263.555466667,254.666733333,264.444466667,276.000066667,300.444466667,272.888933333
210.28,249.999933333,241.111066666,235.926,283.148133333,322.592733333,205.092583333,199.259133333,234.8148,233.703733333,231.4816,245.555533333,260.370333333,253.703666667
210.66,247.037133333,232.963,230.0,276.8518,304.444466667,197.222166666,198.518533334,222.963,234.444466666,221.481333333,241.111133333,255.555533333,245.926066667
211.03,210.555666667,206.666733333,204.722266667,239.583266667,250.8334,170.833166667,178.611,189.166666667,205.277866667,191.388866667,202.500066667,215.555533333,204.444333333
211.41,219.4444,216.944466667,209.166666667,249.444433333,250.000066667,176.388916666,188.888933334,192.222266667,210.555533333,201.388866667,203.333266667,227.500066667,213.888866667
211.79,225.833333333,220.833266667,204.7222,247.500066667,246.944466667,172.569416667,192.500066667,187.222266666,210.2778,201.944333334,201.388866667,227.222266667,215.833266667
212.17,234.8486,227.272666667,216.363666667,253.9395,263.030333333,184.090916667,196.060666667,189.999933333,219.393866667,211.515133333,210.606066667,240.000066667,223.939333333
212.55,253.968266667,244.761933333,230.476,276.984133333,284.444466667,200.0,223.1746,204.444533333,240.635,226.349133333,227.618933333,263.809533333,246.984133333
212.92,221.944466667,221.944533334,208.611133333,256.389,254.444533334,188.541583333,204.7222,184.4444,219.444466667,203.055533333,199.7222,240.000066667,226.666666667
213.30,176.2744,172.353,160.9804,195.980333333,193.921666667,148.284416667,158.627466667,142.156866667,166.078466667,157.254866667,150.3922,181.764733333,173.7256
213.68,184.166666667,172.083333333,160.625,200.208333333,191.458333333,146.354166667,162.083333333,145.625,168.125,160.416666667,150.0,184.375,181.25
214.06,230.5128,207.692333333,197.692333333,246.794933333,230.2564,186.5385,202.8206,180.512933333,209.999866667,205.384533333,189.4872,234.358866666,227.9486
214.44,251.594333333,227.8262,213.913,272.173866667,253.0434,202.8985,218.2608,201.4492,226.087,227.536266667,213.0436,257.971066667,251.884133333
214.81,220.9524,200.7142,183.333333333,234.762,229.0476,182.142916667,194.523933333,176.190533334,200.476133333,204.999933333,187.619,225.0,224.0476
215.19,226.666666667,198.933333334,184.8,238.0,233.066666667,176.0,188.533333333,178.4,198.133333333,208.0,187.733333333,232.0,230.4
215.57,229.722266667,195.2778,180.833333334,237.9166,235.0,177.430416667,187.222333333,175.2778,196.944533333,207.777733333,189.444466667,232.2222,234.7222
215.95,212.8,178.933333333,170.933333333,220.533333333,220.0,163.333333333,172.533333333,164.8,183.733333333,197.066666667,176.533333333,219.466666667,217.6
216.32,247.0,210.0,192.0,259.833333333,243.666666667,177.5,196.333333334,190.666666667,217.0,231.333333333,198.333333333,254.666666666,254.0
216.70,252.9628,213.3332,197.037133333,266.111233333,248.888933333,180.55575,184.814733333,196.6668,212.5926,241.111133333,201.8518,264.8148,257.777666667
217.08,230.8772,190.877266667,170.526333333,225.2631,216.140333333,151.315833333,151.578866667,179.298266666,182.456133333,211.578933333,178.947333333,242.807066667,228.421066667
217.46,212.280666667,176.842066667,166.3158,206.841966667,199.298266667,134.649,130.526266667,158.596533333,163.158,194.386,166.315733333,230.175333333,216.140333333
217.83,175.277733334,155.8332,141.111066666,170.138833333,173.889,117.708333333,111.111,128.333266667,133.889,154.722133333,141.388866667,191.111066667,179.444466667
218.21,136.041666667,131.458333333,117.5,132.1875,141.041666667,95.3125,90.4166666666,104.791666667,111.666666667,121.458333333,114.791666667,149.791666667,138.333333333
218.59,116.315733333,109.473466667,101.228066667,111.754433333,120.351,86.8419999999,80.7018666667,90.3509333333,97.8947333333,102.9824,93.6841333334,125.263133334,115.964866667
218.97,127.058866667,120.588133333,116.078333333,122.450966667,128.627333333,99.5099999998,90.5882000001,98.2354,103.333333333,108.0392,102.352866667,130.1962,121.960733333
219.34,128.235266667,125.686266667,116.274533333,123.137266667,135.882333333,101.960833333,90.7843333333,96.2745333333,105.097933333,110.5882,104.117666667,126.862733333,122.549
219.72,113.873933333,114.774733333,105.405266667,114.054066667,123.964133333,88.5134166668,74.9549999999,82.1621333334,92.6127333333,98.5585333333,91.8917999999,109.369466667,108.1082
220.10,124.901933333,125.098,113.529333333,121.2745,135.294133333,93.3824166668,79.6078666666,88.0391333334,99.4119333335,102.549133333,100.392133333,114.117733333,114.313733333
220.47,107.479733333,107.317066666,100.813066667,101.7885,114.959466667,81.7071666666,71.8698666666,76.4228666667,85.0407333333,84.8779999999,86.0161333333,98.6992666668,98.2114
220.85,109.833333333,106.833333333,100.333333333,103.166666667,112.333333333,78.5416666667,72.3333333332,77.8333333334,84.8333333335,84.3333333333,82.9999999999,96.0000000001,97.6666666667
221.23,115.1352,116.036133333,107.567533333,108.378366667,118.558666667,79.7296666667,74.2342666667,80.3603333333,90.4504666667,89.7298666667,88.1082666666,94.0539333335,99.8198666667
221.61,124.864866667,126.8468,115.6756,113.243333333,127.747733333,93.6938333333,85.2252000001,92.9730666666,100.540466667,100.360466667,97.8377333334,101.801733334,109.009
221.98,123.518466667,121.1112,119.444466667,110.833433333,127.962933333,95.1388333332,84.6296,91.2964,103.888933333,104.074,98.5184000001,99.8148666665,106.481533333
222.36,140.208333333,132.708333333,128.333333333,128.020833333,142.291666666,112.239583333,100.833333333,98.9583333333,113.333333333,119.583333333,109.375,112.916666667,126.25
222.74,158.271533333,152.8396,145.925933333,142.3455,163.4568,124.691416667,115.0618,112.8394,126.913666667,138.518533333,129.876466667,135.061666666,151.3582
223.11,121.25,122.291666667,110.0,110.520833333,128.333333333,87.5000000001,82.0833333335,87.7083333333,103.333333333,106.875,98.9583333334,106.458333333,119.583333333
223.49,111.228,114.2106,103.684133333,103.245566667,112.456133333,86.8422500001,81.5790666665,87.5438666667,99.6492,101.228133333,94.2105333333,101.9298,113.859666667
223.87,117.4074,118.3332,106.111266667,101.3888,113.3334,94.6758333332,86.6667333335,94.0740666667,103.518533333,104.6296,97.4073333334,107.037,113.888933333
224.24,98.1666666666,104.0,90.6666666667,86.6666666666,95.3333333333,85.6249999999,75.8333333333,78.1666666666,86.6666666667,91.8333333333,81.3333333333,91.3333333334,99.6666666667
224.62,88.9393333333,95.7576666665,82.1210666667,80.3030666666,89.8485333333,80.6818333333,69.8486,71.2120666667,82.4241999999,86.9696666667,78.1818666666,83.1818000001,91.3637333335
225.00,82.5758000001,95.7575999999,81.2122000001,73.3332333334,86.9695333333,81.6289166667,69.3938,65.4546666667,82.8788666666,85.1515333334,78.0303333333,81.0605333333,87.8788
225.38,77.9258000001,88.4444666667,75.8517999999,68.8148,85.4815333334,80.9260000001,66.9629333333,58.2222666667,80.148,79.8518666667,71.7037333333,79.4074666666,81.4815333333
225.75,63.8094666667,75.0793999999,58.889,54.7618666667,72.2222666667,68.6507500001,56.8254,43.0158666667,70.3175333333,70.476,58.7302666667,70.4762,67.3015333333
226.13,53.5238666666,74.6666000001,44.9524,44.6668,61.1427333333,58.5714166666,50.2856666667,32.9523333333,66.6667333333,62.4762,46.4760666667,65.7142,60.9523333333
226.51,38.1983333333,59.6396666667,32.4324,27.2071,45.7656,39.18925,32.6126,22.8829333333,54.2342,43.2431333333,34.4144666666,50.8108666667,44.8648666667
226.88,29.6124,45.1164,23.1007333333,16.7441666667,32.7131333333,26.9379166667,19.6899333333,10.3876666667,40.4650666667,28.6822,22.0154,36.8991333333,24.8062666667
227.26,28.2268666667,39.5746,23.9716,14.8228,30.2128666667,28.5460833333,20.2837333333,12.0566666667,36.0285333333,26.8084666667,20.2836666667,38.7235333333,24.539
227.64,12.1088,23.5374,8.70746666666,0.952366666674,16.5985333333,16.1564166667,6.53066666666,-0.816133333334,21.0884,11.1566,7.34686666668,24.0816,9.11573333331
228.01,7.05126666668,19.8718,7.82053333332,-1.34613333333,12.1794,10.8974166667,5.89740000001,-1.79466666666,19.1026,6.923,7.43593333334,21.4103333333,8.33340000002
228.39,6.4286,14.2857333333,2.26186666665,-2.02383333333,8.21433333335,4.76191666666,4.52373333333,-2.85713333333,20.9522666667,4.64293333333,7.26186666666,19.8808666667,3.09533333334
228.76,7.40753333334,14.4974,4.97359999999,-0.370299999986,7.83066666667,4.23283333334,4.12679999999,-0.634933333334,19.3651333333,5.291,6.34906666666,17.7778,3.70360000001
229.14,8.10806666665,12.7928,4.68480000001,2.25223333333,7.92786666667,3.94141666666,3.69366666667,0.9008,17.8378,4.86486666667,8.28820000001,15.9459333333,5.49540000001
229.52,4.91666666667,7.33333333334,-0.416666666666,-3.16666666665,3.00000000001,-0.9375,-1.0,-1.83333333333,12.3333333333,1.74999999999,4.91666666667,10.1666666667,3.50000000001
229.89,6.58626666667,8.43373333334,2.81126666666,-0.883566666654,5.5422,-0.50200000001,-1.12453333333,0.8836,13.0924,0.642533333332,6.34546666666,8.75520000001,4.73906666666
230.27,5.15893333333,6.58726666666,2.93653333334,-1.5872,7.93659999999,-0.198416666658,-2.69846666667,0.476133333334,10.7936666667,0.1588,6.58720000001,6.11106666666,2.22226666667
230.65,8.02866666666,8.96053333332,6.45160000001,3.3334,10.6094666667,1.25433333334,1.4336,4.30093333334,13.9068666667,4.086,9.74913333333,7.81366666665,5.01786666667
231.02,4.92746666667,6.88406666667,2.31873333333,1.84770000001,7.68126666668,-0.634000000003,-0.869600000001,1.81153333334,13.4783333333,3.91293333333,8.91293333333,4.99993333334,4.49273333334
231.40,6.30826666667,7.88526666666,2.29393333333,3.11823333334,8.10026666667,0.0896666666667,6.66666653999e-05,-1.14699999999,14.6953333333,6.45159999999,10.0359333333,4.01433333333,5.16126666667
231.78,10.3296,10.9158666667,2.85713333333,4.46883333333,9.8168,0.274916666668,2.05113333333,-1.02566666668,17.7289333333,9.81679999999,12.2344666667,4.90846666668,6.08053333333
232.15,13.1944666667,14.5832,5.34713333334,8.26386666667,12.8473333333,3.646,5.13886666667,2.43053333333,21.0416666667,12.5001333333,14.0972,8.40273333334,9.44439999999
232.53,12.2111333333,14.7194666667,7.59086666667,8.87786666667,13.5974,4.86816666666,4.2904,4.88453333333,22.1781333333,13.1352666667,13.7293333333,8.38279999999,11.5511333333
232.90,8.71786666665,10.9157333333,2.271,5.12826666666,10.6226666667,1.46525,0.732733333339,1.39186666667,21.3187333333,10.1831333333,10.1831333333,4.68859999999,9.08440000001
233.28,5.60606666667,8.86359999999,-0.8334,2.42433333334,8.78786666666,-1.894,-0.681933333334,-1.36353333334,19.697,8.71213333334,6.6668,1.89400000001,6.21199999999
233.66,4.26966666667,11.985,1.12359999999,4.30703333334,8.61413333334,-1.03,1.42333333334,0.599266666673,21.1235333333,9.2884,7.49059999999,2.39713333333,6.14233333334
234.03,1.5218,11.8840666667,0.434800000006,4.05793333333,7.24653333335,-1.08716666667,2.24633333334,-1.8116,19.6376666667,9.85493333332,6.73913333333,2.2464,6.37693333333
234.41,4.51393333333,15.5556,4.375,7.2222,7.50006666667,2.08325,6.45839999999,0.48613333334,24.3749333333,12.4303333333,8.33339999999,5.139,10.3472666667
234.78,0.689800000001,13.5632666667,0.766333333346,3.83140000001,3.9082,0.0001666666675,2.83533333333,-5.36386666667,23.8312,10.1916,5.28746666667,2.14546666667,8.50573333333
235.16,0.454533333333,14.0909333334,1.1364,0.530199999995,3.25753333334,-1.32575000001,0.98486666666,-6.66653333333,22.3484666667,7.87880000001,2.65159999999,0.151533333333,6.66660000002
235.54,-5.22746666667,8.33339999999,-3.78773333333,-4.09096666666,-2.04546666667,-7.10233333334,-3.48479999999,-9.46966666666,17.4999333333,2.12126666667,-1.13639999999,-5.75759999999,2.27266666667
235.91,-8.31459999999,5.3184,-4.11986666666,-6.51686666667,-5.54306666667,-8.14616666666,-5.39326666667,-11.2359333333,16.0298666667,-1.27333333333,-4.71913333335,-8.16486666667,0.824
236.29,-11.4286666667,1.39186666666,-7.54586666667,-8.90103333334,-8.2052,-9.98183333334,-8.27839999999,-12.8937333333,12.9669333333,-2.49086666667,-8.79126666669,-13.5531333333,-1.46506666666
236.66,-12.9670666667,0.073333333354,-11.5017333333,-11.9781,-10.2564,-10.8059166667,-8.42493333334,-16.1906,9.01080000001,-5.78753333334,-11.8682666667,-16.7764666667,-5.34793333335
237.04,-13.9854666667,-1.23186666667,-13.4057333333,-13.4058666667,-10.3622,-11.5035833333,-8.84066666667,-18.5507333333,8.11593333333,-7.39133333333,-11.9566,-17.1014,-7.10146666667
237.41,-15.8424,-3.87093333336,-15.7707333333,-15.7347666667,-11.7563333333,-12.2758333333,-11.6128666667,-20.2149333333,5.8782,-10.1074666667,-13.405,-19.2830666667,-9.03246666667
237.79,-18.9630666667,-7.99993333333,-18.9630666667,-19.4815,-12.0,-13.5185,-13.2593333333,-23.5556666667,5.40733333333,-13.3333333333,-15.7037333333,-21.4814,-11.9259333333
238.17,-14.4681333333,-6.59586666667,-15.8156,-18.2624666667,-9.43259999999,-10.2835833333,-10.922,-18.9362,9.00713333332,-11.3475333333,-11.8439333333,-18.936,-10.4963333333
238.54,-18.0954,-12.9252666667,-21.7687333333,-23.4012666667,-13.8095333333,-14.881,-15.9184,-22.3811333333,4.08166666667,-16.5306666667,-14.626,-22.5851333333,-14.6939333333
238.92,-18.2692,-15.0640666667,-24.1025333333,-26.3141333333,-14.7436,-15.9455,-17.7565333333,-23.5897333333,1.47426666667,-18.6538666667,-16.4744,-25.1282,-17.5
239.29,-17.898,-15.1352,-22.9430666667,-24.3844666667,-13.3934666667,-14.2641666667,-16.3962666667,-21.2613333333,1.26113333333,-17.1171333333,-13.8138,-22.5825333333,-16.3964
