wavelength,Back_ButMonm,Belly_ButMonm,Breast_ButMonm,Crissum_ButMonm,Crown_ButMonm,DorTail_ButMonm,Patch10_ButMonm,Patch11_ButMonm,Patch12_ButMonm,Patch13_ButMonm,Rump_ButMonm,Throat_ButMonm,WingTip_ButMonm
295.23,8.9996,1.72273333333,1.70486666667,0.843400000001,-0.583333333333,1.458,3.302,2.55726666667,18.8334666667,10.9198,16.1866,-0.619066666666,1.80346666667
295.60,9.3994,2.10666666666,2.10666666667,1.7173,-0.0169333333328,1.82941666667,3.80713333333,3.35026666667,19.3824,11.5990666667,16.7258,-0.008466666668,2.32653333333
295.97,10.1805333333,2.8158,2.72773333333,2.52703333333,0.714,2.46683333333,4.5248,4.02713333333,19.9598666667,12.2743333333,17.6976,0.722133333335,2.9282
296.34,10.4606666667,3.07386666667,2.865,2.81063333333,1.053,2.83575,4.79306666667,4.01853333333,20.4954666667,12.3886666666,18.0875333333,0.913666666667,3.03513333333
296.71,10.6064,3.2996,3.06606666667,3.02086666667,1.2882,3.051,5.11493333333,4.12826666667,20.6929333333,12.723,18.5536,1.09986666667,3.28453333333
297.08,10.3867333333,3.02746666667,2.62226666667,2.76226666667,0.861866666667,2.65183333333,4.86906666667,3.90413333333,20.6556,12.6114666667,18.4234666667,0.913266666667,3.20426666667
297.45,10.3268,3.10826666667,2.63613333333,2.92313333333,0.784266666666,2.37833333334,4.85846666667,3.7836,20.4066,12.5562666667,18.308,0.893333333333,3.10826666667
297.82,10.3391333333,3.2828,2.6552,3.14956666667,0.613333333333,2.435,4.97826666667,3.70866666667,20.2163333334,12.5901333333,18.3621333333,1.19033333333,3.29733333333
298.19,9.81120000001,3.01386666667,2.3966,2.70143333333,0.145133333334,2.08775,4.55333333333,3.31153333333,19.8984,12.1930666667,17.9374666666,0.944133333333,2.91226666667
298.56,9.74019999999,2.94186666667,2.34906666667,2.60886666667,0.1682,1.92108333333,4.46386666667,3.2932,19.8756,12.2576,17.9804,1.03906666667,2.79546666667
298.93,10.0261333333,3.12886666667,2.72013333333,2.90216666667,0.602066666666,2.304,4.91266666667,3.6938,20.2305333333,12.7089333333,18.35,1.3824,3.09186666667
299.30,10.1597333333,2.945,3.03666666666,2.89186666667,0.867600000001,2.41608333333,5.038,3.68326666667,20.3196,12.7854,18.6074,1.55253333333,3.06693333333
299.67,10.2164666667,2.79413333333,2.9594,2.58946666667,0.653266666666,2.28241666667,4.80913333333,3.416,20.3070666667,12.6249333333,18.5988666667,1.44033333333,2.9752
300.04,9.4512,2.03113333333,2.30146666667,1.8674,-0.171866666667,1.59716666667,4.013,2.63726666667,20.0492,12.1211333333,17.9771333333,0.777933333333,2.30966666667
300.41,8.86920000001,1.50773333333,1.58393333333,1.37226666667,-0.8132,0.677583333334,3.2868,2.03306666667,19.5849333333,11.7916666667,17.6195333333,0.355800000001,1.70273333333
300.78,8.16666666666,0.482400000001,0.464866666667,0.403399999999,-1.86833333333,-0.416583333333,2.0614,0.973733333333,18.8334,10.9211333333,16.9735333333,-0.614066666666,0.491199999999
301.15,8.41053333333,0.608599999999,0.408733333333,0.463233333333,-1.78933333333,-0.374583333333,2.1344,1.0354,19.3278666667,11.1806666667,17.2480666667,-0.799266666666,0.299866666666
301.52,8.79,0.862266666668,0.537799999999,0.6306,-1.54833333333,0.0579166666675,2.55913333334,1.52066666667,20.1854,11.8498666667,17.7654,-0.500733333335,0.528466666666
301.89,8.5918,0.322533333334,0.294000000002,0.0947333333334,-1.63106666667,-0.201500000002,2.34226666667,1.19493333333,20.4551333333,11.6927333333,17.7430666667,-0.777466666667,0.0094666666654
302.26,9.02119999999,0.548266666666,0.387733333334,0.529600000001,-1.12533333333,-0.0710000000009,2.6098,1.71153333333,20.6903333333,12.0283333333,18.2127333333,-0.5674,0.349999999999
302.63,9.0066,0.315266666667,0.190999999999,0.343966666667,-1.39453333334,-0.656666666668,2.17766666666,1.50906666667,20.8023333333,12.0152666667,18.4241333333,-0.926466666667,0.0287999999986
303.00,9.11326666668,0.426800000001,0.1896,0.388699999998,-1.44133333333,-0.497666666668,2.15273333333,1.58366666667,20.6354666667,12.0529333333,18.5206,-0.796466666664,0.189733333334
303.37,9.55526666668,0.937333333333,-6.66666664e-05,0.535699999999,-1.25306666667,-0.346833333333,2.573,1.62606666667,21.2432666667,12.3194666667,19.0626666667,-0.784266666668,0.373
303.74,9.98553333333,1.40866666667,0.2702,0.984199999999,-0.916533333332,-0.0723333333333,2.7014,1.891,21.698,12.986,19.7588,-0.414733333335,0.511266666667
304.10,10.3562666667,1.59113333333,0.429466666667,1.27383333333,-0.839533333334,-0.0243333333333,3.01606666666,2.08873333333,21.8838,13.3137333333,20.2439333333,0.0194,0.634533333332
304.47,11.0162,2.20906666667,1.05066666667,1.76736666667,-0.628400000001,0.527749999998,3.49526666667,2.46433333333,22.5822,13.9617333334,20.9916666667,0.412400000001,1.2272
304.84,11.4552,2.99906666667,1.97626666667,2.6106,0.0393333333326,1.26583333333,4.2084,3.25473333333,23.6381333333,14.6902666667,21.7206666667,1.2684,1.996
305.21,10.9299333333,2.56186666667,1.68146666667,2.50746666667,-0.445066666666,0.655166666666,3.83766666667,2.70026666667,23.2838666667,14.6193333333,21.4242666667,0.850533333333,1.68133333333
305.58,11.1208,2.86833333334,2.0166,2.86833333333,-0.235066666666,0.709666666667,3.857,2.75106666667,23.211,14.8018,21.5174666667,1.03766666667,2.07546666667
305.95,11.7225333333,3.48366666667,2.50366666666,3.55183333333,0.261999999999,0.994833333333,4.47366666667,3.45453333333,23.765,15.6429333333,22.2416666667,1.737,2.67833333333
306.32,10.7473333333,2.62533333333,1.77966666666,2.9597,-0.7964,0.209083333334,3.7168,2.3698,23.6282666667,15.2506,21.6716,0.943933333333,1.8288
306.69,10.4031333333,2.4386,1.69133333333,2.7434,-1.1602,0.270416666667,3.5594,2.0254,23.8642,15.1622666666,21.5142666667,1.0324,1.711
307.06,10.4134666667,2.29186666667,1.73386666667,2.87496666667,-1.13613333333,-0.06225,3.56746666667,1.89333333333,24.5541333333,15.6552666666,22.0828,1.00646666667,1.46493333333
307.43,9.71106666667,1.81093333333,1.2628,2.506,-1.8992,-0.587333333333,2.69206666667,1.73273333333,23.9647333333,15.1737333333,21.2432666667,0.577466666667,1.02786666667
307.80,9.69786666667,1.67873333333,1.20866666667,2.5084,-2.04313333333,-0.827333333333,2.76253333333,2.0334,24.4124,15.2421333333,21.0551333333,0.508333333334,0.844066666665
308.17,10.3847333333,2.46626666667,1.85433333333,3.22206666667,-1.18666666666,-0.0346666666664,3.53273333333,2.8188,25.2572,15.9482666667,21.6227333333,1.0386,1.3258
308.54,10.0712666667,2.29046666667,1.80033333333,2.96796666667,-1.17646666667,-0.1115,3.24426666667,2.77186666667,25.0445333333,15.7574666667,21.2656666667,0.82,1.19426666667
308.90,10.67,2.80926666667,2.41406666667,3.50526666667,-0.601333333333,0.354416666666,3.78006666667,3.25593333333,25.5068666667,16.1855333333,21.7526,1.4004,1.77846666667
309.27,11.2079333333,3.75266666667,3.2794,4.0389,0.0912666666672,1.01691666667,4.63266666667,4.04313333333,26.1601333333,16.8368,22.6732666667,2.17513333333,2.26666666667
309.64,11.0815333333,3.65326666667,3.19973333333,3.91253333333,-0.283666666666,0.921416666666,4.52,3.79913333333,26.3507333333,16.7598666667,22.7460666667,2.02513333333,2.0252
310.01,10.4818,3.24646666667,2.65406666667,3.3372,-0.995266666668,0.572666666667,3.83886666667,3.22273333333,26.0033333333,16.2557333333,22.4407333333,1.34273333333,1.46913333333
310.38,10.8951333333,3.50313333333,2.83933333334,3.3757,-0.787066666667,0.810249999999,4.04326666667,3.69606666667,26.4351333333,16.4584666666,22.7778,1.62806666667,1.64346666667
310.75,10.9496666667,3.63233333333,2.9134,3.48463333333,-0.681266666667,0.898583333334,4.07873333333,3.98046666667,26.2050666667,16.5038666667,22.9966,1.55133333333,1.80106666667
311.12,10.7714666667,3.49806666667,2.6442,3.3146,-1.1536,0.702083333333,3.85773333333,3.93266666667,26.1423333333,16.2172666667,22.8988,1.54313333333,1.65553333333
311.49,10.9887333333,3.7154,2.89893333333,3.4981,-1.14606666667,0.739583333334,3.955,4.0748,26.2996666667,16.5842,23.3182666667,1.76046666667,1.45333333333
311.85,10.5315333333,3.39406666667,2.6424,3.2157,-1.63246666667,0.322666666666,3.59913333333,3.48526666667,26.0440666667,16.2796,23.303,1.4276,1.04033333333
312.22,9.91079999999,2.77066666667,2.28166666667,2.9492,-2.36713333333,-0.13575,2.99586666667,3.05013333333,25.7198,16.0264666667,23.2131333333,0.970066666668,0.527666666668
312.59,9.66180000001,2.50393333333,1.9726,2.87856666667,-2.641,-0.3925,2.84213333333,2.8342,25.8454666667,16.1271333333,23.6955333334,0.700466666667,-0.0321999999994
312.96,9.12326666667,1.93546666667,1.19933333333,2.31606666667,-3.21746666667,-1.32341666667,2.25793333333,2.18366666667,25.2276,15.8892666667,23.1762,-0.124200000001,-0.794066666666
313.33,9.49240000001,1.79346666667,1.31973333333,2.6945,-3.198,-0.888333333333,2.20813333333,2.2758,25.6599333333,15.8882666667,23.1388,0.219933333333,-0.515933333332
313.70,9.44646666666,1.64706666667,1.31593333333,2.73646666667,-3.08493333333,-0.686333333333,2.1438,2.38786666667,25.6732,16.1394666667,23.2157333334,0.3748,-0.583800000001
314.07,9.40126666667,1.63533333333,1.38513333333,3.01156666667,-3.11886666667,-0.5695,1.94813333333,2.35926666667,25.4334,16.3091333333,23.1904666667,0.429,-0.866933333333
314.43,9.54073333333,1.919,1.4824,3.3379,-3.06493333333,-0.375083333334,2.20113333333,2.3282,25.1024,16.4438666667,23.2832,0.4548,-0.891400000001
314.80,8.97653333334,1.19246666667,0.8638,2.77,-3.95306666667,-1.033,1.45553333333,1.8216,24.8638666666,15.9624,22.7323333334,-0.291200000001,-1.69966666667
315.17,9.87146666666,2.16486666667,1.91686666667,3.62906666667,-3.01373333333,-0.238333333334,2.12686666667,2.47973333333,25.6462,16.7668666667,23.5478,0.400399999999,-1.18266666667
315.54,10.0576666667,2.48806666667,2.17106666667,4.00583333333,-2.6032,0.0360000000008,2.59373333333,2.65133333333,25.9268666667,17.0412666667,23.6023333333,0.758733333333,-0.480266666665
315.91,10.0047333333,2.52533333333,1.86746666667,3.97673333333,-2.4576,0.265916666668,2.73826666667,2.63186666667,25.9217333333,17.078,23.4253333333,0.812733333333,-0.319333333335
316.28,10.3435333333,2.864,1.68353333333,3.9381,-2.44786666667,0.266000000001,2.9608,2.75773333333,26.0377333333,17.0392,23.3286,0.725666666667,-0.116066666665
316.64,10.9328666667,3.4208,2.2352,4.4946,-2.2838,0.461583333333,3.44993333333,3.16806666667,26.4332666667,17.5898666667,23.6248666667,1.12746666667,0.534533333333
317.01,11.2121333333,3.76346666667,2.51213333333,4.86793333333,-2.50246666667,1.0265,3.7048,3.47993333333,26.8329333333,17.781,24.0763333333,1.45653333333,0.762533333333
317.38,10.6351333333,3.46626666667,1.81193333333,4.33276666667,-3.31853333333,0.123166666666,2.9838,3.03306666667,26.0855333333,17.3511333333,23.9684,0.679466666666,0.128066666667
317.75,11.0789333333,4.00573333333,2.3222,4.8767,-2.77693333333,0.338833333332,3.47373333333,3.52213333333,26.1344666667,17.3585333333,24.2379333333,1.27733333333,0.5322
318.12,11.6395333333,4.46086666666,2.89506666667,5.3273,-2.30433333333,0.369416666667,4.1654,3.88973333333,27.1196666667,17.9025333333,25.0712666667,1.546,1.11273333333
318.49,11.5032,4.68573333333,2.81546666666,5.0529,-2.61433333333,0.175999999999,4.05226666667,3.6902,27.2801333333,18.1598666667,25.4399333333,1.38753333333,0.945133333333
318.85,11.7312666667,5.29353333333,3.31346666667,5.577,-2.0698,0.547166666666,4.55726666667,4.01006666667,27.3232666667,18.3383333333,25.5323333333,1.73126666667,1.4228
319.22,11.1479333333,4.81206666667,2.787,5.2281,-2.67666666667,0.325833333333,4.24073333333,3.78946666667,26.7068666667,17.9749333333,24.8922,1.0024,1.12273333333
319.59,10.7887333333,4.3664,2.52413333333,5.12463333333,-2.98213333334,0.139833333333,3.96953333333,3.5216,26.3308,17.7200666667,24.8854,0.580199999999,0.600533333333
319.96,11.0704,4.7706,3.22113333333,5.75436666667,-2.84406666667,0.509583333333,4.23046666667,3.75126666667,26.5239333333,17.9816,25.372,0.703466666666,0.723733333333
320.32,11.6285333333,5.59466666667,4.20626666667,6.65653333333,-1.92946666666,1.19958333333,4.84946666667,4.08393333333,27.0649333333,18.7341333333,25.8294,1.4702,1.22506666667
320.69,11.5318666667,5.6794,4.09146666667,6.56983333333,-1.95413333333,1.42491666667,4.96693333333,4.26473333333,26.9923333333,18.5648666667,25.7607333333,1.6998,1.0992
321.06,11.4474,5.9708,4.52833333333,6.80776666667,-1.36146666667,1.63883333333,5.32513333333,4.54873333333,26.9590666667,18.6485333333,25.6782,1.96673333333,1.4018
321.43,11.6942,6.04326666667,4.88686666667,7.0789,-0.844733333333,2.09908333333,5.69133333333,4.8164,27.4108,19.1051333333,25.8421333333,2.3328,1.42773333333
321.80,12.4632666667,6.788,5.22013333333,7.53163333334,-0.343933333335,2.7315,6.31253333333,5.25046666666,28.3257333333,20.0202,26.424,2.6404,1.68926666667
322.16,12.6409333333,6.9436,5.0544,7.73003333333,-0.375800000001,2.89325,6.29066666667,5.34126666667,27.9724,20.0592,25.9840666667,2.90806666667,1.81026666667
322.53,13.0834666667,7.45440000001,5.77346666667,8.53026666667,0.384133333335,3.45816666667,6.71473333333,6.0134,28.6264,20.4995333333,26.4936666667,3.5158,2.48786666667
322.90,13.6248,7.842,6.22473333333,9.27133333333,1.21293333333,3.9845,7.3342,6.37526666667,29.0643333333,21.2506,27.0521333333,4.15613333333,2.7926
323.27,13.5802,7.92866666666,6.2278,9.21809999999,1.3078,3.66933333333,7.27946666667,6.03566666667,28.9894,21.0974,27.1605333333,4.0148,2.6978
323.63,14.2276,8.58786666667,6.80826666667,9.77426666667,2.08053333333,4.19441666667,7.94166666667,6.60453333334,29.783,21.8680666667,27.6848,4.5594,3.24046666667
324.00,14.8368666667,9.2612,7.01893333333,10.0473666667,2.56873333333,4.32775,8.42793333334,7.18213333333,30.0688,22.1735333333,27.7834666667,5.0688,3.7802
324.37,15.1477333334,9.62126666667,7.26593333333,10.2414,2.7466,4.45275,8.78066666667,7.62373333334,30.2205333333,22.2889333333,27.89,5.19353333333,4.1114
324.74,15.7363333333,10.0484666667,7.84786666667,10.8374,3.2444,4.83416666667,9.21520000001,7.97739999999,30.5988666667,22.8479333333,28.1472,5.45306666667,4.45793333333
325.10,16.3086,10.4137333333,8.31340000001,11.2769333333,3.72333333333,5.211,9.61020000001,8.39306666667,31.424,23.6276,28.7748666667,5.78373333333,4.82893333333
325.47,16.5363333333,10.8275333333,8.72040000001,11.5632666667,4.09193333333,5.29691666667,10.1073333333,8.55173333332,31.4635333333,23.6168666667,28.5824666667,6.11493333333,5.17233333333
325.84,16.5656666667,10.9988666667,9.02353333333,11.7883666667,4.25,5.31233333333,10.2655333333,8.71686666666,31.3506,23.8533333333,28.6944,6.2028,5.32
326.21,17.1332,11.4667333333,9.60006666667,12.2555666667,4.75546666667,5.70366666667,10.8149333333,9.05926666667,31.8518666667,24.2222666667,29.2444,6.41493333333,5.73333333333
326.57,17.5624,11.9090666667,10.0293333333,12.6688,5.13213333333,5.993,11.2115333333,9.36126666667,31.8942666667,24.6768,29.3098666667,6.70326666667,6.09393333334
326.94,17.8120666666,12.3936666667,10.3599333333,12.8525,5.2864,6.08491666667,11.4244,9.65479999999,32.2760666667,25.0440666667,29.5155333333,6.84286666667,6.32886666667
327.31,18.2510666667,13.0626,11.0208666667,13.5235333333,5.81766666667,6.4765,11.9428666667,10.3182666666,32.8943333333,25.774,29.8425333333,7.61806666667,6.9666
327.67,18.1298666667,13.3847333333,11.1917333333,13.3956333333,5.70593333333,6.29825,11.7343333333,10.275,32.6072666667,25.5959333333,29.6004,7.57613333333,7.02626666667
328.04,17.6767333333,12.8671333333,11.0173333333,13.1373,5.33486666666,6.04875,11.5279333333,9.97413333335,32.2162,25.357,29.212,7.17713333333,6.62206666667
328.41,17.5392,12.7590666667,11.1186,12.9232,5.28713333334,5.97491666667,11.2974666667,9.91813333333,32.0358,25.0708666667,29.0826666667,7.01706666667,6.56973333333
328.78,17.2191333333,12.7475333334,11.0196,12.6511,5.27986666667,5.91391666667,11.064,9.78140000001,31.7463333334,24.7237333333,28.5058,6.8964,6.5554
329.14,17.2958666667,12.9888,11.0262666667,12.8877,5.2734,6.04875,11.0562,9.73033333333,31.6404666667,24.8613333333,28.5244,6.9738,6.5618
329.51,17.4457333333,13.2952666667,11.1592666667,13.0863333333,5.38213333333,6.26191666667,11.0680666667,9.81380000001,31.6990666667,25.1006666667,28.6507333333,6.82633333333,6.92513333333
329.88,17.1451333333,13.1326666667,10.9876666667,12.8973333333,4.96926666667,5.90275,10.7022,9.37499999999,31.5741333333,24.8148666667,28.4568,6.36566666667,6.72846666667
330.24,16.7205333333,13.1567333333,11.0521333333,12.5883333333,4.86946666667,5.76041666667,10.4069333333,9.3012,31.1137333333,24.6622,27.9954,6.32106666667,6.55133333333
330.61,16.2332,12.5124,10.7248666667,11.9141666667,4.4418,5.29358333334,9.89646666669,8.784,30.8478,24.0967333333,27.2957333333,5.90713333333,6.00686666667
330.98,16.1936666667,12.3417333333,10.7016666667,11.6475333334,4.2182,5.32033333333,9.67959999997,8.46666666667,30.6178666667,23.8596,26.9566666667,5.9114,5.8658
331.34,15.8303333333,11.9938666667,10.5108,11.0593666667,3.95773333333,5.08891666666,9.49680000001,7.89993333334,30.1324,23.3899333333,26.3413333333,5.28186666667,5.40286666667
331.71,16.123,12.1334666667,10.8436666667,11.346,4.19953333333,5.69925,9.85393333333,8.03913333333,30.4837333333,23.7496,26.6292666667,5.3394,5.53433333333
332.08,16.4508,12.7332,11.416,11.6904,4.88826666667,6.38491666667,9.92320000001,8.48160000001,30.7647333333,24.2664,27.0472,5.73006666667,5.9494
332.44,16.1045333333,12.3684666667,11.1933333333,11.2768666667,4.57746666667,5.93041666667,9.60466666668,8.04513333333,30.4170666667,24.3745333333,26.8770666666,5.30293333333,5.38273333333
332.81,16.0416,12.3062,11.1852666667,11.1494,4.59046666667,5.64833333333,9.43966666665,7.87366666667,30.1939333334,24.3462,26.9756,5.158,5.33053333333
333.18,16.1684,12.4420666667,11.5439333333,11.0597,4.70173333333,5.48258333333,9.44573333334,7.96500000001,30.0702,24.2947333333,26.9193333333,5.24206666667,5.48066666667
333.54,16.3172,12.5576,11.7121333333,11.1321666667,4.745,5.39833333333,9.40599999999,8.04326666667,30.2307333333,24.6612,27.2328666667,5.27606666667,5.1502
333.91,16.5465333333,12.8526666667,11.9464666667,11.2907,5.04653333333,5.65558333333,9.58453333332,8.44486666667,30.4358666666,24.9022,27.2984,5.51333333333,5.3688
334.28,16.7986,13.0762,12.0001333333,11.5838,5.33333333333,5.84608333334,9.80053333333,8.80540000001,30.7479333333,25.1574,27.4179333333,5.6582,5.401
334.64,16.6332666667,12.7911333333,11.7336,11.5428333333,5.04,5.41333333333,9.46459999999,8.51413333333,30.3814666667,25.0202,27.2020666667,5.25433333333,5.02
335.01,16.65,12.7496,11.5952666667,11.6981666667,5.04826666667,5.35658333334,9.51239999999,8.65013333333,30.5140666667,25.1740666667,27.1310666667,5.05473333333,4.98846666667
335.38,16.8311333333,12.7734,11.4558,11.9005,5.17126666667,5.37733333333,9.44673333333,8.84053333333,30.7707333333,25.4808,27.3914,5.11206666667,4.96706666667
335.74,16.5337333333,12.4263333333,11.1369333333,11.7460666667,4.8592,4.77808333333,9.08319999999,8.4224,30.4956,25.2737333333,27.0684,4.98866666667,4.61933333333
336.11,16.6408666667,12.416,11.1111333333,11.8055,4.6188,4.42508333333,9.20553333334,8.20426666667,30.6008,25.4006,27.0154666667,4.7998,4.48326666667
336.47,17.1865333334,12.7975333333,11.5471333333,12.37,5.14826666666,4.952,9.63953333333,8.63806666666,31.0814666667,25.8818666667,27.3876666667,5.30773333333,5.03986666667
336.84,16.9620666667,12.5834,11.4903333333,12.3292,4.8364,4.703,9.48213333333,8.46513333334,31.0772666667,25.8659333333,27.334,5.02073333333,4.89353333333
337.21,16.5679333333,12.1362666667,11.073,11.9770666667,4.43173333334,4.29,9.13713333333,8.12460000001,30.9519333333,25.7880666667,26.9596666667,4.5146,4.5272
337.57,16.3373333333,11.9975333334,11.1884666667,11.8187333333,4.434,4.29591666667,9.04993333332,8.27846666666,30.6678,25.5818666667,26.6164666666,4.48406666666,4.70373333333
337.94,16.0137333333,11.6196,10.9666666667,11.6636333333,4.1808,4.00966666667,8.73833333333,7.95986666667,30.4205333333,25.4678,26.4156,4.15573333333,4.38166666667
338.31,15.896,11.4599333333,11.1154,11.6603333333,4.11666666667,3.97866666667,8.65293333333,7.72560000001,30.3194666667,25.4761333333,26.3784,4.0664,4.50486666667
338.67,16.0599333333,11.7572666667,11.3009333334,11.8730333333,4.334,4.19016666667,8.77419999999,7.97373333333,30.7004,25.8787333333,26.7166666667,4.25253333333,4.7468
339.04,15.6405333333,11.6977333333,11.1505333333,11.5702333333,4.1606,3.80108333333,8.51373333333,7.56846666667,30.3979333333,25.7151333334,26.5982666667,3.84953333333,4.50873333333
339.40,15.6855333333,11.7672,11.2906666667,11.4329333333,3.98026666667,3.57475,8.51753333334,7.42186666666,30.1330666667,25.7628666667,26.4004666667,3.70786666667,4.51873333333
339.77,15.5514,11.5712,11.1522,11.0721333333,3.85073333333,3.27333333333,8.35486666667,7.34439999999,29.7474666667,25.5145333333,26.1614,3.22853333333,4.25133333333
340.14,15.1908666667,11.1274,10.8098,10.7761,3.61746666667,3.06291666667,7.98046666667,7.08826666666,29.3430666667,25.1327333333,25.8539333333,2.93306666667,4.0452
340.50,14.9244666667,10.9922,10.5868666667,10.7593,3.40586666667,2.79016666667,7.73740000001,6.86026666667,28.9111333333,24.8457333333,25.5778,2.80706666667,3.85966666667
340.87,15.3744,11.5096666667,11.0024666667,11.1412666667,3.7862,3.2155,8.10993333334,7.25246666667,29.2451333333,25.3864666667,26.0024666667,3.07366666667,4.0278
341.23,15.5993333333,11.6054,11.2286666667,11.2677,3.9284,3.37083333333,8.34693333334,7.43186666666,29.1956666667,25.4888,26.1524,3.16906666667,4.1974
341.60,15.5475333333,11.499,11.0657333333,11.0151666667,3.7934,3.1835,8.29326666667,7.195,29.1420666667,25.4675333333,26.0670666667,2.93273333333,3.97146666667
341.96,15.645,11.6286666667,11.0975333333,10.8815333333,3.73613333333,2.94808333333,8.31279999999,7.06953333333,29.0484666667,25.3649333333,25.8377333333,2.98893333333,4.06313333333
342.33,15.5303333333,11.5130666667,10.8347333333,10.5101666667,3.3274,2.51458333334,8.255,6.97373333333,28.968,25.3680666667,25.6810666667,2.64933333333,3.79713333333
342.70,15.8327333334,11.8873333333,11.3636,10.8083666667,3.62086666667,2.93908333334,8.68206666667,7.3784,29.2343333333,25.6361333333,25.9380666667,2.96046666667,4.1618
343.06,16.0269333333,11.8524666667,11.6848,10.7794333334,3.7496,3.15025,8.77893333333,7.63906666666,29.1478,25.6496,25.9514666667,3.1182,4.25266666667
343.43,15.9988666667,11.8884,11.653,10.7964333333,3.83693333334,3.3525,8.75200000001,7.79966666667,29.1953333333,25.5665333333,25.8348,3.15266666667,4.27486666667
343.79,15.9124,12.0032,11.6302,10.8677,3.81733333333,3.43325,8.64020000001,7.79120000001,29.2457333333,25.6934666667,25.888,3.19546666667,4.33093333334
344.16,16.029,12.1007333333,11.7095333333,10.8868666667,3.8584,3.34266666667,8.67633333333,7.81886666667,29.2551333333,25.8520666667,25.8092666667,3.2368,4.19073333334
344.52,15.7270666667,12.0274666667,11.6084,10.5545666667,3.66246666667,3.16475,8.42886666666,7.75466666667,29.2782,25.8013333333,25.7484666667,2.95113333333,3.95966666667
344.89,15.5782,11.9063333333,11.6354,10.4897,3.74993333333,3.18358333334,8.37506666667,7.78633333333,29.2135333333,25.6092666667,25.5312,3.052,3.96873333333
345.25,15.4614,11.9437333333,11.5488,10.5128,3.7436,3.26283333333,8.32300000001,7.75893333333,29.0359333333,25.5641333333,25.4974666667,3.0462,3.90246666667
345.62,15.4807333333,12.0837333333,11.5992,10.6707666667,3.8,3.34741666667,8.29380000001,7.88046666666,28.9518,25.7384,25.6463333333,3.25953333333,4.00393333333
345.99,15.1945333333,11.823,11.4519333333,10.5364,3.6004,3.33716666667,8.12606666667,7.82606666667,28.7058,25.6597333333,25.431,3.1072,3.8088
346.35,15.0317333333,11.7916,11.3975333333,10.5735666667,3.68953333333,3.36116666666,7.91513333333,7.67246666667,28.5974666666,25.6001333333,25.4384,3.18426666667,3.80593333333
346.72,14.8760666667,11.6843333334,11.1330666667,10.4123333333,3.63166666667,3.21833333333,7.76426666667,7.65793333333,28.1690666667,25.4527333333,25.2099333333,3.06526666667,3.67733333333
347.08,15.2908,12.1698666667,11.4770666667,11.0521333333,4.07693333333,3.66091666667,8.174,8.20426666665,28.5584666667,25.9382666667,25.6348,3.6066,4.16273333333
347.45,15.2713333333,12.2983333333,11.6082,11.1871333333,4.24146666667,3.71008333333,8.21919999999,8.43226666666,28.5338,26.0934,25.799,3.77986666667,4.25166666667
347.81,15.3592666667,12.2997333333,11.6961333333,11.2152333333,4.25173333334,3.69016666667,8.30899999999,8.52393333333,28.7542666667,26.3137333333,25.9043333333,3.8782,4.23633333333
348.18,15.4806666667,12.5530666667,11.8132666667,11.2394666667,4.37633333334,3.86375,8.37039999999,8.67133333335,28.7886,26.4116666667,26.1362666667,4.0398,4.45813333333
348.54,15.3481333333,12.4662666667,11.645,11.3439333333,4.249,3.74908333334,8.3804,8.55406666667,28.6252666667,26.5341333333,25.9883333333,3.98366666667,4.38666666667
348.91,15.3849333333,12.6322666667,11.6960666667,11.5274333333,4.2466,3.79883333333,8.39593333334,8.6006,28.7542,26.9584,26.1295333333,4.08286666667,4.54326666667
349.27,15.7449333333,13.1234,12.1197333333,11.9610333333,4.6748,4.22416666667,8.78133333333,9.09886666665,29.2114666667,27.4092,26.5846666667,4.71066666667,4.96686666667
349.64,15.7240666667,13.0830666667,12.0,11.9539666667,4.51586666667,3.90158333333,8.63853333333,8.98593333335,29.175,27.3614,26.3907333333,4.5772,4.7202
350.00,16.0367333333,13.4403333333,12.206,12.1576333333,4.9324,4.01058333333,8.97733333333,9.32926666667,29.5026666667,27.7480666667,26.8962,4.77426666666,4.9986
350.37,16.294,13.6498,12.4398666667,12.3558666667,5.12,4.19216666666,9.10153333333,9.68353333333,29.6273333333,28.0654666667,27.0750666667,4.92093333333,5.05373333333
350.73,16.2512,13.5207333333,12.5125333333,12.2669333333,5.071,4.09075,8.98693333333,9.5238,29.6047333333,27.9787333333,27.072,4.8986,5.05066666667
351.10,15.9484666667,13.4643333333,12.2046,11.9022,4.79713333333,3.65316666667,8.72766666667,9.0654,29.2064,27.7047333334,26.7272,4.54026666666,4.73673333333
351.46,16.0,13.4892666667,12.3673333333,12.0779666667,4.76986666666,3.58491666667,8.72453333333,9.02646666667,29.3031333334,27.8591333333,26.9533333333,4.58866666667,4.73966666666
351.83,16.3403333333,13.7148666667,12.5652666667,12.2289666667,4.91966666667,3.75883333334,9.01606666667,9.23186666667,29.3674666667,28.1726666667,27.2541333333,4.7792,4.8794
352.19,16.2489333333,13.6233333333,12.7780666667,12.2905666667,4.98126666667,3.69458333333,9.01726666667,9.3224,29.3573333333,28.3471333333,27.347,4.81613333333,4.7962
352.55,16.5194666667,13.7428,12.8938666667,12.2921666667,5.04853333333,3.83891666667,8.99873333333,9.44326666666,29.4582,28.5044666667,27.4458,4.899,4.83386666667
