wavelength,Back_SpoAlbm,Belly_SpoAlbm,Breast_SpoAlbm,Crissum_SpoAlbm,Crown_SpoAlbm,DorTail_SpoAlbm,Patch10_SpoAlbm,Patch11_SpoAlbm,Rump_SpoAlbm,Throat_SpoAlbm,WingTip_SpoAlbm
189.81,30.4139777778,44.5494666667,45.8353636364,48.4685333333,31.8018666667,36.1869843137,41.9818666667,48.1531333333,40.991,32.958,38.9641333333
190.19,33.0549375661,48.5089333333,50.5620969697,53.4209333333,38.3332666667,38.387545098,45.2193333333,54.4298,44.3420666667,38.7816888889,44.035
190.57,36.342642328,51.5314,54.0787090909,55.946,45.6756,44.2843882353,51.3514,65.4503333334,51.2612,45.4254592592,52.2972666667
190.95,44.5155248677,56.7337333333,57.7059393939,61.0739333333,51.4989333333,48.8091019608,57.8524,73.5570666666,57.8076666667,52.7615777778,58.5682666667
191.33,43.6252433862,59.1366,57.8372363636,61.1511333333,52.6619333333,49.913972549,60.0,75.9233333333,59.7122,54.4419037037,59.0887333333
191.71,35.7161291006,54.3102,53.3648424242,54.8851333333,45.8046,40.5003764706,56.5518,74.368,55.4022666667,50.2618148148,51.3793333333
192.09,36.8410338625,58.3497333333,57.1736787879,58.1517333333,50.6270666666,42.617054902,62.8383333333,85.4125999999,60.5282,55.2256222222,52.8052666667
192.47,32.5660910053,54.3209333333,51.1783939394,50.0616,45.6790666667,37.6471372549,55.1852,77.0987333334,56.4196666667,53.0862962963,47.2838
192.85,44.6694740741,68.2268666667,66.4862242424,63.9008,60.2128,47.4342039216,67.5176666667,92.8369333334,73.1205999999,68.4867111111,60.8510000001
193.23,48.4731925926,69.0720666666,64.3049757576,62.8865333333,64.9484666667,49.4844509804,65.6358,90.1717333334,74.7078666666,71.3478148148,62.6116666667
193.61,48.5471396825,69.4779333333,67.0025939394,64.3372,69.3977333333,48.0510313726,63.775,92.0482,78.3934666667,79.6519259259,67.3090000001
193.99,50.3438412699,68.6841333334,66.1882424243,66.5789333333,72.4562,50.3559294117,62.2806666667,95.4386666666,84.3859333333,88.1286666667,75.0
194.37,49.2505544973,66.1602666667,62.0944242424,62.6159333333,65.654,52.196545098,60.4218666666,89.2828,85.8228666667,88.6263777778,74.5148
194.75,47.721794709,68.8572000001,67.0389393939,64.7619333333,62.9523333334,50.6049960783,63.1427333333,87.8093333333,85.2381333332,91.8518000001,77.9047333334
195.13,44.9602306877,71.111,84.5328060607,70.9723333333,72.6389333334,57.8104823529,67.3611999999,101.5278,94.3054666668,105.277740741,93.8889333333
195.51,30.8597883597,59.3750000001,80.0189393939,68.75,64.5833333333,40.6985294117,47.0833333334,96.4583333333,93.5416666666,121.087962963,102.5
195.89,51.1161121694,107.9366,130.447478788,116.825333333,100.634866667,70.5323176471,74.9206666666,148.5714,142.539533333,193.68617037,184.7618
196.27,-4.05356459966e+14,3.19857928079e+14,8.66524205163e+14,5.7147949817e+14,5.03243140179e+14,2.50868963208e+13,-1.0661930936e+14,7.59129482645e+14,8.40160157759e+14,1.61208395752e+15,1.65473168127e+15
196.65,-375.820105821,-23.3333333332,554.848484848,443.333333333,183.333333331,64.3137254887,-306.666666667,440.000000001,493.333333333,1104.07407407,1236.66666667
197.03,-791.851851852,-393.333333334,241.212121211,20.0000000013,-340.0,-356.078431372,-693.333333334,93.333333334,26.6666666668,821.851851852,1003.33333333
197.40,387.216931216,321.333333333,-73.818181818,43.9999999998,222.666666667,207.137254902,314.666666667,66.6666666667,124.0,-280.740740741,-274.666666666
197.78,250.476182011,263.333466667,-77.0706363637,-17.7778666667,208.889,132.941207843,236.666733333,-8.8888666668,80.0000666668,-225.061614814,-248.8888
198.16,100.362095238,101.4036,-0.223284848606,30.5263333332,84.9122666665,72.5490627449,102.105266667,14.0350666666,44.2105999999,-43.1968296296,-37.8948000001
198.54,70.107242328,67.6923333334,15.9595757576,33.6752666667,63.2478,67.1191803922,69.0598666667,31.1112,50.5982666667,16.2963037038,15.7264666667
198.92,70.6040910054,76.8553333335,38.639369697,49.5597333333,72.0754666667,78.031882353,78.8678666667,54.088,57.7358666667,34.1438740741,48.0503333333
199.30,74.7066010581,76.8115999999,33.8338666667,45.5072,69.9998666667,89.9574823529,71.1594666667,43.4782,47.826,12.0611185186,53.9129333333
199.68,78.0747407407,74.0740666665,26.9022666667,43.1481999999,71.2963333333,95.5446196078,67.5926666667,32.963,29.0740666666,-5.53502962965,52.5926666666
200.06,99.2511957671,110.256266667,33.6829333333,60.7691999999,85.3845333334,120.407372549,82.5639999999,27.9486666666,23.8461999999,-21.8803777778,99.7436666668
200.44,213.968307937,255.555466667,28.2827636362,95.5556666668,257.777733333,320.130784314,194.444533334,-61.1111333332,-96.6666000001,-296.666592593,246.666733333
200.82,188.765320635,271.111,65.0505212123,93.3332666668,225.5556,369.803941176,168.889000001,-109.999933333,-146.6666,-310.617214815,230.000066667
201.19,-145.061830688,-254.444666667,-86.2626666666,-43.3332,-163.3334,-326.535843137,-120.0,144.4444,175.555533333,350.123459259,-233.3334
201.57,174.164865608,245.7142,174.199084848,159.047533333,234.285733333,361.120580393,165.7142,-57.1427333333,-92.3809333332,-245.608385185,233.333333333
201.95,-418.306926983,-626.666666665,-452.121242424,-506.666666666,-551.111133333,-810.588239217,-328.888933333,233.333266666,253.333333333,719.01237037,-535.555466667
202.33,-127.920154497,-162.051266667,-102.330987879,-105.128266667,-157.948666667,-196.289580392,-77.4357999999,48.7180666666,28.7178000001,161.196666667,-144.615466667
202.71,-1.08849841272,-20.9524,0.536884848492,6.6666699999e-05,-11.6191333333,-16.2352352941,7.80946666664,63.8094666666,51.6190666666,114.285644444,-8.38093333334
203.09,5.72689417992,-15.7142666667,9.23512727273,4.76193333335,-6.98426666668,-6.46123529406,9.99999999999,62.3808666667,46.8252666667,102.451511111,7.93653333332
203.47,-12.9381851852,-43.5555333333,-20.6060787879,-22.3703333333,-34.6666666667,-25.3070666667,-21.4814666667,27.1110666667,16.1481333333,59.0452296295,-10.0742
203.85,-1.39825608465,-25.2380666667,-8.39833333331,-10.7143333333,-17.4999333333,-11.7717647059,-7.26193333333,31.6667333333,13.3333333333,54.1006074075,8.33319999999
204.22,-21.2698888889,-41.4379333333,-25.3119151515,-29.5423333334,-37.5163999999,-37.9776588235,-26.4052,8.62753333332,-5.8824,39.2885333333,-0.261400000006
204.60,-38.621668783,-75.0876666668,-45.7414060605,-48.7717333333,-54.3859333333,-76.0887333333,-39.6490666667,-0.35066666672,-21.2281333334,34.2107111112,-12.6314666667
204.98,-483.794315344,-651.428600001,-495.497787879,-538.095266666,-516.190466667,-651.484600001,-456.190466667,-242.857133333,-363.809600001,-68.2541037038,-321.904933333
205.36,317.797061375,427.272733333,306.446387879,325.4546,338.1818,416.399254901,273.939466667,176.969666667,211.5152,58.3837037038,183.6362
205.74,190.326268783,247.222266667,180.631284848,180.0,188.055466667,242.532541176,163.611066667,135.8334,149.7222,74.7221111112,121.388666667
206.12,106.552380953,129.466666667,94.0484848484,97.3333333333,99.6,139.325490196,99.7333333334,88.2666666666,91.4666666665,54.0888888888,68.1333333334
206.50,82.2089947091,98.5,78.303030303,78.5833333333,77.8333333334,105.299019608,84.1666666667,77.6666666667,75.6666666666,50.0555555555,58.5833333333
206.87,87.6674010582,103.868266666,81.9228727273,81.6459999999,80.1646,115.018258823,87.4074666666,84.8560666665,80.2469333333,58.6738444445,62.2222666667
207.25,86.9896656084,103.7608,80.2098787879,75.9830000001,72.7349333333,109.572729412,84.1879999999,79.4870000001,78.8033333333,52.4596148148,63.0769333333
207.63,75.563936508,88.3895999999,71.1542727273,62.6967333333,62.9961333333,98.4313686275,72.2846,68.4643333333,66.3670000001,39.6754666667,51.4607333333
208.01,71.4752814815,85.0000666667,68.0477090909,61.4743333333,61.6024,91.0745921569,68.2052000001,65.1921333333,59.9358666667,38.3118518519,52.4359333333
208.39,70.6220677249,84.0841333333,70.7180181818,62.2824666667,59.8198666667,85.4583803922,67.8077333333,62.943,61.0812,35.6956222222,52.5525333333
208.77,77.1329164021,90.9035333334,74.0526848485,71.1527333334,67.7880666667,87.788090196,72.7103333334,70.9034000001,65.9188666667,36.1371111111,57.2586
209.14,77.4591428571,92.3810666667,73.213369697,73.1136666666,69.6703333333,92.2258274511,70.9890666667,74.7984666666,66.9597333333,32.5844592593,55.7508666667
209.52,80.9373164021,96.2289333334,80.7469212121,84.9158666667,75.5554666667,99.0890392156,82.2895333335,80.5387333333,78.7205333333,42.3119703704,65.7911333333
209.90,86.1015873015,99.6666666667,86.1151515152,90.0666666665,85.8,104.035294118,89.4666666667,87.1333333333,84.0,52.7555555556,73.1333333333
210.28,81.2870232804,94.1304000001,82.4966848485,82.3187333332,79.6377333334,93.8321607845,78.9855333333,77.9711333333,79.9274666667,45.2416074074,68.9128666667
210.66,81.0317661376,99.1228666667,86.5948727273,85.7894666667,84.0350666667,96.7750745099,78.5964666666,78.1578,81.0526666667,40.2339925926,68.4212666667
211.03,77.0328507936,98.2221999999,86.3596121211,80.3555999999,87.3777333333,91.9686313724,75.4667333333,75.8222666666,79.9112666668,35.387637037,62.8445333333
211.41,74.6494708995,92.4166666667,85.0984848485,80.0000000001,88.0000000001,92.549019608,74.6666666667,78.1666666667,77.2500000001,37.5462962963,59.8333333333
211.79,70.6223883598,86.1423333333,79.3190242424,74.3819999999,82.1722,84.4106745098,68.6890666667,74.6816666667,77.5281333334,40.025037037,60.9738
212.17,71.7683111111,85.7613999999,77.9948363636,70.535,84.1152,85.4080588236,73.498,74.3209333333,80.6583999999,40.7500074074,61.5638
212.55,62.0173227513,76.6665333333,67.661230303,59.0598000001,79.4016666667,80.1004941176,67.3503999999,69.4871333333,72.3931333333,40.4747703704,53.7606
212.92,53.1896772487,66.9136,65.955969697,51.6049333333,70.7817999999,73.3237294118,67.1603333334,61.4814000001,68.1481333334,38.8112074074,46.3374666667
213.30,53.8405195767,67.835,66.2418727273,50.1029333333,68.7970666667,72.4803607843,68.3848666667,60.7559333333,66.9416666667,40.8246148148,47.0791333333
213.68,48.9858465608,64.2570666667,63.5706969697,42.4899333333,63.3734666666,70.4795019608,65.5421999999,56.7872666666,63.1326000001,30.7541481481,42.4096
214.06,55.3536751323,73.3334666666,72.9017818181,46.3635333333,63.9394,79.6554901961,72.2221999999,57.4747333333,71.8180666667,27.1605185185,46.6664666667
214.44,68.4374973545,84.2708,86.9507272727,59.2708666667,79.1666666667,95.8946392156,90.7291333333,74.6875333333,82.9166666669,38.1946888889,59.1665333333
214.81,83.5627301586,94.9383333333,97.7554242425,68.6421333333,91.1111333333,112.106027451,99.1357333333,85.1851333333,94.6913333333,47.8600814815,70.8642000001
215.19,83.3515121694,86.3681333333,90.2397272727,70.7461999999,82.6865333333,103.816180392,90.8457333334,79.2039999999,82.3881333335,48.6568444445,76.1193999999
215.57,101.046159788,104.623733333,109.687139394,83.8709333333,95.4837999999,125.42687451,106.2366,97.6343999999,98.4945333334,66.0814,88.0644666667
215.95,127.056840212,134.999933333,139.520187879,107.916733333,118.055533333,163.161654902,132.916666667,119.722266667,115.4166,80.1542814814,106.389133333
216.32,110.08021799,119.247266666,121.368406061,92.1506000001,102.5806,139.513113726,105.914,109.139866667,102.473066666,73.3215703704,95.5914
216.70,114.773150265,120.437133333,121.152454545,89.9453999999,105.0272,144.333086275,105.1366,112.458866667,101.639266667,67.3467111111,94.3169333333
217.08,122.638362963,130.7344,119.558151515,88.2486666666,110.734533333,153.439811765,108.926666667,123.0508,105.762666667,71.0107777778,103.389933333
217.46,200.166751323,218.787866667,191.717369697,140.8082,179.595933333,245.371513725,178.788,208.0808,167.878733333,104.781051852,182.828266667
217.83,173.639884656,187.008466667,153.597593939,111.111266667,159.658266667,186.626494118,145.470266667,179.145266667,129.743533333,90.8451259259,143.931533333
218.21,186.71153545,211.282133333,163.659751515,95.3845999999,189.230733333,208.77834902,156.410266667,211.794933333,122.307733333,62.3075481481,140.769266667
218.59,213.833506878,263.030333333,186.556630303,111.818133333,224.545333333,244.313729412,192.7272,245.4544,141.8182,64.6801333334,177.2728
218.97,130.373677249,176.458333333,112.821969697,59.7916666667,132.916666667,156.12745098,127.291666667,153.125,82.5000000001,25.3240740741,116.458333333
219.34,142.213756614,208.0,127.490909091,66.6666666667,160.266666667,193.835294118,144.0,195.466666667,97.0666666667,26.5777777779,147.466666666
219.72,178.783068783,311.333333333,116.848484849,16.0000000001,262.666666667,258.156862745,174.0,315.333333333,66.6666666666,-114.074074074,216.0
220.10,-1248.88888889,-2640.0,-820.606060605,359.999999999,-2246.66666667,-2027.45098039,-1513.33333333,-2673.33333333,-193.333333334,1473.33333334,-2186.66666667
220.47,-46.3593079365,-96.5079333333,-37.3737454545,-1.58726666659,-74.6032000001,-84.3697333334,-65.7143333335,-116.508,1.58746666674,78.8006814815,-77.1426666666
220.85,-68.4722222223,-151.666666667,-80.6818181818,-38.7499999999,-108.333333333,-118.014705882,-112.5,-177.083333333,-18.3333333333,68.2407407407,-120.833333333
221.23,-4.3439153439,-55.6666666667,-17.3939393939,8.99999999993,-43.3333333333,-45.431372549,-20.9999999999,-86.6666666667,37.3333333333,114.703703704,-37.0000000001
221.61,53.0687830688,-6.66666666666,45.6363636363,102.0,-14.6666666665,-38.0,6.66666666674,-72.6666666667,141.333333333,308.592592593,27.3333333333
221.98,52.7218698414,13.7035333332,20.707030303,65.926,11.4814000001,-34.5752627452,28.5183333333,-19.2593333335,68.5185333335,180.493859259,25.5554666668
222.36,70.1058201058,-50.8333333333,-29.8484848485,73.3333333334,10.0000000001,-114.460784314,47.5,-87.5,123.333333333,365.092592593,46.6666666665
222.74,51.4285714286,1.00000000014,-0.151515151534,41.9999999999,31.6666666665,-22.5686274509,66.3333333333,-24.6666666668,73.6666666667,158.111111111,67.6666666666
223.11,33.9604708995,6.41966666661,-17.5982121212,18.7654666666,14.5678666667,-21.7865058824,43.7036666666,-32.3455999999,46.6666666667,105.322451852,56.2962666667
223.49,30.7612645503,-0.57959999994,-23.5836727273,21.4492666667,24.3477333334,-12.6853647059,31.3042666667,-33.3333333333,38.5506000001,119.001555556,84.3478000001
223.87,33.7215079366,-3.33339999999,-55.7576181817,-5.5554666668,42.7778666667,-74.3137529411,19.4445333333,-66.1111999999,54.4443333333,182.098681482,146.111066667
224.24,60.5502264549,58.2222,19.1514909092,28.0000666667,92.4443999998,-0.62748235296,55.5555333334,-4.00013333348,83.9999333335,208.592466667,163.111066667
224.62,145.008796825,125.185133333,86.5994666667,110.370333333,143.703533333,36.9063254902,110.370266667,35.5554666665,169.629666667,371.440088889,274.814733333
225.00,72.7426031747,76.6666666667,27.5253454545,29.4445333335,67.2222666668,-15.2287333333,53.3334,2.77800000006,98.3334666666,248.148237037,179.444466667
225.38,74.8677248677,136.666666667,-28.3333333335,5.0,148.333333333,-134.509803922,41.6666666668,-56.6666666669,230.0,604.259259259,373.333333333
225.75,-20.5727354497,10.5883333333,-28.4135878787,-26.6666,25.8823333333,-23.2296235294,4.31393333346,-37.2549333332,30.9803333333,104.488148148,70.9804666667
226.13,-28.589805291,-6.66666666666,-17.5231151515,-41.4491999999,15.0724000001,-24.7400431372,-7.5362,-46.6664666667,22.0292,43.8968666666,33.3332666667
226.51,-35.6357978836,-16.7678,-16.0513212121,-42.4241999999,-5.65673333328,-33.9630745098,-25.4544,-42.4241333333,-2.4242,12.7946296296,-0.807999999988
226.88,-33.3584253968,-20.5262666667,-11.4992848485,-31.7544666667,1.75453333332,-24.0144784314,-27.8946666667,-32.2806,-4.21059999998,11.4424444444,-10.5263333333
227.26,-39.1223481481,-33.1818666667,-14.7934909091,-42.1210666667,-9.69699999999,-27.8342,-36.6666666667,-41.6666,-18.0302,-0.35337777778,-24.8485333333
227.64,-55.9555555556,-50.9333333333,-31.1878787879,-57.4666666667,-29.3333333333,-42.6823529412,-44.4,-56.0,-28.0,-18.6962962963,-40.5333333333
228.01,-67.2545132275,-74.3208666667,-48.8889212121,-60.4937333334,-45.4322000001,-51.721082353,-47.1605333333,-70.1234666667,-42.8396,-29.7257481482,-49.6297333333
228.39,-154.018232804,-167.037066667,-123.939333333,-136.111066667,-134.074133333,-126.568647059,-119.8148,-162.037,-125.0,-102.139962963,-114.999933333
228.76,-103.826049736,-113.464133333,-73.1195515152,-86.6667333333,-88.6274666667,-89.9269647058,-81.9606,-98.1698666668,-81.0457333333,-64.2410888889,-69.0194666667
229.14,-55.8972148148,-65.7659333335,-33.0220848485,-39.0990666667,-44.7748,-43.8472196079,-38.9188,-52.4324666667,-42.3423333333,-31.5315481481,-33.8738
229.52,-54.0781216931,-64.7008666668,-31.6239818182,-38.9742,-43.5897333333,-42.0713529412,-40.8548,-52.4786,-42.4786666667,-31.5290444444,-35.6409333333
229.89,-72.4330518519,-90.3482666666,-49.7331939394,-58.0100666667,-68.7561333334,-66.3856627451,-60.2985333333,-77.4127333334,-69.1541333333,-52.0066814815,-56.02
230.27,-110.335032804,-128.518466667,-81.0212969696,-82.716,-107.037133333,-102.737866667,-93.0863333333,-114.814733333,-103.7038,-77.4621925926,-90.9876666667
230.65,-124.902232804,-133.605533333,-90.4142727273,-88.0271999999,-117.006933333,-111.740752941,-104.4898,-131.5646,-108.2994,-84.6410666666,-99.8641333333
231.02,-163.352752381,-152.9824,-113.42910303,-109.473733333,-160.701666667,-141.702807843,-134.386,-167.5438,-141.754333333,-114.541896296,-133.333266667
231.40,-147.993577778,-128.205133333,-96.6898787879,-76.7520666667,-140.854666667,-117.32507451,-105.47,-148.889066667,-122.393133333,-94.4158592593,-113.333466667
231.78,-144.690210582,-134.838733333,-100.781957576,-63.4408,-153.5484,-127.24857647,-105.806333333,-163.225866667,-144.516266667,-97.2520000001,-121.075133333
232.15,-107.746,-88.4444666665,-68.969690909,-25.5555333334,-120.000066667,-97.8431137254,-77.9999333333,-128.4446,-111.111133333,-53.5802666667,-87.1109333332
232.53,-50.519968254,-36.0974666667,-20.6504969697,5.20313333332,-58.8618666667,-42.1711411765,-34.1463333333,-72.8456,-55.9349333333,-15.8446296296,-40.3250666667
232.90,-66.9281883598,-58.2352,-53.8858242424,-12.1568,-89.4117999999,-47.0934431373,-41.9608,-108.6274,-85.0979333335,-29.0414222222,-75.2941333333
233.28,-72.9100857143,-48.9655333333,-54.9217454546,-12.8737333333,-103.448333333,-48.0867529411,-41.1493333333,-114.023133333,-92.4138000001,-18.9527333333,-78.6208
233.66,-23.0514645503,-5.98626666667,-18.3054909091,18.6395333333,-42.7209333333,-10.0360313725,-2.99326666665,-47.8911333333,-39.8638666667,1.01277037039,-25.5782
234.03,-19.1145798942,4.62579999999,-17.7488363636,31.1565333333,-28.2992666667,-0.7044,1.90466666666,-35.102,-23.4014,12.7287481482,-22.3128666667
234.41,-5.22206984128,8.04220000001,-8.97557575759,28.6774,-15.2381333333,6.99044313726,7.40733333334,-15.2380666667,-12.91,19.9998814815,-13.3334
234.78,-8.10287301587,-2.94120000001,-17.219230303,21.0784666667,-18.5294,-0.709278431386,0.882333333339,-18.4312666667,-23.5293333333,11.8301333333,-17.6471333333
235.16,5.62194497355,5.11640000001,-7.11058181817,26.7442,-3.87580000001,6.44782352942,9.0698,-4.26339999999,-6.74420000001,21.4210740741,-0.387599999994
235.54,0.387579894163,-0.67413333334,-14.920169697,14.3072,-11.7602666667,-3.54253333334,-2.6218,-5.91766666667,-11.9850666667,11.2025777778,-4.56940000001
235.91,-9.80213333333,-5.57973333332,-22.1015212121,3.98553333332,-19.4926666667,-12.3741960785,-11.7392,-11.3768,-16.8116,4.18678518518,-12.3914
236.29,-16.1436899471,-11.9296666667,-29.6779333333,-5.54393333332,-21.6842666667,-13.2672666667,-19.3683333333,-17.2632,-26.1753333334,-6.98633333334,-20.4209333333
236.66,-21.7011058201,-14.0502,-37.2696,-10.4658666667,-25.2329333333,-15.3108862745,-19.8565333333,-18.9248,-28.3871333333,-10.7686296296,-24.2294
237.04,-16.6076222222,-7.1068,-24.3797454545,-3.64786666667,-18.0503333333,-8.62743921569,-12.4528666667,-13.2076,-19.7485333333,-5.66732592593,-12.327
237.41,-24.5620486772,-15.7575333333,-32.2068121212,-9.29299999999,-24.8484,-17.2865176471,-17.3737333333,-19.7306666667,-27.138,-14.6127777778,-19.0574
237.79,-42.3655587302,-32.9031333333,-48.8433333334,-29.6056666667,-40.4301333333,-32.460372549,-34.4084666667,-33.3332666667,-41.8638,-30.4739185185,-32.903
238.17,-42.3646571429,-36.8420666667,-46.6664484848,-37.8946666667,-45.1929333333,-38.4437803922,-35.9999333333,-36.5611333333,-46.1052,-33.9337703704,-35.2280666667
238.54,-39.2873386243,-31.2246,-43.9950424242,-34.7618666667,-42.9252,-34.0734862745,-36.3266,-33.3332,-42.1088666667,-34.6637185185,-28.2312666667
238.92,-26.6026793651,-16.0960666667,-26.3009090909,-20.1803333333,-29.1291333333,-17.9968862745,-18.9789333333,-21.0210666667,-24.2042666667,-22.3022,-16.2162
239.29,-28.2715259259,-21.2121333333,-27.4782060606,-24.7933333333,-32.1213333333,-20.165372549,-19.5592666667,-24.8485333333,-24.9587333333,-27.3951037037,-18.1819333333
239.67,-13.4771216931,-11.3616,-13.6748,-11.7840666667,-17.8403333333,-5.95403529413,-5.02346666667,-14.1314666667,-11.8308666667,-12.8325037037,-3.94373333333
240.04,-0.632125925918,1.946,1.02864242424,0.576666666666,-4.03619999999,8.89658039214,6.37846666667,-1.18926666667,2.162,1.18916296296,10.6666666667
240.42,3.08022222222,5.62506666667,5.18396969697,4.76186666667,-1.01186666667,11.8784549019,9.43460000001,3.39293333333,7.79759999999,7.16274814813,13.006
240.79,8.59879365079,8.98346666667,9.32295757576,10.2126666667,4.56260000001,13.6975568627,12.3876666667,7.16313333333,10.8983333333,10.2548296296,15.9338
241.17,7.50953756613,8.31606666666,8.67424848485,10.4008666667,4.6278,13.3709490196,11.9358666667,6.64366666667,10.6298666667,8.98051111111,14.5933333333
241.54,10.3066719577,10.0581333333,12.0225393939,13.4108,8.64339999999,17.778227451,13.217,10.1743333333,12.8293333333,12.5000296296,17.5387333333
241.92,15.8528613757,14.9871333333,16.114569697,18.4495333333,13.5917333333,23.0693921569,17.9328,14.5563333333,16.5028,17.4773111111,21.4986
242.29,17.9676338624,17.8085333333,17.1897818182,21.0727333333,15.6321333333,25.0717882353,19.9540666667,15.7701333333,18.2529333333,19.472,22.7278
242.67,17.5846656085,17.5941333333,16.9960424242,20.6812666667,16.1738666666,24.7750078431,20.5361333333,15.3042,18.0434666667,19.0564518518,22.5942
243.05,17.7818857143,17.4675333333,16.8178181818,20.4928,16.6871333333,24.4270901961,19.6303333333,15.9754,17.7686666667,18.9731777778,22.3682
243.42,17.9583068783,18.2533333333,16.9115151515,20.84,17.5333333333,24.2964705882,20.0266666667,15.92,17.8133333333,19.7940740741,22.4133333333
243.80,15.2787301587,16.28,14.5696969697,18.28,14.9733333333,21.4439215686,17.3733333333,13.4933333334,14.7866666667,16.6237037037,18.72
