wavelength,Back_SchMelf,Belly_SchMelf,Breast_SchMelf,Crissum_SchMelf,Crown_SchMelf,DorTail_SchMelf,Rump_SchMelf,Throat_SchMelf,WingTip_SchMelf
520.72,12.9022,36.7086,28.1507333333,18.7144666667,13.8240666667,9.14393333334,12.5498833333,29.8848333333,11.4415666667
521.06,12.9285333333,36.7941333333,28.2075333333,18.7558,13.8550666667,9.16856666666,12.5793333333,29.9462333333,11.4858666667
521.41,12.9406666667,36.8483333333,28.2486666667,18.7738,13.8702,9.17066666667,12.6014166667,29.9844666667,11.4945333333
521.75,12.9533333333,36.921,28.3076,18.8216666667,13.9,9.1905,12.6358416666,30.0346666667,11.5109666667
522.10,12.9767333333,36.9820666667,28.3484666667,18.8490666667,13.9187333333,9.20876666667,12.6682583333,30.0769,11.5272666667
522.45,13.0004666667,37.0241333333,28.3862,18.8849333333,13.9496666667,9.22576666667,12.69375,30.1163666667,11.5380666667
522.79,13.0429333333,37.0678,28.4393333333,18.9179333333,13.9923333333,9.27296666666,12.74095,30.1479666667,11.5882666667
523.14,13.0628666667,37.0990666667,28.5040666667,18.9232666667,14.0151333334,9.27923333334,12.7656,30.1860666667,11.5989
523.48,13.0983333333,37.1348,28.5574666667,18.9438,14.0346666667,9.30493333333,12.7858666666,30.2291333333,11.6065333333
523.83,13.1021333333,37.1588666667,28.5809333333,18.9292666667,14.0176666667,9.30089999999,12.7775083333,30.2467666667,11.5938
524.17,13.0896,37.1579333333,28.5646,18.9045333333,13.9846666667,9.27066666667,12.7499666667,30.2412,11.5775
524.52,13.1096,37.2084666667,28.6154666667,18.9345333333,14.0130666667,9.29170000001,12.7633,30.2822333333,11.5873666667
524.87,13.12,37.2166666667,28.6265333333,18.9366,14.0221333333,9.29263333334,12.7634583333,30.3010666667,11.5771333333
525.21,13.1350666666,37.2848,28.6695333334,18.9604666667,14.0397333334,9.3165,12.7765166667,30.3363333333,11.596
525.56,13.1403333333,37.2906666667,28.6649333333,18.9524,14.0316666667,9.31719999999,12.7711583334,30.3583666667,11.5942333333
525.90,13.159,37.3346666667,28.7149333333,18.9617333333,14.0443333333,9.33626666667,12.7681833333,30.4159333333,11.6103333334
526.25,13.1834666667,37.4224666667,28.7902,18.9852666667,14.0688,9.35696666667,12.780325,30.4918,11.626
526.59,13.2232666667,37.5296,28.8714,19.0372666667,14.0958,9.37929999999,12.8055333333,30.5791,11.6391666667
526.94,13.2587333333,37.6406,28.9462666667,19.0843333333,14.1340666667,9.40720000001,12.8309333334,30.667,11.6651666667
527.28,13.2794666667,37.717,29.0022666667,19.1176,14.1572666667,9.42233333333,12.849,30.7264,11.6966666667
527.63,13.3084,37.7889333333,29.0640666667,19.1644,14.1854666667,9.4411,12.8719166667,30.7885333333,11.7284666667
527.97,13.3329333333,37.8576666667,29.1138666667,19.2086,14.2224666667,9.46803333333,12.9070166667,30.8557666667,11.7654333334
528.32,13.3304,37.8798,29.1266,19.2122,14.2303333333,9.47006666667,12.9037916667,30.8699666667,11.7703666667
528.66,13.326,37.8970666667,29.1362666667,19.2190666667,14.2219333333,9.46283333333,12.896175,30.8756666667,11.7768
529.01,13.3176666667,37.8814,29.1284666667,19.2164,14.2099333333,9.44466666667,12.8873916667,30.8634666667,11.7644
529.35,13.3183333333,37.9046,29.1524666667,19.2248666667,14.2166,9.43873333333,12.8870666667,30.8777333333,11.7720333333
529.70,13.3073333333,37.9222666667,29.1539333333,19.2331333333,14.2175333333,9.43496666666,12.8902166667,30.8708,11.7687
530.04,13.2892,37.9196666667,29.1418,19.2238,14.2064666667,9.42663333335,12.8885333333,30.8581333333,11.7674666667
530.39,13.2515333333,37.8601333333,29.0982,19.1872,14.1812,9.39746666668,12.8617166667,30.8027333333,11.7515666667
530.73,13.2369333333,37.8352666667,29.0808,19.1767333333,14.1662666667,9.40406666667,12.8601833333,30.7697333333,11.7569
531.08,13.214,37.8048666667,29.0497333333,19.1605333333,14.1572,9.39773333333,12.84425,30.7334333333,11.7416
531.42,13.1881333333,37.7744,29.0122,19.1299333333,14.1307333333,9.38596666667,12.82255,30.6949333333,11.7156333333
531.77,13.1756666667,37.7514666667,28.9880666667,19.0954666667,14.1225333333,9.37956666666,12.8021166667,30.6684,11.6965
532.11,13.1830666667,37.7846666667,29.0047333333,19.1058666667,14.1366,9.39043333333,12.8224583333,30.7015666667,11.7066666667
532.46,13.1814666667,37.7822666667,28.9968,19.0955333333,14.1398,9.39999999999,12.8248333333,30.6928333333,11.7082
532.80,13.2000666666,37.8508666667,29.0417333333,19.1148,14.1643333333,9.42463333332,12.83625,30.7449333333,11.7393
533.15,13.2132,37.8974,29.0723333333,19.1258666666,14.1806,9.43776666667,12.8475583334,30.7674666667,11.7432
533.49,13.2322666667,37.9182,29.0932666667,19.1385333333,14.1953333333,9.43943333333,12.8602666667,30.7852333333,11.7584666667
533.84,13.2466,37.9532666667,29.1049333333,19.1616,14.2107333333,9.44203333333,12.8603333333,30.799,11.7665
534.18,13.2712666667,38.0185333333,29.1424666667,19.1904,14.2342666667,9.45713333333,12.889075,30.8318333333,11.7802666667
534.52,13.2920666667,38.0498666667,29.1595333333,19.2084666667,14.2524666667,9.45796666667,12.8940416667,30.8497333333,11.7852333333
534.87,13.2951333333,38.0682,29.181,19.2157333333,14.2485333333,9.45259999999,12.8952333334,30.8578333333,11.7763666667
535.21,13.2958666666,38.096,29.1978666667,19.2202666667,14.2656666667,9.44780000001,12.9042166667,30.8587333333,11.782
535.56,13.3057333333,38.1614666667,29.2396,19.2534666667,14.2734666667,9.4506,12.910175,30.8870666667,11.7813666667
535.90,13.3136666667,38.1913333333,29.2494,19.2626,14.2744666667,9.44646666668,12.9093916667,30.8667666667,11.7885
536.25,13.3274666667,38.2685333333,29.2928666667,19.2947333333,14.296,9.45490000001,12.9303,30.9056333333,11.7977333333
536.59,13.3350666667,38.2878666667,29.3006666667,19.3026,14.3155333333,9.45063333335,12.94615,30.9080666667,11.7936333333
536.93,13.3494666667,38.3243333334,29.3114,19.3316666667,14.338,9.46993333335,12.9579666667,30.9132,11.8181
537.28,13.3500666667,38.3680666667,29.3233333333,19.3360666667,14.3463333334,9.48783333334,12.97195,30.9206,11.8238333333
537.62,13.3618666667,38.4152666667,29.3586666667,19.3492666667,14.3704,9.49843333333,12.98565,30.9288,11.8341666666
537.97,13.3855333333,38.4512,29.3800666667,19.3670666667,14.39,9.52520000001,13.001125,30.9623,11.8682
538.31,13.4044666667,38.4794,29.3904,19.3836,14.411,9.54503333333,13.0257916667,30.9844333333,11.8979333333
538.65,13.4363333334,38.5485333334,29.4082666667,19.4059333333,14.4526666667,9.59249999999,13.0665666667,31.0376,11.9541
539.00,13.4401333333,38.5787333333,29.4224666667,19.4091333333,14.4559333333,9.61593333333,13.056075,31.0621,11.9662
539.34,13.454,38.5711333333,29.4357333333,19.4053333333,14.459,9.63623333333,13.0700833333,31.0454666667,11.989
539.69,13.4754,38.6362666667,29.4774,19.4234,14.4669333333,9.65373333333,13.0776833333,31.0967333333,11.9975333333
540.03,13.5030666667,38.6654,29.5000666667,19.4464,14.4807333333,9.67666666665,13.0891583333,31.1309,12.0222
540.37,13.5139333333,38.6971333333,29.5143333333,19.4482,14.4854,9.69240000001,13.0939166667,31.1473,12.0353666666
540.72,13.5066,38.707,29.5240666667,19.442,14.4741333333,9.68813333335,13.092475,31.1652666667,12.0319
541.06,13.4956666667,38.684,29.5182,19.4326,14.4547333333,9.67486666668,13.0707583333,31.1474333333,12.0227
541.40,13.4998666667,38.6947333333,29.5291333333,19.4411333333,14.4416666667,9.67290000001,13.0746916667,31.1676666667,12.0253666667
541.75,13.4805333333,38.6942,29.5218666667,19.4386,14.4298666667,9.65863333333,13.061875,31.1594666667,12.0100333333
542.09,13.4398,38.6641333333,29.4707333333,19.4067333333,14.3937333333,9.61443333331,13.0272916667,31.1034333333,11.9775333333
542.43,13.428,38.6690666667,29.4739333333,19.4065333333,14.3828666667,9.59043333333,13.0142,31.0946666667,11.9717
542.78,13.4300666667,38.6993333333,29.4836666667,19.4138666667,14.3859333333,9.57650000001,13.022325,31.0987666667,11.9776
543.12,13.4148,38.7090666667,29.4631333333,19.4190666667,14.3782,9.54856666665,13.0140833333,31.0867666667,11.9768666667
543.46,13.4078666667,38.6915333333,29.4420666667,19.4158666667,14.3732666667,9.55463333333,13.012025,31.0578333334,11.9876333333
543.81,13.4125333333,38.7168,29.4584666667,19.4314,14.3857333333,9.55953333334,13.0319083333,31.0665666667,12.0040333333
544.15,13.3898,38.7108666667,29.4421333333,19.4281333333,14.3740666667,9.55079999999,13.0162916667,31.0359333333,11.9901666667
544.49,13.4073333333,38.715,29.4224,19.4430666667,14.3797333333,9.57303333334,13.0223416667,31.0132,12.0061333333
544.84,13.439,38.7988,29.4537333333,19.4782,14.4132666667,9.60296666665,13.0492666667,31.0657666667,12.0402666667
545.18,13.4224666667,38.7901333333,29.4112666667,19.4622666667,14.4101333333,9.59493333334,13.031475,31.0257,12.0241
545.52,13.4296666667,38.8317333333,29.4243333333,19.471,14.4308666667,9.60473333333,13.0406916667,31.0308333333,12.0311333333
545.87,13.4380666667,38.8791333333,29.4726,19.4974666667,14.4477333333,9.62799999999,13.06155,31.0668333333,12.0420666667
546.21,13.4340666667,38.8805333333,29.456,19.5041333333,14.4436666667,9.63476666667,13.065775,31.0430333333,12.0361666667
546.55,13.4294,38.8825333334,29.4497333333,19.5142,14.4478666667,9.64226666666,13.0699083333,31.0343666667,12.0387
546.90,13.4218666667,38.9159333333,29.4852666667,19.5212666667,14.4604666667,9.66536666665,13.07405,31.0541333333,12.0476333333
547.24,13.3954,38.8924666666,29.4646,19.513,14.444,9.6206,13.0486,31.0182,12.012
547.58,13.3531333333,38.8716,29.4367333334,19.474,14.4084,9.57696666667,13.0033833333,30.9785666667,11.9732333333
547.92,13.353,38.9000666667,29.4604,19.4885333333,14.408,9.55713333334,13.0147666667,31.0102333333,11.9760333333
548.27,13.3018,38.8965333333,29.4494,19.4684666667,14.3983333333,9.49543333334,12.990975,31.0131666667,11.9412666667
548.61,13.2674666667,38.8587333333,29.4204,19.4433333333,14.3972666667,9.47143333333,12.9676166667,30.9699666667,11.9131666667
548.95,13.284,38.8822,29.4513333333,19.4660666667,14.4142,9.48416666667,12.9973166667,30.9993666667,11.9244333333
549.29,13.2834,38.8902666667,29.4396666667,19.455,14.4004666667,9.47270000001,12.9849583333,30.9800666667,11.9140333333
549.64,13.2754,38.8986,29.4205333333,19.4501333333,14.3866666667,9.44463333335,12.9526416667,30.9658666667,11.8996333333
549.98,13.2626,38.892,29.4238,19.4328666667,14.3772,9.42426666667,12.9427416667,30.9624333333,11.8853
550.32,13.3090666667,38.9496,29.4736666667,19.4675333333,14.4114666667,9.45963333333,12.9673666667,31.0108666667,11.9278
550.66,13.3349333333,38.9752,29.464,19.4590666667,14.4332,9.46929999999,12.9595083333,31.0230666667,11.9224333333
551.01,13.3502,39.0290666667,29.4937333333,19.4657333333,14.45,9.486,12.967125,31.0756666667,11.9201666667
551.35,13.3742666667,39.116,29.5236,19.4796666667,14.4703333333,9.50159999999,12.9867833333,31.1084666667,11.9089666667
551.69,13.4115333333,39.099,29.4992666667,19.4698,14.4803333333,9.53533333333,12.9694416667,31.1088,11.9157666667
552.03,13.4474666667,39.1183333333,29.5408,19.4719333333,14.4887333333,9.57833333332,12.9908666667,31.1335,11.9412666667
552.38,13.4755333333,39.1889333333,29.5926,19.5149333333,14.5010666667,9.60823333333,13.0154916667,31.1980666667,11.9865
552.72,13.4688666667,39.2021333333,29.5986666667,19.5068666667,14.516,9.61273333333,13.0041666667,31.1893333333,12.0119333333
553.06,13.4911333333,39.2807333333,29.6701333333,19.5548666667,14.5598,9.64926666667,13.0352583333,31.2641,12.0529333333
553.40,13.5266666667,39.302,29.7084666667,19.5830666667,14.6029333333,9.71536666668,13.0751833333,31.2892,12.0866666667
553.74,13.5394,39.3249333333,29.7206666667,19.583,14.6172666667,9.74029999999,13.0849916667,31.3106333333,12.1011333333
554.09,13.5236666667,39.3504666667,29.722,19.5938,14.6282666667,9.7437,13.0957833333,31.3233333333,12.0899333333
554.43,13.5299333333,39.3664,29.7382,19.6132666667,14.6136666667,9.74823333333,13.1190416667,31.3371,12.0888
554.77,13.5507333333,39.4211333333,29.7803333333,19.6665333333,14.6441333333,9.77496666666,13.146275,31.3889333333,12.1500333333
555.11,13.527,39.3988666667,29.7722666666,19.6436666667,14.6262,9.75896666665,13.111075,31.3647666667,12.1452666667
555.45,13.4971333333,39.4696,29.8216,19.6898666667,14.6302666667,9.77366666665,13.1521583333,31.3847333333,12.1674666667
555.80,13.501,39.5337333333,29.8206666666,19.696,14.6318,9.76879999999,13.1503833333,31.3940333333,12.1623
556.14,13.4908666667,39.4904,29.7884666667,19.6814666667,14.6172666667,9.7463,13.1516416667,31.3492666666,12.151
556.48,13.5547333334,39.5672666667,29.8304666667,19.7244666667,14.6363333333,9.78216666667,13.1904416667,31.4048333333,12.1961666667
556.82,13.5856,39.5658666667,29.8427333334,19.7532,14.6618,9.81593333335,13.2128166666,31.4446333333,12.2356
557.16,13.6097333333,39.6662666667,29.8952666667,19.7963333333,14.6957333333,9.83149999998,13.24435,31.5096333333,12.276
557.50,13.6758666667,39.7557333333,29.975,19.8744666667,14.7690666667,9.88896666666,13.2849666667,31.5737333333,12.3288666667
557.85,13.716,39.7981333333,30.0129333333,19.8930666667,14.8030666667,9.9169,13.3014333333,31.5975333333,12.3486333333
558.19,13.7189333333,39.8303333333,30.0422666667,19.9006666667,14.8379333334,9.9152,13.3073916667,31.5930666667,12.3781333333
558.53,13.7501333333,39.8555333333,30.068,19.9067333333,14.8858666667,9.9588,13.3454166667,31.5896,12.3783666667
558.87,13.7915333333,39.8819333333,30.0790666667,19.9576,14.9262666667,9.99623333333,13.3934583333,31.6250666667,12.4359
559.21,13.8084,39.8663333333,30.0640666667,19.9458666666,14.9444666667,10.0179333333,13.3863166666,31.6246666667,12.4377666667
559.55,13.8156,39.8711333333,30.0698,19.9835333333,14.9632,10.0280666667,13.4012166667,31.6256,12.4709333333
559.89,13.7983333333,39.9316,30.0932,19.9850666667,14.9582,10.0249333333,13.3776083333,31.6376,12.4462
560.23,13.7418666667,39.9022,30.0692,19.9545333333,14.9221333333,9.99953333333,13.3455583333,31.6057666667,12.4041666667
560.58,13.7286,39.8998,30.0602666667,19.9076,14.8902666667,9.9657,13.3200333333,31.5461,12.374
560.92,13.7287333333,39.8774666667,30.0618666667,19.8681333333,14.8762,9.94443333333,13.2961083334,31.5412666666,12.3791
561.26,13.6622666667,39.8494666667,30.0088666667,19.7802,14.7847333333,9.87796666667,13.2299166667,31.487,12.3252
561.60,13.6288666667,39.8515333333,29.9933333333,19.7667333333,14.7232,9.85373333333,13.2091083333,31.4744333333,12.3071
561.94,13.6673333333,39.8829333333,30.0062666667,19.7788,14.7077333333,9.87293333335,13.2194333333,31.4986333333,12.3194666667
562.28,13.6506666667,39.9362,30.0148666667,19.7668,14.6699333333,9.841,13.2053333333,31.5236333333,12.3054333333
562.62,13.6548,39.9232666667,30.0214,19.7560666667,14.6574666667,9.84076666666,13.200975,31.5272333333,12.2850666667
562.96,13.6730666667,39.9818666667,30.0632666667,19.7864,14.6655333333,9.83303333333,13.2118,31.5684666667,12.3351333333
563.30,13.7018,40.0226,30.1268666667,19.8082,14.6968,9.86156666666,13.2350333333,31.6174333333,12.3497666667
563.64,13.7309333333,40.0182,30.1271333333,19.8182,14.6995333333,9.89513333333,13.2475416667,31.6440666667,12.3767666667
563.99,13.7040666667,40.0007333333,30.0826666667,19.7729333333,14.6761333333,9.85756666666,13.21605,31.6312333333,12.351
564.33,13.732,40.0479333333,30.1013333333,19.8254,14.7058666667,9.88203333334,13.2305916667,31.6780666666,12.3710333333
564.67,13.7289333333,40.0313333333,30.0850666667,19.8434666667,14.7115333333,9.91086666668,13.2313666667,31.6769666667,12.3564
565.01,13.8237333333,40.1270666667,30.1462666666,19.9444,14.8096,10.0124333333,13.309825,31.7762333333,12.4596
565.35,13.8702666666,40.1595333333,30.1828,19.9950666667,14.8576666667,10.0380666666,13.3519416667,31.821,12.4989666667
565.69,13.8632,40.1232,30.1683333333,19.9950666667,14.8795333333,10.0409666667,13.3455666667,31.8172,12.5029
566.03,13.8872666667,40.0962,30.1695333333,19.9988,14.8888666667,10.0609666666,13.3609833333,31.8093,12.5399
566.37,13.9187333334,40.1795333333,30.212,20.0461333334,14.9129333333,10.0931,13.4014666667,31.8711,12.5861666666
566.71,13.9124666667,40.1998666666,30.2151333333,20.0489333333,14.9173333333,10.1119666667,13.3949916667,31.8773,12.5738333333
567.05,13.9268,40.2394,30.2168,20.0706666667,14.9280666667,10.1371666667,13.4129916667,31.8889666666,12.6161333333
567.39,13.9772666667,40.2737333333,30.271,20.1274,14.9844,10.1864,13.4689083333,31.9113333333,12.6875333333
567.73,14.0467333333,40.3260666667,30.3384,20.2012,15.0522666667,10.2736666667,13.5464083333,31.9572333333,12.7655666667
568.07,14.0394,40.3454,30.344,20.2062,15.0538,10.2963666667,13.5435666667,31.946,12.7924
568.41,14.0461333333,40.4194,30.3560666667,20.2191333333,15.0563333333,10.2916333333,13.5425833333,31.9510666667,12.8083333333
568.75,14.0197333333,40.3818666667,30.3529333333,20.2064,15.0416,10.2721333333,13.544725,31.9364,12.7894
569.09,14.0512,40.4412666667,30.3828,20.2168666667,15.055,10.3122333333,13.5391416666,31.9536,12.8268333333
569.43,14.0508666667,40.4645333334,30.3829333333,20.2156666667,15.0498666667,10.3277666667,13.5543666667,31.9421333333,12.8375666667
569.77,14.0496,40.4388,30.3542,20.2147333333,15.0662666667,10.3413,13.5372583333,31.9491333333,12.8395
570.11,14.0541333333,40.3982666667,30.3578,20.1946,15.0673333333,10.3328333333,13.5159416667,31.9241,12.8531
570.45,14.1086666667,40.4232,30.3986666667,20.233,15.1324666667,10.3851666667,13.5665666667,31.9638,12.8973333333
570.79,14.1040666667,40.3871333333,30.3738666667,20.2109333333,15.1154,10.3923,13.5515333333,31.9474333333,12.8864666667
571.13,14.0924,40.4178666666,30.3645333333,20.2072,15.1022666667,10.3806666667,13.5414083333,31.9637,12.8601333333
571.47,14.0888,40.4346666667,30.3754666667,20.2268666667,15.1048,10.3803,13.5410916667,31.983,12.8679
571.81,14.1244666667,40.4742,30.4226,20.2412666667,15.1345333333,10.4258666667,13.582675,32.0337666667,12.9099333334
572.15,14.1519333333,40.4712,30.4536666667,20.2873333333,15.1612,10.4654,13.6243,32.0605666667,12.9558
572.49,14.1321333333,40.4327333333,30.4201333333,20.2762,15.1468666667,10.452,13.59885,32.0230333333,12.9485
572.83,14.1111333333,40.4089333333,30.408,20.2635333333,15.1398,10.4238666667,13.5881916667,32.0131333333,12.9511333333
573.17,14.1004,40.4092,30.4035333333,20.2581333333,15.1065333333,10.4039,13.5531666667,32.0226,12.9306333333
573.51,14.0886,40.4622666667,30.4318,20.2634666667,15.0806,10.3851666667,13.5575,32.0327,12.9258666667
573.85,14.0906,40.4965333333,30.43,20.2729333333,15.0804,10.4010666667,13.56815,32.0335,12.9232666667
574.19,14.0931333333,40.5222,30.4209333334,20.2735333333,15.0576,10.3847666667,13.552025,32.0291333333,12.9158666667
574.53,14.1251333333,40.5715333333,30.4548666667,20.3126666667,15.0871333333,10.3982333333,13.5762666667,32.048,12.9429
574.87,14.1238,40.5297333334,30.4496,20.2942666667,15.1079333333,10.4021333333,13.5796666667,32.0439666667,12.9559333333
575.21,14.1418666667,40.5246666667,30.4534,20.2964,15.1106,10.4028666667,13.5727666667,32.0205,12.9633
575.55,14.1642,40.5129333333,30.4362666667,20.3128,15.1256,10.4014666667,13.5914666667,32.0324666667,12.9608333334
575.89,14.1673333333,40.5382666667,30.4382666667,20.294,15.1174,10.3984333333,13.5919333333,32.0392333333,12.9487666667
576.22,14.1802,40.6307333333,30.5152,20.3209333333,15.1161333333,10.4092333333,13.6263916667,32.1042,12.9702
576.56,14.192,40.6601333334,30.5082,20.3460666667,15.1431333333,10.4530666667,13.667775,32.1035333333,13.0035666666
576.90,14.2369333333,40.7844666667,30.5904666667,20.419,15.2226,10.509,13.7270333333,32.1852,13.0788333333
577.24,14.275,40.8043333333,30.6194,20.4609333333,15.2655333333,10.5842333333,13.760575,32.2115,13.1345333333
577.58,14.2807333334,40.8667333333,30.6605333333,20.5018666667,15.3174,10.6428666667,13.7994083333,32.2709666667,13.1689333333
577.92,14.2614666667,40.8476,30.6280666667,20.4584666667,15.2878666667,10.6287,13.7943833333,32.2422,13.1553
578.26,14.2936666667,40.8810666667,30.6724,20.4955333333,15.3184666667,10.6511,13.8460833333,32.3027666667,13.1824333333
578.60,14.2715333333,40.9656666667,30.681,20.4992,15.2774666666,10.6446666667,13.83365,32.354,13.1712333333
578.94,14.2215333333,40.9910666667,30.6599333333,20.4676,15.2376666666,10.6269,13.816725,32.3481,13.1515
579.28,14.1682666667,40.9915333333,30.6481333333,20.4641333333,15.1939333333,10.5866,13.7703,32.3014333333,13.114
579.61,14.1538666667,40.9965333333,30.652,20.4764,15.2137333333,10.5889666667,13.7564083333,32.2947,13.1386
579.95,14.191,41.0156,30.6256666667,20.502,15.2648666667,10.6270333333,13.769725,32.2792,13.1524666667
580.29,14.1907333333,41.0426,30.6430666667,20.5121333333,15.2618666667,10.6269,13.757325,32.3168666667,13.1112
580.63,14.1891333333,40.9968666667,30.5996,20.4982,15.2329333333,10.6448333333,13.7672333333,32.2849666667,13.1109333333
580.97,14.1702,40.9744,30.5650666667,20.4475333333,15.2106666667,10.6082666667,13.7651,32.2597333333,13.0879
581.31,14.221,41.0034,30.5574666667,20.4554,15.2264666667,10.6265666667,13.7658583333,32.2577666667,13.1319
581.65,14.2683333333,41.1106,30.6412666666,20.5388,15.2873333333,10.7090333333,13.8251666667,32.3173666667,13.2118
581.98,14.1721333333,41.1018666666,30.5660666667,20.4298,15.2113333333,10.6507666667,13.7289333333,32.2495666667,13.1396666667
582.32,14.1483333333,41.0746,30.5364666667,20.4024,15.1668,10.6302666667,13.6890416667,32.1466,13.1069333333
582.66,14.1996,41.126,30.5826666667,20.4722666667,15.2154,10.6749333334,13.7444916667,32.2146,13.1556
583.00,14.2148,41.1886,30.6093333333,20.4708666667,15.2238,10.6748666667,13.750125,32.2672333333,13.1712333334
583.34,14.2886666667,41.2297333333,30.6622666667,20.4960666667,15.2584,10.7190666667,13.80205,32.3251333333,13.2428666667
583.68,14.2908,41.2803333333,30.6872,20.4960666667,15.2574666667,10.7044,13.807875,32.3580666667,13.2643
584.01,14.3161333333,41.2700666667,30.7206666667,20.5135333333,15.2531333334,10.7012333333,13.8309333333,32.3732333333,13.3034333333
584.35,14.3062,41.2585333333,30.7188666666,20.5214,15.2725333333,10.6857,13.810775,32.3297333333,13.2902333333
584.69,14.3062,41.3301333333,30.7508,20.555,15.2511333333,10.6916,13.7950916667,32.3554,13.3012
585.03,14.2251333333,41.2403333333,30.7205333333,20.5138,15.1943333334,10.6230666667,13.7517416667,32.3031666667,13.2388
585.37,14.151,41.1575333333,30.6357333333,20.4539333333,15.1165333333,10.5374,13.6730416667,32.2421666667,13.1642666667
585.70,14.1906,41.1982666667,30.6875333333,20.5374,15.1668666667,10.5748333333,13.7015166667,32.2617666667,13.2088333333
586.04,14.2452666667,41.272,30.7383333333,20.5852666666,15.2668,10.6031333333,13.7755916667,32.3314,13.2539
586.38,14.2662666667,41.3036666667,30.7813333333,20.6316666667,15.3062666667,10.6400333333,13.7802083333,32.3326,13.2843333333
586.72,14.3445333334,41.2858666667,30.8129333333,20.6969333333,15.399,10.7247,13.8634666667,32.3372333333,13.3784666667
587.06,14.2535333333,41.2270666666,30.7252666667,20.6282,15.3405333333,10.6978,13.7946666667,32.2558333333,13.2780333333
587.39,14.1841333334,41.1170666667,30.6594666667,20.5803333333,15.2692,10.6685666667,13.7171166667,32.1709666667,13.1887666666
587.73,14.1686666667,41.1209333334,30.6408,20.5475333333,15.2759333333,10.6961666667,13.6848,32.1265666667,13.1857666667
588.07,14.2001333333,41.1539333334,30.6908,20.5609333333,15.2895333333,10.7002333333,13.7025333333,32.1884666667,13.2177333333
588.41,14.2501333333,41.209,30.7576,20.5992666667,15.3804666667,10.7482666667,13.7508166667,32.2044333333,13.2816333333
588.74,14.3189333333,41.2984,30.8270666667,20.6911333333,15.4691333333,10.8360333333,13.8124583333,32.2602333333,13.3601333333
589.08,14.3967333333,41.3616666667,30.8966,20.7584,15.5621333333,10.9159,13.8655083333,32.3569333333,13.4676
589.42,14.4204,41.3912666667,30.9030666666,20.7562666667,15.5587333333,10.9562666667,13.8721166667,32.3915333333,13.4751
589.76,14.4470666667,41.3950666667,30.9106666667,20.7744,15.5544,10.9926,13.8479,32.4192,13.5092333333
590.09,14.3947333333,41.3452,30.8406,20.6874,15.4675333333,10.9098,13.776375,32.3979666667,13.4478333333
590.43,14.3015333333,41.3198666667,30.7710666667,20.5803333333,15.3548666667,10.8257333334,13.6510833333,32.3466666667,13.3653666667
590.77,14.3202666667,41.3320666667,30.757,20.5858666667,15.324,10.8207666667,13.6448333334,32.3557666667,13.3809333333
591.11,14.3868666667,41.4879333333,30.8468666667,20.6571333333,15.4094666667,10.8698666667,13.7125166667,32.4435666667,13.4982
591.44,14.3960666667,41.5478,30.8928666667,20.6772,15.4248666667,10.8616333333,13.721325,32.4868,13.494
591.78,14.4043333333,41.5673333333,30.8786666667,20.6724666667,15.4200666667,10.9104333333,13.723925,32.4879666667,13.4919
592.12,14.4120666667,41.551,30.8498,20.6872,15.4042,10.9523333333,13.7498416667,32.5171666667,13.4843
592.46,14.4155333333,41.4972666667,30.8173333333,20.6350666667,15.3598,10.9313,13.737125,32.4789333333,13.4629666667
592.79,14.3665333333,41.5011333333,30.8177333333,20.5944666667,15.3016,10.8969,13.7079166667,32.4416666667,13.3911333333
593.13,14.3542,41.4652,30.8110666667,20.5743333333,15.311,10.8719666667,13.7180666667,32.4554333333,13.395
593.47,14.3525333333,41.4864666667,30.8420666667,20.5962,15.3078,10.8939666667,13.7538833333,32.478,13.4193
593.80,14.4181333333,41.5539333333,30.9242666667,20.6437333333,15.4028666667,10.9903,13.84295,32.5548666667,13.4709666666
594.14,14.4951333333,41.6061333333,31.0056,20.7376,15.4834666667,11.0691,13.9473666666,32.6735,13.5365666667
594.48,14.5746666667,41.6948666667,31.1316,20.8386,15.5750666667,11.1502,14.0296916667,32.8063,13.6281666667
594.81,14.5861333333,41.6464,31.138,20.8378666667,15.5870666666,11.177,14.0597583333,32.8128666667,13.6315333333
595.15,14.5872,41.6209333333,31.1019333333,20.819,15.5643333333,11.1517333333,14.048075,32.8014333333,13.6400333333
595.49,14.6286,41.6625333333,31.1486666666,20.8470666667,15.5891333333,11.1473666667,14.0848666667,32.8334666667,13.6807
595.82,14.6321333333,41.7045333333,31.1808666667,20.8612,15.6138666667,11.1298666667,14.0842583333,32.8833333333,13.6969
596.16,14.6732666667,41.787,31.2418666667,20.9203333333,15.6486666667,11.1886333333,14.1369833333,32.9740666667,13.7480333333
596.50,14.7208666667,41.8174666667,31.2791333334,20.9818666667,15.7087333333,11.235,14.2016583333,33.0043333333,13.8151333333
596.83,14.7683333334,41.8803333333,31.3339333333,21.0393333333,15.7579333333,11.3058666667,14.2687416667,33.0350333334,13.8731
597.17,14.8192666666,41.9712,31.3819333333,21.1002,15.8219333333,11.3369333333,14.288475,33.0579333333,13.9299
597.51,14.7932666667,41.99,31.3711333333,21.0975333333,15.8075333333,11.3160333333,14.2815333333,33.0166333333,13.9420666667
597.84,14.785,41.9894666667,31.3459333333,21.0893333333,15.8225333333,11.3525333333,14.2924666667,32.9584666667,13.9691
