wavelength,Back_TacDelf,Belly_TacDelf,Breast_TacDelf,Crissum_TacDelf,Crown_TacDelf,DorTail_TacDelf,Rump_TacDelf,Throat_TacDelf,WingTip_TacDelf
194.75,-364.555555556,-584.166666667,-557.499999999,-766.666666665,-113.333333333,-441.666666666,-854.499999999,-530.351851852,-991.666666666
195.13,-133.743608889,-185.128133333,-177.692266667,-262.0512,-61.0257333333,-151.794833333,-320.307646667,-194.085385185,-301.5384
195.51,-42.5873066665,-99.4047666667,-61.6666333333,-128.333333333,-23.0951999999,-53.3333333332,-130.357106666,-85.100468148,-132.142733333
195.89,-40.2757777778,-90.2298666667,-68.3908333333,-125.287466667,-34.2528,-74.1380666668,-139.701206667,-108.250397778,-150.344866667
196.27,-8.51854666674,-37.2221666666,-22.0833666666,-60.4166666667,-8.47213333333,-34.3054333333,-73.9167266667,-47.1250051852,-75.1389333333
196.65,-5.12222222218,-25.2500000001,-9.33333333328,-70.0000000001,3.33333333335,-34.8333333333,-75.3666666667,-50.1611111111,-76.9999999999
197.03,-25.6032044444,-34.4047666667,-43.3333333334,-113.095266667,-18.8094,-44.7618,-113.071413334,-87.0897770369,-137.619
197.40,-11.6078444445,-21.5687666666,-23.2354333334,-85.098,-5.8823333334,-5.7844,-71.6862933333,-63.9824674075,-106.2744
197.78,-37.9733333334,-67.0666666667,-28.9333333332,-125.333333333,-28.5333333334,-40.1333333333,-109.066666667,-101.531851852,-154.666666667
198.16,-168.444324444,-270.7407,-165.926133333,-477.037066667,-160.740733333,-238.518566667,-378.22222,-332.205905185,-553.333333333
198.54,-97.7777777779,-275.666666667,-124.666666667,-404.666666667,-135.333333333,-132.666666667,-324.8,-267.059259259,-498.666666667
198.92,1321.55555556,2220.0,1498.33333333,2990.0,1573.33333333,1461.66666667,2198.0,2199.25925926,3226.66666667
199.30,235.487257778,382.3078,283.333366667,485.128333333,300.5128,263.077066666,335.692306667,357.207885185,561.538333333
199.68,129.277777778,180.3125,148.958333333,217.916666667,148.958333333,125.833333333,168.25,169.680555555,264.166666667
200.06,109.356755556,159.824466667,126.4034,186.491133334,122.456133333,97.6314666667,138.01762,136.288416296,222.807
200.44,83.2753644445,106.8494,84.1097000001,116.803733333,86.2101333333,72.6027666667,90.9863799999,97.1203148147,140.182733333
200.82,94.3788044444,119.0141,92.9107000001,120.6574,102.065733333,80.3285666667,98.1596200001,107.716183704,156.150133333
201.19,120.280742222,146.783633333,109.8247,150.5264,130.9942,105.555566667,125.15778,135.520480741,195.0876
201.57,95.4329155555,116.315933333,85.6140333333,113.333333333,102.8948,88.9034333333,99.9650200001,105.444431852,149.561333333
201.95,89.1173111111,109.490766667,81.2962666668,110.092533333,101.388933333,77.9167,95.07408,96.9587814813,147.962866667
202.33,88.4444444446,119.5555,82.5555333333,112.111,108.555466667,74.0555,92.7000399999,102.03705037,153.777733333
202.71,84.378328889,108.3333,80.946,100.720933333,105.855666667,77.7028333333,86.2704333335,95.7977896295,134.144
203.09,91.9292711111,113.703433333,84.5504333335,101.904733333,111.6402,77.4073999999,94.9841733335,102.17285037,147.301533333
203.47,98.7917066666,113.333366667,90.8334000001,111.770733333,117.499933333,82.5521333333,100.6773,117.514938519,153.3332
203.85,101.263168889,123.099366667,93.2747666665,111.462,131.228266667,91.5789999999,97.7309866668,127.147382222,155.555533333
204.22,103.529462222,127.712433333,92.6796999999,106.2744,137.9086,96.6667666667,95.7385466667,134.183048148,158.170066667
204.60,101.638071111,146.6666,99.5238666667,114.285666667,156.1904,85.2381000001,95.5808400001,153.764964444,181.9046
204.98,121.77792,183.809633333,120.3175,153.0158,214.920666667,91.7460666666,111.142953333,213.139349629,252.380933333
205.36,87.6983555557,163.2143,89.4048333334,114.047666667,175.238133333,80.4761666668,99.6191200001,170.80949037,184.761733333
205.74,543.777777777,1076.66666667,569.999999999,773.333333333,1250.0,497.499999999,551.166666667,1202.27777778,1213.33333333
206.12,-1145.11111111,-2043.33333333,-1228.33333333,-1666.66666667,-2430.0,-1230.0,-1250.66666667,-2718.37037037,-2433.33333334
206.50,475.61892,697.619033333,471.904900001,654.285666667,835.238133333,533.809499999,502.190493333,985.809421481,846.6666
206.87,-217.333382222,-326.944466667,-188.0556,-315.000066667,-404.4444,-264.444366667,-219.444446667,-500.475347408,-429.444533333
207.25,913.481528889,1421.11123333,738.888833333,1468.88893333,1764.44446667,1158.88876667,1042.44443333,2162.0987437,1853.33333333
207.63,1086.0,1971.66666667,916.666666667,2036.66666667,2623.33333333,1570.0,1487.0,2828.7037037,2436.66666667
208.01,430.666666666,1555.0,301.666666667,1546.66666667,2150.0,958.333333333,1225.33333333,2355.2962963,2160.0
208.39,-273.037040002,-1023.3334,-325.555499999,-1097.77766667,-1635.55566666,-763.333233334,-920.4445,-1673.50610741,-1633.33326667
208.77,1873.77777778,3553.33333333,1633.33333333,4300.0,6206.66666666,3253.33333333,3621.33333333,6136.37037037,5973.33333333
209.14,97.2307555556,270.256466667,86.9231,277.948733334,446.153933333,207.948666667,267.948646667,445.908848148,425.641266667
209.52,40.8333333332,171.041666667,48.5416666667,188.75,314.583333334,128.75,154.708333333,308.606481481,330.416666667
209.90,8.31736444446,81.9048333333,14.1667,82.6190666666,157.142866667,47.6191666667,83.5714266668,165.674568148,180.238066667
210.28,10.2463333333,82.5225333333,16.9370333333,56.7569333334,124.1442,34.9548666667,63.5675599999,113.631580741,139.639733333
210.66,-34.2400000001,85.6,-28.1333333333,18.3999999999,137.866666667,-17.7333333334,41.28,94.9303703704,160.266666667
211.03,-52.2319377777,68.4056666667,-18.6955000001,-0.5797333332,142.608666667,-40.1449333334,26.2608733333,102.447622222,142.8984
211.41,-138.444595556,90.2776333333,-51.6666666667,-45.5556,242.7778,-100.833333333,-27.5000066667,162.456728148,230.555466667
211.79,-314.444555556,125.5556,-176.666633333,-220.000133333,351.111066667,-283.888866667,-163.33334,284.11112963,405.555533333
212.17,-54.9059066666,73.5898333333,11.7947666666,-36.4102666667,229.743666667,-34.1027,-18.0513066667,202.364651111,227.692333333
212.55,-53.1357866667,101.111233333,33.7037000002,-31.1112666666,346.666666667,-27.7778333334,-14.6668933333,324.60086,336.2964
212.92,-285.629702221,115.555566667,-60.0000333334,-362.222066667,777.777733333,-306.6667,-311.999966667,670.321024444,846.666733333
213.30,-8.71111111106,228.0,112.0,-85.3333333333,606.666666667,10.6666666672,-99.9999999998,522.088888889,613.333333333
213.68,25.2777777777,102.916666667,66.2500000002,-69.1666666666,410.0,42.9166666666,-30.4166666667,354.75,354.166666667
214.06,330.444444445,461.666666667,455.0,23.3333333334,1800.0,416.666666667,45.9999999994,1373.18518519,1400.0
214.44,8.7070622224,23.3332333333,10.9091666666,29.9999999999,-117.575733333,-0.4546000002,44.0303666667,-97.4478340741,-79.3939333333
214.81,-57.7778355557,29.7222999999,-50.8333666666,-34.9998666665,-256.666733333,-72.4999333334,30.3889533332,-266.617303704,-206.111
215.19,-138.933333334,59.3333333333,-66.6666666666,-65.3333333332,-594.666666667,-109.999999999,55.9999999999,-627.97037037,-464.0
215.57,423.666666667,111.666666667,317.5,201.666666667,936.666666667,350.0,217.166666667,973.907407408,736.666666667
215.95,216.952333333,55.7142333333,168.571633333,108.5712,516.190533334,222.8573,105.142786667,530.306838518,354.285733333
216.32,177.62968889,-2.2222666668,51.1110666667,-95.5555333332,888.888933335,103.333266668,16.4445066668,914.54326,466.666733333
216.70,50.1988355555,30.0000333333,0.1753666666,-15.0878,140.7018,21.5789333333,8.56155333334,134.690131852,52.2807333333
217.08,-14.9155555555,-0.399999999926,-29.8666666667,-35.7333333333,78.9333333331,-3.33333333346,-14.5600000001,77.7540740742,13.0666666667
217.46,-17.7575866667,-18.3333333334,-31.5152,-33.9393333334,90.3030666667,3.03023333334,-9.00000666673,85.5219637038,-0.90919999994
217.83,-25.3967866668,-0.47610000006,-31.9047666667,-30.9523333332,129.5238,-9.2857,8.28573333334,143.10590963,-18.5713333333
218.21,-5.831111111,21.4666666667,-9.19999999998,-14.1333333333,82.6666666667,7.60000000008,19.2,100.515555556,4.26666666674
218.59,16.7074666666,36.1904666667,21.7006666667,11.8367333333,60.1361333334,18.1632999999,32.9659733333,69.2789051852,17.2789333333
218.97,11.7777377777,38.0952,26.4285333333,-3.49226666664,64.2856000001,14.5237,33.69842,69.4798022221,5.71440000002
219.34,16.1955555556,35.7333333333,26.0666666667,10.0,67.6,22.8666666666,37.0933333333,67.1288888889,12.6666666667
219.72,4.48313333334,28.9855666667,16.0144666667,2.02906666668,69.855,11.2317666666,28.4929466667,65.8534207407,2.46366666665
220.10,9.1026177778,33.4613,16.0897333333,8.33353333334,68.7179333333,10.6410333333,30.1922866667,60.5014340741,6.66673333333
220.47,13.9630044444,35.5556000001,20.9258333333,7.03699999999,87.9627333334,14.6297666667,35.6481866667,77.2696081481,8.70386666668
220.85,-8.66664888892,18.4615333335,13.0769333333,-4.10246666666,92.5641333332,-4.3588666668,20.8462466667,94.3419081481,-5.8974
221.23,37.6858177778,52.6437666667,41.2642666667,20.4597999999,122.988533333,25.8618999999,48.3447200001,113.925932593,22.0688666667
221.61,19.4733599999,48.2715666667,24.0740666667,-3.45666666668,109.135866667,3.0862333334,34.0987066666,99.0836103705,15.0618666668
221.98,26.6369333333,44.5553999999,46.1110333333,18.2220666667,121.111066667,16.4443999999,40.8888,88.7802985185,31.3333333335
222.36,-7.17454222206,-5.7142333334,40.4763333333,-82.8572666666,444.761933333,-27.1429333333,-5.61895333334,230.613701482,-39.9998666666
222.74,349.333328889,487.777766667,252.222266667,713.333466666,-686.666666667,390.000133334,408.444546666,-228.592677036,324.444400001
223.11,205.015866667,216.1906,213.333233333,331.4286,-253.333266667,248.095266667,215.33338,-63.0477,123.8096
223.49,144.177777778,90.9999999999,117.333333333,222.0,-138.666666666,155.666666667,140.4,-23.9407407407,63.3333333333
223.87,-380.296351111,-247.7777,-518.888866667,-746.666800001,346.6668,-490.000099999,-510.666653333,-6.197582222,-182.222266667
224.24,128.825484444,149.523633333,209.999966667,295.238266667,-118.095133333,197.142866667,204.952333333,-29.5132829629,35.2380666667
224.62,7.1111288888,-31.8518666666,-59.2592666668,-92.5927333333,211.851933333,-59.9997666666,-66.3703066667,152.518473333,119.259333333
225.00,70.7135288888,55.6140333334,42.2806333333,29.8244,148.771933333,39.6490999999,38.80698,153.485371111,144.210533333
225.38,42.2755555555,37.7333333333,33.7333333334,22.6666666667,98.6666666668,27.4666666667,17.5200000001,115.65037037,96.2666666667
225.75,90.7864533335,64.7438,71.2820333333,62.5640000001,127.1794,57.9488333332,44.7948666667,149.216600741,123.333466667
226.13,84.6194044444,39.697,52.4242999999,30.909,87.0705999999,43.9394333333,20.7272466667,122.11445037,95.9595333333
226.51,62.5131333333,36.1212666667,45.6364666667,35.7576,53.3333333334,42.3636666666,26.6425666667,87.2674237038,74.9090666666
226.88,49.8040577778,34.9510666667,41.1764,37.1569333333,44.2157333333,39.3136666667,28.4510733333,74.9292866666,59.8038666667
227.26,49.4179511111,39.6427333333,42.6587,39.6824666667,45.3174666667,43.4523333333,34.0871866667,70.9885948148,54.7618666667
227.64,53.1157333333,36.0283333333,41.7021666667,36.7375333333,45.3191333334,44.3263666667,34.7303733333,69.3403881481,58.6524
228.01,57.7533822223,37.4428,46.2101666667,38.5388,49.4978000001,54.8857666666,39.17808,84.5407259259,67.7625333333
228.39,50.3647911111,29.6580666667,39.7862333333,30.3419333333,42.4786,50.5555333333,30.99994,72.0474651852,56.0682
228.76,36.1948533333,20.7764333333,23.5617,8.31046666668,26.8492666667,39.452,16.1094866667,56.8918437037,41.4610666667
229.14,31.3258088889,13.3334333333,16.9349333333,-8.881784197e-17,23.9845333333,31.9156,13.2797133333,42.9783088889,36.2451333333
229.52,36.3302488889,10.5237666667,18.5713666667,-6.95233333334,21.5237333333,39.619,13.3810733333,49.255062963,39.7143333333
229.89,28.1627466667,5.91543333333,16.4319,-12.2067333334,17.1830666667,42.5821,8.48817333332,42.6719318519,32.9578
230.27,26.44456,17.1429666667,13.4285333333,-13.0475333333,17.5239333333,43.8571333333,11.5048533333,43.0657237037,33.6189333333
230.65,36.5887066667,30.18,25.0450333333,-3.15319999999,30.9908666667,43.9641666667,25.7387933333,49.6576525926,45.1351333333
231.02,53.9365777778,55.1429333333,37.3332666667,9.71433333334,46.8572,64.1428666667,41.2952466667,62.3968303704,64.0951333333
231.40,38.0944444445,34.3333333333,24.3333333333,-6.58333333334,29.8333333333,51.9583333333,26.2083333333,40.4481481481,44.25
231.78,30.3745911111,25.4762333333,13.3333,-19.3332666667,21.1426666667,49.6191,20.06658,31.0867874074,36.0952
232.15,29.3599022222,24.6031333333,16.7459333333,-10.7936,22.6191333333,44.3255,21.8887866667,28.6623,36.9049333333
232.53,29.1830355556,24.4133,13.4272666667,-17.1831333333,22.629,42.864,25.12678,29.7464622222,44.6008666667
232.90,40.4945155556,23.4272666667,24.1315666667,-2.72293333334,29.014,54.7417666667,35.6244333333,38.72712,55.493
233.28,37.0639066667,25.8585,23.0301,0.50493333334,29.798,53.6868666667,38.9191133333,33.7811896296,50.0002
233.66,44.6857733333,33.8094666667,30.3809333333,6.85719999999,38.7619333333,51.4286999999,46.4666866667,34.9333059259,58.9524666667
234.03,42.0564755556,35.3232333333,32.4376,4.47766666665,41.3930666667,46.3183666667,47.7810466667,34.1800555555,62.6864
234.41,29.6424933333,20.4831666667,22.0772,-3.76793333333,31.3043333333,33.2849666667,38.23188,22.9382281482,52.1738
234.78,16.26528,11.5590666667,2.95676666667,-22.0430666667,16.4516,21.0752333333,25.37624,10.211462963,38.3870666667
235.16,14.4370133333,-4.61103333333,-1.72216666665,-24.5556,12.2222666667,6.49996666666,16.4666933333,3.98890518517,32.1112
235.54,37.3401066667,17.0708666667,20.9595,7.57573333334,36.8686666667,20.9595333333,38.55554,26.5408466667,51.4140666667
235.91,38.1492933333,23.6814666667,26.4180333333,13.6318,38.6068666666,29.1543666667,41.4426533333,31.8430888889,58.8058666667
236.29,41.3089155556,31.0044666667,29.5889333333,18.1736666667,36.5296666667,33.8812333333,42.4838866667,29.1710281482,51.5982666667
236.66,42.6194177778,40.1066,35.2127,27.3758,41.8439333333,41.4183666667,45.4114466667,35.715462963,49.6453333333
237.04,37.3975466667,42.1109,29.8517666667,21.5556,36.2222,34.2220666667,40.1185933333,31.3266814815,41.8518
237.41,35.7689333333,38.5779,25.6444,13.5111333333,33.2444666667,31.0666,35.9377,30.5037977778,40.8889333333
237.79,25.9304133333,33.0847666667,14.6765666667,10.4476,25.8706666667,33.0845666667,30.4477733334,24.7296355556,34.0298666667
238.17,26.78444,30.2007666667,13.2931333333,15.3414,23.2128666667,31.4058,32.9478866667,27.20392,34.2971333333
238.54,42.6312222222,41.2878333333,27.2727666667,33.712,38.2574666667,48.2576333333,49.53786,41.295462963,51.6666666667
238.92,44.9581022222,38.5556333333,32.8518666667,34.7407333333,43.8518,53.5184999999,51.4962066667,42.8782051852,56.4445333333
239.29,37.7898,31.4415,27.8978666667,25.946,36.3363333333,48.7386666667,47.3153733333,38.297622963,51.892
239.67,23.6332755555,22.5889333333,21.5858,15.5987333333,25.7606,42.5243,37.85122,31.8532888889,48.4142666667
240.04,23.8147555556,20.5279666667,21.1666,12.6667333333,26.2222,38.2500666667,33.7498666667,26.0541525926,39.9998666667
240.42,22.1065111111,16.3243333333,19.4064,11.2786,25.1140666667,32.3973333333,32.0868266667,26.6235592592,36.3013333333
240.79,20.0204044444,13.0094333333,19.2952333333,10.6287333333,24.6476,30.2095,28.7885266667,24.3779614815,35.1999333333
241.17,21.3290666667,13.7263,19.3083333333,13.868,25.8176666667,31.5407666667,28.5974533333,26.4336925926,37.5472666667
241.54,22.0937644444,15.6526,19.924,15.7919333333,25.3486666667,32.5727333333,27.8631066667,25.9522688889,36.2993333333
241.92,23.3137333333,16.1421,20.1967666667,17.4425333333,24.6557333333,31.4972666667,26.9310333333,25.8576874074,35.0602
242.29,23.1125911111,15.6667666667,19.5055333333,16.7957333333,23.5915333333,31.7849,25.96136,25.6711933334,35.2472666667
242.67,19.6591111111,14.3251,16.7280333333,14.0491333333,19.6522666666,27.188,22.1410533333,22.0171837037,30.8383333333
243.05,19.4634355555,14.0340666667,16.4203666667,14.2803333333,18.0680666667,26.4869333333,21.3805533333,21.4327644444,29.3182666667
243.42,17.7866444445,12.1359333333,13.7068666667,12.9502,16.5135333333,24.5879,17.9713,18.7571059259,27.2221333334
243.80,18.6582133333,12.9711,12.0743,13.1521333334,15.326,24.0218333333,17.49266,17.7223214815,26.9022
244.17,19.5635644444,14.7606,13.4615,14.718,15.8462,24.4445,17.9896666667,19.044122963,28.205
244.55,18.2676088889,13.4697,12.6683,15.0212666667,14.4757333333,23.3247666667,15.91638,16.2818762963,27.9966
244.92,16.2267066666,10.7531,8.93393333333,11.6074666667,10.2876,20.8461,12.9069466667,13.5207696296,24.4838666667
245.30,14.4146755556,9.72209999999,8.34873333333,10.2932,9.36726666667,19.4599,11.8734066667,11.6046133333,22.2068666667
245.67,16.3781866667,10.9015,11.0620666667,11.9357333333,10.1748,20.4541666667,13.4451066667,13.1926296296,22.8231333333
246.05,14.3223644444,8.57956666666,10.0883333333,9.84853333333,8.96466666666,18.5922,11.82574,11.2376244445,21.7296
246.42,14.7821466667,9.61320000001,11.4870333333,11.1001333333,10.3813333333,18.6436666667,12.5718533334,11.9376059259,21.5794666667
246.79,14.2462444445,8.27090000001,10.6897333333,10.2949333333,10.0151333333,18.5607666667,11.8071533333,11.7359555555,21.5093333333
247.17,14.1567244444,8.69043333334,10.8180666667,11.0164,10.2790666667,18.1843,11.6151266667,11.7697488889,22.0519333333
247.54,14.6156577778,9.34670000001,12.0586333333,11.802,10.8017333333,19.1395666667,12.85764,13.0700837037,22.9998666667
247.92,14.3943555555,8.917,11.8171,11.4676666667,10.7604666667,18.8196,13.1528333333,13.1860725926,23.13
248.29,13.5341688889,7.91290000001,10.8059333333,11.0349333333,10.1805333333,18.1813666667,12.7643733333,12.6978659259,22.3427333333
248.67,14.0878977778,9.09766666665,11.4060333333,11.6161333333,10.9067333333,18.8653333334,13.4595266667,14.0377407407,22.9961333333
249.04,13.4937911111,9.27476666666,11.3107333333,11.3332666667,10.3604,18.6665666667,13.2874,13.7609911111,22.7206666667
249.42,14.04152,9.79329999999,12.2415333333,11.8038666667,10.6205333333,19.3603,13.99048,14.5957674074,23.5209333333
249.79,12.47408,9.24973333333,10.3487666667,10.5228666667,9.382,17.8448,12.6160266667,13.0670407407,22.5144
250.17,11.2249644444,8.48636666666,9.04606666667,9.44653333333,7.70326666667,16.6194333333,12.0235333333,12.3808725926,21.543
250.54,8.12266666667,5.82666666667,5.27333333333,5.98666666666,4.34666666666,14.5533333333,9.73066666667,9.42933333332,19.5066666667
250.92,7.25807111112,6.0027,4.97873333333,5.77693333334,3.50286666667,14.4915333333,9.44775999999,8.92052666667,18.7712
251.29,5.10956888888,3.91736666667,2.6755,3.48866666667,0.931333333333,12.2987,8.14925333333,6.96477333333,15.8758
251.66,5.98723999999,5.37953333333,2.36586666667,4.27073333333,1.47313333333,11.8154666667,7.70512666666,6.27134518518,14.8660666667
252.04,6.97209333334,5.30793333333,3.80623333333,4.83486666667,3.1982,13.2056333333,7.60819333334,6.64062370371,15.2253333333
252.41,6.21923555556,5.33336666667,3.62,3.67466666667,3.08526666667,12.8604666667,7.03728,6.22758518519,14.9611333333
252.79,3.4818888889,1.8294,0.780533333334,-0.650533333334,0.341466666668,10.9837666667,3.88946,3.22036074074,12.5692
253.16,4.80444888889,3.23163333333,2.903,2.31613333333,2.87953333333,12.1988,5.61034666667,4.74631259259,14.2099333333
253.54,8.37560888889,6.293,5.37370000001,5.4858,6.66659999999,14.2749,8.16898666667,6.75492740742,16.3079333333
253.91,9.99253333333,6.97373333334,6.51686666666,6.50193333333,8.10486666666,15.0636666667,9.26756,7.85684296297,17.5281333333
254.28,12.8994888889,10.0660333333,8.66373333332,8.97206666668,10.0881333333,16.7547333333,10.34078,9.44011259261,19.1041333333
254.66,14.5581244444,12.2909,11.5271333333,11.7473333333,11.9384666667,17.9736,11.8796333334,11.4976222222,20.9543333333
255.03,14.7736666667,12.3534,11.7890333333,11.6854,12.6205333333,17.3421666667,11.53376,11.2721044445,20.4602666667
255.41,16.6508755556,13.7240666667,13.8238,13.609,14.8505333333,19.5555,12.6146133333,12.7561688889,22.6514
255.78,17.1978133333,15.0627333333,15.3755666667,14.1158,16.1502666667,21.1032666667,13.4052466667,14.0122051852,24.1002
256.15,16.4455288889,16.5892333333,15.0232333333,14.3410666667,15.3953333333,20.6898666667,12.95342,13.9732244444,23.442
256.53,18.13512,18.2406,15.4194333333,16.0505333333,16.9562666666,21.8634666667,14.1456666667,15.7288918519,24.4840666667
256.90,17.7163866667,18.5498333333,15.4502,17.072,16.976,21.2852,14.45488,15.4739637037,24.0549333333
257.28,17.05976,17.5577666667,15.2436666667,16.1411333333,15.7692666667,20.5959666667,13.368,15.2364748148,23.2179333333
257.65,14.7038533333,15.04,13.4528666667,13.6292,13.1968666667,18.0432666667,11.6463133333,13.7593503704,21.5926
258.02,11.9843555556,12.4288,11.2144333333,12.0058,11.0817333333,15.9733666667,9.92236666668,11.9063155556,19.9608666667
258.40,10.6332088889,10.8386666667,10.0395333333,10.7598,10.3908,15.5599666667,9.32448666666,11.3721355555,18.9546666667
258.77,9.87645777778,9.24436666666,8.7773,9.5016,9.2368,14.7235333333,8.17056666666,10.657177037,17.8739333333
259.15,8.75834222222,8.40206666667,7.9021,8.5884,8.37726666666,14.0515,7.64651333333,9.87957185185,17.5219333333
259.52,8.50660444446,8.4334,7.5755,8.21093333333,8.0902,13.9752666666,7.89705333333,9.74607925927,17.2355333333
259.89,7.98384,7.61353333333,7.07366666667,7.53973333333,7.46913333334,13.1886666667,7.59589333333,9.33304074075,16.6019333333
260.27,7.25472888889,6.32796666667,6.4543,6.66653333333,6.6954,12.3486,7.34828666667,8.67301407407,15.5327333333
