wavelength,Back_PhrUnif,Belly_PhrUnif,Breast_PhrUnif,Crissum_PhrUnif,Crown_PhrUnif,DorTail_PhrUnif,Rump_PhrUnif,Throat_PhrUnif,WingTip_PhrUnif
551.01,9.1967,18.6032666667,16.6796666667,17.3055333333,9.38560000001,7.66813333333,9.92766666667,15.8725,6.95753333333
551.35,9.2089,18.6288666667,16.7052,17.3464,9.41853333333,7.69893333333,9.97013333333,15.8824333333,6.9766
551.69,9.22060000001,18.6383333333,16.7244,17.3617333333,9.43519999999,7.737,9.98700000001,15.9006,7.00273333333
552.03,9.18366666667,18.6201333333,16.7032,17.3463333333,9.42366666667,7.71726666667,9.95426666667,15.8849333333,6.9902
552.38,9.21279999999,18.6296,16.7240666667,17.3718,9.43493333333,7.73326666667,9.97333333334,15.8882333333,7.00606666667
552.72,9.24680000001,18.652,16.7524666667,17.3791333333,9.44853333333,7.75526666667,9.9848,15.9153333333,7.044
553.06,9.23976666666,18.6546,16.7504666667,17.3586666667,9.45040000001,7.75566666667,9.97846666668,15.8859666667,7.05066666667
553.40,9.25316666667,18.6954666667,16.7653333333,17.3670666667,9.45840000001,7.76133333334,9.99106666665,15.9026666667,7.0716
553.74,9.23013333333,18.681,16.7501333333,17.3524,9.44460000001,7.75593333333,9.97993333334,15.8999333333,7.0628
554.09,9.22506666667,18.6958,16.7602666667,17.3555333333,9.45253333334,7.7518,9.9816,15.9266666667,7.05633333333
554.43,9.21393333333,18.7016,16.7432,17.3231333333,9.4434,7.7396,9.96506666667,15.9245,7.04393333333
554.77,9.22213333334,18.6953333333,16.7435333333,17.3228,9.44753333333,7.75306666667,9.976,15.9310666667,7.058
555.11,9.2601,18.7571333333,16.8028,17.3469333333,9.477,7.79306666667,10.0060666667,15.9852666667,7.10653333333
555.45,9.2555,18.7615333333,16.7903333333,17.3476666667,9.46773333333,7.80046666667,10.0031333333,15.9789666667,7.1074
555.80,9.28769999999,18.775,16.8230666667,17.3552666667,9.47693333334,7.81126666667,10.0106,15.9921666667,7.10046666667
556.14,9.27859999999,18.767,16.8130666667,17.3278,9.46173333333,7.8134,10.0144666667,15.9887333333,7.11373333333
556.48,9.28353333333,18.7921333333,16.8290666667,17.3634666667,9.48933333334,7.82393333333,10.0216666667,16.0169,7.12273333334
556.82,9.30626666666,18.8243333333,16.8509333333,17.4028666667,9.50526666667,7.8368,10.0403333333,16.0734666667,7.13966666667
557.16,9.31433333333,18.8173333333,16.8562666667,17.4196666667,9.50606666667,7.84073333333,10.0488,16.0850333333,7.13693333333
557.50,9.3106,18.8126,16.8539333333,17.4059333333,9.50920000001,7.82266666667,10.0410666667,16.0791333334,7.1292
557.85,9.3231,18.8286666667,16.8458666667,17.4186,9.50153333333,7.84146666667,10.0437333333,16.0871333333,7.14133333333
558.19,9.30166666666,18.8024666667,16.8277333333,17.4168,9.49046666667,7.84346666667,10.0334666667,16.0422333333,7.1398
558.53,9.28560000001,18.7926,16.8207333333,17.3919333333,9.47566666665,7.81026666667,10.0152666667,16.0153666667,7.12886666667
558.87,9.26739999999,18.7504,16.7734,17.3726666667,9.45499999999,7.79313333333,10.0,15.997,7.10646666667
559.21,9.26250000001,18.7488666667,16.7778666667,17.3807333333,9.45786666667,7.78293333333,10.0046,15.9927,7.10673333333
559.55,9.26863333333,18.7367333333,16.7528666667,17.3729333333,9.43906666667,7.78073333333,10.0099333334,15.9788,7.13013333333
559.89,9.24956666667,18.7192,16.7349333333,17.3817333333,9.43093333334,7.7656,9.97213333333,15.9594333333,7.10246666667
560.23,9.23993333334,18.7078666667,16.7335333333,17.3770666667,9.42360000001,7.75786666667,9.96739999999,15.9312,7.09113333333
560.58,9.22083333333,18.6977333333,16.7230666667,17.3714666667,9.40866666667,7.7618,9.95273333333,15.9111666667,7.09113333333
560.92,9.17826666667,18.6701333333,16.7028666667,17.3554,9.37526666665,7.73173333333,9.91406666665,15.8602666667,7.0644
561.26,9.18636666666,18.6778,16.7225333333,17.3656666667,9.37913333334,7.75513333333,9.9164,15.8636333333,7.09326666667
561.60,9.15746666666,18.6518,16.7036,17.346,9.35006666667,7.7148,9.87926666667,15.8268666667,7.0706
561.94,9.16896666667,18.6833333333,16.7263333333,17.3492,9.36513333332,7.7132,9.87733333333,15.8405333333,7.06533333334
562.28,9.16280000001,18.6816,16.72,17.3541333333,9.36713333333,7.72273333333,9.87660000001,15.8361333333,7.07033333333
562.62,9.13086666667,18.6628666667,16.6942666667,17.3262,9.33613333334,7.68853333333,9.83300000001,15.7940666667,7.04826666667
562.96,9.13593333334,18.6743333333,16.7039333333,17.3254666667,9.32433333333,7.68173333333,9.81206666668,15.7975666667,7.05206666667
563.30,9.12819999999,18.6899333333,16.7181333333,17.3496666667,9.34499999999,7.6982,9.83033333333,15.8371666667,7.05713333333
563.64,9.15573333334,18.7314666667,16.7553333333,17.3534666667,9.373,7.73386666667,9.86046666668,15.8653333333,7.0954
563.99,9.15003333333,18.719,16.7405333333,17.3196666667,9.35160000001,7.73313333334,9.84599999999,15.8636666667,7.0954
564.33,9.14933333333,18.6970666667,16.7177333333,17.2987333333,9.34226666667,7.7298,9.84753333333,15.8481,7.0946
564.67,9.1722,18.6988,16.722,17.2898,9.35813333333,7.7548,9.87,15.8593,7.11726666667
565.01,9.1808,18.686,16.7052666667,17.2848666666,9.36553333333,7.75573333333,9.87713333333,15.8650666667,7.12573333333
565.35,9.17603333333,18.6960666667,16.6992666667,17.2862,9.37806666667,7.76033333333,9.87073333333,15.8787,7.13533333333
565.69,9.15963333333,18.6878666667,16.6938666666,17.2864666667,9.3654,7.763,9.8798,15.8874333333,7.13866666667
566.03,9.17583333333,18.7033333333,16.7062666667,17.2913333333,9.37493333334,7.7818,9.87820000001,15.8943,7.14366666667
566.37,9.18276666667,18.7131333333,16.7055333333,17.2946666667,9.38786666667,7.79026666667,9.88686666665,15.8789333333,7.1476
566.71,9.17576666666,18.6984,16.6843333333,17.2883333333,9.38539999999,7.79553333333,9.87793333335,15.8632,7.13906666667
567.05,9.18596666667,18.7092666667,16.6734,17.2804,9.38793333333,7.81173333333,9.8728,15.8458333333,7.14246666667
567.39,9.17250000001,18.6986666667,16.6483333333,17.2816,9.36579999999,7.7958,9.85293333333,15.8393333333,7.1292
567.73,9.13940000001,18.6746,16.6287333333,17.2629333333,9.35013333334,7.771,9.82526666667,15.8191,7.08946666667
568.07,9.12853333333,18.6685333333,16.6332666667,17.2562,9.35113333334,7.7646,9.8172,15.8177333333,7.07726666667
568.41,9.11813333333,18.6554,16.6237333333,17.2565333333,9.34146666667,7.76286666667,9.80246666666,15.8115666667,7.07413333333
568.75,9.13726666667,18.6878,16.6556,17.2964666667,9.35666666666,7.78033333333,9.82339999999,15.8480666667,7.08986666667
569.09,9.14606666666,18.686,16.6673333333,17.2988666667,9.3618,7.79653333333,9.84,15.8419333333,7.1074
569.43,9.16589999999,18.6996666667,16.6731333333,17.3027333333,9.35853333334,7.79813333333,9.83026666665,15.8402,7.12466666667
569.77,9.16686666667,18.7012666667,16.6793333333,17.3104666667,9.35926666667,7.80053333333,9.82706666667,15.8558666667,7.1384
570.11,9.1804,18.7146666667,16.6890666667,17.3138666667,9.36866666667,7.82453333333,9.82233333333,15.8785666667,7.162
570.45,9.19223333333,18.7225333333,16.699,17.3198,9.38160000001,7.83993333333,9.84693333335,15.8831333333,7.18826666667
570.79,9.20416666667,18.7232,16.7164666667,17.3362666667,9.38240000001,7.83633333333,9.84173333334,15.8988,7.20493333333
571.13,9.21336666667,18.7264,16.7326666667,17.3349333333,9.4118,7.858,9.86680000001,15.8996666667,7.22613333333
571.47,9.25573333334,18.7873333333,16.7686,17.3948,9.44980000001,7.9102,9.91386666665,15.9488,7.29113333333
571.81,9.31673333333,18.8367333333,16.8191333333,17.4547333333,9.50233333334,7.9726,9.96266666666,15.9853,7.361
572.15,9.35426666667,18.8883333333,16.8628,17.5018666667,9.55786666666,8.0072,10.0108,16.0278333333,7.41153333333
572.49,9.32703333333,18.8723333334,16.8304,17.4827333333,9.52693333333,7.98633333333,9.97446666666,15.9937666667,7.39753333333
572.83,9.34873333335,18.8758,16.8444666667,17.4994666667,9.53539999999,8.0012,9.97359999999,16.0049333333,7.40846666667
573.17,9.34563333333,18.8749333333,16.8312,17.5028666667,9.54693333335,8.01113333333,9.98079999999,16.0143333333,7.40686666667
573.51,9.3229,18.8478666667,16.8112666667,17.4833333333,9.51993333334,7.9912,9.96786666667,15.995,7.39206666667
573.85,9.33846666666,18.8587333333,16.8314666666,17.5106,9.53053333332,8.01166666667,9.99120000001,16.0117,7.41333333333
574.19,9.31883333333,18.8752,16.837,17.5128666666,9.52546666667,8.00606666667,9.97266666669,16.0106333333,7.40733333333
574.53,9.31150000001,18.894,16.8404,17.5044,9.52773333332,8.01326666667,9.97753333335,16.0111333333,7.40013333333
574.87,9.31816666667,18.9077333333,16.8512,17.5302666667,9.52793333333,8.0084,9.9828,16.0291333334,7.4072
575.21,9.324,18.8826666667,16.8412666667,17.5203333333,9.53753333333,7.99766666667,9.975,15.9984333333,7.40426666667
575.55,9.26286666667,18.8475333333,16.7974666667,17.4662,9.49026666666,7.94113333333,9.91800000001,15.9659333333,7.34593333333
575.89,9.25563333333,18.8504666667,16.7933333333,17.4635333333,9.46693333334,7.94106666667,9.891,15.9669,7.33413333333
576.22,9.31343333333,18.9088,16.8564,17.5042,9.5332,7.99966666667,9.9432,16.0102666667,7.3876
576.56,9.32756666667,18.9369333333,16.8687333333,17.5193333333,9.5468,8.02006666667,9.96180000001,16.0232333333,7.39293333333
576.90,9.33666666667,18.9344,16.8942666667,17.5348,9.54473333333,8.0254,9.96613333333,16.0145,7.3934
577.24,9.3519,18.966,16.9022,17.5524666666,9.55846666667,8.051,9.9884,16.0201333333,7.41066666667
577.58,9.30769999999,18.9502666667,16.8903333333,17.5284666667,9.53453333334,8.00926666667,9.97173333333,15.9833333333,7.39126666667
577.92,9.32783333333,18.9350666667,16.8897333333,17.5351333333,9.53439999999,8.012,9.97433333333,15.9894333333,7.39093333333
578.26,9.31596666666,18.9085333333,16.888,17.5296666666,9.52766666665,7.98806666667,9.96606666667,15.9799,7.39
578.60,9.29193333333,18.9074,16.8685333333,17.5192,9.50513333333,7.97093333333,9.93873333335,15.9534666667,7.37173333333
578.94,9.30013333333,18.9366,16.9074666667,17.5494666667,9.51393333333,7.9976,9.96566666669,15.9758333333,7.37786666667
579.28,9.36493333333,19.004,16.9684666667,17.6063333333,9.56066666667,8.0582,10.0292666667,16.0252666667,7.4476
579.61,9.37330000001,19.0022,16.9546,17.5975333333,9.56759999999,8.06833333333,10.0452,16.0152333333,7.45693333334
579.95,9.35336666666,18.9896,16.9459333334,17.6038,9.5472,8.06206666667,10.0337333333,16.0171333334,7.43653333333
580.29,9.36236666667,18.9947333333,16.9639333333,17.6034,9.56979999999,8.07586666667,10.0482,16.0456666667,7.47646666667
580.63,9.33853333333,18.9835333333,16.9495333333,17.5946,9.56839999999,8.07306666667,10.0461333333,16.0544333333,7.4948
580.97,9.34333333333,18.9965333333,16.9598666667,17.6037333333,9.58093333335,8.07293333333,10.0398,16.0583666667,7.51406666667
581.31,9.38973333334,19.0538666667,16.9906666667,17.6454666667,9.61213333333,8.1036,10.0546666667,16.1165333333,7.5362
581.65,9.40936666665,19.0694,16.9918666667,17.6686,9.62446666667,8.12666666667,10.0748,16.1310333333,7.57393333333
581.98,9.44646666666,19.0914,17.0056,17.6787333334,9.64840000001,8.16906666667,10.0958,16.1547,7.60733333333
582.32,9.47963333333,19.1174666667,17.027,17.7025333333,9.6858,8.21806666667,10.1264,16.1613,7.64853333333
582.66,9.52113333333,19.1589333333,17.0414666667,17.7419333333,9.71926666667,8.25813333334,10.1488,16.2114,7.69706666666
583.00,9.47203333333,19.1186,16.9767333333,17.706,9.69113333334,8.2084,10.1076,16.1714333333,7.66266666667
583.34,9.44343333334,19.1230666667,16.9679333333,17.6977333333,9.65533333333,8.18666666667,10.0924666667,16.16,7.64486666667
583.68,9.36963333334,19.0489333333,16.9026,17.6309333333,9.57473333333,8.11293333333,10.0150666667,16.0852,7.59206666666
584.01,9.34549999999,19.0218666667,16.88,17.6166666667,9.54546666666,8.08806666667,9.99133333333,16.0435333333,7.5598
584.35,9.3863,19.0752,16.9085333333,17.6582,9.58313333333,8.12126666667,10.0243333333,16.0778666667,7.60446666667
584.69,9.38976666667,19.0708666667,16.9296666667,17.6655333333,9.59479999999,8.13546666667,10.0354666667,16.0868333333,7.59193333333
585.03,9.3594,19.0089333333,16.8971333333,17.6162666667,9.56040000001,8.1224,10.0070666667,16.0423333333,7.56153333333
585.37,9.3629,19.0246,16.9140666667,17.6062,9.57399999999,8.131,10.0259333333,16.0538666667,7.55666666667
585.70,9.3362,19.0264,16.9123333333,17.6315333333,9.55219999999,8.12333333333,10.0057333333,16.0292666667,7.52413333333
586.04,9.33136666667,19.0184,16.9225333333,17.6237333333,9.53566666667,8.10806666667,9.98033333335,16.0315666667,7.49853333333
586.38,9.2818,18.9804,16.8863333333,17.5552666667,9.46973333333,8.0518,9.91913333332,15.9895666667,7.4562
586.72,9.29403333334,19.0032666666,16.9341333333,17.5748666667,9.48346666667,8.06733333333,9.92626666667,16.0264333333,7.45673333334
587.06,9.26756666667,18.9375333333,16.9082,17.5369333333,9.44919999999,8.0378,9.8842,15.9612333333,7.4086
587.39,9.32083333334,18.984,16.9321333333,17.5708666667,9.48959999999,8.07726666667,9.94013333331,16.0021666667,7.43953333333
587.73,9.2877,18.9522,16.9062666667,17.5417333333,9.44613333334,8.0544,9.91453333334,15.9695333333,7.42433333333
588.07,9.31276666667,18.9696,16.9276,17.5468,9.44079999999,8.0762,9.90866666666,15.9901333333,7.42326666667
588.41,9.31623333333,18.9847333333,16.922,17.5494,9.43586666667,8.07226666667,9.89679999998,16.0011666666,7.429
588.74,9.34686666667,19.0152,16.9392666667,17.5797333333,9.44886666667,8.10266666667,9.93399999998,16.0413333333,7.47046666667
589.08,9.36646666667,19.0462,16.9886666667,17.6343333333,9.47839999999,8.12866666667,9.93813333333,16.0825,7.49506666666
589.42,9.39079999999,19.05,16.9802,17.6303333333,9.51126666667,8.15886666667,9.95759999999,16.0991666667,7.53986666667
589.76,9.3846,19.0470666667,16.9454666667,17.6308,9.51426666665,8.1724,9.97553333334,16.1027333333,7.55833333333
590.09,9.3938,19.0434666667,16.9655333333,17.6523333333,9.54166666666,8.18533333333,10.0117333333,16.1152333333,7.559
590.43,9.40316666667,19.0459333333,16.9634666667,17.6783333333,9.54780000001,8.20153333333,10.0378,16.1191333333,7.5718
590.77,9.43696666667,19.122,17.0220666667,17.7487333333,9.62386666668,8.25286666666,10.0954666667,16.2037666667,7.65626666667
591.11,9.45873333333,19.158,17.0514,17.7565333333,9.65293333332,8.29693333334,10.112,16.2251666667,7.67720000001
591.44,9.51536666666,19.2271333333,17.0993333333,17.8214,9.73280000001,8.36373333333,10.1697333333,16.2942,7.71193333333
591.78,9.4788,19.2215333333,17.069,17.7928666667,9.71886666666,8.3358,10.1365333333,16.2455,7.68733333333
592.12,9.44450000001,19.1741333333,17.0471333333,17.7644,9.70446666667,8.304,10.1048,16.2035666667,7.67826666666
592.46,9.43866666665,19.1732666667,17.0531333334,17.7804666667,9.72646666667,8.30253333333,10.0922666667,16.1819333334,7.67246666667
592.79,9.42533333334,19.1976666667,17.0268,17.7795333334,9.71546666665,8.28953333333,10.1016666667,16.1676666667,7.67233333333
593.13,9.40336666667,19.2001333333,17.0395333334,17.7718666667,9.68633333333,8.26126666667,10.1045333333,16.1767,7.6504
593.47,9.36646666667,19.1741333333,17.0492,17.7516666667,9.65946666666,8.23206666667,10.0664,16.1605,7.60993333333
593.80,9.36893333333,19.1758,17.0269333333,17.7573333333,9.65886666666,8.23433333333,10.036,16.1536333333,7.62106666667
594.14,9.3766,19.1704666667,17.0131333333,17.7482666667,9.664,8.26446666667,10.0256,16.1292666667,7.6412
594.48,9.39133333333,19.1724666667,17.0054,17.7200666667,9.63153333333,8.25053333333,9.99679999999,16.0971,7.61646666667
594.81,9.374,19.1569333333,17.0011333333,17.7354,9.62546666667,8.21826666667,9.98413333333,16.0802333333,7.62306666667
595.15,9.35946666666,19.1452666667,16.9771333333,17.7000666667,9.577,8.18626666667,9.97573333332,16.0656666667,7.628
595.49,9.34026666666,19.1077333333,16.9541333333,17.6848,9.55993333333,8.15773333333,9.96726666667,16.0559,7.61820000001
595.82,9.36276666667,19.1194666667,16.9434666666,17.7131333333,9.55680000001,8.18693333333,9.9884,16.0938,7.62813333333
596.16,9.35490000001,19.1382666666,16.949,17.7204,9.55866666667,8.19813333333,9.99293333332,16.1222333333,7.64046666666
596.50,9.31873333333,19.0799333333,16.9107333333,17.6654,9.52726666666,8.16306666667,9.93420000001,16.0731666667,7.60226666667
596.83,9.34079999999,19.0906,16.9375333333,17.7046666667,9.54773333333,8.18786666667,9.94986666667,16.087,7.63393333333
597.17,9.3472,19.0823333333,16.9225333333,17.698,9.54193333335,8.18053333333,9.94026666666,16.0739,7.65233333333
597.51,9.33253333333,19.0815333333,16.9142666667,17.6815333333,9.52846666667,8.17366666667,9.94559999999,16.0622666667,7.65386666666
597.84,9.31466666667,19.0480666666,16.9128,17.6655333333,9.4868,8.13466666667,9.90919999999,16.0536333333,7.63186666667
598.18,9.2927,19.0118,16.8927333333,17.6589333333,9.48033333334,8.12526666667,9.90986666666,16.0543333333,7.63466666667
598.52,9.3157,19.0288,16.9124,17.6863333333,9.502,8.16713333333,9.93133333332,16.0938,7.67126666666
598.85,9.31579999999,19.0178666667,16.9141333333,17.6892666667,9.53293333334,8.16933333333,9.90906666667,16.0762,7.66319999999
599.19,9.3433,19.0311333333,16.9388,17.7325333333,9.55433333333,8.21373333333,9.93366666666,16.0933666666,7.70513333334
599.53,9.3978,19.1031333333,17.0079333333,17.7794666667,9.62426666667,8.25086666667,9.96933333335,16.1361,7.7892
599.86,9.42436666667,19.1088,17.0268666667,17.7996,9.63620000001,8.26,9.97813333333,16.1589333333,7.80466666667
600.20,9.45103333333,19.1537333333,17.0538,17.8229333333,9.63960000001,8.2756,10.0044,16.1783,7.82573333334
600.53,9.43226666666,19.1568,17.0418666667,17.7986,9.63560000001,8.24413333333,9.97033333335,16.1488666667,7.809
600.87,9.43533333333,19.1805333333,17.0622666667,17.7977333333,9.64620000001,8.25586666667,9.97813333334,16.1657,7.82999999999
601.21,9.42106666666,19.1477333333,17.0357333333,17.7907333334,9.60999999999,8.25113333333,9.96400000001,16.1358333334,7.80346666668
601.54,9.40853333333,19.169,17.0068666667,17.7614,9.60359999999,8.2436,9.95466666667,16.1247333333,7.79220000001
601.88,9.41506666667,19.1870666667,17.012,17.77,9.61540000001,8.26033333333,9.95339999999,16.1264666667,7.8182
602.21,9.40336666668,19.1784666667,17.0352666667,17.7700666667,9.61273333334,8.25026666667,9.95973333334,16.1228333333,7.81513333333
602.55,9.37270000001,19.1723333333,17.0148,17.7552,9.5568,8.23373333333,9.96399999999,16.1145,7.80713333333
602.88,9.38116666667,19.1937333333,17.013,17.7509333333,9.5678,8.2394,9.96220000001,16.1269333333,7.80500000001
603.22,9.36396666667,19.1754666667,16.9852666667,17.7199333334,9.53313333333,8.22586666667,9.95393333333,16.099,7.7638
603.56,9.37903333333,19.1924666667,16.9729333333,17.7092,9.53066666667,8.24033333333,9.95966666667,16.0886666667,7.78053333333
603.89,9.39629999999,19.1943333333,16.984,17.7437333333,9.56353333332,8.27926666667,9.99946666668,16.1280666667,7.82
604.23,9.41093333334,19.1817333333,16.9611333333,17.7248666667,9.55826666666,8.28986666667,9.99840000001,16.1296666667,7.82746666666
604.56,9.43256666667,19.1968666667,16.9728,17.7516,9.57826666667,8.3196,10.0243333333,16.1431,7.845
604.90,9.43506666667,19.1981333333,16.9986,17.7391333333,9.57900000001,8.31453333333,10.0126,16.1425,7.85786666667
605.23,9.44689999999,19.21,17.0126666667,17.7624,9.5912,8.33453333333,10.0332,16.1488666667,7.87566666666
605.57,9.48549999999,19.2401333333,17.0426666667,17.7948,9.6176,8.3766,10.0758666667,16.1949,7.90619999999
605.90,9.47416666667,19.2232,16.9806666667,17.7411333333,9.5956,8.369,10.053,16.1479,7.89739999999
606.24,9.50623333335,19.2383333333,17.0112,17.7787333333,9.63246666666,8.40466666667,10.0524,16.1678,7.92579999999
606.58,9.50013333333,19.2028,17.0034,17.7503333333,9.61266666668,8.39806666667,10.0367333333,16.1404666667,7.91900000001
606.91,9.48386666666,19.2008666667,17.016,17.7637333333,9.621,8.40906666667,10.0192,16.1424333333,7.927
607.25,9.428,19.1568666667,16.9893333333,17.7076,9.57800000001,8.3668,9.96366666666,16.0900333333,7.89073333334
607.58,9.42353333332,19.158,16.9999333333,17.6956666667,9.56286666667,8.3762,9.96453333333,16.0847666667,7.91273333333
607.92,9.42789999999,19.1755333333,17.0114666667,17.7159333333,9.57453333334,8.4028,9.99873333333,16.0930666667,7.92379999999
608.25,9.4505,19.1656666667,17.0167333333,17.7167333333,9.57846666666,8.4092,9.99179999999,16.0991333333,7.92700000001
608.59,9.45456666668,19.1788666667,17.0035333333,17.74,9.58686666667,8.42286666667,9.99939999999,16.1041666667,7.93299999999
608.92,9.4419,19.1416,17.0032,17.7099333333,9.59593333333,8.42333333333,9.99986666667,16.1018666667,7.94506666667
609.26,9.41473333333,19.1241333333,16.9770666667,17.6987333333,9.57706666667,8.40826666667,9.9552,16.073,7.92860000001
609.59,9.42426666667,19.1341333333,16.9910666667,17.7267333333,9.58486666667,8.4196,9.96040000001,16.1,7.93319999999
609.93,9.43983333333,19.1476,16.9928,17.7255333333,9.60959999999,8.44726666667,9.99140000001,16.1129333333,7.95739999999
610.26,9.40933333334,19.1329333333,16.9819333333,17.7128666667,9.601,8.44106666667,9.98253333331,16.0997333333,7.95366666666
610.60,9.41886666667,19.1295333333,16.9711333333,17.7016,9.61626666666,8.44433333333,10.0003333333,16.0938333333,7.96540000001
610.93,9.44120000001,19.1206666667,16.9775333333,17.7292666667,9.63099999999,8.46946666667,10.0028666667,16.1159333333,7.98813333334
611.27,9.44623333333,19.1014666667,16.9701333333,17.7156666667,9.63186666668,8.46466666667,9.9776,16.1047666667,7.96473333334
611.60,9.42626666667,19.0892,16.9570666667,17.6914,9.61460000001,8.4598,9.95353333333,16.0891333333,7.96213333333
611.93,9.40843333334,19.1078,16.9554666667,17.6891333333,9.62433333334,8.46733333334,9.96679999999,16.0973666667,7.97606666667
612.27,9.43236666667,19.1358666667,16.9698666667,17.6889333333,9.65626666667,8.49506666667,10.0098,16.1241666667,8.0182
612.60,9.48376666665,19.1947333333,17.0134,17.7662,9.69473333332,8.5412,10.0442,16.1724333333,8.06786666667
612.94,9.46430000001,19.1588,16.989,17.7287333333,9.67733333335,8.522,10.0544,16.1438666667,8.05866666667
613.27,9.44209999999,19.1319333333,16.9702666667,17.6676666667,9.64680000001,8.48593333333,10.0080666667,16.1256,8.02433333333
613.61,9.41866666667,19.1346,16.9669333333,17.6668666667,9.62953333333,8.4702,9.98819999999,16.1044,8.03340000001
613.94,9.43490000001,19.1742,16.9969333333,17.6697333333,9.64299999999,8.50493333333,10.0196,16.1482333333,8.04686666667
614.28,9.42913333333,19.1643333333,16.9970666667,17.6807333333,9.61713333334,8.52333333333,10.0167333333,16.1464666667,8.04279999999
614.61,9.49519999999,19.2384,17.0834666667,17.7592,9.68093333333,8.60633333333,10.1158666667,16.2113333333,8.10126666667
614.94,9.49293333334,19.2461333333,17.0841333333,17.779,9.68806666667,8.59306666667,10.1282,16.1832,8.11006666666
615.28,9.51213333334,19.2504,17.1016,17.8018,9.67739999999,8.57893333333,10.1347333333,16.1724,8.11386666667
615.61,9.49050000001,19.2310666667,17.0712,17.7823333333,9.65233333333,8.55473333333,10.1040666667,16.1265,8.0874
615.95,9.4739,19.2242,17.0681333333,17.7821333333,9.62533333335,8.5358,10.0666,16.1442666667,8.06093333333
616.28,9.47836666667,19.2404,17.0553333333,17.7925333333,9.62573333334,8.5514,10.0490666667,16.1456,8.05820000001
616.61,9.50410000001,19.3096,17.1016666667,17.8142,9.65666666667,8.5998,10.0729333333,16.2077333333,8.08986666667
616.95,9.52053333334,19.3460666667,17.1390666667,17.892,9.69033333333,8.64226666667,10.1222,16.2096666667,8.11786666666
617.28,9.52196666666,19.3174,17.1226666667,17.8954666667,9.67200000001,8.63506666667,10.0995333333,16.2308333333,8.08693333333
617.62,9.49126666668,19.2887333333,17.0623333333,17.8632666666,9.61520000001,8.58586666667,10.0379333333,16.1705,8.06486666667
617.95,9.48716666668,19.279,17.0484,17.8409333333,9.58553333333,8.55073333333,10.0201333333,16.1371333333,8.05533333334
618.28,9.45930000001,19.2384,16.9713333333,17.7886,9.56413333333,8.5006,9.95413333333,16.0879666667,8.04213333333
618.62,9.49580000001,19.2898666667,16.9903333333,17.8183333333,9.61453333332,8.56353333333,9.98026666667,16.1698333333,8.07133333333
618.95,9.50056666666,19.3308666667,17.0014666667,17.8351333333,9.64086666667,8.61113333333,9.98600000001,16.2088333333,8.09833333334
619.28,9.55673333334,19.3895333333,17.0350666667,17.9002666667,9.6774,8.679,10.0405333333,16.2580333333,8.16833333334
619.62,9.55686666667,19.3893333333,17.0312666667,17.8848666667,9.69133333332,8.6806,10.0528666667,16.2375333333,8.17480000001
619.95,9.55156666667,19.4005333333,17.0558666667,17.8639333333,9.67059999999,8.68153333333,10.0929333333,16.2488,8.19333333333
620.28,9.57449999999,19.4392666667,17.072,17.9152666666,9.70073333333,8.69806666667,10.0956,16.2452666667,8.2144
620.62,9.60550000001,19.4795333333,17.0952666667,17.9364666667,9.73113333334,8.73593333333,10.1052,16.3092666667,8.26160000001
620.95,9.58526666667,19.4892,17.0859333333,17.9280666667,9.70593333334,8.71413333333,10.0826666667,16.2539,8.25693333333
621.28,9.59553333333,19.5090666667,17.1289333333,17.9569333333,9.74733333335,8.7242,10.1110666667,16.2848,8.25026666666
621.62,9.59583333333,19.5266,17.1539333333,17.9860666666,9.78026666666,8.75546666667,10.1348,16.3185,8.26173333334
621.95,9.62766666665,19.581,17.219,18.0355333333,9.79839999999,8.79586666666,10.2044666667,16.3635333333,8.29426666666
622.28,9.59960000001,19.5551333333,17.2146666667,18.0116666667,9.7628,8.77693333333,10.1774666667,16.3379666667,8.29519999999
622.62,9.61923333335,19.5489333333,17.2233333333,18.0294,9.77499999999,8.7738,10.1919333333,16.3380666667,8.31026666667
622.95,9.58433333333,19.4894666667,17.1829333333,17.9873333333,9.74093333333,8.721,10.1570666667,16.3067666667,8.25513333334
623.28,9.58073333334,19.5015333333,17.2222,18.0095333333,9.73586666666,8.73393333333,10.1512666667,16.3107666667,8.25693333334
623.62,9.50953333334,19.4362,17.1485333333,17.9444666667,9.68219999999,8.66586666667,10.0618,16.2366,8.1758
623.95,9.47486666667,19.3823333333,17.1144,17.8921333333,9.62833333334,8.61873333333,10.0438,16.2324,8.15046666666
624.28,9.43606666667,19.3335333333,17.0719333333,17.8418666667,9.57953333333,8.5888,10.0326,16.1630333333,8.1192
624.62,9.46163333334,19.3665333333,17.0898666667,17.8678666667,9.61806666667,8.60993333333,10.0577333333,16.2336333333,8.13346666666
624.95,9.54706666667,19.4278666667,17.1451333333,17.9269333333,9.65893333333,8.66346666667,10.1094666667,16.3096,8.20606666667
625.28,9.55663333333,19.4229333333,17.1415333333,17.9094666666,9.63946666668,8.66986666667,10.0859333333,16.3100666667,8.20353333333
625.61,9.50246666667,19.3734666667,17.1109333333,17.8710666667,9.60693333332,8.62426666667,10.0343333333,16.2757666667,8.14759999999
625.95,9.51283333335,19.3677333333,17.1082666667,17.8676,9.61119999999,8.60573333333,10.0282,16.2298,8.13826666667
