wavelength,Back_RamNigf,Belly_RamNigf,Breast_RamNigf,Crissum_RamNigf,Crown_RamNigf,DorTail_RamNigf,Rump_RamNigf,Throat_RamNigf,WingTip_RamNigf
217.46,239.139733333,209.892733333,270.107466667,177.419333333,186.2366,221.0754,242.150533333,168.8172,209.462333333
217.83,458.6666,396.0,497.7778,321.3334,356.444333333,424.444333333,454.6666,312.4444,383.111
218.21,313.333333333,268.0,355.333333333,243.333333333,255.333333333,308.666666667,325.666666667,219.666666667,255.0
218.59,460.0,379.0476,516.666733333,380.0,381.9048,475.7142,493.809533333,353.333266667,363.333266667
218.97,363.809466667,306.349266667,399.0476,320.634866667,323.174533333,377.1428,388.254,287.936533333,295.555466667
219.34,358.4848,305.1516,395.454533333,323.333266667,320.303,381.8182,377.878733333,291.515133333,274.242333333
219.72,210.926066666,184.999933333,241.851933333,188.888866667,193.889,239.074066667,229.2594,186.8518,157.963
220.10,207.207266667,191.351466667,247.567533333,180.9008,191.711666667,242.702666667,229.369333333,189.009,154.2342
220.47,234.4086,216.344,283.440933333,203.6558,217.849333333,284.731,254.838666667,217.419333333,169.462333333
220.85,474.761866667,441.904866667,578.095266666,410.476266667,458.095266667,581.9046,516.666666667,430.952266667,310.476333333
221.23,-2097.77786667,-1866.6668,-2517.77766667,-1757.7778,-2066.66673333,-2497.77786667,-2255.55573333,-1891.11106667,-1260.00006667
221.61,-170.0,-140.0,-208.666666667,-128.666733333,-165.111,-201.111066667,-185.111133333,-141.555533333,-90.4443333335
221.98,-175.402266667,-145.5172,-220.229866667,-128.505733333,-164.137933333,-204.8276,-185.977066667,-145.057333334,-98.8506
222.36,-140.3704,-118.888933333,-173.703733333,-89.8149333335,-126.296266667,-163.333266667,-142.407466667,-115.555466667,-88.1480666668
222.74,-102.361266667,-87.0832666665,-124.0278,-61.2499333334,-91.8056000001,-121.111066667,-106.111066667,-75.2777333333,-72.9166666666
223.11,-61.1458,-53.9582,-83.5414666668,-30.4166,-57.9166,-75.9373333334,-70.1039333333,-41.8749333333,-42.8123333333
223.49,-48.2304,-42.8806,-64.1975333333,-25.0204666667,-44.1974,-53.8272666667,-58.1070666667,-28.9712666667,-35.7202
223.87,-42.5850666667,-29.7959333333,-49.7278666667,-15.8503333333,-35.7142666667,-37.5511333333,-47.551,-17.0747333333,-28.5033333333
224.24,-55.0000666667,-34.6376,-55.8694666667,-24.2754,-45.5796666667,-46.087,-56.5942666667,-26.7390666667,-37.6811333333
224.62,-56.2452,-37.3947333333,-54.1761333333,-24.8276,-46.8199333333,-47.2798,-58.774,-26.5900666667,-38.0076666667
225.00,-49.7119333333,-29.2182,-49.9588666667,-20.4115333333,-36.6254,-41.6462,-56.2140666667,-19.3416,-32.428
225.38,-48.3104666667,-30.2282666667,-53.6986,-26.5752666667,-35.4338,-44.5662,-58.3562,-20.8219333333,-39.8173333333
225.75,-52.6154,-38.1539333333,-63.3846666667,-31.4870666667,-38.0512,-54.7691999999,-67.1794666667,-29.0258,-50.564
226.13,-50.2701333333,-33.8737333333,-58.7388,-30.9908,-37.8378,-50.2704,-64.5946,-28.9189333333,-47.2972
226.51,-38.6345333333,-22.2489333333,-45.944,-22.0080666667,-25.9438,-35.0202,-51.9678666667,-17.3495333333,-31.5662666667
226.88,-17.2548666667,-3.464,-24.4444666667,-2.74513333334,-6.86273333333,-9.21553333332,-25.4902666667,-3.59473333333,-8.82359999999
227.26,-7.40106666667,6.66666666667,-9.548,6.3276,3.67226666667,1.41246666665,-11.1864666667,3.2204,1.75133333334
227.64,-7.92633333333,6.35186666667,-7.8216,5.8268,2.15219999999,-0.05246666666,-7.66406666667,-0.892266666665,1.62720000001
228.01,-5.45860000001,5.36906666667,-4.65313333333,4.69793333332,3.26626666667,1.07393333332,-4.02686666665,-2.103,4.65333333333
228.39,6.0396,12.5412,5.14846666666,12.3102,10.6602,11.9472666667,5.2806,7.0626,13.2344
228.76,6.16859999999,13.6652,5.44966666666,11.6458666667,10.4286666667,12.6418,5.50473333334,6.6114,12.2545333333
229.14,5.6542,10.8395333333,4.71613333333,10.7653333333,8.69146666665,10.642,5.33339999999,4.91353333333,10.5679333333
229.52,5.79613333333,10.7674666667,5.08593333333,11.8442,8.82013333334,10.149,4.94853333333,6.39173333333,13.0813333333
229.89,4.57473333333,11.1954,5.26433333333,11.0804666667,8.66659999999,10.2528,3.7012,6.5288,14.3448666667
230.27,4.24446666667,10.127,4.93646666667,9.36566666667,7.72786666667,8.97346666665,3.29879999999,5.5594,14.0254666667
230.65,1.19533333333,7.01166666667,2.6896,6.66666666667,3.93106666667,6.41386666666,1.10346666667,2.18373333333,9.93106666665
231.02,-7.38746666667,-1.13246666667,-4.7104,-0.952333333326,-3.8096,-2.23926666667,-6.28059999999,-5.32826666666,1.77606666667
231.40,-13.1396666667,-6.14113333333,-11.2587333333,-6.50080000001,-9.93086666667,-8.16053333333,-11.8396666667,-10.6224666667,-3.40253333333
231.78,-15.5359333333,-10.1321333333,-15.771,-9.28053333332,-12.3935333333,-10.8076666667,-16.4463333333,-13.5978,-4.78713333333
232.15,-15.8641333333,-12.9630666667,-17.7160666667,-10.7716666667,-14.537,-11.7592666667,-17.9320666667,-15.1543333333,-6.41973333333
232.53,-20.264,-17.1286666667,-20.5940666667,-12.1122,-15.9736666667,-14.4884666667,-20.4290666667,-18.3828,-9.439
232.90,-24.7928,-23.7116,-24.5404666667,-16.0720666667,-20.1802,-17.8739333333,-24.3242,-23.1352,-13.3692666667
233.28,-25.6576666667,-23.2432666667,-23.7837333333,-18.2702666667,-21.5855333333,-17.8738666667,-25.3332666667,-24.4324,-14.7387333333
233.66,-21.3598666667,-18.5074,-19.1377333333,-15.1908,-19.403,-13.2005333333,-19.9668,-22.5538,-13.864
234.03,-15.7357333333,-14.4142666667,-15.2252,-10.03,-15.7656,-8.10793333333,-13.093,-17.5674666667,-9.54953333333
234.41,-8.656,-7.17746666666,-8.27959999999,-3.17200000001,-8.62906666667,-2.15053333333,-6.10226666667,-10.2688,-3.62893333333
234.78,-3.3578,-1.1274,-3.3578,1.54413333333,-3.28419999999,2.40213333333,-0.612866666666,-4.43613333333,2.0098
235.16,2.26586666667,4.00866666667,2.28760000001,6.01306666667,1.76473333333,8.77993333333,4.24846666667,1.17653333333,7.34206666667
235.54,1.86986666667,3.435,2.27659999999,4.79673333334,1.68706666667,9.10566666667,3.06913333333,0.284600000001,6.32113333333
235.91,5.0712,8.31920000001,6.36286666667,8.60399999999,5.31819999999,11.8518,7.4074,4.2734,8.62306666666
236.29,7.03586666666,12.2251333333,8.34713333333,11.5602666667,8.79026666668,14.2565333333,10.0459333333,8.08846666666,11.0801333333
236.66,12.429,17.7128666667,12.9786,16.7198,13.5637333333,18.9006,14.6276,13.8297333334,16.7198
237.04,17.7010666667,22.7422,17.225,21.1002,18.4893333333,23.1035333333,18.5878666667,18.5386666667,21.3300666667
237.41,19.3270666667,24.2252666666,18.216,23.2864666667,19.7183333333,24.7575333333,20.8608666667,20.0469333333,23.8341333333
237.79,22.3896666667,26.7276666667,20.6088,25.7686666667,23.0136,27.2754666667,23.6682,23.1507333333,26.4536666667
238.17,21.0022,25.1997333333,19.5934,23.6455333333,22.1642666667,25.4612666667,21.7282666667,21.8880666667,24.5460666667
238.54,21.0483333333,24.2906,19.0635333333,23.2984666667,21.9006,25.6045333333,21.3696666667,21.7610666667,24.0670666667
238.92,19.9868666667,22.6718,17.9761333333,21.7726,20.1852,24.246,19.4842,20.5026,22.6588
239.29,18.1383333333,20.8049333333,16.1635333333,20.0502666667,18.5534,21.7610666666,17.7861333333,18.7421333333,21.3333333333
239.67,18.1393333333,20.8218666667,16.5412,20.5708,18.5958666666,21.3013333334,18.4246666667,19.2694,22.0776666667
240.04,16.7086,18.7630666667,15.1991333333,19.1928666667,16.8763333333,20.0316,16.761,17.5995333333,20.7861333333
240.42,14.7653333333,16.1319333333,13.6308,16.9968,14.7373333333,18.1870666667,14.8395333333,14.728,19.2748
240.79,10.434,11.6478,9.97039999999,12.3387333333,10.375,14.0666,10.8891333333,10.2401333333,15.1622666667
241.17,6.0822,7.18953333333,6.013,7.92773333333,5.97466666667,10.0268666667,6.9434,6.23613333333,11.2264666667
241.54,4.39773333333,5.40626666667,4.54486666667,6.28146666667,4.69893333333,8.69746666667,4.916,4.51693333333,9.57993333333
241.92,1.58426666667,2.80653333333,2.231,3.79586666667,2.36673333333,6.1236,2.2116,2.08873333333,7.158
