wavelength,Back_RamNigf,Belly_RamNigf,Breast_RamNigf,Crissum_RamNigf,Crown_RamNigf,DorTail_RamNigf,Rump_RamNigf,Throat_RamNigf,WingTip_RamNigf
378.35,2.37793333333,3.52046666667,2.6726,3.9228,2.61706666667,4.68766666667,3.0718,2.3608,4.36246666667
378.71,2.35646666667,3.5194,2.66293333334,3.8928,2.6018,4.64913333333,3.039,2.3186,4.35033333333
379.07,2.41086666667,3.5772,2.69406666667,3.9242,2.64126666667,4.71686666667,3.07953333334,2.35006666667,4.3948
379.44,2.44413333333,3.59626666667,2.7462,3.94106666667,2.65606666667,4.76113333333,3.12286666667,2.36066666666,4.41106666667
379.80,2.47666666667,3.64186666667,2.80946666667,3.9652,2.69293333333,4.81173333333,3.15673333333,2.42326666667,4.4536
380.16,2.49886666667,3.6574,2.8506,3.96986666667,2.7024,4.81986666667,3.1612,2.42066666667,4.46726666667
380.52,2.48933333333,3.61973333333,2.83966666667,3.93986666667,2.69733333333,4.80366666667,3.1292,2.40146666667,4.4544
380.88,2.52753333333,3.67166666667,2.8402,3.98606666667,2.7386,4.84813333333,3.1584,2.4256,4.5008
381.24,2.57853333333,3.7112,2.85693333333,4.00786666667,2.7632,4.84266666667,3.1886,2.47213333333,4.49853333333
381.61,2.5468,3.66346666666,2.82633333333,3.94893333333,2.7064,4.7806,3.13593333333,2.42273333333,4.44166666667
381.97,2.51453333333,3.62213333333,2.82193333333,3.93453333333,2.6514,4.74086666667,3.11673333333,2.40066666667,4.42393333333
382.33,2.50333333333,3.60346666667,2.80706666667,3.92293333333,2.6242,4.728,3.0978,2.38646666667,4.41886666667
382.69,2.55066666667,3.61266666667,2.8496,3.95953333333,2.67293333333,4.78986666667,3.1326,2.44086666666,4.45653333333
383.05,2.5858,3.63793333333,2.89753333333,3.98253333333,2.72613333333,4.8066,3.1838,2.50506666667,4.5096
383.41,2.5532,3.6182,2.8458,3.9564,2.6982,4.75686666667,3.1518,2.49393333333,4.50553333333
383.77,2.53093333333,3.5958,2.79713333333,3.90926666667,2.64353333334,4.69973333333,3.103,2.4482,4.46773333333
384.14,2.51193333333,3.55966666667,2.75793333333,3.88793333333,2.61153333333,4.65986666667,3.06313333334,2.4382,4.46106666667
384.50,2.5632,3.6158,2.8156,3.9494,2.64646666667,4.72166666667,3.12786666667,2.49753333333,4.5266
384.86,2.52186666666,3.56273333333,2.77313333333,3.8954,2.60526666667,4.66773333333,3.10586666667,2.45173333333,4.4684
385.22,2.49526666667,3.55426666667,2.75106666667,3.88553333333,2.57106666667,4.675,3.10726666667,2.4264,4.4562
385.58,2.57426666666,3.65413333333,2.838,3.97513333333,2.66893333333,4.77966666667,3.21693333333,2.51093333333,4.55966666667
385.94,2.5642,3.636,2.8076,3.9456,2.66346666667,4.75673333333,3.1984,2.503,4.54086666667
386.30,2.6102,3.67933333333,2.8382,3.98813333333,2.70893333333,4.777,3.2272,2.5174,4.5702
386.66,2.59966666667,3.677,2.82006666667,3.97113333333,2.6772,4.74193333333,3.22073333333,2.4916,4.53646666667
387.03,2.60546666667,3.69446666667,2.8134,3.9848,2.6804,4.7682,3.23413333333,2.4786,4.53126666667
387.39,2.60206666667,3.67753333333,2.80853333333,3.97526666667,2.67206666667,4.759,3.1954,2.46746666667,4.49953333333
387.75,2.5834,3.67173333333,2.82046666667,3.9818,2.69633333333,4.7706,3.19786666666,2.46686666667,4.51013333333
388.11,2.58046666667,3.69986666666,2.84093333333,3.989,2.71386666667,4.78053333333,3.2328,2.49653333333,4.50586666667
388.47,2.56453333333,3.70526666667,2.8058,3.96606666667,2.701,4.7298,3.2006,2.4582,4.4594
388.83,2.55653333333,3.73653333333,2.79766666667,3.979,2.7016,4.73986666667,3.17426666667,2.46393333334,4.4628
389.19,2.5454,3.73553333333,2.80233333333,3.9672,2.71586666667,4.7432,3.17253333333,2.4674,4.4558
389.55,2.51866666667,3.6834,2.7626,3.91613333333,2.66026666666,4.68686666667,3.108,2.4162,4.4074
389.91,2.526,3.69,2.76886666667,3.91973333333,2.67406666667,4.71433333333,3.1162,2.40013333333,4.407
390.27,2.48493333333,3.66646666667,2.7444,3.89706666667,2.6496,4.7056,3.11153333334,2.37386666667,4.3888
390.63,2.4484,3.629,2.7102,3.86106666667,2.6124,4.67586666667,3.06813333333,2.3422,4.3568
391.00,2.4902,3.659,2.75366666667,3.9022,2.63853333333,4.70906666667,3.0926,2.37573333333,4.3984
391.36,2.45706666667,3.6432,2.7328,3.87486666667,2.6074,4.67646666667,3.08273333333,2.33733333333,4.3918
391.72,2.4436,3.6176,2.69846666667,3.84373333333,2.57286666667,4.6462,3.05173333333,2.30333333333,4.35193333333
392.08,2.3662,3.52793333333,2.606,3.76473333333,2.47,4.5626,2.9528,2.205,4.27066666667
392.44,2.30933333333,3.47033333333,2.5394,3.71926666667,2.39706666667,4.5142,2.88366666667,2.16233333333,4.217
392.80,2.3008,3.458,2.5372,3.70386666667,2.37326666667,4.49326666667,2.8674,2.14746666667,4.21993333333
393.16,2.312,3.46213333333,2.52973333333,3.71766666667,2.36786666667,4.488,2.86506666667,2.155,4.23386666667
393.52,2.2836,3.44666666667,2.5002,3.69053333333,2.34453333333,4.45506666667,2.8328,2.1392,4.19166666667
393.88,2.28046666667,3.45153333333,2.4918,3.69686666667,2.34073333333,4.442,2.8106,2.15066666667,4.1854
394.24,2.23473333333,3.3912,2.44413333333,3.6534,2.27526666667,4.37886666667,2.75613333333,2.10473333334,4.11526666667
394.60,2.21426666667,3.36786666667,2.41,3.62906666667,2.2408,4.34893333333,2.7244,2.07746666667,4.0986
394.96,2.09126666667,3.25446666667,2.2906,3.50733333333,2.11973333333,4.2342,2.60313333333,1.9768,3.99653333333
395.32,2.10566666667,3.25933333333,2.292,3.52646666667,2.13133333333,4.25053333333,2.6098,1.99886666667,4.00233333333
395.68,2.1058,3.26766666667,2.29713333333,3.54266666667,2.13286666667,4.25033333333,2.61853333333,2.0238,4.03326666667
396.04,2.17346666667,3.31986666666,2.36886666667,3.598,2.20946666667,4.30626666667,2.69053333333,2.09133333333,4.07906666667
396.40,2.21513333333,3.36506666667,2.4222,3.6502,2.28046666667,4.34573333333,2.74866666667,2.14413333333,4.11133333333
396.76,2.21726666667,3.35153333333,2.39006666666,3.66026666667,2.294,4.3558,2.753,2.149,4.08973333333
397.12,2.22226666667,3.3492,2.3704,3.654,2.29373333333,4.35926666667,2.74413333333,2.15293333333,4.07786666667
397.48,2.2418,3.35153333333,2.36673333333,3.67693333333,2.31066666667,4.36526666667,2.76286666667,2.17493333333,4.10733333333
397.84,2.27453333333,3.37746666667,2.39486666667,3.69866666667,2.337,4.39666666667,2.79166666667,2.208,4.14273333333
398.20,2.39806666667,3.49653333333,2.50893333334,3.8178,2.46853333333,4.51246666667,2.89893333334,2.32533333333,4.2744
398.56,2.46133333333,3.56026666667,2.57613333333,3.86986666667,2.54033333333,4.57313333334,2.979,2.39233333333,4.3198
398.92,2.5644,3.6538,2.65886666667,3.9676,2.64526666667,4.66066666667,3.0814,2.48866666667,4.4066
399.28,2.57093333333,3.6538,2.66026666667,3.96033333333,2.646,4.64886666667,3.08273333333,2.48066666667,4.397
399.64,2.5728,3.66173333333,2.66026666667,3.96293333333,2.64413333333,4.64786666667,3.07406666667,2.47446666667,4.3756
400.00,2.58653333333,3.68753333333,2.66793333333,3.97746666667,2.6586,4.66373333334,3.0708,2.46813333333,4.40166666667
400.36,2.58033333333,3.674,2.64953333333,3.95513333333,2.64073333333,4.63406666667,3.05293333334,2.4476,4.42273333333
400.72,2.59613333333,3.69286666667,2.69226666667,3.968,2.65,4.63926666667,3.06953333333,2.45586666667,4.46426666667
401.08,2.5388,3.65113333333,2.65033333333,3.92946666667,2.60113333333,4.58666666667,3.02333333333,2.40933333333,4.42353333333
401.44,2.55366666667,3.67273333333,2.66713333333,3.9502,2.60806666667,4.6266,3.02146666667,2.4098,4.44093333333
401.80,2.54953333333,3.66286666667,2.63866666667,3.92953333333,2.57993333333,4.621,3.00533333333,2.39193333333,4.42446666667
402.16,2.48726666666,3.5982,2.56206666667,3.86246666667,2.50666666667,4.55306666667,2.93966666667,2.335,4.35806666667
402.52,2.463,3.5764,2.52806666667,3.8484,2.4684,4.52506666667,2.90946666667,2.30293333333,4.36113333333
402.88,2.39373333333,3.51566666667,2.46886666667,3.77933333333,2.3834,4.4512,2.83186666667,2.21546666667,4.2908
403.24,2.3636,3.4886,2.43613333334,3.74626666666,2.3454,4.43753333333,2.80793333333,2.1828,4.25513333333
403.60,2.36746666667,3.47913333333,2.427,3.74246666667,2.337,4.4284,2.79973333333,2.1634,4.25886666667
403.95,2.3638,3.48146666667,2.4326,3.75573333333,2.34093333333,4.4536,2.7968,2.16406666667,4.28273333333
404.31,2.34673333333,3.47113333333,2.41453333333,3.75493333333,2.32633333333,4.4494,2.78213333333,2.1502,4.254
404.67,2.32673333333,3.45753333333,2.3842,3.7242,2.29673333333,4.42506666667,2.76286666667,2.1422,4.21306666667
405.03,2.3492,3.47846666666,2.41013333333,3.74966666667,2.3166,4.4382,2.78166666667,2.16733333333,4.22173333333
405.39,2.32986666667,3.4594,2.40013333333,3.74273333333,2.29986666667,4.42706666667,2.7794,2.16446666667,4.2096
405.75,2.28833333333,3.42306666667,2.38193333333,3.7278,2.28413333333,4.38653333333,2.75573333333,2.137,4.17533333333
406.11,2.2984,3.43826666667,2.38553333333,3.73006666667,2.28733333333,4.40086666667,2.75973333333,2.1418,4.17813333333
406.47,2.3174,3.45473333333,2.4064,3.75513333333,2.30993333333,4.4214,2.7656,2.16686666667,4.1892
406.83,2.34293333333,3.47526666667,2.42453333333,3.78206666667,2.34893333333,4.44306666667,2.79506666667,2.20486666667,4.2054
407.19,2.37986666667,3.513,2.44366666667,3.81726666667,2.38033333333,4.46293333333,2.82226666667,2.24586666667,4.23833333333
407.55,2.38726666667,3.5212,2.44553333333,3.83653333333,2.38513333333,4.4766,2.84146666667,2.2812,4.24806666666
407.90,2.38626666667,3.51446666667,2.42006666667,3.81646666667,2.36446666667,4.44293333333,2.82573333334,2.28753333333,4.22273333333
408.26,2.41313333333,3.54106666667,2.44026666667,3.8472,2.4,4.47426666667,2.85993333333,2.32546666667,4.26246666667
408.62,2.445,3.5628,2.46566666667,3.87706666666,2.4288,4.51066666667,2.87533333333,2.34986666667,4.30033333333
408.98,2.487,3.608,2.512,3.92466666667,2.47626666667,4.55953333333,2.9154,2.39013333333,4.35306666667
409.34,2.47606666667,3.60893333333,2.49913333333,3.91853333333,2.471,4.53846666667,2.89873333333,2.35806666667,4.3292
409.70,2.53373333333,3.68186666667,2.55366666667,3.98753333333,2.5292,4.601,2.95693333333,2.4124,4.39046666667
410.06,2.5412,3.69673333333,2.56966666667,4.0118,2.5404,4.61313333333,2.96786666667,2.4274,4.40173333333
410.42,2.52073333333,3.6658,2.5316,3.989,2.52013333333,4.57853333334,2.95,2.3994,4.3678
410.77,2.48166666667,3.63666666667,2.48806666667,3.95566666667,2.4786,4.54353333333,2.91466666667,2.3708,4.32986666667
411.13,2.4688,3.63506666667,2.48166666667,3.95433333333,2.46866666667,4.53706666667,2.89666666667,2.355,4.3164
411.49,2.4286,3.60313333333,2.4358,3.90286666667,2.435,4.49046666667,2.85226666667,2.30073333333,4.27666666667
411.85,2.40293333333,3.59253333334,2.42706666667,3.90313333333,2.42346666667,4.47966666667,2.84813333333,2.28133333333,4.26553333333
412.21,2.35046666667,3.54393333334,2.38553333333,3.85186666667,2.36273333333,4.44546666667,2.7992,2.22833333334,4.21906666667
412.57,2.30966666667,3.50493333333,2.34493333333,3.8298,2.32333333333,4.39486666667,2.76693333334,2.1994,4.1828
412.92,2.2918,3.46713333333,2.3228,3.7954,2.29746666667,4.36146666667,2.7336,2.17053333333,4.15826666667
413.28,2.30826666667,3.464,2.33066666667,3.80033333334,2.31413333333,4.36746666667,2.73933333333,2.19693333333,4.17813333333
413.64,2.23246666667,3.36473333333,2.23246666666,3.70273333333,2.22346666667,4.28146666667,2.6378,2.1162,4.09506666667
414.00,2.19833333333,3.3156,2.18053333333,3.6594,2.17066666667,4.24693333333,2.586,2.069,4.06126666667
414.36,2.17773333333,3.30826666667,2.1706,3.6602,2.13993333333,4.24366666667,2.56633333333,2.041,4.05053333333
414.72,2.18273333333,3.301,2.1734,3.6754,2.14146666667,4.25493333333,2.55366666667,2.044,4.06
415.07,2.1736,3.2732,2.1578,3.66093333333,2.12413333333,4.2378,2.54186666667,2.03766666666,4.05293333333
415.43,2.19933333333,3.2896,2.17373333333,3.69246666667,2.13553333333,4.26793333333,2.5422,2.0616,4.0604
415.79,2.21286666667,3.29053333333,2.1628,3.6838,2.1298,4.27226666667,2.53166666667,2.06953333333,4.0538
416.15,2.2488,3.2958,2.16733333333,3.70093333333,2.12733333333,4.26173333333,2.52993333333,2.0866,4.04806666667
416.51,2.26893333333,3.31153333333,2.17353333334,3.70473333333,2.1352,4.27533333333,2.54226666667,2.09546666667,4.0418
416.86,2.2542,3.3032,2.1424,3.68713333333,2.10893333333,4.27213333333,2.53046666667,2.07813333333,4.02793333333
417.22,2.25306666667,3.3172,2.1334,3.6898,2.10553333333,4.2812,2.53046666667,2.08006666667,4.0342
417.58,2.27366666667,3.35373333333,2.15793333333,3.71526666667,2.12626666667,4.31693333333,2.56893333333,2.11106666667,4.0568
417.94,2.28606666667,3.3742,2.16266666667,3.72946666667,2.14273333333,4.32573333333,2.58246666667,2.13093333333,4.0698
418.29,2.27826666667,3.37493333333,2.15786666667,3.71893333333,2.14786666667,4.3114,2.57253333333,2.13786666667,4.06773333333
418.65,2.30206666667,3.39033333333,2.18233333333,3.7388,2.16366666667,4.316,2.58926666667,2.15466666667,4.08546666667
419.01,2.27473333333,3.37633333334,2.17126666667,3.72673333334,2.14973333333,4.3046,2.56273333333,2.14353333333,4.0782
419.37,2.25486666667,3.37133333334,2.1728,3.70753333333,2.14453333333,4.29513333333,2.5668,2.13453333333,4.07946666667
419.73,2.24126666667,3.37053333333,2.17013333333,3.6992,2.14266666667,4.28466666667,2.5582,2.1188,4.0632
420.08,2.2212,3.36613333333,2.15893333333,3.6828,2.13513333334,4.28,2.54873333333,2.1054,4.05126666667
420.44,2.2006,3.34706666667,2.14093333333,3.6748,2.12473333333,4.26613333333,2.52813333333,2.0838,4.04853333333
420.80,2.20546666667,3.3518,2.14306666667,3.67966666667,2.12826666667,4.25533333333,2.5198,2.08193333333,4.0516
421.16,2.1928,3.33913333333,2.13126666667,3.66233333333,2.11146666667,4.2378,2.5044,2.068,4.0322
421.51,2.18853333333,3.3408,2.1302,3.66013333333,2.11113333333,4.22486666667,2.49546666667,2.0602,4.03686666667
421.87,2.17206666666,3.32206666667,2.12533333333,3.64073333333,2.10066666667,4.20733333333,2.47626666667,2.03993333333,4.01673333333
422.23,2.17413333333,3.31593333333,2.11613333333,3.63426666667,2.08613333333,4.20033333333,2.46473333333,2.0304,4.00733333333
422.58,2.16333333333,3.31153333333,2.10486666667,3.6194,2.07553333333,4.19513333333,2.45006666667,2.02053333333,4.0008
422.94,2.179,3.32506666667,2.1096,3.62606666667,2.08446666667,4.203,2.46253333333,2.03033333333,4.012
423.30,2.18573333333,3.31886666667,2.09753333333,3.63153333333,2.08686666666,4.194,2.45066666667,2.03333333333,4.00606666667
423.66,2.19353333333,3.31966666667,2.09726666667,3.6446,2.09013333333,4.19233333333,2.44953333333,2.048,4.0212
424.01,2.21773333333,3.3376,2.11846666667,3.6666,2.11773333333,4.2136,2.46806666667,2.06793333333,4.0506
424.37,2.2408,3.35493333333,2.1386,3.67993333333,2.13666666667,4.22986666667,2.48793333333,2.09566666667,4.0674
424.73,2.23726666667,3.34553333333,2.13413333333,3.67066666667,2.13306666667,4.22906666667,2.4848,2.09553333334,4.05833333333
425.08,2.2424,3.34653333333,2.14093333333,3.6784,2.1328,4.228,2.488,2.09806666667,4.06453333333
425.44,2.25073333333,3.34086666667,2.1404,3.67946666667,2.13293333333,4.2238,2.4844,2.09913333333,4.06233333333
425.80,2.26066666667,3.35906666667,2.14773333333,3.69266666667,2.1416,4.2296,2.4932,2.10866666667,4.07353333334
426.16,2.25526666667,3.36386666667,2.148,3.6928,2.14866666667,4.23213333333,2.5018,2.11473333333,4.078
426.51,2.2492,3.36973333333,2.144,3.69853333333,2.15253333333,4.23133333333,2.50286666667,2.11513333333,4.07926666667
426.87,2.27173333333,3.38753333333,2.15986666667,3.71553333333,2.16826666667,4.24573333333,2.51493333333,2.13093333333,4.0898
427.23,2.2704,3.38606666667,2.1596,3.7086,2.1548,4.2456,2.50893333333,2.1204,4.08546666667
427.58,2.25193333333,3.36173333333,2.13,3.68646666667,2.13766666667,4.2364,2.4876,2.09673333333,4.0606
427.94,2.24033333333,3.3472,2.11126666667,3.6706,2.11573333334,4.22073333333,2.467,2.0844,4.03873333333
428.30,2.23153333333,3.34246666667,2.093,3.6638,2.09486666667,4.2164,2.4428,2.0624,4.02293333333
428.65,2.23953333333,3.3668,2.10093333333,3.68333333333,2.10506666667,4.23433333333,2.4578,2.0744,4.044
429.01,2.23526666667,3.36693333333,2.09906666667,3.68593333333,2.1218,4.24153333333,2.45246666667,2.08946666667,4.04833333333
429.37,2.21826666666,3.36106666666,2.0956,3.6852,2.12113333333,4.2428,2.44373333333,2.08206666667,4.0406
429.72,2.22066666667,3.35573333333,2.08406666667,3.70153333333,2.12313333333,4.2512,2.44746666667,2.09686666667,4.05653333333
430.08,2.25,3.37973333333,2.10466666666,3.72506666667,2.15386666667,4.2826,2.46373333333,2.13,4.0876
430.44,2.26693333333,3.37766666667,2.10806666666,3.7278,2.16473333333,4.29526666667,2.4682,2.14393333333,4.08713333333
430.79,2.23593333333,3.34886666667,2.07273333333,3.70506666667,2.14553333333,4.27426666667,2.44946666667,2.12006666667,4.0608
431.15,2.24186666667,3.36873333333,2.07326666667,3.72046666667,2.15793333333,4.29066666667,2.461,2.13466666667,4.07166666667
431.50,2.27593333333,3.4086,2.09913333333,3.74526666667,2.17926666667,4.316,2.48873333333,2.16773333333,4.10226666667
431.86,2.27946666667,3.41966666667,2.10773333333,3.7604,2.18846666667,4.3302,2.492,2.17586666667,4.11673333333
432.22,2.26446666667,3.40526666667,2.08866666667,3.75086666667,2.18273333333,4.31,2.4832,2.1658,4.105
432.57,2.2828,3.416,2.1012,3.77266666667,2.19986666667,4.32233333334,2.49,2.17786666667,4.11853333333
432.93,2.29306666667,3.4164,2.09726666667,3.76566666667,2.19546666667,4.3148,2.49386666667,2.17793333333,4.1134
433.29,2.30566666667,3.41993333333,2.10513333333,3.77133333333,2.19633333333,4.3216,2.49566666667,2.1836,4.11706666667
433.64,2.31986666667,3.43666666667,2.12646666667,3.77913333333,2.21453333333,4.33666666667,2.50553333333,2.19713333333,4.12433333333
434.00,2.3156,3.42246666667,2.1226,3.76946666667,2.20393333334,4.3214,2.4902,2.18593333334,4.1088
434.35,2.32393333333,3.43146666667,2.12766666667,3.77466666667,2.2008,4.3202,2.4874,2.18226666667,4.11573333333
434.71,2.3506,3.44966666666,2.14633333333,3.7906,2.21666666667,4.33786666667,2.4938,2.19226666667,4.1314
435.07,2.363,3.45333333333,2.1576,3.79946666667,2.22773333333,4.34253333333,2.5006,2.20153333333,4.14333333333
435.42,2.36066666667,3.4456,2.15406666667,3.7964,2.22766666667,4.331,2.49613333333,2.1944,4.14633333333
435.78,2.36173333333,3.44113333333,2.14273333333,3.7922,2.21926666667,4.3148,2.48633333333,2.1814,4.14386666667
436.13,2.37506666667,3.44346666667,2.15553333333,3.7958,2.22026666667,4.318,2.48773333333,2.188,4.15386666667
436.49,2.31626666667,3.39066666667,2.10593333333,3.72973333333,2.1718,4.2608,2.43806666667,2.1446,4.1102
436.84,2.30266666667,3.37933333333,2.09626666667,3.7338,2.16506666667,4.2626,2.42053333333,2.13333333333,4.10306666666
437.20,2.29726666667,3.3754,2.0748,3.72546666667,2.15226666666,4.26093333333,2.4166,2.13133333333,4.0956
437.56,2.2636,3.34053333333,2.0322,3.69073333333,2.10926666667,4.2182,2.37353333333,2.0982,4.05533333333
437.91,2.25946666667,3.34473333333,2.01326666667,3.68753333334,2.1068,4.23093333333,2.37053333333,2.09413333333,4.04833333333
438.27,2.2336,3.3274,1.99373333333,3.67246666667,2.09666666666,4.22306666667,2.3602,2.083,4.0312
438.62,2.20113333333,3.29106666667,1.95773333333,3.64446666667,2.07133333333,4.19086666667,2.33346666667,2.06126666667,4.00273333333
438.98,2.19586666667,3.29186666667,1.955,3.6372,2.06506666667,4.18433333333,2.32686666667,2.05506666667,3.9974
439.33,2.19933333333,3.28893333333,1.9628,3.6544,2.07686666667,4.1964,2.33626666667,2.06146666667,3.99593333333
439.69,2.1972,3.29306666667,1.97033333334,3.65553333333,2.08033333333,4.20946666667,2.34786666667,2.07533333333,3.996
440.04,2.1994,3.30126666667,1.973,3.66066666667,2.089,4.21533333333,2.351,2.08273333333,3.99886666667
440.40,2.2404,3.33573333333,2.0052,3.70126666667,2.11613333334,4.2498,2.38,2.11286666667,4.02293333333
440.75,2.24786666667,3.34466666667,2.01186666667,3.70686666667,2.1178,4.25026666667,2.38786666667,2.11393333333,4.02726666667
441.11,2.2452,3.33946666667,2.01173333333,3.70906666667,2.12253333333,4.24133333333,2.3836,2.111,4.03286666667
441.47,2.2638,3.35653333333,2.02786666667,3.7282,2.14353333333,4.2624,2.408,2.1286,4.05766666667
441.82,2.25733333333,3.34413333333,2.02333333333,3.71813333333,2.13546666667,4.24573333333,2.40213333333,2.1228,4.0528
442.18,2.26773333333,3.35233333333,2.0292,3.72686666667,2.142,4.25266666667,2.4042,2.12933333333,4.0608
442.53,2.29633333333,3.38333333334,2.05866666667,3.75,2.1672,4.2832,2.43313333333,2.15406666666,4.08413333333
442.89,2.288,3.37486666667,2.04693333333,3.7538,2.16053333333,4.28226666667,2.42666666667,2.1492,4.07653333333
443.24,2.28053333333,3.37726666667,2.03306666667,3.7378,2.1406,4.27053333333,2.41666666666,2.13333333333,4.0762
443.60,2.27566666667,3.3738,2.02166666667,3.73053333333,2.1364,4.25893333333,2.41086666667,2.13,4.06813333333
443.95,2.2718,3.3768,2.0198,3.72326666667,2.1286,4.261,2.40286666667,2.12793333333,4.06573333333
444.31,2.25406666667,3.36286666667,1.9996,3.7012,2.11113333333,4.24213333333,2.3902,2.11646666667,4.06313333333
444.66,2.25053333333,3.3638,1.98946666667,3.69326666667,2.1086,4.24686666667,2.37806666667,2.11386666667,4.06026666667
445.02,2.2486,3.37,1.99013333333,3.6866,2.10233333333,4.25273333333,2.37046666666,2.11426666666,4.05373333333
445.37,2.2446,3.36386666667,1.9878,3.67386666667,2.09473333333,4.2478,2.36646666667,2.1056,4.0572
445.72,2.2396,3.3634,1.988,3.67766666667,2.086,4.24333333333,2.36006666667,2.09993333333,4.057
446.08,2.23873333333,3.36073333333,1.981,3.66993333333,2.07866666667,4.2362,2.35633333334,2.09666666667,4.05486666667
446.43,2.2302,3.3564,1.973,3.6654,2.0646,4.22526666667,2.3466,2.0922,4.04966666667
446.79,2.24386666667,3.3676,1.98466666667,3.67213333333,2.07866666667,4.23613333334,2.35553333333,2.105,4.06113333334
447.14,2.2462,3.36633333334,1.98906666667,3.67126666667,2.0814,4.2434,2.3586,2.11286666667,4.05626666667
447.50,2.2382,3.35686666667,1.98266666667,3.6604,2.0672,4.22926666667,2.342,2.10373333334,4.0542
447.85,2.23353333333,3.34753333333,1.9772,3.65633333333,2.06633333333,4.21766666667,2.34,2.09846666667,4.05266666667
448.21,2.228,3.33833333333,1.96186666667,3.6528,2.05966666666,4.2136,2.327,2.08946666667,4.03726666667
448.56,2.24173333333,3.3458,1.96933333333,3.6604,2.0654,4.21606666667,2.3394,2.10073333333,4.0472
448.92,2.25026666666,3.3402,1.97253333333,3.66326666667,2.07626666667,4.21173333334,2.3446,2.10893333333,4.05266666667
449.27,2.27206666667,3.3574,1.99013333333,3.68693333333,2.10266666667,4.22926666667,2.35513333333,2.13186666667,4.06673333333
449.62,2.3014,3.37433333333,2.00606666667,3.70493333333,2.13013333334,4.2532,2.37846666667,2.1536,4.0894
449.98,2.3346,3.39866666667,2.03286666667,3.73966666667,2.1564,4.27826666667,2.40893333333,2.18646666667,4.11433333333
450.33,2.34046666667,3.40493333333,2.0364,3.74146666666,2.1626,4.27686666667,2.40546666667,2.18653333333,4.1212
450.69,2.33146666667,3.3986,2.02893333334,3.72646666667,2.1584,4.27106666667,2.39326666667,2.17653333333,4.1146
451.04,2.35126666667,3.41553333333,2.04926666666,3.75006666667,2.18,4.29,2.40493333333,2.19146666667,4.1328
451.40,2.38906666667,3.44786666667,2.07873333333,3.79026666666,2.21546666666,4.33113333334,2.43773333333,2.223,4.15766666667
451.75,2.41086666667,3.4688,2.10273333333,3.81546666666,2.2418,4.36633333333,2.46093333334,2.24953333333,4.18093333333
452.10,2.43353333333,3.49846666667,2.13673333333,3.8426,2.2694,4.3874,2.4888,2.26993333333,4.2052
452.46,2.4274,3.49173333333,2.14406666667,3.8542,2.27406666667,4.39126666667,2.49386666667,2.2688,4.2056
452.81,2.42506666667,3.49806666667,2.1416,3.85806666667,2.261,4.38713333333,2.49113333333,2.2616,4.20873333333
453.17,2.40786666667,3.48066666667,2.123,3.8462,2.23846666667,4.36966666667,2.47226666667,2.2386,4.18453333333
453.52,2.39326666667,3.46546666667,2.1152,3.83653333334,2.23026666667,4.35686666667,2.46246666667,2.22553333333,4.17226666667
453.87,2.36813333333,3.44773333333,2.0946,3.81633333333,2.21513333333,4.33873333333,2.44093333333,2.19573333333,4.15946666667
454.23,2.3532,3.4338,2.08433333333,3.7974,2.207,4.32986666667,2.4278,2.1834,4.14966666667
454.58,2.35806666667,3.43106666667,2.0802,3.8046,2.2038,4.33166666667,2.434,2.18293333333,4.15966666667
454.93,2.33946666667,3.415,2.053,3.78746666667,2.18786666667,4.31273333333,2.41446666667,2.17086666667,4.14906666667
455.29,2.30453333333,3.38986666667,2.01153333333,3.75646666667,2.1564,4.27566666667,2.38153333333,2.12793333333,4.11993333333
455.64,2.28426666667,3.3756,1.98273333333,3.7276,2.1242,4.2498,2.35633333333,2.10013333333,4.09173333333
456.00,2.2564,3.3484,1.95026666667,3.69506666667,2.09433333333,4.2256,2.32153333333,2.0746,4.07613333333
456.35,2.24573333333,3.33806666667,1.93013333333,3.66886666667,2.07793333333,4.2074,2.30226666667,2.061,4.0704
456.70,2.22933333333,3.31693333333,1.90853333334,3.64673333334,2.0666,4.19793333333,2.28466666667,2.04206666667,4.05013333333
457.06,2.20966666667,3.29786666667,1.881,3.6094,2.03993333333,4.16886666667,2.26006666667,2.02426666667,4.02933333333
457.41,2.2054,3.30986666667,1.8814,3.60926666667,2.03693333333,4.1642,2.2604,2.02573333333,4.0296
457.76,2.2072,3.31153333333,1.88026666667,3.6108,2.03786666666,4.16773333333,2.26073333333,2.03806666666,4.02273333333
458.12,2.2286,3.32453333333,1.89493333333,3.64273333333,2.05313333333,4.18533333333,2.27733333333,2.0638,4.0382
458.47,2.23133333333,3.3314,1.89933333333,3.6512,2.05826666667,4.18926666667,2.2754,2.067,4.03206666667
458.82,2.23513333333,3.33653333333,1.90573333333,3.65186666667,2.06226666667,4.18533333333,2.28313333333,2.073,4.03166666666
459.18,2.2536,3.35293333333,1.9314,3.6688,2.08073333333,4.2006,2.30513333333,2.098,4.05153333333
459.53,2.26133333333,3.36186666667,1.94353333333,3.687,2.0962,4.2046,2.31666666667,2.10753333334,4.0576
459.88,2.29566666666,3.3922,1.97326666667,3.7196,2.1274,4.23386666667,2.3512,2.1366,4.08146666667
460.24,2.31313333333,3.40566666667,1.9912,3.74273333333,2.14533333333,4.249,2.37066666667,2.15453333333,4.0914
