wavelength,Back_SpoCorm,Belly_SpoCorm,Breast_SpoCorm,Crissum_SpoCorm,Crown_SpoCorm,DorTail_SpoCorm,Patch10_SpoCorm,Rump_SpoCorm,Throat_SpoCorm,WingTip_SpoCorm
367.84,5.51243333333,5.561,5.05693333333,5.7472,6.23673333333,7.81136666667,18.5287333333,8.77633333333,5.64980000001,7.291
368.20,5.5356,5.60526666667,5.11046666667,5.82073333333,6.27853333333,7.81926666667,18.5569333333,8.86686666667,5.6674,7.3754
368.56,5.50096666667,5.63113333333,5.13493333333,5.84186666667,6.25806666666,7.84566666667,18.6354666667,8.8742,5.69993333333,7.36183333333
368.93,5.4999,5.59,5.156,5.91546666667,6.3242,7.86563333333,18.6658666667,8.80793333333,5.7178,7.44143333333
369.29,5.56393333333,5.5678,5.2004,5.92533333333,6.37733333334,7.86923333333,18.6212666667,8.791,5.70706666667,7.49383333333
369.65,5.62843333333,5.62566666667,5.2336,5.94253333333,6.43119999999,7.84773333333,18.6444666667,8.8486,5.71433333333,7.4822
370.01,5.6674,5.66366666667,5.28886666667,6.0238,6.48653333333,7.9506,18.7866,8.92593333334,5.83333333333,7.45866666667
370.38,5.60483333334,5.54053333334,5.18,5.86886666667,6.36933333332,7.80163333333,18.7246,8.77279999999,5.7674,7.44846666667
370.74,5.38713333333,5.30046666667,4.9474,5.61006666667,6.11326666667,7.56746666667,18.4698666667,8.47653333334,5.51573333333,7.2036
371.10,5.35863333333,5.272,4.9177,5.52013333333,6.0564,7.5343,18.4162666667,8.32973333334,5.42053333334,7.10876666667
371.46,5.47413333334,5.36446666667,5.02353333333,5.65713333333,6.13286666667,7.57583333333,18.5088,8.42546666666,5.53940000001,7.2449
371.83,5.4762,5.42406666666,5.1107,5.70926666667,6.18386666667,7.69006666667,18.5666,8.427,5.61833333333,7.2853
