wavelength,Back_SpoCorm,Belly_SpoCorm,Breast_SpoCorm,Crissum_SpoCorm,Crown_SpoCorm,DorTail_SpoCorm,Patch10_SpoCorm,Rump_SpoCorm,Throat_SpoCorm,WingTip_SpoCorm
211.03,123.1775,125.1714,149.439366667,119.5638,159.252266667,165.0779,127.1028,125.109066667,132.336466667,151.4019
211.41,110.920566667,109.523866667,135.936366667,109.27,150.222266667,155.460233333,118.2858,114.285666667,122.158733333,137.1111
211.79,109.8485,109.924333333,141.477233333,107.348533333,154.242333333,164.7349,118.106066667,111.0606,119.697,141.212233333
212.17,122.747733333,125.045066667,155.495566667,119.639666667,171.711733333,188.8739,132.6126,119.639533333,137.387266667,159.4596
212.55,117.356333333,127.931,159.195366667,124.942333333,179.4252,198.563166667,137.471266667,119.885,150.6896,171.4369
212.92,127.189466667,139.084933333,172.4837,132.0262,201.568466667,220.784266667,143.660066667,134.379066667,162.614333333,184.7714
213.30,109.533333333,126.666666666,155.8,120.8,195.466666667,205.533333333,126.533333333,120.8,162.8,170.533333333
213.68,127.936466667,154.9206,175.634866667,145.3968,226.3492,251.111133333,146.666666667,133.3334,188.571466667,202.857166667
214.06,116.462466667,142.7212,167.074766667,137.959133333,210.068066667,225.034,140.136133333,130.884466667,177.006866667,178.435333333
214.44,112.9545,147.121266667,178.7879,148.333333333,223.6364,240.075733333,144.393933333,136.8182,189.394,187.5758
214.81,91.4892666666,121.418333333,158.510733334,127.0922,197.5886,213.5462,123.971666667,122.2694,166.099333333,166.4539
215.19,86.5941333333,132.173866667,154.637933333,124.057933333,197.971133333,205.7246,128.116066666,112.7538,168.8406,169.999933333
215.57,92.8735666666,136.436666667,150.172333334,125.517066667,175.977066667,181.551733333,130.114933333,109.0804,159.540066667,165.3449
215.95,94.0539999999,125.945866667,138.288333333,121.171133333,156.756733333,160.675633333,121.7116,108.378266667,147.387466667,145.135
216.32,90.9661333333,123.091733333,141.255933333,121.449333333,157.198133333,164.1063,118.744,106.376866667,149.178933333,152.753566667
216.70,95.5405333333,119.999933333,138.513566667,113.153266667,151.801866667,160.180366667,119.279466667,103.243266666,137.837866667,147.837766667
217.08,100.3332,124.952333333,143.0,118.762,152.857,161.142833333,129.809533333,105.3334,144.000066667,150.476166667
217.46,124.885033333,156.7816,177.586233333,150.4598,181.034666667,195.4598,159.080533333,127.356333333,165.977,179.7702
217.83,107.512533333,140.596933333,161.691466667,133.3334,161.4926,167.015033333,140.199,119.701466667,147.4626,157.412866667
218.21,112.760466667,151.354,165.572866667,139.687533333,169.7918,178.645966667,144.583266667,123.854066667,154.2708,172.7602
218.59,109.364966667,139.8942,157.037033333,130.370466666,160.211666667,163.2276,137.354533333,115.767133334,143.7038,157.989433333
