wavelength,Back_DigCyam,Belly_DigCyam,Breast_DigCyam,Crissum_DigCyam,Crown_DigCyam,DorTail_DigCyam,Patch10_DigCyam,Rump_DigCyam,Throat_DigCyam,WingTip_DigCyam
572.49,11.9758,11.6130666667,12.2441333333,10.8182666667,15.9726,7.8034,4.8428,9.6332,12.0400666667,9.52679999999
572.83,11.9371333333,11.5882,12.1916666667,10.8034666667,15.919,7.7894,4.8282,9.6204,12.0086,9.51393333333
573.17,11.8963333333,11.5519333333,12.1630666667,10.7816666667,15.8748,7.7722,4.78813333333,9.58880000001,11.9722666667,9.47733333333
573.51,11.9155333334,11.5722,12.2046,10.802,15.88,7.8008,4.8192,9.62046666667,11.9864666667,9.50933333333
573.85,11.9002,11.5664,12.1955333334,10.8127333333,15.8796,7.81993333333,4.8386,9.63133333333,12.0005333333,9.52346666667
574.19,11.8969333333,11.5456666667,12.1810666667,10.8079333333,15.8378,7.81593333333,4.84486666667,9.61586666667,11.9672,9.51426666667
574.53,11.9474666667,11.5926,12.235,10.8753333333,15.8659333333,7.87333333333,4.9144,9.68426666667,12.0258666667,9.56913333333
574.87,11.9436,11.6051333333,12.2291333333,10.891,15.881,7.88773333333,4.93753333333,9.69160000001,12.0662,9.58653333335
575.21,11.9743333333,11.6335333333,12.2694666667,10.9249333333,15.9192,7.95273333333,4.99813333333,9.73559999999,12.1033333333,9.64080000001
575.55,11.9674,11.6262666667,12.2709333333,10.9296,15.883,7.9704,4.99366666667,9.71053333334,12.1076,9.65266666665
575.89,11.9808666667,11.6506,12.2692666667,10.9302,15.8710666667,7.98813333333,5.01306666667,9.72600000001,12.1542,9.66059999999
576.22,11.9855333333,11.6719333334,12.2627333333,10.9531333333,15.8726,8.0484,5.03866666667,9.74613333333,12.1672,9.67206666667
576.56,11.9489333333,11.6453333333,12.2365333333,10.9376,15.8344,8.05113333333,5.0412,9.71186666666,12.1458,9.66239999999
576.90,11.8840666667,11.5807333333,12.1696666667,10.8754666667,15.7519333333,8.01726666667,5.0252,9.67273333333,12.0850666667,9.61346666666
577.24,11.8429333333,11.5424,12.1058666667,10.8323333333,15.6961333333,8.01993333333,5.0056,9.62939999999,12.0626,9.60600000001
577.58,11.8198,11.4862666667,12.0420666667,10.7942,15.6072666667,7.97586666667,4.97393333333,9.59126666667,12.0234,9.57326666667
577.92,11.7415333333,11.4322,11.975,10.7278666667,15.5220666667,7.92486666667,4.92453333333,9.52393333333,11.9630666667,9.53019999999
578.26,11.6823333333,11.3769333333,11.8921333333,10.6516666667,15.4558,7.86726666667,4.882,9.47480000001,11.9107333333,9.48786666665
578.60,11.6524666667,11.3661333333,11.8598666667,10.6398666667,15.4101333333,7.85313333333,4.87353333333,9.45026666667,11.8598666667,9.49146666667
578.94,11.6032666667,11.3195333333,11.7684,10.5948,15.3266666667,7.79053333333,4.82593333333,9.37659999999,11.8061333334,9.46480000001
579.28,11.5491333333,11.2672666667,11.6854,10.5322666667,15.2576666667,7.74446666667,4.79566666667,9.34426666667,11.7328,9.44406666667
579.61,11.5614666667,11.2599333333,11.6779333333,10.5425333333,15.2598666667,7.75726666667,4.84246666667,9.34679999999,11.7114666667,9.47106666667
579.95,11.5293333333,11.2148666667,11.6603333333,10.5025333333,15.2124,7.73546666667,4.83986666667,9.31186666667,11.6875333333,9.46700000001
580.29,11.5325333333,11.2228,11.6811333333,10.5110666666,15.2064,7.73673333333,4.84853333333,9.32519999999,11.699,9.4758
580.63,11.5736,11.2865333333,11.7063333333,10.5748666667,15.2371333333,7.78306666667,4.90193333333,9.36840000001,11.7379333333,9.52486666667
580.97,11.5119333333,11.2144,11.6491333333,10.5302,15.1512,7.73346666667,4.8666,9.31546666667,11.6771333333,9.47246666667
581.31,11.5246,11.2804666667,11.7042666667,10.5641333333,15.1996666667,7.8098,4.93186666667,9.35313333334,11.6986666667,9.52846666668
581.65,11.5216,11.2803333333,11.6894666667,10.5902,15.1853333333,7.81026666667,4.9818,9.35293333333,11.7123333333,9.55320000001
581.98,11.4830666667,11.2514666667,11.6708,10.5687333333,15.1317333333,7.81086666667,4.97886666667,9.30886666666,11.6751333333,9.53086666667
582.32,11.4676666667,11.1892,11.6334,10.5512666667,15.1269333333,7.829,4.982,9.29993333333,11.6496,9.52226666667
582.66,11.4912,11.2284,11.6634666667,10.5864666666,15.1409333333,7.86526666667,5.04073333333,9.32206666666,11.6992666667,9.56686666665
583.00,11.5422666667,11.2716666667,11.7049333333,10.6468,15.1708666667,7.92026666667,5.1222,9.37199999999,11.8,9.62213333334
583.34,11.4595333333,11.2175333333,11.6592666667,10.6216666667,15.0826,7.8812,5.07433333333,9.29773333333,11.7792666667,9.58260000001
583.68,11.4252,11.1708666667,11.5854,10.6104666667,15.0185333333,7.8694,5.03593333333,9.26266666667,11.7332,9.56053333335
584.01,11.372,11.1183333333,11.5108666667,10.5754,14.9691333334,7.8616,5.01833333333,9.21306666666,11.7137333333,9.55393333333
584.35,11.3489333333,11.08,11.5114,10.5407333333,14.9126666667,7.8376,5.01026666667,9.17773333333,11.7174,9.56913333333
584.69,11.3491333333,11.0996666667,11.5145333333,10.5728666667,14.9269333333,7.84373333333,5.03393333333,9.18653333334,11.7332,9.59866666666
585.03,11.3304,11.0446666667,11.4659333333,10.5432,14.8671333333,7.8176,5.0044,9.15446666667,11.7150666667,9.5886
585.37,11.4050666667,11.0988666667,11.5097333333,10.584,14.9148,7.8932,5.03533333334,9.22506666667,11.7732666667,9.63626666665
585.70,11.4050666667,11.0827333333,11.4956,10.5881333333,14.8970666666,7.9048,5.02106666667,9.22233333333,11.7755333333,9.6314
586.04,11.2946,10.9546666667,11.3460666666,10.477,14.7223333333,7.77946666667,4.87586666667,9.0984,11.6492,9.50566666667
586.38,11.1822666667,10.8514666667,11.2622666667,10.4081333333,14.6428,7.71946666667,4.79306666667,9.029,11.5568,9.4286
586.72,11.2756666667,10.9588,11.3886,10.5611333333,14.767,7.82573333333,4.8952,9.12586666666,11.6036,9.5694
587.06,11.2746,10.9506666667,11.3746,10.5599333333,14.7529333333,7.85226666667,4.92346666667,9.14900000001,11.5668666667,9.62226666667
587.39,11.3282,11.0424,11.4385333333,10.6134,14.8138,7.90533333333,5.0088,9.20393333333,11.6498666667,9.7192
587.73,11.3786,11.0661333333,11.4698666667,10.6334666667,14.8266666667,7.90853333333,5.04926666667,9.22699999999,11.6503333333,9.76300000001
588.07,11.3388666667,11.0384666667,11.3922,10.6162,14.7927333333,7.88993333333,5.01353333333,9.16733333334,11.5946,9.73906666667
588.41,11.3512,11.0606666667,11.3907333333,10.6016666667,14.7622666667,7.92446666667,5.0252,9.189,11.6244666667,9.79033333334
588.74,11.3678,11.0861333333,11.4383333333,10.6468666667,14.7855333333,7.96486666667,5.06806666666,9.22273333334,11.6801333333,9.82613333332
589.08,11.3102666667,11.0509333333,11.3977333333,10.6253333333,14.7588,7.93506666667,5.03906666666,9.17159999999,11.6558,9.80806666667
589.42,11.2557333333,11.0305333333,11.3598,10.5812666667,14.7127333333,7.904,5.016,9.13039999999,11.6388,9.81066666667
589.76,11.3014,11.094,11.4496,10.6556,14.7834,8.00206666667,5.13586666667,9.212,11.7246,9.92420000001
590.09,11.3989333333,11.129,11.4806666667,10.7140666667,14.8073333333,8.05986666667,5.2042,9.28633333333,11.8129333333,9.99293333333
590.43,11.238,10.9616666667,11.3102666667,10.5014,14.6413333334,7.94346666667,5.0684,9.14506666667,11.7006666667,9.82400000001
590.77,11.1519333333,10.8773333333,11.2227333334,10.4178666667,14.5704666667,7.86213333333,4.96826666667,9.04326666666,11.6426,9.71540000001
591.11,11.0519333333,10.7934666667,11.125,10.3492666667,14.4724,7.77646666667,4.87666666667,8.94673333334,11.547,9.61546666665
591.44,11.0362,10.7905333333,11.0985333333,10.3687333333,14.4411333333,7.81206666667,4.88606666667,8.93446666666,11.5464666666,9.62506666665
591.78,11.1134666667,10.853,11.1772666667,10.4698666667,14.4981333333,7.92086666667,4.97966666667,9.05686666667,11.6500666667,9.7294
592.12,11.1064,10.8518666667,11.1638,10.4638,14.4991333333,7.928,4.98566666667,9.03013333334,11.6313333333,9.71213333335
592.46,11.0847333333,10.8146666667,11.1047333333,10.4186,14.4521333333,7.9196,4.94986666667,9.00206666667,11.5856,9.70126666665
592.79,11.0768666667,10.798,11.0824,10.4142,14.4248,7.9368,4.9266,8.97733333333,11.5988,9.71020000001
593.13,11.0597333333,10.7903333333,11.0837333334,10.4368666667,14.422,7.94773333334,4.96773333333,8.98693333333,11.6143333333,9.71893333334
593.47,11.0396666667,10.781,11.0406666667,10.3984,14.3881333333,7.9092,4.95246666667,8.96200000001,11.5922,9.67379999999
593.80,10.9080666667,10.6875333333,10.9438,10.2724666667,14.2970666667,7.8196,4.84153333333,8.8366,11.4688666667,9.58293333334
594.14,10.8936666667,10.6726,10.9116666667,10.2697333333,14.2596666667,7.8126,4.81866666667,8.83766666667,11.4304,9.60173333334
594.48,10.9356,10.7031333334,10.9486666667,10.2862,14.273,7.84933333333,4.84866666667,8.88166666667,11.4512666667,9.66460000001
594.81,10.9954666667,10.7373333333,11.0174666667,10.3421333333,14.3492666667,7.93773333333,4.91293333333,8.95813333333,11.5297333333,9.76826666667
595.15,11.0055333334,10.7229333333,10.9898,10.3344666667,14.3326666667,7.916,4.90326666667,8.95240000001,11.5346666667,9.74826666667
595.49,10.9573333333,10.6948,10.9424,10.2892,14.3172,7.8914,4.874,8.91786666666,11.4805333333,9.71360000001
595.82,11.0157333333,10.7378666667,10.9923333333,10.3637333333,14.3711333333,7.9488,4.92186666667,8.98673333334,11.5176666667,9.78033333333
596.16,11.014,10.7738,11.013,10.3944666667,14.3887333333,7.96686666667,4.95506666667,8.99773333332,11.5190666667,9.79073333333
596.50,10.9964,10.7561333333,10.9994,10.3772666667,14.3669333333,7.9666,4.95573333333,8.98626666667,11.4702666667,9.77559999999
596.83,10.988,10.7288,10.9448666667,10.3464666667,14.3247333333,7.94713333333,4.90486666667,8.95826666667,11.4354,9.7586
597.17,11.0015333333,10.7770666666,11.0039333333,10.4058666667,14.3659333333,8.0244,4.9408,8.98240000001,11.4652666667,9.83266666666
597.51,11.0675333333,10.8576,11.0798,10.4766666667,14.4232,8.12026666667,5.0386,9.07326666666,11.5262666667,9.91520000001
597.84,11.1061333333,10.8812666667,11.0642666667,10.5068666667,14.4135333333,8.1428,5.0778,9.08980000001,11.5532,9.93813333332
598.18,11.1001333333,10.8703333333,11.0396,10.5163333333,14.3863333333,8.15833333333,5.10106666667,9.09899999999,11.5638,9.939
598.52,11.0742666667,10.837,11.0083333333,10.4938,14.3353333333,8.12746666667,5.07693333333,9.08253333334,11.5265333333,9.9124
598.85,11.0442666667,10.8238666667,11.0048666667,10.4951333333,14.3101333333,8.14126666667,5.07286666667,9.09426666667,11.528,9.94280000001
599.19,11.0481333333,10.8302666666,11.0161333333,10.4914,14.2580666667,8.134,5.06553333333,9.05026666667,11.5354666667,9.95526666667
599.53,10.9772666667,10.7815333334,10.9599333333,10.4740666667,14.2081333333,8.1018,5.05653333333,9.00333333333,11.5252,9.93073333333
599.86,10.9325333333,10.7212,10.9028,10.4534,14.1859333333,8.0642,5.0064,8.98266666666,11.4956666667,9.92506666667
600.20,10.9318666667,10.7238666667,10.8923333333,10.4623333333,14.1776,8.04326666667,5.0294,8.98846666667,11.502,9.94713333334
600.53,10.9801333333,10.7576666667,10.9306666667,10.5197333333,14.1936,8.08426666667,5.09193333333,9.031,11.5257333333,10.0082
600.87,11.0507333333,10.7916,10.9432,10.5588666667,14.217,8.13326666667,5.14113333333,9.09473333333,11.5892666667,10.0744
601.21,11.0453333333,10.7830666667,10.8905333333,10.563,14.1831333333,8.12613333333,5.11993333333,9.06800000001,11.5767333333,10.0656
601.54,11.0180666667,10.7557333333,10.8826666667,10.5654666667,14.1842,8.12886666667,5.12686666667,9.04626666667,11.5950666667,10.0644666667
601.88,11.0414,10.7986,10.8942,10.5830666667,14.2215333334,8.13533333333,5.137,9.0602,11.5975333333,10.0885333333
602.21,11.0022,10.7395333333,10.8401333333,10.5202666667,14.16,8.11873333333,5.11446666667,9.0174,11.5543333333,10.0704
602.55,11.0358,10.7662666667,10.8666,10.5444,14.2115333333,8.14793333333,5.15333333333,9.03326666667,11.5791333333,10.0996666667
602.88,11.0406,10.7398,10.8268666667,10.5398666666,14.2339333333,8.17366666667,5.14006666667,9.0516,11.5888,10.1138666667
603.22,11.0218666667,10.7248,10.8088,10.4936666667,14.1862666667,8.17186666667,5.10673333333,9.03513333333,11.5629333333,10.0909333333
603.56,11.0418666667,10.7463333333,10.8285333333,10.4928,14.1376666667,8.1866,5.12653333333,9.02886666667,11.5605333333,10.1131333333
603.89,11.0063333333,10.7194,10.805,10.4636666667,14.1164,8.17553333333,5.10533333333,9.00933333333,11.5421333333,10.0992666667
604.23,10.9462,10.6879333333,10.7820666667,10.4114,14.0882666667,8.1586,5.06393333333,8.9874,11.5076,10.0931333333
604.56,10.8711333333,10.6318,10.7002666667,10.3575333333,14.0122666667,8.071,4.99086666667,8.93719999999,11.4314,10.0238
604.90,10.8068666667,10.5854666667,10.668,10.3234666667,13.9613333333,8.0372,4.9572,8.91039999999,11.3936666667,10.0046
605.23,10.8174,10.616,10.6976,10.3349333333,13.9765333334,8.0876,4.97566666667,8.93479999999,11.3940666667,10.0608
605.57,10.7809333334,10.6029333333,10.7165333333,10.3446666667,13.9484666666,8.11,4.977,8.91986666667,11.3856,10.0674666667
605.90,10.7928666667,10.6652666667,10.7324666667,10.396,13.9559333333,8.15486666667,4.99766666667,8.92099999999,11.4079333334,10.0828666667
606.24,10.7371333333,10.6213333333,10.6903333333,10.3404,13.8802,8.12673333333,4.95666666666,8.8776,11.3452666667,10.0738
606.58,10.6696,10.5750666667,10.6449333333,10.3013333333,13.8185333333,8.07473333333,4.9522,8.83746666667,11.2876,10.0586666667
606.91,10.6106,10.5043333333,10.5675333333,10.2404,13.7252666667,8.0072,4.918,8.79033333333,11.2191333334,10.0344
607.25,10.5434666667,10.4147333333,10.4632,10.1546666667,13.6944666667,7.9574,4.89086666667,8.7174,11.165,9.98826666667
607.58,10.5103333333,10.3870666667,10.4255333333,10.1370666667,13.6242666667,7.96233333333,4.8702,8.70366666667,11.1478666667,10.0058666667
607.92,10.5007333333,10.3717333334,10.3894666666,10.1282,13.5804,7.95586666667,4.90933333333,8.67373333333,11.1371333333,9.99760000001
608.25,10.4486666667,10.3374,10.3564,10.0753333333,13.4952666667,7.94613333333,4.91626666667,8.6128,11.1096,9.96946666666
608.59,10.4218666667,10.3032,10.3222666667,10.0473333333,13.4536666667,7.9408,4.9262,8.57026666667,11.064,9.94393333334
608.92,10.3492666667,10.2468,10.2417333333,9.97466666667,13.3472666667,7.87686666667,4.88106666666,8.5212,10.9895333333,9.84786666667
609.26,10.3330666667,10.1866666667,10.1576666667,9.91666666667,13.273,7.83426666667,4.87166666667,8.50033333333,10.9449333333,9.82253333332
609.59,10.2473333333,10.0894,10.079,9.84333333333,13.191,7.7872,4.871,8.48233333333,10.8830666667,9.77840000001
609.93,10.2046,10.0425333333,10.0045333333,9.79820000001,13.1092666667,7.76446666667,4.84573333333,8.4464,10.841,9.72453333333
610.26,10.1559333333,9.98400000001,9.95140000001,9.74753333334,13.0301333333,7.7158,4.8056,8.40193333333,10.8018,9.64946666667
610.60,10.1472666667,9.98413333333,9.97319999999,9.755,13.0198,7.72466666667,4.8216,8.4004,10.7972666667,9.64986666667
610.93,10.1146666667,9.98173333333,9.95213333333,9.74566666667,12.949,7.72113333334,4.83473333333,8.41813333333,10.7846,9.63799999999
611.27,10.1348,10.0187333333,9.95120000001,9.75386666666,12.971,7.74433333334,4.88493333333,8.43646666667,10.8092666667,9.64386666667
611.60,10.1387333333,10.0142,9.93266666665,9.77759999999,12.9604666667,7.76286666667,4.89433333333,8.4498,10.8096,9.63539999999
611.93,10.1496,10.0176666667,9.92353333333,9.79593333333,13.0017333333,7.7734,4.91753333333,8.47833333333,10.8390666667,9.66733333335
612.27,10.1464666667,10.0122,9.91226666668,9.78793333334,12.9665333333,7.75146666667,4.90546666667,8.47053333333,10.8614,9.67646666667
612.60,10.1814,10.0370666667,9.96986666665,9.85706666668,13.0226,7.8024,4.96306666667,8.49433333333,10.9242666667,9.77526666666
612.94,10.0994,9.97693333331,9.93506666667,9.79373333334,12.9931333333,7.77253333333,4.94046666667,8.4064,10.9026666667,9.74906666667
613.27,10.1248666667,10.0134666667,9.96073333334,9.79893333333,13.0018,7.7956,4.93706666667,8.41953333333,10.9361333333,9.76800000001
613.61,10.1475333333,10.0543333333,10.0412666667,9.84993333333,13.0688,7.85666666667,5.0034,8.4594,10.9864666667,9.81680000001
613.94,10.2526,10.16,10.1361333333,9.9512,13.1543333333,7.96213333334,5.09246666667,8.55326666667,11.0892,9.89866666667
614.28,10.2976666667,10.2071333333,10.1463333333,9.99793333335,13.2219333333,8.0192,5.12733333333,8.59553333333,11.1423333333,9.96233333333
614.61,10.3161333333,10.2041333333,10.193,10.0553333333,13.2594666667,8.07266666667,5.15286666667,8.61106666667,11.1843333333,10.0095333333
614.94,10.2362666667,10.1032,10.1238,9.97866666668,13.1706666667,7.9884,5.0734,8.51846666667,11.0877333334,9.92206666667
615.28,10.2292666667,10.0600666667,10.1394666667,9.95466666667,13.1706,7.97353333333,5.06573333333,8.508,11.0832666667,9.94320000001
615.61,10.2830666667,10.0791333333,10.1977333333,9.98013333333,13.1874,8.0516,5.11006666667,8.54666666666,11.1002,9.97393333334
615.95,10.3255333333,10.142,10.2176,10.0083333333,13.2308,8.10493333334,5.18833333333,8.62346666667,11.114,10.0219333333
