wavelength,Back_DigCyam,Belly_DigCyam,Breast_DigCyam,Crissum_DigCyam,Crown_DigCyam,DorTail_DigCyam,Patch10_DigCyam,Rump_DigCyam,Throat_DigCyam,WingTip_DigCyam
363.84,18.3876666667,16.1547333334,19.1809333333,12.216,23.9452,7.1526,4.02726666667,13.6079333333,14.2418,8.2122
364.20,18.3685333333,16.0595333333,19.0635333333,12.1808666667,23.8918666667,7.15973333333,4.01133333334,13.6237333333,14.2096,8.17033333333
364.57,18.3328,16.0113333333,19.0454,12.1850666667,23.8648666667,7.1544,3.96866666667,13.6132,14.159,8.11413333333
364.93,18.3993333333,16.0816666667,19.0872,12.2316,23.9633333333,7.20986666667,4.02226666667,13.6475333333,14.246,8.1704
365.29,18.3852666667,16.0516,19.1136666667,12.2944666667,24.0131333333,7.1986,4.02773333333,13.5824666667,14.2290666667,8.14333333333
365.66,18.4062666667,16.0392,19.0886666667,12.2533333333,24.0085333333,7.17713333333,4.04853333333,13.5186,14.2246,8.15533333333
366.02,18.421,16.0442,19.1452,12.1646,24.0452666667,7.15493333333,4.0742,13.5261333334,14.2398666667,8.17193333333
366.38,18.4755333333,16.0593333333,19.1956666667,12.1574666667,24.1154,7.1794,4.036,13.5734,14.2938,8.13833333333
366.75,18.4564666667,15.997,19.1695333334,12.0872666667,24.1112666667,7.1108,3.9764,13.5047333333,14.241,8.0682
367.11,18.3646,15.9100666667,19.1264666667,12.0159333333,24.0192666667,7.031,3.89066666667,13.4351333333,14.1148,8.00553333333
367.47,18.4019333333,15.8756666667,19.0792,12.0128,24.0632,6.956,3.83773333333,13.5049333333,14.0537333333,8.0042
367.84,18.3894,15.8678,19.1826,12.003,24.0754,6.89973333333,3.78893333333,13.4842666667,14.0144,7.98173333333
368.20,18.3916666667,15.8634666667,19.2675333334,11.9887333333,24.0893333333,6.82033333333,3.73186666667,13.4542666667,14.0255333333,7.93206666667
368.56,18.3907333333,15.8812,19.3338666667,12.0047333333,24.1061333333,6.797,3.76713333333,13.4901333333,14.0651333333,7.958
368.93,18.3706666667,15.8625333334,19.3980666667,12.011,24.1229333333,6.7704,3.785,13.5347333333,14.0346,7.96266666667
369.29,18.2968666667,15.874,19.3514666667,11.9335333333,24.0814,6.65393333334,3.68806666667,13.5505333333,13.9646666667,7.88026666667
369.65,18.2545333333,15.8035333333,19.3434,11.9468666667,24.0746666667,6.57893333333,3.59073333333,13.5196666667,13.9375333333,7.79266666666
370.01,18.2327333333,15.7360666667,19.2830666666,11.9994,24.0069333333,6.60486666667,3.53066666667,13.4801333333,13.9294666666,7.7348
370.38,18.1865333333,15.7197333333,19.2444,12.0258,23.9438666667,6.62693333333,3.58733333333,13.4781333334,13.9045333333,7.72873333334
370.74,18.1760666667,15.7447333334,19.2353333333,12.0258666667,23.9049333333,6.63426666667,3.58506666667,13.4066666667,13.8857333334,7.74686666667
371.10,18.2182,15.7883333333,19.2702,12.095,23.9366,6.70146666667,3.6276,13.4644666667,13.9902,7.7826
371.46,18.2195333333,15.8339333333,19.2980666667,12.1620666667,23.9486,6.74653333333,3.7208,13.4125333333,14.057,7.8534
371.83,18.1777333333,15.8306,19.1637333333,12.1183333333,24.0064,6.72893333333,3.72406666667,13.3998,14.0116,7.85086666667
372.19,18.2822,15.9868,19.2162666667,12.2625333333,24.0571333333,6.8836,3.87206666667,13.5140666667,14.0942,7.99506666667
372.55,18.3057333333,15.9934,19.1998666667,12.2925333333,24.1396666667,6.8712,3.84733333333,13.5150666667,14.1307333333,7.99633333333
372.92,18.2490666667,15.8775333333,19.1168666667,12.209,24.1007333333,6.76333333333,3.7258,13.3753333333,14.0684,7.84746666667
373.28,18.2418666667,15.832,19.0506,12.1926,24.0236,6.73546666667,3.69133333333,13.299,14.0463333333,7.83333333333
373.64,18.3312,15.8930666667,19.0787333333,12.1807333333,24.1119333333,6.743,3.71806666667,13.2957333333,14.0792666667,7.9012
374.00,18.2846,15.8742666667,19.003,12.1206,24.0488,6.62733333333,3.644,13.2036666667,13.9831333333,7.8182
374.37,18.2024,15.8185333333,18.9845333333,12.0318,24.0292,6.43993333333,3.488,13.0882666667,13.9322666667,7.70626666667
374.73,18.2904,15.8478,19.0345333333,12.0636666667,24.1405333333,6.448,3.5504,13.1776666667,14.0186666667,7.73253333333
375.09,18.4268,16.0098,19.1114,12.1787333333,24.3044,6.55406666667,3.66713333333,13.2755333333,14.0880666667,7.84573333333
375.45,18.5832666667,16.1683333333,19.2904,12.3172666667,24.5364,6.6634,3.71906666667,13.4999333333,14.2457333333,7.91826666667
375.81,18.6692666667,16.2148666667,19.3824,12.4104666667,24.5756666667,6.70366666667,3.75453333333,13.521,14.3413333334,7.92066666666
376.18,18.6507333333,16.1501333333,19.3656666667,12.3498666667,24.5998,6.64646666667,3.7476,13.4433333333,14.3067333333,7.90206666667
376.54,18.7133333333,16.2363333333,19.4765333333,12.3730666667,24.6569333333,6.66506666667,3.80026666667,13.4688,14.3552,7.95273333333
376.90,18.7290666667,16.2964666667,19.5406666667,12.3826,24.6738666667,6.6846,3.79493333333,13.5524666667,14.3469333333,7.9652
377.26,18.8490666667,16.4326,19.6922666667,12.5366666667,24.8512,6.79806666667,3.92106666667,13.7423333333,14.4998,8.0946
377.63,18.7922666667,16.3805333333,19.6579333333,12.5499333333,24.7826,6.74753333334,3.9442,13.7445333333,14.4536666667,8.07446666667
377.99,18.9412666667,16.5256666667,19.8200666667,12.6691333333,25.0281333333,6.825,4.04813333333,13.8436,14.5824,8.18593333333
378.35,19.0131333333,16.5946,19.8516666667,12.7094666667,25.0596,6.9136,4.17966666667,13.9012666667,14.6522,8.2408
378.71,19.0053333333,16.6258666667,19.8492,12.7012,25.0668,6.92533333333,4.21306666667,13.8995333334,14.637,8.2446
379.07,18.908,16.5232666667,19.7898,12.5505333333,24.9908666666,6.8262,4.11173333333,13.7838,14.5638,8.1158
379.44,18.8390666667,16.4356666667,19.6902,12.4217333333,24.8384666667,6.76773333333,4.07773333333,13.6648666667,14.4621333333,8.0236
379.80,18.7711333333,16.3985333333,19.7455333333,12.3745333333,24.8149333333,6.74806666667,4.0666,13.6377333333,14.4372666667,7.9924
380.16,18.694,16.4198,19.7469333333,12.3372,24.7802666667,6.72193333333,4.03786666667,13.6256,14.3954666667,7.94953333333
380.52,18.8093333333,16.5804,19.8272666667,12.4539333333,24.8453333333,6.84206666667,4.12666666666,13.7668666667,14.5086,7.9908
380.88,18.8263333333,16.5702666667,19.7863333333,12.4985333333,24.8329333333,6.828,4.11686666667,13.7452,14.4735333334,7.95513333333
381.24,18.7584666667,16.5482666667,19.8034666667,12.4324,24.7868666667,6.80053333333,4.12073333333,13.681,14.4528,7.93313333333
381.61,18.7040666667,16.5158666667,19.7934666667,12.3425333333,24.7411333333,6.75293333333,4.04346666666,13.6082,14.4145333333,7.8498
381.97,18.6022,16.4185333333,19.6914666667,12.2408,24.6282,6.69506666667,3.95293333333,13.5527333333,14.3406666667,7.77
382.33,18.5352,16.3467333333,19.6192,12.1928,24.5808,6.63273333333,3.85866666667,13.4788,14.2670666667,7.69046666666
382.69,18.4832666667,16.2798666667,19.5961333333,12.1743333333,24.5280666667,6.56713333333,3.73793333333,13.4295333333,14.2464666667,7.622
383.05,18.4456666667,16.2930666667,19.6104,12.1996666667,24.5258,6.52233333333,3.66853333333,13.4556,14.2061333333,7.59993333333
383.41,18.477,16.3237333333,19.6627333333,12.2668666667,24.6156666667,6.5406,3.66866666667,13.4856,14.2204666667,7.63406666667
383.77,18.6110666667,16.4312,19.7332,12.4046,24.7300666667,6.62593333334,3.77613333333,13.5981333333,14.3265333333,7.78433333333
384.14,18.662,16.4803333333,19.7646,12.4572666667,24.8353333333,6.63553333333,3.74706666667,13.648,14.4109333333,7.82366666667
384.50,18.6550666666,16.4342,19.7591333333,12.4624666667,24.8965333333,6.66846666667,3.78333333333,13.6471333333,14.4063333333,7.85566666666
384.86,18.7044666667,16.5248666667,19.8756,12.5528666667,24.9967333333,6.7464,3.889,13.7358666667,14.5238,7.9652
385.22,18.7355333333,16.5411333333,19.8732666667,12.546,25.0228,6.70913333333,3.8184,13.6983333333,14.4898,7.9218
385.58,18.8166666667,16.6184666666,19.9404,12.5958666667,25.1284,6.73053333334,3.8416,13.7342666667,14.561,7.94873333333
385.94,18.9032,16.6863333333,20.041,12.6668666667,25.2000666667,6.78206666667,3.89293333333,13.7869333333,14.6452666667,8.018
386.30,18.9957333333,16.7608666667,20.1576,12.7464,25.3086666667,6.83533333333,3.911,13.8684666667,14.7390666667,8.094
386.66,19.1196666667,16.8906,20.2774,12.8433333333,25.4539333333,6.92486666667,4.01633333334,13.967,14.8484,8.21006666667
387.03,19.2304666667,16.9656666667,20.3848,12.898,25.5342,6.99326666667,4.13213333333,14.0355333333,14.9605333333,8.2864
387.39,19.2329333333,16.9658666667,20.4241333333,12.9092,25.5672666667,6.95373333333,4.11526666666,14.0332666667,14.9453333333,8.2716
387.75,19.2031333333,16.9332666667,20.4137333333,12.8560666667,25.5406,6.8496,4.00633333333,13.9644,14.8720666667,8.17286666667
388.11,19.2003333333,16.878,20.438,12.8607333333,25.5337333333,6.82493333333,3.989,13.9588,14.864,8.11626666667
388.47,19.1660666667,16.8560666667,20.4666,12.8108,25.5062666667,6.7434,3.9148,13.9223333333,14.8269333334,8.05833333333
388.83,19.0905333333,16.7572666667,20.4051333333,12.7116,25.4770666667,6.64053333333,3.82833333334,13.8383333334,14.7523333333,7.96393333333
389.19,19.0336666667,16.6885333333,20.3558666667,12.6829333333,25.4691333333,6.60206666667,3.79546666667,13.8336666667,14.7040666667,7.90253333333
389.55,19.0204666667,16.704,20.3440666667,12.7220666667,25.4894,6.67213333333,3.83773333333,13.8806666667,14.7206,7.94333333333
389.91,18.9763333333,16.625,20.2836666667,12.6721333333,25.4597333333,6.61153333333,3.809,13.8378666667,14.6673333333,7.87726666667
390.27,19.0433333333,16.6843333333,20.3507333333,12.7418666667,25.5172,6.6786,3.8714,13.8918,14.7199333333,7.918
390.63,19.1039333333,16.7475333333,20.4324,12.8272666667,25.6087333333,6.77553333333,3.96246666667,13.9870666667,14.8114666666,7.97626666667
391.00,19.0444,16.6586,20.3795333333,12.7979333333,25.6023333333,6.7456,3.91226666667,13.9432666666,14.7552666667,7.93786666667
391.36,19.0486666667,16.6794,20.3672,12.788,25.6064666667,6.768,3.93,13.9241333333,14.786,7.92526666666
391.72,19.069,16.738,20.4155333333,12.793,25.6521333333,6.80926666667,3.96693333333,13.9577333333,14.8148666667,7.96333333333
392.08,19.0743333333,16.7315333333,20.3826666667,12.7716666667,25.6490666667,6.78686666667,3.9502,13.9634,14.7778666667,7.94573333333
392.44,19.1131333333,16.7887333333,20.4056,12.8244666667,25.6958,6.80053333333,4.00033333333,13.9924,14.7937333333,7.97686666666
392.80,19.1811333333,16.8696666667,20.4274666667,12.8614,25.7098666667,6.8592,4.05073333333,14.0300666667,14.825,8.04886666667
393.16,19.2716,16.9576666667,20.5144,12.9453333333,25.7921333333,6.9418,4.1402,14.1102,14.9154666667,8.1398
393.52,19.2869333333,16.9463333333,20.5438,12.9337333333,25.8118666667,6.94186666667,4.1234,14.0980666667,14.887,8.1396
393.88,19.3186,16.9752,20.5932,12.9406666667,25.8269333333,6.93506666667,4.10813333333,14.0938666667,14.8817333333,8.15486666667
394.24,19.3250666667,16.9856,20.6042,12.9257333334,25.8370666667,6.91186666667,4.14373333333,14.0856666667,14.8690666667,8.1756
394.60,19.2722,16.9378,20.5558,12.8642666667,25.7524,6.79706666667,4.07426666667,14.047,14.7685333333,8.08773333333
394.96,19.3385333333,16.9942,20.6155333333,12.9122666667,25.8111333333,6.82646666667,4.117,14.0614666667,14.8163333333,8.1106
395.32,19.359,17.0275333333,20.648,12.9341333333,25.8567333333,6.845,4.13766666666,14.0974,14.8235333333,8.14453333333
395.68,19.3812666667,17.0267333333,20.6383333333,12.9490666667,25.8632,6.8598,4.15646666667,14.1203333333,14.8614666667,8.1254
396.04,19.4553333333,17.1174,20.7124,13.0292666667,25.9290666667,6.91146666667,4.2358,14.1589333334,14.9286,8.18613333333
396.40,19.4112,17.0312,20.6856,12.9705333333,25.8868666667,6.86073333333,4.17873333333,14.1009333333,14.8828,8.10206666667
396.76,19.4062,17.0407333333,20.7552,12.9875333333,25.9344,6.8672,4.19266666667,14.0950666667,14.9208666667,8.08026666667
397.12,19.3614666667,16.9772666667,20.7169333333,12.9253333333,25.9312666667,6.78973333333,4.1092,14.02,14.8732666667,8.01873333333
397.48,19.3824666667,17.0232666667,20.7674666667,12.9678666667,25.9824,6.77306666667,4.1446,14.0570666667,14.9391333333,8.02446666667
397.84,19.3670666667,17.0499333333,20.7799333333,12.9794,26.0444666667,6.78513333333,4.1662,14.0646,14.9633333333,8.01233333333
398.20,19.3821333333,17.1077333333,20.7936,13.0175333333,26.0913333333,6.82306666667,4.17806666667,14.1065333333,14.9911333334,8.02893333333
398.56,19.4236,17.1862666667,20.8597333333,13.0680666667,26.1801333333,6.8838,4.22206666667,14.1254666667,15.0682,8.0954
398.92,19.4493333333,17.2027333333,20.8698,13.0546666667,26.2086,6.85093333333,4.1826,14.1441333333,15.0704666667,8.08206666667
399.28,19.4122666666,17.1633333333,20.8745333333,13.0333333333,26.1896666667,6.79366666667,4.1218,14.1376666667,15.0890666667,7.99406666667
399.64,19.3469333333,17.1086,20.8209333333,12.9784,26.1708,6.74,4.06833333333,14.0819333333,15.0214666667,7.96153333333
400.00,19.3256,17.0641333333,20.8260666667,12.9093333333,26.1641333333,6.7158,4.0198,14.0122,14.9853333333,7.91193333333
400.36,19.3078666667,17.0630666667,20.8084,12.8504666667,26.1788666667,6.6832,3.98126666667,13.9874,14.9826666667,7.88873333333
400.72,19.3595333333,17.0866,20.7926,12.8651333333,26.2416666667,6.6906,3.97646666667,14.0150666667,15.017,7.90493333333
401.08,19.4305333333,17.1398,20.8508,12.9296666667,26.3277333333,6.73946666667,4.0308,14.0789333333,15.0587333333,7.92853333333
401.44,19.5036,17.1456,20.8886,12.9470666667,26.3557333333,6.76646666667,4.02986666667,14.1226666667,15.0756,7.95093333333
401.80,19.5553333333,17.2127333333,20.9706666667,12.9779333333,26.4214666667,6.79713333333,4.05646666667,14.1734666666,15.1512666667,8.0048
402.16,19.5060666666,17.1453333333,20.9426,12.9226,26.3923333333,6.7162,4.01453333333,14.104,15.1245333333,7.93113333333
402.52,19.4675333333,17.0655333333,20.8972,12.8646666667,26.3576,6.6806,3.9622,14.0691333333,15.0810666667,7.86133333333
402.88,19.4348666667,17.0886666667,20.9098666667,12.8553333333,26.3278666667,6.68713333333,3.9598,14.0643333333,15.068,7.86026666667
403.24,19.4612666667,17.0766666667,20.9132666667,12.8586,26.3469333333,6.71086666667,3.99286666667,14.0590666667,15.0468666667,7.92106666667
403.60,19.5426,17.1409333333,21.0141333333,12.934,26.4239333333,6.76833333333,4.02693333333,14.1182666667,15.1059333333,7.96826666667
403.95,19.5235333333,17.1476666667,21.0251333333,12.9544666667,26.4416,6.7288,3.9866,14.1176666667,15.1097333333,7.96013333333
404.31,19.5278,17.1618666667,21.0340666667,13.0102666667,26.4236666667,6.75626666667,4.03353333333,14.1316,15.1236,8.01406666667
404.67,19.5383333333,17.1494,21.0630666667,13.0265333333,26.4182666667,6.75313333333,4.0374,14.1270666667,15.0938666666,8.0158
405.03,19.5498666667,17.1944666667,21.1233333333,13.0655333333,26.4472,6.7678,4.05833333333,14.1198,15.1388,8.05693333333
405.39,19.5154,17.2205333333,21.1278,13.0380666667,26.4686,6.73866666667,4.03766666667,14.07,15.1536,8.03493333333
405.75,19.4607333333,17.169,21.0754666667,13.0276666667,26.416,6.71186666667,4.01266666667,14.0368666667,15.0896666667,7.9848
406.11,19.5023333333,17.179,21.1176,13.0564,26.4530666667,6.73673333333,4.01613333333,14.0685333333,15.0988,8.01853333333
406.47,19.5568666667,17.2274,21.1708666667,13.1154,26.4638666667,6.777,4.05573333333,14.0692,15.1204,8.06946666667
406.83,19.5618666667,17.2277333333,21.1864666667,13.1296666667,26.5089333334,6.77326666667,4.068,14.0694666667,15.1352,8.0948
407.19,19.5846666667,17.2814666667,21.2181333333,13.1516666667,26.4922666667,6.79793333333,4.1062,14.0734,15.1807333333,8.1136
407.55,19.6101333333,17.3466666667,21.2448666667,13.1908,26.535,6.83346666667,4.1468,14.0884,15.2461333333,8.14693333333
407.90,19.6752,17.3943333334,21.3109333334,13.2475333333,26.5829333333,6.9002,4.24526666667,14.1436666667,15.3066666667,8.20286666667
408.26,19.7114666667,17.4079333333,21.3298666667,13.243,26.6414,6.90266666667,4.23353333333,14.1558666667,15.3233333333,8.20786666667
408.62,19.6697333333,17.3964666667,21.3147333333,13.1957333333,26.632,6.83946666667,4.1706,14.1040666667,15.3039333334,8.1362
408.98,19.6696666667,17.3678,21.2876,13.1698666667,26.5810666667,6.8144,4.1458,14.0928,15.2858666667,8.1108
409.34,19.6796,17.353,21.2774,13.1933333333,26.5945333334,6.81653333333,4.1756,14.1418666667,15.2846,8.10853333333
409.70,19.7566666666,17.4142666667,21.3484666667,13.2282,26.6764666667,6.8752,4.24653333333,14.1849333333,15.349,8.1636
410.06,19.7668666667,17.4352,21.3374,13.216,26.723,6.86326666666,4.23173333333,14.2091333333,15.3794666667,8.17766666667
410.42,19.7165333333,17.4033333333,21.3208,13.1689333333,26.7420666667,6.809,4.21313333333,14.1938,15.3778,8.1632
410.77,19.7368,17.3931333333,21.3369333333,13.1881333333,26.7634,6.8064,4.2276,14.1977333333,15.392,8.14833333333
411.13,19.7395333333,17.3909333333,21.3636666667,13.1846666667,26.8275333333,6.77486666667,4.20893333333,14.2011333333,15.3726666667,8.1426
411.49,19.7042,17.3200666667,21.3306666667,13.1300666667,26.8168,6.6972,4.1646,14.1687333333,15.3069333333,8.09526666667
411.85,19.6781333333,17.2994,21.32,13.0872666667,26.8112666666,6.66,4.12206666667,14.1343333334,15.3054666667,8.05453333333
412.21,19.6636666667,17.2699333333,21.3152666667,13.0752666667,26.7948,6.65746666667,4.1154,14.1068666667,15.2638,8.02
412.57,19.6331333333,17.258,21.2889333333,13.0461333333,26.7789333333,6.64453333333,4.1034,14.0917333333,15.2475333333,8.0262
412.92,19.6332,17.2756,21.3275333333,13.04,26.8062666667,6.64926666667,4.13366666667,14.1216,15.2591333333,8.04453333333
413.28,19.6869333333,17.3107333333,21.3782666667,13.0846,26.8200666667,6.70126666667,4.14973333333,14.1239333333,15.3037333333,8.10026666667
413.64,19.6552666667,17.2694,21.3346666667,13.0745333333,26.7502,6.6662,4.1134,14.111,15.2491333333,8.07553333333
414.00,19.6650666667,17.2676,21.3458,13.0672,26.7464666667,6.6506,4.119,14.0964666667,15.2427333334,8.0302
414.36,19.6909333333,17.2845333333,21.3322666667,13.0884,26.7648,6.66046666666,4.09406666667,14.1053333333,15.2363333333,8.01746666667
414.72,19.7314666667,17.366,21.3787333333,13.1237333333,26.7984666667,6.6982,4.13326666667,14.1347333333,15.2948,8.0838
415.07,19.8280666667,17.4623333333,21.4536666667,13.2100666667,26.9007333333,6.7932,4.19893333333,14.2256666667,15.4107333333,8.16046666666
415.43,19.8440666667,17.4905333333,21.4652,13.2208,26.9100666666,6.80726666667,4.18946666667,14.2352,15.4255333333,8.17013333333
415.79,19.8759333333,17.56,21.4753333333,13.2418666667,26.9666,6.84986666667,4.21213333333,14.2835333333,15.4286666667,8.20813333333
416.15,19.9390666667,17.6268,21.5564666667,13.2999333333,27.056,6.8866,4.23946666667,14.3347333333,15.5066666667,8.26146666667
416.51,20.0005333333,17.6856666667,21.6320666667,13.3864666667,27.1265333333,6.9306,4.27186666667,14.3996666667,15.5539333333,8.30293333333
416.86,20.0441333333,17.7223333334,21.6512666666,13.4284666667,27.1752,6.95273333333,4.27266666667,14.4353333333,15.5856,8.32086666667
417.22,20.0278666667,17.7542666666,21.6783333334,13.4413333333,27.1995333334,6.95166666667,4.28933333333,14.4541333333,15.5815333333,8.3254
417.58,20.0529333333,17.7828666667,21.7117333333,13.4630666666,27.2566,6.96993333333,4.29133333333,14.4721333333,15.618,8.32546666667
417.94,20.0569333333,17.8275333333,21.7630666667,13.4915333333,27.2692,6.9908,4.29726666667,14.4719333333,15.6319333333,8.3426
418.29,20.072,17.8524,21.7727333333,13.5042666667,27.28,7.00126666667,4.32573333333,14.4698,15.6656,8.36066666667
418.65,20.0575333333,17.8348666667,21.7606,13.5166666667,27.2778,7.001,4.32013333333,14.4797333333,15.6728,8.34073333333
419.01,20.0148666667,17.7946666667,21.7177333333,13.4796666667,27.2271333333,6.95913333333,4.28833333333,14.4422666667,15.6382,8.30273333333
419.37,20.0305333333,17.8064666666,21.7444666666,13.4954,27.2408,6.97513333333,4.31626666666,14.4513333333,15.691,8.31353333333
419.73,20.0239333333,17.7846,21.7503333334,13.4915333333,27.2414666667,6.96006666667,4.29953333333,14.4424666667,15.7004666667,8.31066666667
420.08,19.9939333334,17.7755333333,21.7389333333,13.4708,27.2040666667,6.93226666667,4.26866666667,14.4168666667,15.7028666667,8.2768
420.44,20.0229333333,17.8097333333,21.7652,13.4841333333,27.2411333333,6.9692,4.2972,14.4408666667,15.7413333334,8.30073333333
420.80,20.0138,17.8224666667,21.779,13.4904,27.2546,6.969,4.29926666666,14.432,15.7494,8.29433333333
421.16,20.0040666667,17.8052,21.7814,13.4738666667,27.2508,6.95666666667,4.27666666667,14.4096666667,15.7494,8.2716
421.51,20.0324666667,17.8428,21.8127333333,13.5096666667,27.287,6.97953333333,4.29933333333,14.4276666667,15.7941333333,8.31586666667
421.87,20.0385333333,17.8358,21.8202666667,13.5185333333,27.3126,6.98573333333,4.3174,14.4445333334,15.7938,8.32933333333
422.23,20.0613333333,17.8501333333,21.8612666667,13.5364666667,27.3484666667,7.0162,4.3376,14.4734666667,15.8072666666,8.33646666667
422.58,20.0969333333,17.8809333333,21.9059333333,13.5472666667,27.3898,7.01593333333,4.33306666667,14.4931333333,15.8324,8.3404
422.94,20.1163333333,17.9033333333,21.931,13.5657333333,27.4251333333,7.0158,4.34353333333,14.5094,15.8444,8.35226666666
423.30,20.1188666667,17.9269333333,21.9609333333,13.589,27.4586666667,7.02546666667,4.3512,14.5272666667,15.8545333333,8.37146666667
423.66,20.1340666667,17.9536,21.9903333333,13.6162,27.4744,7.0368,4.3794,14.5482,15.8642,8.39033333333
424.01,20.1604,17.9835333333,22.0300666667,13.6524666667,27.531,7.07766666667,4.42813333333,14.5877333333,15.8922,8.4326
424.37,20.1685333333,17.9768666667,22.0363333333,13.661,27.542,7.06893333334,4.43606666667,14.5837333333,15.8969333333,8.438
424.73,20.1721333333,17.9835333333,22.0515333333,13.6538666667,27.5449333333,7.08706666667,4.4486,14.5832,15.9104666667,8.45013333333
425.08,20.1902666667,18.0070666667,22.0497333333,13.6614,27.557,7.09393333333,4.45666666667,14.5958,15.9125333334,8.47246666667
425.44,20.1562666667,17.9780666667,22.0306666667,13.6117333333,27.5176,7.0522,4.43286666667,14.5691333333,15.8754666667,8.4412
425.80,20.1602,17.9824666667,22.0242,13.6052,27.5249333333,7.06273333334,4.4272,14.569,15.9028666667,8.44973333333
426.16,20.1376666667,17.9614666667,22.0005333333,13.5671333333,27.5062666667,7.00826666667,4.39273333333,14.5356666667,15.882,8.4206
426.51,20.1296,17.9664666667,21.9907333333,13.5658666667,27.5086666667,7.02573333334,4.41873333333,14.5246,15.8754,8.43266666667
426.87,20.1220666667,17.9735333333,22.0132666667,13.5681333333,27.5242666667,7.03493333333,4.40646666667,14.4984,15.8874666667,8.4186
427.23,20.1353333334,17.9782,22.0094,13.5596,27.5166666667,7.02973333333,4.4072,14.4844666667,15.8798666667,8.4024
427.58,20.1278666667,17.9775333333,22.0168,13.5635333334,27.5311333333,7.03013333333,4.39953333333,14.4801333333,15.8932666667,8.39173333334
427.94,20.1584,18.0028,22.0232666666,13.5588,27.5500666667,7.0306,4.4022,14.4783333333,15.8974666666,8.40013333333
428.30,20.1451333333,18.0054666667,22.0173333333,13.555,27.5087333333,7.03066666667,4.39406666667,14.4782,15.8916666667,8.3916
428.65,20.1601333333,18.0108666667,22.0084666667,13.5550666667,27.5212,7.02,4.40193333333,14.4992,15.9041333333,8.38653333333
429.01,20.1956,18.044,22.0893333333,13.6028,27.5988666667,7.05593333333,4.45366666667,14.5360666667,15.9584,8.417
429.37,20.2484666667,18.1012,22.1405333333,13.654,27.6666666667,7.11673333334,4.4952,14.5721333333,16.0162,8.4638
429.72,20.2650666667,18.1315333333,22.1758666666,13.6868666667,27.6972,7.13413333333,4.51273333333,14.5766666667,16.0239333333,8.4778
430.08,20.3346666667,18.2161333333,22.2542,13.7705333333,27.7784666667,7.20966666667,4.5724,14.6545333333,16.1082666666,8.55666666666
430.44,20.3601333333,18.2483333333,22.2968666667,13.8029333334,27.8036,7.20853333333,4.56953333333,14.6910666667,16.1418,8.57353333333
430.79,20.4027333333,18.2802666667,22.3282,13.8370666667,27.8194666667,7.2374,4.59993333333,14.7395333334,16.1851333333,8.6172
431.15,20.4132,18.296,22.3485333333,13.8556,27.855,7.2476,4.61413333333,14.7652666667,16.1980666667,8.62746666667
431.50,20.438,18.3226,22.3549333333,13.8754666667,27.8938666667,7.25333333334,4.62506666667,14.7701333333,16.2243333333,8.64613333333
431.86,20.4274666667,18.3068,22.3272666667,13.8598,27.8916,7.22326666667,4.6062,14.7716666667,16.2358,8.62973333333
432.22,20.4427333334,18.3237333333,22.3588,13.8462666667,27.9316666667,7.20793333334,4.59806666667,14.7724,16.257,8.60993333333
432.57,20.4415333333,18.3284,22.3728,13.8618,27.9477333333,7.22433333333,4.60206666667,14.773,16.2564,8.6184
432.93,20.4078666667,18.3047333333,22.3536666666,13.8301333333,27.9273333334,7.2002,4.58493333333,14.7584,16.2393333333,8.60013333333
433.29,20.3943333333,18.2846666667,22.3615333333,13.8216,27.9114,7.1968,4.58633333333,14.752,16.2197333333,8.59793333333
433.64,20.3838,18.3014,22.3792,13.8362,27.9047333333,7.21313333333,4.62193333333,14.7732666667,16.2474666667,8.63726666667
434.00,20.3137333333,18.2364666667,22.3401333333,13.7818666667,27.8346,7.16666666667,4.5868,14.714,16.1872666667,8.5876
434.35,20.2366,18.1713333334,22.2798666667,13.7310666667,27.7684,7.1374,4.56566666667,14.6542,16.1364,8.55906666667
434.71,20.1933333333,18.137,22.2574666667,13.6918,27.7538666667,7.10466666667,4.54893333333,14.6251333333,16.09,8.53186666667
435.07,20.1472666667,18.1015333333,22.2204,13.6391333333,27.7218,7.07013333333,4.5138,14.5636,16.0514,8.5104
435.42,20.1251333333,18.0865333333,22.2022666667,13.6024,27.6724666667,7.06313333333,4.50373333333,14.5503333334,16.0268666667,8.495
435.78,20.1177333333,18.0881333333,22.2123333333,13.5921333333,27.6702666667,7.04686666667,4.48653333333,14.529,16.0062666667,8.48213333333
436.13,20.1070666667,18.094,22.2113333333,13.6028666667,27.6810666667,7.07753333333,4.51413333333,14.5326,16.0269333333,8.5154
436.49,20.075,18.0491333333,22.1564,13.5844,27.6474,7.05353333333,4.5024,14.5094666667,16.0113333333,8.50506666667
436.84,20.0979333333,18.0753333333,22.1430666667,13.6094666667,27.6479333333,7.05713333333,4.4948,14.5114666667,16.0271333333,8.50553333333
437.20,20.0911333333,18.0815333333,22.1392,13.6134,27.6653333333,7.0322,4.466,14.5118,16.0375333333,8.4784
437.56,20.0892,18.0708,22.118,13.5942,27.659,7.0182,4.42706666667,14.4734666667,16.0226666667,8.43306666667
437.91,20.1441333333,18.1298,22.1626,13.6443333333,27.7233333333,7.05833333333,4.45273333333,14.5213333333,16.0873333333,8.48753333333
438.27,20.1836666667,18.1654666667,22.1824666667,13.678,27.7654666667,7.08726666667,4.47633333333,14.5483333333,16.125,8.50986666667
