wavelength,Back_ThlRufm,Belly_ThlRufm,Breast_ThlRufm,Crissum_ThlRufm,Crown_ThlRufm,DorTail_ThlRufm,Patch10_ThlRufm,Rump_ThlRufm,Throat_ThlRufm,WingTip_ThlRufm
337.21,8.88908333333,20.3863333333,21.9795833333,16.6325,4.40008333333,9.87758333333,14.07525,10.524,25.44425,9.26875000002
337.57,8.82458333333,20.549,22.078,16.7555,4.26408333333,9.86816666667,14.134,10.5200833333,25.66525,9.32183333333
337.94,8.74241666667,20.4833333333,22.0595833333,16.77175,4.149,9.81775000001,14.0359166667,10.33925,25.7505833333,9.36350000001
338.31,8.84408333333,20.5686666667,22.1549166666,16.9061666667,4.05916666667,9.95875000001,14.1040833333,10.3984166667,25.9183333333,9.44633333333
338.67,9.00991666667,20.7936666667,22.2913333333,17.1604166667,4.25066666666,10.1859166667,14.2425833333,10.6186666667,26.1076666667,9.72008333333
339.04,9.186,21.1561666667,22.623,17.4620833334,4.50791666667,10.3698333333,14.5578333333,10.7679166666,26.4929166667,9.96108333334
339.40,9.27866666667,21.3895,22.7843333333,17.5569166667,4.7595,10.4479166667,14.7449166666,10.8351666667,26.5383333333,10.14325
339.77,9.12566666667,21.2615,22.6193333333,17.4808333333,4.57641666667,10.2785833333,14.6080833333,10.59325,26.38875,9.96741666666
340.14,9.1865,21.3635833333,22.7534166667,17.6054166667,4.5805,10.238,14.8148333333,10.6163333333,26.5078333333,9.96149999998
340.50,8.99533333333,21.1988333333,22.716,17.62275,4.52116666667,10.05625,14.7579166667,10.4621666667,26.38925,9.81100000001
340.87,9.12416666667,21.2198333333,22.6929166667,17.6838333333,4.59966666667,10.1165,14.8336666667,10.4924166667,26.38775,9.80100000002
341.23,9.01283333333,20.9621666667,22.6086666667,17.4255,4.39075,9.85283333334,14.7218333333,10.3628333334,26.2565833333,9.62333333335
341.60,9.35300000002,21.1565,22.8909166666,17.6341666667,4.60675,10.0711666667,14.89225,10.6200833333,26.4571666667,9.79566666668
341.96,9.16441666667,21.0536666667,22.92325,17.49775,4.36108333334,9.84683333334,14.7643333333,10.4896666667,26.2768333333,9.55991666668
342.33,9.16133333333,21.1893333333,23.1013333333,17.6636666667,4.44241666667,9.83574999999,14.9013333333,10.5358333333,26.2941666666,9.67691666667
342.70,8.8185,20.9263333334,22.9750833333,17.37975,4.1565,9.45916666666,14.6349166666,10.15025,26.0378333333,9.25958333333
343.06,8.79091666667,20.9386666667,22.9095833333,17.3264166667,4.07633333333,9.43908333333,14.6275833333,10.1883333333,25.9948333333,9.17200000001
343.43,8.89308333333,20.992,23.064,17.4785,4.03241666667,9.52641666666,14.6896666666,10.3299166667,26.1946666667,9.18266666667
343.79,9.0025,21.1889166667,23.3075833333,17.59825,4.11666666667,9.69916666667,14.8986666667,10.5130833333,26.3335833333,9.25833333333
344.16,8.92966666667,21.2268333333,23.3781666667,17.61275,4.08158333333,9.75808333334,14.8509166667,10.4640833333,26.3769166667,9.31441666668
344.52,8.85825,21.2781666667,23.3796666667,17.55,3.98116666667,9.72133333334,14.8246666667,10.3875833333,26.3516666667,9.25283333333
344.89,8.7565,21.2300833333,23.301,17.4975,3.86341666667,9.59983333332,14.7591666667,10.2299166667,26.3274166667,9.14549999999
345.25,8.81541666667,21.412,23.3466666667,17.654,3.97425,9.71466666666,14.9160833334,10.37775,26.4756666666,9.22325000001
345.62,8.70833333333,21.4048333333,23.3333333333,17.6245833333,3.9915,9.70458333334,14.8821666667,10.36425,26.4890833333,9.21791666667
345.99,8.80616666667,21.5623333333,23.4474166667,17.82425,4.15908333333,9.90424999999,15.0378333333,10.502,26.6563333333,9.34583333332
346.35,8.91866666667,21.6685,23.5175,17.89375,4.15225,10.0159166667,15.0788333334,10.4973333333,26.8811666667,9.38466666668
346.72,8.98983333333,21.7521666667,23.5313333333,17.9598333333,4.15341666666,10.0586666667,15.09825,10.50175,27.1021666666,9.38666666667
347.08,8.80825,21.5620833333,23.4421666667,17.7893333333,3.97925,9.88025,14.8434166667,10.2965833333,27.0066666666,9.22958333333
347.45,8.52875,21.4239166667,23.2979166667,17.6106666667,3.73266666667,9.57025,14.6145,10.0074166667,26.8011666666,8.96275000001
347.81,8.50183333333,21.4553333333,23.3290833333,17.66425,3.67566666667,9.49766666666,14.5280833334,9.89366666665,26.8954166667,8.95216666666
348.18,8.52175,21.4085833333,23.28925,17.6460833333,3.6895,9.43541666667,14.4965833333,9.85891666667,26.8978333333,8.82533333333
348.54,8.7535,21.64725,23.5151666667,17.904,3.93008333333,9.61283333333,14.7645,10.1046666667,27.22425,9.01666666667
348.91,8.63908333333,21.77175,23.6285833333,17.9428333333,3.83675,9.62691666667,14.8130833333,10.1745,27.4105833333,8.95116666666
349.27,8.66491666667,21.8425,23.6974166667,18.0314166666,3.89825,9.64983333334,14.8164166667,10.2318333333,27.54275,8.96516666666
349.64,8.63733333333,21.818,23.6150833333,17.9520833334,3.8735,9.54124999999,14.84625,10.1784166667,27.5431666667,8.907
350.00,8.71258333334,21.9698333333,23.7246666667,17.9773333333,4.01233333333,9.52833333332,14.9255,10.2703333333,27.6415,8.93925
350.37,8.68466666666,22.0115833333,23.7808333333,17.9561666667,4.05675,9.39983333333,14.92625,10.3790833333,27.5746666667,8.92624999999
350.73,9.00241666667,22.35975,24.1149166667,18.2709166667,4.33966666666,9.70325000001,15.3661666667,10.76075,27.7943333333,9.24725
351.10,9.08183333334,22.5799166667,24.2830833333,18.4764166667,4.42066666667,9.75358333333,15.5571666666,10.8810833334,27.9070833333,9.32099999999
351.46,9.10616666667,22.6541666667,24.27775,18.50175,4.42966666667,9.80508333332,15.54975,10.9355,27.99825,9.33133333333
351.83,9.18041666666,22.8593333333,24.4013333333,18.6165,4.543,9.94033333333,15.6924166667,11.0415,28.08525,9.40508333333
352.19,9.15391666667,23.115,24.4955833333,18.6255,4.5115,10.0051666667,15.73725,11.0359166666,28.1675833333,9.47441666667
352.55,8.90366666667,22.956,24.304,18.3415833333,4.244,9.79508333333,15.4514166667,10.8251666667,27.9411666666,9.19983333333
352.92,9.04633333333,22.9355833333,24.2580833333,18.3621666667,4.35033333333,9.79833333333,15.3500833333,10.8413333333,27.8045833333,9.25374999999
353.28,9.10533333334,22.9675,24.372,18.3445,4.36525,9.82475,15.3576666667,10.7973333333,27.9183333333,9.28483333333
353.65,9.11433333333,22.9320833334,24.42275,18.4100833334,4.35633333333,9.85775,15.2800833333,10.7734166667,27.8911666667,9.27449999999
354.01,8.9605,22.7605833333,24.2785,18.2638333334,4.08483333333,9.68366666666,15.1239166667,10.5603333333,27.7900833334,9.05750000001
354.38,8.83075,22.7205833333,24.1950833333,18.22325,3.993,9.60016666668,15.0445,10.5170833333,27.7523333334,8.91550000001
354.74,8.76341666667,22.66875,24.2175833333,18.1484166667,3.98175,9.61416666668,14.94375,10.4274166667,27.68225,8.84108333333
355.11,8.91991666667,22.77,24.3504166666,18.2734166667,4.17066666667,9.84183333334,15.0781666667,10.5359166667,27.8834166666,8.95408333333
355.47,9.10816666666,22.8586666667,24.5403333333,18.4225833334,4.31066666666,10.002,15.3065,10.645,27.998,9.06575
355.83,9.08091666667,22.76625,24.458,18.2994166667,4.30316666667,9.87833333334,15.227,10.5718333333,27.916,8.99941666667
356.20,9.22,22.7585833333,24.5738333333,18.4585,4.34416666667,9.90166666667,15.3636666666,10.7148333334,28.0619166667,9.112
356.56,9.28041666666,22.8610833333,24.75325,18.5648333333,4.35908333333,10.0088333333,15.5210833333,10.7951666667,28.2339166666,9.24925000001
356.93,9.26808333333,22.9478333333,24.8150833333,18.6115,4.41025,10.0430833333,15.6744166667,10.8320833334,28.39525,9.27300000001
357.29,9.24841666667,22.9234166667,24.8064166667,18.6265833333,4.35958333333,10.0490833333,15.71275,10.83925,28.3441666667,9.22366666668
357.66,9.065,22.82525,24.7404166667,18.5095833333,4.13108333333,9.85600000001,15.6138333333,10.659,28.2148333334,9.03916666667
358.02,9.17074999999,22.9219166667,24.80125,18.5748333333,4.25975,10.0150833333,15.7555833333,10.7676666667,28.29125,9.13741666666
358.38,9.31900000001,23.0771666667,24.9140833333,18.6560833333,4.40975,10.19275,15.91375,10.7625,28.37525,9.29300000001
358.75,9.15816666666,22.97525,24.7901666667,18.5460833333,4.25825,10.0639166667,15.7488333333,10.61575,28.3645,9.2115
359.11,8.98333333334,22.7579166667,24.5985833333,18.3170833333,4.08141666667,9.85499999999,15.5619166666,10.5003333333,28.16875,9.04516666667
359.48,9.01566666667,22.8681666667,24.6153333334,18.3894166667,4.14616666666,9.86433333334,15.588,10.5764166667,28.27825,9.13333333334
359.84,9.14425,23.0706666667,24.7595,18.5878333333,4.27758333333,10.0099166667,15.7825833334,10.73925,28.4851666667,9.31983333333
360.20,8.97958333333,22.9516666666,24.6141666667,18.4273333333,4.19758333333,9.89541666666,15.6425833333,10.619,28.3771666667,9.22300000001
360.57,8.95091666666,22.9594166667,24.5664166667,18.4474166667,4.22841666666,9.87049999999,15.6320833333,10.6264166667,28.3059166667,9.18574999999
360.93,8.94725,22.9898333333,24.6269166667,18.458,4.19758333333,9.83825,15.6236666667,10.6063333334,28.338,9.24225
361.29,9.08,23.1430833333,24.75125,18.5645833334,4.3355,9.9245,15.75675,10.7055833333,28.4815,9.39583333334
361.66,9.14625,23.1333333333,24.7388333333,18.57275,4.40783333333,9.99274999998,15.8061666667,10.7333333333,28.5454166666,9.44483333334
362.02,9.186,23.1875833334,24.8280833334,18.6499166667,4.46483333333,10.0449166667,15.7721666667,10.8075,28.614,9.54225000001
362.39,9.10466666667,23.0531666667,24.7069166667,18.6028333333,4.36866666667,9.953,15.6963333333,10.8111666667,28.591,9.49266666667
362.75,9.24533333334,23.1420833334,24.7681666667,18.73825,4.52166666667,10.076,15.8414166667,10.94275,28.66025,9.63658333332
363.11,9.29916666667,23.2384166667,24.87475,18.8614166667,4.55683333334,10.18,15.9001666667,10.9566666666,28.7481666667,9.73241666667
363.48,9.25158333334,23.1451666667,24.7915,18.7319166667,4.47991666666,10.1493333333,15.841,10.885,28.63225,9.61466666665
363.84,9.13983333333,22.9605,24.6269166667,18.5990833333,4.35091666667,10.11075,15.7088333333,10.76775,28.4251666667,9.50449999999
364.20,9.285,23.0461666667,24.65525,18.7421666667,4.46866666667,10.2834166667,15.86825,10.8634166667,28.472,9.60266666668
364.57,9.35841666668,23.0665833333,24.67975,18.8220833333,4.5415,10.3230833333,15.8994166667,10.8625833333,28.5271666667,9.69424999999
364.93,9.41,23.0448333333,24.63125,18.8120833333,4.52666666667,10.40875,15.8868333333,10.8988333333,28.5256666666,9.74008333335
365.29,9.25558333332,22.9035833333,24.4750833333,18.6995833333,4.42733333333,10.34525,15.6676666667,10.7925,28.3505,9.62516666667
365.66,9.37683333334,23.07075,24.59675,18.8639166667,4.56791666667,10.4423333333,15.76975,10.9819166667,28.5095,9.76900000001
366.02,9.27633333333,22.9316666667,24.4175833334,18.7813333333,4.53233333333,10.31075,15.6501666666,10.8156666667,28.397,9.66708333332
366.38,9.24591666666,22.8971666667,24.4378333333,18.6695,4.53566666667,10.3028333333,15.5744166667,10.72675,28.304,9.61233333335
366.75,9.10458333333,22.7874166667,24.3369166667,18.5351666667,4.3695,10.1218333333,15.4165833333,10.5956666667,28.1620833333,9.47708333332
367.11,9.18083333334,22.80775,24.3545833333,18.5593333334,4.48591666667,10.154,15.5045,10.6869166667,28.2314166667,9.51966666666
367.47,9.17125,22.7749166667,24.3318333333,18.57225,4.511,10.1921666666,15.4748333333,10.668,28.2469166667,9.6155
367.84,9.06341666667,22.6494166667,24.36325,18.56875,4.45033333333,10.0953333333,15.39225,10.6309166667,28.2800833333,9.54649999999
368.20,9.08508333333,22.6833333333,24.5020833334,18.5665,4.5245,10.12525,15.37075,10.6829166667,28.3303333333,9.57383333333
368.56,8.9795,22.4635,24.3138333333,18.3476666667,4.42866666667,10.0021666666,15.2275,10.5711666667,28.202,9.41733333333
368.93,8.97566666667,22.4524166667,24.3598333334,18.34825,4.48575,10.0364166667,15.2188333333,10.5761666667,28.2125,9.43525000001
369.29,8.93416666666,22.3901666667,24.29575,18.3238333333,4.396,9.97091666668,15.2368333333,10.54825,28.2198333333,9.36391666666
369.65,8.7995,22.2776666667,24.0993333333,18.1180833333,4.27175,9.87158333333,15.1018333334,10.37625,28.0323333333,9.25033333333
370.01,8.858,22.3208333334,24.1125833333,18.1364166667,4.29575,9.95516666667,15.1796666667,10.4858333333,28.08525,9.33416666666
370.38,8.94466666667,22.3573333333,24.1030833333,18.192,4.42033333333,10.01375,15.28,10.5650833333,28.1575833333,9.44766666668
370.74,8.92825,22.3245,24.1081666667,18.1901666667,4.51483333333,10.123,15.3110833333,10.5898333333,28.1809166667,9.48641666666
371.10,8.84033333333,22.16075,23.9328333333,18.0424166666,4.39441666667,9.99599999998,15.1618333333,10.4190833333,28.0285,9.40241666667
371.46,8.86608333333,22.1449166666,23.9273333333,18.0628333333,4.473,10.0140833333,15.19325,10.4375,28.0320833334,9.48624999998
371.83,9.01641666667,22.18025,23.8233333333,18.0271666667,4.61566666666,10.1099166667,15.2441666667,10.465,28.00825,9.59224999999
372.19,8.92116666667,22.0034166667,23.52425,17.8503333334,4.5145,9.97333333333,15.09475,10.3364166667,27.8083333333,9.50249999999
372.55,9.07583333333,22.1439166667,23.6285833333,18.01325,4.66966666666,10.165,15.2240833333,10.5036666667,27.8838333333,9.70199999999
372.92,9.04716666666,22.03525,23.5199166667,17.9466666666,4.66841666667,10.12525,15.2210833334,10.4754166667,27.7725,9.69466666668
373.28,9.06466666667,22.0006666667,23.4673333333,17.857,4.74625,10.1498333333,15.2515833334,10.49125,27.70675,9.74349999999
373.64,9.07633333333,21.9040833333,23.4635,17.8774166666,4.79166666667,10.2003333333,15.23675,10.4861666666,27.68525,9.80233333333
374.00,8.86591666666,21.637,23.20125,17.6081666667,4.66283333333,10.0555,15.0355,10.2361666667,27.4204166667,9.64299999998
374.37,8.80983333333,21.466,23.0655833333,17.5255,4.57383333333,9.98941666665,14.9368333333,10.10075,27.26475,9.57616666666
374.73,8.81833333334,21.4119166667,23.0098333333,17.45725,4.574,9.97983333333,14.8923333333,10.0750833333,27.2155833333,9.58375
375.09,8.79991666667,21.4076666667,22.9760833333,17.46375,4.58175,10.0038333333,14.8424166666,10.0811666667,27.1370833333,9.61275
375.45,8.69,21.2610833333,22.79825,17.2695,4.47491666667,9.91316666665,14.74575,9.93833333333,26.95375,9.45866666666
375.81,8.644,21.2105833334,22.797,17.2693333333,4.45691666667,9.91249999999,14.72275,9.95158333333,26.8835,9.49508333333
376.18,8.64291666667,21.1315833333,22.8240833333,17.1968333333,4.44116666667,9.93841666666,14.68025,9.90950000002,26.8585833333,9.54908333335
376.54,8.62491666666,21.0699166667,22.8395,17.0864166667,4.44791666667,9.94208333335,14.5991666667,9.82941666668,26.8438333333,9.5225
376.90,8.62325,21.0078333333,22.7679166667,17.0419166666,4.48783333334,9.92824999998,14.5491666667,9.79833333334,26.7458333333,9.52949999998
377.26,8.6695,20.98475,22.7598333334,17.0494166666,4.55525,9.95858333333,14.5463333333,9.79058333333,26.7244166667,9.57275
377.63,8.69208333334,20.9554166667,22.7013333333,16.98675,4.62625,10.0034166667,14.5431666667,9.82,26.6906666667,9.60433333333
377.99,8.83933333334,21.043,22.8196666667,17.08675,4.739,10.1075833333,14.6774166667,9.95299999999,26.802,9.73883333334
378.35,8.66183333334,20.8289166667,22.5964166667,16.87625,4.60316666666,9.97624999999,14.4655,9.8235,26.5823333333,9.59375
378.71,8.64475,20.7339166667,22.47525,16.8155,4.5715,9.92500000001,14.4204166667,9.76025,26.4541666666,9.55424999999
379.07,8.64566666667,20.6615,22.3675833333,16.7133333333,4.60591666667,9.91191666667,14.4145,9.73408333332,26.3575,9.57791666668
379.44,8.7415,20.6359166667,22.4095833333,16.7295833333,4.69016666667,9.97558333332,14.3738333333,9.81050000001,26.3600833333,9.68458333332
379.80,8.73608333333,20.56125,22.3360833333,16.6285833333,4.71758333333,9.974,14.3459166666,9.79275000001,26.29825,9.66324999999
380.16,8.76741666666,20.5509166667,22.2934166667,16.6381666667,4.82216666667,10.0419166667,14.3996666667,9.84933333335,26.295,9.73041666667
380.52,8.68108333333,20.4178333333,22.0815833334,16.5350833333,4.74058333333,9.95691666667,14.3395,9.74166666668,26.1504166667,9.68791666668
380.88,8.574,20.3120833333,21.9489166667,16.44475,4.655,9.91925000002,14.2315,9.65824999999,26.0441666667,9.60724999999
381.24,8.45475,20.0800833333,21.7775,16.3366666667,4.58683333333,9.82999999999,14.0845,9.55591666666,25.8475833333,9.57224999999
381.61,8.44783333333,20.01125,21.7194166667,16.3128333333,4.60891666667,9.79941666669,14.0291666667,9.49183333334,25.7561666667,9.58933333333
381.97,8.41525,19.949,21.63875,16.2469166667,4.58725,9.76575000001,13.9318333333,9.45600000001,25.6603333333,9.57216666666
382.33,8.49816666666,19.9755,21.67925,16.2875833333,4.64608333333,9.88725000001,14.03075,9.52016666666,25.76125,9.66766666666
382.69,8.49708333334,19.9025,21.5939166666,16.2248333333,4.63441666667,9.87966666665,14.0204166667,9.52608333333,25.7023333333,9.69299999999
383.05,8.43858333333,19.8115,21.5396666666,16.1844166667,4.6125,9.86283333333,13.975,9.50499999999,25.7193333333,9.66141666666
383.41,8.36658333334,19.7105833334,21.4211666667,16.11725,4.55816666666,9.79741666665,13.9514166666,9.44424999999,25.6521666667,9.59316666666
383.77,8.32633333333,19.5765,21.353,16.0508333333,4.51416666667,9.76858333333,13.8896666667,9.39616666666,25.5795833333,9.56650000001
384.14,8.2565,19.5170833334,21.2826666667,16.0176666667,4.45116666667,9.68458333334,13.7834166667,9.30149999999,25.46675,9.465
384.50,8.34358333334,19.5229166667,21.2965833334,16.0744166667,4.59816666667,9.73983333333,13.8399166667,9.41908333333,25.4968333334,9.555
384.86,8.33466666667,19.4224166667,21.216,16.0135,4.58583333333,9.68683333334,13.7785,9.39666666666,25.4360833333,9.54016666667
385.22,8.37291666667,19.4630833333,21.2035,16.00675,4.57558333333,9.70883333335,13.7905,9.42775,25.4845833334,9.544
385.58,8.37633333333,19.417,21.1605,16.0076666667,4.566,9.71874999998,13.7913333333,9.43825000001,25.477,9.53941666666
385.94,8.3465,19.32275,21.10425,15.959,4.556,9.68649999999,13.73475,9.39300000001,25.4110833333,9.46741666667
386.30,8.36,19.28775,21.1145,15.9590833333,4.63141666667,9.66833333334,13.7426666667,9.41491666667,25.36025,9.48075000001
386.66,8.3575,19.2194166666,21.05925,15.9485833333,4.67508333333,9.67133333335,13.6843333334,9.36141666667,25.3281666666,9.48366666666
387.03,8.38008333333,19.2210833333,21.0699166667,15.9509166667,4.68675,9.68350000002,13.7025833333,9.36108333334,25.2985,9.49791666666
387.39,8.34941666667,19.1874166667,21.02125,15.9294166667,4.712,9.72266666667,13.6634166667,9.36041666666,25.2683333333,9.52541666667
387.75,8.31133333333,19.1546666667,20.9375,15.9121666667,4.732,9.69766666667,13.604,9.31516666667,25.20875,9.54474999999
388.11,8.26625,18.9993333333,20.7990833334,15.81,4.70975,9.64649999999,13.5500833333,9.26541666667,25.14,9.57158333333
388.47,8.20541666667,18.9328333334,20.76425,15.7515,4.66683333333,9.61291666667,13.4955833333,9.21133333332,25.1060833333,9.55283333333
388.83,8.26791666667,18.9684166667,20.8068333333,15.76675,4.78083333333,9.72899999999,13.5635833333,9.23716666667,25.14425,9.62383333333
389.19,8.24283333333,18.8834166666,20.7701666666,15.6719166667,4.81941666667,9.75808333333,13.5445833333,9.21066666666,25.0596666667,9.6645
389.55,8.2015,18.7579166667,20.6589166667,15.5738333333,4.80733333333,9.71658333332,13.5168333333,9.17450000001,24.9171666667,9.64483333335
389.91,8.18366666666,18.6919166666,20.5314166667,15.4955833333,4.80383333333,9.71933333332,13.4739166667,9.127,24.8435833333,9.72233333335
390.27,8.13533333333,18.6195,20.3735,15.4025833333,4.76983333333,9.68525000002,13.401,9.07708333334,24.7275833333,9.70083333333
390.63,8.096,18.5683333333,20.3671666667,15.3254166667,4.76516666667,9.69358333333,13.3850833333,9.07600000001,24.6635833333,9.712
391.00,8.05366666667,18.4169166667,20.18675,15.1976666667,4.75333333334,9.67749999999,13.2930833333,9.01683333334,24.47725,9.70733333333
391.36,7.98808333333,18.2845,20.058,15.08625,4.71716666667,9.59383333334,13.2124166667,8.9155,24.3151666667,9.69766666667
391.72,7.96466666667,18.1929166666,19.9386666667,14.9340833333,4.68575,9.56541666666,13.135,8.8465,24.159,9.65633333332
392.08,8.00416666667,18.1686666667,19.94125,14.9006666667,4.73958333333,9.65108333333,13.1375,8.86191666666,24.0969166667,9.68483333332
392.44,7.92783333333,18.0061666667,19.7509166667,14.7763333333,4.67241666667,9.60824999999,13.02,8.7775,23.8885833333,9.64975
392.80,7.84816666667,17.81925,19.5925,14.61725,4.60683333334,9.50583333333,12.9286666667,8.69291666667,23.7118333334,9.63616666667
393.16,7.87916666667,17.734,19.49475,14.5764166666,4.64441666667,9.50174999999,12.8768333333,8.67375,23.6150833333,9.63258333334
393.52,7.83225,17.64625,19.3799166667,14.45025,4.62216666667,9.48566666667,12.7614166667,8.58716666667,23.51925,9.62208333333
393.88,7.86091666667,17.5435833333,19.3608333334,14.4149166667,4.701,9.52566666666,12.7505833334,8.61425,23.3985,9.65749999999
394.24,7.91058333333,17.46475,19.3283333333,14.3616666667,4.76675,9.57608333332,12.7055833334,8.59883333333,23.3284166666,9.76208333334
394.60,7.90033333333,17.35325,19.16075,14.2466666667,4.75783333333,9.54991666667,12.628,8.577,23.1881666667,9.76366666667
394.96,7.86641666667,17.2496666667,19.0375,14.1329166667,4.75816666667,9.53791666666,12.5070833333,8.50975,23.0559166666,9.76233333333
395.32,7.90766666667,17.1635833333,18.97275,14.1019166667,4.81075,9.59491666666,12.4751666667,8.51583333333,23.0045833333,9.77516666665
395.68,7.81933333333,16.9555833333,18.7813333333,13.9294166667,4.74616666667,9.53041666666,12.3268333333,8.41308333334,22.831,9.71925000001
396.04,7.73283333333,16.7870833333,18.5979166667,13.785,4.7235,9.46833333333,12.2038333333,8.32991666666,22.6604166667,9.67824999999
396.40,7.78566666666,16.7160833333,18.5474166667,13.7078333333,4.78833333333,9.53358333332,12.1676666667,8.327,22.5974166667,9.73508333334
396.76,7.74941666667,16.585,18.3465,13.5985,4.80375,9.51150000001,12.0355,8.25616666667,22.3848333333,9.69724999999
397.12,7.74616666667,16.4655833334,18.2248333333,13.5220833333,4.82391666667,9.53516666666,11.9680833333,8.20841666667,22.2955,9.71941666665
397.48,7.68158333334,16.2826666667,18.0548333334,13.3999166667,4.784,9.48608333333,11.8655833333,8.139,22.1029166667,9.70399999999
397.84,7.603,16.14625,17.87925,13.2553333334,4.72333333333,9.41524999999,11.77025,8.06308333333,21.9354166667,9.66583333333
398.20,7.534,15.9696666667,17.6940833333,13.145,4.69041666667,9.37049999999,11.6705833333,8.01108333333,21.703,9.61016666666
398.56,7.45091666666,15.8036666667,17.5314166667,12.9764166666,4.66108333333,9.298,11.55525,7.87208333333,21.4963333333,9.56941666667
398.92,7.3995,15.68825,17.4294166666,12.8859166666,4.6295,9.24999999999,11.5505833333,7.83483333333,21.392,9.54058333334
399.28,7.36033333333,15.5859166667,17.3190833334,12.7794166667,4.62316666667,9.21825000001,11.5000833333,7.79208333333,21.2404166666,9.56383333333
399.64,7.33908333333,15.5318333333,17.2421666667,12.77475,4.654,9.19033333333,11.4739166667,7.78308333333,21.14825,9.60516666666
400.00,7.32875,15.4558333334,17.15975,12.71775,4.64291666667,9.15591666666,11.418,7.74575,21.03975,9.62300000001
400.36,7.31441666667,15.3550833333,17.07425,12.65675,4.66208333333,9.14983333333,11.3944166667,7.72541666667,20.9194166667,9.649
400.72,7.3425,15.29025,17.0355,12.6194166667,4.66158333333,9.17133333333,11.3696666667,7.73958333333,20.8718333334,9.72150000001
401.08,7.22175,15.14825,16.8781666667,12.4840833334,4.56016666667,9.05475,11.2380833333,7.65908333333,20.6713333333,9.69175
401.44,7.30433333334,15.1564166667,16.9048333333,12.48875,4.67175,9.1335,11.2996666667,7.74016666666,20.6771666666,9.76866666667
401.80,7.28991666667,15.0925833333,16.7921666667,12.42275,4.64758333333,9.12483333333,11.23275,7.6735,20.5976666667,9.76699999999
402.16,7.30416666667,15.0794166667,16.74225,12.3934166666,4.70258333333,9.16208333333,11.2336666667,7.69875,20.5985833333,9.78250000001
402.52,7.44091666667,15.149,16.78,12.4914166667,4.84283333334,9.28708333334,11.3288333333,7.83625,20.6754166667,9.88508333334
402.88,7.50241666667,15.1480833333,16.78475,12.5160833333,4.90325,9.34083333334,11.3296666667,7.862,20.66325,9.95575
403.24,7.52091666667,15.12675,16.7711666667,12.5171666667,4.91325,9.35458333332,11.326,7.87675,20.6615833333,9.96508333333
403.60,7.562,15.0960833334,16.75075,12.518,4.96016666666,9.40016666666,11.3658333333,7.908,20.6459166667,9.97425000001
403.95,7.6005,15.088,16.71625,12.5365833333,5.03041666667,9.44,11.3924166667,7.94533333333,20.6103333333,10.0096666667
404.31,7.60383333333,15.0616666667,16.67175,12.5153333333,5.05658333333,9.42091666667,11.36075,7.93533333334,20.5619166667,9.98491666668
404.67,7.56666666667,15.0285,16.6143333333,12.4578333333,5.05991666667,9.40366666668,11.351,7.90841666667,20.5264166667,9.94516666665
405.03,7.606,15.04175,16.6241666667,12.4580833333,5.12033333333,9.46775,11.3905833333,7.91991666667,20.5315833333,9.97633333332
405.39,7.58325,15.0125833333,16.5694166666,12.4308333333,5.10708333333,9.44733333333,11.33725,7.87941666667,20.44625,9.97241666665
405.75,7.55875,14.9509166667,16.49875,12.3958333333,5.11291666666,9.42150000001,11.30775,7.85158333333,20.3940833333,9.95349999999
406.11,7.58516666667,14.9366666666,16.4978333333,12.3948333333,5.13183333333,9.43091666666,11.3035,7.85408333333,20.3349166667,9.99033333333
406.47,7.57633333333,14.8830833333,16.4864166667,12.3783333333,5.1355,9.43241666667,11.2885,7.84983333333,20.2885833334,10.0143333333
406.83,7.59308333333,14.8756666667,16.474,12.38,5.18283333333,9.44966666666,11.3171666667,7.87141666667,20.2719166667,10.0831666667
407.19,7.55708333333,14.8096666666,16.4025,12.2985833333,5.18408333333,9.41741666666,11.273,7.83,20.1789166667,10.0578333334
407.55,7.5475,14.7956666667,16.37675,12.2700833333,5.21741666667,9.42608333334,11.2493333333,7.80375,20.1535833333,10.093
407.90,7.50908333333,14.7195,16.3113333333,12.1765833333,5.13766666666,9.38541666667,11.1768333333,7.72566666667,20.0950833333,10.0435833333
408.26,7.43758333333,14.6610833333,16.223,12.0970833333,5.05983333333,9.33525,11.12725,7.64608333333,20.01275,10.0184166667
408.62,7.47016666667,14.64575,16.2325833334,12.1038333333,5.06866666666,9.33433333334,11.1365,7.65591666667,19.9945833334,10.0333333333
408.98,7.49991666666,14.6396666667,16.2038333333,12.1061666667,5.09441666667,9.34408333332,11.1213333333,7.67066666667,19.9731666667,10.0239166666
409.34,7.50066666667,14.6200833333,16.17725,12.1125,5.11483333333,9.36816666668,11.1181666667,7.68591666667,20.0206666667,10.0343333333
409.70,7.52758333333,14.6485833333,16.1915833333,12.1443333333,5.146,9.42125000001,11.1324166667,7.71675,20.04375,10.1061666667
410.06,7.50375,14.6164166667,16.1475,12.1255,5.14441666667,9.40808333332,11.1085,7.69216666667,20.02175,10.1195
410.42,7.40033333333,14.5265833333,16.0165,12.0238333333,5.06391666667,9.32208333332,10.984,7.58033333334,19.9313333333,10.0433333334
410.77,7.36766666667,14.4415833333,15.9351666666,11.9406666667,5.02658333333,9.31158333334,10.9005833333,7.54133333333,19.8688333333,9.99466666668
411.13,7.401,14.4569166666,15.93125,11.9551666667,5.08408333333,9.37241666666,10.90225,7.55783333334,19.85325,10.04925
