wavelength,Back_ChrSalf,Belly_ChrSalf,Breast_ChrSalf,Crissum_ChrSalf,Crown_ChrSalf,DorTail_ChrSalf,Patch10_ChrSalf,Patch11_ChrSalf,Rump_ChrSalf,Throat_ChrSalf,WingTip_ChrSalf
178.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178.78,-106.666666667,-160.0,-46.6666666667,-153.333333333,-120.0,-180.0,-193.333333333,-66.6666666667,-206.666666667,-180.0,-40.0
179.16,-583.333333333,-433.333333333,-50.0,-400.0,-450.0,-650.0,-533.333333333,-333.333333333,-566.666666667,-550.0,-250.0
179.54,733.333333333,0.0,0.0,1400.0,1066.66666667,1000.0,933.333333333,666.666666667,933.333333333,966.666666667,800.0
179.93,-38.8886666667,-94.4446666667,50.0,72.222,-22.222,-50.0,0.0,-22.2223333333,22.2223333333,0.0,141.6665
180.31,394.444333333,338.888666667,58.3333333333,549.999666667,475.0,841.667,455.555666667,372.222,291.666333333,538.888666667,12.5
180.69,448.148,392.592666667,-37.037,781.481333333,574.074,1111.111,562.962666667,459.259333333,311.111333333,674.074,-88.889
181.07,520.0,433.333333333,-273.333333333,1206.66666667,900.0,1800.0,746.666666667,760.0,180.0,1180.0,-360.0
181.45,130.555333333,77.778,-111.111,505.555333333,316.666666667,700.0,208.333666667,275.0,-25.0,427.778,-262.5
181.83,-120.0,-66.6666666667,-520.0,746.666666667,413.333333333,1240.0,-113.333333333,326.666666667,-513.333333333,606.666666667,-1060.0
182.21,-408.333333333,-366.666666667,-675.0,866.666666667,366.666666667,1400.0,-441.666666667,325.0,-858.333333333,658.333333333,-1162.5
182.59,-613.333333333,-533.333333333,-520.0,640.0,220.0,840.0,-326.666666667,280.0,-733.333333333,666.666666667,-820.0
182.97,-755.555333333,-683.333333333,-555.555666667,388.889,38.8886666667,300.0,-400.0,177.777666667,-583.333333333,427.778,-808.3335
183.35,366.666666667,335.416666667,308.333333333,-47.9166666667,68.75,-87.5,270.833333333,20.8333333333,287.5,-43.75,393.75
183.73,233.333333333,194.444666667,204.444333333,11.111,66.6666666667,3.333,188.888666667,31.111,151.111,1.11133333333,236.6665
184.11,189.743666667,135.042666667,169.231,23.0766666667,71.7946666667,41.026,152.991333333,27.3503333333,124.786333333,15.385,170.5125
184.49,186.324666667,143.589666667,161.538666667,31.6236666667,81.1966666667,71.795,159.829333333,29.9146666667,133.333333333,4.27366666667,167.949
184.87,192.982333333,151.754333333,150.877,55.263,74.5616666667,94.737,163.158,20.1756666667,128.947666667,-15.7896666667,168.421
185.25,189.473666667,149.123,154.386333333,51.7546666667,88.5966666667,100.0,157.017666667,26.3156666667,113.158,15.7893333333,160.5265
185.63,132.666666667,93.3333333333,116.0,44.6666666667,64.0,74.0,104.0,2.66666666667,82.0,6.0,105.0
186.01,97.076,55.5556666667,83.626,22.807,50.877,40.351,45.0293333333,-10.5266666667,48.538,-21.0523333333,55.2635
186.39,119.727666667,61.2243333333,100.680333333,22.449,46.2583333333,46.939,34.0136666667,-14.2856666667,44.218,-24.4896666667,72.449
186.77,103.03,53.0303333333,93.4343333333,33.3336666667,38.889,62.121,38.384,0.0,43.4343333333,6.56566666667,69.697
187.15,85.2383333333,46.6666666667,93.3333333333,30.9523333333,34.2856666667,57.143,25.238,7.61933333333,49.5236666667,12.381,66.4285
187.53,94.0476666667,37.5,92.857,31.5476666667,36.3093333333,80.357,8.33333333333,4.167,44.643,10.119,60.714
187.91,83.105,45.662,83.105,36.9866666667,42.9223333333,78.082,15.9816666667,22.8313333333,60.7306666667,28.767,63.014
188.29,86.5673333333,52.7363333333,85.572,34.328,54.7263333333,80.597,19.9006666667,27.8606666667,75.1243333333,31.841,70.8955
188.67,87.5,46.3543333333,83.3333333333,27.6046666667,63.021,101.563,19.7916666667,23.9586666667,75.0003333333,33.8543333333,59.3755
189.05,86.7646666667,52.451,83.3333333333,26.961,74.5096666667,108.824,20.098,34.3136666667,85.784,48.5296666667,54.4115
189.43,102.381,75.0,102.381,44.0473333333,98.8093333333,142.857,25.5953333333,53.5716666667,107.143,66.6666666667,76.7855
189.81,163.398666667,124.836666667,143.137,83.0063333333,141.83,200.0,44.4443333333,102.614333333,150.327,111.111333333,111.7645
190.19,227.193333333,200.877333333,199.999666667,142.982333333,200.877333333,302.632,80.7016666667,159.649333333,214.035,174.561333333,198.684
190.57,190.909,196.212333333,179.545333333,131.061,200.757666667,272.727,75.0,151.515,196.212,156.818333333,179.5455
190.95,596.97,745.454666667,600.000333333,445.454666667,778.788,927.273,221.212333333,572.727333333,715.151333333,530.302666667,627.273
191.33,-812.5,-1054.16666667,-779.166666667,-566.666666667,-1095.83333333,-1187.5,-325.0,-704.166666667,-920.833333333,-754.166666667,-825.0
191.71,-301.587333333,-379.365,-292.063333333,-190.476,-377.777666667,-428.571,-106.349,-244.444666667,-322.222333333,-249.206333333,-328.5715
192.09,-246.428333333,-282.143,-211.904666667,-173.809333333,-275.0,-342.857,-69.0476666667,-189.285666667,-255.952333333,-194.047333333,-233.9285
192.47,-262.820666667,-308.974333333,-242.307666667,-225.641333333,-274.358666667,-361.538,-71.7946666667,-214.102666667,-264.102666667,-243.59,-251.923
192.85,-319.444333333,-373.611,-268.055666667,-286.111,-284.722333333,-325.0,-98.611,-263.889,-283.333666667,-313.889,-329.1665
193.23,-249.425333333,-312.643666667,-221.839,-234.482666667,-232.184,-268.966,-65.517,-217.241666667,-212.643666667,-254.023,-281.0345
193.61,-276.923,-352.564,-230.769333333,-261.538666667,-258.974333333,-315.385,-82.0516666667,-232.051333333,-250.000333333,-261.538666667,-294.2305
193.99,-164.761666667,-231.428666667,-115.238333333,-150.476,-162.857333333,-211.429,-36.1906666667,-150.476333333,-154.285666667,-149.524,-192.8575
194.37,-137.398333333,-181.301,-93.496,-104.064666667,-125.203333333,-165.854,-30.8943333333,-110.569,-121.951333333,-117.886333333,-153.6585
194.75,-108.0,-147.333333333,-77.3333333333,-69.3333333333,-100.666666667,-152.0,-17.3333333333,-98.0,-98.0,-109.333333333,-114.0
195.13,-163.889,-182.407333333,-95.3703333333,-76.852,-125.926,-205.556,-19.4446666667,-123.148333333,-132.407666667,-151.852,-145.8335
195.51,-333.333333333,-310.526666667,-164.912333333,-191.228333333,-254.386,-473.684,-45.614,-226.316,-300.0,-303.508666667,-294.737
195.89,-1023.80933333,-928.571333333,-547.619,-509.523666667,-914.285666667,-1328.571,-233.333333333,-661.905,-980.952666667,-966.666666667,-914.286
196.27,-561.111,-580.555666667,-286.111,-272.222333333,-547.222,-833.333,-166.666666667,-388.889,-508.333666667,-544.444333333,-537.5
196.65,-916.666666667,-908.333333333,-454.166666667,-504.166666667,-933.333333333,-1375.0,-237.5,-658.333333333,-845.833333333,-912.5,-862.5
197.03,-319.047666667,-301.587,-169.841,-165.079333333,-334.920666667,-533.333,-63.492,-236.508,-285.714333333,-295.238,-295.2385
197.40,-234.523666667,-197.618666667,-95.2376666667,-103.571333333,-199.999666667,-353.571,-27.3806666667,-172.619,-178.571333333,-205.952,-185.714
197.78,-260.256333333,-200.000333333,-52.564,-79.4873333333,-189.743666667,-334.615,-21.795,-170.513,-173.076666667,-198.718,-171.154
198.16,-330.158333333,-258.73,-85.7143333333,-101.587333333,-247.619,-414.286,-63.492,-185.714333333,-190.476,-265.079333333,-185.7145
198.54,-480.952333333,-361.905,-128.571333333,-173.809666667,-383.333333333,-671.429,-61.905,-299.999666667,-319.047666667,-452.380666667,-217.8575
198.92,-362.222333333,-248.889,-40.0,-160.000333333,-315.555666667,-553.333,-9.47390314347e-15,-180.0,-217.777666667,-317.778,-146.6665
199.30,-233.333333333,-212.280666667,5.263,-136.842,-263.158,-384.211,24.5613333333,-121.052666667,-119.298333333,-250.877333333,-110.5265
199.68,-186.666666667,-225.0,41.6666666667,-151.666666667,-241.666666667,-265.0,38.3333333333,-118.333333333,-56.6666666667,-216.666666667,-92.5
200.06,-147.619,-212.698,73.0156666667,-157.143,-184.126666667,-247.619,95.2383333333,-123.809666667,-4.762,-193.650666667,-38.095
200.44,-117.544,-168.421333333,112.280666667,-129.824666667,-215.789333333,-205.263,166.666666667,-122.806666667,45.614,-170.175,31.579
200.82,-25.9256666667,-83.9506666667,130.864333333,-41.9753333333,-118.518666667,-51.852,153.086333333,-51.852,104.938333333,-50.6173333333,75.926
201.19,3.44833333333,-36.7816666667,164.367666667,-17.2413333333,-58.6206666667,-10.345,178.161,-1.18423789293e-15,116.092,-2.299,106.8965
201.57,37.607,33.3333333333,153.846333333,5.98333333333,-25.6413333333,12.821,164.957333333,63.248,123.931333333,23.077,106.41
201.95,44.4446666667,58.17,117.647,16.9936666667,-3.268,0.0,146.405333333,72.5493333333,114.379,15.6863333333,88.2355
202.33,49.9996666667,60.6063333333,101.01,20.2023333333,6.06066666667,13.636,115.151666667,61.6163333333,106.565666667,12.626,75.7575
202.71,46.847,49.099,89.189,23.874,1.35133333333,29.73,95.9456666667,54.5046666667,94.5946666667,17.117,55.405
203.09,32.558,43.7983333333,78.2946666667,22.0926666667,12.791,37.209,84.1086666667,51.5503333333,78.2946666667,17.8296666667,51.163
203.47,32.1283333333,46.1846666667,67.0683333333,19.679,22.4896666667,22.892,86.3453333333,48.1926666667,76.7066666667,15.6626666667,47.5905
203.85,19.048,41.392,53.846,32.9673333333,29.3043333333,15.385,75.0916666667,38.0953333333,73.2603333333,13.5533333333,43.4065
204.22,26.296,52.2223333333,67.7776666667,44.074,42.5926666667,15.556,75.926,42.9626666667,76.2966666667,22.5923333333,50.0
204.60,23.8096666667,48.3516666667,60.0733333333,42.491,52.0146666667,14.286,67.033,44.6886666667,70.3296666667,13.5533333333,41.7585
204.98,6.06066666667,37.5,46.591,42.424,50.0003333333,-1.136,46.591,37.4996666667,55.682,2.27266666667,34.659
205.36,-10.569,25.2033333333,37.805,30.8943333333,29.2683333333,-12.195,32.1136666667,21.5446666667,43.4956666667,-20.325,24.3905
205.74,-36.508,-2.64533333333,30.6876666667,23.2806666667,17.9896666667,-20.635,7.93666666667,-7.93666666667,20.106,-54.4973333333,15.873
206.12,-15.493,13.1456666667,44.601,32.3946666667,31.925,9.859,23.4743333333,-3.756,23.474,-21.596,35.9155
206.50,-21.164,25.9256666667,59.259,43.386,49.2063333333,26.984,49.7356666667,-5.82,12.1693333333,1.58733333333,43.6505
206.87,-12.8206666667,53.846,97.436,64.7433333333,78.205,51.923,96.795,22.4356666667,36.5383333333,41.0256666667,82.692
207.25,5.926,94.815,129.629666667,83.7036666667,99.2593333333,48.889,120.740666667,21.4813333333,59.259,50.3706666667,116.6665
207.63,23.9316666667,128.205333333,194.872,130.769333333,127.350333333,76.923,152.991666667,42.735,66.6666666667,88.0343333333,166.6665
208.01,56.9443333333,143.750333333,189.583333333,118.749666667,121.527666667,108.333,145.833333333,70.1386666667,73.6113333333,102.083,165.625
208.39,53.0863333333,157.407333333,172.839666667,108.642333333,113.580333333,133.333,146.296333333,74.0743333333,74.6916666667,93.8273333333,163.889
208.77,56.863,171.242,178.431333333,113.725333333,111.111333333,154.902,161.438,81.046,84.9676666667,115.686333333,185.294
209.14,90.972,211.805333333,206.25,120.138666667,135.416666667,197.917,216.666666667,105.555666667,108.333333333,145.139,193.75
209.52,136.508,245.238,260.317333333,145.238,177.777666667,242.857,261.905,136.508,138.889,181.746,236.9045
209.90,129.508333333,206.557666667,207.65,120.765333333,149.180333333,186.885,202.732333333,119.672,128.961666667,156.830333333,195.9015
210.28,198.245666667,305.263333333,288.596333333,151.754666667,207.894666667,305.263,295.614,176.315666667,178.07,195.614,288.1575
210.66,348.485,530.302666667,469.697,233.333,331.818,545.455,498.484666667,328.788,322.727,290.909,509.091
211.03,239.047666667,341.904666667,296.190666667,158.095,225.714333333,365.714,292.381,222.857,215.238333333,178.095333333,321.429
211.41,263.636333333,356.565666667,321.212,197.979666667,235.353333333,454.545,327.272666667,240.404,231.313,221.211666667,318.1815
211.79,190.579333333,254.348,218.116,134.058333333,158.695666667,352.174,242.753666667,168.116,186.956333333,163.043333333,222.8265
212.17,289.655333333,398.850666667,329.885,199.999666667,232.184,534.483,371.264666667,231.034666667,277.011666667,243.678,332.759
212.55,295.699,332.258,293.548666667,186.021333333,200.0,461.29,338.709666667,208.602,258.064333333,240.860333333,309.6775
212.92,191.823666667,227.044,196.855333333,140.880666667,137.736,281.132,224.528333333,145.282666667,171.698,162.264,197.17
213.30,166.092,197.701,175.287333333,136.782,119.540333333,241.379,195.977,127.011666667,158.046,145.402333333,181.0345
213.68,144.601,177.465,142.253333333,125.352333333,99.9996666667,207.042,167.605666667,112.676333333,140.375666667,133.802666667,158.4505
214.06,154.040333333,196.969333333,153.535333333,144.949333333,119.192,240.909,194.949333333,129.293333333,156.565666667,138.889,166.667
214.44,123.504333333,152.991333333,131.624333333,126.496,107.265,193.59,166.239333333,103.846333333,137.607,127.777666667,135.8975
214.81,123.412666667,138.889,125.793666667,119.841,119.047666667,172.619,161.904666667,93.254,135.714333333,121.825333333,130.357
215.19,119.157333333,130.268,128.352666667,114.942333333,118.391,158.621,159.003666667,83.5246666667,128.352333333,112.260666667,129.3105
215.57,131.579,138.596666667,140.351,119.737,131.140333333,161.842,164.035,92.544,141.666666667,124.122666667,150.0
215.95,127.777666667,139.352,135.648,125.000333333,145.370333333,163.889,158.333333333,100.0,137.963,121.296333333,159.0275
216.32,110.345,108.045666667,112.260333333,116.092333333,129.885,134.483,142.912,90.4216666667,116.475,99.2336666667,137.3565
216.70,125.333333333,121.777666667,131.555666667,140.444666667,162.222333333,165.333,165.333333333,108.888666667,136.000333333,112.889,156.0
217.08,147.09,123.280333333,150.264333333,155.555333333,198.412666667,198.413,187.301666667,130.687666667,148.677333333,129.100666667,179.365
217.46,141.935666667,117.742,151.612666667,148.387333333,197.312,182.258,182.258,127.957,137.634333333,129.032333333,182.258
217.83,150.0,111.728,162.963,162.346,211.728333333,192.593,202.469,133.333666667,145.679,146.296333333,196.296
218.21,167.320333333,100.653333333,162.091666667,174.51,221.568666667,194.118,210.457666667,126.797333333,145.098,179.738333333,205.882
218.59,173.469333333,129.932,174.83,200.0,234.694,202.041,216.326333333,144.898,155.102,178.911666667,219.388
218.97,149.999666667,120.37,153.086333333,177.778,188.271666667,192.593,179.012333333,133.333666667,131.481333333,164.197666667,194.4445
219.34,163.194666667,157.638666667,170.833333333,204.861,217.361,239.583,204.861333333,150.0,152.777666667,190.277666667,238.542
219.72,139.716333333,141.134666667,137.588333333,182.269333333,202.836666667,231.915,203.546333333,115.602666667,135.461,160.283666667,228.7235
220.10,211.111,228.888666667,198.889,278.889,284.444333333,343.333,349.999666667,162.222333333,186.666666667,236.666666667,348.333
220.47,272.0,326.666666667,241.333333333,317.333333333,356.0,452.0,425.333333333,214.666666667,250.666666667,337.333333333,450.0
220.85,185.714333333,218.254,141.27,197.619333333,223.809666667,297.619,255.555666667,147.619333333,158.730333333,230.158333333,270.238
221.23,165.277666667,206.944666667,127.777666667,176.388666667,182.638666667,275.0,241.666666667,126.389,169.444666667,204.166333333,241.6665
221.61,176.515,231.818333333,127.273,187.879,207.576,315.909,272.727333333,140.909333333,199.242333333,224.242666667,259.091
221.98,192.424,271.212,152.272666667,206.818333333,238.636333333,347.727,275.757666667,172.727333333,204.545333333,232.575666667,282.9545
222.36,273.809333333,423.809666667,213.095333333,303.571666667,327.381,532.143,402.381,267.857,300.000333333,335.714,401.7855
222.74,726.666666667,1050.0,486.666666667,706.666666667,766.666666667,1430.0,1053.33333333,696.666666667,726.666666667,896.666666667,975.0
223.11,513.333333333,711.111333333,315.555333333,504.444333333,551.111333333,900.0,720.0,453.333333333,426.666666667,586.666666667,586.667
223.49,825.926,1118.51866667,455.555666667,762.963,866.666666667,1433.333,1166.667,737.037,651.852,1003.70366667,861.111
223.87,1033.33333333,1476.19033333,609.523666667,1047.619,1019.04733333,1728.571,1414.28566667,966.666666667,866.666666667,1214.28533333,935.714
224.24,688.888666667,883.333333333,452.777666667,663.889,644.444333333,1125.0,841.666666667,602.778,580.555666667,775.0,541.6665
224.62,-952.381,-1257.143,-666.666666667,-938.095333333,-880.952333333,-1785.714,-1295.238,-880.952333333,-790.476,-1028.57133333,-721.4285
225.00,-178.571333333,-252.381,-110.714333333,-177.381,-172.619,-364.286,-283.333333333,-201.190333333,-144.047666667,-211.905,-137.5
225.38,-196.0,-252.0,-92.0,-216.0,-196.0,-392.0,-289.333333333,-226.666666667,-104.0,-246.666666667,-120.0
225.75,-680.0,-780.0,-423.333333333,-673.333333333,-530.0,-1150.0,-840.0,-676.666666667,-340.0,-753.333333333,-465.0
226.13,-584.848666667,-566.666666667,-287.878666667,-490.909,-418.182,-809.091,-796.97,-506.060666667,-303.030333333,-563.636333333,-377.273
226.51,-2800.0,-2550.0,-1383.33333333,-1916.66666667,-2133.33333333,-3200.0,-4116.66666667,-2333.33333333,-1616.66666667,-2516.66666667,-2100.0
226.88,513.889,463.888666667,347.222333333,386.111333333,408.333333333,600.0,736.111,408.333333333,363.889,463.889,458.3335
227.26,-1441.66666667,-1325.0,-1033.33333333,-875.0,-1025.0,-1650.0,-2108.33333333,-1325.0,-1275.0,-1366.66666667,-1575.0
227.64,-139.506333333,-143.21,-91.3583333333,-91.358,-88.8886666667,-151.852,-272.839333333,-134.567666667,-134.568,-138.271666667,-157.407
228.01,-76.296,-62.2223333333,-44.4443333333,-46.6666666667,-49.6296666667,-97.778,-154.074,-85.185,-51.1113333333,-84.4443333333,-95.5555
228.39,-68.148,-59.259,-25.1853333333,-57.7776666667,-42.963,-62.222,-137.778,-76.2963333333,-46.6666666667,-80.0,-107.778
228.76,-83.3333333333,-69.4443333333,-36.111,-62.4996666667,-43.0556666667,-39.583,-133.333333333,-70.139,-54.1666666667,-109.027666667,-108.3335
229.14,-65.0793333333,-59.7883333333,-44.4446666667,-43.915,-29.1006666667,-28.571,-102.116333333,-32.275,-51.3226666667,-75.6613333333,-90.476
229.52,-39.8466666667,-55.9386666667,-39.4633333333,-23.3716666667,-22.9886666667,-13.793,-67.433,-23.3716666667,-47.1266666667,-48.276,-75.2875
229.89,-13.223,-22.314,-13.4986666667,3.30566666667,-4.68333333333,9.917,-31.6806666667,0.826333333333,-19.8346666667,-19.0083333333,-43.3885
230.27,-7.43233333333,-18.4683333333,-10.3606666667,3.604,2.252,7.432,-19.1443333333,6.30666666667,-13.5136666667,-12.1623333333,-26.689
230.65,0.392333333333,-11.5686666667,-2.549,10.0003333333,10.7843333333,4.706,-13.1373333333,10.5883333333,-3.52966666667,-9.21566666667,-12.353
231.02,1.093,-9.47166666667,4.554,9.10733333333,9.836,6.557,-13.479,10.3826666667,2.55,-7.46833333333,-10.1095
231.40,0.374666666667,-5.05633333333,5.05633333333,9.738,11.4233333333,6.742,-13.1083333333,16.292,5.805,-1.12366666667,-10.3935
231.78,-5.65,-3.013,2.825,9.22766666667,10.5463333333,3.955,-12.9943333333,14.8776666667,-0.376666666667,-0.753333333333,-18.079
232.15,-12.403,-9.88366666667,-4.26366666667,3.48866666667,6.589,-3.488,-17.6356666667,9.69,-6.00766666667,-5.62033333333,-24.7095
232.53,-11.0466666667,-12.2093333333,-9.30233333333,11.24,11.8216666667,-8.721,-15.504,8.13933333333,-3.29433333333,-2.907,-20.6395
232.90,-10.2273333333,-11.9316666667,-7.576,13.6363333333,11.553,-9.091,-15.1516666667,9.46966666667,-0.568,5.49233333333,-17.0455
233.28,-15.6626666667,-18.8756666667,-13.4536666667,6.62633333333,9.63866666667,-19.88,-21.285,-1.205,-1.606,5.42166666667,-19.8795
233.66,-9.836,-7.10366666667,-5.64666666667,10.7466666667,17.851,-9.836,-15.1183333333,2.368,9.10766666667,16.7576666667,-8.743
234.03,-10.3383333333,-7.30833333333,-4.1,3.92133333333,16.5773333333,-14.973,-14.7946666667,0.178333333333,6.59533333333,16.5773333333,-5.8825
234.41,-10.7406666667,-10.0,-3.51866666667,-4.07433333333,15.3703333333,-30.556,-18.333,-4.815,3.70366666667,15.185,-9.7225
234.78,-14.751,-10.1533333333,-7.27933333333,-7.85433333333,13.9846666667,-29.885,-18.0073333333,-6.51333333333,2.29866666667,17.2413333333,-14.9425
235.16,-10.2423333333,-5.959,-6.33166666667,-2.97966666667,19.9256666667,-24.022,-12.477,-7.40148683083e-17,3.91066666667,22.7186666667,-8.939
235.54,-7.59933333333,-6.563,-4.145,-3.79933333333,21.7616666667,-17.617,-11.3986666667,1.03633333333,2.59066666667,20.0346666667,-7.772
235.91,-8.75233333333,-8.93866666667,-7.82133333333,-7.07633333333,24.7673333333,-16.201,-11.918,-0.558666666667,4.283,20.298,-6.704
236.29,-5.55566666667,-7.088,-4.21466666667,-0.766333333333,28.544,-7.471,-11.3026666667,1.72433333333,2.49033333333,25.096,-6.3215
236.66,-1.59566666667,-0.709,0.000333333333333,4.255,24.6453333333,6.383,-8.15633333333,5.14166666667,5.49633333333,25.8866666667,-2.128
237.04,3.04566666667,5.41466666667,5.41466666667,5.58333333333,27.5803333333,18.274,-3.55333333333,10.66,6.93733333333,27.4113333333,1.777
237.41,5.86266666667,10.8876666667,13.5676666667,12.0603333333,33.1656666667,32.161,1.17233333333,18.0903333333,8.20766666667,29.6483333333,3.015
237.79,7.895,13.5086666667,17.0176666667,14.2103333333,36.4913333333,37.368,3.68433333333,25.263,10.5263333333,30.8773333333,4.737
238.17,7.614,11.3366666667,17.0896666667,13.8743333333,35.1946666667,39.086,2.53833333333,23.0116666667,10.66,32.149,6.599
238.54,9.20633333333,16.8253333333,21.111,20.9523333333,37.7776666667,44.762,5.07933333333,27.778,16.8253333333,33.3333333333,7.8575
238.92,9.504,17.493,23.6916666667,20.5236666667,33.3333333333,33.884,3.44333333333,27.135,13.774,28.9256666667,7.8515
239.29,5.79733333333,13.966,16.0736666667,17.5233333333,27.1406666667,30.83,0.131666666667,22.6613333333,9.091,25.955,1.3835
239.67,8.94333333333,14.6343333333,17.5376666667,19.9766666667,25.5516666667,26.829,3.01966666667,22.8806666667,11.2663333333,25.668,5.401
240.04,5.58933333333,12.602,15.1423333333,16.9716666667,21.5443333333,24.695,1.72766666667,18.5976666667,9.248,22.4593333333,3.811
240.42,3.937,9.18633333333,13.211,14.086,18.1976666667,21.522,1.05,17.4103333333,8.399,18.023,4.593
240.79,1.591,6.13633333333,11.97,12.1213333333,16.288,15.682,0.0,15.909,6.36333333333,13.712,2.7275
241.17,0.882666666667,4.14133333333,9.30066666667,8.89333333333,13.7136666667,10.591,-9.25185853854e-18,12.967,7.06033333333,9.91166666667,1.935
241.54,-1.28433333333,2.38566666667,5.99366666667,5.749,9.96933333333,4.771,-1.162,10.948,5.13766666667,6.422,0.275
241.92,-4.11166666667,0.603333333333,3.454,4.44066666667,7.12733333333,1.974,-2.74166666667,8.99133333333,2.851,2.96033333333,-1.069
242.29,-4.22333333333,1.05566666667,2.313,4.424,6.98833333333,2.112,-1.96066666667,8.84866666667,3.16733333333,2.011,-0.6035
242.67,-5.56333333333,-0.761,-0.0476666666667,3.13833333333,4.80266666667,1.284,-2.47266666667,6.22933333333,0.998666666667,0.190333333333,0.571
243.05,-7.685,-3.51833333333,-2.037,0.231333333333,3.333,-0.278,-3.37933333333,4.49066666667,0.463,-0.926,-0.625
243.42,-7.206,-5.39333333333,-1.017,-0.84,2.60833333333,-1.326,-2.69666666667,3.581,0.0,-1.94533333333,-0.066
243.80,-9.61133333333,-7.42666666667,-3.495,-3.84433333333,0.611666666667,-4.063,-4.5,1.48533333333,-2.18433333333,-4.325,-1.9005
244.17,-8.90033333333,-7.78766666667,-2.867,-3.63733333333,0.556333333333,-5.263,-4.065,2.48166666667,-2.011,-3.67966666667,-0.77
244.55,-8.864,-7.11633333333,-2.82966666667,-3.82833333333,0.457666666667,-6.742,-3.74533333333,1.83133333333,-1.87233333333,-2.95466666667,-1.186
244.92,-7.73833333333,-5.79333333333,-2.262,-3.13466666667,-0.476,-4.762,-2.77766666667,2.262,-1.34933333333,-2.02366666667,-0.1785
245.30,-7.56566666667,-4.057,-1.38866666667,-1.35233333333,-0.219333333333,-3.947,-1.60833333333,3.03366666667,-1.82766666667,-0.292333333333,0.548
245.67,-4.84533333333,-1.78833333333,0.780333333333,1.041,1.88633333333,-0.78,-0.0326666666667,5.07333333333,0.195,2.439,3.0245
246.05,-3.086,-0.553,1.60133333333,2.15433333333,2.47466666667,-0.175,1.39733333333,5.82266666667,1.45566666667,3.639,4.454
246.42,-2.396,0.0,2.183,2.822,2.636,0.24,1.704,6.12333333333,2.15666666667,4.26,5.1915
246.79,-0.935,1.43866666667,3.02166666667,4.26833333333,3.42933333333,1.799,2.61366666667,7.458,3.11733333333,5.06,5.3955
247.17,0.576,2.67966666667,3.76533333333,5.55933333333,4.319,3.92,4.319,8.61566666667,3.96433333333,6.04666666667,6.246
247.54,1.05433333333,3.964,4.40633333333,7.14766666667,5.08133333333,5.06,4.70133333333,10.078,4.87033333333,6.45133333333,7.147
247.92,1.46166666667,5.136,5.11533333333,7.897,5.46066666667,6.151,5.31866666667,10.353,5.90733333333,6.71933333333,7.9475
248.29,1.48566666667,5.189,5.12966666667,8.16,5.09,6.536,5.56533333333,9.94266666667,6.00133333333,6.35766666667,7.7245
248.67,1.22,4.95866666667,4.703,8.30366666667,4.78166666667,6.907,5.48966666667,10.114,5.608,6.15933333333,7.881
249.04,1.02733333333,4.713,4.24966666667,7.23066666667,4.75333333333,5.921,4.85433333333,9.728,5.41766666667,5.80033333333,7.0695
249.42,1.20233333333,4.135,4.00866666667,6.47666666667,4.45133333333,5.823,3.98733333333,9.09266666667,5.696,5.48533333333,6.329
249.79,0.586,3.44833333333,3.33566666667,5.94966666667,4.034,6.085,3.719,9.06,5.00333333333,4.53,5.646
250.17,-0.438333333333,2.459,2.727,5.357,3.70133333333,6.282,2.873,8.863,3.89566666667,3.28733333333,4.419
250.54,-0.910666666667,2.13366666667,2.29,4.97,2.81066666667,6.635,2.57633333333,8.87333333333,2.706,2.446,2.732
250.92,-1.615,1.36433333333,2.367,4.06566666667,2.33933333333,6.182,2.08866666667,8.91133333333,2.11633333333,1.94933333333,1.796
251.29,-2.265,0.755,1.568,2.93266666667,2.294,5.052,0.871,8.217,1.713,1.423,0.784
251.66,-2.385,1.001,1.53133333333,2.503,2.562,5.477,1.178,7.45,1.70766666667,1.67866666667,0.574
252.04,-2.312,0.0303333333333,1.41133333333,1.682,2.28233333333,6.486,0.961,7.26733333333,0.871,0.901,-0.18
252.41,-3.567,-1.16833333333,-0.031,-0.154,1.599,4.705,-0.615,7.011,-0.369,-0.0923333333333,-1.2455
252.79,-3.33966666667,-0.811333333333,-0.218333333333,-0.281,0.936333333333,4.869,-0.374666666667,7.02266666667,-0.406,0.125,-1.264
253.16,-3.634,-0.281666666667,-0.094,0.469666666667,1.31566666667,4.981,0.814666666667,7.55033333333,-0.344666666667,0.845666666667,0.047
253.54,-3.08166666667,0.817666666667,0.660333333333,1.981,2.736,4.434,2.32666666667,9.151,0.44,1.289,1.7925
253.91,-2.463,1.59966666667,1.31166666667,2.399,2.84666666667,3.935,2.911,8.829,1.69533333333,1.56766666667,2.1595
254.28,-2.23533333333,2.43266666667,1.41366666667,2.794,2.597,2.959,3.97733333333,8.777,3.09033333333,2.79433333333,2.416
254.66,-3.60166666667,1.597,0.509666666667,2.61633333333,2.61633333333,0.917,3.16,7.815,2.65033333333,2.27666666667,2.2425
255.03,-4.25133333333,0.964666666667,-0.357333333333,2.25066666667,2.28666666667,0.965,3.42966666667,7.50266666667,2.71533333333,1.679,2.0365
255.41,-4.67066666667,0.0376666666667,-0.640333333333,1.356,0.941666666667,1.582,3.277,6.36566666667,2.147,1.31833333333,1.921
