wavelength,Back_ChrSalf,Belly_ChrSalf,Breast_ChrSalf,Crissum_ChrSalf,Crown_ChrSalf,DorTail_ChrSalf,Patch10_ChrSalf,Patch11_ChrSalf,Rump_ChrSalf,Throat_ChrSalf,WingTip_ChrSalf
386.30,3.641,14.2893333333,14.147,21.0903333333,2.93433333333,4.483,14.915,24.0026666667,5.72133333333,12.888,5.9105
386.66,3.68633333333,14.312,14.1656666667,20.995,2.931,4.466,14.9866666667,23.994,5.77666666667,12.867,5.939
387.03,3.673,14.3173333333,14.2326666667,21.0793333333,2.86833333333,4.561,14.9503333333,23.9453333333,5.71733333333,12.7556666667,6.008
387.39,3.68466666667,14.3016666667,14.2266666667,21.087,2.79033333333,4.619,14.9786666667,23.8753333333,5.66533333333,12.7163333333,5.939
387.75,3.62066666667,14.336,14.235,21.1706666667,2.63,4.602,14.966,23.996,5.60633333333,12.7323333333,5.828
388.11,3.627,14.398,14.312,21.2193333333,2.681,4.633,14.968,24.0753333333,5.619,12.7943333333,5.8105
388.47,3.658,14.4896666667,14.401,21.3953333333,2.647,4.598,15.061,24.1923333333,5.712,12.7946666667,5.735
388.83,3.56266666667,14.4723333333,14.301,21.4166666667,2.594,4.577,15.0766666667,24.1563333333,5.68833333333,12.797,5.676
389.19,3.53166666667,14.5426666667,14.2553333333,21.4113333333,2.594,4.573,15.0656666667,24.1326666667,5.67833333333,12.813,5.715
389.55,3.57466666667,14.6033333333,14.359,21.4823333333,2.67566666667,4.646,15.195,24.2836666667,5.74966666667,12.9456666667,5.7815
389.91,3.53333333333,14.6223333333,14.4343333333,21.499,2.669,4.623,15.253,24.3333333333,5.76233333333,13.0403333333,5.83
390.27,3.51333333333,14.68,14.5196666667,21.555,2.69866666667,4.537,15.2463333333,24.4076666667,5.761,12.9893333333,5.861
390.63,3.436,14.6596666667,14.4743333333,21.5966666667,2.55833333333,4.481,15.2376666667,24.483,5.69966666667,13.023,5.797
391.00,3.34766666667,14.663,14.448,21.624,2.53666666667,4.365,15.215,24.5476666667,5.67966666667,13.107,5.7005
391.36,3.30066666667,14.7113333333,14.4573333333,21.6726666667,2.57333333333,4.338,15.2366666667,24.691,5.7,13.1693333333,5.7325
391.72,3.279,14.7736666667,14.5276666667,21.751,2.61366666667,4.331,15.2676666667,24.737,5.73233333333,13.1116666667,5.788
392.08,3.20566666667,14.7196666667,14.4723333333,21.7243333333,2.53433333333,4.314,15.3006666667,24.8013333333,5.65533333333,13.1523333333,5.781
392.44,3.26333333333,14.7966666667,14.5106666667,21.868,2.63866666667,4.437,15.3836666667,24.8593333333,5.69633333333,13.249,5.921
392.80,3.30566666667,14.9203333333,14.674,21.973,2.65266666667,4.49,15.4483333333,24.9543333333,5.786,13.3336666667,5.984
393.16,3.40033333333,14.9673333333,14.7723333333,22.065,2.70733333333,4.518,15.5246666667,25.0443333333,5.872,13.38,6.058
393.52,3.37633333333,15.0463333333,14.808,22.1406666667,2.72666666667,4.509,15.6026666667,25.011,5.832,13.3936666667,6.108
393.88,3.34033333333,15.0136666667,14.807,22.13,2.67166666667,4.497,15.577,24.9716666667,5.83966666667,13.3083333333,6.0705
394.24,3.26533333333,15.0013333333,14.766,22.1373333333,2.643,4.428,15.628,24.9086666667,5.79833333333,13.3506666667,5.98
394.60,3.40966666667,15.1036666667,14.9136666667,22.2806666667,2.80566666667,4.576,15.8123333333,24.9066666667,5.905,13.5253333333,6.101
394.96,3.44266666667,15.1483333333,14.9506666667,22.2866666667,2.844,4.612,15.8886666667,24.923,5.88966666667,13.5923333333,6.183
395.32,3.49433333333,15.259,15.091,22.437,2.88766666667,4.624,16.0156666667,25.015,5.927,13.6986666667,6.251
395.68,3.54266666667,15.297,15.1526666667,22.4456666667,2.94433333333,4.734,16.09,25.0443333333,5.94966666667,13.7673333333,6.2305
396.04,3.659,15.5243333333,15.347,22.587,3.054,4.837,16.2176666667,25.0356666667,6.034,13.8363333333,6.3355
396.40,3.56033333333,15.5196666667,15.3556666667,22.5336666667,2.99833333333,4.756,16.19,24.9593333333,5.935,13.8386666667,6.285
396.76,3.58233333333,15.5166666667,15.3563333333,22.516,2.98866666667,4.742,16.2083333333,24.898,5.889,13.8586666667,6.3185
397.12,3.44233333333,15.5106666667,15.3253333333,22.544,2.876,4.734,16.2296666667,24.897,5.78866666667,13.8873333333,6.2385
397.48,3.48,15.5786666667,15.3673333333,22.58,2.92066666667,4.815,16.2806666667,24.924,5.82166666667,13.9436666667,6.205
397.84,3.44933333333,15.67,15.398,22.6223333333,2.88366666667,4.743,16.2813333333,24.9293333333,5.79933333333,13.9806666667,6.162
398.20,3.48366666667,15.7333333333,15.4813333333,22.671,2.86033333333,4.795,16.3636666667,24.9856666667,5.85666666667,14.051,6.18
398.56,3.42566666667,15.811,15.5316666667,22.622,2.87333333333,4.745,16.3353333333,24.9776666667,5.82,13.9996666667,6.167
398.92,3.34466666667,15.8203333333,15.5693333333,22.6126666667,2.817,4.75,16.3673333333,24.981,5.829,14.0263333333,6.079
399.28,3.31533333333,15.8106666667,15.5356666667,22.5883333333,2.729,4.637,16.2923333333,24.891,5.74766666667,13.9343333333,5.9835
399.64,3.28933333333,15.89,15.517,22.67,2.71733333333,4.546,16.3516666667,24.8723333333,5.69933333333,13.98,5.9355
400.00,3.22033333333,15.8653333333,15.4316666667,22.6316666667,2.652,4.421,16.3343333333,24.797,5.64566666667,13.96,5.909
400.36,3.18933333333,15.9386666667,15.5073333333,22.6623333333,2.634,4.393,16.3153333333,24.8,5.63633333333,13.98,5.895
400.72,3.06466666667,15.953,15.4833333333,22.722,2.57,4.32,16.3386666667,24.8706666667,5.59733333333,13.968,5.817
401.08,3.105,16.0123333333,15.547,22.6823333333,2.592,4.282,16.34,24.8333333333,5.551,14.0196666667,5.791
401.44,3.061,16.0023333333,15.552,22.6786666667,2.47866666667,4.152,16.3123333333,24.7896666667,5.47166666667,14.007,5.751
401.80,3.054,16.0746666667,15.6433333333,22.798,2.563,4.199,16.456,24.8926666667,5.509,14.1473333333,5.7945
402.16,3.02866666667,16.08,15.7343333333,22.78,2.56933333333,4.151,16.4726666667,24.894,5.46433333333,14.1393333333,5.8065
402.52,2.948,16.0663333333,15.7393333333,22.7973333333,2.502,4.085,16.479,24.9706666667,5.42266666667,14.145,5.7395
402.88,2.96033333333,16.1283333333,15.8296666667,22.9176666667,2.511,4.062,16.5013333333,24.9733333333,5.41233333333,14.17,5.7515
403.24,2.95233333333,16.1306666667,15.87,22.8633333333,2.56666666667,4.132,16.5473333333,25.028,5.43133333333,14.2043333333,5.774
403.60,2.91033333333,16.1723333333,15.9596666667,22.92,2.579,4.172,16.5563333333,25.0566666667,5.46933333333,14.278,5.87
403.95,2.895,16.163,16.067,22.9813333333,2.56266666667,4.222,16.623,25.107,5.48966666667,14.3503333333,5.8455
404.31,2.81066666667,16.1143333333,16.0496666667,22.9443333333,2.537,4.25,16.609,25.0423333333,5.461,14.297,5.771
404.67,2.78966666667,16.0953333333,16.049,22.9313333333,2.47433333333,4.233,16.5793333333,25.0403333333,5.384,14.3733333333,5.7
405.03,2.78566666667,16.136,16.0956666667,23.0293333333,2.481,4.249,16.627,25.056,5.45166666667,14.4186666667,5.753
405.39,2.83866666667,16.2346666667,16.156,23.1313333333,2.56633333333,4.321,16.6766666667,25.111,5.51066666667,14.489,5.805
405.75,2.89566666667,16.1963333333,16.1496666667,23.1673333333,2.53466666667,4.289,16.6236666667,25.0753333333,5.49633333333,14.4553333333,5.8045
406.11,3.01666666667,16.3743333333,16.3013333333,23.3556666667,2.63266666667,4.448,16.704,25.1976666667,5.558,14.5933333333,5.8845
406.47,3.08666666667,16.4363333333,16.396,23.4996666667,2.692,4.458,16.7936666667,25.2066666667,5.64233333333,14.664,5.9705
406.83,3.123,16.519,16.4066666667,23.557,2.72833333333,4.434,16.9033333333,25.3003333333,5.70566666667,14.7166666667,6.0335
407.19,3.16966666667,16.634,16.494,23.7303333333,2.73366666667,4.499,17.046,25.338,5.77333333333,14.838,6.0625
407.55,3.17033333333,16.6293333333,16.423,23.7693333333,2.69366666667,4.451,17.0593333333,25.353,5.73033333333,14.8273333333,5.9965
407.90,3.21066666667,16.6633333333,16.4316666667,23.821,2.696,4.394,16.9696666667,25.3946666667,5.73033333333,14.8343333333,5.954
408.26,3.26866666667,16.7386666667,16.4376666667,23.8693333333,2.68833333333,4.337,17.0463333333,25.4723333333,5.74266666667,14.9356666667,5.983
408.62,3.33866666667,16.8426666667,16.546,23.8893333333,2.783,4.382,17.1493333333,25.4576666667,5.82366666667,14.9136666667,6.0315
408.98,3.33866666667,16.918,16.585,23.8903333333,2.806,4.363,17.2156666667,25.5596666667,5.81866666667,14.9473333333,6.0295
409.34,3.27966666667,16.9366666667,16.6003333333,23.9176666667,2.792,4.321,17.279,25.5703333333,5.79333333333,14.975,6.0255
409.70,3.26,17.0356666667,16.655,23.961,2.826,4.337,17.368,25.5926666667,5.78866666667,14.9936666667,6.0265
410.06,3.14733333333,16.993,16.5566666667,23.921,2.79566666667,4.268,17.3483333333,25.54,5.77466666667,14.9706666667,5.9575
410.42,3.09133333333,17.0113333333,16.483,23.8976666667,2.78766666667,4.273,17.3166666667,25.4946666667,5.68566666667,14.975,5.8485
410.77,3.09366666667,17.067,16.546,23.9376666667,2.75733333333,4.354,17.274,25.484,5.65366666667,15.0113333333,5.8355
411.13,3.035,17.0313333333,16.4873333333,23.8943333333,2.71,4.31,17.1876666667,25.4633333333,5.58,14.9373333333,5.7765
411.49,3.05466666667,17.1293333333,16.576,23.8536666667,2.683,4.286,17.208,25.4553333333,5.578,14.9466666667,5.7875
411.85,2.99566666667,17.169,16.6263333333,23.8746666667,2.68733333333,4.257,17.3346666667,25.4526666667,5.57666666667,15.0076666667,5.801
412.21,3.04533333333,17.251,16.7073333333,23.965,2.73066666667,4.281,17.3713333333,25.532,5.63933333333,15.1136666667,5.8385
412.57,3.119,17.35,16.7353333333,24.1016666667,2.76633333333,4.318,17.4443333333,25.601,5.66666666667,15.2493333333,5.9015
412.92,3.15233333333,17.3723333333,16.7753333333,24.1733333333,2.776,4.353,17.4686666667,25.5166666667,5.66533333333,15.2876666667,5.923
413.28,3.14666666667,17.422,16.8106666667,24.1916666667,2.73233333333,4.36,17.4223333333,25.5156666667,5.63566666667,15.3063333333,5.851
413.64,3.13966666667,17.4763333333,16.8883333333,24.1806666667,2.728,4.348,17.428,25.56,5.615,15.374,5.8475
414.00,3.15533333333,17.5213333333,16.9416666667,24.1643333333,2.68833333333,4.255,17.457,25.5706666667,5.57433333333,15.3763333333,5.858
414.36,3.16033333333,17.5916666667,17.0973333333,24.1573333333,2.70666666667,4.254,17.546,25.7186666667,5.59333333333,15.451,5.9495
414.72,3.18133333333,17.6623333333,17.113,24.282,2.74166666667,4.259,17.635,25.7806666667,5.60966666667,15.4973333333,5.9885
415.07,3.20366666667,17.816,17.278,24.4046666667,2.762,4.315,17.7173333333,25.8743333333,5.65566666667,15.6396666667,6.049
415.43,3.20833333333,17.8116666667,17.304,24.4833333333,2.79,4.324,17.7903333333,25.8596666667,5.699,15.6893333333,6.074
415.79,3.21233333333,17.828,17.3193333333,24.4706666667,2.78033333333,4.336,17.7943333333,25.8953333333,5.662,15.6596666667,6.067
416.15,3.20233333333,17.877,17.3836666667,24.5183333333,2.78966666667,4.392,17.8756666667,25.912,5.64133333333,15.6356666667,6.1365
416.51,3.12366666667,17.8843333333,17.3856666667,24.5083333333,2.73433333333,4.356,17.876,25.922,5.619,15.6596666667,6.116
416.86,3.11433333333,17.9176666667,17.401,24.6146666667,2.71566666667,4.372,17.91,25.9913333333,5.61366666667,15.6596666667,6.094
417.22,3.157,17.9686666667,17.4566666667,24.6653333333,2.724,4.39,18.055,26.078,5.67733333333,15.7296666667,6.1645
417.58,3.15766666667,18.0306666667,17.5063333333,24.7543333333,2.742,4.407,18.121,26.1416666667,5.70966666667,15.779,6.173
417.94,3.15133333333,18.078,17.516,24.8056666667,2.73666666667,4.482,18.164,26.16,5.71933333333,15.8196666667,6.1805
418.29,3.11233333333,18.096,17.4923333333,24.8766666667,2.679,4.435,18.1503333333,26.1556666667,5.67733333333,15.7953333333,6.138
418.65,3.083,18.0906666667,17.5366666667,24.8473333333,2.67266666667,4.457,18.196,26.1333333333,5.66333333333,15.816,6.113
419.01,3.08066666667,18.0653333333,17.5123333333,24.9143333333,2.65733333333,4.438,18.24,26.1066666667,5.63866666667,15.8106666667,6.149
419.37,3.07933333333,18.1156666667,17.5953333333,24.977,2.69733333333,4.51,18.2923333333,26.187,5.65866666667,15.854,6.1705
419.73,3.09566666667,18.1686666667,17.5916666667,25.001,2.69733333333,4.545,18.3123333333,26.1703333333,5.691,15.8836666667,6.2045
420.08,3.08533333333,18.171,17.5943333333,25.0076666667,2.68666666667,4.528,18.3153333333,26.1646666667,5.67733333333,15.8876666667,6.159
420.44,3.11966666667,18.1936666667,17.665,25.0626666667,2.702,4.528,18.3513333333,26.191,5.71133333333,15.9166666667,6.1625
420.80,3.11566666667,18.2453333333,17.6793333333,25.0163333333,2.691,4.485,18.3793333333,26.194,5.698,15.9476666667,6.1395
421.16,3.10033333333,18.2853333333,17.6846666667,25.0563333333,2.70833333333,4.481,18.3506666667,26.1726666667,5.66866666667,16.0023333333,6.112
421.51,3.09066666667,18.3106666667,17.701,25.0973333333,2.701,4.502,18.369,26.168,5.64466666667,16.0153333333,6.12
421.87,3.05466666667,18.325,17.739,25.0886666667,2.674,4.424,18.3573333333,26.1876666667,5.62266666667,16.0123333333,6.099
422.23,3.068,18.3613333333,17.779,25.1086666667,2.68933333333,4.439,18.41,26.1696666667,5.65566666667,16.028,6.1235
422.58,3.07166666667,18.388,17.7936666667,25.1086666667,2.67966666667,4.416,18.413,26.1573333333,5.644,16.0166666667,6.1155
422.94,3.05966666667,18.421,17.843,25.116,2.703,4.438,18.421,26.1796666667,5.67966666667,16.048,6.077
423.30,3.07133333333,18.4733333333,17.8486666667,25.1173333333,2.69733333333,4.406,18.432,26.1963333333,5.666,16.0806666667,6.053
423.66,3.08033333333,18.534,17.9363333333,25.175,2.70833333333,4.421,18.4826666667,26.2433333333,5.68033333333,16.1463333333,6.0275
424.01,3.102,18.5976666667,17.9986666667,25.248,2.727,4.424,18.5356666667,26.2766666667,5.69766666667,16.2426666667,6.062
424.37,3.061,18.65,18.021,25.2993333333,2.74166666667,4.411,18.5723333333,26.284,5.66466666667,16.255,6.078
424.73,3.035,18.67,18.09,25.3523333333,2.74733333333,4.426,18.598,26.2953333333,5.657,16.2786666667,6.0885
425.08,3.03233333333,18.6853333333,18.1336666667,25.3693333333,2.724,4.41,18.6246666667,26.308,5.64166666667,16.269,6.106
425.44,3.043,18.7103333333,18.166,25.3646666667,2.70866666667,4.436,18.6403333333,26.2983333333,5.64,16.2946666667,6.09
425.80,3.07266666667,18.764,18.1846666667,25.4583333333,2.728,4.439,18.7023333333,26.2886666667,5.662,16.319,6.0925
426.16,3.07166666667,18.828,18.2063333333,25.491,2.71966666667,4.436,18.705,26.2993333333,5.64766666667,16.361,6.0845
426.51,3.084,18.8723333333,18.2666666667,25.6056666667,2.73266666667,4.419,18.7456666667,26.3546666667,5.687,16.4323333333,6.1195
426.87,3.12366666667,18.973,18.3493333333,25.6816666667,2.74333333333,4.409,18.8426666667,26.4066666667,5.69933333333,16.487,6.161
427.23,3.09566666667,19.0113333333,18.4216666667,25.756,2.729,4.404,18.8796666667,26.4286666667,5.70033333333,16.5586666667,6.1745
427.58,3.06666666667,19.0436666667,18.4573333333,25.796,2.72166666667,4.373,18.921,26.4193333333,5.66266666667,16.571,6.193
427.94,3.081,19.0956666667,18.5186666667,25.8253333333,2.75166666667,4.4,18.9903333333,26.4196666667,5.68866666667,16.5696666667,6.173
428.30,3.10466666667,19.164,18.5776666667,25.8583333333,2.76533333333,4.462,19.0363333333,26.4346666667,5.72866666667,16.6376666667,6.166
428.65,3.172,19.2433333333,18.6263333333,25.934,2.81433333333,4.515,19.0926666667,26.477,5.787,16.7326666667,6.2405
429.01,3.18866666667,19.3046666667,18.685,25.9793333333,2.83533333333,4.487,19.171,26.499,5.81433333333,16.7933333333,6.2435
429.37,3.21366666667,19.3786666667,18.7413333333,26.031,2.876,4.483,19.275,26.5493333333,5.844,16.868,6.2655
429.72,3.271,19.45,18.8583333333,26.099,2.91733333333,4.567,19.3523333333,26.6466666667,5.89266666667,16.9476666667,6.3045
430.08,3.324,19.5193333333,18.9306666667,26.1846666667,2.958,4.577,19.4426666667,26.724,5.93433333333,17.037,6.3225
430.44,3.31333333333,19.5963333333,18.9436666667,26.147,2.98666666667,4.576,19.5073333333,26.6913333333,5.90933333333,17.069,6.304
430.79,3.27266666667,19.5996666667,18.9123333333,26.0763333333,2.96166666667,4.542,19.4676666667,26.65,5.89,17.068,6.28
431.15,3.31133333333,19.6363333333,18.9516666667,26.094,2.97766666667,4.575,19.52,26.6773333333,5.89566666667,17.035,6.311
431.50,3.345,19.7066666667,18.9823333333,26.217,3.02433333333,4.649,19.5856666667,26.7586666667,5.937,17.066,6.3635
431.86,3.32466666667,19.7523333333,19.031,26.2586666667,3.00866666667,4.661,19.5633333333,26.7983333333,5.941,17.0796666667,6.375
432.22,3.33133333333,19.8123333333,19.067,26.3166666667,2.994,4.596,19.593,26.8396666667,5.92466666667,17.086,6.3865
432.57,3.31633333333,19.8533333333,19.117,26.3583333333,2.992,4.606,19.6333333333,26.8526666667,5.93066666667,17.054,6.36
432.93,3.31866666667,19.9213333333,19.192,26.431,3.02466666667,4.65,19.673,26.9056666667,5.981,17.1163333333,6.3975
433.29,3.258,19.936,19.1973333333,26.471,2.97133333333,4.579,19.626,26.894,5.95566666667,17.1116666667,6.357
433.64,3.23966666667,19.9813333333,19.193,26.4903333333,2.98066666667,4.616,19.6546666667,26.8556666667,5.944,17.1873333333,6.377
434.00,3.222,19.98,19.2176666667,26.487,2.96733333333,4.637,19.6616666667,26.8236666667,5.94166666667,17.1966666667,6.375
434.35,3.22433333333,20.0213333333,19.271,26.561,2.96166666667,4.623,19.6916666667,26.9126666667,5.95266666667,17.2066666667,6.395
434.71,3.25933333333,20.107,19.3563333333,26.675,2.981,4.64,19.7653333333,26.982,5.962,17.271,6.4255
435.07,3.27033333333,20.179,19.4156666667,26.7136666667,2.98933333333,4.616,19.811,26.96,5.99466666667,17.351,6.4565
435.42,3.285,20.218,19.474,26.7456666667,3.00533333333,4.569,19.819,26.9713333333,6.01933333333,17.406,6.466
435.78,3.27333333333,20.2526666667,19.491,26.7646666667,2.98866666667,4.535,19.8826666667,26.9806666667,6.01366666667,17.4696666667,6.446
436.13,3.28533333333,20.284,19.535,26.8113333333,2.995,4.582,19.913,26.9723333333,6.03233333333,17.5053333333,6.4455
436.49,3.27166666667,20.3346666667,19.576,26.853,2.953,4.541,19.924,26.972,6.008,17.5536666667,6.4285
436.84,3.278,20.3853333333,19.5823333333,26.877,2.927,4.546,19.9513333333,26.9546666667,5.97966666667,17.5436666667,6.457
437.20,3.33433333333,20.4596666667,19.6386666667,26.9036666667,2.966,4.533,20.0286666667,27.026,6.034,17.5836666667,6.5125
437.56,3.35666666667,20.5086666667,19.7206666667,26.9686666667,2.972,4.543,20.054,27.0783333333,6.05066666667,17.5916666667,6.5065
437.91,3.36966666667,20.6143333333,19.7973333333,27.0713333333,2.986,4.579,20.1223333333,27.1086666667,6.08066666667,17.6393333333,6.5355
438.27,3.36366666667,20.658,19.8503333333,27.0756666667,2.95766666667,4.584,20.1643333333,27.0736666667,6.09533333333,17.6896666667,6.503
438.62,3.371,20.662,19.848,27.0916666667,2.95866666667,4.559,20.1833333333,27.066,6.08266666667,17.718,6.487
438.98,3.345,20.674,19.856,27.1413333333,2.94966666667,4.573,20.182,27.1066666667,6.061,17.6943333333,6.438
439.33,3.33066666667,20.743,19.8596666667,27.1736666667,2.92066666667,4.615,20.2203333333,27.1256666667,6.037,17.695,6.417
439.69,3.35233333333,20.8106666667,19.9083333333,27.207,2.92433333333,4.597,20.254,27.174,6.039,17.6946666667,6.4125
440.04,3.32366666667,20.7983333333,19.8993333333,27.1863333333,2.90866666667,4.592,20.2546666667,27.18,6.01166666667,17.705,6.403
440.40,3.328,20.7746666667,19.899,27.213,2.92966666667,4.597,20.279,27.1716666667,5.98666666667,17.73,6.4125
440.75,3.30966666667,20.749,19.8843333333,27.1906666667,2.91366666667,4.573,20.272,27.1866666667,5.95666666667,17.7403333333,6.3665
441.11,3.279,20.747,19.8923333333,27.2196666667,2.90433333333,4.619,20.2613333333,27.1356666667,5.91833333333,17.76,6.335
441.47,3.272,20.7826666667,19.904,27.1956666667,2.89933333333,4.571,20.2863333333,27.141,5.88533333333,17.758,6.3105
441.82,3.25466666667,20.767,19.9076666667,27.1636666667,2.89533333333,4.535,20.2746666667,27.1943333333,5.85533333333,17.7673333333,6.2935
442.18,3.24866666667,20.8146666667,19.9293333333,27.2146666667,2.90033333333,4.558,20.2586666667,27.209,5.82366666667,17.8023333333,6.3005
442.53,3.231,20.8493333333,19.966,27.2103333333,2.90666666667,4.615,20.2543333333,27.213,5.83433333333,17.813,6.2795
442.89,3.24,20.8843333333,19.9873333333,27.2413333333,2.89933333333,4.62,20.2913333333,27.225,5.82166666667,17.876,6.303
443.24,3.22066666667,20.894,20.035,27.2126666667,2.87433333333,4.586,20.32,27.2003333333,5.80033333333,17.9343333333,6.33
443.60,3.21633333333,20.9163333333,20.063,27.264,2.89133333333,4.632,20.3663333333,27.2126666667,5.794,17.9586666667,6.394
443.95,3.234,20.996,20.151,27.3353333333,2.89133333333,4.641,20.44,27.299,5.81366666667,18.028,6.4125
444.31,3.23433333333,21.0556666667,20.1696666667,27.3226666667,2.88033333333,4.663,20.4783333333,27.344,5.85033333333,18.0593333333,6.434
444.66,3.25333333333,21.119,20.266,27.414,2.93233333333,4.699,20.5373333333,27.407,5.906,18.1173333333,6.4625
445.02,3.265,21.1833333333,20.3066666667,27.4463333333,2.92733333333,4.694,20.5953333333,27.4663333333,5.898,18.155,6.497
445.37,3.24333333333,21.22,20.3453333333,27.468,2.93066666667,4.688,20.61,27.482,5.91,18.1886666667,6.526
445.72,3.226,21.2453333333,20.3896666667,27.4776666667,2.90066666667,4.673,20.6506666667,27.483,5.9,18.2153333333,6.492
446.08,3.237,21.2586666667,20.3826666667,27.4516666667,2.92366666667,4.639,20.6976666667,27.501,5.91866666667,18.249,6.525
446.43,3.23433333333,21.285,20.4023333333,27.51,2.914,4.62,20.7653333333,27.5086666667,5.896,18.285,6.564
446.79,3.215,21.284,20.421,27.494,2.905,4.589,20.7796666667,27.494,5.89066666667,18.294,6.556
447.14,3.21533333333,21.323,20.4523333333,27.5493333333,2.92966666667,4.591,20.8193333333,27.5313333333,5.88066666667,18.3043333333,6.534
447.50,3.22466666667,21.3713333333,20.4716666667,27.5513333333,2.933,4.567,20.8156666667,27.529,5.89166666667,18.3566666667,6.543
447.85,3.25066666667,21.4146666667,20.521,27.572,2.949,4.586,20.8516666667,27.5233333333,5.89033333333,18.412,6.549
448.21,3.261,21.4703333333,20.578,27.625,2.95733333333,4.56,20.8823333333,27.5323333333,5.888,18.4716666667,6.5415
448.56,3.242,21.5063333333,20.5876666667,27.6013333333,2.922,4.541,20.9086666667,27.476,5.86333333333,18.4796666667,6.5225
448.92,3.26333333333,21.5453333333,20.621,27.626,2.93966666667,4.526,20.9363333333,27.471,5.89066666667,18.507,6.536
449.27,3.279,21.5743333333,20.665,27.6743333333,2.931,4.525,20.966,27.4576666667,5.892,18.594,6.546
449.62,3.30966666667,21.6146666667,20.664,27.7253333333,2.96566666667,4.536,20.9953333333,27.4093333333,5.916,18.6363333333,6.587
449.98,3.26033333333,21.626,20.7133333333,27.738,2.911,4.562,21.0096666667,27.3933333333,5.88666666667,18.621,6.5475
450.33,3.24033333333,21.6306666667,20.741,27.7336666667,2.917,4.521,21.001,27.4276666667,5.88033333333,18.6246666667,6.52
450.69,3.245,21.699,20.7713333333,27.814,2.93,4.518,21.041,27.4753333333,5.9,18.683,6.5125
451.04,3.26,21.7526666667,20.817,27.81,2.909,4.509,21.045,27.4793333333,5.92166666667,18.743,6.488
451.40,3.26533333333,21.779,20.9053333333,27.8946666667,2.90366666667,4.516,21.099,27.5073333333,5.91766666667,18.8083333333,6.476
451.75,3.22666666667,21.79,20.943,27.916,2.90166666667,4.485,21.0976666667,27.4993333333,5.928,18.8033333333,6.464
452.10,3.23466666667,21.8583333333,21.0186666667,27.9836666667,2.89733333333,4.462,21.1556666667,27.5576666667,5.93433333333,18.8403333333,6.474
452.46,3.26466666667,21.9386666667,21.1006666667,28.1156666667,2.94033333333,4.478,21.2173333333,27.6636666667,5.93666666667,18.9206666667,6.468
452.81,3.22433333333,21.9303333333,21.1203333333,28.1056666667,2.92366666667,4.475,21.2356666667,27.697,5.91733333333,18.9463333333,6.4425
453.17,3.202,21.9123333333,21.0956666667,28.0776666667,2.88466666667,4.474,21.258,27.7156666667,5.89566666667,18.9326666667,6.4205
453.52,3.158,21.937,21.1483333333,28.121,2.86633333333,4.458,21.2596666667,27.767,5.86433333333,18.9573333333,6.394
453.87,3.21666666667,22.0506666667,21.2206666667,28.273,2.91666666667,4.491,21.311,27.8286666667,5.90466666667,19.046,6.455
454.23,3.25566666667,22.1496666667,21.3273333333,28.3673333333,2.92566666667,4.52,21.3873333333,27.8703333333,5.959,19.1603333333,6.484
454.58,3.29933333333,22.2396666667,21.4173333333,28.394,2.95033333333,4.581,21.47,27.884,5.968,19.204,6.539
454.93,3.33433333333,22.278,21.495,28.484,2.98566666667,4.621,21.5456666667,27.948,6.014,19.2476666667,6.575
455.29,3.32566666667,22.325,21.5396666667,28.5083333333,3.00066666667,4.626,21.565,27.988,6.02066666667,19.2746666667,6.5575
455.64,3.36133333333,22.3726666667,21.6033333333,28.5416666667,3.042,4.654,21.632,28.0146666667,6.05566666667,19.3506666667,6.6155
456.00,3.37233333333,22.394,21.6433333333,28.572,3.08633333333,4.72,21.6486666667,28.053,6.09933333333,19.4126666667,6.6485
456.35,3.379,22.4096666667,21.666,28.5466666667,3.06,4.745,21.6506666667,28.0253333333,6.128,19.4463333333,6.7045
456.70,3.39833333333,22.4876666667,21.7606666667,28.621,3.067,4.782,21.681,28.0383333333,6.16,19.5373333333,6.7225
457.06,3.45533333333,22.5976666667,21.8626666667,28.7333333333,3.15,4.829,21.752,28.0693333333,6.21066666667,19.587,6.794
457.41,3.50933333333,22.7143333333,21.8996666667,28.8413333333,3.18966666667,4.866,21.825,28.133,6.24833333333,19.6543333333,6.825
457.76,3.523,22.749,21.9823333333,28.832,3.20133333333,4.875,21.865,28.1106666667,6.25466666667,19.655,6.801
458.12,3.52966666667,22.8076666667,22.0163333333,28.85,3.21,4.877,21.9193333333,28.098,6.24933333333,19.65,6.82
458.47,3.52266666667,22.8343333333,22.0523333333,28.8663333333,3.202,4.884,21.9393333333,28.0776666667,6.25033333333,19.658,6.784
458.82,3.50666666667,22.879,22.0336666667,28.8736666667,3.187,4.846,21.947,28.031,6.22966666667,19.6496666667,6.762
459.18,3.50466666667,22.908,22.0573333333,28.9426666667,3.16466666667,4.838,21.979,28.061,6.22633333333,19.6766666667,6.768
459.53,3.50833333333,22.9823333333,22.0613333333,28.9873333333,3.156,4.807,21.997,28.0633333333,6.21733333333,19.673,6.7465
459.88,3.516,23.0393333333,22.0783333333,29.005,3.14933333333,4.782,22.044,28.0383333333,6.20766666667,19.674,6.712
460.24,3.514,23.096,22.107,29.0486666667,3.155,4.777,22.0976666667,28.054,6.215,19.677,6.6615
460.59,3.535,23.1536666667,22.14,29.1066666667,3.15966666667,4.804,22.1716666667,28.0886666667,6.24066666667,19.6773333333,6.664
